0410a359836ff245e0ce8275d8e7e545f7f4a9179269d502234f2028563be332,520e50bb14e48166841675e3dc900755bb6464f7652d6676e069b15690c38631,0ae645c834a9cccbb3db4c251a76a4559be02c5b18e6129a8b0e36281fa0db40,c8cb11116714d7e832e42a8e2382fb63fa9726af81e3f3b6ba0b480be35ec29d,55d2075448c96e765a371ba37a257e4155323d751b5368c0026172e8751c1420
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74005502","254"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74005502","255"
"降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","74005502","256"
"減少降低TP","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","74005502","257"
"追加怪物","追加宮子、碧。","add_shadow","74005503","258"
"傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","74005503","259"
"賦予TP上升的上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","74005503","260"
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74005503","261"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74005503","262"
"降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","74005503","263"
"減少降低TP","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","74005503","264"
"追加怪物","追加露娜聚光燈。","add_shadow","74005504","265"
"傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","74005504","266"
"賦予TP上升的上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","74005504","267"
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74005504","268"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74005504","269"
"降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","74005504","270"
"減少降低TP","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","74005504","271"
"戰鬥時間限制","戰鬥時間變成60秒。","limit_time","74005505","272"
"傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","74005505","273"
"賦予TP上升的上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","74005505","274"
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74005505","275"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74005505","276"
"降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","74005505","277"
"減少降低TP","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","74005505","278"
"強化闇影","對初音（夏日）、咲戀（夏日）、鈴奈鏡華的闇影追加專用裝備。","star6_shadow","74006102","279"
"強化闇影","鈴奈、鏡華的闇影變成★6。","star6_shadow","74006103","280"
"編組角色人數限制","可以編組的角色變成4個。","limit_chara_num","74006103","281"
"編組角色人數限制","可以編組的角色變成4個。","limit_chara_num","74006104","282"
"物理無效護盾","戰鬥開始時，對所有的闇影展開物理無效的護盾。","27","74006104","283"
"魔法無效護盾","戰鬥開始時，對所有的闇影展開魔法無效的護盾。","28","74006104","284"
"編組角色人數限制","可以編組的角色變成4個。","limit_chara_num","74006105","285"
"物理無效護盾","戰鬥開始時，對所有的闇影展開物理無效的護盾。","27","74006105","286"
"魔法無效護盾","戰鬥開始時，對所有的闇影展開魔法無效的護盾。","28","74006105","287"
"強化闇影","對怜（新年）、靜流（黑暗）、靜流、涅婭的闇影追加專用裝備。","star6_shadow","74006202","288"
"強化闇影","怜（新年）、靜流的闇影變成★6。","star6_shadow","74006203","289"
"編組角色人數限制","可以編組的角色變成4個。","limit_chara_num","74006203","290"
"編組角色人數限制","可以編組的角色變成4個。","limit_chara_num","74006204","291"
"TP恢復","戰鬥開始時，所有闇影特大幅度恢復自身的TP。","energy_recover","74006204","292"
"編組角色人數限制","可以編組的角色變成4個。","limit_chara_num","74006205","293"
"TP恢復","戰鬥開始時，所有闇影特大幅度恢復自身的TP並賦予持續恢復TP的狀態。","energy_recover","74006205","294"
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74006301","295"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74006301","296"
"減少降低TP","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","boss_tp_down_cut","74006301","297"
"魔法傷害降低","戰鬥開始時，所有怪物的魔法傷害為減少30％的狀態。","boss_magic_cut","74006302","298"
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74006302","299"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74006302","300"
"減少降低TP","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","boss_tp_down_cut","74006302","301"
"魔法傷害降低","戰鬥開始時，所有怪物的魔法傷害為減少60％的狀態。","boss_magic_cut","74006303","302"
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74006303","303"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74006303","304"
"減少降低TP","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","boss_tp_down_cut","74006303","305"
"Boss行動模式變化","Boss怪物的行動模式發生變化。","boss_ub_enhance","74006304","306"
"魔法傷害降低","戰鬥開始時，所有怪物的魔法傷害為減少90％的狀態。","boss_magic_cut","74006304","307"
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74006304","308"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74006304","309"
"減少降低TP","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","boss_tp_down_cut","74006304","310"
"Boss行動模式變化","Boss怪物的行動模式發生變化。","boss_ub_enhance","74006305","311"
"魔法傷害降低","戰鬥開始時，所有怪物的魔法傷害為減少90％的狀態。","boss_magic_cut","74006305","312"
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74006305","313"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74006305","314"
"減少降低TP","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","boss_tp_down_cut","74006305","315"
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74006401","316"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74006401","317"
"物理傷害降低","戰鬥開始時，所有怪物的物理傷害為減少30％的狀態。","boss_physics_cut","74006402","318"
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74006402","319"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74006402","320"
"物理傷害降低","戰鬥開始時，所有怪物的物理傷害為減少60％的狀態。","boss_physics_cut","74006403","321"
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74006403","322"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74006403","323"
"追加怪物","追加叢林護衛、真琴的闇影、惠理子的闇影、樹精。","add_shadow","74006404","324"
"Boss行動模式變化","Boss怪物的行動模式發生變化。","boss_ub_enhance","74006404","325"
"物理傷害降低","戰鬥開始時，所有怪物的物理傷害為減少90％的狀態。","boss_physics_cut","74006404","326"
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74006404","327"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74006404","328"
"Boss行動模式變化","Boss怪物的行動模式發生變化。","boss_ub_enhance","74006405","329"
"物理傷害降低","戰鬥開始時，所有怪物的物理傷害為減少90％的狀態。","boss_physics_cut","74006405","330"
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74006405","331"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74006405","332"
"減少降低TP","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","boss_tp_down_cut","74006405","333"
"傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","74006501","334"
"賦予TP上升的上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","74006501","335"
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74006501","336"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74006501","337"
"降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","74006501","338"
"減少降低TP","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","74006501","339"
"全屬性獎勵特大幅度提升","編組4位以上的同屬性角色時，會強化角色的屬性獎勵。","33","74006502","340"
"傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","74006502","341"
"賦予TP上升的上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","74006502","342"
"提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74006502","343"
"提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74006502","344"
"降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","74006502","345"
"減少降低TP","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","74006502","346"
"全屬性獎勵特大幅度提升","編組4位以上的同屬性角色時，會強化角色的屬性獎勵。","33","74006503","347"
"傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","74006503","348"
"賦予TP上升的上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","74006503","349"
"提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74006503","350"
"提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74006503","351"
"降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","74006503","352"
"減少降低TP","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","74006503","353"
"全屬性獎勵特大幅度提升","編組4位以上的同屬性角色時，會強化角色的屬性獎勵。","33","74006504","354"
"傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","74006504","355"
"賦予TP上升的上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","74006504","356"
"提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74006504","357"
"提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74006504","358"
"降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","74006504","359"
"減少降低TP","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","74006504","360"
"戰鬥時間限制","戰鬥時間變成60秒。","limit_time","74006505","361"
"全屬性獎勵特大幅度提升","編組4位以上的同屬性角色時，會強化角色的屬性獎勵。","33","74006505","362"
"傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","74006505","363"
"賦予TP上升的上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","74006505","364"
"提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","74006505","365"
"提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","74006505","366"
"降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","74006505","367"
"減少降低TP","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","74006505","368"
