3cd016456b460bf4e03acdfc4f02675bb92cee30afce75eaabed2ed6daaeac22,a7056cd85c2a17d7030ae74fbf232115ee643b2d83786d2a8834949900051962,342eb5a58419e95486fac5983b3bfabf8363731d5549b1e56ec615b889327963,922a8c416ae5de1059c38c4f37b5cf91b2e634c3cc801deefb9454d11b9569e0,74dcac37523e918c2d60119e2843889be97bd427e259206221aac938dcd94b18
"60442","50","2","81045005","10045067"
"94002","30000","12","81045005","10045068"
"60442","50","2","81045006","10045069"
"94002","30000","12","81045006","10045070"
"31105","1","2","81045007","10045071"
"91002","25","8","81045007","10045072"
"91002","50","8","81045008","10045073"
"60452","5","2","61046001","10046001"
"60452","5","2","61046002","10046002"
"91002","30","8","71046001","10046003"
"22002","1","2","71046001","10046004"
"91002","30","8","71046002","10046005"
"22002","1","2","71046002","10046006"
"91002","30","8","71046003","10046007"
"22002","1","2","71046003","10046008"
"91002","30","8","71046004","10046009"
"22002","1","2","71046004","10046010"
"91002","30","8","71046005","10046011"
"22002","1","2","71046005","10046012"
"91002","30","8","71046006","10046013"
"22002","1","2","71046006","10046014"
"91002","30","8","71046007","10046015"
"22002","1","2","71046007","10046016"
"91002","30","8","71046008","10046017"
"22002","1","2","71046008","10046018"
"91002","30","8","71046009","10046019"
"22002","1","2","71046009","10046020"
"91002","30","8","71046010","10046021"
"22002","1","2","71046010","10046022"
"91002","30","8","71046011","10046023"
"22002","1","2","71046011","10046024"
"91002","30","8","71046012","10046025"
"22002","1","2","71046012","10046026"
"91002","30","8","71046013","10046027"
"22002","1","2","71046013","10046028"
"91002","30","8","71046014","10046029"
"22002","1","2","71046014","10046030"
"91002","30","8","71046015","10046031"
"22002","1","2","71046015","10046032"
"91002","60","8","71046016","10046033"
"22002","2","2","71046016","10046034"
"91002","60","8","71046017","10046035"
"22002","2","2","71046017","10046036"
"91002","60","8","71046018","10046037"
"22002","2","2","71046018","10046038"
"91002","60","8","71046019","10046039"
"22002","2","2","71046019","10046040"
"91002","60","8","71046020","10046041"
"22002","2","2","71046020","10046042"
"94002","50000","12","71046021","10046043"
"94002","100000","12","71046022","10046044"
"94002","150000","12","71046023","10046045"
"94002","200000","12","71046024","10046046"
"91002","50","8","71046025","10046047"
"31135","1","2","71046026","10046048"
"31135","1","2","71046027","10046049"
"31135","2","2","71046028","10046050"
"31135","2","2","71046029","10046051"
"31135","4","2","71046030","10046052"
"113501","1","1","71046031","10046053"
"31135","10","2","71046032","10046054"
"60452","100","2","81046001","10046055"
"94002","30000","12","81046001","10046056"
"31135","2","2","81046002","10046057"
"91002","30","8","81046002","10046058"
"60452","100","2","81046003","10046059"
"94002","30000","12","81046003","10046060"
"60452","100","2","81046004","10046061"
"94002","30000","12","81046004","10046062"
"31135","2","2","81046005","10046063"
"91002","30","8","81046005","10046064"
"60452","100","2","81046006","10046065"
"94002","30000","12","81046006","10046066"
"31135","2","2","81046007","10046067"
"91002","30","8","81046007","10046068"
"91002","100","8","81046008","10046069"
"60462","5","2","61047001","10047001"
"60462","5","2","61047002","10047002"
"91002","30","8","71047001","10047003"
"22002","1","2","71047001","10047004"
"91002","30","8","71047002","10047005"
"22002","1","2","71047002","10047006"
"91002","30","8","71047003","10047007"
"22002","1","2","71047003","10047008"
"91002","30","8","71047004","10047009"
"22002","1","2","71047004","10047010"
"91002","30","8","71047005","10047011"
"22002","1","2","71047005","10047012"
"91002","30","8","71047006","10047013"
"22002","1","2","71047006","10047014"
"91002","30","8","71047007","10047015"
"22002","1","2","71047007","10047016"
"91002","30","8","71047008","10047017"
"22002","1","2","71047008","10047018"
"91002","30","8","71047009","10047019"
"22002","1","2","71047009","10047020"
"91002","30","8","71047010","10047021"
"22002","1","2","71047010","10047022"
"91002","30","8","71047011","10047023"
"22002","1","2","71047011","10047024"
"91002","30","8","71047012","10047025"
"22002","1","2","71047012","10047026"
"91002","30","8","71047013","10047027"
"22002","1","2","71047013","10047028"
"91002","30","8","71047014","10047029"
"22002","1","2","71047014","10047030"
"91002","30","8","71047015","10047031"
"22002","1","2","71047015","10047032"
"91002","60","8","71047016","10047033"
"22002","2","2","71047016","10047034"
"91002","60","8","71047017","10047035"
"22002","2","2","71047017","10047036"
"91002","60","8","71047018","10047037"
"22002","2","2","71047018","10047038"
"91002","60","8","71047019","10047039"
"22002","2","2","71047019","10047040"
"91002","60","8","71047020","10047041"
"22002","2","2","71047020","10047042"
"94002","50000","12","71047021","10047043"
"94002","100000","12","71047022","10047044"
"94002","150000","12","71047023","10047045"
"94002","200000","12","71047024","10047046"
"91002","50","8","71047025","10047047"
"31056","1","2","71047026","10047048"
"31056","1","2","71047027","10047049"
"31056","1","2","71047028","10047050"
"31056","1","2","71047029","10047051"
"31056","1","2","71047030","10047052"
"31056","4","2","71047031","10047053"
"60462","50","2","81047001","10047054"
"94002","30000","12","81047001","10047055"
"31056","1","2","81047002","10047056"
"91002","25","8","81047002","10047057"
"60462","50","2","81047003","10047058"
"94002","30000","12","81047003","10047059"
"60462","50","2","81047004","10047060"
"94002","30000","12","81047004","10047061"
"31056","1","2","81047005","10047062"
"91002","25","8","81047005","10047063"
"60462","50","2","81047006","10047064"
"94002","30000","12","81047006","10047065"
"31056","1","2","81047007","10047066"
"91002","25","8","81047007","10047067"
"91002","50","8","81047008","10047068"
"60472","5","2","61048001","10048001"
"60472","5","2","61048002","10048002"
"91002","30","8","71048001","10048003"
"22002","1","2","71048001","10048004"
"91002","30","8","71048002","10048005"
"22002","1","2","71048002","10048006"
"91002","30","8","71048003","10048007"
"22002","1","2","71048003","10048008"
"91002","30","8","71048004","10048009"
"22002","1","2","71048004","10048010"
"91002","30","8","71048005","10048011"
"22002","1","2","71048005","10048012"
"91002","30","8","71048006","10048013"
"22002","1","2","71048006","10048014"
"91002","30","8","71048007","10048015"
"22002","1","2","71048007","10048016"
"91002","30","8","71048008","10048017"
"22002","1","2","71048008","10048018"
"91002","30","8","71048009","10048019"
"22002","1","2","71048009","10048020"
"91002","30","8","71048010","10048021"
"22002","1","2","71048010","10048022"
"91002","30","8","71048011","10048023"
"22002","1","2","71048011","10048024"
"91002","30","8","71048012","10048025"
"22002","1","2","71048012","10048026"
"91002","30","8","71048013","10048027"
"22002","1","2","71048013","10048028"
"91002","30","8","71048014","10048029"
"22002","1","2","71048014","10048030"
"91002","30","8","71048015","10048031"
"22002","1","2","71048015","10048032"
"91002","60","8","71048016","10048033"
"22002","2","2","71048016","10048034"
"91002","60","8","71048017","10048035"
"22002","2","2","71048017","10048036"
"91002","60","8","71048018","10048037"
"22002","2","2","71048018","10048038"
"91002","60","8","71048019","10048039"
"22002","2","2","71048019","10048040"
"91002","60","8","71048020","10048041"
"22002","2","2","71048020","10048042"
"94002","50000","12","71048021","10048043"
"94002","100000","12","71048022","10048044"
"94002","150000","12","71048023","10048045"
"94002","200000","12","71048024","10048046"
"91002","50","8","71048025","10048047"
"31016","1","2","71048026","10048048"
"31016","1","2","71048027","10048049"
"31016","2","2","71048028","10048050"
"31016","2","2","71048029","10048051"
"31016","4","2","71048030","10048052"
"31016","10","2","71048031","10048053"
"60472","100","2","81048001","10048054"
"94002","30000","12","81048001","10048055"
"60472","100","2","81048002","10048056"
"94002","30000","12","81048002","10048057"
"31016","2","2","81048003","10048058"
"91002","30","8","81048003","10048059"
"31016","2","2","81048004","10048060"
"91002","30","8","81048004","10048061"
"60472","100","2","81048005","10048062"
"94002","30000","12","81048005","10048063"
"60472","100","2","81048006","10048064"
"94002","30000","12","81048006","10048065"
"31016","2","2","81048007","10048066"
"91002","30","8","81048007","10048067"
"91002","100","8","81048008","10048068"
"60482","5","2","61049001","10049001"
"60482","5","2","61049002","10049002"
"91002","30","8","71049001","10049003"
"22002","1","2","71049001","10049004"
"91002","30","8","71049002","10049005"
"22002","1","2","71049002","10049006"
"91002","30","8","71049003","10049007"
"22002","1","2","71049003","10049008"
"91002","30","8","71049004","10049009"
"22002","1","2","71049004","10049010"
"91002","30","8","71049005","10049011"
"22002","1","2","71049005","10049012"
"91002","30","8","71049006","10049013"
"22002","1","2","71049006","10049014"
"91002","30","8","71049007","10049015"
"22002","1","2","71049007","10049016"
"91002","30","8","71049008","10049017"
"22002","1","2","71049008","10049018"
"91002","30","8","71049009","10049019"
"22002","1","2","71049009","10049020"
"91002","30","8","71049010","10049021"
"22002","1","2","71049010","10049022"
"91002","30","8","71049011","10049023"
"22002","1","2","71049011","10049024"
"91002","30","8","71049012","10049025"
"22002","1","2","71049012","10049026"
"91002","30","8","71049013","10049027"
"22002","1","2","71049013","10049028"
"91002","30","8","71049014","10049029"
"22002","1","2","71049014","10049030"
"91002","30","8","71049015","10049031"
"22002","1","2","71049015","10049032"
"91002","60","8","71049016","10049033"
"22002","2","2","71049016","10049034"
"91002","60","8","71049017","10049035"
"22002","2","2","71049017","10049036"
"91002","60","8","71049018","10049037"
"22002","2","2","71049018","10049038"
"91002","60","8","71049019","10049039"
"22002","2","2","71049019","10049040"
"91002","60","8","71049020","10049041"
"22002","2","2","71049020","10049042"
"94002","50000","12","71049021","10049043"
"94002","100000","12","71049022","10049044"
"94002","150000","12","71049023","10049045"
"94002","200000","12","71049024","10049046"
"91002","50","8","71049025","10049047"
"31112","1","2","71049026","10049048"
"31112","1","2","71049027","10049049"
"31112","1","2","71049028","10049050"
"31112","1","2","71049029","10049051"
"31112","1","2","71049030","10049052"
"111201","1","1","71049031","10049053"
"31112","4","2","71049032","10049054"
"31112","1","2","81049001","10049055"
"91002","25","8","81049001","10049056"
"60482","50","2","81049002","10049057"
"94002","30000","12","81049002","10049058"
"60482","50","2","81049003","10049059"
"94002","30000","12","81049003","10049060"
"31112","1","2","81049004","10049061"
"91002","25","8","81049004","10049062"
"60482","50","2","81049005","10049063"
"94002","30000","12","81049005","10049064"
"60482","50","2","81049006","10049065"
"94002","30000","12","81049006","10049066"
"31112","1","2","81049007","10049067"
"91002","25","8","81049007","10049068"
"91002","50","8","81049008","10049069"
"60492","5","2","61050001","10050001"
"60492","5","2","61050002","10050002"
"91002","30","8","71050001","10050003"
"22002","1","2","71050001","10050004"
"91002","30","8","71050002","10050005"
"22002","1","2","71050002","10050006"
"91002","30","8","71050003","10050007"
"22002","1","2","71050003","10050008"
"91002","30","8","71050004","10050009"
"22002","1","2","71050004","10050010"
"91002","30","8","71050005","10050011"
"22002","1","2","71050005","10050012"
"91002","30","8","71050006","10050013"
"22002","1","2","71050006","10050014"
"91002","30","8","71050007","10050015"
"22002","1","2","71050007","10050016"
"91002","30","8","71050008","10050017"
"22002","1","2","71050008","10050018"
"91002","30","8","71050009","10050019"
"22002","1","2","71050009","10050020"
"91002","30","8","71050010","10050021"
"22002","1","2","71050010","10050022"
"91002","30","8","71050011","10050023"
"22002","1","2","71050011","10050024"
"91002","30","8","71050012","10050025"
"22002","1","2","71050012","10050026"
"91002","30","8","71050013","10050027"
"22002","1","2","71050013","10050028"
"91002","30","8","71050014","10050029"
"22002","1","2","71050014","10050030"
"91002","30","8","71050015","10050031"
"22002","1","2","71050015","10050032"
"91002","60","8","71050016","10050033"
"22002","2","2","71050016","10050034"
"91002","60","8","71050017","10050035"
"22002","2","2","71050017","10050036"
"91002","60","8","71050018","10050037"
"22002","2","2","71050018","10050038"
"91002","60","8","71050019","10050039"
"22002","2","2","71050019","10050040"
"91002","60","8","71050020","10050041"
"22002","2","2","71050020","10050042"
"94002","50000","12","71050021","10050043"
"94002","100000","12","71050022","10050044"
"94002","150000","12","71050023","10050045"
"94002","200000","12","71050024","10050046"
"91002","50","8","71050025","10050047"
"31141","1","2","71050026","10050048"
"31141","1","2","71050027","10050049"
"31141","2","2","71050028","10050050"
"31141","2","2","71050029","10050051"
"31141","4","2","71050030","10050052"
"114101","1","1","71050031","10050053"
"31141","10","2","71050032","10050054"
"31141","2","2","81050001","10050055"
"91002","30","8","81050001","10050056"
"60492","100","2","81050002","10050057"
"94002","30000","12","81050002","10050058"
"60492","100","2","81050003","10050059"
"94002","30000","12","81050003","10050060"
"31141","2","2","81050004","10050061"
"91002","30","8","81050004","10050062"
"60492","100","2","81050005","10050063"
"94002","30000","12","81050005","10050064"
"60492","100","2","81050006","10050065"
"94002","30000","12","81050006","10050066"
"31141","2","2","81050007","10050067"
"91002","30","8","81050007","10050068"
"91002","100","8","81050008","10050069"
"60502","5","2","61051001","10051001"
"60502","5","2","61051002","10051002"
"91002","30","8","71051001","10051003"
"22002","1","2","71051001","10051004"
"91002","30","8","71051002","10051005"
"22002","1","2","71051002","10051006"
"91002","30","8","71051003","10051007"
"22002","1","2","71051003","10051008"
"91002","30","8","71051004","10051009"
"22002","1","2","71051004","10051010"
"91002","30","8","71051005","10051011"
"22002","1","2","71051005","10051012"
"91002","30","8","71051006","10051013"
"22002","1","2","71051006","10051014"
"91002","30","8","71051007","10051015"
"22002","1","2","71051007","10051016"
"91002","30","8","71051008","10051017"
"22002","1","2","71051008","10051018"
"91002","30","8","71051009","10051019"
"22002","1","2","71051009","10051020"
"91002","30","8","71051010","10051021"
"22002","1","2","71051010","10051022"
"91002","30","8","71051011","10051023"
"22002","1","2","71051011","10051024"
"91002","30","8","71051012","10051025"
"22002","1","2","71051012","10051026"
"91002","30","8","71051013","10051027"
"22002","1","2","71051013","10051028"
"91002","30","8","71051014","10051029"
"22002","1","2","71051014","10051030"
"91002","30","8","71051015","10051031"
"22002","1","2","71051015","10051032"
"91002","60","8","71051016","10051033"
"22002","2","2","71051016","10051034"
"91002","60","8","71051017","10051035"
"22002","2","2","71051017","10051036"
"91002","60","8","71051018","10051037"
"22002","2","2","71051018","10051038"
"91002","60","8","71051019","10051039"
"22002","2","2","71051019","10051040"
"91002","60","8","71051020","10051041"
"22002","2","2","71051020","10051042"
"94002","50000","12","71051021","10051043"
"94002","100000","12","71051022","10051044"
"94002","150000","12","71051023","10051045"
"94002","200000","12","71051024","10051046"
"91002","50","8","71051025","10051047"
"31037","1","2","71051026","10051048"
"31037","1","2","71051027","10051049"
"31037","1","2","71051028","10051050"
"31037","1","2","71051029","10051051"
"31037","1","2","71051030","10051052"
"31037","4","2","71051031","10051053"
"60502","50","2","81051001","10051054"
"94002","30000","12","81051001","10051055"
"60502","50","2","81051002","10051056"
"94002","30000","12","81051002","10051057"
"31037","1","2","81051003","10051058"
"91002","25","8","81051003","10051059"
"31037","1","2","81051004","10051060"
"91002","25","8","81051004","10051061"
"60502","50","2","81051005","10051062"
"94002","30000","12","81051005","10051063"
"60502","50","2","81051006","10051064"
"94002","30000","12","81051006","10051065"
"31037","1","2","81051007","10051066"
"91002","25","8","81051007","10051067"
"91002","50","8","81051008","10051068"
"60512","5","2","61052001","10052001"
"60512","5","2","61052002","10052002"
"91002","30","8","71052001","10052003"
"22002","1","2","71052001","10052004"
"91002","30","8","71052002","10052005"
"22002","1","2","71052002","10052006"
"91002","30","8","71052003","10052007"
"22002","1","2","71052003","10052008"
"91002","30","8","71052004","10052009"
"22002","1","2","71052004","10052010"
"91002","30","8","71052005","10052011"
"22002","1","2","71052005","10052012"
"91002","30","8","71052006","10052013"
"22002","1","2","71052006","10052014"
"91002","30","8","71052007","10052015"
"22002","1","2","71052007","10052016"
"91002","30","8","71052008","10052017"
"22002","1","2","71052008","10052018"
"91002","30","8","71052009","10052019"
"22002","1","2","71052009","10052020"
"91002","30","8","71052010","10052021"
"22002","1","2","71052010","10052022"
"91002","30","8","71052011","10052023"
"22002","1","2","71052011","10052024"
"91002","30","8","71052012","10052025"
"22002","1","2","71052012","10052026"
"91002","30","8","71052013","10052027"
"22002","1","2","71052013","10052028"
"91002","30","8","71052014","10052029"
"22002","1","2","71052014","10052030"
"91002","30","8","71052015","10052031"
"22002","1","2","71052015","10052032"
"91002","60","8","71052016","10052033"
"22002","2","2","71052016","10052034"
"91002","60","8","71052017","10052035"
"22002","2","2","71052017","10052036"
"91002","60","8","71052018","10052037"
"22002","2","2","71052018","10052038"
"91002","60","8","71052019","10052039"
"22002","2","2","71052019","10052040"
"91002","60","8","71052020","10052041"
"22002","2","2","71052020","10052042"
"94002","50000","12","71052021","10052043"
"94002","100000","12","71052022","10052044"
"94002","150000","12","71052023","10052045"
"94002","200000","12","71052024","10052046"
"91002","50","8","71052025","10052047"
"31014","1","2","71052026","10052048"
"31014","1","2","71052027","10052049"
"31014","2","2","71052028","10052050"
"31014","2","2","71052029","10052051"
"31014","4","2","71052030","10052052"
"31014","10","2","71052031","10052053"
"60512","65","2","81052001","10052054"
"94002","20000","12","81052001","10052055"
"60512","65","2","81052002","10052056"
"94002","20000","12","81052002","10052057"
"31014","2","2","81052003","10052058"
"91002","30","8","81052003","10052059"
"60512","65","2","81052004","10052060"
"94002","20000","12","81052004","10052061"
"60512","65","2","81052005","10052062"
"94002","20000","12","81052005","10052063"
"31014","2","2","81052006","10052064"
"91002","30","8","81052006","10052065"
"60512","70","2","81052007","10052066"
"94002","20000","12","81052007","10052067"
"60512","70","2","81052008","10052068"
"94002","20000","12","81052008","10052069"
"31014","2","2","81052009","10052070"
"91002","30","8","81052009","10052071"
"91002","100","8","81052010","10052072"
"2801","1","7","71052032","10052073"
"60522","5","2","61053001","10053001"
"60522","5","2","61053002","10053002"
"91002","30","8","71053001","10053003"
"22002","1","2","71053001","10053004"
"91002","30","8","71053002","10053005"
"22002","1","2","71053002","10053006"
"91002","30","8","71053003","10053007"
"22002","1","2","71053003","10053008"
"91002","30","8","71053004","10053009"
"22002","1","2","71053004","10053010"
"91002","30","8","71053005","10053011"
"22002","1","2","71053005","10053012"
"91002","30","8","71053006","10053013"
"22002","1","2","71053006","10053014"
"91002","30","8","71053007","10053015"
"22002","1","2","71053007","10053016"
"91002","30","8","71053008","10053017"
"22002","1","2","71053008","10053018"
"91002","30","8","71053009","10053019"
"22002","1","2","71053009","10053020"
"91002","30","8","71053010","10053021"
"22002","1","2","71053010","10053022"
"91002","30","8","71053011","10053023"
"22002","1","2","71053011","10053024"
"91002","30","8","71053012","10053025"
"22002","1","2","71053012","10053026"
"91002","30","8","71053013","10053027"
"22002","1","2","71053013","10053028"
"91002","30","8","71053014","10053029"
"22002","1","2","71053014","10053030"
"91002","30","8","71053015","10053031"
"22002","1","2","71053015","10053032"
"91002","60","8","71053016","10053033"
"22002","2","2","71053016","10053034"
"91002","60","8","71053017","10053035"
"22002","2","2","71053017","10053036"
"91002","60","8","71053018","10053037"
"22002","2","2","71053018","10053038"
"91002","60","8","71053019","10053039"
"22002","2","2","71053019","10053040"
"91002","60","8","71053020","10053041"
"22002","2","2","71053020","10053042"
"94002","50000","12","71053021","10053043"
"94002","100000","12","71053022","10053044"
"94002","150000","12","71053023","10053045"
"94002","200000","12","71053024","10053046"
"91002","50","8","71053025","10053047"
"31098","1","2","71053026","10053048"
"31098","1","2","71053027","10053049"
"31098","1","2","71053028","10053050"
"31098","1","2","71053029","10053051"
"31098","1","2","71053030","10053052"
"109801","1","1","71053031","10053053"
"31098","4","2","71053032","10053054"
"31098","1","2","81053001","10053055"
"91002","25","8","81053001","10053056"
"60522","50","2","81053002","10053057"
"94002","30000","12","81053002","10053058"
"60522","50","2","81053003","10053059"
"94002","30000","12","81053003","10053060"
"31098","1","2","81053004","10053061"
"91002","25","8","81053004","10053062"
"60522","50","2","81053005","10053063"
"94002","30000","12","81053005","10053064"
"60522","50","2","81053006","10053065"
"94002","30000","12","81053006","10053066"
"31098","1","2","81053007","10053067"
"91002","25","8","81053007","10053068"
"91002","50","8","81053008","10053069"
"60532","5","2","61054001","10054001"
"60532","5","2","61054002","10054002"
"91002","30","8","71054001","10054003"
"22002","1","2","71054001","10054004"
"91002","30","8","71054002","10054005"
"22002","1","2","71054002","10054006"
"91002","30","8","71054003","10054007"
"22002","1","2","71054003","10054008"
"91002","30","8","71054004","10054009"
"22002","1","2","71054004","10054010"
"91002","30","8","71054005","10054011"
"22002","1","2","71054005","10054012"
"91002","30","8","71054006","10054013"
"22002","1","2","71054006","10054014"
"91002","30","8","71054007","10054015"
"22002","1","2","71054007","10054016"
"91002","30","8","71054008","10054017"
"22002","1","2","71054008","10054018"
"91002","30","8","71054009","10054019"
"22002","1","2","71054009","10054020"
"91002","30","8","71054010","10054021"
"22002","1","2","71054010","10054022"
"91002","30","8","71054011","10054023"
"22002","1","2","71054011","10054024"
"91002","30","8","71054012","10054025"
"22002","1","2","71054012","10054026"
"91002","30","8","71054013","10054027"
"22002","1","2","71054013","10054028"
"91002","30","8","71054014","10054029"
"22002","1","2","71054014","10054030"
"91002","30","8","71054015","10054031"
"22002","1","2","71054015","10054032"
"91002","60","8","71054016","10054033"
"22002","2","2","71054016","10054034"
"91002","60","8","71054017","10054035"
"22002","2","2","71054017","10054036"
"91002","60","8","71054018","10054037"
"22002","2","2","71054018","10054038"
"91002","60","8","71054019","10054039"
"22002","2","2","71054019","10054040"
"91002","60","8","71054020","10054041"
"22002","2","2","71054020","10054042"
"94002","50000","12","71054021","10054043"
"94002","100000","12","71054022","10054044"
"94002","150000","12","71054023","10054045"
"94002","200000","12","71054024","10054046"
"94002","250000","12","71054025","10054047"
"91002","50","8","71054026","10054048"
"31146","1","2","71054027","10054049"
"31146","1","2","71054028","10054050"
"31146","2","2","71054029","10054051"
"31146","2","2","71054030","10054052"
"31146","4","2","71054031","10054053"
"31146","10","2","71054032","10054054"
"114601","1","1","71054033","10054055"
"60532","100","2","81054001","10054056"
"94002","30000","12","81054001","10054057"
"60532","100","2","81054002","10054058"
"94002","30000","12","81054002","10054059"
"31146","2","2","81054003","10054060"
"91002","30","8","81054003","10054061"
"31146","2","2","81054004","10054062"
"91002","30","8","81054004","10054063"
"60532","100","2","81054005","10054064"
"94002","30000","12","81054005","10054065"
"60532","100","2","81054006","10054066"
"94002","30000","12","81054006","10054067"
"31146","2","2","81054007","10054068"
"91002","30","8","81054007","10054069"
"91002","100","8","81054008","10054070"
"60542","5","2","61055001","10055001"
"60542","5","2","61055002","10055002"
"91002","30","8","71055001","10055003"
"22002","1","2","71055001","10055004"
"91002","30","8","71055002","10055005"
"22002","1","2","71055002","10055006"
"91002","30","8","71055003","10055007"
"22002","1","2","71055003","10055008"
"91002","30","8","71055004","10055009"
"22002","1","2","71055004","10055010"
"91002","30","8","71055005","10055011"
"22002","1","2","71055005","10055012"
"91002","30","8","71055006","10055013"
"22002","1","2","71055006","10055014"
"91002","30","8","71055007","10055015"
"22002","1","2","71055007","10055016"
"91002","30","8","71055008","10055017"
"22002","1","2","71055008","10055018"
"91002","30","8","71055009","10055019"
"22002","1","2","71055009","10055020"
"91002","30","8","71055010","10055021"
"22002","1","2","71055010","10055022"
"91002","30","8","71055011","10055023"
"22002","1","2","71055011","10055024"
"91002","30","8","71055012","10055025"
"22002","1","2","71055012","10055026"
"91002","30","8","71055013","10055027"
"22002","1","2","71055013","10055028"
"91002","30","8","71055014","10055029"
"22002","1","2","71055014","10055030"
"91002","30","8","71055015","10055031"
"22002","1","2","71055015","10055032"
"91002","60","8","71055016","10055033"
"22002","2","2","71055016","10055034"
"91002","60","8","71055017","10055035"
"22002","2","2","71055017","10055036"
"91002","60","8","71055018","10055037"
"22002","2","2","71055018","10055038"
"91002","60","8","71055019","10055039"
"22002","2","2","71055019","10055040"
"91002","60","8","71055020","10055041"
"22002","2","2","71055020","10055042"
"94002","50000","12","71055021","10055043"
"94002","100000","12","71055022","10055044"
"94002","150000","12","71055023","10055045"
"94002","200000","12","71055024","10055046"
"91002","50","8","71055025","10055047"
"31116","1","2","71055026","10055048"
"31116","1","2","71055027","10055049"
"31116","1","2","71055028","10055050"
"31116","1","2","71055029","10055051"
"31116","1","2","71055030","10055052"
"111601","1","1","71055031","10055053"
"2205","1","7","71055032","10055054"
"31116","4","2","71055033","10055055"
"31116","1","2","81055001","10055056"
"91002","25","8","81055001","10055057"
"60542","50","2","81055002","10055058"
"94002","30000","12","81055002","10055059"
"60542","50","2","81055003","10055060"
"94002","30000","12","81055003","10055061"
"31116","1","2","81055004","10055062"
"91002","25","8","81055004","10055063"
"60542","50","2","81055005","10055064"
"94002","30000","12","81055005","10055065"
"60542","50","2","81055006","10055066"
"94002","30000","12","81055006","10055067"
"31116","1","2","81055007","10055068"
"91002","25","8","81055007","10055069"
"91002","50","8","81055008","10055070"
"60552","5","2","61056001","10056001"
"60552","5","2","61056002","10056002"
"91002","30","8","71056001","10056003"
"22002","1","2","71056001","10056004"
"91002","30","8","71056002","10056005"
"22002","1","2","71056002","10056006"
"91002","30","8","71056003","10056007"
"22002","1","2","71056003","10056008"
"91002","30","8","71056004","10056009"
"22002","1","2","71056004","10056010"
"91002","30","8","71056005","10056011"
"22002","1","2","71056005","10056012"
"91002","30","8","71056006","10056013"
"22002","1","2","71056006","10056014"
"91002","30","8","71056007","10056015"
"22002","1","2","71056007","10056016"
"91002","30","8","71056008","10056017"
"22002","1","2","71056008","10056018"
"91002","30","8","71056009","10056019"
"22002","1","2","71056009","10056020"
"91002","30","8","71056010","10056021"
"22002","1","2","71056010","10056022"
"91002","30","8","71056011","10056023"
"22002","1","2","71056011","10056024"
"91002","30","8","71056012","10056025"
"22002","1","2","71056012","10056026"
"91002","30","8","71056013","10056027"
"22002","1","2","71056013","10056028"
"91002","30","8","71056014","10056029"
"22002","1","2","71056014","10056030"
"91002","30","8","71056015","10056031"
"22002","1","2","71056015","10056032"
"91002","60","8","71056016","10056033"
"22002","2","2","71056016","10056034"
"91002","60","8","71056017","10056035"
"22002","2","2","71056017","10056036"
"91002","60","8","71056018","10056037"
"22002","2","2","71056018","10056038"
"91002","60","8","71056019","10056039"
"22002","2","2","71056019","10056040"
"91002","60","8","71056020","10056041"
"22002","2","2","71056020","10056042"
"94002","50000","12","71056021","10056043"
"94002","100000","12","71056022","10056044"
"94002","150000","12","71056023","10056045"
"94002","200000","12","71056024","10056046"
"94002","250000","12","71056025","10056047"
"91002","50","8","71056026","10056048"
"31147","1","2","71056027","10056049"
"31147","1","2","71056028","10056050"
"31147","2","2","71056029","10056051"
"31147","2","2","71056030","10056052"
"31147","4","2","71056031","10056053"
"114701","1","1","71056032","10056054"
"31147","10","2","71056033","10056055"
"60552","65","2","81056001","10056056"
"94002","20000","12","81056001","10056057"
"60552","65","2","81056002","10056058"
"94002","20000","12","81056002","10056059"
"31147","2","2","81056003","10056060"
"91002","30","8","81056003","10056061"
"60552","65","2","81056004","10056062"
"94002","20000","12","81056004","10056063"
"60552","65","2","81056005","10056064"
"94002","20000","12","81056005","10056065"
"31147","2","2","81056006","10056066"
"91002","30","8","81056006","10056067"
"60552","70","2","81056007","10056068"
"94002","20000","12","81056007","10056069"
"60552","70","2","81056008","10056070"
"94002","20000","12","81056008","10056071"
"31147","2","2","81056009","10056072"
"91002","30","8","81056009","10056073"
"91002","100","8","81056010","10056074"
"60562","5","2","61057001","10057001"
"60562","5","2","61057002","10057002"
"91002","30","8","71057001","10057003"
"22002","1","2","71057001","10057004"
"91002","30","8","71057002","10057005"
"22002","1","2","71057002","10057006"
"91002","30","8","71057003","10057007"
"22002","1","2","71057003","10057008"
"91002","30","8","71057004","10057009"
"22002","1","2","71057004","10057010"
"91002","30","8","71057005","10057011"
"22002","1","2","71057005","10057012"
"91002","30","8","71057006","10057013"
"22002","1","2","71057006","10057014"
"91002","30","8","71057007","10057015"
"22002","1","2","71057007","10057016"
"91002","30","8","71057008","10057017"
"22002","1","2","71057008","10057018"
"91002","30","8","71057009","10057019"
"22002","1","2","71057009","10057020"
"91002","30","8","71057010","10057021"
"22002","1","2","71057010","10057022"
"91002","30","8","71057011","10057023"
"22002","1","2","71057011","10057024"
"91002","30","8","71057012","10057025"
"22002","1","2","71057012","10057026"
"91002","30","8","71057013","10057027"
"22002","1","2","71057013","10057028"
"91002","30","8","71057014","10057029"
"22002","1","2","71057014","10057030"
"91002","30","8","71057015","10057031"
"22002","1","2","71057015","10057032"
