cbff4b449a35a0cd7ff23497557d11206a26c9414336e0377533ae9cb05407ab,2d9fdc0d002ff8bc42ad294d6b39bf7fec7a56c96073c305138dce2f2a0f8bd6,997d7b8d875f5b323047f2496a3cf9f800e1c6479e93930eab0e936efd1fe91d,301b7c0f0df47e1e0da51249f247c505bb0983a0df556b7a2c201309dfcc7b5e,ea8c1bbb77387e0e62d61fe2936f19cc100d8bb28e49c36eb51c058059fa662e,8643209b94ae856064886883545052ed000780630f9b87d371f49e6fad3166f2,37a6b3a4a514717e72f248d31c79df65da492b374f7c155845c6a5fd45f0f86f,a92e47cdb2e91e22ce9c943dfb5e263f3a0be09b6ae10499033a9a6c92b60b0e,bfe688008c141f00a86c291335eb5de62fac868e963a3ea28116c42cbe30960d,bbcc0dd2194b8c82b7db91bcba1f9ccdd0a8a17cdf6dfb67b0a13d0b775a08f7,a607b440e7f1fbb3f89c5a50150733e704bb123bd1d98e7fdb04fa61d28e576f
"","","vo_alces","12","","0","vo_alces_1201","12019","21","0",""
"1.6","0","1","12","0","10","氣勢洶洶沒打算聽人說話的樣子……\n既然這樣就只能用「變透明的藥」了！","12020","11","1","0"
"","","0","12","","0","","12021","91","0",""
"","0.2","1","12","","0","luis_drink","12022","3","",""
"","","0","12","","","0.5","12023","22","",""
"","","1.6","12","","","0","12024","93","",""
"","","vo_alces","12","","0","vo_alces_1202","12025","21","0",""
"0.5","0","1","12","0","10","咕嚕！！","12026","11","1","0"
"","","2","12","","","0","12027","93","",""
"","","se_alces","12","","","se_alces_invisible","12028","23","",""
"","","12","12","","","1","12029","32","",""
"","0.2","1","12","0","1","1","12030","6","1","0"
"","","1.8","12","","","0","12031","93","",""
"","","105111","12","0","-190","250","12032","2","2",""
"","","1002","12","0","-190","250","12033","2","2",""
"","0.2","105111","12","","1","mitsuki_run_dash_noface","12034","3","",""
"","0.2","1002","12","","1","mitsuki_run_dash","12035","3","",""
"","","2","12","","","0","12036","93","",""
"","0.2","105111","12","","1","mitsuki_anger_talk_noface","12037","3","",""
"","0.2","1002","12","","1","mitsuki_anger_talk","12038","3","",""
"","","vo_alces","12","","0","vo_alces_1203","12039","21","0",""
"0.5","0","105111","12","0","10","把妳逼入絕境了吧鍊金術師！","12040","11","1","0"
"","","0","12","","0","","12041","91","0",""
"","","0","12","","","0.5","12042","22","",""
"","0.2","105111","12","1","0","mitsuki_look_in_noface","12043","3","sad_talk_anger","0"
"","0.2","1002","12","","0","mitsuki_look_in","12044","3","",""
"","","1.5","12","","","0","12045","93","",""
"","","vo_alces","12","","0","vo_alces_1204","12046","21","0",""
"1.2","0","105111","12","0","10","……嘖，讓她逃走了嗎……","12047","11","1","0"
"","","0","12","","0","","12048","91","0",""
"","0.2","105111","12","1","0","mitsuki_armcrossed_in_noface","12049","3","mitsuki_armcrossed_talk_noface","0"
"","0.2","1002","12","1","0","mitsuki_armcrossed_in","12050","3","mitsuki_armcrossed_talk","0"
"","","vo_alces","12","","0","vo_alces_1205","12051","21","0",""
"2.3","0","105111","12","0","10","真是的，\n居然用這種完全沒有科學根據的東西\n在做生意……\n我可不認同。","12052","11","1","0"
"","","0","12","","0","","12053","91","0",""
"","0.2","105111","12","","1","mitsuki_ecstatic_talk_noface","12054","3","",""
"","0.2","1002","12","","1","mitsuki_ecstatic_talk","12055","3","",""
"","","vo_alces","12","","0","vo_alces_1206","12056","21","0",""
"1","0","105111","12","0","10","……是那個魔女婆婆的孫女嗎。\n真是大意不得呢。\n【阿爾克絲鍊金堂】……！","12057","11","1","0"
"","","0","12","","0","","12058","91","0",""
"","","0","12","","","0.5","12059","22","",""
"","0.2","105111","12","1","0","mitsuki_turnR_noface","12060","3","mitsuki_walkR_noface","0"
"","0.2","1002","12","1","0","mitsuki_turnR","12061","3","mitsuki_walkR","0"
"","","105111","12","0","-190","1050","12062","2","5",""
"","","1002","12","0","-190","1050","12063","2","5",""
"","","4.5","12","","","0","12064","93","",""
"","0.2","1","12","","1","idle_normal_Ex0001","12065","3","",""
"","","se_alces","12","","","se_alces_invisible","12066","23","",""
"","","12","12","","","0","12067","32","",""
"","","12","12","","","1","12068","32","",""
"","","0.1","12","","","0","12069","93","",""
"","0.3","1","12","1","1","1","12070","6","1","0"
"","","1.5","12","","","0","12071","93","",""
"","","se_alces","12","","","se_alces_breath","12072","23","",""
"","0.2","1","12","1","0","relief_in","12073","3","relief_idle","0"
"","","1001","12","","0","relief_in","12074","3","",""
"","","0","12","","","0","12075","22","",""
"","","3","12","","","0","12076","93","",""
"","","12076","12","","0","","12077","101","0",""
"walk_jog_talkjoy2","1.43","2","15","-130","100","2","15001","5","100","0"
"sit_readPaper","1.4","3","15","-130","101","3","15002","5","400","1"
"","","0","15","","","0","15003","91","",""
"","","2","15","0","-130","235","15004","2","0.8",""
"","","0.5","15","","0","0","15005","93","0",""
"","","vo_alces","15","","0","vo_alces_1500","15006","21","0",""
"0.5","0","2","15","0","10","我去跑腿回來囉～\n苑姑姑～","15007","11","1","0"
"","","0.3","15","","","0","15008","93","",""
"","0.2","2","15","","1","talk_normal","15009","3","",""
"","","15007","15","","","","15010","91","",""
"","","0","15","","","0.5","15011","22","",""
"","0.2","2","15","","1","idle_normal","15012","3","",""
"","","1","15","","","0","15013","93","",""
"","0.2","3","15","1","0","sit_readPaperTurn","15014","3","sit_readPaper","0"
"","","0.5","15","","","0","15015","93","",""
"","","vo_alces","15","","0","vo_alces_1501","15016","21","0",""
"0.5","0","2","15","0","10","……苑姑姑～！","15017","11","1","0"
"","","0.3","15","","","0","15018","93","",""
"","0.2","2","15","1","0","smile_normal","15019","3","idle_normal","0"
"","","15017","15","","0","","15020","91","0",""
"","","0","15","","","0.5","15021","22","",""
"","","0.5","15","","","0","15022","93","",""
"","0.2","2","15","","1","sad_idle_surprise","15023","3","",""
"","","1","15","","","1","15024","93","",""
"","0.2","3","15","1","0","sit_readPaperTurn","15025","3","sit_readPaper","0"
"","","1.2","15","","","0","15026","93","",""
"","0.2","2","15","","1","anger_talk_pain","15027","3","",""
"","","vo_alces","15","","0","vo_alces_1502","15028","21","0",""
"0.5","0","2","15","0","10","苑姑姑～！！！","15029","11","1","0"
"","","0","15","","0","","15030","91","0",""
"","","0","15","","","0.5","15031","22","",""
"","0.2","2","15","","1","anger_idle_angerR","15032","3","",""
"","","1.2","15","","","1","15033","93","",""
"","","se_alces","15","","","se_alces_emotion_quiet","15034","23","",""
"","10","3","15","0","1","12","15035","12","0","0"
"","","2.5","15","","","0","15036","93","",""
"","","se_alces","15","","","se_alces_emotion_notice","15037","23","",""
"","0","2","15","0","0.3","10","15038","12","0","0"
"","0.2","2","15","1","0","notice_in_talk2","15039","3","notice_loop_talk2","0"
"","","1.4","15","","","0","15040","93","",""
"","0.2","2","15","","1","talk_normal_normal2","15041","3","",""
"","","vo_alces","15","","0","vo_alces_1503","15042","21","0",""
"0.5","0","2","15","0","10","苑姐姐。","15043","11","1","0"
"","","0","15","","0","","15044","91","0",""
"","0.2","2","15","","1","idle_normal","15045","3","",""
"","0.2","3","15","","1","sit_out_smile","15046","3","",""
"","","0.5","15","","","1","15047","93","",""
"","0.2","3","15","1","0","sono_cool_in","15048","3","sono_cool_talk","0"
"","0.2","2","15","","1","surprise_idle_shy","15049","3","",""
"","","vo_alces","15","","0","vo_alces_1504","15050","21","0",""
"2.2","0","3","15","0","10","很好，真的很謝謝妳。\n這是苑姐姐給妳的\n零用錢♪","15051","11","1","0"
"","","0","15","","0","","15052","91","0",""
"","","0","15","","","0.5","15053","22","",""
"","0.2","3","15","1","0","sono_armcrossed_in","15054","3","sono_armcrossed_idle","0"
"","","0.5","15","","","0","15055","93","",""
"","","se_alces","15","","","se_alces_emotion_sweat","15056","23","",""
"","0","2","15","0","1.5","2","15057","12","0","0"
"","0.2","2","15","","1","talk_normal_nervous","15058","3","",""
"","","0.8","15","","","0","15059","93","",""
"","0.2","3","15","","1","sono_armcrossed_talk","15060","3","",""
"","","1.7","15","","","0","15061","93","",""
"","0.2","2","15","","1","iroha_idle_Ex0001","15062","3","",""
"","0.2","3","15","","1","sono_armcrossed_idle","15063","3","",""
"","","1","15","","","0","15064","93","",""
"","","0","15","","","0","15065","22","",""
"","","3","15","","","0","15066","93","",""
"","","15066","15","","0","","15067","101","0",""
"iroha_idle_dere_glass","1.45","5","16","-160","103","5","16001","5","150","1"
"","0","11","16","1","150","11","16002","31","-160",""
"empty","1.45","10","16","-160","104","1001","16003","5","150","1"
"sono_walk_scare","1.41","3","16","-160","102","3","16004","5","1000","1"
"empty","1.41","10","16","-160","103","1002","16005","5","300","1"
"","","3","16","","110","130","16006","13","",""
"idle_normal","1.42","1","16","-150","100","132211","16007","1","-50","0"
"empty","1.42","10","16","-150","101","1003","16008","5","-50","0"
"","","0","16","","","0","16009","91","",""
"","0.2","5","16","1","0","iroha_doya_in_glass","16010","3","iroha_doya_talk_glass","0"
"","","0.5","16","","","0","16011","93","",""
"","","vo_alces","16","","0","vo_alces_1600","16012","21","0",""
"4.9","0","5","16","0","10","欸欸──我漂亮嗎？\n很成熟嗎？\n性感又豐滿？","16013","11","1","0"
"","","0","16","","0","","16014","91","0",""
"","0.2","5","16","","1","iroha_doya_idle_glass","16015","3","",""
"","0.2","132211","16","","1","surprise_talk","16016","3","",""
"","","vo_alces","16","","0","vo_alces_1601","16017","21","0",""
"0.8","0","132211","16","0","10","怎……怎麼了嗎彩羽？\n……啊，難道是\n跟苑交換身體了？","16018","11","1","0"
"","","0","16","","0","","16019","91","0",""
"","0.2","132211","16","","1","surprise_idle","16020","3","",""
"","0.2","5","16","1","0","iroha_cool_in_glass","16021","3","iroha_cool_talk_glass","0"
"","","vo_alces","16","","0","vo_alces_1602","16022","21","0",""
"1.6","0","5","16","0","10","對啊──我是苑喔。\n身材姣好對吧？","16023","11","1","0"
"","","0","16","","0","","16024","91","0",""
"","","0","16","","","0.5","16025","22","",""
"","","3","16","0","-160","300","16026","2","4",""
"","0.2","3","16","1","0","sono_walk_scare","16027","3","sono_armcrossed_idle","0.2"
"","0.2","5","16","1","0","iroha_armcrossed_in_glass","16028","3","iroha_armcrossed_talk_glass","0"
"","","0.5","16","","","0","16029","93","",""
"","0.2","132211","16","1","0","surprise2_in","16030","3","surprise2_idle","0"
"","","vo_alces","16","","0","vo_alces_1603","16031","21","0",""
"3.9","0","5","16","0","10","那麼，我出去玩一下～去抓蟲……\n不對是要去大人的社交場合♪","16032","11","1","0"
"","","16027","16","","0","","16033","91","0",""
"","","16032","16","","0","","16034","91","0",""
"","","0","16","","","0.5","16035","22","",""
"","","se_alces","16","","","se_alces_surprise","16036","23","",""
"","0.2","5","16","1","0","iroha_shock_in","16037","3","iroha_shock_loop","0"
"","0.2","1001","16","","0","iroha_shock_in","16038","3","",""
"","","1","16","","","0","16039","93","",""
"","0.2","3","16","","1","sono_armcrossed_talk","16040","3","",""
"","","vo_alces","16","","0","vo_alces_1604","16041","21","0",""
"1.7","0","3","16","0","10","……妳變成我的樣子打算去哪裡？\n彩羽？","16042","11","1","0"
"","","0","16","","0","","16043","91","0",""
"","","0","16","","","0.5","16044","22","",""
"","0.2","3","16","1","0","sono_doya_in","16045","3","sono_doya_idle","0"
"","0.2","5","16","","0","iroha_kyorokyoro","16046","3","",""
"","","1.8","16","","","0","16047","93","",""
"","","se_alces","16","","","se_alces_dotabata","16048","23","",""
"","0","5","16","1","0","iroha_escape_in","16049","3","iroha_escape","0"
"","","5","16","0","-160","-1200","16050","2","3.5",""
"","","11","16","","","1","16051","32","",""
"","","11","16","","","sweatR_Loop","16052","37","",""
"","","11","16","0","-160","-1200","16053","33","3.5",""
"","","0.1","16","","","0","16054","93","",""
"","0.2","3","16","","1","sono_notice_in_anger","16055","3","",""
"","0.2","1002","16","","0","sono_notice_in_anger","16056","3","",""
"","","0.3","16","","","0","16057","93","",""
"","0.2","132211","16","1","0","surprise2_turn","16058","3","surprise2R_idle","0"
"","","0.4","16","","","0","16059","93","",""
"","0.2","3","16","","1","run_chase","16060","3","",""
"","","3","16","0","-160","-1050","16061","2","3.5",""
"","","2","16","","","0","16062","93","",""
"","0.2","132211","16","","1","sadR_idle_nervous","16063","3","",""
"","0.2","1003","16","1","0","sad_idle_nervous_in","16064","3","sad_idle_nervous","0"
"","","2","16","","","0","16065","93","",""
"","","0","16","","","0","16066","22","",""
"","","3","16","","","0","16067","93","",""
"","","16067","16","","0","","16068","101","0",""
"idle_normal","1.47","5","17","-190","100","5","17001","5","-100","0"
"","0","11","17","1","-100","1101","17002","31","-190",""
"empty","1.47","10","17","-190","101","1001","17003","5","-100","0"
"","","5","17","","","130","17004","13","",""
"idle_kyapi_normal","1.43","4","17","-190","101","4","17005","5","125","1"
"","0","11","17","1","125","1102","17006","31","-190",""
"","","0","17","","","0","17007","91","",""
"","","se_alces","17","","","se_alces_breath","17008","23","",""
"","0.2","5","17","1","0","sono_relief_in","17009","3","sono_relief_talk","0"
"","0.2","1001","17","","0","sono_relief_in","17010","3","",""
"","","0.5","17","","","0","17011","93","",""
"","","vo_alces","17","","0","vo_alces_1700","17012","21","0",""
"2.4","0","5","17","0","10","唉……\n變回原本的模樣了……","17013","11","1","0"
"","","3.5","17","","","1","17014","93","",""
"","","17013","17","","0","","17015","91","0",""
"","0.2","5","17","1","0","sono_ache_in","17016","3","sono_tired_talk","0"
"","","vo_alces","17","","0","vo_alces_1701","17017","21","0",""
"3.7","0","5","17","0","10","嗚啊……肌肉好痛。\n妳到底到處跑了多久啊……","17018","11","1","0"
"","","0","17","","0","","17019","91","0",""
"","0.2","5","17","","1","sono_tired_idle","17020","3","",""
"","0.2","4","17","","1","jump_loop","17021","3","",""
"","","vo_alces","17","","0","vo_alces_1702","17022","21","0",""
"1.4","0","4","17","0","10","啊哈哈哈！！\n彩羽的身體，都沒在鍛鍊──！！","17023","11","1","0"
"","","0","17","","0","","17024","91","0",""
"","0.2","4","17","","1","joy_talk_normal2","17025","3","",""
"","","vo_alces","17","","0","vo_alces_1703","17026","21","0",""
"0.3","0","4","17","0","10","我去全力跑步一下──！！","17027","11","1","0"
"","","0","17","","0","","17028","91","0",""
"","0.1","4","17","1","0","iroha_joy_to_run","17029","3","iroha_run_dash","0"
"","","0","17","","","0.5","17030","22","",""
"","","4","17","0","-190","1200","17031","2","2.1",""
"","","1102","17","","","1","17032","32","",""
"","","1102","17","","","smokeL","17033","37","",""
"","","1102","17","0","-190","1200","17034","33","2.1",""
"","","2","17","","","0","17035","93","",""
"","0.2","5","17","1","0","tired_to_sad","17036","3","sad_talk_anger","0"
"","","vo_alces","17","","0","vo_alces_1704","17037","21","0",""
"4.3","0","5","17","0","10","……嗯？\n之後我又會回到那個身體裡喔？\n不行耶，會死掉的。","17038","11","1","0"
"","","0","17","","0","","17039","91","0",""
"","0.1","5","17","","1","run_chase_Ex0006","17040","3","",""
"","","5","17","0","-190","1100","17041","2","3.5",""
"","","1101","17","","","1","17042","32","",""
"","","1101","17","","","sweatL_Loop","17043","37","",""
"","","1101","17","0","-190","1100","17044","33","3.5",""
"","","vo_alces","17","","0","vo_alces_1705","17045","21","0",""
"0.5","0","5","17","0","10","給我等等──！！","17046","11","1","0"
"","","3","17","","","0","17047","93","",""
"","","0","17","","0","","17048","91","0",""
"","","0","17","","","0","17049","22","",""
"","","3","17","","","0","17050","93","",""
"","","17050","17","","0","","17051","101","0",""
"sit_drink_loop","1.4","5","18","-130","100","5","18001","5","400","1"
"iroha_sad_lookup_surprise","1.37","4","18","-145","101","4","18002","5","235","0"
"","","0","18","","","0","18003","91","",""
"","","vo_alces","18","","0","vo_alces_1800","18004","21","0",""
"0.5","0","5","18","0","10","咕嚕……咕嚕……咕嚕！","18005","11","1","0"
"","","0","18","","0","","18006","91","0",""
"","0.2","5","18","1","0","sit_drink_handup_in","18007","3","sit_drink_handup_talk","0"
"","","0.2","18","","","0","18008","93","",""
"","0.2","4","18","1","0","iroha_surprise_in","18009","3","iroha_surprise_look_idle","0"
"","","0.2","18","","","0","18010","93","",""
"","","vo_alces","18","","0","vo_alces_1801","18011","21","0",""
"4.2","0","5","18","0","10","啊啊，喉嚨超滿足的。\n雖然我也很喜歡老家的葡萄酒，\n不過這邊的麥酒也很讚～","18012","11","1","0"
"","","0","18","","0","","18013","91","0",""
"","0.2","5","18","1","0","sit_drink_idle_in","18014","3","sit_drink_idle","0"
"","0.2","4","18","","1","iroha_anger_talk_lookup","18015","3","",""
"","","vo_alces","18","","0","vo_alces_1802","18016","21","0",""
"3.8","0","4","18","0","10","欸──彩羽的喉嚨也想滿足～！\n小苑，也給彩羽喝一下～","18017","11","1","20"
"","","0","18","","0","","18018","91","0",""
"","0.2","4","18","","1","iroha_anger_idle_lookup","18019","3","",""
"","0.2","5","18","1","0","sit_drink_idle_notice","18020","3","sit_drink_idle_Jitome","0"
"","","vo_alces","18","","0","vo_alces_1803","18021","21","0",""
"3.7","0","5","18","0","10","呵，妳還早了10年呢。\n咕噗咕噗。","18022","11","1","0"
"","","0","18","","0","","18023","91","0",""
"","0.2","5","18","1","0","sit_drink_idle_to_yareyare","18024","3","sit_drink_yareyare","0"
"","","vo_alces","18","","0","vo_alces_1804","18025","21","0",""
"3.9","0","5","18","0","10","妳總有一天也會了解的，\n了解某天會有不喝麥酒\n就做不下去的日子到來。","18026","11","1","0"
"","","0","18","","0","","18027","91","0",""
"","","0","18","","","0","18028","22","",""
"","0.2","4","18","1","0","iroha_anger_to_sad","18029","3","iroha_sad_lookup_shy","0"
"","0.2","5","18","1","0","sit_drink_yareyare_to_loop","18030","3","sit_drink_loop","0"
"","","2","18","","","0","18031","93","",""
"","0.2","5","18","1","0","sit_drink_handup_in_dead","18032","3","sit_drink_handup_idle_dead","0"
"","","2","18","","","0","18033","93","",""
"","","vo_alces","18","","0","vo_alces_1805","18034","21","0",""
"1.2","0","5","18","0","10","……呼～嗝！","18035","11","1","0"
"","","0","18","","0","","18036","91","0",""
"","0.2","4","18","","1","iroha_sad_talk_lookup","18037","3","",""
"","","vo_alces","18","","0","vo_alces_1806","18038","21","0",""
"0.5","0","4","18","0","10","真是糟糕的大人……","18039","11","1","20"
"","","0","18","","0","","18040","91","0",""
"","0.2","4","18","","1","iroha_sad_lookup_shy","18041","3","",""
"","","0","18","","","0","18042","22","",""
"","","3","18","","","0","18043","93","",""
"","","18043","18","","0","","18044","101","0",""
"adv_luis","1.4","1","101","-140","100","1","101001","5","-1.7","0"
"","1","1","101","1","108.3","1","101002","31","87",""
"adv_luis","1.4","1","102","-140","100","1","102001","5","-1.7","0"
"","1","1","102","1","108.3","1","102002","31","87",""
"adv_luis","1.4","1","103","-140","100","1","103001","5","-1.7","0"
"","1","1","103","1","108.3","1","103002","31","87",""
"adv_iroha","1.5","2","104","-190","100","2","104001","5","90","0"
"","1","1","104","1","200","1","104002","31","37",""
"adv_iroha","1.5","2","105","-190","100","2","105001","5","90","0"
"","1","1","105","1","200","1","105002","31","37",""
"adv_iroha","1.5","2","106","-190","100","2","106001","5","90","0"
"","1","1","106","1","200","1","106002","31","37",""
"adv_sono","1.38","3","107","-130","100","3","107001","5","350","1"
"","1","10","107","1","475","10","107002","31","-18",""
"","1","1","107","1","460","1","107003","31","125",""
"adv_sono","1.38","3","108","-130","100","3","108001","5","350","1"
"","1","10","108","1","475","10","108002","31","-18",""
"","1","1","108","1","460","1","108003","31","125",""
"adv_sono","1.38","3","109","-130","100","3","109001","5","350","1"
"","1","10","109","1","475","10","109002","31","-18",""
"","1","1","109","1","460","1","109003","31","125",""
"adv_sono","1.38","3","110","-130","100","3","110001","5","350","1"
"","1","10","110","1","475","10","110002","31","-18",""
"","1","1","110","1","460","1","110003","31","125",""
"adv_luis","1.4","1","111","-140","100","1","111001","5","-1.7","0"
"","1","1","111","1","108.3","1","111002","31","87",""
"","","1","111","","","special","111003","37","",""
"adv_sono","1.38","3","112","-130","100","3","112001","5","350","1"
"","1","10","112","1","475","10","112002","31","-18",""
"","1","1","112","1","460","1","112003","31","125",""
"","","1","112","","","special","112004","37","",""
"adv_iroha","1.5","2","113","-190","100","2","113001","5","90","0"
"","1","1","113","1","200","1","113002","31","37",""
"","","1","113","","","special","113003","37","",""
"adv_iroha","1.5","2","114","-190","100","2","114001","5","90","0"
"","1","1","114","1","200","1","114002","31","37",""
"","","1","114","","","special","114003","37","",""
"adv_luis","1.4","1","115","-140","100","1","115001","5","-1.7","0"
"","1","1","115","1","108.3","1","115002","31","87",""
"","","1","115","","","special","115003","37","",""
"adv_iroha","1.5","2","116","-190","100","2","116001","5","90","0"
"","1","1","116","1","200","1","116002","31","37",""
"","","1","116","","","special","116003","37","",""
"adv_sono","1.38","3","117","-130","100","3","117001","5","350","1"
"","1","10","117","1","475","10","117002","31","-18",""
"","1","1","117","1","460","1","117003","31","125",""
"","","1","117","","","special","117004","37","",""
"adv_iroha_kodomo","1.48","4","118","-190","100","4","118001","5","90","0"
"","1","1","118","1","200","1","118002","31","37",""
"","","1","118","","","special","118003","37","",""
"adv_sono","1.38","3","119","-130","100","3","119001","5","350","1"
"","1","10","119","1","475","10","119002","31","-18",""
"","1","1","119","1","460","1","119003","31","125",""
"","","1","119","","","special","119004","37","",""
"adv_sono","1.38","3","120","-130","100","3","120001","5","350","1"
"","1","10","120","1","475","10","120002","31","-18",""
"","1","1","120","1","460","1","120003","31","125",""
"","","1","120","","","special","120004","37","",""
"adv_luis","1.4","1","121","-140","100","1","121001","5","-1.7","0"
"","1","1","121","1","108.3","1","121002","31","87",""
"","","1","121","","","special","121003","37","",""
"adv_sono","1.38","3","122","-130","100","3","122001","5","350","1"
"","1","10","122","1","475","10","122002","31","-18",""
"","1","1","122","1","460","1","122003","31","125",""
"","","1","122","","","special","122004","37","",""
"adv_sono_otona","1.4","5","123","-130","100","5","123001","5","350","1"
"","1","10","123","1","475","10","123002","31","-18",""
"","1","1","123","1","460","1","123003","31","125",""
"","","1","123","","","special","123004","37","",""
"adv_luis","1.4","1","125","-140","100","1","125001","5","-1.7","0"
"","1","1","125","1","108.3","1","125002","31","87",""
"","","1","125","","","special","125003","37","",""
"adv_iroha_kodomo","1.48","4","126","-190","100","4","126001","5","90","0"
"","1","1","126","1","200","1","126002","31","37",""
"","","1","126","","","special","126003","37","",""
"adv_iroha","1.5","2","127","-190","100","2","127001","5","90","0"
"","1","1","127","1","200","1","127002","31","37",""
"","","1","127","","","special","127003","37","",""
"adv_luis","1.4","1","128","-140","100","1","128001","5","-1.7","0"
"","1","1","128","1","108.3","1","128002","31","87",""
"","","1","128","","","special","128003","37","",""
"adv_sono_otona","1.4","5","129","-130","100","5","129001","5","350","1"
"","1","10","129","1","475","10","129002","31","-18",""
"","1","1","129","1","460","1","129003","31","125",""
"","","1","129","","","special","129004","37","",""
"adv_sono","1.38","3","130","-130","100","3","130001","5","350","1"
"","1","10","130","1","475","10","130002","31","-18",""
"","1","1","130","1","460","1","130003","31","125",""
"","","1","130","","","special","130004","37","",""
"adv_luis","1.4","1","131","-140","100","1","131001","5","-1.7","0"
"","1","1","131","1","108.3","1","131002","31","87",""
"","","1","131","","","special","131003","37","",""
"adv_iroha","1.5","2","132","-190","100","2","132001","5","90","0"
"","1","1","132","1","200","1","132002","31","37",""
"","","1","132","","","special","132003","37","",""
