434fd11287a7ba53b8aa56ea01ba0de0633fa31bc09954507b020945ee396545,7a4c8ae04906d4e5d64c9e120f683b09c7d296ea5a1e3d879511f625814e0233,13021cb01dea359a85e0a0c3cb491b06a5848be58714918e5c41d733ebb51027,594a606fe2a26ab64a7b997169f0a51c33cebdecb300a11ac4cddbb895a7b2ca,c97b5ecb257e020e0602bf40c2d113289bbc1f2ab8ecf186f1cf0ec6e06fe7db,79c433f5d7cf871d65f133ffbe4e827b0c748100ba752e6b4a928b4bd0433df8,c0356ef28bb3bee43f37170ac43a374385153be46379024b312c047e2a794a3f,0581fbf930a3b864c3cba8ff9de10ee63dafea66190246f331ec543209c7951b,226d60c657ca30fd1ae97e40ad71f9aaf3e50e367318c8ca83ebb8bbd1347347,029c6a6b7e497976780c6be2b42b741cc99a5ef5391a8464833986acdaf20257,4553867f85a0e1e7106cd6ed1e0c51989062d2663723f2eeebf391f61d7ffee4,dd22b5bff4e1abf72307daf8e8e8f89918c651ee6008dbd66578d27b521807a2,e336ae4cda332a23850f8d5145ae9450258fc47bd18b7a602abaef731482424b,95017da537f19fd4284d1edfd2f6a6ae88bd023990fee7260232c577c1e3174b,66a469be2f83090dc8535f9a579a6d351c56d629697df540403760e825fe1fdd,b84ac9fbd82456c1ec29f4d0b33195bdd1e699f5bfcee82976e6c28dc03e6158,d47322d96c0c918aa1d21de606efb309366d7a756f815db8ab774e5f038ce02b,c79bf7b41bebcb4e824c4d82354c16f8380e8c3410c7a3dcee4589b957a77b5d,136747459fffe05a54aaf3e2134f7fe47e43f1036fd6c8e1a2966e68ff727bba,8a2410156e554daf37db4522f6d4489c0048d766b24fa2786ffa51d4f2d48689,3f7ca0907bd798aaf27f6512ff666c4d290fbce7adc0376c5b44e9076e612557
"8","259","3","3","0","2","500000","0","0","0","94002","0","1039","22002","22003","1","0","2","0","40","12"
"12","260","4","4","0","2","750000","0","0","0","94002","0","1039","22002","22003","1","0","2","0","60","12"
"16","261","-1","5","0","2","1000000","0","0","0","94002","0","1039","22002","22003","1","0","2","0","80","12"
"0","262","1","1","0","0","10000","0","0","0","94002","0","1040","0","0","1","0","0","0","0","12"
"4","263","2","2","0","2","250000","0","0","0","94002","0","1040","22002","22003","1","0","2","0","20","12"
"8","264","3","3","0","2","500000","0","0","0","94002","0","1040","22002","22003","1","0","2","0","40","12"
"12","265","4","4","0","2","750000","0","0","0","94002","0","1040","22002","22003","1","0","2","0","60","12"
"16","266","-1","5","0","2","1000000","0","0","0","94002","0","1040","22002","22003","1","0","2","0","80","12"
"0","267","1","1","0","0","10000","0","0","0","94002","0","1041","0","0","1","0","0","0","0","12"
"4","268","2","2","0","2","250000","0","0","0","94002","0","1041","22002","22003","1","0","2","0","20","12"
"8","269","3","3","0","2","500000","0","0","0","94002","0","1041","22002","22003","1","0","2","0","40","12"
"12","270","4","4","0","2","750000","0","0","0","94002","0","1041","22002","22003","1","0","2","0","60","12"
"16","271","-1","5","0","2","1000000","0","0","0","94002","0","1041","22002","22003","1","0","2","0","80","12"
"0","272","1","1","0","0","10000","0","0","0","94002","0","1042","0","0","1","0","0","0","0","12"
"4","273","2","2","0","2","250000","0","0","0","94002","0","1042","22002","22003","1","0","2","0","20","12"
"8","274","3","3","0","2","500000","0","0","0","94002","0","1042","22002","22003","1","0","2","0","40","12"
"12","275","4","4","0","2","750000","0","0","0","94002","0","1042","22002","22003","1","0","2","0","60","12"
"16","276","-1","5","0","2","1000000","0","0","0","94002","0","1042","22002","22003","1","0","2","0","80","12"
"0","277","1","1","0","0","10000","0","0","0","94002","0","1043","0","0","1","0","0","0","0","12"
"4","278","2","2","0","2","250000","0","0","0","94002","0","1043","22002","22003","1","0","2","0","20","12"
"8","279","3","3","0","2","500000","0","0","0","94002","0","1043","22002","22003","1","0","2","0","40","12"
"12","280","4","4","0","2","750000","0","0","0","94002","0","1043","22002","22003","1","0","2","0","60","12"
"16","281","-1","5","0","2","1000000","0","0","0","94002","0","1043","22002","22003","1","0","2","0","80","12"
"0","282","1","1","0","0","10000","0","0","0","94002","0","1044","0","0","1","0","0","0","0","12"
"4","283","2","2","0","2","250000","0","0","0","94002","0","1044","22002","22003","1","0","2","0","20","12"
"8","284","3","3","0","2","500000","0","0","0","94002","0","1044","22002","22003","1","0","2","0","40","12"
"12","285","4","4","0","2","750000","0","0","0","94002","0","1044","22002","22003","1","0","2","0","60","12"
"16","286","-1","5","0","2","1000000","0","0","0","94002","0","1044","22002","22003","1","0","2","0","80","12"
"0","287","1","1","0","0","10000","0","0","0","94002","0","1045","0","0","1","0","0","0","0","12"
"4","288","2","2","0","2","250000","0","0","0","94002","0","1045","22002","22003","1","0","2","0","20","12"
"8","289","3","3","0","2","500000","0","0","0","94002","0","1045","22002","22003","1","0","2","0","40","12"
"12","290","4","4","0","2","750000","0","0","0","94002","0","1045","22002","22003","1","0","2","0","60","12"
"16","291","-1","5","0","2","1000000","0","0","0","94002","0","1045","22002","22003","1","0","2","0","80","12"
"0","292","1","1","0","0","10000","0","0","0","94002","0","1046","0","0","1","0","0","0","0","12"
"4","293","2","2","0","2","250000","0","0","0","94002","0","1046","22002","22003","1","0","2","0","20","12"
"8","294","3","3","0","2","500000","0","0","0","94002","0","1046","22002","22003","1","0","2","0","40","12"
"12","295","4","4","0","2","750000","0","0","0","94002","0","1046","22002","22003","1","0","2","0","60","12"
"16","296","-1","5","0","2","1000000","0","0","0","94002","0","1046","22002","22003","1","0","2","0","80","12"
"0","297","1","1","0","0","10000","0","0","0","94002","0","1047","0","0","1","0","0","0","0","12"
"4","298","2","2","0","2","250000","0","0","0","94002","0","1047","22002","22003","1","0","2","0","20","12"
"8","299","3","3","0","2","500000","0","0","0","94002","0","1047","22002","22003","1","0","2","0","40","12"
"12","300","4","4","0","2","750000","0","0","0","94002","0","1047","22002","22003","1","0","2","0","60","12"
"16","301","-1","5","0","2","1000000","0","0","0","94002","0","1047","22002","22003","1","0","2","0","80","12"
"0","302","1","1","0","0","10000","0","0","0","94002","0","1048","0","0","1","0","0","0","0","12"
"4","303","2","2","0","2","250000","0","0","0","94002","0","1048","22002","22003","1","0","2","0","20","12"
"8","304","3","3","0","2","500000","0","0","0","94002","0","1048","22002","22003","1","0","2","0","40","12"
"12","305","4","4","0","2","750000","0","0","0","94002","0","1048","22002","22003","1","0","2","0","60","12"
"16","306","-1","5","0","2","1000000","0","0","0","94002","0","1048","22002","22003","1","0","2","0","80","12"
"0","307","1","1","0","0","10000","0","0","0","94002","0","1049","0","0","1","0","0","0","0","12"
"4","308","2","2","0","2","250000","0","0","0","94002","0","1049","22002","22003","1","0","2","0","20","12"
"8","309","3","3","0","2","500000","0","0","0","94002","0","1049","22002","22003","1","0","2","0","40","12"
"12","310","4","4","0","2","750000","0","0","0","94002","0","1049","22002","22003","1","0","2","0","60","12"
"16","311","-1","5","0","2","1000000","0","0","0","94002","0","1049","22002","22003","1","0","2","0","80","12"
"0","312","1","1","0","0","10000","0","0","0","94002","0","1050","0","0","1","0","0","0","0","12"
"4","313","2","2","0","2","250000","0","0","0","94002","0","1050","22002","22003","1","0","2","0","20","12"
"8","314","3","3","0","2","500000","0","0","0","94002","0","1050","22002","22003","1","0","2","0","40","12"
"12","315","4","4","0","2","750000","0","0","0","94002","0","1050","22002","22003","1","0","2","0","60","12"
"16","316","-1","5","0","2","1000000","0","0","0","94002","0","1050","22002","22003","1","0","2","0","80","12"
"0","317","1","1","0","0","10000","0","0","0","94002","0","1051","0","0","1","0","0","0","0","12"
"4","318","2","2","0","2","250000","0","0","0","94002","0","1051","22002","22003","1","0","2","0","20","12"
"8","319","3","3","0","2","500000","0","0","0","94002","0","1051","22002","22003","1","0","2","0","40","12"
"12","320","4","4","0","2","750000","0","0","0","94002","0","1051","22002","22003","1","0","2","0","60","12"
"16","321","-1","5","0","2","1000000","0","0","0","94002","0","1051","22002","22003","1","0","2","0","80","12"
"0","322","1","1","0","0","10000","0","0","0","94002","0","1052","0","0","1","0","0","0","0","12"
"4","323","2","2","0","2","250000","0","0","0","94002","0","1052","22002","22003","1","0","2","0","20","12"
"8","324","3","3","0","2","500000","0","0","0","94002","0","1052","22002","22003","1","0","2","0","40","12"
"12","325","4","4","0","2","750000","0","0","0","94002","0","1052","22002","22003","1","0","2","0","60","12"
"16","326","-1","5","0","2","1000000","0","0","0","94002","0","1052","22002","22003","1","0","2","0","80","12"
"0","327","1","1","0","0","10000","0","0","0","94002","0","1053","0","0","1","0","0","0","0","12"
"4","328","2","2","0","2","250000","0","0","0","94002","0","1053","22002","22003","1","0","2","0","20","12"
"8","329","3","3","0","2","500000","0","0","0","94002","0","1053","22002","22003","1","0","2","0","40","12"
"12","330","4","4","0","2","750000","0","0","0","94002","0","1053","22002","22003","1","0","2","0","60","12"
"16","331","-1","5","0","2","1000000","0","0","0","94002","0","1053","22002","22003","1","0","2","0","80","12"
"0","332","1","1","0","0","10000","0","0","0","94002","0","1054","0","0","1","0","0","0","0","12"
"4","333","2","2","0","2","250000","0","0","0","94002","0","1054","22002","22003","1","0","2","0","20","12"
"8","334","3","3","0","2","500000","0","0","0","94002","0","1054","22002","22003","1","0","2","0","40","12"
"12","335","4","4","0","2","750000","0","0","0","94002","0","1054","22002","22003","1","0","2","0","60","12"
"16","336","-1","5","0","2","1000000","0","0","0","94002","0","1054","22002","22003","1","0","2","0","80","12"
"0","337","1","1","0","0","10000","0","0","0","94002","0","1055","0","0","1","0","0","0","0","12"
"4","338","2","2","0","2","250000","0","0","0","94002","0","1055","22002","22003","1","0","2","0","20","12"
"8","339","3","3","0","2","500000","0","0","0","94002","0","1055","22002","22003","1","0","2","0","40","12"
"12","340","4","4","0","2","750000","0","0","0","94002","0","1055","22002","22003","1","0","2","0","60","12"
"16","341","-1","5","0","2","1000000","0","0","0","94002","0","1055","22002","22003","1","0","2","0","80","12"
"0","342","1","1","0","0","10000","0","0","0","94002","0","1056","0","0","1","0","0","0","0","12"
"4","343","2","2","0","2","250000","0","0","0","94002","0","1056","22002","22003","1","0","2","0","20","12"
"8","344","3","3","0","2","500000","0","0","0","94002","0","1056","22002","22003","1","0","2","0","40","12"
"12","345","4","4","0","2","750000","0","0","0","94002","0","1056","22002","22003","1","0","2","0","60","12"
"16","346","-1","5","0","2","1000000","0","0","0","94002","0","1056","22002","22003","1","0","2","0","80","12"
"0","347","1","1","0","0","10000","0","0","0","94002","0","1057","0","0","1","0","0","0","0","12"
"4","348","2","2","0","2","250000","0","0","0","94002","0","1057","22002","22003","1","0","2","0","20","12"
"8","349","3","3","0","2","500000","0","0","0","94002","0","1057","22002","22003","1","0","2","0","40","12"
"12","350","4","4","0","2","750000","0","0","0","94002","0","1057","22002","22003","1","0","2","0","60","12"
"16","351","-1","5","0","2","1000000","0","0","0","94002","0","1057","22002","22003","1","0","2","0","80","12"
"0","352","1","1","0","0","10000","0","0","0","94002","0","1058","0","0","1","0","0","0","0","12"
"4","353","2","2","0","2","250000","0","0","0","94002","0","1058","22002","22003","1","0","2","0","20","12"
"8","354","3","3","0","2","500000","0","0","0","94002","0","1058","22002","22003","1","0","2","0","40","12"
"12","355","4","4","0","2","750000","0","0","0","94002","0","1058","22002","22003","1","0","2","0","60","12"
"16","356","-1","5","0","2","1000000","0","0","0","94002","0","1058","22002","22003","1","0","2","0","80","12"
"0","357","1","1","0","0","10000","0","0","0","94002","0","1059","0","0","1","0","0","0","0","12"
"4","358","2","2","0","2","250000","0","0","0","94002","0","1059","22002","22003","1","0","2","0","20","12"
"8","359","3","3","0","2","500000","0","0","0","94002","0","1059","22002","22003","1","0","2","0","40","12"
"12","360","4","4","0","2","750000","0","0","0","94002","0","1059","22002","22003","1","0","2","0","60","12"
"16","361","-1","5","0","2","1000000","0","0","0","94002","0","1059","22002","22003","1","0","2","0","80","12"
"0","362","1","1","0","0","10000","0","0","0","94002","0","1060","0","0","1","0","0","0","0","12"
"4","363","2","2","0","2","250000","0","0","0","94002","0","1060","22002","22003","1","0","2","0","20","12"
"8","364","3","3","0","2","500000","0","0","0","94002","0","1060","22002","22003","1","0","2","0","40","12"
"12","365","4","4","0","2","750000","0","0","0","94002","0","1060","22002","22003","1","0","2","0","60","12"
"16","366","-1","5","0","2","1000000","0","0","0","94002","0","1060","22002","22003","1","0","2","0","80","12"
"0","367","1","1","0","0","10000","0","0","0","94002","0","1061","0","0","1","0","0","0","0","12"
"4","368","2","2","0","2","250000","0","0","0","94002","0","1061","22002","22003","1","0","2","0","20","12"
"8","369","3","3","0","2","500000","0","0","0","94002","0","1061","22002","22003","1","0","2","0","40","12"
"12","370","4","4","0","2","750000","0","0","0","94002","0","1061","22002","22003","1","0","2","0","60","12"
"16","371","-1","5","0","2","1000000","0","0","0","94002","0","1061","22002","22003","1","0","2","0","80","12"
"0","372","1","1","0","0","10000","0","0","0","94002","0","1063","0","0","1","0","0","0","0","12"
"4","373","2","2","0","2","250000","0","0","0","94002","0","1063","22002","22003","1","0","2","0","20","12"
"8","374","3","3","0","2","500000","0","0","0","94002","0","1063","22002","22003","1","0","2","0","40","12"
"12","375","4","4","0","2","750000","0","0","0","94002","0","1063","22002","22003","1","0","2","0","60","12"
"16","376","-1","5","0","2","1000000","0","0","0","94002","0","1063","22002","22003","1","0","2","0","80","12"
"0","377","1","1","0","0","10000","0","0","0","94002","0","1064","0","0","1","0","0","0","0","12"
"4","378","2","2","0","2","250000","0","0","0","94002","0","1064","22002","22003","1","0","2","0","20","12"
"8","379","3","3","0","2","500000","0","0","0","94002","0","1064","22002","22003","1","0","2","0","40","12"
"12","380","4","4","0","2","750000","0","0","0","94002","0","1064","22002","22003","1","0","2","0","60","12"
"16","381","-1","5","0","2","1000000","0","0","0","94002","0","1064","22002","22003","1","0","2","0","80","12"
"0","382","1","1","0","0","10000","0","0","0","94002","0","1065","0","0","1","0","0","0","0","12"
"4","383","2","2","0","2","250000","0","0","0","94002","0","1065","22002","22003","1","0","2","0","20","12"
"8","384","3","3","0","2","500000","0","0","0","94002","0","1065","22002","22003","1","0","2","0","40","12"
"12","385","4","4","0","2","750000","0","0","0","94002","0","1065","22002","22003","1","0","2","0","60","12"
"16","386","-1","5","0","2","1000000","0","0","0","94002","0","1065","22002","22003","1","0","2","0","80","12"
"0","387","1","1","0","0","10000","0","0","0","94002","0","1066","0","0","1","0","0","0","0","12"
"4","388","2","2","0","2","250000","0","0","0","94002","0","1066","22002","22003","1","0","2","0","20","12"
"8","389","3","3","0","2","500000","0","0","0","94002","0","1066","22002","22003","1","0","2","0","40","12"
"12","390","4","4","0","2","750000","0","0","0","94002","0","1066","22002","22003","1","0","2","0","60","12"
"16","391","-1","5","0","2","1000000","0","0","0","94002","0","1066","22002","22003","1","0","2","0","80","12"
"0","392","1","1","0","0","10000","0","0","0","94002","0","1067","0","0","1","0","0","0","0","12"
"4","393","2","2","0","2","250000","0","0","0","94002","0","1067","22002","22003","1","0","2","0","20","12"
"8","394","3","3","0","2","500000","0","0","0","94002","0","1067","22002","22003","1","0","2","0","40","12"
"12","395","4","4","0","2","750000","0","0","0","94002","0","1067","22002","22003","1","0","2","0","60","12"
"16","396","-1","5","0","2","1000000","0","0","0","94002","0","1067","22002","22003","1","0","2","0","80","12"
"0","397","1","1","0","0","10000","0","0","0","94002","0","1068","0","0","1","0","0","0","0","12"
"4","398","2","2","0","2","250000","0","0","0","94002","0","1068","22002","22003","1","0","2","0","20","12"
"8","399","3","3","0","2","500000","0","0","0","94002","0","1068","22002","22003","1","0","2","0","40","12"
"12","400","4","4","0","2","750000","0","0","0","94002","0","1068","22002","22003","1","0","2","0","60","12"
"16","401","-1","5","0","2","1000000","0","0","0","94002","0","1068","22002","22003","1","0","2","0","80","12"
"0","402","1","1","0","0","10000","0","0","0","94002","0","1069","0","0","1","0","0","0","0","12"
"4","403","2","2","0","2","250000","0","0","0","94002","0","1069","22002","22003","1","0","2","0","20","12"
"8","404","3","3","0","2","500000","0","0","0","94002","0","1069","22002","22003","1","0","2","0","40","12"
"12","405","4","4","0","2","750000","0","0","0","94002","0","1069","22002","22003","1","0","2","0","60","12"
"16","406","-1","5","0","2","1000000","0","0","0","94002","0","1069","22002","22003","1","0","2","0","80","12"
"0","407","1","1","0","0","10000","0","0","0","94002","0","1070","0","0","1","0","0","0","0","12"
"4","408","2","2","0","2","250000","0","0","0","94002","0","1070","22002","22003","1","0","2","0","20","12"
"8","409","3","3","0","2","500000","0","0","0","94002","0","1070","22002","22003","1","0","2","0","40","12"
"12","410","4","4","0","2","750000","0","0","0","94002","0","1070","22002","22003","1","0","2","0","60","12"
"16","411","-1","5","0","2","1000000","0","0","0","94002","0","1070","22002","22003","1","0","2","0","80","12"
"0","412","1","1","0","0","10000","0","0","0","94002","0","1071","0","0","1","0","0","0","0","12"
"4","413","2","2","0","2","250000","0","0","0","94002","0","1071","22002","22003","1","0","2","0","20","12"
"8","414","3","3","0","2","500000","0","0","0","94002","0","1071","22002","22003","1","0","2","0","40","12"
"12","415","4","4","0","2","750000","0","0","0","94002","0","1071","22002","22003","1","0","2","0","60","12"
"16","416","-1","5","0","2","1000000","0","0","0","94002","0","1071","22002","22003","1","0","2","0","80","12"
"0","417","1","1","0","0","10000","0","0","0","94002","0","1072","0","0","1","0","0","0","0","12"
"4","418","2","2","0","2","250000","0","0","0","94002","0","1072","22002","22003","1","0","2","0","20","12"
"8","419","3","3","0","2","500000","0","0","0","94002","0","1072","22002","22003","1","0","2","0","40","12"
"12","420","4","4","0","2","750000","0","0","0","94002","0","1072","22002","22003","1","0","2","0","60","12"
"16","421","-1","5","0","2","1000000","0","0","0","94002","0","1072","22002","22003","1","0","2","0","80","12"
"0","422","1","1","0","0","10000","0","0","0","94002","0","1073","0","0","1","0","0","0","0","12"
"4","423","2","2","0","2","250000","0","0","0","94002","0","1073","22002","22003","1","0","2","0","20","12"
"8","424","3","3","0","2","500000","0","0","0","94002","0","1073","22002","22003","1","0","2","0","40","12"
"12","425","4","4","0","2","750000","0","0","0","94002","0","1073","22002","22003","1","0","2","0","60","12"
"16","426","-1","5","0","2","1000000","0","0","0","94002","0","1073","22002","22003","1","0","2","0","80","12"
"0","427","1","1","0","0","10000","0","0","0","94002","0","1074","0","0","1","0","0","0","0","12"
"4","428","2","2","0","2","250000","0","0","0","94002","0","1074","22002","22003","1","0","2","0","20","12"
"8","429","3","3","0","2","500000","0","0","0","94002","0","1074","22002","22003","1","0","2","0","40","12"
"12","430","4","4","0","2","750000","0","0","0","94002","0","1074","22002","22003","1","0","2","0","60","12"
"16","431","-1","5","0","2","1000000","0","0","0","94002","0","1074","22002","22003","1","0","2","0","80","12"
"0","432","1","1","0","0","10000","0","0","0","94002","0","1075","0","0","1","0","0","0","0","12"
"4","433","2","2","0","2","250000","0","0","0","94002","0","1075","22002","22003","1","0","2","0","20","12"
"8","434","3","3","0","2","500000","0","0","0","94002","0","1075","22002","22003","1","0","2","0","40","12"
"12","435","4","4","0","2","750000","0","0","0","94002","0","1075","22002","22003","1","0","2","0","60","12"
"16","436","-1","5","0","2","1000000","0","0","0","94002","0","1075","22002","22003","1","0","2","0","80","12"
"0","437","1","1","0","0","10000","0","0","0","94002","0","1076","0","0","1","0","0","0","0","12"
"4","438","2","2","0","2","250000","0","0","0","94002","0","1076","22002","22003","1","0","2","0","20","12"
"8","439","3","3","0","2","500000","0","0","0","94002","0","1076","22002","22003","1","0","2","0","40","12"
"12","440","4","4","0","2","750000","0","0","0","94002","0","1076","22002","22003","1","0","2","0","60","12"
"16","441","-1","5","0","2","1000000","0","0","0","94002","0","1076","22002","22003","1","0","2","0","80","12"
"0","442","1","1","0","0","10000","0","0","0","94002","0","1077","0","0","1","0","0","0","0","12"
"4","443","2","2","0","2","250000","0","0","0","94002","0","1077","22002","22003","1","0","2","0","20","12"
"8","444","3","3","0","2","500000","0","0","0","94002","0","1077","22002","22003","1","0","2","0","40","12"
"12","445","4","4","0","2","750000","0","0","0","94002","0","1077","22002","22003","1","0","2","0","60","12"
"16","446","-1","5","0","2","1000000","0","0","0","94002","0","1077","22002","22003","1","0","2","0","80","12"
"0","447","1","1","0","0","10000","0","0","0","94002","0","1078","0","0","1","0","0","0","0","12"
"4","448","2","2","0","2","250000","0","0","0","94002","0","1078","22002","22003","1","0","2","0","20","12"
"8","449","3","3","0","2","500000","0","0","0","94002","0","1078","22002","22003","1","0","2","0","40","12"
"12","450","4","4","0","2","750000","0","0","0","94002","0","1078","22002","22003","1","0","2","0","60","12"
"16","451","-1","5","0","2","1000000","0","0","0","94002","0","1078","22002","22003","1","0","2","0","80","12"
"0","452","1","1","0","0","10000","0","0","0","94002","0","1079","0","0","1","0","0","0","0","12"
"4","453","2","2","0","2","250000","0","0","0","94002","0","1079","22002","22003","1","0","2","0","20","12"
"8","454","3","3","0","2","500000","0","0","0","94002","0","1079","22002","22003","1","0","2","0","40","12"
"12","455","4","4","0","2","750000","0","0","0","94002","0","1079","22002","22003","1","0","2","0","60","12"
"16","456","-1","5","0","2","1000000","0","0","0","94002","0","1079","22002","22003","1","0","2","0","80","12"
"0","457","1","1","0","0","10000","0","0","0","94002","0","1080","0","0","1","0","0","0","0","12"
"4","458","2","2","0","2","250000","0","0","0","94002","0","1080","22002","22003","1","0","2","0","20","12"
"8","459","3","3","0","2","500000","0","0","0","94002","0","1080","22002","22003","1","0","2","0","40","12"
"12","460","4","4","0","2","750000","0","0","0","94002","0","1080","22002","22003","1","0","2","0","60","12"
"16","461","-1","5","0","2","1000000","0","0","0","94002","0","1080","22002","22003","1","0","2","0","80","12"
"0","462","1","1","0","0","10000","0","0","0","94002","0","1081","0","0","1","0","0","0","0","12"
"4","463","2","2","0","2","250000","0","0","0","94002","0","1081","22002","22003","1","0","2","0","20","12"
"8","464","3","3","0","2","500000","0","0","0","94002","0","1081","22002","22003","1","0","2","0","40","12"
"12","465","4","4","0","2","750000","0","0","0","94002","0","1081","22002","22003","1","0","2","0","60","12"
"16","466","-1","5","0","2","1000000","0","0","0","94002","0","1081","22002","22003","1","0","2","0","80","12"
"0","467","1","1","0","0","10000","0","0","0","94002","0","1082","0","0","1","0","0","0","0","12"
"4","468","2","2","0","2","250000","0","0","0","94002","0","1082","22002","22003","1","0","2","0","20","12"
"8","469","3","3","0","2","500000","0","0","0","94002","0","1082","22002","22003","1","0","2","0","40","12"
"12","470","4","4","0","2","750000","0","0","0","94002","0","1082","22002","22003","1","0","2","0","60","12"
"16","471","-1","5","0","2","1000000","0","0","0","94002","0","1082","22002","22003","1","0","2","0","80","12"
"0","472","1","1","0","0","10000","0","0","0","94002","0","1083","0","0","1","0","0","0","0","12"
"4","473","2","2","0","2","250000","0","0","0","94002","0","1083","22002","22003","1","0","2","0","20","12"
"8","474","3","3","0","2","500000","0","0","0","94002","0","1083","22002","22003","1","0","2","0","40","12"
"12","475","4","4","0","2","750000","0","0","0","94002","0","1083","22002","22003","1","0","2","0","60","12"
"16","476","-1","5","0","2","1000000","0","0","0","94002","0","1083","22002","22003","1","0","2","0","80","12"
"0","477","1","1","0","0","10000","0","0","0","94002","0","1084","0","0","1","0","0","0","0","12"
"4","478","2","2","0","2","250000","0","0","0","94002","0","1084","22002","22003","1","0","2","0","20","12"
"8","479","3","3","0","2","500000","0","0","0","94002","0","1084","22002","22003","1","0","2","0","40","12"
"12","480","4","4","0","2","750000","0","0","0","94002","0","1084","22002","22003","1","0","2","0","60","12"
"16","481","-1","5","0","2","1000000","0","0","0","94002","0","1084","22002","22003","1","0","2","0","80","12"
"0","482","1","1","0","0","10000","0","0","0","94002","0","1085","0","0","1","0","0","0","0","12"
"4","483","2","2","0","2","250000","0","0","0","94002","0","1085","22002","22003","1","0","2","0","20","12"
"8","484","3","3","0","2","500000","0","0","0","94002","0","1085","22002","22003","1","0","2","0","40","12"
"12","485","4","4","0","2","750000","0","0","0","94002","0","1085","22002","22003","1","0","2","0","60","12"
"16","486","-1","5","0","2","1000000","0","0","0","94002","0","1085","22002","22003","1","0","2","0","80","12"
"0","487","1","1","0","0","10000","0","0","0","94002","0","1086","0","0","1","0","0","0","0","12"
"4","488","2","2","0","2","250000","0","0","0","94002","0","1086","22002","22003","1","0","2","0","20","12"
"8","489","3","3","0","2","500000","0","0","0","94002","0","1086","22002","22003","1","0","2","0","40","12"
"12","490","4","4","0","2","750000","0","0","0","94002","0","1086","22002","22003","1","0","2","0","60","12"
"16","491","-1","5","0","2","1000000","0","0","0","94002","0","1086","22002","22003","1","0","2","0","80","12"
"0","492","1","1","0","0","10000","0","0","0","94002","0","1087","0","0","1","0","0","0","0","12"
"4","493","2","2","0","2","250000","0","0","0","94002","0","1087","22002","22003","1","0","2","0","20","12"
"8","494","3","3","0","2","500000","0","0","0","94002","0","1087","22002","22003","1","0","2","0","40","12"
"12","495","4","4","0","2","750000","0","0","0","94002","0","1087","22002","22003","1","0","2","0","60","12"
"16","496","-1","5","0","2","1000000","0","0","0","94002","0","1087","22002","22003","1","0","2","0","80","12"
"0","497","1","1","0","0","10000","0","0","0","94002","0","1088","0","0","1","0","0","0","0","12"
"4","498","2","2","0","2","250000","0","0","0","94002","0","1088","22002","22003","1","0","2","0","20","12"
"8","499","3","3","0","2","500000","0","0","0","94002","0","1088","22002","22003","1","0","2","0","40","12"
"12","500","4","4","0","2","750000","0","0","0","94002","0","1088","22002","22003","1","0","2","0","60","12"
"16","501","-1","5","0","2","1000000","0","0","0","94002","0","1088","22002","22003","1","0","2","0","80","12"
"0","502","1","1","0","0","10000","0","0","0","94002","0","1089","0","0","1","0","0","0","0","12"
"4","503","2","2","0","2","250000","0","0","0","94002","0","1089","22002","22003","1","0","2","0","20","12"
"8","504","3","3","0","2","500000","0","0","0","94002","0","1089","22002","22003","1","0","2","0","40","12"
"12","505","4","4","0","2","750000","0","0","0","94002","0","1089","22002","22003","1","0","2","0","60","12"
"16","506","-1","5","0","2","1000000","0","0","0","94002","0","1089","22002","22003","1","0","2","0","80","12"
"0","507","1","1","0","0","10000","0","0","0","94002","0","1090","0","0","1","0","0","0","0","12"
"4","508","2","2","0","2","250000","0","0","0","94002","0","1090","22002","22003","1","0","2","0","20","12"
"8","509","3","3","0","2","500000","0","0","0","94002","0","1090","22002","22003","1","0","2","0","40","12"
"12","510","4","4","0","2","750000","0","0","0","94002","0","1090","22002","22003","1","0","2","0","60","12"
"16","511","-1","5","0","2","1000000","0","0","0","94002","0","1090","22002","22003","1","0","2","0","80","12"
"0","512","1","1","0","0","10000","0","0","0","94002","0","1091","0","0","1","0","0","0","0","12"
"4","513","2","2","0","2","250000","0","0","0","94002","0","1091","22002","22003","1","0","2","0","20","12"
"8","514","3","3","0","2","500000","0","0","0","94002","0","1091","22002","22003","1","0","2","0","40","12"
"12","515","4","4","0","2","750000","0","0","0","94002","0","1091","22002","22003","1","0","2","0","60","12"
"16","516","-1","5","0","2","1000000","0","0","0","94002","0","1091","22002","22003","1","0","2","0","80","12"
"0","517","1","1","0","0","10000","0","0","0","94002","0","1092","0","0","1","0","0","0","0","12"
"4","518","2","2","0","2","250000","0","0","0","94002","0","1092","22002","22003","1","0","2","0","20","12"
"8","519","3","3","0","2","500000","0","0","0","94002","0","1092","22002","22003","1","0","2","0","40","12"
"12","520","4","4","0","2","750000","0","0","0","94002","0","1092","22002","22003","1","0","2","0","60","12"
"16","521","-1","5","0","2","1000000","0","0","0","94002","0","1092","22002","22003","1","0","2","0","80","12"
"0","522","1","1","0","0","10000","0","0","0","94002","0","1093","0","0","1","0","0","0","0","12"
"4","523","2","2","0","2","250000","0","0","0","94002","0","1093","22002","22003","1","0","2","0","20","12"
"8","524","3","3","0","2","500000","0","0","0","94002","0","1093","22002","22003","1","0","2","0","40","12"
"12","525","4","4","0","2","750000","0","0","0","94002","0","1093","22002","22003","1","0","2","0","60","12"
