4bdbd77ca90227caece782615d8c085e53684cd1208452fa403dcaa7555e98e2,37f52d5173f898d53893c3a30225b14ea67bfc6089fd849584724c83f191f52c,e437fa84ccc252fe839428412d52a17f368dd93320d5fbfadfdd8ab925cd0809,64c09430c4ab9201669d9157228f6c73d131ec39d21e5cba8fddf2a482e4a0c7,5a7b641032b2a85a48c5ee07eaa6dfe6dad8d27a4498a707a42c2a40aa5e606f,c5da5f0433db55c0df5ed523d452ff501e0963a7fd711369d5cd300a67f005c9,36f3f24702fea1d3a9c77c4840c03476a5681577fa0cd2a0564a3d2d6bf3ec53,f1da66699d6d420490724b2836a04450a4da7a322c5fa76eeb5e54595d8f94f4,c0a3a84c6d504591c49bea460891cbfb9b6a574bf771426b4bbd171a78ee1975,777d82ac4f4e36ae4fe04e69befd3b30afbabe73294b3fd0227ecbf55b635ef8,0a1cf2210d5e75386dc8252ad59cd009347c14ff50451a9cb91ee86a290b6d50
"也是啦……\n因為我突然間太太太心急了嘛……","11","72033","1","72","1","1","10","0","0","0"
"","91","72034","","72","0","0","0","","",""
"clear_guts1_in","3","72035","1","72","1","clear_guts1_talk","0","0","0.2",""
"vo_asb_0727","21","72036","","72","vo_asb","0","0","","",""
"但是我覺得可不能就這樣放棄呢。\n所以我打算時不時就去一趟森林，\n試著讓300年縮短成３年！","11","72037","1","72","1","1","10","0","0","0"
"","91","72038","","72","0","0","0","","",""
"","101","72039","","72","72040","","","","",""
"1","6","72040","0","72","1","1","1","0","0.3",""
"1","6","72041","0","72","0","1","1","0","0.3",""
"-120","2","72042","1","72","1","0.3","-250","","",""
"-100","2","72043","1","72","0","0.3","0","","",""
"0","22","72044","","72","0","","","","",""
"0","93","72045","","72","0.4","","","","",""
"1","5","82001","-250","82","1","30","52","0","2.2","riri_idle"
"1","6","82002","0","82","1","1","1","0","0",""
"0","5","82003","0","82","0","50","29","0","1","black"
"1","6","82004","0","82","0","1","1","0","0",""
"","91","82005","","82","0","","","","",""
"1","6","82006","1","82","1","1","1","0","0.2",""
"1","6","82007","1","82","0","1","1","0","0.2",""
"-20","2","82008","2","82","1","0.3","-250","","",""
"0","2","82009","2","82","0","0.3","0","","",""
"0","93","82010","","82","0.6","","","","",""
"riri_talk","3","82011","","82","1","","1","","0.2",""
"vo_asb_0821","21","82012","","82","vo_asb","0","0","","",""
"那時候，\n我受到了挖角。\n據美里小姐所說，\n我似乎有當幼教師的「天賦」。","11","82013","1","82","1","1","10","0","0","0"
"","91","82014","","82","0","0","0","","",""
"sad_talk_surprise","3","82015","","82","1","","1","","0.2",""
"vo_asb_0822","21","82016","","82","vo_asb","0","0","","",""
"姑且不說小孩子，\n我確實認知自己深受動物喜歡……\n我也有自知之明，\n知道自己不適合冒險者這份工作……","11","82017","1","82","1","1","10","0","0","0"
"","91","82018","","82","0","0","0","","",""
"guts2_talk_Ex1","3","82019","","82","1","","1","","0.2",""
"vo_asb_0823","21","82020","","82","vo_asb","0","0","","",""
"即使如此……我是個要克服先天優劣，\n往自己的道路勇敢前進的冒險者。\n一旦下定決心，\n就不能輕言放棄……！","11","82021","1","82","1","1","10","0","0","0"
"","91","82022","","82","0","0","0","","",""
"talk_joy","3","82023","","82","1","","1","","0.2",""
"vo_asb_0824","21","82024","","82","vo_asb","0","0","","",""
"當我向美里小姐表示\n我堅定不移的決心後，\n她回應我「好的～♪」\n並馬上理解了我的決心。","11","82025","1","82","1","1","10","0","0","0"
"","91","82026","","82","0","0","0","","",""
"wish_talk_joyR_riri","3","82027","","82","1","","1","","0.2",""
"vo_asb_0825","21","82028","","82","vo_asb","0","0","","",""
"她既溫和又寬容，\n還通情達理……\n她正是真正的幼教師呢。","11","82029","1","82","1","1","10","0","0","0"
"","91","82030","","82","0","0","0","","",""
"surprise_talk_nervous","3","82031","","82","1","","1","","0.2",""
"vo_asb_0826","21","82032","","82","vo_asb","0","0","","",""
"……只不過，和她道別時，\n她依然用同樣溫和的笑容對我說\n「我還會再邀請妳的～♪」\n讓我有些在意就是了……","11","82033","1","82","1","1","10","0","0","0"
"","91","82034","","82","0","0","0","","",""
"","101","82035","","82","82036","","","","",""
"1","6","82036","0","82","1","1","1","0","0.3",""
"1","6","82037","0","82","0","1","1","0","0.3",""
"-120","2","82038","1","82","1","0.3","-250","","",""
"-100","2","82039","1","82","0","0.3","0","","",""
"0","22","82040","","82","0","","","","",""
"0","93","82041","","82","0.4","","","","",""
"1","5","92001","-250","92","2","30","52","0","2.2","clear_surprise_talk"
"1","6","92002","0","92","1","1","1","0","0",""
"0","5","92003","0","92","0","50","29","0","1","black"
"1","6","92004","0","92","0","1","1","0","0",""
"","91","92005","","92","0","","","","",""
"1","6","92006","1","92","1","1","1","0","0.2",""
"1","6","92007","1","92","0","1","1","0","0.2",""
"-20","2","92008","2","92","1","0.3","-250","","",""
"0","2","92009","2","92","0","0.3","0","","",""
"0","93","92010","","92","0.6","","","","",""
"vo_asb_0921","21","92011","","92","vo_asb","0","0","","",""
"洞穴真是不可思議呢……","11","92012","1","92","1","1","10","0","0","0"
"","91","92013","","92","0","0","0","","",""
"vo_asb_0922","21","92014","","92","vo_asb","0","0","","",""
"既昏暗又狹窄，\n既涼爽又安靜。\n該怎麼說，總覺得……能讓人平靜下來。","11","92015","1","92","1","1","10","0","0","0"
"","91","92016","","92","0","0","0","","",""
"surpriseToKohon","3","92017","1","92","1","clear_kohon_loop_normal2","0","0","0.1",""
"vo_asb_0923","21","92018","","92","vo_asb","0","0","","",""
"那些特徵，\n我可能意外地滿喜歡的喔……？\n雖然也不是說，\n看到洞穴就想跳進去……","11","92019","1","92","1","1","10","0","0","0"
"","91","92020","","92","0","0","0","","",""
"clear_wish_talk_joy_noShy","3","92021","","92","1","","1","","0.2",""
"vo_asb_0924","21","92022","","92","vo_asb","0","0","","",""
"但我也學會怎麼挖洞了，\n要不要來挖一個我專用的洞穴呢……？","11","92023","1","92","1","1","10","0","0","0"
"","91","92024","","92","0","0","0","","",""
"","101","92025","","92","92026","","","","",""
"1","6","92026","0","92","1","1","1","0","0.3",""
"1","6","92027","0","92","0","1","1","0","0.3",""
"-120","2","92028","1","92","1","0.3","-250","","",""
"-100","2","92029","1","92","0","0.3","0","","",""
"0","22","92030","","92","0","","","","",""
"0","93","92031","","92","0.4","","","","",""
"1","5","102001","-250","102","3","30","52","0","2.2","idle_precia"
"1","6","102002","0","102","1","1","1","0","0",""
"0","5","102003","0","102","0","50","29","0","1","black"
"1","6","102004","0","102","0","1","1","0","0",""
"","91","102005","","102","0","","","","",""
"1","6","102006","1","102","1","1","1","0","0.2",""
"1","6","102007","1","102","0","1","1","0","0.2",""
"-20","2","102008","2","102","1","0.3","-250","","",""
"0","2","102009","2","102","0","0.3","0","","",""
"0","93","102010","","102","0.6","","","","",""
"doya_idle_surprise_precia","3","102011","","102","1","","1","","0.3",""
"vo_asb_1021","21","102012","","102","vo_asb","0","0","","",""
"「變態可疑分子\n就該掉進陷阱裡。」","11","102013","1","102","1","1","10","0","0","0"
"","91","102014","","102","0","0","0","","",""
"talk_precia","3","102015","","102","1","","1","","0.3",""
"vo_asb_1022","21","102016","","102","vo_asb","0","0","","",""
"鏡華，\n她說的。","11","102017","1","102","1","1","10","0","0","0"
"","91","102018","","102","0","0","0","","",""
"think_idle_anger_precia","3","102019","","102","1","","1","","0.3",""
"vo_asb_1023","21","102020","","102","vo_asb","0","0","","",""
"變態可疑分子，\n是什麼……？","11","102021","1","102","1","1","10","0","0","0"
"","91","102022","","102","0","0","0","","",""
"thinkToSad_precia","3","102023","1","102","1","sad_talk_surprise_precia","0","0","0.2",""
"vo_asb_1024","21","102024","","102","vo_asb","0","0","","",""
"……我不懂的事，\n還有好多。","11","102025","1","102","1","1","10","0","0","0"
"","91","102026","","102","0","0","0","","",""
"guts2_talk_joy_precia","3","102027","","102","1","","1","","0.3",""
"vo_asb_1025","21","102028","","102","vo_asb","0","0","","",""
"我要，\n不停學習，喔。","11","102029","1","102","1","1","10","0","0","0"
"","91","102030","","102","0","0","0","","",""
"","101","102031","","102","102032","","","","",""
"1","6","102032","0","102","1","1","1","0","0.3",""
"1","6","102033","0","102","0","1","1","0","0.3",""
"-120","2","102034","1","102","1","0.3","-250","","",""
"-100","2","102035","1","102","0","0.3","0","","",""
"0","22","102036","","102","0","","","","",""
"0","93","102037","","102","0.4","","","","",""
"1","5","112001","-250","112","2","30","52","0","2.2","clear_wish_talk_joy"
"1","6","112002","0","112","1","1","1","0","0",""
"0","5","112003","0","112","0","50","29","0","1","black"
"1","6","112004","0","112","0","1","1","0","0",""
"","91","112005","","112","0","","","","",""
"1","6","112006","1","112","1","1","1","0","0.2",""
"1","6","112007","1","112","0","1","1","0","0.2",""
"-20","2","112008","2","112","1","0.3","-250","","",""
"0","2","112009","2","112","0","0.3","0","","",""
"0","93","112010","","112","0.6","","","","",""
"vo_asb_1121","21","112011","","112","vo_asb","0","0","","",""
"深月小姐端出來的特調茶，\n有種不可思議的香氣。","11","112012","1","112","1","1","10","0","0","0"
"","91","112013","","112","0","0","0","","",""
"clear_memoly_talk","3","112014","","112","1","","1","","0.2",""
"vo_asb_1122","21","112015","","112","vo_asb","0","0","","",""
"光是聞到就讓人覺得輕飄飄地，\n身體熱了起來。\n據深月小姐所說，\n那有滋養強壯的效果。","11","112016","1","112","1","1","10","0","0","0"
"","91","112017","","112","0","0","0","","",""
"clear_surprise_talk","3","112018","","112","1","","1","","0.3",""
"vo_asb_1123","21","112019","","112","vo_asb","0","0","","",""
"雖然哥哥不知道為什麼難得表現出\n焦急的樣子阻止了我，\n說別喝比較好，\n所以我只有聞聞香氣而已……","11","112020","1","112","1","1","10","0","0","0"
"","91","112021","","112","0","0","0","","",""
"clear_wish_talk_normal2","3","112022","","112","1","","1","","0.2",""
"vo_asb_1124","21","112023","","112","vo_asb","0","0","","",""
"但深月小姐說：\n「下次會讓你們喝\n更有效果的茶，\n要再來喔。」","11","112024","1","112","1","1","10","0","0","0"
"","91","112025","","112","0","0","","","",""
"vo_asb_1125","21","112026","","112","vo_asb","0","0","","",""
"既然她這麼說了，\n我想再去找她玩。","11","112027","1","112","1","1","10","0","0","0"
"","91","112028","","112","0","0","0","","",""
"wishToTalk","3","112029","1","112","1","clear_talk_joyR","0","0","0.2",""
"vo_asb_1126","21","112030","","112","vo_asb","0","0","","",""
"呵呵……雖然公會入口看起來很可怕，\n但不能只用外表判斷呢。\n這也算是在這方面學了一課♪","11","112031","1","112","1","1","10","0","0","0"
"","91","112032","","112","0","0","0","","",""
"","101","112033","","112","112034","","","","",""
"1","6","112034","0","112","1","1","1","0","0.3",""
"1","6","112035","0","112","0","1","1","0","0.3",""
"-120","2","112036","1","112","1","0.3","-250","","",""
"-100","2","112037","1","112","0","0.3","0","","",""
"0","22","112038","","112","0","","","","",""
"0","93","112039","","112","0.4","","","","",""
"1","5","122001","-250","122","3","30","52","0","2.2","notice_loop"
"1","6","122002","0","122","1","1","1","0","0",""
"0","5","122003","0","122","0","50","29","0","1","black"
"1","6","122004","0","122","0","1","1","0","0",""
"","91","122005","","122","0","","","","",""
"1","6","122006","1","122","1","1","1","0","0.2",""
"1","6","122007","1","122","0","1","1","0","0.2",""
"-20","2","122008","2","122","1","0.3","-250","","",""
"0","2","122009","2","122","0","0.3","0","","",""
"0","93","122010","","122","0.6","","","","",""
"vo_asb_1221","21","122011","","122","vo_asb","0","0","","",""
"深月的，\n氣息……","11","122012","1","122","1","1","10","0","0","0"
"","91","122013","","122","0","0","0","","",""
"sad_idle_surprise","3","122014","","122","1","","1","","0.3",""
"vo_asb_1222","21","122015","","122","vo_asb","0","0","","",""
"她不是，\n等閒之輩。","11","122016","1","122","1","1","10","0","0","0"
"","91","122017","","122","0","0","0","","",""
"surprise_idle_anger_precia","3","122018","","122","1","","1","","0.3",""
"vo_asb_1223","21","122019","","122","vo_asb","0","0","","",""
"壞人？\n正義的，夥伴？","11","122020","1","122","1","1","10","0","0","0"
"","91","122021","","122","0","0","0","","",""
"surpriseToThink_precia","3","122022","1","122","1","think_idle_Ex1_precia","0","0","0.2",""
"vo_asb_1224","21","122023","","122","vo_asb","0","0","","",""
"真複雜。","11","122024","1","122","1","1","10","0","0","0"
"","91","122025","","122","0","0","0","","",""
"","101","122026","","122","122027","","","","",""
"1","6","122027","0","122","1","1","1","0","0.3",""
"1","6","122028","0","122","0","1","1","0","0.3",""
"-120","2","122029","1","122","1","0.3","-250","","",""
"-100","2","122030","1","122","0","0.3","0","","",""
"0","22","122031","","122","0","","","","",""
"0","93","122032","","122","0.4","","","","",""
"1","5","132001","-250","132","3","30","52","0","2.2","lift_down_normal"
"1","6","132002","0","132","1","1","1","0","0",""
"0","5","132003","0","132","0","50","29","0","1","black"
"1","6","132004","0","132","0","1","1","0","0",""
"","91","132005","","132","0","","","","",""
"1","6","132006","1","132","1","1","1","0","0.2",""
"1","6","132007","1","132","0","1","1","0","0.2",""
"-20","2","132008","2","132","1","0.3","-250","","",""
"0","2","132009","2","132","0","0.3","0","","",""
"0","93","132010","","132","0.6","","","","",""
"vo_asb_1321","21","132011","","132","vo_asb","0","0","","",""
"冒險的，道具。\n有好多。","11","132012","1","132","1","1","10","0","0","0"
"","91","132013","","132","0","0","0","","",""
"lift_down_shy_in","3","132014","1","132","1","lift_down_shy","0","0","0.2",""
"vo_asb_1322","21","132015","","132","vo_asb","0","0","","",""
"拿不……動。","11","132016","1","132","1","1","10","0","0","0"
"","91","132017","","132","0","0","0","","",""
"lift_up_in","3","132018","1","132","1","lift_up_loop","0","0","0.2",""
"vo_asb_1323","21","132019","","132","vo_asb","0","0","","",""
"但是，\n我會，拿的。","11","132020","1","132","1","1","10","0","0","0"
"","91","132021","","132","0","0","0","","",""
"vo_asb_1324","21","132022","","132","vo_asb","0","0","","",""
"這，就是，\n我想保護的、東西，\n的重量。","11","132023","1","132","1","1","10","0","0","0"
"","91","132024","","132","0","0","0","","",""
"","101","132025","","132","132026","","","","",""
"1","6","132026","0","132","1","1","1","0","0.3",""
"1","6","132027","0","132","0","1","1","0","0.3",""
"-120","2","132028","1","132","1","0.3","-250","","",""
"-100","2","132029","1","132","0","0.3","0","","",""
"0","22","132030","","132","0","","","","",""
"0","93","132031","","132","0.4","","","","",""
"1","5","142001","-250","142","1","30","52","0","2.2","sad_talk_dere"
"1","6","142002","0","142","1","1","1","0","0",""
"0","5","142003","0","142","0","50","29","0","1","black"
"1","6","142004","0","142","0","1","1","0","0",""
"","91","142005","","142","0","","","","",""
"1","6","142006","1","142","1","1","1","0","0.2",""
"1","6","142007","1","142","0","1","1","0","0.2",""
"-20","2","142008","2","142","1","0.3","-250","","",""
"0","2","142009","2","142","0","0.3","0","","",""
"0","93","142010","","142","0.6","","","","",""
"vo_asb_1421","21","142011","","142","vo_asb","0","0","","",""
"做為謝禮收下的便當，\n實在是太美味了……","11","142012","1","142","1","1","10","0","0","0"
"","91","142013","","142","0","0","0","","",""
"sad_talk_joyR","3","142014","","142","1","","1","","0.3",""
"vo_asb_1422","21","142015","","142","vo_asb","0","0","","",""
"總有一天，\n我也想做出那樣飽含心意的便當，\n若能默默交給兄長大人的話就好了，\n說笑的……","11","142016","1","142","1","1","10","0","0","0"
"","91","142017","","142","0","0","0","","",""
"wish_talk_nervous_riri","3","142018","","142","1","","1","","0.3",""
"vo_asb_1423","21","142019","","142","vo_asb","0","0","","",""
"我連做個煎蛋捲\n都能燒焦，\n一不小心就將白日夢\n想得太遠了。","11","142020","1","142","1","1","10","0","0","0"
"","91","142021","","142","0","0","0","","",""
"wish_talk_normal2_riri","3","142022","","142","1","","1","","0.2",""
"vo_asb_1424","21","142023","","142","vo_asb","0","0","","",""
"……不過，\n透過這次的冒險，\n我明白了夢想就是種偉大的力量。","11","142024","1","142","1","1","10","0","0","0"
"","91","142025","","142","0","0","0","","",""
"guts2_talk_riri","3","142026","","142","1","","1","","0.2",""
"vo_asb_1425","21","142027","","142","vo_asb","0","0","","",""
"我不會放棄，總有一天\n要成為能支援兄長大人的冒險者。\n我要帶著這個夢想，\n一步一腳印地往前邁進。","11","142028","1","142","1","1","10","0","0","0"
"","91","142029","","142","0","0","0","","",""
"","101","142030","","142","142031","","","","",""
"1","6","142031","0","142","1","1","1","0","0.3",""
"1","6","142032","0","142","0","1","1","0","0.3",""
"-120","2","142033","1","142","1","0.3","-250","","",""
"-100","2","142034","1","142","0","0.3","0","","",""
"0","22","142035","","142","0","","","","",""
"0","93","142036","","142","0.4","","","","",""
