459d16c012c0e297035cb575e754efae0439e98ab73b4e2e9498379ae5926644,7ed2ed963f5792fc25af1210e94c1e39ee00c35e29aea04acf3e4baa5c84f742,635474ba067f2ac6593d4c77f410d3b7e65f99c4dbb27cc100e4589d621f8bc2,2621ccc0bfa4ad03275fbc1a6b9db06e8203e40aafdf0842f30c7fc575c2ab26,4c1cd87b5bd56e33d74c13782fe72182e4e3f2c270fc674baa383e46edcbd43d,666952eb7f1338bde0e10d62300045ee3fcc768caa9263fa152dd3be28c4c42a,37abbaf8a333be525b9ed9e99320949df595b8ed4f348d0f337b9728947eac4b,1411018816a8e52141137705d96c676d0523593bc6f80efa3ada8c950275377f,752c030f5dcc325cb0352fa4d9149965f1a62f37e2449efb68b07266ae2ddf67,d023ab972acb9a00a942b28ec0e5520fbb450184266498f92125b5fd590ce331,d8f26e78cc6cdc5d60fc7960cc0b6053a346fb92a1c8be8e4afd3d60f03819eb
"91002","100","80015","4","","530227","8","545","0","0",""
"91002","100","80016","1","","530228","8","546","0","0",""
"91002","100","80016","2","","530229","8","547","0","0",""
"91002","100","80016","3","","530230","8","548","0","0",""
"91002","100","80016","4","","530231","8","549","0","0",""
"91002","150","40018","1","","0","8","550","0","0",""
"25011","5000","40018","1","","0","2","551","0","0",""
"25012","5000","40018","1","","0","2","552","0","0",""
"91002","150","40018","2","","0","8","553","0","0",""
"25013","5000","40018","2","","0","2","554","0","0",""
"25014","5000","40018","2","","0","2","555","0","0",""
"25021","2500","40018","3","","0","2","556","0","0",""
"25015","5000","40018","3","","0","2","557","0","0",""
"9000301","1","40018","4","","0","16","559","0","0",""
"25203","90","40019","1","","0","2","562","0","0",""
"25201","36","40019","1","","0","2","563","0","0",""
"25205","12","40019","1","","0","2","564","0","0",""
"25202","90","40019","1","","0","2","565","0","0",""
"25204","25","40019","1","","0","2","566","0","0",""
"25203","90","40019","2","","0","2","567","0","0",""
"25201","36","40019","2","","0","2","568","0","0",""
"25205","12","40019","2","","0","2","569","0","0",""
"25202","90","40019","2","","0","2","570","0","0",""
"25204","25","40019","2","","0","2","571","0","0",""
"25201","90","40019","3","","0","2","572","0","0",""
"25203","9","40019","3","","0","2","573","0","0",""
"25205","48","40019","3","","0","2","574","0","0",""
"25202","90","40019","3","","0","2","575","0","0",""
"25204","25","40019","3","","0","2","576","0","0",""
"25201","90","40019","4","","0","2","577","0","0",""
"25203","9","40019","4","","0","2","578","0","0",""
"25205","48","40019","4","","0","2","579","0","0",""
"25202","90","40019","4","","0","2","580","0","0",""
"25204","25","40019","4","","0","2","581","0","0",""
"25205","54","40019","5","","0","2","582","0","0",""
"25201","45","40019","5","","0","2","583","0","0",""
"25203","45","40019","5","","0","2","584","0","0",""
"25202","90","40019","5","","0","2","585","0","0",""
"25204","25","40019","5","","0","2","586","0","0",""
"25205","54","40019","6","","0","2","587","0","0",""
"25201","45","40019","6","","0","2","588","0","0",""
"25203","45","40019","6","","0","2","589","0","0",""
"25202","90","40019","6","","0","2","590","0","0",""
"25204","25","40019","6","","0","2","591","0","0",""
"25205","90","40019","7","","0","2","592","0","0",""
"25201","9","40019","7","","0","2","593","0","0",""
"25203","36","40019","7","","0","2","594","0","0",""
"25202","90","40019","7","","0","2","595","0","0",""
"25204","25","40019","7","","0","2","596","0","0",""
"25205","90","40019","8","","0","2","597","0","0",""
"25201","9","40019","8","","0","2","598","0","0",""
"25203","36","40019","8","","0","2","599","0","0",""
"25202","90","40019","8","","0","2","600","0","0",""
"25204","25","40019","8","","0","2","601","0","0",""
"29001","1","40020","1","","0","2","602","0","0",""
"91002","100","40020","2","","0","8","603","0","0",""
"91002","100","40020","3","","0","8","604","0","0",""
"91002","100","40020","4","","0","8","605","0","0",""
"91002","100","40020","5","","0","8","606","0","0",""
