c49c818b0317195f681b7b2ed45a98edaa22d082b509dd9e299bb3a1000f853e,da29a540cd430e057bc82144c9388c96eca5e32274c0ce93d52826fc04558a75,40af9d158457c1ce99bccad81bb335aa978db20f0ff34d923aa77b3c4542ad3a,35debf0aa1893475631d4db8e058cbcc2bc1f778f9d427c2fa4ead33893e654d,4b193f4c5190ab66b627ed9ce840cad25347da7488dc467350d5d53e6c00a0dd,946737941c793112900accb2b119681ae1b0539068eebd8fe69d8d67d70b622a,59ae9255f98c996235902e3f843800ec636108f158cdd1374a334cf0736f0d49,a3b00657bb02c625702a56ca41eea30a687c4bab9b524e3cb7b208717333882f,571f6094af4c763fc1ed9022342d8cb443bd7d9aace6f698a4649d2e32297f03,7b23e91ad237d6f5fcb2f0c75a15c927769c7fc0f0517125e79cb41d0c9e42dd,09e8ee36bb81c8c518a813853563ba2df9368b7e889d81d09ca5441b10623b21,ca18702a372fd402886c37ae36b281194c606a7ed7c7a7b8d62b3edd2a3783df
"0","0","24","61","1.189","1240061","0","0","0","0","4","1"
"0","77","24","62","0","1240062","14","0","0.235","40","1","0"
"0","0","24","63","0.235","1240063","0","0","0","0","4","1"
"0","192","24","64","0","1240064","14","0","1.729","77","1","0"
"0","0","24","65","3.529","1240065","0","0","0","0","4","1"
"0","0","25","1","1","1250001","0","0","0","0","4","3"
"vo_nyx_0701","0","25","2","0","1250002","0","vo_nyx","0","0","2","0"
"0","218","25","3","0","1250003","1","0","2.62","0","1","0"
"0","0","25","4","3.07","1250004","0","0","0","0","4","1"
"vo_nyx_0702","0","25","5","0","1250005","0","vo_nyx","0","0","2","0"
"0","385","25","6","0","1250006","1","0","1.252","218","1","0"
"0","0","25","7","1.252","1250007","0","0","0","0","4","1"
"0","0","25","8","0","1250008","2","0","0.322","0","1","0"
"0","0","25","9","0.577","1250009","0","0","0","0","4","1"
"0","345","25","10","0","1250010","2","0","2.127","0","1","0"
"0","0","25","11","2.985","1250011","0","0","0","0","4","1"
"vo_nyx_0703","0","25","12","0","1250012","0","vo_nyx","0","0","2","0"
"0","380","25","13","0","1250013","3","0","2.972","0","1","0"
"0","0","25","14","3.55","1250014","0","0","0","0","4","1"
"0","323","25","15","0","1250015","4","0","3.003","0","1","0"
"0","0","25","16","3.672","1250016","0","0","0","0","4","1"
"vo_nyx_0704","0","25","17","0","1250017","0","vo_nyx","0","0","2","0"
"0","206","25","18","0","1250018","5","0","2.06","0","1","0"
"0","0","25","19","2.34","1250019","0","0","0","0","4","1"
"0","400","25","20","0","1250020","5","0","1.44","206","1","0"
"0","0","25","21","2.486","1250021","0","0","0","0","4","1"
"vo_nyx_0705","0","25","22","0","1250022","0","vo_nyx","0","0","2","0"
"0","71","25","23","0","1250023","6","0","0.766","0","1","0"
"0","0","25","24","1.136","1250024","0","0","0","0","4","1"
"0","320","25","25","0","1250025","6","0","2.067","71","1","0"
"0","0","25","26","2.735","1250026","0","0","0","0","4","1"
"vo_nyx_0706","0","25","27","0","1250027","0","vo_nyx","0","0","2","0"
"0","375","25","28","0","1250028","7","0","3.027","0","1","0"
"0","0","25","29","3.027","1250029","0","0","0","0","4","1"
"0","0","25","30","0","1250030","8","0","0.808","0","1","0"
"0","0","25","31","1.288","1250031","0","0","0","0","4","1"
"0","385","25","32","0","1250032","8","0","1.8","0","1","0"
"0","0","25","33","2.043","1250033","0","0","0","0","4","1"
"0","190","25","34","0","1250034","9","0","1.75","0","1","0"
"0","0","25","35","2.547","1250035","0","0","0","0","4","1"
"0","0","25","36","2","1250036","0","0","0","0","4","3"
"vo_nyx_0707","0","25","37","0","1250037","0","vo_nyx","0","0","2","0"
"0","326","25","38","0","1250038","10","0","2.997","0","1","0"
"0","0","25","39","3.809","1250039","0","0","0","0","4","1"
"vo_nyx_0708","0","25","40","0","1250040","0","vo_nyx","0","0","2","0"
"0","182","25","41","0","1250041","11","0","1.538","0","1","0"
"0","0","25","42","1.671","1250042","0","0","0","0","4","1"
"0","352","25","43","0","1250043","11","0","0.893","182","1","0"
"0","0","25","44","1.738","1250044","0","0","0","0","4","1"
"0","0","25","45","3","1250045","0","0","0","0","4","3"
"vo_nyx_0709","0","25","46","0","1250046","0","vo_nyx","0","0","2","0"
"0","95","25","47","0","1250047","12","0","1.427","0","1","0"
"0","0","25","48","1.895","1250048","0","0","0","0","4","1"
"0","234","25","49","0","1250049","12","0","1.653","95","1","0"
"0","0","25","50","1.732","1250050","0","0","0","0","4","1"
"0","373","25","51","0","1250051","12","0","0.686","234","1","0"
"0","0","25","52","0.686","1250052","0","0","0","0","4","1"
"0","90","25","53","0","1250053","13","0","0.693","0","1","0"
"0","0","25","54","1.063","1250054","0","0","0","0","4","1"
"0","174","25","55","0","1250055","13","0","1.258","90","1","0"
"0","0","25","56","1.915","1250056","0","0","0","0","4","1"
"0","388","25","57","0","1250057","13","0","1.222","174","1","0"
"0","0","25","58","2.085","1250058","0","0","0","0","4","1"
"vo_nyx_0710","0","25","59","0","1250059","0","vo_nyx","0","0","2","0"
"0","200","25","60","0","1250060","14","0","2.18","0","1","0"
"0","0","25","61","3.98","1250061","0","0","0","0","4","1"
"0","0","26","1","1","1260001","0","0","0","0","4","3"
"vo_nyx_0801","0","26","2","0","1260002","0","vo_nyx","0","0","2","0"
"0","70","26","3","0","1260003","1","0","0.65","0","1","0"
"0","0","26","4","1.4","1260004","0","0","0","0","4","1"
"0","138","26","5","0","1260005","1","0","1.119","70","1","0"
"0","0","26","6","1.816","1260006","0","0","0","0","4","1"
"0","332","26","7","0","1260007","1","0","1.557","138","1","0"
"0","0","26","8","2.665","1260008","0","0","0","0","4","1"
"vo_nyx_0802","0","26","9","0","1260009","0","vo_nyx","0","0","2","0"
"0","143","26","10","0","1260010","2","0","0.776","70","1","0"
"0","0","26","11","1.608","1260011","0","0","0","0","4","1"
"0","310","26","12","0","1260012","2","0","1.562","143","1","0"
"0","0","26","13","2.562","1260013","0","0","0","0","4","1"
"0","0","26","14","2","1260014","0","0","0","0","4","3"
"vo_nyx_0803","0","26","15","0","1260015","0","vo_nyx","0","0","2","0"
"0","68","26","16","0","1260016","3","0","0.65","0","1","0"
"0","0","26","17","1.4","1260017","0","0","0","0","4","1"
"0","248","26","18","0","1260018","3","0","2.205","68","1","0"
"0","0","26","19","2.779","1260019","0","0","0","0","4","1"
"vo_nyx_0804","0","26","20","0","1260020","0","vo_nyx","0","0","2","0"
"0","283","26","21","0","1260021","3","0","0.393","248","1","0"
"0","0","26","22","0.987","1260022","0","0","0","0","4","1"
"0","370","26","23","0","1260023","3","0","0.843","283","1","0"
"0","0","26","24","0.843","1260024","0","0","0","0","4","1"
"0","263","26","25","0","1260025","4","0","1.481","68","1","0"
"0","0","26","26","2.481","1260026","0","0","0","0","4","1"
"0","0","26","27","3","1260027","0","0","0","0","4","3"
"vo_nyx_0805","0","26","28","0","1260028","0","vo_nyx","0","0","2","0"
"0","70","26","29","0","1260029","5","0","0.65","0","1","0"
"0","0","26","30","1.4","1260030","0","0","0","0","4","1"
"0","270","26","31","0","1260031","5","0","1.879","70","1","0"
"0","0","26","32","2.917","1260032","0","0","0","0","4","1"
"0","267","26","33","0","1260033","6","0","2.759","70","1","0"
"0","0","26","34","3.645","1260034","0","0","0","0","4","1"
"0","395","26","35","0","1260035","6","0","0.487","267","1","0"
"0","0","26","36","1.487","1260036","0","0","0","0","4","1"
"0","0","26","37","4","1260037","0","0","0","0","4","3"
"vo_nyx_0806","0","26","38","0","1260038","0","vo_nyx","0","0","2","0"
"0","70","26","39","0","1260039","7","0","0.65","0","1","0"
"0","0","26","40","1.4","1260040","0","0","0","0","4","1"
"0","136","26","41","0","1260041","7","0","1.003","70","1","0"
"0","0","26","42","1.452","1260042","0","0","0","0","4","1"
"0","387","26","43","0","1260043","7","0","2.373","136","1","0"
"0","0","26","44","2.6","1260044","0","0","0","0","4","1"
"0","250","26","45","0","1260045","8","0","1.23","70","1","0"
"0","0","26","46","2.23","1260046","0","0","0","0","4","1"
"0","0","26","47","1","1260047","0","0","0","0","4","3"
"vo_nyx_0807","0","26","48","0","1260048","0","vo_nyx","0","0","2","0"
"0","68","26","49","0","1260049","9","0","0.65","0","1","0"
"0","0","26","50","1.4","1260050","0","0","0","0","4","1"
"0","350","26","51","0","1260051","9","0","2.24","68","1","0"
"0","0","26","52","2.74","1260052","0","0","0","0","4","1"
"0","163","26","53","0","1260053","10","0","1.252","70","1","0"
"0","0","26","54","1.742","1260054","0","0","0","0","4","1"
"0","380","26","55","0","1260055","10","0","2.352","163","1","0"
"0","0","26","56","2.779","1260056","0","0","0","0","4","1"
"0","310","26","57","0","1260057","11","0","2.013","70","1","0"
"0","0","26","58","3.047","1260058","0","0","0","0","4","1"
"vo_nyx_0808","0","26","59","0","1260059","0","vo_nyx","0","0","2","0"
"0","242","26","60","0","1260060","12","0","1.401","70","1","0"
"0","0","26","61","1.984","1260061","0","0","0","0","4","1"
"0","390","26","62","0","1260062","12","0","2.073","242","1","0"
"0","0","26","63","2.372","1260063","0","0","0","0","4","1"
"0","240","26","64","0","1260064","13","0","1.4","70","1","0"
"0","0","26","65","2.2","1260065","0","0","0","0","4","1"
"0","0","26","66","4","1260066","0","0","0","0","4","3"
"vo_nyx_0809","0","26","67","0","1260067","0","vo_nyx","0","0","2","0"
"0","68","26","68","0","1260068","14","0","0.65","0","1","0"
"0","0","26","69","1.4","1260069","0","0","0","0","4","1"
"0","260","26","70","0","1260070","14","0","1.52","68","1","0"
"0","0","26","71","2.5","1260071","0","0","0","0","4","1"
"vo_nyx_0810","0","26","72","0","1260072","0","vo_nyx","0","0","2","0"
"0","280","26","73","0","1260073","15","0","2.7","70","1","0"
"0","0","26","74","4.5","1260074","0","0","0","0","4","1"
"0","0","32","1","1","1320001","0","0","0","0","4","3"
"vo_nyx_0901","0","32","2","0","1320002","0","vo_nyx","0","0","2","0"
"0","215","32","3","0","1320003","1","0","3.31","0","1","0"
"0","0","32","4","3.909","1320004","0","0","0","0","4","1"
"0","358","32","5","0","1320005","1","0","0.836","215","1","0"
"0","0","32","6","1.457","1320006","0","0","0","0","4","1"
"0","395","32","7","0","1320007","1","0","0.533","358","1","0"
"0","0","32","8","0.533","1320008","0","0","0","0","4","1"
"0","149","32","9","0","1320009","2","0","1.392","0","1","0"
"0","0","32","10","1.99","1320010","0","0","0","0","4","1"
"0","395","32","11","0","1320011","2","0","3.058","149","1","0"
"0","0","32","12","3.058","1320012","0","0","0","0","4","1"
"0","74","32","13","0","1320013","3","0","0.338","0","1","0"
"0","0","32","14","1.471","1320014","0","0","0","0","4","1"
"vo_nyx_0902","0","32","15","0","1320015","0","vo_nyx","0","0","2","0"
"0","268","32","16","0","1320016","3","0","2.683","74","1","0"
"0","0","32","17","3.31","1320017","0","0","0","0","4","1"
"0","375","32","18","0","1320018","3","0","0.944","268","1","0"
"0","0","32","19","0.944","1320019","0","0","0","0","4","1"
"0","89","32","20","0","1320020","4","0","1.745","0","1","0"
"0","0","32","21","2.481","1320021","0","0","0","0","4","1"
"0","306","32","22","0","1320022","4","0","1.399","89","1","0"
"0","0","32","23","2.87","1320023","0","0","0","0","4","1"
"0","0","32","24","2","1320024","0","0","0","0","4","3"
"vo_nyx_0903","0","32","25","0","1320025","0","vo_nyx","0","0","2","0"
"0","83","32","26","0","1320026","5","0","1.276","0","1","0"
"0","0","32","27","2.005","1320027","0","0","0","0","4","1"
"0","171","32","28","0","1320028","5","0","1.038","83","1","0"
"0","0","32","29","1.608","1320029","0","0","0","0","4","1"
"0","280","32","30","0","1320030","5","0","1.038","171","1","0"
"0","0","32","31","1.11","1320031","0","0","0","0","4","1"
"0","202","32","32","0","1320032","6","0","2.055","0","1","0"
"0","0","32","33","2.844","1320033","0","0","0","0","4","1"
"0","389","32","34","0","1320034","6","0","1.871","202","1","0"
"0","0","32","35","2.397","1320035","0","0","0","0","4","1"
"0","175","32","36","0","1320036","7","0","1.589","0","1","0"
"0","0","32","37","2.196","1320037","0","0","0","0","4","1"
"0","395","32","38","0","1320038","7","0","2.445","175","1","0"
"0","0","32","39","2.445","1320039","0","0","0","0","4","1"
"0","266","32","40","0","1320040","8","0","1.372","0","1","0"
"0","0","32","41","2.657","1320041","0","0","0","0","4","1"
"0","0","32","42","3","1320042","0","0","0","0","4","3"
"vo_nyx_0904","0","32","43","0","1320043","0","vo_nyx","0","0","2","0"
"0","390","32","44","0","1320044","8","0","2.066","266","1","0"
"0","0","32","45","2.066","1320045","0","0","0","0","4","1"
"0","131","32","46","0","1320046","9","0","0.916","0","1","0"
"0","0","32","47","1.42","1320047","0","0","0","0","4","1"
"0","313","32","48","0","1320048","9","0","0.71","131","1","0"
"0","0","32","49","1.561","1320049","0","0","0","0","4","1"
"0","385","32","50","0","1320050","9","0","2.191","313","1","0"
"0","0","32","51","2.191","1320051","0","0","0","0","4","1"
"0","176","32","52","0","1320052","10","0","1.377","0","1","0"
"0","0","32","53","1.833","1320053","0","0","0","0","4","1"
"0","390","32","54","0","1320054","10","0","2.749","176","1","0"
"0","0","32","55","2.749","1320055","0","0","0","0","4","1"
"0","74","32","56","0","1320056","11","0","0.753","0","1","0"
"0","0","32","57","2.093","1320057","0","0","0","0","4","1"
"vo_nyx_0905","0","32","58","0","1320058","0","vo_nyx","0","0","2","0"
"0","160","32","59","0","1320059","11","0","1.534","74","1","0"
"0","0","32","60","2.185","1320060","0","0","0","0","4","1"
"0","311","32","61","0","1320061","11","0","1.269","160","1","0"
"0","0","32","62","1.86","1320062","0","0","0","0","4","1"
"0","400","32","63","0","1320063","11","0","0.74","311","1","0"
"0","0","32","64","0.74","1320064","0","0","0","0","4","1"
"0","134","32","65","0","1320065","12","0","1.911","0","1","0"
"0","0","32","66","2.508","1320066","0","0","0","0","4","1"
"0","380","32","67","0","1320067","12","0","2.445","134","1","0"
"0","0","32","68","3.145","1320068","0","0","0","0","4","1"
"vo_nyx_0906","0","32","69","0","1320069","0","vo_nyx","0","0","2","0"
"0","116","32","70","0","1320070","13","0","0.992","0","1","0"
"0","0","32","71","2.792","1320071","0","0","0","0","4","1"
"0","0","33","1","1","1330001","0","0","0","0","4","3"
"vo_nyx_1001","0","33","2","0","1330002","0","vo_nyx","0","0","2","0"
"0","194","33","3","0","1330003","1","0","1.326","0","1","0"
"0","0","33","4","1.649","1330004","0","0","0","0","4","1"
"0","315","33","5","0","1330005","1","0","2.01","194","1","0"
"0","0","33","6","2.529","1330006","0","0","0","0","4","1"
"0","395","33","7","0","1330007","1","0","1.404","315","1","0"
"0","0","33","8","1.459","1330008","0","0","0","0","4","1"
"0","120","33","9","0","1330009","2","0","0.468","0","1","0"
"0","0","33","10","1.704","1330010","0","0","0","0","4","1"
"vo_nyx_1002","0","33","11","0","1330011","0","vo_nyx","0","0","2","0"
"0","178","33","12","0","1330012","2","0","1.337","120","1","0"
"0","0","33","13","1.337","1330013","0","0","0","0","4","1"
"0","380","33","14","0","1330014","2","0","2.128","178","1","0"
"0","0","33","15","3.666","1330015","0","0","0","0","4","1"
"vo_nyx_1003","0","33","16","0","1330016","0","vo_nyx","0","0","2","0"
"0","207","33","17","0","1330017","3","0","1.938","0","1","0"
"0","0","33","18","2.451","1330018","0","0","0","0","4","1"
"0","330","33","19","0","1330019","3","0","1.303","207","1","0"
"0","0","33","20","2.273","1330020","0","0","0","0","4","1"
"vo_nyx_1004","0","33","21","0","1330021","0","vo_nyx","0","0","2","0"
"0","150","33","22","0","1330022","4","0","1.136","0","1","0"
"0","0","33","23","1.905","1330023","0","0","0","0","4","1"
"0","265","33","24","0","1330024","4","0","1.136","150","1","0"
"0","0","33","25","1.905","1330025","0","0","0","0","4","1"
"0","395","33","26","0","1330026","4","0","2.016","265","1","0"
"0","0","33","27","2.116","1330027","0","0","0","0","4","1"
"0","128","33","28","0","1330028","5","0","1.227","0","1","0"
"0","0","33","29","1","1330029","0","0","0","0","4","1"
"vo_nyx_1005","0","33","30","0","1330030","0","vo_nyx","0","0","2","0"
"0","119","33","31","0","1330031","6","0","1.227","0","1","0"
"0","0","33","32","2.174","1330032","0","0","0","0","4","1"
"vo_nyx_1006","0","33","33","0","1330033","0","vo_nyx","0","0","2","0"
"0","395","33","34","0","1330034","6","0","3.075","119","1","0"
"0","0","33","35","3.81","1330035","0","0","0","0","4","1"
"0","120","33","36","0","1330036","7","0","1.281","0","1","0"
"0","0","33","37","2.507","1330037","0","0","0","0","4","1"
"vo_nyx_1007","0","33","38","0","1330038","0","vo_nyx","0","0","2","0"
"0","253","33","39","0","1330039","7","0","1.17","120","1","0"
"0","0","33","40","2.039","1330040","0","0","0","0","4","1"
"vo_nyx_1008","0","33","41","0","1330041","0","vo_nyx","0","0","2","0"
"0","350","33","42","0","1330042","7","0","0.757","253","1","0"
"0","0","33","43","2.139","1330043","0","0","0","0","4","1"
"0","0","33","44","2","1330044","0","0","0","0","4","3"
"vo_nyx_1009","0","33","45","0","1330045","0","vo_nyx","0","0","2","0"
"0","140","33","46","0","1330046","8","0","1.348","0","1","0"
"0","0","33","47","2.852","1330047","0","0","0","0","4","1"
"vo_nyx_1010","0","33","48","0","1330048","0","vo_nyx","0","0","2","0"
"0","30","33","49","0","1330049","9","0","0.702","0","1","0"
"0","0","33","50","0.702","1330050","0","0","0","0","4","1"
"0","162","33","51","0","1330051","9","0","1.604","30","1","0"
"0","0","33","52","2.844","1330052","0","0","0","0","4","1"
"vo_nyx_1011","0","33","53","0","1330053","0","vo_nyx","0","0","2","0"
"0","395","33","54","0","1330054","9","0","2.016","162","1","0"
"0","0","33","55","2.707","1330055","0","0","0","0","4","1"
"0","234","33","56","0","1330056","10","0","2.128","0","1","0"
"0","0","33","57","3.32","1330057","0","0","0","0","4","1"
"vo_nyx_1012","0","33","58","0","1330058","0","vo_nyx","0","0","2","0"
"0","390","33","59","0","1330059","10","0","2.38","234","1","0"
"0","0","33","60","3.338","1330060","0","0","0","0","4","1"
"0","0","33","61","3","1330061","0","0","0","0","4","3"
"vo_nyx_1013","0","33","62","0","1330062","0","vo_nyx","0","0","2","0"
"0","176","33","63","0","1330063","11","0","1.337","0","1","0"
"0","0","33","64","1.883","1330064","0","0","0","0","4","1"
"0","392","33","65","0","1330065","11","0","1.95","176","1","0"
"0","0","33","66","3.243","1330066","0","0","0","0","4","1"
"vo_nyx_1014","0","33","67","0","1330067","0","vo_nyx","0","0","2","0"
"0","392","33","68","0","1330068","11","0","0.724","392","1","0"
"0","0","33","69","0.724","1330069","0","0","0","0","4","1"
"0","131","33","70","0","1330070","12","0","0.824","0","1","0"
"0","0","33","71","1.392","1330071","0","0","0","0","4","1"
"0","390","33","72","0","1330072","12","0","3.319","131","1","0"
"0","0","33","73","4.265","1330073","0","0","0","0","4","1"
"vo_nyx_1015","0","33","74","0","1330074","0","vo_nyx","0","0","2","0"
"0","235","33","75","0","1330075","13","0","2.306","0","1","0"
"0","0","33","76","3.198","1330076","0","0","0","0","4","1"
"0","0","33","77","4","1330077","0","0","0","0","4","3"
"vo_nyx_1016","0","33","78","0","1330078","0","vo_nyx","0","0","2","0"
"0","315","33","79","0","1330079","14","0","1.713","0","1","0"
"0","0","33","80","2.607","1330080","0","0","0","0","4","1"
"0","308","33","81","0","1330081","15","0","1.66","0","1","0"
"0","0","33","82","3.16","1330082","0","0","0","0","4","1"
"0","0","34","1","1","1340001","0","0","0","0","4","3"
"vo_nyx_1501","0","34","2","0","1340002","0","vo_nyx","0","0","2","0"
"0","45","34","3","0","1340003","1","0","0.64","0","1","0"
"0","0","34","4","1.223","1340004","0","0","0","0","4","1"
"0","102","34","5","0","1340005","1","0","0.878","45","1","0"
"0","0","34","6","1.635","1340006","0","0","0","0","4","1"
"vo_nyx_1502","0","34","7","0","1340007","0","vo_nyx","0","0","2","0"
"0","280","34","8","0","1340008","1","0","1.01","102","1","0"
"0","0","34","9","2.02","1340009","0","0","0","0","4","1"
"vo_nyx_1503","0","34","10","0","1340010","0","vo_nyx","0","0","2","0"
"0","375","34","11","0","1340011","2","0","4.04","0","1","0"
"0","0","34","12","4.731","1340012","0","0","0","0","4","1"
"0","310","34","13","0","1340013","3","0","2.766","0","1","0"
"0","0","34","14","3.699","1340014","0","0","0","0","4","1"
"vo_nyx_1504","0","34","15","0","1340015","0","vo_nyx","0","0","2","0"
"0","147","34","16","0","1340016","4","0","2.338","0","1","0"
"0","0","34","17","3.085","1340017","0","0","0","0","4","1"
"vo_nyx_1505","0","34","18","0","1340018","0","vo_nyx","0","0","2","0"
"0","340","34","19","0","1340019","4","0","0.911","147","1","0"
"0","0","34","20","2.338","1340020","0","0","0","0","4","1"
"vo_nyx_1506","0","34","21","0","1340021","0","vo_nyx","0","0","2","0"
"0","147","34","22","0","1340022","5","0","1.789","0","1","0"
"0","0","34","23","2.096","1340023","0","0","0","0","4","1"
"0","370","34","24","0","1340024","5","0","1.992","147","1","0"
"0","0","34","25","3.002","1340025","0","0","0","0","4","1"
"vo_nyx_1507","0","34","26","0","1340026","0","vo_nyx","0","0","2","0"
"0","120","34","27","0","1340027","6","0","1.179","0","1","0"
"0","0","34","28","1.679","1340028","0","0","0","0","4","1"
"0","220","34","29","0","1340029","6","0","1.438","120","1","0"
"0","0","34","30","2.096","1340030","0","0","0","0","4","1"
"vo_nyx_1508","0","34","31","0","1340031","0","vo_nyx","0","0","2","0"
"0","395","34","32","0","1340032","6","0","1.679","220","1","0"
"0","0","34","33","1.679","1340033","0","0","0","0","4","1"
"0","148","34","34","0","1340034","7","0","1.032","0","1","0"
"0","0","34","35","1.833","1340035","0","0","0","0","4","1"
"vo_nyx_1509","0","34","36","0","1340036","0","vo_nyx","0","0","2","0"
"0","400","34","37","0","1340037","7","0","2.788","148","1","0"
"0","0","34","38","3.765","1340038","0","0","0","0","4","1"
"vo_nyx_1510","0","34","39","0","1340039","0","vo_nyx","0","0","2","0"
"0","59","34","40","0","1340040","8","0","0.79","0","1","0"
"0","0","34","41","1.35","1340041","0","0","0","0","4","1"
"0","236","34","42","0","1340042","8","0","2.404","59","1","0"
"0","0","34","43","3.117","1340043","0","0","0","0","4","1"
"0","0","34","44","2","1340044","0","0","0","0","4","3"
"vo_nyx_1511","0","34","45","0","1340045","0","vo_nyx","0","0","2","0"
"0","395","34","46","0","1340046","8","0","1.756","236","1","0"
"0","0","34","47","2.59","1340047","0","0","0","0","4","1"
"0","296","34","48","0","1340048","9","0","1.954","0","1","0"
"0","0","34","49","2.415","1340049","0","0","0","0","4","1"
"0","391","34","50","0","1340050","9","0","1.649","296","1","0"
"0","0","34","51","2.228","1340051","0","0","0","0","4","1"
"0","391","34","52","0","1340052","9","0","0.592","391","1","0"
"0","0","34","53","0.592","1340053","0","0","0","0","4","1"
"0","62","34","54","0","1340054","10","0","1.12","0","1","0"
"0","0","34","55","1.68","1340055","0","0","0","0","4","1"
"0","224","34","56","0","1340056","10","0","2.205","62","1","0"
"0","0","34","57","2.908","1340057","0","0","0","0","4","1"
"0","385","34","58","0","1340058","10","0","1.526","224","1","0"
"0","0","34","59","1.526","1340059","0","0","0","0","4","1"
"0","89","34","60","0","1340060","11","0","1.207","0","1","0"
"0","0","34","61","2.448","1340061","0","0","0","0","4","1"
"0","0","34","62","3","1340062","0","0","0","0","4","3"
"vo_nyx_1512","0","34","63","0","1340063","0","vo_nyx","0","0","2","0"
"0","254","34","64","0","1340064","11","0","1.624","89","1","0"
"0","0","34","65","2.294","1340065","0","0","0","0","4","1"
"0","397","34","66","0","1340066","11","0","1.405","254","1","0"
"0","0","34","67","1.405","1340067","0","0","0","0","4","1"
"0","106","34","68","0","1340068","12","0","0.746","0","1","0"
"0","0","34","69","1.822","1340069","0","0","0","0","4","1"
"0","0","34","70","4","1340070","0","0","0","0","4","3"
"vo_nyx_1513","0","34","71","0","1340071","0","vo_nyx","0","0","2","0"
"0","300","34","72","0","1340072","12","0","2.338","106","1","0"
"0","0","34","73","3.227","1340073","0","0","0","0","4","1"
"0","0","34","74","5","1340074","0","0","0","0","4","3"
"vo_nyx_1514","0","34","75","0","1340075","0","vo_nyx","0","0","2","0"
"0","120","34","76","0","1340076","13","0","1.745","0","1","0"
"0","0","34","77","2.195","1340077","0","0","0","0","4","1"
"0","293","34","78","0","1340078","13","0","1.405","120","1","0"
"0","0","34","79","2.437","1340079","0","0","0","0","4","1"
"vo_nyx_1515","0","34","80","0","1340080","0","vo_nyx","0","0","2","0"
"0","42","34","81","0","1340081","14","0","0.428","0","1","0"
"0","0","34","82","2.16","1340082","0","0","0","0","4","1"
