1b3117893084b9764f7c2af9c31b8cf9a959d20a7283ec1d0cb9dec65c576ed9,967f0b4e563f32354d11523ad6284f3640dcd3b6c2f5c6670311ebec48427049,c12c4a702cd760a673a958826f05255f30cbc33383567a72b83964a7fe3feaf3,fc895ce7a822b058ecce9737fc27845d9d526b96c29a9b4eb1abd57e8fbec390,520e560c2914ae3e2ffc99d5ff50782aa2c7fdfed2cffad622b0e3e3c1e77962,5df0450586ae5fb42ef3170b636ae70978da0cb2ca4c313622808461fba3c568,1fccfb4b49a2ab171418c6a5c38bb6b26e2ead1c130265034950cc060957eceb,43c42db62b3cb5f0e252234f34fcbb0fe74263d6d28bf026e653f4311424f195,83bb785ed52ee2e5fb666d8c42dc5dbef16839de761f53e05fa7a653ffdbe6e1,b8b7a0c83b65b50c838279704942d1c6abc3cba7523ce56c9f1a283c943021b7,6cdfbc9a13cf6f80b4243aeab29e3152af02acf6bdec631ed1244635a1055bc9,a599f9551ee4ce027fce5566455c29ebfe45751d29d15e417cde0223b8876a72,acbe31b21580b6009104e148bce7f2d1b27ead563fa8ea34f86936756060ed4f,282e67cfee7c3b50ed77269df499f342990afbb3bc8577903c1b4537784d6403,5425e3ee52dd63395b6aced3e4f6733a89e1674bab5ce2e02465175d372642fd,cb10f3921b817958a6ff830dc5705db54d8026879ffcca55a983f4bce55ed0fa,24ae548e0879a284e4470840c6e74841bb44ef8d3551ba4936b0361bc3873ac4,0b527ea7564f3d14bf267ec7910038f689384a9a263ba629447f68e6aa48707b,9ed9f12cb18f028a192bd6d65f2d6be219c1f3d739846557c85cea1298c0e475,5fb3e55180dd4dbbdb0c1a4e64bfc4fa4101a3d175261013ae5ded3a331206ce
"1005606","0","12","0","20032","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","6000"
"1005607","0","12","0","20032","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","15000"
"1005608","0","8","0","20032","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1005609","0","12","0","20032","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","30000"
"1005610","0","8","0","20032","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","60"
"1005611","0","12","0","20032","0","3","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","6000"
"1005612","0","12","0","20032","0","3","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","15000"
"1005613","0","8","0","20032","0","3","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1005614","0","12","0","20032","0","3","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","30000"
"1005615","0","8","0","20032","0","3","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","60"
"1005616","0","12","0","20032","0","4","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","6000"
"1005617","0","12","0","20032","0","4","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","15000"
"1005618","0","8","0","20032","0","4","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1005619","0","12","0","20032","0","4","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","30000"
"1005620","0","8","0","20032","0","4","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","60"
"1005621","0","12","0","20032","0","5","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","6000"
"1005622","0","12","0","20032","0","5","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","15000"
"1005623","0","8","0","20032","0","5","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1005624","0","12","0","20032","0","5","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","30000"
"1005625","0","8","0","20032","0","5","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","60"
"1006101","0","12","0","20035","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1006102","0","12","0","20035","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1006103","0","8","0","20035","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1006104","0","12","0","20035","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1006105","0","8","0","20035","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1006106","0","12","0","20035","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1006107","0","12","0","20035","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1006108","0","8","0","20035","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1006109","0","12","0","20035","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1006110","0","8","0","20035","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1006111","0","12","0","20035","0","3","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1006112","0","12","0","20035","0","3","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1006113","0","8","0","20035","0","3","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1006114","0","12","0","20035","0","3","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1006115","0","8","0","20035","0","3","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1006601","0","12","0","20037","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1006602","0","12","0","20037","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1006603","0","8","0","20037","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1006604","0","12","0","20037","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1006605","0","8","0","20037","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1006606","0","12","0","20037","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1006607","0","12","0","20037","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1006608","0","8","0","20037","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1006609","0","12","0","20037","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1006610","0","8","0","20037","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1006801","0","8","0","20038","0","1","27500","0","100","12","0","0","91002","0","讓信賴度達到100吧","0","0","94002","50"
"1006802","0","8","0","20038","0","1","27500","0","200","12","0","0","91002","0","讓信賴度達到200吧","0","0","94002","50"
"1006803","0","8","0","20038","0","1","55000","0","500","12","0","0","91002","0","讓信賴度達到500吧","0","0","94002","100"
"1006804","0","8","0","20038","0","1","55000","0","800","12","0","0","91002","0","讓信賴度達到800吧","0","0","94002","100"
"1006805","0","8","0","20038","0","1","90000","0","1000","12","0","0","91002","0","讓信賴度達到MAX吧","0","0","94002","150"
"1007601","0","12","0","20042","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1007602","0","12","0","20042","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1007603","0","8","0","20042","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1007604","0","12","0","20042","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1007605","0","8","0","20042","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1007606","0","12","0","20042","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1007607","0","12","0","20042","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1007608","0","8","0","20042","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1007609","0","12","0","20042","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1007610","0","8","0","20042","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1007611","0","12","0","20042","0","3","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1007612","0","12","0","20042","0","3","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1007613","0","8","0","20042","0","3","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1007614","0","12","0","20042","0","3","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1007615","0","8","0","20042","0","3","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1007801","0","12","0","20043","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1007802","0","12","0","20043","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1007803","0","8","0","20043","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1007804","0","12","0","20043","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1007805","0","8","0","20043","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1007806","0","12","0","20043","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1007807","0","12","0","20043","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1007808","0","8","0","20043","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1007809","0","12","0","20043","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1007810","0","8","0","20043","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1008801","0","12","0","20048","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1008802","0","12","0","20048","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1008803","0","8","0","20048","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1008804","0","12","0","20048","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1008805","0","8","0","20048","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1008806","0","12","0","20048","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1008807","0","12","0","20048","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1008808","0","8","0","20048","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1008809","0","12","0","20048","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1008810","0","8","0","20048","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1009001","0","12","0","20049","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1009002","0","12","0","20049","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1009003","0","8","0","20049","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1009004","0","12","0","20049","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1009005","0","8","0","20049","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1009006","0","12","0","20049","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1009007","0","12","0","20049","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1009008","0","8","0","20049","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1009009","0","12","0","20049","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1009010","0","8","0","20049","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1009401","0","12","0","20051","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1009402","0","12","0","20051","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1009403","0","8","0","20051","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1009404","0","12","0","20051","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1009405","0","8","0","20051","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1009406","0","12","0","20051","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1009407","0","12","0","20051","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1009408","0","8","0","20051","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1009409","0","12","0","20051","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1009410","0","8","0","20051","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1009411","0","12","0","20051","0","3","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1009412","0","12","0","20051","0","3","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1009413","0","8","0","20051","0","3","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1009414","0","12","0","20051","0","3","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1009415","0","8","0","20051","0","3","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1010001","0","12","0","20054","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1010002","0","12","0","20054","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1010003","0","8","0","20054","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1010004","0","12","0","20054","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1010005","0","8","0","20054","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1010006","0","12","0","20054","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1010007","0","12","0","20054","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1010008","0","8","0","20054","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1010009","0","12","0","20054","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1010010","0","8","0","20054","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1010201","0","12","0","20055","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1010202","0","12","0","20055","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1010203","0","8","0","20055","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1010204","0","12","0","20055","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1010205","0","8","0","20055","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1010206","0","12","0","20055","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1010207","0","12","0","20055","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1010208","0","8","0","20055","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1010209","0","12","0","20055","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1010210","0","8","0","20055","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1010211","0","12","0","20055","0","3","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1010212","0","12","0","20055","0","3","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1010213","0","8","0","20055","0","3","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1010214","0","12","0","20055","0","3","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1010215","0","8","0","20055","0","3","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1010401","0","12","0","20056","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1010402","0","12","0","20056","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1010403","0","8","0","20056","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1010404","0","12","0","20056","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1010405","0","8","0","20056","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1010406","0","12","0","20056","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1010407","0","12","0","20056","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1010408","0","8","0","20056","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1010409","0","12","0","20056","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1010410","0","8","0","20056","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1011401","0","12","0","20061","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1011402","0","12","0","20061","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1011403","0","8","0","20061","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1011404","0","12","0","20061","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1011405","0","8","0","20061","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1011406","0","12","0","20061","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1011407","0","12","0","20061","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1011408","0","8","0","20061","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1011409","0","12","0","20061","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1011410","0","8","0","20061","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1012401","0","12","0","20066","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","7500"
"1012402","0","12","0","20066","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","17500"
"1012403","0","8","0","20066","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1012404","0","12","0","20066","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","40000"
"1012405","0","8","0","20066","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","90"
"1012406","0","12","0","20066","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","7500"
"1012407","0","12","0","20066","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","17500"
"1012408","0","8","0","20066","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1012409","0","12","0","20066","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","40000"
"1012410","0","8","0","20066","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","90"
"1012411","0","12","0","20066","0","3","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","7500"
"1012412","0","12","0","20066","0","3","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","17500"
"1012413","0","8","0","20066","0","3","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1012414","0","12","0","20066","0","3","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","40000"
"1012415","0","8","0","20066","0","3","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","90"
"1012416","0","12","0","20066","0","4","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","7500"
"1012417","0","12","0","20066","0","4","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","17500"
"1012418","0","8","0","20066","0","4","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1012419","0","12","0","20066","0","4","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","40000"
"1012420","0","8","0","20066","0","4","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","90"
"1014401","0","12","0","10168","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","30000"
"1014402","0","12","0","10168","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","60000"
"1014403","0","8","0","10168","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1014404","0","12","0","10168","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","160000"
"1014405","0","8","0","10168","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1014406","0","12","0","10168","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","30000"
"1014407","0","12","0","10168","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","60000"
"1014408","0","8","0","10168","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1014409","0","12","0","10168","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","160000"
"1014410","0","8","0","10168","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
