f9bf4d9d3c4b7f721b1048aee3e84ce92d4ea2471a7dc229318d9f6163ae49f7,a14525a876577a208c3f3b3bf7b89c548c9406c4da3767430d4b125217050482,58af35dcbff7d10e66e45e39babd43c92b8afc7df3e41de1f9fa4d7cb670a65c,077f325c18dc307ebb5920db85d5ed56697dace2dddefe155b2e5564d2af8715,3f962835892db9ce348a4be77b3fca3b2ec06a18b9dde2f1aa9d74a4fc4208bb,0d9aad0e560cf7e27b54783b8c74eab686f3525badb794bc4c469e9ff9e676af,5b8354ef395a0f6c362e10c795b815d64e20def14da3a10f5ac40896453311c8
"4","0","10702","0","870","3","3"
"5","0","10702","0","900","3","3"
"0","0","10702","0","1050","4","3"
"1","0","10702","0","1080","4","3"
"2","0","10702","0","1110","4","3"
"3","0","10702","0","1140","4","3"
"4","0","10702","0","1170","4","3"
"5","0","10702","0","1200","4","3"
"0","0","10702","0","1350","5","3"
"1","0","10702","0","1380","5","3"
"2","0","10702","0","1410","5","3"
"3","0","10702","0","1440","5","3"
"4","0","10702","0","1470","5","3"
"5","0","10702","0","1500","5","3"
"0","0","10703","0","150","1","4"
"1","0","10703","0","180","1","4"
"2","0","10703","0","210","1","4"
"3","0","10703","0","240","1","4"
"4","0","10703","0","270","1","4"
"5","0","10703","0","300","1","4"
"0","0","10703","0","450","2","4"
"1","0","10703","0","480","2","4"
"2","0","10703","0","510","2","4"
"3","0","10703","0","540","2","4"
"4","0","10703","0","570","2","4"
"5","0","10703","0","600","2","4"
"0","0","10703","0","750","3","4"
"1","0","10703","0","780","3","4"
"2","0","10703","0","810","3","4"
"3","0","10703","0","840","3","4"
"4","0","10703","0","870","3","4"
"5","0","10703","0","900","3","4"
"0","0","10703","0","1050","4","4"
"1","0","10703","0","1080","4","4"
"2","0","10703","0","1110","4","4"
"3","0","10703","0","1140","4","4"
"4","0","10703","0","1170","4","4"
"5","0","10703","0","1200","4","4"
"0","0","10703","0","1350","5","4"
"1","0","10703","0","1380","5","4"
"2","0","10703","0","1410","5","4"
"3","0","10703","0","1440","5","4"
"4","0","10703","0","1470","5","4"
"5","0","10703","0","1500","5","4"
"0","0","10704","0","1000","1","9"
"1","0","10704","0","1200","1","9"
"2","0","10704","0","1400","1","9"
"3","0","10704","0","1600","1","9"
"4","0","10704","0","1800","1","9"
"5","0","10704","0","2000","1","9"
"0","0","10704","0","3000","2","9"
"1","0","10704","0","3200","2","9"
"2","0","10704","0","3400","2","9"
"3","0","10704","0","3600","2","9"
"4","0","10704","0","3800","2","9"
"5","0","10704","0","4000","2","9"
"0","0","10704","0","5000","3","9"
"1","0","10704","0","5200","3","9"
"2","0","10704","0","5400","3","9"
"3","0","10704","0","5600","3","9"
"4","0","10704","0","5800","3","9"
"5","0","10704","0","6000","3","9"
"0","0","10704","0","7000","4","9"
"1","0","10704","0","7200","4","9"
"2","0","10704","0","7400","4","9"
"3","0","10704","0","7600","4","9"
"4","0","10704","0","7800","4","9"
"5","0","10704","0","8000","4","9"
"0","0","10704","0","9000","5","9"
"1","0","10704","0","9200","5","9"
"2","0","10704","0","9400","5","9"
"3","0","10704","0","9600","5","9"
"4","0","10704","0","9800","5","9"
"5","0","10704","0","10000","5","9"
"0","0","10801","0","150","1","1"
"1","0","10801","0","180","1","1"
"2","0","10801","0","210","1","1"
"3","0","10801","0","240","1","1"
"4","0","10801","0","270","1","1"
"5","0","10801","0","300","1","1"
"0","0","10801","0","450","2","1"
"1","0","10801","0","480","2","1"
"2","0","10801","0","510","2","1"
"3","0","10801","0","540","2","1"
"4","0","10801","0","570","2","1"
"5","0","10801","0","600","2","1"
"0","0","10801","0","750","3","1"
"1","0","10801","0","780","3","1"
"2","0","10801","0","810","3","1"
"3","0","10801","0","840","3","1"
"4","0","10801","0","870","3","1"
"5","0","10801","0","900","3","1"
"0","0","10801","0","1050","4","1"
"1","0","10801","0","1080","4","1"
"2","0","10801","0","1110","4","1"
"3","0","10801","0","1140","4","1"
"4","0","10801","0","1170","4","1"
"5","0","10801","0","1200","4","1"
"0","0","10801","0","1350","5","1"
"1","0","10801","0","1380","5","1"
"2","0","10801","0","1410","5","1"
"3","0","10801","0","1440","5","1"
"4","0","10801","0","1470","5","1"
"5","0","10801","0","1500","5","1"
"0","0","10802","0","300","1","2"
"1","0","10802","0","360","1","2"
"2","0","10802","0","420","1","2"
"3","0","10802","0","480","1","2"
"4","0","10802","0","540","1","2"
"5","0","10802","0","600","1","2"
"0","0","10802","0","900","2","2"
"1","0","10802","0","960","2","2"
"2","0","10802","0","1020","2","2"
"3","0","10802","0","1080","2","2"
"4","0","10802","0","1140","2","2"
"5","0","10802","0","1200","2","2"
"0","0","10802","0","1500","3","2"
"1","0","10802","0","1560","3","2"
"2","0","10802","0","1620","3","2"
"3","0","10802","0","1680","3","2"
"4","0","10802","0","1740","3","2"
"5","0","10802","0","1800","3","2"
"0","0","10802","0","2100","4","2"
"1","0","10802","0","2160","4","2"
"2","0","10802","0","2220","4","2"
"3","0","10802","0","2280","4","2"
"4","0","10802","0","2340","4","2"
"5","0","10802","0","2400","4","2"
"0","0","10802","0","2700","5","2"
"1","0","10802","0","2760","5","2"
"2","0","10802","0","2820","5","2"
"3","0","10802","0","2880","5","2"
"4","0","10802","0","2940","5","2"
"5","0","10802","0","3000","5","2"
"0","0","10803","0","1000","1","8"
"1","0","10803","0","1200","1","8"
"2","0","10803","0","1400","1","8"
"3","0","10803","0","1600","1","8"
"4","0","10803","0","1800","1","8"
"5","0","10803","0","2000","1","8"
"0","0","10803","0","3000","2","8"
"1","0","10803","0","3200","2","8"
"2","0","10803","0","3400","2","8"
"3","0","10803","0","3600","2","8"
"4","0","10803","0","3800","2","8"
"5","0","10803","0","4000","2","8"
"0","0","10803","0","5000","3","8"
"1","0","10803","0","5200","3","8"
"2","0","10803","0","5400","3","8"
"3","0","10803","0","5600","3","8"
"4","0","10803","0","5800","3","8"
"5","0","10803","0","6000","3","8"
"0","0","10803","0","7000","4","8"
"1","0","10803","0","7200","4","8"
"2","0","10803","0","7400","4","8"
"3","0","10803","0","7600","4","8"
"4","0","10803","0","7800","4","8"
"5","0","10803","0","8000","4","8"
"0","0","10803","0","9000","5","8"
"1","0","10803","0","9200","5","8"
"2","0","10803","0","9400","5","8"
"3","0","10803","0","9600","5","8"
"4","0","10803","0","9800","5","8"
"5","0","10803","0","10000","5","8"
"0","0","10804","0","1000","1","9"
"1","0","10804","0","1200","1","9"
"2","0","10804","0","1400","1","9"
"3","0","10804","0","1600","1","9"
"4","0","10804","0","1800","1","9"
"5","0","10804","0","2000","1","9"
"0","0","10804","0","3000","2","9"
"1","0","10804","0","3200","2","9"
"2","0","10804","0","3400","2","9"
"3","0","10804","0","3600","2","9"
"4","0","10804","0","3800","2","9"
"5","0","10804","0","4000","2","9"
"0","0","10804","0","5000","3","9"
"1","0","10804","0","5200","3","9"
"2","0","10804","0","5400","3","9"
"3","0","10804","0","5600","3","9"
"4","0","10804","0","5800","3","9"
"5","0","10804","0","6000","3","9"
"0","0","10804","0","7000","4","9"
"1","0","10804","0","7200","4","9"
"2","0","10804","0","7400","4","9"
"3","0","10804","0","7600","4","9"
"4","0","10804","0","7800","4","9"
"5","0","10804","0","8000","4","9"
"0","0","10804","0","9000","5","9"
"1","0","10804","0","9200","5","9"
"2","0","10804","0","9400","5","9"
"3","0","10804","0","9600","5","9"
"4","0","10804","0","9800","5","9"
"5","0","10804","0","10000","5","9"
