b0cd4096fdeaa7bef2009b32d98b691dd63645abc2c4003ce4fcedb77be0fd92,d5ecfa1cef5a2e918870a7dd03de1b90ec1dda1aaa25623bd20d7089ef175401,2231890bd03941c77dfa992251ef7c82ca8424d413dac475791fa6d7b465a858,be8b748252c0ff839bd4c449f82ee3f974444150602143bc1a6d6a0bf5334748,bb40b0ba54d894b592cd7e56dbaa0a6767906d4f2755f280d239c7e8d4468861,d992359c11bb078e84bcd2ae4cc815670436b926abce6b26fc7ff7c75b806e55,9f3f1c78b281d0200dc60645e30720371bab3d276f637cd6a93a3f751a514c8c,fa337bc1e452a310e1314654680e230528e8e87cb3704584925a569142a371c3,ee4a959b431a86688f0d60919f830f39cbf279bb3699220b0cfe56a721df5a60,409ca9b948c6ae35824a1f79f7e0e7b8718c3041150f28cdc0dd5adc5d09029f
"960","340","1","2320010","0","0","0","0","360","720"
"２分之１","４分之１","1","2320011","0","0","0","0","６分之１","８分之１"
"cot","cos","1","2320013","0","0","0","0","sin","tan"
"減法的答案","加法的答案","1","2320014","0","0","0","0","乘法的答案","除法的答案"
"次氯酸鈉","過氧化氫","1","2320016","0","0","0","0","氫溴酸","碘酒"
"道爾頓定律","赫斯定律","1","2320017","0","0","0","0","亨利定律","克希荷夫定律"
"螳螂座","蝴蝶座","1","2320018","0","0","0","0","蜻蜓座","蒼蠅座"
"月亮","木星","1","2320020","0","0","0","0","地球","太陽"
"9","13","1","2320021","0","0","0","0","11","3"
"鋇","釷","1","2320022","0","0","0","0","鉀","氦"
"氮","氰","1","2320025","0","0","0","0","氝","氖"
"自然對數","總數","1","2320026","0","0","0","0","小數","整數"
"電容","電功率","1","2320029","0","0","0","0","性價比","電阻抗"
"氫","氦","1","2320030","0","0","0","0","銀","水銀"
"12次","４次","1","2320031","0","0","0","0","１次","２次"
"海流","地熱","1","2320032","0","0","0","0","魚群","月球"
"Ne","Nt","1","2320033","0","0","0","0","N","Na"
"Ka","Cl","1","2320034","0","0","0","0","K","Ca"
"結膜","結節","1","2320035","0","0","0","0","結冰","結晶"
"４次","３次","1","2320036","0","0","0","0","２次","１次"
"分姊","分兄","1","2320037","0","0","0","0","分父","分母"
"碳","溴","1","2320040","0","0","0","0","氫氣","氧氣"
"伏火山","弱火山","1","2320041","0","0","0","0","休火山","死火山"
"大約31萬","大約32萬","1","2320042","0","0","0","0","大約33萬","大約30萬"
"Sigma","Zeta","1","2320043","0","0","0","0","Gamma","Delta"
"獅子座","巨蟹座","1","2320044","0","0","0","0","天蠍座","水瓶座"
"巨蟹座","天蠍座","1","2320045","0","0","0","0","水瓶座","獅子座"
"面","邊","1","2320046","0","0","0","0","頂點","母線"
"７","５","1","2320049","0","0","0","0","３","２"
"33公里","20公里","1","2320050","0","0","0","0","15公里","25公里"
"無線","電線","1","2320051","0","0","0","0","點線","前線"
"鈦","鎳","1","2320053","0","0","0","0","鐵","鋁"
"超新星","衛星","1","2320054","0","0","0","0","恆星","行星"
"日期","時間","1","2320056","0","0","0","0","晝夜","季節"
"Shoes","Ruse","1","2320057","0","0","0","0","Muse","Fuse"
"白色","藍色","1","2320058","0","0","0","0","紅色","綠色"
"焦耳","托","1","2320059","0","0","0","0","帕斯卡","牛頓"
"交集","組合","1","2320060","0","0","0","0","階乘","積分"
"16條","４條","1","2320061","0","0","0","0","１條","２條"
"貪吃佩可","鏡華","1","2321001","0","0","0","0","莉瑪","同時著地"
"蘭德索爾","珊托魯斯","1","2321002","0","0","0","0","大江戶","大間"
"艾爾皮斯島","大江戶","1","2321003","0","0","0","0","大間","珊托魯斯"
"咲戀育幼院","珊托魯斯","1","2321004","0","0","0","0","大間","大江戶"
"1500","1000","1","2321005","0","0","0","0","2000","2500"
"遮光率","對比度","1","2330001","0","0","0","0","流明","反照率"
"22","20","1","2330002","0","0","0","0","16","18"
"牡羊座","水瓶座","1","2330004","0","0","0","0","獅子座","金牛座"
"參宿四","老人星","1","2330005","0","0","0","0","天狼星","大角星"
"土星","木星","1","2330007","0","0","0","0","海王星","天王星"
"高嶺土","人造雲母","1","2330008","0","0","0","0","火山黏土","莫桑石"
"蠑螈座","青蛙座","1","2330010","0","0","0","0","壁虎座","蝎虎座"
"DC","CC","1","2330011","0","0","0","0","BC","AC"
"都會變白","都沒有變化","1","2330012","0","0","0","0","紅色會變藍","藍色會變紅"
"內心","中心","1","2330015","0","0","0","0","外心","重心"
"藍色","透明","1","2330016","0","0","0","0","橘色","綠色"
"13條","７條","1","2330017","0","0","0","0","５條","９條"
"第９戰","第23戰","1","2330018","0","0","0","0","第16戰","第31戰"
"南菱形座","南四角座","1","2330020","0","0","0","0","南圓形座","南三角座"
"心宿二","十字架三","1","2330021","0","0","0","0","十字架二","北河三"
"熱力學","流體力學","1","2330022","0","0","0","0","牛頓力學","量子力學"
"摩擦力","萬有引力","1","2330023","0","0","0","0","磁力","科氏力"
"自然化石","齒石化石","1","2330024","0","0","0","0","指準化石","示相化石"
"Rear","Muller","1","2330026","0","0","0","0","Lasker","Scalar"
"鑽石","銀","1","2330027","0","0","0","0","乙炔","氨氣"
"993","991","1","2330028","0","0","0","0","989","997"
"鎧魨毒素","河魨毒素","1","2330029","0","0","0","0","魚毒素","蝦紅素"
"亨利","西門子","1","2330030","0","0","0","0","電感","電導"
"Delta","Gamma","1","2330031","0","0","0","0","Lambda","Sigma"
"大犬座","小犬座","1","2330032","0","0","0","0","大熊座","小熊座"
"鎂","鈉","1","2330033","0","0","0","0","鉀","鈣"
"白堊紀","侏羅紀","1","2330034","0","0","0","0","三疊紀","二疊紀"
"銠","碲","1","2330035","0","0","0","0","鉬","鎝"
"270","360","1","2330036","0","0","0","0","90","180"
"事波器","式波器","1","2330037","0","0","0","0","是波器","示波器"
"１角","１公尺","1","2330038","0","0","0","0","１里","１弧分"
"1013大氣壓","10大氣壓","1","2330040","0","0","0","0","０大氣壓","１大氣壓"
"SiO2","MgO","1","2330041","0","0","0","0","NaOH","NaCl"
"１個","４個","1","2330042","0","0","0","0","３個","２個"
"９個","８個","1","2330043","0","0","0","0","７個","10個"
"氫氣","二氧化碳","1","2330045","0","0","0","0","氮氣","氧氣"
"木星","月球","1","2330047","0","0","0","0","地球","金星"
"城市熱島現象","蠕變現象","1","2330048","0","0","0","0","都市蔓延現象","布羅肯奇景"
"交點","施力點","1","2330049","0","0","0","0","支點","抗力點"
"分風現象","憤風現象","1","2330051","0","0","0","0","粉風現象","焚風現象"
"月","火星","1","2330053","0","0","0","0","水星","太陽"
"對流層","中間層","1","2330056","0","0","0","0","增溫層","平流層"
"土星","火星","1","2330057","0","0","0","0","水星","金星"
"偉分數","倍分數","1","2330058","0","0","0","0","偽分數","假分數"
"７分之１","５分之１","1","2330061","0","0","0","0","４分之１","６分之１"
"大江戶海岸","布里薩海岸","1","2331001","0","0","0","0","神秘海岸","瑪爾傑海岸"
"３","５","1","2331002","0","0","0","0","４","4.5"
"莫妮卡","可可蘿","1","2331003","0","0","0","0","秋乃","真琴"
"朱諾溼地","塔利亞溼地","1","2331004","0","0","0","0","南西溼地","朵羅西亞溼地"
"弗泰拉海角","埃斯塔海角","1","2331005","0","0","0","0","考達海角","普洛庇那海角"
"巴士","公車","1","2410002","0","0","0","0","電聯車","紡車"
"潛水艇","救護車","1","2410003","0","0","0","0","腳踏車","新幹線"
"代卸症候群","代蟹症候群","1","2410004","0","0","0","0","帶謝症候群","代謝症候群"
"遊網","跑網","1","2410005","0","0","0","0","繞網","上網"
"Hacking","Suming","1","2410006","0","0","0","0","Showrooming","Streaming"
"水導纖維","火導纖維","1","2410007","0","0","0","0","闇導纖維","光導纖維"
"世貿大樓","市府轉運站","1","2410008","0","0","0","0","高雄85大樓","台北101"
"鬱金香","高山火絨草","1","2410009","0","0","0","0","香豌豆","康乃馨"
"擦手巾","筷子","1","2410011","0","0","0","0","水杯","餐前小菜"
"防水蓋","護目鏡","1","2410012","0","0","0","0","河童帽","洗髮帽"
"熬夜","連夜逃跑","1","2410014","0","0","0","0","通宵","半夜哭泣"
"東沙島","蘭嶼","1","2410015","0","0","0","0","屏東恆春燈塔路","太平島"
"計分表","申請表","1","2410016","0","0","0","0","履歷表","病歷表"
"方位等距投影","近近法","1","2410017","0","0","0","0","遠遠法","透視法"
"鎧甲","兒童座椅","1","2410018","0","0","0","0","座位安全帶","安全帽"
"緊急集會","特別大會","1","2410019","0","0","0","0","股東集會","股東大會"
"俯仰天地","天地有情","1","2410020","0","0","0","0","天上天下","天地無用"
"健康漸查","健康檢茶","1","2410022","0","0","0","0","健抗檢查","健康檢查"
"駕訓室","駕訓會","1","2410024","0","0","0","0","駕訓所","駕訓班"
"熱氣球","滑翔機","1","2410025","0","0","0","0","飛機","直升機"
"Climbing Wall","Chinese Wall","1","2410026","0","0","0","0","Great Wall","Firewall"
"Ecology Time","Hot Time","1","2410027","0","0","0","0","Spring Time","Summer Time"
"深藍座","翠綠座","1","2410028","0","0","0","0","黃金座","博愛座"
"香港","東京","1","2410030","0","0","0","0","巴黎","紐約"
"群針","懸針","1","2410031","0","0","0","0","村針","待針"
"國道六號","國道一號","1","2410032","0","0","0","0","國道二號","國道八號"
"冬粉","雞蛋","1","2410033","0","0","0","0","牛奶","香菇"
"7","10","1","2410036","0","0","0","0","12","14"
"牡丹","百合","1","2410037","0","0","0","0","菊花","梅花"
"五股","淡水","1","2410038","0","0","0","0","陽明山","八里"
"詛咒信","盛夏問候","1","2410039","0","0","0","0","晚夏問候","賀年卡"
"爸爸","媽媽","1","2410040","0","0","0","0","奶奶","外公"
"神仙餅乾","好運餅乾","1","2410041","0","0","0","0","紙張餅乾","幸運餅乾"
"向南","向北","1","2410042","0","0","0","0","逆時針","順時針"
"切片","切絲","1","2410048","0","0","0","0","切丁","切末"
"鹽胡椒","黑胡椒","1","2410050","0","0","0","0","白胡椒","柚子胡椒"
"玉子燒","烤魷魚","1","2410051","0","0","0","0","章魚燒","鯛魚燒"
"失去味道","崩塌散開","1","2410052","0","0","0","0","變成紅色","滲出水分"
"移動買力","移動失力","1","2410053","0","0","0","0","移動流力","移動推力"
"百分之七","百分之十","1","2410054","0","0","0","0","百分之二十","百分之五"
"Macchiato","Cappuccino","1","2410055","0","0","0","0","Americano","Espresso"
"水羊羹","金鍔","1","2410056","0","0","0","0","年糕紅豆湯","葛餅"
"高加索山脈","藍山山脈","1","2410057","0","0","0","0","阿特拉斯山脈","喜馬拉雅山"
"原味歐姆蛋","太陽蛋","1","2410058","0","0","0","0","水煮嫩蛋","炒蛋"
"香料","生料","1","2410059","0","0","0","0","佐料","配料"
"姆謝拉爾戈貿易公司","梅肯歐魯結社","1","2411001","0","0","0","0","瑪莉涅烏斯財團","墨丘利財團"
"Let's 提格尼亞！","探險","1","2411002","0","0","0","0","飯糰雙六","巡遊"
"太陽","瑪那","1","2411003","0","0","0","0","寶石","盧幣"
"璃乃","珠希","1","2411004","0","0","0","0","鈴莓","步未"
"每日帳","預定表","1","2411005","0","0","0","0","全部跳過","行程表"
"連襟","婆媳","1","2420001","0","0","0","0","姑嫂","妯娌"
"950","800","1","2420002","0","0","0","0","500","900"
"Genesis","General","1","2420003","0","0","0","0","Generation","Generic"
"９","３","1","2420004","0","0","0","0","１","７"
"袴","茶托","1","2420005","0","0","0","0","茶杯碟","杯墊"
"妹婿","弟媳","1","2420006","0","0","0","0","妯娌","連襟"
"八部眾","十二神將","1","2420008","0","0","0","0","四天王","七福神"
"WT","TO","1","2420009","0","0","0","0","TW","WC"
"延長壽險","終期壽險","1","2420011","0","0","0","0","終末壽險","終身壽險"
"餽贈者","移植者","1","2420012","0","0","0","0","受贈者","捐贈者"
"居酒屋","快餐廳","1","2420013","0","0","0","0","西餐廳","茶餐廳"
"雪山北稜角","玉山北峰","1","2420014","0","0","0","0","玉山東峰","雪山主峰"
"股灣","穀灣","1","2420016","0","0","0","0","古灣","谷灣"
"清梅","散梅","1","2420017","0","0","0","0","鬆梅","空梅"
"寒害","冰害","1","2420018","0","0","0","0","水害","冷害"
"球僮","牛仔","1","2420019","0","0","0","0","桿弟","行李員"
"冰淇淋","可麗餅","1","2420020","0","0","0","0","蛋糕","甜甜圈"
"100","500","1","2420021","0","0","0","0","1000","2000"
"Denomination","Stagnation","1","2420023","0","0","0","0","Deflation","Inflation"
"忍法考試","違法考試","1","2420025","0","0","0","0","憲法考試","司法考試"
"乾燥地區","靠近海的地區","1","2420028","0","0","0","0","氣溫較高的地區","下雪較多的地區"
"會發生地震的狀態","面積狹小的狀態","1","2420029","0","0","0","0","氣溫較低的狀態","人口減少的狀態"
"清洗碗","沙拉盤","1","2420030","0","0","0","0","洗臉盆","洗手碗"
"※","！？","1","2420031","0","0","0","0","？","！"
"都一樣","茶匙","1","2420032","0","0","0","0","小匙","大匙"
"國道四號","國道三號","1","2420033","0","0","0","0","國道二號","國道一號"
"布簾","小雙筒望遠鏡","1","2420035","0","0","0","0","太陽眼鏡","彩繪玻璃"
"葛粉","糯米粉","1","2420036","0","0","0","0","麵粉","太白粉"
"鯡魚乾","鳀魚","1","2420039","0","0","0","0","鹽魚汁","臭魚乾"
"羊","雞","1","2420040","0","0","0","0","豬","牛"
"8,611公尺","8,586公尺","1","2420042","0","0","0","0","8,953公尺","8,849公尺"
"蒸餃","煎餃","1","2420046","0","0","0","0","炸餃子","水餃"
"皮草","木天蓼","1","2420048","0","0","0","0","貓草","檸檬草"
"大豆","小麥","1","2420049","0","0","0","0","馬鈴薯","米"
"羊肉","豬肉","1","2420051","0","0","0","0","牛肉","雞肉"
"蔥","炸牡蠣","1","2420052","0","0","0","0","雞肉","蛋"
"秋","春","1","2420053","0","0","0","0","冬","夏"
"12cc","3cc","1","2420054","0","0","0","0","10cc","5cc"
"鴨賞","臭豆腐","1","2420055","0","0","0","0","阿給","太陽餅"
"愛爾蘭咖啡","摩卡","1","2420056","0","0","0","0","美式咖啡","卡布奇諾"
"基爾運河","尼加拉瓜運河","1","2420057","0","0","0","0","蘇伊士運河","巴拿馬運河"
"氣球捲壽司","馬車捲壽司","1","2420058","0","0","0","0","客船捲壽司","軍艦壽司"
"日本酒","燒酎","1","2420059","0","0","0","0","麥茶","綠茶"
"Medium","Medium Rare","1","2420060","0","0","0","0","Well Done","Rare"
"草莓果醬","香腸","1","2420061","0","0","0","0","棉花糖","生奶油"
"Connecting Happy!!","Lost Princess","1","2421001","0","0","0","0","Precious Journey","Mirage Game"
"緊緊相連","Connecting Happy!!","1","2421002","0","0","0","0","Precious Journey","晚霞色的漫步"
"２人","４人","1","2421003","0","0","0","0","３人","５人"
"漁夫‧吉克","和彥","1","2421004","0","0","0","0","正和","和正"
"魔物","木才","1","2421005","0","0","0","0","鐵","點心"
"DOS","SSD","1","2430001","0","0","0","0","GPS","CPU"
"六三一四","五二一一","1","2430002","0","0","0","0","五二三四","六三三四"
"6.6平方公尺","5.5平方公尺","1","2430003","0","0","0","0","4.4平方公尺","3.3平方公尺"
"十等親","九等親","1","2430004","0","0","0","0","三等親","六等親"
"B4","A4","1","2430005","0","0","0","0","A3","B5"
"餽贈者","移植者","1","2430006","0","0","0","0","捐贈者","受贈者"
"遺愛分","遺令分","1","2430007","0","0","0","0","遺訓分","特留分"
"C#","C++","1","2430008","0","0","0","0","C","CNC"
"火災險 ","車體險","1","2430009","0","0","0","0","個人年金保險","強制汽車責任險"
"南極洲荒漠","撒哈拉沙漠","1","2430010","0","0","0","0","大盆地沙漠","莫哈維沙漠"
"要去醫院取得的藥","價格昂貴難以獲得的藥","1","2430011","0","0","0","0","會立即起效果的藥","以糖膜包裹的藥"
"確定資產","行動資產","1","2430015","0","0","0","0","固定資產","流動資產"
"銀婚典禮","敬老節","1","2430016","0","0","0","0","生日","成人禮"
"螳螂會","水母會","1","2430017","0","0","0","0","烏鴉會","老鼠會"
"B5","B4","1","2430018","0","0","0","0","A4","A3"
"指示標誌","警戒標誌","1","2430019","0","0","0","0","室內標誌","交通號誌"
"洞穴","高山","1","2430020","0","0","0","0","平原","海底"
"維他命A","維他命C","1","2430021","0","0","0","0","維他命D ","維他命K"
"台東","桃園","1","2430022","0","0","0","0","台南","宜蘭"
"一天中6小時禁食，18小時進食。","一天中18小時禁食，6小時進食。","1","2430023","0","0","0","0","一天中8小時禁食，16小時進食。","一天中16小時禁食，8小時進食。"
"０人","３人","1","2430024","0","0","0","0","１人","２人"
"沒有規定","１人","1","2430025","0","0","0","0","２人","３人"
"印鑑登記證明書","納稅證明書","1","2430026","0","0","0","0","住民票","戶口名簿"
"御內儀","御洗淨","1","2430027","0","0","0","0","御不淨","御手洗"
"創業興家","故地重遊","1","2430028","0","0","0","0","告老還鄉","衣錦還鄉"
"三","五","1","2430029","0","0","0","0","七","六"
"東","北","1","2430030","0","0","0","0","東北","西北"
"印刷","指南針","1","2430031","0","0","0","0","火藥","占星"
"義大利","德國","1","2430032","0","0","0","0","菲律賓","澳洲"
"晚上會自動閉合","原產於中南美洲","1","2430034","0","0","0","0","受到觸碰時小葉片會閉合","沒有毒"
"免糊","緬糊","1","2430041","0","0","0","0","眠糊","麵糊"
"成吉思汗羊肉","馬鈴薯燉肉","1","2430042","0","0","0","0","涮涮鍋","壽喜燒"
"百合","玫瑰","1","2430043","0","0","0","0","馬櫻丹","曇花"
"60","65","1","2430044","0","0","0","0","70","75"
"芋頭","馬鈴薯","1","2430046","0","0","0","0","蕃薯","蒟蒻"
"19歲以上，最高年齡不超過65歲","22歲以上，最高年齡不超過65歲","1","2430047","0","0","0","0","18歲以上，最高年齡不超過65歲","20歲以上，最高年齡不超過65歲"
"海豚","鮪魚","1","2430048","0","0","0","0","魟魚","鯊魚"
"秋葵","大白菜","1","2430049","0","0","0","0","白蘿蔔","蔥"
"泥水","醋","1","2430052","0","0","0","0","真水","鹽水"
"長山核桃","皮塔餅","1","2430053","0","0","0","0","彼得潘","皮蛋"
"挪威","西班牙","1","2430054","0","0","0","0","荷蘭","新加坡"
"果仁糖","火蔥","1","2430056","0","0","0","0","法式凍派","麵包丁"
"樫剝刀法","松剝刀法","1","2430058","0","0","0","0","杉剝刀法","桂剝刀法"
"金鍔","蕨餅","1","2430060","0","0","0","0","羊羹","外郎糕"
"馬賽魚湯","歐姆蛋","1","2430061","0","0","0","0","千層麵","西班牙大鍋飯"
"赤裸冒險者","冒險的開始","1","2431001","0","0","0","0","剛出發的冒險者","冒險的啟程"
"美之傳教者","雪的美麗檢查","1","2431002","0","0","0","0","美的饗宴","雪的審美會"
"斷崖遺跡","蒼海孤塔","1","2431003","0","0","0","0","綠龍骸嶺","毒瘴闇稜"
"諾維姆的過往日常","追憶的回憶","1","2431004","0","0","0","0","矛依未的回憶","回想重組"
"童話故事就在夢中","Seize The Day！","1","2431005","0","0","0","0","GREEDY LOVE","我的色彩STORY"
"Fox","Free","1","2510003","0","0","0","0","Fine","Forte"
"中提琴","小提琴","1","2510004","0","0","0","0","大提琴","低音提琴"
"i","d","1","2510005","0","0","0","0","g","f"
"第一小提琴","最年長","1","2510006","0","0","0","0","作曲家","指揮家"
"20個","30個","1","2510007","0","0","0","0","５個","10個"
"Create Voice","Commercial Voice","1","2510008","0","0","0","0","Cuter Voice","Character Voice"
"附贈遊戲","開始遊戲","1","2510009","0","0","0","0","殺戮遊戲","首發遊戲"
"分岔毛","華麗髮型","1","2510010","0","0","0","0","豎捲髮","呆毛"
"都一樣","西洋棋","1","2510012","0","0","0","0","將棋","黑白棋"
"蛋白質","葉黃素","1","2510013","0","0","0","0","葉綠素","甲殼素"
"暴風","北風","1","2510014","0","0","0","0","微風","秋風"
"季風","颱風","1","2510015","0","0","0","0","颶風","颮"
"尾部","腳","1","2510016","0","0","0","0","腹部","頭部"
"圓軸","滾輪","1","2510018","0","0","0","0","滾筒","線軸"
"克里米亞","烏魯木齊","1","2510019","0","0","0","0","波希米亞","喀什米爾"
"沐浴乳","潤髮乳","1","2510022","0","0","0","0","洗髮精","護髮霜"
"眉筆","眼線筆","1","2510023","0","0","0","0","腮紅","眼睫毛膏"
"Scud","Space","1","2510025","0","0","0","0","Step","Stitch"
"Bite","Supporting Actor","1","2510027","0","0","0","0","Binder","Buyer"
"臭氧","二氧化碳","1","2510028","0","0","0","0","氮氣","甲烷"
"轉世","外質","1","2510029","0","0","0","0","引誘","騷靈現象"
"除臭","保濕","1","2510030","0","0","0","0","驅蟲","防曬"
"五子棋","麻雀","1","2510031","0","0","0","0","將棋","圍棋"
"生活危機","金錢危機","1","2510032","0","0","0","0","生化危機","道德危機"
"甘藍菜","地瓜葉","1","2510033","0","0","0","0","花草葉","山形葉"
"讓菜刀生鏽","讓菜刀沾滿油","1","2510035","0","0","0","0","稍微冷卻菜刀","稍微加熱菜刀"
"６次","８次","1","2510038","0","0","0","0","９次","７次"
"Pleats","Stole","1","2510039","0","0","0","0","Panir","Denier"
"除法水","除名水","1","2510040","0","0","0","0","去溫水","去光水"
"香料","菸草","1","2510041","0","0","0","0","醃漬","胭脂"
"抗痘","抗氧化","1","2510042","0","0","0","0","控油","抗老"
"葫蘆","同花","1","2510043","0","0","0","0","三條","一對"
"吃","碰","1","2510044","0","0","0","0","榮","自摸"
"５月５日","６月６日","1","2510046","0","0","0","0","７月７日","８月８日"
"Canker","Corrode","1","2510047","0","0","0","0","Caribou","Caries"
"可以呼吸","避免造成裂縫","1","2510048","0","0","0","0","裝飾用","平衡氣壓"
"木星到木衛一","土星到土衛六","1","2510050","0","0","0","0","火星到火衛二","地球到月球"
"鴿子","老虎","1","2510051","0","0","0","0","老鷹","蛇"
"以價格貴到低","以卡洛里高到低","1","2510053","0","0","0","0","以氣味重到輕","以含量多到少"
"氣炸鍋","玩家","1","2510054","0","0","0","0","吹風機","表演曲目"
"Dream Justice","Dance Job","1","2510056","0","0","0","0","Digital Joker","Disc Jockey"
"後空翻","迴轉","1","2510057","0","0","0","0","側翻","畫面轉暗"
"Broadband","Husband","1","2510058","0","0","0","0","Big Band","Brass Band"
"榴槤","西瓜","1","2510059","0","0","0","0","葡萄","鳳梨"
"遭遇聲","上鎖聲","1","2510060","0","0","0","0","爵士聲","靈異聲音"
"體育館","保健室","1","2511001","0","0","0","0","教職員室","游泳池"
"３周年","６周年","1","2511002","0","0","0","0","４周年","５周年"
"咲戀","栞","1","2511003","0","0","0","0","怜","日和"
"凱留凱留～♪","嘟嚕嚕嚕嚕～★","1","2511004","0","0","0","0","咕嚕靈波～","切嚕～☆"
"Tower Of 克蕾琪塔","克蕾琪塔大廈","1","2511005","0","0","0","0","里士滿工之塔","克蕾琪塔之塔"
"小拇指","食指","1","2520001","0","0","0","0","大拇指","中指"
"剪髮","削身","1","2520002","0","0","0","0","削皮","斷骨"
"搶子","擲骰","1","2520004","0","0","0","0","摸子","猜子"
"窯","爐","1","2520006","0","0","0","0","灶","窖"
"小蘇打水","肥皂水","1","2520007","0","0","0","0","酒精","醋"
"拖竿釣","底釣","1","2520009","0","0","0","0","垂釣","飛蠅釣"
"古希臘時代","青銅時代","1","2520010","0","0","0","0","新石器時代","古羅馬時代"
"星期三","星期四","1","2520011","0","0","0","0","星期一","星期日"
"支點","屋點","1","2520012","0","0","0","0","露點","野點"
"脫線","辮子","1","2520013","0","0","0","0","瀏海","流蘇"
"鐳","氚","1","2520015","0","0","0","0","磷","無機鹽"
"Skort","Over Knee Socks","1","2520016","0","0","0","0","Leggings","Pullover"
"餬","燕麥片","1","2520018","0","0","0","0","玉米片","穀麥"
"芳香族胺基酸","脂肪族胺基酸","1","2520020","0","0","0","0","含碘胺基酸","含硫胺基酸"
"專家推薦廣告","感官刺激廣告","1","2520022","0","0","0","0","片段廣告","潛意識廣告"
"６根","８根","1","2520023","0","0","0","0","５根","４根"
"親吻","磨蹭","1","2520024","0","0","0","0","跳舞","畫沙畫"
"男高音","男中音","1","2520025","0","0","0","0","女中低音","次女高音"
"熱力","彈簧","1","2520026","0","0","0","0","肌肉爆發力","液壓"
"全身的毛","全身內臟","1","2520028","0","0","0","0","全身肌肉","全身骨頭"
"U Season","T Season","1","2520029","0","0","0","0","S Season","R Season"
"將棋","花牌","1","2520033","0","0","0","0","麻將","圍棋"
"保持濕潤","洗掉寄身蟲","1","2520034","0","0","0","0","愛乾淨","讓手的觸覺更敏感"
"膝蓋","屁股","1","2520035","0","0","0","0","眼皮","腳底"
"0.05公分","１公分","1","2520037","0","0","0","0","0.8公分","0.3公分"
"Photo Frame","Picture Frame","1","2520038","0","0","0","0","Cloud Ballons","Speech Balloons"
"梅花國王","黑桃魔王","1","2520039","0","0","0","0","鑽石國王","紅心國王"
"青金岩","綠松色","1","2520040","0","0","0","0","紅寶石","紫水晶"
"御化曆","太陰曆","1","2520042","0","0","0","0","地球曆 ","太陽曆 "
"31周年","21周年","1","2520043","0","0","0","0","11周年","１周年"
"鎖針編織","短針編織","1","2520044","0","0","0","0","長針編織","平針編織"
"四暗刻","大三元","1","2520045","0","0","0","0","字一色","天和"
"五同點","葫蘆","1","2520047","0","0","0","0","順子","同花"
"磨紙","磨筆","1","2520048","0","0","0","0","磨石","磨墨"
"花苞","花包","1","2520049","0","0","0","0","草包","香包"
"西南","西北","1","2520050","0","0","0","0","東南","東北"
"轉轉領套頭衫","拳頭領套頭衫","1","2520051","0","0","0","0","船領套頭衫","圓領套頭衫"
"人偶色系","珍珠色","1","2520052","0","0","0","0","桃色","大地色"
"熱石按摩","刀療","1","2520054","0","0","0","0","刮骨","刮痧"
"洗碗精","清潔劑","1","2520055","0","0","0","0","排汗劑","體香劑"
"Stalker","Sidecar","1","2520056","0","0","0","0","Woofer","Choker"
"20組","30組","1","2520058","0","0","0","0","24組","26組"
"Solo","Quintet","1","2520059","0","0","0","0","Trio"," Quartet "
"示波器","氣壓錶","1","2520060","0","0","0","0","計時碼錶","節拍器"
"金將","角行","1","2520061","0","0","0","0","王將","飛龍"
"頂級的龍尾關東煮","雲海的魔物肉","1","2521001","0","0","0","0","天露金甘水","黃金無限飯糰"
"蜜","肉","1","2521002","0","0","0","0","白飯","蛋"
"弓","有我在喔好朋友1號","1","2521003","0","0","0","0","露營道具","陶鍋"
"隆之翼","龍之翼","1","2521004","0","0","0","0","隆之卵","龍之卵"
"和嘉夜一起打掃","對帆稀惡作劇","1","2521005","0","0","0","0","從賭場王手中偷出龍之卵","在帆稀的房間拍照"
"沒有住在熱帶的企鵝","國王企鵝","1","2530001","0","0","0","0","阿德利企鵝","加拉巴哥環企鵝"
"River","Pond","1","2530002","0","0","0","0","Swimming Pool","Tide Pool"
"Sharktooth","Cameltooth","1","2530003","0","0","0","0","Cattooth","Houndstooth"
"鴛鴦扣","琵琶扣","1","2530004","0","0","0","0","牛角扣","龍蝦扣"
"天命","天心","1","2530005","0","0","0","0","天王","天元"
"水晶","藍寶石","1","2530006","0","0","0","0","紅寶石","鑽石"
"Stoke Blood","Canary Blood","1","2530009","0","0","0","0","Crane Blood","Pigeon Blood"
"無調","後調","1","2530010","0","0","0","0","中調","前調"
"Hallen","Crane","1","2530012","0","0","0","0","Brain","Train"
"醃漬物","白飯","1","2530013","0","0","0","0","生魚片","清湯"
"巴納姆效應","鄧寧-克魯格效應","1","2530014","0","0","0","0","蔡加尼克效應","比馬龍效應"
"PS值","PQ值","1","2530016","0","0","0","0","PK值","PA值"
"解說同意","解說執行","1","2530018","0","0","0","0","知情執行","知情同意"
"湯實","湯莖","1","2530020","0","0","0","0","湯草","湯花"
"鎘","砷","1","2530021","0","0","0","0","鉛","汞"
"地圍","地元","1","2530022","0","0","0","0","八星","星位"
"289","256","1","2530023","0","0","0","0","324","361"
"72張","108張","1","2530024","0","0","0","0","52張","48張"
"９月","５月","1","2530025","0","0","0","0","１月","11月"
"耳","眼睛","1","2530028","0","0","0","0","鼻子","舌頭"
"白露","寒露","1","2530030","0","0","0","0","霜降","小寒"
