8292db861c588237caa82f6c455ca1cf39d92982c46a9969bd935e680f78f3b4,b0d7e120fa041602d7135985f5a7e143c8045c67d36dc72e5cb38be29512b2fa,c989225c1b5de3292fd07ae48348c3d262b7202894f2e09bf8522ae0eb1f393e,96cd2ad31fe8cc947f2aa9fe355da4282619b3a6e698ee72dea0e4746f2dbba1,2700e8a5d9b1c8fa4f7614784f04df86dda510da40d97484ec14251b4d4308e0,f76b706117a253bc41c22017b637e49f8659ed4386e20f516b88bc5170eae37e,fefe0cd0860bd2712c11cd0becc45c10b7bf10e1f44d3a38a8a7f68d4184fd4d,5a7942e8202b6d6c655b8ab8c716c42de2e83ee3c02a8483c91e4b9f2a4a4a7e,30bf7d4e359e339ca2a180e4646e9a56e107f242bdf38d702265ab63519505eb,9dcf379c6f387c6abace8b973ee287f865ab8060b5f273e63c2fc46584acfd63,b7883b4788d6ff052398e610c21fd9456e6a503a5be1796864462f5d427f6615,181e0e805a21ac13443d6190d1a845ab2f3430d245ae13999948d1871df68ece,0b364a0719a7cd0124dba48504a85ee85b69ceb57824f1150672e922d8214c97
"0","3","13110202","0","vo_minigame_1012_start_104","0","別放棄！","1","0","0","1","1","1102"
"0","3","13110203","0","vo_minigame_1012_start_105","0","要挽回劣勢！","1","0","0","1","1","1102"
"0","3","13110301","0","vo_minigame_1012_start_106","4","來，下一題！","1","0","2","1","1","1103"
"0","3","13110302","0","vo_minigame_1012_start_107","4","冷靜點！","1","0","2","1","1","1103"
"0","3","13110303","0","vo_minigame_1012_start_108","4","這題會回答嗎？","1","0","2","7","7","1103"
"0","3","13110304","0","vo_minigame_1012_start_109","7","還不能鬆懈！","1","0","5","2","2","1103"
"0","3","13110305","0","vo_minigame_1012_start_110","7","好了，下一題！","1","0","5","1","1","1103"
"0","3","13110306","0","vo_minigame_1012_start_111","7","還沒完喔！","1","0","5","8","8","1103"
"0","3","13110307","0","vo_minigame_1012_start_112","10","集中精神到最後一刻！","1","0","8","2","2","1103"
"0","1","13110308","0","vo_minigame_1012_start_113","10","最後衝刺！","1","0","8","8","8","1103"
"0","1","13110309","0","vo_minigame_1012_start_114","10","撐到最後！","1","0","8","1","1","1103"
"0","3","13110401","0","vo_minigame_1012_start_115","2","這可不能隨便選！","1","0","2","2","2","1104"
"0","3","13110402","0","vo_minigame_1012_start_116","2","哪個是正確答案呢？","1","0","2","7","7","1104"
"0","3","13110403","0","vo_minigame_1012_start_117","2","正解只有一個！","1","0","2","1","1","1104"
"0","3","13110404","0","vo_minigame_1012_start_118","1","是哪個呢？","1","0","1","3","3","1104"
"0","3","13110405","0","vo_minigame_1012_start_119","1","猶豫的時候就靠運氣！","1","0","1","2","2","1104"
"0","3","13110406","0","vo_minigame_1012_start_120","1","〇？還是×？","1","0","1","5","5","1104"
"0","3","13110407","0","vo_minigame_1012_start_121","3","請選擇幾個答案。","1","0","3","1","1","1104"
"0","3","13110408","0","vo_minigame_1012_start_122","3","有複數個答案！","1","0","3","0","0","1104"
"0","3","13110409","0","vo_minigame_1012_start_123","3","答案有幾個呢？","1","0","3","3","3","1104"
"0","3","13110501","0","vo_minigame_1012_start_127","0","看來你準備好了。","1","0","0","1","1","1105"
"0","3","13110502","0","vo_minigame_1012_start_128","0","好熟悉的題目呢！","1","0","0","10","10","1105"
"0","3","13110503","0","vo_minigame_1012_start_129","0","之前有答對喔。","1","0","0","8","8","1105"
"0","3","13110601","0","vo_minigame_1012_start_124","0","這題會回答嗎？","1","0","0","3","3","1106"
"0","3","13110602","0","vo_minigame_1012_start_125","0","還沒答對呢。","1","0","0","3","3","1106"
"0","3","13110603","0","vo_minigame_1012_start_126","0","挑戰，首次答對！","1","0","0","1","1","1106"
"0","3","13110701","0","vo_minigame_1012_start_130","0","到目前為止都很完美喔！","1","0","0","8","8","1107"
"0","3","13110702","0","vo_minigame_1012_start_131","0","最後就俐落地解決吧！","1","0","0","7","7","1107"
"0","3","13110801","0","vo_minigame_1012_start_132","0","下一題再錯的話……","1","0","0","3","3","1108"
"0","3","13110802","0","vo_minigame_1012_start_133","0","都最後了，答對一題吧！","1","0","0","2","2","1108"
"0","3","13120101","0","vo_minigame_1012_correct_100","0","答對了！","1","0","0","1","1","1201"
"0","3","13120102","0","vo_minigame_1012_correct_101","0","很行嘛！","1","0","0","7","7","1201"
"0","3","13120103","0","vo_minigame_1012_correct_102","0","不錯喔！","1","0","0","8","8","1201"
"0","3","13120104","0","vo_minigame_1012_correct_103","0","就是那個！","1","0","0","1","1","1201"
"0","3","13120105","0","vo_minigame_1012_correct_104","0","可以的！","1","0","0","1","1","1201"
"0","3","13120106","0","vo_minigame_1012_correct_105","0","很好！","1","0","0","8","8","1201"
"0","3","13120107","0","vo_minigame_1012_correct_106","0","完美！","1","0","0","7","7","1201"
"8","3","13120201","0","vo_minigame_1012_correct_110","3000","好快！","1","0.01","0","5","5","1202"
"0","3","13120202","0","vo_minigame_1012_correct_111","3000","厲害！","1","0","0","5","5","1202"
"0","3","13120203","0","vo_minigame_1012_correct_112","6000","節奏不錯喔！","1","0","3001","7","7","1202"
"0","3","13120204","0","vo_minigame_1012_correct_113","6000","速度真快！","1","0","3001","1","1","1202"
"0","3","13120205","0","vo_minigame_1012_correct_114","6000","太棒了！","1","0","3001","8","8","1202"
"0","3","13120206","0","vo_minigame_1012_correct_116","-1","有點猶豫了嗎？","1","0","13333","1","1","1202"
"8","3","13120301","0","vo_minigame_1012_correct_120","0","你是天才嗎！？","1","0.01","0","5","5","1203"
"0","3","13120401","0","vo_minigame_1012_correct_124","0","你記得呢！","1","0","0","1","1","1204"
"0","3","13120402","0","vo_minigame_1012_correct_126","0","好像很完美喔！","1","0","0","7","7","1204"
"0","3","13120501","0","vo_minigame_1012_correct_121","0","答對了呢！","1","0","0","8","8","1205"
"0","3","13120502","0","vo_minigame_1012_correct_122","0","那就是正確答案！","1","0","0","8","8","1205"
"0","3","13120601","0","vo_minigame_1012_correct_127","-1","又答對了！","1","0","3","5","5","1206"
"0","3","13120701","0","vo_minigame_1012_correct_130","-1","勝負現在開始！","1","0","3","1","1","1207"
"0","3","13130101","0","vo_minigame_1012_incorrect_100","0","答錯了！","1","0","0","4","4","1301"
"0","3","13130102","0","vo_minigame_1012_incorrect_101","0","不對！","1","0","0","2","2","1301"
"0","3","13130103","0","vo_minigame_1012_incorrect_102","0","不對耶……！","1","0","0","3","3","1301"
"0","3","13130104","0","vo_minigame_1012_incorrect_103","0","搞砸了……！","1","0","0","4","4","1301"
"0","3","13130105","0","vo_minigame_1012_incorrect_104","0","唉呀……！","1","0","0","4","4","1301"
"6","3","13130106","0","vo_minigame_1012_incorrect_105","0","可惜……！","1","0.01","0","3","3","1301"
"0","3","13130107","0","vo_minigame_1012_incorrect_106","0","下一題一定可以！","1","0","0","2","2","1301"
"0","3","13130201","0","vo_minigame_1012_incorrect_110","3000","冷靜點！？","1","0","0","3","3","1302"
"8","3","13130202","0","vo_minigame_1012_incorrect_111","3000","剛才是怎麼了！？","1","0.01","0","6","6","1302"
"0","3","13130203","0","vo_minigame_1012_incorrect_112","6000","不要急！","1","0","3001","3","3","1302"
"0","3","13130204","0","vo_minigame_1012_incorrect_113","6000","慢慢來就行了！","1","0","3001","2","2","1302"
"0","3","13130205","0","vo_minigame_1012_incorrect_114","6000","比起速度，答對更重要！","1","0","3001","2","2","1302"
"0","3","13130206","0","vo_minigame_1012_incorrect_115","-1","想太多了嗎？","1","0","20000","5","5","1302"
"0","3","13130301","0","vo_minigame_1012_incorrect_120","0","這樣沒辦法……","1","0","0","9","9","1303"
"6","3","13130401","0","vo_minigame_1012_incorrect_121","0","是你之前答對的題目喔？","1","0.01","0","3","3","1304"
"2","3","13130402","0","vo_minigame_1012_incorrect_122","0","有好好複習嗎？","1","0.01","0","6","6","1304"
"0","3","13130501","0","vo_minigame_1012_incorrect_124","0","有一部分對了！","1","0","0","1","1","1305"
"0","3","13130502","0","vo_minigame_1012_incorrect_125","0","嗯～真可惜！","1","0","0","5","5","1305"
"0","3","13140101","0","vo_minigame_1012_hint_100","0","如何……？","1","0","0","3","3","1401"
"0","3","13140102","0","vo_minigame_1012_hint_101","0","會回答嗎？","1","0","0","10","10","1401"
"2","3","13140103","0","vo_minigame_1012_hint_102","0","唔～嗯……","1","0.01","0","3","3","1401"
"0","3","13140104","0","vo_minigame_1012_hint_103","0","來，是哪個？","1","0","0","1","1","1401"
"0","3","13140105","0","vo_minigame_1012_hint_104","0","想一想……","1","0","0","1","1","1401"
"0","3","13140106","0","vo_minigame_1012_hint_105","0","你睡著了？","1","0","0","6","6","1401"
"0","3","13140107","0","vo_minigame_1012_hint_106","0","喂～","1","0","0","2","2","1401"
"0","3","13140108","0","vo_minigame_1012_hint_107","0","最差就是靠運氣了！","1","0","0","2","2","1401"
"0","3","13140109","0","vo_minigame_1012_hint_108","0","別分心啦！","1","0","0","2","2","1401"
"6","3","13140201","0","vo_minigame_1012_hint_110","0","好難啊……","1","0.01","0","3","3","1402"
"0","3","13140202","0","vo_minigame_1012_hint_111","0","好難啊……","1","0","0","3","3","1402"
"0","3","13140203","0","vo_minigame_1012_hint_112","0","要靠直覺嗎……？","1","0","0","9","9","1402"
"11","3","13150101","0","vo_minigame_1012_hint_113","20000","給你提示！","1","0.01","3001","7","7","1501"
"0","3","13150102","0","vo_minigame_1012_hint_114","20000","這樣能曉得嗎？","1","0","3001","1","1","1501"
"11","3","13150103","0","vo_minigame_1012_hint_115","20000","這可是特別服務！","1","0.01","3001","7","7","1501"
"0","3","13150104","0","vo_minigame_1012_hint_116","3000","已經要求助了？","1","0","0","5","5","1501"
"0","3","13150105","0","vo_minigame_1012_hint_117","3000","真拿你沒辦法～","1","0","0","9","9","1501"
"5","3","13160101","0","vo_minigame_1012_tap_100","4","什麼啦？","1","0.01","1","10","10","1601"
"5","3","13160102","0","vo_minigame_1012_tap_101","4","要我借你橡皮擦嗎？","1","0.01","1","10","10","1601"
"0","3","13160103","0","vo_minigame_1012_tap_102","9","這到底是怎樣啦？","1","0","5","4","4","1601"
"0","3","13160104","0","vo_minigame_1012_tap_103","9","沾到灰塵了嗎？","1","0","5","6","6","1601"
"1","3","13160105","0","vo_minigame_1012_tap_104","-1","我差不多要發火了喔！","1","0.01","10","2","2","1601"
"1","3","13160106","0","vo_minigame_1012_tap_105","-1","你是要摸幾次！！","1","0.01","10","2","2","1601"
"0","3","13200101","0","vo_minigame_1012_select_100","0","要學習哪個科目呢？\n請選擇吧！","1","0","0","1","1","2001"
"0","3","13200102","0","vo_minigame_1012_select_101","0","你很勤奮學習呢！\n那麼要選哪科呢？","1","0","0","8","8","2001"
"7","3","13200103","0","vo_minigame_1012_select_102","0","學習，學習，真有趣～♪\n……！快、快選啦！","1","3.03","0","8","4","2001"
"0","3","13400101","0","vo_minigame_1012_archive_100","0","可以回顧之前學過的內容喔，\n答錯的題目也能在這裡複習！","1","0","0","1","1","4001"
"4","1","21120101","0","vo_minigame_1012_correct_207","0","太好了，得到〇了～♪","2","0.01","0","2","2","1201"
"4","1","21120102","0","vo_minigame_1012_correct_208","0","太好了，秀才♪","2","0.01","0","2","2","1201"
"4","1","21120103","0","vo_minigame_1012_correct_209","0","不愧是秀才♪","2","0.01","0","3","3","1201"
"0","1","21120201","0","vo_minigame_1012_correct_215","-1","答對了……！","2","0","13333","5","5","1202"
"0","1","21120202","0","vo_minigame_1012_correct_217","-1","喔，答對了？","2","0","13333","6","6","1202"
"0","1","21120301","0","vo_minigame_1012_correct_218","0","好厲害～！","2","0","0","6","6","1203"
"4","1","21120302","0","vo_minigame_1012_correct_219","0","答對了～♪","2","0.01","0","2","2","1203"
"0","1","21120401","0","vo_minigame_1012_correct_225","0","記起來了～","2","0","0","2","2","1204"
"0","1","21120501","0","vo_minigame_1012_correct_223","0","終於答對了～！","2","0","0","4","4","1205"
"4","1","21120601","0","vo_minigame_1012_correct_228","-1","超嗨～♪","2","0.01","3","2","2","1206"
"0","1","21120701","0","vo_minigame_1012_correct_231","-1","開始逆轉！","2","0","3","3","3","1207"
"6","1","21130101","0","vo_minigame_1012_incorrect_207","0","氣氛低迷～","2","0.01","0","9","9","1301"
"0","1","21130102","0","vo_minigame_1012_incorrect_208","0","不對嗎？","2","0","0","4","4","1301"
"0","1","21130103","0","vo_minigame_1012_incorrect_209","0","好像不對吧？","2","0","0","4","4","1301"
"0","1","21130201","0","vo_minigame_1012_incorrect_216","-1","太慢了嗎？","2","0","20000","4","4","1302"
"0","1","21130202","0","vo_minigame_1012_incorrect_217","-1","我發呆了……！","2","0","20000","8","8","1302"
"6","1","21130301","0","vo_minigame_1012_incorrect_218","0","太嚴苛了～","2","0.01","0","4","4","1303"
"0","1","21130302","0","vo_minigame_1012_incorrect_219","0","難到翻呢～","2","0","0","8","8","1303"
"0","1","21130401","0","vo_minigame_1012_incorrect_223","0","咦？答錯了……？","2","0","0","6","6","1304"
"0","1","21130501","0","vo_minigame_1012_incorrect_226","0","就只差一點點了……！","2","0","0","8","8","1305"
"0","1","21300101","1","vo_minigame_1012_result_2000","10","厲害，全是〇嘛……！\n維持這個步調教人家的話，\n感覺人家腦袋也會變好～！","2","3.32","10","6","0","3001"
"3","1","21300102","1","vo_minigame_1012_result_2001","10","咦？只有〇……？\n原來真的有人考得到滿分……\n秀才真的好厲害……！","2","6.5","10","6","2","3001"
"5","1","21300103","1","vo_minigame_1012_result_2002","10","滿分嘛！好讚～！\n這對秀才來說\n該不會太簡單了？","2","3.1","10","3","6","3001"
"11","1","21300104","2","vo_minigame_1012_result_2003","10","很俐落地解決了呢！\n秀才，謝謝你教人家讀書～♪","2","2.06","10","3","2","3001"
"0","1","21300105","2","vo_minigame_1012_result_2004","10","即使是很難的題目也全對！\n太讓人激動了！\n秀才頭腦超好～","2","4.45","10","3","7","3001"
"11","1","21300106","2","vo_minigame_1012_result_2005","10","呀哈，考滿分耶！\n連一起讀書的人家都心情好好！","2","0.01","10","2","2","3001"
"11","1","21300107","3","vo_minigame_1012_result_2006","10","秀才，完美的滿分！\n這根本是最強的了！\n來吧，擊掌～！","2","6.64","10","2","3","3001"
"0","1","21300108","3","vo_minigame_1012_result_2007","10","秀才太完美了，\n變得好耀眼啊！\n只有〇是怎麼回事！？","2","0","10","6","6","3001"
"0","1","21300109","3","vo_minigame_1012_result_2008","10","題目超難也考了滿分嘛……！\n秀才老師真的很厲害！\n之後也要拜託你囉～","2","5.76","10","6","7","3001"
"0","1","21300110","1","vo_minigame_1012_result_2009","9","秀才，\n這該不會對你來說很輕鬆？\n都是答對的耶！","2","0","7","6","6","3001"
"0","1","21300111","1","vo_minigame_1012_result_2010","9","好多個〇，笑死～\n話說秀才好會教！\n超級淺顯易懂的♪","2","2.59","7","2","7","3001"
"11","1","21300112","1","vo_minigame_1012_result_2011","9","有這麼多〇的話，\n心情就很好呢♪\n下次來拿滿分吧～！","2","4.09","7","2","3","3001"
"0","1","21300113","2","vo_minigame_1012_result_2012","9","距離滿分只差一點了嘛！\n不愧是秀才！\n心情都嗨起來了～","2","2.47","7","2","3","3001"
"11","1","21300114","2","vo_minigame_1012_result_2013","9","呀哈，答對好多～\n真是的，下次就滿分了吧！\n心情都嗨起來了呢♪","2","0.01","7","3","3","3001"
"0","1","21300115","2","vo_minigame_1012_result_2014","9","多虧秀才，\n人家也更懂了一些！","2","0","7","2","2","3001"
"0","1","21300116","3","vo_minigame_1012_result_2015","9","雖然題目超難，\n但也都是〇嘛……！\n秀才真的好可靠！","2","3.45","7","6","2","3001"
"0","1","21300117","3","vo_minigame_1012_result_2016","9","要追上秀才老師，\n並追過他！\n人家也要加油～！","2","0","7","3","3","3001"
"0","1","21300118","3","vo_minigame_1012_result_2017","9","雖然題目超難，\n但只差一點就滿分了！\n真是的～都這麼高分了，\n那也只能繼續拚了吧！","2","4","7","2","3","3001"
"0","1","21300119","1","vo_minigame_1012_result_2018","6","喔！還有一半，\n人家也\n再繼續加油一下吧！","2","0.92","4","6","0","3001"
"0","1","21300120","1","vo_minigame_1012_result_2019","6","雖然還有搞不懂的題目，\n但分數不差吧？\n心情也嗨起來了，\n下次能考更高分吧？","2","4.36","4","0","3","3001"
"0","1","21300121","1","vo_minigame_1012_result_2020","6","大概一半吧？\n那好戲現在才上場呢！\n專心，專心！","2","2.35","4","6","2","3001"
"0","1","21300122","2","vo_minigame_1012_result_2021","6","這樣是一半左右？\n好，總之避開不及格了！\n好耶～！","2","2.13","4","0","2","3001"
"0","1","21300123","2","vo_minigame_1012_result_2022","6","還有一半呢！\n加油加油，秀才！\n人家也在努力～！","2","2.38","4","0","2","3001"
"0","1","21300124","2","vo_minigame_1012_result_2023","6","唔嗯～果然很難呢。\n不過有一半是〇，\n感覺可以呢！","2","3.5","4","4","0","3001"
"0","1","21300125","3","vo_minigame_1012_result_2024","6","大概答對一半？\n這就表示，\n再一半就滿分了嘛！","2","2.25","4","0","6","3001"
"0","1","21300126","3","vo_minigame_1012_result_2025","6","秀才，你很行嘛！\n咦？目標是更高分？\n那人家也要加油！","2","2.14","4","3","6","3001"
"0","1","21300127","3","vo_minigame_1012_result_2026","6","題目難到翻，\n卻答對了一半……！？\n秀才狀況真棒！","2","3.75","4","6","2","3001"
"5","1","21300128","1","vo_minigame_1012_result_2027","3","難到爆呢～\n……咦？這算簡單的嗎？\n嘿嘿，騙人～？","2","2.53","1","4","10","3001"
"9","1","21300129","1","vo_minigame_1012_result_2028","3","那個那個，秀才，\n你不用配合人家，\n故意考低分喔？","2","0.01","1","4","4","3001"
"0","1","21300130","1","vo_minigame_1012_result_2029","3","暖身就到此結束……\n秀才，接下來要認真囉！","2","2.93","1","0","3","3001"
"4","1","21300131","2","vo_minigame_1012_result_2030","3","啊，秀才，\n你分數跟人家一樣嘛！\n我們一起被當吧～♪","2","4.26","1","0","3","3001"
"0","1","21300132","2","vo_minigame_1012_result_2031","3","我看看……\n再教人家一次的話，\n感覺下次就能考更高喔！","2","0","1","10","10","3001"
"5","1","21300133","2","vo_minigame_1012_result_2032","3","人家也完全看不懂～\n哪裡錯了呢……？\n要再學習一次看看嗎？","2","4.98","1","9","0","3001"
"9","1","21300134","3","vo_minigame_1012_result_2033","3","題目難到爆真的完全不懂……\n怎麼辦……\n秀才，救救人家～","2","0.01","1","4","4","3001"
"6","1","21300135","3","vo_minigame_1012_result_2034","3","好像不及格了？\n唔嗯～機會難得，\n就跟人家一起加油吧！","2","0.01","1","4","4","3001"
"11","1","21300136","3","vo_minigame_1012_result_2035","3","果然很難呢……\n不過也不是0分，\n沒關係的吧！","2","2.51","1","4","10","3001"
"0","1","21300137","1","vo_minigame_1012_result_2036","0","好，結果是……\n呃，0分是真的假的！？\n秀才，你怎麼了？","2","2.54","0","0","6","3001"
"5","1","21300138","1","vo_minigame_1012_result_2037","0","秀才是故意拿0分的吧？\n不是嗎？真的～？","2","4.08","0","2","10","3001"
"0","1","21300139","1","vo_minigame_1012_result_2038","0","秀才，你是0分呢……\n乾脆換人家來教你讀書吧……？","2","3.41","0","6","4","3001"
"0","1","21300140","2","vo_minigame_1012_result_2039","0","嗯……\n完全搞不懂！\n不過讀書這回事，\n老是這樣吧！","2","4.1","0","10","8","3001"
"4","1","21300141","2","vo_minigame_1012_result_2040","0","這些我們學過嗎？\n秀才也不記得？\n那就沒辦法了吧！\n繼續考吧，繼續！","2","5.8","0","6","2","3001"
"3","1","21300142","2","vo_minigame_1012_result_2041","0","那個那個，全部是×的狀況，\n這也很稀有吧？\n不能開心嗎？","2","4.6","0","10","8","3001"
"0","1","21300143","3","vo_minigame_1012_result_2042","0","人家知道題目很難了！\n這也算有前進一步了……對吧？\n下次再加油吧！","2","6.04","0","10","2","3001"
"4","1","21300144","3","vo_minigame_1012_result_2043","0","0分……！不過不過，\n我們的心情是滿分嘛♪\n秀才，再挑戰一次吧！","2","1.92","0","9","3","3001"
"0","1","21300145","3","vo_minigame_1012_result_2044","0","跟秀才同分，\n人家好像有點高興喔？\n一起從0開始加油吧～！","2","0","0","7","7","3001"
"0","2","22120101","0","vo_minigame_1012_correct_232","0","欸嘿嘿～","2","0","0","2","2","1201"
"0","2","22120102","0","vo_minigame_1012_correct_233","0","哦～","2","0","0","6","6","1201"
"0","2","22120103","0","vo_minigame_1012_correct_234","0","答對～♪","2","0","0","3","3","1201"
"0","2","22120201","0","vo_minigame_1012_correct_235","3000","咻～！","2","0","0","2","2","1202"
"0","2","22120202","0","vo_minigame_1012_correct_236","3000","真行～！","2","0","0","2","2","1202"
"0","2","22120203","0","vo_minigame_1012_correct_237","6000","好耶～","2","0","3001","3","3","1202"
"0","2","22120204","0","vo_minigame_1012_correct_238","-1","千鈞一髮～！","2","0","13333","6","6","1202"
"0","2","22120301","0","vo_minigame_1012_correct_239","0","怎麼樣啊！","2","0","0","7","7","1203"
"4","2","22120401","0","vo_minigame_1012_correct_241","0","對吧♪","2","0.01","0","3","3","1204"
"0","2","22120501","0","vo_minigame_1012_correct_240","0","答對了！","2","0","0","6","6","1205"
"0","2","22120601","0","vo_minigame_1012_correct_242","-1","超強～","2","0","3","2","2","1206"
"0","2","22120701","0","vo_minigame_1012_correct_243","-1","可不會輸的～","2","0","3","5","5","1207"
"0","2","22130101","0","vo_minigame_1012_incorrect_227","0","不行嗎？","2","0","0","4","4","1301"
"6","2","22130102","0","vo_minigame_1012_incorrect_228","0","失望……！","2","0.01","0","4","4","1301"
"0","2","22130103","0","vo_minigame_1012_incorrect_229","0","嗯嗯……！","2","0","0","5","5","1301"
"0","2","22130202","0","vo_minigame_1012_incorrect_231","3000","咦咦……！？","2","0","0","6","6","1302"
"0","2","22130203","0","vo_minigame_1012_incorrect_232","6000","唉呀～","2","0","3001","4","4","1302"
"0","2","22130204","0","vo_minigame_1012_incorrect_233","-1","等等人家～","2","0","20000","4","4","1302"
"0","2","22130301","0","vo_minigame_1012_incorrect_234","0","難到翻～","2","0","0","9","9","1303"
"0","2","22130401","0","vo_minigame_1012_incorrect_235","0","是什麼來著？","2","0","0","10","10","1304"
"0","2","22130501","0","vo_minigame_1012_incorrect_236","0","不甘心～","2","0","0","5","5","1305"
"3","2","22170101","0","vo_minigame_1012_time_200","30000","好像快結束了！","2","0.01","20000","6","6","1701"
"9","2","22170102","0","vo_minigame_1012_time_201","30000","得加快腳步……！","2","0.01","20000","5","5","1701"
"4","2","22300101","1","vo_minigame_1012_result_2045","-1","〇超多的，笑死～\n秀才很順地一直答題，\n真的好帥喔♪","2","2.81","20","2","3","3001"
"11","2","22300102","1","vo_minigame_1012_result_2046","-1","分數很好看嘛！\n這對秀才來說，\n該不會太簡單了吧？","2","2.31","20","3","2","3001"
"11","2","22300103","1","vo_minigame_1012_result_2047","-1","呀哈，已經很完美了呢♪\n希望你也能教人家其他題目～\n接著要不要挑戰難一點的？","2","0.01","20","3","3","3001"
"11","2","22300104","2","vo_minigame_1012_result_2048","-1","都是些難題，\n但有好多〇耶……！\n不愧是秀才老師～！","2","4.33","20","6","7","3001"
"0","2","22300105","2","vo_minigame_1012_result_2049","-1","只不過是一起讀書，\n人家就感覺\n自己也變聰明了……！\n真的很感謝！","2","5.73","20","6","2","3001"
"8","2","22300106","2","vo_minigame_1012_result_2050","-1","這是很難的題目吧？\n為什麼那麼輕鬆就答出來了？\n秀才太厲害了！","2","0.01","20","6","6","3001"
"0","2","22300107","3","vo_minigame_1012_result_2051","-1","明明難翻天了，\n卻一瞬間就回答出來……！\n秀才你的頭腦太好了吧？","2","4.02","20","6","3","3001"
"11","2","22300108","3","vo_minigame_1012_result_2052","-1","答對，答對，全都答對～\n呀哈哈，好厲害！\n不愧是秀才！\n擊掌～！","2","5.24","20","2","3","3001"
"4","2","22300109","3","vo_minigame_1012_result_2053","-1","你教了人家這麼多，\n考試已經很輕鬆了吧！\n秀才，真的很謝謝你♪","2","4.6","20","2","3","3001"
"0","2","22300110","1","vo_minigame_1012_result_2054","-1","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","2","5.57","20","6","10","3001"
"0","2","22300112","2","vo_minigame_1012_result_2054","-1","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","2","5.57","20","6","10","3001"
"0","2","22300114","3","vo_minigame_1012_result_2054","-1","人家還是第一次看到這種狀況……！\n秀才老師，太神了！\n對了，把這裝飾起來當作紀念吧♪\n咦？這樣有點羞恥？","2","5.57","20","6","10","3001"
"0","2","22300116","1","vo_minigame_1012_result_2056","19","題目超多的，\n秀才卻俐落地一一回答了出來，\n超級可靠的！","2","0","15","2","2","3001"
"11","2","22300117","1","vo_minigame_1012_result_2057","19","喔～不愧是秀才！\n〇的數量也超秀才的呢♪\n耶～！","2","5.23","15","6","3","3001"
"11","2","22300118","1","vo_minigame_1012_result_2058","19","秀才，你拿了好多〇嘛♪\n你教人家的東西，\n人家好像也記了很多喔？","2","3.23","15","3","2","3001"
"10","2","22300119","2","vo_minigame_1012_result_2059","19","狠嗨的分數嘛！\n總之先來個驕傲的表情吧？\n預備～怎麼樣啊……！","2","6","15","3","7","3001"
"0","2","22300120","2","vo_minigame_1012_result_2060","19","漸漸開始能答出很難的題目，\n好開心喔～\n有點感動～","2","0","15","7","7","3001"
"0","2","22300121","2","vo_minigame_1012_result_2061","19","回答了這麼多題，\n秀才的腦筋都不會秀逗嗎？\n厲害……！","2","0","15","6","6","3001"
"3","2","22300122","3","vo_minigame_1012_result_2062","19","哇哇，都是〇……！\n狀態這麼好的話，\n下次可以拿到20分吧？","2","3.06","15","6","2","3001"
"0","2","22300123","3","vo_minigame_1012_result_2063","19","〇竟然有15個以上……！\n這難翻天了說，超厲害～\n人家也得多努力！","2","5.74","15","6","5","3001"
"0","2","22300124","3","vo_minigame_1012_result_2064","19","好厲害的集中力……！\n對秀才來說，\n越難的題目\n該不會越能燃起鬥志？","2","2.67","15","6","3","3001"
"0","2","22300131","1","vo_minigame_1012_result_2067","14","呀哈，感覺不錯！\n答出了很多題目，\n這就是人家說的……\n讀書的成果吧♪","2","0","10","3","3","3001"
"0","2","22300132","1","vo_minigame_1012_result_2068","14","〇有10個以上呢♪\n多虧有秀才，\n人家的腦袋，\n也稍微變好了一些吧？","2","0","10","2","2","3001"
"0","2","22300133","1","vo_minigame_1012_result_2069","14","答對了很多吧？\n果然〇越多的話，\n心情就會越嗨呢～","2","2.28","10","10","2","3001"
"0","2","22300134","2","vo_minigame_1012_result_2070","14","讀書這回事啊，\n一發現自己懂了之後，\n就還蠻開心的呢！","2","0","10","2","2","3001"
"0","2","22300135","2","vo_minigame_1012_result_2071","14","答對了10題以上！？\n步調很不錯嘛？\n很順利，很順利～","2","2.1","10","6","2","3001"
"0","2","22300136","2","vo_minigame_1012_result_2072","14","答對了好多！\n就算是困難的題目，\n只要和秀才在一起就不可怕♪","2","2.13","10","2","3","3001"
"0","2","22300137","3","vo_minigame_1012_result_2073","14","這種難翻天的題目也能教會人家，\n秀才超貼心的，真的很謝謝你！\n我們一起加油吧♪","2","0","10","7","7","3001"
"0","2","22300138","3","vo_minigame_1012_result_2074","14","題目明明難翻天了，\n卻有好多〇，\n秀才太厲害了吧？","2","0","10","6","6","3001"
"0","2","22300139","3","vo_minigame_1012_result_2075","14","題目難翻天還能這麼快答完，\n很厲害嘛……？\n人家也要加油追上你！","2","4.21","10","6","5","3001"
"0","2","22300146","1","vo_minigame_1012_result_2078","9","還不錯嘛？\n不過不過，\n秀才和人家的話，\n感覺還能表現得更好！","2","1.94","5","0","3","3001"
"0","2","22300147","1","vo_minigame_1012_result_2079","9","好想要更多〇呢……\n看來也只能腳踏實地學習了，\n能再教人家一次嗎？","2","2.28","5","4","0","3001"
