f33626a05c6667381e87d17fb97ad01ca825e4421ce96014ecc8a7495a3cbc44,437ccd3910723c7edc516fdab40b87ff81a82487be37ccd81410adfe1721816b,84275b47d4e28ba2af3e052d5fd9b9aa378c740db454ad90016194486218b3d8,8296503cb4dc787dca27cb6354f5a7142459bbf3cdfa7d67eb51b09f78a22afd,8b349654e5632e0715459815df70ed85f0db9c46e423520533a3764e6bd86522,f92af8a29a4d4a34693df09d26ac6b83f6eceb083ef9cb035e1233d035d3a5ac,244892b3725b0b918675c96f8126365cbac6ba079a5bff0b240080ad4d36c657,c6ce44cfbd31356e1be6515a8f097aff1e7f2a05dd0e5835d7e6f5ab285ccb16,58a913dea310756ddc10f4d171175e7eb43ddc61ffca97628ff4c2d95ec6a246,189836b612b95c58374d981e9877bf7b4ff8fcb1b79f131688260fe542013f8d,b7c7c8045a9e85c08a3e9ebc49c15c8461ab6e3111de818875c446b5d0717ec7
"93","","1007005","","","","","1007005077","","3",""
"3","","1007005","","svd_idle_thinking","1","1","1007005078","0.2","113411",""
"12","0","1007005","","6","","1","1007005079","0","113511",""
"3","","1007005","","svd_talk_normal","","1","1007005080","0.2","113511",""
"93","","1007005","","","","","1007005081","","3",""
"3","","1007005","","svd_idle_normal","","1","1007005082","0.2","113511",""
"12","0","1007005","","9","","1","1007005083","0","113411",""
"3","","1007005","","svd_talk_memory","1","1","1007005084","0.2","113411",""
"93","","1007005","","","","","1007005085","","3",""
"3","","1007005","","svd_idle_memory","1","1","1007005086","0.2","113411",""
"101","","1007005","","","","","1007005087","","1007005071",""
"6","0","1007005","","1","0","1","1007005088","1","333","1"
"4","","1007005","","1","","","1007005089","","113511",""
"3","","1007005","","svd_run","","1","1007005090","0.2","113511",""
"2","","1007005","","-750","0","-300","1007005091","","113511","0.8"
"4","","1007005","","0","","","1007005092","","113411",""
"3","","1007005","","svd_run","","1","1007005093","0.2","113411",""
"2","","1007005","","750","0","-300","1007005094","","113411","0.8"
"93","","1007005","","","","","1007005095","","0.6",""
"6","0","1007005","","1","0","1","1007005096","0.2","113511","1"
"6","0","1007005","","1","0","1","1007005097","0.2","113411","1"
"91","","1007005","","","","","1007005098","","0",""
"5","0","1007006","svd_idle_normal","113511","-300","100","1007006001","2.08","2","-750"
"5","1","1007006","svd_idle_normal","113411","-300","100","1007006002","2.08","1","650"
"5","0","1007006","svd_white_loop","333","0","0","1007006003","1","3","0"
"6","0","1007006","","1","0","1","1007006004","0","333","1"
"7","","1007006","","2","","0","1007006005","","113511","0"
"2","","1007006","","-750","0","-300","1007006006","","113511","0.5"
"6","0","1007006","","1","0","1","1007006007","0","113411","1"
"31","","1007006","","17","0.8","-140","1007006008","0","7","-40"
"34","","1007006","","2","","0","1007006009","","17","0"
"93","","1007006","","","","","1007006010","","1",""
"6","0","1007006","","1","0.4","1","1007006011","0.8","333","1"
"3","0","1007006","","svd_idle_see_sad_pre2","1","0","1007006012","0.2","113511","svd_idle_see_sad2"
"2","","1007006","","-600","0","-300","1007006013","","113511","1.1"
"93","","1007006","","","","","1007006014","","1",""
"32","","1007006","","1","","","1007006015","","17",""
"91","","1007006","","","","","1007006016","","0",""
"94","","1007006","","240","80","260","1007006017","","113511","0"
"32","","1007006","","0","","","1007006018","","17",""
"12","0","1007006","","15","","1","1007006019","0","113511",""
"3","","1007006","","svd_walk_sad2","","1","1007006020","0.2","113511",""
"7","","1007006","","0","","2","1007006021","","113511","0"
"2","","1007006","","-250","0","-300","1007006022","","113511","2"
"93","","1007006","","","","","1007006023","","2",""
"3","","1007006","","svd_idle_sad","","1","1007006024","0.2","113511",""
"93","","1007006","","","","","1007006025","","0.5",""
"91","","1007006","","","","","1007006026","","0",""
"3","","1007006","","svd_talk_sad","","1","1007006027","0.2","113511",""
"21","","1007006","","vo_svd_0621","","0","1007006028","","vo_svd","0"
"11","0","1007006","1","竟然連一隻魚都沒釣到……\n我還真是沒用……","0","6","1007006029","0","113511","0"
"91","","1007006","","","","","1007006030","","0",""
"3","","1007006","","svd_idle_sad","","1","1007006031","0.2","113511",""
"3","","1007006","","svd_walk_glad","","1","1007006032","0.2","113411",""
"2","","1007006","","250","0","-300","1007006033","","113411","2"
"6","0","1007006","","1","1","1","1007006034","0.4","113411","1"
"93","","1007006","","","","","1007006035","","2",""
"3","","1007006","","svd_idle_normal","","1","1007006036","0.2","113411",""
"93","","1007006","","","","","1007006037","","0.4",""
"3","","1007006","","svd_talk_memory","","1","1007006038","0.2","113411",""
"21","","1007006","","vo_svd_0622","","0","1007006039","","vo_svd","0"
"11","0","1007006","1","不過，釣魚時的弟弟\n非常帥氣呢……","0","6","1007006040","0","113411","0"
"91","","1007006","","","","","1007006041","","0",""
"3","","1007006","","svd_idle_memory","","1","1007006042","0.2","113411",""
"3","","1007006","","svd_talk_memory","","1","1007006043","0.2","113511",""
"21","","1007006","","vo_svd_0623","","0","1007006044","","vo_svd","0"
"11","0","1007006","1","是啊……能被如此\n帥氣的大人釣到，\n魚也死得其所了吧……","0","6","1007006045","0","113511","0"
"91","","1007006","","","","","1007006046","","0",""
"3","","1007006","","svd_idle_memory","","1","1007006047","0.2","113511",""
"3","","1007006","","svd_talk_normal","","1","1007006048","0.2","113411",""
"21","","1007006","","vo_svd_0624","","0","1007006049","","vo_svd","0"
"11","0","1007006","1","但是，下次要由我們\n來招待弟弟！","0","6","1007006050","0","113411","0"
"91","","1007006","","","","","1007006051","","0",""
"3","","1007006","","svd_idle_normal","","1","1007006052","0.2","113411",""
"3","","1007006","","svd_talk_sad","","1","1007006053","0.2","113511",""
"21","","1007006","","vo_svd_0625","","0","1007006054","","vo_svd","0"
"11","0","1007006","1","可是釣魚比想像中的\n困難許多……\n這樣的話……","0","5","1007006055","0","113511","0"
"91","","1007006","","","","","1007006056","","0",""
"3","","1007006","","svd_idle_sad","","1","1007006057","0.2","113511",""
"3","0.2","1007006","","svd_surprise","1","0","1007006058","0.2","113411","svd_talk_joy2"
"21","","1007006","","vo_svd_0626","","0","1007006059","","vo_svd","0"
"11","0","1007006","1","……！潛水！\n潛入水中的話或許能行唷！","0","6","1007006060","0","113411","0"
"91","","1007006","","","","","1007006061","","0",""
"3","","1007006","","svd_idle_joy2","","1","1007006062","0.2","113411",""
"3","0.2","1007006","","svd_surprise","1","0","1007006063","0.2","113511","svd_talk_wish"
"21","","1007006","","vo_svd_0627","","0","1007006064","","vo_svd","0"
"11","0","1007006","1","原來如此！\n那就趕緊出發吧！\n去狩獵深海的霸主！","0","6","1007006065","0","113511","0"
"93","","1007006","","","","","1007006066","","3",""
"3","0.2","1007006","","svd_attack_standby","1","0","1007006067","0.2","113511","svd_attack_idle"
"91","","1007006","","","","","1007006068","","1007006065",""
"93","","1007006","","","","","1007006069","","0",""
"3","0.2","1007006","","svd_attack_finish","1","0","1007006070","0.2","113511","svd_idle_normal"
"93","","1007006","","","","","1007006071","","0.4",""
"102","","1007006","","","","","1007006072","","",""
"93","","1007006","","","","","1007006073","","1",""
"12","0","1007006","","11","","1","1007006074","0","113511",""
"3","0.2","1007006","","svd_cmn_think","1","0","1007006075","0.2","113511","svd_idle_thinking"
"93","","1007006","","","","","1007006076","","3",""
"3","","1007006","","svd_idle_thinking","","1","1007006077","0.2","113511",""
"12","0","1007006","","4","","1","1007006078","0","113411",""
"3","0.2","1007006","","svd_surprise","1","0","1007006079","0.2","113411","svd_idle_surprise1"
"93","","1007006","","","","","1007006080","","3",""
"3","","1007006","","svd_idle_surprise1","1","1","1007006081","0.2","113411",""
"12","0","1007006","","1","","1","1007006082","0","113511",""
"3","","1007006","","svd_talk_sad","","1","1007006083","0.2","113511",""
"93","","1007006","","","","","1007006084","","3",""
"3","","1007006","","svd_idle_sad","","1","1007006085","0.2","113511",""
"12","0","1007006","","7","","1","1007006086","0","113411",""
"3","","1007006","","svd_talk_normal","1","1","1007006087","0.2","113411",""
"93","","1007006","","","","","1007006088","","3",""
"3","","1007006","","svd_idle_normal","1","1","1007006089","0.2","113411",""
"101","","1007006","","","","","1007006090","","1007006074",""
"6","0","1007006","","1","0","1","1007006091","1","333","1"
"4","","1007006","","1","","","1007006092","","113511",""
"3","","1007006","","svd_run","","1","1007006093","0.2","113511",""
"2","","1007006","","-750","0","-300","1007006094","","113511","0.8"
"4","","1007006","","0","","","1007006095","","113411",""
"3","","1007006","","svd_run","","1","1007006096","0.2","113411",""
"2","","1007006","","750","0","-300","1007006097","","113411","0.8"
"93","","1007006","","","","","1007006098","","0.6",""
"6","0","1007006","","1","0","1","1007006099","0.2","113511","1"
"6","0","1007006","","1","0","1","1007006100","0.2","113411","1"
"91","","1007006","","","","","1007006101","","0",""
"5","0","1007007","svd_idle_normal","113511","-560","100","1007007001","2.08","1","-250"
"5","1","1007007","svd_idle_normal","113411","-560","100","1007007002","2.08","2","250"
"5","0","1007007","svd_white_loop","333","0","0","1007007003","1","3","0"
"6","0","1007007","","1","0","1","1007007004","0","333","1"
"6","0","1007007","","1","0","1","1007007005","0","113511","1"
"6","0","1007007","","1","0","1","1007007006","0","113411","1"
"93","","1007007","","","","","1007007007","","1",""
"6","0","1007007","","1","0.4","1","1007007008","0.8","333","1"
"3","0.2","1007007","","svd_jump2","1","0","1007007009","0.2","113511","svd_idle_normal"
"3","0.2","1007007","","svd_jump2","1","0","1007007010","0.2","113411","svd_idle_normal"
"93","","1007007","","","","","1007007011","","0.3",""
"2","","1007007","","-250","0","-300","1007007012","","113511","0.75"
"2","","1007007","","250","0","-300","1007007013","","113411","0.75"
"6","0","1007007","","1","1","1","1007007014","0.4","113511","1"
"6","0","1007007","","1","1","1","1007007015","0.4","113411","1"
"12","0","1007007","","6","","0.2","1007007016","0","113511",""
"12","0","1007007","","6","","0.2","1007007017","0","113411",""
"93","","1007007","","","","","1007007018","","1.2",""
"91","","1007007","","","","","1007007019","","0",""
"3","","1007007","","svd_idle_normal","","1","1007007020","0.2","113411",""
"3","","1007007","","svd_talk_joy2","","1","1007007021","0.2","113511",""
"21","","1007007","","vo_svd_0721","","0","1007007022","","vo_svd","0"
"11","0","1007007","1","看見弟弟玩得這麼開心，\n姐姐也很高興呢！","0","7","1007007023","0","113511","0"
"91","","1007007","","","","","1007007024","","0",""
"3","","1007007","","svd_idle_joy2","","1","1007007025","0.2","113511",""
"3","","1007007","","svd_talk_memory","","1","1007007026","0.2","113411",""
"21","","1007007","","vo_svd_0722","","0","1007007027","","vo_svd","0"
"11","0","1007007","1","而且，漏接大人的球，\n本來就是不可\n饒恕的行為……","0","6","1007007028","0","113411","0"
"91","","1007007","","","","","1007007029","","0",""
"3","","1007007","","svd_idle_memory","","1","1007007030","0.2","113411",""
"3","","1007007","","svd_talk_joy2","","1","1007007031","0.2","113511",""
"21","","1007007","","vo_svd_0723","","0","1007007032","","vo_svd","0"
"11","0","1007007","1","妳說的沒錯！\n無論球飛往哪裡，\n我們都會一一打回去！","0","6","1007007033","0","113511","0"
"91","","1007007","","","","","1007007034","","0",""
"3","","1007007","","svd_idle_joy2","","1","1007007035","0.2","113511",""
"3","","1007007","","svd_talk_sad","","1","1007007036","0.2","113411",""
"21","","1007007","","vo_svd_0724","","0","1007007037","","vo_svd","0"
"11","0","1007007","1","但如果把球視作\n大人送的禮物，\n就會不由自主地想收下……","0","6","1007007038","0","113411","0"
"91","","1007007","","","","","1007007039","","0",""
"3","","1007007","","svd_idle_sad","","1","1007007040","0.2","113411",""
"3","","1007007","","svd_talk_anger","","1","1007007041","0.2","113511",""
"21","","1007007","","vo_svd_0725","","0","1007007042","","vo_svd","0"
"11","0","1007007","1","不行啦！我們要戰勝誘惑，\n好好把球打回去！\n那樣才是對的……","0","7","1007007043","0","113511","0"
"93","","1007007","","","","","1007007044","","4.2",""
"3","","1007007","","svd_talk_sad","","1","1007007045","0.2","113511",""
"91","","1007007","","","","","1007007046","","1007007043",""
"3","","1007007","","svd_idle_sad","","1","1007007047","0.2","113511",""
"3","","1007007","","svd_talk_sad","","1","1007007048","0.2","113411",""
"21","","1007007","","vo_svd_0726","","0","1007007049","","vo_svd","0"
"11","0","1007007","1","沙灘排球……\n真是項殘酷的運動……","0","5","1007007050","0","113411","0"
"91","","1007007","","","","","1007007051","","0",""
"3","","1007007","","svd_idle_sad","","1","1007007052","0.2","113411",""
"102","","1007007","","","","","1007007053","","",""
"93","","1007007","","","","","1007007054","","1",""
"12","0","1007007","","13","","1","1007007055","0","113511",""
"3","","1007007","","svd_talk_normal","","1","1007007056","0.2","113511",""
"93","","1007007","","","","","1007007057","","3",""
"3","","1007007","","svd_idle_normal","","1","1007007058","0.2","113511",""
"12","0","1007007","","12","","1","1007007059","0","113411",""
"3","","1007007","","svd_talk_sad","1","1","1007007060","0.2","113411",""
"93","","1007007","","","","","1007007061","","3",""
"3","","1007007","","svd_idle_sad","1","1","1007007062","0.2","113411",""
"12","0","1007007","","4","","1","1007007063","0","113511",""
"3","","1007007","","svd_talk_anger","","1","1007007064","0.2","113511",""
"93","","1007007","","","","","1007007065","","3",""
"3","","1007007","","svd_idle_wish","","1","1007007066","0.2","113511",""
"12","0","1007007","","11","","1","1007007067","0","113411",""
"3","","1007007","","svd_talk_wish","1","1","1007007068","0.2","113411",""
"93","","1007007","","","","","1007007069","","3",""
"3","","1007007","","svd_idle_wish","1","1","1007007070","0.2","113411",""
"101","","1007007","","","","","1007007071","","1007007055",""
"6","0","1007007","","1","0","1","1007007072","1","333","1"
"4","","1007007","","1","","","1007007073","","113511",""
"3","","1007007","","svd_run","","1","1007007074","0.2","113511",""
"2","","1007007","","-750","0","-300","1007007075","","113511","0.8"
"4","","1007007","","0","","","1007007076","","113411",""
"3","","1007007","","svd_run","","1","1007007077","0.2","113411",""
"2","","1007007","","750","0","-300","1007007078","","113411","0.8"
"93","","1007007","","","","","1007007079","","0.6",""
"6","0","1007007","","1","0","1","1007007080","0.2","113511","1"
"6","0","1007007","","1","0","1","1007007081","0.2","113411","1"
"91","","1007007","","","","","1007007082","","0",""
"5","0","1007008","svd_idle_normal","113511","-300","100","1007008001","2.08","2","-650"
"5","1","1007008","svd_idle_normal","113411","-300","100","1007008002","2.08","1","650"
"5","0","1007008","svd_white_loop","333","0","0","1007008003","1","3","0"
"6","0","1007008","","1","0","1","1007008004","0","333","1"
"6","0","1007008","","1","0","1","1007008005","0","113511","1"
"6","0","1007008","","1","0","1","1007008006","0","113411","1"
"93","","1007008","","","","","1007008007","","1",""
"6","0","1007008","","1","0.4","1","1007008008","0.8","333","1"
"3","","1007008","","svd_walk_sad","","1","1007008009","0.2","113511",""
"2","","1007008","","-250","0","-300","1007008010","","113511","2"
"6","0","1007008","","1","1","1","1007008011","0.4","113511","1"
"3","","1007008","","svd_walk_sad","","1","1007008012","0.2","113411",""
"2","","1007008","","250","0","-300","1007008013","","113411","2"
"6","0","1007008","","1","1","1","1007008014","0.4","113411","1"
"93","","1007008","","","","","1007008015","","2",""
"91","","1007008","","","","","1007008016","","0",""
"3","","1007008","","svd_idle_sad","","1","1007008017","0.2","113411",""
"3","","1007008","","svd_idle_sad","","1","1007008018","0.2","113511",""
"93","","1007008","","","","","1007008019","","0.6",""
"3","","1007008","","svd_talk_sad","","1","1007008020","0.2","113511",""
"21","","1007008","","vo_svd_0821","","0","1007008021","","vo_svd","0"
"11","0","1007008","1","終於……\n要面臨結束的這天了……","0","6","1007008022","0","113511","0"
"91","","1007008","","","","","1007008023","","0",""
"3","","1007008","","svd_idle_sad","","1","1007008024","0.2","113511",""
"3","","1007008","","svd_talk_sad","","1","1007008025","0.2","113411",""
"21","","1007008","","vo_svd_0822","","0","1007008026","","vo_svd","0"
"11","0","1007008","1","心裡充斥著\n見證了弟弟的努力\n所感受到的喜悅……","0","6","1007008027","0","113411","0"
"91","","1007008","","","","","1007008028","","0",""
"3","","1007008","","svd_idle_sad","","1","1007008029","0.2","113411",""
"3","","1007008","","svd_talk_sad","","1","1007008030","0.2","113511",""
"21","","1007008","","vo_svd_0823","","0","1007008031","","vo_svd","0"
"11","0","1007008","1","與對一去不復返的\n夏日時光的不捨……","0","6","1007008032","0","113511","0"
"91","","1007008","","","","","1007008033","","0",""
"3","","1007008","","svd_idle_sad","","1","1007008034","0.2","113511",""
"3","","1007008","","svd_talk_anger","","1","1007008035","0.2","113411",""
"21","","1007008","","vo_svd_0824","","0","1007008036","","vo_svd","0"
"11","0","1007008","1","不行！惠理子！\n我們要笑著目送\n弟弟進教室！","0","6","1007008037","0","113411","0"
"93","","1007008","","","","","1007008038","","4",""
"3","0.2","1007008","","svd_talk_guts2","1","0","1007008039","0.2","113411","svd_idle_guts2"
"91","","1007008","","","","","1007008040","","1007008037",""
"3","","1007008","","svd_idle_wish","","1","1007008041","0.2","113411",""
"3","","1007008","","svd_talk_thinking","","1","1007008042","0.2","113511",""
"21","","1007008","","vo_svd_0825","","0","1007008043","","vo_svd","0"
"11","0","1007008","1","說得也是……！\n這才是為了那位大人好。","0","6","1007008044","0","113511","0"
"93","","1007008","","","","","1007008045","","3.5",""
"3","0.2","1007008","","svd_talk_guts2","1","0","1007008046","0.2","113511","svd_idle_guts2"
"91","","1007008","","","","","1007008047","","1007008044",""
"3","","1007008","","svd_idle_wish","","1","1007008048","0.2","113511",""
"3","0.2","1007008","","svd_cmn_smile1","1","0","1007008049","0.2","113411","svd_idle_wish"
"21","","1007008","","vo_svd_0826","","0","1007008050","","vo_svd","0"
"11","0","1007008","1","一路順風唷！\n弟弟！","0","7","1007008051","0","113411","0"
"91","","1007008","","","","","1007008052","","0",""
"3","","1007008","","svd_idle_wish","","1","1007008053","0.2","113411",""
"3","","1007008","","svd_talk_wish2","","1","1007008054","0.2","113511",""
"21","","1007008","","vo_svd_0827","","0","1007008055","","vo_svd","0"
"11","0","1007008","1","無論何時何地，\n我們都會守護著\n大人您……！","0","7","1007008056","0","113511","0"
"93","","1007008","","","","","1007008057","","3",""
"3","0.2","1007008","","svd_obsession2","1","0","1007008058","0.2","113511","svd_idle_wish2"
"91","","1007008","","","","","1007008059","","1007008056",""
"102","","1007008","","","","","1007008060","","",""
"93","","1007008","","","","","1007008061","","1",""
"12","0","1007008","","10","","1","1007008062","0","113411",""
"3","","1007008","","svd_talk_normal","","1","1007008063","0.2","113411",""
"93","","1007008","","","","","1007008064","","3",""
"3","","1007008","","svd_idle_normal","","1","1007008065","0.2","113411",""
"12","0","1007008","","12","","1","1007008066","0","113511",""
"3","","1007008","","svd_talk_sad","1","1","1007008067","0.2","113511",""
"93","","1007008","","","","","1007008068","","3",""
"3","","1007008","","svd_idle_sad","1","1","1007008069","0.2","113511",""
"12","0","1007008","","7","","1","1007008070","0","113411",""
"3","0.2","1007008","","svd_talk_guts2","1","0","1007008071","0.2","113411","svd_idle_guts2"
"93","","1007008","","","","","1007008072","","3",""
"3","","1007008","","svd_idle_guts2","","1","1007008073","0.2","113411",""
"12","0","1007008","","7","","1","1007008074","0","113511",""
"3","","1007008","","svd_talk_wish","1","1","1007008075","0.2","113511",""
"93","","1007008","","","","","1007008076","","3",""
"3","","1007008","","svd_idle_wish","1","1","1007008077","0.2","113511",""
"101","","1007008","","","","","1007008078","","1007008062",""
"6","0","1007008","","1","0","1","1007008079","1","333","1"
"4","","1007008","","1","","","1007008080","","113511",""
"3","","1007008","","svd_run","","1","1007008081","0.2","113511",""
"2","","1007008","","-750","0","-300","1007008082","","113511","0.8"
"4","","1007008","","0","","","1007008083","","113411",""
"3","","1007008","","svd_run","","1","1007008084","0.2","113411",""
"2","","1007008","","750","0","-300","1007008085","","113411","0.8"
"93","","1007008","","","","","1007008086","","0.6",""
"6","0","1007008","","1","0","1","1007008087","0.2","113511","1"
"6","0","1007008","","1","0","1","1007008088","0.2","113411","1"
"91","","1007008","","","","","1007008089","","0",""
