2ff4ac320839b1fb34b67f246ffd3f74e139153bb1e74bf1a1b9e77004416b0a,4fd5ee6b510fbc25be66ab1f6ea8d316c349fa6b154efeebcd8f8c31b4fe36b4,e35f4f7c3ecb9d57f5627fce0e6905c9f62e977570a33818e3945ddca02c11f1,1fe3e3f65a08aee7fac7f37fff01f4e7ffd6a98b8d2e534affbf9dfd9b795a84,04b8c0260af31ea90d83c5f12a838e6996e50f6fdd2ffb50feaccc7ac4041bed,a68917c5837a94cd4e426e57782d6fb282fd1ace6179e79b7940386d88925954,42c8f1e79ef3ef33e2c42ac2af6763cfb5352655dc41aefe5801d1ac8ffe13d4,79b52b5049156caa78ce5a6dcff90b6168c1ab7963268169bce53e44bcf8d441,a1a8fe9e3492b49d547f488b43e11973a9611200eacec3167c7fbb59e9a17a19,8ccf3da504c46c343bd1599d961232a0abcdef4961a16e5c514826eda5513703,5255d3a02d52c2bb6456807c3291979f6690fb035d0af6bcf529b97034a0ad91
"1","2","0","-108","1","-212.75","202","104011","2611","2611001","wac_default_01"
"1","2","0","-108","5","-212.75","201","111","2611","2611002","wac_default_01"
"1","1","","0","31","1","0","1","2611","2611003",""
"2","0","","0","31","1","0","2","2611","2611004",""
"11","0","","0","31","1","0","11","2611","2611005",""
"104011","0.2","","","3","0","0","wac_paint_01","2611","2611006",""
"111","0.2","","","3","0","0","wac_paint_01","2611","2611007",""
"0","","","","93","","","0","2611","2611008",""
"11","","","","32","","","1","2611","2611009",""
"se_10035700","","","","23","","0","se_10035700_brush","2611","2611010",""
"1","","","","131","","","","2611","2611011",""
"104011","0.2","","wac_talk_sad_loop","3","1","0","wac_talk_sad_in","2612","2612001",""
"111","0.2","","","3","","1","wac_no_items","2612","2612002",""
"104011","","","0","2","","-340","200","2612","2612003",""
"111","","","0","2","","-340","200","2612","2612004",""
"1","","","","32","","","0","2612","2612005",""
"2","","","","32","","","1","2612","2612006",""
"11","","","","32","","","0","2612","2612007",""
"vo_wac_220312","","","0","21","","0","vo_wac_220312_000","2612","2612008",""
"104011","0","0","1","11","1","10","嘿嘿，確實有好好地畫好了。\n我不討厭這樣默默地做事。\n只是……我這種人的畫，\n真的有人會喜歡嗎？","2612","2612009","0.5"
"0","","","","91","","","","2612","2612010",""
"vo_wac_220312","","","0","21","","0","vo_wac_220312_001","2612","2612011",""
"104011","0","0","1","11","1","10","……啊！一想到其他人的看法，\n就突然擔心起來了！\n但、但是一定沒問題……沒問題……\n沒問題，的吧？","2612","2612012","0.5"
"0","","","","91","","","","2612","2612013",""
"0","","","","22","","","0","2612","2612014",""
"104011","0.2","","","3","","1","wac_idle_sad","2613","2613001",""
"111","0.2","","","3","","1","wac_no_items","2613","2613002",""
"104011","","","0","2","","-340","200","2613","2613003",""
"111","","","0","2","","-340","200","2613","2613004",""
"1","","","","32","","","0","2613","2613005",""
"2","","","","32","","","1","2613","2613006",""
"11","","","","32","","","0","2613","2613007",""
"0","","","","91","","","","2613","2613008",""
"1","2","0","-108","1","-325","202","101211","2711","2711001","wac_default_bot_01"
"1","2","0","-108","5","-325","201","111","2711","2711002","wac_default_08"
"3","1","","0","31","1","0","3","2711","2711003",""
"2","0","","0","31","1","0","2","2711","2711004",""
"13","0","","0","31","1","0","13","2711","2711005",""
"101211","0.2","","","3","0","0","wac_paint_bot_01","2711","2711006",""
"111","0.2","","","3","0","0","wac_paint_08","2711","2711007",""
"0","","","","93","","","0","2711","2711008",""
"13","","","","32","","","1","2711","2711009",""
"se_10035700","","","","23","","0","se_10035700_brush","2711","2711010",""
"1","","","","131","","","","2711","2711011",""
"101211","0.2","","wac_talk_kyapi_loop","3","1","0","wac_talk_kyapi_in","2712","2712001",""
"111","0.2","","","3","","1","wac_no_items","2712","2712002",""
"101211","","","0","2","","-340","200","2712","2712003",""
"111","","","0","2","","-340","200","2712","2712004",""
"3","","","","32","","","0","2712","2712005",""
"2","","","","32","","","1","2712","2712006",""
"13","","","","32","","","0","2712","2712007",""
"vo_wac_220313","","","0","21","","0","vo_wac_220313_000","2712","2712008",""
"101211","0","0","1","11","1","10","嘿～咿！\n看我的！\n閃亮亮☆\n完！成！啦！","2712","2712009","0.5"
"0","","","","91","","","","2712","2712010",""
"vo_wac_220313","","","0","21","","0","vo_wac_220313_001","2712","2712011",""
"101211","0","0","1","11","1","10","很好，給小栞看……\n啊，有點努力過頭了……\n好想睡……\n呼嚕呼嚕……呼嚕呼嚕……","2712","2712012","0.5"
"0","","","","91","","","","2712","2712013",""
"0","","","","22","","","0","2712","2712014",""
"101211","0.2","","","3","","1","wac_idle_sleep","2713","2713001",""
"111","0.2","","","3","","1","wac_no_items","2713","2713002",""
"101211","","","0","2","","-340","200","2713","2713003",""
"111","","","0","2","","-340","200","2713","2713004",""
"3","","","","32","","","0","2713","2713005",""
"2","","","","32","","","1","2713","2713006",""
"13","","","","32","","","0","2713","2713007",""
"0","","","","91","","","","2713","2713008",""
"1","2","0","-108","1","-325","202","101511","2811","2811001","wac_default_bot_01"
"1","2","0","-108","5","-325","201","111","2811","2811002","wac_default_08"
"3","1","","0","31","1","0","3","2811","2811003",""
"2","0","","0","31","1","0","2","2811","2811004",""
"13","0","","0","31","1","0","13","2811","2811005",""
"101511","0.2","","","3","0","0","wac_paint_bot_01","2811","2811006",""
"111","0.2","","","3","0","0","wac_paint_08","2811","2811007",""
"0","","","","93","","","0","2811","2811008",""
"13","","","","32","","","1","2811","2811009",""
"se_10035700","","","","23","","0","se_10035700_brush","2811","2811010",""
"1","","","","131","","","","2811","2811011",""
"101511","0.2","","wac_talk_wish_loop","3","1","0","wac_talk_wish_in","2812","2812001",""
"111","0.2","","","3","","1","wac_no_items","2812","2812002",""
"101511","","","0","2","","-340","200","2812","2812003",""
"111","","","0","2","","-340","200","2812","2812004",""
"3","","","","32","","","0","2812","2812005",""
"2","","","","32","","","1","2812","2812006",""
"13","","","","32","","","0","2812","2812007",""
"vo_wac_220314","","","0","21","","0","vo_wac_220314_000","2812","2812008",""
"101511","0","0","1","11","1","10","好～轉眼間就完成了～♪\n哎呀？不小心就像在和孩子們玩一樣，\n邊唱著繪畫歌邊畫出來了。","2812","2812009","0.5"
"0","","","","91","","","","2812","2812010",""
"vo_wac_220314","","","0","21","","0","vo_wac_220314_001","2812","2812011",""
"101511","0","0","1","11","1","10","如果能把這份快樂傳達給\n更多的孩子們就好了～\n希望有一天能和很多的\n孩子們一起畫畫呢♪","2812","2812012","0.5"
"0","","","","91","","","","2812","2812013",""
"0","","","","22","","","0","2812","2812014",""
"101511","0.2","","","3","","1","wac_idle_wish","2813","2813001",""
"111","0.2","","","3","","1","wac_no_items","2813","2813002",""
"101511","","","0","2","","-340","200","2813","2813003",""
"111","","","0","2","","-340","200","2813","2813004",""
"3","","","","32","","","0","2813","2813005",""
"2","","","","32","","","1","2813","2813006",""
"13","","","","32","","","0","2813","2813007",""
"0","","","","91","","","","2813","2813008",""
"1","2","0","-108","1","-325","202","102811","2911","2911001","wac_default_bot_01"
"1","2","0","-108","5","-325","201","111","2911","2911002","wac_default_08"
"3","1","","0","31","1","0","3","2911","2911003",""
"2","0","","0","31","1","0","2","2911","2911004",""
"13","0","","0","31","1","0","13","2911","2911005",""
"102811","0.2","","","3","0","0","wac_paint_bot_01","2911","2911006",""
"111","0.2","","","3","0","0","wac_paint_08","2911","2911007",""
"0","","","","93","","","0","2911","2911008",""
"13","","","","32","","","1","2911","2911009",""
"se_10035700","","","","23","","0","se_10035700_brush","2911","2911010",""
"1","","","","131","","","","2911","2911011",""
"102811","0.2","","wac_talk_smile_loop","3","1","0","wac_talk_smile_in","2912","2912001",""
"111","0.2","","","3","","1","wac_no_items","2912","2912002",""
"102811","","","0","2","","-340","200","2912","2912003",""
"111","","","0","2","","-340","200","2912","2912004",""
"3","","","","32","","","0","2912","2912005",""
"2","","","","32","","","1","2912","2912006",""
"13","","","","32","","","0","2912","2912007",""
"vo_wac_220315","","","0","21","","0","vo_wac_220315_000","2912","2912008",""
"102811","0","0","1","11","1","10","應該這樣就行了吧？\n而且孩子們也很喜歡。\n如果是這樣的委託，我非常歡迎呢。","2912","2912009","0.5"
"0","","","","91","","","","2912","2912010",""
"vo_wac_220315","","","0","21","","0","vo_wac_220315_001","2912","2912011",""
"102811","0","0","1","11","1","10","長大以後再回來看\n這幅畫會很懷念的……\n呵呵，這會成為美好的回憶呢。","2912","2912012","0.5"
"0","","","","91","","","","2912","2912013",""
"0","","","","22","","","0","2912","2912014",""
"102811","0.2","","","3","","1","wac_idle_smile","2913","2913001",""
"111","0.2","","","3","","1","wac_no_items","2913","2913002",""
"102811","","","0","2","","-340","200","2913","2913003",""
"111","","","0","2","","-340","200","2913","2913004",""
"3","","","","32","","","0","2913","2913005",""
"2","","","","32","","","1","2913","2913006",""
"13","","","","32","","","0","2913","2913007",""
"0","","","","91","","","","2913","2913008",""
"1","2","0","-108","1","-212.75","202","102511","3011","3011001","wac_default_01"
"1","2","0","-108","5","-212.75","201","111","3011","3011002","wac_default_03"
"1","1","","0","31","1","0","1","3011","3011003",""
"2","0","","0","31","1","0","2","3011","3011004",""
"11","0","","0","31","1","0","11","3011","3011005",""
"102511","0.2","","","3","0","0","wac_paint_01","3011","3011006",""
"111","0.2","","","3","0","0","wac_paint_03","3011","3011007",""
"0","","","","93","","","0","3011","3011008",""
"11","","","","32","","","1","3011","3011009",""
"se_10035700","","","","23","","0","se_10035700_brush","3011","3011010",""
"1","","","","131","","","","3011","3011011",""
"102511","0.2","","wac_talk_wish_loop","3","1","0","wac_talk_wish_in","3012","3012001",""
"111","0.2","","","3","","1","wac_no_items","3012","3012002",""
"102511","","","0","2","","-340","200","3012","3012003",""
"111","","","0","2","","-340","200","3012","3012004",""
"1","","","","32","","","0","3012","3012005",""
"2","","","","32","","","1","3012","3012006",""
"11","","","","32","","","0","3012","3012007",""
"vo_wac_220316","","","0","21","","0","vo_wac_220316_000","3012","3012008",""
"102511","0","0","1","11","1","10","雖然過程中又是打翻顏料、\n又是跌倒的……\n但總算是完成了～！","3012","3012009","0.5"
"0","","","","91","","","","3012","3012010",""
"vo_wac_220316","","","0","21","","0","vo_wac_220316_001","3012","3012011",""
"102511","0","0","1","11","1","10","因為我可不能糟蹋大小姐的畫。\n大小姐，我很努力了喔……♪","3012","3012012","0.5"
"0","","","","91","","","","3012","3012013",""
"0","","","","22","","","0","3012","3012014",""
"102511","0.2","","","3","","1","wac_idle_wish","3013","3013001",""
"111","0.2","","","3","","1","wac_no_items","3013","3013002",""
"102511","","","0","2","","-340","200","3013","3013003",""
"111","","","0","2","","-340","200","3013","3013004",""
"1","","","","32","","","0","3013","3013005",""
"2","","","","32","","","1","3013","3013006",""
"11","","","","32","","","0","3013","3013007",""
"0","","","","91","","","","3013","3013008",""
"1","2","0","-108","1","-212.75","202","102311","3111","3111001","wac_default_11"
"1","2","0","-108","5","-212.75","201","111","3111","3111002","wac_default_12"
"1","1","","0","31","1","0","1","3111","3111003",""
"2","0","","0","31","1","0","2","3111","3111004",""
"11","0","","0","31","1","0","11","3111","3111005",""
"102311","0.2","","","3","0","0","wac_paint_11","3111","3111006",""
"111","0.2","","","3","0","0","wac_paint_12","3111","3111007",""
"0.3","","","","93","","","0","3111","3111008",""
"11","","","","32","","","1","3111","3111009",""
"se_10035700","","","","23","","0","se_10035700_roller","3111","3111010",""
"1","","","","131","","","","3111","3111011",""
"102311","0.2","","wac_talk_smile_loop","3","1","0","wac_talk_smile_in","3112","3112001",""
"111","0.2","","","3","","1","wac_no_items","3112","3112002",""
"102311","","","0","2","","-340","200","3112","3112003",""
"111","","","0","2","","-340","200","3112","3112004",""
"1","","","","32","","","0","3112","3112005",""
"2","","","","32","","","1","3112","3112006",""
"11","","","","32","","","0","3112","3112007",""
"vo_wac_220317","","","0","21","","0","vo_wac_220317_000","3112","3112008",""
"102311","0","0","1","11","1","10","雖然畫這麼大的畫有點困難，\n不過能畫得這麼可愛真是太好了～","3112","3112009","0.5"
"0","","","","91","","","","3112","3112010",""
"vo_wac_220317","","","0","21","","0","vo_wac_220317_001","3112","3112011",""
"102311","0","0","1","11","1","10","這也多虧了有哥哥給的建議\n和噗吉氣勢十足地\n全力揮毫的功勞喔。\n謝謝你們了♪","3112","3112012","0.5"
"0","","","","91","","","","3112","3112013",""
"0","","","","22","","","0","3112","3112014",""
"102311","0.2","","","3","","1","wac_idle_smile","3113","3113001",""
"111","0.2","","","3","","1","wac_no_items","3113","3113002",""
"102311","","","0","2","","-340","200","3113","3113003",""
"111","","","0","2","","-340","200","3113","3113004",""
"1","","","","32","","","0","3113","3113005",""
"2","","","","32","","","1","3113","3113006",""
"11","","","","32","","","0","3113","3113007",""
"0","","","","91","","","","3113","3113008",""
"1","2","0","-108","1","-212.75","202","102111","3211","3211001","wac_default_01"
"1","2","0","-108","5","-212.75","201","111","3211","3211002","wac_default_03"
"1","1","","0","31","1","0","1","3211","3211003",""
"2","0","","0","31","1","0","2","3211","3211004",""
"11","0","","0","31","1","0","11","3211","3211005",""
"102111","0.2","","","3","0","0","wac_paint_01","3211","3211006",""
"111","0.2","","","3","0","0","wac_paint_03","3211","3211007",""
"0","","","","93","","","0","3211","3211008",""
"11","","","","32","","","1","3211","3211009",""
"se_10035700","","","","23","","0","se_10035700_brush","3211","3211010",""
"1","","","","131","","","","3211","3211011",""
"102111","0.2","","wac_talk_wish_loop","3","1","0","wac_talk_wish_in","3212","3212001",""
"111","0.2","","","3","","1","wac_no_items","3212","3212002",""
"102111","","","0","2","","-340","200","3212","3212003",""
"111","","","0","2","","-340","200","3212","3212004",""
"1","","","","32","","","0","3212","3212005",""
"2","","","","32","","","1","3212","3212006",""
"11","","","","32","","","0","3212","3212007",""
"vo_wac_220318","","","0","21","","0","vo_wac_220318_000","3212","3212008",""
"102111","0","0","1","11","1","10","嘿咻。\n嗯，畫得很好……應該是吧。\n負責大型道具的人一直都在\n做這種事對吧。真是厲害呢。","3212","3212009","0.5"
"0","","","","91","","","","3212","3212010",""
"vo_wac_220318","","","0","21","","0","vo_wac_220318_001","3212","3212011",""
"102111","0","0","1","11","1","10","雖然一直都很感謝他們，\n但為了讓大型道具在舞台上能更好地\n發揮作用，人家也要好好努力。\n哥哥，請你好好期待喔♪","3212","3212012","0.5"
"0","","","","91","","","","3212","3212013",""
"0","","","","22","","","0","3212","3212014",""
"102111","0.2","","","3","","1","wac_idle_wish","3213","3213001",""
"111","0.2","","","3","","1","wac_no_items","3213","3213002",""
"102111","","","0","2","","-340","200","3213","3213003",""
"111","","","0","2","","-340","200","3213","3213004",""
"1","","","","32","","","0","3213","3213005",""
"2","","","","32","","","1","3213","3213006",""
"11","","","","32","","","0","3213","3213007",""
"0","","","","91","","","","3213","3213008",""
"1","2","0","-108","1","-175","202","101011","3311","3311001","wac_default_01"
"1","2","0","-108","5","-175","201","111","3311","3311002","wac_default_07"
"4","1","","0","31","1","0","4","3311","3311003",""
"2","0","","0","31","1","0","2","3311","3311004",""
"12","0","","0","31","1","0","12","3311","3311005",""
"101011","0.2","","","3","0","0","wac_paint_01","3311","3311006",""
"111","0.2","","","3","0","0","wac_paint_07","3311","3311007",""
"0","","","","93","","","0","3311","3311008",""
"12","","","","32","","","1","3311","3311009",""
"se_10035700","","","","23","","0","se_10035700_brush","3311","3311010",""
"1","","","","131","","","","3311","3311011",""
"101011","0.2","","wac_talk_smile_loop","3","1","0","wac_talk_smile_in","3312","3312001",""
"111","0.2","","","3","","1","wac_no_items","3312","3312002",""
"101011","","","0","2","","-340","200","3312","3312003",""
"111","","","0","2","","-340","200","3312","3312004",""
"4","","","","32","","","0","3312","3312005",""
"2","","","","32","","","1","3312","3312006",""
"12","","","","32","","","0","3312","3312007",""
"vo_wac_220319","","","0","21","","0","vo_wac_220319_000","3312","3312008",""
"101011","0","0","1","11","1","10","神奇～\n真步魔法靈～\n咕嚕靈波～♪\n很好，畫出很棒的畫呢～♪","3312","3312009","0.5"
"0","","","","91","","","","3312","3312010",""
"vo_wac_220319","","","0","21","","0","vo_wac_220319_001","3312","3312011",""
"101011","0","0","1","11","1","10","雖然尾巴的尖端沾到\n顏料的時候很慌張，\n不過靠著人家的尾巴畫法，\n讓畫更有深度了♪","3312","3312012","0.5"
"0","","","","91","","","","3312","3312013",""
"0","","","","22","","","0","3312","3312014",""
"101011","0.2","","","3","","1","wac_idle_smile","3313","3313001",""
"111","0.2","","","3","","1","wac_no_items","3313","3313002",""
"101011","","","0","2","","-340","200","3313","3313003",""
"111","","","0","2","","-340","200","3313","3313004",""
"4","","","","32","","","0","3313","3313005",""
"2","","","","32","","","1","3313","3313006",""
"12","","","","32","","","0","3313","3313007",""
"0","","","","91","","","","3313","3313008",""
"1","2","0","-108","1","-175","202","104311","3411","3411001","wac_default_01"
"1","2","0","-108","5","-175","201","111","3411","3411002","wac_default_08"
"4","1","","0","31","1","0","4","3411","3411003",""
"2","0","","0","31","1","0","2","3411","3411004",""
"12","0","","0","31","1","0","12","3411","3411005",""
"104311","0.2","","","3","0","0","wac_paint_01","3411","3411006",""
"111","0.2","","","3","0","0","wac_paint_08","3411","3411007",""
"0","","","","93","","","0","3411","3411008",""
"12","","","","32","","","1","3411","3411009",""
"se_10035700","","","","23","","0","se_10035700_brush","3411","3411010",""
"1","","","","131","","","","3411","3411011",""
"104311","0.2","","wac_talk_doya_loop","3","1","0","wac_talk_doya_in","3412","3412001",""
"111","0.2","","","3","","1","wac_no_items","3412","3412002",""
"104311","","","0","2","","-340","200","3412","3412003",""
"111","","","0","2","","-340","200","3412","3412004",""
"4","","","","32","","","0","3412","3412005",""
"2","","","","32","","","1","3412","3412006",""
"12","","","","32","","","0","3412","3412007",""
"vo_wac_220320","","","0","21","","0","vo_wac_220320_000","3412","3412008",""
"104311","0","0","1","11","1","10","這種感覺怎麼樣啊！\n我畫得相當可愛……\n不對，畫得很漂亮吧。","3412","3412009","0.5"
"0","","","","91","","","","3412","3412010",""
"vo_wac_220320","","","0","21","","0","vo_wac_220320_001","3412","3412011",""
"104311","0","0","1","11","1","10","這也關係到維護這街道的和平呢。\n不過，我還是更擅長用拳頭就是了！","3412","3412012","0.5"
"0","","","","91","","","","3412","3412013",""
"0","","","","22","","","0","3412","3412014",""
"104311","0.2","","","3","","1","wac_idle_doya","3413","3413001",""
"111","0.2","","","3","","1","wac_no_items","3413","3413002",""
"104311","","","0","2","","-340","200","3413","3413003",""
"111","","","0","2","","-340","200","3413","3413004",""
"4","","","","32","","","0","3413","3413005",""
"2","","","","32","","","1","3413","3413006",""
"12","","","","32","","","0","3413","3413007",""
"0","","","","91","","","","3413","3413008",""
"1","2","0","-108","1","-175","202","101711","3511","3511001","wac_default_01"
"1","2","0","-108","5","-175","201","111","3511","3511002","wac_default_03"
"4","1","","0","31","1","0","4","3511","3511003",""
"2","0","","0","31","1","0","2","3511","3511004",""
"12","0","","0","31","1","0","12","3511","3511005",""
"101711","0.2","","","3","0","0","wac_paint_01","3511","3511006",""
"111","0.2","","","3","0","0","wac_paint_03","3511","3511007",""
"0","","","","93","","","0","3511","3511008",""
"12","","","","32","","","1","3511","3511009",""
"se_10035700","","","","23","","0","se_10035700_brush","3511","3511010",""
"1","","","","131","","","","3511","3511011",""
"101711","0.2","","wac_talk_kyapi_loop","3","1","0","wac_talk_kyapi_in","3512","3512001",""
"111","0.2","","","3","","1","wac_no_items","3512","3512002",""
"101711","","","0","2","","-340","200","3512","3512003",""
"111","","","0","2","","-340","200","3512","3512004",""
"4","","","","32","","","0","3512","3512005",""
"2","","","","32","","","1","3512","3512006",""
"12","","","","32","","","0","3512","3512007",""
"vo_wac_220321","","","0","21","","0","vo_wac_220321_000","3512","3512008",""
"101711","0","0","1","11","1","10","一邊跳舞一邊畫畫～♪\n一邊唱歌一邊畫畫～♪\n唱唱跳跳就完成啦～♪","3512","3512009","0.5"
"0","","","","91","","","","3512","3512010",""
"vo_wac_220321","","","0","21","","0","vo_wac_220321_001","3512","3512011",""
"101711","0","0","1","11","1","10","跟著節奏畫出來的畫充滿了樂趣呢～♪\n大家看著這幅畫一起唱唱跳跳的話，\n會很開心呢～♪","3512","3512012","0.5"
"0","","","","91","","","","3512","3512013",""
"0","","","","22","","","0","3512","3512014",""
"101711","0.2","","","3","","1","wac_idle_kyapi","3513","3513001",""
"111","0.2","","","3","","1","wac_no_items","3513","3513002",""
"101711","","","0","2","","-340","200","3513","3513003",""
"111","","","0","2","","-340","200","3513","3513004",""
"4","","","","32","","","0","3513","3513005",""
"2","","","","32","","","1","3513","3513006",""
"12","","","","32","","","0","3513","3513007",""
"0","","","","91","","","","3513","3513008",""
"1","2","0","-108","1","-212.75","202","101411","3611","3611001","wac_default_01"
"1","2","0","-108","5","-212.75","201","111","3611","3611002","wac_default_02"
"1","1","","0","31","1","0","1","3611","3611003",""
"2","0","","0","31","1","0","2","3611","3611004",""
"11","0","","0","31","1","0","11","3611","3611005",""
"101411","0.2","","","3","0","0","wac_paint_01","3611","3611006",""
"111","0.2","","","3","0","0","wac_paint_02","3611","3611007",""
"0","","","","93","","","0","3611","3611008",""
"11","","","","32","","","1","3611","3611009",""
"se_10035700","","","","23","","0","se_10035700_brush","3611","3611010",""
"1","","","","131","","","","3611","3611011",""
"101411","0.2","","wac_talk_doya_loop","3","1","0","wac_talk_doya_in","3612","3612001",""
"111","0.2","","","3","","1","wac_no_items","3612","3612002",""
"101411","","","0","2","","-340","200","3612","3612003",""
"111","","","0","2","","-340","200","3612","3612004",""
"1","","","","32","","","0","3612","3612005",""
"2","","","","32","","","1","3612","3612006",""
"11","","","","32","","","0","3612","3612007",""
"vo_wac_220322","","","0","21","","0","vo_wac_220322_000","3612","3612008",""
"101411","0","0","1","11","1","10","營造美感跟處理棘手的\n事件很像呢。\n我在作畫時一直煩惱著\n這樣畫好不好。","3612","3612009","0.5"
"0","","","","91","","","","3612","3612010",""
"vo_wac_220322","","","0","21","","0","vo_wac_220322_001","3612","3612011",""
"101411","0","0","1","11","1","10","不過正因為花了很多時間，\n所以才能畫出好作品呢。\n這樣事件就圓滿解決了！\n……雖然這不是事件啦。","3612","3612012","0.5"
"0","","","","91","","","","3612","3612013",""
"0","","","","22","","","0","3612","3612014",""
"101411","0.2","","","3","","1","wac_idle_doya","3613","3613001",""
"111","0.2","","","3","","1","wac_no_items","3613","3613002",""
"101411","","","0","2","","-340","200","3613","3613003",""
"111","","","0","2","","-340","200","3613","3613004",""
"1","","","","32","","","0","3613","3613005",""
"2","","","","32","","","1","3613","3613006",""
"11","","","","32","","","0","3613","3613007",""
"0","","","","91","","","","3613","3613008",""
"1","2","0","-108","1","-212.75","202","106111","3711","3711001","wac_default_11"
"1","2","0","-108","5","-212.75","201","111","3711","3711002","wac_default_11"
"1","1","","0","31","1","0","1","3711","3711003",""
"2","0","","0","31","1","0","2","3711","3711004",""
"11","0","","0","31","1","0","11","3711","3711005",""
"106111","0.2","","","3","0","0","wac_paint_11","3711","3711006",""
"111","0.2","","","3","0","0","wac_paint_11","3711","3711007",""
"0.3","","","","93","","","0","3711","3711008",""
"11","","","","32","","","1","3711","3711009",""
"se_10035700","","","","23","","0","se_10035700_roller","3711","3711010",""
"1","","","","131","","","","3711","3711011",""
"106111","0.2","","wac_talk_kyapi_loop","3","1","0","wac_talk_kyapi_in","3712","3712001",""
"111","0.2","","","3","","1","wac_no_items","3712","3712002",""
"106111","","","0","2","","-340","200","3712","3712003",""
"111","","","0","2","","-340","200","3712","3712004",""
"1","","","","32","","","0","3712","3712005",""
"2","","","","32","","","1","3712","3712006",""
"11","","","","32","","","0","3712","3712007",""
"vo_wac_220323","","","0","21","","0","vo_wac_220323_000","3712","3712008",""
"106111","0","0","1","11","1","10","很好！\n在牆壁上畫了個大大的畫囉！\n會做出這種大壞事的人\n就只有我了吧！","3712","3712009","0.5"
"0","","","","91","","","","3712","3712010",""
"vo_wac_220323","","","0","21","","0","vo_wac_220323_001","3712","3712011",""
"106111","0","0","1","11","1","10","果然做壞事心情會很愉快啊！\n今後也要在蘭德索爾\n做更多的壞事囉！","3712","3712012","0.5"
"0","","","","91","","","","3712","3712013",""
"0","","","","22","","","0","3712","3712014",""
"106111","0.2","","","3","","1","wac_idle_kyapi","3713","3713001",""
"111","0.2","","","3","","1","wac_no_items","3713","3713002",""
"106111","","","0","2","","-340","200","3713","3713003",""
"111","","","0","2","","-340","200","3713","3713004",""
"1","","","","32","","","0","3713","3713005",""
"2","","","","32","","","1","3713","3713006",""
"11","","","","32","","","0","3713","3713007",""
"0","","","","91","","","","3713","3713008",""
"1","2","0","-108","1","-212.75","202","107011","3811","3811001","wac_default_01"
"1","2","0","-108","5","-212.75","201","111","3811","3811002","wac_default_01"
"1","1","","0","31","1","0","1","3811","3811003",""
"2","0","","0","31","1","0","2","3811","3811004",""
"11","0","","0","31","1","0","11","3811","3811005",""
"107011","0.2","","","3","0","0","wac_paint_01","3811","3811006",""
"111","0.2","","","3","0","0","wac_paint_01","3811","3811007",""
"0","","","","93","","","0","3811","3811008",""
"11","","","","32","","","1","3811","3811009",""
"se_10035700","","","","23","","0","se_10035700_brush","3811","3811010",""
"1","","","","131","","","","3811","3811011",""
"107011","0.2","","wac_talk_sad_loop","3","1","0","wac_talk_sad_in","3812","3812001",""
"111","0.2","","","3","","1","wac_no_items","3812","3812002",""
"107011","","","0","2","","-340","200","3812","3812003",""
"111","","","0","2","","-340","200","3812","3812004",""
"1","","","","32","","","0","3812","3812005",""
"2","","","","32","","","1","3812","3812006",""
"11","","","","32","","","0","3812","3812007",""
"vo_wac_220324","","","0","21","","0","vo_wac_220324_000","3812","3812008",""
"107011","0","0","1","11","1","10","嗯……差不多就這樣吧。\n雖然我自認很習慣模仿了，\n但繪畫跟模仿還是有些不一樣呢。","3812","3812009","0.5"
"0","","","","91","","","","3812","3812010",""
"vo_wac_220324","","","0","21","","0","vo_wac_220324_001","3812","3812011",""
"107011","0","0","1","11","1","10","如果這樣能讓蘭德索爾\n稍微變得更有活力的話……\n我明明不需要在意這種事的……\n可能是受到公務的影響吧。","3812","3812012","0.5"
"0","","","","91","","","","3812","3812013",""
"0","","","","22","","","0","3812","3812014",""
"107011","0.2","","","3","","1","wac_idle_sad","3813","3813001",""
"111","0.2","","","3","","1","wac_no_items","3813","3813002",""
"107011","","","0","2","","-340","200","3813","3813003",""
"111","","","0","2","","-340","200","3813","3813004",""
"1","","","","32","","","0","3813","3813005",""
"2","","","","32","","","1","3813","3813006",""
"11","","","","32","","","0","3813","3813007",""
"0","","","","91","","","","3813","3813008",""
"1","2","0","-108","1","-212.75","202","106511","3911","3911001","wac_default_11"
"1","2","0","-108","5","-212.75","201","111","3911","3911002","wac_default_12"
"1","1","","0","31","1","0","1","3911","3911003",""
"2","0","","0","31","1","0","2","3911","3911004",""
"11","0","","0","31","1","0","11","3911","3911005",""
"106511","0.2","","","3","0","0","wac_paint_11","3911","3911006",""
"111","0.2","","","3","0","0","wac_paint_12","3911","3911007",""
"0.3","","","","93","","","0","3911","3911008",""
"11","","","","32","","","1","3911","3911009",""
"se_10035700","","","","23","","0","se_10035700_roller","3911","3911010",""
"1","","","","131","","","","3911","3911011",""
"106511","0.2","","wac_talk_smile_loop","3","1","0","wac_talk_smile_in","3912","3912001",""
"111","0.2","","","3","","1","wac_no_items","3912","3912002",""
"106511","","","0","2","","-340","200","3912","3912003",""
"111","","","0","2","","-340","200","3912","3912004",""
"1","","","","32","","","0","3912","3912005",""
"2","","","","32","","","1","3912","3912006",""
"11","","","","32","","","0","3912","3912007",""
"vo_wac_220325","","","0","21","","0","vo_wac_220325_000","3912","3912008",""
"106511","0","0","1","11","1","10","喝啊！這樣如何呀！\n很好，感覺畫得還不錯吧？","3912","3912009","0.5"
"0","","","","91","","","","3912","3912010",""
