92a77eeb9e3fdac6a87ba9b266c1ae995026dbb5cb9285aad79d2e4abbd863a7,da5da3e2ffa0ea06e0b31a06beda74dafcb55c6afbd3424f065d7aa89e74d392,e832c0c5a61dc75df15b67205eea84995a50c781f287176e4d955210d91306a6,268dd0b9e3ce138413bd68fb9202204f61f0651d9f6a7ef2b40c6164a9a1223c,279ae35b87c962ee85221c5a2c12c372ebad0d82a01eb18ceb7c162df31d1642,0b64d7bbf484b6656fb542ac6e86eba8abe16486d9a6c2dffce5bebadc307dd7,4a54900e9b4f1e499d5b416d5a4cafeb8ecaeb78cca577c58ca63e126518e906,2ca58603b41615da2f21337e0a306a281a53bae44afbbd67e0f3d0ef07a403ac,ded148c683a1b8ffc9c4d749ac420349da8f81e651d13fc1b8c4c2b5336cd646
"298","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002039"
"299","1","12","-1","2030/12/31 23:59:59","15000000","94002","2018/01/01 05:00:00","28002039"
"300","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002039"
"301","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003028"
"302","1","12","-1","2030/12/31 23:59:59","750000","94002","2018/01/01 05:00:00","26003028"
"303","1","6","-1","2030/12/31 23:59:59","250","93001","2018/01/01 05:00:00","18001005"
"304","1","6","-1","2030/12/31 23:59:59","250","93001","2018/01/01 05:00:00","18001006"
"305","1","8","-1","2030/12/31 23:59:59","1000","91002","2018/01/01 05:00:00","26002032"
"306","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002040"
"307","1","12","-1","2030/12/31 23:59:59","15000000","94002","2018/01/01 05:00:00","28002040"
"308","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002040"
"309","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003029"
"310","1","12","-1","2030/12/31 23:59:59","750000","94002","2018/01/01 05:00:00","26003029"
"311","1","8","-1","2030/12/31 23:59:59","1000","91002","2018/01/01 05:00:00","26002033"
"312","1","8","-1","2030/12/31 23:59:59","1000","91002","2018/01/01 05:00:00","26002034"
"313","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","21003002"
"314","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","21103002"
"315","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003030"
"316","1","12","-1","2030/12/31 23:59:59","750000","94002","2018/01/01 05:00:00","26003030"
"317","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002041"
"318","1","12","-1","2030/12/31 23:59:59","15000000","94002","2018/01/01 05:00:00","28002041"
"319","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002041"
"320","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003031"
"321","1","12","-1","2030/12/31 23:59:59","750000","94002","2018/01/01 05:00:00","26003031"
"322","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003032"
"323","1","12","-1","2030/12/31 23:59:59","750000","94002","2018/01/01 05:00:00","26003032"
"324","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003033"
"325","1","12","-1","2030/12/31 23:59:59","750000","94002","2018/01/01 05:00:00","26003033"
"326","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003034"
"327","1","12","-1","2030/12/31 23:59:59","750000","94002","2018/01/01 05:00:00","26003034"
"328","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002042"
"329","1","12","-1","2030/12/31 23:59:59","15000000","94002","2018/01/01 05:00:00","28002042"
"330","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002042"
"331","1","8","-1","2030/12/31 23:59:59","1000","91002","2018/01/01 05:00:00","26002035"
"332","1","8","-1","2030/12/31 23:59:59","1000","91002","2018/01/01 05:00:00","26002036"
"333","1","8","-1","2030/12/31 23:59:59","1000","91002","2018/01/01 05:00:00","26002037"
"334","1","8","-1","2030/12/31 23:59:59","1000","91002","2018/01/01 05:00:00","26002038"
"336","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","21005040"
"337","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002043"
"338","1","12","-1","2030/12/31 23:59:59","15000000","94002","2018/01/01 05:00:00","28002043"
"339","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002043"
"340","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002044"
"341","1","12","-1","2030/12/31 23:59:59","15000000","94002","2018/01/01 05:00:00","28002044"
"342","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002044"
"343","1","18","-1","2030/12/31 23:59:59","1","4101404","2018/01/01 05:00:00","27004003"
"1001","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003035"
"1002","1","12","-1","2030/12/31 23:59:59","750000","94002","2018/01/01 05:00:00","26003035"
"10001","1","2","-1","","10","31071","","20904001"
"10002","1","2","-1","","20","31071","","20904002"
"10003","1","2","-1","","30","31071","","20904003"
"10004","1","2","-1","","40","31071","","20904004"
"10005","1","2","-1","","200","90005","","20904005"
"10006","1","2","-1","","100","31071","","20904006"
"10007","1","2","-1","","135","31071","","20904007"
"10008","1","2","-1","","25","90005","","20903001"
"10009","1","2","-1","","25","90005","","20903002"
"10010","1","2","-1","","25","90005","","20903003"
"10011","1","2","-1","","25","90005","","20903004"
"10012","1","2","-1","","150","31071","","20903005"
"10013","1","8","-1","","15000","91002","","20905001"
"10014","1","2","-1","","25","90005","","20903006"
"10015","1","2","-1","","25","90005","","20903007"
"10016","1","2","-1","","25","90005","","20903008"
"10017","1","2","-1","","150","31081","","20903009"
"10018","1","2","-1","","10","31081","","20904008"
"10019","1","2","-1","","20","31081","","20904009"
"10020","1","2","-1","","30","31081","","20904010"
"10021","1","2","-1","","40","31081","","20904011"
"10022","1","2","-1","","50","31081","","20904012"
"10023","1","2","-1","","200","90005","","20904013"
"10024","1","2","-1","","10","31083","","20904014"
"10025","1","2","-1","","20","31083","","20904015"
"10026","1","2","-1","","30","31083","","20904016"
"10027","1","2","-1","","40","31083","","20904017"
"10028","1","2","-1","","50","31083","","20904018"
"10029","1","2","-1","","200","90005","","20904019"
"10030","1","2","-1","","25","90005","","20903010"
"10031","1","2","-1","","25","90005","","20903011"
"10032","1","2","-1","","25","90005","","20903012"
"10033","1","2","-1","","150","31083","","20903013"
"10034","1","2","-1","","150","31056","","20903014"
"10035","1","2","-1","","10","31056","","20904020"
"10036","1","2","-1","","20","31056","","20904021"
"10037","1","2","-1","","30","31056","","20904022"
"10038","1","2","-1","","40","31056","","20904023"
"10039","1","2","-1","","50","31056","","20904024"
"10040","1","2","-1","","150","31084","","20903015"
"10041","1","2","-1","","10","31084","","20904025"
"10042","1","2","-1","","20","31084","","20904026"
"10043","1","2","-1","","30","31084","","20904027"
"10044","1","2","-1","","40","31084","","20904028"
"10045","1","2","-1","","50","31084","","20904029"
"10046","1","2","-1","","30","20004","","20904030"
"10047","1","6","-1","","900","93001","","20904031"
"10048","1","12","-1","","3000000","94002","","20904032"
"10049","1","4","-1","","30","140001","","20904033"
"10050","1","2","-1","","50","90005","","20904034"
"10051","1","2","-1","","150","31086","","20903016"
"10052","1","2","-1","","10","31086","","20904035"
"10053","1","2","-1","","20","31086","","20904036"
"10054","1","2","-1","","30","31086","","20904037"
"10055","1","2","-1","","40","31086","","20904038"
"10056","1","2","-1","","50","31086","","20904039"
"10057","1","8","-1","","5000","91002","","20904040"
"10058","1","8","-1","","8000","91002","","20904041"
"10059","1","8","-1","","10000","91002","","20904042"
"10060","1","2","-1","","25","90005","","20903017"
"10061","1","2","-1","","150","31088","","20903018"
"10062","1","2","-1","","10","31088","","20904043"
"10063","1","2","-1","","20","31088","","20904044"
"10064","1","2","-1","","30","31088","","20904045"
"10065","1","2","-1","","40","31088","","20904046"
"10066","1","2","-1","","200","90005","","20904047"
"10067","1","2","-1","","100","31088","","20904048"
"10068","1","2","-1","","135","31088","","20904049"
"10069","1","8","-1","","3500","91002","","20904050"
"10070","1","4","-1","","30","140001","","20904050"
"10071","1","8","-1","","7000","91002","","20904051"
"10072","1","4","-1","","100","140001","","20904051"
"10073","1","8","-1","","10000","91002","","20904052"
"10074","1","4","-1","","150","140001","","20904052"
"10075","1","2","-1","","150","31087","","20903019"
"10076","1","2","-1","","10","31087","","20904053"
"10077","1","2","-1","","20","31087","","20904054"
"10078","1","2","-1","","30","31087","","20904055"
"10079","1","2","-1","","40","31087","","20904056"
"10080","1","2","-1","","50","31087","","20904057"
"10081","1","2","-1","","150","31091","","20903020"
"10082","1","2","-1","","10","31091","","20904058"
"10083","1","2","-1","","20","31091","","20904059"
"10084","1","2","-1","","30","31091","","20904060"
"10085","1","2","-1","","40","31091","","20904061"
"10086","1","2","-1","","50","31091","","20904062"
"10087","1","2","-1","","10","31061","","20904063"
"10088","1","2","-1","","20","31061","","20904064"
"10089","1","2","-1","","30","31061","","20904065"
"10090","1","2","-1","","40","31061","","20904066"
"10091","1","2","-1","","50","31061","","20904067"
"10092","1","2","-1","","115","31061","","20904068"
"10093","1","2","-1","","150","31061","","20904069"
"10094","1","8","-1","","1500","91002","","28006002"
"10095","1","8","-1","2030/04/01 14:59:59","500","91002","2019/07/01 16:00:00","28006003"
"10096","1","2","-1","","1","97504","","28006004"
"10097","1","8","-1","","3500","91002","","20904070"
"10098","1","2","-1","","100","90005","","20904070"
"10099","1","8","-1","","7000","91002","","20904071"
"10100","1","2","-1","","200","90005","","20904071"
"10101","1","8","-1","","10000","91002","","20904072"
"10102","1","2","-1","","300","90005","","20904072"
"10103","1","2","-1","","10","31014","","20904073"
"10104","1","2","-1","","20","31014","","20904074"
"10105","1","2","-1","","30","31014","","20904075"
"10106","1","2","-1","","40","31014","","20904076"
"10107","1","2","-1","","50","31014","","20904077"
"10108","1","2","-1","","115","31014","","20904078"
"10109","1","2","-1","","150","31014","","20904079"
"10110","1","2","-1","","10","31092","","20904080"
"10111","1","2","-1","","20","31092","","20904081"
"10112","1","2","-1","","30","31092","","20904082"
"10113","1","2","-1","","40","31092","","20904083"
"10114","1","2","-1","","50","31092","","20904084"
"10115","1","2","-1","","115","31092","","20904085"
"10116","1","2","-1","","150","31092","","20904086"
"10117","1","8","-1","","5000","91002","","20904087"
"10118","1","2","-1","","150","90005","","20904087"
"10119","1","8","-1","","10000","91002","","20904088"
"10120","1","2","-1","","300","90005","","20904088"
"10121","1","8","-1","","20000","91002","","20904089"
"10122","1","2","-1","","500","90005","","20904089"
"10123","1","2","-1","","20","31094","","20904090"
"10124","1","2","-1","","30","31094","","20904091"
"10125","1","2","-1","","40","31094","","20904092"
"10126","1","2","-1","","60","31094","","20904093"
"10127","1","2","-1","","115","31094","","20904094"
"10128","1","2","-1","","1000","90005","","20904095"
"10130","1","8","-1","","3500","91002","","20904097"
"10131","1","2","-1","","100","90005","","20904097"
"10132","1","6","-1","","900","93001","","20904097"
"10133","1","8","-1","","4500","91002","","20904098"
"10134","1","2","-1","","150","90005","","20904098"
"10135","1","6","-1","","900","93001","","20904098"
"10136","1","8","-1","","5500","91002","","20904099"
"10137","1","2","-1","","200","90005","","20904099"
"10138","1","6","-1","","900","93001","","20904099"
"10139","1","8","-1","","6500","91002","","20904100"
"10140","1","2","-1","","250","90005","","20904100"
"10141","1","6","-1","","900","93001","","20904100"
"10142","1","8","-1","","7500","91002","","20904101"
"10143","1","2","-1","","300","90005","","20904101"
"10144","1","6","-1","","900","93001","","20904101"
"10145","1","2","-1","","10","31036","","20904102"
"10146","1","2","-1","","10","31044","","20904102"
"10147","1","2","-1","","10","31014","","20904102"
"10148","1","2","-1","","20","31036","","20904103"
"10149","1","2","-1","","20","31044","","20904103"
"10150","1","2","-1","","20","31014","","20904103"
"10151","1","2","-1","","30","31036","","20904104"
"10152","1","2","-1","","30","31044","","20904104"
"10153","1","2","-1","","30","31014","","20904104"
"10154","1","2","-1","","40","31036","","20904105"
"10155","1","2","-1","","40","31044","","20904105"
"10156","1","2","-1","","40","31014","","20904105"
"10157","1","2","-1","","50","31036","","20904106"
"10158","1","2","-1","","50","31044","","20904106"
"10159","1","2","-1","","50","31014","","20904106"
"10160","1","2","-1","","115","31036","","20904107"
"10161","1","2","-1","","115","31044","","20904107"
"10162","1","2","-1","","115","31014","","20904107"
"10163","1","2","-1","","1000","90005","","20904108"
"10164","1","2","-1","","20","31095","","20904109"
"10165","1","2","-1","","30","31095","","20904110"
"10166","1","2","-1","","40","31095","","20904111"
"10167","1","2","-1","","60","31095","","20904112"
"10168","1","2","-1","","115","31095","","20904113"
"10169","1","8","-1","","4500","91002","","20904114"
"10170","1","4","-1","","30","140001","","20904114"
"10171","1","8","-1","","5500","91002","","20904115"
"10172","1","4","-1","","40","140001","","20904115"
"10173","1","8","-1","","6500","91002","","20904116"
"10174","1","4","-1","","50","140001","","20904116"
"10175","1","8","-1","","7500","91002","","20904117"
"10176","1","4","-1","","60","140001","","20904117"
"10177","1","8","-1","","8500","91002","","20904118"
"10178","1","4","-1","","70","140001","","20904118"
"10179","1","8","-1","","4000","91002","","20904119"
"10180","1","2","-1","","50","90005","","20904119"
"10181","1","6","-1","","900","93001","","20904119"
"10182","1","8","-1","","4500","91002","","20904120"
"10183","1","2","-1","","100","90005","","20904120"
"10184","1","6","-1","","900","93001","","20904120"
"10185","1","8","-1","","5000","91002","","20904121"
"10186","1","2","-1","","150","90005","","20904121"
"10187","1","6","-1","","900","93001","","20904121"
"10188","1","8","-1","","5500","91002","","20904122"
"10189","1","2","-1","","200","90005","","20904122"
"10190","1","6","-1","","900","93001","","20904122"
"10191","1","8","-1","","6000","91002","","20904123"
"10192","1","2","-1","","250","90005","","20904123"
"10193","1","6","-1","","900","93001","","20904123"
"10194","1","2","-1","","20","31096","","20904124"
"10195","1","2","-1","","30","31096","","20904125"
"10196","1","2","-1","","40","31096","","20904126"
"10197","1","2","-1","","60","31096","","20904127"
"10198","1","2","-1","","115","31096","","20904128"
"10199","1","2","-1","","1000","90005","","20904129"
"10200","1","2","-1","","20","31097","","20904130"
"10201","1","2","-1","","30","31097","","20904131"
"10202","1","2","-1","","40","31097","","20904132"
"10203","1","2","-1","","60","31097","","20904133"
"10204","1","2","-1","","115","31097","","20904134"
"10205","1","2","-1","","20","31099","","20904135"
"10206","1","2","-1","","30","31099","","20904136"
"10207","1","2","-1","","40","31099","","20904137"
"10208","1","2","-1","","60","31099","","20904138"
"10209","1","2","-1","","115","31099","","20904139"
"10210","1","2","-1","","20","31100","","20904140"
"10211","1","2","-1","","30","31100","","20904141"
"10212","1","2","-1","","40","31100","","20904142"
"10213","1","2","-1","","60","31100","","20904143"
"10214","1","2","-1","","115","31100","","20904144"
"10215","1","8","-1","","2500","91002","","20904145"
"10216","1","2","-1","","50","90005","","20904145"
"10217","1","6","-1","","500","93001","","20904145"
"10218","1","8","-1","","3000","91002","","20904146"
"10219","1","2","-1","","50","90005","","20904146"
"10220","1","6","-1","","500","93001","","20904146"
"10221","1","8","-1","","2500","91002","","20904147"
"10222","1","2","-1","","75","90005","","20904147"
"10223","1","6","-1","","500","93001","","20904147"
"10224","1","8","-1","","3000","91002","","20904148"
"10225","1","2","-1","","75","90005","","20904148"
"10226","1","6","-1","","500","93001","","20904148"
"10227","1","8","-1","","2500","91002","","20904149"
"10228","1","2","-1","","100","90005","","20904149"
"10229","1","6","-1","","500","93001","","20904149"
"10230","1","8","-1","","3000","91002","","20904150"
"10231","1","2","-1","","100","90005","","20904150"
"10232","1","6","-1","","500","93001","","20904150"
"10233","1","8","-1","","2500","91002","","20904151"
"10234","1","2","-1","","125","90005","","20904151"
"10235","1","6","-1","","500","93001","","20904151"
"10236","1","8","-1","","3000","91002","","20904152"
"10237","1","2","-1","","125","90005","","20904152"
"10238","1","6","-1","","500","93001","","20904152"
"10239","1","8","-1","","2500","91002","","20904153"
"10240","1","2","-1","","150","90005","","20904153"
"10241","1","6","-1","","500","93001","","20904153"
"10242","1","8","-1","","3000","91002","","20904154"
"10243","1","2","-1","","150","90005","","20904154"
"10244","1","6","-1","","500","93001","","20904154"
"10245","1","8","-1","","2500","91002","","20904155"
"10246","1","4","-1","","30","140001","","20904155"
"10247","1","6","-1","","500","93001","","20904155"
"10248","1","8","-1","","3000","91002","","20904156"
"10249","1","4","-1","","30","140001","","20904156"
"10250","1","6","-1","","500","93001","","20904156"
"10251","1","8","-1","","2500","91002","","20904157"
"10252","1","4","-1","","35","140001","","20904157"
"10253","1","6","-1","","500","93001","","20904157"
"10254","1","8","-1","","3000","91002","","20904158"
"10255","1","4","-1","","35","140001","","20904158"
"10256","1","6","-1","","500","93001","","20904158"
"10257","1","8","-1","","2500","91002","","20904159"
"10258","1","4","-1","","40","140001","","20904159"
"10259","1","6","-1","","500","93001","","20904159"
"10260","1","8","-1","","3000","91002","","20904160"
"10261","1","4","-1","","40","140001","","20904160"
"10262","1","6","-1","","500","93001","","20904160"
"10263","1","8","-1","","2500","91002","","20904161"
"10264","1","4","-1","","45","140001","","20904161"
"10265","1","6","-1","","500","93001","","20904161"
"10266","1","8","-1","","3000","91002","","20904162"
"10267","1","4","-1","","45","140001","","20904162"
"10268","1","6","-1","","500","93001","","20904162"
"10269","1","8","-1","","2500","91002","","20904163"
"10270","1","4","-1","","50","140001","","20904163"
"10271","1","6","-1","","500","93001","","20904163"
"10272","1","8","-1","","3000","91002","","20904164"
"10273","1","4","-1","","50","140001","","20904164"
"10274","1","6","-1","","500","93001","","20904164"
"10275","1","2","-1","","20","31103","","20904165"
"10276","1","2","-1","","30","31103","","20904166"
"10277","1","2","-1","","40","31103","","20904167"
"10278","1","2","-1","","60","31103","","20904168"
"10279","1","2","-1","","115","31103","","20904169"
"10280","1","2","-1","","20","31104","","20904170"
"10281","1","2","-1","","30","31104","","20904171"
"10282","1","2","-1","","40","31104","","20904172"
"10283","1","2","-1","","60","31104","","20904173"
"10284","1","2","-1","","115","31104","","20904174"
"10285","1","8","-1","","2500","91002","","20904175"
"10286","1","2","-1","","50","90005","","20904175"
"10287","1","4","-1","","30","140001","","20904175"
"10288","1","8","-1","","3000","91002","","20904176"
"10289","1","2","-1","","50","90005","","20904176"
"10290","1","4","-1","","30","140001","","20904176"
"10291","1","8","-1","","2500","91002","","20904177"
"10292","1","2","-1","","75","90005","","20904177"
"10293","1","4","-1","","35","140001","","20904177"
"10294","1","8","-1","","3000","91002","","20904178"
"10295","1","2","-1","","75","90005","","20904178"
"10296","1","4","-1","","35","140001","","20904178"
"10297","1","8","-1","","2500","91002","","20904179"
"10298","1","2","-1","","100","90005","","20904179"
"10299","1","4","-1","","40","140001","","20904179"
"10300","1","8","-1","","3000","91002","","20904180"
"10301","1","2","-1","","100","90005","","20904180"
"10302","1","4","-1","","40","140001","","20904180"
"10303","1","8","-1","","2500","91002","","20904181"
"10304","1","2","-1","","125","90005","","20904181"
"10305","1","4","-1","","45","140001","","20904181"
"10306","1","8","-1","","3000","91002","","20904182"
"10307","1","2","-1","","125","90005","","20904182"
"10308","1","4","-1","","45","140001","","20904182"
"10309","1","8","-1","","2500","91002","","20904183"
"10310","1","2","-1","","150","90005","","20904183"
"10311","1","4","-1","","50","140001","","20904183"
"10312","1","8","-1","","3000","91002","","20904184"
"10313","1","2","-1","","150","90005","","20904184"
"10314","1","4","-1","","50","140001","","20904184"
"10315","1","2","-1","","20","31106","","20904185"
"10316","1","2","-1","","30","31106","","20904186"
"10317","1","2","-1","","40","31106","","20904187"
"10318","1","2","-1","","60","31106","","20904188"
"10319","1","2","-1","","115","31106","","20904189"
"10320","1","2","-1","","20","31107","","20904190"
"10321","1","2","-1","","30","31107","","20904191"
"10322","1","2","-1","","40","31107","","20904192"
"10323","1","2","-1","","60","31107","","20904193"
"10324","1","2","-1","","115","31107","","20904194"
"10325","1","2","-1","","20","31108","","20904195"
"10326","1","2","-1","","30","31108","","20904196"
"10327","1","2","-1","","40","31108","","20904197"
"10328","1","2","-1","","60","31108","","20904198"
"10329","1","2","-1","","115","31108","","20904199"
"10330","1","8","-1","","3000","91002","","20904200"
"10331","1","2","-1","","30","25001","","20904200"
"10332","1","6","-1","","600","93001","","20904200"
"10333","1","8","-1","","3000","91002","","20904201"
"10334","1","2","-1","","150","90005","","20904201"
"10335","1","6","-1","","600","93001","","20904201"
"10336","1","2","-1","","20","31070","","20904202"
"10337","1","2","-1","","1","97501","","20904202"
"10338","1","2","-1","","30","31070","","20904203"
"10339","1","2","-1","","1","97501","","20904203"
"10340","1","2","-1","","1","97501","","20904204"
"10341","1","2","-1","","40","31070","","20904205"
"10342","1","2","-1","","1","97501","","20904205"
"10343","1","2","-1","","1","97501","","20904206"
"10344","1","2","-1","","60","31070","","20904207"
"10345","1","2","-1","","2","97501","","20904207"
"10346","1","2","-1","","2","97501","","20904208"
"10347","1","2","-1","","115","31070","","20904209"
"10348","1","2","-1","","2","97501","","20904209"
"10349","1","2","-1","","2","97501","","20904210"
"10350","1","2","-1","","1000","90005","","20904211"
"10351","1","2","-1","","2","97501","","20904211"
"10001003","1","5","39","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","11001001"
"10001004","1","12","39","2023/04/17 04:59:59","30000","94002","2021/02/09 05:00:00","11001001"
"10001005","1","8","39","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11001001"
"10001006","1","5","39","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11003001"
"10001007","1","2","39","2023/04/17 04:59:59","2","20002","2021/02/09 05:00:00","11003001"
"10001008","1","8","39","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11003001"
"10001009","1","5","39","2023/04/17 04:59:59","20","0","2021/02/09 05:00:00","13002001"
"10001010","1","5","39","2023/04/17 04:59:59","20","0","2021/02/09 05:00:00","18004001"
"10001011","1","5","39","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","16006001"
"10001012","1","5","39","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","16007001"
"10001013","1","2","39","2023/04/17 04:59:59","3","22001","2021/02/09 05:00:00","16007001"
"10001014","1","5","39","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","11004001"
"10001015","1","2","39","2023/04/17 04:59:59","2","20002","2021/02/09 05:00:00","11004001"
"10001016","1","2","39","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11004001"
"10001017","1","5","39","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11005001"
"10001018","1","12","39","2023/04/17 04:59:59","30000","94002","2021/02/09 05:00:00","11005001"
"10001019","1","2","39","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11005001"
"10001023","1","5","39","2030/12/31 23:59:59","60","0","2023/04/17 05:00:00","11001001"
"10001024","1","5","39","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","14001001"
"10001025","1","12","39","2023/04/17 04:59:59","80000","94002","2021/02/09 05:00:00","14001001"
"10001026","1","2","39","2023/04/17 04:59:59","2","20003","2021/02/09 05:00:00","14001001"
"10001027","1","5","39","2023/04/17 04:59:59","50","0","2021/02/09 05:00:00","14003001"
"10001028","1","12","39","2023/04/17 04:59:59","140000","94002","2021/02/09 05:00:00","14003001"
"10001029","1","2","39","2023/04/17 04:59:59","4","22002","2021/02/09 05:00:00","14003001"
"10001030","1","12","39","2030/12/31 23:59:59","30000","94002","2023/04/17 05:00:00","11001001"
"10001031","1","8","39","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11001001"
"10001032","1","5","39","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11003001"
"10001033","1","2","39","2030/12/31 23:59:59","2","20002","2023/04/17 05:00:00","11003001"
"10001034","1","8","39","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11003001"
"10001035","1","5","39","2030/12/31 23:59:59","40","0","2023/04/17 05:00:00","13002001"
"10001036","1","5","39","2030/12/31 23:59:59","40","0","2023/04/17 05:00:00","18004001"
"10001037","1","5","39","2024/06/14 15:59:59","50","0","2023/04/17 05:00:00","16006001"
"10001038","1","5","39","2024/06/14 15:59:59","50","0","2023/04/17 05:00:00","16007001"
"10001039","1","2","39","2024/06/14 15:59:59","3","22001","2023/04/17 05:00:00","16007001"
"10001040","1","5","39","2030/12/31 23:59:59","60","0","2023/04/17 05:00:00","11004001"
"10001041","1","2","39","2030/12/31 23:59:59","2","20002","2023/04/17 05:00:00","11004001"
"10001042","1","2","39","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11004001"
"10001043","1","5","39","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11005001"
"10001044","1","12","39","2030/12/31 23:59:59","30000","94002","2023/04/17 05:00:00","11005001"
"10001045","1","2","39","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11005001"
"10001046","1","5","39","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","14001001"
"10001047","1","12","39","2030/12/31 23:59:59","80000","94002","2023/04/17 05:00:00","14001001"
"10001048","1","2","39","2030/12/31 23:59:59","2","20003","2023/04/17 05:00:00","14001001"
"10001049","1","5","39","2030/12/31 23:59:59","100","0","2023/04/17 05:00:00","14003001"
"10001050","1","12","39","2030/12/31 23:59:59","140000","94002","2023/04/17 05:00:00","14003001"
"10001051","1","2","39","2030/12/31 23:59:59","4","22002","2023/04/17 05:00:00","14003001"
"10001114","1","5","39","2023/04/17 04:59:59","20","0","2021/02/09 05:00:00","11101001"
"10001115","1","2","39","2023/04/17 04:59:59","2","20003","2021/02/09 05:00:00","11101001"
"10001121","1","5","39","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","11001002"
"10001122","1","12","39","2023/04/17 04:59:59","30000","94002","2021/02/09 05:00:00","11001002"
"10001123","1","2","39","2023/04/17 04:59:59","6","23001","2021/02/09 05:00:00","11001002"
"10001152","1","5","39","2030/12/31 23:59:59","40","0","2023/04/17 05:00:00","11101001"
"10001153","1","2","39","2030/12/31 23:59:59","2","20003","2023/04/17 05:00:00","11101001"
"10001154","1","5","39","2030/12/31 23:59:59","60","0","2023/04/17 05:00:00","11001002"
"10001155","1","12","39","2030/12/31 23:59:59","30000","94002","2023/04/17 05:00:00","11001002"
"10001156","1","2","39","2030/12/31 23:59:59","6","23001","2023/04/17 05:00:00","11001002"
"10040003","40","5","54","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","11001001"
"10040004","40","12","54","2023/04/17 04:59:59","40000","94002","2021/02/09 05:00:00","11001001"
"10040005","40","8","54","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11001001"
"10040006","40","5","54","2023/04/17 04:59:59","45","0","2021/02/09 05:00:00","11003001"
"10040007","40","2","54","2023/04/17 04:59:59","6","20002","2021/02/09 05:00:00","11003001"
"10040008","40","8","54","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11003001"
"10040009","40","5","54","2023/04/17 04:59:59","20","0","2021/02/09 05:00:00","13002001"
"10040010","40","5","54","2023/04/17 04:59:59","20","0","2021/02/09 05:00:00","18004001"
"10040011","40","5","54","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","16006001"
"10040012","40","5","54","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","16007001"
"10040013","40","2","54","2023/04/17 04:59:59","3","22001","2021/02/09 05:00:00","16007001"
"10040014","40","5","54","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","11004001"
"10040015","40","2","54","2023/04/17 04:59:59","6","20002","2021/02/09 05:00:00","11004001"
