3b3e6b57fab0ffa6d6a7b526a244a17c2d1a79ee736ee7dbe72e3ff9a95b9fbc,3c07a8867883e4d6085a938371939190d154201be1126f267be78112535c7c3d,a6de93001d2f8ad6d5d2e410e87b44b23d34ccc82d0e265a938ecb2ae621d5b3,3f327ed408f5428c8ffbe298632f952a93fbd78d10e9f18d452651240e071d29,7939122e1f9b9bab76c2b801ee64e784495a336f0e6d90bd7be97f7d0a09501f,a034bc229773ec3d43df7d101063637be0e2bc0e25910cfedadeb2b003519795,bc2c6701fea14fc3e985e08f7486633dcc36a352f0c14aa30b51ad7a4a26c9e7,04a74a45bfe0820845e6f1c6e87bfacdd612554f7ed82169b24b23aa634d97af,946d5f7575ee5d2924bf65c42a111def64b6d3d53e92a8a601338270a0a54b35,29d6023e52faddd90e718e28b80c4a2ce27abd49043dc6bd66236fd62c4a190a,09a48c2a08bbe0c83216e4834369ffc9b26e99b3b8eb3b99081301c1fae90e8d,e27bbe13dc7d125bdd0e4d64bc38160175521c587167d635b04787f45648df62,085ee1161db3c64ac9f01ff434dcbd0b98bf6020d5a4ba7339998901c1f4ee5a,5f9411df164892908471a21e87665b77ad908fb0456391a1dbe6cb6b5202c233,05b2baab2a9ce6b4ac86291ad9dcc4a268dd0506d89331a18d21e81b7a635306,ea363810bdefa7ab30a8a54eec2520875f0bcbc12073c1d8dfade51ae6b6f06f,7e16e4182c70d4b3ec9ee2052462e1f60008251d7a05731b95a74bb2a6ee36d5,bcb29816cf81d4d97b7a7bbaadab0d0ef164f8cf36ce2b6906b3ed20fa70cf7c,2d1382a14820af2173cb61bed4df68e02f41d52d2334292e12cf58d7b70efd5a,7ec9234fbfc4135531bbce9ca62337fb658271d0b006ce0ad44c1a971261bd62,32d756379917cd482d8bc37afc5d6dbb9af9d2fb8e48d3a45d8c7f2e358712f9,7ea0cfe980f9c0502d7646c61f9d37f0ea59257b1837ce803afcc766dd7c83c3,268178fea3ea442bf710deb60d9d7fcdc0e297b462ff0ab42466466d0c789362,c3c6db95b46ecbce510b64178bc9aa8336141c001709ba3296b130b9001ee20a,d82b46e2f7b3cf7485d6c9039343027cbabe0b831874bba2ff404f36e867be5f,b3edd495b3ea153acb0d616465c215a52798b31cb9e639075c09a773f44f4023,b571baab1a0361cd9ebaf1a0ad79d05d1e7086c0af0225bbd7656f9a9df0a860,a8227afa12ecb31bb9b14c7adfa3861172b97864b4ab18b9c3097694916b48c4,8d73b91c0fc379aeee94cfb9f1b2351cab7d0e343e77532bf3894dcc41781f90,91cfe2995fea1775d56fdac5e66110e0cf6af1cdac59ac8f577a4ff934e8ad84,02e42a58b3dee425ac0f69d4a50b098b84f4881ef865b61e20534a21f7f84be0,d476972cdc3e53a4b7b7eb0ebe61bf8c92cb110806a42d26f417fadef193ed91,43c35508f26e12ad40a13754b1e4a4df46173f8f5ceef9afcfbfde6e37b625b1,395c246072a945aa65ff0fd2f221db9b116096d9b0e339143aed886c8d6b4ad4,47909f00e4ae9dc0126edc1abfeedbe9162875744bed9c28723359b0684b1b24,3e70fb376f5cfaaf3a9f0629aad25052253b463145612c9d93b53140f5df78e4,8bc1ab676cc9150e1a82ccbb2bb165866962b656c9a968fb49dc587c878ce641,ea3b59e6b8dcc225933f1ff65987b90d53344a1ff8d90b861c5cfafd076aa411,b638dbdba55fa5d1b5d89009adda8b795c5e402ef52e1aa08248e760f58009f7
"1004210","-1","1","0.06","10240102","1024","3.5","710121","1004206","10240101","2","1004207","401043921","0","10240103","1004107","1004109","3.7","401043931","3.5","35","401043941","3.8","1004106","35","0","1001303","4","401043951","79","1004110","1004208","10240105","1004108","401043911","1000000","4","1004209","10240104"
"1004205","1","1","0.03","10250102","1025","1.2","710011","1004201","10250101","1","1004202","401044121","0","10250103","1004102","1004104","1.3","401044131","1.2","1","401044141","1.4","1004101","1","0","1001301","1.5","401044151","80","1004105","1004203","10250105","1004103","401044111","1000000","1","1004204","10250104"
"1004210","3","1","0.03","10250102","1025","1.2","710011","1004206","10250101","1","1004207","401044121","0","10250103","1004107","1004109","1.3","401044131","1.2","2","401044141","1.4","1004106","2","0","1001303","1.5","401044151","81","1004110","1004208","10250105","1004108","401044111","1000000","1","1004209","10250104"
"1004210","10","1","0.06","10250102","1025","1.6","710011","1004206","10250101","2","1004207","401044171","0","10250103","1004107","1004109","1.8","401044181","1.6","4","401044191","1.9","1004106","4","0","1001303","2","401044201","82","1004110","1004208","10250105","1004108","401044161","1000000","2","1004209","10250104"
"1004210","34","1","0.06","10250102","1025","2","710011","1004206","10250101","2","1004207","401044221","0","10250103","1004107","1004109","2.4","401044231","2","11","401044241","2.4","1004106","11","0","1001303","2.6","401044251","83","1004110","1004208","10250105","1004108","401044211","1000000","3","1004209","10250104"
"1004210","-1","1","0.06","10250102","1025","3.5","710011","1004206","10250101","2","1004207","401044271","0","10250103","1004107","1004109","3.7","401044281","3.5","35","401044291","3.8","1004106","35","0","1001303","4","401044301","84","1004110","1004208","10250105","1004108","401044261","1000000","4","1004209","10250104"
"1004205","1","1","0.03","10260102","1026","1.2","710021","1004201","10260101","1","1004202","401044471","0","10260103","1004102","1004104","1.3","401044481","1.2","1","401044491","1.4","1004101","1","0","1001301","1.5","401044501","85","1004105","1004203","10260105","1004103","401044461","1000000","1","1004204","10260104"
"1004210","3","1","0.03","10260102","1026","1.2","710021","1004206","10260101","1","1004207","401044471","0","10260103","1004107","1004109","1.3","401044481","1.2","2","401044491","1.4","1004106","2","0","1001303","1.5","401044501","86","1004110","1004208","10260105","1004108","401044461","1000000","1","1004209","10260104"
"1004210","10","1","0.06","10260102","1026","1.6","710021","1004206","10260101","2","1004207","401044521","0","10260103","1004107","1004109","1.8","401044531","1.6","4","401044541","1.9","1004106","4","0","1001303","2","401044551","87","1004110","1004208","10260105","1004108","401044511","1000000","2","1004209","10260104"
"1004210","34","1","0.06","10260102","1026","2","710021","1004206","10260101","2","1004207","401044571","0","10260103","1004107","1004109","2.4","401044581","2","11","401044591","2.4","1004106","11","0","1001303","2.6","401044601","88","1004110","1004208","10260105","1004108","401044561","1000000","3","1004209","10260104"
"1004210","-1","1","0.06","10260102","1026","3.5","710021","1004206","10260101","2","1004207","401044621","0","10260103","1004107","1004109","3.7","401044631","3.5","35","401044641","3.8","1004106","35","0","1001303","4","401044651","89","1004110","1004208","10260105","1004108","401044611","1000000","4","1004209","10260104"
"1004205","1","1","0.03","10270102","1027","1.2","710031","1004201","10270101","1","1004202","401044821","0","10270103","1004102","1004104","1.3","401044831","1.2","1","401044841","1.4","1004101","1","0","1001301","1.5","401044851","90","1004105","1004203","10270105","1004103","401044811","1000000","1","1004204","10270104"
"1004210","3","1","0.03","10270102","1027","1.2","710031","1004206","10270101","1","1004207","401044821","0","10270103","1004107","1004109","1.3","401044831","1.2","2","401044841","1.4","1004106","2","0","1001303","1.5","401044851","91","1004110","1004208","10270105","1004108","401044811","1000000","1","1004209","10270104"
"1004210","10","1","0.06","10270102","1027","1.6","710031","1004206","10270101","2","1004207","401044871","0","10270103","1004107","1004109","1.8","401044881","1.6","4","401044891","1.9","1004106","4","0","1001303","2","401044901","92","1004110","1004208","10270105","1004108","401044861","1000000","2","1004209","10270104"
"1004210","34","1","0.06","10270102","1027","2","710031","1004206","10270101","2","1004207","401044921","0","10270103","1004107","1004109","2.4","401044931","2","11","401044941","2.4","1004106","11","0","1001303","2.6","401044951","93","1004110","1004208","10270105","1004108","401044911","1000000","3","1004209","10270104"
"1004210","-1","1","0.06","10270102","1027","3.5","710031","1004206","10270101","2","1004207","401044971","0","10270103","1004107","1004109","3.7","401044981","3.5","35","401044991","3.8","1004106","35","0","1001303","4","401045001","94","1004110","1004208","10270105","1004108","401044961","1000000","4","1004209","10270104"
"1004205","1","1","0.03","10280102","1028","1.2","710041","1004201","10280101","1","1004202","401045171","0","10280103","1004102","1004104","1.3","401045181","1.2","1","401045191","1.4","1004101","1","0","1001301","1.5","401045201","95","1004105","1004203","10280105","1004103","401045161","1000000","1","1004204","10280104"
"1004210","3","1","0.03","10280102","1028","1.2","710041","1004206","10280101","1","1004207","401045171","0","10280103","1004107","1004109","1.3","401045181","1.2","2","401045191","1.4","1004106","2","0","1001303","1.5","401045201","96","1004110","1004208","10280105","1004108","401045161","1000000","1","1004209","10280104"
"1004210","10","1","0.06","10280102","1028","1.6","710041","1004206","10280101","2","1004207","401045221","0","10280103","1004107","1004109","1.8","401045231","1.6","4","401045241","1.9","1004106","4","0","1001303","2","401045251","97","1004110","1004208","10280105","1004108","401045211","1000000","2","1004209","10280104"
"1004210","34","1","0.06","10280102","1028","2","710041","1004206","10280101","2","1004207","401045271","0","10280103","1004107","1004109","2.4","401045281","2","11","401045291","2.4","1004106","11","0","1001303","2.6","401045301","98","1004110","1004208","10280105","1004108","401045261","1000000","3","1004209","10280104"
"1004210","-1","1","0.06","10280102","1028","3.5","710041","1004206","10280101","2","1004207","401045321","0","10280103","1004107","1004109","3.7","401045331","3.5","35","401045341","3.8","1004106","35","0","1001303","4","401045351","99","1004110","1004208","10280105","1004108","401045311","1000000","4","1004209","10280104"
"1004205","1","1","0.03","10290102","1029","1.2","710051","1004201","10290101","1","1004202","401045521","0","10290103","1004102","1004104","1.3","401045531","1.2","1","401045541","1.4","1004101","1","0","1001301","1.5","401045551","100","1004105","1004203","10290105","1004103","401045511","1000000","1","1004204","10290104"
"1004210","3","1","0.03","10290102","1029","1.2","710051","1004206","10290101","1","1004207","401045521","0","10290103","1004107","1004109","1.3","401045531","1.2","2","401045541","1.4","1004106","2","0","1001303","1.5","401045551","101","1004110","1004208","10290105","1004108","401045511","1000000","1","1004209","10290104"
"1004210","10","1","0.06","10290102","1029","1.6","710051","1004206","10290101","2","1004207","401045571","0","10290103","1004107","1004109","1.8","401045581","1.6","4","401045591","1.9","1004106","4","0","1001303","2","401045601","102","1004110","1004208","10290105","1004108","401045561","1000000","2","1004209","10290104"
"1004210","34","1","0.06","10290102","1029","2","710051","1004206","10290101","2","1004207","401045621","0","10290103","1004107","1004109","2.4","401045631","2","11","401045641","2.4","1004106","11","0","1001303","2.6","401045651","103","1004110","1004208","10290105","1004108","401045611","1000000","3","1004209","10290104"
"1004210","-1","1","0.06","10290102","1029","3.5","710051","1004206","10290101","2","1004207","401045671","0","10290103","1004107","1004109","3.7","401045681","3.5","35","401045691","3.8","1004106","35","0","1001303","4","401045701","104","1004110","1004208","10290105","1004108","401045661","1000000","4","1004209","10290104"
"1004205","1","1","0.03","10300102","1030","1.2","710061","1004201","10300101","1","1004202","401045871","0","10300103","1004102","1004104","1.3","401045881","1.2","1","401045891","1.4","1004101","1","0","1001301","1.5","401045901","105","1004105","1004203","10300105","1004103","401045861","1000000","1","1004204","10300104"
"1004210","3","1","0.03","10300102","1030","1.2","710061","1004206","10300101","1","1004207","401045871","0","10300103","1004107","1004109","1.3","401045881","1.2","2","401045891","1.4","1004106","2","0","1001303","1.5","401045901","106","1004110","1004208","10300105","1004108","401045861","1000000","1","1004209","10300104"
"1004210","10","1","0.06","10300102","1030","1.6","710061","1004206","10300101","2","1004207","401045921","0","10300103","1004107","1004109","1.8","401045931","1.6","4","401045941","1.9","1004106","4","0","1001303","2","401045951","107","1004110","1004208","10300105","1004108","401045911","1000000","2","1004209","10300104"
"1004210","34","1","0.06","10300102","1030","2","710061","1004206","10300101","2","1004207","401045971","0","10300103","1004107","1004109","2.4","401045981","2","11","401045991","2.4","1004106","11","0","1001303","2.6","401046001","108","1004110","1004208","10300105","1004108","401045961","1000000","3","1004209","10300104"
"1004210","-1","1","0.06","10300102","1030","3.5","710061","1004206","10300101","2","1004207","401046021","0","10300103","1004107","1004109","3.7","401046031","3.5","35","401046041","3.8","1004106","35","0","1001303","4","401046051","109","1004110","1004208","10300105","1004108","401046011","1000000","4","1004209","10300104"
"1004205","1","1","0.03","10310102","1031","1.2","710071","1004201","10310101","1","1004202","401046221","0","10310103","1004102","1004104","1.3","401046231","1.2","1","401046241","1.4","1004101","1","0","1001301","1.5","401046251","110","1004105","1004203","10310105","1004103","401046211","1000000","1","1004204","10310104"
"1004210","3","1","0.03","10310102","1031","1.2","710071","1004206","10310101","1","1004207","401046221","0","10310103","1004107","1004109","1.3","401046231","1.2","2","401046241","1.4","1004106","2","0","1001303","1.5","401046251","111","1004110","1004208","10310105","1004108","401046211","1000000","1","1004209","10310104"
"1004210","10","1","0.06","10310102","1031","1.6","710071","1004206","10310101","2","1004207","401046271","0","10310103","1004107","1004109","1.8","401046281","1.6","4","401046291","1.9","1004106","4","0","1001303","2","401046301","112","1004110","1004208","10310105","1004108","401046261","1000000","2","1004209","10310104"
"1004210","34","1","0.06","10310102","1031","2","710071","1004206","10310101","2","1004207","401046321","0","10310103","1004107","1004109","2.4","401046331","2","11","401046341","2.4","1004106","11","0","1001303","2.6","401046351","113","1004110","1004208","10310105","1004108","401046311","1000000","3","1004209","10310104"
"1004210","-1","1","0.06","10310102","1031","3.5","710071","1004206","10310101","2","1004207","401046371","0","10310103","1004107","1004109","3.7","401046381","3.5","35","401046391","3.8","1004106","35","0","1001303","4","401046401","114","1004110","1004208","10310105","1004108","401046361","1000000","4","1004209","10310104"
"1004205","1","1","0.03","10320102","1032","1.2","710081","1004201","10320101","1","1004202","401046571","0","10320103","1004102","1004104","1.3","401046581","1.2","1","401046591","1.4","1004101","1","0","1001301","1.5","401046601","115","1004105","1004203","10320105","1004103","401046561","1000000","1","1004204","10320104"
"1004210","3","1","0.03","10320102","1032","1.2","710081","1004206","10320101","1","1004207","401046571","0","10320103","1004107","1004109","1.3","401046581","1.2","2","401046591","1.4","1004106","2","0","1001303","1.5","401046601","116","1004110","1004208","10320105","1004108","401046561","1000000","1","1004209","10320104"
"1004210","10","1","0.06","10320102","1032","1.6","710081","1004206","10320101","2","1004207","401046621","0","10320103","1004107","1004109","1.8","401046631","1.6","4","401046641","1.9","1004106","4","0","1001303","2","401046651","117","1004110","1004208","10320105","1004108","401046611","1000000","2","1004209","10320104"
"1004210","34","1","0.06","10320102","1032","2","710081","1004206","10320101","2","1004207","401046671","0","10320103","1004107","1004109","2.4","401046681","2","11","401046691","2.4","1004106","11","0","1001303","2.6","401046701","118","1004110","1004208","10320105","1004108","401046661","1000000","3","1004209","10320104"
"1004210","-1","1","0.06","10320102","1032","3.5","710081","1004206","10320101","2","1004207","401046721","0","10320103","1004107","1004109","3.7","401046731","3.5","35","401046741","3.8","1004106","35","0","1001303","4","401046751","119","1004110","1004208","10320105","1004108","401046711","1000000","4","1004209","10320104"
"1004205","1","1","0.03","10330102","1033","1.2","710091","1004201","10330101","1","1004202","401046921","0","10330103","1004102","1004104","1.3","401046931","1.2","1","401046941","1.4","1004101","1","0","1001301","1.5","401046951","120","1004105","1004203","10330105","1004103","401046911","1000000","1","1004204","10330104"
"1004210","3","1","0.03","10330102","1033","1.2","710091","1004206","10330101","1","1004207","401046921","0","10330103","1004107","1004109","1.3","401046931","1.2","2","401046941","1.4","1004106","2","0","1001303","1.5","401046951","121","1004110","1004208","10330105","1004108","401046911","1000000","1","1004209","10330104"
"1004210","10","1","0.06","10330102","1033","1.6","710091","1004206","10330101","2","1004207","401046971","0","10330103","1004107","1004109","1.8","401046981","1.6","4","401046991","1.9","1004106","4","0","1001303","2","401047001","122","1004110","1004208","10330105","1004108","401046961","1000000","2","1004209","10330104"
"1004210","34","1","0.06","10330102","1033","2","710091","1004206","10330101","2","1004207","401047021","0","10330103","1004107","1004109","2.4","401047031","2","11","401047041","2.4","1004106","11","0","1001303","2.6","401047051","123","1004110","1004208","10330105","1004108","401047011","1000000","3","1004209","10330104"
"1004210","-1","1","0.06","10330102","1033","3.5","710091","1004206","10330101","2","1004207","401047071","0","10330103","1004107","1004109","3.7","401047081","3.5","35","401047091","3.8","1004106","35","0","1001303","4","401047101","124","1004110","1004208","10330105","1004108","401047061","1000000","4","1004209","10330104"
"1004205","1","1","0.03","10340102","1034","1.2","710101","1004201","10340101","1","1004202","401047271","0","10340103","1004102","1004104","1.3","401047281","1.2","1","401047291","1.4","1004101","1","0","1001301","1.5","401047301","125","1004105","1004203","10340105","1004103","401047261","1000000","1","1004204","10340104"
"1004210","3","1","0.03","10340102","1034","1.2","710101","1004206","10340101","1","1004207","401047271","0","10340103","1004107","1004109","1.3","401047281","1.2","2","401047291","1.4","1004106","2","0","1001303","1.5","401047301","126","1004110","1004208","10340105","1004108","401047261","1000000","1","1004209","10340104"
"1004210","10","1","0.06","10340102","1034","1.6","710101","1004206","10340101","2","1004207","401047321","0","10340103","1004107","1004109","1.8","401047331","1.6","4","401047341","1.9","1004106","4","0","1001303","2","401047351","127","1004110","1004208","10340105","1004108","401047311","1000000","2","1004209","10340104"
"1004210","34","1","0.06","10340102","1034","2","710101","1004206","10340101","2","1004207","401047371","0","10340103","1004107","1004109","2.4","401047381","2","11","401047391","2.4","1004106","11","0","1001303","2.6","401047401","128","1004110","1004208","10340105","1004108","401047361","1000000","3","1004209","10340104"
"1004210","44","1","0.06","10340102","1034","3.5","710101","1004206","10340101","2","1004207","401047421","0","10340103","1004107","1004109","3.7","401047431","3.5","35","401047441","3.8","1004106","35","0","1001303","4","401047451","129","1004110","1004208","10340105","1004108","401047411","1000000","4","1004209","10340104"
"1004210","-1","1","0.06","10340102","1034","3.5","710101","1004206","10340101","2","1004207","401047471","0","10340103","1004107","1004109","3.7","401047481","3.5","45","401047491","3.8","1004106","45","0","1001303","4","401047501","130","1004110","1004208","10340105","1004108","401047461","1000000","5","1004209","10340104"
"1004205","1","1","0.03","10350102","1035","1.2","710111","1004201","10350101","1","1004202","401047671","0","10350103","1004102","1004104","1.3","401047681","1.2","1","401047691","1.4","1004101","1","0","1001301","1.5","401047701","131","1004105","1004203","10350105","1004103","401047661","1000000","1","1004204","10350104"
"1004210","3","1","0.03","10350102","1035","1.2","710111","1004206","10350101","1","1004207","401047671","0","10350103","1004107","1004109","1.3","401047681","1.2","2","401047691","1.4","1004106","2","0","1001303","1.5","401047701","132","1004110","1004208","10350105","1004108","401047661","1000000","1","1004209","10350104"
"1004210","10","1","0.06","10350102","1035","1.6","710111","1004206","10350101","2","1004207","401047721","0","10350103","1004107","1004109","1.8","401047731","1.6","4","401047741","1.9","1004106","4","0","1001303","2","401047751","133","1004110","1004208","10350105","1004108","401047711","1000000","2","1004209","10350104"
"1004210","34","1","0.06","10350102","1035","2","710111","1004206","10350101","2","1004207","401047771","0","10350103","1004107","1004109","2.4","401047781","2","11","401047791","2.4","1004106","11","0","1001303","2.6","401047801","134","1004110","1004208","10350105","1004108","401047761","1000000","3","1004209","10350104"
"1004210","44","1","0.06","10350102","1035","3.5","710111","1004206","10350101","2","1004207","401047821","0","10350103","1004107","1004109","3.7","401047831","3.5","35","401047841","3.8","1004106","35","0","1001303","4","401047851","135","1004110","1004208","10350105","1004108","401047811","1000000","4","1004209","10350104"
"1004210","-1","1","0.06","10350102","1035","3.5","710111","1004206","10350101","2","1004207","401047871","0","10350103","1004107","1004109","3.7","401047881","3.5","45","401047891","3.8","1004106","45","0","1001303","4","401047901","136","1004110","1004208","10350105","1004108","401047861","1000000","5","1004209","10350104"
"1004205","1","1","0.03","10360102","1036","1.2","710121","1004201","10360101","1","1004202","401048071","0","10360103","1004102","1004104","1.3","401048081","1.2","1","401048091","1.4","1004101","1","0","1001301","1.5","401048101","137","1004105","1004203","10360105","1004103","401048061","1000000","1","1004204","10360104"
"1004210","3","1","0.03","10360102","1036","1.2","710121","1004206","10360101","1","1004207","401048071","0","10360103","1004107","1004109","1.3","401048081","1.2","2","401048091","1.4","1004106","2","0","1001303","1.5","401048101","138","1004110","1004208","10360105","1004108","401048061","1000000","1","1004209","10360104"
"1004210","10","1","0.06","10360102","1036","1.6","710121","1004206","10360101","2","1004207","401048121","0","10360103","1004107","1004109","1.8","401048131","1.6","4","401048141","1.9","1004106","4","0","1001303","2","401048151","139","1004110","1004208","10360105","1004108","401048111","1000000","2","1004209","10360104"
"1004210","34","1","0.06","10360102","1036","2","710121","1004206","10360101","2","1004207","401048171","0","10360103","1004107","1004109","2.4","401048181","2","11","401048191","2.4","1004106","11","0","1001303","2.6","401048201","140","1004110","1004208","10360105","1004108","401048161","1000000","3","1004209","10360104"
"1004210","44","1","0.06","10360102","1036","3.5","710121","1004206","10360101","2","1004207","401048221","0","10360103","1004107","1004109","3.7","401048231","3.5","35","401048241","3.8","1004106","35","0","1001303","4","401048251","141","1004110","1004208","10360105","1004108","401048211","1000000","4","1004209","10360104"
"1004210","-1","1","0.06","10360102","1036","3.5","710121","1004206","10360101","2","1004207","401048271","0","10360103","1004107","1004109","3.7","401048281","3.5","45","401048291","3.8","1004106","45","0","1001303","4","401048301","142","1004110","1004208","10360105","1004108","401048261","1000000","5","1004209","10360104"
"1004205","1","1","0.03","10370102","1037","1.2","710011","1004201","10370101","1","1004202","401048471","0","10370103","1004102","1004104","1.3","401048481","1.2","1","401048491","1.4","1004101","1","0","1001301","1.5","401048501","143","1004105","1004203","10370105","1004103","401048461","1000000","1","1004204","10370104"
"1004210","3","1","0.03","10370102","1037","1.2","710011","1004206","10370101","1","1004207","401048471","0","10370103","1004107","1004109","1.3","401048481","1.2","2","401048491","1.4","1004106","2","0","1001303","1.5","401048501","144","1004110","1004208","10370105","1004108","401048461","1000000","1","1004209","10370104"
"1004210","10","1","0.06","10370102","1037","1.6","710011","1004206","10370101","2","1004207","401048521","0","10370103","1004107","1004109","1.8","401048531","1.6","4","401048541","1.9","1004106","4","0","1001303","2","401048551","145","1004110","1004208","10370105","1004108","401048511","1000000","2","1004209","10370104"
"1004210","34","1","0.06","10370102","1037","2","710011","1004206","10370101","2","1004207","401048571","0","10370103","1004107","1004109","2.4","401048581","2","11","401048591","2.4","1004106","11","0","1001303","2.6","401048601","146","1004110","1004208","10370105","1004108","401048561","1000000","3","1004209","10370104"
"1004210","44","1","0.06","10370102","1037","3.5","710011","1004206","10370101","2","1004207","401048621","0","10370103","1004107","1004109","3.7","401048631","3.5","35","401048641","3.8","1004106","35","0","1001303","4","401048651","147","1004110","1004208","10370105","1004108","401048611","1000000","4","1004209","10370104"
"1004210","-1","1","0.06","10370102","1037","3.5","710011","1004206","10370101","2","1004207","401048671","0","10370103","1004107","1004109","3.7","401048681","3.5","45","401048691","3.8","1004106","45","0","1001303","4","401048701","148","1004110","1004208","10370105","1004108","401048661","1000000","5","1004209","10370104"
"1004205","1","1","0.03","10380102","1038","1.2","710021","1004201","10380101","1","1004202","401048871","0","10380103","1004102","1004104","1.3","401048881","1.2","1","401048891","1.4","1004101","1","0","1001301","1.5","401048901","149","1004105","1004203","10380105","1004103","401048861","1000000","1","1004204","10380104"
"1004210","3","1","0.03","10380102","1038","1.2","710021","1004206","10380101","1","1004207","401048871","0","10380103","1004107","1004109","1.3","401048881","1.2","2","401048891","1.4","1004106","2","0","1001303","1.5","401048901","150","1004110","1004208","10380105","1004108","401048861","1000000","1","1004209","10380104"
"1004210","10","1","0.06","10380102","1038","1.6","710021","1004206","10380101","2","1004207","401048921","0","10380103","1004107","1004109","1.8","401048931","1.6","4","401048941","1.9","1004106","4","0","1001303","2","401048951","151","1004110","1004208","10380105","1004108","401048911","1000000","2","1004209","10380104"
"1004210","34","1","0.06","10380102","1038","2","710021","1004206","10380101","2","1004207","401048971","0","10380103","1004107","1004109","2.4","401048981","2","11","401048991","2.4","1004106","11","0","1001303","2.6","401049001","152","1004110","1004208","10380105","1004108","401048961","1000000","3","1004209","10380104"
"1004210","44","1","0.06","10380102","1038","3.5","710021","1004206","10380101","2","1004207","401049021","0","10380103","1004107","1004109","3.7","401049031","3.5","35","401049041","3.8","1004106","35","0","1001303","4","401049051","153","1004110","1004208","10380105","1004108","401049011","1000000","4","1004209","10380104"
"1004210","-1","1","0.06","10380102","1038","3.5","710021","1004206","10380101","2","1004207","401049071","0","10380103","1004107","1004109","3.7","401049081","3.5","45","401049091","3.8","1004106","45","0","1001303","4","401049101","154","1004110","1004208","10380105","1004108","401049061","1000000","5","1004209","10380104"
"1004205","1","1","0.03","10390102","1039","1.2","710031","1004201","10390101","1","1004202","401049271","0","10390103","1004102","1004104","1.3","401049281","1.2","1","401049291","1.4","1004101","1","0","1001301","1.5","401049301","155","1004105","1004203","10390105","1004103","401049261","1000000","1","1004204","10390104"
"1004210","3","1","0.03","10390102","1039","1.2","710031","1004206","10390101","1","1004207","401049271","0","10390103","1004107","1004109","1.3","401049281","1.2","2","401049291","1.4","1004106","2","0","1001303","1.5","401049301","156","1004110","1004208","10390105","1004108","401049261","1000000","1","1004209","10390104"
"1004210","10","1","0.06","10390102","1039","1.6","710031","1004206","10390101","2","1004207","401049321","0","10390103","1004107","1004109","1.8","401049331","1.6","4","401049341","1.9","1004106","4","0","1001303","2","401049351","157","1004110","1004208","10390105","1004108","401049311","1000000","2","1004209","10390104"
"1004210","30","1","0.06","10390102","1039","2","710031","1004206","10390101","2","1004207","401049371","0","10390103","1004107","1004109","2.4","401049381","2","11","401049391","2.4","1004106","11","0","1001303","2.6","401049401","158","1004110","1004208","10390105","1004108","401049361","1000000","3","1004209","10390104"
"1004210","40","1","0.06","10390102","1039","3.5","710031","1004206","10390101","2","1004207","401049421","0","10390103","1004107","1004109","3.7","401049431","3.5","31","401049441","3.8","1004106","31","0","1001303","4","401049451","159","1004110","1004208","10390105","1004108","401049411","1000000","4","1004209","10390104"
"1004210","-1","1","0.06","10390102","1039","3.5","710031","1004206","10390101","2","1004207","401049471","0","10390103","1004107","1004109","3.7","401049481","3.5","41","401049491","3.8","1004106","41","0","1001303","4","401049501","160","1004110","1004208","10390105","1004108","401049461","1000000","5","1004209","10390104"
"1004205","1","1","0.03","10400102","1040","1.2","710041","1004201","10400101","1","1004202","401049671","0","10400103","1004102","1004104","1.3","401049681","1.2","1","401049691","1.4","1004101","1","0","1001301","1.5","401049701","161","1004105","1004203","10400105","1004103","401049661","1000000","1","1004204","10400104"
"1004210","3","1","0.03","10400102","1040","1.2","710041","1004206","10400101","1","1004207","401049671","0","10400103","1004107","1004109","1.3","401049681","1.2","2","401049691","1.4","1004106","2","0","1001303","1.5","401049701","162","1004110","1004208","10400105","1004108","401049661","1000000","1","1004209","10400104"
"1004210","10","1","0.06","10400102","1040","1.6","710041","1004206","10400101","2","1004207","401049721","0","10400103","1004107","1004109","1.8","401049731","1.6","4","401049741","1.9","1004106","4","0","1001303","2","401049751","163","1004110","1004208","10400105","1004108","401049711","1000000","2","1004209","10400104"
"1004210","30","1","0.06","10400102","1040","2","710041","1004206","10400101","2","1004207","401049771","0","10400103","1004107","1004109","2.4","401049781","2","11","401049791","2.4","1004106","11","0","1001303","2.6","401049801","164","1004110","1004208","10400105","1004108","401049761","1000000","3","1004209","10400104"
"1004210","40","1","0.06","10400102","1040","3.5","710041","1004206","10400101","2","1004207","401049821","0","10400103","1004107","1004109","3.7","401049831","3.5","31","401049841","3.8","1004106","31","0","1001303","4","401049851","165","1004110","1004208","10400105","1004108","401049811","1000000","4","1004209","10400104"
"1004210","-1","1","0.06","10400102","1040","3.5","710041","1004206","10400101","2","1004207","401049871","0","10400103","1004107","1004109","3.7","401049881","3.5","41","401049891","3.8","1004106","41","0","1001303","4","401049901","166","1004110","1004208","10400105","1004108","401049861","1000000","5","1004209","10400104"
"1004205","1","1","0.03","10410102","1041","1.2","710051","1004201","10410101","1","1004202","401050071","0","10410103","1004102","1004104","1.3","401050081","1.2","1","401050091","1.4","1004101","1","0","1001301","1.5","401050101","167","1004105","1004203","10410105","1004103","401050061","1000000","1","1004204","10410104"
"1004210","3","1","0.03","10410102","1041","1.2","710051","1004206","10410101","1","1004207","401050071","0","10410103","1004107","1004109","1.3","401050081","1.2","2","401050091","1.4","1004106","2","0","1001303","1.5","401050101","168","1004110","1004208","10410105","1004108","401050061","1000000","1","1004209","10410104"
