a3dfda054b94a4ed2c09ef8a9f52fe7b045124c1232544f5e1740e18b41778f9,fb69166bf76474f1f58e2950128cc67cc86f528a525e20e6928ca31d60917841,6d538a668275f66e544fc1480401c5ae1287c15d1f0b88de2c9d7e9c79d6e3bd,925e61f37bd38d8e0bb8e8285cd0f65ffb4f8418e8be14817b2b0bb5363bdc9d,92db765c6b73df01aea9505016ad439a4ac80a7627ead393e914766323f3f3c5,7ba1715132d4842ce184969bbe79636df0b43b12705c487e11148b60b1b08848,62d2807b75aae47e4a76f5f1c689b94555702a9c1deaeead4f1560ec4e54057f,d5ed2ee68f0c4500e3133b0ad715e12f01848e116305de9c921fe3a93813717f,5820fa0977652241c80ff3a7166a0ac44ea730d807a13460ab8da4294da743c6,ed7647306e2a84c176138a7c1141cfaa82e587067c4b451a0d60d7d66e7b8873,c9a310c770130c56aea3171aed826ef0248265708ac26176a452f63dd0dc984a
"1","102831","1360002","1","10","0","36","100","03_uek_cmn_idol_def_N","1.3","10"
"93","","1360003","1","","","36","","","",""
"3","03_uek_36_suzume","1360004","102531","1","0","36","0","","0","03_uek_36_suzume_loop"
"3","03_uek_36_saren","1360005","102831","1","0","36","0","","0","03_uek_36_saren_loop"
"91","","1360006","0","","","36","","","",""
"11","呀！？要要要、\n要掉下去了～！\n大小姐～！！？？","1360007","102531","0","","36","10","","","0"
"91","","1360008","0","","","36","","","",""
"11","鈴莓，妳沒事吧！？\n這裡很高的，\n妳要小心哦。","1360009","102831","0","","36","10","","","0"
"1","112531","1370001","1","-22","0","37","100","01_uek_cmn_idol_def_N","1.3","-118"
"1","112431","1370002","1","0","0","37","100","01_uek_cmn_idol_def_N","1.3","0"
"1","112631","1370003","1","0","1","37","100","01_uek_27_tamaki_loop","1.3","179"
"3","01_uek_27_tamaki_loop","1370004","112631","0","","37","0","","",""
"91","","1370005","0","","","37","","","",""
"3","01_uek_27_tamaki_loop","1370006","112631","0","","37","0","","",""
"91","","1370007","0","","","37","","","",""
"3","01_uek_27_tamaki_loop","1370008","112631","0","","37","0","","",""
"91","","1370009","0","","","37","","","",""
"3","01_uek_cmn_pose06","1370010","112631","0","","37","1","","0.5",""
"11","啊！島村村、\n澀凜凜，妳們快看！\n星星好漂亮喔！","1370011","112631","0","","37","10","","","0"
"91","","1370012","0","","","37","","","",""
"3","01_uek_35_rei","1370013","112531","1","","37","0","","","01_uek_35_rei_loop"
"11","……成為頂尖偶像時\n所能夠見到的光景\n就是這種感覺嗎？","1370014","112531","0","","37","10","","","0"
"91","","1370015","0","","","37","","","",""
"3","01_uek_cmn_idol_def_N","1370016","112631","0","","37","1","","0.2",""
"3","01_uek_37_uduki","1370017","112431","1","","37","0","","","01_uek_16_uduki_loop"
"11","希望我們也能夠\n像那些星星一樣\n閃閃發光呢！","1370018","112431","0","","37","10","","","0"
"91","","1370019","0","","","37","","","",""
"31","14","11010001","101","1","","101","0","","1","30"
"31","11","11110001","111","1","","111","0","","1","150"
"31","12","11120001","112","1","","112","0","","1","150"
"31","13","11130001","113","1","","113","0","","1","125"
