c1b74586625890f10e4e5400b35d54b67e2dcf9ad5f6a109819a90fc5eaac00e,b2ccea8aff1dd84ab62784310c3e9d09da1af36805ac898cf9fcdd706a6e263d,ffe82516df81a77770d5a39245e9eea773a55683ce03132cb2e3e77a5d706962,6bfbdfdfee04397163ce7c0a4ab46bcc71cb41374ea38ea30b30addde29ff0c0,6cc2b92c3ca7b4a937b87dba0fc3e42280bb609b09fafc488371d32f141c6c84,380b499600b59b6eed143dfcaf3cd448097ebd00efc30cf053e8de3270490d98,eca2529ef7678e21d4890af02141c814b920f7da874692979680a67ab1171c50,d899ced72766c592981c3c413106cb8005f698b2885ecef75469df691e241a9e,d75739bd769e888b2838e3c425a4e2a76e59993cfeaa6c6bf93f8c9b45dc7afc,2cc26a5f4dd9eedcdcbc9348ebd50a18fd381af29b1266d5e33a181bcdd953c2,e6e25f692f79a4852803ee69e27e6f5ec5994554f2687d07cf5659853b604773,208c168094875c9c8265e426ef5cf73f954cdc17127b421b99a16f29b3ec31e6,d6b6722d78f26bcab4914282bdccdd8d6547e4e59f618936e7c77de851459aa9,5e6a2c8a0fbc344d4296b799b14b2412be5f3413786c82cf7ee5117d570a3415,02b4a646142ba0c610e5942e6ea6bdbb7d82befa3382b0da4bcbe225e859f0ab,86c31fcf1df34f323dd5122b3f2b6e32bb13e9368bf7c54058b36f7196290126,3095c471764458a2aa62c3bd6ab59f42f3b21790f9a99f2352fd95dc163d9cc9,8a164f7e0a01075d4f52d675077e193547baa757b94a639e6bf47b95f62d9626,2ac727a8f6e62a0087ea9d895beb1ba90d52ce53fa6eba8457a609eb63b23d9f,c2166f357cb2b0e53ea3e071599d18daa9b342b2a93fa4470dfe45ff4775e37e,5ebfeb1c1b2236da2aa4f06fde0a64b0aea5cb852eb83465538fc02797fdcf08,c75724f7fe790b10b50bba2b8cbad433426a715c916e73106fe1d5254dd27ab8,b6a5d4c4a9e58fe9b0cbbb124d3bee1abd1225a760e2706f6255f7309d8ee3f6,72c60ffec24bad51d108f8c1082a80777aa5b7591cf10d0cdd6b47608f4d0295,0ce2fea12ef98fea0a028027f0ee194b74e85daff10bbe56d67bf1cbc1271da5,1befb1fb03d2e6235fbc30a81541c7dca39bfa616b9c6db9042bb96f35c74a19,852a9594a8454bb2d079521f774f91cf252bfdd55ffb50d17bdf31a33d90e7f1,e22604794ffeb22e2329f755713f31d2fbd036b5454dc1560e88a55927de051b,32ec7668a2e507fc8966b5d1c21b2fdc0a9dc2d737a17439f462d9ba07dd81a1,5e9de8112557888dbccff68a87429f05bcec48a17ba252841053860280e918d6,32f82cc3dbf410d8e46f5868042e1ea46672cd5b37187aeae5016d07613d0adf,8b8fe9bb5f7200b6cdf5d2f4fd2e5a9a1259153c71bde34934b1693d40f03970,e6f6d2d7c2bc39a08e921e41d55da49b9bd45768c0478106ae70e9990afa2988,34452c8fad7a0083ceb48aa258c8e60a2bcf435a2fab314ea3255a1f7e627886,7c9a04d7b10a97f1a1fbe5a18459aef137288eab57a8ee18a4ae2a17b0889e1c,94f40d96eab7fdcf7344c01f656e116be7fb305349bbd6b897bb7b31e3a29a3a,675df83924c24b5f07690f6c584868a4255b9144ae330ceb2713a717faa524d6,c18dce664716c04877aaef515cbe4e18855d5e073bf07c62c8428f7ba10f8a06,8aa292f0590f58980fb199ba7bba50d23136c544939f96aa4535e81f4c306c74,90091176489e48d6ee7430bd0c08baf4a8c0c927317c7d725a8df57f8d04d5af
"18","18","18","18","1","0","200000006","200801","18","10","3110","0","0","426","0","670080118","0","18","30","18","18","18","18","0","0","22","0","18","0","18","18","18","1","18","18","31","18","0","1","10"
"19","19","19","19","1","0","200000006","200801","19","10","3556","0","0","459","0","670080119","0","19","30","19","19","19","19","0","0","22","0","19","0","19","19","19","1","19","19","31","19","0","1","10"
"20","20","20","20","1","0","200000006","200801","20","10","3750","0","0","483","0","670080120","0","20","30","20","20","20","20","0","0","22","0","20","0","20","20","20","1","20","20","33","20","0","1","10"
"21","21","21","21","1","0","200000006","200801","21","10","4280","0","0","535","0","670080121","0","21","30","21","21","21","21","0","0","26","0","21","0","21","21","21","1","21","21","38","21","0","1","10"
"22","22","22","22","1","0","200000006","200801","22","10","4809","0","0","584","0","670080122","0","22","30","22","22","22","22","0","0","28","0","22","0","22","22","22","1","22","22","41","22","0","1","10"
"23","23","23","23","1","0","200000006","200801","23","10","5339","0","0","635","0","670080123","0","23","30","23","23","23","23","0","0","31","0","23","0","23","23","23","1","23","23","44","23","0","1","10"
"24","24","24","24","1","0","200000006","200801","24","10","5869","0","0","685","0","670080124","0","24","30","24","24","24","24","0","0","34","0","24","0","24","24","24","1","24","24","48","24","0","1","10"
"25","25","25","25","1","0","200000006","200801","25","10","6481","0","0","692","0","670080125","0","25","30","25","25","25","25","0","0","35","0","25","0","25","25","25","1","25","25","49","25","0","1","10"
"26","26","26","26","1","0","200000006","200801","26","10","7093","0","0","698","0","670080126","0","26","30","26","26","26","26","0","0","36","0","26","0","26","26","26","1","26","26","50","26","0","1","10"
"27","27","27","27","1","0","200000006","200801","27","10","7705","0","0","751","0","670080127","0","27","30","27","27","27","27","0","0","36","0","27","0","27","27","27","1","27","27","51","27","0","1","10"
"28","28","28","28","1","0","200000006","200801","28","10","8317","0","0","803","0","670080128","0","28","30","28","28","28","28","0","0","36","0","28","0","28","28","28","1","28","28","51","28","0","1","10"
"29","29","29","29","1","0","200000006","200801","29","10","8929","0","0","856","0","670080129","0","29","30","29","29","29","29","0","0","37","0","29","0","29","29","29","1","29","29","52","29","0","1","10"
"30","30","30","30","1","0","200000006","200801","30","10","9541","0","0","908","0","670080130","0","30","30","30","30","30","30","0","0","37","0","30","0","30","30","30","1","30","30","53","30","0","1","10"
"31","31","31","31","1","0","200000006","200801","31","10","10153","0","0","960","0","670080131","0","31","30","31","31","31","31","0","0","38","0","31","0","31","31","31","1","31","31","53","31","0","1","10"
"32","32","32","32","1","0","200000006","200801","32","10","10765","0","0","1013","0","670080132","0","32","30","32","32","32","32","0","0","38","0","32","0","32","32","32","1","32","32","54","32","0","1","10"
"33","33","33","33","1","0","200000006","200801","33","10","11378","0","0","1064","0","670080133","0","33","30","33","33","33","33","0","0","38","0","33","0","33","33","33","1","33","33","54","33","0","1","10"
"34","34","34","34","1","0","200000006","200801","34","10","11989","0","0","1118","0","670080134","0","34","30","34","34","34","34","0","0","39","0","34","0","34","34","34","1","34","34","55","34","0","1","10"
"35","35","35","35","1","0","200000006","200801","35","10","12601","0","0","1170","0","670080135","0","35","30","35","35","35","35","0","0","39","0","35","0","35","35","35","1","35","35","56","35","0","1","10"
"36","36","36","36","1","0","200000006","200801","36","10","13213","0","0","1223","0","670080136","0","36","30","36","36","36","36","0","0","39","0","36","0","36","36","36","1","36","36","56","36","0","1","10"
"37","37","37","37","1","0","200000006","200801","37","10","13597","0","0","1339","0","670080137","0","37","30","37","37","37","37","0","0","46","0","37","0","37","37","37","1","37","37","65","37","0","1","10"
"38","38","38","38","1","0","200000006","200801","38","10","13979","0","0","1458","0","670080138","0","38","30","38","38","38","38","0","0","53","0","38","0","38","38","38","1","38","38","73","38","0","1","10"
"39","39","39","39","1","0","200000006","200801","39","10","14362","0","0","1576","0","670080139","0","39","30","39","39","39","39","0","0","60","0","39","0","39","39","39","1","39","39","81","39","0","1","10"
"40","40","40","40","1","0","200000006","200801","40","10","17844","0","0","1847","0","670080140","0","40","30","40","40","40","40","0","0","61","0","40","0","40","40","40","1","40","40","82","40","0","1","10"
"41","41","41","41","1","0","200000006","200801","41","10","21325","0","0","2118","0","670080141","0","41","30","41","41","41","41","0","0","61","0","41","0","41","41","41","1","41","41","83","41","0","1","10"
"42","42","42","42","1","0","200000006","200801","42","10","21826","0","0","2042","0","670080142","0","42","30","42","42","42","42","0","0","61","0","42","0","42","42","42","1","42","42","85","42","0","1","10"
"43","43","43","43","1","0","200000006","200801","43","10","23039","0","0","2069","0","670080143","0","43","30","43","43","43","43","0","0","63","0","43","0","43","43","43","1","43","43","88","43","0","1","10"
"44","44","44","44","1","0","200000006","200801","44","10","24252","0","0","2097","0","670080144","0","44","30","44","44","44","44","0","0","65","0","44","0","44","44","44","1","44","44","90","44","0","1","10"
"45","45","45","45","1","0","200000006","200801","45","10","24346","0","0","2124","0","670080145","0","45","30","45","45","45","45","0","0","65","0","45","0","45","45","45","1","45","45","90","45","0","1","10"
"46","46","46","46","1","0","200000006","200801","46","10","26140","0","0","2171","0","670080146","0","46","30","46","46","46","46","0","0","73","0","46","0","46","46","46","1","46","46","97","46","0","1","10"
"47","47","47","47","1","0","200000006","200801","47","10","30599","0","0","2215","0","670080147","0","47","30","47","47","47","47","0","0","89","0","47","0","47","47","47","1","47","47","105","47","0","1","10"
"48","48","48","48","1","0","200000006","200801","48","10","35057","0","0","2652","0","670080148","0","48","30","48","48","48","48","0","0","104","0","48","0","48","48","48","1","48","48","114","48","0","1","10"
"49","49","49","49","1","0","200000006","200801","49","10","35464","0","0","2671","0","670080149","0","49","30","49","49","49","49","0","0","104","0","49","0","49","49","49","1","49","49","114","49","0","1","10"
"50","50","50","50","1","0","200000006","200801","50","10","36264","0","0","2800","0","670080150","0","50","30","50","50","50","50","0","0","109","0","50","0","50","50","50","1","50","50","121","50","0","1","10"
"51","51","51","51","1","0","200000006","200801","51","10","37063","0","0","2930","0","670080151","0","51","30","51","51","51","51","0","0","114","0","51","0","51","51","51","1","51","51","128","51","0","1","10"
"52","52","52","52","1","0","200000006","200801","52","10","37863","0","0","3061","0","670080152","0","52","30","52","52","52","52","0","0","119","0","52","0","52","52","52","1","52","52","135","52","0","1","10"
"53","53","53","53","1","0","200000006","200801","53","10","38662","0","0","3191","0","670080153","0","53","30","53","53","53","53","0","0","123","0","53","0","53","53","53","1","53","53","142","53","0","1","10"
"54","54","54","54","1","0","200000006","200801","54","10","39462","0","0","3320","0","670080154","0","54","30","54","54","54","54","0","0","128","0","54","0","54","54","54","1","54","54","149","54","0","1","10"
"55","55","55","55","1","0","200000006","200801","55","10","40262","0","0","3449","0","670080155","0","55","30","55","55","55","55","0","0","133","0","55","0","55","55","55","1","55","55","156","55","0","1","10"
"56","56","56","56","1","0","200000006","200801","56","10","41061","0","0","3579","0","670080156","0","56","30","56","56","56","56","0","0","138","0","56","0","56","56","56","1","56","56","163","56","0","1","10"
"57","57","57","57","1","0","200000006","200801","57","10","41861","0","0","3708","0","670080157","0","57","30","57","57","57","57","0","0","143","0","57","0","57","57","57","1","57","57","170","57","0","1","10"
"58","58","58","58","1","0","200000006","200801","58","10","42661","0","0","3838","0","670080158","0","58","30","58","58","58","58","0","0","148","0","58","0","58","58","58","1","58","58","177","58","0","1","10"
"59","59","59","59","1","0","200000006","200801","59","10","46702","0","0","4014","0","670080159","0","59","30","59","59","59","59","0","0","155","0","59","0","59","59","59","1","59","59","185","59","0","1","10"
"60","60","60","60","1","0","200000006","200801","60","10","49743","0","0","4191","0","670080160","0","60","30","60","60","60","60","0","0","162","0","60","0","60","60","60","1","60","60","192","60","0","1","10"
"61","61","61","61","1","0","200000006","200801","61","10","53285","0","0","4367","0","670080161","0","61","30","61","61","61","61","0","0","170","0","61","0","61","61","61","1","61","61","200","61","0","1","10"
"62","62","62","62","1","0","200000006","200801","62","10","54085","0","0","4414","0","670080162","0","62","30","62","62","62","62","0","0","172","0","62","0","62","62","62","1","62","62","202","62","0","1","10"
"63","63","63","63","1","0","200000006","200801","63","10","54885","0","0","4461","0","670080163","0","63","30","63","63","63","63","0","0","174","0","63","0","63","63","63","1","63","63","204","63","0","1","10"
"64","64","64","64","1","0","200000006","200801","64","10","55685","0","0","4508","0","670080164","0","64","30","64","64","64","64","0","0","176","0","64","0","64","64","64","1","64","64","206","64","0","1","10"
"65","65","65","65","1","0","200000006","200801","65","10","56485","0","0","4555","0","670080165","0","65","30","65","65","65","65","0","0","178","0","65","0","65","65","65","1","65","65","208","65","0","1","10"
"66","66","66","66","1","0","200000006","200801","66","10","57285","0","0","4603","0","670080166","0","66","30","66","66","66","66","0","0","180","0","66","0","66","66","66","1","66","66","210","66","0","1","10"
"67","67","67","67","1","0","200000006","200801","67","10","58085","0","0","4650","0","670080167","0","67","30","67","67","67","67","0","0","182","0","67","0","67","67","67","1","67","67","212","67","0","1","10"
"68","68","68","68","1","0","200000006","200801","68","10","58885","0","0","4697","0","670080168","0","68","30","68","68","68","68","0","0","184","0","68","0","68","68","68","1","68","68","214","68","0","1","10"
"69","69","69","69","1","0","200000006","200801","69","10","59685","0","0","4744","0","670080169","0","69","30","69","69","69","69","0","0","186","0","69","0","69","69","69","1","69","69","216","69","0","1","10"
"70","70","70","70","1","0","200000006","200801","70","10","60485","0","0","4791","0","670080170","0","70","30","70","70","70","70","0","0","188","0","70","0","70","70","70","1","70","70","218","70","0","1","10"
"71","71","71","71","1","0","200000006","200801","71","10","61285","0","0","4838","0","670080171","0","71","30","71","71","71","71","0","0","190","0","71","0","71","71","71","1","71","71","220","71","0","1","10"
"1","1","1","1","1","0","200000001","200900","1","10","301","0","0","28","0","670090001","0","1","30","1","1","1","1","0","0","2","0","1","0","1","1","1","1","1","1","3","1","0","1","10"
"2","2","2","2","1","0","200000001","200900","2","10","464","0","0","43","0","670090002","0","2","30","2","2","2","2","0","0","3","0","2","0","2","2","2","1","2","2","9","2","0","1","10"
"3","3","3","3","1","0","200000001","200900","3","10","496","0","0","51","0","670090003","0","3","30","3","3","3","3","0","0","4","0","3","0","3","3","3","1","3","3","9","3","0","1","10"
"4","4","4","4","1","0","200000001","200900","4","10","527","0","0","59","0","670090004","0","4","30","4","4","4","4","0","0","5","0","4","0","4","4","4","1","4","4","8","4","0","1","10"
"5","5","5","5","1","0","200000001","200900","5","10","527","0","0","78","0","670090005","0","5","30","5","5","5","5","0","0","5","0","5","0","5","5","5","1","5","5","8","5","0","1","10"
"6","6","6","6","1","0","200000001","200900","6","10","617","0","0","96","0","670090006","0","6","30","6","6","6","6","0","0","7","0","6","0","6","6","6","1","6","6","8","6","0","1","10"
"7","7","7","7","1","0","200000001","200900","7","10","861","0","0","137","0","670090007","0","7","30","7","7","7","7","0","0","8","0","7","0","7","7","7","1","7","7","9","7","0","1","10"
"8","8","8","8","1","0","200000001","200900","8","10","1054","0","0","157","0","670090008","0","8","30","8","8","8","8","0","0","9","0","8","0","8","8","8","1","8","8","9","8","0","1","10"
"9","9","9","9","1","0","200000001","200900","9","10","1080","0","0","168","0","670090009","0","9","30","9","9","9","9","0","0","9","0","9","0","9","9","9","1","9","9","10","9","0","1","10"
"10","10","10","10","1","0","200000001","200900","10","10","1106","0","0","169","0","670090010","0","10","30","10","10","10","10","0","0","10","0","10","0","10","10","10","1","10","10","11","10","0","1","10"
"11","11","11","11","1","0","200000001","200900","11","10","1132","0","0","169","0","670090011","0","11","30","11","11","11","11","0","0","10","0","11","0","11","11","11","1","11","11","11","11","0","1","10"
"12","12","12","12","1","0","200000001","200900","12","10","1158","0","0","170","0","670090012","0","12","30","12","12","12","12","0","0","12","0","12","0","12","12","12","1","12","12","13","12","0","1","10"
"13","13","13","13","1","0","200000001","200900","13","10","1182","0","0","170","0","670090013","0","13","30","13","13","13","13","0","0","14","0","13","0","13","13","13","1","13","13","15","13","0","1","10"
"14","14","14","14","1","0","200000001","200900","14","10","1366","0","0","186","0","670090014","0","14","30","14","14","14","14","0","0","15","0","14","0","14","14","14","1","14","14","16","14","0","1","10"
"15","15","15","15","1","0","200000001","200900","15","10","1551","0","0","202","0","670090015","0","15","30","15","15","15","15","0","0","15","0","15","0","15","15","15","1","15","15","16","15","0","1","10"
"16","16","16","16","1","0","200000001","200900","16","10","1735","0","0","218","0","670090016","0","16","30","16","16","16","16","0","0","17","0","16","0","16","16","16","1","16","16","16","16","0","1","10"
"17","17","17","17","1","0","200000001","200900","17","10","1919","0","0","233","0","670090017","0","17","30","17","17","17","17","0","0","18","0","17","0","17","17","17","1","17","17","19","17","0","1","10"
"18","18","18","18","1","0","200000001","200900","18","10","2104","0","0","249","0","670090018","0","18","30","18","18","18","18","0","0","20","0","18","0","18","18","18","1","18","18","20","18","0","1","10"
"19","19","19","19","1","0","200000001","200900","19","10","2288","0","0","265","0","670090019","0","19","30","19","19","19","19","0","0","20","0","19","0","19","19","19","1","19","19","20","19","0","1","10"
"20","20","20","20","1","0","200000001","200900","20","10","2472","0","0","281","0","670090020","0","20","30","20","20","20","20","0","0","21","0","20","0","20","20","20","1","20","20","22","20","0","1","10"
"21","21","21","21","1","0","200000001","200900","21","10","2608","0","0","289","0","670090021","0","21","30","21","21","21","21","0","0","21","0","21","0","21","21","21","1","21","21","22","21","0","1","10"
"22","22","22","22","1","0","200000001","200900","22","10","2743","0","0","298","0","670090022","0","22","30","22","22","22","22","0","0","21","0","22","0","22","22","22","1","22","22","22","22","0","1","10"
"23","23","23","23","1","0","200000001","200900","23","10","2878","0","0","307","0","670090023","0","23","30","23","23","23","23","0","0","21","0","23","0","23","23","23","1","23","23","22","23","0","1","10"
"24","24","24","24","1","0","200000001","200900","24","10","2859","0","0","355","0","670090024","0","24","30","24","24","24","24","0","0","34","0","24","0","24","24","24","1","24","24","33","24","0","1","10"
"25","25","25","25","1","0","200000001","200900","25","10","3103","0","0","373","0","670090025","0","25","30","25","25","25","25","0","0","34","0","25","0","25","25","25","1","25","25","33","25","0","1","10"
"26","26","26","26","1","0","200000001","200900","26","10","3345","0","0","391","0","670090026","0","26","30","26","26","26","26","0","0","34","0","26","0","26","26","26","1","26","26","34","26","0","1","10"
"27","27","27","27","1","0","200000001","200900","27","10","3588","0","0","410","0","670090027","0","27","30","27","27","27","27","0","0","35","0","27","0","27","27","27","1","27","27","34","27","0","1","10"
"28","28","28","28","1","0","200000001","200900","28","10","3832","0","0","427","0","670090028","0","28","30","28","28","28","28","0","0","35","0","28","0","28","28","28","1","28","28","34","28","0","1","10"
"29","29","29","29","1","0","200000001","200900","29","10","4074","0","0","446","0","670090029","0","29","30","29","29","29","29","0","0","35","0","29","0","29","29","29","1","29","29","35","29","0","1","10"
"30","30","30","30","1","0","200000001","200900","30","10","4317","0","0","463","0","670090030","0","30","30","30","30","30","30","0","0","35","0","30","0","30","30","30","1","30","30","35","30","0","1","10"
"31","31","31","31","1","0","200000001","200900","31","10","5144","0","0","501","0","670090031","0","31","30","31","31","31","31","0","0","36","0","31","0","31","31","31","1","31","31","37","31","0","1","10"
"32","32","32","32","1","0","200000001","200900","32","10","5969","0","0","538","0","670090032","0","32","30","32","32","32","32","0","0","39","0","32","0","32","32","32","1","32","32","40","32","0","1","10"
"33","33","33","33","1","0","200000001","200900","33","10","6796","0","0","575","0","670090033","0","33","30","33","33","33","33","0","0","41","0","33","0","33","33","33","1","33","33","41","33","0","1","10"
"34","34","34","34","1","0","200000001","200900","34","10","7623","0","0","613","0","670090034","0","34","30","34","34","34","34","0","0","42","0","34","0","34","34","34","1","34","34","42","34","0","1","10"
"35","35","35","35","1","0","200000001","200900","35","10","8448","0","0","651","0","670090035","0","35","30","35","35","35","35","0","0","45","0","35","0","35","35","35","1","35","35","44","35","0","1","10"
"36","36","36","36","1","0","200000001","200900","36","10","9275","0","0","688","0","670090036","0","36","30","36","36","36","36","0","0","46","0","36","0","36","36","36","1","36","36","46","36","0","1","10"
"37","37","37","37","1","0","200000001","200900","37","10","10100","0","0","726","0","670090037","0","37","30","37","37","37","37","0","0","49","0","37","0","37","37","37","1","37","37","48","37","0","1","10"
"38","38","38","38","1","0","200000001","200900","38","10","10927","0","0","764","0","670090038","0","38","30","38","38","38","38","0","0","50","0","38","0","38","38","38","1","38","38","49","38","0","1","10"
"39","39","39","39","1","0","200000001","200900","39","10","11754","0","0","801","0","670090039","0","39","30","39","39","39","39","0","0","52","0","39","0","39","39","39","1","39","39","50","39","0","1","10"
"40","40","40","40","1","0","200000001","200900","40","10","12579","0","0","838","0","670090040","0","40","30","40","40","40","40","0","0","55","0","40","0","40","40","40","1","40","40","53","40","0","1","10"
"41","41","41","41","1","0","200000001","200900","41","10","13406","0","0","876","0","670090041","0","41","30","41","41","41","41","0","0","56","0","41","0","41","41","41","1","41","41","55","41","0","1","10"
"42","42","42","42","1","0","200000001","200900","42","10","14465","0","0","925","0","670090042","0","42","30","42","42","42","42","0","0","60","0","42","0","42","42","42","1","42","42","60","42","0","1","10"
"43","43","43","43","1","0","200000001","200900","43","10","15523","0","0","971","0","670090043","0","43","30","43","43","43","43","0","0","66","0","43","0","43","43","43","1","43","43","64","43","0","1","10"
"44","44","44","44","1","0","200000001","200900","44","10","16582","0","0","1020","0","670090044","0","44","30","44","44","44","44","0","0","70","0","44","0","44","44","44","1","44","44","68","44","0","1","10"
"45","45","45","45","1","0","200000001","200900","45","10","17640","0","0","1067","0","670090045","0","45","30","45","45","45","45","0","0","76","0","45","0","45","45","45","1","45","45","72","45","0","1","10"
"46","46","46","46","1","0","200000001","200900","46","10","19566","0","0","1120","0","670090046","0","46","30","46","46","46","46","0","0","80","0","46","0","46","46","46","1","46","46","76","46","0","1","10"
"47","47","47","47","1","0","200000001","200900","47","10","21491","0","0","1175","0","670090047","0","47","30","47","47","47","47","0","0","85","0","47","0","47","47","47","1","47","47","82","47","0","1","10"
"48","48","48","48","1","0","200000001","200900","48","10","23417","0","0","1229","0","670090048","0","48","30","48","48","48","48","0","0","91","0","48","0","48","48","48","1","48","48","86","48","0","1","10"
"49","49","49","49","1","0","200000001","200900","49","10","25343","0","0","1283","0","670090049","0","49","30","49","49","49","49","0","0","97","0","49","0","49","49","49","1","49","49","90","49","0","1","10"
"50","50","50","50","1","0","200000001","200900","50","10","27269","0","0","1337","0","670090050","0","50","30","50","50","50","50","0","0","101","0","50","0","50","50","50","1","50","50","95","50","0","1","10"
"51","51","51","51","1","0","200000001","200900","51","10","29193","0","0","1390","0","670090051","0","51","30","51","51","51","51","0","0","105","0","51","0","51","51","51","1","51","51","100","51","0","1","10"
"52","52","52","52","1","0","200000001","200900","52","10","31119","0","0","1444","0","670090052","0","52","30","52","52","52","52","0","0","111","0","52","0","52","52","52","1","52","52","105","52","0","1","10"
"53","53","53","53","1","0","200000001","200900","53","10","33045","0","0","1497","0","670090053","0","53","30","53","53","53","53","0","0","115","0","53","0","53","53","53","1","53","53","109","53","0","1","10"
"54","54","54","54","1","0","200000001","200900","54","10","34971","0","0","1552","0","670090054","0","54","30","54","54","54","54","0","0","122","0","54","0","54","54","54","1","54","54","113","54","0","1","10"
"55","55","55","55","1","0","200000001","200900","55","10","36896","0","0","1606","0","670090055","0","55","30","55","55","55","55","0","0","126","0","55","0","55","55","55","1","55","55","119","55","0","1","10"
"56","56","56","56","1","0","200000001","200900","56","10","38822","0","0","1660","0","670090056","0","56","30","56","56","56","56","0","0","132","0","56","0","56","56","56","1","56","56","123","56","0","1","10"
"57","57","57","57","1","0","200000001","200900","57","10","40766","0","0","1731","0","670090057","0","57","30","57","57","57","57","0","0","136","0","57","0","57","57","57","1","57","57","128","57","0","1","10"
"58","58","58","58","1","0","200000001","200900","58","10","42711","0","0","1802","0","670090058","0","58","30","58","58","58","58","0","0","141","0","58","0","58","58","58","1","58","58","132","58","0","1","10"
"59","59","59","59","1","0","200000001","200900","59","10","44657","0","0","1874","0","670090059","0","59","30","59","59","59","59","0","0","147","0","59","0","59","59","59","1","59","59","138","59","0","1","10"
"60","60","60","60","1","0","200000001","200900","60","10","46602","0","0","1945","0","670090060","0","60","30","60","60","60","60","0","0","153","0","60","0","60","60","60","1","60","60","142","60","0","1","10"
"61","61","61","61","1","0","200000001","200900","61","10","48547","0","0","2017","0","670090061","0","61","30","61","61","61","61","0","0","157","0","61","0","61","61","61","1","61","61","147","61","0","1","10"
"62","62","62","62","1","0","200000001","200900","62","10","50382","0","0","2075","0","670090062","0","62","30","62","62","62","62","0","0","162","0","62","0","62","62","62","1","62","62","152","62","0","1","10"
"63","63","63","63","1","0","200000001","200900","63","10","52216","0","0","2133","0","670090063","0","63","30","63","63","63","63","0","0","167","0","63","0","63","63","63","1","63","63","156","63","0","1","10"
"64","64","64","64","1","0","200000001","200900","64","10","54051","0","0","2191","0","670090064","0","64","30","64","64","64","64","0","0","172","0","64","0","64","64","64","1","64","64","161","64","0","1","10"
"65","65","65","65","1","0","200000001","200900","65","10","55886","0","0","2249","0","670090065","0","65","30","65","65","65","65","0","0","177","0","65","0","65","65","65","1","65","65","165","65","0","1","10"
"66","66","66","66","1","0","200000001","200900","66","10","57720","0","0","2308","0","670090066","0","66","30","66","66","66","66","0","0","182","0","66","0","66","66","66","1","66","66","170","66","0","1","10"
"67","67","67","67","1","0","200000001","200900","67","10","59555","0","0","2366","0","670090067","0","67","30","67","67","67","67","0","0","187","0","67","0","67","67","67","1","67","67","175","67","0","1","10"
"68","68","68","68","1","0","200000001","200900","68","10","61390","0","0","2424","0","670090068","0","68","30","68","68","68","68","0","0","192","0","68","0","68","68","68","1","68","68","179","68","0","1","10"
"69","69","69","69","1","0","200000001","200900","69","10","63224","0","0","2482","0","670090069","0","69","30","69","69","69","69","0","0","197","0","69","0","69","69","69","1","69","69","184","69","0","1","10"
"70","70","70","70","1","0","200000001","200900","70","10","65059","0","0","2540","0","670090070","0","70","30","70","70","70","70","0","0","203","0","70","0","70","70","70","1","70","70","189","70","0","1","10"
"71","71","71","71","1","0","200000001","200900","71","10","66894","0","0","2598","0","670090071","0","71","30","71","71","71","71","0","0","208","0","71","0","71","71","71","1","71","71","193","71","0","1","10"
"1","1","1","1","1","0","200000001","200901","1","10","304","0","0","36","0","670090101","0","1","30","1","1","1","1","0","0","2","0","1","0","1","1","1","1","1","1","4","1","0","1","10"
"2","2","2","2","1","0","200000001","200901","2","10","398","0","0","40","0","670090102","0","2","30","2","2","2","2","0","0","3","0","2","0","2","2","2","1","2","2","5","2","0","1","10"
"3","3","3","3","1","0","200000001","200901","3","10","665","0","0","44","0","670090103","0","3","30","3","3","3","3","0","0","5","0","3","0","3","3","3","1","3","3","6","3","0","1","10"
"4","4","4","4","1","0","200000001","200901","4","10","586","0","0","63","0","670090104","0","4","30","4","4","4","4","0","0","5","0","4","0","4","4","4","1","4","4","6","4","0","1","10"
"5","5","5","5","1","0","200000001","200901","5","10","650","0","0","93","0","670090105","0","5","30","5","5","5","5","0","0","6","0","5","0","5","5","5","1","5","5","7","5","0","1","10"
"6","6","6","6","1","0","200000001","200901","6","10","714","0","0","123","0","670090106","0","6","30","6","6","6","6","0","0","7","0","6","0","6","6","6","1","6","6","9","6","0","1","10"
"7","7","7","7","1","0","200000001","200901","7","10","879","0","0","152","0","670090107","0","7","30","7","7","7","7","0","0","8","0","7","0","7","7","7","1","7","7","10","7","0","1","10"
"8","8","8","8","1","0","200000001","200901","8","10","1043","0","0","182","0","670090108","0","8","30","8","8","8","8","0","0","9","0","8","0","8","8","8","1","8","8","11","8","0","1","10"
"9","9","9","9","1","0","200000001","200901","9","10","1073","0","0","195","0","670090109","0","9","30","9","9","9","9","0","0","10","0","9","0","9","9","9","1","9","9","11","9","0","1","10"
"10","10","10","10","1","0","200000001","200901","10","10","1103","0","0","209","0","670090110","0","10","30","10","10","10","10","0","0","10","0","10","0","10","10","10","1","10","10","12","10","0","1","10"
"11","11","11","11","1","0","200000001","200901","11","10","1134","0","0","222","0","670090111","0","11","30","11","11","11","11","0","0","10","0","11","0","11","11","11","1","11","11","12","11","0","1","10"
"12","12","12","12","1","0","200000001","200901","12","10","1164","0","0","236","0","670090112","0","12","30","12","12","12","12","0","0","10","0","12","0","12","12","12","1","12","12","12","12","0","1","10"
"13","13","13","13","1","0","200000001","200901","13","10","1379","0","0","260","0","670090113","0","13","30","13","13","13","13","0","0","11","0","13","0","13","13","13","1","13","13","13","13","0","1","10"
