c4a70ffd199e5d23a3242f192a346b158e7b480ecf56827d382fb0f0cdf7cb4c,c8200b1658b014876c2c4218f813e1f8fc9c95f35985e172b474630f8b60b84e,283658a259235ffc71a6527c2a7b3086936bcc9f87b81b794d927b0ab18b943f,6503a32f1c7e783e183b770922ed3f22d642ce535ec5e6128c21872430682460,b9f50967f7190f63805f3ef70f9004fc4d65afb477240860a9807e2bdb82a58d,24f92d5de7b014a84ed63ef2327d7f26c71e45e4cf1a825067654f956ad35ccc,9c2a291f81b458ffc4ca0683d7c2f717e82e529987d94d2bfd30836b17350b7e,1095e124b6e1f6f71d438162ae69b4ea0197a0af148d8228fe1d0657ad7fd0ac,81742f5e12f84544312179bbb28d7b1c4449a4d2250f8dee6105dc6bc567dcb7,dfddd085df55824653bfb9791609350c68b50e3e6c07f959ef77cf7f252e16b1,e56ac8ec0c9cddb8c65b11a34511f39c29ab033dd1bc81017f73932490e17cde,7bc8c5c3c171420179220a8f3f8faa757f426ea9d0e7c80ec98fa1f17255a8e9,246c281e397cbae0d19dd4e4f418b43a47c9e3be5f811ea2e8546a8f91a262c0,3125d10d270988b819f43f2a4b0dec43330277444d6dbab36915e7b7f61f4aa6,2d5944dd89e086504d5f9f5a84336b15c98d1a03866fe5916ab5f951d1bce88c,2500bc4cd6674967fd9a6fb26b958c6f9794e9a92a4ae7d39dfa1ecd32a586c0,bbfcc433c58ea1c3b8509f01d8a56a517ead98f32f836cae07df31f404e71c65,85b21fc3fa2d0117bef0b7bdc230f7d40b854857f23af5b33af2ea64eea5c177,8b93e40421735628a67c293e07b29395c7010dd56ea8772198b7216aba101ada,91a2f35aa4c0de4d96a16aaf2dbfbffb6977964523b7307bb50d63ef6d240705,b3231bbd721c7767306841f8c0fafe14f90acd849558911a776fa3ea08ef4806,8332e3a687f0a736457b6fe3d9ef4ef93563ad1d0fb9d64be8ff11748456dac0,8dc88d27ba4d40685641e3645b93d93afdd553d333a9ac70346a0bb216e6a23b,b9ad1f724c140d75be11d6c7abc3542b8e704c6c6acce83b2d0da53f63cb8ddb,5e8324d8c95161de0482b7451ce11029f6539716de99034a8806a117a7075fb8,a75b3a27a2cbcce170fa2defe2efa973099758a2019aa79a3100c2b115a01ee4,44067ea08f6d4a1735b501cfbceb065e4feaa8e8919ca35a57edbc7fea06740b,e7aaadd4d6274abca084e75abac80e979578fb6b9dfaa2ff420347b01ff4cc1d,7003198bd80652f0372ac5190138ba8050e4b200ade55443abd0db6086eafe83,2e458d444a788c813a321451d99bc4682c903244d5371ce28bb31914a7c94980,ae7eab70fdb16f14d9eedd268c86bb23068c421844a817c96f618b9b5f4f3ccf,9436b048f453cc177dd1d92d96392f61de3b777d98a4be925e6290f599f3765c,8128d43342ba9eb74ea7a1d072bc98b908876b2d83ff9a9c99fa745d0d7290d3,c04b102160610dee09c7672fed22c5f2c509aed1cc9675c265c56abdeb648946,72e59729863afc9c74f28e3549ad9ac9b62802949f9551eb4f2c457f9fadc4d7,7e6884fbb122959f87baa5e5ae97ebe4c1d32be351a170baa1a821c1fce781fd,888bb35680b88228ee65994d6567e48d50a3527127067205fc4765c457085086,693a8eb5c4e077aba1c7ce9b1647c819af0f187ab88aae1e4db29482206a7acb,a6f49ab9acd58bf38aa3041047696915f94aaa286881b3b033d5d8efb318e986,b5838710d40af6e5d48509fdfaff8f0f5049425b25b4682df5711d49a5066b65,402cdaad88b0b502b8994c13732c1ee1f42e6fb282259350adc5cff51ce71753,79325c24e378392ba086f5dc4850326ee11b2faed3b7b0361adff38b4361be3b,d357be480113e99340fd7fe7fa9379f99708a2ed481a358d52c8b47152a518e3,4c9c4c05a9eb957143bcb7c05ad250a47970bf6d36db6cfbfcb79a16148576b0
"2","0","2","3","2","2","2","1","0","高等獸人","2","0","2","0","10","1","0","2","2","2","2","44","0","2","0","203801","0","0","5","539","1","2","600380102","2","2","10","30","0","0","0","0","2","200000001","2"
"3","0","3","4","3","3","3","1","0","高等獸人","3","0","3","0","10","1","0","3","3","3","3","48","0","3","0","203801","0","0","6","899","1","3","600380103","3","3","10","30","0","0","0","0","3","200000001","3"
"13","0","13","9","13","13","13","1","0","高等獸人","13","0","13","0","10","1","0","13","13","13","13","289","0","13","0","203801","0","0","14","1865","1","13","600380113","13","13","10","30","0","0","0","0","13","200000001","13"
"15","0","15","10","15","15","15","1","0","高等獸人","15","0","15","0","10","1","0","15","15","15","15","344","0","15","0","203801","0","0","15","2447","1","15","600380115","15","15","10","30","0","0","0","0","15","200000001","15"
"22","0","22","13","22","22","22","1","0","高等獸人","22","0","22","0","10","1","0","22","22","22","22","508","0","22","0","203801","0","0","20","4328","1","22","600380122","22","22","10","30","0","0","0","0","22","200000001","22"
"23","0","23","13","23","23","23","1","0","高等獸人","23","0","23","0","10","1","0","23","23","23","23","522","0","23","0","203801","0","0","20","4542","1","23","600380123","23","23","10","30","0","0","0","0","23","200000001","23"
"3","0","3","5","3","3","3","1","0","惡魔加農","3","0","3","0","10","1","0","3","3","3","3","96","0","3","0","203900","0","0","5","349","1","3","600390003","3","3","10","30","0","0","0","0","3","200000006","3"
"14","0","14","13","14","14","14","1","0","惡魔加農","14","0","14","0","10","1","0","14","14","14","14","304","0","14","0","203900","0","0","14","740","1","14","600390014","14","14","10","30","0","0","0","0","14","200000006","14"
"20","0","20","16","20","20","20","1","0","惡魔加農","20","0","20","0","10","1","0","20","20","20","20","554","0","20","0","203900","0","0","17","1572","1","20","600390020","20","20","10","30","0","0","0","0","20","200000006","20"
"22","0","22","17","22","22","22","1","0","小小格里芬","22","0","22","0","10","1","0","22","22","22","22","469","0","22","0","204000","0","0","24","2724","1","22","600400022","22","22","10","30","0","0","0","0","22","200000001","22"
"23","0","23","21","23","23","23","1","0","小小格里芬","23","0","23","0","10","1","0","23","23","23","23","521","0","23","0","204000","0","0","28","2788","1","23","600400023","23","23","10","30","0","0","0","0","23","200000001","23"
"1","0","1","2","1","1","1","1","17","女中音之鳥","1","0","1","0","10","1","0","1","1","1","1","0","0","1","0","204200","0","0","3","368","1","1","600420001","1","1","10","30","0","0","0","0","1","200000001","1"
"4","0","4","5","4","4","4","1","22","女中音之鳥","4","0","4","0","10","1","0","4","4","4","4","0","0","4","0","204200","0","0","4","420","1","4","600420004","4","4","10","30","0","0","0","0","4","200000001","4"
"13","0","13","15","13","13","13","1","175","女中音之鳥","13","0","13","0","10","1","0","13","13","13","13","0","0","13","0","204200","0","0","11","1269","1","13","600420013","13","13","10","30","0","0","0","0","13","200000001","13"
"16","0","16","16","16","16","16","1","206","女中音之鳥","16","0","16","0","10","1","0","16","16","16","16","0","0","16","0","204200","0","0","11","1562","1","16","600420016","16","16","10","30","0","0","0","0","16","200000001","16"
"22","0","22","18","22","22","22","1","267","女中音之鳥","22","0","22","0","10","1","0","22","22","22","22","0","0","22","0","204200","0","0","12","2149","1","22","600420022","22","22","10","30","0","0","0","0","22","200000001","22"
"22","0","22","15","22","22","22","1","0","毒莢花","22","0","22","0","10","1","0","22","22","22","22","202","0","22","0","204300","0","0","11","1676","1","22","600430022","22","22","10","30","0","0","0","0","22","200000009","22"
"4","0","4","7","4","4","4","1","43","惡魔寶寶","4","0","4","0","10","1","0","4","4","4","4","0","0","4","0","204400","0","0","5","399","1","4","600440004","4","4","10","30","0","0","0","0","4","200000006","4"
"16","0","16","16","16","16","16","1","110","惡魔寶寶","16","0","16","0","10","1","0","16","16","16","16","0","0","16","0","204400","0","0","10","1875","1","16","600440016","16","16","10","30","0","0","0","0","16","200000006","16"
"0","0","0","350","0","0","0","1","3000","妖狐神荒尾‧始源","5000","0","0","0","0","1","0","0","0","5000","200","3000","50","0","0","322500","0","0","350","50000000","0","0","610201101","0","0","0","130","0","0","0","0","5000","300000022","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","0","0","0","0","0","1","0","0","0","0","200","0","300","0","0","216902","0","0","9999","99999999","0","0","610201102","50","200","0","0","0","0","0","0","200","300000001","0"
"0","0","0","150","0","0","0","1","10000","始源‧七重冠冕","5000","0","0","0","0","1","0","0","0","5000","200","10000","50","0","0","322600","0","0","150","60000000","0","0","610201151","12","12","0","90","0","0","0","0","3000","300000022","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","0","0","0","0","0","1","0","0","0","0","200","0","300","0","0","216902","0","0","9999","99999999","0","0","610201152","50","200","0","0","0","0","0","0","200","300000001","0"
"0","0","0","150","0","0","2000","1","10000","妖狐神荒尾‧始源","0","0","10000","0","0","1","0","0","0","0","300","10000","50","0","0","322501","0","0","150","300000000","0","10000","610201201","1000","0","0","0","0","0","0","0","0","300000022","0"
"0","0","0","99999","0","0","0","1","10000","妖狐神荒尾‧始源","10000","0","0","0","0","1","0","0","0","10000","300","10000","50","0","0","322502","0","0","99999","300000000","0","0","610201202","0","10000","0","180","0","0","0","0","0","300000033","0"
"0","0","0","350","0","0","0","1","10000","妖狐神荒尾‧始源","10000","0","0","0","0","1","0","0","0","10000","300","10000","50","0","0","322503","0","0","350","300000000","0","0","610201203","0","0","0","130","0","0","0","0","10000","300000022","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","0","0","0","0","0","1","0","0","0","0","300","0","300","0","0","216902","0","0","9999","99999999","0","0","610201204","0","200","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","0","0","0","0","0","1","0","0","0","0","300","0","300","0","0","216902","0","0","9999","99999999","0","0","610201205","50","200","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","0","0","0","0","0","1","0","0","0","0","300","0","300","0","0","216902","0","0","9999","99999999","0","0","610201206","50","200","0","0","0","0","0","0","200","300000001","0"
"0","0","0","99999","0","0","0","1","50000","始源‧七重冠冕","20000","0","0","0","0","1","0","0","0","0","300","50000","50","0","0","322601","0","0","99999","300000000","0","0","610201251","0","0","0","0","0","0","0","0","0","300000033","0"
"0","0","0","500","0","0","50000","1","50000","始源‧七重冠冕","20000","0","0","0","0","1","0","0","0","10000","300","50000","50","0","0","322602","0","0","500","300000000","0","0","610201252","0","0","0","130","0","0","0","0","6000","300000022","0"
"0","0","0","150","0","0","0","1","50000","始源‧七重冠冕","20000","0","0","0","0","1","0","0","0","20000","300","50000","50","0","0","322603","0","0","150","300000000","0","0","610201253","18","18","0","90","0","0","0","0","6000","300000022","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","0","0","0","0","0","1","0","0","0","0","300","0","300","0","0","216902","0","0","9999","99999999","0","0","610201254","0","200","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","0","0","0","0","0","1","0","0","0","0","300","0","300","0","0","216902","0","0","9999","99999999","0","0","610201255","50","200","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","0","0","0","0","0","1","0","0","0","0","300","0","300","0","0","216902","0","0","9999","99999999","0","0","610201256","50","200","0","0","0","0","0","0","200","300000001","0"
"0","0","0","300","0","0","10000","1","30000","妖狐神荒尾‧始源","0","0","50000","0","0","1","0","0","0","0","440","30000","50","0","0","322504","0","0","300","1000000000","0","50000","610201301","5000","0","0","0","0","0","0","0","0","300000022","0"
"0","0","0","99999","0","0","0","1","30000","妖狐神荒尾‧始源","50000","0","0","0","0","1","0","0","0","50000","440","30000","50","0","0","322505","0","0","99999","1000000000","0","0","610201302","0","50000","0","180","0","0","0","0","0","300000033","0"
"0","0","0","700","0","0","0","1","30000","妖狐神荒尾‧始源","50000","0","0","0","0","1","0","0","0","50000","440","30000","50","0","0","322506","0","0","700","1000000000","0","0","610201303","0","0","0","130","0","0","0","0","50000","300000022","0"
"0","0","0","9999","0","0","400","1","0","氣勢敵人","0","0","400","0","0","1","0","0","0","0","440","0","300","400","0","216902","0","0","9999","99999999","0","400","610201304","0","200","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","400","1","0","氣勢敵人","0","0","400","0","0","1","0","0","0","0","440","0","300","400","0","216902","0","0","9999","99999999","0","400","610201305","50","200","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","400","1","0","氣勢敵人","0","0","400","0","0","1","0","0","0","0","440","0","300","400","0","216902","0","0","9999","99999999","0","400","610201306","50","200","0","0","0","0","0","0","200","300000001","0"
"0","0","0","99999","0","0","0","1","100000","始源‧七重冠冕","50000","0","0","0","0","1","0","0","0","0","440","100000","50","0","0","322604","0","0","99999","800000000","0","0","610201351","0","0","0","0","0","0","0","0","0","300000033","0"
"0","0","0","1000","0","0","50000","1","100000","始源‧七重冠冕","50000","0","0","0","0","1","0","0","0","20000","440","100000","50","0","0","322605","0","0","1000","800000000","0","0","610201352","0","0","0","130","0","0","0","0","9000","300000022","0"
"0","0","0","300","0","0","0","1","100000","始源‧七重冠冕","50000","0","0","0","0","1","0","0","0","50000","440","100000","50","0","0","322606","0","0","300","800000000","0","0","610201353","18","18","0","90","0","0","0","0","9000","300000022","0"
"0","0","0","9999","0","0","400","1","0","氣勢敵人","0","0","400","0","0","1","0","0","0","0","440","0","300","400","0","216902","0","0","9999","99999999","0","400","610201354","0","200","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","400","1","0","氣勢敵人","0","0","400","0","0","1","0","0","0","0","440","0","300","400","0","216902","0","0","9999","99999999","0","400","610201355","50","200","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","400","1","0","氣勢敵人","0","0","400","0","0","1","0","0","0","0","440","0","300","400","0","216902","0","0","9999","99999999","0","400","610201356","50","200","0","0","0","0","0","0","200","300000001","0"
"0","0","0","300","0","0","10000","1","5000","妖狐_式神1","10000","0","0","0","0","1","0","0","0","0","300","5000","50","0","0","215903","0","0","300","6000000","0","10000","610201401","10000","10000","0","0","0","0","0","0","10000","200000011","0"
"0","0","0","300","0","0","10000","1","5000","妖狐_式神2","10000","0","0","0","0","1","0","0","0","0","300","5000","50","0","0","215904","0","0","300","3000000","0","10000","610201402","10000","10000","0","0","0","0","0","0","10000","200000011","0"
"0","0","0","300","0","0","10000","1","5000","妖狐_式神3","10000","0","0","0","0","1","0","0","0","0","300","5000","50","0","0","215905","0","0","300","1500000","0","10000","610201403","10000","10000","0","0","0","0","0","0","10000","200000011","0"
"0","1","0","655","0","0","255","6","0","克莉絲提娜的闇影","255","0","0","0","1729","27","30","0","0","255","255","38908","44","0","0","607101","0","0","875","35100761","3","0","610201451","255","255","0","37","0","0","0","0","255","200000011","0"
"0","0","0","890","0","0","255","1","0","霸瞳皇帝的闇影","255","0","0","0","1365","27","40","0","0","255","255","31761","41","0","0","606901","0","0","983","29668894","7","0","610201452","255","255","0","34","0","0","0","0","255","200000011","0"
"0","1","0","752","0","0","255","1","36637","似似花的闇影","255","0","0","0","0","27","45","0","0","255","255","0","41","0","0","607001","0","0","627","21234405","0","0","610201453","255","255","2144","33","0","17","0","0","255","200000011","0"
"0","0","0","300","0","0","50000","1","30000","妖狐_式神1","50000","0","0","0","0","1","0","0","0","0","440","30000","50","0","0","215903","0","0","300","30000000","0","50000","610201501","50000","50000","0","0","0","0","0","0","50000","200000011","0"
"0","0","0","300","0","0","50000","1","30000","妖狐_式神2","50000","0","0","0","0","1","0","0","0","0","440","30000","50","0","0","215904","0","0","300","15000000","0","50000","610201502","50000","50000","0","0","0","0","0","0","50000","200000011","0"
"0","0","0","300","0","0","50000","1","30000","妖狐_式神3","50000","0","0","0","0","1","0","0","0","0","440","30000","50","0","0","215905","0","0","300","7500000","0","50000","610201503","50000","50000","0","0","0","0","0","0","50000","200000011","0"
"0","1","0","1477","0","0","331","6","0","克莉絲提娜的闇影","331","0","0","0","1947","35","30","0","0","331","331","117096","44","0","0","607101","0","0","1745","132587056","3","0","610201551","331","331","0","37","0","0","0","0","331","200000011","0"
"0","0","0","1786","0","0","331","1","0","霸瞳皇帝的闇影","331","0","0","0","1565","35","40","0","0","331","331","101488","41","0","0","606901","0","0","1886","116402190","7","0","610201552","331","331","0","34","0","0","0","0","331","200000011","0"
"0","1","0","1543","0","0","331","1","115888","似似花的闇影","331","0","0","0","0","35","45","0","0","331","331","0","41","0","0","607001","0","0","1421","78805071","0","0","610201553","331","331","2455","33","0","17","0","0","331","200000011","0"
"0","0","0","300","0","0","10000","1","2000","歪音之精靈","0","0","0","0","0","1","0","0","0","10000","200","2000","50","0","0","322900","0","0","300","50000000","0","0","610202101","0","10000","0","180","0","0","0","0","10000","300000022","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","200","0","0","0","0","1","0","0","0","0","200","0","300","0","0","216903","0","0","9999","99999999","0","0","610202102","0","50","0","0","0","0","0","0","200","300000001","0"
"0","0","0","99999","0","0","25000","1","10000","歪音之精靈","25000","0","0","0","0","1","0","0","0","0","300","10000","50","0","0","322901","0","0","99999","300000000","0","0","610202201","0","0","0","0","0","0","0","0","0","300000031","0"
"0","0","0","750","0","0","0","1","5000","歪音之精靈","0","0","0","0","0","1","0","0","0","0","300","5000","50","0","0","322902","0","0","750","300000000","0","0","610202202","25000","0","0","0","0","0","0","0","25000","300000022","0"
"0","0","0","300","0","0","25000","1","10000","歪音之精靈","0","0","0","0","0","1","0","0","0","25000","300","10000","50","0","0","322903","0","0","300","300000000","0","0","610202203","0","25000","0","180","0","0","0","0","25000","300000022","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","200","0","0","0","0","1","0","0","0","0","300","0","300","0","0","216903","0","0","9999","99999999","0","0","610202204","0","0","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","200","0","0","0","0","1","0","0","0","0","300","0","300","0","0","216903","0","0","9999","99999999","0","0","610202205","0","0","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","200","0","0","0","0","1","0","0","0","0","300","0","300","0","0","216903","0","0","9999","99999999","0","0","610202206","0","50","0","0","0","0","0","0","200","300000001","0"
"0","0","0","99999","0","0","50000","1","20000","歪音之精靈","50000","0","0","0","0","1","0","0","0","0","440","20000","50","0","0","322904","0","0","99999","800000000","0","0","610202301","0","0","0","0","0","0","0","0","0","300000031","0"
"0","0","0","1100","0","0","0","1","10000","歪音之精靈","0","0","0","0","0","1","0","0","0","0","440","10000","50","0","0","322905","0","0","1100","800000000","0","0","610202302","50000","0","0","0","0","0","0","0","50000","300000022","0"
"0","0","0","600","0","0","50000","1","20000","歪音之精靈","0","0","0","0","0","1","0","0","0","50000","440","20000","50","0","0","322906","0","0","600","800000000","0","0","610202303","0","50000","0","180","0","0","0","0","50000","300000022","0"
"0","0","0","9999","0","0","400","1","0","氣勢敵人","200","0","400","0","0","1","0","0","0","0","440","0","300","0","0","216903","0","0","9999","99999999","0","400","610202304","400","0","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","400","1","0","氣勢敵人","200","0","400","0","0","1","0","0","0","0","440","0","300","0","0","216903","0","0","9999","99999999","0","400","610202305","400","0","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","400","1","0","氣勢敵人","200","0","400","0","0","1","0","0","0","0","440","0","300","0","0","216903","0","0","9999","99999999","0","400","610202306","400","50","0","0","0","0","0","0","200","300000001","0"
"0","0","0","1536","0","0","2550","0","0","狂野角鹿","2550","0","0","0","0","1","0","0","0","2550","255","9424","41","0","0","251600","0","0","1024","36898780","0","0","610202401","2550","2550","0","0","0","0","0","0","2550","200000011","0"
"0","0","0","960","0","0","2550","0","0","毒蟾蜍","2550","0","0","0","0","1","0","0","0","2550","255","34315","41","0","0","254800","0","0","640","46091856","0","0","610202402","2550","2550","0","0","0","0","0","0","2550","200000011","0"
"0","0","0","576","0","0","2550","0","0","流浪之鴉","2550","0","0","0","0","1","0","0","0","2550","255","41941","41","0","0","256100","0","0","384","47784473","0","0","610202403","2550","2550","0","0","0","0","0","0","2550","200000011","0"
"0","0","0","384","0","0","2550","0","37461","幼年巨蜥","2550","0","0","0","0","1","0","0","0","2550","255","0","41","0","0","258200","0","0","256","46732046","0","0","610202404","2550","2550","0","0","0","0","0","0","2550","200000011","0"
"0","0","0","2010","0","0","3340","0","0","狂野角鹿","3340","0","0","0","0","1","0","0","0","3340","334","28983","41","0","0","251600","0","0","1340","122105523","0","0","610202501","3340","3340","0","0","0","0","0","0","3340","200000011","0"
"0","0","0","1257","0","0","3340","0","0","毒蟾蜍","3340","0","0","0","0","1","0","0","0","3340","334","105715","41","0","0","254800","0","0","838","153796447","0","0","610202502","3340","3340","0","0","0","0","0","0","3340","200000011","0"
"0","0","0","754","0","0","3340","0","0","流浪之鴉","3340","0","0","0","0","1","0","0","0","3340","334","129223","41","0","0","256100","0","0","503","159726218","0","0","610202503","3340","3340","0","0","0","0","0","0","3340","200000011","0"
"0","0","0","503","0","0","3340","0","136737","幼年巨蜥","3340","0","0","0","0","1","0","0","0","3340","334","0","41","0","0","258200","0","0","335","156898666","0","0","610202504","3340","3340","0","0","0","0","0","0","3340","200000011","0"
"0","0","0","500","0","0","10000","1","10000","巨鋼機獸‧改造蓋登","10000","0","0","0","0","1","0","0","0","10000","200","10000","50","0","0","323000","0","0","500","50000000","0","0","610203101","10000","10000","0","130","0","0","0","0","10000","300000022","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","200","0","0","0","0","1","0","0","0","0","200","0","300","0","0","216904","0","0","9999","99999999","0","0","610203102","0","100","0","0","0","0","0","0","200","300000001","0"
"0","0","0","99999","0","0","0","1","50000","巨鋼機獸‧改造蓋登","0","0","0","0","0","1","0","0","0","0","300","50000","50","0","0","323001","0","0","99999","300000000","0","0","610203201","0","25000","0","0","0","0","0","0","0","300000031","0"
"0","0","0","300","0","0","0","1","12500","巨鋼機獸‧改造蓋登","25000","0","0","0","0","1","0","0","0","50000","300","12500","50","0","0","323002","0","0","300","300000000","0","5000","610203202","0","25000","0","130","0","0","0","0","0","300000022","0"
"0","0","0","800","0","0","25000","1","25000","巨鋼機獸‧改造蓋登","25000","0","0","0","0","1","0","0","0","25000","300","25000","50","0","0","323003","0","0","800","300000000","0","0","610203203","25000","25000","0","130","0","0","0","0","25000","300000022","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","200","0","0","0","0","1","0","0","0","0","300","0","300","0","0","216904","0","0","9999","99999999","0","0","610203204","0","0","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","200","0","0","0","0","1","0","0","0","0","300","0","300","0","0","216904","0","0","9999","99999999","0","0","610203205","0","100","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","200","0","0","0","0","1","0","0","0","0","300","0","300","0","0","216904","0","0","9999","99999999","0","0","610203206","0","100","0","0","0","0","0","0","200","300000001","0"
"0","0","0","99999","0","0","0","1","100000","巨鋼機獸‧改造蓋登","0","0","0","0","0","1","0","0","0","0","440","100000","50","0","0","323004","0","0","99999","900000000","0","0","610203301","0","50000","0","0","0","0","0","0","0","300000031","0"
"0","0","0","1000","0","0","0","1","25000","巨鋼機獸‧改造蓋登","50000","0","0","0","0","1","0","0","0","100000","440","25000","50","0","0","323005","0","0","1000","900000000","0","100000","610203302","0","50000","0","130","0","0","0","0","0","300000022","0"
"0","0","0","1000","0","0","50000","1","50000","巨鋼機獸‧改造蓋登","50000","0","0","0","0","1","0","0","0","50000","440","50000","50","0","0","323006","0","0","1000","900000000","0","0","610203303","50000","50000","0","130","0","0","0","0","50000","300000022","0"
"0","0","0","9999","0","0","400","1","0","氣勢敵人","200","0","0","0","0","1","0","0","0","0","440","0","300","0","0","216904","0","0","9999","99999999","0","400","610203304","400","0","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","400","1","0","氣勢敵人","200","0","0","0","0","1","0","0","0","0","440","0","300","0","0","216904","0","0","9999","99999999","0","400","610203305","400","100","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","400","1","0","氣勢敵人","200","0","0","0","0","1","0","0","0","0","440","0","300","0","0","216904","0","0","9999","99999999","0","400","610203306","400","100","0","0","0","0","0","0","200","300000001","0"
"0","0","0","510","0","0","255","1","0","克蘿茜的闇影","255","0","0","0","1669","1","30","0","0","0","255","57528","55","0","0","259900","0","0","543","88496058","18","0","610203401","255","255","0","47","0","0","0","0","255","200000011","0"
"0","0","0","510","0","0","255","1","0","克蘿茜的闇影","255","0","0","0","1669","1","30","0","0","0","255","57528","55","0","0","259901","0","0","543","70796847","18","0","610203402","255","255","0","47","0","0","0","0","255","200000011","0"
"0","0","0","510","0","0","255","1","0","克蘿茜的闇影","255","0","0","0","1669","1","30","0","0","0","255","57528","55","0","0","259902","0","0","543","53097635","18","0","610203403","255","255","0","47","0","0","0","0","255","200000011","0"
"0","0","0","510","0","0","255","1","0","克蘿茜的闇影","255","0","0","0","1669","1","30","0","0","0","255","57528","55","0","0","259903","0","0","543","35398424","18","0","610203404","255","255","0","47","0","0","0","0","255","200000011","0"
"0","0","0","689","0","0","337","1","0","克蘿茜的闇影","337","0","0","0","2065","1","30","0","0","0","337","194070","55","0","0","259900","0","0","713","268169872","18","0","610203501","337","337","0","47","0","0","0","0","337","200000011","0"
"0","0","0","689","0","0","337","1","0","克蘿茜的闇影","337","0","0","0","2065","1","30","0","0","0","337","194070","55","0","0","259901","0","0","713","214535898","18","0","610203502","337","337","0","47","0","0","0","0","337","200000011","0"
"0","0","0","689","0","0","337","1","0","克蘿茜的闇影","337","0","0","0","2065","1","30","0","0","0","337","194070","55","0","0","259902","0","0","713","160901924","18","0","610203503","337","337","0","47","0","0","0","0","337","200000011","0"
"0","0","0","689","0","0","337","1","0","克蘿茜的闇影","337","0","0","0","2065","1","30","0","0","0","337","194070","55","0","0","259903","0","0","713","107267949","18","0","610203504","337","337","0","47","0","0","0","0","337","200000011","0"
"0","0","0","300","0","0","0","1","0","戀愛的鍊僕‧荷姆荷姆","10000","0","0","0","0","1","0","0","0","10000","200","10000","50","0","0","323100","0","0","300","67000000","0","0","610204101","0","10000","0","0","0","0","0","0","0","300000022","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","200","0","0","0","0","1","0","0","0","0","200","0","300","0","0","216905","0","0","9999","99999999","0","0","610204102","0","50","0","0","0","0","0","0","200","300000001","0"
"0","0","0","99999","0","0","0","1","0","戀愛的鍊僕‧荷姆荷姆","0","0","0","0","0","1","0","0","0","0","300","50000","50","0","0","323101","0","0","99999","380000000","0","0","610204201","0","25000","0","0","0","0","0","0","0","300000031","0"
"0","0","0","300","0","0","0","1","0","戀愛的鍊僕‧荷姆荷姆","0","0","0","0","0","1","0","0","0","25000","300","50000","50","0","0","323102","0","0","300","380000000","0","0","610204202","0","25000","0","0","0","0","0","0","5000","300000022","0"
"0","0","0","300","0","0","0","1","0","戀愛的鍊僕‧荷姆荷姆","25000","0","0","0","0","1","0","0","0","25000","300","50000","50","0","0","323103","0","0","300","380000000","0","0","610204203","0","25000","0","0","0","0","0","0","0","300000022","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","200","0","0","0","0","1","0","0","0","0","300","0","300","0","0","216905","0","0","9999","99999999","0","0","610204204","0","0","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","200","0","0","0","0","1","0","0","0","0","300","0","300","0","0","216905","0","0","9999","99999999","0","0","610204205","0","100","0","0","0","0","0","0","200","300000001","0"
"0","0","0","9999","0","0","0","1","0","氣勢敵人","100","0","0","0","0","1","0","0","0","0","300","0","300","0","0","216905","0","0","9999","99999999","0","0","610204206","0","50","0","0","0","0","0","0","100","300000001","0"
