f3cf14788aefdb459288a2adef410104e65fb3a418a1fe4ccf9483158a7811c6,26ea76a18c25e1636a9673d2313af7024fa47131e6c32705ad10e4a027d597ae,27532019ed5d42441364b0a21406273795469fcae10aaec46742112b218a05fb,816dd870028cec6167393e8d6a9d121ed60438afde260103fea4fa63238228d5,22ff23c9b5b3a0840ff88e4e9860ee1043f5a25d99e78f1f58c1dbdd21d6ecac,a195cdfe7fcd4babc732464e5686afab9d3ce28b1ab5df1ee715973e1789904d,5babeded45fbce2bc92cb53936790434638ea6513d9781754bc2e5335a2524d3,14a9ff13ecf48aebc3898b6fcedb5910967d2df02feccbe7411c778627bca1f8,1649e5d4d8e5a1d540d0aae4d68e724cf2eeb04f9f1399d239a2291fe5a03091,6df886f08df5a288cc0ced1f56641ef37b5dd178f9056c4907707e091c1404c4,da3ac5854853dc41e3a9a92e7d64bddaf032998fc7f064c2e4aa4bb9e3680a17,accc3b3ebef64daa4b086ac22a8964e3d7dcb6ecf2e8bfb9812e80840c5ec509,1e9e274b7b60194f950621c8389ba119e84f97c129aa6deb296628e0e0a9af68
"1500","227","2022-06-15 15:00:00","20","","","SAN！SHINE PARTY","","SAN！SHINE PARTY","","-1","227",""
"1000","228","2022-06-15 15:00:00","20","","","出發，前往靈妙的森林深處","","出發，前往靈妙的森林深處","","-1","228",""
"1000","229","2022-07-15 15:00:00","20","","","破曉之星的夏日遊戲　於夏海閃耀的三份心意","","破曉之星的夏日遊戲　於夏海閃耀的三份心意","","-1","229",""
"1000","230","2022-07-15 15:00:00","20","","","海將海馬司令","","海將海馬指揮官","","-1","230",""
"1500","231","2022-07-15 15:00:00","20","","","Secret Star","","Secret Star","","-1","231",""
"1000","232","2022-07-15 15:00:00","20","","","飛奔吧常夏！極限沙灘搶旗！","","飛奔吧常夏！極限沙灘搶旗","","-1","232",""
"1000","233","2022-08-15 15:00:00","20","","","小小夏日回憶錄　在海岸上找到的微小幸福","","小小夏日回憶錄　在海邊發現的小小幸福","","-1","233",""
"1000","234","2022-08-15 15:00:00","20","","","月光之門","","月光之門","","-1","234",""
"1500","235","2022-08-15 15:00:00","20","","","滿心期待SUMMER TIME","","滿心期待SUMMER TIME！","","-1","235",""
"1000","236","2022-08-15 15:00:00","20","","","小繆快快長大日記","","小繆快快長大日記","","-1","236",""
"1000","237","2022-09-15 15:00:00","20","","","真步真步的神奇旅程！　旅行的少女與邊境的大樹","","真步真步的神奇旅程！　旅行的少女與邊境的大樹","","-1","237",""
"1000","238","2022-09-15 15:00:00","20","","","哀執的植物羊","","哀執的植物羊","","-1","238",""
"1500","239","2022-09-15 15:00:00","20","","","優雅少女旅程","","優雅少女旅程","","-1","239",""
"1000","240","2022-10-15 15:00:00","20","","","點讚！最愛！大集合！　至高祭典與少女祕密的本命任務","","點讚！最愛！大集合！　至高祭典與少女祕密的本命任務","","-1","240",""
"1000","241","2022-10-15 15:00:00","20","","","瘋狂直播主‧鏡","","瘋狂直播主‧輝美","","-1","241",""
"1500","242","2022-10-15 15:00:00","20","","","O-TA-O-TA WORLD","","O-TA-O-TA WORLD","","-1","242",""
"1000","243","2022-11-15 15:00:00","20","","","部族精神　高揭之劍與榮耀和平之橋","","部族精神　高揭之劍與榮耀和平之橋","","-1","243",""
"1000","244","2022-11-15 15:00:00","20","","","黑曜魔像","","黑曜魔像","","-1","244",""
"1500","245","2022-11-15 15:00:00","20","","","Knight's Soul","","Knight's Soul","","-1","245",""
"1000","246","2022-12-15 15:00:00","20","","","Happy Happening　幸福的雙子天使與聖誕夜的禮物","","Happy Happening　幸福的雙子天使與聖誕夜的禮物","","-1","246",""
"1000","247","2022-12-15 15:00:00","20","","","不幸福的多倫多獸","","不幸福的多倫多獸","","-1","247",""
"1500","248","2022-12-15 15:00:00","20","","","初雪雙胞胎的求愛","","初雪雙胞胎的求愛","","-1","248",""
"1000","249","2023-01-15 15:00:00","20","","","煙霧繚繞忘年奇譚　為旭日初升舉杯","","煙霧繚繞忘年奇譚　為旭日初升舉杯","","-1","249",""
"1000","250","2023-01-15 15:00:00","20","","","汙穢的湯之神‧陽卵","","汙穢的湯之神‧陽卵","","-1","250",""
"1500","251","2023-01-15 15:00:00","20","","","ma.sa.yu.me.","","ma.sa.yu.me.","","-1","251",""
"1000","252","2023-01-15 15:00:00","20","","","新春每日溫泉","","新春每日溫泉","","-1","252",""
"1000","253","2023-01-15 15:00:00","20","","","終炎的理想鄉","","終炎的理想鄉","","2116007","253",""
"1000","254","2023-01-15 15:00:00","20","","","甦醒的威脅們","","甦醒的威脅們","","2116007","254",""
"1000","255","2023-01-15 15:00:00","20","","","虛偽的救贖者","","虛偽的救濟者","","2116007","255",""
"1000","256","2023-01-15 15:00:00","20","","","司掌終炎的魔術師","","司掌終炎的魔術師","","2116007","256",""
"1000","257","2023-01-15 15:00:00","20","","","追尋奧祕力量之人","","追尋奧祕力量之人","","2116007","257",""
"1000","258","2023-02-15 15:00:00","20","","","嚮往著希望的樂園","","嚮往著希望的樂園","","-1","258",""
"1000","259","2023-02-15 15:00:00","20","","","即便在充滿不確定性的未來","","即便在充滿不確定性的未來","","-1","259",""
"1000","260","2023-02-15 15:00:00","20","","","樂園守護者","","樂園守護者","","-1","260",""
"1000","261","2023-02-15 15:00:00","20","","","象徵久遠庭園之人","","象徵久遠庭園之人","","-1","261",""
"1500","262","2023-02-15 15:00:00","20","","","Never Lose Again","","Never Lose Again","","-1","262",""
"1000","263","2023-03-15 15:00:00","20","","","貓與懷舊點心的咖啡廳 歡迎光臨Café Naschkatze","","貓與懷舊點心的咖啡廳　歡迎光臨Café Naschkatze","","-1","263",""
"1000","264","2023-03-15 15:00:00","20","","","祈福託災的招財貓","","祈福託災的招財貓","","-1","264",""
"1500","265","2023-03-15 15:00:00","20","","","喵喵的奮力一擊","","喵喵的奮力一擊","","-1","265",""
"1000","266","2023-04-15 15:00:00","20","","","Dears歡迎回來與我回來了的約定","","Dears　歡迎回家與我回來了的約定","","-1","266",""
"1000","267","2023-04-15 15:00:00","20","","","大王猩猩","","大王猩猩","","-1","267",""
"1500","268","2023-04-15 15:00:00","20","","","我的色彩STORY","","我的色彩STORY","","-1","268",""
"1000","269","2023-04-15 15:00:00","20","","","魔物生態報告書","","魔物生態報告書","","-1","269",""
"1000","270","2023-04-15 15:00:00","20","","","萬花綻放的新天地","","萬花綻放的新天地","","-1","270",""
"1000","271","2023-04-15 15:00:00","20","","","吉歐提格尼亞的戰鬥","","吉歐‧提格尼亞的戰鬥","","-1","271",""
"1000","272","2023-05-15 15:00:00","20","","","Connect‧With‧Blue　直至少女前往天際","","Connect‧With‧Blue　直至少女前往天際","","-1","272",""
"1000","273","2023-05-15 15:00:00","20","","","智慧的鍊金術師‧莫夫","","智慧的鍊金術師‧莫夫","","-1","273",""
"1500","274","2023-05-15 15:00:00","20","","","羽翼的序幕","","羽翼的序幕","","-1","274",""
"1000","275","2023-05-15 15:00:00","20","","","蘭德索爾一期一會","","蘭德索爾一期一會","","-1","275",""
"1000","276","2023-05-15 15:00:00","20","","","次元斷層","","次元斷層","","-1","276",""
"1000","277","2023-05-15 15:00:00","20","","","出現於次元夾縫的威脅","","出現於次元夾縫的威脅","","-1","277",""
"1000","278","2023-05-15 15:00:00","20","","","華麗世界的強敵","","華麗世界的強敵","","-1","278",""
"1000","279","2023-06-15 15:00:00","20","","","吸血鬼傳聞錄黑夜與美麗的饗宴","","吸血鬼傳聞錄　黑夜與美麗的饗宴","","-1","279",""
"1000","280","2023-06-15 15:00:00","20","","","變貌的從者布拉德","","變貌的從者‧布拉德","","-1","280",""
"1500","281","2023-06-15 15:00:00","20","","","Gothical Radical Eternal Wedding","","Gothical Radical † Eternal Wedding","","-1","281",""
"1000","282","2023-06-15 15:00:00","20","","","雪的審美會","","雪的審美會","","-1","282",""
"1000","283","2023-06-15 15:00:00","20","","","Princess Fight","","Princess Fight☆","","-1","283",""
"1000","284","2023-06-15 15:00:00","20","","","艾爾皮斯島之戰","","艾爾皮斯島之戰","","-1","284",""
"1000","285","2023-07-15 15:00:00","20","","","大間的排光海水大作戰祕密主義者與禁斷之海","","大間的排光海水大作戰　祕密主義者與禁斷之海","","-1","285",""
"1000","286","2023-07-15 15:00:00","20","","","復活的白色島鯨","","復活的白色島鯨","","-1","286",""
"1500","287","2023-07-15 15:00:00","20","","","變身萬花筒","","變身萬花筒","","-1","287",""
"1000","288","2023-07-15 15:00:00","20","","","公主的祕密","","公主的祕密","","-1","288",""
"1000","289","2023-07-15 15:00:00","20","","","美食獵人號出發前進","","美食獵人號，出發前進！","","-1","289",""
"1000","290","2023-08-15 15:00:00","20","","","戰慄幽奇海岸夏日度假驚悚物語","","戰慄幽奇海岸　～夏日度假村驚悚怪談～","","-1","290",""
"1000","291","2023-08-15 15:00:00","20","","","怨恨亡靈","","怨恨亡靈","","-1","291",""
"1500","292","2023-08-15 15:00:00","20","","","愛的羈絆","","愛的羈絆","","-1","292",""
"1500","293","2023-08-15 15:00:00","20","","","Precious Journey","","Precious Journey","","2201005","293",""
"1500","294","2023-08-15 15:00:00","20","","","晚霞色的漫步","","晚霞色的漫步","","2201008","294",""
"1000","295","2023-09-15 15:00:00","20","","","魔法青春日子魔法學園與奇蹟之鐘","","魔法師的青春時日　魔法學園與奇蹟之鐘","","-1","295",""
"1000","296","2023-09-15 15:00:00","20","","","被解放的暴魔阿爾杰什","","被解放的暴魔‧阿爾杰什","","-1","296",""
"1500","297","2023-09-15 15:00:00","20","","","那個春天從日記的續篇開始","","那個春天，從日記的續篇開始","","-1","297",""
"1000","298","2023-09-15 15:00:00","20","","","萊拉耶爾","","萊拉耶爾","","2201007","298",""
"1000","299","2023-09-15 15:00:00","20","","","做好要學習的準備了嗎","","做好要學習的準備了嗎？","","-1","299",""
"1000","300","2023-09-15 15:00:00","20","","","放學後的讀書會","","放學後的讀書會","","-1","300",""
"1000","301","2023-10-15 15:00:00","20","","","浪漫薩拉薩利亞　～沙漠的新娘與不可思議的神燈～","","浪漫薩拉薩利亞　～沙漠的新娘與不可思議的神燈～","","-1","301",""
"1000","302","2023-10-15 15:00:00","20","","","哈立德","","哈立德","","-1","302",""
"1500","303","2023-10-15 15:00:00","20","","","Adenium","","Adenium","","-1","303",""
"1000","304","2023-10-15 15:00:00","20","","","蠻賊三姊妹","","蠻賊三姊妹","","2202001","304",""
"1000","305","2023-10-15 15:00:00","20","","","夢幻的婚姻模擬遊戲","","夢幻的婚姻模擬遊戲","","-1","305",""
"1000","306","2023-10-15 15:00:00","20","","","有魔物！！","","有魔物！！","","-1","306",""
"1000","307","2023-10-15 15:00:00","20","","","新天地的強敵","","新天地的強敵","","-1","307",""
"1000","308","2023-11-15 15:00:00","20","","","Criminal Rookie　天使們的悖論","","Criminal Rookie　天使們的悖論","","-1","308",""
"1000","309","2023-11-15 15:00:00","20","","","最終冒險★","","最終冒險★","","-1","309",""
"1500","310","2023-11-15 15:00:00","20","","","Ylide Lotus","","Ylide Lotus","","-1","310",""
"1000","311","2023-11-15 15:00:00","20","","","旅行與成長（與反省）的記錄","","旅行與成長（與反省）的記錄","","-1","311",""
"1000","312","2023-11-15 15:00:00","20","","","幻變少女","","幻變少女","","2201001","312",""
"1000","313","2023-11-15 15:00:00","20","","","探險","","探險","","-1","313",""
"1000","314","2023-12-15 15:00:00","20","","","聖誕哭泣寶貝　為誰存在的幸福之日","","聖誕哭泣寶貝　為誰存在的幸福之日","","-1","314",""
"1000","315","2023-12-15 15:00:00","20","","","巴西利斯克‧阿洛斯","","巴西利斯克‧阿洛斯","","-1","315",""
"1500","316","2023-12-15 15:00:00","20","","","Christmas Blessing","","Christmas Blessing","","-1","316",""
"1000","317","2023-12-15 15:00:00","20","","","降臨期日曆","","降臨期日曆","","-1","317",""
"1000","318","2023-12-15 15:00:00","20","","","業火燃燒的密林","","業火燃燒的密林","","-1","318",""
"1000","319","2023-12-15 15:00:00","20","","","吉歐‧格黑納之戰","","吉歐‧格黑納之戰","","-1","319",""
"1000","320","2024-01-15 15:00:00","20","","","迎春夢想家們　新年隕石碎碎平安","","迎春夢想家們！　新年隕石碎碎平安！？","","-1","320",""
"1000","321","2024-01-15 15:00:00","20","","","夢中隕石","","夢中隕石","","-1","321",""
"1500","322","2024-01-15 15:00:00","20","","","未來的夢","","未來的夢","","-1","322",""
"1000","323","2024-01-15 15:00:00","20","","","初夢挑戰","","初夢挑戰","","-1","323",""
"1000","324","2024-01-15 15:00:00","20","","","焚燒世界的強敵","","焚燒世界的強敵","","-1","324",""
"1000","325","2024-01-15 15:00:00","20","","","天才發明家三女布武機","","天才發明家三女、布武機","","-1","325",""
"1000","326","2024-01-15 15:00:00","20","","","受難體質的次女若菜","","受難體質的次女、若菜","","-1","326",""
"1000","327","2024-01-15 15:00:00","20","","","心胸開闊的長女倭","","心胸開闊的長女、倭","","-1","327",""
"1000","328","2024-01-15 15:00:00","20","","","涅妃‧涅羅","","涅妃‧涅羅","","2205002","328",""
"1000","329","2024-02-15 0:00:00","20","","","映於鏡中的訪客","","映於鏡中的訪客","","-1","329",""
"1000","330","2024-02-15 0:00:00","20","","","再一次。並且，再也不會。","","再一次。並且，再也不會。","","-1","330",""
"1000","331","2024-02-15 0:00:00","20","","","紅霧精靈","","紅霧精靈","","-1","331",""
"1000","332","2024-02-15 0:00:00","20","","","顯露苦衷 埃拉＆志那都","","顯露苦衷 埃拉＆志那都","","-1","332",""
"1500","333","2024-02-15 0:00:00","20","","","Prayer","","Prayer","","-1","333",""
"1000","334","2024-02-15 0:00:00","20","","","Another Wish‧Log","","Another Wish‧Log","","-1","334",""
"1000","335","2024-02-15 0:00:00","20","","","穿越焚燒的世界","","穿越焚燒的世界","","-1","335",""
"1000","336","2024-02-15 0:00:00","20","","","亂入！蠻賊三姊妹","","亂入！蠻賊三姊妹","","-1","336",""
"1000","337","2024-02-15 0:00:00","20","","","厄莉絲","","厄莉絲","","2109008","337",""
"1000","338","2024-03-15 15:00:00","20","","","凜冬中的盛夏與神聖學院的問題兒童","","寒冬的盛夏與神聖學院的問題兒童","","-1","338",""
"1000","339","2024-03-15 15:00:00","20","","","地獄的聖女富美惠","","地獄的聖女富美惠","","-1","339",""
"1500","340","2024-03-15 15:00:00","20","","","妄想夏日光暈","","妄想夏日光暈","","-1","340",""
"1000","341","2024-03-15 15:00:00","20","","","【LIVE】漂漂河　白天","","【LIVE】漂漂河　白天","","-1","341",""
"1000","342","2024-03-15 15:00:00","20","","","【LIVE】漂漂河　夜晚","","【LIVE】漂漂河　夜晚","","-1","342",""
"1000","343","2024-03-15 15:00:00","20","","","公主騎士之力","","公主騎士之力","","-1","343",""
"1000","344","2024-03-15 15:00:00","20","","","抵達深奧的領域","","抵達深奧的領域","","-1","344",""
"1000","345","2024-03-15 15:00:00","20","","","紅焰的深域","","紅焰的深域","","-1","345",""
"1000","346","2024-03-15 15:00:00","20","","","蒼波的深域","","蒼波的深域","","-1","346",""
"1000","347","2024-03-15 15:00:00","20","","","翠嵐的深域","","翠嵐的深域","","-1","347",""
"1000","348","2024-03-15 15:00:00","20","","","珀天的深域","","珀天的深域","","-1","348",""
"1000","349","2024-03-15 15:00:00","20","","","紫冥的深域","","紫冥的深域","","-1","349",""
"1000","350","2024-04-15 15:00:00","20","","","CoolieFuryBootCamp魔鬼教官與鞭子與糖果","","冷酷・火爆・新兵訓練營　魔鬼教官和鞭子與……糖果？","","-1","350",""
"1000","351","2024-04-15 15:00:00","20","","","剛雷獸雷葛宏","","剛雷獸‧雷葛宏","","-1","351",""
"1500","352","2024-04-15 15:00:00","20","","","IntoTheTrust","","Into The Trust","","-1","352",""
"1000","353","2024-04-15 15:00:00","20","","","惠理子和真琴的行軍A-Go-Go","","惠理子和真琴的行軍A-Go-Go！","","-1","353",""
"1000","354","2024-04-15 15:00:00","20","","","新兵們隨我來","","新兵們，隨我來","","-1","354",""
"1000","355","2024-04-15 15:00:00","20","","","前往決鬥的舞台","","前往決鬥的舞台","","-1","355",""
"1000","356","2024-04-15 15:00:00","20","","","戰鬥試煉場開幕","","戰鬥試煉場，開幕！","","-1","356",""
"1000","357","2024-05-15 15:00:00","20","","","花開時節的真誠心意","","花開季節的真心","","-1","357",""
"1000","358","2024-05-15 15:00:00","20","","","魔物植物莫培爾培","","魔物植物‧莫培爾培","","-1","358",""
"1500","359","2024-05-15 15:00:00","20","","","映照在眼中的倒影","","映照在眼中的倒影","","-1","359",""
"1000","360","2024-05-15 15:00:00","20","","","坐鎮於煉獄之物","","坐鎮於煉獄之物","","-1","360",""
"1000","361","2024-06-15 15:00:00","20","","","大夢想樂園大遊行　寶石兔與祕密的夥伴們","","大夢想樂園大遊行　寶石兔與祕密的夥伴們","","-1","361",""
"1000","362","2024-06-15 15:00:00","20","","","捲土重來‧吉諾","","捲土重來‧吉諾","","-1","362",""
"1500","363","2024-06-15 15:00:00","20","","","神奇寶石遊行！","","神奇寶石遊行！","","-1","363",""
"1000","364","2024-06-15 15:00:00","20","","","大夢想樂園導覽","","大夢想樂園導覽","","-1","364",""
"1000","365","2024-07-15 15:00:00","20","","","集合吧，做好事社團！　美空的愉快暑假","","集合吧，做好事社團！　美空的愉快暑假","","-1","365",""
"1000","366","2024-07-15 15:00:00","20","","","盛夏的發狂史萊姆","","盛夏的發狂史萊姆","","-1","366",""
"1500","367","2024-07-15 15:00:00","20","","","Ai-愛的逃亡★","","Ai-愛的逃亡★","","-1","367",""
"1000","368","2024-07-15 15:00:00","20","","","修復夏日相片","","修復夏日相片","","-1","368",""
"1000","369","2024-08-15 15:00:00","20","","","幻惑的妖精於盛夏之園起舞的身影","","幻惑的妖精　-於盛夏之園起舞的身影-","","-1","369",""
"1000","370","2024-08-15 15:00:00","20","","","混沌發電機","","混沌生成系統","","-1","370",""
"1500","371","2024-08-15 15:00:00","20","","","回憶","","Re:collection","","-1","371",""
"1000","372","2024-08-15 15:00:00","20","","","水都的回憶","","水都的回憶","","-1","372",""
"1000","373","2024-09-15 15:00:00","20","","","煉獄之叛亂","","煉獄之叛亂","","2209006","373",""
"1000","374","2024-09-15 15:00:00","20","","","煉獄之叛亂六凶魔蜘蛛阿剌克涅","","煉獄之叛亂　-六凶‧魔蜘蛛阿剌克涅-","","2209006","374",""
"1000","375","2024-09-15 15:00:00","20","","","與魔蜘蛛僕人的戰鬥","","與魔蜘蛛僕人的戰鬥","","2209006","375",""
"1000","376","2024-09-15 15:00:00","20","","","拿不准的盜賊三姊妹","","拿不准的盜賊三姊妹","","2209006","376",""
"1000","377","2024-09-15 15:00:00","20","","","與革命少女的戰鬥","","與革命少女的戰鬥","","2209006","377",""
"1000","378","2024-09-15 15:00:00","20","","","潛藏在地底煉獄的災禍","","潛藏在地底煉獄的災禍","","2209006","378",""
"1000","379","2024-09-15 15:00:00","20","","","甦醒的六凶魔蜘蛛阿剌克涅","","甦醒的六凶‧魔蜘蛛阿剌克涅","","2209006","379",""
"1000","380","2024-09-15 15:00:00","20","","","再臨的公主造型冰龍","","再臨的公主造型冰龍","","2209006","380",""
"1000","381","2024-09-15 15:00:00","20","","","雪菲","","雪菲","","2104010","381",""
"1000","382","2024-09-15 15:00:00","20","","","芙蕾雅","","芙蕾雅","","2209006","382",""
"1000","383","2024-09-15 15:00:00","20","","","阿剌克涅","","阿剌克涅","","2209006","383",""
"1000","384","2024-09-15 15:00:00","20","","","顯現的魔蜘蛛真容","","顯現的魔蜘蛛真容","","2209006","384",""
"1000","385","2024-10-15 15:00:00","20","","","望的一日店長記　這裡是阿爾克絲鍊金堂","","望的一日店長記　這裡是阿爾克絲鍊金堂","","-1","385",""
"1000","386","2024-10-15 15:00:00","20","","","惡毒巨蛇","","惡毒巨蛇","","-1","386",""
"1500","387","2024-10-15 15:00:00","20","","","Dance in the Fragrance","","Dance in the Fragrance","","-1","387",""
"1000","388","2024-10-15 15:00:00","20","","","阿爾克絲鍊金堂　業務日誌","","阿爾克絲鍊金堂　業務日誌","","-1","388",""
"1000","389","2024-10-15 15:00:00","20","","","阿爾克絲鍊金堂","","阿爾克絲鍊金堂","","-1","389",""
"1000","390","2024-10-15 15:00:00","20","","","阿爾克絲鍊金堂　化學版本","","阿爾克絲鍊金堂（化學Ver.）","","-1","390",""
"1000","391","2024-11-15 15:00:00","20","","","蠻賊歸來　炎國的無法無天姊妹","","蠻賊歸來　炎國的無法無天姊妹","","-1","391",""
"1000","392","2024-11-15 15:00:00","20","","","超級 衝刺喬","","超級 衝刺喬","","-1","392",""
"1500","393","2024-11-15 15:00:00","20","","","狂野蠻賊表演時間","","狂野蠻賊表演時間！！","","-1","393",""
"1000","394","2024-11-15 15:00:00","20","","","衝突　破壞　非法坦克大戰","","衝突！破壞！非法坦克大戰","","-1","394",""
"1000","395","2024-11-15 15:00:00","20","","","出擊吧　戰車戰鬥","","出擊吧！戰車戰鬥！","","-1","395",""
"1000","396","2024-11-15 15:00:00","20","","","Let's　究極鍊成","","Let's！「究極鍊成」！","","-1","396",""
"1000","397","2024-11-15 15:00:00","20","","","於此地邂逅身經百戰的強敵","","於此地邂逅身經百戰的強敵","","-1","397",""
"1000","398","2024-12-15 15:00:00","20","","","Love＆Punishment惡魔送來的聖誕節","","Love＆Punishment　惡魔送來的聖誕節","","-1","398",""
"1000","399","2024-12-15 15:00:00","20","","","年幼鬼魂吐舌鬼","","年幼鬼魂 吐舌鬼","","-1","399",""
"1500","400","2024-12-15 15:00:00","20","","","今晚在槲寄生底下","","今晚，在槲寄生底下","","-1","400",""
"1000","401","2024-12-15 15:00:00","20","","","朱火深淵","","朱火深淵","","-1","401",""
"1000","402","2024-12-15 15:00:00","20","","","轟流深淵","","轟流深淵","","-1","402",""
"1000","403","2024-12-15 15:00:00","20","","","烈風深淵","","烈風深淵","","-1","403",""
"1000","404","2024-12-15 15:00:00","20","","","燦爛深淵","","燦爛深淵","","-1","404",""
"1000","405","2024-12-15 15:00:00","20","","","玄闇深淵","","玄闇深淵","","-1","405",""
"1000","406","2024-12-15 15:00:00","20","","","征戰深遠的潛魔深淵","","征戰深遠的龍潭虎穴","","-1","406",""
"1000","407","2025-1-15 15:00:00","20","","","迎春吉歐格黑納蛇少女與雙姝劍士","","迎春吉歐‧格黑納　蛇少女與雙姝劍士","","-1","407",""
"1000","408","2025-1-15 15:00:00","20","","","咒縛的大蛇梅杜希亞娜","","咒縛的大蛇‧梅杜希亞娜","","-1","408",""
"1500","409","2025-1-15 15:00:00","20","","","Tiny Twin Stars","","Tiny Twin Stars！！","","-1","409",""
"1000","410","2025-1-15 15:00:00","20","","","寂靜的永凍冥界","","寂靜的永凍冥界","","-1","410",""
"1000","411","2025-1-15 15:00:00","20","","","吉歐尼布爾黑爾之戰","","吉歐‧尼布爾黑爾之戰","","-1","411",""
"1000","412","2025-1-15 15:00:00","20","","","靜寂世界的強敵","","靜寂世界的強敵","","-1","412",""
"1000","413","2025-1-15 15:00:00","20","","","薇歐莉特","","薇歐莉特","","2210002","413",""
"1000","414","2025-1-15 15:00:00","20","","","三魔姬屬","","三魔姬屬","","2210002","414",""
