780399ef91f91ed1ad22e472e841d7020d797a19c285e1ae54ac022791fff335,bb9074d09cd96c3316b671587d33d085f1f04d58e12ade61d16d6cb088126fad,5dda0ec1c84c5e1edc724cb9a064c6ff35cfad1c818062ea6ce65419fddb6187,a718a1857b0a0b7fc8880f7fb0db3661f801407e10be2d2865a9d89d27cf1236,2bb9a3a2612697583b3da3b2922dfaf195e5843d8a9397ad9217db464bccc7ff,661d59e66d0677639383988fead496753b79ffbea5403768d393036b9452bcb1,fc43d9a38cdbc2e325238de0e67723df9df736e954872778ceff488f227f7b98,18227fffbe094cbe0749308ac8d0105aec004cde34128946b24b08ed353cb0c3,591547cb5e98f48a5bda1e82d99937e675f92467e6ef9b338072c204eac98b7d,cfd44e05bdd89dd99e78be6874b8af643e4324877e78796084ba04e0161e3826,66886144c5a78dd0d9d19a085982329ab7df7d782ae713e67eb454876fffcbc7
"93","0","","","0.2","19020052","","902","","",""
"2","850","","","2","19020053","12","902","3.84615384615385","","-125"
"33","850","","","2","19020054","12","902","3.84615384615385","","-125"
"93","0","","","0.1","19020055","","902","","",""
"2","850","","","3","19020056","12","902","4.97737556561086","","-250"
"33","850","","","3","19020057","12","902","4.97737556561086","","-250"
"93","0","","","1.5","19020058","","902","","",""
"2","850","","","5","19020059","","902","6.26923076923077","","-125"
"33","850","","","5","19020060","","902","6.26923076923077","","-125"
"93","0","","","1","19020061","","902","","",""
"3","02_neneka_floatRing","","0.1","6","19020062","","902","","","1"
"2","850","","","6","19020063","","902","6.63800904977376","","-250"
"33","850","","","6","19020064","","902","6.63800904977376","","-250"
"91","","","","0","19020065","","902","","",""
"93","0","","","1","19020066","","902","","",""
"91","","","","0","19020067","","902","","",""
"1","113211","03_cmn_walk_styk_N2","1.4875","1","19030001","-15","903","-750","0","12"
"1","113311","03_cmn_run_def_N","1.4875","1","19030002","-15","903","750","0","12"
"23","se_fpc_water_random","","","se_10053800","19030003","","903","","","1"
"91","0","","","19030002","19030004","","903","","",""
"2","-150","","","113211","19030005","","903","3.52941176470588","","-15"
"93","0","","","1.5","19030006","","903","","",""
"2","150","","","113311","19030007","","903","2.71493212669683","","-15"
"91","","","","19030005","19030008","","903","","",""
"3","03_cmn_idol_def_N","","0.1","113211","19030009","","903","","","1"
"91","","","","19030007","19030010","","903","","",""
"3","03_nanaka_gufufu","","0.3","113311","19030011","","903","","","1"
"93","0","","","0.3","19030012","","903","","",""
"21","vo_fpc_20300","","","vo_fpc","19030013","","903","0","",""
"11","唔呵呵，\n不愧是杏奈美眉♪","0.5","0","113311","19030014","0","903","1","0","8"
"91","","","","0","19030015","","903","","",""
"93","0","","","0.5","19030016","","903","","",""
"21","vo_fpc_20301","","","vo_fpc","19030017","","903","0","",""
"11","把七七香精選的傳說學校泳衣\n駕馭得很完美呢！","0.5","0","113311","19030018","0","903","1","0","6"
"91","","","","0","19030019","","903","","",""
"93","0","","","0.5","19030020","","903","","",""
"3","03_anna_shy","","0.1","113211","19030021","","903","","","1"
"21","vo_fpc_20302","","","vo_fpc","19030022","","903","0","",""
"11","什麼，這是因為我沒有其他泳衣\n所以才不得已穿的啦……","0.5","0","113211","19030023","0","903","1","0","10"
"91","","","","0","19030024","","903","","",""
"93","0","","","0.5","19030025","","903","","",""
"21","vo_fpc_20303","","","vo_fpc","19030026","","903","0","",""
"11","沒問題沒問題，\n真的很適合妳啦！","0.5","0","113311","19030027","0","903","1","0","6"
"91","","","","0","19030028","","903","","",""
"93","0","","","0.5","19030029","","903","","",""
"21","vo_fpc_20304","","","vo_fpc","19030030","","903","0","",""
"11","還是說……\n妳要跟我交換泳衣看看？","0.5","0","113311","19030031","0","903","1","0","8"
"91","","","","0","19030032","","903","","",""
"93","0","","","0.5","19030033","","903","","",""
"3","03_anna_pui_in","","0.1","113211","19030034","1","903","03_anna_pui_loop","","0"
"21","vo_fpc_20305","","","vo_fpc","19030035","","903","0","",""
"11","妳那件也有那件的害羞吧！","0.5","0","113211","19030036","0","903","1","0","7"
"91","","","","0","19030037","","903","","",""
"93","0","","","0.5","19030038","","903","","",""
"21","vo_fpc_20306","","","vo_fpc","19030039","","903","0","",""
"11","我、我有好友為我挑的\n這件學校泳衣便足矣！","0.5","0","113211","19030040","0","903","1","0","8"
"91","","","","0","19030041","","903","","",""
"93","0","","","0.5","19030042","","903","","",""
"4","1","","0.1","113311","19030043","","903","","","1"
"4","1","","0.1","113211","19030044","","903","","","1"
"3","03_cmn_run_def_N","","0.1","113311","19030045","","903","","","1"
"3","03_cmn_walk_styk_N2","","0.1","113211","19030046","","903","","","1"
"2","750","","","113311","19030047","","903","2.71493212669683","","-15"
"2","-750","","","113211","19030048","","903","3.52941176470588","","-15"
"91","","","","0","19030049","","903","","",""
"1","122811","04_misogi_flutterKick_loop","1.75","1","19040001","-180","904","-910","0","22"
"1","122911","04_mimi_flutterKick_loop","1.75","1","19040002","-125","904","-910","0","12"
"1","122711","04_kyouka_flutterKick_loop","1.75","1","19040003","-180","904","-910","0","22"
"1","129311","04_yuni_flutterKick_loop","1.75","1","19040004","-180","904","-910","0","23"
"5","1","cmn_swm_flutterKick_floatBoad","1.75","1","19040005","-180","904","-910","0","22"
"5","3","empty","1.75","3","19040006","-180","904","-50","0","24"
"31","1","","1","1","19040007","1","904","-180","","-910"
"31","11","","0","4","19040008","1","904","-180","","-910"
"31","2","","1","7","19040009","1","904","-125","","-910"
"31","21","","0","4","19040010","1","904","-125","","-910"
"31","3","","1","1","19040011","1","904","-180","","-910"
"31","31","","0","4","19040012","1","904","-180","","-910"
"31","4","","1","1","19040013","1","904","-180","","-910"
"31","41","","0","4","19040014","1","904","-180","","-50"
"31","1006","","0","1006","19040015","1","904","0","","-180"
"23","se_fpc_water_random","","","se_10053800","19040016","","904","","","1"
"91","0","","","19040015","19040017","","904","","",""
"2","375","","","122811","19040018","12","904","5.81447963800905","","-180"
"33","375","","","1","19040019","12","904","5.81447963800905","","-180"
"33","375","","","11","19040020","12","904","5.81447963800905","","-180"
"91","","","","","19040021","","904","","",""
"32","0","","","1","19040022","","904","","",""
"32","1","","","11","19040023","","904","","",""
"3","04_misogi_float_in","","0.1","122811","19040024","1","904","04_misogi_float_loop","0.1","0"
"93","0","","","0.9","19040025","","904","","",""
"21","vo_fpc_20400","","","vo_fpc","19040026","","904","0","",""
"11","哇──！禊是第一名──！\n當鬼的人，快來抓我們──！","0.5","0","122811","19040027","0","904","1","0","9"
"91","","","","0","19040028","","904","","",""
"93","0","","","0.5","19040029","","904","","",""
"2","100","","","122911","19040030","12","904","5.94117647058824","","-125"
"33","100","","","2","19040031","12","904","5.94117647058824","","-125"
"33","100","","","21","19040032","12","904","5.94117647058824","","-125"
"93","0","","","2","19040033","","904","","",""
"21","vo_fpc_20401","","","vo_fpc","19040034","","904","0","",""
"11","快逃快逃～！","0.5","0","122911","19040035","0","904","1","0","8"
"91","","","","19040032","19040036","","904","","",""
"32","0","","","2","19040037","","904","","",""
"32","1","","","21","19040038","","904","","",""
"3","04_mimi_float_in","","0.1","122911","19040039","1","904","04_mimi_float_loop","0.1","0"
"2","-175","","","122711","19040040","12","904","5.40441176470588","","-180"
"33","-175","","","3","19040041","12","904","5.40441176470588","","-180"
"33","-175","","","31","19040042","12","904","5.40441176470588","","-180"
"93","0","","","2","19040043","","904","","",""
"21","vo_fpc_20402","","","vo_fpc","19040044","","904","0","",""
"11","真是的～！妳們兩個等一下啦～！","0","0","122711","19040045","0","904","1","0","11"
"91","","","","19040042","19040046","","904","","",""
"32","0","","","3","19040047","","904","","",""
"32","1","","","31","19040048","","904","","",""
"3","04_kyouka_float_in","","0.1","122711","19040049","1","904","04_kyouka_float_loop","0.1","0"
"93","0","","","1.2","19040050","","904","","",""
"32","1","","","1006","19040051","","904","","",""
"93","0","","","0.8","19040052","","904","","",""
"32","1","","","1","19040053","","904","","",""
"32","0","","","11","19040054","","904","","",""
"32","1","","","2","19040055","","904","","",""
"32","0","","","21","19040056","","904","","",""
"32","1","","","3","19040057","","904","","",""
"32","0","","","31","19040058","","904","","",""
"3","04_misogi_flutterKick_in","","0.1","122811","19040059","1","904","04_misogi_flutterKick_loop","0.1","0"
"2","1000","","","122811","19040060","","904","2.82805429864253","","-180"
"33","1000","","","1","19040061","","904","2.82805429864253","","-180"
"93","0","","","0.1","19040062","","904","","",""
"3","04_mimi_flutterKick_in","","0.1","122911","19040063","1","904","04_mimi_flutterKick_loop","0.1","0"
"2","1000","","","122911","19040064","","904","4.07239819004525","","-125"
"33","1000","","","2","19040065","","904","4.07239819004525","","-125"
"93","0","","","0.1","19040066","","904","","",""
"3","04_kyouka_flutterKick_in","","0.1","122711","19040067","1","904","04_kyouka_flutterKick_loop","0.1","0"
"2","1000","","","122711","19040068","","904","5.31674208144796","","-180"
"33","1000","","","3","19040069","","904","5.31674208144796","","-180"
"93","0","","","0.1","19040070","","904","","",""
"2","-50","","","129311","19040071","","904","5.05882352941176","","-180"
"33","-50","","","4","19040072","","904","5.05882352941176","","-180"
"2","-50","","","1","19040073","","904","5.05882352941176","","-180"
"93","0","","","2","19040074","","904","","",""
"21","vo_fpc_20403","","","vo_fpc","19040075","","904","0","",""
"11","哇──♪","0.5","0","129311","19040076","0","904","1","0","10"
"93","0","","","2.75882352941176","19040077","","904","","",""
"3","04_yuni_flutterKick_pause_in","","0.1","3","19040078","1","904","04_yuni_flutterKick_pause_loop","0.1","0"
"3","04_yuni_flutterKick_pause_in","","0.1","129311","19040079","1","904","04_yuni_flutterKick_pause_loop","0.1","0"
"3","04_yuni_flutterKick_pause_in","","0.1","1","19040080","1","904","04_yuni_flutterKick_pause_loop","0.1","0"
"93","0","","","0.3","19040081","","904","","",""
"21","vo_fpc_20404","","","vo_fpc","19040082","","904","0","",""
"32","0","","","4","19040083","","904","","",""
"32","1","","","41","19040084","","904","","",""
"93","0","","","5","19040085","","904","","",""
"3","empty","","0.1","3","19040086","","904","","","0"
"3","04_yuni_flutterKick_in","","0.2","129311","19040087","1","904","04_yuni_flutterKick_loop","0.1","0"
"3","04_yuni_flutterKick_in","","0.2","1","19040088","1","904","cmn_swm_flutterKick_floatBoad","0.1","0"
"32","1","","","4","19040089","","904","","",""
"32","0","","","41","19040090","","904","","",""
"2","1000","","","129311","19040091","","904","6.17647058823529","","-180"
"2","1000","","","1","19040092","","904","6.17647058823529","","-180"
"33","1000","","","4","19040093","","904","6.17647058823529","","-180"
"93","0","","","0.3","19040094","","904","","",""
"21","vo_fpc_20405","","","vo_fpc","19040095","","904","0","",""
"11","哇──哇──♪","0.5","0","129311","19040096","0","904","1","0","10"
"91","","","","19040091","19040097","","904","","",""
"1","117111","cmn_swm_flutterKick","1.75","1","19050001","-125","905","-910","0","12"
"1","117011","cmn_swm_flutterKick","1.75","1","19050002","-180","905","-910","0","22"
"1","107611","cmn_walk_r","1.4875","1","19050003","-15","905","750","0","12"
"31","1","","1","7","19050004","1","905","-125","","-910"
"31","11","","0","4","19050005","1","905","-125","","-910"
"31","2","","1","1","19050006","1","905","-180","","-910"
"31","21","","0","4","19050007","1","905","-180","","-910"
"23","se_fpc_water_random","","","se_10053800","19050008","","905","","","1"
"91","0","","","19050007","19050009","","905","","",""
"2","0","","","117111","19050010","12","905","5.35294117647059","","-125"
"33","0","","","1","19050011","12","905","5.35294117647059","","-125"
"33","0","","","11","19050012","12","905","5.35294117647059","","-125"
"91","","","","","19050013","","905","","",""
"32","0","","","1","19050014","","905","","",""
"32","1","","","11","19050015","","905","","",""
"3","05_shizuru_search_in","","0.1","117111","19050016","1","905","05_shizuru_search_loop","0.1","0"
"93","0","","","1","19050017","","905","","",""
"21","vo_fpc_20500","","","vo_fpc","19050018","","905","0","",""
"11","嗯……真奇怪呢……\n我有在這一帶感受到\n弟弟的「氣息」……","0.5","0","117111","19050019","0","905","1","0","8"
"93","1","","","1.81764705882353","19050020","","905","","",""
"2","-250","","","117011","19050021","12","905","3.88235294117647","","-180"
"33","-250","","","2","19050022","12","905","3.88235294117647","","-180"
"33","-250","","","21","19050023","12","905","3.88235294117647","","-180"
"93","0","","","2.38235294117647","19050024","","905","","",""
"93","0","","","1.5","19050025","","905","","",""
"91","","","","19050019","19050026","","905","","",""
"91","","","","19050021","19050027","","905","","",""
"3","05_eriko_talk_in","","0.1","117011","19050028","1","905","05_eriko_talk_loop","0.1","0"
"32","0","","","2","19050029","","905","","",""
"32","1","","","21","19050030","","905","","",""
"21","vo_fpc_20501","","","vo_fpc","19050031","","905","0","",""
"11","那位大人的氣場殘渣……\n確實就在這附近……","0.5","0","117011","19050032","0","905","1","0","7"
"93","1","","","2.15294117647059","19050033","","905","","",""
"2","300","","","107611","19050034","0","905","2.64705882352941","","-15"
"93","0","","","1.14705882352941","19050035","","905","","",""
"93","0","","","1.5","19050036","","905","","",""
"91","","","","19050032","19050037","","905","","",""
"91","","","","19050034","19050038","","905","","",""
"3","05_kokkoro_talk","","0.2","107611","19050039","","905","","","1"
"21","vo_fpc_20502","","","vo_fpc","19050040","","905","0","",""
"11","靜流小姐、惠理子小姐，\n請問怎麼了嗎？","0.5","0","107611","19050041","0","905","1","0","8"
"91","","","","0","19050042","","905","","",""
"93","0","","","0.5","19050043","","905","","",""
"3","05_shizuru_greet_in","","0.1","117111","19050044","1","905","05_shizuru_greet_loop","0.1","0"
"21","vo_fpc_20503","","","vo_fpc","19050045","","905","0","",""
"11","啊，可可蘿♪\n原來如此──我是感受到殘留在\n可可蘿身上的弟弟「氣息」了呢♪","0.5","0","117111","19050046","0","905","1","0","8"
"91","","","","0","19050047","","905","","",""
"93","0","","","0.5","19050048","","905","","",""
"3","05_eriko_pressure_in","","0.1","117011","19050049","1","905","05_eriko_pressure_loop","0.1","0"
"21","vo_fpc_20504","","","vo_fpc","19050050","","905","0","",""
"11","那噁心的根據是怎麼回事？\n話說回來，妳知道那位大人\n在哪裡嗎？\n可不許隱瞞喔。","0.5","0","117011","19050051","0","905","1","0","6"
"91","","","","0","19050052","","905","","",""
"93","0","","","0.5","19050053","","905","","",""
"3","05_kokkoro_talk2","","0.3","107611","19050054","","905","","","1"
"21","vo_fpc_20505","","","vo_fpc","19050055","","905","0","",""
"11","怎麼會隱瞞呢。","0.5","0","107611","19050056","0","905","1","0","6"
"91","","","","0","19050057","","905","","",""
"93","0","","","0.5","19050058","","905","","",""
"3","05_kokkoro_point_in","","0.1","107611","19050059","1","905","05_kokkoro_point_loop","0.1","0"
"21","vo_fpc_20506","","","vo_fpc","19050060","","905","0","",""
"11","主人他剛剛漂向\n那個方向了……","0.5","0","107611","19050061","0","905","1","0","6"
"91","","","","0","19050062","","905","","",""
"93","0","","","0.5","19050063","","905","","",""
"3","05_shizuru_smile_in","","0.1","117111","19050064","1","905","05_shizuru_smile_loop","0.1","0"
"21","vo_fpc_20507","","","vo_fpc","19050065","","905","0","",""
"11","那邊是吧！\n好──姐姐我現在\n立刻就去救你喔！","0.5","0","117111","19050066","0","905","1","0","7"
"91","","","","0","19050067","","905","","",""
"93","0","","","0.5","19050068","","905","","",""
"3","05_eriko_sad_in","","0.1","117011","19050069","1","905","05_eriko_sad_loop","0.1","0"
"21","vo_fpc_20508","","","vo_fpc","19050070","","905","0","",""
"11","啊啊，怎麼會這樣……\n我現在就前去救助您！","0.5","0","117011","19050071","0","905","1","0","8"
"91","","","","0","19050072","","905","","",""
"93","0","","","0.5","19050073","","905","","",""
"3","05_shizuru_flutterKick_in","","0.1","117111","19050074","1","905","05_shizuru_flutterKick_loop","0.1","0"
"2","1000","","","117111","19050075","","905","2.66169816342827","","-125"
"33","1000","","","1","19050076","","905","2.66169816342827","","-125"
"32","1","","","1","19050077","","905","","",""
"32","0","","","11","19050078","","905","","",""
"93","0","","","0.1","19050079","","905","","",""
"3","05_eriko_flutterKick_in","","0.1","117011","19050080","1","905","05_eriko_flutterKick_loop","0.1","0"
"2","1000","","","117011","19050081","","905","3.14228255404726","","-180"
"33","1000","","","2","19050082","","905","3.14228255404726","","-180"
"32","1","","","2","19050083","","905","","",""
"32","0","","","21","19050084","","905","","",""
"91","","","","19050081","19050085","","905","","",""
"3","05_kokkoro_talk3_in","","0.1","107611","19050086","1","905","05_kokkoro_talk3_loop","0.1","0"
"21","vo_fpc_20509","","","vo_fpc","19050087","","905","0","",""
"11","她們走了……","0.5","0","107611","19050088","0","905","1","0","5"
"91","","","","0","19050089","","905","","",""
"93","0","","","0.5","19050090","","905","","",""
"21","vo_fpc_20510","","","vo_fpc","19050091","","905","0","",""
"11","那兩位在一起的話，不知道會\n發生什麼事，真讓人擔心呢……","0.5","0","107611","19050092","0","905","1","0","11"
"91","","","","0","19050093","","905","","",""
"93","0","","","0.5","19050094","","905","","",""
"21","vo_fpc_20511","","","vo_fpc","19050095","","905","0","",""
"11","為了不讓她們在主人面前失控，\n在下必須要盯著場面才行……！","0.5","0","107611","19050096","0","905","1","0","10"
"91","","","","0","19050097","","905","","",""
"93","0","","","0.5","19050098","","905","","",""
"2","850","","","107611","19050099","0","905","1.65912518853695","","-15"
"3","05_kokkoro_run","","0.2","107611","19050100","","905","","","1"
"21","vo_fpc_20512","","","vo_fpc","19050101","","905","0","",""
"11","主人──！","0.5","0","107611","19050102","0","905","1","0","10"
"91","","","","0","19050103","","905","","",""
"93","0","","","0.5","19050104","","905","","",""
"91","","","","19050099","19050105","","905","","",""
"1","126911","cmn_float","1.75","1","19060001","-180","906","-850","0","22"
"1","117311","cmn_float","1.75","1","19060002","-125","906","-850","0","12"
"31","11","","1","6","19060003","1","906","-180","","-850"
"31","10071","","0","1007","19060004","1","906","-180","","-850"
"31","21","","1","6","19060005","1","906","-125","","-850"
"31","10072","","0","1007","19060006","1","906","-125","","-850"
"31","10081","","0","1008","19060007","1","906","-125","","-850"
"23","se_fpc_water_random","","","se_10053800","19060008","","906","","","1"
"91","0","","","19060007","19060009","","906","","",""
"2","0","","","126911","19060010","12","906","6.25","","-180"
"33","0","","","11","19060011","12","906","6.25","","-180"
"33","0","","","10071","19060012","12","906","6.25","","-180"
"93","0","","","3","19060013","","906","","",""
"21","vo_fpc_20600","","","vo_fpc","19060014","","906","0","",""
"3","06_cmn_float_sing","","0.2","126911","19060015","","906","","","1"
"32","1","","","10071","19060016","","906","","",""
"91","","","","19060010","19060017","","906","","",""
"3","cmn_float","","0.2","126911","19060018","","906","","","1"
"21","vo_fpc_20601","","","vo_fpc","19060019","","906","0","",""
"11","偶爾來這樣的地方，\n或許也不錯……","0.5","0","126911","19060020","0","906","1","0","9"
"91","","","","0","19060021","","906","","",""
"93","0","","","0.5","19060022","","906","","",""
"2","-150","","","117311","19060023","12","906","5.14705882352941","","-125"
"33","-150","","","21","19060024","12","906","5.14705882352941","","-125"
"33","-150","","","10072","19060025","12","906","5.14705882352941","","-125"
"33","-150","","","10081","19060026","12","906","5.14705882352941","","-125"
"2","150","","","126911","19060027","12","906","5.14705882352941","","-180"
"33","150","","","11","19060028","12","906","5.14705882352941","","-180"
"33","150","","","10071","19060029","12","906","5.14705882352941","","-180"
"93","0","","","2.5","19060030","","906","","",""
"21","vo_fpc_20602","","","vo_fpc","19060031","","906","0","",""
"3","06_cmn_float_sing","","0.2","126911","19060032","","906","","","1"
"3","06_cmn_float_sing","","0.2","117311","19060033","","906","","","1"
"32","0","","","10071","19060034","","906","","",""
"32","1","","","10071","19060035","","906","","",""
"32","1","","","10072","19060036","","906","","",""
"91","","","","19060029","19060037","","906","","",""
"4","1","","","126911","19060038","","906","","",""
"33","180","","","11","19060039","","906","0","","-180"
"3","06_ranpha_float_notice","","0.1","126911","19060040","1","906","06_ranpha_float_shy","0.1","0"
"3","cmn_float","","","117311","19060041","","906","","0.1","1"
"21","vo_fpc_20603","","","vo_fpc","19060042","","906","0","",""
"11","啊……","0.5","0","126911","19060043","0","906","1","0","10"
"91","","","","0","19060044","","906","","",""
"93","0","","","0.5","19060045","","906","","",""
"3","06_chika_float_notice_in","","0.1","117311","19060046","1","906","06_chika_float_notice","0.1","0"
"21","vo_fpc_20604","","","vo_fpc","19060047","","906","0","",""
"11","對不起，因為妳唱歌很好聽，\n所以我忍不住唱起和聲了……\n打擾到妳了吧。","0.5","0","117311","19060048","0","906","1","0","9"
"91","","","","0","19060049","","906","","",""
"93","0","","","0.5","19060050","","906","","",""
"21","vo_fpc_20605","","","vo_fpc","19060051","","906","0","",""
"11","不會……\n妳唱歌也很好聽……\n所以，要是可以的話，\n繼續唱吧……","0.5","0","126911","19060052","0","906","1","0","8"
"91","","","","0","19060053","","906","","",""
"93","0","","","0.5","19060054","","906","","",""
"3","06_chika_float_smile","","0.2","117311","19060055","","906","","","1"
"21","vo_fpc_20606","","","vo_fpc","19060056","","906","0","",""
"11","好的。","0.5","0","117311","19060057","0","906","1","0","10"
"91","","","","0","19060058","","906","","",""
"93","0","","","0.5","19060059","","906","","",""
"21","vo_fpc_20607","","","vo_fpc","19060060","","906","0","",""
"3","06_cmn_float_sing","","0.2","126911","19060061","","906","","","1"
"3","06_cmn_float_sing","","0.2","117311","19060062","","906","","","1"
"32","0","","","10071","19060063","","906","","",""
"32","1","","","10071","19060064","","906","","",""
"32","1","","","10081","19060065","","906","","",""
"93","0","","","2","19060066","","906","","",""
"2","850","","","126911","19060067","","906","4.11764705882353","","-180"
"33","880","","","11","19060068","","906","4.11764705882353","","-180"
"33","880","","","10071","19060069","","906","4.11764705882353","","-180"
"2","850","","","117311","19060070","","906","5.88235294117647","","-125"
"33","850","","","21","19060071","","906","5.88235294117647","","-125"
"33","850","","","10081","19060072","","906","5.88235294117647","","-125"
"93","0","","","1.5","19060073","","906","","",""
"32","0","","","10071","19060074","","906","","",""
"32","1","","","10071","19060075","","906","","",""
"32","0","","","10081","19060076","","906","","",""
"32","1","","","10081","19060077","","906","","",""
"91","","","","19060070","19060078","","906","","",""
"1","127111","07_shinobu_search","1.75","1","19070001","-125","907","-850","0","12"
"1","113111","07_ruka_float","1.75","1","19070002","-180","907","-850","0","22"
"5","4","07_dokuro_float","1.75","4","19070003","-180","907","-850","0","22"
"31","11","","1","5","19070004","1","907","-125","","-850"
"31","21","","1","4","19070005","1","907","-180","","-850"
"31","31","","1","4","19070006","1","907","-180","","-850"
"23","se_fpc_water_random","","","se_10053800","19070007","","907","","","1"
"91","0","","","19070006","19070008","","907","","",""
"3","07_shinobu_search","","0.1","127111","19070009","","907","","","1"
"2","325","","","127111","19070010","12","907","8.38806396344946","","-125"
"33","325","","","11","19070011","12","907","8.38806396344946","","-125"
"91","","","","","19070012","","907","","",""
"3","07_shinobu_talk_in","","0.1","127111","19070013","1","907","07_shinobu_talk_loop","0.1","0"
"93","0","","","1","19070014","","907","","",""
"21","vo_fpc_20700","","","vo_fpc","19070015","","907","0","",""
"11","爸爸去哪裡了呢？\n不要又引起什麼事件就好了……","0.5","0","127111","19070016","0","907","1","0","6"
"91","","","","0","19070017","","907","","",""
"93","0","","","0.5","19070018","","907","","",""
"2","-150","","","113111","19070019","12","907","4.11764705882353","","-180"
"33","-150","","","21","19070020","12","907","4.11764705882353","","-180"
"91","","","","","19070021","","907","","",""
"3","07_ruka_float2","","0.1","113111","19070022","","907","","","1"
"21","vo_fpc_20701","","","vo_fpc","19070023","","907","0","",""
"11","唔，沒想到竟然會在這種地方\n碰到骷髏頭呢……","0.5","0","113111","19070024","0","907","1","0","7"
"91","","","","0","19070025","","907","","",""
"93","0","","","0.5","19070026","","907","","",""
"21","vo_fpc_20702","","","vo_fpc","19070027","","907","0","",""
"11","在那傢伙面前一個驚慌失措，\n我不小心把骷髏頭踢飛了……","0.5","0","113111","19070028","0","907","1","0","10"
"91","","","","0","19070029","","907","","",""
"93","0","","","0.5","19070030","","907","","",""
"21","vo_fpc_20703","","","vo_fpc","19070031","","907","0","",""
"11","從那之後就沒有看到了，\n要是有好好地安息就好……","0.5","0","113111","19070032","0","907","1","0","7"
"91","","","","0","19070033","","907","","",""
"93","0","","","0.5","19070034","","907","","",""
"3","07_ruka_float","","0.1","113111","19070035","","907","","","1"
"21","vo_fpc_20704","","","vo_fpc","19070036","","907","0","",""
"11","說什麼「一起」、「去吧」之類的，\n是在世的時候有什麼怨念嗎？","0.5","0","113111","19070037","0","907","1","0","8"
"91","","","","0","19070038","","907","","",""
"93","0","","","0.5","19070039","","907","","",""
"2","850","","","113111","19070040","","907","4.52488687782805","","-180"
"33","850","","","21","19070041","","907","4.52488687782805","","-180"
"4","1","","","113111","19070042","","907","","",""
"3","07_ruka_float","","0.1","113111","19070043","","907","","","1"
"93","0","","","3.2","19070044","","907","","",""
"3","07_shinobu_turnFace_in","","0.1","127111","19070045","1","907","07_shinobu_turnFace_loop","0.1","0"
"91","","","","19070040","19070046","","907","","",""
"2","-200","","","4","19070047","","907","3.82352941176471","","-180"
"33","-200","","","31","19070048","","907","3.82352941176471","","-180"
"91","","","","19070047","19070049","","907","","",""
"3","07_shinobu_surprise_in","","0.1","127111","19070050","1","907","07_shinobu_surprise_loop","0.1","0"
"21","vo_fpc_20705","","","vo_fpc","19070051","","907","0","",""
"11","嗚嗚……小姐……","0.5","0","4","19070052","0","907","1","120","13"
"91","","","","0","19070053","","907","","",""
"93","0","","","0.5","19070054","","907","","",""
"3","07_dokuro_spin","","0.2","4","19070055","","907","","","1"
"21","vo_fpc_20706","","","vo_fpc","19070056","","907","0","",""
"11","小姐，要一起\n去溜滑水道嗎──？\n咕嘿嘿嘿……","0.5","0","4","19070057","0","907","1","120","6"
"91","","","","0","19070058","","907","","",""
"93","0","","","0.5","19070059","","907","","",""
"3","07_shinobu_sad_in","","0.1","127111","19070060","1","907","07_shinobu_sad_loop","0.1","0"
"21","vo_fpc_20707","","","vo_fpc","19070061","","907","0","",""
"11","看來果然是自作自受呢……\n別管他了吧。","0.5","0","127111","19070062","0","907","1","0","7"
"91","","","","0","19070063","","907","","",""
"93","0","","","0.5","19070064","","907","","",""
"3","07_shinobu_swim_in","","0.1","127111","19070065","1","907","07_shinobu_swim_loop","0.1","0"
"32","1","","","11","19070066","","907","","",""
"2","850","","","127111","19070067","","907","3.08823529411765","","-125"
"33","850","","","11","19070068","","907","3.08823529411765","","-125"
"3","07_dokuro_float","","0.3","4","19070069","","907","","","1"
"2","850","","","4","19070070","","907","6.17647058823529","","-180"
"33","850","","","31","19070071","","907","6.17647058823529","","-180"
"91","","","","19070070","19070072","","907","","",""
"1","107811","cmn_walk_r","1.4875","1","19080001","-15","908","750","0","12"
"1","126911","cmn_swm_tread","1.75","1","19080002","-180","908","-900","0","23"
"5","5","08_penpokorin","1.75","5","19080003","-180","908","-900","0","22"
"31","10071","","0","1007","19080004","1","908","-180","","-850"
"31","3","","1","3","19080005","1","908","-180","","-900"
"23","se_fpc_water_random","","","se_10053800","19080006","","908","","","1"
"91","","","","19080005","19080007","","908","","",""
"2","-100","","","126911","19080008","12","908","5.88235294117647","","-180"
"2","-100","","","5","19080009","12","908","5.88235294117647","","-180"
"33","-100","","","3","19080010","12","908","5.88235294117647","","-180"
"33","-50","","","10071","19080011","12","908","5.88235294117647","","-180"
"93","0","","","2.3","19080012","","908","","",""
"21","vo_fpc_20800","","","vo_fpc","19080013","","908","0","",""
"32","1","","","10071","19080014","","908","","",""
"2","300","","","107811","19080015","12","908","3.30882352941176","","-15"
"91","","","","19080015","19080016","","908","","",""
"3","08_kyaru_surprise_in","","0.1","107811","19080017","1","908","08_kyaru_surprise_loop","0.1","0"
"21","vo_fpc_20801","","","vo_fpc","19080018","","908","0","",""
"11","唔哇，妳那個不是……\n美空帶著的奇怪物體嗎！","0.5","0","107811","19080019","0","908","1","0","8"
"91","","","","0","19080020","","908","","",""
"93","0","","","0.5","19080021","","908","","",""
"21","vo_fpc_20802","","","vo_fpc","19080022","","908","0","",""
"11","為什麼會拿著那個啦！","0.5","0","107811","19080023","0","908","1","0","9"
