6ab61ed3bb6aecbe7c95b443b64748c63bf497c249cb274e6d13b7c640710f36,c8acc9b36a83575aef3f1bf3003d87052b02cb30c1e224e39ed4b087ef7b7056,47e9933707196a4ce615e7c4b082919ebbf7019b3c682e27def3d0f0fa06f108,bf26b83940a4660c973e9d647e5aceb0b88b13667ca8bc347d7c363f7e4a2532,92bc1e59c973ff84811bd817a2e187ec544ee01a002c69ba40e236a69a600218,8619a5286550332423e9054801d9bbb8d721af194a6e10317383d84da1aa1aa8,211ebfc6b9cb5bcbcdb137ddd2b046adc7b46810d9df383f18644492f84e86b8,362b7fcf57ec41e98584ddffb66961882c8e9e4dad6e43ab7d3a0219fd1ae3f6,0b4027f752ee16f7f8ad23e24c4759a179e18c5a5de0b84cd710800ab4b88b70,983eacf908cace8b38d4527a0c45d3c82631a7e4fb0eb7de286cd10847c9b47c,f77c68db4ee2e7c71e5817eeaad04bd24c6ceb6f011bdc187f3aba19b4a7990f,03e6d18d6b06d73ac2fae07544d41fe867caa7dabbda2d5bdfcb4e5f281af9a5,9350b8d95c4e35a2b61a25ec48d0d8475a796056aead6744e2f807d5769287f2,fe8243c61062169e29e6679c0602fb19c4a4a9e3386f254237f796865608ea77,7c75977b105acab0ac4ee71057cc1480320a2a039b62b322704767b6fb860c50,2b592012aeae3bd4e61c16cb936c591b5ada05170d6d86f29e582ae29548e7e9,06883548315a1708135d379ebbb7759fcac41ef1519276262a95a5f1b9e0b1b1,57cdfa0f7c8c02bec97b492720a930a115e00acf44e33207f9a1dd494b123f94,49464bd98c07852a3fc4a975092cc2167cf4d78d8821bceb34c0bb96099ce030
"1.5","5","2.4","610103006","0","0","3","","0","1","10103","0","1","178","0","0","-55","0","0"
"5.5","5","1.3","610104004","0","5104322","1","","0","2","10104","600","1","238","0","610104401","0","3","5104321"
"1.5","5","1.5","610104005","0","5104323","2","","0","1","10104","600","1","238","40","0","-40","0","0"
"1.5","5","1.5","610104006","0","0","3","","0","1","10104","0","1","238","0","0","-40","0","0"
"1.5","5","1.55","610105004","0","5078322","1","","0","1","10105","0","1","181","62","0","-45","0","5078321"
"1.5","5","1.55","610105005","0","5078323","2","","490","4","10105","0","1","181","0","0","-45","0","0"
"1.5","5","1.55","610105006","0","0","3","","0","1","10105","0","1","181","0","0","-45","0","0"
"5.5","5","1.2","610106004","0","5106322","1","","12","3","10106","600","1","240","0","610106401","0","3","5106321"
"1.5","5","1.2","610106005","0","5106323","2","","0","1","10106","600","1","240","60","610106402","0","0","0"
"1.5","5","1.2","610106006","0","0","3","","0","1","10106","0","1","240","0","0","0","0","0"
"5.5","5","1.4","610107004","0","5080322","1","","0","2","10107","600","1","184","0","610107401","-70","3","5080321"
"1.5","5","1.5","610107005","0","5080323","2","","0","1","10107","0","1","184","60","610107402","-70","0","0"
"1.5","5","1.5","610107006","0","0","3","","0","1","10107","0","1","184","0","0","-70","0","0"
"5.5","5","1.55","610108004","0","5108322","1","","0","1","10108","600","1","243","80","610108401","-35","3","5108321"
"1.5","5","1.55","610108005","0","5108323","2","","0","1","10108","600","1","243","60","610108402","-35","0","0"
"1.5","5","1.55","610108006","0","0","3","","0","1","10108","0","1","243","0","0","-35","0","0"
"5.5","5","2","610109004","0","5082322","1","","20","3","10109","600","1","187","0","610109401","-20","3","5082321"
"1.5","5","2","610109005","0","5082323","2","","0","1","10109","0","1","187","69","0","-20","0","0"
"1.5","5","2","610109006","0","0","3","","0","1","10109","0","1","187","0","0","-20","0","0"
"5.5","5","1","610110004","0","5110322","1","","10000000","5","10110","600","1","246","69","610110401","-50","3","5110321"
"1.5","5","0.85","610110005","0","5110323","2","","0","2","10110","600","1","246","0","610110402","-50","0","0"
"1.5","5","1","610110006","0","0","3","","0","1","10110","0","1","246","0","0","-50","0","0"
"5.5","5","1.35","610111004","0","5111322","1","","0","1","10111","600","1","246","60","610111401","-78","3","5111321"
"1.5","5","1.2","610111005","0","5111323","2","","0","2","10111","600","1","246","0","610111402","-55","0","0"
"1.5","5","1.35","610111006","0","0","3","","0","1","10111","0","1","246","0","0","-78","0","0"
"5.5","5","1.35","610112004","0","5084322","1","","0","2","10112","600","1","190","0","610112401","5","3","5084321"
"1.5","5","1.35","610112005","0","5084323","2","","10","3","10112","600","1","190","0","0","5","0","0"
"1.5","5","1.35","610112006","0","0","3","","0","1","10112","0","1","190","0","0","5","0","0"
"5.5","5","0.95","610113004","0","5085322","1","","0","2","10113","600","1","190","0","610113401","-20","3","5085321"
"1.5","5","1.2","610113005","0","5085323","2","","0","1","10113","600","1","190","68","0","-20","0","0"
"1.5","5","1.2","610113006","0","0","3","","0","1","10113","0","1","190","0","0","-20","0","0"
"5.5","5","1.25","610114004","0","5114322","1","","16","3","10114","600","1","249","0","610114401","20","3","5114321"
"1.5","5","1.25","610114005","0","5114323","2","","0","1","10114","600","1","249","58","610114402","20","0","0"
"1.5","5","1.25","610114006","0","0","3","","0","1","10114","0","1","249","0","0","20","0","0"
"5.5","5","1.4","610115004","0","5088322","1","","15","3","10115","600","1","193","0","610115401","-70","3","5088321"
"1.5","5","1.5","610115005","0","5088323","2","","0","1","10115","0","1","193","72","610115402","-70","0","0"
"1.5","5","1.5","610115006","0","0","3","","0","1","10115","0","1","193","0","0","-70","0","0"
"5.5","5","1.85","610116004","0","5116322","1","","0","1","10116","600","1","252","74","610116401","-25","3","5116321"
"1.5","5","1.85","610116005","0","5116323","2","","0","1","10116","0","1","252","53","610116402","-25","0","0"
"1.5","5","1.85","610116006","0","0","3","","0","1","10116","0","1","252","0","0","-25","0","0"
"5.5","5","1.18","610117004","0","5090322","1","","0","1","10117","600","1","196","86","0","-45","3","5090321"
"1.5","5","1.18","610117005","0","5090323","2","","300","4","10117","0","1","196","0","0","-45","0","0"
"1.5","5","1.18","610117006","0","0","3","","0","1","10117","0","1","196","0","0","-45","0","0"
"5.5","5","1.25","610118004","0","5118322","1","","0","1","10118","600","1","255","69","610118401","-20","3","5118321"
"1.5","5","1.25","610118005","0","5118323","2","","0","1","10118","600","1","255","42","610118402","-20","0","0"
"1.5","5","1.25","610118006","0","0","3","","0","1","10118","0","1","255","0","0","-20","0","0"
"5.5","5","1.4","610119004","0","5092322","1","","0","1","10119","600","1","199","70","0","-50","3","5092321"
"1.5","5","1.15","610119005","0","5092323","2","","0","2","10119","600","1","199","0","610119402","-20","0","0"
"1.5","5","1.4","610119006","0","0","3","","0","1","10119","0","1","199","0","0","-50","0","0"
"5.5","5","1.55","610120004","0","5120322","1","","0","1","10120","600","1","255","71","610120401","-35","3","5120321"
"1.5","5","1.2","610120005","0","5120323","2","","0","2","10120","600","1","255","0","610120402","-35","0","0"
"1.5","5","1.55","610120006","0","0","3","","0","1","10120","0","1","255","0","0","-35","0","0"
"5.5","5","2.2","610121004","0","5094322","1","","10","3","10121","600","1","200","0","610121401","-50","3","5094321"
"1.5","5","2.2","610121005","0","5094323","2","","0","1","10121","0","1","200","68","0","-50","0","0"
"1.5","5","2.2","610121006","0","0","3","","0","1","10121","0","1","200","0","0","-50","0","0"
"5.5","5","1.7","610122004","0","5122322","1","","0","1","10122","600","1","255","68","610122401","40","3","5122321"
"1.5","5","1","610122005","0","5122323","2","","0","2","10122","600","1","255","0","610122402","20","4.5","0"
"1.5","5","1.7","610122006","0","0","3","","0","1","10122","0","1","255","0","0","40","0","0"
"5.5","5","1.3","610123004","0","5096322","1","","0","1","10123","600","1","200","80","0","-120","3","5096321"
"1.5","5","1","610123005","0","5096323","2","","0","2","10123","600","1","200","0","610123402","-80","0","0"
"1.5","5","1.3","610123006","0","0","3","","0","1","10123","0","1","200","0","0","-120","0","0"
"5.5","5","0.83","610124004","0","5124322","1","","0","2","10124","600","1","255","0","610124401","-20","3","5124321"
"1.5","5","0.83","610124005","0","5124323","2","","0","1","10124","600","1","255","66","0","-20","0","0"
"1.5","5","0.83","610124006","0","0","3","","0","1","10124","0","1","255","0","0","-20","0","0"
"5.5","5","1.3","610125004","0","5098322","1","","0","2","10125","600","1","200","0","610125401","-120","3","5098321"
"1.5","5","1.1","610125005","0","5098323","2","","0","2","10125","600","1","200","0","610125402","-80","0","0"
"1.5","5","1.3","610125006","0","0","3","","0","1","10125","0","1","200","0","0","-85","0","0"
"5.5","5","1.5","610126004","0","5126322","1","","0","1","10126","600","1","255","83","610126401","-25","3","5126321"
"1.5","5","1.3","610126005","0","5126323","2","","0","2","10126","600","1","255","0","610126402","-25","3","0"
"1.5","5","1.5","610126006","0","0","3","","0","1","10126","0","1","255","0","0","-25","0","0"
"5.5","5","1.1","610127004","0","5100322","1","","0","2","10127","600","1","200","0","610127401","-50","3","5100321"
"1.5","5","1.5","610127005","0","5100323","2","","0","1","10127","600","1","200","64","0","-70","0","0"
"1.5","5","1.5","610127006","0","0","3","","0","1","10127","0","1","200","0","0","-70","0","0"
"5.5","5","1.85","610128004","0","5128322","1","","15","3","10128","600","1","255","0","610128401","-25","3","5128321"
"1.5","5","1.85","610128005","0","5128323","2","","0","1","10128","0","1","255","62","610128402","-25","0","0"
"1.5","5","1.85","610128006","0","0","3","","0","1","10128","0","1","255","0","0","-25","0","0"
"5.5","5","1.25","610129004","0","5102322","1","","0","1","10129","600","1","200","66","0","-85","3","5102321"
"1.5","5","1.1","610129005","0","5102323","2","","0","2","10129","600","1","200","0","610129402","-80","0","0"
"1.5","5","1.25","610129006","0","0","3","","0","1","10129","0","1","200","0","0","-85","0","0"
"5.5","5","1.2","610130004","0","5130322","1","","0","1","10130","600","1","255","78","0","0","3","5130321"
"1.5","5","1","610130005","0","5130323","2","","0","2","10130","600","1","255","0","610130402","0","0","0"
"1.5","5","1.2","610130006","0","0","3","","0","1","10130","0","1","255","0","0","0","0","0"
"5.5","5","1.3","610131004","0","5104322","1","","0","2","10131","600","1","200","0","610131401","0","3","5104321"
"1.5","5","1.5","610131005","0","5104323","2","","0","1","10131","600","1","200","40","0","-40","0","0"
"1.5","5","1.5","610131006","0","0","3","","0","1","10131","0","1","200","0","0","-40","0","0"
"5.5","5","1","610132004","0","5132322","1","","15","3","10132","600","1","255","0","610132401","-60","3","5132321"
"1.5","5","1","610132005","0","5132323","2","","0","1","10132","0","1","255","70","610132402","-60","0","0"
"1.5","5","1","610132006","0","0","3","","0","1","10132","0","1","255","0","0","-60","0","0"
"5.5","5","1.2","610133004","0","5106322","1","","12","3","10133","600","1","200","0","610133401","0","3","5106321"
"1.5","5","1.2","610133005","0","5106323","2","","0","1","10133","600","1","200","60","610133402","0","0","0"
"1.5","5","1.2","610133006","0","0","3","","0","1","10133","0","1","200","0","0","0","0","0"
"5.5","5","1.85","610134004","0","5134322","1","","0","1","10134","600","1","255","55","0","-50","3","5134321"
"1.5","5","1.85","610134005","0","5134323","2","","30","3","10134","600","1","255","0","610134402","-50","3","0"
"1.5","5","1.85","610134006","0","0","3","","0","1","10134","0","1","255","0","0","-50","0","0"
"5.5","5","1.55","610135004","0","5108322","1","","0","1","10135","600","1","200","85","610135401","-35","3","5108321"
"1.5","5","1.55","610135005","0","5108323","2","","0","1","10135","600","1","200","70","610135402","-35","0","0"
"1.5","5","1.55","610135006","0","0","3","","0","1","10135","0","1","200","0","0","-35","0","0"
"5.5","5","1.1","610136004","0","5136322","1","","0","2","10136","600","1","255","0","610136401","0","3","5136321"
"1.5","5","1.5","610136005","0","5136323","2","","0","1","10136","600","1","255","84","0","-50","0","0"
"1.5","5","1.5","610136006","0","0","3","","0","1","10136","0","1","255","0","0","-50","0","0"
"5.5","5","0.85","610137004","0","5137322","1","","0","1","10137","0","1","255","75","0","0","0","5137321"
"1.5","5","0.85","610137005","0","5137323","2","","0","1","10137","0","1","255","50","0","0","0","0"
"1.5","5","0.85","610137006","0","0","3","","0","1","10137","0","1","255","0","0","0","0","0"
"5.5","5","1","610138004","0","5110322","1","","2000000","5","10138","600","1","200","69","610138401","-50","3","5110321"
"1.5","5","0.85","610138005","0","5110323","2","","0","2","10138","600","1","200","0","610138402","-50","0","0"
"1.5","5","1","610138006","0","0","3","","0","1","10138","0","1","200","0","0","-50","0","0"
"5.5","5","1.35","610139004","0","5111322","1","","0","1","10139","600","1","200","62","610139401","-78","3","5111321"
"1.5","5","1.2","610139005","0","5111323","2","","0","2","10139","600","1","200","0","610139402","-55","0","0"
"1.5","5","1.35","610139006","0","0","3","","0","1","10139","0","1","200","0","0","-78","0","0"
"5.5","5","1.4","610140004","0","5140322","1","","0","1","10140","600","1","255","86","0","0","3","5140321"
"1.5","5","1.4","610140005","0","5140323","2","","0","1","10140","0","1","255","52","0","0","0","0"
"1.5","5","1.4","610140006","0","0","3","","0","1","10140","0","1","255","0","0","0","0","0"
"5.5","5","1.25","610141004","0","5114322","1","","16","3","10141","600","1","200","0","610141401","20","3","5114321"
"1.5","5","1.25","610141005","0","5114323","2","","0","1","10141","600","1","200","58","610141402","20","0","0"
"1.5","5","1.25","610141006","0","0","3","","0","1","10141","0","1","200","0","0","20","0","0"
"5.5","5","1.45","610142004","0","5142322","1","","0","1","10142","600","1","255","76","0","-33","3","5142321"
"1.5","5","1.23","610142005","0","5142323","2","","0","2","10142","600","1","255","0","610142402","-40","3","0"
"1.5","5","1.45","610142006","0","0","3","","0","1","10142","0","1","255","0","0","-33","0","0"
"5.5","5","1.85","610143004","0","5116322","1","","0","1","10143","600","1","200","72","610143401","-25","3","5116321"
"1.5","5","1.85","610143005","0","5116323","2","","0","1","10143","0","1","200","52","610143402","-25","0","0"
"1.5","5","1.85","610143006","0","0","3","","0","1","10143","0","1","200","0","0","-25","0","0"
"5.5","5","1","610144004","0","5144322","1","","0","1","10144","600","1","255","65","0","-33","3","5144321"
"1.5","5","1","610144005","0","5144323","2","","0","2","10144","600","1","255","0","610144402","-40","3","0"
"1.5","5","1","610144006","0","0","3","","0","1","10144","0","1","255","0","0","-33","0","0"
"5.5","5","1.25","610145004","0","5118322","1","","0","1","10145","600","1","200","74","610145401","-20","3","5118321"
"1.5","5","1.25","610145005","0","5118323","2","","0","1","10145","600","1","200","52","610145402","-20","0","0"
"1.5","5","1.25","610145006","0","0","3","","0","1","10145","0","1","200","0","0","-20","0","0"
"5.5","5","0.87","610146004","0","5146322","1","","0","2","10146","600","1","255","0","610146401","-45","3","5146321"
"1.5","5","1.18","610146005","0","5146323","2","","0","1","10146","0","1","255","58","0","-45","0","0"
"1.5","5","1.18","610146006","0","0","3","","0","1","10146","0","1","255","0","0","-45","0","0"
"5.5","5","1.55","610147004","0","5120322","1","","0","1","10147","600","1","200","76","610147401","-35","0","5120321"
"1.5","5","1.2","610147005","0","5120323","2","","0","2","10147","600","1","200","0","610147402","-35","4","0"
"1.5","5","1.55","610147006","0","0","3","","0","1","10147","0","1","200","0","0","-35","0","0"
"5.5","5","1.4","610148004","0","5148322","1","","0","2","10148","600","1","255","0","610148401","-50","3","5148321"
"1.5","5","1.7","610148005","0","5148323","2","","0","1","10148","0","1","255","72","0","-50","0","0"
"1.5","5","1.7","610148006","0","0","3","","0","1","10148","0","1","255","0","0","-50","0","0"
"5.5","5","1.7","610149004","0","5122322","1","","0","1","10149","600","1","200","68","610149401","40","3","5122321"
"1.5","5","1","610149005","0","5122323","2","","0","2","10149","600","1","200","0","610149402","20","4.5","0"
"1.5","5","1.7","610149006","0","0","3","","0","1","10149","0","1","200","0","0","40","0","0"
"5.5","5","1.35","610150004","0","5150322","1","","0","1","10150","0","1","255","71","0","-33","0","5150321"
"1.5","5","1.35","610150005","0","5150323","2","","0","1","10150","0","1","255","50","0","-33","0","0"
"1.5","5","1.35","610150006","0","0","3","","0","1","10150","0","1","255","0","0","-33","0","0"
"5.5","5","0.83","610151004","0","5124322","1","","0","2","10151","600","1","200","0","610151401","-20","3","5124321"
"1.5","5","0.83","610151005","0","5124323","2","","0","1","10151","600","1","200","66","0","-20","0","0"
"1.5","5","0.83","610151006","0","0","3","","0","1","10151","0","1","200","0","0","-20","0","0"
"5.5","5","0.7","610152004","0","5152322","1","","0","2","10152","600","1","255","0","610152401","20","4.8","5152321"
"1.5","5","0.96","610152005","0","5152323","2","","0","1","10152","0","1","255","81","0","30","0","0"
"1.5","5","0.96","610152006","0","0","3","","0","1","10152","0","1","255","0","0","30","0","0"
"1.5","5","0.9","610153004","0","5017321","1","","0","2","10153","600","1","200","0","610153401","50","3","0"
"1.5","5","1","610153005","0","5017322","2","","0","1","10153","0","1","200","69","0","84","0","0"
"1.5","5","1","610153006","0","0","3","","0","1","10153","0","1","200","0","0","84","0","0"
"5.5","5","1.25","610154004","0","5154322","1","","0","1","10154","600","1","255","68","0","-33","3","5154321"
"1.5","5","1","610154005","0","5154323","2","","0","2","10154","600","1","255","0","610154402","-10","3","0"
"1.5","5","1.25","610154006","0","0","3","","0","1","10154","0","1","255","0","0","-33","0","0"
"5.5","5","1.5","610126004","0","5126322","1","","0","1","10155","600","1","255","83","610126401","-25","3","5126321"
"1.5","5","1.3","610126005","0","5126323","2","","0","2","10155","600","1","255","0","610126402","-25","3","0"
"1.5","5","1.5","610126006","0","0","3","","0","1","10155","0","1","255","0","0","-25","0","0"
"5.5","5","0.85","610156004","0","5156322","1","","0","2","10156","600","1","255","0","610156401","5","3","5156321"
"1.5","5","1.11","610156005","0","5156323","2","","0","1","10156","600","1","255","75","0","-10","3","0"
"1.5","5","1.11","610156006","0","0","3","","0","1","10156","0","1","255","0","0","-10","0","0"
"5.5","5","1.85","610128004","0","5128322","1","","15","3","10157","600","1","255","0","610128401","-25","3","5128321"
"1.5","5","1.85","610128005","0","5128323","2","","0","1","10157","0","1","255","62","610128402","-25","0","0"
"1.5","5","1.85","610128006","0","0","3","","0","1","10157","0","1","255","0","0","-25","0","0"
"5.5","5","1.5","610158004","0","5158322","1","","0","2","10158","600","1","255","0","610158401","-40","3","5158321"
"1.5","5","1.75","610158005","0","5158323","2","","0","1","10158","0","1","255","65","0","-33","0","0"
"1.5","5","1.75","610158006","0","0","3","","0","1","10158","0","1","255","0","0","-33","0","0"
"5.5","5","1.2","610130004","0","5130322","1","","0","1","10159","600","1","255","78","0","0","3","5130321"
"1.5","5","1","610130005","0","5130323","2","","0","2","10159","600","1","255","0","610130402","0","4.5","0"
"1.5","5","1.2","610130006","0","0","3","","0","1","10159","0","1","255","0","0","0","0","0"
"5.5","5","1.4","610160004","0","5160322","1","","20","3","10160","600","1","255","0","610160401","-35","4.8","5160321"
"1.5","5","1.4","610160005","0","5160323","2","","0","1","10160","0","1","255","70","0","-35","0","0"
"1.5","5","1.4","610160006","0","0","3","","0","1","10160","0","1","255","0","0","-35","0","0"
"5.5","5","1","610132004","0","5132322","1","","15","3","10161","600","1","255","0","610132401","-60","3","5132321"
"1.5","5","1","610132005","0","5132323","2","","0","1","10161","0","1","255","70","610132402","-60","0","0"
"1.5","5","1","610132006","0","0","3","","0","1","10161","0","1","255","0","0","-60","0","0"
"5.5","5","1.85","610134004","0","5134322","1","","0","1","10163","600","1","255","55","0","-50","3","5134321"
"1.5","5","1.85","610134005","0","5134323","2","","30","3","10163","600","1","255","0","610134402","-50","3","0"
"1.5","5","1.85","610134006","0","0","3","","0","1","10163","0","1","255","0","0","-50","0","0"
"5.5","5","1.1","610136004","0","5136322","1","","0","2","10164","600","1","255","0","610136401","0","3","5136321"
"1.5","5","1.5","610136005","0","5136323","2","","0","1","10164","600","1","255","84","0","-50","0","0"
"1.5","5","1.5","610136006","0","0","3","","0","1","10164","0","1","255","0","0","-50","0","0"
"5.5","5","0.85","610137004","0","5137322","1","","0","1","10165","0","1","255","75","0","0","0","5137321"
"1.5","5","0.85","610137005","0","5137323","2","","0","1","10165","0","1","255","50","0","0","0","0"
"1.5","5","0.85","610137006","0","0","3","","0","1","10165","0","1","255","0","0","0","0","0"
"5.5","5","1.4","610140004","0","5140322","1","","0","1","10166","600","1","255","86","0","0","3","5140321"
"1.5","5","1.4","610140005","0","5140323","2","","0","1","10166","0","1","255","52","0","0","0","0"
"1.5","5","1.4","610140006","0","0","3","","0","1","10166","0","1","255","0","0","0","0","0"
"5.5","5","1.45","610142004","0","5142322","1","","0","1","10167","600","1","255","76","0","-33","3","5142321"
"1.5","5","1.23","610142005","0","5142323","2","","0","2","10167","600","1","255","0","610142402","-40","3","0"
"1.5","5","1.45","610142006","0","0","3","","0","1","10167","0","1","255","0","0","-33","0","0"
"5.5","5","1","610144004","0","5144322","1","","0","1","10168","600","1","255","65","0","-33","3","5144321"
"1.5","5","1","610144005","0","5144323","2","","0","2","10168","600","1","255","0","610144402","-40","3","0"
"1.5","5","1","610144006","0","0","3","","0","1","10168","0","1","255","0","0","-33","0","0"
"5.5","5","0.87","610146004","0","5146322","1","","0","2","10169","600","1","255","0","610146401","-45","3","5146321"
"1.5","5","1.18","610146005","0","5146323","2","","0","1","10169","0","1","255","58","0","-45","0","0"
"1.5","5","1.18","610146006","0","0","3","","0","1","10169","0","1","255","0","0","-45","0","0"
"5.5","5","1.4","610148004","0","5148322","1","","0","2","10170","600","1","255","0","610148401","-50","3","5148321"
"1.5","5","1.7","610148005","0","5148323","2","","0","1","10170","0","1","255","72","0","-50","0","0"
"1.5","5","1.7","610148006","0","0","3","","0","1","10170","0","1","255","0","0","-50","0","0"
"5.5","5","1.35","610150004","0","5150322","1","","0","1","10171","0","1","255","71","0","-33","0","5150321"
"1.5","5","1.35","610150005","0","5150323","2","","0","1","10171","0","1","255","50","0","-33","0","0"
"1.5","5","1.35","610150006","0","0","3","","0","1","10171","0","1","255","0","0","-33","0","0"
"5.5","5","0.7","610152004","0","5152322","1","","0","2","10172","600","1","255","0","610152401","20","4.8","5152321"
"1.5","5","0.96","610152005","0","5152323","2","","0","1","10172","0","1","255","81","0","30","0","0"
"1.5","5","0.96","610152006","0","0","3","","0","1","10172","0","1","255","0","0","30","0","0"
"5.5","5","1.25","610154004","0","5154322","1","","0","1","10173","600","1","255","68","0","-33","3","5154321"
"1.5","5","1","610154005","0","5154323","2","","0","2","10173","600","1","255","0","610154402","-10","3","0"
"1.5","5","1.25","610154006","0","0","3","","0","1","10173","0","1","255","0","0","-33","0","0"
"5.5","5","2.5","610062004","0","5035322","1","","0","2","10174","600","1","255","0","610062401","5","3","5035321"
"1.5","5","2.5","610062005","0","5035323","2","","0","2","10174","600","1","255","0","610062402","5","0","0"
"1.5","5","2.5","610062006","0","0","3","","0","1","10174","0","1","255","0","0","5","0","0"
"5.5","5","0.4","610063004","0","5036322","1","","0","1","10175","600","1","255","73","0","-50","3","5036321"
"1.5","5","0.4","610063005","0","5036323","2","","0","1","10175","600","1","255","37","0","-50","0","0"
"1.5","5","0.4","610063006","0","0","3","","0","1","10175","0","1","255","0","0","-50","0","0"
"5.5","5","0.85","610156004","0","5156322","1","","0","2","10176","600","1","255","0","610156401","5","3","5156321"
"1.5","5","1.11","610156005","0","5156323","2","","0","1","10176","600","1","255","75","0","-10","3","0"
"1.5","5","1.11","610156006","0","0","3","","0","1","10176","0","1","255","0","0","-10","0","0"
"5.5","5","1.5","610158004","0","5158322","1","","0","2","10177","600","1","255","0","610158401","-40","3","5158321"
"1.5","5","1.75","610158005","0","5158323","2","","0","1","10177","0","1","255","65","0","-33","0","0"
"1.5","5","1.75","610158006","0","0","3","","0","1","10177","0","1","255","0","0","-33","0","0"
"5.5","5","1.4","610160004","0","5160322","1","","20","3","10178","600","1","255","0","610160401","-35","4.8","5160321"
"1.5","5","1.4","610160005","0","5160323","2","","0","1","10178","0","1","255","70","0","-35","0","0"
"1.5","5","1.4","610160006","0","0","3","","0","1","10178","0","1","255","0","0","-35","0","0"
