52b30a09024dd0b303364b212931c413325c224900c75a256df4263714cedf62,1aeaa3ba4b31f6ab3645e146f6b51b86abfac10446e970f3cd10dc2c0cf4d1d8,84baa805590aba208ca0406d8cdb9243bd2555b5b281d0afbd0962507bdfc7a7,7a61e8fb1c2638d848649b22b266fe9501965e58351e57d62d16c8565b681456,4ef7b16e3b135e66295ed88a84d51ac0e25acb5f6e2b74bd87bf911743a19019,930c0fc0bfdb5ff98f20ce20338fe9adbe27e6afdf4cffd98aa4d4b6c5e4f119,0121a812e75b4e7f65c0fb96e92d66594599249224d01d6ab3ea2ada05c2c2a8,b5506b0780f812bccd06ad1a3a550db8dd9ac569c02584c0ffe0ae2f3f4ddbd4,21535c114208a8346d46224105e6221db04f15f827b0c98dd6227f628456a8a0,e2e27416a655b9f154eef4b00ac625d5c09e9f5727eeaa48ad8b4eebef46f85b,e1527fc241127d9c472f269492f8c50da234afbee6e16feeb94901727708f821
"","62156","","","","91","0","5146062","","",""
"","62157","","0.2","1","3","131011","5146062","","wish_talk_joy",""
"","62158","","","0","21","vo_apg","5146062","0","vo_apg_0214",""
"1","62159","0","0","9","11","131011","5146062","1","雖然聽不懂妳在說什麼……\n但要是妳玩得開心就好了～♪","0"
"","62160","","","","91","0","5146062","","",""
"","62161","","","","22","0","5146062","","0",""
"","62162","","0.2","1","3","131011","5146062","","wish_idle_joy",""
"0","62163","0","-30","2","12","100911","5146062","0","10","0"
"0","62164","0","0","2","12","131011","5146062","0","7","0"
"","62165","","","","93","2","5146062","","0",""
"","62166","","","","101","62167","5146062","","",""
"","62167","","","","22","0","5146062","","0.2",""
"-288","63001","1","1.8","110","1","1","5146063","-10","106611","walk_surprise_sad_blue"
"-288","63002","1","1.8","111","5","3","5146063","-10","1066","walk_surprise_sad_blue"
"-288","63003","1","1.8","100","1","1","5146063","260","130911","idle_normal_noface"
"-288","63004","1","1.8","101","5","1","5146063","260","99","idle_normal_kururu"
"-268","63005","0","1.8","103","1","1","5146063","-420","126411","empty"
"-268","63006","0","1.8","113","5","1","5146063","-420","98","empty"
"","63007","","","","13","106611","5146063","","210",""
"","63008","","","","13","130911","5146063","","200",""
"","63009","","","","13","126411","5146063","","203",""
"-174","63010","0","0.85","15","5","7","5146063","0","7","idle"
"156","63011","0","1","210","5","20","5146063","0","20","empty"
"66","63012","0","1","211","5","22","5146063","0","22","empty"
"153","63013","0","1","60","5","21","5146063","0","211","empty"
"0","63014","0","1","190","5","21","5146063","0","212","empty"
"1","63015","","1","0","31","1","5146063","0","1",""
"1","63016","","1","0","31","2","5146063","-57.7","2",""
"","63017","","","","37","2","5146063","","black",""
"1","63018","","0","0","31","10","5146063","0","10",""
"1","63019","","0","-420","31","16","5146063","-268","16",""
"1","63020","","1","0","31","20","5146063","0","20",""
"","63021","","","","36","20","5146063","","20",""
"","63022","","","","36","20","5146063","","22",""
"","63023","","","","91","0","5146063","","0",""
"","63024","","","0","102","0","5146063","","0",""
"","63025","","","","93","0.4","5146063","","0",""
"","63026","","","","37","2","5146063","","iris_out",""
"0","63027","","","-288","2","106611","5146063","2.5","-260",""
"0","63028","","","-288","2","1066","5146063","2.5","-260",""
"","63029","","","","93","2.5","5146063","","0",""
"","63030","","0.2","1","3","106611","5146063","","sad_idle_blue",""
"0","63031","","0.2","1","3","1066","5146063","","sad_idle_blue",""
"","63032","","","","93","0.1","5146063","","0",""
"","63033","","0.2","1","3","106611","5146063","","tired_talk1",""
"","63034","","0.2","1","3","1066","5146063","","tired_talk1",""
"","63035","","","0","21","vo_apg","5146063","0","vo_apg_0301",""
"1","63036","0","0","10","11","106611","5146063","1","嗚嗚嗚嗚嗚……太、太不妙了……\n做出這種恐怖至極的雲霄飛車，\n哪～裡是什麼\n「開心快樂的大夢想樂園♪」嘛！","0"
"","63037","","","","91","0","5146063","","",""
"","63038","","0.2","1","3","106611","5146063","","tired_talk2",""
"","63039","","0.2","1","3","1066","5146063","","tired_talk2",""
"","63040","","","0","21","vo_apg","5146063","0","vo_apg_0302",""
"1","63041","0","0","10","11","106611","5146063","1","我根本沒聽說會這麼刺激……\n害我差點把胃裡的東西\n吐出來了……","0"
"","63042","","","","91","0","5146063","","",""
"","63043","","0.2","1","3","106611","5146063","","tired_idle",""
"","63044","","0.2","1","3","1066","5146063","","tired_idle",""
"","63045","","0.2","1","3","130911","5146063","","talk_normal",""
"","63046","","0.2","1","3","99","5146063","","talk_normal",""
"","63047","","","0","21","vo_apg","5146063","0","vo_apg_0303",""
"1","63048","0","0","10","11","130911","5146063","1","祈梨小姐♪\n本園的遊樂設施如何呢？\n有讓妳玩得盡興嗎？","0"
"","63049","","","","91","0","5146063","","",""
"","63050","","0.2","1","3","130911","5146063","","idle_normal",""
"","63051","","0","0","3","211","5146063","","coaster_3_in",""
"","63052","","","","4","106611","5146063","","0",""
"","63053","","","","4","1066","5146063","","0",""
"1","63054","0","0","0","3","106611","5146063","doya_talk_nervous_furimuki","doya_in_nervous_furimuki",""
"1","63055","0","0","0","3","1066","5146063","doya_talk_nervous_furimuki","doya_in_nervous_furimuki",""
"","63056","","","0","21","vo_apg","5146063","0","vo_apg_0304",""
"1","63057","0","0","10","11","106611","5146063","1","哼……還行啦？只要我出馬，\n這種廢到爆的雲霄飛車，\n就跟小哥一樣好對付啦。","0"
"","63058","","","","91","0","5146063","","",""
"","63059","","0.2","1","3","106611","5146063","","cool_talk_dere",""
"","63060","","0.2","1","3","1066","5146063","","cool_talk_dere",""
"","63061","","","0","21","vo_apg","5146063","0","vo_apg_0305",""
"1","63062","0","0","10","11","106611","5146063","1","雖然我還想要更刺激的體驗，\n不過，看來也就這種程度了吧──！","0"
"","63063","","","","91","0","5146063","","",""
"","63064","","0.2","1","3","106611","5146063","","cool_idle_doya",""
"","63065","","0.2","1","3","1066","5146063","","cool_idle_doya",""
"","63066","","0","0","3","211","5146063","","coaster_3_out",""
"","63067","","0.2","1","3","130911","5146063","","kururu_sad_talk",""
"","63068","","0.2","1","3","99","5146063","","kururu_sad_talk",""
"","63069","","","0","21","vo_apg","5146063","0","vo_apg_0306",""
"1","63070","0","0","10","11","130911","5146063","1","這樣啊～這真是太遺憾了……\n為了讓客人玩得盡興，\n不能挑剔手段……\n克蘿茜小姐～！","0"
"","63071","","","","91","0","5146063","","",""
"","63072","","","","22","0","5146063","","0",""
"","63073","","0.2","1","3","130911","5146063","","idle_normal_noface",""
"","63074","","0.2","1","3","99","5146063","","idle_normal_kururu",""
"","63075","","0.2","1","3","106611","5146063","","cool_idle_surprise",""
"","63076","","0.2","1","3","1066","5146063","","cool_idle_surprise",""
"1","63077","0","0","0","3","126411","5146063","kuroche_pose_talk_anger","kuroche_appear",""
"1","63078","0","0","0","3","98","5146063","kuroche_pose_talk_anger","kuroche_appear",""
"","63079","","","","93","0.5","5146063","","0",""
"","63080","","","0.5","122","15","5146063","","15",""
"","63081","","","","32","16","5146063","","1",""
"","63082","","0","0","3","106611","5146063","","inori_dodge_in",""
"","63083","","0","0","3","1066","5146063","","inori_dodge_in",""
"","63084","","","","93","0.6","5146063","","0",""
"","63085","","","0","21","vo_apg","5146063","0","vo_apg_0307",""
"1","63086","0","20","10","11","126411","5146063","1","好的～！\n……嗯嗯，原來如此……\n事情我已經聽說了！\n這裡請交給我吧！","0"
"","63087","","","","91","0","5146063","","",""
"","63088","","0.2","1","3","126411","5146063","","kuroche_pose_idle_doya",""
"1","63089","0","0.1","0","3","106611","5146063","inori_anger_talk","inori_dodge_out",""
"1","63090","0","0.1","0","3","1066","5146063","inori_anger_talk","inori_dodge_out",""
"","63091","","","0","21","vo_apg","5146063","0","vo_apg_0308",""
"1","63092","0","0","10","11","106611","5146063","1","啥？不是，我完全不懂\n妳們想做什麼……","0"
"","63093","","","","91","0","5146063","","",""
"","63094","","0.2","1","3","106611","5146063","","inori_anger_idle",""
"","63095","","0.2","1","3","1066","5146063","","inori_anger_idle",""
"","63096","","0.2","1","3","130911","5146063","","kururu_guid_talk",""
"","63097","","0.2","1","3","99","5146063","","kururu_guid_talk",""
"","63098","","","0","21","vo_apg","5146063","0","vo_apg_0309",""
"1","63099","0","0","10","11","130911","5146063","1","那麼那麼，我要請\n祈梨小姐享受一場\n充滿刺激感的空中之旅！\n所以說，麻煩妳了！","0"
"","63100","","","","91","0","5146063","","",""
"","63101","","0.2","1","3","130911","5146063","","idle_normal_noface",""
"","63102","","0.2","1","3","99","5146063","","idle_normal_kururu",""
"","63103","","","","37","16","5146063","","low",""
"","63104","","","1","23","se_10055900","5146063","","se_10055900_chroche_01",""
"1","63105","0","0.2","0","3","106611","5146063","inori_jitabata_loop","inori_jitabata_in",""
"1","63106","0","0.2","0","3","1066","5146063","inori_jitabata_loop","inori_jitabata_in",""
"1","63107","0","0.2","0","3","126411","5146063","kuroche_catch_loop","kuroche_catch_in",""
"1","63108","0","0.2","0","3","98","5146063","kuroche_catch_loop","kuroche_catch_in",""
"","63109","","","0","21","vo_apg","5146063","0","vo_apg_0310",""
"1","63110","-27","112","10","11","126411","5146063","1","那麼那麼♪\n請牢牢抓住我喔～♪","0"
"","63111","","","","91","0","5146063","","",""
"","63112","","","","22","0","5146063","","0",""
"","63113","","","","24","se_10055900_chroche_01","5146063","","0.2",""
"","63114","","","0","23","se_10055900","5146063","","se_10055900_chroche_02",""
"","63115","","","","37","16","5146063","","high",""
"","63116","","","1","122","5","5146063","","5",""
"","63117","","","","93","1","5146063","","0",""
"","63118","","0","0","3","106611","5146063","","inori_jitabata_takeoff",""
"","63119","","0","0","3","1066","5146063","","inori_jitabata_takeoff",""
"","63120","","0","0","3","126411","5146063","","kuroche_catch_takeoff",""
"","63121","","0","0","3","98","5146063","","kuroche_catch_takeoff",""
"","63122","","","0.5","122","100","5146063","","100",""
"","63123","","","","93","0.4","5146063","","0",""
"","63124","","","","4","130911","5146063","","0",""
"","63125","","0","0","3","130911","5146063","","kururu_furimuki_watch",""
"","63126","","0","0","3","99","5146063","","empty",""
"","63127","","","","93","1.5","5146063","","0",""
"","63128","","","","37","2","5146063","","fade_in",""
"","63129","","","","93","1.5","5146063","","0",""
"","63130","","0","0","3","98","5146063","","empty",""
"","63131","","","1","23","se_10055900","5146063","","se_10055900_chroche_03",""
"","63132","","0","0","3","212","5146063","","coaster_4_in",""
"","63133","","","0","23","se_10055900","5146063","","se_10055900_photo",""
"","63134","","","","93","0.3","5146063","","0",""
"","63135","","","0.5","122","30","5146063","","30",""
"","63136","","","0","21","vo_apg","5146063","0","vo_apg_0311",""
"","63137","","0","0","3","20","5146063","","0311_in",""
"","63138","","","","93","3.6","5146063","","1",""
"","63139","","0","0","3","20","5146063","","0311_mid",""
"","63140","","","","92","","5146063","","",""
"","63141","","0","0","3","20","5146063","","0311_out",""
"","63142","","","","93","0.2","5146063","","0",""
"","63143","","","0.5","122","30","5146063","","30",""
"","63144","","","0","21","vo_apg","5146063","0","vo_apg_0312",""
"","63145","","0","0","3","20","5146063","","0312_in",""
"","63146","","","","93","2.4","5146063","","1",""
"","63147","","0","0","3","20","5146063","","0312_mid",""
"","63148","","","","92","","5146063","","",""
"","63149","","0","0","3","20","5146063","","0312_out",""
"","63150","","","","93","0.2","5146063","","0",""
"","63151","","","","37","20","5146063","","scale15",""
"","63152","","0","0","3","212","5146063","","coaster_4_change",""
"","63153","","","0","21","vo_apg","5146063","0","vo_apg_0313",""
"0","63154","","","76","2","20","5146063","0","0",""
"","63155","","0","1","3","20","5146063","","empty",""
"","63156","","0","0","3","22","5146063","","0313_in",""
"","63157","","","","93","2.4","5146063","","1",""
"","63158","","0","1","3","22","5146063","","0313_mid",""
"","63159","","","","92","","5146063","","",""
"","63160","","0","0","3","22","5146063","","0313_out",""
"","63161","","","","93","0.2","5146063","","0",""
"","63162","","","","22","0","5146063","","0",""
"","63163","","","","24","se_10055900_chroche_03","5146063","","0.5",""
"","63164","","","","37","2","5146063","","white",""
"","63165","","","","93","2","5146063","","0",""
"","63166","","","","37","20","5146063","","scale1",""
"","63167","","0","0","3","212","5146063","","empty",""
"","63168","","0.2","1","3","130911","5146063","","kururu_wish_idle_joy",""
"","63169","","0.2","1","3","99","5146063","","idle_normal",""
"","63170","","0.2","1","3","106611","5146063","","see_guru",""
"","63171","","0.2","1","3","1066","5146063","","see_guru",""
"","63172","","0.2","1","3","126411","5146063","","idle_normal_joy",""
"","63173","","","","4","130911","5146063","","1",""
"0","63174","","","-278","2","130911","5146063","0","225",""
"0","63175","","","-288","2","106611","5146063","0","0",""
"0","63176","","","-288","2","1066","5146063","0","0",""
"0","63177","","","-278","2","126411","5146063","0","-225",""
"","63178","","","","93","2","5146063","","0",""
"","63179","","0.2","1","3","126411","5146063","","joy_talk",""
"","63180","","","0","21","vo_apg","5146063","0","vo_apg_0314",""
"1","63181","0","0","10","11","126411","5146063","1","好的！\n以刺激滿點而備受好評的\n空中之旅，妳覺得如何呢？","0"
"","63182","","","","91","0","5146063","","",""
"","63183","","0.2","1","3","126411","5146063","","idle_normal_joy",""
"0","63184","","","-108","33","2","5146063","0","23",""
"","63185","","","","37","2","5146063","","iris_end_1",""
"","63186","","0.2","0","3","106611","5146063","","gakkari",""
"","63187","","0.2","0","3","1066","5146063","","gakkari",""
"","63188","","","0","21","vo_apg","5146063","0","vo_apg_0315",""
"0","63189","-31","23","4","11","106611","5146063","0","嗚噗……我已經受夠了啦……","1.1"
"","63190","","","","93","6","5146063","","0",""
"","63191","","","","37","2","5146063","","iris_end_2",""
"","63192","","","","93","1","5146063","","0",""
"","63193","","","","101","63194","5146063","","",""
"","63194","","","","22","0","5146063","","0.2",""
"-480","64001","1","1.8","106","1","1","5146064","-130","105811","walk_normal"
"-480","64002","1","1.8","107","5","6","5146064","-130","1058","walk_normal"
"-480","64003","1","1.8","103","1","1","5146064","130","131511","walk_normal"
"-278","64004","1","1.8","100","1","1","5146064","290","130911","idle_normal_noface"
"-278","64005","1","1.8","101","5","1","5146064","290","99","idle_normal_kururu"
"","64006","","","","13","105811","5146064","","206",""
"","64007","","","","13","131511","5146064","","203",""
"","64008","","","","13","130911","5146064","","200",""
"-174","64009","0","0.85","15","5","8","5146064","0","8","idle"
"-53","64010","0","1","210","5","20","5146064","-242","20","empty"
"-194","64011","0","1","211","5","22","5146064","-128","22","empty"
"1","64012","","1","0","31","1","5146064","0","1",""
"1","64013","","0","0","31","2","5146064","-57.7","2",""
"1","64014","","0","0","31","12","5146064","0","12",""
"1","64015","","0","0","31","13","5146064","0","13",""
"1","64016","","1","0","31","20","5146064","0","20",""
"","64017","","","","36","20","5146064","","105811",""
"","64018","","","","36","20","5146064","","131511",""
"","64019","","","","36","20","5146064","","20",""
"","64020","","","","36","20","5146064","","22",""
"","64021","","","","91","0","5146064","","0",""
"","64022","","","0","102","0","5146064","","0",""
"","64023","","","","32","13","5146064","","1",""
"","64024","","","","37","20","5146064","","scale15",""
"","64025","","","","93","2","5146064","","",""
"","64026","","","0","21","vo_apg","5146064","0","vo_apg_0401",""
"","64027","","0","0","3","22","5146064","","0401_in",""
"","64028","","","","93","2.7","5146064","","1",""
"","64029","","0","0","3","22","5146064","","0401_mid",""
"","64030","","","","92","","5146064","","",""
"","64031","","0","0","3","22","5146064","","0401_out",""
"","64032","","","","93","0.2","5146064","","0",""
"0","64033","","","-194","2","22","5146064","0","129",""
"","64034","","","0","21","vo_apg","5146064","0","vo_apg_0402",""
"","64035","","0","0","3","22","5146064","","0402_in",""
"","64036","","","","93","2.9","5146064","","1",""
"","64037","","0","0","3","22","5146064","","0402_mid",""
"","64038","","","","92","","5146064","","",""
"","64039","","0","0","3","22","5146064","","0402_out",""
"","64040","","","","93","0.2","5146064","","0",""
"","64041","","","","22","0","5146064","","0",""
"","64042","","0","1","3","22","5146064","","empty",""
"","64043","","","","93","0.5","5146064","","0",""
"","64044","","","","32","2","5146064","","1",""
"","64045","","","","37","2","5146064","","fade_in",""
"","64046","","","","93","1","5146064","","0",""
"","64047","","","","32","13","5146064","","0",""
"","64048","","","","37","20","5146064","","scale1",""
"0","64049","","","-298","2","105811","5146064","0","-194",""
"0","64050","","","-298","2","1058","5146064","0","-194",""
"0","64051","","","-288","2","131511","5146064","0","-34",""
"","64052","","","","37","2","5146064","","iris_out",""
"0","64053","","","-298","2","105811","5146064","2","-385",""
"0","64054","","","-298","2","1058","5146064","2","-385",""
"0","64055","","","-288","2","131511","5146064","2","-225",""
"","64056","","","","93","2","5146064","","0",""
"","64057","","","","4","105811","5146064","","0",""
"","64058","","","","4","1058","5146064","","0",""
"","64059","","","","4","131511","5146064","","0",""
"","64060","","0.2","1","3","105811","5146064","","idle_normal",""
"0","64061","","0.2","1","3","1058","5146064","","idle_normal",""
"","64062","","0.2","1","3","131511","5146064","","idle_normal",""
"","64063","","","","93","0.5","5146064","","0",""
"","64064","","0.2","1","3","130911","5146064","","talk_normal",""
"","64065","","0.2","1","3","99","5146064","","talk_normal",""
"","64066","","","0","21","vo_apg","5146064","0","vo_apg_0403",""
"1","64067","0","0","7","11","130911","5146064","1","好的，辛苦了──♪\n兩位有盡情享受摩天輪嗎～？","0"
"","64068","","","","91","0","5146064","","",""
"","64069","","0.2","1","3","130911","5146064","","kururu_wish_talk_joy",""
"","64070","","0.2","1","3","99","5146064","","kururu_wish_talk_joy",""
"","64071","","","0","21","vo_apg","5146064","0","vo_apg_0404",""
"1","64072","0","0","8","11","130911","5146064","1","摩天輪上應該能遠遠看到整個\n吉歐‧提格尼亞的美妙景色♪","0"
"","64073","","","","91","0","5146064","","",""
"","64074","","0.2","1","3","130911","5146064","","idle_normal_noface",""
"","64075","","0.2","1","3","99","5146064","","idle_normal_kururu",""
"1","64076","0","0.2","0","3","105811","5146064","guts2_talk_joy","guts2_in_joy",""
"1","64077","0","0.2","0","3","1058","5146064","guts2_talk_joy","guts2_in_joy",""
"","64078","","","0","21","vo_apg","5146064","0","vo_apg_0405",""
"1","64079","0","0","7","11","105811","5146064","1","是的！看上去\n非常美味☆","0"
"","64080","","","","91","0","5146064","","",""
"","64081","","0.2","1","3","105811","5146064","","guts2_idle_joy",""
"","64082","","0.2","1","3","1058","5146064","","guts2_idle_joy",""
"","64083","","0.5","1","3","131511","5146064","","memory_talk",""
"","64084","","","0","21","vo_apg","5146064","0","vo_apg_0406",""
"1","64085","0","0","10","11","131511","5146064","1","肚子。\n咕嚕嚕……","0"
"","64086","","","","91","0","5146064","","",""
"","64087","","0.2","1","3","131511","5146064","","memory_idle",""
"","64088","","0.2","1","3","130911","5146064","","joy_talk",""
"","64089","","0.2","1","3","99","5146064","","joy_talk",""
"","64090","","","0","21","vo_apg","5146064","0","vo_apg_0407",""
"1","64091","0","0","9","11","130911","5146064","1","就是說啊──♪\n美麗的景色看上去真的\n非常美味……美味？","0"
"","64092","","","","91","0","5146064","","",""
"","64093","","0.5","1","3","130911","5146064","","kururu_joy_slow",""
"","64094","","0.5","1","3","131511","5146064","","anger_idle_anger",""
"","64095","","","0","21","vo_apg","5146064","0","vo_apg_0408",""
"1","64096","0","0","8","11","131511","5146064","1","衝刺。","0"
"","64097","","","","91","0","5146064","","",""
"","64098","","0.2","1","3","131511","5146064","","walk_jog_dere",""
"0","64099","","","-288","2","131511","5146064","3","1100",""
"","64100","","","","93","0.5","5146064","","0",""
"1","64101","0.2","0.2","0","3","105811","5146064","anger_talk_normal2","notice_in_normal2",""
"1","64102","0.2","0.2","0","3","1058","5146064","anger_talk_normal2","notice_in_normal2",""
"","64103","","","0","21","vo_apg","5146064","0","vo_apg_0409",""
"1","64104","0","0","7","11","105811","5146064","1","啊，請等一下\n普蕾西亞～！\n我也要去！","0"
"","64105","","","","91","0","5146064","","",""
"","64106","","","","22","0","5146064","","0",""
"","64107","","0.2","1","3","105811","5146064","","run_dash_doya",""
"","64108","","0.2","1","3","1058","5146064","","run_dash_doya",""
"0","64109","","","-298","2","105811","5146064","1.8","1100",""
"0","64110","","","-298","2","1058","5146064","1.8","1100",""
"","64111","","","","93","1.8","5146064","","0",""
"","64112","","","","4","130911","5146064","","0",""
"1","64113","0.2","0","0","3","130911","5146064","anger_talk_surprise2_shy","hawawa",""
"","64114","","","0","21","vo_apg","5146064","0","vo_apg_0410",""
"1","64115","0","0","9","11","130911","5146064","1","哈哇哇！？原來兩位不是在看景色，\n而是一直在物色美食！？","0"
"","64116","","","","91","0","5146064","","",""
"","64117","","","","22","0","5146064","","0",""
"","64118","","","","93","0.1","5146064","","0",""
"","64119","","","","37","1","5146064","","alter",""
"","64120","","","","32","12","5146064","","1",""
"","64121","","","","93","0.4","5146064","","0",""
"0","64122","0","0","1","6","8","5146064","1","1",""
"0","64123","","","-278","2","105811","5146064","0","-725",""
"0","64124","","","-278","2","1058","5146064","0","-725",""
"0","64125","","","-278","2","131511","5146064","0","-925",""
"","64126","","0","1","3","105811","5146064","","run_dash_peko",""
"","64127","","0","1","3","1058","5146064","","run_dash_peko",""
"","64128","","0","1","3","131511","5146064","","run_dash_presia",""
"","64129","","0","1","3","130911","5146064","","empty",""
"0","64130","","","-278","2","105811","5146064","10","1185",""
"0","64131","","","-278","2","1058","5146064","10","1185",""
"0","64132","","","-278","2","131511","5146064","10","985",""
"","64133","","","","93","0.3","5146064","","0",""
"","64134","","","","93","0.8","5146064","","0",""
"","64135","","","0","21","vo_apg","5146064","0","vo_apg_0411",""
"0","64136","0","40","11","11","105811","5146064","0","首先就從那間攤販開始～☆","1"
"","64137","","","","93","3","5146064","","0",""
"","64138","","","0","21","vo_apg","5146064","0","vo_apg_0412",""
"0","64139","0","40","9","11","131511","5146064","0","全部，\n都要吃喔。","1.3"
"","64140","","","","93","0.3","5146064","","0",""
"","64141","","","","93","3.6","5146064","","0",""
"","64142","","","","101","64143","5146064","","",""
"","64143","","","","22","0","5146064","","0.2",""
"-278","65001","0","1.8","110","1","1","5146065","-225","131011","wish_idle_normal_lookup"
"-278","65002","0","1.8","111","5","1","5146065","-225","99","idle_normal"
"-278","65003","0","1.8","109","5","1","5146065","-225","98","idle_normal"
"-278","65004","1","1.8","101","1","1","5146065","225","130911","idle_normal_noface"
"-278","65005","1","1.8","102","5","1","5146065","225","97","idle_normal_kururu"
"-278","65006","1","1.8","100","5","1","5146065","225","96","idle_normal"
"-305","65007","0","1.85","105","1","1","5146065","-920","106011","empty"
"-305","65008","0","1.85","106","5","4","5146065","-920","1060","empty"
"","65009","","","","13","131011","5146065","","210",""
"","65010","","","","13","130911","5146065","","201",""
"","65011","","","","13","106011","5146065","","205",""
"-174","65012","0","0.85","15","5","8","5146065","0","8","idle"
"1","65013","","1","0","31","1","5146065","0","1",""
"","65014","","","","91","0","5146065","","0",""
"","65015","","","0","102","0","5146065","","0",""
"","65016","","","","93","1","5146065","","0",""
"","65017","","0.2","1","3","131011","5146065","","wish_idle_joy_lookup",""
"","65018","","","0","21","vo_apg","5146065","0","vo_apg_0501",""
"1","65019","0","0","13","11","131011","5146065","1","咕嚕轉～\n咕嚕轉～","0"
"","65020","","","","91","0","5146065","","",""
"","65021","","0.2","1","3","130911","5146065","","talk_normal_surprise",""
"","65022","","0.2","1","3","97","5146065","","talk_normal_surprise",""
"","65023","","","0","21","vo_apg","5146065","0","vo_apg_0502",""
"1","65024","0","0","7","11","130911","5146065","1","真步小小姐，\n怎麼了嗎？","0"
"","65025","","","","91","0","5146065","","",""
"","65026","","0.2","1","3","130911","5146065","","idle_normal_noface",""
"","65027","","0.2","1","3","97","5146065","","idle_normal_kururu",""
"","65028","","0.2","1","3","131011","5146065","","sad_talk_normalR",""
"","65029","","","0","21","vo_apg","5146065","0","vo_apg_0503",""
"1","65030","0","0","10","11","131011","5146065","1","嗯，人家在想摩天輪真可愛呢～\n咕嚕咕嚕轉～","0"
"","65031","","","","91","0","5146065","","",""
"1","65032","0","0.2","0","3","131011","5146065","notice_loop_normal2","notice_in_normal2",""
"","65033","","","0","21","vo_apg","5146065","0","vo_apg_0504",""
"1","65034","0","0","10","11","131011","5146065","1","對了♪","0"
"","65035","","","","91","0","5146065","","",""
"","65036","","0.2","1","3","130911","5146065","","kururu_wish_idle_light",""
"","65037","","0.2","1","3","97","5146065","","kururu_wish_idle_light",""
"1","65038","0","0","0","3","131011","5146065","maho_kururinpa_loop","maho_kururinpa_in",""
"1","65039","0","0","0","3","99","5146065","maho_kururinpa_loopF","maho_kururinpa_inF",""
"1","65040","0","0","0","3","98","5146065","maho_kururinpa_loopB","maho_kururinpa_inB",""
"","65041","","","0","21","vo_apg","5146065","0","vo_apg_0505",""
"1","65042","0","0","9","11","131011","5146065","1","神奇真步魔法靈咕嚕靈波～♪","0"
"","65043","","","","91","0","5146065","","",""
"","65044","","0.2","1","3","130911","5146065","","kururu_wish_talk_joy",""
"","65045","","","0","21","vo_apg","5146065","0","vo_apg_0506",""
"1","65046","0","0","8","11","130911","5146065","1","哇啊♪\n那是什麼那是什麼？\n非常非常可愛的一句話～♪","0"
"","65047","","","","91","0","5146065","","",""
"1","65048","0.2","0","0","3","131011","5146065","idle_normal","maho_kururinpa_out",""
"1","65049","0.2","0","0","3","99","5146065","idle_normal","maho_kururinpa_outF",""
"1","65050","0.2","0","0","3","98","5146065","idle_normal","maho_kururinpa_outB",""
"0","65051","0","0.2","0","3","130911","5146065","kururu_kururinpa_loop","kururu_sad_talk_surprise_to_kururinpa",""
"0","65052","0","0.2","0","3","97","5146065","kururu_kururinpa_loopF","kururu_sad_talk_surprise_to_kururinpaF",""
"0","65053","0","0.2","0","3","96","5146065","kururu_kururinpa_loopB","kururu_sad_talk_surprise_to_kururinpaB",""
"","65054","","","0","21","vo_apg","5146065","0","vo_apg_0507",""
"1","65055","0","0","9","11","130911","5146065","1","我想想我想想，\n神奇真步魔法靈咕嚕靈波～♪\n……是這樣嗎？","0"
"","65056","","","","91","0","5146065","","",""
"1","65057","0","0","0","3","130911","5146065","idle_normal_noface","kururu_kururinpa_out",""
"1","65058","0","0","0","3","97","5146065","idle_normal_kururu","kururu_kururinpa_outF",""
"1","65059","0","0","0","3","96","5146065","idle_normal","kururu_kururinpa_outB",""
"","65060","","0.2","1","3","131011","5146065","","joy_talk",""
"","65061","","","0","21","vo_apg","5146065","0","vo_apg_0508",""
"1","65062","0","0","11","11","131011","5146065","1","妳做得很棒呢♪\n真步魔法靈的部分，\n改成自己的名字再說一次♪","0"
"","65063","","","","91","0","5146065","","",""
"","65064","","0.2","1","3","131011","5146065","","idle_normal",""
"0","65065","0","0.2","0","3","130911","5146065","kururu_kururinpa_loop","kururu_hello_fast_to_kururinpa",""
"0","65066","0","0.2","0","3","97","5146065","kururu_kururinpa_loopF","kururu_hello_fast_to_kururinpaF",""
"0","65067","0","0.2","0","3","96","5146065","kururu_kururinpa_loopB","kururu_hello_fast_to_kururinpaB",""
"","65068","","","0","21","vo_apg","5146065","0","vo_apg_0509",""
"1","65069","0","0","9","11","130911","5146065","1","好的♪\n神奇庫露露魔法靈咕嚕靈波～♪","0"
"","65070","","","","91","0","5146065","","",""
"1","65071","0","0","0","3","130911","5146065","idle_normal_noface","kururu_kururinpa_out",""
"1","65072","0","0","0","3","97","5146065","idle_normal_kururu","kururu_kururinpa_outF",""
"1","65073","0","0","0","3","96","5146065","idle_normal","kururu_kururinpa_outB",""
"1","65074","0.2","0.2","0","3","131011","5146065","sad_talk_normalR","smile2",""
"1","65075","0.2","0.2","0","3","99","5146065","sad_talk_normalR","smile2",""
"1","65076","0.2","0.2","0","3","98","5146065","sad_talk_normalR","smile2",""
"","65077","","","0","21","vo_apg","5146065","0","vo_apg_0510",""
"1","65078","0","0","10","11","131011","5146065","1","呵呵♪\n好像在繞口令呢♪","0"
"","65079","","","","91","0","5146065","","",""
"1","65080","0","0.2","0","3","131011","5146065","maho_kurukuru_loop","maho_kurukuru_in",""
