b9b3847696f5f26bbe011610cd50d029d15131b25e70f8c63841706d242e5195,d3368bcc0a4278fcb7ed5c6e029a910caa773d0230d28e586749b002996f909c,bc2d28acf19adfdfadccd7d3935745f3562e567722a599faaf7bcad6c3ca2fa6,396ea085664ebe552ce7f0dda864c50798b4555ce3b780214e32d02edc065aff,0d57c0502055c89ef8dcf4155a0973d362b12fb53cae1bfd6c63f26607eadbd3,52c89d24cf59d791b22866024c8a4f0395e31b7209eb70038b815f2432aca11e
"848","1","1003","15","10201493","56011493"
"849","50","0","8","91002","56011493"
"850","1","1003","15","10201494","56011494"
"851","100","0","8","91002","56011494"
"852","1","1001","15","10201495","56011495"
"853","1","1002","15","10201496","56011496"
"854","1","1003","15","10201497","56011497"
"855","50","0","8","91002","56011497"
"856","1","1001","15","10201498","56011498"
"857","1","1002","15","10201499","56011499"
"858","1","1003","15","10201500","56011500"
"859","50","0","8","91002","56011500"
"860","1","1001","15","10201501","56011501"
"861","1","1002","15","10201502","56011502"
"862","1","1003","15","10201503","56011503"
"863","50","0","8","91002","56011503"
"864","1","1003","15","10201504","56011504"
"865","100","0","8","91002","56011504"
"867","1","1001","15","10201505","56011505"
"868","1","1002","15","10201506","56011506"
"869","1","1003","15","10201507","56011507"
"870","50","0","8","91002","56011507"
"871","1","1001","15","10201508","56011508"
"872","1","1002","15","10201509","56011509"
"873","1","1003","15","10201510","56011510"
"874","50","0","8","91002","56011510"
"875","1","1001","15","10201511","56011511"
"876","1","1002","15","10201512","56011512"
"877","1","1003","15","10201513","56011513"
"878","50","0","8","91002","56011513"
"879","1","1003","15","10201514","56011514"
"880","100","0","8","91002","56011514"
"881","1","1001","15","10201515","56011515"
"882","1","1002","15","10201516","56011516"
"883","1","1003","15","10201517","56011517"
"884","50","0","8","91002","56011517"
"885","1","1001","15","10201518","56011518"
"886","1","1002","15","10201519","56011519"
"887","1","1003","15","10201520","56011520"
"888","50","0","8","91002","56011520"
"889","1","1001","15","10201521","56011521"
"890","1","1002","15","10201522","56011522"
"891","1","1003","15","10201523","56011523"
"892","50","0","8","91002","56011523"
"893","1","1003","15","10201524","56011524"
"894","100","0","8","91002","56011524"
"895","1","1001","15","10201525","56011525"
"896","1","1002","15","10201526","56011526"
"897","1","1003","15","10201527","56011527"
"898","50","0","8","91002","56011527"
"899","1","1001","15","10201528","56011528"
"900","1","1002","15","10201529","56011529"
"901","1","1003","15","10201530","56011530"
"902","50","0","8","91002","56011530"
"903","1","1001","15","10201531","56011531"
"904","1","1002","15","10201532","56011532"
"905","1","1003","15","10201533","56011533"
"906","50","0","8","91002","56011533"
"907","1","1001","15","10201534","56011534"
"908","1","1002","15","10201535","56011535"
"909","1","1003","15","10201536","56011536"
"910","50","0","8","91002","56011536"
"911","1","1003","15","10201537","56011537"
"912","100","0","8","91002","56011537"
"913","1","1001","15","10201538","56011538"
"914","1","1002","15","10201539","56011539"
"915","1","1003","15","10201540","56011540"
"916","50","0","8","91002","56011540"
"917","1","1001","15","10201541","56011541"
"918","1","1002","15","10201542","56011542"
"919","1","1003","15","10201543","56011543"
"920","50","0","8","91002","56011543"
"921","1","1001","15","10201544","56011544"
"922","1","1002","15","10201545","56011545"
"923","1","1003","15","10201546","56011546"
"924","50","0","8","91002","56011546"
"925","1","1001","15","10201547","56011547"
"926","1","1002","15","10201548","56011548"
"927","1","1003","15","10201549","56011549"
"928","50","0","8","91002","56011549"
"929","1","1003","15","10201550","56011550"
"930","100","0","8","91002","56011550"
"931","1","1003","15","10201551","56011551"
"932","100","0","8","91002","56011551"
"933","1","1001","15","10201552","56011552"
"934","1","1002","15","10201553","56011553"
"935","1","1003","15","10201554","56011554"
"936","50","0","8","91002","56011554"
"937","1","1001","15","10201555","56011555"
"938","1","1002","15","10201556","56011556"
"939","1","1003","15","10201557","56011557"
"940","50","0","8","91002","56011557"
"941","1","1001","15","10201558","56011558"
"942","1","1002","15","10201559","56011559"
"943","1","1003","15","10201560","56011560"
"944","50","0","8","91002","56011560"
"945","1","1001","15","11302001","51402001"
"946","50","0","8","91002","51402001"
"947","1","1002","15","11302002","51402002"
"948","50","0","8","91002","51402002"
"949","1","1003","15","11302003","51402003"
"950","50","0","8","91002","51402003"
"951","1","1003","15","10201561","56011561"
"952","100","0","8","91002","56011561"
"953","1","1001","15","10201562","56011562"
"954","1","1002","15","10201563","56011563"
"955","1","1003","15","10201564","56011564"
"956","50","0","8","91002","56011564"
"957","1","1001","15","10201565","56011565"
"958","1","1002","15","10201566","56011566"
"959","1","1003","15","10201567","56011567"
"960","50","0","8","91002","56011567"
"961","1","1001","15","10201568","56011568"
"962","1","1002","15","10201569","56011569"
"963","1","1003","15","10201570","56011570"
"964","50","0","8","91002","56011570"
"965","1","1001","15","10201571","56011571"
"966","1","1002","15","10201572","56011572"
"967","1","1003","15","10201573","56011573"
"968","50","0","8","91002","56011573"
"969","1","1003","15","10201574","56011574"
"970","100","0","8","91002","56011574"
"971","1","1001","15","10201575","56011575"
"972","1","1002","15","10201576","56011576"
"973","1","1003","15","10201577","56011577"
"974","50","0","8","91002","56011577"
"975","1","1001","15","10201578","56011578"
"976","1","1002","15","10201579","56011579"
"977","1","1003","15","10201580","56011580"
"978","50","0","8","91002","56011580"
"979","1","1001","15","10201581","56011581"
"980","1","1002","15","10201582","56011582"
"981","1","1003","15","10201583","56011583"
"982","50","0","8","91002","56011583"
"983","1","1001","15","10201584","56011584"
"984","1","1002","15","10201585","56011585"
"985","1","1003","15","10201586","56011586"
"986","50","0","8","91002","56011586"
"987","1","1001","15","10201587","56011587"
"988","1","1002","15","10201588","56011588"
"989","1","1003","15","10201589","56011589"
"990","50","0","8","91002","56011589"
"991","1","1001","15","10201590","56011590"
"992","1","1002","15","10201591","56011591"
"993","1","1003","15","10201592","56011592"
"994","50","0","8","91002","56011592"
"995","1","1001","15","10201593","56011593"
"996","1","1002","15","10201594","56011594"
"997","1","1003","15","10201595","56011595"
"998","50","0","8","91002","56011595"
"999","1","1003","15","10201596","56011596"
"1000","100","0","8","91002","56011596"
"1001","1","1003","15","10201597","56011597"
"1002","100","0","8","91002","56011597"
"1003","1","1003","15","10201598","56011598"
"1004","100","0","8","91002","56011598"
"1005","1","1001","15","10201599","56011599"
"1006","1","1002","15","10201600","56011600"
"1007","1","1003","15","10201601","56011601"
"1008","50","0","8","91002","56011601"
"1009","1","1001","15","10201602","56011602"
"1010","1","1002","15","10201603","56011603"
"1011","1","1003","15","10201604","56011604"
"1012","50","0","8","91002","56011604"
"1013","1","1003","15","10201605","56011605"
"1014","100","0","8","91002","56011605"
"1015","1","1001","15","10201606","56011606"
"1016","1","1002","15","10201607","56011607"
"1017","1","1003","15","10201608","56011608"
"1018","50","0","8","91002","56011608"
"1019","1","1001","15","10201609","56011609"
"1020","1","1002","15","10201610","56011610"
"1021","1","1003","15","10201611","56011611"
"1022","50","0","8","91002","56011611"
"1023","1","1001","15","10201612","56011612"
"1024","1","1002","15","10201613","56011613"
"1025","1","1003","15","10201614","56011614"
"1026","50","0","8","91002","56011614"
"1027","1","1003","15","10201615","56011615"
"1028","100","0","8","91002","56011615"
"1029","1","1001","15","10201616","56011616"
"1030","1","1002","15","10201617","56011617"
"1031","1","1003","15","10201618","56011618"
"1032","50","0","8","91002","56011618"
"1033","1","1001","15","10201619","56011619"
"1034","1","1002","15","10201620","56011620"
"1035","1","1003","15","10201621","56011621"
"1036","50","0","8","91002","56011621"
"1037","1","1001","15","10201622","56011622"
"1038","1","1002","15","10201623","56011623"
"1039","1","1003","15","10201624","56011624"
"1040","50","0","8","91002","56011624"
"1041","1","1003","15","10201625","56011625"
"1042","100","0","8","91002","56011625"
"1043","1","1001","15","10201626","56011626"
"1044","1","1002","15","10201627","56011627"
"1045","1","1003","15","10201628","56011628"
"1046","50","0","8","91002","56011628"
"1047","1","1001","15","10201629","56011629"
"1048","1","1002","15","10201630","56011630"
"1049","1","1003","15","10201631","56011631"
"1050","50","0","8","91002","56011631"
"1051","1","1001","15","10201632","56011632"
"1052","1","1002","15","10201633","56011633"
"1053","1","1003","15","10201634","56011634"
"1054","50","0","8","91002","56011634"
"1055","1","1003","15","10201635","56011635"
"1056","100","0","8","91002","56011635"
"1057","1","1001","15","10201636","56011636"
"1058","1","1002","15","10201637","56011637"
"1059","1","1003","15","10201638","56011638"
"1060","50","0","8","91002","56011638"
"1061","1","1001","15","10201639","56011639"
"1062","1","1002","15","10201640","56011640"
"1063","1","1003","15","10201641","56011641"
"1064","50","0","8","91002","56011641"
"1065","1","1001","15","10201642","56011642"
"1066","1","1002","15","10201643","56011643"
"1067","1","1003","15","10201644","56011644"
"1068","50","0","8","91002","56011644"
"1069","1","1003","15","10201645","56011645"
"1070","100","0","8","91002","56011645"
"1071","1","1001","15","10201646","56011646"
"1072","1","1002","15","10201647","56011647"
"1073","1","1003","15","10201648","56011648"
"1074","50","0","8","91002","56011648"
"1075","1","1001","15","10201649","56011649"
"1076","1","1002","15","10201650","56011650"
"1077","1","1003","15","10201651","56011651"
"1078","50","0","8","91002","56011651"
"1079","1","1001","15","10201652","56011652"
"1080","1","1002","15","10201653","56011653"
"1081","1","1003","15","10201654","56011654"
"1082","50","0","8","91002","56011654"
"1083","1","1003","15","10201655","56011655"
"1084","100","0","8","91002","56011655"
"1085","1","1003","15","10201656","56011656"
"1086","100","0","8","91002","56011656"
"1087","1","1001","15","10201657","56011657"
"1088","1","1002","15","10201658","56011658"
"1089","1","1003","15","10201659","56011659"
"1090","50","0","8","91002","56011659"
"1091","1","1001","15","10201660","56011660"
"1092","1","1002","15","10201661","56011661"
"1093","1","1003","15","10201662","56011662"
"1094","50","0","8","91002","56011662"
"1095","1","1001","15","10201663","56011663"
"1096","1","1002","15","10201664","56011664"
"1097","1","1003","15","10201665","56011665"
"1098","50","0","8","91002","56011665"
"1099","1","1001","15","10201666","56011666"
"1100","1","1002","15","10201667","56011667"
"1101","1","1003","15","10201668","56011668"
"1102","50","0","8","91002","56011668"
"1103","1","1003","15","10201669","56011669"
"1104","100","0","8","91002","56011669"
"1105","1","1001","15","10201670","56011670"
"1106","1","1002","15","10201671","56011671"
"1107","1","1003","15","10201672","56011672"
"1108","50","0","8","91002","56011672"
"1109","1","1001","15","10201673","56011673"
"1110","1","1002","15","10201674","56011674"
"1111","1","1003","15","10201675","56011675"
"1112","50","0","8","91002","56011675"
"1113","1","1003","15","10201676","56011676"
"1114","100","0","8","91002","56011676"
"1115","1","1001","15","10201677","56011677"
"1116","1","1002","15","10201678","56011678"
"1117","1","1003","15","10201679","56011679"
"1118","50","0","8","91002","56011679"
"1119","1","1001","15","10201680","56011680"
"1120","1","1002","15","10201681","56011681"
"1121","1","1003","15","10201682","56011682"
"1122","50","0","8","91002","56011682"
"1123","1","1001","15","10201683","56011683"
"1124","1","1002","15","10201684","56011684"
"1125","1","1003","15","10201685","56011685"
"1126","50","0","8","91002","56011685"
"1127","1","1001","15","10201686","56011686"
"1128","1","1002","15","10201687","56011687"
"1129","1","1003","15","10201688","56011688"
"1130","50","0","8","91002","56011688"
"1131","1","1003","15","10201689","56011689"
"1132","100","0","8","91002","56011689"
"1133","1","1001","15","10201690","56011690"
"1134","1","1002","15","10201691","56011691"
"1135","1","1003","15","10201692","56011692"
"1136","50","0","8","91002","56011692"
"1137","1","1001","15","10201693","56011693"
"1138","1","1002","15","10201694","56011694"
"1139","1","1003","15","10201695","56011695"
"1140","50","0","8","91002","56011695"
"1141","1","1001","15","10201696","56011696"
"1142","1","1002","15","10201697","56011697"
"1143","1","1003","15","10201698","56011698"
"1144","50","0","8","91002","56011698"
"1145","1","1001","15","10201699","56011699"
"1146","1","1002","15","10201700","56011700"
"1147","1","1003","15","10201701","56011701"
"1148","50","0","8","91002","56011701"
"1149","1","1002","15","11401001","51501001"
"1150","50","0","8","91002","51501001"
"1151","1","1003","15","11401002","51502001"
"1152","100","0","8","91002","51502001"
"1153","1","1003","15","10201702","56011702"
"1154","100","0","8","91002","56011702"
"1155","1","1001","15","10201703","56011703"
"1156","1","1002","15","10201704","56011704"
"1157","1","1003","15","10201705","56011705"
"1158","50","0","8","91002","56011705"
"1159","1","1001","15","10201706","56011706"
"1160","1","1002","15","10201707","56011707"
"1161","1","1003","15","10201708","56011708"
"1162","50","0","8","91002","56011708"
"1163","1","1001","15","10201709","56011709"
"1164","1","1002","15","10201710","56011710"
"1165","1","1003","15","10201711","56011711"
"1166","50","0","8","91002","56011711"
"1167","1","1003","15","10201712","56011712"
"1168","100","0","8","91002","56011712"
"1169","1","1001","15","10201713","56011713"
"1170","1","1002","15","10201714","56011714"
"1171","1","1003","15","10201715","56011715"
"1172","50","0","8","91002","56011715"
"1173","1","1001","15","10201716","56011716"
"1174","1","1002","15","10201717","56011717"
"1175","1","1003","15","10201718","56011718"
"1176","50","0","8","91002","56011718"
"1177","1","1001","15","10201719","56011719"
"1178","1","1002","15","10201720","56011720"
"1179","1","1003","15","10201721","56011721"
"1180","50","0","8","91002","56011721"
"1182","1","1003","15","10201722","56011722"
"1183","100","0","8","91002","56011722"
"1184","1","1001","15","10201723","56011723"
"1185","1","1002","15","10201724","56011724"
"1186","1","1003","15","10201725","56011725"
"1187","50","0","8","91002","56011725"
"1188","1","1001","15","10201726","56011726"
"1189","1","1002","15","10201727","56011727"
"1190","1","1003","15","10201728","56011728"
"1191","50","0","8","91002","56011728"
"1192","1","1001","15","10201729","56011729"
"1193","1","1002","15","10201730","56011730"
"1194","1","1003","15","10201731","56011731"
"1195","50","0","8","91002","56011731"
"1196","1","1003","15","10201732","56011732"
"1197","100","0","8","91002","56011732"
"1198","1","1001","15","10201733","56011733"
"1199","1","1002","15","10201734","56011734"
"1200","1","1003","15","10201735","56011735"
"1201","50","0","8","91002","56011735"
"1202","1","1001","15","10201736","56011736"
"1203","1","1002","15","10201737","56011737"
"1204","1","1003","15","10201738","56011738"
"1205","50","0","8","91002","56011738"
"1206","1","1001","15","10201739","56011739"
"1207","1","1002","15","10201740","56011740"
"1208","1","1003","15","10201741","56011741"
"1209","50","0","8","91002","56011741"
"1210","1","1001","15","10201742","56011742"
"1211","1","1002","15","10201743","56011743"
"1212","1","1003","15","10201744","56011744"
"1213","50","0","8","91002","56011744"
"1214","1","1003","15","10201745","56011745"
"1215","100","0","8","91002","56011745"
"1216","1","1001","15","10201746","56011746"
"1217","1","1002","15","10201747","56011747"
"1218","1","1003","15","10201748","56011748"
"1219","50","0","8","91002","56011748"
"1220","1","1001","15","10201749","56011749"
"1221","1","1002","15","10201750","56011750"
"1222","1","1003","15","10201751","56011751"
"1223","50","0","8","91002","56011751"
"1224","1","1003","15","10201752","56011752"
"1225","100","0","8","91002","56011752"
"1226","1","1001","15","10201753","56011753"
"1227","1","1002","15","10201754","56011754"
"1228","1","1003","15","10201755","56011755"
"1229","50","0","8","91002","56011755"
"1230","1","1001","15","10201756","56011756"
"1231","1","1002","15","10201757","56011757"
"1232","1","1003","15","10201758","56011758"
"1233","50","0","8","91002","56011758"
"1234","1","1001","15","10201759","56011759"
"1235","1","1002","15","10201760","56011760"
"1236","1","1003","15","10201761","56011761"
"1237","50","0","8","91002","56011761"
"1238","1","1001","15","10201762","56011762"
"1239","1","1002","15","10201763","56011763"
"1240","1","1003","15","10201764","56011764"
"1241","50","0","8","91002","56011764"
"1242","1","1003","15","10201765","56011765"
"1243","100","0","8","91002","56011765"
"1244","1","1001","15","10201766","56011766"
"1245","1","1002","15","10201767","56011767"
"1246","1","1003","15","10201768","56011768"
"1247","50","0","8","91002","56011768"
"1248","1","1001","15","10201769","56011769"
"1249","1","1002","15","10201770","56011770"
"1250","1","1003","15","10201771","56011771"
"1251","50","0","8","91002","56011771"
"1252","1","1001","15","10201772","56011772"
"1253","1","1002","15","10201773","56011773"
"1254","1","1003","15","10201774","56011774"
"1255","50","0","8","91002","56011774"
"1256","1","1003","15","10201775","56011775"
"1257","100","0","8","91002","56011775"
"1258","1","1001","15","10201776","56011776"
"1259","1","1002","15","10201777","56011777"
"1260","1","1003","15","10201778","56011778"
"1261","50","0","8","91002","56011778"
"1262","1","1001","15","10201779","56011779"
"1263","1","1002","15","10201780","56011780"
"1264","1","1003","15","10201781","56011781"
"1265","50","0","8","91002","56011781"
"1266","1","1001","15","10201782","56011782"
"1267","1","1002","15","10201783","56011783"
"1268","1","1003","15","10201784","56011784"
"1269","50","0","8","91002","56011784"
"1270","1","1003","15","10201785","56011785"
"1271","100","0","8","91002","56011785"
"1272","1","1001","15","11601001","51601001"
"1273","1","1002","15","11601002","51601002"
"1274","1","1003","15","11601003","51601003"
"1275","1","1001","15","10201786","56011786"
"1276","1","1002","15","10201787","56011787"
"1277","1","1003","15","10201788","56011788"
"1278","50","0","8","91002","56011788"
"1279","1","1001","15","10201789","56011789"
"1280","1","1002","15","10201790","56011790"
"1281","1","1003","15","10201791","56011791"
"1282","50","0","8","91002","56011791"
"1283","1","1003","15","10201792","56011792"
"1284","100","0","8","91002","56011792"
"1285","1","1001","15","10201793","56011793"
"1286","1","1002","15","10201794","56011794"
"1287","1","1003","15","10201795","56011795"
"1288","50","0","8","91002","56011795"
"1289","1","1001","15","10201796","56011796"
"1290","1","1002","15","10201797","56011797"
"1291","1","1003","15","10201798","56011798"
"1292","50","0","8","91002","56011798"
"1293","1","1003","15","10201799","56011799"
"1294","100","0","8","91002","56011799"
"1295","1","1001","15","10201800","56011800"
"1296","1","1002","15","10201801","56011801"
"1297","1","1003","15","10201802","56011802"
"1298","50","0","8","91002","56011802"
"1299","1","1001","15","10201803","56011803"
"1300","1","1002","15","10201804","56011804"
"1301","1","1003","15","10201805","56011805"
"1302","50","0","8","91002","56011805"
"1303","1","1003","15","10201806","56011806"
"1304","100","0","8","91002","56011806"
"1305","1","1001","15","10201807","56011807"
"1306","1","1002","15","10201808","56011808"
"1307","1","1003","15","10201809","56011809"
"1308","50","0","8","91002","56011809"
"1309","1","1001","15","10201810","56011810"
"1310","1","1002","15","10201811","56011811"
"1311","1","1003","15","10201812","56011812"
"1312","50","0","8","91002","56011812"
"1313","1","1001","15","10201813","56011813"
"1314","1","1002","15","10201814","56011814"
"1315","1","1003","15","10201815","56011815"
"1316","50","0","8","91002","56011815"
"1317","1","1001","15","10201816","56011816"
"1318","1","1002","15","10201817","56011817"
"1319","1","1003","15","10201818","56011818"
"1320","50","0","8","91002","56011818"
"1321","1","1003","15","10201819","56011819"
"1322","100","0","8","91002","56011819"
"1323","1","1001","15","10201820","56011820"
"1324","1","1002","15","10201821","56011821"
"1325","1","1003","15","10201822","56011822"
"1326","50","0","8","91002","56011822"
"1327","1","1001","15","10201823","56011823"
"1328","1","1002","15","10201824","56011824"
"1329","1","1003","15","10201825","56011825"
"1330","50","0","8","91002","56011825"
"1331","1","1001","15","10201826","56011826"
"1332","1","1002","15","10201827","56011827"
"1333","1","1003","15","10201828","56011828"
"1334","50","0","8","91002","56011828"
"1335","1","1001","15","10201829","56011829"
"1336","1","1002","15","10201830","56011830"
"1337","1","1003","15","10201831","56011831"
"1338","50","0","8","91002","56011831"
"1339","1","1001","15","11701001","51701001"
"1340","1","1001","15","10201832","56011832"
"1341","1","1002","15","10201833","56011833"
"1342","1","1003","15","10201834","56011834"
"1343","50","0","8","91002","56011834"
"1344","1","1001","15","10201835","56011835"
"1345","1","1002","15","10201836","56011836"
"1346","1","1003","15","10201837","56011837"
"1347","50","0","8","91002","56011837"
"1348","1","1003","15","10201838","56011838"
"1349","100","0","8","91002","56011838"
"1350","1","1003","15","10201839","56011839"
"1351","100","0","8","91002","56011839"
"1352","1","1003","15","10201840","56011840"
"1353","100","0","8","91002","56011840"
"1354","1","1001","15","10201841","56011841"
"1355","1","1002","15","10201842","56011842"
"1356","1","1003","15","10201843","56011843"
"1357","50","0","8","91002","56011843"
"1358","1","1001","15","10201844","56011844"
"1359","1","1002","15","10201845","56011845"
"1360","1","1003","15","10201846","56011846"
"1361","50","0","8","91002","56011846"
"1362","1","1001","15","10201847","56011847"
"1363","1","1002","15","10201848","56011848"
"1364","1","1003","15","10201849","56011849"
"1365","50","0","8","91002","56011849"
"1366","1","1001","15","10201850","56011850"
"1367","1","1002","15","10201851","56011851"
"1368","1","1003","15","10201852","56011852"
"1369","50","0","8","91002","56011852"
"1370","1","1001","15","10201853","56011853"
"1371","1","1002","15","10201854","56011854"
"1372","1","1003","15","10201855","56011855"
"1373","50","0","8","91002","56011855"
"1374","1","1001","15","10201856","56011856"
"1375","1","1002","15","10201857","56011857"
"1376","1","1003","15","10201858","56011858"
"1377","50","0","8","91002","56011858"
"1378","1","1001","15","10201859","56011859"
"1379","1","1002","15","10201860","56011860"
"1380","1","1003","15","10201861","56011861"
"1381","50","0","8","91002","56011861"
"1382","1","1003","15","10201862","56011862"
"1383","100","0","8","91002","56011862"
"1384","1","1001","15","10201863","56011863"
"1385","1","1002","15","10201864","56011864"
"1386","1","1003","15","10201865","56011865"
"1387","50","0","8","91002","56011865"
"1388","1","1001","15","10201866","56011866"
"1389","1","1002","15","10201867","56011867"
"1390","1","1003","15","10201868","56011868"
"1391","50","0","8","91002","56011868"
"1392","1","1001","15","10201869","56011869"
"1393","1","1002","15","10201870","56011870"
"1394","1","1003","15","10201871","56011871"
"1395","50","0","8","91002","56011871"
"1396","1","1001","15","10201872","56011872"
"1397","1","1002","15","10201873","56011873"
"1398","1","1003","15","10201874","56011874"
"1399","50","0","8","91002","56011874"
"1400","1","1003","15","11801001","51801001"
"1401","1","1001","15","10201875","56011875"
"1402","1","1002","15","10201876","56011876"
"1403","1","1003","15","10201877","56011877"
"1404","50","0","8","91002","56011877"
"1405","1","1001","15","10201878","56011878"
"1406","1","1002","15","10201879","56011879"
"1407","1","1003","15","10201880","56011880"
"1408","50","0","8","91002","56011880"
"1409","1","1001","15","10201881","56011881"
"1410","1","1002","15","10201882","56011882"
"1411","1","1003","15","10201883","56011883"
"1412","50","0","8","91002","56011883"
"1413","1","1001","15","10201884","56011884"
"1414","1","1002","15","10201885","56011885"
"1415","1","1003","15","10201886","56011886"
"1416","50","0","8","91002","56011886"
"1417","1","1001","15","10201887","56011887"
"1418","1","1002","15","10201888","56011888"
"1419","1","1003","15","10201889","56011889"
"1420","50","0","8","91002","56011889"
"1421","1","1001","15","10201890","56011890"
"1422","1","1002","15","10201891","56011891"
"1423","1","1003","15","10201892","56011892"
"1424","50","0","8","91002","56011892"
"1425","1","1001","15","10201893","56011893"
"1426","1","1002","15","10201894","56011894"
"1427","1","1003","15","10201895","56011895"
"1428","50","0","8","91002","56011895"
"1429","1","1001","15","10201896","56011896"
"1430","1","1002","15","10201897","56011897"
"1431","1","1003","15","10201898","56011898"
"1432","50","0","8","91002","56011898"
"1433","1","1003","15","10201899","56011899"
"1434","100","0","8","91002","56011899"
"1435","1","1003","15","10201900","56011900"
"1436","100","0","8","91002","56011900"
"1437","1","1003","15","10201901","56011901"
"1438","100","0","8","91002","56011901"
"1439","1","1001","15","10201902","56011902"
"1440","1","1002","15","10201903","56011903"
"1441","1","1003","15","10201904","56011904"
"1442","50","0","8","91002","56011904"
"1443","1","1001","15","10201905","56011905"
"1444","1","1002","15","10201906","56011906"
"1445","1","1003","15","10201907","56011907"
"1446","50","0","8","91002","56011907"
"1447","1","1001","15","10201908","56011908"
"1448","1","1002","15","10201909","56011909"
"1449","1","1003","15","10201910","56011910"
"1450","50","0","8","91002","56011910"
"1451","1","1001","15","10201911","56011911"
"1452","1","1002","15","10201912","56011912"
"1453","1","1003","15","10201913","56011913"
"1454","50","0","8","91002","56011913"
"1455","1","1001","15","10201914","56011914"
"1456","1","1002","15","10201915","56011915"
"1457","1","1003","15","10201916","56011916"
"1458","50","0","8","91002","56011916"
"1459","1","1003","15","10202019","56012019"
"1460","1","1001","15","10201917","56011917"
"1461","1","1002","15","10201918","56011918"
"1462","1","1003","15","10201919","56011919"
"1463","50","0","8","91002","56011919"
"1464","1","1001","15","10201920","56011920"
"1465","1","1002","15","10201921","56011921"
"1466","1","1003","15","10201922","56011922"
"1467","50","0","8","91002","56011922"
"1468","1","1001","15","10201923","56011923"
"1469","1","1002","15","10201924","56011924"
"1470","1","1003","15","10201925","56011925"
"1471","50","0","8","91002","56011925"
"1472","1","1001","15","10201926","56011926"
"1473","1","1002","15","10201927","56011927"
"1474","1","1003","15","10201928","56011928"
"1475","50","0","8","91002","56011928"
"1476","1","1001","15","10201929","56011929"
"1477","1","1002","15","10201930","56011930"
"1478","1","1003","15","10201931","56011931"
"1479","50","0","8","91002","56011931"
"1480","1","1001","15","10201932","56011932"
"1481","1","1002","15","10201933","56011933"
"1482","1","1003","15","10201934","56011934"
"1483","50","0","8","91002","56011934"
"1484","1","1001","15","10201935","56011935"
"1485","1","1002","15","10201936","56011936"
"1486","1","1003","15","10201937","56011937"
"1487","50","0","8","91002","56011937"
"1488","1","1001","15","10201938","56011938"
"1489","1","1002","15","10201939","56011939"
"1490","1","1003","15","10201940","56011940"
"1491","50","0","8","91002","56011940"
"1492","1","1001","15","10201941","56011941"
"1493","1","1002","15","10201942","56011942"
"1494","1","1003","15","10201943","56011943"
"1495","50","0","8","91002","56011943"
"1496","1","1001","15","10201944","56011944"
"1497","1","1002","15","10201945","56011945"
"1498","1","1003","15","10201946","56011946"
"1499","50","0","8","91002","56011946"
"1500","1","1001","15","10201947","56011947"
"1501","1","1002","15","10201948","56011948"
"1502","1","1003","15","10201949","56011949"
"1503","50","0","8","91002","56011949"
"1504","1","1001","15","10201950","56011950"
"1505","1","1002","15","10201951","56011951"
"1506","1","1003","15","10201952","56011952"
"1507","50","0","8","91002","56011952"
"1508","1","1001","15","10201953","56011953"
"1509","1","1002","15","10201954","56011954"
"1510","1","1003","15","10201955","56011955"
"1511","50","0","8","91002","56011955"
"1512","1","1003","15","10201956","56011956"
"1513","100","0","8","91002","56011956"
"1514","1","1001","15","10201957","56011957"
"1515","1","1002","15","10201958","56011958"
"1516","1","1003","15","10201959","56011959"
"1517","50","0","8","91002","56011959"
"1518","1","1001","15","10201960","56011960"
"1519","1","1002","15","10201961","56011961"
"1520","1","1003","15","10201962","56011962"
"1521","50","0","8","91002","56011962"
"1522","1","1001","15","10201963","56011963"
"1523","1","1002","15","10201964","56011964"
"1524","1","1003","15","10201965","56011965"
"1525","50","0","8","91002","56011965"
"1526","1","1001","15","10201966","56011966"
"1527","1","1002","15","10201967","56011967"
"1528","1","1003","15","10201968","56011968"
"1529","50","0","8","91002","56011968"
"1530","1","1001","15","10201969","56011969"
"1531","1","1002","15","10201970","56011970"
"1532","1","1003","15","10201971","56011971"
"1533","50","0","8","91002","56011971"
"1534","1","1001","15","10201972","56011972"
"1535","1","1002","15","10201973","56011973"
"1536","1","1003","15","10201974","56011974"
"1537","50","0","8","91002","56011974"
"1538","1","1003","15","10202022","56012022"
"1539","1","1001","15","10201975","56011975"
"1540","1","1002","15","10201976","56011976"
"1541","1","1003","15","10201977","56011977"
"1542","50","0","8","91002","56011977"
"1543","1","1001","15","10201978","56011978"
"1544","1","1002","15","10201979","56011979"
"1545","1","1003","15","10201980","56011980"
"1546","50","0","8","91002","56011980"
"1547","1","1001","15","10201981","56011981"
"1548","1","1002","15","10201982","56011982"
"1549","1","1003","15","10201983","56011983"
"1550","50","0","8","91002","56011983"
"1551","1","1001","15","10201984","56011984"
"1552","1","1002","15","10201985","56011985"
"1553","1","1003","15","10201986","56011986"
"1554","50","0","8","91002","56011986"
