7b57efa79541fbf7130b5c3930474d023351ca3776f2ec3ad87e0b8a60e5be8f,9f50129995039fc3a9662cbd17df392b4dbe3fcbfb6d97c50304f8f8b670ed17,3a4d4e1cf99cbc96df07d0673407646b449ab0446a435e301f78a87977ea6187,fbde344906f99b67c74e305135093178bd4ab441938b7fc73cd88cc19e037bd8,187f4264fd81cd4ad6c6b5e34ecbf372331eea7d0d0ab2494c41a080e4959130,7fb34218cdcc1152e68b83256e19ebcd0d65caad2bf75a3f7627fe477ad1f05d,301fca8a4adee96960a2f88bff7747963957aec8e6e2269590c344ea26abaa10,459748a50fe8b3d59cfc1496661e73d7ed57113e7ae3385f0119c8dad8fb7a72,0b54452c9f5ad2638da6dd8d77357122dfbe63163af771bae8bb04f7e237d179,1ad8ba57db2a120bb8c03b996fe8dac3bc41d36b0ecea9645199a52bd2c83c10,ae2adfe4cd8b4073bdb226e84a9a0cfc7576c503da2156195a6cc9243afb48ef
"","","106711","","","13","13111","","13111009","","300"
"0","","25","0","","31","13111","1","13111010","1","25"
"0","","30","0","","31","13111","1","13111011","0","30"
"0","","15","0","","31","13111","1","13111012","0","15"
"0","","500","0","","31","13111","1","13111013","1","500"
"0","","106611","","","3","13111","0","13111014","0.2","wac_paint_31"
"0","","111","","","3","13111","0","13111015","0.2","wac_paint_33"
"0","","106711","","","3","13111","0","13111016","0.2","wac_paint_bot_41"
"0","","112","","","3","13111","0","13111017","0.2","wac_paint_46"
"0","","106511","","","3","13111","0","13111018","0.2","wac_paint_bot_51"
"0","","113","","","3","13111","0","13111019","0.2","wac_paint_bot_58"
"","","0","","","93","13111","","13111020","","0"
"","","15","","","32","13111","","13111021","","1"
"0","","se_common","","","23","13111","","13111022","","se_sys_login_birthday_calendar_smallbrush"
"","","1","","","131","13111","","13111023","",""
"1","","106511","","","3","13112","","13112001","0","wac_idle_smile"
"1","","106611","","","3","13112","","13112002","0","wac_idle_doya_L"
"1","","106711","","","3","13112","","13112003","0","wac_idle_smile"
"1","","111","","","3","13112","","13112004","0","wac_no_items"
"1","","112","","","3","13112","","13112005","0","wac_no_items"
"1","","113","","","3","13112","","13112006","0","wac_no_items"
"-335","","106511","0","","2","13112","","13112007","","190"
"-360","","106611","0","","2","13112","","13112008","","-190"
"-360","","106711","0","","2","13112","","13112009","","350"
"-335","","111","0","","2","13112","","13112010","","190"
"-360","","112","0","","2","13112","","13112011","","-190"
"-360","","113","0","","2","13112","","13112012","","350"
"","","25","","","32","13112","","13112013","","0"
"","","30","","","32","13112","","13112014","","1"
"","","15","","","32","13112","","13112015","","0"
"0","","106511","wac_talk_smile_loop","","3","13112","1","13112016","0.2","wac_talk_smile_in"
"0","","vo_wac_220625","0","","21","13112","","13112017","","vo_wac_220625_000"
"10","0","106511","1","0.5","11","13112","1","13112018","0","好。大概就這樣吧？\n希望這裡總有一天\n也會成為蘭德索爾的名勝之一。"
"","","0","","","91","13112","","13112019","",""
"1","","106511","","","3","13112","1","13112020","0.2","wac_idle_smile"
"0","","106711","wac_talk_smile_loop","","3","13112","1","13112021","0.2","wac_talk_smile_in"
"0","","vo_wac_220625","0","","21","13112","","13112022","","vo_wac_220625_001"
"10","0","106711","1","0.5","11","13112","1","13112023","0","到那時，就再拜託嘉夜來\n擔任導遊吧？"
"","","0","","","91","13112","","13112024","",""
"1","","106711","","","3","13112","1","13112025","0.2","wac_idle_smile"
"0","","106611","wac_talk_doya_loop_L","","3","13112","1","13112026","0.2","wac_talk_doya_in_L"
"0","","vo_wac_220625","0","","21","13112","","13112027","","vo_wac_220625_002"
"10","0","106611","1","0.5","11","13112","1","13112028","0","那也造個我的雕像\n當成名勝吧！\nBig Boss祈梨大人的雕像\n正與蘭德索爾相得益彰！"
"","","0","","","91","13112","","13112029","",""
"","","0","","","22","13112","","13112030","","0"
"","","","","","111","13112","","13112031","",""
"1","","106511","","","3","13113","","13113001","0.2","wac_idle_smile"
"1","","106611","","","3","13113","","13113002","0.2","wac_idle_doya_L"
"1","","106711","","","3","13113","","13113003","0.2","wac_idle_smile"
"1","","111","","","3","13113","","13113004","0.2","wac_no_items"
"1","","112","","","3","13113","","13113005","0.2","wac_no_items"
"1","","113","","","3","13113","","13113006","0.2","wac_no_items"
"-335","","106511","0","","2","13113","","13113007","","190"
"-360","","106611","0","","2","13113","","13113008","","-190"
"-360","","106711","0","","2","13113","","13113009","","350"
"-335","","111","0","","2","13113","","13113010","","190"
"-360","","112","0","","2","13113","","13113011","","-190"
"-360","","113","0","","2","13113","","13113012","","350"
"","","25","","","32","13113","","13113013","","0"
"","","30","","","32","13113","","13113014","","1"
"","","15","","","32","13113","","13113015","","0"
"","","0","","","91","13113","","13113016","",""
"202","0","1","-108","wac_default_11","1","13211","-213","13211001","2","106611"
"201","0","1","-108","wac_default_12","5","13211","-213","13211002","2","111"
"0","","21","0","","31","13211","1","13211003","1","21"
"0","","22","0","","31","13211","1","13211004","0","22"
"0","","11","0","","31","13211","1","13211005","0","11"
"0","","500","0","","31","13211","1","13211006","1","500"
"0","","106611","","","3","13211","0","13211007","0.2","wac_paint_11"
"0","","111","","","3","13211","0","13211008","0.2","wac_paint_12"
"","","0.3","","","93","13211","","13211009","","0"
"","","11","","","32","13211","","13211010","","1"
"0","","se_10035700","","","23","13211","","13211011","","se_10035700_roller"
"","","106611","","","13","13211","","13211012","","300"
"","","1","","","131","13211","","13211013","",""
"0","","106611","wac_talk_doya_loop","","3","13212","1","13212001","0.2","wac_talk_doya_in"
"1","","111","","","3","13212","","13212002","0.2","wac_no_items"
"-340","","106611","0","","2","13212","","13212003","","200"
"-340","","111","0","","2","13212","","13212004","","200"
"","","21","","","32","13212","","13212005","","0"
"","","22","","","32","13212","","13212006","","1"
"","","11","","","32","13212","","13212007","","0"
"0","","vo_wac_220626","0","","21","13212","","13212008","","vo_wac_220626_000"
"10","0","106611","1","0.5","11","13212","1","13212009","0","大功告成！\n嗯，連我自己都覺得是傑作呢。\n我的才能真是驚人啊！"
"","","0","","","91","13212","","13212010","",""
"0","","vo_wac_220626","0","","21","13212","","13212011","","vo_wac_220626_001"
"10","0","106611","1","0.5","11","13212","1","13212012","0","呼──要是幫派的工作\n也能像這樣\n順利地進行就好了……\n我會大顯身手的，以下剋上！"
"","","0","","","91","13212","","13212013","",""
"","","0","","","22","13212","","13212014","","0"
"1","","106611","","","3","13213","","13213001","0.2","wac_idle_doya"
"1","","111","","","3","13213","","13213002","0.2","wac_no_items"
"-340","","106611","0","","2","13213","","13213003","","200"
"-340","","111","0","","2","13213","","13213004","","200"
"","","21","","","32","13213","","13213005","","0"
"","","22","","","32","13213","","13213006","","1"
"","","11","","","32","13213","","13213007","","0"
"","","0","","","91","13213","","13213008","",""
"202","0","1","-108","wac_default_01","1","13311","-213","13311001","2","106711"
"201","0","1","-108","wac_default_02","5","13311","-213","13311002","2","111"
"0","","21","0","","31","13311","1","13311003","1","21"
"0","","22","0","","31","13311","1","13311004","0","22"
"0","","11","0","","31","13311","1","13311005","0","11"
"0","","500","0","","31","13311","1","13311006","1","500"
"0","","106711","","","3","13311","0","13311007","0.2","wac_paint_01"
"0","","111","","","3","13311","0","13311008","0.2","wac_paint_02"
"","","0","","","93","13311","","13311009","","0"
"","","11","","","32","13311","","13311010","","1"
"0","","se_10035700","","","23","13311","","13311011","","se_10035700_brush"
"","","106711","","","13","13311","","13311012","","300"
"","","1","","","131","13311","","13311013","",""
"0","","106711","wac_talk_smile_loop","","3","13312","1","13312001","0.2","wac_talk_smile_in"
"1","","111","","","3","13312","","13312002","0.2","wac_no_items"
"-340","","106711","0","","2","13312","","13312003","","200"
"-340","","111","0","","2","13312","","13312004","","200"
"","","21","","","32","13312","","13312005","","0"
"","","22","","","32","13312","","13312006","","1"
"","","11","","","32","13312","","13312007","","0"
"0","","vo_wac_220627","0","","21","13312","","13312008","","vo_wac_220627_000"
"10","0","106711","1","0.5","11","13312","1","13312009","0","好，完成了──☆\n嗯嗯，這次\n成品也相當不錯呢？"
"","","0","","","91","13312","","13312010","",""
"0","","vo_wac_220627","0","","21","13312","","13312011","","vo_wac_220627_001"
"10","0","106711","1","0.5","11","13312","1","13312012","0","啊，但我很會畫畫這件事，\n要向祈梨保密唷？\n因為這樣一定比較有趣嘛～♪"
"","","0","","","91","13312","","13312013","",""
"","","0","","","22","13312","","13312014","","0"
"1","","106711","","","3","13313","","13313001","0.2","wac_idle_smile"
"1","","111","","","3","13313","","13313002","0.2","wac_no_items"
"-340","","106711","0","","2","13313","","13313003","","200"
"-340","","111","0","","2","13313","","13313004","","200"
"","","21","","","32","13313","","13313005","","0"
"","","22","","","32","13313","","13313006","","1"
"","","11","","","32","13313","","13313007","","0"
"","","0","","","91","13313","","13313008","",""
"202","0","1","-108","wac_default_01","1","13411","-213","13411001","2","101511"
"201","0","1","-108","wac_default_02","5","13411","-213","13411002","2","111"
"0","","21","0","","31","13411","1","13411003","1","21"
"0","","22","0","","31","13411","1","13411004","0","22"
"0","","11","0","","31","13411","1","13411005","0","11"
"0","","500","0","","31","13411","1","13411006","1","500"
"0","","101511","","","3","13411","0","13411007","0.2","wac_paint_01"
"0","","111","","","3","13411","0","13411008","0.2","wac_paint_02"
"","","0","","","93","13411","","13411009","","0"
"","","11","","","32","13411","","13411010","","1"
"0","","se_10035700","","","23","13411","","13411011","","se_10035700_brush"
"","","101511","","","13","13411","","13411012","","300"
"","","1","","","131","13411","","13411013","",""
"0","","101511","wac_talk_smile_loop","","3","13412","1","13412001","0.2","wac_talk_smile_in"
"1","","111","","","3","13412","","13412002","0.2","wac_no_items"
"-340","","101511","0","","2","13412","","13412003","","200"
"-340","","111","0","","2","13412","","13412004","","200"
"","","21","","","32","13412","","13412005","","0"
"","","22","","","32","13412","","13412006","","1"
"","","11","","","32","13412","","13412007","","0"
"0","","vo_wac_220628","0","","21","13412","","13412008","","vo_wac_220628_000"
"10","0","101511","1","0.5","11","13412","1","13412009","0","呵呵，今天也充分地畫了圖呢。\n和大家一起畫畫\n真的很開心呢。"
"","","0","","","91","13412","","13412010","",""
"0","","vo_wac_220628","0","","21","13412","","13412011","","vo_wac_220628_001"
"10","0","101511","1","0.5","11","13412","1","13412012","0","明天就帶孩子們\n到戶外畫圖好了。\n大家一定會很高興的♪"
"","","0","","","91","13412","","13412013","",""
"","","0","","","22","13412","","13412014","","0"
"1","","101511","","","3","13413","","13413001","0.2","wac_idle_smile"
"1","","111","","","3","13413","","13413002","0.2","wac_no_items"
"-340","","101511","0","","2","13413","","13413003","","200"
"-340","","111","0","","2","13413","","13413004","","200"
"","","21","","","32","13413","","13413005","","0"
"","","22","","","32","13413","","13413006","","1"
"","","11","","","32","13413","","13413007","","0"
"","","0","","","91","13413","","13413008","",""
"202","0","1","-108","wac_default_11","1","13511","-213","13511001","2","101211"
"201","0","1","-108","wac_default_12","5","13511","-213","13511002","2","111"
"0","","21","0","","31","13511","1","13511003","1","21"
"0","","22","0","","31","13511","1","13511004","0","22"
"0","","11","0","","31","13511","1","13511005","0","11"
"0","","500","0","","31","13511","1","13511006","1","500"
"0","","101211","","","3","13511","0","13511007","0.2","wac_paint_11"
"0","","111","","","3","13511","0","13511008","0.2","wac_paint_12"
"","","0.3","","","93","13511","","13511009","","0"
"","","11","","","32","13511","","13511010","","1"
"0","","se_10035700","","","23","13511","","13511011","","se_10035700_roller"
"","","101211","","","13","13511","","13511012","","300"
"","","1","","","131","13511","","13511013","",""
"0","","101211","wac_talk_smile_loop","","3","13512","1","13512001","0.2","wac_talk_smile_in"
"1","","111","","","3","13512","","13512002","0.2","wac_no_items"
"-340","","101211","0","","2","13512","","13512003","","200"
"-340","","111","0","","2","13512","","13512004","","200"
"","","21","","","32","13512","","13512005","","0"
"","","22","","","32","13512","","13512006","","1"
"","","11","","","32","13512","","13512007","","0"
"0","","vo_wac_220629","0","","21","13512","","13512008","","vo_wac_220629_000"
"10","0","101211","1","0.5","11","13512","1","13512009","0","呼……終於完成了～♪\n今天附近有人，\n所以不能使用超能力，\n超辛苦的……"
"","","0","","","91","13512","","13512010","",""
"0","","vo_wac_220629","0","","21","13512","","13512011","","vo_wac_220629_001"
"10","0","101211","1","0.5","11","13512","1","13512012","0","小栞也一樣辛苦嗎？\n對了！下次帶慰勞品\n去給她吧～♪"
"","","0","","","91","13512","","13512013","",""
"","","0","","","22","13512","","13512014","","0"
"1","","101211","","","3","13513","","13513001","0.2","wac_idle_smile"
"1","","111","","","3","13513","","13513002","0.2","wac_no_items"
"-340","","101211","0","","2","13513","","13513003","","200"
"-340","","111","0","","2","13513","","13513004","","200"
"","","21","","","32","13513","","13513005","","0"
"","","22","","","32","13513","","13513006","","1"
"","","11","","","32","13513","","13513007","","0"
"","","0","","","91","13513","","13513008","",""
"202","0","1","-108","wac_default_01","1","13611","-212.75","13611001","2","104011"
"201","0","1","-108","wac_default_02","5","13611","-212.75","13611002","2","111"
"0","","21","0","","31","13611","1","13611003","1","21"
"0","","30","0","","31","13611","1","13611004","0","30"
"0","","11","0","","31","13611","1","13611005","0","11"
"0","","500","0","","31","13611","1","13611006","1","500"
"0","","14","0","","31","13611","1","13611007","0","14"
"0","","18","0","","31","13611","1","13611008","0","18"
"0","","104011","","","3","13611","0","13611009","0.2","wac_paint_01"
"0","","111","","","3","13611","0","13611010","0.2","wac_paint_02"
"","","0","","","93","13611","","13611011","","0"
"","","11","","","32","13611","","13611012","","1"
"0","","se_10035700","","","23","13611","","13611013","","se_10035700_brush"
"","","104011","","","13","13611","","13611014","","300"
"","","1","","","131","13611","","13611015","",""
"0","","104011","wac_talk_sad_loop","","3","13612","1","13612001","0.2","wac_talk_sad_in"
"1","","111","","","3","13612","","13612002","0.2","wac_no_items"
"-340","","104011","0","","2","13612","","13612003","","395"
"-340","","111","0","","2","13612","","13612004","","395"
"","","21","","","32","13612","","13612005","","0"
"","","30","","","32","13612","","13612006","","1"
"","","11","","","32","13612","","13612007","","0"
"","","14","","","32","13612","","13612008","","1"
"","","18","","","32","13612","","13612009","","1"
"","","1.8","","","93","13612","","13612010","","0"
"0","","vo_wac_220630","0","","21","13612","","13612011","","vo_wac_220630_000"
"10","0","104011","1","0.5","11","13612","1","13612012","0","我的注意力跟打工時\n差不多集中呢……\n難道說畫圖\n很適合邊緣人？"
"","","0","","","91","13612","","13612013","",""
"0","","vo_wac_220630","0","","21","13612","","13612014","","vo_wac_220630_001"
"10","0","104011","1","0.5","11","13612","1","13612015","0","照這個步調努力下去，或許就能\n讓世人了解邊緣人也能派上用場，\n進而交到朋友！？\n嗯，不可能的吧……"
"","","0","","","91","13612","","13612016","",""
"","","0","","","22","13612","","13612017","","0"
"1","","104011","","","3","13613","","13613001","0.2","wac_idle_sad"
"1","","111","","","3","13613","","13613002","0.2","wac_no_items"
"-340","","104011","0","","2","13613","","13613003","","395"
"-340","","111","0","","2","13613","","13613004","","395"
"","","21","","","32","13613","","13613005","","0"
"","","30","","","32","13613","","13613006","","1"
"","","11","","","32","13613","","13613007","","0"
"","","14","","","32","13613","","13613008","","0"
"","","18","","","32","13613","","13613009","","1"
"","","0","","","91","13613","","13613010","",""
"202","0","1","-108","wac_default_01","1","13711","-213","13711001","2","105611"
"201","0","1","-108","wac_default_03","5","13711","-213","13711002","2","111"
"0","","21","0","","31","13711","1","13711003","1","21"
"0","","54","0","","31","13711","1","13711004","0","54"
"0","","11","0","","31","13711","1","13711005","0","11"
"0","","501","0","","31","13711","1","13711006","1","501"
"0","","105611","","","3","13711","0","13711007","0.2","wac_paint_01"
"0","","111","","","3","13711","0","13711008","0.2","wac_paint_03"
"","","0","","","93","13711","","13711009","","0"
"","","11","","","32","13711","","13711010","","1"
"0","","se_10035700","","","23","13711","","13711011","","se_10035700_brush"
"","","105611","","","13","13711","","13711012","","300"
"","","1","","","131","13711","","13711013","",""
"0","","105611","wac_talk_doya_loop","","3","13712","1","13712001","0.2","wac_talk_doya_in"
"1","","111","","","3","13712","","13712002","0.2","wac_no_items"
"-340","","105611","0","","2","13712","","13712003","","200"
"-340","","111","0","","2","13712","","13712004","","200"
"","","21","","","32","13712","","13712005","","0"
"","","54","","","32","13712","","13712006","","1"
"","","11","","","32","13712","","13712007","","0"
"0","","vo_wac_220701","0","","21","13712","","13712008","","vo_wac_220701_000"
"10","0","105611","1","0.5","11","13712","1","13712009","0","全心集中於每一筆！……呼。\n嗯，就我來說\n成果相當不錯嘛。"
"","","0","","","91","13712","","13712010","",""
"0","","vo_wac_220701","0","","21","13712","","13712011","","vo_wac_220701_001"
"10","0","105611","1","0.5","11","13712","1","13712012","0","而且畫圖似乎也很適合\n培養集中力。\n感覺也能提升劍技本領，\n真是一舉兩得。"
"","","0","","","91","13712","","13712013","",""
"","","0","","","22","13712","","13712014","","0"
"1","","105611","","","3","13713","","13713001","0.2","wac_idle_doya"
"1","","111","","","3","13713","","13713002","0.2","wac_no_items"
"-340","","105611","0","","2","13713","","13713003","","200"
"-340","","111","0","","2","13713","","13713004","","200"
"","","21","","","32","13713","","13713005","","0"
"","","54","","","32","13713","","13713006","","1"
"","","11","","","32","13713","","13713007","","0"
"","","0","","","91","13713","","13713008","",""
"202","0","1","-108","wac_default_01","1","13811","-213","13811001","2","105111"
"201","0","1","-108","wac_default_01","5","13811","-213","13811002","2","111"
"0","","21","0","","31","13811","1","13811003","1","21"
"0","","54","0","","31","13811","1","13811004","0","54"
"0","","11","0","","31","13811","1","13811005","0","11"
"0","","501","0","","31","13811","1","13811006","1","501"
"0","","105111","","","3","13811","0","13811007","0.2","wac_paint_01"
"0","","111","","","3","13811","0","13811008","0.2","wac_paint_01"
"","","0","","","93","13811","","13811009","","0"
"","","11","","","32","13811","","13811010","","1"
"0","","se_10035700","","","23","13811","","13811011","","se_10035700_brush"
"","","105111","","","13","13811","","13811012","","300"
"","","1","","","131","13811","","13811013","",""
"0","","105111","wac_talk_wish_loop","","3","13812","1","13812001","0.2","wac_talk_wish_in"
"1","","111","","","3","13812","","13812002","0.2","wac_no_items"
"-340","","105111","0","","2","13812","","13812003","","200"
"-340","","111","0","","2","13812","","13812004","","200"
"","","21","","","32","13812","","13812005","","0"
"","","54","","","32","13812","","13812006","","1"
"","","11","","","32","13812","","13812007","","0"
"0","","vo_wac_220702","0","","21","13812","","13812008","","vo_wac_220702_000"
"10","0","105111","1","0.5","11","13812","1","13812009","0","好，完成～♪\n呵呵，意外地畫得很好呢。\n雖然我幾乎沒有畫圖的經驗……"
"","","0","","","91","13812","","13812010","",""
"1","","105111","","","3","13812","","13812011","0.2","wac_talk_smile_loop"
"0","","vo_wac_220702","0","","21","13812","","13812012","","vo_wac_220702_001"
"10","0","105111","1","0.5","11","13812","1","13812013","0","仔細想想，這比擺弄人體\n還要簡單呢。\n感覺越來越愉快了。\n下次再多玩一點吧？"
"","","0","","","91","13812","","13812014","",""
"","","0","","","22","13812","","13812015","","0"
"1","","105111","","","3","13813","","13813001","0.2","wac_idle_smile"
"1","","111","","","3","13813","","13813002","0.2","wac_no_items"
"-340","","105111","0","","2","13813","","13813003","","200"
"-340","","111","0","","2","13813","","13813004","","200"
"","","21","","","32","13813","","13813005","","0"
"","","54","","","32","13813","","13813006","","1"
"","","11","","","32","13813","","13813007","","0"
"","","0","","","91","13813","","13813008","",""
"202","0","1","-108","wac_default_bot_21","1","13911","-325","13911001","2","102711"
"201","0","1","-108","wac_default_bot_26","5","13911","-325","13911002","2","111"
"0","","56","0","","31","13911","1","13911003","1","56"
"0","","54","0","","31","13911","1","13911004","0","54"
"0","","13","0","","31","13911","1","13911005","0","13"
"0","","501","0","","31","13911","1","13911006","1","501"
"0","","102711","","","3","13911","0","13911007","0.2","wac_paint_bot_21"
"0","","111","","","3","13911","0","13911008","0.2","wac_paint_bot_26"
"","","0","","","93","13911","","13911009","","0"
"","","13","","","32","13911","","13911010","","1"
"0","","se_common","","","23","13911","","13911011","","se_sys_login_birthday_calendar_brush"
"","","102711","","","13","13911","","13911012","","300"
"","","1","","","131","13911","","13911013","",""
"0","","102711","wac_talk_smile_loop","","3","13912","1","13912001","0.2","wac_talk_smile_in"
"1","","111","","","3","13912","","13912002","0.2","wac_no_items"
"-340","","102711","0","","2","13912","","13912003","","200"
"-340","","111","0","","2","13912","","13912004","","200"
"","","56","","","32","13912","","13912005","","0"
"","","54","","","32","13912","","13912006","","1"
"","","13","","","32","13912","","13912007","","0"
"0","","vo_wac_220703","0","","21","13912","","13912008","","vo_wac_220703_000"
"10","0","102711","1","0.5","11","13912","1","13912009","0","嘻嘻……為了那位大人，\n我在畫圖時灌注了愛……♪\n真是完美的傑作……"
"","","0","","","91","13912","","13912010","",""
"1","","102711","","","3","13912","","13912011","0.2","wac_talk_wish_loop"
"0","","vo_wac_220703","0","","21","13912","","13912012","","vo_wac_220703_001"
"10","0","102711","1","0.5","11","13912","1","13912013","0","無論是那位大人喜歡的顏色以及筆觸，\n我事前就做了一切調查……\n等不及要\n讓他欣賞了……♪"
"","","0","","","91","13912","","13912014","",""
"","","0","","","22","13912","","13912015","","0"
"1","","102711","","","3","13913","","13913001","0.2","wac_idle_wish"
"1","","111","","","3","13913","","13913002","0.2","wac_no_items"
"-340","","102711","0","","2","13913","","13913003","","200"
"-340","","111","0","","2","13913","","13913004","","200"
"","","56","","","32","13913","","13913005","","0"
"","","54","","","32","13913","","13913006","","1"
"","","13","","","32","13913","","13913007","","0"
"","","0","","","91","13913","","13913008","",""
"202","0","1","-108","wac_default_bot_21","1","14011","-325","14011001","2","101311"
"201","0","1","-108","wac_default_bot_22","5","14011","-325","14011002","2","111"
"0","","56","0","","31","14011","1","14011003","1","56"
"0","","54","0","","31","14011","1","14011004","0","54"
"0","","13","0","","31","14011","1","14011005","0","13"
"0","","501","0","","31","14011","1","14011006","1","501"
"0","","101311","","","3","14011","0","14011007","0.2","wac_paint_bot_21"
"0","","111","","","3","14011","0","14011008","0.2","wac_paint_bot_22"
"","","0","","","93","14011","","14011009","","0"
"","","13","","","32","14011","","14011010","","1"
"0","","se_common","","","23","14011","","14011011","","se_sys_login_birthday_calendar_brush"
"","","101311","","","13","14011","","14011012","","300"
"","","1","","","131","14011","","14011013","",""
"0","","101311","wac_talk_kyapi_loop","","3","14012","1","14012001","0.2","wac_talk_kyapi_in"
"1","","111","","","3","14012","","14012002","0.2","wac_no_items"
"-340","","101311","0","","2","14012","","14012003","","200"
"-340","","111","0","","2","14012","","14012004","","200"
"","","56","","","32","14012","","14012005","","0"
"","","54","","","32","14012","","14012006","","1"
"","","13","","","32","14012","","14012007","","0"
"0","","vo_wac_220704","0","","21","14012","","14012008","","vo_wac_220704_000"
"10","0","101311","1","0.5","11","14012","1","14012009","0","哼、哼、哼～！\n關於二次元的事，\n沒人能比得過我～！"
"","","0","","","91","14012","","14012010","",""
"0","","vo_wac_220704","0","","21","14012","","14012011","","vo_wac_220704_001"
"10","0","101311","1","0.5","11","14012","1","14012012","0","嗯，就我來說做得很好！\n這就是真正的牆邊大手社團……\n開玩笑的，不是啦！"
"","","0","","","91","14012","","14012013","",""
"","","0","","","22","14012","","14012014","","0"
"1","","101311","","","3","14013","","14013001","0.2","wac_idle_kyapi"
"1","","111","","","3","14013","","14013002","0.2","wac_no_items"
"-340","","101311","0","","2","14013","","14013003","","200"
"-340","","111","0","","2","14013","","14013004","","200"
"","","56","","","32","14013","","14013005","","0"
"","","54","","","32","14013","","14013006","","1"
"","","13","","","32","14013","","14013007","","0"
"","","0","","","91","14013","","14013008","",""
"202","0","1","-167","wac_default_31","1","14111","-85","14111001","2","105111"
"252","0","1","-64","wac_default_41","1","14111","-211","14111002","2","101311"
"204","0","1","230","wac_default_51","1","14111","-211","14111003","2","100911"
"256","0","1","-330","wac_default_bot_81","1","14111","-350","14111004","2","105611"
"259","0","1","340","wac_default_bot_91","1","14111","-350","14111005","2","102711"
"201","0","1","-167","wac_default_32","5","14111","-85","14111006","2","111"
"251","0","1","-64","wac_default_41","5","14111","-211","14111007","2","112"
"203","0","1","230","wac_default_52","5","14111","-211","14111008","2","113"
"255","0","1","-330","wac_default_82","5","14111","-350","14111009","2","114"
"258","0","1","340","wac_default_98","5","14111","-350","14111010","2","115"
"","","105611","","","13","14111","","14111011","","300"
"","","102711","","","13","14111","","14111012","","300"
"","","100911","","","13","14111","","14111013","","300"
"","","105111","","","13","14111","","14111014","","300"
"","","101311","","","13","14111","","14111015","","300"
"0","","55","0","","31","14111","1","14111016","1","55"
"0","","16","0","","31","14111","1","14111017","0","16"
"0","","501","0","","31","14111","1","14111018","1","501"
"0","","105111","","","3","14111","0","14111019","0.2","wac_paint_31"
"0","","111","","","3","14111","0","14111020","0.2","wac_paint_32"
"0","","101311","","","3","14111","0","14111021","0.2","wac_paint_41"
"0","","112","","","3","14111","0","14111022","0.2","wac_paint_41"
"0","","100911","","","3","14111","0","14111023","0.2","wac_paint_51"
"0","","113","","","3","14111","0","14111024","0.2","wac_paint_52"
"0","","105611","","","3","14111","0","14111025","0.2","wac_paint_bot_81"
"0","","114","","","3","14111","0","14111026","0.2","wac_paint_82"
"0","","102711","","","3","14111","0","14111027","0.2","wac_paint_bot_91"
"0","","115","","","3","14111","0","14111028","0.2","wac_paint_98"
"","","0","","","93","14111","","14111029","","0"
"","","16","","","32","14111","","14111030","","1"
"0","","se_common","","","23","14111","","14111031","","se_sys_login_birthday_calendar_smallbrush"
"","","1","","","131","14111","","14111032","",""
"1","","105611","","","3","14112","","14112001","0","wac_idle_smile_L"
"1","","102711","","","3","14112","","14112002","0","wac_idle_smile_L"
"1","","100911","","","3","14112","","14112003","0","wac_idle_smile"
"1","","105111","","","3","14112","","14112004","0","wac_idle_doya"
"1","","101311","","","3","14112","","14112005","0","wac_idle_wish"
"1","","111","","","3","14112","","14112006","0","wac_no_items"
"1","","112","","","3","14112","","14112007","0","wac_no_items"
"1","","113","","","3","14112","","14112008","0","wac_no_items"
"1","","114","","","3","14112","","14112009","0","wac_no_items"
"1","","115","","","3","14112","","14112010","0","wac_no_items"
"-335","","105611","0","","2","14112","","14112011","","-190"
"-360","","102711","0","","2","14112","","14112012","","-335"
"-360","","100911","0","","2","14112","","14112013","","190"
"-335","","105111","0","","2","14112","","14112014","","350"
"-360","","101311","0","","2","14112","","14112015","","500"
"-335","","111","0","","2","14112","","14112016","","-190"
"-360","","112","0","","2","14112","","14112017","","-335"
"-360","","113","0","","2","14112","","14112018","","190"
"-335","","114","0","","2","14112","","14112019","","350"
"-360","","115","0","","2","14112","","14112020","","500"
"","","55","","","32","14112","","14112021","","0"
"","","16","","","32","14112","","14112022","","0"
"0","","101311","wac_talk_wish_loop","","3","14112","1","14112023","0.2","wac_talk_wish_in"
"0","","vo_wac_220705","0","","21","14112","","14112024","","vo_wac_220705_000"
"10","0","101311","1","0.5","11","14112","1","14112025","0","成功了！這麼一來就完成了～！\n嗯～無論是用色還是筆觸，\n這次成果也非常出色呢～！"
"","","0","","","91","14112","","14112026","",""
"1","","101311","","","3","14112","1","14112027","0.2","wac_idle_wish"
"0","","105611","wac_talk_smile_loop_L","","3","14112","1","14112028","0.2","wac_talk_smile_in_L"
"0","","vo_wac_220705","0","","21","14112","","14112029","","vo_wac_220705_001"
"10","0","105611","1","0.5","11","14112","1","14112030","0","很棒、很棒。\n好了，既然畫也完成了，\n和大家一起快速收拾好，\n去吃飯吧。"
"","","0","","","91","14112","","14112031","",""
"1","","105611","","","3","14112","1","14112032","0.2","wac_idle_smile_L"
"0","","105111","wac_talk_doya_loop","","3","14112","1","14112033","0.2","wac_talk_doya_in"
"0","","vo_wac_220705","0","","21","14112","","14112034","","vo_wac_220705_002"
"10","0","105111","1","0.5","11","14112","1","14112035","0","哎呀？不過……\n東西好像都收完了耶？\n嗯哼哼，到底是哪來的「好孩子」\n收好的呢～？"
"","","0","","","91","14112","","14112036","",""
