2641effbc48c643ed0714f0f2a8869f020574e227d6f5b279cf844ac727c35c8,99582fc97cdb333df64d5f501d41d1143655e775864fa55e936f867b7243e17d,983a017821d48ebb53226c7374ff71bf1663130eafa7524ee8ae3ccd4053e38d,ffdc098f37d4bb0291ef980931f3e6b17cff6977b7efe92ccff6deea187473ae,ad6b7d9cbcf20553f814eeff51fcdd2cff8142dba2897f02ceb589eab5b72992,8d6fa06bf8cad42251c34e60218c75d8fe8227b976eff56b234b10a551ab4a70,d93bf23941aeedbaf44885849f395c29820dce4a8f153cdc07feebd4f7ece83b
"禊美美鏡華（花凜對話用）","0","118501001","0","30157","0","380801001"
"雪菲（新年）（花凜對話用）","0","118501001","0","30158","0","320701001"
"伊莉亞（新年）（花凜對話用）","0","118501001","0","30159","0","320901001"
"貪吃佩可（超載）（花凜對話用）","0","118501001","0","30160","0","321001001"
"拉比林斯達（超載）（花凜對話用）","0","118501001","0","30161","0","321201001"
"優妮（聖學祭）（花凜對話用）","0","118501001","0","30162","0","316401001"
"凱留（超載）（花凜對話用）","0","118501001","0","30163","0","321101001"
"胡桃（舞台）（花凜對話用）","0","118501001","0","30164","0","321301001"
"美咲（舞台）（花凜對話用）","0","118501001","0","30165","0","321401001"
"步未（怪盜）（花凜對話用）","0","118501001","0","30166","0","321501001"
"祈梨（怪盜）（花凜對話用）","0","118501001","0","30167","0","321601001"
"忍（海盜）（花凜對話用）","0","118501001","0","30168","0","322001001"
"杏奈（海盜）（花凜對話用）","0","118501001","0","30169","0","321901001"
"碧（露營）（花凜對話用）","0","118501001","0","30170","0","322101001"
"優花梨（露營）（花凜對話用）","0","118501001","0","30171","0","322201001"
"怜（夏日）（花凜對話用）","0","118501001","0","30172","0","322501001"
"日和（夏日）（花凜對話用）","0","118501001","0","30173","0","322401001"
"優衣（夏日）（花凜對話用）","0","118501001","0","30174","0","322601001"
"禊（夏日）（花凜對話用）","0","118501001","0","30175","0","322801001"
"美美（夏日）（花凜對話用）","0","118501001","0","30176","0","322901001"
"鏡華（夏日）（花凜對話用）","0","118501001","0","30177","0","322701001"
"真步（探險家）（花凜對話用）","0","118501001","0","30178","0","323101001"
"綾音（探險家）（花凜對話用）","0","118501001","0","30179","0","323201001"
"涅婭（花凜對話用）","0","118501001","0","30180","0","323301001"
"智（萬聖節）（花凜對話用）","0","118501001","0","30181","0","323601001"
"鈴（萬聖節）（花凜對話用）","0","118501001","0","30182","0","323501001"
"七七香（萬聖節）（花凜對話用）","0","118501001","0","30183","0","323701001"
"克莉絲提娜（狂野）（花凜對話用）","0","118501001","0","30184","0","323801001"
"茉莉（狂野）（花凜對話用）","0","118501001","0","30185","0","323901001"
"茜里（聖誕節）（花凜對話用）","0","118501001","0","30186","0","324001001"
"依里（聖誕節）（花凜對話用）","0","118501001","0","30187","0","324101001"
"純（聖誕節）（花凜對話用）","0","118501001","0","30188","0","324201001"
"深月（新年）（花凜對話用）","0","118501001","0","30189","0","324701001"
"美里（新年）（花凜對話用）","0","118501001","0","30190","0","324601001"
"帆稀（新年）（花凜對話用）","0","118501001","0","30191","0","324501001"
"嘉夜（解放者）（花凜對話用）","0","118501001","0","30192","0","324901001"
"望（解放者）（花凜對話用）","0","118501001","0","30193","0","324801001"
"矛依未（解放者）（花凜對話用）","0","118501001","0","30194","0","325001001"
"珠希（咖啡廳）（花凜對話用）","0","118501001","0","30195","0","325101001"
"莫妮卡（咖啡廳）（花凜對話用）","0","118501001","0","30196","0","325201001"
"靜流（黑暗）（花凜對話用）","0","118501001","0","30197","0","320001001"
"可可蘿（遊俠）（花凜對話用）","0","118501001","0","30198","0","325301001"
"栞（遊俠）（花凜對話用）","0","118501001","0","30199","0","325401001"
"莉莉（墮落）（花凜對話用）","0","118501001","0","30200","0","325801001"
"伊莉亞（祭服）（花凜對話用）","0","118501001","0","30201","0","326201001"
"雪（祭服）（花凜對話用）","0","118501001","0","30202","0","326301001"
"秋乃（夏日）（花凜對話用）","0","118501001","0","30203","0","326701001"
"優花梨（夏日）（花凜對話用）","0","118501001","0","30204","0","326801001"
"空花（夏日）（花凜對話用）","0","118501001","0","30205","0","327001001"
"忍（夏日）（花凜對話用）","0","118501001","0","30206","0","327101001"
"凱留（插班生）（花凜對話用）","0","118501001","0","30207","0","327201001"
"鈴奈（插班生）（花凜對話用）","0","118501001","0","30208","0","327301001"
"咲戀（薩拉薩利亞）（花凜對話用）","0","118501001","0","30209","0","327501001"
"流夏（薩拉薩利亞）（花凜對話用）","0","118501001","0","30210","0","327601001"
"可璃亞（墮落）（花凜對話用）","0","118501001","0","30211","0","326001001"
"普蕾西亞（墮落）（花凜對話用）","0","118501001","0","30212","0","326101001"
"貪吃佩可（聖誕節）（花凜對話用）","0","118501001","0","30213","0","327901001"
"初音（新年）（花凜對話用）","0","118501001","0","30214","0","328401001"
"祈梨（新年）（花凜對話用）","0","118501001","0","30215","0","328301001"
"靜流＆璃乃（花凜對話用）","0","118501001","0","30216","0","381101001"
"霞（新年）（花凜對話用）","0","118501001","0","30217","0","328501001"
"優衣（星素）（花凜對話用）","0","118501001","0","30218","0","328901001"
"怜（星素）（花凜對話用）","0","118501001","0","30219","0","328801001"
"日和（星素）（花凜對話用）","0","118501001","0","30220","0","328701001"
"優妮（冬日）（花凜對話用）","0","118501001","0","30221","0","329301001"
"克蘿依（冬日）（花凜對話用）","0","118501001","0","30222","0","329401001"
"真琴（指揮官）（花凜對話用）","0","118501001","0","30223","0","329801001"
"惠理子（指揮官）（花凜對話用）","0","118501001","0","30224","0","329901001"
"鏡華（春日）（花凜對話用）","0","118501001","0","30225","0","330701001"
"鈴莓（春日）（花凜對話用）","0","118501001","0","30226","0","330801001"
"真步（夢想樂園）（花凜對話用）","0","118501001","0","30227","0","331001001"
"莉莉（夏日）（花凜對話用）","0","118501001","0","30228","0","331601001"
"帆稀（夏日）（花凜對話用）","0","118501001","0","30229","0","331801001"
"雪菲（公主）（花凜對話用）","0","118501001","0","30230","0","381201001"
"望（鍊金術師）（花凜對話用）","0","118501001","0","30231","0","332201001"
"伊緒（聖誕節）（花凜對話用）","0","118501001","0","30232","0","332901001"
"琪愛兒（冬日）（花凜對話用）","0","118501001","0","30233","0","329501001"
"莫妮卡（新年）（花凜對話用）","0","118501001","0","30234","0","333201001"
"咲戀（新年）（花凜對話用）","0","118501001","0","30235","0","333501001"
"拉比林斯達（始源）（花凜對話用）","0","118501001","0","30236","0","333701001"
"克莉絲提娜（始源）（花凜對話用）","0","118501001","0","30237","0","333901001"
"千歌（祭服）（花凜對話用）","0","118501001","0","30238","0","334401001"
"碧（駕駛員）（花凜對話用）","0","118501001","0","30239","0","334601001"
"紡希（吉歐‧格黑納）（花凜對話用）","0","118501001","0","30240","0","334801001"
"雪菲（夏日）（花凜對話用）","0","118501001","0","30241","0","335101001"
"普蕾西亞（夏日）（花凜對話用）","0","118501001","0","30242","0","335201001"
"可璃亞（夏日）（花凜對話用）","0","118501001","0","30243","0","335301001"
"妮諾（夏日）（花凜對話用）","0","118501001","0","30244","0","337101001"
"日和（薩拉薩利亞）（花凜對話用）","0","118501001","0","30245","0","335401001"
"霞（修女）（花凜對話用）","0","118501001","0","30246","0","337401001"
"優衣（聖誕節）（花凜對話用）","0","118501001","0","30247","0","336401001"
"可可蘿（嚮導幼君）（花凜對話用）","0","118501001","0","30248","0","337601001"
"靜流（新年）（花凜對話用）","0","118501001","0","30249","0","336501001"
