6d7cd54c6e7aca6e8bd61e565e3a4e8b75caa2651d1db0aeccb3e9081f19512c,91776cf2f29938e395b40e82b68a159de40f6d7dbab7c1acc966b3297dd74570,21ef40308d4c4e65e9d19cdfa65154494c746cae482d1bbc2ff8fb899075fcef,d92a55db880d42ec15d0462ba6238f4d707fce77973b83f9c3660d60edad9665,3403e8943ee08b9370093560313d39603f3234658247601efc4b3d2d20866724,f3f5eec4bc71287c1bedead1ce47eb03bf2df82cb3f89f0e1a434cdbed273a7c,06941f58caa94c0c63cb68558fba4b89159eaad2c4360620eae614d947a73d56,0addf0c4f45fcbd7d04a6154d9b2d28ff74dc2e54b341ceb76134df5df9ae458,d51bbee678ad9c77dc1b3b3a8d8a53059bfc645ed285672cd739b01a842cea10,eddcd92628bf86d1c143f8a628fbe4fa8a3b59eeaaa4d6d1288fe7d908d74046,49a81d6fda0d52a65df328f7bbb06f9f2cad1d979a6855677c4838f0486ecec8
"0","","","12019","21","vo_alces_1201","","0","vo_alces","12",""
"10","0","0","12020","11","氣勢洶洶沒打算聽人說話的樣子……\n既然這樣就只能用「變透明的藥」了！","1.6","1","1","12","0"
"0","","","12021","91","","","0","0","12",""
"0","","","12022","3","luis_drink","","","1","12","0.2"
"","","","12023","22","0.5","","","0","12",""
"","","","12024","93","0","","","1.6","12",""
"0","","","12025","21","vo_alces_1202","","0","vo_alces","12",""
"10","0","0","12026","11","咕嚕！！","0.5","1","1","12","0"
"","","","12027","93","0","","","2","12",""
"","","","12028","23","se_alces_invisible","","","se_alces","12",""
"","","","12029","32","1","","","12","12",""
"1","0","0","12030","6","1","","1","1","12","0.2"
"","","","12031","93","0","","","1.8","12",""
"-190","0","","12032","2","250","","2","105111","12",""
"-190","0","","12033","2","250","","2","1002","12",""
"1","","","12034","3","mitsuki_run_dash_noface","","","105111","12","0.2"
"1","","","12035","3","mitsuki_run_dash","","","1002","12","0.2"
"","","","12036","93","0","","","2","12",""
"1","","","12037","3","mitsuki_anger_talk_noface","","","105111","12","0.2"
"1","","","12038","3","mitsuki_anger_talk","","","1002","12","0.2"
"0","","","12039","21","vo_alces_1203","","0","vo_alces","12",""
"10","0","0","12040","11","把妳逼入絕境了吧鍊金術師！","0.5","1","105111","12","0"
"0","","","12041","91","","","0","0","12",""
"","","","12042","22","0.5","","","0","12",""
"0","1","0","12043","3","mitsuki_look_in_noface","","sad_talk_anger","105111","12","0.2"
"0","","","12044","3","mitsuki_look_in","","","1002","12","0.2"
"","","","12045","93","0","","","1.5","12",""
"0","","","12046","21","vo_alces_1204","","0","vo_alces","12",""
"10","0","0","12047","11","……嘖，讓她逃走了嗎……","1.2","1","105111","12","0"
"0","","","12048","91","","","0","0","12",""
"0","1","0","12049","3","mitsuki_armcrossed_in_noface","","mitsuki_armcrossed_talk_noface","105111","12","0.2"
"0","1","0","12050","3","mitsuki_armcrossed_in","","mitsuki_armcrossed_talk","1002","12","0.2"
"0","","","12051","21","vo_alces_1205","","0","vo_alces","12",""
"10","0","0","12052","11","真是的，\n居然用這種完全沒有科學根據的東西\n在做生意……\n我可不認同。","2.3","1","105111","12","0"
"0","","","12053","91","","","0","0","12",""
"1","","","12054","3","mitsuki_ecstatic_talk_noface","","","105111","12","0.2"
"1","","","12055","3","mitsuki_ecstatic_talk","","","1002","12","0.2"
"0","","","12056","21","vo_alces_1206","","0","vo_alces","12",""
"10","0","0","12057","11","……是那個魔女婆婆的孫女嗎。\n真是大意不得呢。\n【阿爾克絲鍊金堂】……！","1","1","105111","12","0"
"0","","","12058","91","","","0","0","12",""
"","","","12059","22","0.5","","","0","12",""
"0","1","0","12060","3","mitsuki_turnR_noface","","mitsuki_walkR_noface","105111","12","0.2"
"0","1","0","12061","3","mitsuki_turnR","","mitsuki_walkR","1002","12","0.2"
"-190","0","","12062","2","1050","","5","105111","12",""
"-190","0","","12063","2","1050","","5","1002","12",""
"","","","12064","93","0","","","4.5","12",""
"1","","","12065","3","idle_normal_Ex0001","","","1","12","0.2"
"","","","12066","23","se_alces_invisible","","","se_alces","12",""
"","","","12067","32","0","","","12","12",""
"","","","12068","32","1","","","12","12",""
"","","","12069","93","0","","","0.1","12",""
"1","1","0","12070","6","1","","1","1","12","0.3"
"","","","12071","93","0","","","1.5","12",""
"","","","12072","23","se_alces_breath","","","se_alces","12",""
"0","1","0","12073","3","relief_in","","relief_idle","1","12","0.2"
"0","","","12074","3","relief_in","","","1001","12",""
"","","","12075","22","0","","","0","12",""
"","","","12076","93","0","","","3","12",""
"0","","","12077","101","","","0","12076","12",""
"100","-130","0","15001","5","2","walk_jog_talkjoy2","100","2","15","1.43"
"101","-130","1","15002","5","3","sit_readPaper","400","3","15","1.4"
"","","","15003","91","0","","","0","15",""
"-130","0","","15004","2","235","","0.8","2","15",""
"0","","","15005","93","0","","0","0.5","15",""
"0","","","15006","21","vo_alces_1500","","0","vo_alces","15",""
"10","0","0","15007","11","我去跑腿回來囉～\n苑姑姑～","0.5","1","2","15","0"
"","","","15008","93","0","","","0.3","15",""
"1","","","15009","3","talk_normal","","","2","15","0.2"
"","","","15010","91","","","","15007","15",""
"","","","15011","22","0.5","","","0","15",""
"1","","","15012","3","idle_normal","","","2","15","0.2"
"","","","15013","93","0","","","1","15",""
"0","1","0","15014","3","sit_readPaperTurn","","sit_readPaper","3","15","0.2"
"","","","15015","93","0","","","0.5","15",""
"0","","","15016","21","vo_alces_1501","","0","vo_alces","15",""
"10","0","0","15017","11","……苑姑姑～！","0.5","1","2","15","0"
"","","","15018","93","0","","","0.3","15",""
"0","1","0","15019","3","smile_normal","","idle_normal","2","15","0.2"
"0","","","15020","91","","","0","15017","15",""
"","","","15021","22","0.5","","","0","15",""
"","","","15022","93","0","","","0.5","15",""
"1","","","15023","3","sad_idle_surprise","","","2","15","0.2"
"","","","15024","93","1","","","1","15",""
"0","1","0","15025","3","sit_readPaperTurn","","sit_readPaper","3","15","0.2"
"","","","15026","93","0","","","1.2","15",""
"1","","","15027","3","anger_talk_pain","","","2","15","0.2"
"0","","","15028","21","vo_alces_1502","","0","vo_alces","15",""
"10","0","0","15029","11","苑姑姑～！！！","0.5","1","2","15","0"
"0","","","15030","91","","","0","0","15",""
"","","","15031","22","0.5","","","0","15",""
"1","","","15032","3","anger_idle_angerR","","","2","15","0.2"
"","","","15033","93","1","","","1.2","15",""
"","","","15034","23","se_alces_emotion_quiet","","","se_alces","15",""
"1","0","0","15035","12","12","","0","3","15","10"
"","","","15036","93","0","","","2.5","15",""
"","","","15037","23","se_alces_emotion_notice","","","se_alces","15",""
"0.3","0","0","15038","12","10","","0","2","15","0"
"0","1","0","15039","3","notice_in_talk2","","notice_loop_talk2","2","15","0.2"
"","","","15040","93","0","","","1.4","15",""
"1","","","15041","3","talk_normal_normal2","","","2","15","0.2"
"0","","","15042","21","vo_alces_1503","","0","vo_alces","15",""
"10","0","0","15043","11","苑姐姐。","0.5","1","2","15","0"
"0","","","15044","91","","","0","0","15",""
"1","","","15045","3","idle_normal","","","2","15","0.2"
"1","","","15046","3","sit_out_smile","","","3","15","0.2"
"","","","15047","93","1","","","0.5","15",""
"0","1","0","15048","3","sono_cool_in","","sono_cool_talk","3","15","0.2"
"1","","","15049","3","surprise_idle_shy","","","2","15","0.2"
"0","","","15050","21","vo_alces_1504","","0","vo_alces","15",""
"10","0","0","15051","11","很好，真的很謝謝妳。\n這是苑姐姐給妳的\n零用錢♪","2.2","1","3","15","0"
"0","","","15052","91","","","0","0","15",""
"","","","15053","22","0.5","","","0","15",""
"0","1","0","15054","3","sono_armcrossed_in","","sono_armcrossed_idle","3","15","0.2"
"","","","15055","93","0","","","0.5","15",""
"","","","15056","23","se_alces_emotion_sweat","","","se_alces","15",""
"1.5","0","0","15057","12","2","","0","2","15","0"
"1","","","15058","3","talk_normal_nervous","","","2","15","0.2"
"","","","15059","93","0","","","0.8","15",""
"1","","","15060","3","sono_armcrossed_talk","","","3","15","0.2"
"","","","15061","93","0","","","1.7","15",""
"1","","","15062","3","iroha_idle_Ex0001","","","2","15","0.2"
"1","","","15063","3","sono_armcrossed_idle","","","3","15","0.2"
"","","","15064","93","0","","","1","15",""
"","","","15065","22","0","","","0","15",""
"","","","15066","93","0","","","3","15",""
"0","","","15067","101","","","0","15066","15",""
"103","-160","1","16001","5","5","iroha_idle_dere_glass","150","5","16","1.45"
"150","1","","16002","31","11","","-160","11","16","0"
"104","-160","1","16003","5","1001","empty","150","10","16","1.45"
"102","-160","1","16004","5","3","sono_walk_scare","1000","3","16","1.41"
"103","-160","1","16005","5","1002","empty","300","10","16","1.41"
"110","","","16006","13","130","","","3","16",""
"100","-150","0","16007","1","132211","idle_normal","-50","1","16","1.42"
"101","-150","0","16008","5","1003","empty","-50","10","16","1.42"
"","","","16009","91","0","","","0","16",""
"0","1","0","16010","3","iroha_doya_in_glass","","iroha_doya_talk_glass","5","16","0.2"
"","","","16011","93","0","","","0.5","16",""
"0","","","16012","21","vo_alces_1600","","0","vo_alces","16",""
"10","0","0","16013","11","欸欸──我漂亮嗎？\n很成熟嗎？\n性感又豐滿？","4.9","1","5","16","0"
"0","","","16014","91","","","0","0","16",""
"1","","","16015","3","iroha_doya_idle_glass","","","5","16","0.2"
"1","","","16016","3","surprise_talk","","","132211","16","0.2"
"0","","","16017","21","vo_alces_1601","","0","vo_alces","16",""
"10","0","0","16018","11","怎……怎麼了嗎彩羽？\n……啊，難道是\n跟苑交換身體了？","0.8","1","132211","16","0"
"0","","","16019","91","","","0","0","16",""
"1","","","16020","3","surprise_idle","","","132211","16","0.2"
"0","1","0","16021","3","iroha_cool_in_glass","","iroha_cool_talk_glass","5","16","0.2"
"0","","","16022","21","vo_alces_1602","","0","vo_alces","16",""
"10","0","0","16023","11","對啊──我是苑喔。\n身材姣好對吧？","1.6","1","5","16","0"
"0","","","16024","91","","","0","0","16",""
"","","","16025","22","0.5","","","0","16",""
"-160","0","","16026","2","300","","4","3","16",""
"0","1","0.2","16027","3","sono_walk_scare","","sono_armcrossed_idle","3","16","0.2"
"0","1","0","16028","3","iroha_armcrossed_in_glass","","iroha_armcrossed_talk_glass","5","16","0.2"
"","","","16029","93","0","","","0.5","16",""
"0","1","0","16030","3","surprise2_in","","surprise2_idle","132211","16","0.2"
"0","","","16031","21","vo_alces_1603","","0","vo_alces","16",""
"10","0","0","16032","11","那麼，我出去玩一下～去抓蟲……\n不對是要去大人的社交場合♪","3.9","1","5","16","0"
"0","","","16033","91","","","0","16027","16",""
"0","","","16034","91","","","0","16032","16",""
"","","","16035","22","0.5","","","0","16",""
"","","","16036","23","se_alces_surprise","","","se_alces","16",""
"0","1","0","16037","3","iroha_shock_in","","iroha_shock_loop","5","16","0.2"
"0","","","16038","3","iroha_shock_in","","","1001","16","0.2"
"","","","16039","93","0","","","1","16",""
"1","","","16040","3","sono_armcrossed_talk","","","3","16","0.2"
"0","","","16041","21","vo_alces_1604","","0","vo_alces","16",""
"10","0","0","16042","11","……妳變成我的樣子打算去哪裡？\n彩羽？","1.7","1","3","16","0"
"0","","","16043","91","","","0","0","16",""
"","","","16044","22","0.5","","","0","16",""
"0","1","0","16045","3","sono_doya_in","","sono_doya_idle","3","16","0.2"
"0","","","16046","3","iroha_kyorokyoro","","","5","16","0.2"
"","","","16047","93","0","","","1.8","16",""
"","","","16048","23","se_alces_dotabata","","","se_alces","16",""
"0","1","0","16049","3","iroha_escape_in","","iroha_escape","5","16","0"
"-160","0","","16050","2","-1200","","3.5","5","16",""
"","","","16051","32","1","","","11","16",""
"","","","16052","37","sweatR_Loop","","","11","16",""
"-160","0","","16053","33","-1200","","3.5","11","16",""
"","","","16054","93","0","","","0.1","16",""
"1","","","16055","3","sono_notice_in_anger","","","3","16","0.2"
"0","","","16056","3","sono_notice_in_anger","","","1002","16","0.2"
"","","","16057","93","0","","","0.3","16",""
"0","1","0","16058","3","surprise2_turn","","surprise2R_idle","132211","16","0.2"
"","","","16059","93","0","","","0.4","16",""
"1","","","16060","3","run_chase","","","3","16","0.2"
"-160","0","","16061","2","-1050","","3.5","3","16",""
"","","","16062","93","0","","","2","16",""
"1","","","16063","3","sadR_idle_nervous","","","132211","16","0.2"
"0","1","0","16064","3","sad_idle_nervous_in","","sad_idle_nervous","1003","16","0.2"
"","","","16065","93","0","","","2","16",""
"","","","16066","22","0","","","0","16",""
"","","","16067","93","0","","","3","16",""
"0","","","16068","101","","","0","16067","16",""
"100","-190","0","17001","5","5","idle_normal","-100","5","17","1.47"
"-100","1","","17002","31","1101","","-190","11","17","0"
"101","-190","0","17003","5","1001","empty","-100","10","17","1.47"
"","","","17004","13","130","","","5","17",""
"101","-190","1","17005","5","4","idle_kyapi_normal","125","4","17","1.43"
"125","1","","17006","31","1102","","-190","11","17","0"
"","","","17007","91","0","","","0","17",""
"","","","17008","23","se_alces_breath","","","se_alces","17",""
"0","1","0","17009","3","sono_relief_in","","sono_relief_talk","5","17","0.2"
"0","","","17010","3","sono_relief_in","","","1001","17","0.2"
"","","","17011","93","0","","","0.5","17",""
"0","","","17012","21","vo_alces_1700","","0","vo_alces","17",""
"10","0","0","17013","11","唉……\n變回原本的模樣了……","2.4","1","5","17","0"
"","","","17014","93","1","","","3.5","17",""
"0","","","17015","91","","","0","17013","17",""
"0","1","0","17016","3","sono_ache_in","","sono_tired_talk","5","17","0.2"
"0","","","17017","21","vo_alces_1701","","0","vo_alces","17",""
"10","0","0","17018","11","嗚啊……肌肉好痛。\n妳到底到處跑了多久啊……","3.7","1","5","17","0"
"0","","","17019","91","","","0","0","17",""
"1","","","17020","3","sono_tired_idle","","","5","17","0.2"
"1","","","17021","3","jump_loop","","","4","17","0.2"
"0","","","17022","21","vo_alces_1702","","0","vo_alces","17",""
"10","0","0","17023","11","啊哈哈哈！！\n彩羽的身體，都沒在鍛鍊──！！","1.4","1","4","17","0"
"0","","","17024","91","","","0","0","17",""
"1","","","17025","3","joy_talk_normal2","","","4","17","0.2"
"0","","","17026","21","vo_alces_1703","","0","vo_alces","17",""
"10","0","0","17027","11","我去全力跑步一下──！！","0.3","1","4","17","0"
"0","","","17028","91","","","0","0","17",""
"0","1","0","17029","3","iroha_joy_to_run","","iroha_run_dash","4","17","0.1"
"","","","17030","22","0.5","","","0","17",""
"-190","0","","17031","2","1200","","2.1","4","17",""
"","","","17032","32","1","","","1102","17",""
"","","","17033","37","smokeL","","","1102","17",""
"-190","0","","17034","33","1200","","2.1","1102","17",""
"","","","17035","93","0","","","2","17",""
"0","1","0","17036","3","tired_to_sad","","sad_talk_anger","5","17","0.2"
"0","","","17037","21","vo_alces_1704","","0","vo_alces","17",""
"10","0","0","17038","11","……嗯？\n之後我又會回到那個身體裡喔？\n不行耶，會死掉的。","4.3","1","5","17","0"
"0","","","17039","91","","","0","0","17",""
"1","","","17040","3","run_chase_Ex0006","","","5","17","0.1"
"-190","0","","17041","2","1100","","3.5","5","17",""
"","","","17042","32","1","","","1101","17",""
"","","","17043","37","sweatL_Loop","","","1101","17",""
"-190","0","","17044","33","1100","","3.5","1101","17",""
"0","","","17045","21","vo_alces_1705","","0","vo_alces","17",""
"10","0","0","17046","11","給我等等──！！","0.5","1","5","17","0"
"","","","17047","93","0","","","3","17",""
"0","","","17048","91","","","0","0","17",""
"","","","17049","22","0","","","0","17",""
"","","","17050","93","0","","","3","17",""
"0","","","17051","101","","","0","17050","17",""
"100","-130","1","18001","5","5","sit_drink_loop","400","5","18","1.4"
"101","-145","0","18002","5","4","iroha_sad_lookup_surprise","235","4","18","1.37"
"","","","18003","91","0","","","0","18",""
"0","","","18004","21","vo_alces_1800","","0","vo_alces","18",""
"10","0","0","18005","11","咕嚕……咕嚕……咕嚕！","0.5","1","5","18","0"
"0","","","18006","91","","","0","0","18",""
"0","1","0","18007","3","sit_drink_handup_in","","sit_drink_handup_talk","5","18","0.2"
"","","","18008","93","0","","","0.2","18",""
"0","1","0","18009","3","iroha_surprise_in","","iroha_surprise_look_idle","4","18","0.2"
"","","","18010","93","0","","","0.2","18",""
"0","","","18011","21","vo_alces_1801","","0","vo_alces","18",""
"10","0","0","18012","11","啊啊，喉嚨超滿足的。\n雖然我也很喜歡老家的葡萄酒，\n不過這邊的麥酒也很讚～","4.2","1","5","18","0"
"0","","","18013","91","","","0","0","18",""
"0","1","0","18014","3","sit_drink_idle_in","","sit_drink_idle","5","18","0.2"
"1","","","18015","3","iroha_anger_talk_lookup","","","4","18","0.2"
"0","","","18016","21","vo_alces_1802","","0","vo_alces","18",""
"10","0","20","18017","11","欸──彩羽的喉嚨也想滿足～！\n小苑，也給彩羽喝一下～","3.8","1","4","18","0"
"0","","","18018","91","","","0","0","18",""
"1","","","18019","3","iroha_anger_idle_lookup","","","4","18","0.2"
"0","1","0","18020","3","sit_drink_idle_notice","","sit_drink_idle_Jitome","5","18","0.2"
"0","","","18021","21","vo_alces_1803","","0","vo_alces","18",""
"10","0","0","18022","11","呵，妳還早了10年呢。\n咕噗咕噗。","3.7","1","5","18","0"
"0","","","18023","91","","","0","0","18",""
"0","1","0","18024","3","sit_drink_idle_to_yareyare","","sit_drink_yareyare","5","18","0.2"
"0","","","18025","21","vo_alces_1804","","0","vo_alces","18",""
"10","0","0","18026","11","妳總有一天也會了解的，\n了解某天會有不喝麥酒\n就做不下去的日子到來。","3.9","1","5","18","0"
"0","","","18027","91","","","0","0","18",""
"","","","18028","22","0","","","0","18",""
"0","1","0","18029","3","iroha_anger_to_sad","","iroha_sad_lookup_shy","4","18","0.2"
"0","1","0","18030","3","sit_drink_yareyare_to_loop","","sit_drink_loop","5","18","0.2"
"","","","18031","93","0","","","2","18",""
"0","1","0","18032","3","sit_drink_handup_in_dead","","sit_drink_handup_idle_dead","5","18","0.2"
"","","","18033","93","0","","","2","18",""
"0","","","18034","21","vo_alces_1805","","0","vo_alces","18",""
"10","0","0","18035","11","……呼～嗝！","1.2","1","5","18","0"
"0","","","18036","91","","","0","0","18",""
"1","","","18037","3","iroha_sad_talk_lookup","","","4","18","0.2"
"0","","","18038","21","vo_alces_1806","","0","vo_alces","18",""
"10","0","20","18039","11","真是糟糕的大人……","0.5","1","4","18","0"
"0","","","18040","91","","","0","0","18",""
"1","","","18041","3","iroha_sad_lookup_shy","","","4","18","0.2"
"","","","18042","22","0","","","0","18",""
"","","","18043","93","0","","","3","18",""
"0","","","18044","101","","","0","18043","18",""
"100","-140","0","101001","5","1","adv_luis","-1.7","1","101","1.4"
"108.3","1","","101002","31","1","","87","1","101","1"
"100","-140","0","102001","5","1","adv_luis","-1.7","1","102","1.4"
"108.3","1","","102002","31","1","","87","1","102","1"
"100","-140","0","103001","5","1","adv_luis","-1.7","1","103","1.4"
"108.3","1","","103002","31","1","","87","1","103","1"
"100","-190","0","104001","5","2","adv_iroha","90","2","104","1.5"
"200","1","","104002","31","1","","37","1","104","1"
"100","-190","0","105001","5","2","adv_iroha","90","2","105","1.5"
"200","1","","105002","31","1","","37","1","105","1"
"100","-190","0","106001","5","2","adv_iroha","90","2","106","1.5"
"200","1","","106002","31","1","","37","1","106","1"
"100","-130","1","107001","5","3","adv_sono","350","3","107","1.38"
"475","1","","107002","31","10","","-18","10","107","1"
"460","1","","107003","31","1","","125","1","107","1"
"100","-130","1","108001","5","3","adv_sono","350","3","108","1.38"
"475","1","","108002","31","10","","-18","10","108","1"
"460","1","","108003","31","1","","125","1","108","1"
"100","-130","1","109001","5","3","adv_sono","350","3","109","1.38"
"475","1","","109002","31","10","","-18","10","109","1"
"460","1","","109003","31","1","","125","1","109","1"
"100","-130","1","110001","5","3","adv_sono","350","3","110","1.38"
"475","1","","110002","31","10","","-18","10","110","1"
"460","1","","110003","31","1","","125","1","110","1"
"100","-140","0","111001","5","1","adv_luis","-1.7","1","111","1.4"
"108.3","1","","111002","31","1","","87","1","111","1"
"","","","111003","37","special","","","1","111",""
"100","-130","1","112001","5","3","adv_sono","350","3","112","1.38"
"475","1","","112002","31","10","","-18","10","112","1"
"460","1","","112003","31","1","","125","1","112","1"
"","","","112004","37","special","","","1","112",""
"100","-190","0","113001","5","2","adv_iroha","90","2","113","1.5"
"200","1","","113002","31","1","","37","1","113","1"
"","","","113003","37","special","","","1","113",""
"100","-190","0","114001","5","2","adv_iroha","90","2","114","1.5"
"200","1","","114002","31","1","","37","1","114","1"
"","","","114003","37","special","","","1","114",""
"100","-140","0","115001","5","1","adv_luis","-1.7","1","115","1.4"
"108.3","1","","115002","31","1","","87","1","115","1"
"","","","115003","37","special","","","1","115",""
"100","-190","0","116001","5","2","adv_iroha","90","2","116","1.5"
"200","1","","116002","31","1","","37","1","116","1"
"","","","116003","37","special","","","1","116",""
"100","-130","1","117001","5","3","adv_sono","350","3","117","1.38"
"475","1","","117002","31","10","","-18","10","117","1"
"460","1","","117003","31","1","","125","1","117","1"
"","","","117004","37","special","","","1","117",""
"100","-190","0","118001","5","4","adv_iroha_kodomo","90","4","118","1.48"
"200","1","","118002","31","1","","37","1","118","1"
"","","","118003","37","special","","","1","118",""
"100","-130","1","119001","5","3","adv_sono","350","3","119","1.38"
"475","1","","119002","31","10","","-18","10","119","1"
"460","1","","119003","31","1","","125","1","119","1"
"","","","119004","37","special","","","1","119",""
"100","-130","1","120001","5","3","adv_sono","350","3","120","1.38"
"475","1","","120002","31","10","","-18","10","120","1"
"460","1","","120003","31","1","","125","1","120","1"
"","","","120004","37","special","","","1","120",""
"100","-140","0","121001","5","1","adv_luis","-1.7","1","121","1.4"
"108.3","1","","121002","31","1","","87","1","121","1"
"","","","121003","37","special","","","1","121",""
"100","-130","1","122001","5","3","adv_sono","350","3","122","1.38"
"475","1","","122002","31","10","","-18","10","122","1"
"460","1","","122003","31","1","","125","1","122","1"
"","","","122004","37","special","","","1","122",""
"100","-130","1","123001","5","5","adv_sono_otona","350","5","123","1.4"
"475","1","","123002","31","10","","-18","10","123","1"
"460","1","","123003","31","1","","125","1","123","1"
"","","","123004","37","special","","","1","123",""
"100","-140","0","125001","5","1","adv_luis","-1.7","1","125","1.4"
"108.3","1","","125002","31","1","","87","1","125","1"
"","","","125003","37","special","","","1","125",""
"100","-190","0","126001","5","4","adv_iroha_kodomo","90","4","126","1.48"
"200","1","","126002","31","1","","37","1","126","1"
"","","","126003","37","special","","","1","126",""
"100","-190","0","127001","5","2","adv_iroha","90","2","127","1.5"
"200","1","","127002","31","1","","37","1","127","1"
"","","","127003","37","special","","","1","127",""
"100","-140","0","128001","5","1","adv_luis","-1.7","1","128","1.4"
"108.3","1","","128002","31","1","","87","1","128","1"
"","","","128003","37","special","","","1","128",""
"100","-130","1","129001","5","5","adv_sono_otona","350","5","129","1.4"
"475","1","","129002","31","10","","-18","10","129","1"
"460","1","","129003","31","1","","125","1","129","1"
"","","","129004","37","special","","","1","129",""
"100","-130","1","130001","5","3","adv_sono","350","3","130","1.38"
"475","1","","130002","31","10","","-18","10","130","1"
"460","1","","130003","31","1","","125","1","130","1"
"","","","130004","37","special","","","1","130",""
"100","-140","0","131001","5","1","adv_luis","-1.7","1","131","1.4"
"108.3","1","","131002","31","1","","87","1","131","1"
"","","","131003","37","special","","","1","131",""
"100","-190","0","132001","5","2","adv_iroha","90","2","132","1.5"
"200","1","","132002","31","1","","37","1","132","1"
"","","","132003","37","special","","","1","132",""
