204fe277b5a673cb5419fe9f35487c4e2748a27e6e8048498642a7f649b31070,1bec207595441504750df4a0a9bc01c643674a69963e65aa1a5b1cc3e34427f7,a1ada7c2646314dab4b919e195f0b07d91caf6f2d09198109f8698bd14d5501e,97fb010140bda6303478c40b30698fba546802cf1c35bfb9b55406d3f12d1911,1b2e4e82d8be0cf8e8dd7529d68c42803d39fb0e6a236e7e2ff27c2090724fde,01bfdef91044a63447319136a82d180bd49db80d7906daa083bd12e54be6ddf4,1c5459441c31a24d9bc594a8f33198a2ef8ae804fc5546d5bfa3a5d4dd6ef4f2,c513c8bf8edb04408f37aee03ce60e1b77b6a1113b0114ba928683ed854bdc0a,149af64bee8864ca0e17584d95b8fc3f986bc0712be176a41a6518f82d777702,d752aa31ade4a3c2edf44608787ec15d33ab34d42ac11b2a3fe9c91dd585ca4b,8af456c6ab0fd6302ad4117b57f61e7ac3f71a8b174734491781f62e4c30cc98,d85bad6140f01619a063194886cf082946495fb6fe66d7277c6e5ec492868122,02c3def2e4eb874500511885ad124187281ea84731bce47798589786d981c9c9,6bdb6dd6408ba47c0e5f07fe71d9370244b0d5551a2e6e54fd4be73163d422ae,bf43b2d4619b6e33e71c280423873d2db456c3cbd5f63a35cbad0b437bcb3205,ddbf275291726095a832188ab38e020b8751bac1f8b13599d57d4d7e0fa2abb0,f5bb9feaac9e095e54302e1b7a23de9e87c3771398739fe5e2efc71910fea2b3,5f135d7b742d67a3edfc3e4305286a6fb2485872e08fa28f28655b141ab8b897,66e8f369cfdc88a509cbc34edfc5010d8e4a9da883fa3c8209ea626437f9896f,33b90752717cfaa6b5fd939f1384fb49a3837c014287264b6e43a7eec2d04519,e28b9fe219fb2eb79f091083400a687e175a2973b58ae98cae473bc6f67a61e5,d11e1d8c6895cc5854074142365dc1d44e39ad95ae8dc6303f67ffc073e5ef67,e3a27c2ea434dbc1aa97b90f73f86a07a7614c2dc9d78bca1db82d53e0b97cdc,5ab8b0478862eb52278c5ddf5d862ec8f096b01c5ff3da98f4838ceba74e408f,cc3b552409d9a49ddac53792c5663fd22bb6c1eb0ceae1589e3cf0e351bcc4fc,9c0a31f2430eb0cfe50d7519eb7849c409d6bb4007d9357e164ee18911789ed1,44776b8ef1bec5c94646778587f0282ada01b2af405242ddf7a038a42678cdeb,f0759bb228030db43848f4350b36887811fe55e79808404872542cbf06a2916a,f92125d409f642d5e37a3ec88051efca98efb0cc030104ec2d3eb94ec399cf20,389925d6b9f27afd601faededa8f16c5e10788ceb81d10d2ab48b96a767a9dc2,cb4185de7a41e2595de024609a94d8ccf971611e4b27c3bcb4183f670a56897d,f952177c5287e272bed1755cae53acdf4b241578353d6c399260dd6202a17285,268f629e29a5f628a5c629604f4ce99c0dacf33d735e3dd18b5adea0eb447eb2,736a328bff8f12a77c60bd8a14933194bc98fa6adf87e5f65aae8d3535170ee2,0c711a95538db00f4add4422e99deeb141aab2675b20d49235885c8da37cf190,9eb7e3246e6dee6ae140a0867ac19d00807508c89cb308fa956278422721eefc,f635f1e811a131c056d29f20fcffc23f08c1107e52b218d2c74d353d4744f6ba,6f9b83892e79596a85de2941c22571a25911f5fa1957b916b14353fe299d895e,5a0591b997b83945d545f8aef6c8fd89585a68b780c5e211ea3deb09426fedd0
"0.03","1","401044121","1001301","1.5","1025","1","1004103","1.2","1.2","1004104","1004102","710011","1004202","10250102","1","401044111","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401044131","401044151","0","1","10250103","80","10250104","10250101","1004205","1004101","401044141","10250105","1.4"
"0.03","1","401044121","1001303","1.5","1025","1","1004108","1.2","1.2","1004109","1004107","710011","1004207","10250102","1","401044111","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401044131","401044151","0","3","10250103","81","10250104","10250101","1004210","1004106","401044141","10250105","1.4"
"0.06","2","401044171","1001303","2","1025","2","1004108","1.6","1.6","1004109","1004107","710011","1004207","10250102","1","401044161","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401044181","401044201","0","10","10250103","82","10250104","10250101","1004210","1004106","401044191","10250105","1.9"
"0.06","3","401044221","1001303","2.6","1025","2","1004108","2","2","1004109","1004107","710011","1004207","10250102","1","401044211","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401044231","401044251","0","34","10250103","83","10250104","10250101","1004210","1004106","401044241","10250105","2.4"
"0.06","4","401044271","1001303","4","1025","2","1004108","3.5","3.5","1004109","1004107","710011","1004207","10250102","1","401044261","1004209","0","3.7","1004206","1004208","1004110","35","1000000","35","401044281","401044301","0","-1","10250103","84","10250104","10250101","1004210","1004106","401044291","10250105","3.8"
"0.03","1","401044471","1001301","1.5","1026","1","1004103","1.2","1.2","1004104","1004102","710021","1004202","10260102","1","401044461","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401044481","401044501","0","1","10260103","85","10260104","10260101","1004205","1004101","401044491","10260105","1.4"
"0.03","1","401044471","1001303","1.5","1026","1","1004108","1.2","1.2","1004109","1004107","710021","1004207","10260102","1","401044461","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401044481","401044501","0","3","10260103","86","10260104","10260101","1004210","1004106","401044491","10260105","1.4"
"0.06","2","401044521","1001303","2","1026","2","1004108","1.6","1.6","1004109","1004107","710021","1004207","10260102","1","401044511","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401044531","401044551","0","10","10260103","87","10260104","10260101","1004210","1004106","401044541","10260105","1.9"
"0.06","3","401044571","1001303","2.6","1026","2","1004108","2","2","1004109","1004107","710021","1004207","10260102","1","401044561","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401044581","401044601","0","34","10260103","88","10260104","10260101","1004210","1004106","401044591","10260105","2.4"
"0.06","4","401044621","1001303","4","1026","2","1004108","3.5","3.5","1004109","1004107","710021","1004207","10260102","1","401044611","1004209","0","3.7","1004206","1004208","1004110","35","1000000","35","401044631","401044651","0","-1","10260103","89","10260104","10260101","1004210","1004106","401044641","10260105","3.8"
"0.03","1","401044821","1001301","1.5","1027","1","1004103","1.2","1.2","1004104","1004102","710031","1004202","10270102","1","401044811","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401044831","401044851","0","1","10270103","90","10270104","10270101","1004205","1004101","401044841","10270105","1.4"
"0.03","1","401044821","1001303","1.5","1027","1","1004108","1.2","1.2","1004109","1004107","710031","1004207","10270102","1","401044811","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401044831","401044851","0","3","10270103","91","10270104","10270101","1004210","1004106","401044841","10270105","1.4"
"0.06","2","401044871","1001303","2","1027","2","1004108","1.6","1.6","1004109","1004107","710031","1004207","10270102","1","401044861","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401044881","401044901","0","10","10270103","92","10270104","10270101","1004210","1004106","401044891","10270105","1.9"
"0.06","3","401044921","1001303","2.6","1027","2","1004108","2","2","1004109","1004107","710031","1004207","10270102","1","401044911","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401044931","401044951","0","34","10270103","93","10270104","10270101","1004210","1004106","401044941","10270105","2.4"
"0.06","4","401044971","1001303","4","1027","2","1004108","3.5","3.5","1004109","1004107","710031","1004207","10270102","1","401044961","1004209","0","3.7","1004206","1004208","1004110","35","1000000","35","401044981","401045001","0","-1","10270103","94","10270104","10270101","1004210","1004106","401044991","10270105","3.8"
"0.03","1","401045171","1001301","1.5","1028","1","1004103","1.2","1.2","1004104","1004102","710041","1004202","10280102","1","401045161","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401045181","401045201","0","1","10280103","95","10280104","10280101","1004205","1004101","401045191","10280105","1.4"
"0.03","1","401045171","1001303","1.5","1028","1","1004108","1.2","1.2","1004109","1004107","710041","1004207","10280102","1","401045161","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401045181","401045201","0","3","10280103","96","10280104","10280101","1004210","1004106","401045191","10280105","1.4"
"0.06","2","401045221","1001303","2","1028","2","1004108","1.6","1.6","1004109","1004107","710041","1004207","10280102","1","401045211","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401045231","401045251","0","10","10280103","97","10280104","10280101","1004210","1004106","401045241","10280105","1.9"
"0.06","3","401045271","1001303","2.6","1028","2","1004108","2","2","1004109","1004107","710041","1004207","10280102","1","401045261","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401045281","401045301","0","34","10280103","98","10280104","10280101","1004210","1004106","401045291","10280105","2.4"
"0.06","4","401045321","1001303","4","1028","2","1004108","3.5","3.5","1004109","1004107","710041","1004207","10280102","1","401045311","1004209","0","3.7","1004206","1004208","1004110","35","1000000","35","401045331","401045351","0","-1","10280103","99","10280104","10280101","1004210","1004106","401045341","10280105","3.8"
"0.03","1","401045521","1001301","1.5","1029","1","1004103","1.2","1.2","1004104","1004102","710051","1004202","10290102","1","401045511","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401045531","401045551","0","1","10290103","100","10290104","10290101","1004205","1004101","401045541","10290105","1.4"
"0.03","1","401045521","1001303","1.5","1029","1","1004108","1.2","1.2","1004109","1004107","710051","1004207","10290102","1","401045511","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401045531","401045551","0","3","10290103","101","10290104","10290101","1004210","1004106","401045541","10290105","1.4"
"0.06","2","401045571","1001303","2","1029","2","1004108","1.6","1.6","1004109","1004107","710051","1004207","10290102","1","401045561","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401045581","401045601","0","10","10290103","102","10290104","10290101","1004210","1004106","401045591","10290105","1.9"
"0.06","3","401045621","1001303","2.6","1029","2","1004108","2","2","1004109","1004107","710051","1004207","10290102","1","401045611","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401045631","401045651","0","34","10290103","103","10290104","10290101","1004210","1004106","401045641","10290105","2.4"
"0.06","4","401045671","1001303","4","1029","2","1004108","3.5","3.5","1004109","1004107","710051","1004207","10290102","1","401045661","1004209","0","3.7","1004206","1004208","1004110","35","1000000","35","401045681","401045701","0","-1","10290103","104","10290104","10290101","1004210","1004106","401045691","10290105","3.8"
"0.03","1","401045871","1001301","1.5","1030","1","1004103","1.2","1.2","1004104","1004102","710061","1004202","10300102","1","401045861","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401045881","401045901","0","1","10300103","105","10300104","10300101","1004205","1004101","401045891","10300105","1.4"
"0.03","1","401045871","1001303","1.5","1030","1","1004108","1.2","1.2","1004109","1004107","710061","1004207","10300102","1","401045861","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401045881","401045901","0","3","10300103","106","10300104","10300101","1004210","1004106","401045891","10300105","1.4"
"0.06","2","401045921","1001303","2","1030","2","1004108","1.6","1.6","1004109","1004107","710061","1004207","10300102","1","401045911","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401045931","401045951","0","10","10300103","107","10300104","10300101","1004210","1004106","401045941","10300105","1.9"
"0.06","3","401045971","1001303","2.6","1030","2","1004108","2","2","1004109","1004107","710061","1004207","10300102","1","401045961","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401045981","401046001","0","34","10300103","108","10300104","10300101","1004210","1004106","401045991","10300105","2.4"
"0.06","4","401046021","1001303","4","1030","2","1004108","3.5","3.5","1004109","1004107","710061","1004207","10300102","1","401046011","1004209","0","3.7","1004206","1004208","1004110","35","1000000","35","401046031","401046051","0","-1","10300103","109","10300104","10300101","1004210","1004106","401046041","10300105","3.8"
"0.03","1","401046221","1001301","1.5","1031","1","1004103","1.2","1.2","1004104","1004102","710071","1004202","10310102","1","401046211","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401046231","401046251","0","1","10310103","110","10310104","10310101","1004205","1004101","401046241","10310105","1.4"
"0.03","1","401046221","1001303","1.5","1031","1","1004108","1.2","1.2","1004109","1004107","710071","1004207","10310102","1","401046211","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401046231","401046251","0","3","10310103","111","10310104","10310101","1004210","1004106","401046241","10310105","1.4"
"0.06","2","401046271","1001303","2","1031","2","1004108","1.6","1.6","1004109","1004107","710071","1004207","10310102","1","401046261","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401046281","401046301","0","10","10310103","112","10310104","10310101","1004210","1004106","401046291","10310105","1.9"
"0.06","3","401046321","1001303","2.6","1031","2","1004108","2","2","1004109","1004107","710071","1004207","10310102","1","401046311","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401046331","401046351","0","34","10310103","113","10310104","10310101","1004210","1004106","401046341","10310105","2.4"
"0.06","4","401046371","1001303","4","1031","2","1004108","3.5","3.5","1004109","1004107","710071","1004207","10310102","1","401046361","1004209","0","3.7","1004206","1004208","1004110","35","1000000","35","401046381","401046401","0","-1","10310103","114","10310104","10310101","1004210","1004106","401046391","10310105","3.8"
"0.03","1","401046571","1001301","1.5","1032","1","1004103","1.2","1.2","1004104","1004102","710081","1004202","10320102","1","401046561","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401046581","401046601","0","1","10320103","115","10320104","10320101","1004205","1004101","401046591","10320105","1.4"
"0.03","1","401046571","1001303","1.5","1032","1","1004108","1.2","1.2","1004109","1004107","710081","1004207","10320102","1","401046561","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401046581","401046601","0","3","10320103","116","10320104","10320101","1004210","1004106","401046591","10320105","1.4"
"0.06","2","401046621","1001303","2","1032","2","1004108","1.6","1.6","1004109","1004107","710081","1004207","10320102","1","401046611","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401046631","401046651","0","10","10320103","117","10320104","10320101","1004210","1004106","401046641","10320105","1.9"
"0.06","3","401046671","1001303","2.6","1032","2","1004108","2","2","1004109","1004107","710081","1004207","10320102","1","401046661","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401046681","401046701","0","34","10320103","118","10320104","10320101","1004210","1004106","401046691","10320105","2.4"
"0.06","4","401046721","1001303","4","1032","2","1004108","3.5","3.5","1004109","1004107","710081","1004207","10320102","1","401046711","1004209","0","3.7","1004206","1004208","1004110","35","1000000","35","401046731","401046751","0","-1","10320103","119","10320104","10320101","1004210","1004106","401046741","10320105","3.8"
"0.03","1","401046921","1001301","1.5","1033","1","1004103","1.2","1.2","1004104","1004102","710091","1004202","10330102","1","401046911","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401046931","401046951","0","1","10330103","120","10330104","10330101","1004205","1004101","401046941","10330105","1.4"
"0.03","1","401046921","1001303","1.5","1033","1","1004108","1.2","1.2","1004109","1004107","710091","1004207","10330102","1","401046911","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401046931","401046951","0","3","10330103","121","10330104","10330101","1004210","1004106","401046941","10330105","1.4"
"0.06","2","401046971","1001303","2","1033","2","1004108","1.6","1.6","1004109","1004107","710091","1004207","10330102","1","401046961","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401046981","401047001","0","10","10330103","122","10330104","10330101","1004210","1004106","401046991","10330105","1.9"
"0.06","3","401047021","1001303","2.6","1033","2","1004108","2","2","1004109","1004107","710091","1004207","10330102","1","401047011","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401047031","401047051","0","34","10330103","123","10330104","10330101","1004210","1004106","401047041","10330105","2.4"
"0.06","4","401047071","1001303","4","1033","2","1004108","3.5","3.5","1004109","1004107","710091","1004207","10330102","1","401047061","1004209","0","3.7","1004206","1004208","1004110","35","1000000","35","401047081","401047101","0","-1","10330103","124","10330104","10330101","1004210","1004106","401047091","10330105","3.8"
"0.03","1","401047271","1001301","1.5","1034","1","1004103","1.2","1.2","1004104","1004102","710101","1004202","10340102","1","401047261","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401047281","401047301","0","1","10340103","125","10340104","10340101","1004205","1004101","401047291","10340105","1.4"
"0.03","1","401047271","1001303","1.5","1034","1","1004108","1.2","1.2","1004109","1004107","710101","1004207","10340102","1","401047261","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401047281","401047301","0","3","10340103","126","10340104","10340101","1004210","1004106","401047291","10340105","1.4"
"0.06","2","401047321","1001303","2","1034","2","1004108","1.6","1.6","1004109","1004107","710101","1004207","10340102","1","401047311","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401047331","401047351","0","10","10340103","127","10340104","10340101","1004210","1004106","401047341","10340105","1.9"
"0.06","3","401047371","1001303","2.6","1034","2","1004108","2","2","1004109","1004107","710101","1004207","10340102","1","401047361","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401047381","401047401","0","34","10340103","128","10340104","10340101","1004210","1004106","401047391","10340105","2.4"
"0.06","4","401047421","1001303","4","1034","2","1004108","3.5","3.5","1004109","1004107","710101","1004207","10340102","1","401047411","1004209","0","3.7","1004206","1004208","1004110","35","1000000","35","401047431","401047451","0","44","10340103","129","10340104","10340101","1004210","1004106","401047441","10340105","3.8"
"0.06","5","401047471","1001303","4","1034","2","1004108","3.5","3.5","1004109","1004107","710101","1004207","10340102","1","401047461","1004209","0","3.7","1004206","1004208","1004110","45","1000000","45","401047481","401047501","0","-1","10340103","130","10340104","10340101","1004210","1004106","401047491","10340105","3.8"
"0.03","1","401047671","1001301","1.5","1035","1","1004103","1.2","1.2","1004104","1004102","710111","1004202","10350102","1","401047661","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401047681","401047701","0","1","10350103","131","10350104","10350101","1004205","1004101","401047691","10350105","1.4"
"0.03","1","401047671","1001303","1.5","1035","1","1004108","1.2","1.2","1004109","1004107","710111","1004207","10350102","1","401047661","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401047681","401047701","0","3","10350103","132","10350104","10350101","1004210","1004106","401047691","10350105","1.4"
"0.06","2","401047721","1001303","2","1035","2","1004108","1.6","1.6","1004109","1004107","710111","1004207","10350102","1","401047711","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401047731","401047751","0","10","10350103","133","10350104","10350101","1004210","1004106","401047741","10350105","1.9"
"0.06","3","401047771","1001303","2.6","1035","2","1004108","2","2","1004109","1004107","710111","1004207","10350102","1","401047761","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401047781","401047801","0","34","10350103","134","10350104","10350101","1004210","1004106","401047791","10350105","2.4"
"0.06","4","401047821","1001303","4","1035","2","1004108","3.5","3.5","1004109","1004107","710111","1004207","10350102","1","401047811","1004209","0","3.7","1004206","1004208","1004110","35","1000000","35","401047831","401047851","0","44","10350103","135","10350104","10350101","1004210","1004106","401047841","10350105","3.8"
"0.06","5","401047871","1001303","4","1035","2","1004108","3.5","3.5","1004109","1004107","710111","1004207","10350102","1","401047861","1004209","0","3.7","1004206","1004208","1004110","45","1000000","45","401047881","401047901","0","-1","10350103","136","10350104","10350101","1004210","1004106","401047891","10350105","3.8"
"0.03","1","401048071","1001301","1.5","1036","1","1004103","1.2","1.2","1004104","1004102","710121","1004202","10360102","1","401048061","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401048081","401048101","0","1","10360103","137","10360104","10360101","1004205","1004101","401048091","10360105","1.4"
"0.03","1","401048071","1001303","1.5","1036","1","1004108","1.2","1.2","1004109","1004107","710121","1004207","10360102","1","401048061","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401048081","401048101","0","3","10360103","138","10360104","10360101","1004210","1004106","401048091","10360105","1.4"
"0.06","2","401048121","1001303","2","1036","2","1004108","1.6","1.6","1004109","1004107","710121","1004207","10360102","1","401048111","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401048131","401048151","0","10","10360103","139","10360104","10360101","1004210","1004106","401048141","10360105","1.9"
"0.06","3","401048171","1001303","2.6","1036","2","1004108","2","2","1004109","1004107","710121","1004207","10360102","1","401048161","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401048181","401048201","0","34","10360103","140","10360104","10360101","1004210","1004106","401048191","10360105","2.4"
"0.06","4","401048221","1001303","4","1036","2","1004108","3.5","3.5","1004109","1004107","710121","1004207","10360102","1","401048211","1004209","0","3.7","1004206","1004208","1004110","35","1000000","35","401048231","401048251","0","44","10360103","141","10360104","10360101","1004210","1004106","401048241","10360105","3.8"
"0.06","5","401048271","1001303","4","1036","2","1004108","3.5","3.5","1004109","1004107","710121","1004207","10360102","1","401048261","1004209","0","3.7","1004206","1004208","1004110","45","1000000","45","401048281","401048301","0","-1","10360103","142","10360104","10360101","1004210","1004106","401048291","10360105","3.8"
"0.03","1","401048471","1001301","1.5","1037","1","1004103","1.2","1.2","1004104","1004102","710011","1004202","10370102","1","401048461","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401048481","401048501","0","1","10370103","143","10370104","10370101","1004205","1004101","401048491","10370105","1.4"
"0.03","1","401048471","1001303","1.5","1037","1","1004108","1.2","1.2","1004109","1004107","710011","1004207","10370102","1","401048461","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401048481","401048501","0","3","10370103","144","10370104","10370101","1004210","1004106","401048491","10370105","1.4"
"0.06","2","401048521","1001303","2","1037","2","1004108","1.6","1.6","1004109","1004107","710011","1004207","10370102","1","401048511","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401048531","401048551","0","10","10370103","145","10370104","10370101","1004210","1004106","401048541","10370105","1.9"
"0.06","3","401048571","1001303","2.6","1037","2","1004108","2","2","1004109","1004107","710011","1004207","10370102","1","401048561","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401048581","401048601","0","34","10370103","146","10370104","10370101","1004210","1004106","401048591","10370105","2.4"
"0.06","4","401048621","1001303","4","1037","2","1004108","3.5","3.5","1004109","1004107","710011","1004207","10370102","1","401048611","1004209","0","3.7","1004206","1004208","1004110","35","1000000","35","401048631","401048651","0","44","10370103","147","10370104","10370101","1004210","1004106","401048641","10370105","3.8"
"0.06","5","401048671","1001303","4","1037","2","1004108","3.5","3.5","1004109","1004107","710011","1004207","10370102","1","401048661","1004209","0","3.7","1004206","1004208","1004110","45","1000000","45","401048681","401048701","0","-1","10370103","148","10370104","10370101","1004210","1004106","401048691","10370105","3.8"
"0.03","1","401048871","1001301","1.5","1038","1","1004103","1.2","1.2","1004104","1004102","710021","1004202","10380102","1","401048861","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401048881","401048901","0","1","10380103","149","10380104","10380101","1004205","1004101","401048891","10380105","1.4"
"0.03","1","401048871","1001303","1.5","1038","1","1004108","1.2","1.2","1004109","1004107","710021","1004207","10380102","1","401048861","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401048881","401048901","0","3","10380103","150","10380104","10380101","1004210","1004106","401048891","10380105","1.4"
"0.06","2","401048921","1001303","2","1038","2","1004108","1.6","1.6","1004109","1004107","710021","1004207","10380102","1","401048911","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401048931","401048951","0","10","10380103","151","10380104","10380101","1004210","1004106","401048941","10380105","1.9"
"0.06","3","401048971","1001303","2.6","1038","2","1004108","2","2","1004109","1004107","710021","1004207","10380102","1","401048961","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401048981","401049001","0","34","10380103","152","10380104","10380101","1004210","1004106","401048991","10380105","2.4"
"0.06","4","401049021","1001303","4","1038","2","1004108","3.5","3.5","1004109","1004107","710021","1004207","10380102","1","401049011","1004209","0","3.7","1004206","1004208","1004110","35","1000000","35","401049031","401049051","0","44","10380103","153","10380104","10380101","1004210","1004106","401049041","10380105","3.8"
"0.06","5","401049071","1001303","4","1038","2","1004108","3.5","3.5","1004109","1004107","710021","1004207","10380102","1","401049061","1004209","0","3.7","1004206","1004208","1004110","45","1000000","45","401049081","401049101","0","-1","10380103","154","10380104","10380101","1004210","1004106","401049091","10380105","3.8"
"0.03","1","401049271","1001301","1.5","1039","1","1004103","1.2","1.2","1004104","1004102","710031","1004202","10390102","1","401049261","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401049281","401049301","0","1","10390103","155","10390104","10390101","1004205","1004101","401049291","10390105","1.4"
"0.03","1","401049271","1001303","1.5","1039","1","1004108","1.2","1.2","1004109","1004107","710031","1004207","10390102","1","401049261","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401049281","401049301","0","3","10390103","156","10390104","10390101","1004210","1004106","401049291","10390105","1.4"
"0.06","2","401049321","1001303","2","1039","2","1004108","1.6","1.6","1004109","1004107","710031","1004207","10390102","1","401049311","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401049331","401049351","0","10","10390103","157","10390104","10390101","1004210","1004106","401049341","10390105","1.9"
"0.06","3","401049371","1001303","2.6","1039","2","1004108","2","2","1004109","1004107","710031","1004207","10390102","1","401049361","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401049381","401049401","0","30","10390103","158","10390104","10390101","1004210","1004106","401049391","10390105","2.4"
"0.06","4","401049421","1001303","4","1039","2","1004108","3.5","3.5","1004109","1004107","710031","1004207","10390102","1","401049411","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401049431","401049451","0","40","10390103","159","10390104","10390101","1004210","1004106","401049441","10390105","3.8"
"0.06","5","401049471","1001303","4","1039","2","1004108","3.5","3.5","1004109","1004107","710031","1004207","10390102","1","401049461","1004209","0","3.7","1004206","1004208","1004110","41","1000000","41","401049481","401049501","0","-1","10390103","160","10390104","10390101","1004210","1004106","401049491","10390105","3.8"
"0.03","1","401049671","1001301","1.5","1040","1","1004103","1.2","1.2","1004104","1004102","710041","1004202","10400102","1","401049661","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401049681","401049701","0","1","10400103","161","10400104","10400101","1004205","1004101","401049691","10400105","1.4"
"0.03","1","401049671","1001303","1.5","1040","1","1004108","1.2","1.2","1004109","1004107","710041","1004207","10400102","1","401049661","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401049681","401049701","0","3","10400103","162","10400104","10400101","1004210","1004106","401049691","10400105","1.4"
"0.06","2","401049721","1001303","2","1040","2","1004108","1.6","1.6","1004109","1004107","710041","1004207","10400102","1","401049711","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401049731","401049751","0","10","10400103","163","10400104","10400101","1004210","1004106","401049741","10400105","1.9"
"0.06","3","401049771","1001303","2.6","1040","2","1004108","2","2","1004109","1004107","710041","1004207","10400102","1","401049761","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401049781","401049801","0","30","10400103","164","10400104","10400101","1004210","1004106","401049791","10400105","2.4"
"0.06","4","401049821","1001303","4","1040","2","1004108","3.5","3.5","1004109","1004107","710041","1004207","10400102","1","401049811","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401049831","401049851","0","40","10400103","165","10400104","10400101","1004210","1004106","401049841","10400105","3.8"
"0.06","5","401049871","1001303","4","1040","2","1004108","3.5","3.5","1004109","1004107","710041","1004207","10400102","1","401049861","1004209","0","3.7","1004206","1004208","1004110","41","1000000","41","401049881","401049901","0","-1","10400103","166","10400104","10400101","1004210","1004106","401049891","10400105","3.8"
"0.03","1","401050071","1001301","1.5","1041","1","1004103","1.2","1.2","1004104","1004102","710051","1004202","10410102","1","401050061","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401050081","401050101","0","1","10410103","167","10410104","10410101","1004205","1004101","401050091","10410105","1.4"
"0.03","1","401050071","1001303","1.5","1041","1","1004108","1.2","1.2","1004109","1004107","710051","1004207","10410102","1","401050061","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401050081","401050101","0","3","10410103","168","10410104","10410101","1004210","1004106","401050091","10410105","1.4"
"0.06","2","401050121","1001303","2","1041","2","1004108","1.6","1.6","1004109","1004107","710051","1004207","10410102","1","401050111","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401050131","401050151","0","10","10410103","169","10410104","10410101","1004210","1004106","401050141","10410105","1.9"
