2bba1388355832f8894357cc225b6c39de9c0a81c46368a7637bf243c470189a,f3d608b72a595c091aaed6c534d56b39d6425f78ba8cc8ee0813a073298e3110,1c004dcfae142b778bd4dc1dbd16f559d2a4fdbc85a11793dc57c5a7a5a97e2c,f372b8545cc8224c885c6646c890a773feeaa4e1cedf374e0b5402b18dae5318,9d62172377b316d95f6e94b445b6712b789d4c5bef230d21be3cc59268c2efa7,f6a4f5f9e6cee7033d37d8bd03b503d66ae66cdc38d64da10ea1b1fa7ec7823f,7545de159cb66b4ee70c000311395b2f3f65f460e3cc1efb8f19df348d4c6390,aebbeb58aed2a3103c9ff7f90561b6fea469e0eba634591c96b525cdf2efebe7,024daeac62f66c02a6f3f329fb18044e5ac93d35006b01df82c76915144323f3,77d8d79822eecee772880399e5f27f4ec726c5162a9211a482c34d925ae07444,652990a47d46dcbd5f69a5a59cbff9c002cef8b429499467507ed20ad0a9a7b8
"","","91","","0","1007404","","1007404123","","",""
"","","22","","0","1007404","0","1007404124","","",""
"","","91","","0","1007404","","1007404125","","",""
"-240","100","1","1.7","1","1007405","111011","1007405001","0","mhp_idle_normal","-1000"
"-220","100","1","1.7","1","1007405","117531","1007405002","1","mhp_sit_idle","185"
"-200","100","1","1.7","1","1007405","117631","1007405003","1","mhp_sit_idle","365"
"0.85","-240","31","1","1","1007405","1","1007405004","","","-154"
"-220","110","5","1.7","1","1007405","11","1007405005","0","NoItem","-200"
"-220","105","5","1.7","1","1007405","12","1007405006","0","NoItem","-200"
"-220","110","5","1.7","1","1007405","21","1007405007","1","NoItem","185"
"-220","105","5","1.7","1","1007405","22","1007405008","1","NoItem","185"
"0","1","6","0","11","1007405","1","1007405009","0","","1"
"0","1","6","0","12","1007405","1","1007405010","0","","1"
"0","1","6","0","21","1007405","1","1007405011","0","","1"
"0","1","6","0","22","1007405","1","1007405012","0","","1"
"-220","110","5","1.7","1","1007405","31","1007405013","0","NoItem","-1000"
"","","91","","0","1007405","","1007405014","","",""
"","1","3","0.2","117531","1007405","mhp_sit_talk_normal","1007405015","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1101","1007405016","","","0"
"0","5","11","0","117531","1007405","優妮，請進～","1007405017","0","0.5","0"
"","","91","","0","1007405","","1007405018","","",""
"","1","3","0.2","117531","1007405","mhp_sit_idle","1007405019","","",""
"","1","3","0.2","111011","1007405","mhp_walk","1007405020","","",""
"0","-220","2","","111011","1007405","-200","1007405021","","","4"
"","1","3","0.2","31","1007405","NoItem","1007405022","","",""
"0","-220","2","","31","1007405","-200","1007405023","","","4"
"","","91","","0","1007405","","1007405024","","",""
"1","0","3","0.2","111011","1007405","mhp_sit_in_2","1007405025","0.2","","mhp_sit_idle_2"
"","","93","","1","1007405","0","1007405026","","",""
"","1","3","0.2","111011","1007405","mhp_sit_talk_joy2","1007405027","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1102","1007405028","","","0"
"0","5","11","0","111011","1007405","嘻嘻，優妮來囉。\n小深過得還好嗎？","1007405029","0","0.5","1"
"","","91","","0","1007405","","1007405030","","",""
"","1","3","0.2","111011","1007405","mhp_sit_idle_joy2","1007405031","","",""
"","1","3","0.2","117531","1007405","mhp_sit_talk_normal","1007405032","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1103","1007405033","","","0"
"0","5","11","0","117531","1007405","哎呀，妳決定把自己之前\n氣噗噗地回去那件事\n當作完全沒發生過啊。\nOK，我明白了。","1007405034","0","0.5","1"
"","","91","","0","1007405","","1007405035","","",""
"","1","3","0.2","117531","1007405","mhp_sit_talk_wish","1007405036","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1104","1007405037","","","0"
"0","4","11","0","117531","1007405","然後呢？\n優妮今天也是來找我閒聊的嗎？","1007405038","0","0.5","1"
"","","91","","0","1007405","","1007405039","","",""
"","1","3","0.2","117531","1007405","mhp_sit_idle","1007405040","","",""
"","1","3","0.2","111011","1007405","mhp_sit_talk_sad","1007405041","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1105","1007405042","","","0"
"0","5","11","0","111011","1007405","不。我今天是以患者的身分前來。\n希望熟悉醫藥之道的妳，\n能助我一臂之力。","1007405043","0","0.5","1"
"","","91","","0","1007405","","1007405044","","",""
"","1","3","0.2","111011","1007405","mhp_sit_idle_sad","1007405045","","",""
"","1","3","0.2","117531","1007405","mhp_sit_talk_thinking","1007405046","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1106","1007405047","","","0"
"0","6","11","0","117531","1007405","哎呀，聽起來不是小事呢。\n好啊，告訴我吧。請說？","1007405048","0","0.5","1"
"","","91","","0","1007405","","1007405049","","",""
"","1","3","0.2","117531","1007405","mhp_sit_idle","1007405050","","",""
"","1","3","0.2","111011","1007405","mhp_sit_talk_sad2","1007405051","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1107","1007405052","","","0"
"0","4","11","0","111011","1007405","嗯，若要解釋說來話長，\n但講白一點就是──我很睏。","1007405053","0","0.5","1"
"","","91","","0","1007405","","1007405054","","",""
"","0","3","0.2","111011","1007405","mhp_yuni_sleep_in","1007405055","","",""
"1","0","3","0","31","1007405","mhp_yuni_sleep_in","1007405056","0","","NoItem"
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1108","1007405057","","","0"
"0","6","11","0","111011","1007405","不知道是為什麼，總之我很睏。\n不管是睡是醒，就是很睏。\n要是我有那個意思，可以睡上一輩子。","1007405058","0","0.5","1"
"","","93","","8.2","1007405","1","1007405059","","",""
"","0","3","0.2","111011","1007405","mhp_yuni_sleep_out","1007405060","","",""
"","0","3","0.2","31","1007405","mhp_yuni_sleep_out","1007405061","","",""
"","","91","","1007405058","1007405","","1007405062","","",""
"","1","3","0.2","111011","1007405","mhp_sit_idle_sad","1007405063","","",""
"","1","3","0.2","31","1007405","NoItem_idle","1007405064","","",""
"","1","3","0.2","117531","1007405","mhp_sit_talk_thinking","1007405065","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1109","1007405066","","","0"
"0","5","11","0","117531","1007405","啊～是那種問題……好的好的。","1007405067","0","0.5","1"
"","","91","","0","1007405","","1007405068","","",""
"","1","3","0.2","117531","1007405","mhp_sit_idle","1007405069","","",""
"","1","3","0.2","111011","1007405","mhp_sit_talk_sad2","1007405070","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1110","1007405071","","","0"
"0","4","11","0","111011","1007405","依我的想法，\n這肯定是叫作嗜睡症的睡眠障礙。\n主治醫師，給我一點有趣的藥水吧。","1007405072","0","0.5","1"
"","","91","","0","1007405","","1007405073","","",""
"","1","3","0.2","111011","1007405","mhp_sit_idle_sad2","1007405074","","",""
"","0","103","","活力藥水","1007405","1007405078","1007405075","","",""
"","0","103","","安眠藥水","1007405","1007405124","1007405076","","",""
"","0","103","","虛張聲勢藥水","1007405","1007405166","1007405077","","",""
"1","0","3","0.2","117531","1007405","mhp_sit_out","1007405078","0","","mhp_idle_normal"
"","","93","","0.6","1007405","0","1007405079","","",""
"1","0","3","0.2","111011","1007405","mhp_sit_out","1007405080","0","","mhp_idle_normal"
"","","93","","0.2","1007405","0","1007405081","","",""
"0","1","3","0.2","111011","1007405","mhp_walk","1007405082","","",""
"0","-220","2","","111011","1007405","35","1007405083","","","1.5"
"0","-220","2","","31","1007405","35","1007405084","","","1.5"
"0","-220","2","","11","1007405","35","1007405085","","","1.5"
"0","-220","2","","12","1007405","35","1007405086","","","1.5"
"","","93","","0.3","1007405","0","1007405087","","",""
"1","0","3","0.2","117531","1007405","mhp_handover_in","1007405088","0","","mhp_handover_loop"
"1","1","6","0","21","1007405","1","1007405089","0","","1"
"1","1","6","0","22","1007405","1","1007405090","0","","1"
"1","0","3","0.2","21","1007405","mhp_handover_in","1007405091","0","","mhp_handover_loop"
"1","0","3","0.2","22","1007405","mhp_item_EX0001_handover_in","1007405092","0","","mhp_item_EX0001_handover_loop"
"","","93","","1.2","1007405","0","1007405093","","",""
"1","0","3","0.2","111011","1007405","mhp_handover_receive_in","1007405094","0","","mhp_handover_receive_loop"
"1","1","6","0","11","1007405","1","1007405095","0","","1"
"1","1","6","0","12","1007405","1","1007405096","0","","1"
"1","0","3","0.2","11","1007405","mhp_receive_yuni_in","1007405097","0","","mhp_receive_yuni_loop"
"1","0","3","0.2","12","1007405","mhp_item_EX0001_receive_in","1007405098","0","","mhp_item_EX0001_receive_loop"
"","","93","","0.6","1007405","0","1007405099","","",""
"1","1","6","0.4","22","1007405","1","1007405100","0","","1"
"","","93","","0.4","1007405","0","1007405101","","",""
"1","0","3","0.2","117531","1007405","mhp_handover_out","1007405102","0","","mhp_idle_normal"
"1","0","3","0.2","21","1007405","mhp_handover_out","1007405103","0","","NoItem_idle"
"1","0","3","0.2","22","1007405","mhp_item_EX0001_handover_out","1007405104","0","","NoItem_idle"
"","","93","","0.4","1007405","0","1007405105","","",""
"1","0","3","0.2","111011","1007405","mhp_handover_receive_out","1007405106","0","","mhp_idle_normal"
"1","0","3","0.2","11","1007405","mhp_receive_yuni_out","1007405107","0","","NoItem_idle"
"1","0","3","0.2","12","1007405","mhp_item_EX0001_receive_out","1007405108","0","","NoItem_idle"
"","","93","","2","1007405","","1007405109","","",""
"","1","3","0.2","111011","1007405","mhp_talk_joy2","1007405110","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1111","1007405111","","","0"
"0","7","11","0","111011","1007405","哇～是和平常一樣的藥水耶～！","1007405112","0","0.5","1"
"","","91","","0","1007405","","1007405113","","",""
"","1","3","0.2","111011","1007405","mhp_idle_joy2","1007405114","","",""
"","1","3","0.2","117531","1007405","mhp_talk_worry","1007405115","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1112","1007405116","","","0"
"0","5","11","0","117531","1007405","妳這孩子真的懂嗎……\n我話先說在前頭，這算緊急處置喔？\n因為這樣只是在預支自己的體力喔？","1007405117","0","0.5","1"
"","","91","","0","1007405","","1007405118","","",""
"","1","3","0.2","117531","1007405","mhp_talk_wish2","1007405119","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1113","1007405120","","","0"
"0","4","11","0","117531","1007405","舉例來說，\n如果能充滿活力地行動一小時，\n之後就會連本帶利地確實躺平三小時。\n所以妳要小心遵守用藥處方喔？","1007405121","0","0.5","1"
"","","91","","0","1007405","","1007405122","","",""
"","","101","","1007405213","1007405","","1007405123","","",""
"1","0","3","0.2","117531","1007405","mhp_sit_out","1007405124","0","","mhp_idle_normal"
"","","93","","0.6","1007405","0","1007405125","","",""
"1","0","3","0.2","111011","1007405","mhp_sit_out","1007405126","0","","mhp_idle_normal"
"","","93","","0.2","1007405","0","1007405127","","",""
"0","1","3","0.2","111011","1007405","mhp_walk","1007405128","","",""
"0","-220","2","","111011","1007405","35","1007405129","","","1.5"
"0","-220","2","","31","1007405","35","1007405130","","","1.5"
"0","-220","2","","11","1007405","35","1007405131","","","1.5"
"0","-220","2","","12","1007405","35","1007405132","","","1.5"
"","","93","","0.3","1007405","0","1007405133","","",""
"1","0","3","0.2","117531","1007405","mhp_handover_in","1007405134","0","","mhp_handover_loop"
"1","1","6","0","21","1007405","1","1007405135","0","","1"
"1","1","6","0","22","1007405","1","1007405136","0","","1"
"1","0","3","0.2","21","1007405","mhp_handover_in","1007405137","0","","mhp_handover_loop"
"1","0","3","0.2","22","1007405","mhp_item_EX0002_handover_in","1007405138","0","","mhp_item_EX0002_handover_loop"
"","","93","","1.2","1007405","0","1007405139","","",""
"1","0","3","0.2","111011","1007405","mhp_handover_receive_in","1007405140","0","","mhp_handover_receive_loop"
"1","1","6","0","11","1007405","1","1007405141","0","","1"
"1","1","6","0","12","1007405","1","1007405142","0","","1"
"1","0","3","0.2","11","1007405","mhp_receive_yuni_in","1007405143","0","","mhp_receive_yuni_loop"
"1","0","3","0.2","12","1007405","mhp_item_EX0002_receive_in","1007405144","0","","mhp_item_EX0002_receive_loop"
"","","93","","0.6","1007405","0","1007405145","","",""
"1","1","6","0.4","22","1007405","1","1007405146","0","","1"
"","","93","","0.4","1007405","0","1007405147","","",""
"1","0","3","0.2","117531","1007405","mhp_handover_out","1007405148","0","","mhp_idle_normal"
"1","0","3","0.2","21","1007405","mhp_handover_out","1007405149","0","","NoItem_idle"
"1","0","3","0.2","22","1007405","mhp_item_EX0002_handover_out","1007405150","0","","NoItem_idle"
"","","93","","0.4","1007405","0","1007405151","","",""
"1","0","3","0.2","111011","1007405","mhp_handover_receive_out","1007405152","0","","mhp_idle_normal"
"1","0","3","0.2","11","1007405","mhp_receive_yuni_out","1007405153","0","","NoItem_idle"
"1","0","3","0.2","12","1007405","mhp_item_EX0002_receive_out","1007405154","0","","NoItem_idle"
"","","93","","2","1007405","","1007405155","","",""
"","1","3","0.2","111011","1007405","mhp_talk_anger2","1007405156","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1114","1007405157","","","0"
"0","6","11","0","111011","1007405","安眠藥水……？\n喂，給我慢著，主治醫師。\n居然讓苦惱於睡太多的患者睡得更多，\n妳這傢伙的腦子是切嚕了嗎？","1007405158","0","0.5","1"
"","","91","","0","1007405","","1007405159","","",""
"","1","3","0.2","111011","1007405","mhp_idle_sad","1007405160","","",""
"","1","3","0.2","117531","1007405","mhp_talk_worry","1007405161","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1115","1007405162","","","0"
"0","6","11","0","117531","1007405","如果得到了足夠的睡眠時間，\n卻還是沒有睡夠，原因就是出在睡得太淺。\n所以就反過來提升睡眠的品質吧。","1007405163","0","0.5","1"
"","","91","","0","1007405","","1007405164","","",""
"","","101","","1007405213","1007405","","1007405165","","",""
"1","0","3","0.2","117531","1007405","mhp_sit_out","1007405166","0","","mhp_idle_normal"
"","","93","","0.6","1007405","0","1007405167","","",""
"1","0","3","0.2","111011","1007405","mhp_sit_out","1007405168","0","","mhp_idle_normal"
"","","93","","0.2","1007405","0","1007405169","","",""
"0","1","3","0.2","111011","1007405","mhp_walk","1007405170","","",""
"0","-220","2","","111011","1007405","35","1007405171","","","1.5"
"0","-220","2","","31","1007405","35","1007405172","","","1.5"
"0","-220","2","","11","1007405","35","1007405173","","","1.5"
"0","-220","2","","12","1007405","35","1007405174","","","1.5"
"","","93","","0.3","1007405","0","1007405175","","",""
"1","0","3","0.2","117531","1007405","mhp_handover_in","1007405176","0","","mhp_handover_loop"
"1","1","6","0","21","1007405","1","1007405177","0","","1"
"1","1","6","0","22","1007405","1","1007405178","0","","1"
"1","0","3","0.2","21","1007405","mhp_handover_in","1007405179","0","","mhp_handover_loop"
"1","0","3","0.2","22","1007405","mhp_item_EX0003_handover_in","1007405180","0","","mhp_item_EX0003_handover_loop"
"","","93","","1.2","1007405","0","1007405181","","",""
"1","0","3","0.2","111011","1007405","mhp_handover_receive_in","1007405182","0","","mhp_handover_receive_loop"
"1","1","6","0","11","1007405","1","1007405183","0","","1"
"1","1","6","0","12","1007405","1","1007405184","0","","1"
"1","0","3","0.2","11","1007405","mhp_receive_yuni_in","1007405185","0","","mhp_receive_yuni_loop"
"1","0","3","0.2","12","1007405","mhp_item_EX0003_receive_in","1007405186","0","","mhp_item_EX0003_receive_loop"
"","","93","","0.6","1007405","0","1007405187","","",""
"1","1","6","0.4","22","1007405","1","1007405188","0","","1"
"","","93","","0.4","1007405","0","1007405189","","",""
"1","0","3","0.2","117531","1007405","mhp_handover_out","1007405190","0","","mhp_idle_normal"
"1","0","3","0.2","21","1007405","mhp_handover_out","1007405191","0","","NoItem_idle"
"1","0","3","0.2","22","1007405","mhp_item_EX0003_handover_out","1007405192","0","","NoItem_idle"
"","","93","","0.4","1007405","0","1007405193","","",""
"1","0","3","0.2","111011","1007405","mhp_handover_receive_out","1007405194","0","","mhp_idle_normal"
"1","0","3","0.2","11","1007405","mhp_receive_yuni_out","1007405195","0","","NoItem_idle"
"1","0","3","0.2","12","1007405","mhp_item_EX0003_receive_out","1007405196","0","","NoItem_idle"
"","","93","","2","1007405","0","1007405197","","",""
"","1","3","0.2","117531","1007405","mhp_anna_ahahaStand_loop","1007405198","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1116","1007405199","","","0"
"0","3","11","0","117531","1007405","呵～呵呵，妳就把這個喝下去吧！\n這是本藥學王深月開發的萬靈藥！\n能夠發揮出所有妳想要的效果！","1007405200","0","0.5","1"
"","","93","","2.5","1007405","1","1007405201","","",""
"","1","3","0.2","117531","1007405","mhp_talk_joy1","1007405202","","",""
"","","91","","1007405200","1007405","","1007405203","","",""
"","1","3","0.2","117531","1007405","mhp_idle_joy1","1007405204","","",""
"","1","3","0.2","111011","1007405","mhp_talk_surprise2","1007405205","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1117","1007405206","","","0"
"0","5","11","0","111011","1007405","真假！深月王好強！","1007405207","0","0.5","1"
"","","91","","0","1007405","0","1007405208","","",""
"","1","3","0.2","111011","1007405","mhp_idle_surprise2","1007405209","","",""
"","1","3","0.2","117531","1007405","mhp_idle_thinking","1007405210","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1118","1007405211","","","0"
"0","5","11","0","117531","1007405","（話雖這麼說但那只是虛張聲勢的假藥。\n優妮的病名不是嗜睡症，\n單純是生性懶惰。沒辦法用藥治好的。）","1007405212","0","0.5","1"
"","","91","","0","1007405","","1007405213","","",""
"","1","3","0.2","117531","1007405","mhp_idle_normal","1007405214","","",""
"","1","3","0.2","111011","1007405","mhp_talk_wish","1007405215","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1119","1007405216","","","0"
"0","6","11","","111011","1007405","喔喔，深月老師，感激不盡！\n好，這樣就能免去因為不自覺地\n耍廢發懶而白白浪費的時間了！","1007405217","0","0.5","1"
"","","91","","0","1007405","","1007405218","","",""
"","1","3","0.2","111011","1007405","mhp_idle_joy1","1007405219","","",""
"","1","3","0.2","117531","1007405","mhp_talk_sad","1007405220","","",""
"","0","21","","vo_mhp_1007405","1007405","vo_mhp_1120","1007405221","","","0"
"0","5","11","","117531","1007405","這不好說呢。\n我只能說這全看妳自己。\n我會為妳打氣的，請多保重。","1007405222","0","0.5","1"
"","","91","","0","1007405","","1007405223","","",""
"","","22","","0","1007405","0","1007405224","","",""
"","1","3","0.2","117531","1007405","mhp_idle_normal","1007405225","","",""
"0","1","3","0.2","111011","1007405","mhp_walk_glad","1007405226","","",""
"","","4","","111011","1007405","1","1007405227","","",""
"0","-220","2","","111011","1007405","-1000","1007405228","","","5"
"","","91","","0","1007405","","1007405229","","",""
"-240","100","1","1.7","1","1007406","111011","1007406001","0","mhp_idle_normal","-1000"
"-220","100","1","1.7","1","1007406","117531","1007406002","1","mhp_sit_idle","185"
"-200","100","1","1.7","1","1007406","117631","1007406003","1","mhp_sit_idle","365"
"0.85","-240","31","1","1","1007406","1","1007406004","","","-154"
"1","0","31","0","30","1007406","130","1007406005","","","0"
"1","0","31","0","12","1007406","112","1007406006","","","0"
"-220","110","5","1.7","1","1007406","11","1007406007","0","NoItem","-200"
"-220","105","5","1.7","1","1007406","12","1007406008","0","NoItem","-200"
"-220","110","5","1.7","1","1007406","21","1007406009","1","NoItem","185"
"-220","105","5","1.7","1","1007406","22","1007406010","1","NoItem","185"
"0","1","6","0","11","1007406","1","1007406011","0","","1"
"0","1","6","0","12","1007406","1","1007406012","0","","1"
"0","1","6","0","21","1007406","1","1007406013","0","","1"
"0","1","6","0","22","1007406","1","1007406014","0","","1"
"","","91","","0","1007406","","1007406015","","",""
"","1","3","0.2","117531","1007406","mhp_sit_talk_normal","1007406016","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1201","1007406017","","","0"
"0","5","11","0","117531","1007406","優妮，請進～","1007406018","0","0.5","0"
"","","91","","0","1007406","","1007406019","","",""
"","1","3","0.2","117531","1007406","mhp_sit_idle","1007406020","","",""
"","1","3","0.2","111011","1007406","mhp_walk","1007406021","","",""
"0","-220","2","","111011","1007406","-200","1007406022","","","4"
"","","91","","0","1007406","","1007406023","","",""
"1","0","3","0.2","111011","1007406","mhp_sit_in_2","1007406024","0.2","","mhp_sit_idle_2"
"","","93","","1","1007406","0","1007406025","","",""
"","1","3","0.2","111011","1007406","mhp_sit_talk_normal","1007406026","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1202","1007406027","","","0"
"0","6","11","0","111011","1007406","嗨，深月老師，讓妳久等了啊。\n公會長優妮來了喔。","1007406028","0","0.5","1"
"","","91","","0","1007406","","1007406029","","",""
"","1","3","0.2","111011","1007406","mhp_sit_idle_2","1007406030","","",""
"","1","3","0.2","117531","1007406","mhp_sit_talk_thinking","1007406031","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1203","1007406032","","","0"
"0","6","11","0","117531","1007406","我不記得自己有特別在等妳，\n但也沒關係，歡迎來到我的診療室。","1007406033","0","0.5","1"
"","","91","","0","1007406","","1007406034","","",""
"","1","3","0.2","117531","1007406","mhp_sit_talk_normal","1007406035","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1204","1007406036","","","0"
"0","4","11","0","117531","1007406","好了，優妮──啊，失禮了，\n妳現在是有學位的啊。\n我該稱呼妳為優妮博士嗎？","1007406037","0","0.5","1"
"","","91","","0","1007406","","1007406038","","",""
"","1","3","0.2","117531","1007406","mhp_sit_idle","1007406039","","",""
"","1","3","0.2","111011","1007406","mhp_sit_talk_thinking2","1007406040","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1205","1007406041","","","0"
"0","5","11","0","111011","1007406","不，不必。\n學院為了自己的方便\n硬塞給我的名譽學位無異於暱稱。","1007406042","0","0.5","1"
"","","91","","0","1007406","","1007406043","","",""
"","1","3","0.2","111011","1007406","mhp_sit_idle_2","1007406044","","",""
"","1","3","0.2","117531","1007406","mhp_sit_talk_normal","1007406045","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1206","1007406046","","","0"
"0","6","11","0","117531","1007406","呵呵……是叫聖德蕾莎女子學院嗎？\n原本對村子外頭完全沒興趣的妳，\n如今已經是堂堂傳統名校的一分子了啊。","1007406047","0","0.5","1"
"","","91","","0","1007406","","1007406048","","",""
"","1","3","0.2","117531","1007406","mhp_sit_idle","1007406049","","",""
"","1","3","0.2","111011","1007406","mhp_sit_talk_joy1","1007406050","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1207","1007406051","","","0"
"0","4","11","0","111011","1007406","那也沒辦法。\n這副脆弱的軀體\n之所以能順利地融入社會，\n全是因為有深月老師的幫助。","1007406052","0","0.5","1"
"","","91","","0","1007406","","1007406053","","",""
"","1","3","0.2","111011","1007406","mhp_sit_talk_worry","1007406054","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1208","1007406055","","","0"
"0","4","11","0","111011","1007406","我一直想著總有一天要說出來。\n我非常感謝妳。鞠躬。","1007406056","0","0.5","1"
"","","93","","5.5","1007406","1","1007406057","","",""
"1","0","3","0.2","111011","1007406","mhp_yuni_pekori","1007406058","0","","mhp_sit_idle_2"
"","","93","","1","1007406","0","1007406059","","",""
"","","91","","1007406056","1007406","","1007406060","","",""
"","1","3","0.2","111011","1007406","mhp_sit_idle_2","1007406061","","",""
"","1","3","0.2","117531","1007406","mhp_sit_talk_memory","1007406062","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1209","1007406063","","","0"
"0","5","11","0","117531","1007406","討、討厭啦，妳怎麼突然這麼說！\n我只是在做自己的工作而已啊。","1007406064","0","0.5","1"
"","","91","","0","1007406","","1007406065","","",""
"","1","3","0.2","117531","1007406","mhp_sit_idle","1007406066","","",""
"","1","3","0.2","111011","1007406","mhp_sit_talk_sad","1007406067","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1210","1007406068","","","0"
"0","4","11","0","111011","1007406","並非如此。\n深月老師總會找個名目關照\n離開村子後孤身一人的我。","1007406069","0","0.5","1"
"","","91","","0","1007406","","1007406070","","",""
"","1","3","0.2","111011","1007406","mhp_sit_talk_wish","1007406071","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1211","1007406072","","","0"
"0","5","11","0","111011","1007406","這可能不符合「獨眼惡魔」的作風，\n但我還是想特地說出來。\n我甚至覺得，\n妳是我在蘭德索爾的新家人。","1007406073","0","0.5","1"
"","","91","","0","1007406","","1007406074","","",""
"","1","3","0.2","111011","1007406","mhp_sit_idle_wish","1007406075","","",""
"","1","3","0.2","117531","1007406","mhp_sit_talk_sad","1007406076","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1212","1007406077","","","0"
"0","5","11","0","117531","1007406","優妮……","1007406078","0","0.5","1"
"","","91","","0","1007406","","1007406079","","",""
"","1","3","0.2","117531","1007406","mhp_sit_idle_sad","1007406080","","",""
"","1","3","0.2","111011","1007406","mhp_sit_talk_thinking2","1007406081","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1213","1007406082","","","0"
"0","4","11","0","111011","1007406","講白一點，就是母親。","1007406083","0","1","1"
"","","91","","0","1007406","","1007406084","","",""
"","1","3","0.2","111011","1007406","mhp_sit_idle_thinking2","1007406085","","",""
"","1","3","0.2","117531","1007406","mhp_sit_talk_wish2","1007406086","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1214","1007406087","","","0"
"0","6","11","0","117531","1007406","優……妮……？","1007406088","0","0.5","1"
"","","91","","0","1007406","","1007406089","","",""
"","1","3","0.2","117531","1007406","mhp_sit_idle_wish2","1007406090","","",""
"","1","3","0.2","111011","1007406","mhp_sit_talk_normal","1007406091","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1215","1007406092","","","0"
"0","5","11","0","111011","1007406","所以我有件事情要找妳商量，\n以後我就叫妳媽媽，\n這樣如何呢？","1007406093","0","0.5","1"
"","","91","","0","1007406","","1007406094","","",""
"","1","3","0.2","111011","1007406","mhp_sit_idle_wish","1007406095","","",""
"","1","3","0.2","117531","1007406","mhp_sit_talk_anger2","1007406096","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1216","1007406097","","","0"
"0","5","11","0","117531","1007406","什、什麼如何不如何的！？\n我說妳啊，\n至少叫我姐姐吧！","1007406098","0","0.5","1"
"","","91","","0","1007406","","1007406099","","",""
"","1","3","0.2","117531","1007406","mhp_sit_idle_anger2","1007406100","","",""
"","1","3","0.2","111011","1007406","mhp_sit_talk_memory","1007406101","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1217","1007406102","","","0"
"0","5","11","0","111011","1007406","媽媽，給我藥水。","1007406103","0","0.5","1"
"","","91","","0","1007406","","1007406104","","",""
"","1","3","0.2","111011","1007406","mhp_sit_idle_joy1","1007406105","","",""
"","1","3","0.2","117531","1007406","mhp_sit_talk_anger2","1007406106","","",""
"","0","21","","vo_mhp_1007406","1007406","vo_mhp_1218","1007406107","","","0"
"0","5","11","0","117531","1007406","吵死了！\n妳就回村子去吧！\n雪，把客人攆出去！\n下一位～！下一位請進～！","1007406108","0","0.5","1"
"","","93","","3.5","1007406","1","1007406109","","",""
"","1","3","0.2","117631","1007406","mhp_sit_idle_surprise2","1007406110","","",""
"","","91","","1007406108","1007406","","1007406111","","",""
"","","22","","0","1007406","0","1007406112","","",""
"","","93","","1","1007406","","1007406113","","",""
"1","","32","1","112","1007406","1","1007406114","","",""
"","","93","","1","1007406","","1007406115","","",""
"1","","32","1","130","1007406","1","1007406116","","",""
"","","93","","4","1007406","","1007406117","","",""
"1","","32","1","130","1007406","0","1007406118","","",""
"-200","100","1","1.7","1","1007407","102511","1007407001","0","mhp_idle_normal","-1000"
"-220","100","1","1.7","1","1007407","117531","1007407002","1","mhp_sit_idle","185"
