565180cbefb70d18af59bb2b0a0c3e66489e81dc351bf006253a86f19c01d82a,5c99475ab0811f6d333dc6c0b29192777c9f7e699206bbec809ca6526bc4d780,75ff74686cf88686a62a75a886ff3e1c87833fc0890d0b44ad0d0eb670ef0371,be68dd6ba74fbf5e3eb7b71c788bf6d4a9e2f211ea3e9b457f185f5ee3b6c21b,3827bd124b9201cf69f0b0112f02e5ca175f2a66d91f41e2b2ad488b594a4903,db096c8078468966f7a2fe6c58f29adb0e5f6bb7ff26866431f2f0f298daf411,a09983e8daac299c72f156f2856a69c7d595ec7bad52fe46c76cdb31d77f8140,e0393efe50ecc391cd04bb79f19a069cc257d13085cb1264b529724d68ab5823,6ca69c0f56eb30bdf4ceea7a88dbfc98a49061d5b151c903ec1303b8ce06447c,c318abca90cd2ac6de70059cc43eb7e0ee6da38285fe5018c9e41ecbbd515cd7,4acb89b26fd67e9d26f5e5e03bb3ec9fe225355c6cdbecbe8f06b43078b2c788,8957d5e4f1f71945da876b73085b29a1ba706ef2695fa4c327773ca667ff0faf,a430dada137de021fac3ff0701570ad04339261682bfe43fd63ea32c30ffc809,3d9c663d6bc9cfd787e2975741bf31a90b18ad896c9a43e3a517fe09b40a53af,eca8b26d9d530982ae64778f2fa59e6e2c8d4d93691abeded859c3909711d501,182bfac7eff207fc639f1037500b81932768e72389bb5defc89220034df553d7,5512ac7fbd55b9c1d10ea31b4b1371a14df4fec0037ad813af51c8c65b333b2c,08067bb7280588d9aa56a24520b963e76179501e8fddcc4c358aea84c9a56315,b6314b35c541ee8936bdff89a6d7beb11a2ab13a865b717eca8631586fb91536,976d423f5e0da3a39427b0950d4e5083db72cf97e92637447bbc6228333fd20a,e86661e85e64c07fba0690edae48a1617358a3f6457898237c983241c1e39a9c,82f50a1916004715ddae117a6698b60f04d3dbba784996cc5c771659fcb80c82
"4","4","-30","200","0","1.3","1038","10380104","190","-70","0.9","-30","101021","200","1","0","1","101021","bgm_M64","0","1","1"
"5","5","-30","200","0","1.8","1038","10380105","440","0","1.4","0","101031","220","1","0","1.6","101031","bgm_M55","0","1","1"
"1","1","-30","250","0","0.8","1039","10390101","-470","-125","0.6","0","101041","210","1","-30","0.7","101041","bgm_M64","10","1","1"
"2","2","-30","200","0","1","1039","10390102","-210","-95","0.65","0","101041","200","1","0","0.7","101041","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.3","1039","10390103","50","-120","0.9","0","101041","200","1","-10","1","101041","bgm_M64","0","1","1"
"4","4","-30","100","0","1.35","1039","10390104","195","35","0.9","0","101041","200","1","0","1.3","101041","bgm_M64","0","1","1"
"5","5","-30","150","0","1.8","1039","10390105","450","-55","1.1","-50","101042","210","1.3","0","1.35","101042","bgm_M55","0","1","1"
"1","1","-30","250","0","0.8","1040","10400101","-480","-120","0.6","0","101161","210","1","0","0.85","101161","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1040","10400102","-260","-100","0.75","0","101161","240","1","0","1.1","101161","bgm_M64","0","1","1"
"3","3","-30","100","-5","1.1","1040","10400103","-10","65","0.65","0","101161","200","1","-10","1","101161","bgm_M64","5","1","1"
"4","4","-30","150","0","1","1040","10400104","190","-110","0.9","43","101161","200","1","0","1","101161","bgm_M64","0","1","1"
"5","5","-30","270","-40","1.15","1040","10400105","485","-70","0.9","-50","101162","280","1.3","-45","1","101162","bgm_M55","-10","1","1"
"1","1","-30","120","0","0.8","1041","10410101","-480","-120","0.6","0","101171","210","1","0","0.85","101171","bgm_M64","10","1","1"
"2","2","-30","120","0","1.2","1041","10410102","-260","-120","0.75","0","101171","200","1","0","1","101171","bgm_M64","10","1","1"
"3","3","-30","150","-13","0.9","1041","10410103","-10","0","0.6","-50","101171","200","1","-60","0.55","101171","bgm_M64","0","1.4","1"
"4","4","-30","100","0","1.2","1041","10410104","190","-110","0.9","0","101171","200","1","0","1","101171","bgm_M64","0","1","1"
"5","5","-30","200","-20","1.45","1041","10410105","475","-30","1","-50","101172","250","1","0","1","101172","bgm_M55","10","1","1"
"1","1","-30","100","0","0.8","1042","10420101","-480","-120","0.6","0","101191","210","1","-30","0.7","101191","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1042","10420102","-260","-100","0.8","0","101191","200","1","0","1","101191","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.4","1042","10420103","-10","65","0.9","-30","101451","200","1","-10","1","101191","bgm_M64","0","1","1"
"4","4","-30","100","0","1.1","1042","10420104","190","-110","0.65","0","101191","200","1","0","1","101191","bgm_M64","0","1","1"
"5","5","-30","200","0","1.3","1042","10420105","485","-70","1.1","-50","101192","280","1","-45","1","101192","bgm_M55","-10","1.2","1"
"1","1","-30","100","0","0.8","1043","10430101","-480","-120","0.6","0","101201","210","1","0","0.85","101201","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1043","10430102","-260","-120","0.75","0","101201","240","1","0","1.1","101201","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.1","1043","10430103","-10","65","0.8","0","101201","200","1","-10","1","101201","bgm_M64","0","1","1"
"4","4","-30","100","0","1","1043","10430104","190","-110","0.7","43","101201","200","1","0","1","101201","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.45","1043","10430105","475","-30","1","-50","101202","250","1","-45","1","101202","bgm_M55","10","1","1"
"1","1","-30","100","0","0.8","1044","10440101","-480","-120","0.6","0","101291","210","1","0","0.85","101291","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1044","10440102","-260","-120","0.75","0","101291","240","1","0","1.1","101291","bgm_M64","10","1","1"
"3","3","-30","100","-15","2.3","1044","10440103","-40","65","1.55","0","101291","200","1","-10","2.2","101291","bgm_M64","0","1","1"
"4","4","-30","100","0","1.2","1044","10440104","150","-110","1.1","0","101291","200","1","0","1","101291","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.45","1044","10440105","490","-15","1.1","15","101292","230","1","30","1","101292","bgm_M55","30","1","1"
"1","1","-30","100","0","0.8","1045","10450101","-480","-120","0.58","0","101301","210","1","-30","0.7","101301","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1045","10450102","-260","-120","0.9","0","101301","200","1","0","1","101301","bgm_M64","10","1","1"
"3","3","-30","200","0","1.4","1045","10450103","-50","100","0.93","-30","101301","200","1","-10","1","101301","bgm_M64","-10","1","1"
"4","4","-30","100","0","1.3","1045","10450104","100","-100","0.9","15","101301","200","1","0","1","101301","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.2","1045","10450105","470","-55","1","-15","101302","270","1","-30","1.1","101302","bgm_M55","10","1","1"
"1","1","-30","100","0","0.8","1046","10460101","-450","-130","0.575","0","101161","210","1","0","0.85","101441","bgm_M64","10","1","1"
"2","2","-30","200","0","1","1046","10460102","-250","-120","0.75","0","101161","200","1","0","0.7","101441","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.2","1046","10460103","-10","50","0.8","0","101161","200","1","-10","1.1","101441","bgm_M64","0","1","1"
"4","4","-30","150","0","1","1046","10460104","210","-100","0.8","43","101161","200","1","0","1","101441","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.2","1046","10460105","470","-70","0.95","-35","101162","230","1","-30","1.1","101442","bgm_M55","10","1","1"
"1","1","-30","100","0","0.8","1047","10470101","-450","-130","0.58","0","101451","210","1","-30","0.7","101451","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1047","10470102","-250","-120","0.9","0","101451","200","1","0","1","101451","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.4","1047","10470103","-20","50","0.9","-30","101451","200","1","-10","1","101451","bgm_M64","0","1","1"
"4","4","-30","100","0","1","1047","10470104","200","-100","0.8","0","101451","200","1","0","0.85","101451","bgm_M64","0","1","1"
"5","5","-30","100","0","1.55","1047","10470105","510","-70","1.25","-35","101452","290","1","-50","1.4","101452","bgm_M55","0","1.2","1"
"1","1","-30","100","0","0.8","1048","10480101","-450","-130","0.58","0","101451","210","1","-30","0.7","101561","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1048","10480102","-240","-120","0.75","0","101451","240","1","0","1.1","101561","bgm_M64","0","1","1"
"3","3","-30","150","-13","0.9","1048","10480103","-10","0","0.6","-50","101451","200","1","-60","0.55","101561","bgm_M64","0","1.4","1"
"4","4","-30","100","0","1.1","1048","10480104","195","-100","0.7","20","101451","200","1","0","1","101561","bgm_M64","0","1","1"
"5","5","-30","400","0","1.55","1048","10480105","460","-70","1.25","-60","101452","290","1","-50","1.35","101562","bgm_M55","0","1.4","1"
"1","1","-30","100","0","0.8","1049","10490101","-480","-120","0.58","0","101001","210","1","-30","0.7","101001","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1049","10490102","-270","-120","0.75","0","101001","200","1","0","1.1","101001","bgm_M64","10","1","1"
"3","3","-30","200","-15","1.4","1049","10490103","-25","65","0.9","-30","101001","200","1","-10","1","101001","bgm_M64","0","1","1"
"4","4","-30","150","0","1.1","1049","10490104","200","-120","0.9","-30","101001","200","1","0","1","101001","bgm_M64","0","1","1"
"5","5","-30","200","0","1.3","1049","10490105","480","-40","1.2","0","101011","250","1","0","1","101011","bgm_M55","0","1.2","1"
"1","1","-30","170","0","1","1050","10500101","-450","-110","0.575","-25","101021","210","1","-30","0.9","101021","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1050","10500102","-240","-120","0.75","0","101021","240","1","0","1.1","101021","bgm_M64","0","1","1"
"3","3","-30","100","-5","0.9","1050","10500103","-10","65","0.6","0","101021","200","1","-10","0.8","101021","bgm_M64","5","1","1"
"4","4","-30","100","0","1.1","1050","10500104","190","-110","0.65","0","101021","200","1","0","1","101021","bgm_M64","0","1","1"
"5","5","-30","200","0","1.8","1050","10500105","440","0","1.4","0","101031","220","1","0","1.6","101031","bgm_M55","0","1","1"
"1","1","-30","100","0","0.8","1051","10510101","-450","-130","0.58","0","101041","210","1","-30","0.7","101041","bgm_M64","10","1","1"
"2","2","-30","200","0","1","1051","10510102","-250","-120","0.65","0","101041","200","1","0","0.7","101041","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.3","1051","10510103","-35","70","0.75","-10","101041","200","1","-10","1","101041","bgm_M64","10","1","1"
"4","4","-30","100","0","1.4","1051","10510104","150","-110","1","0","101041","200","1","0","1","101041","bgm_M64","0","1","1"
"5","5","-30","150","0","1.8","1051","10510105","450","-55","1.1","-50","101042","210","1.3","0","1.35","101042","bgm_M55","0","1","1"
"1","1","-30","250","0","0.8","1052","10520101","-480","-120","0.6","0","101161","210","1","-30","0.7","101161","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1052","10520102","-260","-100","0.75","0","101161","240","1","0","1.1","101161","bgm_M64","0","1","1"
"3","3","-30","100","-5","1.1","1052","10520103","-10","65","0.65","0","101161","200","1","-10","1","101161","bgm_M64","5","1","1"
"4","4","-30","100","0","1.3","1052","10520104","240","-50","0.8","-30","101161","200","1","0","1","101161","bgm_M64","0","1","1"
"5","5","-30","270","-40","1.15","1052","10520105","485","-70","0.9","-50","101162","280","1.3","-45","1","101162","bgm_M55","-10","1","1"
"1","1","-30","120","0","0.8","1053","10530101","-480","-120","0.5","0","101171","210","1","0","0.85","101171","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1053","10530102","-270","-120","0.75","0","101171","200","1","0","1.1","101171","bgm_M64","10","1","1"
"3","3","-30","100","-15","2.3","1053","10530103","-25","65","1.55","0","101171","200","1","-10","2.2","101171","bgm_M64","0","1","1"
"4","4","-30","100","0","1.5","1053","10530104","200","-100","0.9","-30","101171","200","1","0","1","101171","bgm_M64","0","1","1"
"5","5","-30","200","-20","1.45","1053","10530105","475","-30","1","-50","101172","250","1","0","1","101172","bgm_M55","10","1","1"
"1","1","-30","170","0","1","1054","10540101","-450","-110","0.575","-25","101191","210","1","-30","0.9","101191","bgm_M64","10","1","1"
"2","2","-30","200","0","1","1054","10540102","-250","-120","0.65","0","101191","200","1","0","0.7","101191","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.2","1054","10540103","-10","50","0.8","0","101191","200","1","-10","1.1","101191","bgm_M64","0","1","1"
"4","4","-30","200","0","1.5","1054","10540104","190","-90","1","0","101191","200","1","0","1","101191","bgm_M64","0","1","1"
"5","5","-30","200","0","1.3","1054","10540105","485","-70","1.1","-50","101192","280","1","-45","1","101192","bgm_M55","-10","1.2","1"
"1","1","-30","120","0","0.8","1055","10550101","-480","-120","0.5","0","101201","210","1","0","0.85","101201","bgm_M64","10","1","1"
"2","2","-30","250","0","1","1055","10550102","-250","-120","0.7","-30","101201","240","1","-30","1","101201","bgm_M64","0","1","1"
"3","3","-30","100","-15","1.1","1055","10550103","-10","65","0.8","0","101201","200","1","-10","1","101201","bgm_M64","0","1","1"
"4","4","-30","100","0","1","1055","10550104","190","-110","0.7","43","101201","200","1","0","1","101201","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.45","1055","10550105","475","-30","1","-50","101202","250","1","-45","1","101202","bgm_M55","10","1","1"
"1","1","-30","250","0","0.8","1056","10560101","-480","-120","0.6","0","101291","210","1","-30","0.7","101291","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1056","10560102","-260","-100","0.75","0","101291","240","1","0","1.1","101291","bgm_M64","0","1","1"
"3","3","-30","100","-15","1.4","1056","10560103","-35","50","0.9","-30","101291","200","1","-10","1","101291","bgm_M64","0","1","1"
"4","4","-30","150","0","1.1","1056","10560104","190","-120","0.9","-30","101291","200","1","0","1","101291","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.45","1056","10560105","490","-15","1.1","15","101292","230","1","30","1","101292","bgm_M55","30","1","1"
"1","1","-30","170","0","1","1057","10570101","-450","-110","0.575","-25","101301","210","1","-30","0.9","101301","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1057","10570102","-270","-120","0.75","0","101301","200","1","0","1.1","101301","bgm_M64","10","1","1"
"3","3","-30","200","0","1.4","1057","10570103","-50","100","0.93","-30","101301","200","1","-10","1","101301","bgm_M64","-10","1","1"
"4","4","-30","100","0","1.2","1057","10570104","190","-110","0.9","0","101301","200","1","0","1","101301","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.2","1057","10570105","470","-55","1","-15","101302","270","1","-30","1.1","101302","bgm_M55","10","1","1"
"1","1","-30","250","0","0.8","1058","10580101","-480","-120","0.6","0","101441","210","1","-30","0.7","101441","bgm_M64","10","1","1"
"2","2","-30","250","0","1","1058","10580102","-250","-120","0.7","-30","101441","240","1","-30","1","101441","bgm_M64","0","1","1"
"3","3","-30","100","-15","1.3","1058","10580103","-5","70","0.75","-10","101441","200","1","-10","1","101441","bgm_M64","10","1","1"
"4","4","-30","100","0","1.1","1058","10580104","210","-100","0.8","20","101441","200","1","0","1","101441","bgm_M64","10","1","1"
"5","5","-30","100","-20","1.2","1058","10580105","470","-70","0.95","-35","101442","230","1","-30","1.1","101442","bgm_M55","10","1","1"
"1","1","-30","170","0","1","1059","10590101","-450","-110","0.575","-25","101451","210","1","-30","0.9","101451","bgm_M64","10","1","1"
"2","2","-30","200","0","1","1059","10590102","-250","-120","0.65","0","101451","200","1","0","0.7","101451","bgm_M64","10","1","1"
"3","3","-30","150","-13","0.9","1059","10590103","-10","0","0.6","-50","101451","200","1","-60","0.55","101451","bgm_M64","0","1.4","1"
"4","4","-30","100","0","1","1059","10590104","200","-120","0.7","0","101451","200","1","0","0.7","101451","bgm_M64","0","1","1"
"5","5","-30","100","0","1.55","1059","10590105","510","-70","1.25","-35","101452","290","1","-50","1.4","101452","bgm_M55","0","1.2","1"
"1","1","-30","120","0","0.8","1060","10600101","-480","-120","0.5","0","101561","210","1","0","0.85","101561","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1060","10600102","-270","-120","0.75","0","101561","200","1","0","1.1","101561","bgm_M64","10","1","1"
"3","3","-30","200","-15","1.4","1060","10600103","-25","65","0.9","-30","101561","200","1","-10","1","101561","bgm_M64","0","1","1"
"4","4","-30","100","0","1.1","1060","10600104","190","-110","0.65","0","101561","200","1","0","1","101561","bgm_M64","0","1","1"
"5","5","-30","400","0","1.55","1060","10600105","460","-70","1.25","-60","101562","290","1","-50","1.35","101562","bgm_M55","0","1.4","1"
"1","1","-30","250","0","0.8","1061","10610101","-480","-120","0.6","0","101001","210","1","-30","0.7","101001","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1061","10610102","-260","-100","0.75","0","101001","240","1","0","1.1","101001","bgm_M64","0","1","1"
"3","3","-30","100","-15","1.4","1061","10610103","-10","65","1","-30","101001","200","1","-10","1","101001","bgm_M64","0","1","1"
"4","4","-30","100","0","1.4","1061","10610104","200","-110","1","0","101001","200","1","0","1","101001","bgm_M64","0","1","1"
"5","5","-30","200","0","1.3","1061","10610105","480","-40","1.2","0","101011","250","1","0","1","101011","bgm_M55","0","1.2","1"
"1","1","-30","120","0","0.8","1063","10630101","-480","-120","0.5","0","101021","210","1","0","0.85","101021","bgm_M64","10","1","1"
"2","2","-30","250","0","1","1063","10630102","-250","-120","0.7","-30","101021","240","1","-30","1","101021","bgm_M64","0","1","1"
"3","3","-30","100","0","1.3","1063","10630103","-10","70","0.9","0","101021","200","1","0","1","101021","bgm_M64","0","1","1"
"4","4","-30","100","0","1.2","1063","10630104","240","-70","0.8","-30","101021","200","1","0","1","101021","bgm_M64","0","1","1"
"5","5","-30","200","0","1.8","1063","10630105","470","0","1.4","0","101031","220","1","0","1.6","101031","bgm_M55","0","1","1"
"1","1","-30","170","0","1","1064","10640101","-450","-110","0.575","-25","101041","210","1","-30","0.9","101041","bgm_M64","10","1","1"
"2","2","-30","200","0","1","1064","10640102","-250","-120","0.65","0","101041","200","1","0","0.7","101041","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.1","1064","10640103","-10","65","0.8","0","101041","200","1","-10","1","101041","bgm_M64","0","1","1"
"4","4","-30","100","0","1.5","1064","10640104","200","-100","0.9","-30","101041","200","1","0","1","101041","bgm_M64","0","1","1"
"5","5","-30","150","0","1.8","1064","10640105","450","-55","1.1","-50","101042","210","1.3","0","1.35","101042","bgm_M55","0","1","1"
"1","1","-30","250","0","0.8","1065","10650101","-480","-120","0.6","0","101161","210","1","-30","0.7","101161","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1065","10650102","-260","-100","0.75","0","101161","240","1","0","1.1","101161","bgm_M64","0","1","1"
"3","3","-30","100","-5","1.1","1065","10650103","-10","65","0.65","0","101161","200","1","-10","1","101161","bgm_M64","5","1","1"
"4","4","-30","100","0","1","1065","10650104","200","-100","0.8","0","101161","200","1","0","0.85","101161","bgm_M64","0","1","1"
"5","5","-30","270","-40","1.15","1065","10650105","485","-70","0.9","-50","101162","280","1.3","-45","1","101162","bgm_M55","-10","1","1"
"1","1","-30","120","0","0.8","1066","10660101","-480","-120","0.5","0","101171","210","1","0","0.85","101171","bgm_M64","10","1","1"
"2","2","-30","250","0","1","1066","10660102","-250","-120","0.7","-30","101171","240","1","-30","1","101171","bgm_M64","0","1","1"
"3","3","-30","100","-10","1.15","1066","10660103","0","65","0.8","0","101171","200","1","-10","1.1","101171","bgm_M64","0","1","1"
"4","4","-30","100","0","1.35","1066","10660104","230","5","0.9","0","101171","200","1","-10","1.3","101171","bgm_M64","0","1","1"
"5","5","-30","200","-20","1.45","1066","10660105","475","-30","1","-50","101172","250","1","0","1","101172","bgm_M55","10","1","1"
"1","1","-30","250","0","0.8","1067","10670101","-480","-50","0.6","0","101191","210","1","-30","0.7","101191","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1067","10670102","-270","-120","0.75","0","101191","200","1","0","1.1","101191","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.4","1067","10670103","-20","50","0.9","-30","101191","200","1","-10","1","101191","bgm_M64","0","1","1"
"4","4","-30","200","0","1.5","1067","10670104","200","-90","1","0","101191","200","1","0","1","101191","bgm_M64","0","1","1"
"5","5","-30","200","0","1.3","1067","10670105","485","-70","1.1","-50","101192","280","1","-45","1","101192","bgm_M55","-10","1.2","1"
"1","1","-30","100","0","1.45","1068","10680101","-470","0","0.8","20","101201","210","1","0","1.1","101201","bgm_M64","10","1","1"
"2","2","-30","200","0","1","1068","10680102","-250","-120","0.65","0","101201","200","1","0","0.7","101201","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.3","1068","10680103","-5","70","0.75","-10","101201","200","1","-10","1","101201","bgm_M64","10","1","1"
"4","4","-30","100","0","1","1068","10680104","190","-110","0.7","43","101201","200","1","0","1","101201","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.45","1068","10680105","475","-30","1","-50","101202","250","1","-45","1","101202","bgm_M55","10","1","1"
"1","1","-30","170","0","1","1069","10690101","-450","-110","0.575","-25","101291","210","1","-30","0.9","101291","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1069","10690102","-225","-25","0.75","0","101291","240","1","0","1.1","101291","bgm_M64","0","1","1"
"3","3","-30","100","-15","2.3","1069","10690103","0","65","1.55","0","101291","200","1","-10","2.2","101291","bgm_M64","0","1","1"
"4","4","-30","100","0","1.1","1069","10690104","190","-110","0.65","0","101291","200","1","0","1","101291","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.45","1069","10690105","490","-15","1.1","15","101292","230","1","30","1","101292","bgm_M55","30","1","1"
"1","1","-30","250","0","0.8","1070","10700101","-480","-50","0.6","0","101301","210","1","-30","0.7","101301","bgm_M64","10","1","1"
"2","2","-30","200","0","1","1070","10700102","-250","-120","0.65","0","101301","200","1","0","0.7","101301","bgm_M64","10","1","1"
"3","3","-30","200","0","1.4","1070","10700103","-50","100","0.93","-30","101301","200","1","-10","1","101301","bgm_M64","-10","1","1"
"4","4","-30","150","0","1.1","1070","10700104","190","-120","0.9","-30","101301","200","1","0","1","101301","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.2","1070","10700105","470","-55","1","-15","101302","270","1","-30","1.1","101302","bgm_M55","10","1","1"
"1","1","-30","100","0","1.45","1071","10710101","-470","0","0.8","20","101441","210","1","0","1.1","101441","bgm_M64","10","1","1"
"2","2","-30","250","0","1","1071","10710102","-250","-120","0.7","-30","101441","240","1","-30","1","101441","bgm_M64","0","1","1"
"3","3","-30","100","-15","1.1","1071","10710103","-10","65","0.8","0","101441","200","1","-10","1","101441","bgm_M64","0","1","1"
"4","4","-30","100","0","1","1071","10710104","200","-120","0.7","0","101441","200","1","0","0.7","101441","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.2","1071","10710105","470","-70","0.95","-35","101442","230","1","-30","1.1","101442","bgm_M55","10","1","1"
"1","1","-30","170","0","1","1072","10720101","-450","-110","0.575","-25","101451","210","1","-30","0.9","101451","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1072","10720102","-225","-25","0.75","0","101451","240","1","0","1.1","101451","bgm_M64","0","1","1"
"3","3","-30","100","-15","1.4","1072","10720103","-10","65","1","-30","101451","200","1","-10","1","101451","bgm_M64","0","1","1"
"4","4","-30","100","0","1.1","1072","10720104","210","-100","0.8","20","101451","200","1","0","1","101451","bgm_M64","10","1","1"
"5","5","-30","100","0","1.55","1072","10720105","510","-70","1.25","-35","101452","290","1","-50","1.4","101452","bgm_M55","0","1.2","1"
"1","1","-30","170","0","1","1073","10730101","-450","0","0.575","-25","101561","210","1","-30","0.9","101561","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1073","10730102","-270","-120","0.75","0","101561","200","1","0","1.1","101561","bgm_M64","10","1","1"
"3","3","-30","100","-5","1.1","1073","10730103","-10","65","0.65","0","101561","200","1","-10","1","101561","bgm_M64","5","1","1"
"4","4","-30","100","0","1.4","1073","10730104","200","-110","1","0","101561","200","1","0","1","101561","bgm_M64","0","1","1"
"5","5","-30","400","0","1.55","1073","10730105","460","-70","1.25","-60","101562","290","1","-50","1.35","101562","bgm_M55","0","1.4","1"
"1","1","-30","250","0","0.8","1074","10740101","-480","-50","0.6","0","101001","210","1","-30","0.7","101001","bgm_M64","10","1","1"
"2","2","-30","200","0","1.35","1074","10740102","-260","-110","0.9","10","101001","240","1","10","1.1","101001","bgm_M64","0","1","1"
"3","3","-30","100","-15","1.15","1074","10740103","-5","70","0.75","-10","101001","200","1","-10","1","101001","bgm_M64","10","1","1"
"4","4","-30","100","0","1.2","1074","10740104","190","-110","0.9","0","101001","200","1","0","1","101001","bgm_M64","0","1","1"
"5","5","-30","200","0","1.3","1074","10740105","480","-40","1.2","0","101011","250","1","0","1","101011","bgm_M55","0","1.2","1"
"1","1","-30","100","0","1.45","1075","10750101","-470","0","0.8","20","101021","210","1","0","1.1","101021","bgm_M64","10","1","1"
"2","2","-30","200","0","1","1075","10750102","-250","-120","0.65","0","101021","200","1","0","0.7","101021","bgm_M64","10","1","1"
"3","3","-30","150","-13","0.9","1075","10750103","-10","0","0.6","-50","101021","200","1","-60","0.55","101021","bgm_M64","0","1.4","1"
"4","4","-30","100","0","1.5","1075","10750104","200","-100","0.9","-30","101021","200","1","0","1","101021","bgm_M64","0","1","1"
"5","5","-30","200","0","1.8","1075","10750105","470","0","1.4","0","101031","220","1","0","1.6","101031","bgm_M55","0","1","1"
"1","1","-30","170","0","1","1076","10760101","-480","-110","0.575","-25","101041","210","1","-30","0.9","101041","bgm_M64","10","1","1"
"2","2","-30","250","0","1","1076","10760102","-230","-20","0.7","-30","101041","240","1","-30","1","101041","bgm_M64","0","1","1"
"3","3","-30","100","-15","1.4","1076","10760103","15","-120","0.9","-30","101041","200","1","-10","1","101041","bgm_M64","0","1","1"
"4","4","-30","300","0","1.3","1076","10760104","200","40","0.8","-60","101041","200","1","-50","1","101041","bgm_M64","0","1","1"
"5","5","-30","150","0","1.8","1076","10760105","450","-55","1.1","-50","101042","210","1.3","0","1.35","101042","bgm_M55","0","1","1"
"1","1","-30","250","0","0.8","1077","10770101","-480","-50","0.6","0","101161","210","1","-30","0.7","101161","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1077","10770102","-270","-120","0.75","0","101161","200","1","0","1.1","101161","bgm_M64","10","1","1"
"3","3","-30","100","0","1.3","1077","10770103","-10","70","0.9","0","101161","200","1","0","1","101161","bgm_M64","0","1","1"
"4","4","-30","200","0","1.5","1077","10770104","200","-90","1","0","101161","200","1","0","1","101161","bgm_M64","0","1","1"
"5","5","-30","270","-40","1.15","1077","10770105","485","-70","0.9","-50","101162","280","1.3","-45","1","101162","bgm_M55","-10","1","1"
"1","1","-30","170","0","1","1078","10780101","-450","-90","0.575","-25","101171","210","1","-30","0.9","101171","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1078","10780102","-225","20","0.75","0","101171","240","1","0","1.1","101171","bgm_M64","0","1","1"
"3","3","-30","100","-10","1.15","1078","10780103","0","-65","0.8","0","101171","200","1","-10","1.1","101171","bgm_M64","0","1","1"
"4","4","-30","100","0","1","1078","10780104","230","0","0.65","0","101171","200","1","-10","0.9","101171","bgm_M64","0","1","1"
"5","5","-30","200","-20","1.45","1078","10780105","475","-30","1","-50","101172","250","1","0","1","101172","bgm_M55","10","1","1"
"1","1","-30","250","0","0.8","1079","10790101","-480","-50","0.6","0","101191","210","1","-30","0.7","101191","bgm_M64","10","1","1"
"2","2","-30","200","0","1.35","1079","10790102","-260","-110","0.9","10","101191","240","1","10","1.1","101191","bgm_M64","0","1","1"
"3","3","-30","100","-15","1.1","1079","10790103","-10","65","0.8","0","101191","200","1","-10","1","101191","bgm_M64","0","1","1"
"4","4","-30","100","0","1.35","1079","10790104","230","5","0.9","0","101191","200","1","-10","1.3","101191","bgm_M64","0","1","1"
"5","5","-30","200","0","1.3","1079","10790105","485","-70","1.1","-50","101192","280","1","-45","1","101192","bgm_M55","-10","1.2","1"
"1","1","-30","100","0","1.35","1080","10800101","-470","0","0.85","0","101201","210","1","0","1.1","101201","bgm_M64","10","1","1"
