075cc5fbb92f289373b9d253da02f20749b92f45d36bcaa006af71db394055e6,8aeb3dda0400bafd7755e53b7f9ac790e202fe1730ae0911bfcee5eff4172d2e,43cfed16d2aedb92d23cb16c6793a772701889ce73fc0429313decad2518fee7,d365873a955004914a88fea37fb19c9bed6266ff57b67b419d96bb8c6ca32471,9e09a2310f6e8f15b362a09a0bd629c92982320b5766c6731262ac2f1a05e901,4bb62b9e37b3c38dde1bbb242df81e7614627ae34d9f7d9e32ab68bcfccb2f95,d530f24510c0a705414018e8d8592a8ad946f896821d675edb49b104f17220bd,4f17978b32efe3d9309595db4e21dc313f2b06ee15a87cd7864e051ca152f485,54ba5a29dd9d0f3548c5ba0c64346a26794bdc8eb53194cc9be58b7d69b42035,051bf78a037308a3976929fbe2b8a9fb654a221add60ae885ba68fb02eb65a2f,df0dc144010186d85a3a6086c0eb81fdc8008f63ef229894d9b5b955b12a945b
"32","8614032","","","1","8614","","","","","701"
"33","8614033","","0.01","0","8614","","","","0","908"
"3","8614034","1","wac_birthday_wish_04","wac_birthday_blowout_03","8614","0.2","","0.2","0","105911"
"2","8614035","","0.01","-200","8614","","","","-330","105911"
"3","8614036","","","wac_birthday_idle_smile","8614","","","0.2","1","106411"
"2","8614037","","0.01","180","8614","","","","-320","106411"
"3","8614038","","","wac_birthday_idle_doya","8614","","","0.2","1","106011"
"2","8614039","","0.01","295","8614","","","","-360","106011"
"3","8614040","","","wac_birthday_idle_kyapi","8614","","","0.2","1","105811"
"2","8614041","","0.01","435","8614","","","","-340","105811"
"93","8614042","","","","8614","","","","","0"
"32","8614043","","","1","8614","","","","","800"
"93","8614044","","","","8614","","","","","0.7"
"32","8614045","","","1","8614","","","","","702"
"93","8614046","","","","8614","","","","","0.5"
"23","8614047","","","se_sys_login_birthday_blow_candle","8614","","","","0","se_common"
"32","8614048","","","0","8614","","","","","701"
"93","8614049","","","","8614","","","","","0.4"
"23","8614050","","","se_sys_login_birthday_cracker","8614","","","","0","se_common"
"32","8614051","","","1","8614","","","","","700"
"23","8614052","","","se_sys_login_birthday_calendar_applause","8614","","","","0","se_common"
"3","8614053","1","wac_birthday_idle_smile","wac_birthday_clap","8614","0.2","","0.2","0","106411"
"93","8614054","","","","8614","","","","","0.1"
"3","8614055","1","wac_birthday_idle_doya","wac_birthday_clap","8614","0.2","","0.2","0","106011"
"93","8614056","","","","8614","","","","","0.1"
"3","8614057","1","wac_birthday_idle_kyapi","wac_birthday_clap","8614","0.2","","0.2","0","105811"
"93","8614058","","","","8614","","","","","2"
"131","8614059","","","","8614","","","","","1"
"21","8614060","","0","vo_wac_08614_000","8614","","","","0","vo_wac_08614"
"11","8614061","1","1","這個蛋糕……上面還有裝飾……\n各位！\n居然為了在下如此準備周到……\n在下該如何感謝才好……","8614","0","0.5","0","10","105911"
"91","8614062","","","","8614","","","","","0"
"3","8614063","","","wac_birthday_idle_wish","8614","","","0.2","1","105911"
"3","8614064","","","wac_birthday_talk_normal","8614","","","0.2","1","106411"
"21","8614065","","0","vo_wac_08614_001","8614","","","","0","vo_wac_08614"
"11","8614066","1","1","我們已經是吃同一桌飯的家人了。\n慶祝家人的特別日子，\n是理所當然的嘛。","8614","0","0.5","0","10","106411"
"91","8614067","","","","8614","","","","","0"
"3","8614068","","","wac_birthday_talk_smile","8614","","","0.2","1","106411"
"21","8614069","","0","vo_wac_08614_002","8614","","","","0","vo_wac_08614"
"11","8614070","1","1","再次祝妳生日快樂。\n可可蘿小姐！","8614","0","0.5","0","10","106411"
"91","8614071","","","","8614","","","","","0"
"3","8614072","","","wac_birthday_idle_smile","8614","","","0.2","1","106411"
"3","8614073","","","wac_birthday_talk_wish","8614","","","0.2","1","105911"
"21","8614074","","0","vo_wac_08614_003","8614","","","","0","vo_wac_08614"
"11","8614075","1","1","雪菲小姐……！\n貪吃佩可小姐跟凱留小姐……\n還有主人，\n真的非常謝謝你們。","8614","0","0.5","0","10","105911"
"91","8614076","","","","8614","","","","","0"
"3","8614077","","","wac_birthday_talk_smile","8614","","","0.2","1","105911"
"21","8614078","","0","vo_wac_08614_004","8614","","","","0","vo_wac_08614"
"11","8614079","1","1","能跟各位一起以這樣的方式\n迎接這一天……\n在下真的\n是一個很幸福的人呢。","8614","0","0.5","0","10","105911"
"91","8614080","","","","8614","","","","","0"
"22","8614081","","","","8614","","","","","0"
"25","10914001","","","bgm_M321_2C","10914","","","","","bgm_M321"
"1","10914002","-70","-1000","104211","10914","0","wac_birthday_idle_normal","2","250","1"
"1","10914003","-270","230","105411","10914","1","wac_birthday_idle_normal","2","256","1"
"1","10914004","-310","410","102911","10914","1","wac_birthday_idle_smile","2","257","1"
"13","10914005","","","300","10914","","","","","104211"
"13","10914006","","","300","10914","","","","","105411"
"13","10914007","","","300","10914","","","","","102911"
"31","10914008","1","0","500","10914","","","0","0","500"
"31","10914009","1","0","600","10914","","","1","0","600"
"31","10914010","1","0","602","10914","","","0","0","602"
"31","10914011","1","0","603","10914","","","0","0","603"
"31","10914012","1","60","604","10914","","","1","30","604"
"31","10914013","1","0","612","10914","","","1","0","612"
"31","10914014","1","0","700","10914","","","0","0","700"
"31","10914015","1","0","701","10914","","","0","0","701"
"31","10914016","1","0","702","10914","","","0","0","702"
"31","10914017","1","0","800","10914","","","0","0","800"
"31","10914018","1","60","909","10914","","","1","30","909"
"93","10914019","","","","10914","","","","","1"
"3","10914020","1","wac_birthday_reaction_03","wac_birthday_reaction_02","10914","0.2","","0.2","0","102911"
"93","10914021","","","","10914","","","","","0.1"
"3","10914022","1","wac_birthday_reaction_04","wac_birthday_reaction_01","10914","0.2","","0.2","0","105411"
"93","10914023","","","","10914","","","","","0.3"
"3","10914024","","","wac_birthday_run_01","10914","","","0.2","1","104211"
"2","10914025","","3","0","10914","","","","-70","104211"
"93","10914026","","","","10914","","","","","2.5"
"32","10914027","","","1","10914","","","","","602"
"93","10914028","","","","10914","","","","","0.6"
"32","10914029","","","1","10914","","","","","500"
"32","10914030","","","0","10914","","","","","600"
"32","10914031","","","0","10914","","","","","612"
"32","10914032","","","0","10914","","","","","604"
"32","10914033","","","1","10914","","","","","701"
"33","10914034","","0.01","0","10914","","","","0","909"
"3","10914035","1","wac_birthday_wish_05","wac_birthday_blowout_03","10914","0.2","","0.2","0","104211"
"2","10914036","","0.01","-200","10914","","","","-330","104211"
"3","10914037","","","wac_birthday_idle_normal","10914","","","0.2","1","105411"
"2","10914038","","0.01","180","10914","","","","-320","105411"
"3","10914039","","","wac_birthday_idle_smile","10914","","","0.2","1","102911"
"2","10914040","","0.01","320","10914","","","","-340","102911"
"93","10914041","","","","10914","","","","","0"
"32","10914042","","","1","10914","","","","","800"
"93","10914043","","","","10914","","","","","0.7"
"32","10914044","","","1","10914","","","","","702"
"93","10914045","","","","10914","","","","","0.5"
"23","10914046","","","se_sys_login_birthday_blow_candle","10914","","","","0","se_common"
"32","10914047","","","0","10914","","","","","701"
"93","10914048","","","","10914","","","","","0.4"
"23","10914049","","","se_sys_login_birthday_cracker","10914","","","","0","se_common"
"32","10914050","","","1","10914","","","","","700"
"23","10914051","","","se_sys_login_birthday_calendar_applause","10914","","","","0","se_common"
"3","10914052","1","wac_birthday_idle_normal","wac_birthday_clap","10914","0.2","","0.2","0","105411"
"93","10914053","","","","10914","","","","","0.1"
"3","10914054","1","wac_birthday_idle_smile","wac_birthday_clap","10914","0.2","","0.2","0","102911"
"93","10914055","","","","10914","","","","","2"
"131","10914056","","","","10914","","","","","1"
"21","10914057","","0","vo_wac_10914_000","10914","","","","0","vo_wac_10914"
"11","10914058","1","1","哇啊……謝謝大家。\n居然能有你和慈樂之音的\n大家為我慶祝……\n我真的好高興♪","10914","0","0.5","0","10","104211"
"91","10914059","","","","10914","","","","","0"
"3","10914060","","","wac_birthday_idle_smile","10914","","","0.2","1","104211"
"3","10914061","","","wac_birthday_talk_doya","10914","","","0.2","1","105411"
"21","10914062","","0","vo_wac_10914_001","10914","","","","0","vo_wac_10914"
"11","10914063","1","1","我個人是認為\n我們慈樂之音自己慶祝就可以了，\n但因為騎士先生說什麼都想\n一起慶祝……","10914","0","0.5","0","10","105411"
"91","10914064","","","","10914","","","","","0"
"3","10914065","","","wac_birthday_idle_doya","10914","","","0.2","1","105411"
"3","10914066","","","wac_birthday_talk_smile","10914","","","0.2","1","102911"
"21","10914067","","0","vo_wac_10914_002","10914","","","","0","vo_wac_10914"
"11","10914068","1","1","呵呵，\n紡希她其實很期待你來喔。\n我也很高興能夠大家一起\n為千歌慶生♪","10914","0","0.5","0","10","102911"
"91","10914069","","","","10914","","","","","0"
"3","10914070","","","wac_birthday_idle_smile","10914","","","0.2","1","102911"
"3","10914071","","","wac_birthday_talk_wish","10914","","","0.2","1","104211"
"21","10914072","","0","vo_wac_10914_003","10914","","","","0","vo_wac_10914"
"11","10914073","1","1","還準備了這麼棒的蛋糕……\n你也有一起幫忙準備呢。\n你總是為我們付出了很多……\n真的很謝謝你♪","10914","0","0.5","0","10","104211"
"91","10914074","","","","10914","","","","","0"
"22","10914075","","","","10914","","","","","0"
"25","11214001","","","bgm_M321_2C","11214","","","","","bgm_M321"
"1","11214002","-70","-1000","104011","11214","0","wac_birthday_idle_normal","2","250","1"
"1","11214003","-270","230","101511","11214","1","wac_birthday_idle_wish","2","256","1"
"1","11214004","-310","410","101211","11214","1","wac_birthday_idle_smile","2","257","1"
"13","11214005","","","300","11214","","","","","104011"
"13","11214006","","","300","11214","","","","","101511"
"13","11214007","","","300","11214","","","","","101211"
"31","11214008","1","0","500","11214","","","0","0","500"
"31","11214009","1","0","600","11214","","","1","0","600"
"31","11214010","1","0","602","11214","","","0","0","602"
"31","11214011","1","0","603","11214","","","0","0","603"
"31","11214012","1","60","604","11214","","","1","30","604"
"31","11214013","1","0","612","11214","","","1","0","612"
"31","11214014","1","0","700","11214","","","0","0","700"
"31","11214015","1","0","701","11214","","","0","0","701"
"31","11214016","1","0","702","11214","","","0","0","702"
"31","11214017","1","0","800","11214","","","0","0","800"
"31","11214018","1","60","910","11214","","","1","30","910"
"93","11214019","","","","11214","","","","","1"
"3","11214020","1","wac_birthday_reaction_03","wac_birthday_reaction_05","11214","0.2","","0.2","0","101211"
"93","11214021","","","","11214","","","","","0.1"
"3","11214022","1","wac_birthday_reaction_04","wac_birthday_reaction_01","11214","0.2","","0.2","0","101511"
"93","11214023","","","","11214","","","","","0.3"
"3","11214024","","","wac_birthday_run_01","11214","","","0.2","1","104011"
"2","11214025","","3","0","11214","","","","-70","104011"
"93","11214026","","","","11214","","","","","2.5"
"32","11214027","","","1","11214","","","","","602"
"93","11214028","","","","11214","","","","","0.6"
"32","11214029","","","1","11214","","","","","500"
"32","11214030","","","0","11214","","","","","600"
"32","11214031","","","0","11214","","","","","612"
"32","11214032","","","0","11214","","","","","604"
"32","11214033","","","1","11214","","","","","701"
"33","11214034","","0.01","0","11214","","","","0","910"
"3","11214035","1","wac_birthday_wish_01","wac_birthday_blowout_03","11214","0.2","","0.2","0","104011"
"2","11214036","","0.01","-200","11214","","","","-330","104011"
"3","11214037","","","wac_birthday_idle_wish","11214","","","0.2","1","101511"
"2","11214038","","0.01","180","11214","","","","-320","101511"
"3","11214039","","","wac_birthday_idle_smile","11214","","","0.2","1","101211"
"2","11214040","","0.01","320","11214","","","","-340","101211"
"93","11214041","","","","11214","","","","","0"
"32","11214042","","","1","11214","","","","","800"
"93","11214043","","","","11214","","","","","0.7"
"32","11214044","","","1","11214","","","","","702"
"93","11214045","","","","11214","","","","","0.5"
"23","11214046","","","se_sys_login_birthday_blow_candle","11214","","","","0","se_common"
"32","11214047","","","0","11214","","","","","701"
"93","11214048","","","","11214","","","","","0.4"
"23","11214049","","","se_sys_login_birthday_cracker","11214","","","","0","se_common"
"32","11214050","","","1","11214","","","","","700"
"23","11214051","","","se_sys_login_birthday_calendar_applause","11214","","","","0","se_common"
"3","11214052","1","wac_birthday_idle_wish","wac_birthday_clap_to_wish","11214","0.2","","0.2","0","101511"
"93","11214053","","","","11214","","","","","0.1"
"3","11214054","1","wac_birthday_idle_smile","wac_birthday_clap","11214","0.2","","0.2","0","101211"
"93","11214055","","","","11214","","","","","2"
"131","11214056","","","","11214","","","","","1"
"21","11214057","","0","vo_wac_11214_000","11214","","","","0","vo_wac_11214"
"11","11214058","1","1","哦？這蛋糕是……\n而且還大家聚在一起……\n到底是怎麼了？","11214","0","0.5","0","10","104011"
"91","11214059","","","","11214","","","","","0"
"3","11214060","","","wac_birthday_idle_normal","11214","","","0.2","1","104011"
"3","11214061","","","wac_birthday_talk_smile","11214","","","0.2","1","101511"
"21","11214062","","0","vo_wac_11214_001","11214","","","","0","vo_wac_11214"
"11","11214063","1","1","當然是為了幫小碧慶生啊♪","11214","0","0.5","0","10","101511"
"91","11214064","","","","11214","","","","","0"
"3","11214065","","","wac_birthday_idle_smile","11214","","","0.2","1","101511"
"3","11214066","","","wac_birthday_talk_kyapi","11214","","","0.2","1","101211"
"21","11214067","","0","vo_wac_11214_002","11214","","","","0","vo_wac_11214"
"11","11214068","1","1","對啊～♪\n這是大家一起精心準備的！\n好了，快來吃快來吃！","11214","0","0.5","0","10","101211"
"91","11214069","","","","11214","","","","","0"
"3","11214070","","","wac_birthday_idle_kyapi","11214","","","0.2","1","101211"
"3","11214071","","","wac_birthday_talk_wish","11214","","","0.2","1","104011"
"21","11214072","","0","vo_wac_11214_003","11214","","","","0","vo_wac_11214"
"11","11214073","1","1","居然為了我這種邊緣人……\n是你邀請其他兩人過來的對吧！\n謝、謝、謝謝你！","11214","0","0.5","0","10","104011"
"91","11214074","","","","11214","","","","","0"
"22","11214075","","","","11214","","","","","0"
"25","11514001","","","bgm_M321_2C","11514","","","","","bgm_M321"
"1","11514002","-70","-1000","102111","11514","0","wac_birthday_idle_normal","2","250","1"
"1","11514003","-270","200","102311","11514","1","wac_birthday_idle_smile","2","256","1"
"1","11514004","-310","320","102511","11514","1","wac_birthday_idle_normal","2","258","1"
"1","11514005","-290","450","102811","11514","1","wac_birthday_idle_doya","2","257","1"
"13","11514006","","","300","11514","","","","","102111"
"13","11514007","","","300","11514","","","","","102311"
"31","11514008","1","0","500","11514","","","0","0","500"
"31","11514009","1","0","600","11514","","","1","0","600"
"31","11514010","1","0","602","11514","","","0","0","602"
"31","11514011","1","0","603","11514","","","0","0","603"
"31","11514012","1","60","604","11514","","","1","30","604"
"31","11514013","1","0","612","11514","","","1","0","612"
"31","11514014","1","0","700","11514","","","0","0","700"
"31","11514015","1","0","701","11514","","","0","0","701"
"31","11514016","1","0","702","11514","","","0","0","702"
"31","11514017","1","0","800","11514","","","0","0","800"
"31","11514018","1","60","911","11514","","","1","30","911"
"93","11514019","","","","11514","","","","","1"
"3","11514020","1","wac_birthday_reaction_03","wac_birthday_reaction_01","11514","0.2","","0.2","0","102511"
"93","11514021","","","","11514","","","","","0.1"
"3","11514022","1","wac_birthday_reaction_03","wac_birthday_reaction_01","11514","0.2","","0.2","0","102311"
"3","11514023","1","wac_birthday_reaction_04","wac_birthday_reaction_05","11514","0.2","","0.2","0","102811"
"93","11514024","","","","11514","","","","","0.3"
"3","11514025","","","wac_birthday_run_01","11514","","","0.2","1","102111"
"2","11514026","","3","0","11514","","","","-70","102111"
"93","11514027","","","","11514","","","","","2.5"
"32","11514028","","","1","11514","","","","","602"
"93","11514029","","","","11514","","","","","0.6"
"32","11514030","","","1","11514","","","","","500"
"32","11514031","","","0","11514","","","","","600"
"32","11514032","","","0","11514","","","","","612"
"32","11514033","","","0","11514","","","","","604"
"32","11514034","","","1","11514","","","","","701"
"33","11514035","","0.01","0","11514","","","","0","911"
"3","11514036","1","wac_birthday_wish_04","wac_birthday_blowout_03","11514","0.2","","0.2","0","102111"
"2","11514037","","0.01","-200","11514","","","","-330","102111"
"3","11514038","","","wac_birthday_idle_smile","11514","","","0.2","1","102311"
"2","11514039","","0.01","180","11514","","","","-320","102311"
"3","11514040","","","wac_birthday_idle_normal","11514","","","0.2","1","102511"
"2","11514041","","0.01","290","11514","","","","-360","102511"
"3","11514042","","","wac_birthday_idle_doya","11514","","","0.2","1","102811"
"2","11514043","","0.01","430","11514","","","","-340","102811"
"93","11514044","","","","11514","","","","","0"
"32","11514045","","","1","11514","","","","","800"
"93","11514046","","","","11514","","","","","0.7"
"32","11514047","","","1","11514","","","","","702"
"93","11514048","","","","11514","","","","","0.5"
"23","11514049","","","se_sys_login_birthday_blow_candle","11514","","","","0","se_common"
"32","11514050","","","0","11514","","","","","701"
"93","11514051","","","","11514","","","","","0.4"
"23","11514052","","","se_sys_login_birthday_cracker","11514","","","","0","se_common"
"32","11514053","","","1","11514","","","","","700"
"23","11514054","","","se_sys_login_birthday_calendar_applause","11514","","","","0","se_common"
"3","11514055","1","wac_birthday_idle_smile","wac_birthday_clap","11514","0.2","","0.2","0","102311"
"93","11514056","","","","11514","","","","","0.1"
"3","11514057","1","wac_birthday_idle_normal","wac_birthday_clap","11514","0.2","","0.2","0","102511"
"93","11514058","","","","11514","","","","","0.1"
"3","11514059","1","wac_birthday_idle_doya","wac_birthday_clap","11514","0.2","","0.2","0","102811"
"93","11514060","","","","11514","","","","","2"
"131","11514061","","","","11514","","","","","1"
"21","11514062","","0","vo_wac_11514_000","11514","","","","0","vo_wac_11514"
"11","11514063","1","1","呀唔……！\n嚇、嚇了我一跳……！\n有這麼棒的蛋糕和布置……\n這該不會是我的慶生派對……？","11514","0","0.5","0","10","102111"
"91","11514064","","","","11514","","","","","0"
"3","11514065","","","wac_birthday_idle_wish","11514","","","0.2","1","102111"
"3","11514066","","","wac_birthday_talk_smile","11514","","","0.2","1","102311"
"21","11514067","","0","vo_wac_11514_001","11514","","","","0","vo_wac_11514"
"11","11514068","1","1","嘿嘿，我們想讓胡桃開心，\n所以特地準備了驚喜！\n咲戀媽媽、鈴莓和哥哥\n也有一起幫忙做蛋糕喔！","11514","0","0.5","0","10","102311"
"91","11514069","","","","11514","","","","","0"
"3","11514070","","","wac_birthday_idle_smile","11514","","","0.2","1","102311"
"3","11514071","","","wac_birthday_talk_sad","11514","","","0.2","1","102111"
"21","11514072","","0","vo_wac_11514_002","11514","","","","0","vo_wac_11514"
"11","11514073","1","1","光是大家記得我的生日就讓人很開心了，\n沒想到還準備了這麼豪華的派對……","11514","0","0.5","0","10","102111"
"91","11514074","","","","11514","","","","","0"
"3","11514075","","","wac_birthday_talk_wish","11514","","","0.2","1","102111"
"21","11514076","","0","vo_wac_11514_003","11514","","","","0","vo_wac_11514"
"11","11514077","1","1","綾音和大家……！\n還有哥哥……！\n今天真的很謝謝你們……！\n我覺得非常幸福……♪","11514","0","0.5","0","10","102111"
"91","11514078","","","","11514","","","","","0"
"22","11514079","","","","11514","","","","","0"
"25","12314001","","","bgm_M321_2C","12314","","","","","bgm_M321"
"1","12314002","-70","-1000","106311","12314","0","wac_birthday_idle_normal","2","250","1"
"1","12314003","-280","310","118511","12314","1","wac_birthday_idle_normal","2","256","1"
"13","12314004","","","300","12314","","","","","106311"
"13","12314005","","","300","12314","","","","","118511"
"31","12314006","1","0","500","12314","","","0","0","500"
"31","12314007","1","0","600","12314","","","1","0","600"
"31","12314008","1","0","602","12314","","","0","0","602"
"31","12314009","1","0","603","12314","","","0","0","603"
"31","12314010","1","60","604","12314","","","1","30","604"
"31","12314011","1","0","612","12314","","","1","0","612"
"31","12314012","1","0","700","12314","","","0","0","700"
"31","12314013","1","0","701","12314","","","0","0","701"
"31","12314014","1","0","702","12314","","","0","0","702"
"31","12314015","1","0","800","12314","","","0","0","800"
"31","12314016","1","60","912","12314","","","1","30","912"
"93","12314017","","","","12314","","","","","1"
"3","12314018","1","wac_birthday_reaction_03","wac_birthday_reaction_05","12314","0.2","","0.2","0","118511"
"93","12314019","","","","12314","","","","","0.4"
"3","12314020","","","wac_birthday_run_01","12314","","","0.2","1","106311"
"2","12314021","","3","0","12314","","","","-70","106311"
"93","12314022","","","","12314","","","","","2.5"
"32","12314023","","","1","12314","","","","","602"
"93","12314024","","","","12314","","","","","0.6"
"32","12314025","","","1","12314","","","","","500"
"32","12314026","","","0","12314","","","","","600"
"32","12314027","","","0","12314","","","","","612"
"32","12314028","","","0","12314","","","","","604"
"32","12314029","","","1","12314","","","","","701"
"33","12314030","","0.01","0","12314","","","","0","912"
"3","12314031","1","wac_birthday_wish_01","wac_birthday_blowout_01","12314","0.2","","0.2","0","106311"
"2","12314032","","0.01","-200","12314","","","","-330","106311"
"3","12314033","","","wac_birthday_idle_normal","12314","","","0.2","1","118511"
"2","12314034","","0.01","200","12314","","","","-330","118511"
"93","12314035","","","","12314","","","","","0"
"32","12314036","","","1","12314","","","","","800"
"93","12314037","","","","12314","","","","","0.7"
"32","12314038","","","1","12314","","","","","702"
"93","12314039","","","","12314","","","","","0.5"
"23","12314040","","","se_sys_login_birthday_blow_candle","12314","","","","0","se_common"
"32","12314041","","","0","12314","","","","","701"
"93","12314042","","","","12314","","","","","0.4"
"23","12314043","","","se_sys_login_birthday_cracker","12314","","","","0","se_common"
"32","12314044","","","1","12314","","","","","700"
"23","12314045","","","se_sys_login_birthday_calendar_applause","12314","","","","0","se_common"
"3","12314046","1","wac_birthday_idle_normal","wac_birthday_clap","12314","0.2","","0.2","0","118511"
"93","12314047","","","","12314","","","","","2.1"
"131","12314048","","","","12314","","","","","1"
"21","12314049","","0","vo_wac_12314_000","12314","","","","0","vo_wac_12314"
"11","12314050","1","1","這個蛋糕該不會是……！\n那個、那個……\n謝……謝謝泥！！","12314","0","0.5","0","10","106311"
"91","12314051","","","","12314","","","","","0"
"3","12314052","","","wac_birthday_idle_sad","12314","","","0.2","1","106311"
"3","12314053","","","wac_birthday_talk_smile","12314","","","0.2","1","118511"
"21","12314054","","0","vo_wac_12314_001","12314","","","","0","vo_wac_12314"
"11","12314055","1","1","呵呵……\n看妳這麼開心，\n這次的驚喜非常成功呢♪","12314","0","0.5","0","10","118511"
"91","12314056","","","","12314","","","","","0"
"3","12314057","","","wac_birthday_idle_smile","12314","","","0.2","1","118511"
"3","12314058","","","wac_birthday_talk_sad","12314","","","0.2","1","106311"
"21","12314059","","0","vo_wac_12314_002","12314","","","","0","vo_wac_12314"
"11","12314060","1","1","唔唔……好難為情……\n沒想到偏偏在關鍵時刻咬螺絲……\n但是妳說得沒錯，我真的好開心！\n謝謝妳花凜小姐！","12314","0","0.5","0","10","106311"
"91","12314061","","","","12314","","","","","0"
"3","12314062","","","wac_birthday_talk_smile","12314","","","0.2","1","106311"
"21","12314063","","0","vo_wac_12314_003","12314","","","","0","vo_wac_12314"
"11","12314064","1","1","還有也謝謝你……\n沒想到能讓人像這樣為自己慶生，\n讓我內心充滿了感動都要滿出來了！\n那個！下次請再讓我帶大家去森林走走！","12314","0","0.5","0","10","106311"
"91","12314065","","","","12314","","","","","0"
"22","12314066","","","","12314","","","","","0"
"25","13114001","","","bgm_M321_2C","13114","","","","","bgm_M321"
"1","13114002","-70","-1000","106511","13114","0","wac_birthday_idle_normal","2","250","1"
"1","13114003","-270","230","106611","13114","1","wac_birthday_idle_doya","2","256","1"
"1","13114004","-310","370","106711","13114","1","wac_birthday_idle_normal","2","257","1"
"13","13114005","","","300","13114","","","","","106511"
"13","13114006","","","300","13114","","","","","106611"
"31","13114007","1","0","500","13114","","","0","0","500"
"31","13114008","1","0","600","13114","","","1","0","600"
"31","13114009","1","0","602","13114","","","0","0","602"
"31","13114010","1","0","603","13114","","","0","0","603"
"31","13114011","1","60","604","13114","","","1","30","604"
"31","13114012","1","0","612","13114","","","1","0","612"
"31","13114013","1","0","700","13114","","","0","0","700"
"31","13114014","1","0","701","13114","","","0","0","701"
"31","13114015","1","0","702","13114","","","0","0","702"
"31","13114016","1","0","800","13114","","","0","0","800"
"31","13114017","1","60","913","13114","","","1","30","913"
"93","13114018","","","","13114","","","","","1"
"3","13114019","1","wac_birthday_reaction_03","wac_birthday_homare_reaction_05","13114","0.2","","0.2","0","106711"
"93","13114020","","","","13114","","","","","0.1"
"3","13114021","1","wac_birthday_reaction_03","wac_birthday_reaction_01","13114","0.2","","0.2","0","106611"
"93","13114022","","","","13114","","","","","0.3"
"3","13114023","","","wac_birthday_run_01","13114","","","0.2","1","106511"
"2","13114024","","3","0","13114","","","","-70","106511"
"93","13114025","","","","13114","","","","","2.5"
"32","13114026","","","1","13114","","","","","602"
"93","13114027","","","","13114","","","","","0.6"
"32","13114028","","","1","13114","","","","","500"
"32","13114029","","","0","13114","","","","","600"
"32","13114030","","","0","13114","","","","","612"
"32","13114031","","","0","13114","","","","","604"
"32","13114032","","","1","13114","","","","","701"
"33","13114033","","0.01","0","13114","","","","0","913"
"3","13114034","1","wac_birthday_wish_02","wac_birthday_blowout_01","13114","0.2","","0.2","0","106511"
"2","13114035","","0.01","-200","13114","","","","-330","106511"
"3","13114036","","","wac_birthday_idle_doya","13114","","","0.2","1","106611"
"2","13114037","","0.01","180","13114","","","","-320","106611"
"3","13114038","","","wac_birthday_idle_normal","13114","","","0.2","1","106711"
"2","13114039","","0.01","320","13114","","","","-340","106711"
"93","13114040","","","","13114","","","","","0"
"32","13114041","","","1","13114","","","","","800"
"93","13114042","","","","13114","","","","","0.7"
"32","13114043","","","1","13114","","","","","702"
"93","13114044","","","","13114","","","","","0.5"
"23","13114045","","","se_sys_login_birthday_blow_candle","13114","","","","0","se_common"
"32","13114046","","","0","13114","","","","","701"
"93","13114047","","","","13114","","","","","0.4"
"23","13114048","","","se_sys_login_birthday_cracker","13114","","","","0","se_common"
"32","13114049","","","1","13114","","","","","700"
"23","13114050","","","se_sys_login_birthday_calendar_applause","13114","","","","0","se_common"
"3","13114051","1","wac_birthday_idle_doya","wac_birthday_clap","13114","0.2","","0.2","0","106611"
"93","13114052","","","","13114","","","","","0.1"
"3","13114053","1","wac_birthday_idle_normal","wac_birthday_clap","13114","0.2","","0.2","0","106711"
"93","13114054","","","","13114","","","","","2"
"131","13114055","","","","13114","","","","","1"
"21","13114056","","0","vo_wac_13114_000","13114","","","","0","vo_wac_13114"
"11","13114057","1","1","喂喂，\n這蛋糕真是相當精緻耶。\n這該不會是為了我的生日\n特地準備的吧？","13114","0","0.5","0","10","106511"
"91","13114058","","","","13114","","","","","0"
"3","13114059","","","wac_birthday_idle_smile","13114","","","0.2","1","106511"
"3","13114060","","","wac_birthday_talk_doya","13114","","","0.2","1","106611"
"21","13114061","","0","vo_wac_13114_001","13114","","","","0","vo_wac_13114"
"11","13114062","1","1","呵呵呵，這當然啊！\n好了好了，嘉夜夜！\n妳就儘管好好感謝我吧！","13114","0","0.5","0","10","106611"
"91","13114063","","","","13114","","","","","0"
"3","13114064","","","wac_birthday_idle_doya","13114","","","0.2","1","106611"
"3","13114065","","","wac_birthday_talk_smile","13114","","","0.2","1","106711"
"21","13114066","","0","vo_wac_13114_002","13114","","","","0","vo_wac_13114"
"11","13114067","1","1","祈梨妳不是只有\n偷吃他準備的東西，\n還有在旁邊看而已嗎？","13114","0","0.5","0","10","106711"
"91","13114068","","","","13114","","","","","0"
"3","13114069","","","wac_birthday_idle_smile","13114","","","0.2","1","106711"
"3","13114070","","","wac_birthday_talk_doya","13114","","","0.2","1","106511"
"21","13114071","","0","vo_wac_13114_003","13114","","","","0","vo_wac_13114"
"11","13114072","1","1","哈哈，\n不過老大和祈梨也都有幫忙吧？\n也謝謝你了。託大家的福，\n我似乎能有個難忘的生日。","13114","0","0.5","0","10","106511"
"91","13114073","","","","13114","","","","","0"
"22","13114074","","","","13114","","","","","0"
"25","14114001","","","bgm_M321_2C","14114","","","","","bgm_M321"
"1","14114002","-70","-1000","100911","14114","0","wac_birthday_idle_normal","2","250","1"
"1","14114003","-260","170","105611","14114","1","wac_birthday_idle_smile","2","256","1"
