9f360841d3eb0fbf3d7dfb2e586ed7e64339b9af61236dece1c0e0b87eafd094,b5769ae2475b9c171534de4b25db95c260cb368a7cbd1a474dda8372cf68a265,a2612df5491d82c8a62c33aa5a47261845b852c7eceae39427b76ddf684aa5f4,78fcdface7866a2af9240db1a56c6b27d45c6980372844707395096245a8a184,aff5ca41d5731baecf4c605e8f1c1ace61eba6fcb81db0f71984a7a920f7510d,9062e8b5ad0b18164b7211c545c17b253cf7ed077de045c81a1ff243fdc08a9f,7d9db948449653f5bc3742d6f5a0b456a22a57b1aad3f42064a9ebbc74131680,540607ab20be64be279b57b5b3ccf9923cdbb01d2c019476bd7f78e659de33c0,82f17ae764d4a2a09b4b87a4c61a63733f244ecfb2a694c8b36c9a0d39306c7e,077d4b84deaa07d84b14f8406645ce85792c527543e8f36a4ca76f05036802b2,224659e907910d789a6adad210dac4a905fcf61ef5f12f204761d3b059c21801,6e785f9c3b4d959d59ea739a44af39893df12fa803227ec088bfa7520525820f,7f20674bce3c3d8a04fbe2c4a904b83feb22565a8acfb2d46101e73f9c3d02ef,f9e46c61b93f8c99650ee9600a4e3f9782cc5910be46c192ca3047337a7d527e,6bff0871fb989bcbbc541c64adab4689051a9066dd4bf2c4076f12bae19363d1,48a089bbfa4e7ffac18766ad981122ea1e523b8dc634699d5fe9a224a3634af0,78d526cd8ace417c02a571d3134db76bd34f48c1918d019bd50fec117846a6f1,8fbb9131288fd152bc12f73b4de86c78db35badbf6f50923139503cdd5633aa3,ef7cea33aa4e4e7a3ca04406a90cc4c1a94417849a296eee26d10eea271adf1e,7e63374503ddfdd4d150be5ad44255ce1007f69e0d5a708c955989896b9d8513,bb57615be674ae4d3323e54ede2b138633a5ffeeddc468671486a6dd5e96cf6b
"0.6","0","0","131421","2","0","0","0","0","-1","0","0","0","0","0","0","1314210","0","4.9","0","0"
"0","0","0","131431","2","0","3.75","0","0","-1","0","0","0","0","0","0","1314310","0","3.5","0","0"
"0.75","0","0","131441","2","0","0","0","0","-1","0","0","0","0","0","0","1314410","0","4.6","0","0"
"50","0","0","131442","1","0","0","0","0","-1","0","0","0","0","0","0","1314420","0","900","0","0"
"0.75","0","0.3","131451","2","0","0","0","0","-1","0","0","0","0","0","0","1314510","0","4.25","0","0"
"200","0","0","131452","1","0","0","0","50","-1","0","0","0","0","0","2000","1314520","0","0","0","50"
"0","0","0","131461","2","0","0","0.05","0","260","0","0","0","0","0","5","1314610","0","4.2","0","0"
"0","0","0","131461","261","0","0","0","0","-1","0","0","0","0","0","5","1314611","0","4.45","0","0"
"0","0","0","131471","2","0","0","0","0.2","-1","0","0","0","0","0","0","1314710","0","3.05","0","0.2"
"0","0","0.3","131501","2","4.25","0","0.05","0","260","0","0","0","0","0","0","1315010","0","0","0","0"
"0","0","0.3","131501","261","4.5","0","0","0","-1","0","0","0","0","0","0","1315011","0","0","0","0"
"1.9","0","0","131551","2","0","0","0.1","0","260","0","0","0","0","0","0","1315510","0","3.75","0","0"
"1.9","0","0","131551","261","0","0","0","0","-1","0","0","0","0","0","0","1315511","0","4.25","0","0"
"0","0","0.4","131561","2","4.4","0","0","0","-1","0","0","0","0","0","0","1315610","0","0","0","0"
"0","0","0","131571","2","3.6","1.2","0","0","260","0","0","0","0","0","0","1315710","0","0","0.05","0"
"0","0","0","131571","261","4","1.2","0","0","-1","0","0","0","0","0","0","1315711","0","0","0","0"
"1.2","0","0","131581","2","0","0","0","0","-1","0","0","0","0","0","0","1315810","0","4.4","0","0"
"1.35","0","0","131591","2","0","0","0.05","0","260","0","0","0","0","0","0","1315910","0","4.1","0","0"
"1.35","0","0","131591","261","0","0","0","0","-1","0","0","0","0","0","0","1315911","0","4.35","0","0"
"0","0","0","131601","2","4.6","0","0","0","-1","0","0.5","0","0","0","0","1316010","0","0","0","0"
"0.5","0","0","131621","2","0","0","0","0","-1","0","0","0","0","0","0","1316210","0","4.9","0","0"
"1","0","0","131631","2","0","0","0","0","-1","0","0","0","0","0","0","1316310","0","4.6","0","0"
"0","0","0","131641","2","0","0","0.05","0.3","260","0","0","0","0","0","15","1316410","0","0","0","0.3"
"0","0","0","131641","261","0","0","0","0.3","-1","0","0","0","0","0","17.1","1316411","0","0","0","0.3"
"0.5","0","0","131651","2","0","0","0","0","-1","0","0","0","0","0","10","1316510","0","3.65","0","0"
"0.75","0","0","131661","2","0","0","0","0","-1","0","0","0","0","0","0","1316610","0","4.65","0","0"
"0.25","0","0","131671","2","0","0","0","0","-1","0","0","0","0","0","0","1316710","0","5","0","0"
"200","0","0","131672","1","0","0","0","0","-1","0","0","0","0","0","0","1316720","0","800","0","0"
"0.75","0","0","131681","2","0","0","0","0","-1","0","0","0","0","0","0","1316810","0","4.5","0","0"
"0","0","0","131691","2","0","0","0.1","0","260","0","0","0","0","0","20","1316910","0","2.5","0","0"
"0","0","0","131691","261","0","0","0","0","-1","0","0","0","0","0","20","1316911","0","3","0","0"
"200","0","0","131692","1","0","0","0","0","-1","0","0","0","0","0","0","1316920","0","800","0","0"
"1.4","0","0","131701","2","0","0","0","0","-1","0","0","0","0","0","0","1317010","0","4.5","0","0"
"0","0","0","131702","1","0","0","0","0","-1","0","0","0","0","0","1500","1317020","0","870","0","0"
"0","0","0.3","131711","2","0","0","0","0","-1","0","0","0","0","0","20","1317110","0","2.25","0","0"
"240","0","0","131712","1","0","0","0","120","-1","0","0","0","0","0","0","1317120","0","0","0","0"
"0.65","0","0","131721","2","0","0","0","0","-1","0","0","0","0","0","10","1317210","0","3.75","0","0"
"0","0","0","131731","2","2.6","0","0.05","0","260","0","0","0","0","0","20","1317310","0","0","0","0"
"0","0","0","131731","261","2.85","0","0","0","-1","0","0","0","0","0","20","1317311","0","0","0","0"
"0.75","0","0","131741","2","0","0","0","0","-1","0","0","0","0","0","15","1317410","0","2.85","0","0"
"1.5","0","0","131751","2","0","0","0","0","-1","0","0","0","0","0","0","1317510","0","4.5","0","0"
"0","0","0","131761","2","4.3","0","0","0","-1","0","0","0","0","0","0","1317610","12.5","0","0","0"
"1","0","0","131771","2","0","0","0","0","-1","0","0","0","0","0","35","1317710","0","1","0","0"
"0.5","0","0","131781","2","0","0","0.05","0","260","0","0","0","0","0","0","1317810","0","4","0","0"
"0.5","0","0","131781","261","0","0","0","0","-1","0","0","0","0","0","0","1317811","0","4.25","0","0"
"2","0","0","131791","2","0","0","0","0","-1","0","0","0","0","0","0","1317910","0","4","0","0"
"0.5","0","0","131801","2","0","0","0","0","-1","0","1","0","0","0","0","1318010","0","4","0","0"
"0","0","0","131811","2","3.5","1","0","0.5","-1","0","0","0","0","0","0","1318110","0","0","0","0.5"
"0","0","0","131821","2","4","0.75","0","0","-1","0","0","0","0","0","0","1318210","0","0","0","0"
"0","0","0","131901","2","3.85","1.2","0","0","-1","0","0","0","0","0","0","1319010","0","0","0","0"
"0","0","0","131911","2","2.25","0","0","0","-1","0","0","0","0","0","25","1319110","0","0","0","0"
"1","0","0","131921","2","0","0","0","0","-1","0","0","0","0","0","12.5","1319210","0","3","0","0"
"2.5","0","0","131931","2","0","0","0","0","-1","0","0","0","0","0","0","1319310","0","4","0","0"
"1.75","0","0","131991","2","0","0","0","0","-1","0","0","0","0","0","0","1319910","0","4.5","0","0"
"0","0","0","132001","2","0","0","0","0.4","-1","0","0","0","0","0","15","1320010","0","0","0","0.4"
"1.5","0","0","132071","2","0","0","0","0","-1","0","0","0","0","0","0","1320710","0","4.5","0","0"
"1.5","0","0","132081","2","0","0","0.05","0","260","0","0","0","0","0","0","1320810","0","4.3","0","0"
"1.5","0","0","132081","261","0","0","0","0","-1","0","0","0","0","0","0","1320811","0","4.55","0","0"
"0","0","0","132091","2","2.5","1","0","0","-1","0","0","0","0","0","15","1320910","0","0","0","0"
"0.6","0","0","132101","2","0","0","0.05","1.05","260","0","0","0","0","0.05","0","1321010","0","0","0","0"
"0.6","0","0","132101","261","0","0","0","1.1","-1","0","0","0","0","0.05","0","1321011","0","0","0","0"
"0","0","0","132111","2","4.5","0.5","0","0","-1","0","0","0","0","0","0","1321110","0","0","0","0"
"1","0","0","132121","2","0","0","0","0","-1","0","0","0","0","0","0","1321210","0","4.5","0","0"
"0","0","0","132131","2","0","0","0.05","0","260","0","0","0","0","0","10","1321310","12.5","2.75","0","0"
"0","0","0","132131","261","0","0","0","0","-1","0","0","0","0","0","10","1321311","12.5","3","0","0"
"0","0","0","132141","2","2.5","0","0","0","-1","0","1.25","0","0","0","13","1321410","0","0","0","0"
"0","0","0","132151","2","0","0","0","0.2","-1","0","0","0","0","0","0","1321510","0","3","0","0.25"
"1.5","0","0","132161","2","0","0","0","0","-1","0","0","0","0","0","0","1321610","0","4.25","0","0"
"0","0","0","132191","2","3","1","0.05","0","260","0","0","0","0","0.05","0","1321910","0","0","0","0"
"0","0","0","132191","261","3.25","1","0","0","-1","0","0","0","0","0.05","0","1321911","0","0","0","0"
"0.75","0","0","132201","2","0","0","0","0","-1","0","0","0","0","0","7.5","1322010","0","3.75","0","0"
"1.25","0","0","132211","2","0","0","0","0.2","-1","0","0","0","0","0","0","1322110","0","3.5","0","0"
"1.5","0","0","132221","2","0","0","0","0","-1","0","0","0","0","0","0","1322210","0","4.25","0","0"
"0","0","0","132231","2","4.4","1.1","0","0","-1","0","0","0","0","0","0","1322310","0","0","0","0"
"0","0","0","132241","2","0","0","0","0","-1","0","0","0","0","0","5","1322410","0","4.5","0","0"
"1.75","0","0","132251","2","0","0","0.1","0","260","0","0","0","0","0","0","1322510","0","3.75","0","0"
"1.75","0","0","132251","261","0","0","0","0","-1","0","0","0","0","0","0","1322511","0","4.25","0","0"
"0","0","0","132261","2","0","0","0","0.55","-1","0","0","0","0","0","20","1322610","0","0","0","0"
"0","0","0","132271","2","4","1","0","0","-1","0","0","0","0","0","0","1322710","0","0","0","0"
"0","0","0","132281","2","0","0","0","0.3","-1","0","0","0","0","0","0","1322810","0","2","0","0.3"
"0","0","0","132291","2","0","0","0","0.4","-1","0","0","0","0","0","10","1322910","0","0","0","0.4"
"0","0","0","132311","2","4.4","0","0","0","-1","0","0","0","0","0","5","1323110","0","0","0","0"
"0.75","0","0","132321","2","0","0","0","0.35","-1","0","0","0","0","0","0","1323210","0","3","0","0"
"0","0","0","132331","2","0","0","0","0","-1","0","0","0","0","0","15","1323310","0","0","0","1.05"
"1","0","0","132351","2","0","0","0","0","-1","0","0","0","0","0","7.5","1323510","0","0","0","0.75"
"0.75","0","0","132361","2","0","0","0","0","-1","0","0","0","0","0","5","1323610","0","4","0","0"
"0","0","0","132371","2","3","0","0","0","-1","0","0","0","0","0","7.5","1323710","0","0","0","0.25"
"0.75","0","0","132381","2","0","0","0.05","0","260","0","0","0","0","0","0","1323810","0","4.5","0","0"
"0.75","0","0","132381","261","0","0","0","0","-1","0","0","0","0","0","0","1323811","0","5","0","0"
"1.1","0","0","132391","2","0","0","0","0","-1","0","0","0","0","0","20","1323910","0","2.25","0","0"
"0","0","0","132401","2","3.75","0","0","0","-1","0","0","0","0","0","12.5","1324010","0","0","0","0"
"0","0","0","132411","2","3.75","0","0","0","-1","0","0","0","0","0","0","1324110","12.5","0","0","0"
"0","0","0","132421","2","0","0","0","1","-1","0","0","0","0","0","10","1324210","0","0","0","0"
"0","0","0","132451","2","3.5","1.25","0.05","0","260","0","0","0","0","0","0","1324510","0","0","0","0"
"0","0","0","132451","261","3.75","1.25","0","0","-1","0","0","0","0","0","0","1324511","0","0","0","0"
"0","0","0","132461","2","3.5","0","0","0","-1","0","0","0","0","0","15","1324610","0","0","0","0"
"0.5","0","0","132471","2","0","0","0","0","-1","0","0","0","0","0","0","1324710","0","4.5","0","0"
"0","0","0","132481","2","0","0","0","0","-1","0","0","0","0","0","12.5","1324810","0","3.5","0","0"
"1","0","0","132491","2","0","0","0","0","-1","0","0","0","0","0","0","1324910","0","4.25","0","0"
"0.75","0","0","132501","2","0","0","0","0","-1","0","0","0","0","0","0","1325010","0","4.5","0","0"
"1","0","0","132511","2","0","0","0","0","-1","0","0","0","0","0","0","1325110","0","4","0","0"
"0","0","0","132521","2","0","0","0","0.4","-1","0","0","0","0","0","15","1325210","0","0","0","0.4"
"0","0","0","132531","2","0","0","0.05","0","260","0","0","0","0","0","0","1325310","0","4.25","0","0"
"0","0","0","132531","261","0","0","0","0","-1","0","0","0","0","0","0","1325311","0","4.5","0","0"
"1.25","0","0","132541","2","0","0","0","0","-1","0","0","0","0","0","0","1325410","0","4","0","0"
"0","0","0","132551","2","3.5","0","0","0","-1","0","0","0","0","0","12.5","1325510","0","0","0","0"
"0","0","0","132561","2","0","0","0","0.4","-1","0","0","0","0","0","12.5","1325610","0","0","0","0.4"
"0","0","0","132571","2","0","0","0","0.4","-1","0","0","0","0","0","12.5","1325710","0","0","0","0.4"
"1","0","0","132581","2","0","0","0","0","-1","0","0","0","0","0","0","1325810","0","4.6","0","0"
"1.5","0","0","132601","2","0","0","0","0","-1","0","0","0","0","0","0","1326010","0","3","0","0"
"0","0","0","132611","2","0","0","0","0.4","-1","0","0","0","0","0","15","1326110","0","0","0","0.4"
"0","0","0","132621","2","3.5","0.5","0","0","-1","0","0","0","0","0","12.5","1326210","0","0","0","0"
"0","0","0","132631","2","3.6","0","0","0","-1","0","0","0","0","0","15","1326310","0","0","0","0"
"1","0","0","132641","2","0","0","0.05","0","260","0","0","0","0","0","0","1326410","0","3.5","0","0"
"1","0","0","132641","261","0","0","0","0","-1","0","0","0","0","0","0","1326411","0","3.75","0","0"
"0","0","0","132661","2","3.5","0.75","0","0","-1","0","0","0","0","0","10","1326610","0","0","0","0"
"1","0","0","132671","2","0","0","0","0","-1","0","0","0","0","0","12.5","1326710","0","0","0","0.4"
"0","0","0","132681","2","0","0","0","0.3","-1","0","0","0","0","0","15","1326810","0","0","0","0.35"
"0","0","0","132691","2","3.5","0","0","0","-1","0","0","0","0","0","12.5","1326910","0","0","0","0"
"1.25","0","0","132701","2","0","0","0","0","-1","0","0","0","0","0","25","1327010","0","0","0","0"
"1.25","0","0","132711","2","0","0","0","0","-1","0","0","0","0","0","0","1327110","0","4.25","0","0"
"0","0","0","132721","2","3","0","0.1","0","260","0","0","0","0","0","12","1327210","0","0","0","0"
"0","0","0","132721","261","3.5","0","0","0","-1","0","0","0","0","0","12","1327211","0","0","0","0"
"1.25","0","0","132731","2","0","0","0","0","-1","0","0","0","0","0","0","1327310","0","4.25","0","0"
"0","0","0","132751","2","0","0","0","0","-1","0","0","0","0","0","15","1327510","0","3","0","0"
"0","0","0","132761","2","0","0","0","0.6","-1","0","0","0","0","0","15","1327610","0","0","0","0"
"0","0","0","132771","2","0","0","0","0","-1","0","0","0","0","0","20","1327710","0","0","0","0.5"
"0","0","0","132781","2","4","1.25","0","0","-1","0","0","0","0","0","0","1327810","0","0","0","0"
"0","0","0","132791","2","0","0","0.05","0.45","260","0","0","0","0","0","20","1327910","0","0","0","0.45"
"0","0","0","132791","261","0","0","0","0.45","-1","0","0","0","0","0","22.1","1327911","0","0","0","0.45"
"1","0","0","132801","2","0","0","0","0","-1","0","0","0","0","0","0","1328010","0","3","0","0"
"1.5","0","0","132831","2","0","0","0","0","-1","0","0","0","0","0","0","1328310","0","3.25","0","0"
"0","0","0","132841","2","3.5","1.25","0","0","-1","0","0","0","0","0","0","1328410","0","0","0","0"
"0","0","0","132851","2","3.25","1.5","0","0","-1","0","0","0","0","0","0","1328510","0","0","0","0"
"0","0","0","132871","2","0","0","0","0","-1","0","0","0","0","0","12.5","1328710","0","3.75","0","0"
"0","0","0","132881","2","0","0","0","0","-1","0","0","0","0","0","12.5","1328810","0","3.75","0","0"
"0","0","0","132891","2","3.75","0","0","0","-1","0","0","0","0","0","12.5","1328910","0","0","0","0"
"0","0","0","132931","2","0","0","0","0","-1","0","0","0","0","0","0","1329310","0","5","0","0"
"0.5","0","0","132941","2","0","0","0","0","-1","0","0","0","0","0","0","1329410","0","4.5","0","0"
"0","0","0","132951","2","0","0","0","0","-1","0","1.5","0","0","0","0","1329510","0","3","0","0"
"0","0","0","132981","2","0","0","0","0","-1","0","0","0","0","0","0","1329810","0","5","0","0"
"1.5","0","0","132991","2","0","0","0","0","-1","0","0","0","0","0","0","1329910","0","3.25","0","0"
"1.5","0","0","133001","2","0","0","0.05","0","260","0","0","0","0","0","30","1330010","0","0","0","0"
"1.5","0","0","133001","261","0","0","0","0","-1","0","0","0","0","0","32.1","1330011","0","0","0","0"
"0","0","0","133011","2","0","0","0","0","-1","0","1.5","0","0","0","0","1330110","0","3","0","0"
"0","0","0","133021","2","0","0","0.05","0","260","0","0","0","0","0","0","1330210","0","4","0","0"
"0","0","0","133021","261","0","0","0","0","-1","0","0","0","0","0","0","1330211","0","4.25","0","0"
"0","0","0","133071","2","3.5","0","0","0.25","-1","0","0","0","0","0","0","1330710","0","0","0","0.25"
"0","0","0","133081","2","4","1","0","0","-1","0","0","0","0","0","0","1330810","0","0","0","0"
"0","0","0","133091","2","0","0","0.05","0","260","0","0","0","0","0","30","1330910","0","0","0","0"
"0","0","0","133091","261","0","0","0","0","-1","0","0","0","0","0","32.1","1330911","0","0","0","0"
"0","0","0","133101","2","4.5","0.5","0","0","-1","0","0","0","0","0","0","1331010","0","0","0","0"
"0","0","0","133111","2","0","0","0","0.4","-1","0","0","0","0","0","17.5","1331110","0","2","0","0.4"
"0","0","0","133121","2","2","1","0","0","-1","0","0","0","0","0","20","1331210","0","0","0","0"
"0","0","0","133161","2","0","0","0","0.35","-1","0","0","0","0","0","0","1331610","0","3.5","0","0.35"
"0","0","0","133171","2","3.25","1.5","0","0","-1","0","0","0","0","0","0","1331710","0","0","0","0"
"0","0","0","133181","2","4","0.75","0","0","-1","0","0","0","0","0","0","1331810","0","0","0","0"
"0","0","0","133191","2","1.5","0","0","0.4","-1","0","0","0","0","0","0","1331910","0","0","0","0.4"
"0","0","0","133201","2","4.5","0.5","0","0","-1","0","0","0","0","0","0","1332010","0","0","0","0"
"2.5","0","0","133211","2","0","0","0","0","-1","0","0","0","0","0","0","1332110","0","2.5","0","0"
"0","0","0","133221","2","4","1","0","0","-1","0","0","0","0","0","0","1332210","0","0","0","0"
"0","0","0","133281","2","3.5","0","0","0","-1","0","0","0","0","0","0","1332810","0","0","0","0.5"
"0","0","0","133291","2","0","1.5","0","0","-1","0","0","0","0","0","0","1332910","0","0","0","0.5"
"0","0","0","133321","2","0","0","0","0.4","-1","0","0","0","0","0","0","1333210","0","2","0","0.4"
"0","0","0","133351","2","3","0","0","0.25","-1","0","0","0","0","0","0","1333510","0","0","0","0.25"
"0","0","0","133361","2","0","0","0","0","-1","0","0","0","0","0","0","1333610","0","4.5","0","0"
"0","0","0","133371","2","5","0","0","0","-1","0","0","0","0","0","0","1333710","0","0","0","0"
"0","0","0","133381","2","2.5","0","0","0.35","-1","0","0","0","0","0","0","1333810","0","0","0","0.35"
"0","0","0","133391","2","0","0","0","0","-1","0","0","0","0","0","0","1333910","0","5","0","0"
"0","0","0","133431","2","4.75","0","0","0","-1","0","0","0","0","0","0","1334310","0","0","0","0"
"0","0","0","133441","2","4","1","0","0","-1","0","0","0","0","0","0","1334410","0","0","0","0"
"0","0","0","133451","2","3.5","1","0","0","-1","0","0","0","0","0","0","1334510","0","0","0","0"
"2.5","0","0","133461","2","0","0","0","0","-1","0","0","0","0","0","0","1334610","0","3","0","0"
"1.5","0","0","133471","2","0","0","0","0","-1","0","0","0","0","0","0","1334710","0","3.5","0","0"
"2.5","0","0","138011","2","0","0","0.05","0","260","0","0","0","0","0","0","1380110","0","4","0","0"
"2.5","0","0","138011","261","0","0","0","0","-1","0","0","0","0","0","0","1380111","0","4.25","0","0"
"0","0","0","138021","2","3.75","1.5","0.05","0","260","0","0","0","0","0","0","1380210","0","0","0","0"
"0","0","0","138021","261","4","1.5","0","0","-1","0","0","0","0","0","0","1380211","0","0","0","0"
"1.75","0","0","138031","2","0","0","0.1","0","260","0","0","0","0","0","0","1380310","0","4","0","0"
"1.75","0","0","138031","261","0","0","0","0","-1","0","0","0","0","0","0","1380311","0","4.5","0","0"
"2.2","0","0","138041","2","0","0","0.1","0","260","0","0","0","0","0","25","1380410","0","1.1","0","0"
"2.2","0","0","138041","261","0","0","0","0","-1","0","0","0","0","0","25","1380411","0","1.6","0","0"
"0","0","0","138051","2","0","0","0","0.35","-1","0","0","0","0","0","17.5","1380510","0","0","0","0.35"
"0","0","0","138061","2","3.75","1","0.1","0","260","0","0","0","0","0.05","0","1380610","0","0","0","0"
"0","0","0","138061","261","4.25","1","0","0","-1","0","0","0","0","0.05","0","1380611","0","0","0","0"
"1.5","0","0","138071","2","0","0","0","0","-1","0","0","0","0","0","0","1380710","0","4.5","0","0"
"0.5","0","0","138081","2","0","0","0.1","0","260","0","0","0","0","0","0","1380810","0","4.5","0","0"
"0.5","0","0","138081","261","0","0","0","0","-1","0","0","0","0","0","0","1380811","0","5.25","0","0"
"1","0","0","138091","2","0","0","0.05","0","260","0","0","0","0","0","0","1380910","0","4.25","0","0"
"1","0","0","138091","261","0","0","0","0","-1","0","0","0","0","0","0","1380911","0","4.5","0","0"
"0","0","0","138101","2","0","0","0.05","0.45","260","0","0","0","0","0","0","1381010","0","0","0","0.45"
"0","0","0","138101","261","0","0","0","0.5","-1","0","0","0","0","0","0","1381011","0","0","0","0.45"
