08bf7d63075eab7a931a8d43ce587799fd3116ff87b1b81c5969f61d054359b7,3a5f6af322747637cac99633371f415731a5e47ca48e101913db549b1d2cac37,ba6c39bdd91484e96668339813d69c0b282d3257f60db2be378496789fa9fe6b,9ecfea11a3970038fd05950d6e1bf7c9785dc128b407714ef13f5279e844be80,008e8ceedb9e3a718c67847df7cb6ba43fce42af7e531bfa63fabfbf9905883d,37d076043316c5e0fe8099448b70ff2ab322f8185d4a77468f838ccfeb8d68ba,08eef09ad2dc09aaaf0941a9c4d91b2cc079dabb82b71b8de8d80166928ae204,64aa37d72ff26e9012978bd4518aafdaf47319580529e043f5e8f31b47019567,b1781607922d264989d31c11dc1b2e5fa0d2a745215eb61dd7b3516fd0b0c217,eb800081d31058f1606161f6d55957fc3b4c7387125d90837093b076078e3493,c71728ea6f475203009f7c859316252812c5079ca0083b2c371f075097f91742
"16414","0.5","105311","1","0","11","10","0","1","到底是用了多少砂糖啊！？\n有股不尋常的香甜氣味……\n唔唔，明明才剛被牙醫說\n要少吃甜食的……！","16414078"
"16414","","0","","","91","","","","","16414079"
"16414","","105311","","","3","1","0.2","","wac_birthday_talk_doya","16414080"
"16414","","vo_wac_16414","0","","21","0","","","vo_wac_16414_003","16414081"
"16414","0.5","105311","1","0","11","10","0","1","但、但是……不能糟蹋\n部下的心意嘛！\n嗯，所以如果吃光也是不得已的！\n我就趕緊開動吧！","16414082"
"16414","","0","","","91","","","","","16414083"
"16414","","0","","","22","","","","","16414084"
"16614","","bgm_M321","","","25","","","","bgm_M321_2C","16614001"
"16614","wac_birthday_idle_normal","1","-1000","0","1","250","2","-70","102711","16614002"
"16614","wac_birthday_idle_smile","1","170","1","1","256","2","-260","105611","16614003"
"16614","wac_birthday_idle_doya","1","270","1","1","259","2","-310","100911","16614004"
"16614","wac_birthday_idle_normal","1","380","1","1","257","2","-270","105111","16614005"
"16614","wac_birthday_idle_kyapi","1","510","1","1","258","2","-310","101311","16614006"
"16614","","102711","","","13","","","","300","16614007"
"16614","","105611","","","13","","","","300","16614008"
"16614","","501","0","","31","0","0","1","501","16614009"
"16614","","600","0","","31","0","1","1","600","16614010"
"16614","","602","0","","31","0","0","1","602","16614011"
"16614","","603","0","","31","0","0","1","603","16614012"
"16614","","604","60","","31","30","1","1","604","16614013"
"16614","","613","0","","31","0","1","1","613","16614014"
"16614","","700","0","","31","0","0","1","700","16614015"
"16614","","701","0","","31","0","0","1","701","16614016"
"16614","","702","0","","31","0","0","1","702","16614017"
"16614","","800","0","","31","0","0","1","800","16614018"
"16614","","919","60","","31","30","1","1","919","16614019"
"16614","","1","","","93","","","","","16614020"
"16614","","100911","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_01","16614021"
"16614","","105611","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_02","16614022"
"16614","","0.1","","","93","","","","","16614023"
"16614","","105111","wac_birthday_reaction_04","0.2","3","0","0.2","1","wac_birthday_reaction_01","16614024"
"16614","","101311","wac_birthday_reaction_05","0.2","3","0","0.2","1","wac_birthday_reaction_03","16614025"
"16614","","0.3","","","93","","","","","16614026"
"16614","","102711","","","3","1","0.2","","wac_birthday_run_01","16614027"
"16614","","102711","3","","2","-70","","","0","16614028"
"16614","","2.5","","","93","","","","","16614029"
"16614","","602","","","32","","","","1","16614030"
"16614","","0.6","","","93","","","","","16614031"
"16614","","501","","","32","","","","1","16614032"
"16614","","600","","","32","","","","0","16614033"
"16614","","613","","","32","","","","0","16614034"
"16614","","604","","","32","","","","0","16614035"
"16614","","701","","","32","","","","1","16614036"
"16614","","919","0.01","","33","0","","","0","16614037"
"16614","","102711","wac_birthday_eriko_wish_04","0.2","3","0","0.2","1","wac_birthday_eriko_blowout_03","16614038"
"16614","","102711","0.01","","2","-330","","","-200","16614039"
"16614","","105611","","","3","1","0.2","","wac_birthday_idle_smile","16614040"
"16614","","105611","0.01","","2","-320","","","150","16614041"
"16614","","100911","","","3","1","0.2","","wac_birthday_idle_doya","16614042"
"16614","","100911","0.01","","2","-360","","","250","16614043"
"16614","","105111","","","3","1","0.2","","wac_birthday_idle_normal","16614044"
"16614","","105111","0.01","","2","-320","","","370","16614045"
"16614","","101311","","","3","1","0.2","","wac_birthday_idle_kyapi","16614046"
"16614","","101311","0.01","","2","-340","","","490","16614047"
"16614","","0","","","93","","","","","16614048"
"16614","","800","","","32","","","","1","16614049"
"16614","","0.7","","","93","","","","","16614050"
"16614","","702","","","32","","","","1","16614051"
"16614","","0.5","","","93","","","","","16614052"
"16614","","se_common","","","23","0","","","se_sys_login_birthday_blow_candle","16614053"
"16614","","701","","","32","","","","0","16614054"
"16614","","0.4","","","93","","","","","16614055"
"16614","","se_common","","","23","0","","","se_sys_login_birthday_cracker","16614056"
"16614","","700","","","32","","","","1","16614057"
"16614","","se_common","","","23","0","","","se_sys_login_birthday_calendar_applause","16614058"
"16614","","105611","wac_birthday_idle_smile","0.2","3","0","0.2","1","wac_birthday_clap","16614059"
"16614","","105111","wac_birthday_idle_normal","0.2","3","0","0.2","1","wac_birthday_clap","16614060"
"16614","","0.1","","","93","","","","","16614061"
"16614","","100911","wac_birthday_idle_doya","0.2","3","0","0.2","1","wac_birthday_clap","16614062"
"16614","","0.1","","","93","","","","","16614063"
"16614","","101311","wac_birthday_idle_kyapi","0.2","3","0","0.2","1","wac_birthday_clap","16614064"
"16614","","2","","","93","","","","","16614065"
"16614","","1","","","131","","","","","16614066"
"16614","","vo_wac_16614","0","","21","0","","","vo_wac_16614_000","16614067"
"16614","0.5","102711","1","0","11","10","0","1","生日……？\n我的生日？\n你們怎麼會記得\n這種事情呢？","16614068"
"16614","","0","","","91","","","","","16614069"
"16614","","102711","","","3","1","0.2","","wac_birthday_eriko_idle_wish","16614070"
"16614","","105611","","","3","1","0.2","","wac_birthday_talk_doya","16614071"
"16614","","vo_wac_16614","0","","21","0","","","vo_wac_16614_001","16614072"
"16614","0.5","105611","1","0","11","10","0","1","妳問為什麼，我們不是\n同公會的成員嗎？\n妳總是為我們挺身戰鬥，\n這是為了感謝妳的一點小心意。","16614073"
"16614","","0","","","91","","","","","16614074"
"16614","","105611","","","3","1","0.2","","wac_birthday_idle_doya","16614075"
"16614","","102711","","","3","1","0.2","","wac_birthday_talk_normal","16614076"
"16614","","vo_wac_16614","0","","21","0","","","vo_wac_16614_002","16614077"
"16614","0.5","102711","1","0","11","10","0","1","………………是這樣啊。\n既然如此我就\n心懷感激地享用吧。","16614078"
"16614","","0","","","91","","","","","16614079"
"16614","","102711","","","3","1","0.2","","wac_birthday_talk_wish","16614080"
"16614","","vo_wac_16614","0","","21","0","","","vo_wac_16614_003","16614081"
"16614","0.5","102711","1","0","11","10","0","1","啊呣。\n……呵呵，真甜呢。\n就像那位大人一樣地溫柔。\n……謝謝你們。","16614082"
"16614","","0","","","91","","","","","16614083"
"16614","","0","","","22","","","","","16614084"
"17414","","bgm_M321","","","25","","","","bgm_M321_2C","17414001"
"17414","wac_birthday_idle_normal","1","-1000","0","1","250","2","-70","110811","17414002"
"17414","wac_birthday_idle_kyapi","1","230","1","1","256","2","-270","110911","17414003"
"17414","wac_birthday_idle_doya","1","410","1","1","257","2","-310","111011","17414004"
"17414","","110811","","","13","","","","300","17414005"
"17414","","110911","","","13","","","","300","17414006"
"17414","","501","0","","31","0","0","1","501","17414007"
"17414","","600","0","","31","0","1","1","600","17414008"
"17414","","602","0","","31","0","0","1","602","17414009"
"17414","","603","0","","31","0","0","1","603","17414010"
"17414","","604","60","","31","30","1","1","604","17414011"
"17414","","613","0","","31","0","1","1","613","17414012"
"17414","","700","0","","31","0","0","1","700","17414013"
"17414","","701","0","","31","0","0","1","701","17414014"
"17414","","702","0","","31","0","0","1","702","17414015"
"17414","","800","0","","31","0","0","1","800","17414016"
"17414","","920","60","","31","30","1","1","920","17414017"
"17414","","1","","","93","","","","","17414018"
"17414","","111011","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_05","17414019"
"17414","","0.1","","","93","","","","","17414020"
"17414","","110911","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_01","17414021"
"17414","","0.3","","","93","","","","","17414022"
"17414","","110811","","","3","1","0.2","","wac_birthday_run_01","17414023"
"17414","","110811","3","","2","-70","","","0","17414024"
"17414","","2.5","","","93","","","","","17414025"
"17414","","602","","","32","","","","1","17414026"
"17414","","0.6","","","93","","","","","17414027"
"17414","","501","","","32","","","","1","17414028"
"17414","","600","","","32","","","","0","17414029"
"17414","","613","","","32","","","","0","17414030"
"17414","","604","","","32","","","","0","17414031"
"17414","","701","","","32","","","","1","17414032"
"17414","","920","0.01","","33","0","","","0","17414033"
"17414","","110811","wac_birthday_wish_01","0.2","3","0","0.2","1","wac_birthday_blowout_01","17414034"
"17414","","110811","0.01","","2","-330","","","-200","17414035"
"17414","","110911","","","3","1","0.2","","wac_birthday_idle_kyapi","17414036"
"17414","","110911","0.01","","2","-320","","","180","17414037"
"17414","","111011","","","3","1","0.2","","wac_birthday_idle_doya","17414038"
"17414","","111011","0.01","","2","-340","","","320","17414039"
"17414","","0","","","93","","","","","17414040"
"17414","","800","","","32","","","","1","17414041"
"17414","","0.7","","","93","","","","","17414042"
"17414","","702","","","32","","","","1","17414043"
"17414","","0.5","","","93","","","","","17414044"
"17414","","se_common","","","23","0","","","se_sys_login_birthday_blow_candle","17414045"
"17414","","701","","","32","","","","0","17414046"
"17414","","0.4","","","93","","","","","17414047"
"17414","","se_common","","","23","0","","","se_sys_login_birthday_cracker","17414048"
"17414","","700","","","32","","","","1","17414049"
"17414","","se_common","","","23","0","","","se_sys_login_birthday_calendar_applause","17414050"
"17414","","110911","wac_birthday_idle_kyapi","0.2","3","0","0.2","1","wac_birthday_clap","17414051"
"17414","","0.1","","","93","","","","","17414052"
"17414","","111011","wac_birthday_idle_doya","0.2","3","0","0.2","1","wac_birthday_clap","17414053"
"17414","","2","","","93","","","","","17414054"
"17414","","1","","","131","","","","","17414055"
"17414","","vo_wac_17414","0","","21","0","","","vo_wac_17414_000","17414056"
"17414","0.5","110811","1","0","11","10","0","1","嗚哇這什麼，我嚇到了。\n怎麼有普通巨大的\n生鮮食品被亂放在外面啊。這裡是\n城牆耶，是新型的生化武器嗎？","17414057"
"17414","","0","","","91","","","","","17414058"
"17414","","110811","","","3","1","0.2","","wac_birthday_idle_smile","17414059"
"17414","","110911","","","3","1","0.2","","wac_birthday_talk_sad","17414060"
"17414","","vo_wac_17414","0","","21","0","","","vo_wac_17414_001","17414061"
"17414","0.5","110911","1","0","11","10","0","1","這是在掩飾害羞、還是新型的裝傻搞笑\n琪愛兒是不清楚啦，但克蘿依學姊……\n這明顯就是生日蛋糕，\n這樣裝糊塗，也太勉強了吧？","17414062"
"17414","","0","","","91","","","","","17414063"
"17414","","110911","","","3","1","0.2","","wac_birthday_idle_sad","17414064"
"17414","","110811","","","3","1","0.2","","wac_birthday_chloe_talk_sad","17414065"
"17414","","vo_wac_17414","0","","21","0","","","vo_wac_17414_002","17414066"
"17414","0.5","110811","1","0","11","10","0","1","啊？好啊，妳既然要這樣講，\n那我也要說囉。\n妳們如果想給人驚喜，\n就不能做得再高明一點嗎？","17414067"
"17414","","0","","","91","","","","","17414068"
"17414","","110811","","","3","1","0.2","","wac_birthday_talk_smile","17414069"
"17414","","vo_wac_17414","0","","21","0","","","vo_wac_17414_003","17414070"
"17414","0.5","110811","1","0","11","10","0","1","優妮學姊一早就全身奶油，\n我當然會注意到啊，要開心很難耶，\n特別是在已經竊笑過後。\n不過是無所謂啦，謝謝妳們囉。","17414071"
"17414","","0","","","91","","","","","17414072"
"17414","","0","","","22","","","","","17414073"
"17614","","bgm_M321","","","25","","","","bgm_M321_2C","17614001"
"17614","wac_birthday_idle_normal","1","-1000","0","1","250","2","-70","104311","17614002"
"17614","wac_birthday_idle_wish","1","200","1","1","256","2","-270","101011","17614003"
"17614","wac_birthday_idle_smile","1","320","1","1","258","2","-310","101411","17614004"
"17614","wac_birthday_idle_kyapi","1","450","1","1","257","2","-290","101711","17614005"
"17614","","104311","","","13","","","","300","17614006"
"17614","","101011","","","13","","","","300","17614007"
"17614","","101411","","","13","","","","300","17614008"
"17614","","101711","","","13","","","","300","17614009"
"17614","","501","0","","31","0","0","1","501","17614010"
"17614","","600","0","","31","0","1","1","600","17614011"
"17614","","602","0","","31","0","0","1","602","17614012"
"17614","","603","0","","31","0","0","1","603","17614013"
"17614","","604","60","","31","30","1","1","604","17614014"
"17614","","613","0","","31","0","1","1","613","17614015"
"17614","","700","0","","31","0","0","1","700","17614016"
"17614","","701","0","","31","0","0","1","701","17614017"
"17614","","702","0","","31","0","0","1","702","17614018"
"17614","","800","0","","31","0","0","1","800","17614019"
"17614","","921","60","","31","30","1","1","921","17614020"
"17614","","1","","","93","","","","","17614021"
"17614","","101411","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_01","17614022"
"17614","","0.1","","","93","","","","","17614023"
"17614","","101011","wac_birthday_reaction_04","0.2","3","0","0.2","1","wac_birthday_reaction_03","17614024"
"17614","","101711","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_02","17614025"
"17614","","0.3","","","93","","","","","17614026"
"17614","","104311","","","3","1","0.2","","wac_birthday_makoto_run_01","17614027"
"17614","","104311","3","","2","-70","","","0","17614028"
"17614","","2.5","","","93","","","","","17614029"
"17614","","602","","","32","","","","1","17614030"
"17614","","0.6","","","93","","","","","17614031"
"17614","","501","","","32","","","","1","17614032"
"17614","","600","","","32","","","","0","17614033"
"17614","","613","","","32","","","","0","17614034"
"17614","","604","","","32","","","","0","17614035"
"17614","","701","","","32","","","","1","17614036"
"17614","","921","0.01","","33","0","","","0","17614037"
"17614","","104311","wac_birthday_makoto_wish_01","0.2","3","0","0.2","1","wac_birthday_makoto_blowout_02","17614038"
"17614","","104311","0.01","","2","-330","","","-200","17614039"
"17614","","101011","","","3","1","0.2","","wac_birthday_idle_wish","17614040"
"17614","","101011","0.01","","2","-320","","","180","17614041"
"17614","","101411","","","3","1","0.2","","wac_birthday_idle_smile","17614042"
"17614","","101411","0.01","","2","-360","","","290","17614043"
"17614","","101711","","","3","1","0.2","","wac_birthday_idle_kyapi","17614044"
"17614","","101711","0.01","","2","-340","","","420","17614045"
"17614","","0","","","93","","","","","17614046"
"17614","","800","","","32","","","","1","17614047"
"17614","","0.7","","","93","","","","","17614048"
"17614","","702","","","32","","","","1","17614049"
"17614","","0.5","","","93","","","","","17614050"
"17614","","se_common","","","23","0","","","se_sys_login_birthday_blow_candle","17614051"
"17614","","701","","","32","","","","0","17614052"
"17614","","0.4","","","93","","","","","17614053"
"17614","","se_common","","","23","0","","","se_sys_login_birthday_cracker","17614054"
"17614","","700","","","32","","","","1","17614055"
"17614","","se_common","","","23","0","","","se_sys_login_birthday_calendar_applause","17614056"
"17614","","101011","wac_birthday_idle_wish","0.2","3","0","0.2","1","wac_birthday_clap_to_wish","17614057"
"17614","","0.1","","","93","","","","","17614058"
"17614","","101411","wac_birthday_idle_smile","0.2","3","0","0.2","1","wac_birthday_clap","17614059"
"17614","","0.1","","","93","","","","","17614060"
"17614","","101711","wac_birthday_idle_kyapi","0.2","3","0","0.2","1","wac_birthday_clap","17614061"
"17614","","2","","","93","","","","","17614062"
"17614","","1","","","131","","","","","17614063"
"17614","","vo_wac_17614","0","","21","0","","","vo_wac_17614_000","17614064"
"17614","0.5","104311","1","0","11","10","0","1","這什麼啊？蛋糕嗎？\n是有人忘記在這的……？不可能吧。\n為什麼會有這種東西啊？","17614065"
"17614","","0","","","91","","","","","17614066"
"17614","","104311","","","3","1","0.2","","wac_birthday_idle_normal","17614067"
"17614","","101011","","","3","1","0.2","","wac_birthday_talk_wish","17614068"
"17614","","vo_wac_17614","0","","21","0","","","vo_wac_17614_001","17614069"
"17614","0.5","101011","1","0","11","10","0","1","還問為什麼，今天不是\n真琴妳的生日嗎～？\n這是咱們和王子先生\n一起準備的蛋糕哦～♪","17614070"
"17614","","0","","","91","","","","","17614071"
"17614","","101011","","","3","1","0.2","","wac_birthday_idle_wish","17614072"
"17614","","101411","","","3","1","0.2","","wac_birthday_talk_smile","17614073"
"17614","","vo_wac_17614","0","","21","0","","","vo_wac_17614_002","17614074"
"17614","0.5","101411","1","0","11","10","0","1","妳是公會中對工作最有熱誠的，\n這也是對妳的犒勞喔。\n再說一次，生日快樂♪","17614075"
"17614","","0","","","91","","","","","17614076"
"17614","","101411","","","3","1","0.2","","wac_birthday_idle_smile","17614077"
"17614","","101711","","","3","1","0.2","","wac_birthday_talk_smile","17614078"
"17614","","vo_wac_17614","0","","21","0","","","vo_wac_17614_003","17614079"
"17614","0.5","101711","1","0","11","10","0","1","一直以來真的辛苦妳了～♪\n妳就多吃點美味的蛋糕，\n今後也連我們的份\n一起努力工作吧～？","17614080"
"17614","","0","","","91","","","","","17614081"
"17614","","101711","","","3","1","0.2","","wac_birthday_idle_smile","17614082"
"17614","","104311","","","3","1","0.2","","wac_birthday_makoto_talk_smile","17614083"
"17614","","vo_wac_17614","0","","21","0","","","vo_wac_17614_004","17614084"
"17614","0.5","104311","1","0","11","10","0","1","真令人開心耶，謝囉！\n……呃，等一下，\n公會的工作，大家不一起\n努力我會很困擾耶！？　","17614085"
"17614","","0","","","91","","","","","17614086"
"17614","","104311","","","3","1","0.2","","wac_birthday_talk_doya","17614087"
"17614","","vo_wac_17614","0","","21","0","","","vo_wac_17614_005","17614088"
"17614","0.5","104311","1","0","11","10","0","1","嗯，不過，今天就看在蛋糕的份上\n饒了妳們吧。\n也謝謝你特地來幫忙。\n今後也一起努力吧♪","17614089"
"17614","","0","","","91","","","","","17614090"
"17614","","0","","","22","","","","","17614091"
"17714","","bgm_M321","","","25","","","","bgm_M321_2C","17714001"
"17714","wac_birthday_idle_normal","1","-1000","0","1","250","2","-70","100411","17714002"
"17714","wac_birthday_idle_doya","1","230","1","1","256","2","-270","103611","17714003"
"17714","wac_birthday_idle_smile","1","410","1","1","257","2","-310","102011","17714004"
"17714","","100411","","","13","","","","300","17714005"
"17714","","103611","","","13","","","","300","17714006"
"17714","","501","0","","31","0","0","1","501","17714007"
"17714","","600","0","","31","0","1","1","600","17714008"
"17714","","602","0","","31","0","0","1","602","17714009"
"17714","","603","0","","31","0","0","1","603","17714010"
"17714","","604","60","","31","30","1","1","604","17714011"
"17714","","613","0","","31","0","1","1","613","17714012"
"17714","","700","0","","31","0","0","1","700","17714013"
"17714","","701","0","","31","0","0","1","701","17714014"
"17714","","702","0","","31","0","0","1","702","17714015"
"17714","","800","0","","31","0","0","1","800","17714016"
"17714","","922","60","","31","30","1","1","922","17714017"
"17714","","1","","","93","","","","","17714018"
"17714","","102011","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_01","17714019"
"17714","","0.1","","","93","","","","","17714020"
"17714","","103611","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_01","17714021"
"17714","","0.3","","","93","","","","","17714022"
"17714","","100411","","","3","1","0.2","","wac_birthday_run_01","17714023"
"17714","","100411","3","","2","-70","","","0","17714024"
"17714","","2.5","","","93","","","","","17714025"
"17714","","602","","","32","","","","1","17714026"
"17714","","0.6","","","93","","","","","17714027"
"17714","","501","","","32","","","","1","17714028"
"17714","","600","","","32","","","","0","17714029"
"17714","","613","","","32","","","","0","17714030"
"17714","","604","","","32","","","","0","17714031"
"17714","","701","","","32","","","","1","17714032"
"17714","","922","0.01","","33","0","","","0","17714033"
"17714","","100411","wac_birthday_wish_02","0.2","3","0","0.2","1","wac_birthday_blowout_01","17714034"
"17714","","100411","0.01","","2","-330","","","-200","17714035"
"17714","","103611","","","3","1","0.2","","wac_birthday_idle_doya","17714036"
"17714","","103611","0.01","","2","-320","","","180","17714037"
"17714","","102011","","","3","1","0.2","","wac_birthday_idle_smile","17714038"
"17714","","102011","0.01","","2","-340","","","320","17714039"
"17714","","0","","","93","","","","","17714040"
"17714","","800","","","32","","","","1","17714041"
"17714","","0.7","","","93","","","","","17714042"
"17714","","702","","","32","","","","1","17714043"
"17714","","0.5","","","93","","","","","17714044"
"17714","","se_common","","","23","0","","","se_sys_login_birthday_blow_candle","17714045"
"17714","","701","","","32","","","","0","17714046"
"17714","","0.4","","","93","","","","","17714047"
"17714","","se_common","","","23","0","","","se_sys_login_birthday_cracker","17714048"
"17714","","700","","","32","","","","1","17714049"
"17714","","se_common","","","23","0","","","se_sys_login_birthday_calendar_applause","17714050"
"17714","","103611","wac_birthday_idle_doya","0.2","3","0","0.2","1","wac_birthday_clap","17714051"
"17714","","0.1","","","93","","","","","17714052"
"17714","","102011","wac_birthday_idle_smile","0.2","3","0","0.2","1","wac_birthday_clap","17714053"
"17714","","2","","","93","","","","","17714054"
"17714","","1","","","131","","","","","17714055"
"17714","","vo_wac_17714","0","","21","0","","","vo_wac_17714_000","17714056"
"17714","0.5","100411","1","0","11","10","0","1","咦，這個蛋糕是……？\n該不會是要\n為禊慶生！？","17714057"
"17714","","0","","","91","","","","","17714058"
"17714","","100411","","","3","1","0.2","","wac_birthday_idle_smile","17714059"
"17714","","103611","","","3","1","0.2","","wac_birthday_kyoka_talk_wish","17714060"
"17714","","vo_wac_17714","0","","21","0","","","vo_wac_17714_001","17714061"
"17714","0.5","103611","1","0","11","10","0","1","沒錯。\n生日快樂，禊♪\n這是我和美美兩人親手做的！\n妳要多吃一點喔！","17714062"
"17714","","0","","","91","","","","","17714063"
"17714","","103611","","","3","1","0.2","","wac_birthday_idle_wish","17714064"
"17714","","100411","","","3","1","0.2","","wac_birthday_talk_normal","17714065"
"17714","","vo_wac_17714","0","","21","0","","","vo_wac_17714_002","17714066"
"17714","0.5","100411","1","0","11","10","0","1","太棒了──謝謝！\n話說回來，這蛋糕還真大耶～\n搬運很辛苦吧？","17714067"
"17714","","0","","","91","","","","","17714068"
"17714","","100411","","","3","1","0.2","","wac_birthday_idle_normal","17714069"
"17714","","102011","","","3","1","0.2","","wac_birthday_talk_smile","17714070"
"17714","","vo_wac_17714","0","","21","0","","","vo_wac_17714_003","17714071"
"17714","0.5","102011","1","0","11","10","0","1","其實美美我們自己搬不動。\n哥哥也幫了我們一把喔～♪","17714072"
"17714","","0","","","91","","","","","17714073"
"17714","","102011","","","3","1","0.2","","wac_birthday_idle_smile","17714074"
"17714","","100411","","","3","1","0.2","","wac_birthday_talk_kyapi","17714075"
"17714","","vo_wac_17714","0","","21","0","","","vo_wac_17714_004","17714076"
"17714","0.5","100411","1","0","11","10","0","1","這樣啊～欸嘿嘿～♪\n哥哥，謝謝你一直以來的照顧！\n下次想到新的惡作劇時，\n禊會第一個告訴你的！","17714077"
"17714","","0","","","91","","","","","17714078"
"17714","","0","","","22","","","","","17714079"
"17814","","bgm_M321","","","25","","","","bgm_M321_2C","17814001"
"17814","wac_birthday_idle_normal","1","-1000","0","1","250","2","-70","103711","17814002"
"17814","wac_birthday_idle_doya","1","200","1","1","256","2","-270","104711","17814003"
"17814","wac_birthday_idle_smile","1","320","1","1","258","2","-310","100511","17814004"
"17814","wac_birthday_idle_normal","1","450","1","1","257","2","-290","107111","17814005"
"17814","","103711","","","13","","","","300","17814006"
"17814","","104711","","","13","","","","300","17814007"
"17814","","100511","","","13","","","","300","17814008"
"17814","","107111","","","13","","","","300","17814009"
"17814","","501","0","","31","0","0","1","501","17814010"
"17814","","600","0","","31","0","1","1","600","17814011"
"17814","","602","0","","31","0","0","1","602","17814012"
"17814","","603","0","","31","0","0","1","603","17814013"
"17814","","604","60","","31","30","1","1","604","17814014"
"17814","","613","0","","31","0","1","1","613","17814015"
"17814","","700","0","","31","0","0","1","700","17814016"
"17814","","701","0","","31","0","0","1","701","17814017"
"17814","","702","0","","31","0","0","1","702","17814018"
"17814","","800","0","","31","0","0","1","800","17814019"
"17814","","923","60","","31","30","1","1","923","17814020"
"17814","","1","","","93","","","","","17814021"
"17814","","100511","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_02","17814022"
"17814","","0.1","","","93","","","","","17814023"
"17814","","104711","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_05","17814024"
"17814","","107111","wac_birthday_reaction_04","0.2","3","0","0.2","1","wac_birthday_reaction_01","17814025"
"17814","","0.3","","","93","","","","","17814026"
"17814","","103711","","","3","1","0.2","","wac_birthday_run_01","17814027"
"17814","","103711","3","","2","-70","","","0","17814028"
"17814","","2.5","","","93","","","","","17814029"
"17814","","602","","","32","","","","1","17814030"
"17814","","0.6","","","93","","","","","17814031"
"17814","","501","","","32","","","","1","17814032"
"17814","","600","","","32","","","","0","17814033"
"17814","","613","","","32","","","","0","17814034"
"17814","","604","","","32","","","","0","17814035"
"17814","","701","","","32","","","","1","17814036"
"17814","","923","0.01","","33","0","","","0","17814037"
"17814","","103711","wac_birthday_wish_01","0.2","3","0","0.2","1","wac_birthday_blowout_01","17814038"
"17814","","103711","0.01","","2","-330","","","-200","17814039"
"17814","","104711","","","3","1","0.2","","wac_birthday_idle_doya","17814040"
"17814","","104711","0.01","","2","-320","","","180","17814041"
"17814","","100511","","","3","1","0.2","","wac_birthday_idle_smile","17814042"
"17814","","100511","0.01","","2","-360","","","300","17814043"
"17814","","107111","","","3","1","0.2","","wac_birthday_idle_normal","17814044"
"17814","","107111","0.01","","2","-340","","","430","17814045"
"17814","","0","","","93","","","","","17814046"
"17814","","800","","","32","","","","1","17814047"
"17814","","0.7","","","93","","","","","17814048"
"17814","","702","","","32","","","","1","17814049"
"17814","","0.5","","","93","","","","","17814050"
"17814","","se_common","","","23","0","","","se_sys_login_birthday_blow_candle","17814051"
"17814","","701","","","32","","","","0","17814052"
"17814","","0.4","","","93","","","","","17814053"
"17814","","se_common","","","23","0","","","se_sys_login_birthday_cracker","17814054"
"17814","","700","","","32","","","","1","17814055"
"17814","","se_common","","","23","0","","","se_sys_login_birthday_calendar_applause","17814056"
"17814","","104711","wac_birthday_idle_doya","0.2","3","0","0.2","1","wac_birthday_clap","17814057"
"17814","","0.1","","","93","","","","","17814058"
"17814","","100511","wac_birthday_idle_smile","0.2","3","0","0.2","1","wac_birthday_clap","17814059"
"17814","","0.1","","","93","","","","","17814060"
"17814","","107111","wac_birthday_idle_normal","0.2","3","0","0.2","1","wac_birthday_clap","17814061"
"17814","","2","","","93","","","","","17814062"
"17814","","1","","","131","","","","","17814063"
"17814","","vo_wac_17814","0","","21","0","","","vo_wac_17814_000","17814064"
"17814","0.5","103711","1","0","11","10","0","1","那個，我確認一下。\n這是、這應該是\n我的生日蛋糕\n對嗎？","17814065"
"17814","","0","","","91","","","","","17814066"
"17814","","103711","","","3","1","0.2","","wac_birthday_idle_smile","17814067"
"17814","","104711","","","3","1","0.2","","wac_birthday_talk_normal","17814068"
"17814","","vo_wac_17814","0","","21","0","","","vo_wac_17814_001","17814069"
"17814","0.5","104711","1","0","11","10","0","1","嗯，沒錯。\n這是【王宮騎士團】\n與少年一起送給小智的禮物，\n慶祝妳又長了一歲。","17814070"
"17814","","0","","","91","","","","","17814071"
"17814","","104711","","","3","1","0.2","","wac_birthday_idle_normal","17814072"
"17814","","100511","","","3","1","0.2","","wac_birthday_talk_smile","17814073"
"17814","","vo_wac_17814","0","","21","0","","","vo_wac_17814_002","17814074"
"17814","0.5","100511","1","0","11","10","0","1","生日快樂！\n唉呀～我也好想快點過生日，\n成為像純和小智姐\n那樣的大人喔！","17814075"
"17814","","0","","","91","","","","","17814076"
"17814","","100511","","","3","1","0.2","","wac_birthday_idle_smile","17814077"
"17814","","103711","","","3","1","0.2","","wac_birthday_talk_smile","17814078"
"17814","","vo_wac_17814","0","","21","0","","","vo_wac_17814_003","17814079"
