631e35e269649bd5a9b1d221c35ca4d9b4c94035f89e78a8bf0dd8587f1eaa6c,9fb283816b3a77311198ea734bd6e1a77d30bb19cf4fceee5c0488237e1d097a,8e59e72612fb0703e8cd664f7e317d1dc84786e3892a5d148dabb76292504c22,bbf2c1c04f38f54cff6d5b152b2b100475cbf2c049f69e7c30d0e5ecf8279f19,d126b850cd0e242c3cfd68114a0e9a0bd024da12aaf682d84593b1aa7c12ca88,21e38a7950a8a1eae72b02e868636058f50fff00f2711c15bd0b764d711deeaa,76335a37c9a36a9d2a81708fca26ce59974787a534f88cf240683da41d1fa9a0,8db21eb9e013fe4cd95a4422b30fdb8799551e5ff74e84bfb4b373ed0362f1db,041133faf84d49f184c72d3036355c5ce4650055b4d26be5565c516866a5daca,2e45eeaa604fa6c22e0aa1521034b708e560a7a296bbb7a0c580db65ef40ee4d,cbd0b8d31d02826c20782791dfae45835fe9b917a769ef5b7dfa5ff6fec45fcf,e2668de34219bc2d6bc66c9545dc81c3571e42d345715662378ac2c834a6f9ac,a5926108cac622c192d7eab11a6f1aacdb59b79daf23cfb55d9ea11b7eef3eea,d3e050bc4ba3df51719981136055d38897926c7be53306c35b795fc172f9d6c7,61ac974e5d3fbff313e87e4ffa1b6a1a3ec4996b6e0452e1716301e4dade1174,717228cb95506f8aa007d78cd8bf6473778835d752c69072a0727430484fee8e,cec04e38cfa78e2ce71c30957e8011a04b3ec448323b5b851de17d65c6e9ce53,df5bfa44e900023c7ecf5190ae2eb69e19b6e9a56f6cf9c0bdacefe2d09a6ec2,2d80980fec5779acea68bc29dcab45bbc96a40cb66fded8a3824e7f31da7a250,5d504b3e9baf5f0be38f30fa26d495b1cbb0b5505274658b35df5551adc9e8d7,ad01f6e6d52d7b3f916b594d3d99a548f029d2ea51d84a650be26b1dc3091df0,ca633b05efe3d30d6e6340ac68451e15ce7921d27465127c32d23af38229b6f0,048161c357142a1c4ccb84d1bba3135670d9548115bc854d3bd0b45c581d6149,10c331fad66001e90a18252172b9160428ab9cea38c970679321c58c4bc0958a,db9fab1f14d2920b3ddf882569f444dd4042860bea3a9ed2eac93277040baca0,5571411acdd4207df312b4444e2d4289e2f6ba8b4bb980dac16831e6cd4ad0a5,418d9b528441dd710af4021a28d6e36c7fb97bf35792cb360f060e966a204a74,4db4af6e1f4f5720a1db24cc9d16f033fe2cfcc84046191f66a9afa2fbef43f8,2777c6b2a39eea27fd5c3eca5f378e2b8d5484e5098fde98f35424917bd5053d,133829278a73788921449df70f25984e61544291241f0b2165540e84d4e78e9a,2ce5cc346ff9aa6e01bb10d6b0b09dd8388cafb09e813b978e12a4fdfb312e47,f758d3facceb605c816030be64b18ca562aae5fdeb0b3f0242dc66d443802354,ab680a85d4889db85e73f07245d81c7f87d093a032544b91e2b9914288a42e1e,6b4a740ce4356fe783b3b1a8d737fb2c14e4180e49eb3a96e847675551083d41,2735b9a613f81a1376ff0296d782ba2a1fdf57c9e49e7aee07ad62397d82b1ac,5d32a44720f4b7dc0f56f75dc9c729b0afc323a97808946ecdf9adc82b6b3efa,22f2515707fb7aa9ab36a858701b55ff4b4b9536d96d4362a9a16d7d9e9237a3,829100072d0295a8164c43abbcaef3f31a09be4053d19878c8a0940eaf3fe271,a38b2380086aa833ac972779fa4be41a60e8cb7fd8c37891576107fae574dd4f,46ee90fa070c22ae6e2d6d5f80f46c557e48af3b7f7431d61f4a6de7f499eb00
"1115","0","0","10","46","46","46","30","0","46","1","0","46","46","43","10","0","46","12851","57","46","46","1","46","0","620080046","0","46","46","200800","46","1","46","0","0","46","46","200000006","0","46"
"1138","0","0","10","47","47","47","30","0","47","1","0","47","47","52","10","0","47","15043","62","47","47","1","47","0","620080047","0","47","47","200800","47","1","47","0","0","47","47","200000006","0","47"
"1362","0","0","10","48","48","48","30","0","48","1","0","48","48","61","10","0","48","17235","67","48","48","1","48","0","620080048","0","48","48","200800","48","1","48","0","0","48","48","200000006","0","48"
"1372","0","0","10","49","49","49","30","0","49","1","0","49","49","61","10","0","49","17435","67","49","49","1","49","0","620080049","0","49","49","200800","49","1","49","0","0","49","49","200000006","0","49"
"1438","0","0","10","50","50","50","30","0","50","1","0","50","50","64","10","0","50","17828","71","50","50","1","50","0","620080050","0","50","50","200800","50","1","50","0","0","50","50","200000006","0","50"
"1505","0","0","10","51","51","51","30","0","51","1","0","51","51","67","10","0","51","18221","75","51","51","1","51","0","620080051","0","51","51","200800","51","1","51","0","0","51","51","200000006","0","51"
"1572","0","0","10","52","52","52","30","0","52","1","0","52","52","70","10","0","52","18614","79","52","52","1","52","0","620080052","0","52","52","200800","52","1","52","0","0","52","52","200000006","0","52"
"1639","0","0","10","53","53","53","30","0","53","1","0","53","53","72","10","0","53","19007","83","53","53","1","53","0","620080053","0","53","53","200800","53","1","53","0","0","53","53","200000006","0","53"
"1705","0","0","10","54","54","54","30","0","54","1","0","54","54","75","10","0","54","19401","88","54","54","1","54","0","620080054","0","54","54","200800","54","1","54","0","0","54","54","200000006","0","54"
"1772","0","0","10","55","55","55","30","0","55","1","0","55","55","78","10","0","55","19794","92","55","55","1","55","0","620080055","0","55","55","200800","55","1","55","0","0","55","55","200000006","0","55"
"1838","0","0","10","56","56","56","30","0","56","1","0","56","56","81","10","0","56","20187","96","56","56","1","56","0","620080056","0","56","56","200800","56","1","56","0","0","56","56","200000006","0","56"
"1905","0","0","10","57","57","57","30","0","57","1","0","57","57","84","10","0","57","20580","100","57","57","1","57","0","620080057","0","57","57","200800","57","1","57","0","0","57","57","200000006","0","57"
"1971","0","0","10","58","58","58","30","0","58","1","0","58","58","87","10","0","58","20973","104","58","58","1","58","0","620080058","0","58","58","200800","58","1","58","0","0","58","58","200000006","0","58"
"2062","0","0","10","59","59","59","30","0","59","1","0","59","59","91","10","0","59","22714","108","59","59","1","59","0","620080059","0","59","59","200800","59","1","59","0","0","59","59","200000006","0","59"
"2153","0","0","10","60","60","60","30","0","60","1","0","60","60","95","10","0","60","24455","113","60","60","1","60","0","620080060","0","60","60","200800","60","1","60","0","0","60","60","200000006","0","60"
"2243","0","0","10","61","61","61","30","0","61","1","0","61","61","100","10","0","61","26196","117","61","61","1","61","0","620080061","0","61","61","200800","61","1","61","0","0","61","61","200000006","0","61"
"2343","0","0","10","62","62","62","30","0","62","1","0","62","62","100","10","0","62","26837","117","62","62","1","62","0","620080062","0","62","62","200800","62","1","62","0","0","62","62","200000006","0","62"
"2443","0","0","10","63","63","63","30","0","63","1","0","63","63","101","10","0","63","27477","117","63","63","1","63","0","620080063","0","63","63","200800","63","1","63","0","0","63","63","200000006","0","63"
"2542","0","0","10","64","64","64","30","0","64","1","0","64","64","101","10","0","64","28118","117","64","64","1","64","0","620080064","0","64","64","200800","64","1","64","0","0","64","64","200000006","0","64"
"2642","0","0","10","65","65","65","30","0","65","1","0","65","65","102","10","0","65","28759","118","65","65","1","65","0","620080065","0","65","65","200800","65","1","65","0","0","65","65","200000006","0","65"
"2742","0","0","10","66","66","66","30","0","66","1","0","66","66","102","10","0","66","29399","118","66","66","1","66","0","620080066","0","66","66","200800","66","1","66","0","0","66","66","200000006","0","66"
"2842","0","0","10","67","67","67","30","0","67","1","0","67","67","103","10","0","67","30040","118","67","67","1","67","0","620080067","0","67","67","200800","67","1","67","0","0","67","67","200000006","0","67"
"2941","0","0","10","68","68","68","30","0","68","1","0","68","68","103","10","0","68","30681","118","68","68","1","68","0","620080068","0","68","68","200800","68","1","68","0","0","68","68","200000006","0","68"
"3041","0","0","10","69","69","69","30","0","69","1","0","69","69","103","10","0","69","31321","118","69","69","1","69","0","620080069","0","69","69","200800","69","1","69","0","0","69","69","200000006","0","69"
"3141","0","0","10","70","70","70","30","0","70","1","0","70","70","104","10","0","70","31962","118","70","70","1","70","0","620080070","0","70","70","200800","70","1","70","0","0","70","70","200000006","0","70"
"3241","0","0","10","71","71","71","30","0","71","1","0","71","71","104","10","0","71","32603","118","71","71","1","71","0","620080071","0","71","71","200800","71","1","71","0","0","71","71","200000006","0","71"
"62","0","0","10","1","1","1","30","0","1","1","0","1","1","5","10","0","1","789","8","1","1","1","1","0","620080101","0","1","1","200801","1","1","1","0","0","1","1","200000006","0","1"
"73","0","0","10","2","2","2","30","0","2","1","0","2","2","5","10","0","2","811","19","2","2","1","2","0","620080102","0","2","2","200801","2","1","2","0","0","2","2","200000006","0","2"
"83","0","0","10","3","3","3","30","0","3","1","0","3","3","7","10","0","3","833","10","3","3","1","3","0","620080103","0","3","3","200801","3","1","3","0","0","3","3","200000006","0","3"
"83","0","0","10","4","4","4","30","0","4","1","0","4","4","7","10","0","4","833","10","4","4","1","4","0","620080104","0","4","4","200801","4","1","4","0","0","4","4","200000006","0","4"
"91","0","0","10","5","5","5","30","0","5","1","0","5","5","7","10","0","5","837","10","5","5","1","5","0","620080105","0","5","5","200801","5","1","5","0","0","5","5","200000006","0","5"
"125","0","0","10","6","6","6","30","0","6","1","0","6","6","10","10","0","6","881","15","6","6","1","6","0","620080106","0","6","6","200801","6","1","6","0","0","6","6","200000006","0","6"
"143","0","0","10","7","7","7","30","0","7","1","0","7","7","11","10","0","7","991","17","7","7","1","7","0","620080107","0","7","7","200801","7","1","7","0","0","7","7","200000006","0","7"
"160","0","0","10","8","8","8","30","0","8","1","0","8","8","13","10","0","8","1102","18","8","8","1","8","0","620080108","0","8","8","200801","8","1","8","0","0","8","8","200000006","0","8"
"177","0","0","10","9","9","9","30","0","9","1","0","9","9","14","10","0","9","1212","19","9","9","1","9","0","620080109","0","9","9","200801","9","1","9","0","0","9","9","200000006","0","9"
"195","0","0","10","10","10","10","30","0","10","1","0","10","10","15","10","0","10","1323","21","10","10","1","10","0","620080110","0","10","10","200801","10","1","10","0","0","10","10","200000006","0","10"
"213","0","0","10","11","11","11","30","0","11","1","0","11","11","16","10","0","11","1434","23","11","11","1","11","0","620080111","0","11","11","200801","11","1","11","0","0","11","11","200000006","0","11"
"231","0","0","10","12","12","12","30","0","12","1","0","12","12","17","10","0","12","1545","25","12","12","1","12","0","620080112","0","12","12","200801","12","1","12","0","0","12","12","200000006","0","12"
"247","0","0","10","13","13","13","30","0","13","1","0","13","13","19","10","0","13","1656","25","13","13","1","13","0","620080113","0","13","13","200801","13","1","13","0","0","13","13","200000006","0","13"
"265","0","0","10","14","14","14","30","0","14","1","0","14","14","19","10","0","14","1766","28","14","14","1","14","0","620080114","0","14","14","200801","14","1","14","0","0","14","14","200000006","0","14"
"283","0","0","10","15","15","15","30","0","15","1","0","15","15","20","10","0","15","1876","29","15","15","1","15","0","620080115","0","15","15","200801","15","1","15","0","0","15","15","200000006","0","15"
"318","0","0","10","16","16","16","30","0","16","1","0","16","16","20","10","0","16","2041","30","16","16","1","16","0","620080116","0","16","16","200801","16","1","16","0","0","16","16","200000006","0","16"
"353","0","0","10","17","17","17","30","0","17","1","0","17","17","20","10","0","17","2205","31","17","17","1","17","0","620080117","0","17","17","200801","17","1","17","0","0","17","17","200000006","0","17"
"426","0","0","10","18","18","18","30","0","18","1","0","18","18","22","10","0","18","3110","31","18","18","1","18","0","620080118","0","18","18","200801","18","1","18","0","0","18","18","200000006","0","18"
"459","0","0","10","19","19","19","30","0","19","1","0","19","19","22","10","0","19","3556","31","19","19","1","19","0","620080119","0","19","19","200801","19","1","19","0","0","19","19","200000006","0","19"
"483","0","0","10","20","20","20","30","0","20","1","0","20","20","22","10","0","20","3750","33","20","20","1","20","0","620080120","0","20","20","200801","20","1","20","0","0","20","20","200000006","0","20"
"535","0","0","10","21","21","21","30","0","21","1","0","21","21","26","10","0","21","4280","38","21","21","1","21","0","620080121","0","21","21","200801","21","1","21","0","0","21","21","200000006","0","21"
"584","0","0","10","22","22","22","30","0","22","1","0","22","22","28","10","0","22","4809","41","22","22","1","22","0","620080122","0","22","22","200801","22","1","22","0","0","22","22","200000006","0","22"
"635","0","0","10","23","23","23","30","0","23","1","0","23","23","31","10","0","23","5339","44","23","23","1","23","0","620080123","0","23","23","200801","23","1","23","0","0","23","23","200000006","0","23"
"685","0","0","10","24","24","24","30","0","24","1","0","24","24","34","10","0","24","5869","48","24","24","1","24","0","620080124","0","24","24","200801","24","1","24","0","0","24","24","200000006","0","24"
"692","0","0","10","25","25","25","30","0","25","1","0","25","25","35","10","0","25","6481","49","25","25","1","25","0","620080125","0","25","25","200801","25","1","25","0","0","25","25","200000006","0","25"
"698","0","0","10","26","26","26","30","0","26","1","0","26","26","36","10","0","26","7093","50","26","26","1","26","0","620080126","0","26","26","200801","26","1","26","0","0","26","26","200000006","0","26"
"751","0","0","10","27","27","27","30","0","27","1","0","27","27","36","10","0","27","7705","51","27","27","1","27","0","620080127","0","27","27","200801","27","1","27","0","0","27","27","200000006","0","27"
"803","0","0","10","28","28","28","30","0","28","1","0","28","28","36","10","0","28","8317","51","28","28","1","28","0","620080128","0","28","28","200801","28","1","28","0","0","28","28","200000006","0","28"
"856","0","0","10","29","29","29","30","0","29","1","0","29","29","37","10","0","29","8929","52","29","29","1","29","0","620080129","0","29","29","200801","29","1","29","0","0","29","29","200000006","0","29"
"908","0","0","10","30","30","30","30","0","30","1","0","30","30","37","10","0","30","9541","53","30","30","1","30","0","620080130","0","30","30","200801","30","1","30","0","0","30","30","200000006","0","30"
"960","0","0","10","31","31","31","30","0","31","1","0","31","31","38","10","0","31","10153","53","31","31","1","31","0","620080131","0","31","31","200801","31","1","31","0","0","31","31","200000006","0","31"
"1013","0","0","10","32","32","32","30","0","32","1","0","32","32","38","10","0","32","10765","54","32","32","1","32","0","620080132","0","32","32","200801","32","1","32","0","0","32","32","200000006","0","32"
"1064","0","0","10","33","33","33","30","0","33","1","0","33","33","38","10","0","33","11378","54","33","33","1","33","0","620080133","0","33","33","200801","33","1","33","0","0","33","33","200000006","0","33"
"1118","0","0","10","34","34","34","30","0","34","1","0","34","34","39","10","0","34","11989","55","34","34","1","34","0","620080134","0","34","34","200801","34","1","34","0","0","34","34","200000006","0","34"
"1170","0","0","10","35","35","35","30","0","35","1","0","35","35","39","10","0","35","12601","56","35","35","1","35","0","620080135","0","35","35","200801","35","1","35","0","0","35","35","200000006","0","35"
"1223","0","0","10","36","36","36","30","0","36","1","0","36","36","39","10","0","36","13213","56","36","36","1","36","0","620080136","0","36","36","200801","36","1","36","0","0","36","36","200000006","0","36"
"1339","0","0","10","37","37","37","30","0","37","1","0","37","37","46","10","0","37","13597","65","37","37","1","37","0","620080137","0","37","37","200801","37","1","37","0","0","37","37","200000006","0","37"
"1458","0","0","10","38","38","38","30","0","38","1","0","38","38","53","10","0","38","13979","73","38","38","1","38","0","620080138","0","38","38","200801","38","1","38","0","0","38","38","200000006","0","38"
"1576","0","0","10","39","39","39","30","0","39","1","0","39","39","60","10","0","39","14362","81","39","39","1","39","0","620080139","0","39","39","200801","39","1","39","0","0","39","39","200000006","0","39"
"1847","0","0","10","40","40","40","30","0","40","1","0","40","40","61","10","0","40","17844","82","40","40","1","40","0","620080140","0","40","40","200801","40","1","40","0","0","40","40","200000006","0","40"
"2118","0","0","10","41","41","41","30","0","41","1","0","41","41","61","10","0","41","21325","83","41","41","1","41","0","620080141","0","41","41","200801","41","1","41","0","0","41","41","200000006","0","41"
"2042","0","0","10","42","42","42","30","0","42","1","0","42","42","61","10","0","42","21826","85","42","42","1","42","0","620080142","0","42","42","200801","42","1","42","0","0","42","42","200000006","0","42"
"2069","0","0","10","43","43","43","30","0","43","1","0","43","43","63","10","0","43","23039","88","43","43","1","43","0","620080143","0","43","43","200801","43","1","43","0","0","43","43","200000006","0","43"
"2097","0","0","10","44","44","44","30","0","44","1","0","44","44","65","10","0","44","24252","90","44","44","1","44","0","620080144","0","44","44","200801","44","1","44","0","0","44","44","200000006","0","44"
"2124","0","0","10","45","45","45","30","0","45","1","0","45","45","65","10","0","45","24346","90","45","45","1","45","0","620080145","0","45","45","200801","45","1","45","0","0","45","45","200000006","0","45"
"2171","0","0","10","46","46","46","30","0","46","1","0","46","46","73","10","0","46","26140","97","46","46","1","46","0","620080146","0","46","46","200801","46","1","46","0","0","46","46","200000006","0","46"
"2215","0","0","10","47","47","47","30","0","47","1","0","47","47","89","10","0","47","30599","105","47","47","1","47","0","620080147","0","47","47","200801","47","1","47","0","0","47","47","200000006","0","47"
"2652","0","0","10","48","48","48","30","0","48","1","0","48","48","104","10","0","48","35057","114","48","48","1","48","0","620080148","0","48","48","200801","48","1","48","0","0","48","48","200000006","0","48"
"2671","0","0","10","49","49","49","30","0","49","1","0","49","49","104","10","0","49","35464","114","49","49","1","49","0","620080149","0","49","49","200801","49","1","49","0","0","49","49","200000006","0","49"
"2800","0","0","10","50","50","50","30","0","50","1","0","50","50","109","10","0","50","36264","121","50","50","1","50","0","620080150","0","50","50","200801","50","1","50","0","0","50","50","200000006","0","50"
"2930","0","0","10","51","51","51","30","0","51","1","0","51","51","114","10","0","51","37063","128","51","51","1","51","0","620080151","0","51","51","200801","51","1","51","0","0","51","51","200000006","0","51"
"3061","0","0","10","52","52","52","30","0","52","1","0","52","52","119","10","0","52","37863","135","52","52","1","52","0","620080152","0","52","52","200801","52","1","52","0","0","52","52","200000006","0","52"
"3191","0","0","10","53","53","53","30","0","53","1","0","53","53","123","10","0","53","38662","142","53","53","1","53","0","620080153","0","53","53","200801","53","1","53","0","0","53","53","200000006","0","53"
"3320","0","0","10","54","54","54","30","0","54","1","0","54","54","128","10","0","54","39462","149","54","54","1","54","0","620080154","0","54","54","200801","54","1","54","0","0","54","54","200000006","0","54"
"3449","0","0","10","55","55","55","30","0","55","1","0","55","55","133","10","0","55","40262","156","55","55","1","55","0","620080155","0","55","55","200801","55","1","55","0","0","55","55","200000006","0","55"
"3579","0","0","10","56","56","56","30","0","56","1","0","56","56","138","10","0","56","41061","163","56","56","1","56","0","620080156","0","56","56","200801","56","1","56","0","0","56","56","200000006","0","56"
"3708","0","0","10","57","57","57","30","0","57","1","0","57","57","143","10","0","57","41861","170","57","57","1","57","0","620080157","0","57","57","200801","57","1","57","0","0","57","57","200000006","0","57"
"3838","0","0","10","58","58","58","30","0","58","1","0","58","58","148","10","0","58","42661","177","58","58","1","58","0","620080158","0","58","58","200801","58","1","58","0","0","58","58","200000006","0","58"
"4014","0","0","10","59","59","59","30","0","59","1","0","59","59","155","10","0","59","46202","185","59","59","1","59","0","620080159","0","59","59","200801","59","1","59","0","0","59","59","200000006","0","59"
"4191","0","0","10","60","60","60","30","0","60","1","0","60","60","162","10","0","60","49743","192","60","60","1","60","0","620080160","0","60","60","200801","60","1","60","0","0","60","60","200000006","0","60"
"4367","0","0","10","61","61","61","30","0","61","1","0","61","61","170","10","0","61","53285","200","61","61","1","61","0","620080161","0","61","61","200801","61","1","61","0","0","61","61","200000006","0","61"
"4414","0","0","10","62","62","62","30","0","62","1","0","62","62","172","10","0","62","54085","202","62","62","1","62","0","620080162","0","62","62","200801","62","1","62","0","0","62","62","200000006","0","62"
"4461","0","0","10","63","63","63","30","0","63","1","0","63","63","174","10","0","63","54885","204","63","63","1","63","0","620080163","0","63","63","200801","63","1","63","0","0","63","63","200000006","0","63"
"4508","0","0","10","64","64","64","30","0","64","1","0","64","64","176","10","0","64","55685","206","64","64","1","64","0","620080164","0","64","64","200801","64","1","64","0","0","64","64","200000006","0","64"
"4555","0","0","10","65","65","65","30","0","65","1","0","65","65","178","10","0","65","56485","208","65","65","1","65","0","620080165","0","65","65","200801","65","1","65","0","0","65","65","200000006","0","65"
"4603","0","0","10","66","66","66","30","0","66","1","0","66","66","180","10","0","66","57285","210","66","66","1","66","0","620080166","0","66","66","200801","66","1","66","0","0","66","66","200000006","0","66"
"4650","0","0","10","67","67","67","30","0","67","1","0","67","67","182","10","0","67","58085","212","67","67","1","67","0","620080167","0","67","67","200801","67","1","67","0","0","67","67","200000006","0","67"
"4697","0","0","10","68","68","68","30","0","68","1","0","68","68","184","10","0","68","58885","214","68","68","1","68","0","620080168","0","68","68","200801","68","1","68","0","0","68","68","200000006","0","68"
"4744","0","0","10","69","69","69","30","0","69","1","0","69","69","186","10","0","69","59685","216","69","69","1","69","0","620080169","0","69","69","200801","69","1","69","0","0","69","69","200000006","0","69"
"4791","0","0","10","70","70","70","30","0","70","1","0","70","70","188","10","0","70","60485","218","70","70","1","70","0","620080170","0","70","70","200801","70","1","70","0","0","70","70","200000006","0","70"
"4838","0","0","10","71","71","71","30","0","71","1","0","71","71","190","10","0","71","61285","220","71","71","1","71","0","620080171","0","71","71","200801","71","1","71","0","0","71","71","200000006","0","71"
"28","0","0","10","1","1","1","30","0","1","1","0","1","1","2","10","0","1","301","3","1","1","1","1","0","620090001","0","1","1","200900","1","1","1","0","0","1","1","200000001","0","1"
"43","0","0","10","2","2","2","30","0","2","1","0","2","2","3","10","0","2","464","9","2","2","1","2","0","620090002","0","2","2","200900","2","1","2","0","0","2","2","200000001","0","2"
"51","0","0","10","3","3","3","30","0","3","1","0","3","3","4","10","0","3","496","9","3","3","1","3","0","620090003","0","3","3","200900","3","1","3","0","0","3","3","200000001","0","3"
"59","0","0","10","4","4","4","30","0","4","1","0","4","4","5","10","0","4","527","8","4","4","1","4","0","620090004","0","4","4","200900","4","1","4","0","0","4","4","200000001","0","4"
"78","0","0","10","5","5","5","30","0","5","1","0","5","5","5","10","0","5","527","8","5","5","1","5","0","620090005","0","5","5","200900","5","1","5","0","0","5","5","200000001","0","5"
"96","0","0","10","6","6","6","30","0","6","1","0","6","6","7","10","0","6","617","8","6","6","1","6","0","620090006","0","6","6","200900","6","1","6","0","0","6","6","200000001","0","6"
"137","0","0","10","7","7","7","30","0","7","1","0","7","7","8","10","0","7","861","9","7","7","1","7","0","620090007","0","7","7","200900","7","1","7","0","0","7","7","200000001","0","7"
"157","0","0","10","8","8","8","30","0","8","1","0","8","8","9","10","0","8","1054","9","8","8","1","8","0","620090008","0","8","8","200900","8","1","8","0","0","8","8","200000001","0","8"
"168","0","0","10","9","9","9","30","0","9","1","0","9","9","9","10","0","9","1080","10","9","9","1","9","0","620090009","0","9","9","200900","9","1","9","0","0","9","9","200000001","0","9"
"169","0","0","10","10","10","10","30","0","10","1","0","10","10","10","10","0","10","1106","11","10","10","1","10","0","620090010","0","10","10","200900","10","1","10","0","0","10","10","200000001","0","10"
"169","0","0","10","11","11","11","30","0","11","1","0","11","11","10","10","0","11","1132","11","11","11","1","11","0","620090011","0","11","11","200900","11","1","11","0","0","11","11","200000001","0","11"
"170","0","0","10","12","12","12","30","0","12","1","0","12","12","12","10","0","12","1158","13","12","12","1","12","0","620090012","0","12","12","200900","12","1","12","0","0","12","12","200000001","0","12"
"170","0","0","10","13","13","13","30","0","13","1","0","13","13","14","10","0","13","1182","15","13","13","1","13","0","620090013","0","13","13","200900","13","1","13","0","0","13","13","200000001","0","13"
"186","0","0","10","14","14","14","30","0","14","1","0","14","14","15","10","0","14","1366","16","14","14","1","14","0","620090014","0","14","14","200900","14","1","14","0","0","14","14","200000001","0","14"
"202","0","0","10","15","15","15","30","0","15","1","0","15","15","15","10","0","15","1551","16","15","15","1","15","0","620090015","0","15","15","200900","15","1","15","0","0","15","15","200000001","0","15"
"218","0","0","10","16","16","16","30","0","16","1","0","16","16","17","10","0","16","1735","16","16","16","1","16","0","620090016","0","16","16","200900","16","1","16","0","0","16","16","200000001","0","16"
"233","0","0","10","17","17","17","30","0","17","1","0","17","17","18","10","0","17","1919","19","17","17","1","17","0","620090017","0","17","17","200900","17","1","17","0","0","17","17","200000001","0","17"
"249","0","0","10","18","18","18","30","0","18","1","0","18","18","20","10","0","18","2104","20","18","18","1","18","0","620090018","0","18","18","200900","18","1","18","0","0","18","18","200000001","0","18"
"265","0","0","10","19","19","19","30","0","19","1","0","19","19","20","10","0","19","2288","20","19","19","1","19","0","620090019","0","19","19","200900","19","1","19","0","0","19","19","200000001","0","19"
"281","0","0","10","20","20","20","30","0","20","1","0","20","20","21","10","0","20","2472","22","20","20","1","20","0","620090020","0","20","20","200900","20","1","20","0","0","20","20","200000001","0","20"
"289","0","0","10","21","21","21","30","0","21","1","0","21","21","21","10","0","21","2608","22","21","21","1","21","0","620090021","0","21","21","200900","21","1","21","0","0","21","21","200000001","0","21"
"298","0","0","10","22","22","22","30","0","22","1","0","22","22","21","10","0","22","2743","22","22","22","1","22","0","620090022","0","22","22","200900","22","1","22","0","0","22","22","200000001","0","22"
"307","0","0","10","23","23","23","30","0","23","1","0","23","23","21","10","0","23","2878","22","23","23","1","23","0","620090023","0","23","23","200900","23","1","23","0","0","23","23","200000001","0","23"
"355","0","0","10","24","24","24","30","0","24","1","0","24","24","34","10","0","24","2859","33","24","24","1","24","0","620090024","0","24","24","200900","24","1","24","0","0","24","24","200000001","0","24"
"373","0","0","10","25","25","25","30","0","25","1","0","25","25","34","10","0","25","3103","33","25","25","1","25","0","620090025","0","25","25","200900","25","1","25","0","0","25","25","200000001","0","25"
"391","0","0","10","26","26","26","30","0","26","1","0","26","26","34","10","0","26","3345","34","26","26","1","26","0","620090026","0","26","26","200900","26","1","26","0","0","26","26","200000001","0","26"
"410","0","0","10","27","27","27","30","0","27","1","0","27","27","35","10","0","27","3588","34","27","27","1","27","0","620090027","0","27","27","200900","27","1","27","0","0","27","27","200000001","0","27"
"427","0","0","10","28","28","28","30","0","28","1","0","28","28","35","10","0","28","3832","34","28","28","1","28","0","620090028","0","28","28","200900","28","1","28","0","0","28","28","200000001","0","28"
"446","0","0","10","29","29","29","30","0","29","1","0","29","29","35","10","0","29","4074","35","29","29","1","29","0","620090029","0","29","29","200900","29","1","29","0","0","29","29","200000001","0","29"
"463","0","0","10","30","30","30","30","0","30","1","0","30","30","35","10","0","30","4317","35","30","30","1","30","0","620090030","0","30","30","200900","30","1","30","0","0","30","30","200000001","0","30"
"501","0","0","10","31","31","31","30","0","31","1","0","31","31","36","10","0","31","5144","37","31","31","1","31","0","620090031","0","31","31","200900","31","1","31","0","0","31","31","200000001","0","31"
"538","0","0","10","32","32","32","30","0","32","1","0","32","32","39","10","0","32","5969","40","32","32","1","32","0","620090032","0","32","32","200900","32","1","32","0","0","32","32","200000001","0","32"
"575","0","0","10","33","33","33","30","0","33","1","0","33","33","41","10","0","33","6796","41","33","33","1","33","0","620090033","0","33","33","200900","33","1","33","0","0","33","33","200000001","0","33"
"613","0","0","10","34","34","34","30","0","34","1","0","34","34","42","10","0","34","7623","42","34","34","1","34","0","620090034","0","34","34","200900","34","1","34","0","0","34","34","200000001","0","34"
"651","0","0","10","35","35","35","30","0","35","1","0","35","35","45","10","0","35","8448","44","35","35","1","35","0","620090035","0","35","35","200900","35","1","35","0","0","35","35","200000001","0","35"
"688","0","0","10","36","36","36","30","0","36","1","0","36","36","46","10","0","36","9275","46","36","36","1","36","0","620090036","0","36","36","200900","36","1","36","0","0","36","36","200000001","0","36"
"726","0","0","10","37","37","37","30","0","37","1","0","37","37","49","10","0","37","10100","48","37","37","1","37","0","620090037","0","37","37","200900","37","1","37","0","0","37","37","200000001","0","37"
"764","0","0","10","38","38","38","30","0","38","1","0","38","38","50","10","0","38","10927","49","38","38","1","38","0","620090038","0","38","38","200900","38","1","38","0","0","38","38","200000001","0","38"
"801","0","0","10","39","39","39","30","0","39","1","0","39","39","52","10","0","39","11754","50","39","39","1","39","0","620090039","0","39","39","200900","39","1","39","0","0","39","39","200000001","0","39"
"838","0","0","10","40","40","40","30","0","40","1","0","40","40","55","10","0","40","12579","53","40","40","1","40","0","620090040","0","40","40","200900","40","1","40","0","0","40","40","200000001","0","40"
"876","0","0","10","41","41","41","30","0","41","1","0","41","41","56","10","0","41","13406","55","41","41","1","41","0","620090041","0","41","41","200900","41","1","41","0","0","41","41","200000001","0","41"
