5cc7dbca28381ace4ab44135c75ef873fdc73daabfe4e3734d6a66325b1c3653,b481892aa924404566fcd7da80623daf0183708558a90a2fff68523ea328deb4,3ee91d97adc28c35772fd125efc6c71c9e1c5b73a73ceb4a00d1c3b49edea106,4f33c91895dfc35e2c6a48de28987d10a69af43db59efb4a0f0bc64518703ff8,4f9536d11dc90d590ab3ceed2730d5f8dc3b33305d560d8cb9e6794433839f5c,c6595d6169c3602fa4bab207899b3d0b83cdb3de2b133f93b9236a7fcdb89ed9,9a80f16ba6545c4f54356e2a2a3653e08bf26603a24b01a29e0ff847d8b57206,0b29d20bb77c857149730937b450b94804db65930b9149823e900ef0b0d153ed,cab8c4ac4a19180407e968f3f283c6e455d7ebc006fcce331bd6bf4dce2a269d,daf51a20150e34cebe2dc8cf9394a7bd42f44e97f7e0d5ed0431195bb5a012b5,89ea19f0205719a95cb20a0ec23af9aeea5ec6d5c64f788f19ad502e90a2840c,73310379b5ba8f6c62f45350779c649c2cf7f61d11e176cb69aab3ee8ccf5604,2eaeefe75bf564085e3a9dcee0a93aed3f6e285d343b5211ccb41bcf18ebad43,663f395300c99d0133777b80775c044b86c36847bc2f31114f66ab9db352cd05,3d84c94a6d6c8993c43eed75cf11cee5df077856f740b98f538be98781bab5f0
"99001156","1","99001156","660043101","打倒1隻反逆獸‧三重（NORMAL限定）","6006","1010510","0","2015/04/01 15:00:00","601","20043","0","9001","2030/04/01 14:59:59","1"
"99001157","1","99001157","660043201","打倒1隻反逆獸‧三重（HARD限定）","6007","1010511","0","2015/04/01 15:00:00","601","20043","0","9001","2030/04/01 14:59:59","1"
"99001158","1","99001158","660043301","打倒1隻反逆獸‧三重（VERY HARD限定）","6010","1010512","0","2015/04/01 15:00:00","601","20043","0","9001","2030/04/01 14:59:59","1"
"99001159","1","99001159","610105401","打倒1隻反逆獸‧三重（SPECIAL限定）","6011","1010513","0","2015/04/01 15:00:00","601","10105","0","9001","2030/04/01 14:59:59","1"
"99001160","1","99001160","660044101","打倒 1 隻孤伶伶的聖誕夜妖精（NORMAL限定）","6006","1010710","0","2015/04/01 15:00:00","601","20044","0","9001","2030/04/01 14:59:59","1"
"99001161","1","99001161","660044201","打倒 1 隻孤伶伶的聖誕夜妖精（HARD限定）","6007","1010711","0","2015/04/01 15:00:00","601","20044","0","9001","2030/04/01 14:59:59","1"
"99001162","1","99001162","660044301","打倒 1 隻孤伶伶的聖誕夜妖精（VERY HARD限定）","6010","1010712","0","2015/04/01 15:00:00","601","20044","0","9001","2030/04/01 14:59:59","1"
"99001163","1","99001163","610107401","打倒 1 隻孤伶伶的聖誕夜妖精（SPECIAL限定）","6011","1010713","0","2015/04/01 15:00:00","601","10107","0","9001","2030/04/01 14:59:59","1"
"99001164","1","99001164","0","吃掉所有 66 種布丁","6001","14","0","2029/04/01 15:00:00","601","10080","0","0","2030/04/01 14:59:59","1"
"99001165","1","99001165","0","完成 100％ 布丁筆記本","6001","14","0","2029/04/01 15:00:00","601","10080","0","0","2030/04/01 14:59:59","1"
"99001166","1","99001166","660045101","打倒1隻邪牛神哞猛（NORMAL限定）","6006","1010910","0","2015/04/01 15:00:00","601","20045","0","9001","2030/04/01 14:59:59","1"
"99001167","1","99001167","660045201","打倒1隻邪牛神哞猛（HARD限定）","6007","1010911","0","2015/04/01 15:00:00","601","20045","0","9001","2030/04/01 14:59:59","1"
"99001168","1","99001168","660045301","打倒1隻邪牛神哞猛（VERY HARD限定）","6010","1010912","0","2015/04/01 15:00:00","601","20045","0","9001","2030/04/01 14:59:59","1"
"99001169","1","99001169","610109401","打倒1隻邪牛神哞猛（SPECIAL限定）","6011","1010913","0","2015/04/01 15:00:00","601","10109","0","9001","2030/04/01 14:59:59","1"
"99001170","1","99001170","660046101","打倒1隻碎裂魔像（NORMAL限定）","6006","1011210","0","2022/06/01 16:00:00","601","20046","0","9001","2030/04/01 14:59:59","1"
"99001171","1","99001171","660046201","打倒1隻碎裂魔像（HARD限定）","6007","1011211","0","2022/06/01 16:00:00","601","20046","0","9001","2030/04/01 14:59:59","1"
"99001172","1","99001172","660046301","打倒1隻碎裂魔像（VERY HARD限定）","6010","1011212","0","2022/06/01 16:00:00","601","20046","0","9001","2030/04/01 14:59:59","1"
"99001173","1","99001173","610112401","打倒1隻碎裂魔像（SPECIAL限定）","6011","1011213","0","2022/06/01 16:00:00","601","10112","0","9001","2030/04/01 14:59:59","1"
"99001174","1","99001174","660047101","打倒1隻超載力量（NORMAL限定）","6006","1011310","0","2022/06/08 16:00:00","601","20047","0","9001","2030/04/01 14:59:59","1"
"99001175","1","99001175","660047201","打倒1隻超載力量（HARD限定）","6007","1011311","0","2022/06/08 16:00:00","601","20047","0","9001","2030/04/01 14:59:59","1"
"99001176","1","99001176","660047301","打倒1隻超載力量（VERY HARD限定）","6010","1011312","0","2022/06/08 16:00:00","601","20047","0","9001","2030/04/01 14:59:59","1"
"99001177","1","99001177","610113401","打倒1隻超載力量（SPECIAL限定）","6011","1011313","0","2022/06/08 16:00:00","601","10113","0","9001","2030/04/01 14:59:59","1"
"99001178","1","99001178","660048101","打倒1隻仇鼠‧怒髮衝冠的啾二（NORMAL限定）","6006","1011510","0","2022/07/01 16:00:00","601","20048","0","9001","2030/04/01 14:59:59","1"
"99001179","1","99001179","660048201","打倒1隻仇鼠‧怒髮衝冠的啾二（HARD限定）","6007","1011511","0","2022/07/01 16:00:00","601","20048","0","9001","2030/04/01 14:59:59","1"
"99001180","1","99001180","660048301","打倒1隻仇鼠‧怒髮衝冠的啾二（VERY HARD限定）","6010","1011512","0","2022/07/01 16:00:00","601","20048","0","9001","2030/04/01 14:59:59","1"
"99001181","1","99001181","610115401","打倒1隻仇鼠‧怒髮衝冠的啾二（SPECIAL限定）","6011","1011513","0","2022/07/01 16:00:00","601","10115","0","9001","2030/04/01 14:59:59","1"
"99001182","1","99001182","660049101","打倒1隻貪婪暴君‧賭場王（NORMAL限定）","6006","1011710","0","2022/08/01 16:00:00","601","20049","0","9001","2030/04/01 14:59:59","1"
"99001183","1","99001183","660049201","打倒1隻貪婪暴君‧賭場王（HARD限定）","6007","1011711","0","2022/08/01 16:00:00","601","20049","0","9001","2030/04/01 14:59:59","1"
"99001184","1","99001184","660049301","打倒1隻貪婪暴君‧賭場王（VERY HARD限定）","6010","1011712","0","2022/08/01 16:00:00","601","20049","0","9001","2030/04/01 14:59:59","1"
"99001185","1","99001185","610117401","打倒1隻貪婪暴君‧賭場王（SPECIAL限定）","6011","1011713","0","2022/08/01 16:00:00","601","10117","0","9001","2030/04/01 14:59:59","1"
"99001186","1","99001186","660050101","打倒1隻受解放的寶藏守護者（NORMAL限定）","6006","1011910","0","2022/09/01 16:00:00","601","20050","0","9001","2030/04/01 14:59:59","1"
"99001187","1","99001187","660050201","打倒1隻受解放的寶藏守護者（HARD限定）","6007","1011911","0","2022/09/01 16:00:00","601","20050","0","9001","2030/04/01 14:59:59","1"
"99001188","1","99001188","660050301","打倒1隻受解放的寶藏守護者（VERY HARD限定）","6010","1011912","0","2022/09/01 16:00:00","601","20050","0","9001","2030/04/01 14:59:59","1"
"99001189","1","99001189","610119401","打倒1隻受解放的寶藏守護者（SPECIAL限定）","6011","1011913","0","2022/09/01 16:00:00","601","10119","0","9001","2030/04/01 14:59:59","1"
"99001190","1","99001190","660051101","打倒 1 隻阿斯特賴亞牛肝菌（NORMAL限定）","6006","1012110","0","2022/10/02 16:00:00","601","20051","0","9001","2030/04/01 14:59:59","1"
"99001191","1","99001191","660051201","打倒 1 隻阿斯特賴亞牛肝菌（HARD限定）","6007","1012111","0","2022/10/02 16:00:00","601","20051","0","9001","2030/04/01 14:59:59","1"
"99001192","1","99001192","660051301","打倒 1 隻阿斯特賴亞牛肝菌（VERY HARD限定）","6010","1012112","0","2022/10/02 16:00:00","601","20051","0","9001","2030/04/01 14:59:59","1"
"99001193","1","99001193","610121401","打倒 1 隻阿斯特賴亞牛肝菌（SPEICAL限定）","6011","1012113","0","2022/10/02 16:00:00","601","10121","0","9001","2030/04/01 14:59:59","1"
"99001194","1","99001194","660052101","打倒1隻海將海馬指揮官（NORMAL限定）","6006","1012310","0","2022/11/01 16:00:00","601","20052","0","9001","2030/04/01 14:59:59","1"
"99001195","1","99001195","660052201","打倒1隻海將海馬指揮官（HARD限定）","6007","1012311","0","2022/11/01 16:00:00","601","20052","0","9001","2030/04/01 14:59:59","1"
"99001196","1","99001196","660052301","打倒1隻海將海馬指揮官（VERY HARD限定）","6010","1012312","0","2022/11/01 16:00:00","601","20052","0","9001","2030/04/01 14:59:59","1"
"99001197","1","99001197","610123401","打倒1隻海將海馬指揮官（SPECIAL限定）","6011","1012313","0","2022/11/01 16:00:00","601","10123","0","9001","2030/04/01 14:59:59","1"
"99001198","1","99001198","0","在難易度EXTRA中，一次獲得115000分以上","6001","14","0","2029/04/01 16:00:00","601","10096","0","0","2030/04/01 14:59:59","1"
"99001199","1","99001199","0","在難易度EXTRA中，一次獲得135000分以上，並於所有回合以第一名抵達終點。","6001","14","0","2029/04/01 16:00:00","601","10096","0","0","2030/04/01 14:59:59","1"
"99001200","1","99001200","660053101","打倒1隻月光之門（NORMAL限定）","6006","1012510","0","2022/12/01 16:00:00","601","20053","0","9001","2030/04/01 14:59:59","1"
"99001201","1","99001201","660053201","打倒1隻月光之門（HARD限定）","6007","1012511","0","2022/12/01 16:00:00","601","20053","0","9001","2030/04/01 14:59:59","1"
"99001202","1","99001202","660053301","打倒1隻月光之門（VERY HARD限定）","6010","1012512","0","2022/12/01 16:00:00","601","20053","0","9001","2030/04/01 14:59:59","1"
"99001203","1","99001203","610125401","打倒1隻月光之門（SPECIAL限定）","6011","1012513","0","2022/12/01 16:00:00","601","10125","0","9001","2030/04/01 14:59:59","1"
"99001204","1","99001204","0","閱覽所有小繆快快長大日記","6001","15","0","2029/04/01 16:00:00","601","10098","0","0","2030/04/01 14:59:59","1"
"99001205","1","99001205","660054101","打倒1隻哀執的植物羊（NORMAL限定）","6006","1012710","0","2023/01/02 16:00:00","601","20054","0","9001","2030/04/01 14:59:59","1"
"99001206","1","99001206","660054201","打倒1隻哀執的植物羊（HARD限定）","6007","1012711","0","2023/01/02 16:00:00","601","20054","0","9001","2030/04/01 14:59:59","1"
"99001207","1","99001207","660054301","打倒1隻哀執的植物羊（VERY HARD限定）","6010","1012712","0","2023/01/02 16:00:00","601","20054","0","9001","2030/04/01 14:59:59","1"
"99001208","1","99001208","610127401","打倒1隻哀執的植物羊（SPECIAL限定）","6011","1012713","0","2023/01/02 16:00:00","601","10127","0","9001","2030/04/01 14:59:59","1"
"99001209","1","99001209","660055101","打倒1隻瘋狂直播主‧輝美（NORMAL限定）","6006","1012910","0","2023/02/01 16:00:00","601","20055","0","9001","2030/04/01 14:59:59","1"
"99001210","1","99001210","660055201","打倒1隻瘋狂直播主‧輝美（HARD限定）","6007","1012911","0","2023/02/01 16:00:00","601","20055","0","9001","2030/04/01 14:59:59","1"
"99001211","1","99001211","660055301","打倒1隻瘋狂直播主‧輝美（VERY HARD限定）","6010","1012912","0","2023/02/01 16:00:00","601","20055","0","9001","2030/04/01 14:59:59","1"
"99001212","1","99001212","610129401","打倒1隻瘋狂直播主‧輝美（SPECIAL限定）","6011","1012913","0","2023/02/01 16:00:00","601","10129","0","9001","2030/04/01 14:59:59","1"
"99001213","1","99001213","660056101","打倒1隻黑曜魔像（NORMAL限定）","6006","1013110","0","2023/03/01 16:00:00","601","20056","0","9001","2030/04/01 14:59:59","1"
"99001214","1","99001214","660056201","打倒1隻黑曜魔像（HARD限定）","6007","1013111","0","2023/03/01 16:00:00","601","20056","0","9001","2030/04/01 14:59:59","1"
"99001215","1","99001215","660056301","打倒1隻黑曜魔像（VERY HARD限定）","6010","1013112","0","2023/03/01 16:00:00","601","20056","0","9001","2030/04/01 14:59:59","1"
"99001216","1","99001216","610131401","打倒1隻黑曜魔像（SPECIAL限定）","6011","1013113","0","2023/03/01 16:00:00","601","10131","0","9001","2030/04/01 14:59:59","1"
"99001217","1","99001217","660057101","打倒1隻不幸福的多倫多獸（NORMAL限定）","6006","1013310","0","2023/04/01 16:00:00","601","20057","0","9001","2030/04/01 14:59:59","1"
"99001218","1","99001218","660057201","打倒1隻不幸福的多倫多獸（HARD限定）","6007","1013311","0","2023/04/01 16:00:00","601","20057","0","9001","2030/04/01 14:59:59","1"
"99001219","1","99001219","660057301","打倒1隻不幸福的多倫多獸（VERY HARD限定）","6010","1013312","0","2023/04/01 16:00:00","601","20057","0","9001","2030/04/01 14:59:59","1"
"99001220","1","99001220","610133401","打倒1隻不幸福的多倫多獸（SPECIAL限定）","6011","1013313","0","2023/04/01 16:00:00","601","10133","0","9001","2030/04/01 14:59:59","1"
"99001221","1","99001221","660058101","打倒1隻汙穢的湯之神‧陽卵（NORMAL限定）","6006","1013510","0","2023/05/01 16:00:00","601","20058","0","9001","2030/04/01 14:59:59","1"
"99001222","1","99001222","660058201","打倒1隻汙穢的湯之神‧陽卵（HARD限定）","6007","1013511","0","2023/05/01 16:00:00","601","20058","0","9001","2030/04/01 14:59:59","1"
"99001223","1","99001223","660058301","打倒1隻汙穢的湯之神‧陽卵（VERY HARD限定）","6010","1013512","0","2023/05/01 16:00:00","601","20058","0","9001","2030/04/01 14:59:59","1"
"99001224","1","99001224","610135401","打倒1隻汙穢的湯之神‧陽卵（SPECIAL限定）","6011","1013513","0","2023/05/01 16:00:00","601","10135","0","9001","2030/04/01 14:59:59","1"
"99001225","1","99001225","660059101","打倒1隻樂園守護者（NORMAL限定）","6006","1013810","0","2023/06/01 16:00:00","601","20059","0","9001","2030/04/01 14:59:59","1"
"99001226","1","99001226","660059201","打倒1隻樂園守護者（HARD限定）","6007","1013811","0","2023/06/01 16:00:00","601","20059","0","9001","2030/04/01 14:59:59","1"
"99001227","1","99001227","660059301","打倒1隻樂園守護者（VERY HARD限定）","6010","1013812","0","2023/06/01 16:00:00","601","20059","0","9001","2030/04/01 14:59:59","1"
"99001228","1","99001228","610138401","打倒1隻樂園守護者（SPECIAL限定）","6011","1013813","0","2023/06/01 16:00:00","601","10138","0","9001","2030/04/01 14:59:59","1"
"99001229","1","99001229","660060101","打倒1隻象徵久遠庭園之人（NORMAL限定）","6006","1013910","0","2023/06/08 16:00:00","601","20060","0","9001","2030/04/01 14:59:59","1"
"99001230","1","99001230","660060201","打倒1隻象徵久遠庭園之人（HARD限定）","6007","1013911","0","2023/06/08 16:00:00","601","20060","0","9001","2030/04/01 14:59:59","1"
"99001231","1","99001231","660060301","打倒1隻象徵久遠庭園之人（VERY HARD限定）","6010","1013912","0","2023/06/08 16:00:00","601","20060","0","9001","2030/04/01 14:59:59","1"
"99001232","1","99001232","610139401","打倒1隻象徵久遠庭園之人（SPECIAL限定）","6011","1013913","0","2023/06/08 16:00:00","601","10139","0","9001","2030/04/01 14:59:59","1"
"99001233","1","99001233","660061101","打倒1隻祈福託災的招財貓（NORMAL限定）","6006","1014110","0","2023/07/02 16:00:00","601","20061","0","9001","2030/04/01 14:59:59","1"
"99001234","1","99001234","660061201","打倒1隻祈福託災的招財貓（HARD限定）","6007","1014111","0","2023/07/02 16:00:00","601","20061","0","9001","2030/04/01 14:59:59","1"
"99001235","1","99001235","660061301","打倒1隻祈福託災的招財貓（VERY HARD限定）","6010","1014112","0","2023/07/02 16:00:00","601","20061","0","9001","2030/04/01 14:59:59","1"
"99001236","1","99001236","610141401","打倒1隻祈福託災的招財貓（SPECIAL限定）","6011","1014113","0","2023/07/02 16:00:00","601","10141","0","9001","2030/04/01 14:59:59","1"
"99001237","1","99001237","660062101","打倒1隻大王猩猩（NORMAL限定）","6006","1014310","0","2023/08/01 16:00:00","601","20062","0","9001","2030/04/01 14:59:59","1"
"99001238","1","99001238","660062201","打倒1隻大王猩猩（HARD限定）","6007","1014311","0","2023/08/01 16:00:00","601","20062","0","9001","2030/04/01 14:59:59","1"
"99001239","1","99001239","660062301","打倒1隻大王猩猩（VERY HARD限定）","6010","1014312","0","2023/08/01 16:00:00","601","20062","0","9001","2030/04/01 14:59:59","1"
"99001240","1","99001240","610143401","打倒1隻大王猩猩（SPECIAL限定）","6011","1014313","0","2023/08/01 16:00:00","601","10143","0","9001","2030/04/01 14:59:59","1"
"99001241","1","99001241","660063101","打倒1隻智慧的鍊金術師‧莫夫（NORMAL限定）","6006","1014510","0","2023/09/01 16:00:00","601","20063","0","9001","2030/04/01 14:59:59","1"
"99001242","1","99001242","660063201","打倒1隻智慧的鍊金術師‧莫夫（HARD限定）","6007","1014511","0","2023/09/01 16:00:00","601","20063","0","9001","2030/04/01 14:59:59","1"
"99001243","1","99001243","660063301","打倒1隻智慧的鍊金術師‧莫夫（VERY HARD限定）","6010","1014512","0","2023/09/01 16:00:00","601","20063","0","9001","2030/04/01 14:59:59","1"
"99001244","1","99001244","610145401","打倒1隻智慧的鍊金術師‧莫夫（SPECIAL限定）","6011","1014513","0","2023/09/01 16:00:00","601","10145","0","9001","2030/04/01 14:59:59","1"
"99001245","1","99001245","660064101","打倒1隻變貌的從者‧布拉德（NORMAL限定）","6006","1014710","0","2023/10/01 16:00:00","601","20064","0","9001","2030/04/01 14:59:59","1"
"99001246","1","99001246","660064201","打倒1隻變貌的從者‧布拉德（HARD限定）","6007","1014711","0","2023/10/01 16:00:00","601","20064","0","9001","2030/04/01 14:59:59","1"
"99001247","1","99001247","660064301","打倒1隻變貌的從者‧布拉德（VERY HARD限定）","6010","1014712","0","2023/10/01 16:00:00","601","20064","0","9001","2030/04/01 14:59:59","1"
"99001248","1","99001248","610147401","打倒1隻變貌的從者‧布拉德（SPECIAL限定）","6011","1014713","0","2023/10/01 16:00:00","601","10147","0","9001","2030/04/01 14:59:59","1"
"99001249","1","99001249","0","閱覽所有雪的審美會劇情","6001","15","0","2029/04/01 16:00:00","601","10147","0","0","2030/04/01 14:59:59","1"
"99001250","1","99001250","660065101","打倒1隻復活的白色島鯨（NORMAL限定）","6006","1014910","0","2023/11/01 16:00:00","601","20065","0","9001","2030/04/01 14:59:59","1"
"99001251","1","99001251","660065201","打倒1隻復活的白色島鯨（HARD限定）","6007","1014911","0","2023/11/01 16:00:00","601","20065","0","9001","2030/04/01 14:59:59","1"
"99001252","1","99001252","660065301","打倒1隻復活的白色島鯨（VERY HARD限定）","6010","1014912","0","2023/11/01 16:00:00","601","20065","0","9001","2030/04/01 14:59:59","1"
"99001253","1","99001253","610149401","打倒1隻復活的白色島鯨（SPECIAL限定）","6011","1014913","0","2023/11/01 16:00:00","601","10149","0","9001","2030/04/01 14:59:59","1"
"99001254","1","99001254","660066101","打倒1隻怨恨亡靈（NORMAL限定）","6006","1015110","0","2023/12/01 16:00:00","601","20066","0","9001","2030/04/01 14:59:59","1"
"99001255","1","99001255","660066201","打倒1隻怨恨亡靈（HARD限定）","6007","1015111","0","2023/12/01 16:00:00","601","20066","0","9001","2030/04/01 14:59:59","1"
"99001256","1","99001256","660066301","打倒1隻怨恨亡靈（VERY HARD限定）","6010","1015112","0","2023/12/01 16:00:00","601","20066","0","9001","2030/04/01 14:59:59","1"
"99001257","1","99001257","610151401","打倒1隻怨恨亡靈（SPECIAL限定）","6011","1015113","0","2023/12/01 16:00:00","601","10151","0","9001","2030/04/01 14:59:59","1"
"99001258","1","99001258","660069101","打倒1隻被解放的暴魔‧阿爾杰什（NORMAL限定）","6006","1015510","0","2024/01/01 16:00:00","601","20069","0","9001","2030/04/01 14:59:59","1"
"99001259","1","99001259","660069201","打倒1隻被解放的暴魔‧阿爾杰什（HARD限定）","6007","1015511","0","2024/01/01 16:00:00","601","20069","0","9001","2030/04/01 14:59:59","1"
"99001260","1","99001260","660069301","打倒1隻被解放的暴魔‧阿爾杰什（VERY HARD限定）","6010","1015512","0","2024/01/01 16:00:00","601","20069","0","9001","2030/04/01 14:59:59","1"
"99001261","1","99001261","610126401","打倒1隻被解放的暴魔‧阿爾杰什（SPECIAL限定）","6011","1015513","0","2024/01/01 16:00:00","601","10155","0","9001","2030/04/01 14:59:59","1"
"99001262","1","99001262","0","在「放學後的猜謎讀書會」中將與凱留的回憶值達到上限吧","6001","14","0","2029/04/01 15:00:00","601","10155","0","0","2030/04/01 14:59:59","1"
"99001263","1","99001263","0","在「放學後的猜謎讀書會」中將與鈴奈的回憶值達到上限吧","6001","14","0","2029/04/01 15:00:00","601","10155","0","0","2030/04/01 14:59:59","1"
"99001264","1","99001264","0","在「放學後的猜謎讀書會」中將題庫解放至30％吧","6001","14","0","2029/04/01 15:00:00","601","10155","0","0","2030/04/01 14:59:59","1"
"99001265","1","99001265","0","在「放學後的猜謎讀書會」中將題庫解放至60％吧","6001","14","0","2029/04/01 15:00:00","601","10155","0","0","2030/04/01 14:59:59","1"
"99001266","1","99001266","0","在「放學後的猜謎讀書會」中將題庫解放至100％吧","6001","14","0","2029/04/01 15:00:00","601","10155","0","0","2030/04/01 14:59:59","1"
"99001267","1","99001267","660070101","打倒1隻哈立德（NORMAL限定）","6006","1015710","0","2024/02/01 16:00:00","601","20070","0","9001","2030/04/01 14:59:59","1"
"99001268","1","99001268","660070201","打倒1隻哈立德（HARD限定）","6007","1015711","0","2024/02/01 16:00:00","601","20070","0","9001","2030/04/01 14:59:59","1"
"99001269","1","99001269","660070301","打倒1隻哈立德（VERY HARD限定）","6010","1015712","0","2024/02/01 16:00:00","601","20070","0","9001","2030/04/01 14:59:59","1"
"99001270","1","99001270","610128401","打倒1隻哈立德（SPECIAL限定）","6011","1015713","0","2024/02/01 16:00:00","601","10157","0","9001","2030/04/01 14:59:59","1"
"99001271","1","99001271","0","閱覽所有夢幻的婚姻模擬遊戲劇情","6001","15","0","2029/04/01 15:00:00","601","10157","0","0","2030/04/01 14:59:59","1"
"99001272","1","99001272","660071101","打倒1隻美空（NORMAL限定）","6006","1015910","0","2024/03/01 16:00:00","601","20071","0","9001","2030/04/01 14:59:59","1"
"99001273","1","99001273","660071201","打倒1隻美空（HARD限定）","6007","1015911","0","2024/03/01 16:00:00","601","20071","0","9001","2030/04/01 14:59:59","1"
"99001274","1","99001274","660071301","打倒1隻美空（VERY HARD限定）","6010","1015912","0","2024/03/01 16:00:00","601","20071","0","9001","2030/04/01 14:59:59","1"
"99001275","1","99001275","610130401","打倒1隻美空（SPECIAL限定）","6011","1015913","0","2024/03/01 16:00:00","601","10159","0","9001","2030/04/01 14:59:59","1"
"99001276","1","99001276","0","閱覽所有旅行與成長（與反省）的記錄","6001","15","0","2029/04/01 15:00:00","601","10159","0","0","2030/04/01 14:59:59","1"
"99001277","1","99001277","660072101","打倒1隻巴西利斯克‧阿洛斯（NORMAL限定）","6006","1016110","0","2024/04/01 16:00:00","601","20072","0","9001","2030/04/01 14:59:59","1"
"99001278","1","99001278","660072201","打倒1隻巴西利斯克‧阿洛斯（HARD限定）","6007","1016111","0","2024/04/01 16:00:00","601","20072","0","9001","2030/04/01 14:59:59","1"
"99001279","1","99001279","660072301","打倒1隻巴西利斯克‧阿洛斯（VERY HARD限定）","6010","1016112","0","2024/04/01 16:00:00","601","20072","0","9001","2030/04/01 14:59:59","1"
"99001280","1","99001280","610132401","打倒1隻巴西利斯克‧阿洛斯（SPECIAL限定）","6011","1016113","0","2024/04/01 16:00:00","601","10161","0","9001","2030/04/01 14:59:59","1"
"99001281","1","99001281","660073101","打倒1隻夢中隕石（NORMAL限定）","6006","1016310","0","2024/05/01 16:00:00","601","20073","0","9001","2030/04/01 14:59:59","1"
"99001282","1","99001282","660073201","打倒1隻夢中隕石（HARD限定）","6007","1016311","0","2024/05/01 16:00:00","601","20073","0","9001","2030/04/01 14:59:59","1"
"99001283","1","99001283","660073301","打倒1隻夢中隕石（VERY HARD限定）","6010","1016312","0","2024/05/01 16:00:00","601","20073","0","9001","2030/04/01 14:59:59","1"
"99001284","1","99001284","610134401","打倒1隻夢中隕石（SPECIAL限定）","6011","1016313","0","2024/05/01 16:00:00","601","10163","0","9001","2030/04/01 14:59:59","1"
"99001285","1","99001285","0","閱覽所有初夢挑戰劇情","6001","15","0","2029/04/01 15:00:00","601","10130","0","0","2030/04/01 14:59:59","1"
"99001286","1","99001286","660067101","打倒1隻紅霧精靈（NORMAL限定）","6006","1016410","0","2024/06/01 16:00:00","601","20067","0","9001","2030/04/01 14:59:59","1"
"99001287","1","99001287","660067201","打倒1隻紅霧精靈（HARD限定）","6007","1016411","0","2024/06/01 16:00:00","601","20067","0","9001","2030/04/01 14:59:59","1"
"99001288","1","99001288","660067301","打倒1隻紅霧精靈（VERY HARD限定）","6010","1016412","0","2024/06/01 16:00:00","601","20067","0","9001","2030/04/01 14:59:59","1"
"99001289","1","99001289","610136401","打倒1隻紅霧精靈（SPECIAL限定）","6011","1016413","0","2024/06/01 16:00:00","601","10164","0","9001","2030/04/01 14:59:59","1"
"99001290","1","99001290","660068101","打倒1隻顯露苦衷 埃拉＆志那都（NORMAL限定）","6006","1016510","0","2024/06/08 16:00:00","601","20068","0","9001","2030/04/01 14:59:59","1"
"99001291","1","99001291","660068201","打倒1隻顯露苦衷 埃拉＆志那都（HARD限定）","6007","1016511","0","2024/06/08 16:00:00","601","20068","0","9001","2030/04/01 14:59:59","1"
"99001292","1","99001292","660068301","打倒1隻顯露苦衷 埃拉＆志那都（VERY HARD限定）","6010","1016512","0","2024/06/08 16:00:00","601","20068","0","9001","2030/04/01 14:59:59","1"
"99001293","1","99001293","610137401","打倒1隻顯露苦衷 埃拉＆志那都（SPECIAL限定）","6011","1016513","0","2024/06/08 16:00:00","601","10165","0","9001","2030/04/01 14:59:59","1"
"99001294","1","99001294","660074101","打倒1隻地獄的聖女富美惠（NORMAL限定）","6006","1016610","0","2024/07/01 16:00:00","601","20074","0","9001","2030/04/01 14:59:59","1"
"99001295","1","99001295","660074201","打倒1隻地獄的聖女富美惠（HARD限定）","6007","1016611","0","2024/07/01 16:00:00","601","20074","0","9001","2030/04/01 14:59:59","1"
"99001296","1","99001296","660074301","打倒1隻地獄的聖女富美惠（VERY HARD限定）","6010","1016612","0","2024/07/01 16:00:00","601","20074","0","9001","2030/04/01 14:59:59","1"
"99001297","1","99001297","610140401","打倒1隻地獄的聖女富美惠（SPECIAL限定）","6011","1016613","0","2024/07/01 16:00:00","601","10166","0","9001","2030/04/01 14:59:59","1"
"99001298","1","99001298","660075101","打倒1隻剛雷獸‧雷葛宏（NORMAL限定）","6006","1016710","0","2024/08/01 16:00:00","601","20075","0","9001","2030/04/01 14:59:59","1"
"99001299","1","99001299","660075201","打倒1隻剛雷獸‧雷葛宏（HARD限定）","6007","1016711","0","2024/08/01 16:00:00","601","20075","0","9001","2030/04/01 14:59:59","1"
"99001300","1","99001300","660075301","打倒1隻剛雷獸‧雷葛宏（VERY HARD限定）","6010","1016712","0","2024/08/01 16:00:00","601","20075","0","9001","2030/04/01 14:59:59","1"
"99001301","1","99001301","610142401","打倒1隻剛雷獸‧雷葛宏（SPECIAL限定）","6011","1016713","0","2024/08/01 16:00:00","601","10167","0","9001","2030/04/01 14:59:59","1"
"99001302","1","99001302","0","在「行軍A-Go-Go！」中用惠理子累計獲得50000分","6001","15","0","2029/04/01 15:00:00","601","10142","0","0","2030/04/01 14:59:59","1"
"99001303","1","99001303","0","在「行軍A-Go-Go！」中用真琴累計獲得50000分","6001","15","0","2029/04/01 15:00:00","601","10142","0","0","2030/04/01 14:59:59","1"
"99001304","1","99001304","0","在「行軍A-Go-Go！」的CHALLENGE模式中一次獲得50000分以上","6001","15","0","2029/04/01 15:00:00","601","10142","0","0","2030/04/01 14:59:59","1"
"99001305","1","99001305","660076101","打倒1隻魔物植物‧莫培爾培（NORMAL限定）","6006","1016810","0","2024/09/01 16:00:00","601","20076","0","9001","2030/04/01 14:59:59","1"
