7eff1fb36285592878e017e574afc8126d8b37b3b979757599839af1fc722d57,eeea4f7bc0c9653e7c03759ca2fb27e3d9044e16a1779b5130e077ebd8d89c73,94de51279ce26f6ae8422de47d4844e4a64e542ddc639511ad102f5f1761ef4b,4fe7579065382c05a90e8026c262d5e8e7c26654ba0b869da2d4c1ef333cd004,70e923a3348072140a348292e02e728c8640646a11d957b689dfda6112f4567e,3cf80c5be6334663ea5c401501ce371ba2dae3a7fce21eaefff4377588f2e957,f3e022269b2aff31286afe3ad384d45c638b7bd2bc9704f3a06803124cd5a61a,69364b65be0528cd13429db62e9c91aa749390a51e033e857810a4e2240f74c0,eff672e9d090c7d5d90b789599c09060bb00e3631d4db3620f639a6f56cd375b,1284159eb99fd98ebf8ec51d350b02159cab1dad595e8d4360879b4dbd9960c0,046a7fd1579bdc1fc43340b94a13414df0541b7d6fae93254c8696f7cd558759
"112","","","20192","","","","","","1201920018",""
"91","","","20192","","","","","","1201920019","0"
"1","travel_topdrama_r_2000_idle_smile","0","20201","-68","0.8","101","1","118511","1202010001","1"
"5","mana","0","20201","-75","1","110","0","0","1202010002","0"
"91","","","20201","","","","","","1202010003","0"
"93","","","20201","","","","","0","1202010004","10"
"101","","","20201","","","","","","1202010005","1202010004"
"3","","","20201","","0","0","","none","1202010006","0"
"91","","","20201","","","","","","1202010007","0"
"13","","","20202","","","","","103","1202020001","118511"
"3","","travel_topdrama_r_2000_talk_smile_loop","20202","1","0.2","0","","travel_topdrama_r_2000_talk_smile_in","1202020002","118511"
"21","","0","20202","","","0","","vo_travel_talk_20020_00","1202020003","vo_travel_talk"
"11","0","1","20202","1","0","10","0","給各式各樣的人發了委託，\n各公會協心協力合作的關係，\n調查很進行得很順利的樣子呢。","1202020004","118511"
"91","","","20202","","","","","","1202020005","0"
"3","","travel_topdrama_r_2000_talk_wish_loop_joy","20202","1","0.2","0","","travel_topdrama_r_2000_talk_wish_in_joy","1202020006","118511"
"21","","0","20202","","","0","","vo_travel_talk_20020_01","1202020007","vo_travel_talk"
"11","0","1","20202","1","0","10","0","我也不只是光看著而已唷。\n為了讓大家能夠安心冒險，\n會好好支援大家的唷♪","1202020008","118511"
"91","","","20202","","","","","","1202020009","0"
"3","","","20202","","0.2","1","","travel_topdrama_r_2000_idle_wish_joy","1202020010","118511"
"112","","","20202","","","","","","1202020011",""
"91","","","20202","","","","","","1202020012","0"
"1","travel_topdrama_r_2000_idle_sad","42","20211","-68","0.8","101","1","101411","1202110001","1"
"5","travel_topdrama_r_2012_empty","42","20211","-68","0.8","103","1","3","1202110002","3"
"1","travel_topdrama_r_2000_idle_cool_surprise","-42","20211","-68","0.8","102","0","104311","1202110003","1"
"5","travel_topdrama_r_2012_empty","-42","20211","-68","0.8","104","0","4","1202110004","3"
"5","mana","0","20211","-75","1","110","0","0","1202110005","0"
"91","","","20211","","","","","","1202110006","0"
"93","","","20211","","","","","0","1202110007","10"
"101","","","20211","","","","","","1202110008","1202110007"
"3","","","20211","","0","0","","none","1202110009","0"
"91","","","20211","","","","","","1202110010","0"
"13","","","20212","","","","","103","1202120001","101411"
"13","","","20212","","","","","104","1202120002","104311"
"3","","","20212","","0.2","1","","travel_topdrama_r_2000_talk_sad_loop","1202120003","101411"
"21","","0","20212","","","0","","vo_travel_talk_20021_00","1202120004","vo_travel_talk"
"11","0","1","20212","1","0","10","0","接下來該前進的方向是左還右……\n即使看地圖也開始搞不懂了。\n剛才還走到了死路……","1202120005","101411"
"91","","","20212","","","","","","1202120006","0"
"3","","","20212","","0.2","1","","travel_topdrama_r_2000_idle_sad","1202120007","101411"
"3","","travel_topdrama_r_2000_talk_cool_loop_normal2","20212","1","0.2","0","0","travel_topdrama_r_2000_talk_cool_in_normal2","1202120008","104311"
"21","","0","20212","","","0","","vo_travel_talk_20021_01","1202120009","vo_travel_talk"
"11","0","1","20212","1","0","10","0","我在這種時候會往前進！\n但不知道怎麼判斷就表示妳累了吧。\n來，吃點甜食休息一下吧。","1202120010","104311"
"91","","","20212","","","","","","1202120011","0"
"3","","travel_topdrama_r_2000_eat_idle","20212","1","0.2","0","0","travel_topdrama_r_2000_eat_in","1202120012","104311"
"3","","travel_topdrama_r_2000_eat_idle","20212","1","0.2","0","0","travel_topdrama_r_2000_eat_in","1202120013","3"
"3","","","20212","","0.2","0","","travel_topdrama_r_2000_eat_in","1202120014","101411"
"3","","","20212","","0.2","0","","travel_topdrama_r_2000_eat_in","1202120015","4"
"91","","","20212","","","","","","1202120016","0"
"3","","","20212","","0","1","","travel_topdrama_r_2000_eat_talk","1202120017","101411"
"3","","","20212","","0","1","","travel_topdrama_r_2000_eat_talk","1202120018","4"
"21","","0","20212","","","0","","vo_travel_talk_20021_02","1202120019","vo_travel_talk"
"11","0","1","20212","1","0","10","0","呼，糖分確實滲入疲憊的腦子裡了。\n重振精神後推理的結果……\n我們該前進的方向是，直走！","1202120020","101411"
"91","","","20212","","","","","","1202120021","0"
"3","","","20212","","0.2","1","","travel_topdrama_r_2000_eat_idle","1202120022","101411"
"3","","","20212","","0.2","1","","travel_topdrama_r_2000_eat_idle","1202120023","4"
"112","","","20212","","","","","","1202120024",""
"91","","","20212","","","","","","1202120025","0"
"1","travel_topdrama_r_2000_idle_smile","42","20221","-68","0.8","101","1","102111","1202210001","1"
"1","travel_topdrama_r_2000_idle_smile_normal","-42","20221","-68","0.8","102","0","102311","1202210002","1"
"5","travel_topdrama_r_2022_pukici","-100","20221","-68","0.8","103","0","3","1202210003","3"
"5","mana","0","20221","-75","1","110","0","0","1202210004","0"
"91","","","20221","","","","","","1202210005","0"
"93","","","20221","","","","","0","1202210006","10"
"101","","","20221","","","","","","1202210007","1202210006"
"3","","","20221","","0","0","","none","1202210008","0"
"91","","","20221","","","","","","1202210009","0"
"13","","","20222","","","","","103","1202220001","102111"
"13","","","20222","","","","","104","1202220002","102311"
"13","","","20222","","","","","105","1202220003","3"
"3","","travel_topdrama_r_2000_talk_sad_loop_dere","20222","1","0.2","0","","travel_topdrama_r_2000_talk_sad_in_dere","1202220004","102111"
"21","","0","20222","","","0","","vo_travel_talk_20022_00","1202220005","vo_travel_talk"
"11","0","1","20222","1","0","10","0","今天的冒險，\n未來想透過演戲的方式讓大家看看呢……♪\n名字就叫「綾音與胡桃的大冒險」怎麼樣？","1202220006","102111"
"91","","","20222","","","","","","1202220007","0"
"3","","","20222","","0.2","1","","travel_topdrama_r_2000_idle_sad_joy","1202220008","102111"
"3","","travel_topdrama_r_2000_talk_kyapi_loop","20222","1","0.2","0","0.2","travel_topdrama_r_2000_talk_kyapi_in","1202220009","102311"
"21","","0","20222","","","0","","vo_travel_talk_20022_01","1202220010","vo_travel_talk"
"11","0","1","20222","1","0","10","0","我也贊成！冒險冒險♪\n會不會有寶物呢～會不會有魔物出現呢♪\n來吧，靠近我們，現身吧！","1202220011","102311"
"91","","","20222","","","","","","1202220012","0"
"3","","","20222","","0.2","1","","travel_topdrama_r_2000_talk_smile_loop","1202220013","102311"
"3","","","20222","","0.2","1","","travel_topdrama_r_2000_talk_sad_loop_dere","1202220014","102111"
"3","","","20222","","0","1","","travel_topdrama_r_2022_laugh","1202220015","3"
"21","","0","20222","","","0","","vo_travel_talk_20022_02","1202220016","vo_travel_talk"
"11","0","1","20222","1","0","10","0","「喂，別隨便叫魔物接近我們！\n我們要找的只有寶箱！別突然暴衝！\n唉唉……真是的，當領隊還真辛苦。」","1202220017","3"
"91","","","20222","","","","","","1202220018","0"
"112","","","20222","","","","","","1202220019",""
"91","","","20222","","","","","","1202220020","0"
"1","travel_topdrama_r_2000_idle_doya","42","20231","-68","0.8","101","1","104811","1202310001","1"
"1","travel_topdrama_r_2000_idle_sad_surprise","-42","20231","-68","0.8","102","0","104611","1202310002","1"
"5","mana","0","20231","-75","1","110","0","0","1202310003","0"
"91","","","20231","","","","","","1202310004","0"
"93","","","20231","","","","","0","1202310005","10"
"101","","","20231","","","","","","1202310006","1202310005"
"3","","","20231","","0","0","","none","1202310007","0"
"91","","","20231","","","","","","1202310008","0"
"13","","","20232","","","","","103","1202320001","104811"
"13","","","20232","","","","","104","1202320002","104611"
"3","","travel_topdrama_r_2000_talk_doya_loop_faceAnger","20232","1","0.2","0","0","travel_topdrama_r_2000_talk_doya_in_faceAnger","1202320003","104811"
"21","","0","20232","","","0","","vo_travel_talk_20023_00","1202320004","vo_travel_talk"
"11","0","1","20232","1","0","10","0","我們是承接了很多工作才出發的，\n沒時間悠悠哉哉的了。\n調查後採集，挖掘後販賣，冒險也要有效率地進行喔！","1202320005","104811"
"91","","","20232","","","","","","1202320006","0"
"3","","","20232","","0.2","1","","travel_topdrama_r_2000_idle_doya_anger","1202320007","104811"
"3","","travel_topdrama_r_2000_talk_kyapi_loop_dere2","20232","1","0.2","0","0","travel_topdrama_r_2000_talk_kyapi_in_dere2","1202320008","104611"
"21","","0","20232","","","0","","vo_travel_talk_20023_01","1202320009","vo_travel_talk"
"11","0","1","20232","1","0","10","0","美冬總是太拚了喵。\n休息就是要慢慢地、悠悠哉哉地喵。\n我們在這裡曬一整天的太陽吧喵～♪","1202320010","104611"
"91","","","20232","","","","","","1202320011","0"
"3","","","20232","","0.2","1","","travel_topdrama_r_2000_idle_sleep","1202320012","104611"
"3","","","20232","","0.2","1","0","travel_topdrama_r_2000_talk_normal_surprise","1202320013","104811"
"21","","0","20232","","","0","","vo_travel_talk_20023_02","1202320014","vo_travel_talk"
"11","0","1","20232","1","0","10","0","的確，在這裡的話，就能有高品質的休息了♪\n那就設定好碼表……\n開始有效率地休息吧！","1202320015","104811"
"91","","","20232","","","","","","1202320016","0"
"3","","","20232","1","0.2","0","","travel_topdrama_r_2000_talk_guts_in","1202320017","104811"
"91","","","20232","","","","","","1202320018","0"
"3","","","20232","","0","1","","travel_topdrama_r_2000_talk_guts_loop","1202320019","104811"
"93","","","20232","","","","","0","1202320020","1"
"112","","","20232","","","","","","1202320021",""
"91","","","20232","","","","","","1202320022","0"
"1","travel_topdrama_r_2000_idle_memory_blink","42","20241","-68","0.8","101","1","102711","1202410001","1"
"1","travel_topdrama_r_2000_idle_normal","-42","20241","-68","0.8","102","0","105111","1202410002","1"
"5","mana","0","20241","-75","1","110","0","0","1202410003","0"
"91","","","20241","","","","","","1202410004","0"
"93","","","20241","","","","","0","1202410005","10"
"101","","","20241","","","","","","1202410006","1202410005"
"3","","","20241","","0","0","","none","1202410007","0"
"91","","","20241","","","","","","1202410008","0"
"13","","","20242","","","","","103","1202420001","102711"
"13","","","20242","","","","","104","1202420002","105111"
"3","","","20242","","0.2","1","","travel_topdrama_r_2000_talk_wish_loop","1202420003","102711"
"21","","0","20242","","","0","","vo_travel_talk_20024_00","1202420004","vo_travel_talk"
"11","0","1","20242","1","0","10","0","我會毫不留情地破壞\n阻礙我前進的一切，嘻嘻。\n這全都是為了那位大人和我的未來……","1202420005","102711"
"91","","","20242","","","","","","1202420006","0"
"3","","","20242","","0.2","1","","travel_topdrama_r_2000_idle_wish_joy","1202420007","102711"
"3","","travel_topdrama_r_2000_humu_loop","20242","1","0.2","0","0","travel_topdrama_r_2000_humu_in","1202420008","105111"
"21","","0","20242","","","0","","vo_travel_talk_20024_01","1202420009","vo_travel_talk"
"11","0","1","20242","1","0","10","0","不愧是破壞者，來路上的瓦礫都堆成山了，\n甚至還想繼續破壞，\n真是令人惶恐呢，呵呵……♪","1202420010","105111"
"91","","","20242","","","","","","1202420011","0"
"3","","","20242","","0.2","1","","travel_topdrama_r_2000_humu_loop_shy","1202420012","105111"
"3","","","20242","","0.2","1","","travel_topdrama_r_2000_talk_sad_loop_doya","1202420013","102711"
"21","","0","20242","","","0","","vo_travel_talk_20024_02","1202420014","vo_travel_talk"
"11","0","1","20242","1","0","10","0","來尋找實驗材料的你也一樣，獨眼惡魔。\n讓我們獲得能讓彼此滿意的成果吧……\n嘻嘻嘻。","1202420015","102711"
"91","","","20242","","","","","","1202420016","0"
"3","","","20242","","0.2","1","","travel_topdrama_r_2000_idle_sad_nervous","1202420017","102711"
"112","","","20242","","","","","","1202420018",""
"91","","","20242","","","","","","1202420019","0"
"1","travel_topdrama_r_2000_hop_loop","42","20251","-68","0.8","101","1","100511","1202510001","1"
"1","travel_topdrama_r_2000_idle_doya_talkJoy1R","-42","20251","-68","0.8","102","0","103711","1202510002","1"
"5","mana","0","20251","-75","1","110","0","0","1202510003","0"
"91","","","20251","","","","","","1202510004","0"
"93","","","20251","","","","","0","1202510005","10"
"101","","","20251","","","","","","1202510006","1202510005"
"3","","","20251","","0","0","","none","1202510007","0"
"91","","","20251","","","","","","1202510008","0"
"13","","","20252","","","","","103","1202520001","100511"
"13","","","20252","","","","","104","1202520002","103711"
"3","","travel_topdrama_r_2000_hop_loop","20252","1","0.2","0","","travel_topdrama_r_2000_hop_in","1202520003","100511"
"21","","0","20252","","","0","","vo_travel_talk_20025_00","1202520004","vo_travel_talk"
"11","0","1","20252","1","0","10","0","哇啊～！好厲害！真是絕景！\n太帥啦～！\n就像虎虎修行的地方一樣～！","1202520005","100511"
"91","","","20252","","","","","","1202520006","0"
"3","","","20252","","0.2","1","","travel_topdrama_r_2000_hop_idle","1202520007","100511"
"3","","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","20252","1","0.2","0","","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","1202520008","103711"
"21","","0","20252","","","0","","vo_travel_talk_20025_01","1202520009","vo_travel_talk"
"11","0","1","20252","1","0","10","0","置身在惡劣環境中鑽研自己，\n這也是冒險的醍醐味呢。\n而且在這裡就能盡情地變身──","1202520010","103711"
"91","","","20252","","","","","","1202520011","0"
"3","","travel_topdrama_r_2000_tomo_henshin_loop","20252","1","0.1","0","0","travel_topdrama_r_2000_tomo_henshin_in","1202520012","103711"
"3","","travel_topdrama_r_2000_matsuri_eieio_loop","20252","1","0.2","0","0.2","travel_topdrama_r_2000_matsuri_eieio_in","1202520013","100511"
"21","","0","20252","","","0","","vo_travel_talk_20025_02","1202520014","vo_travel_talk"
"11","0","1","20252","1","0","10","0","變身成正義英雄！\n沒有啦，開玩笑的……\n奇怪？小智姐也想擺出變身姿勢嗎？","1202520015","100511"
"91","","","20252","","","","","","1202520016","0"
"112","","","20252","","","","","","1202520017",""
"91","","","20252","","","","","","1202520018","0"
"1","travel_topdrama_r_2000_idle_wish_joy","0","20261","-68","0.8","101","1","105911","1202610001","1"
"5","mana","0","20261","-75","1","110","0","0","1202610002","0"
"91","","","20261","","","","","","1202610003","0"
"93","","","20261","","","","","0","1202610004","10"
"101","","","20261","","","","","","1202610005","1202610004"
"3","","","20261","","0","0","","none","1202610006","0"
"91","","","20261","","","","","","1202610007","0"
"13","","","20262","","","","","103","1202620001","105911"
"3","","travel_topdrama_r_2000_talk_surprise_loop","20262","1","0.1","0","0","travel_topdrama_r_2000_wishToSurprise","1202620002","105911"
"21","","0","20262","","","0","","vo_travel_talk_20026_00","1202620003","vo_travel_talk"
"11","0","1","20262","1","0","10","0","呼，看來我們走到很遠的地方了呢。\n不過，所謂的冒險，\n不管是在什麼時候進行都很有趣呢……♪","1202620004","105911"
"91","","","20262","","","","","","1202620005","0"
"3","","","20262","","0.2","1","","travel_topdrama_r_2000_talk_wish_loop","1202620006","105911"
"21","","0","20262","","","0","","vo_travel_talk_20026_01","1202620007","vo_travel_talk"
"11","0","1","20262","1","0","10","0","為了不輸給各位，\n在下也會繼續調查。\n請好好看著吧，主人。","1202620008","105911"
"91","","","20262","","","","","","1202620009","0"
"112","","","20262","","","","","","1202620010",""
"91","","","20262","","","","","","1202620011","0"
"1","travel_topdrama_r_2000_ames_idle_normal","0","20271","-68","0.8","101","1","123011","1202710001","1"
"5","mana","0","20271","-75","1","110","0","0","1202710002","0"
"91","","","20271","","","","","","1202710003","0"
"93","","","20271","","","","","0","1202710004","10"
"101","","","20271","","","","","","1202710005","1202710004"
"3","","","20271","","0","0","","none","1202710006","0"
"91","","","20271","","","","","","1202710007","0"
"13","","","20272","","","","","103","1202720001","123011"
"3","","travel_topdrama_r_2000_ames_talk_wish_loop","20272","1","0.2","0","0","travel_topdrama_r_2000_ames_talk_wish_in","1202720002","123011"
"21","","0","20272","","","0","","vo_travel_talk_20027_00","1202720003","vo_travel_talk"
"11","0","1","20272","1","0","10","0","呼，呼……冒險遠比想像中還要求體力呢……\n嗯，不過，實際來了一趟後，\n發現景色真美♪","1202720004","123011"
"91","","","20272","","","","","","1202720005","0"
"3","","","20272","","0.2","1","","travel_topdrama_r_2000_ames_talk_yareyare","1202720006","123011"
"21","","0","20272","","","0","","vo_travel_talk_20027_01","1202720007","vo_travel_talk"
"11","0","1","20272","1","0","10","0","下次要和那傢伙一起……\n去哪才好呢？\n得請他當我的護衛才行呢。","1202720008","123011"
"91","","","20272","","","","","","1202720009","0"
"3","","","20272","","0.2","1","","travel_topdrama_r_2000_ames_idle_yareyare","1202720010","123011"
"112","","","20272","","","","","","1202720011",""
"91","","","20272","","","","","","1202720012","0"
"1","travel_topdrama_r_2000_idle_cool","42","20281","-68","0.8","101","1","106811","1202810001","1"
"1","travel_topdrama_r_2000_kaiser_idle_arm_crossed","-42","20281","-68","0.8","102","0","106911","1202810002","1"
"5","mana","0","20281","-75","1","110","0","0","1202810003","0"
"91","","","20281","","","","","","1202810004","0"
"93","","","20281","","","","","0","1202810005","10"
"101","","","20281","","","","","","1202810006","1202810005"
"3","","","20281","","0","0","","none","1202810007","0"
"91","","","20281","","","","","","1202810008","0"
"13","","","20282","","","","","103","1202820001","106811"
"13","","","20282","","","","","104","1202820002","106911"
"3","","travel_topdrama_r_2000_talk_cool_loop","20282","1","0.2","0","0","travel_topdrama_r_2000_talk_cool_in","1202820003","106811"
"21","","0","20282","","","0","","vo_travel_talk_20028_00","1202820004","vo_travel_talk"
"11","0","1","20282","1","0","10","0","啊哈哈，瞧你一張臭臉。\n也對，突然被拉出來當然會有所不滿了。\n好了好了，這可是冒險喔，得好好享受才行！","1202820005","106811"
"91","","","20282","","","","","","1202820006","0"
"3","","","20282","","0.2","1","","travel_topdrama_r_2000_idle_cool","1202820007","106811"
"3","","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","20282","1","0.2","0","0","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","1202820008","106911"
"21","","0","20282","","","0","","vo_travel_talk_20028_01","1202820009","vo_travel_talk"
"11","0","1","20282","1","0","10","0","你那漫不經心的口氣，真是讓人怒火中燒。\n事到如今你還在問我是要冒險嗎……？\n別開玩笑了。","1202820010","106911"
"91","","","20282","","","","","","1202820011","0"
"3","","","20282","","0.2","1","","travel_topdrama_r_2000_kaiser_idle_arm_crossed","1202820012","106911"
"3","","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","20282","1","0.2","0","","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","1202820013","106811"
"21","","0","20282","","","0","","vo_travel_talk_20028_02","1202820014","vo_travel_talk"
"11","0","1","20282","1","0","10","0","我可是認真的喔。\n要從山頂到谷底，海洋到草原，踏遍廣闊的世界！\n我還帶了飯糰，準備齊全了。來吧，出發囉！","1202820015","106811"
"91","","","20282","","","","","","1202820016","0"
"3","","","20282","","0.2","1","","travel_topdrama_r_2000_idle_arm_crossed","1202820017","106811"
"112","","","20282","","","","","","1202820018",""
"91","","","20282","","","","","","1202820019","0"
"1","travel_topdrama_r_3001_idle_B","-17.5","30011","-75.6","0.8","51","0","1000001","1300110001","1"
"5","travel_topdrama_r_3001_idle_B","-17.5","30011","-75.6","0.8","50","0","12","1300110002","1"
"1","travel_topdrama_r_3001_idle_A","31.4","30011","-56.1","0.8","49","0","1000002","1300110003","1"
"5","travel_topdrama_r_3001_idle_A","31.4","30011","-56.1","0.8","48","0","11","1300110004","1"
"5","travel_topdrama_r_3001_idle_A","31.4","30011","-56.1","0.8","49","0","13","1300110005","2"
"5","normal","0","30011","-88","1","110","","0","1300110006","0"
"31","","-43.7","30011","0.5","1","-30.3","","300101","1300110007","300101"
"31","","-110","30011","1","1","260","","300103","1300110008","300103"
"31","","-127","30011","1","1","215","","300111","1300110009","300111"
"91","","","30011","","","","","0","1300110010","0"
"3","","","30011","","0","0","0","travel_topdrama_r_3001_idle_B","1300110011","1000001"
"3","","","30011","","0","0","0","travel_topdrama_r_3001_idle_B","1300110012","12"
"3","","","30011","","0","0","0","travel_topdrama_r_3001_idle_A","1300110013","1000002"
"3","","","30011","","0","0","0","travel_topdrama_r_3001_idle_A","1300110014","11"
"93","","","30011","","","","","0","1300110015","1.7"
"101","","","30011","","","","","0","1300110016","1300110011"
"3","","","30011","","0","0","","none","1300110017","0"
"91","","","30011","","","","","0","1300110018","0"
"31","","-110","30012","1","0","260","","300106","1300120001","300106"
"31","","-110","30012","1","0","260","","300108","1300120002","300108"
"31","","92.6","30012","0.4","0","17.3","","300100","1300120003","300100"
"31","","92.6","30012","0.4","0","0","","300104","1300120004","300104"
"91","","","30012","","","","","","1300120005","0"
"3","","","30012","","0.5","1","","travel_topdrama_r_3001_idle_A","1300120006","1000002"
"3","","","30012","","0.5","1","","travel_topdrama_r_3001_idle_A","1300120007","11"
"3","","","30012","","0.5","1","","travel_topdrama_r_3001_idle_B","1300120008","1000001"
"3","","","30012","","0.5","1","","travel_topdrama_r_3001_idle_B","1300120009","12"
"93","","","30012","","","","","0","1300120010","0.2"
"32","","","30012","","","","","1","1300120011","300100"
"93","","","30012","","","","","0","1300120012","2"
"32","","","30012","","","","","0","1300120013","300103"
"32","","","30012","","","","","1","1300120014","300108"
"32","","","30012","","","","","1","1300120015","300106"
"23","","","30012","","","0","","se_travel_top_fishing_hit","1300120016","se_travel_top"
"3","","","30012","","0","0","","travel_topdrama_r_3001_1_01_A","1300120017","1000002"
"3","","","30012","","0","0","","travel_topdrama_r_3001_1_01_A","1300120018","11"
"3","","","30012","","0.5","0","","travel_topdrama_r_3001_1_01_B","1300120019","1000001"
"3","","","30012","","0.5","0","","travel_topdrama_r_3001_1_01_B","1300120020","12"
"91","","","30012","","","","","","1300120021","0"
"32","","","30012","","","","","0","1300120022","300108"
"3","","","30012","","0","0","","travel_topdrama_r_3001_1_02_A","1300120023","1000002"
"3","","","30012","","0","0","","travel_topdrama_r_3001_1_02_A","1300120024","11"
"3","","","30012","","0.2","0","","travel_topdrama_r_3001_1_02_B","1300120025","1000001"
"3","","","30012","","0.2","0","","travel_topdrama_r_3001_1_02_B","1300120026","12"
"93","","","30012","","","","","0","1300120027","1"
"32","","","30012","","","","","0","1300120028","300100"
"91","","","30012","","","","","","1300120029","0"
"31","","-110","30012","1","1","260","","300107","1300120030","300107"
"23","","","30012","","","0","","se_travel_top_fishing_appear_box","1300120031","se_travel_top"
"3","","","30012","","","0","","travel_topdrama_r_3001_1_03_A","1300120032","1000002"
"3","","","30012","","","0","","travel_topdrama_r_3001_1_03_A","1300120033","11"
"3","","","30012","","","0","","travel_topdrama_r_3001_1_03_A","1300120034","13"
"3","","","30012","","","0","","travel_topdrama_r_3001_1_03_B","1300120035","1000001"
"3","","travel_topdrama_r_3001_1_03_B_loop","30012","1","0.2","0","","travel_topdrama_r_3001_1_03_B","1300120036","12"
"93","","","30012","","","","","0","1300120037","0.8"
"32","","","30012","","","","","0","1300120038","300106"
"111","","","30012","","","","","","1300120039",""
"91","","","30012","","","","","","1300120040","0"
"1","travel_topdrama_r_3001_idle_B","-17.5","30021","-75.6","0.8","51","0","1000001","1300210001","1"
"5","travel_topdrama_r_3001_idle_B","-17.5","30021","-75.6","0.8","50","0","12","1300210002","1"
"1","travel_topdrama_r_3001_idle_A","31.4","30021","-56.1","0.8","49","0","1000002","1300210003","1"
"5","travel_topdrama_r_3001_idle_A","31.4","30021","-56.1","0.8","48","0","11","1300210004","1"
"5","travel_topdrama_r_3001_idle_A","31.4","30021","-56.1","0.8","49","0","13","1300210005","2"
"5","normal","0","30021","-88","1","110","","0","1300210006","0"
"31","","-43.7","30021","0.5","1","-30.3","","300201","1300210007","300201"
"31","","-110","30021","1","1","260","","300203","1300210008","300203"
"31","","-127","30021","1","1","215","","300211","1300210009","300211"
"91","","","30021","","","","","0","1300210010","0"
"3","","","30021","","0","0","0","travel_topdrama_r_3001_idle_B","1300210011","1000001"
"3","","","30021","","0","0","0","travel_topdrama_r_3001_idle_B","1300210012","12"
"3","","","30021","","0","0","0","travel_topdrama_r_3001_idle_A","1300210013","1000002"
"3","","","30021","","0","0","0","travel_topdrama_r_3001_idle_A","1300210014","11"
"93","","","30021","","","","","0","1300210015","1.7"
"101","","","30021","","","","","0","1300210016","1300210011"
"3","","","30021","","0","0","","none","1300210017","0"
"91","","","30021","","","","","0","1300210018","0"
"31","","-110","30022","1","0","260","","300206","1300220001","300206"
"31","","-110","30022","1","0","260","","300208","1300220002","300208"
"31","","92.6","30022","0.4","0","17.3","","300200","1300220003","300200"
"31","","92.6","30022","0.4","0","0","","300204","1300220004","300204"
"91","","","30022","","","","","","1300220005","0"
"3","","","30022","","0.5","1","","travel_topdrama_r_3001_idle_A","1300220006","1000002"
"3","","","30022","","0.5","1","","travel_topdrama_r_3001_idle_A","1300220007","11"
"3","","","30022","","0.5","1","","travel_topdrama_r_3001_idle_B","1300220008","1000001"
"3","","","30022","","0.5","1","","travel_topdrama_r_3001_idle_B","1300220009","12"
"93","","","30022","","","","","0","1300220010","0.2"
"32","","","30022","","","","","1","1300220011","300200"
"93","","","30022","","","","","0","1300220012","2"
"32","","","30022","","","","","0","1300220013","300203"
"32","","","30022","","","","","1","1300220014","300208"
"32","","","30022","","","","","1","1300220015","300206"
"23","","","30022","","","0","","se_travel_top_fishing_hit","1300220016","se_travel_top"
"3","","","30022","","0","0","","travel_topdrama_r_3001_1_01_A","1300220017","1000002"
"3","","","30022","","0","0","","travel_topdrama_r_3001_1_01_A","1300220018","11"
"3","","","30022","","0.5","0","","travel_topdrama_r_3001_1_01_B","1300220019","1000001"
"3","","","30022","","0.5","0","","travel_topdrama_r_3001_1_01_B","1300220020","12"
"91","","","30022","","","","","","1300220021","0"
"32","","","30022","","","","","0","1300220022","300208"
"3","","","30022","","0","0","","travel_topdrama_r_3001_1_02_A","1300220023","1000002"
"3","","","30022","","0","0","","travel_topdrama_r_3001_1_02_A","1300220024","11"
"3","","","30022","","0.2","0","","travel_topdrama_r_3001_1_02_B","1300220025","1000001"
"3","","","30022","","0.2","0","","travel_topdrama_r_3001_1_02_B","1300220026","12"
"93","","","30022","","","","","0","1300220027","1"
"32","","","30022","","","","","0","1300220028","300200"
"91","","","30022","","","","","","1300220029","0"
"31","","-110","30022","1","1","260","","300107","1300220030","300207"
"23","","","30022","","","0","","se_travel_top_fishing_appear_silverbox","1300220031","se_travel_top"
"3","","","30022","","","0","","travel_topdrama_r_3001_1_03_A","1300220032","1000002"
"3","","","30022","","","0","","travel_topdrama_r_3002_03_A","1300220033","11"
"3","","","30022","","","0","","travel_topdrama_r_3002_03_A","1300220034","13"
"3","","","30022","","","0","","travel_topdrama_r_3001_1_03_B","1300220035","1000001"
"3","","travel_topdrama_r_3001_1_03_B_loop","30022","1","0.2","0","","travel_topdrama_r_3001_1_03_B","1300220036","12"
"93","","","30022","","","","","0","1300220037","0.8"
"32","","","30022","","","","","0","1300220038","300206"
"111","","","30022","","","","","","1300220039",""
"91","","","30022","","","","","","1300220040","0"
"1","travel_topdrama_r_3001_idle_B","-17.5","30031","-75.6","0.8","51","0","1000001","1300310001","1"
"5","travel_topdrama_r_3001_idle_B","-17.5","30031","-75.6","0.8","50","0","12","1300310002","1"
"1","travel_topdrama_r_3001_idle_A","31.4","30031","-56.1","0.8","49","0","1000002","1300310003","1"
"5","travel_topdrama_r_3001_idle_A","31.4","30031","-56.1","0.8","48","0","11","1300310004","1"
