1225152f1c771b183736cc4702b8b4e65221100f296f40d2141f61b2a57da01a,3e0c4e2c6c2322f72cbfae7f47c569c4c9b81b1b8684fa2837cacdd8d125d7d6,ef7651623928ac56587775e5dc7160036c0907a9e91fab28d0c8a1eb90d37264,590e95f40efb696b902b64aad4ea39e06175850ae8e9dbb1a2cc42fbe7987d07,651c62f89d30c0902657f5b48f0785d088722df1f84aaae39ddcc287b89b9cb0,1da5fbf6d0995ba45b080d4b691698b6acae070563a9ca7fc2b616c3587fab88,13677ef6369def00984a9c4447452318ddeedcc757486fcadb2508f98a625236,5dfabf1ed101a2629f11d48bb2c993b0369ad8e00ce4543b267b735d4940d121,29ecd6fcdf336184fb3e2330cc9208eaf654e8dbd67a349eeef2bef2fa3316d1,978584e37ad6106c5cb0696242cbd91eb66e660c6a08d80b319d0e2f11476c9e,065136827ed4683a0d8e0b0ce614c693de5bf1a5ba415248cedbeb630346daf5,f83a7f7de703b785f6b2a718fa2b253ca70baf955a53805ee4b42fb2c48294a7
"53","0","0","0","vo_ske","0","1005901","0","vo_ske_0608","2","0","100590153"
"54","0","0","221","0","10","1005901","0","0","1","2","100590154"
"55","1","0","0","0","0","1005901","2.7","0","4","0","100590155"
"56","0","221","385","0","10","1005901","0","0","1","1","100590156"
"57","1","0","0","0","0","1005901","1","0","4","0","100590157"
"58","0","0","0","0","11","1005901","0","0","1","0.7","100590158"
"59","1","0","0","0","0","1005901","1.9","0","4","0","100590159"
"60","0","0","400","0","11","1005901","0","0","1","1.6","100590160"
"61","1","0","0","0","0","1005901","4","0","4","0","100590161"
"62","0","0","0","vo_ske","0","1005901","0","vo_ske_0609","2","0","100590162"
"63","0","0","288","0","12","1005901","0","0","1","2","100590163"
"64","1","0","0","0","0","1005901","3.8","0","4","0","100590164"
"65","0","0","0","vo_ske","0","1005901","0","vo_ske_0610","2","0","100590165"
"66","0","0","189","0","13","1005901","0","0","1","0.7","100590166"
"67","1","0","0","0","0","1005901","1.4","0","4","0","100590167"
"68","0","189","340","0","13","1005901","0","0","1","1.7","100590168"
"69","1","0","0","0","0","1005901","4.2","0","4","0","100590169"
"1","1","0","0","0","0","1005902","0.8","0","4","0","100590201"
"2","0","0","0","vo_ske","0","1005902","0","vo_ske_0701","2","0","100590202"
"3","0","0","310","0","1","1005902","0","0","1","2.3","100590203"
"4","1","0","0","0","0","1005902","3.6","0","4","0","100590204"
"5","0","0","0","vo_ske","0","1005902","0","vo_ske_0702","2","0","100590205"
"6","0","0","215","0","2","1005902","0","0","1","0.9","100590206"
"7","1","0","0","0","0","1005902","1.6","0","4","0","100590207"
"8","0","215","316","0","2","1005902","0","0","1","0.7","100590208"
"9","1","0","0","0","0","1005902","1.6","0","4","0","100590209"
"10","0","0","86","0","3","1005902","0","0","1","0.9","100590210"
"11","1","0","0","0","0","1005902","1.5","0","4","0","100590211"
"12","0","86","250","0","3","1005902","0","0","1","1.9","100590212"
"13","1","0","0","0","0","1005902","3.5","0","4","0","100590213"
"14","0","0","0","vo_ske","0","1005902","0","vo_ske_0703","2","0","100590214"
"15","0","0","180","0","4","1005902","0","0","1","1.2","100590215"
"16","1","0","0","0","0","1005902","2.1","0","4","0","100590216"
"17","0","180","410","0","4","1005902","0","0","1","1.6","100590217"
"18","1","0","0","0","0","1005902","1.6","0","4","0","100590218"
"19","0","0","88","0","5","1005902","0","0","1","0.6","100590219"
"20","1","0","0","0","0","1005902","2.5","0","4","0","100590220"
"21","0","0","0","vo_ske","0","1005902","0","vo_ske_0704","2","0","100590221"
"22","0","88","194","0","5","1005902","0","0","1","0.7","100590222"
"23","1","0","0","0","0","1005902","2.4","0","4","0","100590223"
"24","0","194","410","0","5","1005902","0","0","1","1.1","100590224"
"25","1","0","0","0","0","1005902","1.1","0","4","0","100590225"
"26","0","0","119","0","6","1005902","0","0","1","1.5","100590226"
"27","1","0","0","0","0","1005902","2","0","4","0","100590227"
"28","0","119","410","0","6","1005902","0","0","1","1.4","100590228"
"29","1","0","0","0","0","1005902","2.9","0","4","0","100590229"
"30","0","0","0","vo_ske","0","1005902","0","vo_ske_0705","2","0","100590230"
"31","0","0","105","0","7","1005902","0","0","1","0.6","100590231"
"32","1","0","0","0","0","1005902","1.4","0","4","0","100590232"
"33","0","105","390","0","7","1005902","0","0","1","2","100590233"
"34","1","0","0","0","0","1005902","5.2","0","4","0","100590234"
"35","0","0","0","vo_ske","0","1005902","0","vo_ske_0706","2","0","100590235"
"36","0","0","167","0","8","1005902","0","0","1","1.226","100590236"
"37","1","0","0","0","0","1005902","1.934","0","4","0","100590237"
"38","0","167","247","0","8","1005902","0","0","1","1.42","100590238"
"39","1","0","0","0","0","1005902","1.552","0","4","0","100590239"
"40","0","247","410","0","8","1005902","0","0","1","0.6","100590240"
"41","1","0","0","0","0","1005902","0.6","0","4","0","100590241"
"42","0","0","149","0","9","1005902","0","0","1","1.2","100590242"
"43","1","0","0","0","0","1005902","3","0","4","0","100590243"
"44","0","0","0","vo_ske","0","1005902","0","vo_ske_0707","2","0","100590244"
"45","0","149","269","0","9","1005902","0","0","1","1","100590245"
"46","1","0","0","0","0","1005902","2","0","4","0","100590246"
"47","0","269","402","0","9","1005902","0","0","1","0.9","100590247"
"48","1","0","0","0","0","1005902","3.1","0","4","0","100590248"
"49","0","0","0","vo_ske","0","1005902","0","vo_ske_0708","2","0","100590249"
"50","0","0","200","0","10","1005902","0","0","1","1.1","100590250"
"51","1","0","0","0","0","1005902","2.4","0","4","0","100590251"
"52","0","0","0","vo_ske","0","1005902","0","vo_ske_0709","2","0","100590252"
"53","0","0","236","0","11","1005902","0","0","1","2.5","100590253"
"54","1","0","0","0","0","1005902","3.4","0","4","0","100590254"
"55","0","0","0","vo_ske","0","1005902","0","vo_ske_0710","2","0","100590255"
"56","0","236","410","0","11","1005902","0","0","1","1.4","100590256"
"57","1","0","0","0","0","1005902","2.1","0","4","0","100590257"
"58","0","0","302","0","12","1005902","0","0","1","1.3","100590258"
"59","1","0","0","0","0","1005902","3.2","0","4","0","100590259"
"60","0","0","0","vo_ske","0","1005902","0","vo_ske_0711","2","0","100590260"
"61","0","0","88","0","13","1005902","0","0","1","0.8","100590261"
"62","1","0","0","0","0","1005902","1.9","0","4","0","100590262"
"63","0","88","305","0","13","1005902","0","0","1","1.7","100590263"
"64","1","0","0","0","0","1005902","3.5","0","4","0","100590264"
"65","0","0","0","vo_ske","0","1005902","0","vo_ske_0712","2","0","100590265"
"66","0","0","188","0","14","1005902","0","0","1","1","100590266"
"67","1","0","0","0","0","1005902","1.9","0","4","0","100590267"
"68","0","188","420","0","14","1005902","0","0","1","1.6","100590268"
"69","1","0","0","0","0","1005902","4.1","0","4","0","100590269"
"1","1","0","0","0","0","1005903","0.8","0","4","0","100590301"
"2","0","0","0","vo_ske","0","1005903","0","vo_ske_0801","2","0","100590302"
"3","0","0","231","0","1","1005903","0","0","1","2.2","100590303"
"4","1","0","0","0","0","1005903","3.4","0","4","0","100590304"
"5","0","0","0","vo_ske","0","1005903","0","vo_ske_0802","2","0","100590305"
"6","0","0","50","0","2","1005903","0","0","1","0.465","100590306"
"7","1","0","0","0","0","1005903","0.998","0","4","0","100590307"
"8","0","50","226","0","2","1005903","0","0","1","1.722","100590308"
"9","1","0","0","0","0","1005903","3.024","0","4","0","100590309"
"10","0","226","388","0","2","1005903","0","0","1","0.8","100590310"
"11","1","0","0","0","0","1005903","0.8","0","4","0","100590311"
"12","0","0","136","0","3","1005903","0","0","1","0.9","100590312"
"13","1","0","0","0","0","1005903","2.5","0","4","0","100590313"
"14","0","136","263","0","3","1005903","0","0","1","1","100590314"
"15","1","0","0","0","0","1005903","1.8","0","4","0","100590315"
"16","0","263","388","0","3","1005903","0","0","1","1.2","100590316"
"17","1","0","0","0","0","1005903","1.2","0","4","0","100590317"
"18","0","0","0","0","4","1005903","0","0","1","0.828","100590318"
"19","1","0","0","0","0","1005903","3.156","0","4","0","100590319"
"20","0","0","0","vo_ske","0","1005903","0","vo_ske_0803","2","0","100590320"
"21","0","0","71","0","4","1005903","0","0","1","1.2","100590321"
"22","1","0","0","0","0","1005903","2.3","0","4","0","100590322"
"23","0","71","347","0","4","1005903","0","0","1","1.8","100590323"
"24","1","0","0","0","0","1005903","3.4","0","4","0","100590324"
"25","0","0","350","0","5","1005903","0","0","1","1.9","100590325"
"26","1","0","0","0","0","1005903","4.3","0","4","0","100590326"
"27","0","0","0","vo_ske","0","1005903","0","vo_ske_0804","2","0","100590327"
"28","0","0","117","0","6","1005903","0","0","1","1.067","100590328"
"29","1","0","0","0","0","1005903","1.523","0","4","0","100590329"
"30","0","117","235","0","6","1005903","0","0","1","0.674","100590330"
"31","1","0","0","0","0","1005903","2.337","0","4","0","100590331"
"32","0","0","0","vo_ske","0","1005903","0","vo_ske_0805","2","0","100590332"
"33","0","0","235","0","7","1005903","0","0","1","1.1","100590333"
"34","1","0","0","0","0","1005903","1.1","0","4","0","100590334"
"35","0","0","0","0","8","1005903","0","0","1","0.675","100590335"
"36","1","0","0","0","0","1005903","1.662","0","4","0","100590336"
"37","0","0","350","0","8","1005903","0","0","1","2","100590337"
"38","1","0","0","0","0","1005903","4.3","0","4","0","100590338"
"39","0","0","0","vo_ske","0","1005903","0","vo_ske_0806","2","0","100590339"
"40","0","0","125","0","9","1005903","0","0","1","1.3","100590340"
"41","1","0","0","0","0","1005903","2.5","0","4","0","100590341"
"42","0","125","358","0","9","1005903","0","0","1","1.7","100590342"
"43","1","0","0","0","0","1005903","1.7","0","4","0","100590343"
"44","0","358","400","0","9","1005903","0","0","1","0.5","100590344"
"45","1","0","0","0","0","1005903","3.5","0","4","0","100590345"
"46","0","0","0","vo_ske","0","1005903","0","vo_ske_0807","2","0","100590346"
"47","0","0","199","0","10","1005903","0","0","1","2","100590347"
"48","1","0","0","0","0","1005903","3.2","0","4","0","100590348"
"49","0","199","400","0","10","1005903","0","0","1","1.1","100590349"
"50","1","0","0","0","0","1005903","1.1","0","4","0","100590350"
"51","0","0","0","0","11","1005903","0","0","1","0.8","100590351"
"52","1","0","0","0","0","1005903","2.4","0","4","0","100590352"
"53","0","0","328","0","11","1005903","0","0","1","1.7","100590353"
"54","1","0","0","0","0","1005903","4.6","0","4","0","100590354"
"55","0","0","0","vo_ske","0","1005903","0","vo_ske_0808","2","0","100590355"
"56","0","0","95","0","12","1005903","0","0","1","0.4","100590356"
"57","1","0","0","0","0","1005903","2","0","4","0","100590357"
"58","0","95","250","0","12","1005903","0","0","1","2.3","100590358"
"59","1","0","0","0","0","1005903","3.2","0","4","0","100590359"
"60","0","250","380","0","12","1005903","0","0","1","0.9","100590360"
"61","1","0","0","0","0","1005903","3.2","0","4","0","100590361"
"62","0","0","0","vo_ske","0","1005903","0","vo_ske_0809","2","0","100590362"
"63","0","0","318","0","13","1005903","0","0","1","0.8","100590363"
"64","1","0","0","0","0","1005903","3.3","0","4","0","100590364"
"1","1","0","0","0","0","1005904","0.8","0","4","0","100590401"
"2","0","0","0","vo_ske","0","1005904","0","vo_ske_0901","2","0","100590402"
"3","0","0","158","0","1","1005904","0","0","1","1.325","100590403"
"4","1","0","0","0","0","1005904","2.008","0","4","0","100590404"
"5","0","158","365","0","1","1005904","0","0","1","1.863","100590405"
"6","1","0","0","0","0","1005904","3.699","0","4","0","100590406"
"7","0","0","0","vo_ske","0","1005904","0","vo_ske_0902","2","0","100590407"
"8","0","0","175","0","2","1005904","0","0","1","1.3","100590408"
"9","1","0","0","0","0","1005904","2.1","0","4","0","100590409"
"10","0","0","242","0","3","1005904","0","0","1","1.8","100590410"
"11","1","0","0","0","0","1005904","1.8","0","4","0","100590411"
"12","0","242","320","0","3","1005904","0","0","1","0.7","100590412"
"13","1","0","0","0","0","1005904","1.6","0","4","0","100590413"
"14","0","320","320","0","3","1005904","0","0","1","2.2","100590414"
"15","1","0","0","0","0","1005904","4.8","0","4","0","100590415"
"16","0","0","0","vo_ske","0","1005904","0","vo_ske_0903","2","0","100590416"
"17","0","0","252","0","4","1005904","0","0","1","2.3","100590417"
"18","1","0","0","0","0","1005904","3","0","4","0","100590418"
"19","0","252","415","0","4","1005904","0","0","1","0.8","100590419"
"20","1","0","0","0","0","1005904","1.3","0","4","0","100590420"
"21","0","0","415","0","5","1005904","0","0","1","2.8","100590421"
"22","1","0","0","0","0","1005904","4.9","0","4","0","100590422"
"23","0","0","0","vo_ske","0","1005904","0","vo_ske_0904","2","0","100590423"
"24","0","0","99","0","6","1005904","0","0","1","0.9","100590424"
"25","1","0","0","0","0","1005904","1.9","0","4","0","100590425"
"26","0","99","315","0","6","1005904","0","0","1","0.8","100590426"
"27","1","0","0","0","0","1005904","1.4","0","4","0","100590427"
"28","0","315","395","0","6","1005904","0","0","1","1.7","100590428"
"29","1","0","0","0","0","1005904","1.7","0","4","0","100590429"
"30","0","0","0","0","7","1005904","0","0","1","0.3","100590430"
"31","1","0","0","0","0","1005904","1.2","0","4","0","100590431"
"32","0","0","317","0","7","1005904","0","0","1","2.1","100590432"
"33","1","0","0","0","0","1005904","4.1","0","4","0","100590433"
"34","0","0","0","vo_ske","0","1005904","0","vo_ske_0905","2","0","100590434"
"35","0","0","123","0","8","1005904","0","0","1","1.3","100590435"
"36","1","0","0","0","0","1005904","1.9","0","4","0","100590436"
"37","0","123","311","0","8","1005904","0","0","1","0.59","100590437"
"38","1","0","0","0","0","1005904","2.656","0","4","0","100590438"
"39","0","0","0","vo_ske","0","1005904","0","vo_ske_0906","2","0","100590439"
"40","0","0","115","0","9","1005904","0","0","1","0.8","100590440"
"41","1","0","0","0","0","1005904","1.7","0","4","0","100590441"
"42","0","115","400","0","9","1005904","0","0","1","2.1","100590442"
"43","1","0","0","0","0","1005904","2.1","0","4","0","100590443"
"44","0","0","147","0","10","1005904","0","0","1","1.4","100590444"
"45","1","0","0","0","0","1005904","3.3","0","4","0","100590445"
"46","0","147","252","0","10","1005904","0","0","1","1.1","100590446"
"47","1","0","0","0","0","1005904","2.2","0","4","0","100590447"
"48","0","252","420","0","10","1005904","0","0","1","0.6","100590448"
"49","1","0","0","0","0","1005904","0.6","0","4","0","100590449"
"50","0","0","253","0","11","1005904","0","0","1","2.1","100590450"
"51","1","0","0","0","0","1005904","4.7","0","4","0","100590451"
"52","0","0","0","vo_ske","0","1005904","0","vo_ske_0907","2","0","100590452"
"53","0","0","95","0","12","1005904","0","0","1","0.8","100590453"
"54","1","0","0","0","0","1005904","1.7","0","4","0","100590454"
"55","0","95","272","0","12","1005904","0","0","1","1.34","100590455"
"56","1","0","0","0","0","1005904","1.874","0","4","0","100590456"
"57","0","272","410","0","12","1005904","0","0","1","0.776","100590457"
"58","1","0","0","0","0","1005904","2.613","0","4","0","100590458"
"59","0","0","0","vo_ske","0","1005904","0","vo_ske_0908","2","0","100590459"
"60","0","0","283","0","13","1005904","0","0","1","1.5","100590460"
"61","1","0","0","0","0","1005904","2.6","0","4","0","100590461"
"62","0","283","399","0","13","1005904","0","0","1","2","100590462"
"63","1","0","0","0","0","1005904","4.5","0","4","0","100590463"
"1","1","0","0","0","0","1005905","0.8","0","4","0","100590501"
"2","0","0","0","vo_ske","0","1005905","0","vo_ske_1001","2","0","100590502"
"3","0","0","114","0","1","1005905","0","0","1","0.5","100590503"
"4","1","0","0","0","0","1005905","1.1","0","4","0","100590504"
"5","0","114","235","0","1","1005905","0","0","1","1.4","100590505"
"6","1","0","0","0","0","1005905","2.8","0","4","0","100590506"
"7","0","0","0","vo_ske","0","1005905","0","vo_ske_1002","2","0","100590507"
"8","0","0","155","0","2","1005905","0","0","1","1.8","100590508"
"9","1","0","0","0","0","1005905","2.4","0","4","0","100590509"
"10","0","155","400","0","2","1005905","0","0","1","1.4","100590510"
"11","1","0","0","0","0","1005905","3.3","0","4","0","100590511"
"12","0","0","0","vo_ske","0","1005905","0","vo_ske_1003","2","0","100590512"
"13","0","0","264","0","3","1005905","0","0","1","2.224","100590513"
"14","1","0","0","0","0","1005905","2.769","0","4","0","100590514"
"15","0","264","415","0","3","1005905","0","0","1","0.869","100590515"
"16","1","0","0","0","0","1005905","1.635","0","4","0","100590516"
"17","0","0","99","0","4","1005905","0","0","1","0.6","100590517"
"18","1","0","0","0","0","1005905","2.2","0","4","0","100590518"
"19","0","0","0","vo_ske","0","1005905","0","vo_ske_1004","2","0","100590519"
"20","0","99","260","0","4","1005905","0","0","1","1.3","100590520"
"21","1","0","0","0","0","1005905","1.8","0","4","0","100590521"
"22","0","260","415","0","4","1005905","0","0","1","0.9","100590522"
"23","1","0","0","0","0","1005905","0.9","0","4","0","100590523"
"24","0","0","242","0","5","1005905","0","0","1","0.9","100590524"
"25","1","0","0","0","0","1005905","2.7","0","4","0","100590525"
"26","0","242","370","0","5","1005905","0","0","1","1.059","100590526"
"27","1","0","0","0","0","1005905","3","0","4","0","100590527"
"28","0","0","0","vo_ske","0","1005905","0","vo_ske_1005","2","0","100590528"
"29","0","0","261","0","6","1005905","0","0","1","1.2","100590529"
"30","1","0","0","0","0","1005905","1.7","0","4","0","100590530"
"31","0","261","397","0","6","1005905","0","0","1","2.1","100590531"
"32","1","0","0","0","0","1005905","4.5","0","4","0","100590532"
"33","0","0","0","vo_ske","0","1005905","0","vo_ske_1006","2","0","100590533"
"34","0","0","47","0","7","1005905","0","0","1","0.566","100590534"
"35","1","0","0","0","0","1005905","1.552","0","4","0","100590535"
"36","0","47","362","0","7","1005905","0","0","1","2.318","100590536"
"37","1","0","0","0","0","1005905","3.724","0","4","0","100590537"
"38","0","0","242","0","8","1005905","0","0","1","2.077","100590538"
"39","1","0","0","0","0","1005905","2.729","0","4","0","100590539"
"40","0","242","327","0","8","1005905","0","0","1","0.66","100590540"
"41","1","0","0","0","0","1005905","2.832","0","4","0","100590541"
"42","0","0","0","vo_ske","0","1005905","0","vo_ske_1007","2","0","100590542"
"43","0","0","94","0","9","1005905","0","0","1","0.608","100590543"
"44","1","0","0","0","0","1005905","1.363","0","4","0","100590544"
"45","0","94","338","0","9","1005905","0","0","1","1.493","100590545"
"46","1","0","0","0","0","1005905","2.007","0","4","0","100590546"
"47","0","338","415","0","9","1005905","0","0","1","0.237","100590547"
"48","1","0","0","0","0","1005905","0.4","0","4","0","100590548"
"49","0","0","121","0","10","1005905","0","0","1","1.2","100590549"
"50","1","0","0","0","0","1005905","2.82","0","4","0","100590550"
"51","0","0","0","vo_ske","0","1005905","0","vo_ske_1008","2","0","100590551"
"52","0","121","260","0","10","1005905","0","0","1","1.2","100590552"
"53","1","0","0","0","0","1005905","2.4","0","4","0","100590553"
"54","0","260","415","0","10","1005905","0","0","1","1.5","100590554"
"55","1","0","0","0","0","1005905","1.5","0","4","0","100590555"
"56","0","0","203","0","11","1005905","0","0","1","1.2","100590556"
"57","1","0","0","0","0","1005905","2.7","0","4","0","100590557"
"58","0","203","390","0","11","1005905","0","0","1","1.6","100590558"
"59","1","0","0","0","0","1005905","3.7","0","4","0","100590559"
"60","0","0","0","vo_ske","0","1005905","0","vo_ske_1009","2","0","100590560"
"61","0","0","345","0","12","1005905","0","0","1","2.9","100590561"
"62","1","0","0","0","0","1005905","4","0","4","0","100590562"
"63","0","0","335","0","13","1005905","0","0","1","1.6","100590563"
"64","1","0","0","0","0","1005905","3.6","0","4","0","100590564"
"65","0","0","0","vo_ske","0","1005905","0","vo_ske_1010","2","0","100590565"
"66","0","0","94","0","14","1005905","0","0","1","0.7","100590566"
"67","1","0","0","0","0","1005905","2.1","0","4","0","100590567"
"68","0","94","360","0","14","1005905","0","0","1","1.9","100590568"
"69","1","0","0","0","0","1005905","4.4","0","4","0","100590569"
"1","1","0","0","0","0","1005906","0.8","0","4","0","100590601"
"2","0","0","0","vo_ske","0","1005906","0","vo_ske_1101","2","0","100590602"
"3","0","0","163","0","1","1005906","0","0","1","1","100590603"
"4","1","0","0","0","0","1005906","1.7","0","4","0","100590604"
"5","0","163","253","0","1","1005906","0","0","1","0.6","100590605"
"6","1","0","0","0","0","1005906","1.5","0","4","0","100590606"
"7","0","253","393","0","1","1005906","0","0","1","0.9","100590607"
"8","1","0","0","0","0","1005906","1.5","0","4","0","100590608"
"9","0","0","146","0","2","1005906","0","0","1","1.6","100590609"
"10","1","0","0","0","0","1005906","3.6","0","4","0","100590610"
"11","0","0","0","vo_ske","0","1005906","0","vo_ske_1102","2","0","100590611"
"12","0","146","308","0","2","1005906","0","0","1","0.9","100590612"
"13","1","0","0","0","0","1005906","1.8","0","4","0","100590613"
"14","0","308","415","0","2","1005906","0","0","1","0.7","100590614"
"15","1","0","0","0","0","1005906","1.9","0","4","0","100590615"
"16","0","415","415","0","2","1005906","0","0","1","0.2","100590616"
"17","1","0","0","0","0","1005906","1.5","0","4","0","100590617"
"18","0","0","165","0","3","1005906","0","0","1","2.1","100590618"
"19","1","0","0","0","0","1005906","4.1","0","4","0","100590619"
"20","0","0","0","vo_ske","0","1005906","0","vo_ske_1103","2","0","100590620"
"21","0","165","387","0","3","1005906","0","0","1","1.7","100590621"
"22","1","0","0","0","0","1005906","2.5","0","4","0","100590622"
"23","0","0","179","0","4","1005906","0","0","1","1.197","100590623"
"24","1","0","0","0","0","1005906","1.72","0","4","0","100590624"
"25","0","179","347","0","4","1005906","0","0","1","1.735","100590625"
"26","1","0","0","0","0","1005906","4.154","0","4","0","100590626"
"27","0","0","0","vo_ske","0","1005906","0","vo_ske_1104","2","0","100590627"
"28","0","0","230","0","5","1005906","0","0","1","2.4","100590628"
"29","1","0","0","0","0","1005906","3.1","0","4","0","100590629"
"30","0","230","415","0","5","1005906","0","0","1","0.7","100590630"
"31","1","0","0","0","0","1005906","0.7","0","4","0","100590631"
"32","0","0","163","0","6","1005906","0","0","1","1.2","100590632"
"33","1","0","0","0","0","1005906","1.8","0","4","0","100590633"
"34","0","163","360","0","6","1005906","0","0","1","1.2","100590634"
"35","1","0","0","0","0","1005906","3.8","0","4","0","100590635"
"36","0","0","0","vo_ske","0","1005906","0","vo_ske_1105","2","0","100590636"
"37","0","0","274","0","7","1005906","0","0","1","0.8","100590637"
"38","1","0","0","0","0","1005906","1.4","0","4","0","100590638"
"39","0","0","290","0","8","1005906","0","0","1","1.1","100590639"
"40","1","0","0","0","0","1005906","2.1","0","4","0","100590640"
"41","0","290","415","0","8","1005906","0","0","1","1.3","100590641"
"42","1","0","0","0","0","1005906","1.3","0","4","0","100590642"
"43","0","415","415","0","8","1005906","0","0","1","0.4","100590643"
"44","1","0","0","0","0","1005906","1.9","0","4","0","100590644"
"45","0","415","415","0","8","1005906","0","0","1","1.152","100590645"
"46","1","0","0","0","0","1005906","1.561","0","4","0","100590646"
"47","0","415","415","0","8","1005906","0","0","1","1.273","100590647"
"48","1","0","0","0","0","1005906","3.32","0","4","0","100590648"
"49","0","0","0","vo_ske","0","1005906","0","vo_ske_1106","2","0","100590649"
"50","0","0","300","0","9","1005906","0","0","1","2.7","100590650"
"51","1","0","0","0","0","1005906","3.8","0","4","0","100590651"
"52","0","0","157","0","10","1005906","0","0","1","0.894","100590652"
"53","1","0","0","0","0","1005906","1.455","0","4","0","100590653"
"54","0","157","263","0","10","1005906","0","0","1","1.334","100590654"
"55","1","0","0","0","0","1005906","3.699","0","4","0","100590655"
"56","0","0","0","vo_ske","0","1005906","0","vo_ske_1107","2","0","100590656"
"57","0","0","210","0","11","1005906","0","0","1","1.7","100590657"
"58","1","0","0","0","0","1005906","2.8","0","4","0","100590658"
"59","0","0","218","0","12","1005906","0","0","1","1.364","100590659"
"60","1","0","0","0","0","1005906","3.365","0","4","0","100590660"
"61","0","0","0","vo_ske","0","1005906","0","vo_ske_1108","2","0","100590661"
"62","0","0","85","0","13","1005906","0","0","1","0.6","100590662"
"63","1","0","0","0","0","1005906","2.4","0","4","0","100590663"
"64","0","0","0","vo_ske","0","1005906","0","vo_ske_1109","2","0","100590664"
"65","0","0","125","0","14","1005906","0","0","1","1","100590665"
"66","1","0","0","0","0","1005906","2","0","4","0","100590666"
"67","0","125","266","0","14","1005906","0","0","1","1","100590667"
"68","1","0","0","0","0","1005906","3.5","0","4","0","100590668"
