a358a3b06a4bdd893ba2aa8258e8c6e42a02af788178d3c85c53691d397c562d,47c166d8d8106523284e303226658bd9e5100f2b4c22a094c279a839c1eb1a0c,aa96ae597b828a3b62644fa39441bd12e0e67bb7195c5ef800e640f9e7d1dc5d,1b98949e2f3654ae57b2ae065801ec43bfc6ed03c0ce15ad7b7a982ccaa7e9e1,9dfd04bce60dfa388d46460ca27c616a2b610c53aad8f9a29acdcae7e2635ac6,46770f903b4e69147526ae5c697bdc087e91a3c25812c7e24dfc41f1d0e4d8a9
"1001","56011491","846","1","15","10201491"
"1002","56011492","847","1","15","10201492"
"1003","56011493","848","1","15","10201493"
"0","56011493","849","50","8","91002"
"1003","56011494","850","1","15","10201494"
"0","56011494","851","100","8","91002"
"1001","56011495","852","1","15","10201495"
"1002","56011496","853","1","15","10201496"
"1003","56011497","854","1","15","10201497"
"0","56011497","855","50","8","91002"
"1001","56011498","856","1","15","10201498"
"1002","56011499","857","1","15","10201499"
"1003","56011500","858","1","15","10201500"
"0","56011500","859","50","8","91002"
"1001","56011501","860","1","15","10201501"
"1002","56011502","861","1","15","10201502"
"1003","56011503","862","1","15","10201503"
"0","56011503","863","50","8","91002"
"1003","56011504","864","1","15","10201504"
"0","56011504","865","100","8","91002"
"1001","56011505","867","1","15","10201505"
"1002","56011506","868","1","15","10201506"
"1003","56011507","869","1","15","10201507"
"0","56011507","870","50","8","91002"
"1001","56011508","871","1","15","10201508"
"1002","56011509","872","1","15","10201509"
"1003","56011510","873","1","15","10201510"
"0","56011510","874","50","8","91002"
"1001","56011511","875","1","15","10201511"
"1002","56011512","876","1","15","10201512"
"1003","56011513","877","1","15","10201513"
"0","56011513","878","50","8","91002"
"1003","56011514","879","1","15","10201514"
"0","56011514","880","100","8","91002"
"1001","56011515","881","1","15","10201515"
"1002","56011516","882","1","15","10201516"
"1003","56011517","883","1","15","10201517"
"0","56011517","884","50","8","91002"
"1001","56011518","885","1","15","10201518"
"1002","56011519","886","1","15","10201519"
"1003","56011520","887","1","15","10201520"
"0","56011520","888","50","8","91002"
"1001","56011521","889","1","15","10201521"
"1002","56011522","890","1","15","10201522"
"1003","56011523","891","1","15","10201523"
"0","56011523","892","50","8","91002"
"1003","56011524","893","1","15","10201524"
"0","56011524","894","100","8","91002"
"1001","56011525","895","1","15","10201525"
"1002","56011526","896","1","15","10201526"
"1003","56011527","897","1","15","10201527"
"0","56011527","898","50","8","91002"
"1001","56011528","899","1","15","10201528"
"1002","56011529","900","1","15","10201529"
"1003","56011530","901","1","15","10201530"
"0","56011530","902","50","8","91002"
"1001","56011531","903","1","15","10201531"
"1002","56011532","904","1","15","10201532"
"1003","56011533","905","1","15","10201533"
"0","56011533","906","50","8","91002"
"1001","56011534","907","1","15","10201534"
"1002","56011535","908","1","15","10201535"
"1003","56011536","909","1","15","10201536"
"0","56011536","910","50","8","91002"
"1003","56011537","911","1","15","10201537"
"0","56011537","912","100","8","91002"
"1001","56011538","913","1","15","10201538"
"1002","56011539","914","1","15","10201539"
"1003","56011540","915","1","15","10201540"
"0","56011540","916","50","8","91002"
"1001","56011541","917","1","15","10201541"
"1002","56011542","918","1","15","10201542"
"1003","56011543","919","1","15","10201543"
"0","56011543","920","50","8","91002"
"1001","56011544","921","1","15","10201544"
"1002","56011545","922","1","15","10201545"
"1003","56011546","923","1","15","10201546"
"0","56011546","924","50","8","91002"
"1001","56011547","925","1","15","10201547"
"1002","56011548","926","1","15","10201548"
"1003","56011549","927","1","15","10201549"
"0","56011549","928","50","8","91002"
"1003","56011550","929","1","15","10201550"
"0","56011550","930","100","8","91002"
"1003","56011551","931","1","15","10201551"
"0","56011551","932","100","8","91002"
"1001","56011552","933","1","15","10201552"
"1002","56011553","934","1","15","10201553"
"1003","56011554","935","1","15","10201554"
"0","56011554","936","50","8","91002"
"1001","56011555","937","1","15","10201555"
"1002","56011556","938","1","15","10201556"
"1003","56011557","939","1","15","10201557"
"0","56011557","940","50","8","91002"
"1001","56011558","941","1","15","10201558"
"1002","56011559","942","1","15","10201559"
"1003","56011560","943","1","15","10201560"
"0","56011560","944","50","8","91002"
"1001","51402001","945","1","15","11302001"
"0","51402001","946","50","8","91002"
"1002","51402002","947","1","15","11302002"
"0","51402002","948","50","8","91002"
"1003","51402003","949","1","15","11302003"
"0","51402003","950","50","8","91002"
"1003","56011561","951","1","15","10201561"
"0","56011561","952","100","8","91002"
"1001","56011562","953","1","15","10201562"
"1002","56011563","954","1","15","10201563"
"1003","56011564","955","1","15","10201564"
"0","56011564","956","50","8","91002"
"1001","56011565","957","1","15","10201565"
"1002","56011566","958","1","15","10201566"
"1003","56011567","959","1","15","10201567"
"0","56011567","960","50","8","91002"
"1001","56011568","961","1","15","10201568"
"1002","56011569","962","1","15","10201569"
"1003","56011570","963","1","15","10201570"
"0","56011570","964","50","8","91002"
"1001","56011571","965","1","15","10201571"
"1002","56011572","966","1","15","10201572"
"1003","56011573","967","1","15","10201573"
"0","56011573","968","50","8","91002"
"1003","56011574","969","1","15","10201574"
"0","56011574","970","100","8","91002"
"1001","56011575","971","1","15","10201575"
"1002","56011576","972","1","15","10201576"
"1003","56011577","973","1","15","10201577"
"0","56011577","974","50","8","91002"
"1001","56011578","975","1","15","10201578"
"1002","56011579","976","1","15","10201579"
"1003","56011580","977","1","15","10201580"
"0","56011580","978","50","8","91002"
"1001","56011581","979","1","15","10201581"
"1002","56011582","980","1","15","10201582"
"1003","56011583","981","1","15","10201583"
"0","56011583","982","50","8","91002"
"1001","56011584","983","1","15","10201584"
"1002","56011585","984","1","15","10201585"
"1003","56011586","985","1","15","10201586"
"0","56011586","986","50","8","91002"
"1001","56011587","987","1","15","10201587"
"1002","56011588","988","1","15","10201588"
"1003","56011589","989","1","15","10201589"
"0","56011589","990","50","8","91002"
"1001","56011590","991","1","15","10201590"
"1002","56011591","992","1","15","10201591"
"1003","56011592","993","1","15","10201592"
"0","56011592","994","50","8","91002"
"1001","56011593","995","1","15","10201593"
"1002","56011594","996","1","15","10201594"
"1003","56011595","997","1","15","10201595"
"0","56011595","998","50","8","91002"
"1003","56011596","999","1","15","10201596"
"0","56011596","1000","100","8","91002"
"1003","56011597","1001","1","15","10201597"
"0","56011597","1002","100","8","91002"
"1003","56011598","1003","1","15","10201598"
"0","56011598","1004","100","8","91002"
"1001","56011599","1005","1","15","10201599"
"1002","56011600","1006","1","15","10201600"
"1003","56011601","1007","1","15","10201601"
"0","56011601","1008","50","8","91002"
"1001","56011602","1009","1","15","10201602"
"1002","56011603","1010","1","15","10201603"
"1003","56011604","1011","1","15","10201604"
"0","56011604","1012","50","8","91002"
"1003","56011605","1013","1","15","10201605"
"0","56011605","1014","100","8","91002"
"1001","56011606","1015","1","15","10201606"
"1002","56011607","1016","1","15","10201607"
"1003","56011608","1017","1","15","10201608"
"0","56011608","1018","50","8","91002"
"1001","56011609","1019","1","15","10201609"
"1002","56011610","1020","1","15","10201610"
"1003","56011611","1021","1","15","10201611"
"0","56011611","1022","50","8","91002"
"1001","56011612","1023","1","15","10201612"
"1002","56011613","1024","1","15","10201613"
"1003","56011614","1025","1","15","10201614"
"0","56011614","1026","50","8","91002"
"1003","56011615","1027","1","15","10201615"
"0","56011615","1028","100","8","91002"
"1001","56011616","1029","1","15","10201616"
"1002","56011617","1030","1","15","10201617"
"1003","56011618","1031","1","15","10201618"
"0","56011618","1032","50","8","91002"
"1001","56011619","1033","1","15","10201619"
"1002","56011620","1034","1","15","10201620"
"1003","56011621","1035","1","15","10201621"
"0","56011621","1036","50","8","91002"
"1001","56011622","1037","1","15","10201622"
"1002","56011623","1038","1","15","10201623"
"1003","56011624","1039","1","15","10201624"
"0","56011624","1040","50","8","91002"
"1003","56011625","1041","1","15","10201625"
"0","56011625","1042","100","8","91002"
"1001","56011626","1043","1","15","10201626"
"1002","56011627","1044","1","15","10201627"
"1003","56011628","1045","1","15","10201628"
"0","56011628","1046","50","8","91002"
"1001","56011629","1047","1","15","10201629"
"1002","56011630","1048","1","15","10201630"
"1003","56011631","1049","1","15","10201631"
"0","56011631","1050","50","8","91002"
"1001","56011632","1051","1","15","10201632"
"1002","56011633","1052","1","15","10201633"
"1003","56011634","1053","1","15","10201634"
"0","56011634","1054","50","8","91002"
"1003","56011635","1055","1","15","10201635"
"0","56011635","1056","100","8","91002"
"1001","56011636","1057","1","15","10201636"
"1002","56011637","1058","1","15","10201637"
"1003","56011638","1059","1","15","10201638"
"0","56011638","1060","50","8","91002"
"1001","56011639","1061","1","15","10201639"
"1002","56011640","1062","1","15","10201640"
"1003","56011641","1063","1","15","10201641"
"0","56011641","1064","50","8","91002"
"1001","56011642","1065","1","15","10201642"
"1002","56011643","1066","1","15","10201643"
"1003","56011644","1067","1","15","10201644"
"0","56011644","1068","50","8","91002"
"1003","56011645","1069","1","15","10201645"
"0","56011645","1070","100","8","91002"
"1001","56011646","1071","1","15","10201646"
"1002","56011647","1072","1","15","10201647"
"1003","56011648","1073","1","15","10201648"
"0","56011648","1074","50","8","91002"
"1001","56011649","1075","1","15","10201649"
"1002","56011650","1076","1","15","10201650"
"1003","56011651","1077","1","15","10201651"
"0","56011651","1078","50","8","91002"
"1001","56011652","1079","1","15","10201652"
"1002","56011653","1080","1","15","10201653"
"1003","56011654","1081","1","15","10201654"
"0","56011654","1082","50","8","91002"
"1003","56011655","1083","1","15","10201655"
"0","56011655","1084","100","8","91002"
"1003","56011656","1085","1","15","10201656"
"0","56011656","1086","100","8","91002"
"1001","56011657","1087","1","15","10201657"
"1002","56011658","1088","1","15","10201658"
"1003","56011659","1089","1","15","10201659"
"0","56011659","1090","50","8","91002"
"1001","56011660","1091","1","15","10201660"
"1002","56011661","1092","1","15","10201661"
"1003","56011662","1093","1","15","10201662"
"0","56011662","1094","50","8","91002"
"1001","56011663","1095","1","15","10201663"
"1002","56011664","1096","1","15","10201664"
"1003","56011665","1097","1","15","10201665"
"0","56011665","1098","50","8","91002"
"1001","56011666","1099","1","15","10201666"
"1002","56011667","1100","1","15","10201667"
"1003","56011668","1101","1","15","10201668"
"0","56011668","1102","50","8","91002"
"1003","56011669","1103","1","15","10201669"
"0","56011669","1104","100","8","91002"
"1001","56011670","1105","1","15","10201670"
"1002","56011671","1106","1","15","10201671"
"1003","56011672","1107","1","15","10201672"
"0","56011672","1108","50","8","91002"
"1001","56011673","1109","1","15","10201673"
"1002","56011674","1110","1","15","10201674"
"1003","56011675","1111","1","15","10201675"
"0","56011675","1112","50","8","91002"
"1003","56011676","1113","1","15","10201676"
"0","56011676","1114","100","8","91002"
"1001","56011677","1115","1","15","10201677"
"1002","56011678","1116","1","15","10201678"
"1003","56011679","1117","1","15","10201679"
"0","56011679","1118","50","8","91002"
"1001","56011680","1119","1","15","10201680"
"1002","56011681","1120","1","15","10201681"
"1003","56011682","1121","1","15","10201682"
"0","56011682","1122","50","8","91002"
"1001","56011683","1123","1","15","10201683"
"1002","56011684","1124","1","15","10201684"
"1003","56011685","1125","1","15","10201685"
"0","56011685","1126","50","8","91002"
"1001","56011686","1127","1","15","10201686"
"1002","56011687","1128","1","15","10201687"
"1003","56011688","1129","1","15","10201688"
"0","56011688","1130","50","8","91002"
"1003","56011689","1131","1","15","10201689"
"0","56011689","1132","100","8","91002"
"1001","56011690","1133","1","15","10201690"
"1002","56011691","1134","1","15","10201691"
"1003","56011692","1135","1","15","10201692"
"0","56011692","1136","50","8","91002"
"1001","56011693","1137","1","15","10201693"
"1002","56011694","1138","1","15","10201694"
"1003","56011695","1139","1","15","10201695"
"0","56011695","1140","50","8","91002"
"1001","56011696","1141","1","15","10201696"
"1002","56011697","1142","1","15","10201697"
"1003","56011698","1143","1","15","10201698"
"0","56011698","1144","50","8","91002"
"1001","56011699","1145","1","15","10201699"
"1002","56011700","1146","1","15","10201700"
"1003","56011701","1147","1","15","10201701"
"0","56011701","1148","50","8","91002"
"1002","51501001","1149","1","15","11401001"
"0","51501001","1150","50","8","91002"
"1003","51502001","1151","1","15","11401002"
"0","51502001","1152","100","8","91002"
"1003","56011702","1153","1","15","10201702"
"0","56011702","1154","100","8","91002"
"1001","56011703","1155","1","15","10201703"
"1002","56011704","1156","1","15","10201704"
"1003","56011705","1157","1","15","10201705"
"0","56011705","1158","50","8","91002"
"1001","56011706","1159","1","15","10201706"
"1002","56011707","1160","1","15","10201707"
"1003","56011708","1161","1","15","10201708"
"0","56011708","1162","50","8","91002"
"1001","56011709","1163","1","15","10201709"
"1002","56011710","1164","1","15","10201710"
"1003","56011711","1165","1","15","10201711"
"0","56011711","1166","50","8","91002"
"1003","56011712","1167","1","15","10201712"
"0","56011712","1168","100","8","91002"
"1001","56011713","1169","1","15","10201713"
"1002","56011714","1170","1","15","10201714"
"1003","56011715","1171","1","15","10201715"
"0","56011715","1172","50","8","91002"
"1001","56011716","1173","1","15","10201716"
"1002","56011717","1174","1","15","10201717"
"1003","56011718","1175","1","15","10201718"
"0","56011718","1176","50","8","91002"
"1001","56011719","1177","1","15","10201719"
"1002","56011720","1178","1","15","10201720"
"1003","56011721","1179","1","15","10201721"
"0","56011721","1180","50","8","91002"
"1003","56011722","1182","1","15","10201722"
"0","56011722","1183","100","8","91002"
"1001","56011723","1184","1","15","10201723"
"1002","56011724","1185","1","15","10201724"
"1003","56011725","1186","1","15","10201725"
"0","56011725","1187","50","8","91002"
"1001","56011726","1188","1","15","10201726"
"1002","56011727","1189","1","15","10201727"
"1003","56011728","1190","1","15","10201728"
"0","56011728","1191","50","8","91002"
"1001","56011729","1192","1","15","10201729"
"1002","56011730","1193","1","15","10201730"
"1003","56011731","1194","1","15","10201731"
"0","56011731","1195","50","8","91002"
"1003","56011732","1196","1","15","10201732"
"0","56011732","1197","100","8","91002"
"1001","56011733","1198","1","15","10201733"
"1002","56011734","1199","1","15","10201734"
"1003","56011735","1200","1","15","10201735"
"0","56011735","1201","50","8","91002"
"1001","56011736","1202","1","15","10201736"
"1002","56011737","1203","1","15","10201737"
"1003","56011738","1204","1","15","10201738"
"0","56011738","1205","50","8","91002"
"1001","56011739","1206","1","15","10201739"
"1002","56011740","1207","1","15","10201740"
"1003","56011741","1208","1","15","10201741"
"0","56011741","1209","50","8","91002"
"1001","56011742","1210","1","15","10201742"
"1002","56011743","1211","1","15","10201743"
"1003","56011744","1212","1","15","10201744"
"0","56011744","1213","50","8","91002"
"1003","56011745","1214","1","15","10201745"
"0","56011745","1215","100","8","91002"
"1001","56011746","1216","1","15","10201746"
"1002","56011747","1217","1","15","10201747"
"1003","56011748","1218","1","15","10201748"
"0","56011748","1219","50","8","91002"
"1001","56011749","1220","1","15","10201749"
"1002","56011750","1221","1","15","10201750"
"1003","56011751","1222","1","15","10201751"
"0","56011751","1223","50","8","91002"
"1003","56011752","1224","1","15","10201752"
"0","56011752","1225","100","8","91002"
"1001","56011753","1226","1","15","10201753"
"1002","56011754","1227","1","15","10201754"
"1003","56011755","1228","1","15","10201755"
"0","56011755","1229","50","8","91002"
"1001","56011756","1230","1","15","10201756"
"1002","56011757","1231","1","15","10201757"
"1003","56011758","1232","1","15","10201758"
"0","56011758","1233","50","8","91002"
"1001","56011759","1234","1","15","10201759"
"1002","56011760","1235","1","15","10201760"
"1003","56011761","1236","1","15","10201761"
"0","56011761","1237","50","8","91002"
"1001","56011762","1238","1","15","10201762"
"1002","56011763","1239","1","15","10201763"
"1003","56011764","1240","1","15","10201764"
"0","56011764","1241","50","8","91002"
"1003","56011765","1242","1","15","10201765"
"0","56011765","1243","100","8","91002"
"1001","56011766","1244","1","15","10201766"
"1002","56011767","1245","1","15","10201767"
"1003","56011768","1246","1","15","10201768"
"0","56011768","1247","50","8","91002"
"1001","56011769","1248","1","15","10201769"
"1002","56011770","1249","1","15","10201770"
"1003","56011771","1250","1","15","10201771"
"0","56011771","1251","50","8","91002"
"1001","56011772","1252","1","15","10201772"
"1002","56011773","1253","1","15","10201773"
"1003","56011774","1254","1","15","10201774"
"0","56011774","1255","50","8","91002"
"1003","56011775","1256","1","15","10201775"
"0","56011775","1257","100","8","91002"
"1001","56011776","1258","1","15","10201776"
"1002","56011777","1259","1","15","10201777"
"1003","56011778","1260","1","15","10201778"
"0","56011778","1261","50","8","91002"
"1001","56011779","1262","1","15","10201779"
"1002","56011780","1263","1","15","10201780"
"1003","56011781","1264","1","15","10201781"
"0","56011781","1265","50","8","91002"
"1001","56011782","1266","1","15","10201782"
"1002","56011783","1267","1","15","10201783"
"1003","56011784","1268","1","15","10201784"
"0","56011784","1269","50","8","91002"
"1003","56011785","1270","1","15","10201785"
"0","56011785","1271","100","8","91002"
"1001","51601001","1272","1","15","11601001"
"1002","51601002","1273","1","15","11601002"
"1003","51601003","1274","1","15","11601003"
"1001","56011786","1275","1","15","10201786"
"1002","56011787","1276","1","15","10201787"
"1003","56011788","1277","1","15","10201788"
"0","56011788","1278","50","8","91002"
"1001","56011789","1279","1","15","10201789"
"1002","56011790","1280","1","15","10201790"
"1003","56011791","1281","1","15","10201791"
"0","56011791","1282","50","8","91002"
"1003","56011792","1283","1","15","10201792"
"0","56011792","1284","100","8","91002"
"1001","56011793","1285","1","15","10201793"
"1002","56011794","1286","1","15","10201794"
"1003","56011795","1287","1","15","10201795"
"0","56011795","1288","50","8","91002"
"1001","56011796","1289","1","15","10201796"
"1002","56011797","1290","1","15","10201797"
"1003","56011798","1291","1","15","10201798"
"0","56011798","1292","50","8","91002"
"1003","56011799","1293","1","15","10201799"
"0","56011799","1294","100","8","91002"
"1001","56011800","1295","1","15","10201800"
"1002","56011801","1296","1","15","10201801"
"1003","56011802","1297","1","15","10201802"
"0","56011802","1298","50","8","91002"
"1001","56011803","1299","1","15","10201803"
"1002","56011804","1300","1","15","10201804"
"1003","56011805","1301","1","15","10201805"
"0","56011805","1302","50","8","91002"
"1003","56011806","1303","1","15","10201806"
"0","56011806","1304","100","8","91002"
"1001","56011807","1305","1","15","10201807"
"1002","56011808","1306","1","15","10201808"
"1003","56011809","1307","1","15","10201809"
"0","56011809","1308","50","8","91002"
"1001","56011810","1309","1","15","10201810"
"1002","56011811","1310","1","15","10201811"
"1003","56011812","1311","1","15","10201812"
"0","56011812","1312","50","8","91002"
"1001","56011813","1313","1","15","10201813"
"1002","56011814","1314","1","15","10201814"
"1003","56011815","1315","1","15","10201815"
"0","56011815","1316","50","8","91002"
"1001","56011816","1317","1","15","10201816"
"1002","56011817","1318","1","15","10201817"
"1003","56011818","1319","1","15","10201818"
"0","56011818","1320","50","8","91002"
"1003","56011819","1321","1","15","10201819"
"0","56011819","1322","100","8","91002"
"1001","56011820","1323","1","15","10201820"
"1002","56011821","1324","1","15","10201821"
"1003","56011822","1325","1","15","10201822"
"0","56011822","1326","50","8","91002"
"1001","56011823","1327","1","15","10201823"
"1002","56011824","1328","1","15","10201824"
"1003","56011825","1329","1","15","10201825"
"0","56011825","1330","50","8","91002"
"1001","56011826","1331","1","15","10201826"
"1002","56011827","1332","1","15","10201827"
"1003","56011828","1333","1","15","10201828"
"0","56011828","1334","50","8","91002"
"1001","56011829","1335","1","15","10201829"
"1002","56011830","1336","1","15","10201830"
"1003","56011831","1337","1","15","10201831"
"0","56011831","1338","50","8","91002"
"1001","51701001","1339","1","15","11701001"
"1001","56011832","1340","1","15","10201832"
"1002","56011833","1341","1","15","10201833"
"1003","56011834","1342","1","15","10201834"
"0","56011834","1343","50","8","91002"
"1001","56011835","1344","1","15","10201835"
"1002","56011836","1345","1","15","10201836"
"1003","56011837","1346","1","15","10201837"
"0","56011837","1347","50","8","91002"
"1003","56011838","1348","1","15","10201838"
"0","56011838","1349","100","8","91002"
"1003","56011839","1350","1","15","10201839"
"0","56011839","1351","100","8","91002"
"1003","56011840","1352","1","15","10201840"
"0","56011840","1353","100","8","91002"
"1001","56011841","1354","1","15","10201841"
"1002","56011842","1355","1","15","10201842"
"1003","56011843","1356","1","15","10201843"
"0","56011843","1357","50","8","91002"
"1001","56011844","1358","1","15","10201844"
"1002","56011845","1359","1","15","10201845"
"1003","56011846","1360","1","15","10201846"
"0","56011846","1361","50","8","91002"
"1001","56011847","1362","1","15","10201847"
"1002","56011848","1363","1","15","10201848"
"1003","56011849","1364","1","15","10201849"
"0","56011849","1365","50","8","91002"
"1001","56011850","1366","1","15","10201850"
"1002","56011851","1367","1","15","10201851"
"1003","56011852","1368","1","15","10201852"
"0","56011852","1369","50","8","91002"
"1001","56011853","1370","1","15","10201853"
"1002","56011854","1371","1","15","10201854"
"1003","56011855","1372","1","15","10201855"
"0","56011855","1373","50","8","91002"
"1001","56011856","1374","1","15","10201856"
"1002","56011857","1375","1","15","10201857"
"1003","56011858","1376","1","15","10201858"
"0","56011858","1377","50","8","91002"
"1001","56011859","1378","1","15","10201859"
"1002","56011860","1379","1","15","10201860"
"1003","56011861","1380","1","15","10201861"
"0","56011861","1381","50","8","91002"
"1003","56011862","1382","1","15","10201862"
"0","56011862","1383","100","8","91002"
"1001","56011863","1384","1","15","10201863"
"1002","56011864","1385","1","15","10201864"
"1003","56011865","1386","1","15","10201865"
"0","56011865","1387","50","8","91002"
"1001","56011866","1388","1","15","10201866"
"1002","56011867","1389","1","15","10201867"
"1003","56011868","1390","1","15","10201868"
"0","56011868","1391","50","8","91002"
"1001","56011869","1392","1","15","10201869"
"1002","56011870","1393","1","15","10201870"
"1003","56011871","1394","1","15","10201871"
"0","56011871","1395","50","8","91002"
"1001","56011872","1396","1","15","10201872"
"1002","56011873","1397","1","15","10201873"
"1003","56011874","1398","1","15","10201874"
"0","56011874","1399","50","8","91002"
"1003","51801001","1400","1","15","11801001"
"1001","56011875","1401","1","15","10201875"
"1002","56011876","1402","1","15","10201876"
"1003","56011877","1403","1","15","10201877"
"0","56011877","1404","50","8","91002"
"1001","56011878","1405","1","15","10201878"
"1002","56011879","1406","1","15","10201879"
"1003","56011880","1407","1","15","10201880"
"0","56011880","1408","50","8","91002"
"1001","56011881","1409","1","15","10201881"
"1002","56011882","1410","1","15","10201882"
"1003","56011883","1411","1","15","10201883"
"0","56011883","1412","50","8","91002"
"1001","56011884","1413","1","15","10201884"
"1002","56011885","1414","1","15","10201885"
"1003","56011886","1415","1","15","10201886"
"0","56011886","1416","50","8","91002"
"1001","56011887","1417","1","15","10201887"
"1002","56011888","1418","1","15","10201888"
"1003","56011889","1419","1","15","10201889"
"0","56011889","1420","50","8","91002"
"1001","56011890","1421","1","15","10201890"
"1002","56011891","1422","1","15","10201891"
"1003","56011892","1423","1","15","10201892"
"0","56011892","1424","50","8","91002"
"1001","56011893","1425","1","15","10201893"
"1002","56011894","1426","1","15","10201894"
"1003","56011895","1427","1","15","10201895"
"0","56011895","1428","50","8","91002"
"1001","56011896","1429","1","15","10201896"
"1002","56011897","1430","1","15","10201897"
"1003","56011898","1431","1","15","10201898"
"0","56011898","1432","50","8","91002"
"1003","56011899","1433","1","15","10201899"
"0","56011899","1434","100","8","91002"
"1003","56011900","1435","1","15","10201900"
"0","56011900","1436","100","8","91002"
"1003","56011901","1437","1","15","10201901"
"0","56011901","1438","100","8","91002"
"1001","56011902","1439","1","15","10201902"
"1002","56011903","1440","1","15","10201903"
"1003","56011904","1441","1","15","10201904"
"0","56011904","1442","50","8","91002"
"1001","56011905","1443","1","15","10201905"
"1002","56011906","1444","1","15","10201906"
"1003","56011907","1445","1","15","10201907"
"0","56011907","1446","50","8","91002"
"1001","56011908","1447","1","15","10201908"
"1002","56011909","1448","1","15","10201909"
"1003","56011910","1449","1","15","10201910"
"0","56011910","1450","50","8","91002"
"1003","56012019","1459","1","15","10202019"
