c1654e28e3f4944c01bb3d588523213a3eb3c96947722c7958e2715cbf72f631,d12bbff886227b83eb4c41de81dfa06d6ae6b78d17525c76a60fede87c039316,afabd234a7b82f75a7b505d3410c99b37495b21df50d462e5298e9104a4f3664,3a513b33e31371cc54c3c85dc1a582eea566c729104a1ec52c57cf90ccdfd9b6,347c299ebd0246d2d3d1db73ef1ddb50686a07585933c7e39fed0056bd6efd88,056245e4753475fb585aee3b6c51a8110b7f3d532311d11103dad581c8454573,ce967781fffbde7a53d2014f7fbe2cc70938029d29e014a47e619260c8007f22,891e5248aecb85590674c34f3af1fb87cc1be5dbaade17c6aab1a4b65a1a43a5,4b6fd8f11009a812d1fbc119e19e2ebd8bce03e53ab528718fb002ca78feb83d,bd918a12986cbf6d12c1e9f69ebf1f1dd2da494ef5e3494a3636627b304b5f5f,c3a737a97be769a279b31b6aecaa7943ff13b60e421dda1f64b2a70d99f4e058,d54f2bee5d2956c10153ece864df9f0fc5584b4983cea126e71367983c12915b
"103701","10052006","4","5052427","2021/03/16 15:59:59","0","0","10052","1003","0","0","2021/03/02 16:00:00"
"114201","10052007","7","5052408","2021/03/16 15:59:59","0","0","10052","1003","0","0","2021/03/02 16:00:00"
"103701","10052008","10","5052429","2021/03/16 15:59:59","0","0","10052","1003","0","0","2021/03/02 16:00:00"
"114201","10052009","13","5052410","2021/03/16 15:59:59","0","0","10052","1003","0","0","2021/03/02 16:00:00"
"114201","10052010","15","5052431","2021/03/16 15:59:59","0","0","10052","1003","0","0","2021/03/02 16:00:00"
"114201","10052011","1005203","5052402","2021/03/16 15:59:59","1","5052002","10052","1002","1","0","2021/03/02 16:00:00"
"114301","10052012","20","5052404","2021/03/16 15:59:59","0","5052002","10052","1001","1","0","2021/03/02 16:00:00"
"114301","10052013","4","5052407","2021/03/16 15:59:59","0","5052002","10052","1003","1","0","2021/03/02 16:00:00"
"114301","10052014","10","5052409","2021/03/16 15:59:59","0","5052002","10052","1003","1","0","2021/03/02 16:00:00"
"114201","10052015","15","5052411","2021/03/16 15:59:59","0","5052002","10052","1003","1","0","2021/03/02 16:00:00"
"109801","10053001","109801","5017401","2021/04/27 15:59:59","0","0","10053","1004","0","0","2021/04/16 16:00:00"
"109901","10053002","1005303","5017402","2021/04/27 15:59:59","1","0","10053","1002","0","0","2021/04/16 16:00:00"
"109801","10053003","10","5017403","2021/04/27 15:59:59","0","0","10053","1001","0","0","2021/04/16 16:00:00"
"109701","10053004","20","5017404","2021/04/27 15:59:59","0","0","10053","1001","0","0","2021/04/16 16:00:00"
"109901","10053005","30","5017405","2021/04/27 15:59:59","0","0","10053","1001","0","0","2021/04/16 16:00:00"
"109701","10053006","2","5017406","2021/04/27 15:59:59","0","0","10053","1003","0","0","2021/04/16 16:00:00"
"109701","10053007","4","5017407","2021/04/27 15:59:59","0","0","10053","1003","0","0","2021/04/16 16:00:00"
"109801","10053008","6","5017408","2021/04/27 15:59:59","0","0","10053","1003","0","0","2021/04/16 16:00:00"
"109901","10053009","8","5017409","2021/04/27 15:59:59","0","0","10053","1003","0","0","2021/04/16 16:00:00"
"109901","10053010","10","5017410","2021/04/27 15:59:59","0","0","10053","1003","0","0","2021/04/16 16:00:00"
"109901","10053011","12","5017411","2021/04/27 15:59:59","0","0","10053","1003","0","0","2021/04/16 16:00:00"
"114601","10054001","114601","5054401","2020/12/14 20:59:59","0","0","10054","1004","0","0","2020/11/30 12:00:00"
"114501","10054002","1005403","5054402","2020/12/14 20:59:59","1","0","10054","1002","0","0","2020/11/30 12:00:00"
"114401","10054003","10","5054403","2020/12/14 20:59:59","0","0","10054","1001","0","0","2020/11/30 12:00:00"
"114501","10054004","20","5054404","2020/12/14 20:59:59","0","0","10054","1001","0","0","2020/11/30 12:00:00"
"114501","10054005","30","5054405","2020/12/14 20:59:59","0","0","10054","1001","0","0","2020/11/30 12:00:00"
"114501","10054006","2","5054406","2020/12/14 20:59:59","0","0","10054","1003","0","0","2020/11/30 12:00:00"
"114401","10054007","4","5054407","2020/12/14 20:59:59","0","0","10054","1003","0","0","2020/11/30 12:00:00"
"114501","10054008","7","5054408","2020/12/14 20:59:59","0","0","10054","1003","0","0","2020/11/30 12:00:00"
"114401","10054009","10","5054409","2020/12/14 20:59:59","0","0","10054","1003","0","0","2020/11/30 12:00:00"
"114401","10054010","13","5054410","2020/12/14 20:59:59","0","0","10054","1003","0","0","2020/11/30 12:00:00"
"114401","10054011","15","5054411","2020/12/14 20:59:59","0","0","10054","1003","0","0","2020/11/30 12:00:00"
"111601","10055001","111601","5029401","2021/03/24 15:59:59","0","0","10055","1004","0","0","2021/03/17 16:00:00"
"111501","10055002","1005503","5029402","2021/03/24 15:59:59","1","0","10055","1002","0","0","2021/03/17 16:00:00"
"111601","10055003","10","5029403","2021/03/24 15:59:59","0","0","10055","1001","0","0","2021/03/17 16:00:00"
"111701","10055004","20","5029404","2021/03/24 15:59:59","0","0","10055","1001","0","0","2021/03/17 16:00:00"
"111501","10055005","30","5029405","2021/03/24 15:59:59","0","0","10055","1001","0","0","2021/03/17 16:00:00"
"111501","10055006","2","5029406","2021/03/24 15:59:59","0","0","10055","1003","0","0","2021/03/17 16:00:00"
"111701","10055007","3","5029407","2021/03/24 15:59:59","0","0","10055","1003","0","0","2021/03/17 16:00:00"
"111601","10055008","4","5029408","2021/03/24 15:59:59","0","0","10055","1003","0","0","2021/03/17 16:00:00"
"111701","10055009","5","5029409","2021/03/24 15:59:59","0","0","10055","1003","0","0","2021/03/17 16:00:00"
"111501","10055010","6","5029410","2021/03/24 15:59:59","0","0","10055","1003","0","0","2021/03/17 16:00:00"
"111501","10055011","8","5029411","2021/03/24 15:59:59","0","0","10055","1003","0","0","2021/03/17 16:00:00"
"114701","10056001","114701","5056401","2021/05/18 15:59:59","0","0","10056","1004","0","0","2021/05/04 16:00:00"
"105801","10056002","1005603","5056402","2021/05/18 15:59:59","1","0","10056","1002","0","0","2021/05/04 16:00:00"
"111801","10056003","1005603","5056422","2021/05/18 15:59:59","1","5056001","10056","1002","1","0","2021/05/04 16:00:00"
"106001","10056004","10","5056403","2021/05/18 15:59:59","0","0","10056","1001","0","0","2021/05/04 16:00:00"
"112001","10056005","10","5056423","2021/05/18 15:59:59","0","5056001","10056","1001","1","0","2021/05/04 16:00:00"
"105901","10056006","20","5056404","2021/05/18 15:59:59","0","0","10056","1001","0","0","2021/05/04 16:00:00"
"111901","10056007","20","5056424","2021/05/18 15:59:59","0","5056001","10056","1001","1","0","2021/05/04 16:00:00"
"105801","10056008","30","5056405","2021/05/18 15:59:59","0","0","10056","1001","0","0","2021/05/04 16:00:00"
"111801","10056009","30","5056425","2021/05/18 15:59:59","0","5056001","10056","1001","1","0","2021/05/04 16:00:00"
"105801","10056010","2","5056406","2021/05/18 15:59:59","0","0","10056","1003","0","0","2021/05/04 16:00:00"
"111801","10056011","2","5056426","2021/05/18 15:59:59","0","5056001","10056","1003","1","0","2021/05/04 16:00:00"
"106001","10056012","4","5056407","2021/05/18 15:59:59","0","0","10056","1003","0","0","2021/05/04 16:00:00"
"112001","10056013","4","5056427","2021/05/18 15:59:59","0","5056001","10056","1003","1","0","2021/05/04 16:00:00"
"105901","10056014","7","5056408","2021/05/18 15:59:59","0","0","10056","1003","0","0","2021/05/04 16:00:00"
"111901","10056015","7","5056428","2021/05/18 15:59:59","0","5056001","10056","1003","1","0","2021/05/04 16:00:00"
"106101","10056016","10","5056409","2021/05/18 15:59:59","0","0","10056","1003","0","0","2021/05/04 16:00:00"
"114701","10056017","10","5056429","2021/05/18 15:59:59","0","5056001","10056","1003","1","0","2021/05/04 16:00:00"
"107001","10056018","13","5056410","2021/05/18 15:59:59","0","0","10056","1003","0","0","2021/05/04 16:00:00"
"115001","10056019","13","5056430","2021/05/18 15:59:59","0","5056001","10056","1003","1","0","2021/05/04 16:00:00"
"105801","10056020","15","5056411","2021/05/18 15:59:59","0","0","10056","1003","0","0","2021/05/04 16:00:00"
"111801","10056021","15","5056431","2021/05/18 15:59:59","0","5056001","10056","1003","1","0","2021/05/04 16:00:00"
"112101","10057001","112101","5031401","2021/05/26 15:59:59","0","0","10057","1004","0","0","2021/05/19 16:00:00"
"112001","10057002","1005703","5031402","2021/05/26 15:59:59","1","0","10057","1002","0","0","2021/05/19 16:00:00"
"111901","10057003","10","5031403","2021/05/26 15:59:59","0","0","10057","1001","0","0","2021/05/19 16:00:00"
"112001","10057004","20","5031404","2021/05/26 15:59:59","0","0","10057","1001","0","0","2021/05/19 16:00:00"
"111801","10057005","30","5031405","2021/05/26 15:59:59","0","0","10057","1001","0","0","2021/05/19 16:00:00"
"111801","10057006","2","5031406","2021/05/26 15:59:59","0","0","10057","1003","0","0","2021/05/19 16:00:00"
"112001","10057007","3","5031407","2021/05/26 15:59:59","0","0","10057","1003","0","0","2021/05/19 16:00:00"
"111901","10057008","4","5031408","2021/05/26 15:59:59","0","0","10057","1003","0","0","2021/05/19 16:00:00"
"112101","10057009","5","5031409","2021/05/26 15:59:59","0","0","10057","1003","0","0","2021/05/19 16:00:00"
"112101","10057010","6","5031410","2021/05/26 15:59:59","0","0","10057","1003","0","0","2021/05/19 16:00:00"
"112101","10057011","8","5031411","2021/05/26 15:59:59","0","0","10057","1003","0","0","2021/05/19 16:00:00"
"115601","10058001","115601","5058401","2021/06/22 15:59:59","0","0","10058","1004","0","0","2021/06/02 16:00:00"
"106001","10058002","1005803","5058402","2021/06/22 15:59:59","1","0","10058","1002","0","0","2021/06/02 16:00:00"
"105801","10058003","10","5058403","2021/06/22 15:59:59","0","0","10058","1001","0","0","2021/06/02 16:00:00"
"106001","10058004","20","5058404","2021/06/22 15:59:59","0","0","10058","1001","0","0","2021/06/02 16:00:00"
"105901","10058005","30","5058405","2021/06/22 15:59:59","0","0","10058","1001","0","0","2021/06/02 16:00:00"
"105901","10058006","2","5058406","2021/06/22 15:59:59","0","0","10058","1003","0","0","2021/06/02 16:00:00"
"106001","10058007","4","5058407","2021/06/22 15:59:59","0","0","10058","1003","0","0","2021/06/02 16:00:00"
"105801","10058008","7","5058408","2021/06/22 15:59:59","0","0","10058","1003","0","0","2021/06/02 16:00:00"
"191401","10059001","1005903","5059402","2021/06/22 15:59:59","1","0","10059","1002","0","0","2021/06/12 16:00:00"
"115501","10059002","1005903","5059422","2021/06/22 15:59:59","1","5059005","10059","1002","1","0","2021/06/12 16:00:00"
"106001","10059003","10","5059403","2021/06/22 15:59:59","0","0","10059","1001","0","0","2021/06/12 16:00:00"
"105801","10059004","20","5059404","2021/06/22 15:59:59","0","0","10059","1001","0","0","2021/06/12 16:00:00"
"191401","10059005","30","5059405","2021/06/22 15:59:59","0","0","10059","1001","0","0","2021/06/12 16:00:00"
"115501","10059006","30","5059425","2021/06/22 15:59:59","0","5059005","10059","1001","1","0","2021/06/12 16:00:00"
"191401","10059007","12","5059408","2021/06/22 15:59:59","0","0","10059","1003","0","0","2021/06/12 16:00:00"
"115501","10059008","12","5059428","2021/06/22 15:59:59","0","5059005","10059","1003","1","0","2021/06/12 16:00:00"
"105801","10059009","14","5059406","2021/06/22 15:59:59","0","0","10059","1003","0","0","2021/06/12 16:00:00"
"106001","10059010","17","5059407","2021/06/22 15:59:59","0","0","10059","1003","0","0","2021/06/12 16:00:00"
"191401","10059011","21","5059411","2021/06/22 15:59:59","0","0","10059","1003","0","0","2021/06/12 16:00:00"
"115501","10059012","21","5059431","2021/06/22 15:59:59","0","5059005","10059","1003","1","0","2021/06/12 16:00:00"
"112301","10060001","112301","5033401","2021/06/25 15:59:59","0","0","10060","1004","0","0","2021/06/18 16:00:00"
"112201","10060002","1006003","5033402","2021/06/25 15:59:59","1","0","10060","1002","0","0","2021/06/18 16:00:00"
"112201","10060003","10","5033403","2021/06/25 15:59:59","0","0","10060","1001","0","0","2021/06/18 16:00:00"
"112301","10060004","20","5033404","2021/06/25 15:59:59","0","0","10060","1001","0","0","2021/06/18 16:00:00"
"112301","10060005","30","5033405","2021/06/25 15:59:59","0","0","10060","1001","0","0","2021/06/18 16:00:00"
"112201","10060006","2","5033406","2021/06/25 15:59:59","0","0","10060","1003","0","0","2021/06/18 16:00:00"
"112301","10060007","3","5033407","2021/06/25 15:59:59","0","0","10060","1003","0","0","2021/06/18 16:00:00"
"112201","10060008","4","5033408","2021/06/25 15:59:59","0","0","10060","1003","0","0","2021/06/18 16:00:00"
"112301","10060009","5","5033409","2021/06/25 15:59:59","0","0","10060","1003","0","0","2021/06/18 16:00:00"
"112201","10060010","6","5033410","2021/06/25 15:59:59","0","0","10060","1003","0","0","2021/06/18 16:00:00"
"112201","10060011","8","5033411","2021/06/25 15:59:59","0","0","10060","1003","0","0","2021/06/18 16:00:00"
"115801","10061001","115801","5061401","2021/07/19 15:59:59","0","0","10061","1004","0","0","2021/07/05 16:00:00"
"105202","10061002","1006103","5061402","2021/07/19 15:59:59","1","0","10061","1002","0","0","2021/07/05 16:00:00"
"105202","10061003","10","5061403","2021/07/19 15:59:59","0","0","10061","1001","0","0","2021/07/05 16:00:00"
"104301","10061004","20","5061404","2021/07/19 15:59:59","0","0","10061","1001","0","0","2021/07/05 16:00:00"
"105202","10061005","30","5061405","2021/07/19 15:59:59","0","0","10061","1001","0","0","2021/07/05 16:00:00"
"105202","10061006","2","5061406","2021/07/19 15:59:59","0","0","10061","1003","0","0","2021/07/05 16:00:00"
"101001","10061007","4","5061407","2021/07/19 15:59:59","0","0","10061","1003","0","0","2021/07/05 16:00:00"
"104301","10061008","7","5061408","2021/07/19 15:59:59","0","0","10061","1003","0","0","2021/07/05 16:00:00"
"101001","10061009","10","5061409","2021/07/19 15:59:59","0","0","10061","1003","0","0","2021/07/05 16:00:00"
"105202","10061010","13","5061410","2021/07/19 15:59:59","0","0","10061","1003","0","0","2021/07/05 16:00:00"
"105202","10061011","15","5061411","2021/07/19 15:59:59","0","0","10061","1003","0","0","2021/07/05 16:00:00"
"115801","10061012","1006103","5061422","2021/07/19 15:59:59","1","5061001","10061","1002","1","0","2021/07/05 16:00:00"
"115801","10061013","10","5061423","2021/07/19 15:59:59","0","5061001","10061","1001","1","0","2021/07/05 16:00:00"
"115901","10061014","20","5061424","2021/07/19 15:59:59","0","5061003","10061","1001","1","0","2021/07/05 16:00:00"
"115801","10061015","30","5061425","2021/07/19 15:59:59","0","5061001","10061","1001","1","0","2021/07/05 16:00:00"
"115801","10061016","2","5061426","2021/07/19 15:59:59","0","5061001","10061","1003","1","0","2021/07/05 16:00:00"
"116001","10061017","4","5061427","2021/07/19 15:59:59","0","5061002","10061","1003","1","0","2021/07/05 16:00:00"
"115901","10061018","7","5061428","2021/07/19 15:59:59","0","5061003","10061","1003","1","0","2021/07/05 16:00:00"
"116001","10061019","10","5061429","2021/07/19 15:59:59","0","5061002","10061","1003","1","0","2021/07/05 16:00:00"
"115801","10061020","13","5061430","2021/07/19 15:59:59","0","5061001","10061","1003","1","0","2021/07/05 16:00:00"
"115801","10061021","15","5061431","2021/07/19 15:59:59","0","5061001","10061","1003","1","0","2021/07/05 16:00:00"
"112601","10062001","112601","5035401","2021/08/25 15:59:59","0","0","10062","1004","0","0","2021/08/09 16:00:00"
"112601","10062002","1006203","5035402","2021/08/25 15:59:59","1","0","10062","1002","0","0","2021/08/09 16:00:00"
"112601","10062003","10","5035403","2021/08/25 15:59:59","0","0","10062","1001","0","0","2021/08/09 16:00:00"
"112501","10062004","20","5035404","2021/08/25 15:59:59","0","0","10062","1001","0","0","2021/08/09 16:00:00"
"112401","10062005","30","5035405","2021/08/25 15:59:59","0","0","10062","1001","0","0","2021/08/09 16:00:00"
"112401","10062006","2","5035406","2021/08/25 15:59:59","0","0","10062","1003","0","0","2021/08/09 16:00:00"
"112501","10062007","4","5035407","2021/08/25 15:59:59","0","0","10062","1003","0","0","2021/08/09 16:00:00"
"112601","10062008","7","5035408","2021/08/25 15:59:59","0","0","10062","1003","0","0","2021/08/09 16:00:00"
"112501","10063001","1006303","5036402","2021/08/25 15:59:59","1","0","10063","1002","0","0","2021/08/17 16:00:00"
"112601","10063002","10","5036403","2021/08/25 15:59:59","0","0","10063","1001","0","0","2021/08/17 16:00:00"
"112501","10063003","20","5036404","2021/08/25 15:59:59","0","0","10063","1001","0","0","2021/08/17 16:00:00"
"112401","10063004","30","5036405","2021/08/25 15:59:59","0","0","10063","1001","0","0","2021/08/17 16:00:00"
"112401","10063005","10","5036406","2021/08/25 15:59:59","0","0","10063","1003","0","0","2021/08/17 16:00:00"
"112501","10063006","12","5036407","2021/08/25 15:59:59","0","0","10063","1003","0","0","2021/08/17 16:00:00"
"112601","10063007","14","5036408","2021/08/25 15:59:59","0","0","10063","1003","0","0","2021/08/17 16:00:00"
"112401","10063008","17","5036411","2021/08/25 15:59:59","0","0","10063","1003","0","0","2021/08/17 16:00:00"
"110801","10064001","1006403","5064402","2021/08/16 15:59:59","1","0","10064","1002","0","0","2021/08/02 16:00:00"
"110901","10064002","10","5064403","2021/08/16 15:59:59","0","0","10064","1001","0","0","2021/08/02 16:00:00"
"111001","10064003","20","5064404","2021/08/16 15:59:59","0","0","10064","1001","0","0","2021/08/02 16:00:00"
"110801","10064004","30","5064405","2021/08/16 15:59:59","0","0","10064","1001","0","0","2021/08/02 16:00:00"
"110801","10064005","2","5064406","2021/08/16 15:59:59","0","0","10064","1003","0","0","2021/08/02 16:00:00"
"110801","10064006","4","5064407","2021/08/16 15:59:59","0","0","10064","1003","0","0","2021/08/02 16:00:00"
"110901","10064007","7","5064408","2021/08/16 15:59:59","0","0","10064","1003","0","0","2021/08/02 16:00:00"
"111001","10064008","10","5064409","2021/08/16 15:59:59","0","0","10064","1003","0","0","2021/08/02 16:00:00"
"110801","10064009","13","5064410","2021/08/16 15:59:59","0","0","10064","1003","0","0","2021/08/02 16:00:00"
"110801","10064010","15","5064411","2021/08/16 15:59:59","0","0","10064","1003","0","0","2021/08/02 16:00:00"
"116201","10064011","1006403","5064422","2021/08/16 15:59:59","1","5064001","10064","1002","1","0","2021/08/02 16:00:00"
"116301","10064012","10","5064423","2021/08/16 15:59:59","0","5064001","10064","1001","1","0","2021/08/02 16:00:00"
"116401","10064013","20","5064424","2021/08/16 15:59:59","0","5064001","10064","1001","1","0","2021/08/02 16:00:00"
"116201","10064014","30","5064425","2021/08/16 15:59:59","0","5064001","10064","1001","1","0","2021/08/02 16:00:00"
"116201","10064015","2","5064426","2021/08/16 15:59:59","0","5064001","10064","1003","1","0","2021/08/02 16:00:00"
"116201","10064016","4","5064427","2021/08/16 15:59:59","0","5064001","10064","1003","1","0","2021/08/02 16:00:00"
"116301","10064017","7","5064428","2021/08/16 15:59:59","0","5064001","10064","1003","1","0","2021/08/02 16:00:00"
"116401","10064018","10","5064429","2021/08/16 15:59:59","0","5064001","10064","1003","1","0","2021/08/02 16:00:00"
"116201","10064019","13","5064430","2021/08/16 15:59:59","0","5064001","10064","1003","1","0","2021/08/02 16:00:00"
"116201","10064020","15","5064431","2021/08/16 15:59:59","0","5064001","10064","1003","1","0","2021/08/02 16:00:00"
"110801","10065001","1006503","5038402","2021/07/26 15:59:59","1","0","10065","1002","0","0","2021/07/19 16:00:00"
"110901","10065002","10","5038403","2021/07/26 15:59:59","0","0","10065","1001","0","0","2021/07/19 16:00:00"
"111001","10065003","20","5038404","2021/07/26 15:59:59","0","0","10065","1001","0","0","2021/07/19 16:00:00"
"110801","10065004","30","5038405","2021/07/26 15:59:59","0","0","10065","1001","0","0","2021/07/19 16:00:00"
"111001","10065005","2","5038406","2021/07/26 15:59:59","0","0","10065","1003","0","0","2021/07/19 16:00:00"
"110901","10065006","3","5038407","2021/07/26 15:59:59","0","0","10065","1003","0","0","2021/07/19 16:00:00"
"110901","10065007","4","5038408","2021/07/26 15:59:59","0","0","10065","1003","0","0","2021/07/19 16:00:00"
"110801","10065008","5","5038409","2021/07/26 15:59:59","0","0","10065","1003","0","0","2021/07/19 16:00:00"
"111001","10065009","6","5038410","2021/07/26 15:59:59","0","0","10065","1003","0","0","2021/07/19 16:00:00"
"110901","10065010","8","5038411","2021/07/26 15:59:59","0","0","10065","1003","0","0","2021/07/19 16:00:00"
"106601","10066001","1006603","5066402","2021/09/15 15:59:59","1","0","10066","1002","0","0","2021/09/01 16:00:00"
"116501","10066002","1006603","5066422","2021/09/15 15:59:59","1","5066003","10066","1002","1","0","2021/09/01 16:00:00"
"116501","10066003","1006603","5066442","2021/09/15 15:59:59","1","5066005","10066","1002","1","0","2021/09/01 16:00:00"
"106601","10066004","10","5066403","2021/09/15 15:59:59","0","0","10066","1001","0","0","2021/09/01 16:00:00"
"116501","10066005","10","5066423","2021/09/15 15:59:59","0","5066003","10066","1001","1","0","2021/09/01 16:00:00"
"116501","10066006","10","5066443","2021/09/15 15:59:59","0","5066005","10066","1001","1","0","2021/09/01 16:00:00"
"116601","10066007","20","5066404","2021/09/15 15:59:59","0","0","10066","1001","0","0","2021/09/01 16:00:00"
"116601","10066008","20","5066424","2021/09/15 15:59:59","0","5066005","10066","1001","1","0","2021/09/01 16:00:00"
"106601","10066009","30","5066405","2021/09/15 15:59:59","0","0","10066","1001","0","0","2021/09/01 16:00:00"
"116501","10066010","30","5066425","2021/09/15 15:59:59","0","5066003","10066","1001","1","0","2021/09/01 16:00:00"
"116501","10066011","30","5066445","2021/09/15 15:59:59","0","5066005","10066","1001","1","0","2021/09/01 16:00:00"
"106601","10066012","2","5066406","2021/09/15 15:59:59","0","0","10066","1003","0","0","2021/09/01 16:00:00"
"116501","10066013","2","5066426","2021/09/15 15:59:59","0","5066003","10066","1003","1","0","2021/09/01 16:00:00"
"116501","10066014","2","5066446","2021/09/15 15:59:59","0","5066005","10066","1003","1","0","2021/09/01 16:00:00"
"116601","10066015","4","5066407","2021/09/15 15:59:59","0","0","10066","1003","0","0","2021/09/01 16:00:00"
"116601","10066016","4","5066427","2021/09/15 15:59:59","0","5066005","10066","1003","1","0","2021/09/01 16:00:00"
"106601","10066017","7","5066408","2021/09/15 15:59:59","0","0","10066","1003","0","0","2021/09/01 16:00:00"
"116501","10066018","7","5066428","2021/09/15 15:59:59","0","5066003","10066","1003","1","0","2021/09/01 16:00:00"
"116501","10066019","7","5066448","2021/09/15 15:59:59","0","5066005","10066","1003","1","0","2021/09/01 16:00:00"
"116601","10066020","10","5066409","2021/09/15 15:59:59","0","0","10066","1003","0","0","2021/09/01 16:00:00"
"116601","10066021","10","5066429","2021/09/15 15:59:59","0","5066005","10066","1003","1","0","2021/09/01 16:00:00"
"106601","10066022","13","5066410","2021/09/15 15:59:59","0","0","10066","1003","0","0","2021/09/01 16:00:00"
"116501","10066023","13","5066430","2021/09/15 15:59:59","0","5066003","10066","1003","1","0","2021/09/01 16:00:00"
"116501","10066024","13","5066450","2021/09/15 15:59:59","0","5066005","10066","1003","1","0","2021/09/01 16:00:00"
"106601","10066025","15","5066411","2021/09/15 15:59:59","0","0","10066","1003","0","0","2021/09/01 16:00:00"
"116501","10066026","15","5066431","2021/09/15 15:59:59","0","5066003","10066","1003","1","0","2021/09/01 16:00:00"
"116501","10066027","15","5066451","2021/09/15 15:59:59","0","5066005","10066","1003","1","0","2021/09/01 16:00:00"
"102601","10067001","1006703","5040402","2021/09/24 15:59:59","1","0","10067","1002","0","0","2021/09/17 16:00:00"
"105201","10067002","10","5040403","2021/09/24 15:59:59","0","0","10067","1001","0","0","2021/09/17 16:00:00"
"102601","10067003","20","5040404","2021/09/24 15:59:59","0","0","10067","1001","0","0","2021/09/17 16:00:00"
"103301","10067004","30","5040405","2021/09/24 15:59:59","0","0","10067","1001","0","0","2021/09/17 16:00:00"
"102601","10067005","2","5040406","2021/09/24 15:59:59","0","0","10067","1003","0","0","2021/09/17 16:00:00"
"103301","10067006","3","5040407","2021/09/24 15:59:59","0","0","10067","1003","0","0","2021/09/17 16:00:00"
"105201","10067007","4","5040408","2021/09/24 15:59:59","0","0","10067","1003","0","0","2021/09/17 16:00:00"
"103801","10067008","5","5040409","2021/09/24 15:59:59","0","0","10067","1003","0","0","2021/09/17 16:00:00"
"103301","10067009","6","5040410","2021/09/24 15:59:59","0","0","10067","1003","0","0","2021/09/17 16:00:00"
"102601","10067010","8","5040411","2021/09/24 15:59:59","0","0","10067","1003","0","0","2021/09/17 16:00:00"
"116801","10068001","116801","5068401","2021/10/15 15:59:59","0","0","10068","1004","0","0","2021/10/01 16:00:00"
"116701","10068002","1006803","5068402","2021/10/15 15:59:59","1","0","10068","1002","0","0","2021/10/01 16:00:00"
"116701","10068003","10","5068403","2021/10/15 15:59:59","0","0","10068","1001","0","0","2021/10/01 16:00:00"
"116901","10068004","20","5068404","2021/10/15 15:59:59","0","0","10068","1001","0","0","2021/10/01 16:00:00"
"116701","10068005","30","5068405","2021/10/15 15:59:59","0","0","10068","1001","0","0","2021/10/01 16:00:00"
"116701","10068006","2","5068406","2021/10/15 15:59:59","0","0","10068","1003","0","0","2021/10/01 16:00:00"
"116701","10068007","4","5068407","2021/10/15 15:59:59","0","0","10068","1003","0","0","2021/10/01 16:00:00"
"116901","10068008","7","5068408","2021/10/15 15:59:59","0","0","10068","1003","0","0","2021/10/01 16:00:00"
"116901","10068009","10","5068409","2021/10/15 15:59:59","0","0","10068","1003","0","0","2021/10/01 16:00:00"
"116801","10068010","13","5068410","2021/10/15 15:59:59","0","0","10068","1003","0","0","2021/10/01 16:00:00"
"116701","10068011","15","5068411","2021/10/15 15:59:59","0","0","10068","1003","0","0","2021/10/01 16:00:00"
"116701","10068012","1006803","5068422","2021/10/15 15:59:59","1","5068001","10068","1002","1","0","2021/10/01 16:00:00"
"116701","10068013","10","5068423","2021/10/15 15:59:59","0","5068001","10068","1001","1","0","2021/10/01 16:00:00"
"116901","10068014","20","5068424","2021/10/15 15:59:59","0","5068001","10068","1001","1","0","2021/10/01 16:00:00"
"116701","10068015","30","5068425","2021/10/15 15:59:59","0","5068001","10068","1001","1","0","2021/10/01 16:00:00"
"116701","10068016","2","5068426","2021/10/15 15:59:59","0","5068001","10068","1003","1","0","2021/10/01 16:00:00"
"116701","10068017","4","5068427","2021/10/15 15:59:59","0","5068001","10068","1003","1","0","2021/10/01 16:00:00"
"116901","10068018","7","5068428","2021/10/15 15:59:59","0","5068001","10068","1003","1","0","2021/10/01 16:00:00"
"116901","10068019","10","5068429","2021/10/15 15:59:59","0","5068001","10068","1003","1","0","2021/10/01 16:00:00"
"116801","10068020","13","5068430","2021/10/15 15:59:59","0","5068001","10068","1003","1","0","2021/10/01 16:00:00"
"116701","10068021","15","5068431","2021/10/15 15:59:59","0","5068001","10068","1003","1","0","2021/10/01 16:00:00"
"113001","10069001","113001","5042401","2021/10/25 15:59:59","0","0","10069","1004","0","0","2021/10/18 16:00:00"
"112901","10069002","1006903","5042402","2021/10/25 15:59:59","1","0","10069","1002","0","0","2021/10/18 16:00:00"
"106701","10069003","10","5042403","2021/10/25 15:59:59","0","0","10069","1001","0","0","2021/10/18 16:00:00"
"900103","10069004","20","5042404","2021/10/25 15:59:59","0","0","10069","1001","0","0","2021/10/18 16:00:00"
"112901","10069005","30","5042405","2021/10/25 15:59:59","0","0","10069","1001","0","0","2021/10/18 16:00:00"
"101101","10069006","2","5042426","2021/10/25 15:59:59","0","0","10069","1003","0","0","2021/10/18 16:00:00"
"112901","10069007","2","5042406","2021/10/25 15:59:59","0","5042001","10069","1003","1","0","2021/10/18 16:00:00"
"105501","10069008","4","5042427","2021/10/25 15:59:59","0","0","10069","1003","0","0","2021/10/18 16:00:00"
"113001","10069009","4","5042407","2021/10/25 15:59:59","0","5042001","10069","1003","1","0","2021/10/18 16:00:00"
"100101","10069010","6","5042428","2021/10/25 15:59:59","0","0","10069","1003","0","0","2021/10/18 16:00:00"
