89022cb2e54d53696d040d2eede33d478f508e2f7c85e3d14297111bae477a34,edf05e41ff6451436107fed9a1f85c430e9751eaf53d934dd97887953763ed5b,8d9247113091eb2c8d7419d12f4198edbfd53490c3a13a0285e6b50ee2300c46,1d69c78b37f7824e57838bb7f78734c3190743ec5c30a01d10237b511dc7f570,1529625d4b3588b2bada4a89c17e68957e46a473e44547a83b58d5edba1387a6,447e3b2e0d330ab27f2265c775cc84fb7ca061748a93f1cf882882439e2d01d1,5f44b09d12c3c081b709fcadd8068e881a77d3953726a852b08a4aac00bc0ace,0b317f34de9664efa12717832a739d339cec45f54b4fbd4deb16c6728be55949,8b6cbd0e5910fffb241fd894ec414ce103807264f66f7b92c07b46de2abf6bae,7fdd77c2a1594ecf2ca1618a565d365561cc3c4cbc4900f7fb3cca249b56f654,1ea2f9db459f2042052110de122d296d0f22d9e1903eb5a9bbe1bb959a53f1a9
"","","","0","901","","vo_fpc_20104","21","19010041","vo_fpc",""
"0.5","0","0","1","901","0","啊，不行……\n我的胃也有波巨浪……\n要、要忍住啊，優花梨……","11","19010042","126811","9"
"","","","","901","","","91","19010043","0",""
"","","","","901","","0","93","19010044","0.5",""
"","","","4.52488687782805","901","","1000","2","19010045","126811","-250"
"","","","4.52488687782805","901","","1000","2","19010046","3","-250"
"","","","4.52488687782805","901","","1000","2","19010047","2","-250"
"","","","4.52488687782805","901","","1000","33","19010048","126811","-250"
"","","","","901","","","91","19010049","0",""
"02_neneka_floatRing","1.75","0","-780","902","-180","1","5","19020001","21","22"
"02_neneka_floatRing","1.6625","0","-780","902","-125","2","5","19020002","21","12"
"02_neneka_floatRing","1.8375","0","-780","902","-250","3","5","19020003","21","32"
"02_neneka_floatRing","1.75","0","-780","902","-180","4","5","19020004","21","22"
"02_neneka_floatRing","1.6625","0","-780","902","-125","5","5","19020005","21","12"
"02_neneka_floatRing","1.8375","0","-780","902","-250","6","5","19020006","21","32"
"","1","","-180","902","1","1","31","19020007","102","-780"
"","1","","-125","902","1","2","31","19020008","102","-780"
"","1","","-250","902","1","3","31","19020009","102","-780"
"","1","","-180","902","1","4","31","19020010","102","-780"
"","1","","-125","902","1","5","31","19020011","102","-780"
"","1","","-250","902","1","6","31","19020012","102","-780"
"","","","","902","","se_fpc_water_random","23","19020013","se_10053800","1"
"","","","","902","","","91","19020014","19020012",""
"","","","4.58823529411765","902","12","0","2","19020015","1","-180"
"","","","4.58823529411765","902","12","0","33","19020016","1","-180"
"","","","","902","","","91","19020017","19020015",""
"","","","0","902","","vo_fpc_20200","21","19020018","vo_fpc",""
"0.5","0","0","1","902","0","嗯……","11","19020019","1","10"
"","","","","902","","","91","19020020","0",""
"","","","","902","","0","93","19020021","0.5",""
"","","","3.70588235294118","902","12","150","2","19020022","1","-180"
"","","","3.70588235294118","902","12","150","33","19020023","1","-180"
"","0.1","","","902","","02_neneka_floatRing","3","19020024","2","1"
"","","","3.70588235294118","902","12","-150","2","19020025","2","-125"
"","","","3.70588235294118","902","12","-150","33","19020026","2","-125"
"","","","","902","","","91","19020027","19020025",""
"","","","0","902","","vo_fpc_20201","21","19020028","vo_fpc",""
"0.5","0","0","1","902","0","雖然我有想過，就只是隨波逐流\n這種世間凡夫俗子般的行為，\n究竟是哪裡好玩了……","11","19020029","2","8"
"","","","","902","","","91","19020030","0",""
"","","","","902","","0","93","19020031","0.5",""
"","","","3.11764705882353","902","12","250","2","19020032","1","-180"
"","","","3.11764705882353","902","12","250","33","19020033","1","-180"
"","","","3.11764705882353","902","12","0","2","19020034","2","-125"
"","","","3.11764705882353","902","12","0","33","19020035","2","-125"
"","0.1","","","902","","02_neneka_floatRing","3","19020036","3","1"
"","","","3.11764705882353","902","12","-250","2","19020037","3","-250"
"","","","3.11764705882353","902","12","-250","33","19020038","3","-250"
"","","","","902","","","91","19020039","19020037",""
"","","","0","902","","vo_fpc_20202","21","19020040","vo_fpc",""
"0.5","0","0","1","902","0","不過這也別有一番趣味呢……\n下次也帶諾維姆過來\n漂流看看吧。","11","19020041","3","7"
"","","","","902","","1","93","19020042","4.5",""
"","","","","902","","0","93","19020043","0.9",""
"","","","","902","","","91","19020044","19020041",""
"","0.1","","","902","","02_neneka_floatRing","3","19020045","4","1"
"","","","7.37556561085973","902","","850","2","19020046","4","-180"
"","","","7.37556561085973","902","","850","33","19020047","4","-180"
"","","","","902","","0","93","19020048","0.2",""
"","0.1","","","902","","02_neneka_floatRing","3","19020049","5","1"
"","","","2.71493212669683","902","12","850","2","19020050","1","-180"
"","","","2.71493212669683","902","12","850","33","19020051","1","-180"
"","","","","902","","0","93","19020052","0.2",""
"","","","3.84615384615385","902","12","850","2","19020053","2","-125"
"","","","3.84615384615385","902","12","850","33","19020054","2","-125"
"","","","","902","","0","93","19020055","0.1",""
"","","","4.97737556561086","902","12","850","2","19020056","3","-250"
"","","","4.97737556561086","902","12","850","33","19020057","3","-250"
"","","","","902","","0","93","19020058","1.5",""
"","","","6.26923076923077","902","","850","2","19020059","5","-125"
"","","","6.26923076923077","902","","850","33","19020060","5","-125"
"","","","","902","","0","93","19020061","1",""
"","0.1","","","902","","02_neneka_floatRing","3","19020062","6","1"
"","","","6.63800904977376","902","","850","2","19020063","6","-250"
"","","","6.63800904977376","902","","850","33","19020064","6","-250"
"","","","","902","","","91","19020065","0",""
"","","","","902","","0","93","19020066","1",""
"","","","","902","","","91","19020067","0",""
"03_cmn_walk_styk_N2","1.4875","0","-750","903","-15","113211","1","19030001","1","12"
"03_cmn_run_def_N","1.4875","0","750","903","-15","113311","1","19030002","1","12"
"","","","","903","","se_fpc_water_random","23","19030003","se_10053800","1"
"","","","","903","","0","91","19030004","19030002",""
"","","","3.52941176470588","903","","-150","2","19030005","113211","-15"
"","","","","903","","0","93","19030006","1.5",""
"","","","2.71493212669683","903","","150","2","19030007","113311","-15"
"","","","","903","","","91","19030008","19030005",""
"","0.1","","","903","","03_cmn_idol_def_N","3","19030009","113211","1"
"","","","","903","","","91","19030010","19030007",""
"","0.3","","","903","","03_nanaka_gufufu","3","19030011","113311","1"
"","","","","903","","0","93","19030012","0.3",""
"","","","0","903","","vo_fpc_20300","21","19030013","vo_fpc",""
"0.5","0","0","1","903","0","唔呵呵，\n不愧是杏奈美眉♪","11","19030014","113311","8"
"","","","","903","","","91","19030015","0",""
"","","","","903","","0","93","19030016","0.5",""
"","","","0","903","","vo_fpc_20301","21","19030017","vo_fpc",""
"0.5","0","0","1","903","0","把七七香精選的傳說學校泳衣\n駕馭得很完美呢！","11","19030018","113311","6"
"","","","","903","","","91","19030019","0",""
"","","","","903","","0","93","19030020","0.5",""
"","0.1","","","903","","03_anna_shy","3","19030021","113211","1"
"","","","0","903","","vo_fpc_20302","21","19030022","vo_fpc",""
"0.5","0","0","1","903","0","什麼，這是因為我沒有其他泳衣\n所以才不得已穿的啦……","11","19030023","113211","10"
"","","","","903","","","91","19030024","0",""
"","","","","903","","0","93","19030025","0.5",""
"","","","0","903","","vo_fpc_20303","21","19030026","vo_fpc",""
"0.5","0","0","1","903","0","沒問題沒問題，\n真的很適合妳啦！","11","19030027","113311","6"
"","","","","903","","","91","19030028","0",""
"","","","","903","","0","93","19030029","0.5",""
"","","","0","903","","vo_fpc_20304","21","19030030","vo_fpc",""
"0.5","0","0","1","903","0","還是說……\n妳要跟我交換泳衣看看？","11","19030031","113311","8"
"","","","","903","","","91","19030032","0",""
"","","","","903","","0","93","19030033","0.5",""
"","0.1","","03_anna_pui_loop","903","1","03_anna_pui_in","3","19030034","113211","0"
"","","","0","903","","vo_fpc_20305","21","19030035","vo_fpc",""
"0.5","0","0","1","903","0","妳那件也有那件的害羞吧！","11","19030036","113211","7"
"","","","","903","","","91","19030037","0",""
"","","","","903","","0","93","19030038","0.5",""
"","","","0","903","","vo_fpc_20306","21","19030039","vo_fpc",""
"0.5","0","0","1","903","0","我、我有好友為我挑的\n這件學校泳衣便足矣！","11","19030040","113211","8"
"","","","","903","","","91","19030041","0",""
"","","","","903","","0","93","19030042","0.5",""
"","0.1","","","903","","1","4","19030043","113311","1"
"","0.1","","","903","","1","4","19030044","113211","1"
"","0.1","","","903","","03_cmn_run_def_N","3","19030045","113311","1"
"","0.1","","","903","","03_cmn_walk_styk_N2","3","19030046","113211","1"
"","","","2.71493212669683","903","","750","2","19030047","113311","-15"
"","","","3.52941176470588","903","","-750","2","19030048","113211","-15"
"","","","","903","","","91","19030049","0",""
"04_misogi_flutterKick_loop","1.75","0","-910","904","-180","122811","1","19040001","1","22"
"04_mimi_flutterKick_loop","1.75","0","-910","904","-125","122911","1","19040002","1","12"
"04_kyouka_flutterKick_loop","1.75","0","-910","904","-180","122711","1","19040003","1","22"
"04_yuni_flutterKick_loop","1.75","0","-910","904","-180","129311","1","19040004","1","23"
"cmn_swm_flutterKick_floatBoad","1.75","0","-910","904","-180","1","5","19040005","1","22"
"empty","1.75","0","-50","904","-180","3","5","19040006","3","24"
"","1","","-180","904","1","1","31","19040007","1","-910"
"","0","","-180","904","1","11","31","19040008","4","-910"
"","1","","-125","904","1","2","31","19040009","7","-910"
"","0","","-125","904","1","21","31","19040010","4","-910"
"","1","","-180","904","1","3","31","19040011","1","-910"
"","0","","-180","904","1","31","31","19040012","4","-910"
"","1","","-180","904","1","4","31","19040013","1","-910"
"","0","","-180","904","1","41","31","19040014","4","-50"
"","0","","0","904","1","1006","31","19040015","1006","-180"
"","","","","904","","se_fpc_water_random","23","19040016","se_10053800","1"
"","","","","904","","0","91","19040017","19040015",""
"","","","5.81447963800905","904","12","375","2","19040018","122811","-180"
"","","","5.81447963800905","904","12","375","33","19040019","1","-180"
"","","","5.81447963800905","904","12","375","33","19040020","11","-180"
"","","","","904","","","91","19040021","",""
"","","","","904","","0","32","19040022","1",""
"","","","","904","","1","32","19040023","11",""
"","0.1","0.1","04_misogi_float_loop","904","1","04_misogi_float_in","3","19040024","122811","0"
"","","","","904","","0","93","19040025","0.9",""
"","","","0","904","","vo_fpc_20400","21","19040026","vo_fpc",""
"0.5","0","0","1","904","0","哇──！禊是第一名──！\n當鬼的人，快來抓我們──！","11","19040027","122811","9"
"","","","","904","","","91","19040028","0",""
"","","","","904","","0","93","19040029","0.5",""
"","","","5.94117647058824","904","12","100","2","19040030","122911","-125"
"","","","5.94117647058824","904","12","100","33","19040031","2","-125"
"","","","5.94117647058824","904","12","100","33","19040032","21","-125"
"","","","","904","","0","93","19040033","2",""
"","","","0","904","","vo_fpc_20401","21","19040034","vo_fpc",""
"0.5","0","0","1","904","0","快逃快逃～！","11","19040035","122911","8"
"","","","","904","","","91","19040036","19040032",""
"","","","","904","","0","32","19040037","2",""
"","","","","904","","1","32","19040038","21",""
"","0.1","0.1","04_mimi_float_loop","904","1","04_mimi_float_in","3","19040039","122911","0"
"","","","5.40441176470588","904","12","-175","2","19040040","122711","-180"
"","","","5.40441176470588","904","12","-175","33","19040041","3","-180"
"","","","5.40441176470588","904","12","-175","33","19040042","31","-180"
"","","","","904","","0","93","19040043","2",""
"","","","0","904","","vo_fpc_20402","21","19040044","vo_fpc",""
"0","0","0","1","904","0","真是的～！妳們兩個等一下啦～！","11","19040045","122711","11"
"","","","","904","","","91","19040046","19040042",""
"","","","","904","","0","32","19040047","3",""
"","","","","904","","1","32","19040048","31",""
"","0.1","0.1","04_kyouka_float_loop","904","1","04_kyouka_float_in","3","19040049","122711","0"
"","","","","904","","0","93","19040050","1.2",""
"","","","","904","","1","32","19040051","1006",""
"","","","","904","","0","93","19040052","0.8",""
"","","","","904","","1","32","19040053","1",""
"","","","","904","","0","32","19040054","11",""
"","","","","904","","1","32","19040055","2",""
"","","","","904","","0","32","19040056","21",""
"","","","","904","","1","32","19040057","3",""
"","","","","904","","0","32","19040058","31",""
"","0.1","0.1","04_misogi_flutterKick_loop","904","1","04_misogi_flutterKick_in","3","19040059","122811","0"
"","","","2.82805429864253","904","","1000","2","19040060","122811","-180"
"","","","2.82805429864253","904","","1000","33","19040061","1","-180"
"","","","","904","","0","93","19040062","0.1",""
"","0.1","0.1","04_mimi_flutterKick_loop","904","1","04_mimi_flutterKick_in","3","19040063","122911","0"
"","","","4.07239819004525","904","","1000","2","19040064","122911","-125"
"","","","4.07239819004525","904","","1000","33","19040065","2","-125"
"","","","","904","","0","93","19040066","0.1",""
"","0.1","0.1","04_kyouka_flutterKick_loop","904","1","04_kyouka_flutterKick_in","3","19040067","122711","0"
"","","","5.31674208144796","904","","1000","2","19040068","122711","-180"
"","","","5.31674208144796","904","","1000","33","19040069","3","-180"
"","","","","904","","0","93","19040070","0.1",""
"","","","5.05882352941176","904","","-50","2","19040071","129311","-180"
"","","","5.05882352941176","904","","-50","33","19040072","4","-180"
"","","","5.05882352941176","904","","-50","2","19040073","1","-180"
"","","","","904","","0","93","19040074","2",""
"","","","0","904","","vo_fpc_20403","21","19040075","vo_fpc",""
"0.5","0","0","1","904","0","哇──♪","11","19040076","129311","10"
"","","","","904","","0","93","19040077","2.75882352941176",""
"","0.1","0.1","04_yuni_flutterKick_pause_loop","904","1","04_yuni_flutterKick_pause_in","3","19040078","3","0"
"","0.1","0.1","04_yuni_flutterKick_pause_loop","904","1","04_yuni_flutterKick_pause_in","3","19040079","129311","0"
"","0.1","0.1","04_yuni_flutterKick_pause_loop","904","1","04_yuni_flutterKick_pause_in","3","19040080","1","0"
"","","","","904","","0","93","19040081","0.3",""
"","","","0","904","","vo_fpc_20404","21","19040082","vo_fpc",""
"","","","","904","","0","32","19040083","4",""
"","","","","904","","1","32","19040084","41",""
"","","","","904","","0","93","19040085","5",""
"","0.1","","","904","","empty","3","19040086","3","0"
"","0.2","0.1","04_yuni_flutterKick_loop","904","1","04_yuni_flutterKick_in","3","19040087","129311","0"
"","0.2","0.1","cmn_swm_flutterKick_floatBoad","904","1","04_yuni_flutterKick_in","3","19040088","1","0"
"","","","","904","","1","32","19040089","4",""
"","","","","904","","0","32","19040090","41",""
"","","","6.17647058823529","904","","1000","2","19040091","129311","-180"
"","","","6.17647058823529","904","","1000","2","19040092","1","-180"
"","","","6.17647058823529","904","","1000","33","19040093","4","-180"
"","","","","904","","0","93","19040094","0.3",""
"","","","0","904","","vo_fpc_20405","21","19040095","vo_fpc",""
"0.5","0","0","1","904","0","哇──哇──♪","11","19040096","129311","10"
"","","","","904","","","91","19040097","19040091",""
"cmn_swm_flutterKick","1.75","0","-910","905","-125","117111","1","19050001","1","12"
"cmn_swm_flutterKick","1.75","0","-910","905","-180","117011","1","19050002","1","22"
"cmn_walk_r","1.4875","0","750","905","-15","107611","1","19050003","1","12"
"","1","","-125","905","1","1","31","19050004","7","-910"
"","0","","-125","905","1","11","31","19050005","4","-910"
"","1","","-180","905","1","2","31","19050006","1","-910"
"","0","","-180","905","1","21","31","19050007","4","-910"
"","","","","905","","se_fpc_water_random","23","19050008","se_10053800","1"
"","","","","905","","0","91","19050009","19050007",""
"","","","5.35294117647059","905","12","0","2","19050010","117111","-125"
"","","","5.35294117647059","905","12","0","33","19050011","1","-125"
"","","","5.35294117647059","905","12","0","33","19050012","11","-125"
"","","","","905","","","91","19050013","",""
"","","","","905","","0","32","19050014","1",""
"","","","","905","","1","32","19050015","11",""
"","0.1","0.1","05_shizuru_search_loop","905","1","05_shizuru_search_in","3","19050016","117111","0"
"","","","","905","","0","93","19050017","1",""
"","","","0","905","","vo_fpc_20500","21","19050018","vo_fpc",""
"0.5","0","0","1","905","0","嗯……真奇怪呢……\n我有在這一帶感受到\n弟弟的「氣息」……","11","19050019","117111","8"
"","","","","905","","1","93","19050020","1.81764705882353",""
"","","","3.88235294117647","905","12","-250","2","19050021","117011","-180"
"","","","3.88235294117647","905","12","-250","33","19050022","2","-180"
"","","","3.88235294117647","905","12","-250","33","19050023","21","-180"
"","","","","905","","0","93","19050024","2.38235294117647",""
"","","","","905","","0","93","19050025","1.5",""
"","","","","905","","","91","19050026","19050019",""
"","","","","905","","","91","19050027","19050021",""
"","0.1","0.1","05_eriko_talk_loop","905","1","05_eriko_talk_in","3","19050028","117011","0"
"","","","","905","","0","32","19050029","2",""
"","","","","905","","1","32","19050030","21",""
"","","","0","905","","vo_fpc_20501","21","19050031","vo_fpc",""
"0.5","0","0","1","905","0","那位大人的氣場殘渣……\n確實就在這附近……","11","19050032","117011","7"
"","","","","905","","1","93","19050033","2.15294117647059",""
"","","","2.64705882352941","905","0","300","2","19050034","107611","-15"
"","","","","905","","0","93","19050035","1.14705882352941",""
"","","","","905","","0","93","19050036","1.5",""
"","","","","905","","","91","19050037","19050032",""
"","","","","905","","","91","19050038","19050034",""
"","0.2","","","905","","05_kokkoro_talk","3","19050039","107611","1"
"","","","0","905","","vo_fpc_20502","21","19050040","vo_fpc",""
"0.5","0","0","1","905","0","靜流小姐、惠理子小姐，\n請問怎麼了嗎？","11","19050041","107611","8"
"","","","","905","","","91","19050042","0",""
"","","","","905","","0","93","19050043","0.5",""
"","0.1","0.1","05_shizuru_greet_loop","905","1","05_shizuru_greet_in","3","19050044","117111","0"
"","","","0","905","","vo_fpc_20503","21","19050045","vo_fpc",""
"0.5","0","0","1","905","0","啊，可可蘿♪\n原來如此──我是感受到殘留在\n可可蘿身上的弟弟「氣息」了呢♪","11","19050046","117111","8"
"","","","","905","","","91","19050047","0",""
"","","","","905","","0","93","19050048","0.5",""
"","0.1","0.1","05_eriko_pressure_loop","905","1","05_eriko_pressure_in","3","19050049","117011","0"
"","","","0","905","","vo_fpc_20504","21","19050050","vo_fpc",""
"0.5","0","0","1","905","0","那噁心的根據是怎麼回事？\n話說回來，妳知道那位大人\n在哪裡嗎？\n可不許隱瞞喔。","11","19050051","117011","6"
"","","","","905","","","91","19050052","0",""
"","","","","905","","0","93","19050053","0.5",""
"","0.3","","","905","","05_kokkoro_talk2","3","19050054","107611","1"
"","","","0","905","","vo_fpc_20505","21","19050055","vo_fpc",""
"0.5","0","0","1","905","0","怎麼會隱瞞呢。","11","19050056","107611","6"
"","","","","905","","","91","19050057","0",""
"","","","","905","","0","93","19050058","0.5",""
"","0.1","0.1","05_kokkoro_point_loop","905","1","05_kokkoro_point_in","3","19050059","107611","0"
"","","","0","905","","vo_fpc_20506","21","19050060","vo_fpc",""
"0.5","0","0","1","905","0","主人他剛剛漂向\n那個方向了……","11","19050061","107611","6"
"","","","","905","","","91","19050062","0",""
"","","","","905","","0","93","19050063","0.5",""
"","0.1","0.1","05_shizuru_smile_loop","905","1","05_shizuru_smile_in","3","19050064","117111","0"
"","","","0","905","","vo_fpc_20507","21","19050065","vo_fpc",""
"0.5","0","0","1","905","0","那邊是吧！\n好──姐姐我現在\n立刻就去救你喔！","11","19050066","117111","7"
"","","","","905","","","91","19050067","0",""
"","","","","905","","0","93","19050068","0.5",""
"","0.1","0.1","05_eriko_sad_loop","905","1","05_eriko_sad_in","3","19050069","117011","0"
"","","","0","905","","vo_fpc_20508","21","19050070","vo_fpc",""
"0.5","0","0","1","905","0","啊啊，怎麼會這樣……\n我現在就前去救助您！","11","19050071","117011","8"
"","","","","905","","","91","19050072","0",""
"","","","","905","","0","93","19050073","0.5",""
"","0.1","0.1","05_shizuru_flutterKick_loop","905","1","05_shizuru_flutterKick_in","3","19050074","117111","0"
"","","","2.66169816342827","905","","1000","2","19050075","117111","-125"
"","","","2.66169816342827","905","","1000","33","19050076","1","-125"
"","","","","905","","1","32","19050077","1",""
"","","","","905","","0","32","19050078","11",""
"","","","","905","","0","93","19050079","0.1",""
"","0.1","0.1","05_eriko_flutterKick_loop","905","1","05_eriko_flutterKick_in","3","19050080","117011","0"
"","","","3.14228255404726","905","","1000","2","19050081","117011","-180"
"","","","3.14228255404726","905","","1000","33","19050082","2","-180"
"","","","","905","","1","32","19050083","2",""
"","","","","905","","0","32","19050084","21",""
"","","","","905","","","91","19050085","19050081",""
"","0.1","0.1","05_kokkoro_talk3_loop","905","1","05_kokkoro_talk3_in","3","19050086","107611","0"
"","","","0","905","","vo_fpc_20509","21","19050087","vo_fpc",""
"0.5","0","0","1","905","0","她們走了……","11","19050088","107611","5"
"","","","","905","","","91","19050089","0",""
"","","","","905","","0","93","19050090","0.5",""
"","","","0","905","","vo_fpc_20510","21","19050091","vo_fpc",""
"0.5","0","0","1","905","0","那兩位在一起的話，不知道會\n發生什麼事，真讓人擔心呢……","11","19050092","107611","11"
"","","","","905","","","91","19050093","0",""
"","","","","905","","0","93","19050094","0.5",""
"","","","0","905","","vo_fpc_20511","21","19050095","vo_fpc",""
"0.5","0","0","1","905","0","為了不讓她們在主人面前失控，\n在下必須要盯著場面才行……！","11","19050096","107611","10"
"","","","","905","","","91","19050097","0",""
"","","","","905","","0","93","19050098","0.5",""
"","","","1.65912518853695","905","0","850","2","19050099","107611","-15"
"","0.2","","","905","","05_kokkoro_run","3","19050100","107611","1"
"","","","0","905","","vo_fpc_20512","21","19050101","vo_fpc",""
"0.5","0","0","1","905","0","主人──！","11","19050102","107611","10"
"","","","","905","","","91","19050103","0",""
"","","","","905","","0","93","19050104","0.5",""
"","","","","905","","","91","19050105","19050099",""
"cmn_float","1.75","0","-850","906","-180","126911","1","19060001","1","22"
"cmn_float","1.75","0","-850","906","-125","117311","1","19060002","1","12"
"","1","","-180","906","1","11","31","19060003","6","-850"
"","0","","-180","906","1","10071","31","19060004","1007","-850"
"","1","","-125","906","1","21","31","19060005","6","-850"
"","0","","-125","906","1","10072","31","19060006","1007","-850"
"","0","","-125","906","1","10081","31","19060007","1008","-850"
"","","","","906","","se_fpc_water_random","23","19060008","se_10053800","1"
"","","","","906","","0","91","19060009","19060007",""
"","","","6.25","906","12","0","2","19060010","126911","-180"
"","","","6.25","906","12","0","33","19060011","11","-180"
"","","","6.25","906","12","0","33","19060012","10071","-180"
"","","","","906","","0","93","19060013","3",""
"","","","0","906","","vo_fpc_20600","21","19060014","vo_fpc",""
"","0.2","","","906","","06_cmn_float_sing","3","19060015","126911","1"
"","","","","906","","1","32","19060016","10071",""
"","","","","906","","","91","19060017","19060010",""
"","0.2","","","906","","cmn_float","3","19060018","126911","1"
"","","","0","906","","vo_fpc_20601","21","19060019","vo_fpc",""
"0.5","0","0","1","906","0","偶爾來這樣的地方，\n或許也不錯……","11","19060020","126911","9"
"","","","","906","","","91","19060021","0",""
"","","","","906","","0","93","19060022","0.5",""
"","","","5.14705882352941","906","12","-150","2","19060023","117311","-125"
"","","","5.14705882352941","906","12","-150","33","19060024","21","-125"
"","","","5.14705882352941","906","12","-150","33","19060025","10072","-125"
"","","","5.14705882352941","906","12","-150","33","19060026","10081","-125"
"","","","5.14705882352941","906","12","150","2","19060027","126911","-180"
"","","","5.14705882352941","906","12","150","33","19060028","11","-180"
"","","","5.14705882352941","906","12","150","33","19060029","10071","-180"
"","","","","906","","0","93","19060030","2.5",""
"","","","0","906","","vo_fpc_20602","21","19060031","vo_fpc",""
"","0.2","","","906","","06_cmn_float_sing","3","19060032","126911","1"
"","0.2","","","906","","06_cmn_float_sing","3","19060033","117311","1"
"","","","","906","","0","32","19060034","10071",""
"","","","","906","","1","32","19060035","10071",""
"","","","","906","","1","32","19060036","10072",""
"","","","","906","","","91","19060037","19060029",""
"","","","","906","","1","4","19060038","126911",""
"","","","0","906","","180","33","19060039","11","-180"
"","0.1","0.1","06_ranpha_float_shy","906","1","06_ranpha_float_notice","3","19060040","126911","0"
"","","0.1","","906","","cmn_float","3","19060041","117311","1"
"","","","0","906","","vo_fpc_20603","21","19060042","vo_fpc",""
"0.5","0","0","1","906","0","啊……","11","19060043","126911","10"
"","","","","906","","","91","19060044","0",""
"","","","","906","","0","93","19060045","0.5",""
"","0.1","0.1","06_chika_float_notice","906","1","06_chika_float_notice_in","3","19060046","117311","0"
"","","","0","906","","vo_fpc_20604","21","19060047","vo_fpc",""
"0.5","0","0","1","906","0","對不起，因為妳唱歌很好聽，\n所以我忍不住唱起和聲了……\n打擾到妳了吧。","11","19060048","117311","9"
"","","","","906","","","91","19060049","0",""
"","","","","906","","0","93","19060050","0.5",""
"","","","0","906","","vo_fpc_20605","21","19060051","vo_fpc",""
"0.5","0","0","1","906","0","不會……\n妳唱歌也很好聽……\n所以，要是可以的話，\n繼續唱吧……","11","19060052","126911","8"
"","","","","906","","","91","19060053","0",""
"","","","","906","","0","93","19060054","0.5",""
"","0.2","","","906","","06_chika_float_smile","3","19060055","117311","1"
"","","","0","906","","vo_fpc_20606","21","19060056","vo_fpc",""
"0.5","0","0","1","906","0","好的。","11","19060057","117311","10"
"","","","","906","","","91","19060058","0",""
"","","","","906","","0","93","19060059","0.5",""
"","","","0","906","","vo_fpc_20607","21","19060060","vo_fpc",""
"","0.2","","","906","","06_cmn_float_sing","3","19060061","126911","1"
"","0.2","","","906","","06_cmn_float_sing","3","19060062","117311","1"
"","","","","906","","0","32","19060063","10071",""
"","","","","906","","1","32","19060064","10071",""
"","","","","906","","1","32","19060065","10081",""
"","","","","906","","0","93","19060066","2",""
"","","","4.11764705882353","906","","850","2","19060067","126911","-180"
"","","","4.11764705882353","906","","880","33","19060068","11","-180"
"","","","4.11764705882353","906","","880","33","19060069","10071","-180"
"","","","5.88235294117647","906","","850","2","19060070","117311","-125"
"","","","5.88235294117647","906","","850","33","19060071","21","-125"
"","","","5.88235294117647","906","","850","33","19060072","10081","-125"
"","","","","906","","0","93","19060073","1.5",""
"","","","","906","","0","32","19060074","10071",""
"","","","","906","","1","32","19060075","10071",""
"","","","","906","","0","32","19060076","10081",""
"","","","","906","","1","32","19060077","10081",""
"","","","","906","","","91","19060078","19060070",""
"07_shinobu_search","1.75","0","-850","907","-125","127111","1","19070001","1","12"
"07_ruka_float","1.75","0","-850","907","-180","113111","1","19070002","1","22"
"07_dokuro_float","1.75","0","-850","907","-180","4","5","19070003","4","22"
"","1","","-125","907","1","11","31","19070004","5","-850"
"","1","","-180","907","1","21","31","19070005","4","-850"
"","1","","-180","907","1","31","31","19070006","4","-850"
"","","","","907","","se_fpc_water_random","23","19070007","se_10053800","1"
"","","","","907","","0","91","19070008","19070006",""
"","0.1","","","907","","07_shinobu_search","3","19070009","127111","1"
"","","","8.38806396344946","907","12","325","2","19070010","127111","-125"
"","","","8.38806396344946","907","12","325","33","19070011","11","-125"
"","","","","907","","","91","19070012","",""
"","0.1","0.1","07_shinobu_talk_loop","907","1","07_shinobu_talk_in","3","19070013","127111","0"
"","","","","907","","0","93","19070014","1",""
"","","","0","907","","vo_fpc_20700","21","19070015","vo_fpc",""
"0.5","0","0","1","907","0","爸爸去哪裡了呢？\n不要又引起什麼事件就好了……","11","19070016","127111","6"
"","","","","907","","","91","19070017","0",""
"","","","","907","","0","93","19070018","0.5",""
"","","","4.11764705882353","907","12","-150","2","19070019","113111","-180"
"","","","4.11764705882353","907","12","-150","33","19070020","21","-180"
"","","","","907","","","91","19070021","",""
"","0.1","","","907","","07_ruka_float2","3","19070022","113111","1"
"","","","0","907","","vo_fpc_20701","21","19070023","vo_fpc",""
"0.5","0","0","1","907","0","唔，沒想到竟然會在這種地方\n碰到骷髏頭呢……","11","19070024","113111","7"
"","","","","907","","","91","19070025","0",""
"","","","","907","","0","93","19070026","0.5",""
"","","","0","907","","vo_fpc_20702","21","19070027","vo_fpc",""
"0.5","0","0","1","907","0","在那傢伙面前一個驚慌失措，\n我不小心把骷髏頭踢飛了……","11","19070028","113111","10"
"","","","","907","","","91","19070029","0",""
"","","","","907","","0","93","19070030","0.5",""
"","","","0","907","","vo_fpc_20703","21","19070031","vo_fpc",""
"0.5","0","0","1","907","0","從那之後就沒有看到了，\n要是有好好地安息就好……","11","19070032","113111","7"
"","","","","907","","","91","19070033","0",""
"","","","","907","","0","93","19070034","0.5",""
"","0.1","","","907","","07_ruka_float","3","19070035","113111","1"
"","","","0","907","","vo_fpc_20704","21","19070036","vo_fpc",""
