62b9ba86919dd0ab126f54358f4f21c18030bf55405d58fbc21f44ef6afe9710,f1971617d6f2ec6df23a832a33ddde1ab68d3b6dc323e58f0f838accdac19042,6b3ba86853519aa739cb9aed2fc556a99adb636d6bab5ee500737b73d68cb120,7dd2865f76e0f0f666f44d2a6e2b32229ed6afed9dd11a44e20136ef7bfcfafc,493995a697128677ae46a8ef8ce4248e87246859f688c2f409e48bdcd5d9b3f2,cf62422e7ef60151b718086a62f9fd87660341908580f9eabe7451f69b592fe0,f3a8b784971652a6b3159f6dd51a19ca8946d7d540f43a77fd4bd94618b4cb77,5797af20d450f802a87f4fcb7bd42a3414aa71cfcdd7483a2f46f4d0864691d5,5cf1e649e092133e9fc69ff6a20e3d7e80eaa263eeadfe4f44e43e81e79a3a51,e18e3f155e660eb4c9a779e6e84dc76f78cf6dfbfe7564c75848840230e9b4ab,5410912cff742191069f0637b715f51f07fa34638674af83b3a1f4921c773ae2
"126811","0","901","1","0.5","7","19010032","話縮回來，總覺得暈暈的捏～\n明明是泳池卻有巨浪\n打過來嗎……呃，唔噗！","11","0","0"
"0","","901","","","","19010033","","91","",""
"126811","0.1","901","01_yukari_sick_1_loop","","0","19010034","01_yukari_sick_1","3","1","0.1"
"3","0.1","901","01_yukari_sick_1_loop","","0","19010035","01_yukari_sick_1","3","1","0.1"
"2","0.1","901","","","1","19010036","cmn_boat_idle","3","",""
"2","","901","","","","19010037","0","93","",""
"126811","0.1","901","01_yukari_sick_2_loop","","0","19010038","01_yukari_sick_2","3","1","0.1"
"3","0.1","901","01_yukari_sick_2_loop","","0","19010039","01_yukari_sick_2","3","1","0.1"
"2","0.1","901","","","1","19010040","cmn_boat_idle","3","",""
"vo_fpc","","901","0","","","19010041","vo_fpc_20104","21","",""
"126811","0","901","1","0.5","9","19010042","啊，不行……\n我的胃也有波巨浪……\n要、要忍住啊，優花梨……","11","0","0"
"0","","901","","","","19010043","","91","",""
"0.5","","901","","","","19010044","0","93","",""
"126811","","901","4.52488687782805","","-250","19010045","1000","2","",""
"3","","901","4.52488687782805","","-250","19010046","1000","2","",""
"2","","901","4.52488687782805","","-250","19010047","1000","2","",""
"126811","","901","4.52488687782805","","-250","19010048","1000","33","",""
"0","","901","","","","19010049","","91","",""
"21","1.75","902","-780","02_neneka_floatRing","22","19020001","1","5","-180","0"
"21","1.6625","902","-780","02_neneka_floatRing","12","19020002","2","5","-125","0"
"21","1.8375","902","-780","02_neneka_floatRing","32","19020003","3","5","-250","0"
"21","1.75","902","-780","02_neneka_floatRing","22","19020004","4","5","-180","0"
"21","1.6625","902","-780","02_neneka_floatRing","12","19020005","5","5","-125","0"
"21","1.8375","902","-780","02_neneka_floatRing","32","19020006","6","5","-250","0"
"102","1","902","-180","","-780","19020007","1","31","1",""
"102","1","902","-125","","-780","19020008","2","31","1",""
"102","1","902","-250","","-780","19020009","3","31","1",""
"102","1","902","-180","","-780","19020010","4","31","1",""
"102","1","902","-125","","-780","19020011","5","31","1",""
"102","1","902","-250","","-780","19020012","6","31","1",""
"se_10053800","","902","","","1","19020013","se_fpc_water_random","23","",""
"19020012","","902","","","","19020014","","91","",""
"1","","902","4.58823529411765","","-180","19020015","0","2","12",""
"1","","902","4.58823529411765","","-180","19020016","0","33","12",""
"19020015","","902","","","","19020017","","91","",""
"vo_fpc","","902","0","","","19020018","vo_fpc_20200","21","",""
"1","0","902","1","0.5","10","19020019","嗯……","11","0","0"
"0","","902","","","","19020020","","91","",""
"0.5","","902","","","","19020021","0","93","",""
"1","","902","3.70588235294118","","-180","19020022","150","2","12",""
"1","","902","3.70588235294118","","-180","19020023","150","33","12",""
"2","0.1","902","","","1","19020024","02_neneka_floatRing","3","",""
"2","","902","3.70588235294118","","-125","19020025","-150","2","12",""
"2","","902","3.70588235294118","","-125","19020026","-150","33","12",""
"19020025","","902","","","","19020027","","91","",""
"vo_fpc","","902","0","","","19020028","vo_fpc_20201","21","",""
"2","0","902","1","0.5","8","19020029","雖然我有想過，就只是隨波逐流\n這種世間凡夫俗子般的行為，\n究竟是哪裡好玩了……","11","0","0"
"0","","902","","","","19020030","","91","",""
"0.5","","902","","","","19020031","0","93","",""
"1","","902","3.11764705882353","","-180","19020032","250","2","12",""
"1","","902","3.11764705882353","","-180","19020033","250","33","12",""
"2","","902","3.11764705882353","","-125","19020034","0","2","12",""
"2","","902","3.11764705882353","","-125","19020035","0","33","12",""
"3","0.1","902","","","1","19020036","02_neneka_floatRing","3","",""
"3","","902","3.11764705882353","","-250","19020037","-250","2","12",""
"3","","902","3.11764705882353","","-250","19020038","-250","33","12",""
"19020037","","902","","","","19020039","","91","",""
"vo_fpc","","902","0","","","19020040","vo_fpc_20202","21","",""
"3","0","902","1","0.5","7","19020041","不過這也別有一番趣味呢……\n下次也帶諾維姆過來\n漂流看看吧。","11","0","0"
"4.5","","902","","","","19020042","1","93","",""
"0.9","","902","","","","19020043","0","93","",""
"19020041","","902","","","","19020044","","91","",""
"4","0.1","902","","","1","19020045","02_neneka_floatRing","3","",""
"4","","902","7.37556561085973","","-180","19020046","850","2","",""
"4","","902","7.37556561085973","","-180","19020047","850","33","",""
"0.2","","902","","","","19020048","0","93","",""
"5","0.1","902","","","1","19020049","02_neneka_floatRing","3","",""
"1","","902","2.71493212669683","","-180","19020050","850","2","12",""
"1","","902","2.71493212669683","","-180","19020051","850","33","12",""
"0.2","","902","","","","19020052","0","93","",""
"2","","902","3.84615384615385","","-125","19020053","850","2","12",""
"2","","902","3.84615384615385","","-125","19020054","850","33","12",""
"0.1","","902","","","","19020055","0","93","",""
"3","","902","4.97737556561086","","-250","19020056","850","2","12",""
"3","","902","4.97737556561086","","-250","19020057","850","33","12",""
"1.5","","902","","","","19020058","0","93","",""
"5","","902","6.26923076923077","","-125","19020059","850","2","",""
"5","","902","6.26923076923077","","-125","19020060","850","33","",""
"1","","902","","","","19020061","0","93","",""
"6","0.1","902","","","1","19020062","02_neneka_floatRing","3","",""
"6","","902","6.63800904977376","","-250","19020063","850","2","",""
"6","","902","6.63800904977376","","-250","19020064","850","33","",""
"0","","902","","","","19020065","","91","",""
"1","","902","","","","19020066","0","93","",""
"0","","902","","","","19020067","","91","",""
"1","1.4875","903","-750","03_cmn_walk_styk_N2","12","19030001","113211","1","-15","0"
"1","1.4875","903","750","03_cmn_run_def_N","12","19030002","113311","1","-15","0"
"se_10053800","","903","","","1","19030003","se_fpc_water_random","23","",""
"19030002","","903","","","","19030004","0","91","",""
"113211","","903","3.52941176470588","","-15","19030005","-150","2","",""
"1.5","","903","","","","19030006","0","93","",""
"113311","","903","2.71493212669683","","-15","19030007","150","2","",""
"19030005","","903","","","","19030008","","91","",""
"113211","0.1","903","","","1","19030009","03_cmn_idol_def_N","3","",""
"19030007","","903","","","","19030010","","91","",""
"113311","0.3","903","","","1","19030011","03_nanaka_gufufu","3","",""
"0.3","","903","","","","19030012","0","93","",""
"vo_fpc","","903","0","","","19030013","vo_fpc_20300","21","",""
"113311","0","903","1","0.5","8","19030014","唔呵呵，\n不愧是杏奈美眉♪","11","0","0"
"0","","903","","","","19030015","","91","",""
"0.5","","903","","","","19030016","0","93","",""
"vo_fpc","","903","0","","","19030017","vo_fpc_20301","21","",""
"113311","0","903","1","0.5","6","19030018","把七七香精選的傳說學校泳衣\n駕馭得很完美呢！","11","0","0"
"0","","903","","","","19030019","","91","",""
"0.5","","903","","","","19030020","0","93","",""
"113211","0.1","903","","","1","19030021","03_anna_shy","3","",""
"vo_fpc","","903","0","","","19030022","vo_fpc_20302","21","",""
"113211","0","903","1","0.5","10","19030023","什麼，這是因為我沒有其他泳衣\n所以才不得已穿的啦……","11","0","0"
"0","","903","","","","19030024","","91","",""
"0.5","","903","","","","19030025","0","93","",""
"vo_fpc","","903","0","","","19030026","vo_fpc_20303","21","",""
"113311","0","903","1","0.5","6","19030027","沒問題沒問題，\n真的很適合妳啦！","11","0","0"
"0","","903","","","","19030028","","91","",""
"0.5","","903","","","","19030029","0","93","",""
"vo_fpc","","903","0","","","19030030","vo_fpc_20304","21","",""
"113311","0","903","1","0.5","8","19030031","還是說……\n妳要跟我交換泳衣看看？","11","0","0"
"0","","903","","","","19030032","","91","",""
"0.5","","903","","","","19030033","0","93","",""
"113211","0.1","903","03_anna_pui_loop","","0","19030034","03_anna_pui_in","3","1",""
"vo_fpc","","903","0","","","19030035","vo_fpc_20305","21","",""
"113211","0","903","1","0.5","7","19030036","妳那件也有那件的害羞吧！","11","0","0"
"0","","903","","","","19030037","","91","",""
"0.5","","903","","","","19030038","0","93","",""
"vo_fpc","","903","0","","","19030039","vo_fpc_20306","21","",""
"113211","0","903","1","0.5","8","19030040","我、我有好友為我挑的\n這件學校泳衣便足矣！","11","0","0"
"0","","903","","","","19030041","","91","",""
"0.5","","903","","","","19030042","0","93","",""
"113311","0.1","903","","","1","19030043","1","4","",""
"113211","0.1","903","","","1","19030044","1","4","",""
"113311","0.1","903","","","1","19030045","03_cmn_run_def_N","3","",""
"113211","0.1","903","","","1","19030046","03_cmn_walk_styk_N2","3","",""
"113311","","903","2.71493212669683","","-15","19030047","750","2","",""
"113211","","903","3.52941176470588","","-15","19030048","-750","2","",""
"0","","903","","","","19030049","","91","",""
"1","1.75","904","-910","04_misogi_flutterKick_loop","22","19040001","122811","1","-180","0"
"1","1.75","904","-910","04_mimi_flutterKick_loop","12","19040002","122911","1","-125","0"
"1","1.75","904","-910","04_kyouka_flutterKick_loop","22","19040003","122711","1","-180","0"
"1","1.75","904","-910","04_yuni_flutterKick_loop","23","19040004","129311","1","-180","0"
"1","1.75","904","-910","cmn_swm_flutterKick_floatBoad","22","19040005","1","5","-180","0"
"3","1.75","904","-50","empty","24","19040006","3","5","-180","0"
"1","1","904","-180","","-910","19040007","1","31","1",""
"4","0","904","-180","","-910","19040008","11","31","1",""
"7","1","904","-125","","-910","19040009","2","31","1",""
"4","0","904","-125","","-910","19040010","21","31","1",""
"1","1","904","-180","","-910","19040011","3","31","1",""
"4","0","904","-180","","-910","19040012","31","31","1",""
"1","1","904","-180","","-910","19040013","4","31","1",""
"4","0","904","-180","","-50","19040014","41","31","1",""
"1006","0","904","0","","-180","19040015","1006","31","1",""
"se_10053800","","904","","","1","19040016","se_fpc_water_random","23","",""
"19040015","","904","","","","19040017","0","91","",""
"122811","","904","5.81447963800905","","-180","19040018","375","2","12",""
"1","","904","5.81447963800905","","-180","19040019","375","33","12",""
"11","","904","5.81447963800905","","-180","19040020","375","33","12",""
"","","904","","","","19040021","","91","",""
"1","","904","","","","19040022","0","32","",""
"11","","904","","","","19040023","1","32","",""
"122811","0.1","904","04_misogi_float_loop","","0","19040024","04_misogi_float_in","3","1","0.1"
"0.9","","904","","","","19040025","0","93","",""
"vo_fpc","","904","0","","","19040026","vo_fpc_20400","21","",""
"122811","0","904","1","0.5","9","19040027","哇──！禊是第一名──！\n當鬼的人，快來抓我們──！","11","0","0"
"0","","904","","","","19040028","","91","",""
"0.5","","904","","","","19040029","0","93","",""
"122911","","904","5.94117647058824","","-125","19040030","100","2","12",""
"2","","904","5.94117647058824","","-125","19040031","100","33","12",""
"21","","904","5.94117647058824","","-125","19040032","100","33","12",""
"2","","904","","","","19040033","0","93","",""
"vo_fpc","","904","0","","","19040034","vo_fpc_20401","21","",""
"122911","0","904","1","0.5","8","19040035","快逃快逃～！","11","0","0"
"19040032","","904","","","","19040036","","91","",""
"2","","904","","","","19040037","0","32","",""
"21","","904","","","","19040038","1","32","",""
"122911","0.1","904","04_mimi_float_loop","","0","19040039","04_mimi_float_in","3","1","0.1"
"122711","","904","5.40441176470588","","-180","19040040","-175","2","12",""
"3","","904","5.40441176470588","","-180","19040041","-175","33","12",""
"31","","904","5.40441176470588","","-180","19040042","-175","33","12",""
"2","","904","","","","19040043","0","93","",""
"vo_fpc","","904","0","","","19040044","vo_fpc_20402","21","",""
"122711","0","904","1","0","11","19040045","真是的～！妳們兩個等一下啦～！","11","0","0"
"19040042","","904","","","","19040046","","91","",""
"3","","904","","","","19040047","0","32","",""
"31","","904","","","","19040048","1","32","",""
"122711","0.1","904","04_kyouka_float_loop","","0","19040049","04_kyouka_float_in","3","1","0.1"
"1.2","","904","","","","19040050","0","93","",""
"1006","","904","","","","19040051","1","32","",""
"0.8","","904","","","","19040052","0","93","",""
"1","","904","","","","19040053","1","32","",""
"11","","904","","","","19040054","0","32","",""
"2","","904","","","","19040055","1","32","",""
"21","","904","","","","19040056","0","32","",""
"3","","904","","","","19040057","1","32","",""
"31","","904","","","","19040058","0","32","",""
"122811","0.1","904","04_misogi_flutterKick_loop","","0","19040059","04_misogi_flutterKick_in","3","1","0.1"
"122811","","904","2.82805429864253","","-180","19040060","1000","2","",""
"1","","904","2.82805429864253","","-180","19040061","1000","33","",""
"0.1","","904","","","","19040062","0","93","",""
"122911","0.1","904","04_mimi_flutterKick_loop","","0","19040063","04_mimi_flutterKick_in","3","1","0.1"
"122911","","904","4.07239819004525","","-125","19040064","1000","2","",""
"2","","904","4.07239819004525","","-125","19040065","1000","33","",""
"0.1","","904","","","","19040066","0","93","",""
"122711","0.1","904","04_kyouka_flutterKick_loop","","0","19040067","04_kyouka_flutterKick_in","3","1","0.1"
"122711","","904","5.31674208144796","","-180","19040068","1000","2","",""
"3","","904","5.31674208144796","","-180","19040069","1000","33","",""
"0.1","","904","","","","19040070","0","93","",""
"129311","","904","5.05882352941176","","-180","19040071","-50","2","",""
"4","","904","5.05882352941176","","-180","19040072","-50","33","",""
"1","","904","5.05882352941176","","-180","19040073","-50","2","",""
"2","","904","","","","19040074","0","93","",""
"vo_fpc","","904","0","","","19040075","vo_fpc_20403","21","",""
"129311","0","904","1","0.5","10","19040076","哇──♪","11","0","0"
"2.75882352941176","","904","","","","19040077","0","93","",""
"3","0.1","904","04_yuni_flutterKick_pause_loop","","0","19040078","04_yuni_flutterKick_pause_in","3","1","0.1"
"129311","0.1","904","04_yuni_flutterKick_pause_loop","","0","19040079","04_yuni_flutterKick_pause_in","3","1","0.1"
"1","0.1","904","04_yuni_flutterKick_pause_loop","","0","19040080","04_yuni_flutterKick_pause_in","3","1","0.1"
"0.3","","904","","","","19040081","0","93","",""
"vo_fpc","","904","0","","","19040082","vo_fpc_20404","21","",""
"4","","904","","","","19040083","0","32","",""
"41","","904","","","","19040084","1","32","",""
"5","","904","","","","19040085","0","93","",""
"3","0.1","904","","","0","19040086","empty","3","",""
"129311","0.2","904","04_yuni_flutterKick_loop","","0","19040087","04_yuni_flutterKick_in","3","1","0.1"
"1","0.2","904","cmn_swm_flutterKick_floatBoad","","0","19040088","04_yuni_flutterKick_in","3","1","0.1"
"4","","904","","","","19040089","1","32","",""
"41","","904","","","","19040090","0","32","",""
"129311","","904","6.17647058823529","","-180","19040091","1000","2","",""
"1","","904","6.17647058823529","","-180","19040092","1000","2","",""
"4","","904","6.17647058823529","","-180","19040093","1000","33","",""
"0.3","","904","","","","19040094","0","93","",""
"vo_fpc","","904","0","","","19040095","vo_fpc_20405","21","",""
"129311","0","904","1","0.5","10","19040096","哇──哇──♪","11","0","0"
"19040091","","904","","","","19040097","","91","",""
"1","1.75","905","-910","cmn_swm_flutterKick","12","19050001","117111","1","-125","0"
"1","1.75","905","-910","cmn_swm_flutterKick","22","19050002","117011","1","-180","0"
"1","1.4875","905","750","cmn_walk_r","12","19050003","107611","1","-15","0"
"7","1","905","-125","","-910","19050004","1","31","1",""
"4","0","905","-125","","-910","19050005","11","31","1",""
"1","1","905","-180","","-910","19050006","2","31","1",""
"4","0","905","-180","","-910","19050007","21","31","1",""
"se_10053800","","905","","","1","19050008","se_fpc_water_random","23","",""
"19050007","","905","","","","19050009","0","91","",""
"117111","","905","5.35294117647059","","-125","19050010","0","2","12",""
"1","","905","5.35294117647059","","-125","19050011","0","33","12",""
"11","","905","5.35294117647059","","-125","19050012","0","33","12",""
"","","905","","","","19050013","","91","",""
"1","","905","","","","19050014","0","32","",""
"11","","905","","","","19050015","1","32","",""
"117111","0.1","905","05_shizuru_search_loop","","0","19050016","05_shizuru_search_in","3","1","0.1"
"1","","905","","","","19050017","0","93","",""
"vo_fpc","","905","0","","","19050018","vo_fpc_20500","21","",""
"117111","0","905","1","0.5","8","19050019","嗯……真奇怪呢……\n我有在這一帶感受到\n弟弟的「氣息」……","11","0","0"
"1.81764705882353","","905","","","","19050020","1","93","",""
"117011","","905","3.88235294117647","","-180","19050021","-250","2","12",""
"2","","905","3.88235294117647","","-180","19050022","-250","33","12",""
"21","","905","3.88235294117647","","-180","19050023","-250","33","12",""
"2.38235294117647","","905","","","","19050024","0","93","",""
"1.5","","905","","","","19050025","0","93","",""
"19050019","","905","","","","19050026","","91","",""
"19050021","","905","","","","19050027","","91","",""
"117011","0.1","905","05_eriko_talk_loop","","0","19050028","05_eriko_talk_in","3","1","0.1"
"2","","905","","","","19050029","0","32","",""
"21","","905","","","","19050030","1","32","",""
"vo_fpc","","905","0","","","19050031","vo_fpc_20501","21","",""
"117011","0","905","1","0.5","7","19050032","那位大人的氣場殘渣……\n確實就在這附近……","11","0","0"
"2.15294117647059","","905","","","","19050033","1","93","",""
"107611","","905","2.64705882352941","","-15","19050034","300","2","0",""
"1.14705882352941","","905","","","","19050035","0","93","",""
"1.5","","905","","","","19050036","0","93","",""
"19050032","","905","","","","19050037","","91","",""
"19050034","","905","","","","19050038","","91","",""
"107611","0.2","905","","","1","19050039","05_kokkoro_talk","3","",""
"vo_fpc","","905","0","","","19050040","vo_fpc_20502","21","",""
"107611","0","905","1","0.5","8","19050041","靜流小姐、惠理子小姐，\n請問怎麼了嗎？","11","0","0"
"0","","905","","","","19050042","","91","",""
"0.5","","905","","","","19050043","0","93","",""
"117111","0.1","905","05_shizuru_greet_loop","","0","19050044","05_shizuru_greet_in","3","1","0.1"
"vo_fpc","","905","0","","","19050045","vo_fpc_20503","21","",""
"117111","0","905","1","0.5","8","19050046","啊，可可蘿♪\n原來如此──我是感受到殘留在\n可可蘿身上的弟弟「氣息」了呢♪","11","0","0"
"0","","905","","","","19050047","","91","",""
"0.5","","905","","","","19050048","0","93","",""
"117011","0.1","905","05_eriko_pressure_loop","","0","19050049","05_eriko_pressure_in","3","1","0.1"
"vo_fpc","","905","0","","","19050050","vo_fpc_20504","21","",""
"117011","0","905","1","0.5","6","19050051","那噁心的根據是怎麼回事？\n話說回來，妳知道那位大人\n在哪裡嗎？\n可不許隱瞞喔。","11","0","0"
"0","","905","","","","19050052","","91","",""
"0.5","","905","","","","19050053","0","93","",""
"107611","0.3","905","","","1","19050054","05_kokkoro_talk2","3","",""
"vo_fpc","","905","0","","","19050055","vo_fpc_20505","21","",""
"107611","0","905","1","0.5","6","19050056","怎麼會隱瞞呢。","11","0","0"
"0","","905","","","","19050057","","91","",""
"0.5","","905","","","","19050058","0","93","",""
"107611","0.1","905","05_kokkoro_point_loop","","0","19050059","05_kokkoro_point_in","3","1","0.1"
"vo_fpc","","905","0","","","19050060","vo_fpc_20506","21","",""
"107611","0","905","1","0.5","6","19050061","主人他剛剛漂向\n那個方向了……","11","0","0"
"0","","905","","","","19050062","","91","",""
"0.5","","905","","","","19050063","0","93","",""
"117111","0.1","905","05_shizuru_smile_loop","","0","19050064","05_shizuru_smile_in","3","1","0.1"
"vo_fpc","","905","0","","","19050065","vo_fpc_20507","21","",""
"117111","0","905","1","0.5","7","19050066","那邊是吧！\n好──姐姐我現在\n立刻就去救你喔！","11","0","0"
"0","","905","","","","19050067","","91","",""
"0.5","","905","","","","19050068","0","93","",""
"117011","0.1","905","05_eriko_sad_loop","","0","19050069","05_eriko_sad_in","3","1","0.1"
"vo_fpc","","905","0","","","19050070","vo_fpc_20508","21","",""
"117011","0","905","1","0.5","8","19050071","啊啊，怎麼會這樣……\n我現在就前去救助您！","11","0","0"
"0","","905","","","","19050072","","91","",""
"0.5","","905","","","","19050073","0","93","",""
"117111","0.1","905","05_shizuru_flutterKick_loop","","0","19050074","05_shizuru_flutterKick_in","3","1","0.1"
"117111","","905","2.66169816342827","","-125","19050075","1000","2","",""
"1","","905","2.66169816342827","","-125","19050076","1000","33","",""
"1","","905","","","","19050077","1","32","",""
"11","","905","","","","19050078","0","32","",""
"0.1","","905","","","","19050079","0","93","",""
"117011","0.1","905","05_eriko_flutterKick_loop","","0","19050080","05_eriko_flutterKick_in","3","1","0.1"
"117011","","905","3.14228255404726","","-180","19050081","1000","2","",""
"2","","905","3.14228255404726","","-180","19050082","1000","33","",""
"2","","905","","","","19050083","1","32","",""
"21","","905","","","","19050084","0","32","",""
"19050081","","905","","","","19050085","","91","",""
"107611","0.1","905","05_kokkoro_talk3_loop","","0","19050086","05_kokkoro_talk3_in","3","1","0.1"
"vo_fpc","","905","0","","","19050087","vo_fpc_20509","21","",""
"107611","0","905","1","0.5","5","19050088","她們走了……","11","0","0"
"0","","905","","","","19050089","","91","",""
"0.5","","905","","","","19050090","0","93","",""
"vo_fpc","","905","0","","","19050091","vo_fpc_20510","21","",""
"107611","0","905","1","0.5","11","19050092","那兩位在一起的話，不知道會\n發生什麼事，真讓人擔心呢……","11","0","0"
"0","","905","","","","19050093","","91","",""
"0.5","","905","","","","19050094","0","93","",""
"vo_fpc","","905","0","","","19050095","vo_fpc_20511","21","",""
"107611","0","905","1","0.5","10","19050096","為了不讓她們在主人面前失控，\n在下必須要盯著場面才行……！","11","0","0"
"0","","905","","","","19050097","","91","",""
"0.5","","905","","","","19050098","0","93","",""
"107611","","905","1.65912518853695","","-15","19050099","850","2","0",""
"107611","0.2","905","","","1","19050100","05_kokkoro_run","3","",""
"vo_fpc","","905","0","","","19050101","vo_fpc_20512","21","",""
"107611","0","905","1","0.5","10","19050102","主人──！","11","0","0"
"0","","905","","","","19050103","","91","",""
"0.5","","905","","","","19050104","0","93","",""
"19050099","","905","","","","19050105","","91","",""
"1","1.75","906","-850","cmn_float","22","19060001","126911","1","-180","0"
"1","1.75","906","-850","cmn_float","12","19060002","117311","1","-125","0"
"6","1","906","-180","","-850","19060003","11","31","1",""
"1007","0","906","-180","","-850","19060004","10071","31","1",""
"6","1","906","-125","","-850","19060005","21","31","1",""
"1007","0","906","-125","","-850","19060006","10072","31","1",""
"1008","0","906","-125","","-850","19060007","10081","31","1",""
"se_10053800","","906","","","1","19060008","se_fpc_water_random","23","",""
"19060007","","906","","","","19060009","0","91","",""
"126911","","906","6.25","","-180","19060010","0","2","12",""
"11","","906","6.25","","-180","19060011","0","33","12",""
"10071","","906","6.25","","-180","19060012","0","33","12",""
"3","","906","","","","19060013","0","93","",""
"vo_fpc","","906","0","","","19060014","vo_fpc_20600","21","",""
"126911","0.2","906","","","1","19060015","06_cmn_float_sing","3","",""
"10071","","906","","","","19060016","1","32","",""
"19060010","","906","","","","19060017","","91","",""
"126911","0.2","906","","","1","19060018","cmn_float","3","",""
"vo_fpc","","906","0","","","19060019","vo_fpc_20601","21","",""
"126911","0","906","1","0.5","9","19060020","偶爾來這樣的地方，\n或許也不錯……","11","0","0"
"0","","906","","","","19060021","","91","",""
"0.5","","906","","","","19060022","0","93","",""
"117311","","906","5.14705882352941","","-125","19060023","-150","2","12",""
"21","","906","5.14705882352941","","-125","19060024","-150","33","12",""
"10072","","906","5.14705882352941","","-125","19060025","-150","33","12",""
"10081","","906","5.14705882352941","","-125","19060026","-150","33","12",""
"126911","","906","5.14705882352941","","-180","19060027","150","2","12",""
"11","","906","5.14705882352941","","-180","19060028","150","33","12",""
"10071","","906","5.14705882352941","","-180","19060029","150","33","12",""
"2.5","","906","","","","19060030","0","93","",""
"vo_fpc","","906","0","","","19060031","vo_fpc_20602","21","",""
"126911","0.2","906","","","1","19060032","06_cmn_float_sing","3","",""
"117311","0.2","906","","","1","19060033","06_cmn_float_sing","3","",""
"10071","","906","","","","19060034","0","32","",""
"10071","","906","","","","19060035","1","32","",""
"10072","","906","","","","19060036","1","32","",""
"19060029","","906","","","","19060037","","91","",""
"126911","","906","","","","19060038","1","4","",""
"11","","906","0","","-180","19060039","180","33","",""
"126911","0.1","906","06_ranpha_float_shy","","0","19060040","06_ranpha_float_notice","3","1","0.1"
"117311","","906","","","1","19060041","cmn_float","3","","0.1"
"vo_fpc","","906","0","","","19060042","vo_fpc_20603","21","",""
"126911","0","906","1","0.5","10","19060043","啊……","11","0","0"
"0","","906","","","","19060044","","91","",""
"0.5","","906","","","","19060045","0","93","",""
"117311","0.1","906","06_chika_float_notice","","0","19060046","06_chika_float_notice_in","3","1","0.1"
"vo_fpc","","906","0","","","19060047","vo_fpc_20604","21","",""
"117311","0","906","1","0.5","9","19060048","對不起，因為妳唱歌很好聽，\n所以我忍不住唱起和聲了……\n打擾到妳了吧。","11","0","0"
"0","","906","","","","19060049","","91","",""
"0.5","","906","","","","19060050","0","93","",""
"vo_fpc","","906","0","","","19060051","vo_fpc_20605","21","",""
"126911","0","906","1","0.5","8","19060052","不會……\n妳唱歌也很好聽……\n所以，要是可以的話，\n繼續唱吧……","11","0","0"
"0","","906","","","","19060053","","91","",""
"0.5","","906","","","","19060054","0","93","",""
"117311","0.2","906","","","1","19060055","06_chika_float_smile","3","",""
"vo_fpc","","906","0","","","19060056","vo_fpc_20606","21","",""
"117311","0","906","1","0.5","10","19060057","好的。","11","0","0"
"0","","906","","","","19060058","","91","",""
"0.5","","906","","","","19060059","0","93","",""
"vo_fpc","","906","0","","","19060060","vo_fpc_20607","21","",""
"126911","0.2","906","","","1","19060061","06_cmn_float_sing","3","",""
"117311","0.2","906","","","1","19060062","06_cmn_float_sing","3","",""
"10071","","906","","","","19060063","0","32","",""
"10071","","906","","","","19060064","1","32","",""
"10081","","906","","","","19060065","1","32","",""
"2","","906","","","","19060066","0","93","",""
"126911","","906","4.11764705882353","","-180","19060067","850","2","",""
"11","","906","4.11764705882353","","-180","19060068","880","33","",""
"10071","","906","4.11764705882353","","-180","19060069","880","33","",""
"117311","","906","5.88235294117647","","-125","19060070","850","2","",""
"21","","906","5.88235294117647","","-125","19060071","850","33","",""
"10081","","906","5.88235294117647","","-125","19060072","850","33","",""
"1.5","","906","","","","19060073","0","93","",""
"10071","","906","","","","19060074","0","32","",""
"10071","","906","","","","19060075","1","32","",""
"10081","","906","","","","19060076","0","32","",""
"10081","","906","","","","19060077","1","32","",""
"19060070","","906","","","","19060078","","91","",""
"1","1.75","907","-850","07_shinobu_search","12","19070001","127111","1","-125","0"
"1","1.75","907","-850","07_ruka_float","22","19070002","113111","1","-180","0"
"4","1.75","907","-850","07_dokuro_float","22","19070003","4","5","-180","0"
"5","1","907","-125","","-850","19070004","11","31","1",""
"4","1","907","-180","","-850","19070005","21","31","1",""
"4","1","907","-180","","-850","19070006","31","31","1",""
"se_10053800","","907","","","1","19070007","se_fpc_water_random","23","",""
"19070006","","907","","","","19070008","0","91","",""
"127111","0.1","907","","","1","19070009","07_shinobu_search","3","",""
"127111","","907","8.38806396344946","","-125","19070010","325","2","12",""
"11","","907","8.38806396344946","","-125","19070011","325","33","12",""
"","","907","","","","19070012","","91","",""
"127111","0.1","907","07_shinobu_talk_loop","","0","19070013","07_shinobu_talk_in","3","1","0.1"
"1","","907","","","","19070014","0","93","",""
"vo_fpc","","907","0","","","19070015","vo_fpc_20700","21","",""
"127111","0","907","1","0.5","6","19070016","爸爸去哪裡了呢？\n不要又引起什麼事件就好了……","11","0","0"
"0","","907","","","","19070017","","91","",""
"0.5","","907","","","","19070018","0","93","",""
"113111","","907","4.11764705882353","","-180","19070019","-150","2","12",""
"21","","907","4.11764705882353","","-180","19070020","-150","33","12",""
"","","907","","","","19070021","","91","",""
"113111","0.1","907","","","1","19070022","07_ruka_float2","3","",""
"vo_fpc","","907","0","","","19070023","vo_fpc_20701","21","",""
