89502fc7e6f514f821cccfe3525dba12bfa8764a6ee6f4cb43426aed7c146853,13c12a95e1ad819fb894e0c06dd8415f8c1cf8c0a07c8bf13f1d8dc5822ba3f2,60e3bc11e0fa161b414b0e92647b90f2486d9117cc5fc142231beeedf4ed8332,5b61af8f8c9655fa2c37282f38c26da57da56db8a845170e692393aab084321d,4fbe4ca94e474fc30c7e284f18c9ab0bbe129a92c08d55956c2ecfa143399982,7223ac35b8f69e5dbdfc817cb2016f2ce34df724667c61549eb9496b11210ae5,91e30cb929490e29e884bebada9465b9b8d6d73eeed8fbe4c1776affa788e327,48c8aa03b9dd988741fbd47911d50e04150345eb30dee66696829243266d1e8a,2ab05544e9c23f52deb23a2a8e1d5ade75f84974b602a5414e8d0458d79b66e4,9869a193d1b8d2a207edaca413aa2845f8b04365d0f4f98b8e86b1d5d26c4ad8,9f87500f9349adf2bcd826483fbbe7548b43fba75d29a79bf1cb71a4810a705e,39c45a2acb3b7502849c6d0552693fc5ce5232656b48b88f38584e8bb1b410c2,1622aa71a6fe5543d1217377b76b2fde7089555d0fa25c515d97b97d7d22a7af,26239a340c2b979cf24f95a660d41137be208e379344835b2ac642530ab2ebe7,ffa42021bbfa2b935240018d98bd471c2edee7722667adba279017a385e1aea1,eecb4440009ff6e2689eeda66dd6b5dc74f9914695a0e86aa37044fc4022f934,eb841865449830eb62eb9220c7f3231b789246a5b11ea044a43f25a24ab96ca7,90f90d4f9faaff78c75a7118ecb4fffb7756eb69635529abecb69ef5b0ba1fe3,be097eea70d8e5629e7dbc7b838f40a9afbe7050a2dca876110cc9e4b0c8005a,d38f060242c9f531e51e7bfba97ee096d0ae26e67bdb3d8e99ae1c28638e66f1,18e9d1924b5d9c7932138a48474b246bfc9ae12a775cc0080d5a239e0034ad50,da6ed13f77082e57d7446b121866136a05adf8c7b1f41bf87c31bc8845971250
"0.9","4","4","1038","0","-70","-30","10380104","0","-30","200","190","101021","1","0","1","200","bgm_M64","1.3","1","101021","1"
"1.4","5","5","1038","0","0","0","10380105","0","-30","200","440","101031","1.6","0","1","220","bgm_M55","1.8","1","101031","1"
"0.6","1","1","1039","-30","-125","0","10390101","10","-30","250","-470","101041","0.7","0","1","210","bgm_M64","0.8","1","101041","1"
"0.65","2","2","1039","0","-95","0","10390102","10","-30","200","-210","101041","0.7","0","1","200","bgm_M64","1","1","101041","1"
"0.9","3","3","1039","-10","-120","0","10390103","0","-30","100","50","101041","1","-15","1","200","bgm_M64","1.3","1","101041","1"
"0.9","4","4","1039","0","35","0","10390104","0","-30","100","195","101041","1.3","0","1","200","bgm_M64","1.35","1","101041","1"
"1.1","5","5","1039","0","-55","-50","10390105","0","-30","150","450","101042","1.35","0","1.3","210","bgm_M55","1.8","1","101042","1"
"0.6","1","1","1040","0","-120","0","10400101","10","-30","250","-480","101161","0.85","0","1","210","bgm_M64","0.8","1","101161","1"
"0.75","2","2","1040","0","-100","0","10400102","0","-30","100","-260","101161","1.1","0","1","240","bgm_M64","1.2","1","101161","1"
"0.65","3","3","1040","-10","65","0","10400103","5","-30","100","-10","101161","1","-5","1","200","bgm_M64","1.1","1","101161","1"
"0.9","4","4","1040","0","-110","43","10400104","0","-30","150","190","101161","1","0","1","200","bgm_M64","1","1","101161","1"
"0.9","5","5","1040","-45","-70","-50","10400105","-10","-30","270","485","101162","1","-40","1.3","280","bgm_M55","1.15","1","101162","1"
"0.6","1","1","1041","0","-120","0","10410101","10","-30","120","-480","101171","0.85","0","1","210","bgm_M64","0.8","1","101171","1"
"0.75","2","2","1041","0","-120","0","10410102","10","-30","120","-260","101171","1","0","1","200","bgm_M64","1.2","1","101171","1"
"0.6","3","3","1041","-60","0","-50","10410103","0","-30","150","-10","101171","0.55","-13","1","200","bgm_M64","0.9","1.4","101171","1"
"0.9","4","4","1041","0","-110","0","10410104","0","-30","100","190","101171","1","0","1","200","bgm_M64","1.2","1","101171","1"
"1","5","5","1041","0","-30","-50","10410105","10","-30","200","475","101172","1","-20","1","250","bgm_M55","1.45","1","101172","1"
"0.6","1","1","1042","-30","-120","0","10420101","10","-30","100","-480","101191","0.7","0","1","210","bgm_M64","0.8","1","101191","1"
"0.8","2","2","1042","0","-100","0","10420102","10","-30","100","-260","101191","1","0","1","200","bgm_M64","1.2","1","101191","1"
"0.9","3","3","1042","-10","65","-30","10420103","0","-30","100","-10","101451","1","-15","1","200","bgm_M64","1.4","1","101191","1"
"0.65","4","4","1042","0","-110","0","10420104","0","-30","100","190","101191","1","0","1","200","bgm_M64","1.1","1","101191","1"
"1.1","5","5","1042","-45","-70","-50","10420105","-10","-30","200","485","101192","1","0","1","280","bgm_M55","1.3","1.2","101192","1"
"0.6","1","1","1043","0","-120","0","10430101","10","-30","100","-480","101201","0.85","0","1","210","bgm_M64","0.8","1","101201","1"
"0.75","2","2","1043","0","-120","0","10430102","10","-30","100","-260","101201","1.1","0","1","240","bgm_M64","1.2","1","101201","1"
"0.8","3","3","1043","-10","65","0","10430103","0","-30","100","-10","101201","1","-15","1","200","bgm_M64","1.1","1","101201","1"
"0.7","4","4","1043","0","-110","43","10430104","0","-30","100","190","101201","1","0","1","200","bgm_M64","1","1","101201","1"
"1","5","5","1043","-45","-30","-50","10430105","10","-30","100","475","101202","1","-20","1","250","bgm_M55","1.45","1","101202","1"
"0.6","1","1","1044","0","-120","0","10440101","10","-30","100","-480","101291","0.85","0","1","210","bgm_M64","0.8","1","101291","1"
"0.75","2","2","1044","0","-120","0","10440102","10","-30","100","-260","101291","1.1","0","1","240","bgm_M64","1.2","1","101291","1"
"1.55","3","3","1044","-10","65","0","10440103","0","-30","100","-40","101291","2.2","-15","1","200","bgm_M64","2.3","1","101291","1"
"1.1","4","4","1044","0","-110","0","10440104","0","-30","100","150","101291","1","0","1","200","bgm_M64","1.2","1","101291","1"
"1.1","5","5","1044","30","-15","15","10440105","30","-30","100","490","101292","1","-20","1","230","bgm_M55","1.45","1","101292","1"
"0.58","1","1","1045","-30","-120","0","10450101","10","-30","100","-480","101301","0.7","0","1","210","bgm_M64","0.8","1","101301","1"
"0.9","2","2","1045","0","-120","0","10450102","10","-30","100","-260","101301","1","0","1","200","bgm_M64","1.2","1","101301","1"
"0.93","3","3","1045","-10","100","-30","10450103","-10","-30","200","-50","101301","1","0","1","200","bgm_M64","1.4","1","101301","1"
"0.9","4","4","1045","0","-100","15","10450104","0","-30","100","100","101301","1","0","1","200","bgm_M64","1.3","1","101301","1"
"1","5","5","1045","-30","-55","-15","10450105","10","-30","100","470","101302","1.1","-20","1","270","bgm_M55","1.2","1","101302","1"
"0.575","1","1","1046","0","-130","0","10460101","10","-30","100","-450","101161","0.85","0","1","210","bgm_M64","0.8","1","101441","1"
"0.75","2","2","1046","0","-120","0","10460102","10","-30","200","-250","101161","0.7","0","1","200","bgm_M64","1","1","101441","1"
"0.8","3","3","1046","-10","50","0","10460103","0","-30","100","-10","101161","1.1","-15","1","200","bgm_M64","1.2","1","101441","1"
"0.8","4","4","1046","0","-100","43","10460104","0","-30","150","210","101161","1","0","1","200","bgm_M64","1","1","101441","1"
"0.95","5","5","1046","-30","-70","-35","10460105","10","-30","100","470","101162","1.1","-20","1","230","bgm_M55","1.2","1","101442","1"
"0.58","1","1","1047","-30","-130","0","10470101","10","-30","100","-450","101451","0.7","0","1","210","bgm_M64","0.8","1","101451","1"
"0.9","2","2","1047","0","-120","0","10470102","10","-30","100","-250","101451","1","0","1","200","bgm_M64","1.2","1","101451","1"
"0.9","3","3","1047","-10","50","-30","10470103","0","-30","100","-20","101451","1","-15","1","200","bgm_M64","1.4","1","101451","1"
"0.8","4","4","1047","0","-100","0","10470104","0","-30","100","200","101451","0.85","0","1","200","bgm_M64","1","1","101451","1"
"1.25","5","5","1047","-50","-70","-35","10470105","0","-30","100","510","101452","1.4","0","1","290","bgm_M55","1.55","1.2","101452","1"
"0.58","1","1","1048","-30","-130","0","10480101","10","-30","100","-450","101451","0.7","0","1","210","bgm_M64","0.8","1","101561","1"
"0.75","2","2","1048","0","-120","0","10480102","0","-30","100","-240","101451","1.1","0","1","240","bgm_M64","1.2","1","101561","1"
"0.6","3","3","1048","-60","0","-50","10480103","0","-30","150","-10","101451","0.55","-13","1","200","bgm_M64","0.9","1.4","101561","1"
"0.7","4","4","1048","0","-100","20","10480104","0","-30","100","195","101451","1","0","1","200","bgm_M64","1.1","1","101561","1"
"1.25","5","5","1048","-50","-70","-60","10480105","0","-30","400","460","101452","1.35","0","1","290","bgm_M55","1.55","1.4","101562","1"
"0.58","1","1","1049","-30","-120","0","10490101","10","-30","100","-480","101001","0.7","0","1","210","bgm_M64","0.8","1","101001","1"
"0.75","2","2","1049","0","-120","0","10490102","10","-30","100","-270","101001","1.1","0","1","200","bgm_M64","1.2","1","101001","1"
"0.9","3","3","1049","-10","65","-30","10490103","0","-30","200","-25","101001","1","-15","1","200","bgm_M64","1.4","1","101001","1"
"0.9","4","4","1049","0","-120","-30","10490104","0","-30","150","200","101001","1","0","1","200","bgm_M64","1.1","1","101001","1"
"1.2","5","5","1049","0","-40","0","10490105","0","-30","200","480","101011","1","0","1","250","bgm_M55","1.3","1.2","101011","1"
"0.575","1","1","1050","-30","-110","-25","10500101","10","-30","170","-450","101021","0.9","0","1","210","bgm_M64","1","1","101021","1"
"0.75","2","2","1050","0","-120","0","10500102","0","-30","100","-240","101021","1.1","0","1","240","bgm_M64","1.2","1","101021","1"
"0.6","3","3","1050","-10","65","0","10500103","5","-30","100","-10","101021","0.8","-5","1","200","bgm_M64","0.9","1","101021","1"
"0.65","4","4","1050","0","-110","0","10500104","0","-30","100","190","101021","1","0","1","200","bgm_M64","1.1","1","101021","1"
"1.4","5","5","1050","0","0","0","10500105","0","-30","200","440","101031","1.6","0","1","220","bgm_M55","1.8","1","101031","1"
"0.58","1","1","1051","-30","-130","0","10510101","10","-30","100","-450","101041","0.7","0","1","210","bgm_M64","0.8","1","101041","1"
"0.65","2","2","1051","0","-120","0","10510102","10","-30","200","-250","101041","0.7","0","1","200","bgm_M64","1","1","101041","1"
"0.75","3","3","1051","-10","70","-10","10510103","10","-30","100","-35","101041","1","-15","1","200","bgm_M64","1.3","1","101041","1"
"1","4","4","1051","0","-110","0","10510104","0","-30","100","150","101041","1","0","1","200","bgm_M64","1.4","1","101041","1"
"1.1","5","5","1051","0","-55","-50","10510105","0","-30","150","450","101042","1.35","0","1.3","210","bgm_M55","1.8","1","101042","1"
"0.6","1","1","1052","-30","-120","0","10520101","10","-30","250","-480","101161","0.7","0","1","210","bgm_M64","0.8","1","101161","1"
"0.75","2","2","1052","0","-100","0","10520102","0","-30","100","-260","101161","1.1","0","1","240","bgm_M64","1.2","1","101161","1"
"0.65","3","3","1052","-10","65","0","10520103","5","-30","100","-10","101161","1","-5","1","200","bgm_M64","1.1","1","101161","1"
"0.8","4","4","1052","0","-50","-30","10520104","0","-30","100","240","101161","1","0","1","200","bgm_M64","1.3","1","101161","1"
"0.9","5","5","1052","-45","-70","-50","10520105","-10","-30","270","485","101162","1","-40","1.3","280","bgm_M55","1.15","1","101162","1"
"0.5","1","1","1053","0","-120","0","10530101","10","-30","120","-480","101171","0.85","0","1","210","bgm_M64","0.8","1","101171","1"
"0.75","2","2","1053","0","-120","0","10530102","10","-30","100","-270","101171","1.1","0","1","200","bgm_M64","1.2","1","101171","1"
"1.55","3","3","1053","-10","65","0","10530103","0","-30","100","-25","101171","2.2","-15","1","200","bgm_M64","2.3","1","101171","1"
"0.9","4","4","1053","0","-100","-30","10530104","0","-30","100","200","101171","1","0","1","200","bgm_M64","1.5","1","101171","1"
"1","5","5","1053","0","-30","-50","10530105","10","-30","200","475","101172","1","-20","1","250","bgm_M55","1.45","1","101172","1"
"0.575","1","1","1054","-30","-110","-25","10540101","10","-30","170","-450","101191","0.9","0","1","210","bgm_M64","1","1","101191","1"
"0.65","2","2","1054","0","-120","0","10540102","10","-30","200","-250","101191","0.7","0","1","200","bgm_M64","1","1","101191","1"
"0.8","3","3","1054","-10","50","0","10540103","0","-30","100","-10","101191","1.1","-15","1","200","bgm_M64","1.2","1","101191","1"
"1","4","4","1054","0","-90","0","10540104","0","-30","200","190","101191","1","0","1","200","bgm_M64","1.5","1","101191","1"
"1.1","5","5","1054","-45","-70","-50","10540105","-10","-30","200","485","101192","1","0","1","280","bgm_M55","1.3","1.2","101192","1"
"0.5","1","1","1055","0","-120","0","10550101","10","-30","120","-480","101201","0.85","0","1","210","bgm_M64","0.8","1","101201","1"
"0.7","2","2","1055","-30","-120","-30","10550102","0","-30","250","-250","101201","1","0","1","240","bgm_M64","1","1","101201","1"
"0.8","3","3","1055","-10","65","0","10550103","0","-30","100","-10","101201","1","-15","1","200","bgm_M64","1.1","1","101201","1"
"0.7","4","4","1055","0","-110","43","10550104","0","-30","100","190","101201","1","0","1","200","bgm_M64","1","1","101201","1"
"1","5","5","1055","-45","-30","-50","10550105","10","-30","100","475","101202","1","-20","1","250","bgm_M55","1.45","1","101202","1"
"0.6","1","1","1056","-30","-120","0","10560101","10","-30","250","-480","101291","0.7","0","1","210","bgm_M64","0.8","1","101291","1"
"0.75","2","2","1056","0","-100","0","10560102","0","-30","100","-260","101291","1.1","0","1","240","bgm_M64","1.2","1","101291","1"
"0.9","3","3","1056","-10","50","-30","10560103","0","-30","100","-35","101291","1","-15","1","200","bgm_M64","1.4","1","101291","1"
"0.9","4","4","1056","0","-120","-30","10560104","0","-30","150","190","101291","1","0","1","200","bgm_M64","1.1","1","101291","1"
"1.1","5","5","1056","30","-15","15","10560105","30","-30","100","490","101292","1","-20","1","230","bgm_M55","1.45","1","101292","1"
"0.575","1","1","1057","-30","-110","-25","10570101","10","-30","170","-450","101301","0.9","0","1","210","bgm_M64","1","1","101301","1"
"0.75","2","2","1057","0","-120","0","10570102","10","-30","100","-270","101301","1.1","0","1","200","bgm_M64","1.2","1","101301","1"
"0.93","3","3","1057","-10","100","-30","10570103","-10","-30","200","-50","101301","1","0","1","200","bgm_M64","1.4","1","101301","1"
"0.9","4","4","1057","0","-110","0","10570104","0","-30","100","190","101301","1","0","1","200","bgm_M64","1.2","1","101301","1"
"1","5","5","1057","-30","-55","-15","10570105","10","-30","100","470","101302","1.1","-20","1","270","bgm_M55","1.2","1","101302","1"
"0.6","1","1","1058","-30","-120","0","10580101","10","-30","250","-480","101441","0.7","0","1","210","bgm_M64","0.8","1","101441","1"
"0.7","2","2","1058","-30","-120","-30","10580102","0","-30","250","-250","101441","1","0","1","240","bgm_M64","1","1","101441","1"
"0.75","3","3","1058","-10","70","-10","10580103","10","-30","100","-5","101441","1","-15","1","200","bgm_M64","1.3","1","101441","1"
"0.8","4","4","1058","0","-100","20","10580104","10","-30","100","210","101441","1","0","1","200","bgm_M64","1.1","1","101441","1"
"0.95","5","5","1058","-30","-70","-35","10580105","10","-30","100","470","101442","1.1","-20","1","230","bgm_M55","1.2","1","101442","1"
"0.575","1","1","1059","-30","-110","-25","10590101","10","-30","170","-450","101451","0.9","0","1","210","bgm_M64","1","1","101451","1"
"0.65","2","2","1059","0","-120","0","10590102","10","-30","200","-250","101451","0.7","0","1","200","bgm_M64","1","1","101451","1"
"0.6","3","3","1059","-60","0","-50","10590103","0","-30","150","-10","101451","0.55","-13","1","200","bgm_M64","0.9","1.4","101451","1"
"0.7","4","4","1059","0","-120","0","10590104","0","-30","100","200","101451","0.7","0","1","200","bgm_M64","1","1","101451","1"
"1.25","5","5","1059","-50","-70","-35","10590105","0","-30","100","510","101452","1.4","0","1","290","bgm_M55","1.55","1.2","101452","1"
"0.5","1","1","1060","0","-120","0","10600101","10","-30","120","-480","101561","0.85","0","1","210","bgm_M64","0.8","1","101561","1"
"0.75","2","2","1060","0","-120","0","10600102","10","-30","100","-270","101561","1.1","0","1","200","bgm_M64","1.2","1","101561","1"
"0.9","3","3","1060","-10","65","-30","10600103","0","-30","200","-25","101561","1","-15","1","200","bgm_M64","1.4","1","101561","1"
"0.65","4","4","1060","0","-110","0","10600104","0","-30","100","190","101561","1","0","1","200","bgm_M64","1.1","1","101561","1"
"1.25","5","5","1060","-50","-70","-60","10600105","0","-30","400","460","101562","1.35","0","1","290","bgm_M55","1.55","1.4","101562","1"
"0.6","1","1","1061","-30","-120","0","10610101","10","-30","250","-480","101001","0.7","0","1","210","bgm_M64","0.8","1","101001","1"
"0.75","2","2","1061","0","-100","0","10610102","0","-30","100","-260","101001","1.1","0","1","240","bgm_M64","1.2","1","101001","1"
"1","3","3","1061","-10","65","-30","10610103","0","-30","100","-10","101001","1","-15","1","200","bgm_M64","1.4","1","101001","1"
"1","4","4","1061","0","-110","0","10610104","0","-30","100","200","101001","1","0","1","200","bgm_M64","1.4","1","101001","1"
"1.2","5","5","1061","0","-40","0","10610105","0","-30","200","480","101011","1","0","1","250","bgm_M55","1.3","1.2","101011","1"
"0.5","1","1","1063","0","-120","0","10630101","10","-30","120","-480","101021","0.85","0","1","210","bgm_M64","0.8","1","101021","1"
"0.7","2","2","1063","-30","-120","-30","10630102","0","-30","250","-250","101021","1","0","1","240","bgm_M64","1","1","101021","1"
"0.9","3","3","1063","0","70","0","10630103","0","-30","100","-10","101021","1","0","1","200","bgm_M64","1.3","1","101021","1"
"0.8","4","4","1063","0","-70","-30","10630104","0","-30","100","240","101021","1","0","1","200","bgm_M64","1.2","1","101021","1"
"1.4","5","5","1063","0","0","0","10630105","0","-30","200","470","101031","1.6","0","1","220","bgm_M55","1.8","1","101031","1"
"0.575","1","1","1064","-30","-110","-25","10640101","10","-30","170","-450","101041","0.9","0","1","210","bgm_M64","1","1","101041","1"
"0.65","2","2","1064","0","-120","0","10640102","10","-30","200","-250","101041","0.7","0","1","200","bgm_M64","1","1","101041","1"
"0.8","3","3","1064","-10","65","0","10640103","0","-30","100","-10","101041","1","-15","1","200","bgm_M64","1.1","1","101041","1"
"0.9","4","4","1064","0","-100","-30","10640104","0","-30","100","200","101041","1","0","1","200","bgm_M64","1.5","1","101041","1"
"1.1","5","5","1064","0","-55","-50","10640105","0","-30","150","450","101042","1.35","0","1.3","210","bgm_M55","1.8","1","101042","1"
"0.6","1","1","1065","-30","-120","0","10650101","10","-30","250","-480","101161","0.7","0","1","210","bgm_M64","0.8","1","101161","1"
"0.75","2","2","1065","0","-100","0","10650102","0","-30","100","-260","101161","1.1","0","1","240","bgm_M64","1.2","1","101161","1"
"0.65","3","3","1065","-10","65","0","10650103","5","-30","100","-10","101161","1","-5","1","200","bgm_M64","1.1","1","101161","1"
"0.8","4","4","1065","0","-100","0","10650104","0","-30","100","200","101161","0.85","0","1","200","bgm_M64","1","1","101161","1"
"0.9","5","5","1065","-45","-70","-50","10650105","-10","-30","270","485","101162","1","-40","1.3","280","bgm_M55","1.15","1","101162","1"
"0.5","1","1","1066","0","-120","0","10660101","10","-30","120","-480","101171","0.85","0","1","210","bgm_M64","0.8","1","101171","1"
"0.7","2","2","1066","-30","-120","-30","10660102","0","-30","250","-250","101171","1","0","1","240","bgm_M64","1","1","101171","1"
"0.8","3","3","1066","-10","65","0","10660103","0","-30","100","0","101171","1.1","-10","1","200","bgm_M64","1.15","1","101171","1"
"0.9","4","4","1066","-10","5","0","10660104","0","-30","100","230","101171","1.3","0","1","200","bgm_M64","1.35","1","101171","1"
"1","5","5","1066","0","-30","-50","10660105","10","-30","200","475","101172","1","-20","1","250","bgm_M55","1.45","1","101172","1"
"0.6","1","1","1067","-30","-50","0","10670101","10","-30","250","-480","101191","0.7","0","1","210","bgm_M64","0.8","1","101191","1"
"0.75","2","2","1067","0","-120","0","10670102","10","-30","100","-270","101191","1.1","0","1","200","bgm_M64","1.2","1","101191","1"
"0.9","3","3","1067","-10","50","-30","10670103","0","-30","100","-20","101191","1","-15","1","200","bgm_M64","1.4","1","101191","1"
"1","4","4","1067","0","-90","0","10670104","0","-30","200","200","101191","1","0","1","200","bgm_M64","1.5","1","101191","1"
"1.1","5","5","1067","-45","-70","-50","10670105","-10","-30","200","485","101192","1","0","1","280","bgm_M55","1.3","1.2","101192","1"
"0.8","1","1","1068","0","0","20","10680101","10","-30","100","-470","101201","1.1","0","1","210","bgm_M64","1.45","1","101201","1"
"0.65","2","2","1068","0","-120","0","10680102","10","-30","200","-250","101201","0.7","0","1","200","bgm_M64","1","1","101201","1"
"0.75","3","3","1068","-10","70","-10","10680103","10","-30","100","-5","101201","1","-15","1","200","bgm_M64","1.3","1","101201","1"
"0.7","4","4","1068","0","-110","43","10680104","0","-30","100","190","101201","1","0","1","200","bgm_M64","1","1","101201","1"
"1","5","5","1068","-45","-30","-50","10680105","10","-30","100","475","101202","1","-20","1","250","bgm_M55","1.45","1","101202","1"
"0.575","1","1","1069","-30","-110","-25","10690101","10","-30","170","-450","101291","0.9","0","1","210","bgm_M64","1","1","101291","1"
"0.75","2","2","1069","0","-25","0","10690102","0","-30","100","-225","101291","1.1","0","1","240","bgm_M64","1.2","1","101291","1"
"1.55","3","3","1069","-10","65","0","10690103","0","-30","100","0","101291","2.2","-15","1","200","bgm_M64","2.3","1","101291","1"
"0.65","4","4","1069","0","-110","0","10690104","0","-30","100","190","101291","1","0","1","200","bgm_M64","1.1","1","101291","1"
"1.1","5","5","1069","30","-15","15","10690105","30","-30","100","490","101292","1","-20","1","230","bgm_M55","1.45","1","101292","1"
"0.6","1","1","1070","-30","-50","0","10700101","10","-30","250","-480","101301","0.7","0","1","210","bgm_M64","0.8","1","101301","1"
"0.65","2","2","1070","0","-120","0","10700102","10","-30","200","-250","101301","0.7","0","1","200","bgm_M64","1","1","101301","1"
"0.93","3","3","1070","-10","100","-30","10700103","-10","-30","200","-50","101301","1","0","1","200","bgm_M64","1.4","1","101301","1"
"0.9","4","4","1070","0","-120","-30","10700104","0","-30","150","190","101301","1","0","1","200","bgm_M64","1.1","1","101301","1"
"1","5","5","1070","-30","-55","-15","10700105","10","-30","100","470","101302","1.1","-20","1","270","bgm_M55","1.2","1","101302","1"
"0.8","1","1","1071","0","0","20","10710101","10","-30","100","-470","101441","1.1","0","1","210","bgm_M64","1.45","1","101441","1"
"0.7","2","2","1071","-30","-120","-30","10710102","0","-30","250","-250","101441","1","0","1","240","bgm_M64","1","1","101441","1"
"0.8","3","3","1071","-10","65","0","10710103","0","-30","100","-10","101441","1","-15","1","200","bgm_M64","1.1","1","101441","1"
"0.7","4","4","1071","0","-120","0","10710104","0","-30","100","200","101441","0.7","0","1","200","bgm_M64","1","1","101441","1"
"0.95","5","5","1071","-30","-70","-35","10710105","10","-30","100","470","101442","1.1","-20","1","230","bgm_M55","1.2","1","101442","1"
"0.575","1","1","1072","-30","-110","-25","10720101","10","-30","170","-450","101451","0.9","0","1","210","bgm_M64","1","1","101451","1"
"0.75","2","2","1072","0","-25","0","10720102","0","-30","100","-225","101451","1.1","0","1","240","bgm_M64","1.2","1","101451","1"
"1","3","3","1072","-10","65","-30","10720103","0","-30","100","-10","101451","1","-15","1","200","bgm_M64","1.4","1","101451","1"
"0.8","4","4","1072","0","-100","20","10720104","10","-30","100","210","101451","1","0","1","200","bgm_M64","1.1","1","101451","1"
"1.25","5","5","1072","-50","-70","-35","10720105","0","-30","100","510","101452","1.4","0","1","290","bgm_M55","1.55","1.2","101452","1"
"0.575","1","1","1073","-30","0","-25","10730101","10","-30","170","-450","101561","0.9","0","1","210","bgm_M64","1","1","101561","1"
"0.75","2","2","1073","0","-120","0","10730102","10","-30","100","-270","101561","1.1","0","1","200","bgm_M64","1.2","1","101561","1"
"0.65","3","3","1073","-10","65","0","10730103","5","-30","100","-10","101561","1","-5","1","200","bgm_M64","1.1","1","101561","1"
"1","4","4","1073","0","-110","0","10730104","0","-30","100","200","101561","1","0","1","200","bgm_M64","1.4","1","101561","1"
"1.25","5","5","1073","-50","-70","-60","10730105","0","-30","400","460","101562","1.35","0","1","290","bgm_M55","1.55","1.4","101562","1"
"0.6","1","1","1074","-30","-50","0","10740101","10","-30","250","-480","101001","0.7","0","1","210","bgm_M64","0.8","1","101001","1"
"0.9","2","2","1074","10","-110","10","10740102","0","-30","200","-260","101001","1.1","0","1","240","bgm_M64","1.35","1","101001","1"
"0.75","3","3","1074","-10","70","-10","10740103","10","-30","100","-5","101001","1","-15","1","200","bgm_M64","1.15","1","101001","1"
"0.9","4","4","1074","0","-110","0","10740104","0","-30","100","190","101001","1","0","1","200","bgm_M64","1.2","1","101001","1"
"1.2","5","5","1074","0","-40","0","10740105","0","-30","200","480","101011","1","0","1","250","bgm_M55","1.3","1.2","101011","1"
"0.8","1","1","1075","0","0","20","10750101","10","-30","100","-470","101021","1.1","0","1","210","bgm_M64","1.45","1","101021","1"
"0.65","2","2","1075","0","-120","0","10750102","10","-30","200","-250","101021","0.7","0","1","200","bgm_M64","1","1","101021","1"
"0.6","3","3","1075","-60","0","-50","10750103","0","-30","150","-10","101021","0.55","-13","1","200","bgm_M64","0.9","1.4","101021","1"
"0.9","4","4","1075","0","-100","-30","10750104","0","-30","100","200","101021","1","0","1","200","bgm_M64","1.5","1","101021","1"
"1.4","5","5","1075","0","0","0","10750105","0","-30","200","470","101031","1.6","0","1","220","bgm_M55","1.8","1","101031","1"
"0.575","1","1","1076","-30","-110","-25","10760101","10","-30","170","-480","101041","0.9","0","1","210","bgm_M64","1","1","101041","1"
"0.7","2","2","1076","-30","-20","-30","10760102","0","-30","250","-230","101041","1","0","1","240","bgm_M64","1","1","101041","1"
"0.9","3","3","1076","-10","-120","-30","10760103","0","-30","100","15","101041","1","-15","1","200","bgm_M64","1.4","1","101041","1"
"0.8","4","4","1076","-50","40","-60","10760104","0","-30","300","200","101041","1","0","1","200","bgm_M64","1.3","1","101041","1"
"1.1","5","5","1076","0","-55","-50","10760105","0","-30","150","450","101042","1.35","0","1.3","210","bgm_M55","1.8","1","101042","1"
"0.6","1","1","1077","-30","-50","0","10770101","10","-30","250","-480","101161","0.7","0","1","210","bgm_M64","0.8","1","101161","1"
"0.75","2","2","1077","0","-120","0","10770102","10","-30","100","-270","101161","1.1","0","1","200","bgm_M64","1.2","1","101161","1"
"0.9","3","3","1077","0","70","0","10770103","0","-30","100","-10","101161","1","0","1","200","bgm_M64","1.3","1","101161","1"
"1","4","4","1077","0","-90","0","10770104","0","-30","200","200","101161","1","0","1","200","bgm_M64","1.5","1","101161","1"
"0.9","5","5","1077","-45","-70","-50","10770105","-10","-30","270","485","101162","1","-40","1.3","280","bgm_M55","1.15","1","101162","1"
"0.575","1","1","1078","-30","-90","-25","10780101","10","-30","170","-450","101171","0.9","0","1","210","bgm_M64","1","1","101171","1"
"0.75","2","2","1078","0","20","0","10780102","0","-30","100","-225","101171","1.1","0","1","240","bgm_M64","1.2","1","101171","1"
"0.8","3","3","1078","-10","-65","0","10780103","0","-30","100","0","101171","1.1","-10","1","200","bgm_M64","1.15","1","101171","1"
"0.65","4","4","1078","-10","0","0","10780104","0","-30","100","230","101171","0.9","0","1","200","bgm_M64","1","1","101171","1"
"1","5","5","1078","0","-30","-50","10780105","10","-30","200","475","101172","1","-20","1","250","bgm_M55","1.45","1","101172","1"
"0.6","1","1","1079","-30","-50","0","10790101","10","-30","250","-480","101191","0.7","0","1","210","bgm_M64","0.8","1","101191","1"
"0.9","2","2","1079","10","-110","10","10790102","0","-30","200","-260","101191","1.1","0","1","240","bgm_M64","1.35","1","101191","1"
"0.8","3","3","1079","-10","65","0","10790103","0","-30","100","-10","101191","1","-15","1","200","bgm_M64","1.1","1","101191","1"
"0.9","4","4","1079","-10","5","0","10790104","0","-30","100","230","101191","1.3","0","1","200","bgm_M64","1.35","1","101191","1"
"1.1","5","5","1079","-45","-70","-50","10790105","-10","-30","200","485","101192","1","0","1","280","bgm_M55","1.3","1.2","101192","1"
