c97dff3f90a9589f4077aadf6a267903ac7d18b23544339b294d9ec65db52476,312cde2be9787a3b4c8c2d800c341e85659fbec1488a527f6fcb98ddd66cbb97,8555040160f76780922fba2d95dd91216049124bae72adc273f05913af70f5f3,03ece7cdf88605e8b5b31ba8f2804425105c4e34e25bdb21012de511605ecd21,745e49df5cc2518b01d12f70c839d98f670229f3acaf3c4136354b328e3d4548,4a3c18c86187a881ee866a99fd7ec6b8d77be31796bd1ddfa7d32f143f608ce0,6afbda510f306db9c4122952dffd73a6ec51c3470c9637d5e2832fc1096701fa,4d00e0ee9729e4c8b81d021bf435bacd4d2b4bcacc27354107b53af471418aa7,fc119b417e2087d3175878839835098794d221727f9108374169343c27c7127b,911e47b1fe215dd3129acb41d0bf80f86e65ff12b93816b21d8490f4cc7b5b99,dfb2acc0e18874414e5a57a389ca198f83ff55ff9e0533448f14e5f38bf45046,c0ae8c12bab0dec2daeba84236dfd33601637127e01f81740aa519494ef37100,57e8a3e4b9fcd888a1ff86fbe57c40c5ba9a4c4d73b26dcc80529c3c4467d3cc
"0","10030335","0","10030327","0","0","6","3","0","16","10030334","0","0"
"0","10030336","0","10030334","0","0","4","3","0","15","10030335","0","0"
"2","10030337","0","10030335","0","0","3","3","0","14","10030336","0","0"
"1","10030338","0","10030336","0","0","2","3","0","13","10030337","0","0"
"10003","10030386","0","10030337","0","0","7","3","0","12","10030338","0","0"
"1","10030341","0","10030386","0","0","2","3","0","10","10030340","0","0"
"1","10030357","10030344","10030340","10030347","0","3","3","0","9","10030341","0","0"
"2","10030345","0","10030341","0","0","14","3","0","10","10030344","0","0"
"4","10030346","0","10030344","0","0","14","3","0","9","10030345","0","0"
"3","10030358","0","10030345","0","0","3","3","0","8","10030346","0","0"
"10003","10030348","0","10030341","0","0","7","3","0","10","10030347","0","0"
"0","10030349","0","10030347","0","0","4","3","0","9","10030348","0","0"
"4","10030358","0","10030348","0","0","14","3","0","8","10030349","0","0"
"0","10030358","0","10030341","0","0","6","3","0","8","10030357","0","0"
"1","10030359","0","10030346","0","10030357","2","3","0","7","10030358","0","10030349"
"2","10030360","0","10030358","0","0","3","3","0","6","10030359","0","0"
"10003","10030392","0","10030359","0","0","7","3","0","5","10030360","0","0"
"3","10030363","0","10030392","0","0","14","3","0","3","10030362","0","0"
"10002","10030364","0","10030362","0","0","7","3","0","2","10030363","0","0"
"1","10030365","0","10030363","0","0","2","3","0","1","10030364","0","0"
"0","10030366","0","10030364","0","0","13","3","0","0","10030365","0","0"
"0","10030367","0","10030365","0","0","4","3","0","66","10030366","0","0"
"0","10030368","0","10030366","0","0","6","3","0","65","10030367","0","0"
"2","10030369","0","10030367","0","0","3","3","0","64","10030368","0","0"
"2","10030002","0","10030368","0","0","2","3","0","63","10030369","0","0"
"0","10030371","0","10030393","0","0","6","3","0","14","10030370","0","0"
"1","10030372","0","10030370","0","0","3","3","0","13","10030371","0","0"
"10002","10030373","0","10030371","0","0","7","3","0","12","10030372","0","0"
"3","10030374","0","10030372","0","0","14","3","0","11","10030373","0","0"
"1","10030375","0","10030373","0","0","2","3","0","10","10030374","0","0"
"2","10030376","0","10030374","0","0","3","3","0","9","10030375","0","0"
"0","10030377","0","10030375","0","0","6","3","0","8","10030376","0","0"
"1","10030085","0","10030376","0","0","2","3","0","7","10030377","0","0"
"10001","10030394","0","10030073","0","0","7","3","0","17","10030379","0","0"
"10001","10030027","0","10030021","0","0","7","3","0","50","10030380","0","10030024"
"10001","10030116","0","10030114","0","0","7","3","0","47","10030381","0","0"
"10001","10030234","0","10030232","0","0","7","3","0","27","10030382","0","0"
"10001","10030317","0","10030315","0","0","7","3","0","25","10030385","0","0"
"0","10030340","0","10030338","0","0","12","3","0","11","10030386","0","0"
"10001","10030244","0","10030242","0","0","7","3","0","18","10030387","0","0"
"10001","10030320","0","10030391","0","0","11","3","0","22","10030390","0","0"
"3","10030390","0","10030317","0","0","14","3","0","23","10030391","0","0"
"10002","10030362","0","10030360","0","0","7","3","0","4","10030392","0","0"
"0","10030370","0","10030394","0","0","4","3","0","15","10030393","0","0"
"3","10030393","0","10030379","0","0","14","3","0","16","10030394","0","0"
"0","10030153","0","10030399","0","0","4","3","0","17","10030398","0","0"
"4","10030398","0","10030150","0","0","14","3","0","18","10030399","0","0"
"3","10030252","0","10030401","0","0","14","3","0","12","10030400","0","0"
"1","10030400","0","10030247","0","0","3","3","0","13","10030401","0","0"
"1","10040085","10040096","10040443","0","0","2","4","0","56","10040084","0","0"
"0","10040086","0","10040084","0","0","4","4","0","55","10040085","0","0"
"2","10040087","0","10040085","0","0","2","4","0","54","10040086","0","0"
"3","10040088","0","10040086","0","0","14","4","0","53","10040087","0","0"
"2","10040089","0","10040087","0","0","2","4","0","52","10040088","0","0"
"3","10040090","0","10040088","0","0","2","4","0","51","10040089","0","0"
"1","10040091","0","10040089","0","0","2","4","0","50","10040090","0","0"
"3","10040092","0","10040090","0","0","14","4","0","49","10040091","0","0"
"0","10040093","0","10040091","0","0","4","4","0","48","10040092","0","0"
"0","10040094","0","10040092","0","0","6","4","0","47","10040093","0","0"
"3","10040095","0","10040093","0","0","3","4","0","46","10040094","0","0"
"3","10040106","0","10040094","0","0","14","4","0","45","10040095","0","10040105"
"10001","10040097","0","10040084","0","0","11","4","0","55","10040096","0","0"
"0","10040098","0","10040096","0","0","4","4","0","54","10040097","0","0"
"3","10040099","0","10040097","0","0","2","4","0","53","10040098","0","0"
"3","10040100","0","10040098","0","0","14","4","0","52","10040099","0","0"
"2","10040101","0","10040099","0","0","2","4","0","51","10040100","0","0"
"10001","10040102","0","10040100","0","0","7","4","0","50","10040101","0","0"
"10003","10040103","0","10040101","0","0","7","4","0","49","10040102","0","0"
"0","10040104","0","10040102","0","0","4","4","0","48","10040103","0","0"
"10001","10040105","0","10040103","0","0","7","4","0","47","10040104","0","0"
"2","10040095","0","10040104","0","0","2","4","0","46","10040105","0","0"
"10001","10040107","0","10040095","0","0","7","4","0","44","10040106","0","0"
"0","10040108","0","10040106","0","0","6","4","0","43","10040107","0","0"
"1","10040109","10040113","10040107","0","0","2","4","0","42","10040108","0","0"
"10001","10040110","0","10040108","0","0","11","4","0","41","10040109","0","0"
"0","10040111","0","10040109","0","0","12","4","0","40","10040110","0","0"
"0","10040112","0","10040110","0","0","6","4","0","39","10040111","0","10040116"
"0","10040117","0","10040111","0","0","4","4","0","38","10040112","0","0"
"3","10040114","0","10040108","0","0","2","4","0","43","10040113","0","0"
"3","10040115","0","10040113","0","0","14","4","0","42","10040114","0","0"
"0","10040116","0","10040114","0","0","6","4","0","41","10040115","0","0"
"10003","10040111","0","10040115","0","0","7","4","0","40","10040116","0","0"
"10001","10040118","0","10040112","0","0","7","4","0","37","10040117","0","0"
"2","10040119","0","10040117","0","0","3","4","0","36","10040118","0","0"
"5","10040120","0","10040118","0","0","14","4","0","35","10040119","0","0"
"0","10040121","0","10040119","0","0","4","4","0","34","10040120","0","0"
"2","10040122","0","10040120","0","0","2","4","0","33","10040121","0","0"
"1","10040123","0","10040121","0","0","3","4","0","32","10040122","0","0"
"3","10040124","0","10040122","0","0","14","4","0","31","10040123","0","0"
"10001","10040125","0","10040123","0","0","11","4","0","30","10040124","0","0"
"0","10040126","0","10040124","0","0","12","4","0","29","10040125","0","0"
"2","10040127","0","10040125","0","0","3","4","0","28","10040126","0","0"
"0","10040128","0","10040126","0","0","5","4","0","27","10040127","0","0"
"10002","10040130","0","10040127","0","0","7","4","0","26","10040128","0","0"
"0","10040131","0","10040128","0","0","4","4","0","25","10040130","0","0"
"2","10040132","0","10040130","0","0","3","4","0","24","10040131","0","0"
"10001","10040133","0","10040131","0","0","7","4","0","23","10040132","0","0"
"0","10040134","0","10040132","0","0","4","4","0","22","10040133","0","0"
"1","10040135","0","10040133","0","0","2","4","0","21","10040134","0","0"
"2","10040136","0","10040134","0","0","2","4","0","20","10040135","0","0"
"2","10040137","0","10040135","0","0","3","4","0","19","10040136","0","0"
"0","10040138","0","10040136","0","0","12","4","0","18","10040137","0","0"
"0","10040139","0","10040137","0","0","6","4","0","17","10040138","0","0"
"0","10040140","0","10040138","0","0","4","4","0","16","10040139","0","0"
"2","10040141","0","10040139","0","0","2","4","0","15","10040140","0","0"
"3","10040142","0","10040140","0","0","2","4","0","14","10040141","0","0"
"3","10040548","0","10040141","0","0","14","4","0","13","10040142","0","0"
"1","10040147","0","10040556","0","0","14","4","0","3","10040146","0","0"
"3","10040148","0","10040146","0","0","3","4","0","2","10040147","0","0"
"2","10040149","0","10040147","0","0","2","4","0","1","10040148","0","0"
"0","10040150","0","10040148","0","0","13","4","0","0","10040149","0","0"
"0","10040151","0","10040149","0","0","12","4","0","66","10040150","0","0"
"0","10040152","0","10040150","0","0","6","4","0","65","10040151","0","0"
"1","10040153","0","10040151","0","0","3","4","0","64","10040152","0","0"
"10002","10040154","0","10040152","0","0","7","4","0","63","10040153","0","0"
"0","10040155","0","10040153","0","0","5","4","0","62","10040154","0","0"
"1","10040156","0","10040154","0","0","2","4","0","61","10040155","0","0"
"10001","10040157","0","10040155","0","0","11","4","0","60","10040156","0","0"
"0","10040158","0","10040156","0","0","4","4","0","59","10040157","0","0"
"1","10040159","0","10040157","0","0","2","4","0","58","10040158","0","0"
"2","10040160","0","10040158","0","0","14","4","0","57","10040159","0","0"
"1","10040161","0","10040159","0","0","2","4","0","56","10040160","0","0"
"1","10040162","10040166","10040160","0","0","3","4","0","55","10040161","0","0"
"0","10040163","0","10040161","0","0","4","4","0","54","10040162","0","0"
"0","10040164","0","10040162","0","0","12","4","0","53","10040163","0","0"
"1","10040165","0","10040163","0","0","2","4","0","52","10040164","0","0"
"0","10040171","0","10040164","0","0","6","4","0","51","10040165","0","10040170"
"4","10040167","0","10040161","0","0","14","4","0","56","10040166","0","0"
"0","10040168","0","10040166","0","0","4","4","0","55","10040167","0","0"
"3","10040169","0","10040167","0","0","2","4","0","54","10040168","0","0"
"6","10040170","0","10040168","0","0","14","4","0","53","10040169","0","0"
"3","10040165","0","10040169","0","0","3","4","0","52","10040170","0","0"
"10001","10040557","0","10040165","0","0","11","4","0","50","10040171","0","0"
"1","10040176","0","10040565","0","0","2","4","0","40","10040175","0","0"
"2","10040177","0","10040175","0","0","2","4","0","39","10040176","0","0"
"0","10040178","0","10040176","0","0","4","4","0","38","10040177","0","0"
"10002","10040179","0","10040177","0","0","7","4","0","37","10040178","0","0"
"10001","10040183","0","10040178","0","0","11","4","0","36","10040179","0","0"
"1","10040185","0","10040184","0","0","2","4","0","33","10040182","0","0"
"4","10040184","0","10040179","0","0","14","4","0","35","10040183","0","0"
"0","10040182","0","10040183","0","0","5","4","0","34","10040184","0","0"
"3","10040186","0","10040182","0","0","14","4","0","32","10040185","0","0"
"0","10040187","0","10040185","0","0","4","4","0","31","10040186","0","0"
"10002","10040188","0","10040186","0","0","7","4","0","30","10040187","0","0"
"0","10040189","10040196","10040187","0","0","6","4","0","29","10040188","0","0"
"2","10040190","0","10040188","0","0","2","4","0","28","10040189","0","0"
"2","10040191","0","10040189","0","0","3","4","0","27","10040190","0","0"
"1","10040192","0","10040190","0","0","14","4","0","26","10040191","0","0"
"3","10040193","0","10040191","0","0","3","4","0","25","10040192","0","0"
"3","10040194","0","10040192","0","0","2","4","0","24","10040193","0","0"
"0","10040195","0","10040193","0","0","4","4","0","23","10040194","0","0"
"0","10040202","0","10040194","0","0","12","4","0","22","10040195","0","10040201"
"10001","10040197","0","10040188","0","0","7","4","0","28","10040196","0","0"
"1","10040198","0","10040196","0","0","2","4","0","27","10040197","0","0"
"1","10040199","0","10040197","0","0","14","4","0","26","10040198","0","0"
"10003","10040200","0","10040198","0","0","7","4","0","25","10040199","0","0"
"2","10040201","0","10040199","0","0","14","4","0","24","10040200","0","0"
"10001","10040195","0","10040200","0","0","11","4","0","23","10040201","0","0"
"0","10040203","0","10040195","0","0","4","4","0","21","10040202","0","0"
"10001","10040204","10040211","10040202","0","0","11","4","0","20","10040203","0","0"
"10003","10040205","0","10040203","0","0","7","4","0","19","10040204","0","0"
"2","10040206","0","10040204","0","0","3","4","0","18","10040205","0","0"
"0","10040207","0","10040205","0","0","4","4","0","17","10040206","0","0"
"5","10040208","0","10040206","0","0","14","4","0","16","10040207","0","10040213"
"2","10040214","0","10040207","0","0","2","4","0","15","10040208","0","0"
"0","10040212","0","10040203","0","0","5","4","0","19","10040211","0","0"
"0","10040213","0","10040211","0","0","6","4","0","18","10040212","0","0"
"3","10040207","0","10040212","0","0","2","4","0","17","10040213","0","0"
"0","10040215","0","10040208","0","0","12","4","0","14","10040214","0","0"
"1","10040216","0","10040214","0","0","2","4","0","13","10040215","0","0"
"10001","10040217","0","10040215","0","0","7","4","0","12","10040216","0","0"
"2","10040218","0","10040216","0","0","2","4","0","11","10040217","0","0"
"10001","10040219","0","10040217","0","0","7","4","0","10","10040218","0","0"
"1","10040220","0","10040218","0","0","3","4","0","9","10040219","0","0"
"10001","10040221","0","10040219","0","0","7","4","0","8","10040220","0","0"
"0","10040222","10040226","10040220","0","0","6","4","0","7","10040221","0","0"
"10001","10040223","0","10040221","0","0","7","4","0","6","10040222","0","0"
"1","10040224","0","10040222","0","0","3","4","0","5","10040223","0","0"
"10002","10040225","0","10040223","0","0","7","4","0","4","10040224","0","10040229"
"0","10040230","0","10040224","0","0","4","4","0","3","10040225","0","0"
"0","10040227","0","10040221","0","0","5","4","0","8","10040226","0","0"
"5","10040228","0","10040226","0","0","14","4","0","7","10040227","0","0"
"10003","10040229","0","10040227","0","0","7","4","0","6","10040228","0","0"
"3","10040224","0","10040228","0","0","3","4","0","5","10040229","0","0"
"3","10040231","0","10040225","0","0","2","4","0","2","10040230","0","0"
"3","10040232","0","10040230","0","0","3","4","0","1","10040231","0","0"
"0","10040233","0","10040231","0","0","13","4","0","0","10040232","0","0"
"1","10040234","0","10040232","0","0","2","4","0","66","10040233","0","0"
"2","10040235","0","10040233","0","0","3","4","0","65","10040234","0","0"
"2","10040236","0","10040234","0","0","2","4","0","64","10040235","0","0"
"0","10040237","0","10040235","0","0","5","4","0","63","10040236","0","0"
"10002","10040238","10040246","10040236","0","0","7","4","0","62","10040237","0","0"
"0","10040239","0","10040237","0","0","12","4","0","61","10040238","0","0"
"0","10040240","0","10040238","0","0","6","4","0","60","10040239","0","0"
"10001","10040241","0","10040239","0","0","11","4","0","59","10040240","0","0"
"1","10040242","0","10040240","0","0","2","4","0","58","10040241","0","0"
"0","10040243","0","10040241","0","0","4","4","0","57","10040242","0","0"
"0","10040244","0","10040242","0","0","5","4","0","56","10040243","0","10040256"
"1","10040245","0","10040243","0","0","3","4","0","55","10040244","0","0"
"2","10040257","0","10040244","0","0","14","4","0","54","10040245","0","0"
"3","10040247","0","10040237","0","0","2","4","0","67","10040246","0","0"
"1","10040248","0","10040246","0","0","2","4","0","66","10040247","0","0"
"6","10040249","0","10040247","0","0","14","4","0","65","10040248","0","0"
"2","10040250","0","10040248","0","0","2","4","0","64","10040249","0","0"
"3","10040251","0","10040249","0","0","2","4","0","63","10040250","0","0"
"3","10040252","0","10040250","0","0","14","4","0","62","10040251","0","0"
"3","10040253","0","10040251","0","0","3","4","0","61","10040252","0","0"
"3","10040254","0","10040252","0","0","14","4","0","60","10040253","0","0"
"0","10040255","0","10040253","0","0","4","4","0","59","10040254","0","0"
"7","10040256","0","10040254","0","0","14","4","0","58","10040255","0","0"
"3","10040243","0","10040255","0","0","2","4","0","57","10040256","0","0"
"1","10040288","0","10040245","0","0","3","4","0","53","10040257","0","0"
"10001","10040289","10040300","10040257","0","0","11","4","0","52","10040288","0","0"
"1","10040290","0","10040288","0","0","2","4","0","51","10040289","0","0"
"1","10040291","0","10040289","0","0","3","4","0","50","10040290","0","0"
"0","10040292","0","10040290","0","0","4","4","0","49","10040291","0","0"
"2","10040293","0","10040291","0","0","2","4","0","48","10040292","0","0"
"0","10040294","0","10040292","0","0","6","4","0","47","10040293","0","0"
"0","10040295","0","10040293","0","0","4","4","0","46","10040294","0","0"
"10002","10040296","0","10040294","0","0","7","4","0","45","10040295","0","0"
"0","10040297","0","10040295","0","0","12","4","0","44","10040296","0","10040308"
"2","10040298","0","10040296","0","0","3","4","0","43","10040297","0","0"
"0","10040299","0","10040297","0","0","4","4","0","42","10040298","0","0"
"0","10040313","0","10040298","0","0","6","4","0","41","10040299","0","0"
"3","10040301","0","10040288","0","0","3","4","0","53","10040300","0","0"
"3","10040302","0","10040300","0","0","2","4","0","52","10040301","0","0"
"0","10040303","0","10040301","0","0","4","4","0","51","10040302","0","0"
"10003","10040304","0","10040302","0","0","7","4","0","50","10040303","0","0"
"4","10040305","0","10040303","0","0","14","4","0","49","10040304","0","0"
"3","10040306","0","10040304","0","0","2","4","0","48","10040305","0","0"
"10003","10040307","0","10040305","0","0","7","4","0","47","10040306","0","0"
"0","10040308","0","10040306","0","0","12","4","0","46","10040307","0","0"
"3","10040296","0","10040307","0","0","2","4","0","45","10040308","0","0"
"2","10040566","0","10040299","0","0","2","4","0","40","10040313","0","0"
"4","10040317","0","10040573","0","0","14","4","0","31","10040316","0","0"
"0","10040318","0","10040316","0","0","4","4","0","30","10040317","0","0"
"0","10040319","0","10040317","0","0","12","4","0","29","10040318","0","0"
"10001","10040320","0","10040318","0","0","11","4","0","28","10040319","0","0"
"0","10040321","0","10040319","0","0","5","4","0","27","10040320","0","0"
"10001","10040323","0","10040320","0","0","7","4","0","26","10040321","0","0"
"2","10040324","0","10040321","0","0","3","4","0","25","10040323","0","0"
"1","10040325","0","10040323","0","0","2","4","0","24","10040324","0","0"
"5","10040326","0","10040324","0","0","14","4","0","23","10040325","0","0"
"0","10040327","0","10040325","0","0","4","4","0","22","10040326","0","0"
"10001","10040328","0","10040326","0","0","11","4","0","21","10040327","0","0"
"0","10040329","0","10040327","0","0","6","4","0","20","10040328","0","0"
"1","10040330","0","10040328","0","0","2","4","0","19","10040329","0","0"
"1","10040331","0","10040329","0","0","3","4","0","18","10040330","0","0"
"0","10040332","10040340","10040330","0","0","5","4","0","17","10040331","0","0"
"0","10040333","0","10040331","0","0","4","4","0","16","10040332","0","0"
"2","10040334","0","10040332","0","0","2","4","0","15","10040333","0","0"
"1","10040335","0","10040333","0","0","2","4","0","14","10040334","0","0"
"10002","10040336","0","10040334","0","0","7","4","0","13","10040335","0","0"
"3","10040337","0","10040335","0","0","2","4","0","12","10040336","0","0"
"1","10040338","0","10040336","0","0","2","4","0","11","10040337","0","0"
"0","10040339","0","10040337","0","0","6","4","0","10","10040338","0","10040345"
"3","10040346","0","10040338","0","0","14","4","0","9","10040339","0","0"
"1","10040341","0","10040331","0","0","3","4","0","16","10040340","0","0"
"10002","10040342","0","10040340","0","0","7","4","0","15","10040341","0","0"
"10001","10040343","0","10040341","0","0","11","4","0","14","10040342","0","0"
"2","10040344","0","10040342","0","0","2","4","0","13","10040343","0","0"
"10001","10040345","0","10040343","0","0","7","4","0","12","10040344","0","0"
"3","10040338","0","10040344","0","0","3","4","0","11","10040345","0","0"
"0","10040347","10040354","10040339","0","0","4","4","0","8","10040346","0","0"
"2","10040348","0","10040346","0","0","2","4","0","7","10040347","0","0"
"10003","10040349","0","10040347","0","0","7","4","0","6","10040348","0","0"
"0","10040350","0","10040348","0","0","12","4","0","5","10040349","0","0"
"0","10040351","0","10040349","0","0","4","4","0","4","10040350","0","10040356"
"3","10040352","0","10040350","0","0","2","4","0","3","10040351","0","0"
"10001","10040353","0","10040351","0","0","7","4","0","2","10040352","0","0"
"10003","10040357","0","10040352","0","0","7","4","0","1","10040353","0","0"
"0","10040355","0","10040346","0","0","6","4","0","7","10040354","0","0"
"3","10040356","0","10040354","0","0","3","4","0","6","10040355","0","0"
"10001","10040350","0","10040355","0","0","11","4","0","5","10040356","0","0"
"0","10040358","0","10040353","0","0","13","4","0","0","10040357","0","0"
"3","10040359","0","10040357","0","0","2","4","0","66","10040358","0","0"
"0","10040360","0","10040358","0","0","6","4","0","65","10040359","0","0"
"10002","10040361","0","10040359","0","0","7","4","0","64","10040360","0","0"
"10001","10040362","0","10040360","0","0","11","4","0","63","10040361","0","0"
"0","10040364","0","10040361","0","0","6","4","0","62","10040362","0","10040363"
"0","10040362","0","0","0","0","1","4","0","63","10040363","0","0"
"1","10040365","0","10040362","0","0","2","4","0","61","10040364","0","0"
"0","10040367","0","10040364","0","0","4","4","0","60","10040365","0","0"
"10001","10040539","0","10040365","0","0","7","4","0","59","10040367","0","0"
"1","10040370","0","10040543","0","0","2","4","0","53","10040369","0","0"
"0","10040371","0","10040369","0","0","5","4","0","52","10040370","0","0"
"0","10040372","10040380","10040370","0","0","4","4","0","51","10040371","0","0"
"1","10040373","0","10040371","0","0","14","4","0","50","10040372","0","0"
"3","10040374","0","10040372","0","0","3","4","0","49","10040373","0","0"
"0","10040375","0","10040373","0","0","6","4","0","48","10040374","0","0"
"2","10040376","0","10040374","0","0","14","4","0","47","10040375","0","0"
"1","10040377","0","10040375","0","0","3","4","0","46","10040376","0","0"
"2","10040378","0","10040376","0","0","3","4","0","45","10040377","0","0"
"2","10040379","0","10040377","0","0","2","4","0","44","10040378","0","10040385"
"0","10040386","0","10040378","0","0","4","4","0","43","10040379","0","0"
"1","10040381","0","10040371","0","0","14","4","0","50","10040380","0","0"
"3","10040382","0","10040380","0","0","2","4","0","49","10040381","0","0"
"0","10040383","0","10040381","0","0","4","4","0","48","10040382","0","0"
"2","10040384","0","10040382","0","0","14","4","0","47","10040383","0","0"
"1","10040385","0","10040383","0","0","2","4","0","46","10040384","0","0"
"2","10040378","0","10040384","0","0","2","4","0","45","10040385","0","0"
"10001","10040387","0","10040379","0","0","7","4","0","42","10040386","0","0"
"1","10040388","0","10040386","0","0","2","4","0","41","10040387","0","0"
"4","10040389","0","10040387","0","0","14","4","0","40","10040388","0","0"
"0","10040390","0","10040388","0","0","5","4","0","39","10040389","0","0"
"1","10040391","10040395","10040389","0","0","2","4","0","38","10040390","0","0"
"0","10040392","0","10040390","0","0","12","4","0","37","10040391","0","0"
"10002","10040393","0","10040391","0","0","7","4","0","36","10040392","0","0"
"2","10040394","0","10040392","0","0","3","4","0","35","10040393","0","0"
"0","10040398","0","10040393","0","0","4","4","0","34","10040394","0","10040397"
"2","10040396","0","10040390","0","0","3","4","0","37","10040395","0","0"
"2","10040397","0","10040395","0","0","2","4","0","36","10040396","0","0"
"10001","10040394","0","10040396","0","0","11","4","0","35","10040397","0","0"
"0","10040399","0","10040394","0","0","6","4","0","33","10040398","0","0"
"1","10040400","0","10040398","0","0","2","4","0","32","10040399","0","0"
"10001","10040401","0","10040399","0","0","11","4","0","31","10040400","0","0"
"5","10040402","0","10040400","0","0","14","4","0","30","10040401","0","0"
"0","10040403","0","10040401","0","0","4","4","0","29","10040402","0","0"
"0","10040404","0","10040402","0","0","12","4","0","28","10040403","0","0"
"1","10040405","0","10040403","0","0","2","4","0","27","10040404","0","0"
"2","10040406","0","10040404","0","0","3","4","0","26","10040405","0","0"
"0","10040407","0","10040405","0","0","4","4","0","25","10040406","0","0"
"2","10040408","0","10040406","0","0","2","4","0","24","10040407","0","0"
"3","10040409","0","10040407","0","0","14","4","0","23","10040408","0","0"
"1","10040410","10040416","10040408","0","0","3","4","0","22","10040409","0","0"
"1","10040411","0","10040409","0","0","2","4","0","21","10040410","0","0"
"10003","10040412","0","10040410","0","0","7","4","0","20","10040411","0","0"
"2","10040413","0","10040411","0","0","3","4","0","19","10040412","0","0"
"10002","10040414","0","10040412","0","0","7","4","0","18","10040413","0","0"
"10001","10040415","0","10040413","0","0","7","4","0","17","10040414","0","10040419"
"0","10040420","0","10040414","0","0","5","4","0","16","10040415","0","0"
"2","10040417","0","10040409","0","0","3","4","0","21","10040416","0","0"
"3","10040418","0","10040416","0","0","2","4","0","20","10040417","0","0"
"10001","10040419","0","10040417","0","0","11","4","0","19","10040418","0","0"
"2","10040414","0","10040418","0","0","2","4","0","18","10040419","0","0"
"2","10040421","0","10040415","0","0","2","4","0","15","10040420","0","0"
"0","10040422","0","10040420","0","0","4","4","0","14","10040421","0","0"
"5","10040423","0","10040421","0","0","14","4","0","13","10040422","0","0"
"3","10040462","0","10040422","0","0","2","4","0","12","10040423","0","0"
"0","10040084","0","10040444","0","0","5","4","0","57","10040443","0","0"
"0","10040443","0","10040445","0","0","12","4","0","58","10040444","0","0"
"1","10040444","0","10040446","0","0","3","4","0","59","10040445","0","0"
"0","10040445","0","10040447","0","0","4","4","0","60","10040446","0","0"
"2","10040446","0","10040448","0","0","2","4","0","61","10040447","0","0"
"1","10040447","0","10040449","0","0","2","4","0","62","10040448","0","0"
"0","10040448","0","10040450","0","0","12","4","0","63","10040449","0","0"
"10001","10040449","0","10040451","0","0","11","4","0","64","10040450","0","0"
"1","10040450","0","10040452","0","0","2","4","0","65","10040451","0","0"
"1","10040451","0","10040453","0","0","3","4","0","66","10040452","0","0"
"0","10040452","0","10040454","0","0","13","4","0","0","10040453","0","0"
"10001","10040453","0","10040455","0","0","7","4","0","1","10040454","0","0"
"3","10040454","0","10040456","0","0","2","4","0","2","10040455","0","0"
"1","10040455","0","10040547","0","0","3","4","0","3","10040456","0","0"
"10002","10040544","0","10040460","0","0","7","4","0","8","10040459","0","0"
"1","10040459","0","10040461","0","0","2","4","0","9","10040460","0","0"
"0","10040460","0","10040462","0","0","6","4","0","10","10040461","0","0"
"0","10040461","0","10040423","0","0","12","4","0","11","10040462","0","0"
"0","10040540","0","10040367","0","0","12","4","0","58","10040539","0","0"
"2","10040541","0","10040539","0","0","2","4","0","57","10040540","0","0"
"2","10040542","0","10040540","0","0","14","4","0","56","10040541","0","0"
"10001","10040543","0","10040541","0","0","7","4","0","55","10040542","0","0"
"0","10040369","0","10040542","0","0","4","4","0","54","10040543","0","0"
"10003","10040545","0","10040459","0","0","7","4","0","7","10040544","0","0"
"10001","10040546","0","10040544","0","0","11","4","0","6","10040545","0","0"
"0","10040547","0","10040545","0","0","4","4","0","5","10040546","0","0"
"10001","10040456","0","10040546","0","0","7","4","0","4","10040547","0","0"
"1","10040549","0","10040142","0","0","3","4","0","12","10040548","0","0"
"0","10040551","0","10040548","0","0","12","4","0","11","10040549","0","0"
"0","10040552","0","10040551","0","0","5","4","0","9","10040550","0","0"
"0","10040550","0","10040549","0","0","4","4","0","10","10040551","0","0"
"0","10040553","0","10040550","0","0","6","4","0","8","10040552","0","0"
"10001","10040554","0","10040552","0","0","7","4","0","7","10040553","0","0"
"2","10040555","0","10040553","0","0","2","4","0","6","10040554","0","0"
"1","10040556","0","10040554","0","0","2","4","0","5","10040555","0","0"
"0","10040146","0","10040555","0","0","12","4","0","4","10040556","0","0"
"2","10040558","0","10040171","0","0","2","4","0","49","10040557","0","0"
"1","10040560","0","10040557","0","0","2","4","0","48","10040558","0","0"
"1","10040561","0","10040560","0","0","2","4","0","46","10040559","0","0"
"2","10040559","0","10040558","0","0","14","4","0","47","10040560","0","0"
"0","10040562","0","10040559","0","0","4","4","0","45","10040561","0","0"
"2","10040563","0","10040561","0","0","3","4","0","44","10040562","0","0"
"10002","10040564","0","10040562","0","0","7","4","0","43","10040563","0","0"
"0","10040565","0","10040563","0","0","6","4","0","42","10040564","0","0"
"10003","10040175","0","10040564","0","0","7","4","0","41","10040565","0","0"
"10001","10040567","0","10040313","0","0","7","4","0","39","10040566","0","0"
"10001","10040568","0","10040566","0","0","11","4","0","38","10040567","0","0"
"10002","10040569","0","10040567","0","0","7","4","0","37","10040568","0","0"
"3","10040570","0","10040568","0","0","14","4","0","36","10040569","0","0"
"0","10040571","0","10040569","0","0","4","4","0","35","10040570","0","0"
"10003","10040572","0","10040570","0","0","7","4","0","34","10040571","0","0"
"0","10040573","0","10040571","0","0","6","4","0","33","10040572","0","0"
