53e05fcff736f8f6f5fd1773f24cb06ff01cdaf2259b6e73df3cfe1bafd834f4,45ecb9c184a66e0cc0e886fdb3816b61a1b2d086bfe12598b78eaf5b716fedc1,91b8b03caba95a4e38d406c5ec691786b1a8642d0e68159a5cb821430955c68e,9126c67538dfbd313f4e9041247d8487c172cf20ae8619207a6a297551da9a79,2c6d7a216bd6083f9a0ea7fe7368cc135b4c796382580c8b100a4037d4cbcbbb,06b6895021af8c46e1b9564ccf33a696b60f7f898168c97b4a8c7177ce037122,d2232e5ed9139b9783e2eff32bc9f84c7cf90fe9ac66b45c3ad8b2893e34f035,5c346df5e8284bb59b1f62596ddb5212b266d836860ea1eb07e6102776d4c07c,929c19b102d42aa46e98981fc624fffba06b5cc89ee5d6f1d6f1cb9a1c3e6c77,959ff0b0f497e1c5d0bea2b156d04b644f76270c63d6c785cda995214181c765,c621583f77c2c0aaffb601f66e7629495a213a9460b6cc40f29fc3d431bc68f3
"902","19020002","-780","02_neneka_floatRing","1.6625","-125","21","5","12","2","0"
"902","19020003","-780","02_neneka_floatRing","1.8375","-250","21","5","32","3","0"
"902","19020004","-780","02_neneka_floatRing","1.75","-180","21","5","22","4","0"
"902","19020005","-780","02_neneka_floatRing","1.6625","-125","21","5","12","5","0"
"902","19020006","-780","02_neneka_floatRing","1.8375","-250","21","5","32","6","0"
"902","19020007","-180","","1","1","102","31","-780","1",""
"902","19020008","-125","","1","1","102","31","-780","2",""
"902","19020009","-250","","1","1","102","31","-780","3",""
"902","19020010","-180","","1","1","102","31","-780","4",""
"902","19020011","-125","","1","1","102","31","-780","5",""
"902","19020012","-250","","1","1","102","31","-780","6",""
"902","19020013","","","","","se_10053800","23","1","se_fpc_water_random",""
"902","19020014","","","","","19020012","91","","",""
"902","19020015","4.58823529411765","","","12","1","2","-180","0",""
"902","19020016","4.58823529411765","","","12","1","33","-180","0",""
"902","19020017","","","","","19020015","91","","",""
"902","19020018","0","","","","vo_fpc","21","","vo_fpc_20200",""
"902","19020019","1","0.5","0","0","1","11","10","嗯……","0"
"902","19020020","","","","","0","91","","",""
"902","19020021","","","","","0.5","93","","0",""
"902","19020022","3.70588235294118","","","12","1","2","-180","150",""
"902","19020023","3.70588235294118","","","12","1","33","-180","150",""
"902","19020024","","","0.1","","2","3","1","02_neneka_floatRing",""
"902","19020025","3.70588235294118","","","12","2","2","-125","-150",""
"902","19020026","3.70588235294118","","","12","2","33","-125","-150",""
"902","19020027","","","","","19020025","91","","",""
"902","19020028","0","","","","vo_fpc","21","","vo_fpc_20201",""
"902","19020029","1","0.5","0","0","2","11","8","雖然我有想過，就只是隨波逐流\n這種世間凡夫俗子般的行為，\n究竟是哪裡好玩了……","0"
"902","19020030","","","","","0","91","","",""
"902","19020031","","","","","0.5","93","","0",""
"902","19020032","3.11764705882353","","","12","1","2","-180","250",""
"902","19020033","3.11764705882353","","","12","1","33","-180","250",""
"902","19020034","3.11764705882353","","","12","2","2","-125","0",""
"902","19020035","3.11764705882353","","","12","2","33","-125","0",""
"902","19020036","","","0.1","","3","3","1","02_neneka_floatRing",""
"902","19020037","3.11764705882353","","","12","3","2","-250","-250",""
"902","19020038","3.11764705882353","","","12","3","33","-250","-250",""
"902","19020039","","","","","19020037","91","","",""
"902","19020040","0","","","","vo_fpc","21","","vo_fpc_20202",""
"902","19020041","1","0.5","0","0","3","11","7","不過這也別有一番趣味呢……\n下次也帶諾維姆過來\n漂流看看吧。","0"
"902","19020042","","","","","4.5","93","","1",""
"902","19020043","","","","","0.9","93","","0",""
"902","19020044","","","","","19020041","91","","",""
"902","19020045","","","0.1","","4","3","1","02_neneka_floatRing",""
"902","19020046","7.37556561085973","","","","4","2","-180","850",""
"902","19020047","7.37556561085973","","","","4","33","-180","850",""
"902","19020048","","","","","0.2","93","","0",""
"902","19020049","","","0.1","","5","3","1","02_neneka_floatRing",""
"902","19020050","2.71493212669683","","","12","1","2","-180","850",""
"902","19020051","2.71493212669683","","","12","1","33","-180","850",""
"902","19020052","","","","","0.2","93","","0",""
"902","19020053","3.84615384615385","","","12","2","2","-125","850",""
"902","19020054","3.84615384615385","","","12","2","33","-125","850",""
"902","19020055","","","","","0.1","93","","0",""
"902","19020056","4.97737556561086","","","12","3","2","-250","850",""
"902","19020057","4.97737556561086","","","12","3","33","-250","850",""
"902","19020058","","","","","1.5","93","","0",""
"902","19020059","6.26923076923077","","","","5","2","-125","850",""
"902","19020060","6.26923076923077","","","","5","33","-125","850",""
"902","19020061","","","","","1","93","","0",""
"902","19020062","","","0.1","","6","3","1","02_neneka_floatRing",""
"902","19020063","6.63800904977376","","","","6","2","-250","850",""
"902","19020064","6.63800904977376","","","","6","33","-250","850",""
"902","19020065","","","","","0","91","","",""
"902","19020066","","","","","1","93","","0",""
"902","19020067","","","","","0","91","","",""
"903","19030001","-750","03_cmn_walk_styk_N2","1.4875","-15","1","1","12","113211","0"
"903","19030002","750","03_cmn_run_def_N","1.4875","-15","1","1","12","113311","0"
"903","19030003","","","","","se_10053800","23","1","se_fpc_water_random",""
"903","19030004","","","","","19030002","91","","0",""
"903","19030005","3.52941176470588","","","","113211","2","-15","-150",""
"903","19030006","","","","","1.5","93","","0",""
"903","19030007","2.71493212669683","","","","113311","2","-15","150",""
"903","19030008","","","","","19030005","91","","",""
"903","19030009","","","0.1","","113211","3","1","03_cmn_idol_def_N",""
"903","19030010","","","","","19030007","91","","",""
"903","19030011","","","0.3","","113311","3","1","03_nanaka_gufufu",""
"903","19030012","","","","","0.3","93","","0",""
"903","19030013","0","","","","vo_fpc","21","","vo_fpc_20300",""
"903","19030014","1","0.5","0","0","113311","11","8","唔呵呵，\n不愧是杏奈美眉♪","0"
"903","19030015","","","","","0","91","","",""
"903","19030016","","","","","0.5","93","","0",""
"903","19030017","0","","","","vo_fpc","21","","vo_fpc_20301",""
"903","19030018","1","0.5","0","0","113311","11","6","把七七香精選的傳說學校泳衣\n駕馭得很完美呢！","0"
"903","19030019","","","","","0","91","","",""
"903","19030020","","","","","0.5","93","","0",""
"903","19030021","","","0.1","","113211","3","1","03_anna_shy",""
"903","19030022","0","","","","vo_fpc","21","","vo_fpc_20302",""
"903","19030023","1","0.5","0","0","113211","11","10","什麼，這是因為我沒有其他泳衣\n所以才不得已穿的啦……","0"
"903","19030024","","","","","0","91","","",""
"903","19030025","","","","","0.5","93","","0",""
"903","19030026","0","","","","vo_fpc","21","","vo_fpc_20303",""
"903","19030027","1","0.5","0","0","113311","11","6","沒問題沒問題，\n真的很適合妳啦！","0"
"903","19030028","","","","","0","91","","",""
"903","19030029","","","","","0.5","93","","0",""
"903","19030030","0","","","","vo_fpc","21","","vo_fpc_20304",""
"903","19030031","1","0.5","0","0","113311","11","8","還是說……\n妳要跟我交換泳衣看看？","0"
"903","19030032","","","","","0","91","","",""
"903","19030033","","","","","0.5","93","","0",""
"903","19030034","03_anna_pui_loop","","0.1","1","113211","3","0","03_anna_pui_in",""
"903","19030035","0","","","","vo_fpc","21","","vo_fpc_20305",""
"903","19030036","1","0.5","0","0","113211","11","7","妳那件也有那件的害羞吧！","0"
"903","19030037","","","","","0","91","","",""
"903","19030038","","","","","0.5","93","","0",""
"903","19030039","0","","","","vo_fpc","21","","vo_fpc_20306",""
"903","19030040","1","0.5","0","0","113211","11","8","我、我有好友為我挑的\n這件學校泳衣便足矣！","0"
"903","19030041","","","","","0","91","","",""
"903","19030042","","","","","0.5","93","","0",""
"903","19030043","","","0.1","","113311","4","1","1",""
"903","19030044","","","0.1","","113211","4","1","1",""
"903","19030045","","","0.1","","113311","3","1","03_cmn_run_def_N",""
"903","19030046","","","0.1","","113211","3","1","03_cmn_walk_styk_N2",""
"903","19030047","2.71493212669683","","","","113311","2","-15","750",""
"903","19030048","3.52941176470588","","","","113211","2","-15","-750",""
"903","19030049","","","","","0","91","","",""
"904","19040001","-910","04_misogi_flutterKick_loop","1.75","-180","1","1","22","122811","0"
"904","19040002","-910","04_mimi_flutterKick_loop","1.75","-125","1","1","12","122911","0"
"904","19040003","-910","04_kyouka_flutterKick_loop","1.75","-180","1","1","22","122711","0"
"904","19040004","-910","04_yuni_flutterKick_loop","1.75","-180","1","1","23","129311","0"
"904","19040005","-910","cmn_swm_flutterKick_floatBoad","1.75","-180","1","5","22","1","0"
"904","19040006","-50","empty","1.75","-180","3","5","24","3","0"
"904","19040007","-180","","1","1","1","31","-910","1",""
"904","19040008","-180","","0","1","4","31","-910","11",""
"904","19040009","-125","","1","1","7","31","-910","2",""
"904","19040010","-125","","0","1","4","31","-910","21",""
"904","19040011","-180","","1","1","1","31","-910","3",""
"904","19040012","-180","","0","1","4","31","-910","31",""
"904","19040013","-180","","1","1","1","31","-910","4",""
"904","19040014","-180","","0","1","4","31","-50","41",""
"904","19040015","0","","0","1","1006","31","-180","1006",""
"904","19040016","","","","","se_10053800","23","1","se_fpc_water_random",""
"904","19040017","","","","","19040015","91","","0",""
"904","19040018","5.81447963800905","","","12","122811","2","-180","375",""
"904","19040019","5.81447963800905","","","12","1","33","-180","375",""
"904","19040020","5.81447963800905","","","12","11","33","-180","375",""
"904","19040021","","","","","","91","","",""
"904","19040022","","","","","1","32","","0",""
"904","19040023","","","","","11","32","","1",""
"904","19040024","04_misogi_float_loop","","0.1","1","122811","3","0","04_misogi_float_in","0.1"
"904","19040025","","","","","0.9","93","","0",""
"904","19040026","0","","","","vo_fpc","21","","vo_fpc_20400",""
"904","19040027","1","0.5","0","0","122811","11","9","哇──！禊是第一名──！\n當鬼的人，快來抓我們──！","0"
"904","19040028","","","","","0","91","","",""
"904","19040029","","","","","0.5","93","","0",""
"904","19040030","5.94117647058824","","","12","122911","2","-125","100",""
"904","19040031","5.94117647058824","","","12","2","33","-125","100",""
"904","19040032","5.94117647058824","","","12","21","33","-125","100",""
"904","19040033","","","","","2","93","","0",""
"904","19040034","0","","","","vo_fpc","21","","vo_fpc_20401",""
"904","19040035","1","0.5","0","0","122911","11","8","快逃快逃～！","0"
"904","19040036","","","","","19040032","91","","",""
"904","19040037","","","","","2","32","","0",""
"904","19040038","","","","","21","32","","1",""
"904","19040039","04_mimi_float_loop","","0.1","1","122911","3","0","04_mimi_float_in","0.1"
"904","19040040","5.40441176470588","","","12","122711","2","-180","-175",""
"904","19040041","5.40441176470588","","","12","3","33","-180","-175",""
"904","19040042","5.40441176470588","","","12","31","33","-180","-175",""
"904","19040043","","","","","2","93","","0",""
"904","19040044","0","","","","vo_fpc","21","","vo_fpc_20402",""
"904","19040045","1","0","0","0","122711","11","11","真是的～！妳們兩個等一下啦～！","0"
"904","19040046","","","","","19040042","91","","",""
"904","19040047","","","","","3","32","","0",""
"904","19040048","","","","","31","32","","1",""
"904","19040049","04_kyouka_float_loop","","0.1","1","122711","3","0","04_kyouka_float_in","0.1"
"904","19040050","","","","","1.2","93","","0",""
"904","19040051","","","","","1006","32","","1",""
"904","19040052","","","","","0.8","93","","0",""
"904","19040053","","","","","1","32","","1",""
"904","19040054","","","","","11","32","","0",""
"904","19040055","","","","","2","32","","1",""
"904","19040056","","","","","21","32","","0",""
"904","19040057","","","","","3","32","","1",""
"904","19040058","","","","","31","32","","0",""
"904","19040059","04_misogi_flutterKick_loop","","0.1","1","122811","3","0","04_misogi_flutterKick_in","0.1"
"904","19040060","2.82805429864253","","","","122811","2","-180","1000",""
"904","19040061","2.82805429864253","","","","1","33","-180","1000",""
"904","19040062","","","","","0.1","93","","0",""
"904","19040063","04_mimi_flutterKick_loop","","0.1","1","122911","3","0","04_mimi_flutterKick_in","0.1"
"904","19040064","4.07239819004525","","","","122911","2","-125","1000",""
"904","19040065","4.07239819004525","","","","2","33","-125","1000",""
"904","19040066","","","","","0.1","93","","0",""
"904","19040067","04_kyouka_flutterKick_loop","","0.1","1","122711","3","0","04_kyouka_flutterKick_in","0.1"
"904","19040068","5.31674208144796","","","","122711","2","-180","1000",""
"904","19040069","5.31674208144796","","","","3","33","-180","1000",""
"904","19040070","","","","","0.1","93","","0",""
"904","19040071","5.05882352941176","","","","129311","2","-180","-50",""
"904","19040072","5.05882352941176","","","","4","33","-180","-50",""
"904","19040073","5.05882352941176","","","","1","2","-180","-50",""
"904","19040074","","","","","2","93","","0",""
"904","19040075","0","","","","vo_fpc","21","","vo_fpc_20403",""
"904","19040076","1","0.5","0","0","129311","11","10","哇──♪","0"
"904","19040077","","","","","2.75882352941176","93","","0",""
"904","19040078","04_yuni_flutterKick_pause_loop","","0.1","1","3","3","0","04_yuni_flutterKick_pause_in","0.1"
"904","19040079","04_yuni_flutterKick_pause_loop","","0.1","1","129311","3","0","04_yuni_flutterKick_pause_in","0.1"
"904","19040080","04_yuni_flutterKick_pause_loop","","0.1","1","1","3","0","04_yuni_flutterKick_pause_in","0.1"
"904","19040081","","","","","0.3","93","","0",""
"904","19040082","0","","","","vo_fpc","21","","vo_fpc_20404",""
"904","19040083","","","","","4","32","","0",""
"904","19040084","","","","","41","32","","1",""
"904","19040085","","","","","5","93","","0",""
"904","19040086","","","0.1","","3","3","0","empty",""
"904","19040087","04_yuni_flutterKick_loop","","0.2","1","129311","3","0","04_yuni_flutterKick_in","0.1"
"904","19040088","cmn_swm_flutterKick_floatBoad","","0.2","1","1","3","0","04_yuni_flutterKick_in","0.1"
"904","19040089","","","","","4","32","","1",""
"904","19040090","","","","","41","32","","0",""
"904","19040091","6.17647058823529","","","","129311","2","-180","1000",""
"904","19040092","6.17647058823529","","","","1","2","-180","1000",""
"904","19040093","6.17647058823529","","","","4","33","-180","1000",""
"904","19040094","","","","","0.3","93","","0",""
"904","19040095","0","","","","vo_fpc","21","","vo_fpc_20405",""
"904","19040096","1","0.5","0","0","129311","11","10","哇──哇──♪","0"
"904","19040097","","","","","19040091","91","","",""
"905","19050001","-910","cmn_swm_flutterKick","1.75","-125","1","1","12","117111","0"
"905","19050002","-910","cmn_swm_flutterKick","1.75","-180","1","1","22","117011","0"
"905","19050003","750","cmn_walk_r","1.4875","-15","1","1","12","107611","0"
"905","19050004","-125","","1","1","7","31","-910","1",""
"905","19050005","-125","","0","1","4","31","-910","11",""
"905","19050006","-180","","1","1","1","31","-910","2",""
"905","19050007","-180","","0","1","4","31","-910","21",""
"905","19050008","","","","","se_10053800","23","1","se_fpc_water_random",""
"905","19050009","","","","","19050007","91","","0",""
"905","19050010","5.35294117647059","","","12","117111","2","-125","0",""
"905","19050011","5.35294117647059","","","12","1","33","-125","0",""
"905","19050012","5.35294117647059","","","12","11","33","-125","0",""
"905","19050013","","","","","","91","","",""
"905","19050014","","","","","1","32","","0",""
"905","19050015","","","","","11","32","","1",""
"905","19050016","05_shizuru_search_loop","","0.1","1","117111","3","0","05_shizuru_search_in","0.1"
"905","19050017","","","","","1","93","","0",""
"905","19050018","0","","","","vo_fpc","21","","vo_fpc_20500",""
"905","19050019","1","0.5","0","0","117111","11","8","嗯……真奇怪呢……\n我有在這一帶感受到\n弟弟的「氣息」……","0"
"905","19050020","","","","","1.81764705882353","93","","1",""
"905","19050021","3.88235294117647","","","12","117011","2","-180","-250",""
"905","19050022","3.88235294117647","","","12","2","33","-180","-250",""
"905","19050023","3.88235294117647","","","12","21","33","-180","-250",""
"905","19050024","","","","","2.38235294117647","93","","0",""
"905","19050025","","","","","1.5","93","","0",""
"905","19050026","","","","","19050019","91","","",""
"905","19050027","","","","","19050021","91","","",""
"905","19050028","05_eriko_talk_loop","","0.1","1","117011","3","0","05_eriko_talk_in","0.1"
"905","19050029","","","","","2","32","","0",""
"905","19050030","","","","","21","32","","1",""
"905","19050031","0","","","","vo_fpc","21","","vo_fpc_20501",""
"905","19050032","1","0.5","0","0","117011","11","7","那位大人的氣場殘渣……\n確實就在這附近……","0"
"905","19050033","","","","","2.15294117647059","93","","1",""
"905","19050034","2.64705882352941","","","0","107611","2","-15","300",""
"905","19050035","","","","","1.14705882352941","93","","0",""
"905","19050036","","","","","1.5","93","","0",""
"905","19050037","","","","","19050032","91","","",""
"905","19050038","","","","","19050034","91","","",""
"905","19050039","","","0.2","","107611","3","1","05_kokkoro_talk",""
"905","19050040","0","","","","vo_fpc","21","","vo_fpc_20502",""
"905","19050041","1","0.5","0","0","107611","11","8","靜流小姐、惠理子小姐，\n請問怎麼了嗎？","0"
"905","19050042","","","","","0","91","","",""
"905","19050043","","","","","0.5","93","","0",""
"905","19050044","05_shizuru_greet_loop","","0.1","1","117111","3","0","05_shizuru_greet_in","0.1"
"905","19050045","0","","","","vo_fpc","21","","vo_fpc_20503",""
"905","19050046","1","0.5","0","0","117111","11","8","啊，可可蘿♪\n原來如此──我是感受到殘留在\n可可蘿身上的弟弟「氣息」了呢♪","0"
"905","19050047","","","","","0","91","","",""
"905","19050048","","","","","0.5","93","","0",""
"905","19050049","05_eriko_pressure_loop","","0.1","1","117011","3","0","05_eriko_pressure_in","0.1"
"905","19050050","0","","","","vo_fpc","21","","vo_fpc_20504",""
"905","19050051","1","0.5","0","0","117011","11","6","那噁心的根據是怎麼回事？\n話說回來，妳知道那位大人\n在哪裡嗎？\n可不許隱瞞喔。","0"
"905","19050052","","","","","0","91","","",""
"905","19050053","","","","","0.5","93","","0",""
"905","19050054","","","0.3","","107611","3","1","05_kokkoro_talk2",""
"905","19050055","0","","","","vo_fpc","21","","vo_fpc_20505",""
"905","19050056","1","0.5","0","0","107611","11","6","怎麼會隱瞞呢。","0"
"905","19050057","","","","","0","91","","",""
"905","19050058","","","","","0.5","93","","0",""
"905","19050059","05_kokkoro_point_loop","","0.1","1","107611","3","0","05_kokkoro_point_in","0.1"
"905","19050060","0","","","","vo_fpc","21","","vo_fpc_20506",""
"905","19050061","1","0.5","0","0","107611","11","6","主人他剛剛漂向\n那個方向了……","0"
"905","19050062","","","","","0","91","","",""
"905","19050063","","","","","0.5","93","","0",""
"905","19050064","05_shizuru_smile_loop","","0.1","1","117111","3","0","05_shizuru_smile_in","0.1"
"905","19050065","0","","","","vo_fpc","21","","vo_fpc_20507",""
"905","19050066","1","0.5","0","0","117111","11","7","那邊是吧！\n好──姐姐我現在\n立刻就去救你喔！","0"
"905","19050067","","","","","0","91","","",""
"905","19050068","","","","","0.5","93","","0",""
"905","19050069","05_eriko_sad_loop","","0.1","1","117011","3","0","05_eriko_sad_in","0.1"
"905","19050070","0","","","","vo_fpc","21","","vo_fpc_20508",""
"905","19050071","1","0.5","0","0","117011","11","8","啊啊，怎麼會這樣……\n我現在就前去救助您！","0"
"905","19050072","","","","","0","91","","",""
"905","19050073","","","","","0.5","93","","0",""
"905","19050074","05_shizuru_flutterKick_loop","","0.1","1","117111","3","0","05_shizuru_flutterKick_in","0.1"
"905","19050075","2.66169816342827","","","","117111","2","-125","1000",""
"905","19050076","2.66169816342827","","","","1","33","-125","1000",""
"905","19050077","","","","","1","32","","1",""
"905","19050078","","","","","11","32","","0",""
"905","19050079","","","","","0.1","93","","0",""
"905","19050080","05_eriko_flutterKick_loop","","0.1","1","117011","3","0","05_eriko_flutterKick_in","0.1"
"905","19050081","3.14228255404726","","","","117011","2","-180","1000",""
"905","19050082","3.14228255404726","","","","2","33","-180","1000",""
"905","19050083","","","","","2","32","","1",""
"905","19050084","","","","","21","32","","0",""
"905","19050085","","","","","19050081","91","","",""
"905","19050086","05_kokkoro_talk3_loop","","0.1","1","107611","3","0","05_kokkoro_talk3_in","0.1"
"905","19050087","0","","","","vo_fpc","21","","vo_fpc_20509",""
"905","19050088","1","0.5","0","0","107611","11","5","她們走了……","0"
"905","19050089","","","","","0","91","","",""
"905","19050090","","","","","0.5","93","","0",""
"905","19050091","0","","","","vo_fpc","21","","vo_fpc_20510",""
"905","19050092","1","0.5","0","0","107611","11","11","那兩位在一起的話，不知道會\n發生什麼事，真讓人擔心呢……","0"
"905","19050093","","","","","0","91","","",""
"905","19050094","","","","","0.5","93","","0",""
"905","19050095","0","","","","vo_fpc","21","","vo_fpc_20511",""
"905","19050096","1","0.5","0","0","107611","11","10","為了不讓她們在主人面前失控，\n在下必須要盯著場面才行……！","0"
"905","19050097","","","","","0","91","","",""
"905","19050098","","","","","0.5","93","","0",""
"905","19050099","1.65912518853695","","","0","107611","2","-15","850",""
"905","19050100","","","0.2","","107611","3","1","05_kokkoro_run",""
"905","19050101","0","","","","vo_fpc","21","","vo_fpc_20512",""
"905","19050102","1","0.5","0","0","107611","11","10","主人──！","0"
"905","19050103","","","","","0","91","","",""
"905","19050104","","","","","0.5","93","","0",""
"905","19050105","","","","","19050099","91","","",""
"906","19060001","-850","cmn_float","1.75","-180","1","1","22","126911","0"
"906","19060002","-850","cmn_float","1.75","-125","1","1","12","117311","0"
"906","19060003","-180","","1","1","6","31","-850","11",""
"906","19060004","-180","","0","1","1007","31","-850","10071",""
"906","19060005","-125","","1","1","6","31","-850","21",""
"906","19060006","-125","","0","1","1007","31","-850","10072",""
"906","19060007","-125","","0","1","1008","31","-850","10081",""
"906","19060008","","","","","se_10053800","23","1","se_fpc_water_random",""
"906","19060009","","","","","19060007","91","","0",""
"906","19060010","6.25","","","12","126911","2","-180","0",""
"906","19060011","6.25","","","12","11","33","-180","0",""
"906","19060012","6.25","","","12","10071","33","-180","0",""
"906","19060013","","","","","3","93","","0",""
"906","19060014","0","","","","vo_fpc","21","","vo_fpc_20600",""
"906","19060015","","","0.2","","126911","3","1","06_cmn_float_sing",""
"906","19060016","","","","","10071","32","","1",""
"906","19060017","","","","","19060010","91","","",""
"906","19060018","","","0.2","","126911","3","1","cmn_float",""
"906","19060019","0","","","","vo_fpc","21","","vo_fpc_20601",""
"906","19060020","1","0.5","0","0","126911","11","9","偶爾來這樣的地方，\n或許也不錯……","0"
"906","19060021","","","","","0","91","","",""
"906","19060022","","","","","0.5","93","","0",""
"906","19060023","5.14705882352941","","","12","117311","2","-125","-150",""
"906","19060024","5.14705882352941","","","12","21","33","-125","-150",""
"906","19060025","5.14705882352941","","","12","10072","33","-125","-150",""
"906","19060026","5.14705882352941","","","12","10081","33","-125","-150",""
"906","19060027","5.14705882352941","","","12","126911","2","-180","150",""
"906","19060028","5.14705882352941","","","12","11","33","-180","150",""
"906","19060029","5.14705882352941","","","12","10071","33","-180","150",""
"906","19060030","","","","","2.5","93","","0",""
"906","19060031","0","","","","vo_fpc","21","","vo_fpc_20602",""
"906","19060032","","","0.2","","126911","3","1","06_cmn_float_sing",""
"906","19060033","","","0.2","","117311","3","1","06_cmn_float_sing",""
"906","19060034","","","","","10071","32","","0",""
"906","19060035","","","","","10071","32","","1",""
"906","19060036","","","","","10072","32","","1",""
"906","19060037","","","","","19060029","91","","",""
"906","19060038","","","","","126911","4","","1",""
"906","19060039","0","","","","11","33","-180","180",""
"906","19060040","06_ranpha_float_shy","","0.1","1","126911","3","0","06_ranpha_float_notice","0.1"
"906","19060041","","","","","117311","3","1","cmn_float","0.1"
"906","19060042","0","","","","vo_fpc","21","","vo_fpc_20603",""
"906","19060043","1","0.5","0","0","126911","11","10","啊……","0"
"906","19060044","","","","","0","91","","",""
"906","19060045","","","","","0.5","93","","0",""
"906","19060046","06_chika_float_notice","","0.1","1","117311","3","0","06_chika_float_notice_in","0.1"
"906","19060047","0","","","","vo_fpc","21","","vo_fpc_20604",""
"906","19060048","1","0.5","0","0","117311","11","9","對不起，因為妳唱歌很好聽，\n所以我忍不住唱起和聲了……\n打擾到妳了吧。","0"
"906","19060049","","","","","0","91","","",""
"906","19060050","","","","","0.5","93","","0",""
"906","19060051","0","","","","vo_fpc","21","","vo_fpc_20605",""
"906","19060052","1","0.5","0","0","126911","11","8","不會……\n妳唱歌也很好聽……\n所以，要是可以的話，\n繼續唱吧……","0"
"906","19060053","","","","","0","91","","",""
"906","19060054","","","","","0.5","93","","0",""
"906","19060055","","","0.2","","117311","3","1","06_chika_float_smile",""
"906","19060056","0","","","","vo_fpc","21","","vo_fpc_20606",""
"906","19060057","1","0.5","0","0","117311","11","10","好的。","0"
"906","19060058","","","","","0","91","","",""
"906","19060059","","","","","0.5","93","","0",""
"906","19060060","0","","","","vo_fpc","21","","vo_fpc_20607",""
"906","19060061","","","0.2","","126911","3","1","06_cmn_float_sing",""
"906","19060062","","","0.2","","117311","3","1","06_cmn_float_sing",""
"906","19060063","","","","","10071","32","","0",""
"906","19060064","","","","","10071","32","","1",""
"906","19060065","","","","","10081","32","","1",""
"906","19060066","","","","","2","93","","0",""
"906","19060067","4.11764705882353","","","","126911","2","-180","850",""
"906","19060068","4.11764705882353","","","","11","33","-180","880",""
"906","19060069","4.11764705882353","","","","10071","33","-180","880",""
"906","19060070","5.88235294117647","","","","117311","2","-125","850",""
"906","19060071","5.88235294117647","","","","21","33","-125","850",""
"906","19060072","5.88235294117647","","","","10081","33","-125","850",""
"906","19060073","","","","","1.5","93","","0",""
"906","19060074","","","","","10071","32","","0",""
"906","19060075","","","","","10071","32","","1",""
"906","19060076","","","","","10081","32","","0",""
"906","19060077","","","","","10081","32","","1",""
"906","19060078","","","","","19060070","91","","",""
"907","19070001","-850","07_shinobu_search","1.75","-125","1","1","12","127111","0"
"907","19070002","-850","07_ruka_float","1.75","-180","1","1","22","113111","0"
"907","19070003","-850","07_dokuro_float","1.75","-180","4","5","22","4","0"
"907","19070004","-125","","1","1","5","31","-850","11",""
"907","19070005","-180","","1","1","4","31","-850","21",""
"907","19070006","-180","","1","1","4","31","-850","31",""
"907","19070007","","","","","se_10053800","23","1","se_fpc_water_random",""
"907","19070008","","","","","19070006","91","","0",""
"907","19070009","","","0.1","","127111","3","1","07_shinobu_search",""
"907","19070010","8.38806396344946","","","12","127111","2","-125","325",""
"907","19070011","8.38806396344946","","","12","11","33","-125","325",""
"907","19070012","","","","","","91","","",""
"907","19070013","07_shinobu_talk_loop","","0.1","1","127111","3","0","07_shinobu_talk_in","0.1"
"907","19070014","","","","","1","93","","0",""
"907","19070015","0","","","","vo_fpc","21","","vo_fpc_20700",""
"907","19070016","1","0.5","0","0","127111","11","6","爸爸去哪裡了呢？\n不要又引起什麼事件就好了……","0"
"907","19070017","","","","","0","91","","",""
"907","19070018","","","","","0.5","93","","0",""
"907","19070019","4.11764705882353","","","12","113111","2","-180","-150",""
"907","19070020","4.11764705882353","","","12","21","33","-180","-150",""
"907","19070021","","","","","","91","","",""
"907","19070022","","","0.1","","113111","3","1","07_ruka_float2",""
"907","19070023","0","","","","vo_fpc","21","","vo_fpc_20701",""
"907","19070024","1","0.5","0","0","113111","11","7","唔，沒想到竟然會在這種地方\n碰到骷髏頭呢……","0"
"907","19070025","","","","","0","91","","",""
"907","19070026","","","","","0.5","93","","0",""
"907","19070027","0","","","","vo_fpc","21","","vo_fpc_20702",""
"907","19070028","1","0.5","0","0","113111","11","10","在那傢伙面前一個驚慌失措，\n我不小心把骷髏頭踢飛了……","0"
"907","19070029","","","","","0","91","","",""
"907","19070030","","","","","0.5","93","","0",""
"907","19070031","0","","","","vo_fpc","21","","vo_fpc_20703",""
"907","19070032","1","0.5","0","0","113111","11","7","從那之後就沒有看到了，\n要是有好好地安息就好……","0"
"907","19070033","","","","","0","91","","",""
"907","19070034","","","","","0.5","93","","0",""
"907","19070035","","","0.1","","113111","3","1","07_ruka_float",""
"907","19070036","0","","","","vo_fpc","21","","vo_fpc_20704",""
"907","19070037","1","0.5","0","0","113111","11","8","說什麼「一起」、「去吧」之類的，\n是在世的時候有什麼怨念嗎？","0"
"907","19070038","","","","","0","91","","",""
"907","19070039","","","","","0.5","93","","0",""
"907","19070040","4.52488687782805","","","","113111","2","-180","850",""
"907","19070041","4.52488687782805","","","","21","33","-180","850",""
"907","19070042","","","","","113111","4","","1",""
"907","19070043","","","0.1","","113111","3","1","07_ruka_float",""
"907","19070044","","","","","3.2","93","","0",""
"907","19070045","07_shinobu_turnFace_loop","","0.1","1","127111","3","0","07_shinobu_turnFace_in","0.1"
"907","19070046","","","","","19070040","91","","",""
