dd35ea0b3a17ca7c0008f9ff95435308d874cbd905b0505730843dd6a7a811fe,85477d8b1f14c398a2a3ea20468501c4af32b8c1b3812a4f5fd3259437761135,843e8036f6ca7b82e31a2764a505acdc623659e7cebb2647775dbeba60fb722f,da9803ec9889e0321862406d3053f70e99f96f280df137edcd83174ec026dbb6,b96754452f3b917c9ae6369ab4506b66ea3ccaa83079e9ef6ff0800af24b189a,9ac7a74e3519bc439b5e0815a1376b5422141df3c84bc7e9af7a6f95d9facf24,cb6d20383a922a4c1c73d71c60ee7abdf00625d0b939ef2d2b780a5d47a58175,2286b748a5eb3dafec0bd265bf143a3a1f258411a4cb8b436cb7e0b97d08ee10,a428688bbae11cb8ceaadbb053d3579c5337a1d572a7a6b43520e1175e57631a,cb432587d9348df3d72202c6cb24d08ae4123acd66c49af1958ab99ea01b6a23,7269b5c78f815a7fd810c28c24e04e7f610708fb7192dfa42db3a7930e06ddbe
"103","1009804091","想做大玩具。","1009804065","0","","","1009804","","",""
"103","1009804114","想做布偶。","1009804066","0","","","1009804","","",""
"3","lsv_choice","102011","1009804067","0","","0.2","1009804","lsv_idle_normal","0","1"
"3","lsv_choice","103611","1009804068","0","","0.2","1009804","lsv_idle_normal","0","1"
"3","lsv_choice","100411","1009804069","0","","0.2","1009804","lsv_idle_normal","0","1"
"93","0","0.1","1009804070","","","","1009804","","",""
"2","-200","102011","1009804071","-235","","0.2","1009804","0.33","","2"
"2","100","103611","1009804072","-220","","0.2","1009804","0.33","","2"
"2","270","100411","1009804073","-250","","0.2","1009804","0.33","","2"
"93","0","0.7","1009804074","","","","1009804","","",""
"3","lsv_talk_surprise_R2","102011","1009804075","1","","","1009804","","0.2",""
"21","vo_lsv_0427","vo_lsv","1009804076","0","","","1009804","0","",""
"11","咦咦？畫在那麼小的東西上？\n哥哥好厲害～！","102011","1009804077","10","0","0","1009804","1","0","1"
"91","","0","1009804078","","","","1009804","","",""
"3","lsv_idle_normal_joyR","102011","1009804079","1","","","1009804","","0.2",""
"3","lsv_talk_arm_crossed_joy","103611","1009804080","0","","0.2","1009804","lsv_talk_arm_crossed_loop_joy","0","1"
"21","vo_lsv_0428","vo_lsv","1009804081","0","","","1009804","0","",""
"11","這需要巧手，\n以及高度的集中力吧……\n這正是職人的技術啊。","103611","1009804082","10","0","0","1009804","1","0","1"
"91","","0","1009804083","","","","1009804","","",""
"3","lsv_idle_arm_crossed","103611","1009804084","1","","","1009804","","0.2",""
"3","lsv_talk_bitter","100411","1009804085","1","","","1009804","","0.2",""
"21","vo_lsv_0429","vo_lsv","1009804086","0","","","1009804","0","",""
"11","光想就覺得\n對禊來說太難了～\n……所以禊幫忙加油就好了♪","100411","1009804087","10","0","0","1009804","1","0","1"
"91","","0","1009804088","","","","1009804","","",""
"3","lsv_idle_bitter","100411","1009804089","1","","","1009804","","0.2",""
"101","","1009804137","1009804090","","","","1009804","","",""
"3","lsv_choice","102011","1009804091","0","","0.2","1009804","lsv_idle_normal","0","1"
"3","lsv_choice","103611","1009804092","0","","0.2","1009804","lsv_idle_normal","0","1"
"3","lsv_choice","100411","1009804093","0","","0.2","1009804","lsv_idle_normal","0","1"
"93","0","0.1","1009804094","","","","1009804","","",""
"2","-200","102011","1009804095","-235","","0.2","1009804","0.33","","2"
"2","100","103611","1009804096","-220","","0.2","1009804","0.33","","2"
"2","270","100411","1009804097","-250","","0.2","1009804","0.33","","2"
"93","0","0.7","1009804098","","","","1009804","","",""
"3","lsv_exactly_joy_in","100411","1009804099","0","","0.2","1009804","lsv_exactly_joy_loop","0","1"
"21","vo_lsv_0430","vo_lsv","1009804100","0","","","1009804","0","",""
"11","這個好！很好！\n哥哥真懂──！\n這種事很浪漫吧！","100411","1009804101","10","0","0","1009804","1","0","1"
"91","","0","1009804102","","","","1009804","","",""
"3","lsv_idle_wish_joy","100411","1009804103","1","","","1009804","","0.2",""
"3","lsv_talk_thinking_anger","103611","1009804104","1","","","1009804","","0.2",""
"21","vo_lsv_0431","vo_lsv","1009804105","0","","","1009804","0","",""
"11","禊好像很喜歡呢。\n……不過大\n是多大呢？","103611","1009804106","10","0","0","1009804","1","0","1"
"91","","0","1009804107","","","","1009804","","",""
"3","lsv_idle_thinking_anger","103611","1009804108","1","","","1009804","","0.2",""
"3","lsv_talk_memory_dere2","102011","1009804109","1","","","1009804","","0.2",""
"21","vo_lsv_0432","vo_lsv","1009804110","0","","","1009804","0","",""
"11","唔嗯……\n或許比城堡還要大！\n很酷呢～♪","102011","1009804111","10","0","0","1009804","1","0","1"
"91","","0","1009804112","","","","1009804","","",""
"101","","1009804137","1009804113","","","","1009804","","",""
"3","lsv_choice","102011","1009804114","0","","0.2","1009804","lsv_idle_normal","0","1"
"3","lsv_choice","103611","1009804115","0","","0.2","1009804","lsv_idle_normal","0","1"
"3","lsv_choice","100411","1009804116","0","","0.2","1009804","lsv_idle_normal","0","1"
"93","0","0.1","1009804117","","","","1009804","","",""
"2","-200","102011","1009804118","-235","","0.2","1009804","0.33","","2"
"2","100","103611","1009804119","-220","","0.2","1009804","0.33","","2"
"2","270","100411","1009804120","-250","","0.2","1009804","0.33","","2"
"93","0","0.7","1009804121","","","","1009804","","",""
"3","lsv_talk_arm_crossed_joy","103611","1009804122","0","","0.2","1009804","lsv_talk_arm_crossed_loop_joy","0","1"
"21","vo_lsv_0433","vo_lsv","1009804123","0","","","1009804","0","",""
"11","……\n這想法不錯呢。","103611","1009804124","10","0","0","1009804","1","0","1"
"91","","0","1009804125","","","","1009804","","",""
"3","lsv_idle_arm_crossed_joy","103611","1009804126","1","","","1009804","","0.2",""
"3","lsv_surprise","100411","1009804127","0","","0.2","1009804","lsv_talk_surprise","0","1"
"21","vo_lsv_0434","vo_lsv","1009804128","0","","","1009804","0","",""
"11","鏡華好像很同意！？\n嗯，但是可以理解\n布偶哪裡好啦──","100411","1009804129","10","0","0","1009804","1","0","1"
"91","","0","1009804130","","","","1009804","","",""
"3","lsv_idle_surprise","100411","1009804131","1","","","1009804","","0.2",""
"3","lsv_talk_joy3","102011","1009804132","1","","","1009804","","0.2",""
"21","vo_lsv_0435","vo_lsv","1009804133","0","","","1009804","0","",""
"11","那大家現在\n就來做嘛～\n做很可愛的布偶♪","102011","1009804134","10","0","0","1009804","1","0","1"
"91","","0","1009804135","","","","1009804","","",""
"101","","1009804137","1009804136","","","","1009804","","",""
"91","","0","1009804137","","","","1009804","","",""
"102","","","1009804138","","","","1009804","","",""
"22","0.2","0","1009804139","","","","1009804","","",""
"93","","0.2","1009804140","","","","1009804","","",""
"12","8","102011","1009804141","1","0","0","1009804","0","0","0"
"3","lsv_talk_guts2_joy_loop","102011","1009804142","1","","","1009804","","0.2",""
"93","0","3","1009804143","","","","1009804","","",""
"3","lsv_idle_normal_joyR","102011","1009804144","1","","","1009804","","0.2",""
"12","7","103611","1009804145","1","0","0","1009804","0","0","0"
"3","lsv_talk_surprise_kira","103611","1009804146","1","","","1009804","","0.2",""
"93","0","3","1009804147","","","","1009804","","",""
"3","lsv_idle_joy","103611","1009804148","1","","","1009804","","0.2",""
"12","2","100411","1009804149","1","0","0","1009804","0","0","0"
"3","lsv_talk_cool_bitter","100411","1009804150","0","","0.2","1009804","lsv_talk_cool_bitter_loop","0","1"
"93","0","3","1009804151","","","","1009804","","",""
"3","lsv_idle_cool","100411","1009804152","1","","","1009804","","0.2",""
"101","","1009804141","1009804153","","","","1009804","","",""
"6","1","333","1009804154","1","","0","1009804","1","1","0"
"4","1","102011","1009804155","","","","1009804","","",""
"3","lsv_run","102011","1009804156","1","","","1009804","","0.2",""
"2","-750","102011","1009804157","-235","","","1009804","0.8","","0"
"4","0","103611","1009804158","","","","1009804","","",""
"3","lsv_run","103611","1009804159","1","","","1009804","","0.2",""
"2","750","103611","1009804160","-220","","","1009804","0.8","","0"
"4","0","100411","1009804161","","","","1009804","","",""
"3","lsv_run","100411","1009804162","1","","","1009804","","0.2",""
"2","850","100411","1009804163","-250","","","1009804","0.8","","0"
"93","","0.6","1009804164","","","","1009804","","",""
"6","1","102011","1009804165","1","","0","1009804","1","0.2","0"
"6","1","103611","1009804166","1","","0","1009804","1","0.2","0"
"6","1","100411","1009804167","1","","0","1009804","1","0.2","0"
"91","","0","1009804168","","","","1009804","","",""
"1","100411","1","1009805001","102","lsv_idle_normal","0","1009805","-650","1.95","-235"
"1","102011","1","1009805002","100","lsv_idle_normal","1","1009805","650","1.95","-220"
"1","103611","1","1009805003","101","lsv_idle_normal","1","1009805","750","1.95","-250"
"5","333","1","1009805004","0","lsv_white_loop","0","1009805","0","1","0"
"6","1","333","1009805005","1","","0","1009805","1","0","0"
"6","1","100411","1009805006","1","","0","1009805","1","0","0"
"6","1","102011","1009805007","1","","0","1009805","1","0","0"
"6","1","103611","1009805008","1","","0","1009805","1","0","0"
"93","0","1","1009805009","","","","1009805","","",""
"6","1","333","1009805010","1","","0","1009805","1","0.8","0.4"
"3","lsv_run","100411","1009805011","1","","","1009805","","0.2",""
"2","-200","100411","1009805012","-235","","","1009805","1","","0"
"6","1","100411","1009805013","1","","0","1009805","1","0.4","1"
"3","lsv_walk_surprise","102011","1009805014","1","","","1009805","","0.2",""
"2","100","102011","1009805015","-220","","","1009805","2","","0"
"6","1","102011","1009805016","1","","0","1009805","1","0.4","1"
"3","lsv_walk_surprise","103611","1009805017","1","","","1009805","","0.2",""
"2","270","103611","1009805018","-250","","","1009805","2","","0"
"6","1","103611","1009805019","1","","0","1009805","1","0.4","1"
"93","0","1","1009805020","","","","1009805","","",""
"3","lsv_idle_joy_normal","100411","1009805021","1","","","1009805","","0.2",""
"93","0","1","1009805022","","","","1009805","","",""
"3","lsv_idle_normal","102011","1009805023","1","","","1009805","","0.2",""
"3","lsv_idle_normal","103611","1009805024","1","","","1009805","","0.2",""
"93","0","0.6","1009805025","","","","1009805","","",""
"3","lsv_talk_guts1","100411","1009805026","0","","0.2","1009805","lsv_talk_guts1_loop","0","1"
"21","vo_lsv_0521","vo_lsv","1009805027","0","","","1009805","0","",""
"11","來發表設置誘餌的成果──！\n結果是……？","100411","1009805028","10","0","0","1009805","1","0","1"
"91","","0","1009805029","","","","1009805","","",""
"3","lsv_talk_anger_dead","100411","1009805030","1","","","1009805","","0.2",""
"21","vo_lsv_0522","vo_lsv","1009805031","0","","","1009805","0","",""
"11","一隻也沒抓到！\n沮喪！","100411","1009805032","10","0","0","1009805","1","0","1"
"91","","0","1009805033","","","","1009805","","",""
"3","lsv_idle_anger1","100411","1009805034","1","","","1009805","","0.2",""
"3","lsv_talk_normal_sad","102011","1009805035","1","","","1009805","","0.2",""
"21","vo_lsv_0523","vo_lsv","1009805036","0","","","1009805","0","",""
"11","好可惜喔～\n果然是因為誘餌數量\n太少了嗎？","102011","1009805037","10","0","0","1009805","1","0","1"
"91","","0","1009805038","","","","1009805","","",""
"3","lsv_idle_normal","102011","1009805039","1","","","1009805","","0.2",""
"3","lsv_talk_joy1_sad","103611","1009805040","1","","","1009805","","0.2",""
"21","vo_lsv_0524","vo_lsv","1009805041","0","","","1009805","0","",""
"11","不過，抓到獨角仙後，\n要拿來做什麼啊？","103611","1009805042","10","0","0","1009805","1","0","1"
"91","","0","1009805043","","","","1009805","","",""
"3","lsv_idle_normal","103611","1009805044","1","","","1009805","","0.2",""
"3","lsv_talk_arm_crossed_anger","100411","1009805045","0","","0.2","1009805","lsv_talk_arm_crossed_loop_anger","0","1"
"21","vo_lsv_0525","vo_lsv","1009805046","0","","","1009805","0","",""
"11","哼、哼、哼……！\n那當然是！\n……沒想過這問題呢──","100411","1009805047","10","0","0","1009805","1","0","1"
"91","","0","1009805048","","","","1009805","","",""
"3","lsv_idle_arm_crossed_anger","100411","1009805049","1","","","1009805","","0.2",""
"3","lsv_idle_bitter","102011","1009805050","1","","","1009805","","0.2",""
"3","lsv_talk_tsun_sad","103611","1009805051","1","","","1009805","","0.2",""
"21","vo_lsv_0526","vo_lsv","1009805052","0","","","1009805","0","",""
"11","咦咦？\n因為禊說是為了自由研究，\n我才奉陪的耶……！","103611","1009805053","10","0","0","1009805","1","0","1"
"91","","0","1009805054","","","","1009805","","",""
"3","lsv_idle_wish_sad","103611","1009805055","1","","","1009805","","0.2",""
"3","lsv_talk_cool_bitter_loop","100411","1009805056","1","","","1009805","","0.2",""
"21","vo_lsv_0527","vo_lsv","1009805057","0","","","1009805","0","",""
"11","啊、啊哈哈哈──\n……順便問一下，\n哥哥會想拿來做什麼呢？","100411","1009805058","10","0","0","1009805","1","0","1"
"91","","0","1009805059","","","","1009805","","",""
"3","lsv_idle_cool","100411","1009805060","1","","","1009805","","0.2",""
"3","lsv_choice","100411","1009805061","0","","0.2","1009805","lsv_look_idle_normal","0","1"
"3","lsv_choice","102011","1009805062","0","","0.2","1009805","lsv_look_idle_normal","0","1"
"3","lsv_choice","103611","1009805063","0","","0.2","1009805","lsv_look_idle_normal","0","1"
"93","0","0.1","1009805064","","","","1009805","","",""
"2","-452","100411","1009805065","-235","","0.2","1009805","0.33","","2"
"2","420","102011","1009805066","-220","","0.2","1009805","0.33","","2"
"2","545","103611","1009805067","-250","","0.2","1009805","0.33","","2"
"22","0","0","1009805068","1","","","1009805","","0.2",""
"103","1009805072","鬥獨角仙！","1009805069","0","","","1009805","","",""
"103","1009805103","寫觀察日記。","1009805070","0","","","1009805","","",""
"103","1009805127","抓它們就是一種浪漫。","1009805071","0","","","1009805","","",""
"3","lsv_choice","100411","1009805072","0","","0.2","1009805","lsv_idle_normal","0","1"
"3","lsv_choice","102011","1009805073","0","","0.2","1009805","lsv_idle_normal","0","1"
"3","lsv_choice","103611","1009805074","0","","0.2","1009805","lsv_idle_normal","0","1"
"93","0","0.1","1009805075","","","","1009805","","",""
"2","-200","100411","1009805076","-235","","0.2","1009805","0.33","","2"
"2","100","102011","1009805077","-220","","0.2","1009805","0.33","","2"
"2","270","103611","1009805078","-250","","0.2","1009805","0.33","","2"
"93","0","0.7","1009805079","","","","1009805","","",""
"3","lsv_exactly_joy_in","100411","1009805080","0","","0.2","1009805","lsv_exactly_joy_loop","0","1"
"3","lsv_idle_normal","103611","1009805081","1","","","1009805","","0.2",""
"21","vo_lsv_0528","vo_lsv","1009805082","0","","","1009805","0","",""
"11","說到獨角仙，\n果然就是這個呢！","100411","1009805083","10","0","0","1009805","1","0","1"
"91","","0","1009805084","","","","1009805","","",""
"3","lsv_idle_joy","100411","1009805085","1","","","1009805","","0.2",""
"3","lsv_talk_thinking_anger","103611","1009805086","1","","","1009805","","0.2",""
"21","vo_lsv_0529","vo_lsv","1009805087","0","","","1009805","0","",""
"11","唔嗯……\n調查獨角仙有多強，\n或許能當自由研究的題目……？","103611","1009805088","10","0","0","1009805","1","0","1"
"91","","0","1009805089","","","","1009805","","",""
"3","lsv_idle_sad_normal","103611","1009805090","1","","","1009805","","0.2",""
"3","lsv_talk_joy1_normal","102011","1009805091","1","","","1009805","","0.2",""
"21","vo_lsv_0530","vo_lsv","1009805092","0","","","1009805","0","",""
"11","不過，可不能讓它們\n做太過分的戰鬥喔？\n跟美美約好囉。","102011","1009805093","10","0","0","1009805","1","0","1"
"91","","0","1009805094","","","","1009805","","",""
"3","lsv_idle_normal_joyR","102011","1009805095","1","","","1009805","","0.2",""
"3","lsv_handsup_joy2","103611","1009805096","0","","0.2","1009805","lsv_idle_normal","0","1"
"3","lsv_handsup_joy","100411","1009805097","0","","0.2","1009805","lsv_idle_joy","0","1"
"21","vo_lsv_0531","vo_lsv","1009805098","0","","","1009805","0","",""
"11","好──！","103611","1009805099","10","0","0","1009805","1","0","1"
"11","好──！","100411","1009805100","10","0","0","1009805","1","0","1"
"91","","0","1009805101","","","","1009805","","",""
"101","","1009805152","1009805102","","","","1009805","","",""
"3","lsv_choice","100411","1009805103","0","","0.2","1009805","lsv_idle_normal","0","1"
"3","lsv_choice","102011","1009805104","0","","0.2","1009805","lsv_idle_normal","0","1"
"3","lsv_choice","103611","1009805105","0","","0.2","1009805","lsv_idle_normal","0","1"
"93","0","0.1","1009805106","","","","1009805","","",""
"2","-200","100411","1009805107","-235","","0.2","1009805","0.33","","2"
"2","100","102011","1009805108","-220","","0.2","1009805","0.33","","2"
"2","270","103611","1009805109","-250","","0.2","1009805","0.33","","2"
"93","0","0.7","1009805110","","","","1009805","","",""
"3","lsv_talk_arm_crossed_joy","103611","1009805111","0","","0.2","1009805","lsv_talk_arm_crossed_loop_joy","0","1"
"21","vo_lsv_0532","vo_lsv","1009805112","0","","","1009805","0","",""
"11","這我能理解。\n因為若是仔細觀察，\n自然而然就會學到東西啊。","103611","1009805113","10","0","0","1009805","1","0","1"
"91","","0","1009805114","","","","1009805","","",""
"3","lsv_idle_arm_crossed_joy","103611","1009805115","1","","","1009805","","0.2",""
"3","lsv_talk_joy3_blink","102011","1009805116","1","","","1009805","","0.2",""
"21","vo_lsv_0533","vo_lsv","1009805117","0","","","1009805","0","",""
"11","我們去海邊時\n也有進行觀察吧。\n很開心呢～♪","102011","1009805118","10","0","0","1009805","1","0","1"
"91","","0","1009805119","","","","1009805","","",""
"3","lsv_idle_normal_joyR","102011","1009805120","1","","","1009805","","0.2",""
"3","lsv_talk_guts2_anger","100411","1009805121","0","","0.2","1009805","lsv_talk_guts2_anger_loop","0","1"
"21","vo_lsv_0534","vo_lsv","1009805122","0","","","1009805","0","",""
"11","這樣啊，那禊應該做得到！\n好──來寫觀察日記囉──！\n目標：稱霸所有獨角仙！","100411","1009805123","10","0","0","1009805","1","0","1"
"91","","0","1009805124","","","","1009805","","",""
"3","lsv_idle_guts2_joy","100411","1009805125","1","","","1009805","","0.2",""
"101","","1009805152","1009805126","","","","1009805","","",""
"3","lsv_choice","100411","1009805127","0","","0.2","1009805","lsv_idle_normal","0","1"
"3","lsv_choice","102011","1009805128","0","","0.2","1009805","lsv_idle_normal","0","1"
"3","lsv_choice","103611","1009805129","0","","0.2","1009805","lsv_idle_normal","0","1"
"93","0","0.1","1009805130","","","","1009805","","",""
"2","-200","100411","1009805131","-235","","0.2","1009805","0.33","","2"
"2","100","102011","1009805132","-220","","0.2","1009805","0.33","","2"
"2","270","103611","1009805133","-250","","0.2","1009805","0.33","","2"
"93","0","0.7","1009805134","","","","1009805","","",""
"3","lsv_talk_surprise","102011","1009805135","1","","","1009805","","0.2",""
"3","lsv_idle_normal","103611","1009805136","1","","","1009805","","0.2",""
"21","vo_lsv_0535","vo_lsv","1009805137","0","","","1009805","0","",""
"11","只要抓到就好了啊～？\n禊也是這樣覺得嗎？","102011","1009805138","10","0","0","1009805","1","0","1"
"91","","0","1009805139","","","","1009805","","",""
"3","lsv_idle_surprise","102011","1009805140","1","","","1009805","","0.2",""
"3","lsv_talk_arm_crossed_anger","100411","1009805141","0","","0.2","1009805","lsv_talk_arm_crossed_loop_anger","0","1"
"21","vo_lsv_0536","vo_lsv","1009805142","0","","","1009805","0","",""
"11","……哼，真有眼光。\n這樣才像\n禊的哥哥嘛。","100411","1009805143","10","0","0","1009805","1","0","1"
"91","","0","1009805144","","","","1009805","","",""
"3","lsv_idle_arm_crossed_anger","100411","1009805145","1","","","1009805","","0.2",""
"3","lsv_talk_thinking_anger","103611","1009805146","1","","","1009805","","0.2",""
"21","vo_lsv_0537","vo_lsv","1009805147","0","","","1009805","0","",""
"11","有種意氣相投的感覺……！\n……浪漫也能作為\n自由研究的主題嗎？","103611","1009805148","10","0","0","1009805","1","0","1"
"91","","0","1009805149","","","","1009805","","",""
"3","lsv_idle_thinking_anger","103611","1009805150","1","","","1009805","","0.2",""
"101","","1009805152","1009805151","","","","1009805","","",""
"91","","0","1009805152","","","","1009805","","",""
"102","","","1009805153","","","","1009805","","",""
"22","0.2","0","1009805154","","","","1009805","","",""
"93","","0.2","1009805155","","","","1009805","","",""
"12","7","100411","1009805156","1","0","0","1009805","0","0","0"
"3","lsv_surprise3_kira","100411","1009805157","0","","0.2","1009805","lsv_surprise3_kira_loop","0","1"
"93","0","3","1009805158","","","","1009805","","",""
"3","lsv_idle_cool","100411","1009805159","1","","","1009805","","0.2",""
"12","11","103611","1009805160","1","0","0","1009805","0","0","0"
"3","lsv_talk_guts1","103611","1009805161","0","","0.2","1009805","lsv_talk_guts1_loop","0","1"
"93","0","3","1009805162","","","","1009805","","",""
"3","lsv_idle_joy","103611","1009805163","1","","","1009805","","0.2",""
"12","5","102011","1009805164","1","0","0","1009805","0","0","0"
"3","lsv_talk_wish_surprise","102011","1009805165","1","","","1009805","","0.2",""
"93","0","3","1009805166","","","","1009805","","",""
"3","lsv_idle_normal_joyR","102011","1009805167","1","","","1009805","","0.2",""
"101","","1009805156","1009805168","","","","1009805","","",""
"6","1","333","1009805169","1","","0","1009805","1","1","0"
"4","1","100411","1009805170","","","","1009805","","",""
"3","lsv_run","100411","1009805171","1","","","1009805","","0.2",""
"2","-750","100411","1009805172","-235","","","1009805","0.8","","0"
"4","0","102011","1009805173","","","","1009805","","",""
"3","lsv_run","102011","1009805174","1","","","1009805","","0.2",""
"2","750","102011","1009805175","-220","","","1009805","0.8","","0"
"4","0","103611","1009805176","","","","1009805","","",""
"3","lsv_run","103611","1009805177","1","","","1009805","","0.2",""
"2","850","103611","1009805178","-250","","","1009805","0.8","","0"
"93","","0.6","1009805179","","","","1009805","","",""
"6","1","100411","1009805180","1","","0","1009805","1","0.2","0"
"6","1","102011","1009805181","1","","0","1009805","1","0.2","0"
"6","1","103611","1009805182","1","","0","1009805","1","0.2","0"
"91","","0","1009805183","","","","1009805","","",""
"1","122711","1","1009806001","102","lsv_idle_normal","0","1009806","-200","1.95","-495"
"1","122911","1","1009806002","100","lsv_idle_normal","1","1009806","100","1.95","-480"
"1","122811","1","1009806003","101","lsv_idle_normal","1","1009806","270","1.95","-510"
"5","333","1","1009806004","0","lsv_white_loop","0","1009806","0","1","0"
"6","1","333","1009806005","1","","0","1009806","1","0","0"
"6","1","122711","1009806006","1","","0","1009806","1","0","0"
"6","1","122911","1009806007","1","","0","1009806","1","0","0"
"6","1","122811","1009806008","1","","0","1009806","1","0","0"
"93","0","1","1009806009","","","","1009806","","",""
"6","1","333","1009806010","1","","0","1009806","1","0.8","0.4"
"3","lsv_jump2","122711","1009806011","0","","0.2","1009806","lsv_idle_normal","0.2","1"
"3","lsv_jump2","122911","1009806012","0","","0.2","1009806","lsv_idle_normal","0.2","1"
"3","lsv_jump2","122811","1009806013","0","","0.2","1009806","lsv_idle_normal","0.2","1"
"93","","0.3","1009806014","","","","1009806","","",""
"2","-200","122711","1009806015","-235","","","1009806","0.75","","0"
"2","100","122911","1009806016","-220","","","1009806","0.75","","0"
"2","270","122811","1009806017","-250","","","1009806","0.75","","0"
"6","1","122711","1009806018","1","","0","1009806","1","0.4","1"
"6","1","122911","1009806019","1","","0","1009806","1","0.4","1"
"6","1","122811","1009806020","1","","0","1009806","1","0.4","1"
"12","6","122711","1009806021","0.2","","0","1009806","0","0",""
"12","6","122911","1009806022","0.2","","0","1009806","0","0",""
"12","6","122811","1009806023","0.2","","0","1009806","0","0",""
"93","0","2","1009806024","","","","1009806","","",""
"3","lsv_talk_normal","122711","1009806025","1","","","1009806","","0.2",""
"21","vo_lsv_0621","vo_lsv","1009806026","0","","","1009806","0","",""
"11","雖然去海邊很棒，\n但在泳池玩也很開心呢。","122711","1009806027","10","0","0","1009806","1","0","1"
"91","","0","1009806028","","","","1009806","","",""
"3","lsv_idle_normal","122711","1009806029","1","","","1009806","","0.2",""
"3","lsv_agree1","122811","1009806030","0","","0.2","1009806","lsv_idle_normal","0","1"
"3","lsv_agree2","122911","1009806031","0","","0.2","1009806","lsv_idle_normal_joyR","0","1"
"21","vo_lsv_0622","vo_lsv","1009806032","0","","","1009806","0","",""
"11","對呀──♪","122811","1009806033","10","0","0","1009806","1","0","1"
"11","對呀──♪","122911","1009806034","10","0","0","1009806","1","0","1"
"91","","0","1009806035","","","","1009806","","",""
"3","lsv_talk_arm_crossed_joy","122711","1009806036","0","","0.2","1009806","lsv_talk_arm_crossed_loop_joy","0","1"
"21","vo_lsv_0623","vo_lsv","1009806037","0","","","1009806","0","",""
"11","既沒有危險性，\n而且也變涼爽了。\n這種程度剛剛好呢。","122711","1009806038","10","0","0","1009806","1","0","1"
"91","","0","1009806039","","","","1009806","","",""
"3","lsv_idle_arm_crossed_joy","122711","1009806040","1","","","1009806","","0.2",""
"3","lsv_talk_wish_joy","122911","1009806041","1","","","1009806","","0.2",""
"21","vo_lsv_0624","vo_lsv","1009806042","0","","","1009806","0","",""
"11","鏡華\n最喜歡泳池了呢～♪","122911","1009806043","10","0","0","1009806","1","0","1"
"91","","0","1009806044","","","","1009806","","",""
"3","lsv_idle_wish_joy","122911","1009806045","1","","","1009806","","0.2",""
"3","lsv_talk_cool_normal2","122811","1009806046","0","","0.2","1009806","lsv_talk_cool_normal2_loop","0","1"
"21","vo_lsv_0625","vo_lsv","1009806047","0","","","1009806","0","",""
"11","下次去大泳池裡\n盡情地游泳也不錯呢！\n那麼，游完泳後……","122811","1009806048","10","0","0","1009806","1","0","1"
"91","","0","1009806049","","","","1009806","","",""
"3","lsv_idle_cool","122811","1009806050","1","","","1009806","","0.2",""
"3","lsv_choice","122711","1009806051","0","","0.2","1009806","lsv_look_idle_normal","0","1"
"3","lsv_choice","122911","1009806052","0","","0.2","1009806","lsv_look_idle_normal","0","1"
"3","lsv_choice","122811","1009806053","0","","0.2","1009806","lsv_look_idle_normal","0","1"
"93","0","0.1","1009806054","","","","1009806","","",""
"2","-452","122711","1009806055","-235","","0.2","1009806","0.33","","2"
"2","420","122911","1009806056","-220","","0.2","1009806","0.33","","2"
"2","545","122811","1009806057","-250","","0.2","1009806","0.33","","2"
"22","0","0","1009806058","1","","","1009806","","0.2",""
"103","1009806062","就來吃冰淇淋吧。","1009806059","0","","","1009806","","",""
"103","1009806086","就來吃炒麵吧。","1009806060","0","","","1009806","","",""
"103","1009806109","就來喝彈珠汽水吧。","1009806061","0","","","1009806","","",""
"3","lsv_choice","122711","1009806062","0","","0.2","1009806","lsv_idle_normal","0","1"
"3","lsv_choice","122911","1009806063","0","","0.2","1009806","lsv_idle_normal","0","1"
"3","lsv_choice","122811","1009806064","0","","0.2","1009806","lsv_idle_normal","0","1"
"93","0","0.1","1009806065","","","","1009806","","",""
"2","-200","122711","1009806066","-235","","0.2","1009806","0.33","","2"
"2","100","122911","1009806067","-220","","0.2","1009806","0.33","","2"
"2","270","122811","1009806068","-250","","0.2","1009806","0.33","","2"
"93","0","0.7","1009806069","","","","1009806","","",""
"3","lsv_talk_memory_dere2","122711","1009806070","1","","","1009806","","0.2",""
"21","vo_lsv_0626","vo_lsv","1009806071","0","","","1009806","0","",""
"11","冰淇淋……！\n很好吃呢，\n冰淇淋……真的好好吃。","122711","1009806072","10","0","0","1009806","1","0","1"
"91","","0","1009806073","","","","1009806","","",""
"3","lsv_idle_memory2","122711","1009806074","1","","","1009806","","0.2",""
"3","lsv_talk_guts2_joy","122811","1009806075","0","","0.2","1009806","lsv_talk_guts2_joy_loop","0","1"
"21","vo_lsv_0627","vo_lsv","1009806076","0","","","1009806","0","",""
"11","啊──講了之後\n就變得好想吃喔！\n我們現在就去吃吧。","122811","1009806077","10","0","0","1009806","1","0","1"
"91","","0","1009806078","","","","1009806","","",""
"3","lsv_idle_guts2_joy","122811","1009806079","1","","","1009806","","0.2",""
"3","lsv_talk_joy3","122911","1009806080","1","","","1009806","","0.2",""
"21","vo_lsv_0628","vo_lsv","1009806081","0","","","1009806","0","",""
"11","嗯。\n小繆也要一起唷♪\n牠會喜歡什麼口味的呢～？","122911","1009806082","10","0","0","1009806","1","0","1"
"91","","0","1009806083","","","","1009806","","",""
"3","lsv_idle_joy","122911","1009806084","1","","","1009806","","0.2",""
"101","","1009806133","1009806085","","","","1009806","","",""
