46f7ae3a9a58d50beceecc02ccd1ecce51ee855f14fb2a10d961733daeafa952,ccef9b51c69ba03a7c429a51cd4bf96190953deebbc4cb3325384175daf855d8,2bff4fef308deca7ce70b98bab1aac2b5fc1ccad008af2226bcaf97abd833dd8,946e59cede6e171eb6f9114763760c36011bb92a63c4a87f40633b1111d76a72,681a05472fb19b3311a7c4c8f6b4a9942ad04c5a7f8e5249b94c265f0843bf4e,8fa632a9cd8072c50ee03b0764bb7142e19d313d0cfcbd21519470369b1e9f78,27fbcd48d544c4a16e294f780460b51c0e2ef66de5714a1310a5e04bd876fe72,3e236330ec9bb3139134351dc247d4358874d89dc812e3eac3994ea36393fb72,760c335153bb76c710847c119c034a1c41094287c2abd2bcc42c43062bd3fdbf,defc272fa963be2eb1bfb0132df3e6aaa6ab8b8dbfd3b342bd4ebddf922fc1ef,8e385d78c2d5e195fedccbfbb901d64196a8b7dc3dc6ac640a5e1f549fb6d258
"0","3","1007404","0","1","唉呀唉呀，真是群可嘆的老人。\n學問不分貴賤──\n我們全都是學問的平等信徒，\n為文科和理科爭執，實在愚蠢。","0.5","11","0","111011","1007404064"
"","","1007404","","","0","","91","","0","1007404065"
"","1","1007404","","","mhp_sit_idle_2","","3","0.2","111011","1007404066"
"","1","1007404","","","mhp_sit_talk_worry","","3","0.2","117531","1007404067"
"","0","1007404","","0","vo_mhp_1010","","21","","vo_mhp_1007404","1007404068"
"0","5","1007404","0","1","是啊，嗯，說到這個，優妮，\n我要問妳一個有點敏感的問題，\n村裡的人給妳的生活費還夠嗎？","0.5","11","0","117531","1007404069"
"","","1007404","","","0","","91","","0","1007404070"
"1","0","1007404","0.2","mhp_idle_normal","mhp_sit_out","","3","0.2","117531","1007404071"
"","","1007404","","","","","93","","1","1007404072"
"0","1","1007404","","","mhp_walk","","3","0.2","117531","1007404073"
"0","-220","1007404","","2","-40","","2","","117531","1007404074"
"0","-220","1007404","","2","-40","","2","","21","1007404075"
"0","-220","1007404","","2","-40","","2","","22","1007404076"
"","","1007404","","","0","","93","","2","1007404077"
"1","0","1007404","0","mhp_mitsuki_approach_loop","mhp_mitsuki_approach_in","","3","0.2","117531","1007404078"
"","0","1007404","","0","vo_mhp_1011","","21","","vo_mhp_1007404","1007404079"
"0","6","1007404","0","1","在蘭德索爾獨自生活，\n會需要用到一點錢吧？\n希望這不是我雞婆，但我剛好可以\n介紹妳去做不錯的臨床實驗打工喔。","0.5","11","0","117531","1007404080"
"","","1007404","","","0","","91","","0","1007404081"
"","1","1007404","","","mhp_mitsuki_ecstatic_idle","","3","0.2","117531","1007404082"
"","1","1007404","","","mhp_sit_talk_anger","","3","0.2","111011","1007404083"
"","0","1007404","","0","vo_mhp_1012","","21","","vo_mhp_1007404","1007404084"
"0","6","1007404","0","1","直說無妨，是要做人體實驗吧？","0.5","11","0","111011","1007404085"
"","","1007404","","","0","","91","","0","1007404086"
"","1","1007404","","","mhp_sit_idle_anger","","3","0.2","111011","1007404087"
"","1","1007404","","","mhp_talk_thinking","","3","0.2","117531","1007404088"
"","0","1007404","","0","vo_mhp_1013","","21","","vo_mhp_1007404","1007404089"
"0","10","1007404","0","1","真是敏銳呢。","0.5","11","0","117531","1007404090"
"","","1007404","","","0","","91","","0","1007404091"
"","1","1007404","","","mhp_idle_thinking","","3","0.2","117531","1007404092"
"","1","1007404","","","mhp_sit_talk_sad2","","3","0.2","111011","1007404093"
"","0","1007404","","0","vo_mhp_1014","","21","","vo_mhp_1007404","1007404094"
"0","5","1007404","0","1","這是令人很感興趣的提議──但我拒絕。\n答應妳用那種聲音提出的邀請時，\n我不記得自己有哪次是全身而退的。","0.5","11","0","111011","1007404095"
"","","1007404","","","0","","91","","0","1007404096"
"","1","1007404","","","mhp_sit_idle_2","","3","0.2","111011","1007404097"
"","1","1007404","","","mhp_talk_anger2","","3","0.2","117531","1007404098"
"","0","1007404","","0","vo_mhp_1015","","21","","vo_mhp_1007404","1007404099"
"0","5","1007404","0","1","咦～？真無趣～！比起未知的體驗，\n居然以生命安全優先，\n這是放棄學問喔？有損賢者的威信喔？\n唉～優妮博士也就只有這點程度嗎……","0.5","11","0","117531","1007404100"
"","","1007404","","","1","","93","","9","1007404101"
"","1","1007404","","","mhp_talk_thinking","","3","0.2","117531","1007404102"
"","","1007404","","","0","","91","","1007404100","1007404103"
"","1","1007404","","","mhp_idle_thinking","","3","0.2","117531","1007404104"
"","1","1007404","","","mhp_sit_talk_anger2","","3","0.2","111011","1007404105"
"","0","1007404","","0","vo_mhp_1016","","21","","vo_mhp_1007404","1007404106"
"0","5","1007404","0","1","唔……區區的小丫頭說這什麼話！\n妳這傢伙想必是理科的吧？\n令人不快，誰還要再來這種地方啊！\n滾開，理科都要傳染過來了！我呸我呸！","0.5","11","0","111011","1007404107"
"","","1007404","","","","","91","","0","1007404108"
"1","0","1007404","0.2","mhp_idle_surprise1","mhp_surprise","","3","0.2","117531","1007404109"
"","0","1007404","","","mhp_yuni_sit_out_angry","","3","0.2","111011","1007404110"
"","","1007404","","","","","93","","0.5","1007404111"
"","1","1007404","0","","14","","12","0","111011","1007404112"
"","","1007404","","","","","93","","0.5","1007404113"
"","","1007404","","","","","91","","0","1007404114"
"","1","1007404","","","mhp_run_angry","","3","0.2","111011","1007404115"
"","","1007404","","","1","","4","","111011","1007404116"
"0","-220","1007404","","2.5","-1000","","2","","111011","1007404117"
"","","1007404","","","0","","93","","2","1007404118"
"","","1007404","","","","","91","","0","1007404119"
"","1","1007404","","","mhp_talk_sad","","3","0.2","117531","1007404120"
"","0","1007404","","0","vo_mhp_1017","","21","","vo_mhp_1007404","1007404121"
"0","7","1007404","0","1","那孩子……\n越來越像養育她長大的親人了呢……","0.5","11","0","117531","1007404122"
"","","1007404","","","","","91","","0","1007404123"
"","","1007404","","","0","","22","","0","1007404124"
"","","1007404","","","","","91","","0","1007404125"
"-240","100","1007405","0","-1000","111011","mhp_idle_normal","1","1.7","1","1007405001"
"-220","100","1007405","1","185","117531","mhp_sit_idle","1","1.7","1","1007405002"
"-200","100","1007405","1","365","117631","mhp_sit_idle","1","1.7","1","1007405003"
"0.85","-240","1007405","","-154","1","","31","1","1","1007405004"
"-220","110","1007405","0","-200","11","NoItem","5","1.7","1","1007405005"
"-220","105","1007405","0","-200","12","NoItem","5","1.7","1","1007405006"
"-220","110","1007405","1","185","21","NoItem","5","1.7","1","1007405007"
"-220","105","1007405","1","185","22","NoItem","5","1.7","1","1007405008"
"0","1","1007405","0","1","1","","6","0","11","1007405009"
"0","1","1007405","0","1","1","","6","0","12","1007405010"
"0","1","1007405","0","1","1","","6","0","21","1007405011"
"0","1","1007405","0","1","1","","6","0","22","1007405012"
"-220","110","1007405","0","-1000","31","NoItem","5","1.7","1","1007405013"
"","","1007405","","","","","91","","0","1007405014"
"","1","1007405","","","mhp_sit_talk_normal","","3","0.2","117531","1007405015"
"","0","1007405","","0","vo_mhp_1101","","21","","vo_mhp_1007405","1007405016"
"0","5","1007405","0","0","優妮，請進～","0.5","11","0","117531","1007405017"
"","","1007405","","","","","91","","0","1007405018"
"","1","1007405","","","mhp_sit_idle","","3","0.2","117531","1007405019"
"","1","1007405","","","mhp_walk","","3","0.2","111011","1007405020"
"0","-220","1007405","","4","-200","","2","","111011","1007405021"
"","1","1007405","","","NoItem","","3","0.2","31","1007405022"
"0","-220","1007405","","4","-200","","2","","31","1007405023"
"","","1007405","","","","","91","","0","1007405024"
"1","0","1007405","0.2","mhp_sit_idle_2","mhp_sit_in_2","","3","0.2","111011","1007405025"
"","","1007405","","","0","","93","","1","1007405026"
"","1","1007405","","","mhp_sit_talk_joy2","","3","0.2","111011","1007405027"
"","0","1007405","","0","vo_mhp_1102","","21","","vo_mhp_1007405","1007405028"
"0","5","1007405","0","1","嘻嘻，優妮來囉。\n小深過得還好嗎？","0.5","11","0","111011","1007405029"
"","","1007405","","","","","91","","0","1007405030"
"","1","1007405","","","mhp_sit_idle_joy2","","3","0.2","111011","1007405031"
"","1","1007405","","","mhp_sit_talk_normal","","3","0.2","117531","1007405032"
"","0","1007405","","0","vo_mhp_1103","","21","","vo_mhp_1007405","1007405033"
"0","5","1007405","0","1","哎呀，妳決定把自己之前\n氣噗噗地回去那件事\n當作完全沒發生過啊。\nOK，我明白了。","0.5","11","0","117531","1007405034"
"","","1007405","","","","","91","","0","1007405035"
"","1","1007405","","","mhp_sit_talk_wish","","3","0.2","117531","1007405036"
"","0","1007405","","0","vo_mhp_1104","","21","","vo_mhp_1007405","1007405037"
"0","4","1007405","0","1","然後呢？\n優妮今天也是來找我閒聊的嗎？","0.5","11","0","117531","1007405038"
"","","1007405","","","","","91","","0","1007405039"
"","1","1007405","","","mhp_sit_idle","","3","0.2","117531","1007405040"
"","1","1007405","","","mhp_sit_talk_sad","","3","0.2","111011","1007405041"
"","0","1007405","","0","vo_mhp_1105","","21","","vo_mhp_1007405","1007405042"
"0","5","1007405","0","1","不。我今天是以患者的身分前來。\n希望熟悉醫藥之道的妳，\n能助我一臂之力。","0.5","11","0","111011","1007405043"
"","","1007405","","","","","91","","0","1007405044"
"","1","1007405","","","mhp_sit_idle_sad","","3","0.2","111011","1007405045"
"","1","1007405","","","mhp_sit_talk_thinking","","3","0.2","117531","1007405046"
"","0","1007405","","0","vo_mhp_1106","","21","","vo_mhp_1007405","1007405047"
"0","6","1007405","0","1","哎呀，聽起來不是小事呢。\n好啊，告訴我吧。請說？","0.5","11","0","117531","1007405048"
"","","1007405","","","","","91","","0","1007405049"
"","1","1007405","","","mhp_sit_idle","","3","0.2","117531","1007405050"
"","1","1007405","","","mhp_sit_talk_sad2","","3","0.2","111011","1007405051"
"","0","1007405","","0","vo_mhp_1107","","21","","vo_mhp_1007405","1007405052"
"0","4","1007405","0","1","嗯，若要解釋說來話長，\n但講白一點就是──我很睏。","0.5","11","0","111011","1007405053"
"","","1007405","","","","","91","","0","1007405054"
"","0","1007405","","","mhp_yuni_sleep_in","","3","0.2","111011","1007405055"
"1","0","1007405","0","NoItem","mhp_yuni_sleep_in","","3","0","31","1007405056"
"","0","1007405","","0","vo_mhp_1108","","21","","vo_mhp_1007405","1007405057"
"0","6","1007405","0","1","不知道是為什麼，總之我很睏。\n不管是睡是醒，就是很睏。\n要是我有那個意思，可以睡上一輩子。","0.5","11","0","111011","1007405058"
"","","1007405","","","1","","93","","8.2","1007405059"
"","0","1007405","","","mhp_yuni_sleep_out","","3","0.2","111011","1007405060"
"","0","1007405","","","mhp_yuni_sleep_out","","3","0.2","31","1007405061"
"","","1007405","","","","","91","","1007405058","1007405062"
"","1","1007405","","","mhp_sit_idle_sad","","3","0.2","111011","1007405063"
"","1","1007405","","","NoItem_idle","","3","0.2","31","1007405064"
"","1","1007405","","","mhp_sit_talk_thinking","","3","0.2","117531","1007405065"
"","0","1007405","","0","vo_mhp_1109","","21","","vo_mhp_1007405","1007405066"
"0","5","1007405","0","1","啊～是那種問題……好的好的。","0.5","11","0","117531","1007405067"
"","","1007405","","","","","91","","0","1007405068"
"","1","1007405","","","mhp_sit_idle","","3","0.2","117531","1007405069"
"","1","1007405","","","mhp_sit_talk_sad2","","3","0.2","111011","1007405070"
"","0","1007405","","0","vo_mhp_1110","","21","","vo_mhp_1007405","1007405071"
"0","4","1007405","0","1","依我的想法，\n這肯定是叫作嗜睡症的睡眠障礙。\n主治醫師，給我一點有趣的藥水吧。","0.5","11","0","111011","1007405072"
"","","1007405","","","","","91","","0","1007405073"
"","1","1007405","","","mhp_sit_idle_sad2","","3","0.2","111011","1007405074"
"","0","1007405","","","1007405078","","103","","活力藥水","1007405075"
"","0","1007405","","","1007405124","","103","","安眠藥水","1007405076"
"","0","1007405","","","1007405166","","103","","虛張聲勢藥水","1007405077"
"1","0","1007405","0","mhp_idle_normal","mhp_sit_out","","3","0.2","117531","1007405078"
"","","1007405","","","0","","93","","0.6","1007405079"
"1","0","1007405","0","mhp_idle_normal","mhp_sit_out","","3","0.2","111011","1007405080"
"","","1007405","","","0","","93","","0.2","1007405081"
"0","1","1007405","","","mhp_walk","","3","0.2","111011","1007405082"
"0","-220","1007405","","1.5","35","","2","","111011","1007405083"
"0","-220","1007405","","1.5","35","","2","","31","1007405084"
"0","-220","1007405","","1.5","35","","2","","11","1007405085"
"0","-220","1007405","","1.5","35","","2","","12","1007405086"
"","","1007405","","","0","","93","","0.3","1007405087"
"1","0","1007405","0","mhp_handover_loop","mhp_handover_in","","3","0.2","117531","1007405088"
"1","1","1007405","0","1","1","","6","0","21","1007405089"
"1","1","1007405","0","1","1","","6","0","22","1007405090"
"1","0","1007405","0","mhp_handover_loop","mhp_handover_in","","3","0.2","21","1007405091"
"1","0","1007405","0","mhp_item_EX0001_handover_loop","mhp_item_EX0001_handover_in","","3","0.2","22","1007405092"
"","","1007405","","","0","","93","","1.2","1007405093"
"1","0","1007405","0","mhp_handover_receive_loop","mhp_handover_receive_in","","3","0.2","111011","1007405094"
"1","1","1007405","0","1","1","","6","0","11","1007405095"
"1","1","1007405","0","1","1","","6","0","12","1007405096"
"1","0","1007405","0","mhp_receive_yuni_loop","mhp_receive_yuni_in","","3","0.2","11","1007405097"
"1","0","1007405","0","mhp_item_EX0001_receive_loop","mhp_item_EX0001_receive_in","","3","0.2","12","1007405098"
"","","1007405","","","0","","93","","0.6","1007405099"
"1","1","1007405","0","1","1","","6","0.4","22","1007405100"
"","","1007405","","","0","","93","","0.4","1007405101"
"1","0","1007405","0","mhp_idle_normal","mhp_handover_out","","3","0.2","117531","1007405102"
"1","0","1007405","0","NoItem_idle","mhp_handover_out","","3","0.2","21","1007405103"
"1","0","1007405","0","NoItem_idle","mhp_item_EX0001_handover_out","","3","0.2","22","1007405104"
"","","1007405","","","0","","93","","0.4","1007405105"
"1","0","1007405","0","mhp_idle_normal","mhp_handover_receive_out","","3","0.2","111011","1007405106"
"1","0","1007405","0","NoItem_idle","mhp_receive_yuni_out","","3","0.2","11","1007405107"
"1","0","1007405","0","NoItem_idle","mhp_item_EX0001_receive_out","","3","0.2","12","1007405108"
"","","1007405","","","","","93","","2","1007405109"
"","1","1007405","","","mhp_talk_joy2","","3","0.2","111011","1007405110"
"","0","1007405","","0","vo_mhp_1111","","21","","vo_mhp_1007405","1007405111"
"0","7","1007405","0","1","哇～是和平常一樣的藥水耶～！","0.5","11","0","111011","1007405112"
"","","1007405","","","","","91","","0","1007405113"
"","1","1007405","","","mhp_idle_joy2","","3","0.2","111011","1007405114"
"","1","1007405","","","mhp_talk_worry","","3","0.2","117531","1007405115"
"","0","1007405","","0","vo_mhp_1112","","21","","vo_mhp_1007405","1007405116"
"0","5","1007405","0","1","妳這孩子真的懂嗎……\n我話先說在前頭，這算緊急處置喔？\n因為這樣只是在預支自己的體力喔？","0.5","11","0","117531","1007405117"
"","","1007405","","","","","91","","0","1007405118"
"","1","1007405","","","mhp_talk_wish2","","3","0.2","117531","1007405119"
"","0","1007405","","0","vo_mhp_1113","","21","","vo_mhp_1007405","1007405120"
"0","4","1007405","0","1","舉例來說，\n如果能充滿活力地行動一小時，\n之後就會連本帶利地確實躺平三小時。\n所以妳要小心遵守用藥處方喔？","0.5","11","0","117531","1007405121"
"","","1007405","","","","","91","","0","1007405122"
"","","1007405","","","","","101","","1007405213","1007405123"
"1","0","1007405","0","mhp_idle_normal","mhp_sit_out","","3","0.2","117531","1007405124"
"","","1007405","","","0","","93","","0.6","1007405125"
"1","0","1007405","0","mhp_idle_normal","mhp_sit_out","","3","0.2","111011","1007405126"
"","","1007405","","","0","","93","","0.2","1007405127"
"0","1","1007405","","","mhp_walk","","3","0.2","111011","1007405128"
"0","-220","1007405","","1.5","35","","2","","111011","1007405129"
"0","-220","1007405","","1.5","35","","2","","31","1007405130"
"0","-220","1007405","","1.5","35","","2","","11","1007405131"
"0","-220","1007405","","1.5","35","","2","","12","1007405132"
"","","1007405","","","0","","93","","0.3","1007405133"
"1","0","1007405","0","mhp_handover_loop","mhp_handover_in","","3","0.2","117531","1007405134"
"1","1","1007405","0","1","1","","6","0","21","1007405135"
"1","1","1007405","0","1","1","","6","0","22","1007405136"
"1","0","1007405","0","mhp_handover_loop","mhp_handover_in","","3","0.2","21","1007405137"
"1","0","1007405","0","mhp_item_EX0002_handover_loop","mhp_item_EX0002_handover_in","","3","0.2","22","1007405138"
"","","1007405","","","0","","93","","1.2","1007405139"
"1","0","1007405","0","mhp_handover_receive_loop","mhp_handover_receive_in","","3","0.2","111011","1007405140"
"1","1","1007405","0","1","1","","6","0","11","1007405141"
"1","1","1007405","0","1","1","","6","0","12","1007405142"
"1","0","1007405","0","mhp_receive_yuni_loop","mhp_receive_yuni_in","","3","0.2","11","1007405143"
"1","0","1007405","0","mhp_item_EX0002_receive_loop","mhp_item_EX0002_receive_in","","3","0.2","12","1007405144"
"","","1007405","","","0","","93","","0.6","1007405145"
"1","1","1007405","0","1","1","","6","0.4","22","1007405146"
"","","1007405","","","0","","93","","0.4","1007405147"
"1","0","1007405","0","mhp_idle_normal","mhp_handover_out","","3","0.2","117531","1007405148"
"1","0","1007405","0","NoItem_idle","mhp_handover_out","","3","0.2","21","1007405149"
"1","0","1007405","0","NoItem_idle","mhp_item_EX0002_handover_out","","3","0.2","22","1007405150"
"","","1007405","","","0","","93","","0.4","1007405151"
"1","0","1007405","0","mhp_idle_normal","mhp_handover_receive_out","","3","0.2","111011","1007405152"
"1","0","1007405","0","NoItem_idle","mhp_receive_yuni_out","","3","0.2","11","1007405153"
"1","0","1007405","0","NoItem_idle","mhp_item_EX0002_receive_out","","3","0.2","12","1007405154"
"","","1007405","","","","","93","","2","1007405155"
"","1","1007405","","","mhp_talk_anger2","","3","0.2","111011","1007405156"
"","0","1007405","","0","vo_mhp_1114","","21","","vo_mhp_1007405","1007405157"
"0","6","1007405","0","1","安眠藥水……？\n喂，給我慢著，主治醫師。\n居然讓苦惱於睡太多的患者睡得更多，\n妳這傢伙的腦子是切嚕了嗎？","0.5","11","0","111011","1007405158"
"","","1007405","","","","","91","","0","1007405159"
"","1","1007405","","","mhp_idle_sad","","3","0.2","111011","1007405160"
"","1","1007405","","","mhp_talk_worry","","3","0.2","117531","1007405161"
"","0","1007405","","0","vo_mhp_1115","","21","","vo_mhp_1007405","1007405162"
"0","6","1007405","0","1","如果得到了足夠的睡眠時間，\n卻還是沒有睡夠，原因就是出在睡得太淺。\n所以就反過來提升睡眠的品質吧。","0.5","11","0","117531","1007405163"
"","","1007405","","","","","91","","0","1007405164"
"","","1007405","","","","","101","","1007405213","1007405165"
"1","0","1007405","0","mhp_idle_normal","mhp_sit_out","","3","0.2","117531","1007405166"
"","","1007405","","","0","","93","","0.6","1007405167"
"1","0","1007405","0","mhp_idle_normal","mhp_sit_out","","3","0.2","111011","1007405168"
"","","1007405","","","0","","93","","0.2","1007405169"
"0","1","1007405","","","mhp_walk","","3","0.2","111011","1007405170"
"0","-220","1007405","","1.5","35","","2","","111011","1007405171"
"0","-220","1007405","","1.5","35","","2","","31","1007405172"
"0","-220","1007405","","1.5","35","","2","","11","1007405173"
"0","-220","1007405","","1.5","35","","2","","12","1007405174"
"","","1007405","","","0","","93","","0.3","1007405175"
"1","0","1007405","0","mhp_handover_loop","mhp_handover_in","","3","0.2","117531","1007405176"
"1","1","1007405","0","1","1","","6","0","21","1007405177"
"1","1","1007405","0","1","1","","6","0","22","1007405178"
"1","0","1007405","0","mhp_handover_loop","mhp_handover_in","","3","0.2","21","1007405179"
"1","0","1007405","0","mhp_item_EX0003_handover_loop","mhp_item_EX0003_handover_in","","3","0.2","22","1007405180"
"","","1007405","","","0","","93","","1.2","1007405181"
"1","0","1007405","0","mhp_handover_receive_loop","mhp_handover_receive_in","","3","0.2","111011","1007405182"
"1","1","1007405","0","1","1","","6","0","11","1007405183"
"1","1","1007405","0","1","1","","6","0","12","1007405184"
"1","0","1007405","0","mhp_receive_yuni_loop","mhp_receive_yuni_in","","3","0.2","11","1007405185"
"1","0","1007405","0","mhp_item_EX0003_receive_loop","mhp_item_EX0003_receive_in","","3","0.2","12","1007405186"
"","","1007405","","","0","","93","","0.6","1007405187"
"1","1","1007405","0","1","1","","6","0.4","22","1007405188"
"","","1007405","","","0","","93","","0.4","1007405189"
"1","0","1007405","0","mhp_idle_normal","mhp_handover_out","","3","0.2","117531","1007405190"
"1","0","1007405","0","NoItem_idle","mhp_handover_out","","3","0.2","21","1007405191"
"1","0","1007405","0","NoItem_idle","mhp_item_EX0003_handover_out","","3","0.2","22","1007405192"
"","","1007405","","","0","","93","","0.4","1007405193"
"1","0","1007405","0","mhp_idle_normal","mhp_handover_receive_out","","3","0.2","111011","1007405194"
"1","0","1007405","0","NoItem_idle","mhp_receive_yuni_out","","3","0.2","11","1007405195"
"1","0","1007405","0","NoItem_idle","mhp_item_EX0003_receive_out","","3","0.2","12","1007405196"
"","","1007405","","","0","","93","","2","1007405197"
"","1","1007405","","","mhp_anna_ahahaStand_loop","","3","0.2","117531","1007405198"
"","0","1007405","","0","vo_mhp_1116","","21","","vo_mhp_1007405","1007405199"
"0","3","1007405","0","1","呵～呵呵，妳就把這個喝下去吧！\n這是本藥學王深月開發的萬靈藥！\n能夠發揮出所有妳想要的效果！","0.5","11","0","117531","1007405200"
"","","1007405","","","1","","93","","2.5","1007405201"
"","1","1007405","","","mhp_talk_joy1","","3","0.2","117531","1007405202"
"","","1007405","","","","","91","","1007405200","1007405203"
"","1","1007405","","","mhp_idle_joy1","","3","0.2","117531","1007405204"
"","1","1007405","","","mhp_talk_surprise2","","3","0.2","111011","1007405205"
"","0","1007405","","0","vo_mhp_1117","","21","","vo_mhp_1007405","1007405206"
"0","5","1007405","0","1","真假！深月王好強！","0.5","11","0","111011","1007405207"
"","","1007405","","","0","","91","","0","1007405208"
"","1","1007405","","","mhp_idle_surprise2","","3","0.2","111011","1007405209"
"","1","1007405","","","mhp_idle_thinking","","3","0.2","117531","1007405210"
"","0","1007405","","0","vo_mhp_1118","","21","","vo_mhp_1007405","1007405211"
"0","5","1007405","0","1","（話雖這麼說但那只是虛張聲勢的假藥。\n優妮的病名不是嗜睡症，\n單純是生性懶惰。沒辦法用藥治好的。）","0.5","11","0","117531","1007405212"
"","","1007405","","","","","91","","0","1007405213"
"","1","1007405","","","mhp_idle_normal","","3","0.2","117531","1007405214"
"","1","1007405","","","mhp_talk_wish","","3","0.2","111011","1007405215"
"","0","1007405","","0","vo_mhp_1119","","21","","vo_mhp_1007405","1007405216"
"0","6","1007405","0","1","喔喔，深月老師，感激不盡！\n好，這樣就能免去因為不自覺地\n耍廢發懶而白白浪費的時間了！","0.5","11","","111011","1007405217"
"","","1007405","","","","","91","","0","1007405218"
"","1","1007405","","","mhp_idle_joy1","","3","0.2","111011","1007405219"
"","1","1007405","","","mhp_talk_sad","","3","0.2","117531","1007405220"
"","0","1007405","","0","vo_mhp_1120","","21","","vo_mhp_1007405","1007405221"
"0","5","1007405","0","1","這不好說呢。\n我只能說這全看妳自己。\n我會為妳打氣的，請多保重。","0.5","11","","117531","1007405222"
"","","1007405","","","","","91","","0","1007405223"
"","","1007405","","","0","","22","","0","1007405224"
"","1","1007405","","","mhp_idle_normal","","3","0.2","117531","1007405225"
"0","1","1007405","","","mhp_walk_glad","","3","0.2","111011","1007405226"
"","","1007405","","","1","","4","","111011","1007405227"
"0","-220","1007405","","5","-1000","","2","","111011","1007405228"
"","","1007405","","","","","91","","0","1007405229"
"-240","100","1007406","0","-1000","111011","mhp_idle_normal","1","1.7","1","1007406001"
"-220","100","1007406","1","185","117531","mhp_sit_idle","1","1.7","1","1007406002"
"-200","100","1007406","1","365","117631","mhp_sit_idle","1","1.7","1","1007406003"
"0.85","-240","1007406","","-154","1","","31","1","1","1007406004"
"1","0","1007406","","0","130","","31","0","30","1007406005"
"1","0","1007406","","0","112","","31","0","12","1007406006"
"-220","110","1007406","0","-200","11","NoItem","5","1.7","1","1007406007"
"-220","105","1007406","0","-200","12","NoItem","5","1.7","1","1007406008"
"-220","110","1007406","1","185","21","NoItem","5","1.7","1","1007406009"
"-220","105","1007406","1","185","22","NoItem","5","1.7","1","1007406010"
"0","1","1007406","0","1","1","","6","0","11","1007406011"
"0","1","1007406","0","1","1","","6","0","12","1007406012"
"0","1","1007406","0","1","1","","6","0","21","1007406013"
"0","1","1007406","0","1","1","","6","0","22","1007406014"
"","","1007406","","","","","91","","0","1007406015"
"","1","1007406","","","mhp_sit_talk_normal","","3","0.2","117531","1007406016"
"","0","1007406","","0","vo_mhp_1201","","21","","vo_mhp_1007406","1007406017"
"0","5","1007406","0","0","優妮，請進～","0.5","11","0","117531","1007406018"
"","","1007406","","","","","91","","0","1007406019"
"","1","1007406","","","mhp_sit_idle","","3","0.2","117531","1007406020"
"","1","1007406","","","mhp_walk","","3","0.2","111011","1007406021"
"0","-220","1007406","","4","-200","","2","","111011","1007406022"
"","","1007406","","","","","91","","0","1007406023"
"1","0","1007406","0.2","mhp_sit_idle_2","mhp_sit_in_2","","3","0.2","111011","1007406024"
"","","1007406","","","0","","93","","1","1007406025"
"","1","1007406","","","mhp_sit_talk_normal","","3","0.2","111011","1007406026"
"","0","1007406","","0","vo_mhp_1202","","21","","vo_mhp_1007406","1007406027"
"0","6","1007406","0","1","嗨，深月老師，讓妳久等了啊。\n公會長優妮來了喔。","0.5","11","0","111011","1007406028"
"","","1007406","","","","","91","","0","1007406029"
"","1","1007406","","","mhp_sit_idle_2","","3","0.2","111011","1007406030"
"","1","1007406","","","mhp_sit_talk_thinking","","3","0.2","117531","1007406031"
"","0","1007406","","0","vo_mhp_1203","","21","","vo_mhp_1007406","1007406032"
"0","6","1007406","0","1","我不記得自己有特別在等妳，\n但也沒關係，歡迎來到我的診療室。","0.5","11","0","117531","1007406033"
"","","1007406","","","","","91","","0","1007406034"
"","1","1007406","","","mhp_sit_talk_normal","","3","0.2","117531","1007406035"
"","0","1007406","","0","vo_mhp_1204","","21","","vo_mhp_1007406","1007406036"
"0","4","1007406","0","1","好了，優妮──啊，失禮了，\n妳現在是有學位的啊。\n我該稱呼妳為優妮博士嗎？","0.5","11","0","117531","1007406037"
"","","1007406","","","","","91","","0","1007406038"
"","1","1007406","","","mhp_sit_idle","","3","0.2","117531","1007406039"
"","1","1007406","","","mhp_sit_talk_thinking2","","3","0.2","111011","1007406040"
"","0","1007406","","0","vo_mhp_1205","","21","","vo_mhp_1007406","1007406041"
"0","5","1007406","0","1","不，不必。\n學院為了自己的方便\n硬塞給我的名譽學位無異於暱稱。","0.5","11","0","111011","1007406042"
"","","1007406","","","","","91","","0","1007406043"
"","1","1007406","","","mhp_sit_idle_2","","3","0.2","111011","1007406044"
"","1","1007406","","","mhp_sit_talk_normal","","3","0.2","117531","1007406045"
"","0","1007406","","0","vo_mhp_1206","","21","","vo_mhp_1007406","1007406046"
"0","6","1007406","0","1","呵呵……是叫聖德蕾莎女子學院嗎？\n原本對村子外頭完全沒興趣的妳，\n如今已經是堂堂傳統名校的一分子了啊。","0.5","11","0","117531","1007406047"
"","","1007406","","","","","91","","0","1007406048"
"","1","1007406","","","mhp_sit_idle","","3","0.2","117531","1007406049"
"","1","1007406","","","mhp_sit_talk_joy1","","3","0.2","111011","1007406050"
"","0","1007406","","0","vo_mhp_1207","","21","","vo_mhp_1007406","1007406051"
"0","4","1007406","0","1","那也沒辦法。\n這副脆弱的軀體\n之所以能順利地融入社會，\n全是因為有深月老師的幫助。","0.5","11","0","111011","1007406052"
"","","1007406","","","","","91","","0","1007406053"
"","1","1007406","","","mhp_sit_talk_worry","","3","0.2","111011","1007406054"
"","0","1007406","","0","vo_mhp_1208","","21","","vo_mhp_1007406","1007406055"
"0","4","1007406","0","1","我一直想著總有一天要說出來。\n我非常感謝妳。鞠躬。","0.5","11","0","111011","1007406056"
