3da6ca8d1ecc7c0fbe2951a9540762675b0e0da7984efc7645df0363ca556cf0,f05202e68ba8eaeddb4224adc81a549bf9a3c9f1288a1786be81e2c8938a4e66,2af6f8b35512815c598ab13562a7e97fa9ae04874e51bbc0e0c34073e6e6d21b,c5dbde305dfce1384b8e639c509883b82125ceb3751d27ae024e8bed3306c03a,0765d49aa4a11b547fdef3e958538525fb0ee7a77df2076bc5ff045f3c0daa8b,5a7c5688c62c98658ec1ee2892cea76bb4bd50b29234418a5e1f1a6145fcc1dc,f2282b687bf4b07fef0511fbd09e758421b4ac672affd3d4a8696ccf2106d226,80a5ca6e9137b079457a57bb8a31763a2b0dc89297b5071c89261e99b835a15f,4acd72565759017f7efa241ef5d1f5ada4a16357efde73d021d392decdc71d6f,c4ab612bdfee9179862b963ce8c23632b8df85b39eee45b49c50a8884e979f39,2356e127d5d2725b5b8ed290e60380c27f39da2a4a31a840efceb8c2bc491cda,aa8c016db18130a056b421242998a2f9eedf1a223dfba5a95b0e9025fbf48174
"0","0","1.189","60","24","40","1","0","1240060","0","14","0"
"0","0","0","61","24","0","4","1.189","1240061","0","0","1"
"0","0","0.235","62","24","77","1","0","1240062","40","14","0"
"0","0","0","63","24","0","4","0.235","1240063","0","0","1"
"0","0","1.729","64","24","192","1","0","1240064","77","14","0"
"0","0","0","65","24","0","4","3.529","1240065","0","0","1"
"0","0","0","1","25","0","4","1","1250001","0","0","3"
"vo_nyx","vo_nyx_0701","0","2","25","0","2","0","1250002","0","0","0"
"0","0","2.62","3","25","218","1","0","1250003","0","1","0"
"0","0","0","4","25","0","4","3.07","1250004","0","0","1"
"vo_nyx","vo_nyx_0702","0","5","25","0","2","0","1250005","0","0","0"
"0","0","1.252","6","25","385","1","0","1250006","218","1","0"
"0","0","0","7","25","0","4","1.252","1250007","0","0","1"
"0","0","0.322","8","25","0","1","0","1250008","0","2","0"
"0","0","0","9","25","0","4","0.577","1250009","0","0","1"
"0","0","2.127","10","25","345","1","0","1250010","0","2","0"
"0","0","0","11","25","0","4","2.985","1250011","0","0","1"
"vo_nyx","vo_nyx_0703","0","12","25","0","2","0","1250012","0","0","0"
"0","0","2.972","13","25","380","1","0","1250013","0","3","0"
"0","0","0","14","25","0","4","3.55","1250014","0","0","1"
"0","0","3.003","15","25","323","1","0","1250015","0","4","0"
"0","0","0","16","25","0","4","3.672","1250016","0","0","1"
"vo_nyx","vo_nyx_0704","0","17","25","0","2","0","1250017","0","0","0"
"0","0","2.06","18","25","206","1","0","1250018","0","5","0"
"0","0","0","19","25","0","4","2.34","1250019","0","0","1"
"0","0","1.44","20","25","400","1","0","1250020","206","5","0"
"0","0","0","21","25","0","4","2.486","1250021","0","0","1"
"vo_nyx","vo_nyx_0705","0","22","25","0","2","0","1250022","0","0","0"
"0","0","0.766","23","25","71","1","0","1250023","0","6","0"
"0","0","0","24","25","0","4","1.136","1250024","0","0","1"
"0","0","2.067","25","25","320","1","0","1250025","71","6","0"
"0","0","0","26","25","0","4","2.735","1250026","0","0","1"
"vo_nyx","vo_nyx_0706","0","27","25","0","2","0","1250027","0","0","0"
"0","0","3.027","28","25","375","1","0","1250028","0","7","0"
"0","0","0","29","25","0","4","3.027","1250029","0","0","1"
"0","0","0.808","30","25","0","1","0","1250030","0","8","0"
"0","0","0","31","25","0","4","1.288","1250031","0","0","1"
"0","0","1.8","32","25","385","1","0","1250032","0","8","0"
"0","0","0","33","25","0","4","2.043","1250033","0","0","1"
"0","0","1.75","34","25","190","1","0","1250034","0","9","0"
"0","0","0","35","25","0","4","2.547","1250035","0","0","1"
"0","0","0","36","25","0","4","2","1250036","0","0","3"
"vo_nyx","vo_nyx_0707","0","37","25","0","2","0","1250037","0","0","0"
"0","0","2.997","38","25","326","1","0","1250038","0","10","0"
"0","0","0","39","25","0","4","3.809","1250039","0","0","1"
"vo_nyx","vo_nyx_0708","0","40","25","0","2","0","1250040","0","0","0"
"0","0","1.538","41","25","182","1","0","1250041","0","11","0"
"0","0","0","42","25","0","4","1.671","1250042","0","0","1"
"0","0","0.893","43","25","352","1","0","1250043","182","11","0"
"0","0","0","44","25","0","4","1.738","1250044","0","0","1"
"0","0","0","45","25","0","4","3","1250045","0","0","3"
"vo_nyx","vo_nyx_0709","0","46","25","0","2","0","1250046","0","0","0"
"0","0","1.427","47","25","95","1","0","1250047","0","12","0"
"0","0","0","48","25","0","4","1.895","1250048","0","0","1"
"0","0","1.653","49","25","234","1","0","1250049","95","12","0"
"0","0","0","50","25","0","4","1.732","1250050","0","0","1"
"0","0","0.686","51","25","373","1","0","1250051","234","12","0"
"0","0","0","52","25","0","4","0.686","1250052","0","0","1"
"0","0","0.693","53","25","90","1","0","1250053","0","13","0"
"0","0","0","54","25","0","4","1.063","1250054","0","0","1"
"0","0","1.258","55","25","174","1","0","1250055","90","13","0"
"0","0","0","56","25","0","4","1.915","1250056","0","0","1"
"0","0","1.222","57","25","388","1","0","1250057","174","13","0"
"0","0","0","58","25","0","4","2.085","1250058","0","0","1"
"vo_nyx","vo_nyx_0710","0","59","25","0","2","0","1250059","0","0","0"
"0","0","2.18","60","25","200","1","0","1250060","0","14","0"
"0","0","0","61","25","0","4","3.98","1250061","0","0","1"
"0","0","0","1","26","0","4","1","1260001","0","0","3"
"vo_nyx","vo_nyx_0801","0","2","26","0","2","0","1260002","0","0","0"
"0","0","0.65","3","26","70","1","0","1260003","0","1","0"
"0","0","0","4","26","0","4","1.4","1260004","0","0","1"
"0","0","1.119","5","26","138","1","0","1260005","70","1","0"
"0","0","0","6","26","0","4","1.816","1260006","0","0","1"
"0","0","1.557","7","26","332","1","0","1260007","138","1","0"
"0","0","0","8","26","0","4","2.665","1260008","0","0","1"
"vo_nyx","vo_nyx_0802","0","9","26","0","2","0","1260009","0","0","0"
"0","0","0.776","10","26","143","1","0","1260010","70","2","0"
"0","0","0","11","26","0","4","1.608","1260011","0","0","1"
"0","0","1.562","12","26","310","1","0","1260012","143","2","0"
"0","0","0","13","26","0","4","2.562","1260013","0","0","1"
"0","0","0","14","26","0","4","2","1260014","0","0","3"
"vo_nyx","vo_nyx_0803","0","15","26","0","2","0","1260015","0","0","0"
"0","0","0.65","16","26","68","1","0","1260016","0","3","0"
"0","0","0","17","26","0","4","1.4","1260017","0","0","1"
"0","0","2.205","18","26","248","1","0","1260018","68","3","0"
"0","0","0","19","26","0","4","2.779","1260019","0","0","1"
"vo_nyx","vo_nyx_0804","0","20","26","0","2","0","1260020","0","0","0"
"0","0","0.393","21","26","283","1","0","1260021","248","3","0"
"0","0","0","22","26","0","4","0.987","1260022","0","0","1"
"0","0","0.843","23","26","370","1","0","1260023","283","3","0"
"0","0","0","24","26","0","4","0.843","1260024","0","0","1"
"0","0","1.481","25","26","263","1","0","1260025","68","4","0"
"0","0","0","26","26","0","4","2.481","1260026","0","0","1"
"0","0","0","27","26","0","4","3","1260027","0","0","3"
"vo_nyx","vo_nyx_0805","0","28","26","0","2","0","1260028","0","0","0"
"0","0","0.65","29","26","70","1","0","1260029","0","5","0"
"0","0","0","30","26","0","4","1.4","1260030","0","0","1"
"0","0","1.879","31","26","270","1","0","1260031","70","5","0"
"0","0","0","32","26","0","4","2.917","1260032","0","0","1"
"0","0","2.759","33","26","267","1","0","1260033","70","6","0"
"0","0","0","34","26","0","4","3.645","1260034","0","0","1"
"0","0","0.487","35","26","395","1","0","1260035","267","6","0"
"0","0","0","36","26","0","4","1.487","1260036","0","0","1"
"0","0","0","37","26","0","4","4","1260037","0","0","3"
"vo_nyx","vo_nyx_0806","0","38","26","0","2","0","1260038","0","0","0"
"0","0","0.65","39","26","70","1","0","1260039","0","7","0"
"0","0","0","40","26","0","4","1.4","1260040","0","0","1"
"0","0","1.003","41","26","136","1","0","1260041","70","7","0"
"0","0","0","42","26","0","4","1.452","1260042","0","0","1"
"0","0","2.373","43","26","387","1","0","1260043","136","7","0"
"0","0","0","44","26","0","4","2.6","1260044","0","0","1"
"0","0","1.23","45","26","250","1","0","1260045","70","8","0"
"0","0","0","46","26","0","4","2.23","1260046","0","0","1"
"0","0","0","47","26","0","4","1","1260047","0","0","3"
"vo_nyx","vo_nyx_0807","0","48","26","0","2","0","1260048","0","0","0"
"0","0","0.65","49","26","68","1","0","1260049","0","9","0"
"0","0","0","50","26","0","4","1.4","1260050","0","0","1"
"0","0","2.24","51","26","350","1","0","1260051","68","9","0"
"0","0","0","52","26","0","4","2.74","1260052","0","0","1"
"0","0","1.252","53","26","163","1","0","1260053","70","10","0"
"0","0","0","54","26","0","4","1.742","1260054","0","0","1"
"0","0","2.352","55","26","380","1","0","1260055","163","10","0"
"0","0","0","56","26","0","4","2.779","1260056","0","0","1"
"0","0","2.013","57","26","310","1","0","1260057","70","11","0"
"0","0","0","58","26","0","4","3.047","1260058","0","0","1"
"vo_nyx","vo_nyx_0808","0","59","26","0","2","0","1260059","0","0","0"
"0","0","1.401","60","26","242","1","0","1260060","70","12","0"
"0","0","0","61","26","0","4","1.984","1260061","0","0","1"
"0","0","2.073","62","26","390","1","0","1260062","242","12","0"
"0","0","0","63","26","0","4","2.372","1260063","0","0","1"
"0","0","1.4","64","26","240","1","0","1260064","70","13","0"
"0","0","0","65","26","0","4","2.2","1260065","0","0","1"
"0","0","0","66","26","0","4","4","1260066","0","0","3"
"vo_nyx","vo_nyx_0809","0","67","26","0","2","0","1260067","0","0","0"
"0","0","0.65","68","26","68","1","0","1260068","0","14","0"
"0","0","0","69","26","0","4","1.4","1260069","0","0","1"
"0","0","1.52","70","26","260","1","0","1260070","68","14","0"
"0","0","0","71","26","0","4","2.5","1260071","0","0","1"
"vo_nyx","vo_nyx_0810","0","72","26","0","2","0","1260072","0","0","0"
"0","0","2.7","73","26","280","1","0","1260073","70","15","0"
"0","0","0","74","26","0","4","4.5","1260074","0","0","1"
"0","0","0","1","32","0","4","1","1320001","0","0","3"
"vo_nyx","vo_nyx_0901","0","2","32","0","2","0","1320002","0","0","0"
"0","0","3.31","3","32","215","1","0","1320003","0","1","0"
"0","0","0","4","32","0","4","3.909","1320004","0","0","1"
"0","0","0.836","5","32","358","1","0","1320005","215","1","0"
"0","0","0","6","32","0","4","1.457","1320006","0","0","1"
"0","0","0.533","7","32","395","1","0","1320007","358","1","0"
"0","0","0","8","32","0","4","0.533","1320008","0","0","1"
"0","0","1.392","9","32","149","1","0","1320009","0","2","0"
"0","0","0","10","32","0","4","1.99","1320010","0","0","1"
"0","0","3.058","11","32","395","1","0","1320011","149","2","0"
"0","0","0","12","32","0","4","3.058","1320012","0","0","1"
"0","0","0.338","13","32","74","1","0","1320013","0","3","0"
"0","0","0","14","32","0","4","1.471","1320014","0","0","1"
"vo_nyx","vo_nyx_0902","0","15","32","0","2","0","1320015","0","0","0"
"0","0","2.683","16","32","268","1","0","1320016","74","3","0"
"0","0","0","17","32","0","4","3.31","1320017","0","0","1"
"0","0","0.944","18","32","375","1","0","1320018","268","3","0"
"0","0","0","19","32","0","4","0.944","1320019","0","0","1"
"0","0","1.745","20","32","89","1","0","1320020","0","4","0"
"0","0","0","21","32","0","4","2.481","1320021","0","0","1"
"0","0","1.399","22","32","306","1","0","1320022","89","4","0"
"0","0","0","23","32","0","4","2.87","1320023","0","0","1"
"0","0","0","24","32","0","4","2","1320024","0","0","3"
"vo_nyx","vo_nyx_0903","0","25","32","0","2","0","1320025","0","0","0"
"0","0","1.276","26","32","83","1","0","1320026","0","5","0"
"0","0","0","27","32","0","4","2.005","1320027","0","0","1"
"0","0","1.038","28","32","171","1","0","1320028","83","5","0"
"0","0","0","29","32","0","4","1.608","1320029","0","0","1"
"0","0","1.038","30","32","280","1","0","1320030","171","5","0"
"0","0","0","31","32","0","4","1.11","1320031","0","0","1"
"0","0","2.055","32","32","202","1","0","1320032","0","6","0"
"0","0","0","33","32","0","4","2.844","1320033","0","0","1"
"0","0","1.871","34","32","389","1","0","1320034","202","6","0"
"0","0","0","35","32","0","4","2.397","1320035","0","0","1"
"0","0","1.589","36","32","175","1","0","1320036","0","7","0"
"0","0","0","37","32","0","4","2.196","1320037","0","0","1"
"0","0","2.445","38","32","395","1","0","1320038","175","7","0"
"0","0","0","39","32","0","4","2.445","1320039","0","0","1"
"0","0","1.372","40","32","266","1","0","1320040","0","8","0"
"0","0","0","41","32","0","4","2.657","1320041","0","0","1"
"0","0","0","42","32","0","4","3","1320042","0","0","3"
"vo_nyx","vo_nyx_0904","0","43","32","0","2","0","1320043","0","0","0"
"0","0","2.066","44","32","390","1","0","1320044","266","8","0"
"0","0","0","45","32","0","4","2.066","1320045","0","0","1"
"0","0","0.916","46","32","131","1","0","1320046","0","9","0"
"0","0","0","47","32","0","4","1.42","1320047","0","0","1"
"0","0","0.71","48","32","313","1","0","1320048","131","9","0"
"0","0","0","49","32","0","4","1.561","1320049","0","0","1"
"0","0","2.191","50","32","385","1","0","1320050","313","9","0"
"0","0","0","51","32","0","4","2.191","1320051","0","0","1"
"0","0","1.377","52","32","176","1","0","1320052","0","10","0"
"0","0","0","53","32","0","4","1.833","1320053","0","0","1"
"0","0","2.749","54","32","390","1","0","1320054","176","10","0"
"0","0","0","55","32","0","4","2.749","1320055","0","0","1"
"0","0","0.753","56","32","74","1","0","1320056","0","11","0"
"0","0","0","57","32","0","4","2.093","1320057","0","0","1"
"vo_nyx","vo_nyx_0905","0","58","32","0","2","0","1320058","0","0","0"
"0","0","1.534","59","32","160","1","0","1320059","74","11","0"
"0","0","0","60","32","0","4","2.185","1320060","0","0","1"
"0","0","1.269","61","32","311","1","0","1320061","160","11","0"
"0","0","0","62","32","0","4","1.86","1320062","0","0","1"
"0","0","0.74","63","32","400","1","0","1320063","311","11","0"
"0","0","0","64","32","0","4","0.74","1320064","0","0","1"
"0","0","1.911","65","32","134","1","0","1320065","0","12","0"
"0","0","0","66","32","0","4","2.508","1320066","0","0","1"
"0","0","2.445","67","32","380","1","0","1320067","134","12","0"
"0","0","0","68","32","0","4","3.145","1320068","0","0","1"
"vo_nyx","vo_nyx_0906","0","69","32","0","2","0","1320069","0","0","0"
"0","0","0.992","70","32","116","1","0","1320070","0","13","0"
"0","0","0","71","32","0","4","2.792","1320071","0","0","1"
"0","0","0","1","33","0","4","1","1330001","0","0","3"
"vo_nyx","vo_nyx_1001","0","2","33","0","2","0","1330002","0","0","0"
"0","0","1.326","3","33","194","1","0","1330003","0","1","0"
"0","0","0","4","33","0","4","1.649","1330004","0","0","1"
"0","0","2.01","5","33","315","1","0","1330005","194","1","0"
"0","0","0","6","33","0","4","2.529","1330006","0","0","1"
"0","0","1.404","7","33","395","1","0","1330007","315","1","0"
"0","0","0","8","33","0","4","1.459","1330008","0","0","1"
"0","0","0.468","9","33","120","1","0","1330009","0","2","0"
"0","0","0","10","33","0","4","1.704","1330010","0","0","1"
"vo_nyx","vo_nyx_1002","0","11","33","0","2","0","1330011","0","0","0"
"0","0","1.337","12","33","178","1","0","1330012","120","2","0"
"0","0","0","13","33","0","4","1.337","1330013","0","0","1"
"0","0","2.128","14","33","380","1","0","1330014","178","2","0"
"0","0","0","15","33","0","4","3.666","1330015","0","0","1"
"vo_nyx","vo_nyx_1003","0","16","33","0","2","0","1330016","0","0","0"
"0","0","1.938","17","33","207","1","0","1330017","0","3","0"
"0","0","0","18","33","0","4","2.451","1330018","0","0","1"
"0","0","1.303","19","33","330","1","0","1330019","207","3","0"
"0","0","0","20","33","0","4","2.273","1330020","0","0","1"
"vo_nyx","vo_nyx_1004","0","21","33","0","2","0","1330021","0","0","0"
"0","0","1.136","22","33","150","1","0","1330022","0","4","0"
"0","0","0","23","33","0","4","1.905","1330023","0","0","1"
"0","0","1.136","24","33","265","1","0","1330024","150","4","0"
"0","0","0","25","33","0","4","1.905","1330025","0","0","1"
"0","0","2.016","26","33","395","1","0","1330026","265","4","0"
"0","0","0","27","33","0","4","2.116","1330027","0","0","1"
"0","0","1.227","28","33","128","1","0","1330028","0","5","0"
"0","0","0","29","33","0","4","1","1330029","0","0","1"
"vo_nyx","vo_nyx_1005","0","30","33","0","2","0","1330030","0","0","0"
"0","0","1.227","31","33","119","1","0","1330031","0","6","0"
"0","0","0","32","33","0","4","2.174","1330032","0","0","1"
"vo_nyx","vo_nyx_1006","0","33","33","0","2","0","1330033","0","0","0"
"0","0","3.075","34","33","395","1","0","1330034","119","6","0"
"0","0","0","35","33","0","4","3.81","1330035","0","0","1"
"0","0","1.281","36","33","120","1","0","1330036","0","7","0"
"0","0","0","37","33","0","4","2.507","1330037","0","0","1"
"vo_nyx","vo_nyx_1007","0","38","33","0","2","0","1330038","0","0","0"
"0","0","1.17","39","33","253","1","0","1330039","120","7","0"
"0","0","0","40","33","0","4","2.039","1330040","0","0","1"
"vo_nyx","vo_nyx_1008","0","41","33","0","2","0","1330041","0","0","0"
"0","0","0.757","42","33","350","1","0","1330042","253","7","0"
"0","0","0","43","33","0","4","2.139","1330043","0","0","1"
"0","0","0","44","33","0","4","2","1330044","0","0","3"
"vo_nyx","vo_nyx_1009","0","45","33","0","2","0","1330045","0","0","0"
"0","0","1.348","46","33","140","1","0","1330046","0","8","0"
"0","0","0","47","33","0","4","2.852","1330047","0","0","1"
"vo_nyx","vo_nyx_1010","0","48","33","0","2","0","1330048","0","0","0"
"0","0","0.702","49","33","30","1","0","1330049","0","9","0"
"0","0","0","50","33","0","4","0.702","1330050","0","0","1"
"0","0","1.604","51","33","162","1","0","1330051","30","9","0"
"0","0","0","52","33","0","4","2.844","1330052","0","0","1"
"vo_nyx","vo_nyx_1011","0","53","33","0","2","0","1330053","0","0","0"
"0","0","2.016","54","33","395","1","0","1330054","162","9","0"
"0","0","0","55","33","0","4","2.707","1330055","0","0","1"
"0","0","2.128","56","33","234","1","0","1330056","0","10","0"
"0","0","0","57","33","0","4","3.32","1330057","0","0","1"
"vo_nyx","vo_nyx_1012","0","58","33","0","2","0","1330058","0","0","0"
"0","0","2.38","59","33","390","1","0","1330059","234","10","0"
"0","0","0","60","33","0","4","3.338","1330060","0","0","1"
"0","0","0","61","33","0","4","3","1330061","0","0","3"
"vo_nyx","vo_nyx_1013","0","62","33","0","2","0","1330062","0","0","0"
"0","0","1.337","63","33","176","1","0","1330063","0","11","0"
"0","0","0","64","33","0","4","1.883","1330064","0","0","1"
"0","0","1.95","65","33","392","1","0","1330065","176","11","0"
"0","0","0","66","33","0","4","3.243","1330066","0","0","1"
"vo_nyx","vo_nyx_1014","0","67","33","0","2","0","1330067","0","0","0"
"0","0","0.724","68","33","392","1","0","1330068","392","11","0"
"0","0","0","69","33","0","4","0.724","1330069","0","0","1"
"0","0","0.824","70","33","131","1","0","1330070","0","12","0"
"0","0","0","71","33","0","4","1.392","1330071","0","0","1"
"0","0","3.319","72","33","390","1","0","1330072","131","12","0"
"0","0","0","73","33","0","4","4.265","1330073","0","0","1"
"vo_nyx","vo_nyx_1015","0","74","33","0","2","0","1330074","0","0","0"
"0","0","2.306","75","33","235","1","0","1330075","0","13","0"
"0","0","0","76","33","0","4","3.198","1330076","0","0","1"
"0","0","0","77","33","0","4","4","1330077","0","0","3"
"vo_nyx","vo_nyx_1016","0","78","33","0","2","0","1330078","0","0","0"
"0","0","1.713","79","33","315","1","0","1330079","0","14","0"
"0","0","0","80","33","0","4","2.607","1330080","0","0","1"
"0","0","1.66","81","33","308","1","0","1330081","0","15","0"
"0","0","0","82","33","0","4","3.16","1330082","0","0","1"
"0","0","0","1","34","0","4","1","1340001","0","0","3"
"vo_nyx","vo_nyx_1501","0","2","34","0","2","0","1340002","0","0","0"
"0","0","0.64","3","34","45","1","0","1340003","0","1","0"
"0","0","0","4","34","0","4","1.223","1340004","0","0","1"
"0","0","0.878","5","34","102","1","0","1340005","45","1","0"
"0","0","0","6","34","0","4","1.635","1340006","0","0","1"
"vo_nyx","vo_nyx_1502","0","7","34","0","2","0","1340007","0","0","0"
"0","0","1.01","8","34","280","1","0","1340008","102","1","0"
"0","0","0","9","34","0","4","2.02","1340009","0","0","1"
"vo_nyx","vo_nyx_1503","0","10","34","0","2","0","1340010","0","0","0"
"0","0","4.04","11","34","375","1","0","1340011","0","2","0"
"0","0","0","12","34","0","4","4.731","1340012","0","0","1"
"0","0","2.766","13","34","310","1","0","1340013","0","3","0"
"0","0","0","14","34","0","4","3.699","1340014","0","0","1"
"vo_nyx","vo_nyx_1504","0","15","34","0","2","0","1340015","0","0","0"
"0","0","2.338","16","34","147","1","0","1340016","0","4","0"
"0","0","0","17","34","0","4","3.085","1340017","0","0","1"
"vo_nyx","vo_nyx_1505","0","18","34","0","2","0","1340018","0","0","0"
"0","0","0.911","19","34","340","1","0","1340019","147","4","0"
"0","0","0","20","34","0","4","2.338","1340020","0","0","1"
"vo_nyx","vo_nyx_1506","0","21","34","0","2","0","1340021","0","0","0"
"0","0","1.789","22","34","147","1","0","1340022","0","5","0"
"0","0","0","23","34","0","4","2.096","1340023","0","0","1"
"0","0","1.992","24","34","370","1","0","1340024","147","5","0"
"0","0","0","25","34","0","4","3.002","1340025","0","0","1"
"vo_nyx","vo_nyx_1507","0","26","34","0","2","0","1340026","0","0","0"
"0","0","1.179","27","34","120","1","0","1340027","0","6","0"
"0","0","0","28","34","0","4","1.679","1340028","0","0","1"
"0","0","1.438","29","34","220","1","0","1340029","120","6","0"
"0","0","0","30","34","0","4","2.096","1340030","0","0","1"
"vo_nyx","vo_nyx_1508","0","31","34","0","2","0","1340031","0","0","0"
"0","0","1.679","32","34","395","1","0","1340032","220","6","0"
"0","0","0","33","34","0","4","1.679","1340033","0","0","1"
"0","0","1.032","34","34","148","1","0","1340034","0","7","0"
"0","0","0","35","34","0","4","1.833","1340035","0","0","1"
"vo_nyx","vo_nyx_1509","0","36","34","0","2","0","1340036","0","0","0"
"0","0","2.788","37","34","400","1","0","1340037","148","7","0"
"0","0","0","38","34","0","4","3.765","1340038","0","0","1"
"vo_nyx","vo_nyx_1510","0","39","34","0","2","0","1340039","0","0","0"
"0","0","0.79","40","34","59","1","0","1340040","0","8","0"
"0","0","0","41","34","0","4","1.35","1340041","0","0","1"
"0","0","2.404","42","34","236","1","0","1340042","59","8","0"
"0","0","0","43","34","0","4","3.117","1340043","0","0","1"
"0","0","0","44","34","0","4","2","1340044","0","0","3"
"vo_nyx","vo_nyx_1511","0","45","34","0","2","0","1340045","0","0","0"
"0","0","1.756","46","34","395","1","0","1340046","236","8","0"
"0","0","0","47","34","0","4","2.59","1340047","0","0","1"
"0","0","1.954","48","34","296","1","0","1340048","0","9","0"
"0","0","0","49","34","0","4","2.415","1340049","0","0","1"
"0","0","1.649","50","34","391","1","0","1340050","296","9","0"
"0","0","0","51","34","0","4","2.228","1340051","0","0","1"
"0","0","0.592","52","34","391","1","0","1340052","391","9","0"
"0","0","0","53","34","0","4","0.592","1340053","0","0","1"
"0","0","1.12","54","34","62","1","0","1340054","0","10","0"
"0","0","0","55","34","0","4","1.68","1340055","0","0","1"
"0","0","2.205","56","34","224","1","0","1340056","62","10","0"
"0","0","0","57","34","0","4","2.908","1340057","0","0","1"
"0","0","1.526","58","34","385","1","0","1340058","224","10","0"
"0","0","0","59","34","0","4","1.526","1340059","0","0","1"
"0","0","1.207","60","34","89","1","0","1340060","0","11","0"
"0","0","0","61","34","0","4","2.448","1340061","0","0","1"
"0","0","0","62","34","0","4","3","1340062","0","0","3"
"vo_nyx","vo_nyx_1512","0","63","34","0","2","0","1340063","0","0","0"
"0","0","1.624","64","34","254","1","0","1340064","89","11","0"
"0","0","0","65","34","0","4","2.294","1340065","0","0","1"
"0","0","1.405","66","34","397","1","0","1340066","254","11","0"
"0","0","0","67","34","0","4","1.405","1340067","0","0","1"
"0","0","0.746","68","34","106","1","0","1340068","0","12","0"
"0","0","0","69","34","0","4","1.822","1340069","0","0","1"
"0","0","0","70","34","0","4","4","1340070","0","0","3"
"vo_nyx","vo_nyx_1513","0","71","34","0","2","0","1340071","0","0","0"
"0","0","2.338","72","34","300","1","0","1340072","106","12","0"
"0","0","0","73","34","0","4","3.227","1340073","0","0","1"
"0","0","0","74","34","0","4","5","1340074","0","0","3"
"vo_nyx","vo_nyx_1514","0","75","34","0","2","0","1340075","0","0","0"
"0","0","1.745","76","34","120","1","0","1340076","0","13","0"
"0","0","0","77","34","0","4","2.195","1340077","0","0","1"
"0","0","1.405","78","34","293","1","0","1340078","120","13","0"
"0","0","0","79","34","0","4","2.437","1340079","0","0","1"
"vo_nyx","vo_nyx_1515","0","80","34","0","2","0","1340080","0","0","0"
"0","0","0.428","81","34","42","1","0","1340081","0","14","0"
"0","0","0","82","34","0","4","2.16","1340082","0","0","1"
