e4d46839c7120eb731cf2c55579f1a839aa1bb1dc78e45808b49cfbd763934c9,6b07521183064aa37b5cc3bdc808976ff3d52304fb6d8c96672d1b9b7f2241d3,3e07720242f0899755e27a5a085f5d01596f2aaeb3c60c65e13728207a6e6f27,b4332687ad0326448e71819c6ce493dcd9b5c3278d1a41d25cb7eb6faf605a46,f0c73b4ebc5631d41d79cd251f7e61ffffe82332a189cc9fed6982895d0861ff,b3d8a5de6e5d05d060370f7f0d2f4bc1b42ea785ae0c5931aaa326014234adae,a07bc85596ed6ff257a3e93a8da895fb23dacbe06569186cfb5ebe04832706ca,1f10e283054a81458c15091360102cf8375a7d630840c583783953302f3cbac9,87c76ee8ea4c9d758cd777a7b376861e100ebd0be85523bf90a4d9db44dfb2d7,effab3397fce54cee68980ce8e453d0e0bf5ed148a1ac229d636a9f3a0227c9e,008b7bcbf646191b8ecd94feb44653b372f32535efb1de198bdb59700d63f62c
"50278","0","380000","271","2","0","0","380000","2024/01/04 15:59:59","380000","2024/01/01 16:00:00"
"30279","0","380000","272","1","0","380000","0","2024/01/14 15:59:59","0","2024/01/04 16:00:00"
"30280","0","380000","273","1","0","380000","0","2024/01/17 15:59:59","0","2024/01/14 16:00:00"
"30281","0","380000","274","1","0","380000","0","2024/01/27 15:59:59","0","2024/01/17 16:00:00"
"30282","0","380000","275","1","0","380000","0","2024/02/01 15:59:59","0","2024/01/27 16:00:00"
"30283","0","380000","276","1","0","380000","0","2024/02/10 15:59:59","0","2024/02/01 16:00:00"
"30284","0","380000","277","1","0","380000","0","2024/02/26 15:59:59","0","2024/02/21 16:00:00"
"30285","0","380000","278","1","0","380000","0","2024/02/21 15:59:59","0","2024/02/13 16:00:00"
"30286","0","380000","279","1","0","380000","0","2024/02/29 15:59:59","0","2024/02/26 16:00:00"
"30287","0","380000","280","1","0","380000","0","2024/03/05 15:59:59","0","2024/02/29 16:00:00"
"30288","0","380000","281","1","0","380000","0","2024/03/15 15:59:59","0","2024/03/05 16:00:00"
"30289","0","380000","282","1","0","380000","0","2024/03/20 15:59:59","0","2024/03/15 16:00:00"
"30290","0","380000","283","1","0","380000","0","2024/03/29 15:59:59","0","2024/03/20 16:00:00"
"50291","0","380000","284","2","0","0","380000","2024/02/13 15:59:59","380000","2024/02/10 16:00:00"
"30292","0","380000","285","1","0","380000","0","2024/04/01 15:59:59","0","2024/03/29 16:00:00"
"30293","0","380000","286","1","0","380000","0","2024/04/12 15:59:59","0","2024/04/01 16:00:00"
"30294","0","380000","287","1","0","380000","0","2024/04/16 15:59:59","0","2024/04/12 16:00:00"
"30295","0","380000","288","1","0","380000","0","2024/04/23 15:59:59","0","2024/04/16 16:00:00"
"30296","0","380000","289","1","0","380000","0","2024/04/28 15:59:59","0","2024/04/23 16:00:00"
"30297","0","380000","290","1","0","380000","0","2024/05/02 15:59:59","0","2024/04/28 16:00:00"
"50298","0","380000","291","2","0","0","380000","2024/05/05 15:59:59","380000","2024/05/02 16:00:00"
"30299","0","380000","292","1","0","380000","0","2024/05/14 15:59:59","0","2024/05/05 16:00:00"
"30300","0","380000","293","1","0","380000","0","2024/05/17 15:59:59","0","2024/05/14 16:00:00"
"30301","0","380000","294","1","0","380000","0","2024/05/24 15:59:59","0","2024/05/17 16:00:00"
"30302","0","380000","295","1","0","380000","0","2024/05/28 15:59:59","0","2024/05/24 16:00:00"
"30303","0","380000","296","1","0","380000","0","2024/06/02 15:59:59","0","2024/05/28 16:00:00"
"30304","0","380000","297","1","0","380000","0","2024/06/15 15:59:59","0","2024/06/02 16:00:00"
"30306","0","380000","298","1","0","380000","0","2024/06/17 15:59:59","0","2024/06/15 16:00:00"
"30305","0","380000","299","1","0","380000","0","2024/06/17 15:59:59","0","2024/06/15 16:00:00"
"40011","0","380000","300","1","0","380000","0","2024/06/24 15:59:59","0","2024/06/17 16:00:00"
"30308","0","380000","301","1","0","380000","0","2024/07/01 15:59:59","0","2024/06/24 16:00:00"
"50309","0","380000","302","2","0","0","380000","2024/07/04 15:59:59","380000","2024/07/01 16:00:00"
"30310","0","380000","303","1","0","380000","0","2024/07/12 15:59:59","0","2024/07/04 16:00:00"
"30311","0","380000","304","1","0","380000","0","2024/07/19 15:59:59","0","2024/07/12 16:00:00"
"30313","0","380000","305","1","0","380000","0","2024/07/29 15:59:59","0","2024/07/19 16:00:00"
"30312","0","380000","306","1","0","380000","0","2024/07/23 15:59:59","0","2024/07/19 16:00:00"
"30314","0","380000","307","1","0","380000","0","2024/07/29 15:59:59","0","2024/07/23 16:00:00"
"30315","0","380000","308","1","0","380000","0","2024/08/01 15:59:59","0","2024/07/29 16:00:00"
"30316","0","380000","309","1","0","380000","0","2024/08/13 15:59:59","0","2024/08/01 16:00:00"
"30318","0","380000","310","1","0","380000","0","2024/08/16 15:59:59","0","2024/08/13 16:00:00"
"30317","0","380000","311","1","0","380000","0","2024/08/16 15:59:59","0","2024/08/13 16:00:00"
"30319","0","380000","312","1","0","380000","0","2024/08/28 15:59:59","0","2024/08/16 16:00:00"
"30320","0","380000","313","1","0","380000","0","2024/09/01 15:59:59","0","2024/08/28 16:00:00"
"50321","0","380000","314","2","0","0","380000","2024/09/04 15:59:59","380000","2024/09/01 16:00:00"
"30322","0","380000","315","1","0","380000","0","2024/09/16 15:59:59","0","2024/09/04 16:00:00"
"30323","0","380000","316","1","0","380000","0","2024/09/16 15:59:59","0","2024/09/11 16:00:00"
"30324","0","380000","317","1","0","380000","0","2024/09/28 15:59:59","0","2024/09/16 16:00:00"
"30325","0","380000","318","1","0","380000","0","2024/10/01 15:59:59","0","2024/09/28 16:00:00"
"30326","0","380000","319","1","0","380000","0","2024/10/11 15:59:59","0","2024/10/01 16:00:00"
"30327","0","380000","320","1","0","380000","0","2024/10/16 15:59:59","0","2024/10/11 16:00:00"
"30328","0","380000","321","1","0","380000","0","2024/10/27 15:59:59","0","2024/10/16 16:00:00"
"30329","0","380000","322","1","0","380000","0","2024/10/27 15:59:59","0","2024/10/22 16:00:00"
"30330","0","380000","323","1","0","380000","0","2024/11/01 15:59:59","0","2024/10/27 16:00:00"
"50331","0","380000","324","2","0","0","380000","2024/11/04 15:59:59","380000","2024/11/01 16:00:00"
"30332","0","380000","325","1","0","380000","0","2024/11/16 15:59:59","0","2024/11/04 16:00:00"
"30333","0","380000","326","1","0","380000","0","2024/11/20 15:59:59","0","2024/11/16 16:00:00"
"30334","0","380000","327","1","0","380000","0","2024/11/27 15:59:59","0","2024/11/16 16:00:00"
"30335","0","380000","328","1","0","380000","0","2024/12/01 15:59:59","0","2024/11/23 16:00:00"
"30337","0","380000","329","1","0","380000","0","2024/12/13 15:59:59","0","2024/12/01 16:00:00"
"30338","0","380000","330","1","0","380000","0","2024/12/13 15:59:59","0","2024/12/10 16:00:00"
"30339","0","380000","331","1","0","380000","0","2024/12/16 15:59:59","0","2024/12/13 16:00:00"
"40012","0","380000","332","1","0","380000","0","2024/12/24 15:59:59","0","2024/12/16 16:00:00"
"50341","0","380000","333","2","0","0","380000","2024/12/27 15:59:59","380000","2024/12/24 16:00:00"
"30342","0","380000","334","1","0","380000","0","2025/01/01 15:59:59","0","2024/12/27 16:00:00"
"30343","0","380000","335","1","0","380000","0","2025/01/14 15:59:59","0","2025/01/01 16:00:00"
"30344","0","380000","336","1","0","380000","0","2025/01/26 15:59:59","0","2025/01/14 16:00:00"
"30345","0","380000","337","1","0","380000","0","2025/01/26 15:59:59","0","2025/01/16 16:00:00"
"30347","0","380000","338","1","0","380000","0","2025/02/01 15:59:59","0","2025/01/26 16:00:00"
"30346","0","380000","339","1","0","380000","0","2025/02/01 15:59:59","0","2025/01/26 16:00:00"
"30348","0","380000","340","1","0","380000","0","2025/02/10 15:59:59","0","2025/02/01 16:00:00"
"30350","0","380000","341","1","0","380000","0","2025/02/17 15:59:59","0","2025/02/10 16:00:00"
"30349","0","380000","342","1","0","380000","0","2025/02/13 15:59:59","0","2025/02/10 16:00:00"
"30351","0","380000","343","1","0","380000","0","2025/02/17 15:59:59","0","2025/02/13 16:00:00"
"30352","0","380000","344","1","0","380000","0","2025/02/26 15:59:59","0","2025/02/17 16:00:00"
"30353","0","380000","345","1","0","380000","0","2025/02/26 15:59:59","0","2025/02/22 16:00:00"
"50354","0","380000","346","2","0","0","380000","2025/03/01 15:59:59","380000","2025/02/26 16:00:00"
"30355","0","380000","347","1","0","380000","0","2025/03/12 15:59:59","0","2025/03/01 16:00:00"
"30357","0","380000","348","1","0","380000","0","2025/03/19 15:59:59","0","2025/03/12 16:00:00"
"30356","0","380000","349","1","0","380000","0","2025/03/19 15:59:59","0","2025/03/12 16:00:00"
"30358","0","380000","350","1","0","380000","0","2025/03/28 15:59:59","0","2025/03/19 16:00:00"
"30359","0","380000","351","1","0","380000","0","2025/04/01 15:59:59","0","2025/03/28 16:00:00"
"30360","0","380000","352","1","0","380000","0","2025/04/10 15:59:59","0","2025/04/01 16:00:00"
"30362","0","380000","353","1","0","380000","0","2025/04/15 15:59:59","0","2025/04/10 16:00:00"
"30361","0","380000","354","1","0","380000","0","2025/04/15 15:59:59","0","2025/04/10 16:00:00"
"30363","0","380000","355","1","0","380000","0","2025/04/22 15:59:59","0","2025/04/15 16:00:00"
"30364","0","380000","356","1","0","380000","0","2025/05/01 15:59:59","0","2025/04/22 16:00:00"
"50365","0","380000","357","2","0","0","380000","2025/05/04 15:59:59","380000","2025/05/01 16:00:00"
"30366","0","380000","358","1","0","380000","0","2025/05/16 15:59:59","0","2025/05/04 16:00:00"
"30367","0","380000","359","1","0","380000","0","2025/05/16 15:59:59","0","2025/05/10 16:00:00"
"30368","0","380000","360","1","0","380000","0","2025/05/21 15:59:59","0","2025/05/16 16:00:00"
"30369","0","380000","361","1","0","380000","0","2025/06/01 15:59:59","0","2025/05/21 16:00:00"
"30370","0","380000","362","1","0","380000","0","2025/06/12 15:59:59","0","2025/06/01 16:00:00"
"40013","0","380000","363","1","0","380000","0","2025/06/22 15:59:59","0","2025/06/12 16:00:00"
"30371","0","380000","364","1","0","380000","0","2025/06/17 15:59:59","0","2025/06/12 16:00:00"
"30374","0","380000","365","1","0","380000","0","2025/07/01 15:59:59","0","2025/06/22 16:00:00"
"30373","0","380000","366","1","0","380000","0","2025/06/26 15:59:59","0","2025/06/22 16:00:00"
"50375","0","380000","367","2","0","0","380000","2025/07/04 15:59:59","380000","2025/07/01 16:00:00"
"30376","0","380000","368","1","0","380000","0","2025/07/16 15:59:59","0","2025/07/04 16:00:00"
"30377","0","380000","369","1","0","380000","0","2025/07/16 15:59:59","0","2025/07/11 16:00:00"
"30378","0","380000","370","1","0","380000","0","2025/08/01 15:59:59","0","2025/07/16 16:00:00"
"30379","0","380000","371","1","0","380000","0","2025/08/09 15:59:59","0","2025/08/01 16:00:00"
"30380","0","380000","372","1","0","380000","0","2025/08/16 15:59:59","0","2025/08/09 16:00:00"
"30381","0","380000","373","1","0","380000","0","2025/08/28 15:59:59","0","2025/08/16 16:00:00"
"30382","0","380000","374","1","0","380000","0","2025/09/01 15:59:59","0","2025/08/28 16:00:00"
"50383","0","380000","375","2","0","0","380000","2025/09/04 15:59:59","380000","2025/09/01 16:00:00"
"30385","0","380000","376","1","0","380000","0","2025/09/16 15:59:59","0","2025/09/04 16:00:00"
"30384","0","380000","377","1","0","380000","0","2025/09/16 15:59:59","0","2025/09/04 16:00:00"
"30387","0","380000","378","1","0","380000","0","2025/10/01 15:59:59","0","2025/09/16 16:00:00"
"30386","0","380000","379","1","0","380000","0","2025/10/01 15:59:59","0","2025/09/16 16:00:00"
"30388","0","380000","380","1","0","380000","0","2025/10/11 15:59:59","0","2025/10/01 16:00:00"
"30390","0","380000","381","1","0","380000","0","2025/10/21 15:59:59","0","2025/10/11 16:00:00"
"30389","0","380000","382","1","0","380000","0","2025/10/21 15:59:59","0","2025/10/11 16:00:00"
"30392","0","380000","383","1","0","380000","0","2025/10/29 15:59:59","0","2025/10/21 16:00:00"
"30391","0","380000","384","1","0","380000","0","2025/10/29 15:59:59","0","2025/10/21 16:00:00"
"50393","0","380000","385","2","0","0","380000","2025/11/01 15:59:59","380000","2025/10/29 16:00:00"
"30394","0","380000","386","1","0","380000","0","2025/11/11 15:59:59","0","2025/11/01 16:00:00"
"30396","0","380000","387","1","0","380000","0","2025/11/24 15:59:59","0","2025/11/11 16:00:00"
"30395","0","380000","388","1","0","380000","0","2025/11/24 15:59:59","0","2025/11/11 16:00:00"
"30398","0","380000","389","1","0","380000","0","2025/12/01 15:59:59","0","2025/11/24 16:00:00"
"30397","0","380000","390","1","0","380000","0","2025/12/01 15:59:59","0","2025/11/24 16:00:00"
"30399","0","380000","391","1","0","380000","0","2025/12/11 15:59:59","0","2025/12/01 16:00:00"
"30401","0","380000","392","1","0","380000","0","2025/12/16 15:59:59","0","2025/12/11 16:00:00"
"30400","0","380000","393","1","0","380000","0","2025/12/16 15:59:59","0","2025/12/11 16:00:00"
"40014","0","380000","394","1","0","380000","0","2025/12/23 15:59:59","0","2025/12/16 16:00:00"
"30402","0","380000","395","1","0","380000","0","2025/12/23 15:59:59","0","2025/12/16 16:00:00"
"30404","0","380000","396","1","0","380000","0","2026/01/01 15:59:59","0","2025/12/23 16:00:00"
