57b7f0a651832614b46b7794b979720e5fa26eaa3e2793d87ec65c774ccbf6d2,2ce9196b01a9686d60943e04721c35849b551461bed276660ea8684d3d8439ea,e6d0d7aa3b0846d6eb38911bd469a691bf0734cb72cd1c0a7e4b393c6cdaf6b5,eb18cc3dfbfb89931d5f088875f88817d4708220fd444148c757b9695d3f4ddd,1e5bd13ac13a7350e9beaa3ff80157e71b292134e6384e89cbbd61ee05cf5819,537ca68b343fce5bbc8079a7a75d955e05bc29b37d63fb368a1a37621adb7d70,47bffaaaa67df6403fa6d4baa5928fcc4e597cfa751982042b9d65705d59b034,d99873239f8cd7552e141fa986695a541cd99767db12b04597d37ae960456276
"710041801","710000418","710041803","710041804","710041802","710041805","100","712104181"
"710041901","710000419","710041903","710041904","710041902","710041905","100","712104191"
"710042004","710000420","710042001","710042005","710042003","710042002","100","712104201"
"710042101","710000421","710042103","710042102","710042104","710042105","100","712204211"
"710042203","710000422","710042204","710042201","710042202","710042205","100","712204221"
"710042303","710000423","710042301","710042304","710042302","710042305","100","712204231"
"710042403","710000424","710042401","710042404","710042402","710042405","100","712204241"
"710042501","710000425","710042503","710042502","710042504","710042505","100","712204251"
"710042603","710000426","710042604","710042601","710042602","710042605","100","712204261"
"710042703","710000427","710042701","710042704","710042702","710042705","100","712204271"
"710042803","710000428","710042801","710042804","710042802","710042805","100","712204281"
"710042901","710000429","710042903","710042904","710042902","710042905","100","712204291"
"710043004","710000430","710043001","710043005","710043003","710043002","100","712204301"
"710043103","710000431","710043101","710043104","710043102","710043105","100","712304311"
"710043201","710000432","710043203","710043202","710043204","710043205","100","712304321"
"710043303","710000433","710043301","710043304","710043302","710043305","100","712304331"
"710043403","710000434","710043404","710043401","710043402","710043405","100","712304341"
"710043503","710000435","710043501","710043504","710043502","710043505","100","712304351"
"710043603","710000436","710043601","710043602","710043604","710043605","100","712304361"
"710043703","710000437","710043701","710043704","710043702","710043705","100","712304371"
"710043803","710000438","710043801","710043804","710043802","710043805","100","712304381"
"710043903","710000439","710043901","710043902","710043904","710043905","100","712304391"
"710044004","710000440","710044001","710044005","710044003","710044002","100","712304401"
"710044103","710000441","710044101","710044104","710044102","710044105","100","712404411"
"710044203","710000442","710044201","710044204","710044202","710044205","100","712404421"
"710044303","710000443","710044304","710044301","710044302","710044305","100","712404431"
"710044403","710000444","710044401","710044404","710044402","710044405","100","712404441"
"710044501","710000445","710044503","710044504","710044502","710044505","100","712404451"
"710044603","710000446","710044601","710044604","710044602","710044605","100","712404461"
"710044701","710000447","710044703","710044702","710044704","710044705","100","712404471"
"710044803","710000448","710044804","710044801","710044802","710044805","100","712404481"
"710044903","710000449","710044904","710044901","710044902","710044905","100","712404491"
"710045001","710000450","710045004","710045005","710045003","710045002","100","712404501"
"710045101","710000451","710045103","710045104","710045102","710045105","100","712504511"
"710045203","710000452","710045201","710045204","710045202","710045205","100","712504521"
"710045303","710000453","710045301","710045302","710045304","710045305","100","712504531"
"710045403","710000454","710045401","710045402","710045404","710045405","100","712504541"
"710045503","710000455","710045501","710045504","710045502","710045505","100","712504551"
"710045603","710000456","710045601","710045602","710045604","710045605","100","712504561"
"710045703","710000457","710045704","710045701","710045702","710045705","100","712504571"
"710045803","710000458","710045801","710045802","710045804","710045805","100","712504581"
"710045903","710000459","710045901","710045904","710045902","710045905","100","712504591"
"710046004","710000460","710046001","710046005","710046003","710046002","100","712504601"
"710046101","710000461","710046103","710046102","710046104","710046105","100","712604611"
"710046203","710000462","710046201","710046204","710046202","710046205","100","712604621"
"710046303","710000463","710046301","710046304","710046305","710046302","100","712604631"
"710046401","710000464","710046403","710046404","710046402","710046405","100","712604641"
"710046503","710000465","710046501","710046504","710046502","710046505","100","712604651"
"710046603","710000466","710046601","710046604","710046602","710046605","100","712604661"
"710046703","710000467","710046701","710046704","710046705","710046702","100","712604671"
"710046803","710000468","710046804","710046801","710046802","710046805","100","712604681"
"710046903","710000469","710046901","710046904","710046902","710046905","100","712604691"
"710047004","710000470","710047001","710047002","710047003","710047005","100","712604701"
"710047103","710000471","710047101","710047102","710047104","710047105","100","712704711"
"710047201","710000472","710047203","710047202","710047204","710047205","100","712704721"
"710047303","710000473","710047301","710047304","710047305","710047302","100","712704731"
"710047403","710000474","710047401","710047404","710047405","710047402","100","712704741"
"710047501","710000475","710047503","710047504","710047502","710047505","100","712704751"
"710047603","710000476","710047604","710047601","710047602","710047605","100","712704761"
"710047701","710000477","710047702","710047703","710047704","710047705","100","712704771"
"710047803","710000478","710047801","710047804","710047805","710047802","100","712704781"
"710047901","710000479","710047903","710047904","710047902","710047905","100","712704791"
"710048001","710000480","710048002","710048004","710048003","710048005","100","712704801"
"710048103","710000481","710048101","710048104","710048102","710048105","100","712804811"
"710048203","710000482","710048201","710048204","710048205","710048202","100","712804821"
"710048303","710000483","710048304","710048301","710048302","710048305","100","712804831"
"710048403","710000484","710048404","710048401","710048402","710048405","100","712804841"
"710048503","710000485","710048504","710048501","710048502","710048505","100","712804851"
"710048603","710000486","710048601","710048604","710048602","710048605","100","712804861"
"710048703","710000487","710048701","710048704","710048705","710048702","100","712804871"
"710048803","710000488","710048804","710048801","710048802","710048805","100","712804881"
"710048903","710000489","710048904","710048901","710048902","710048905","100","712804891"
"710049001","710000490","710049004","710049002","710049003","710049005","100","712804901"
"710049103","710000491","710049101","710049104","710049102","710049105","100","712904911"
"710049201","710000492","710049203","710049202","710049204","710049205","100","712904921"
"710049303","710000493","710049301","710049304","710049305","710049302","100","712904931"
"710049401","710000494","710049403","710049404","710049402","710049405","100","712904941"
"710049503","710000495","710049501","710049504","710049502","710049505","100","712904951"
"710049603","710000496","710049601","710049604","710049602","710049605","100","712904961"
"710049703","710000497","710049701","710049702","710049704","710049705","100","712904971"
"710049803","710000498","710049801","710049802","710049804","710049805","100","712904981"
"710049901","710000499","710049903","710049904","710049902","710049905","100","712904991"
"710050001","710000500","710050004","710050002","710050003","710050005","100","712905001"
"710050103","710000501","710050101","710050104","710050102","710050105","100","713005011"
"710050203","710000502","710050201","710050204","710050205","710050202","100","713005021"
"710050303","710000503","710050301","710050304","710050305","710050302","100","713005031"
"710050401","710000504","710050403","710050404","710050402","710050405","100","713005041"
"710050503","710000505","710050501","710050502","710050504","710050505","100","713005051"
"710050603","710000506","710050601","710050604","710050602","710050605","100","713005061"
"710050703","710000507","710050704","710050701","710050702","710050705","100","713005071"
"710050803","710000508","710050801","710050802","710050804","710050805","100","713005081"
"710050903","710000509","710050901","710050904","710050905","710050902","100","713005091"
"710051004","710000510","710051001","710051005","710051003","710051002","100","713005101"
"710051103","710000511","710051101","710051104","710051102","710051105","100","713105111"
"710051201","710000512","710051203","710051202","710051204","710051205","100","713105121"
"710051303","710000513","710051301","710051304","710051305","710051302","100","713105131"
"710051403","710000514","710051401","710051402","710051404","710051405","100","713105141"
"710051503","710000515","710051501","710051502","710051504","710051505","100","713105151"
"710051601","710000516","710051603","710051604","710051602","710051605","100","713105161"
"710051703","710000517","710051701","710051702","710051704","710051705","100","713105171"
"710051803","710000518","710051801","710051804","710051802","710051805","100","713105181"
"710051903","710000519","710051901","710051904","710051905","710051902","100","713105191"
"710052004","710000520","710052001","710052005","710052003","710052002","100","713105201"
"710052103","710000521","710052101","710052104","710052102","710052105","100","713205211"
"710052201","710000522","710052203","710052202","710052204","710052205","100","713205221"
"710052303","710000523","710052301","710052304","710052305","710052302","100","713205231"
"710052403","710000524","710052401","710052404","710052402","710052405","100","713205241"
"710052503","710000525","710052504","710052501","710052502","710052505","100","713205251"
"710052603","710000526","710052601","710052602","710052604","710052605","100","713205261"
"710052703","710000527","710052701","710052704","710052705","710052702","100","713205271"
"710052803","710000528","710052801","710052802","710052804","710052805","100","713205281"
"710052903","710000529","710052901","710052904","710052902","710052905","100","713205291"
"710053004","710000530","710053001","710053005","710053003","710053002","100","713205301"
"710053103","710000531","710053104","710053101","710053102","710053105","100","713305311"
"710053203","710000532","710053201","710053204","710053202","710053205","100","713305321"
"710053303","710000533","710053301","710053302","710053304","710053305","100","713305331"
"710053401","710000534","710053403","710053404","710053402","710053405","100","713305341"
"710053503","710000535","710053504","710053501","710053505","710053502","100","713305351"
"710053603","710000536","710053601","710053604","710053602","710053605","100","713305361"
"710053703","710000537","710053704","710053701","710053705","710053702","100","713305371"
"710053801","710000538","710053803","710053802","710053804","710053805","100","713305381"
"710053903","710000539","710053904","710053901","710053902","710053905","100","713305391"
"710054004","710000540","710054001","710054005","710054003","710054002","100","713305401"
"710054103","710000541","710054104","710054101","710054102","710054105","100","713405411"
"710054203","710000542","710054204","710054201","710054205","710054202","100","713405421"
"710054303","710000543","710054301","710054302","710054304","710054305","100","713405431"
"710054403","710000544","710054401","710054404","710054405","710054402","100","713405441"
"710054503","710000545","710054501","710054504","710054502","710054505","100","713405451"
"710054603","710000546","710054601","710054602","710054604","710054605","100","713405461"
"710054703","710000547","710054704","710054705","710054701","710054702","100","713405471"
"710054803","710000548","710054801","710054802","710054804","710054805","100","713405481"
"710054901","710000549","710054903","710054902","710054904","710054905","100","713405491"
"710055004","710000550","710055001","710055005","710055003","710055002","100","713405501"
"710055101","710000551","710055103","710055102","710055104","710055105","100","713505511"
"710055203","710000552","710055204","710055201","710055205","710055202","100","713505521"
"710055301","710000553","710055303","710055302","710055304","710055305","100","713505531"
"710055403","710000554","710055401","710055404","710055405","710055402","100","713505541"
"710055503","710000555","710055504","710055501","710055502","710055505","100","713505551"
"710055603","710000556","710055601","710055602","710055604","710055605","100","713505561"
"710055703","710000557","710055704","710055701","710055702","710055705","100","713505571"
"710055803","710000558","710055804","710055801","710055802","710055805","100","713505581"
"710055903","710000559","710055901","710055902","710055904","710055905","100","713505591"
"710056004","710000560","710056001","710056005","710056003","710056002","100","713505601"
"710056101","710000561","710056103","710056102","710056104","710056105","100","713605611"
"710056203","710000562","710056201","710056202","710056204","710056205","100","713605621"
"710056303","710000563","710056301","710056304","710056305","710056302","100","713605631"
"710056403","710000564","710056401","710056404","710056405","710056402","100","713605641"
"710056503","710000565","710056501","710056504","710056505","710056502","100","713605651"
"710056601","710000566","710056603","710056604","710056602","710056605","100","713605661"
"710056703","710000567","710056701","710056702","710056704","710056705","100","713605671"
"710056803","710000568","710056804","710056805","710056801","710056802","100","713605681"
"710056903","710000569","710056901","710056904","710056902","710056905","100","713605691"
"710057004","710000570","710057001","710057003","710057002","710057005","100","713605701"
"710057103","710000571","710057101","710057104","710057102","710057105","100","713705711"
"710057203","710000572","710057201","710057204","710057205","710057202","100","713705721"
"710057301","710000573","710057303","710057302","710057304","710057305","100","713705731"
"710057403","710000574","710057404","710057401","710057405","710057402","100","713705741"
"710057503","710000575","710057501","710057504","710057502","710057505","100","713705751"
"710057601","710000576","710057603","710057604","710057602","710057605","100","713705761"
"710057701","710000577","710057703","710057704","710057705","710057702","100","713705771"
"710057803","710000578","710057801","710057802","710057804","710057805","100","713705781"
"710057903","710000579","710057901","710057904","710057905","710057902","100","713705791"
"710058001","710000580","710058004","710058002","710058003","710058005","100","713705801"
"710058103","710000581","710058101","710058104","710058102","710058105","100","713805811"
"710058201","710000582","710058203","710058202","710058204","710058205","100","713805821"
"710058303","710000583","710058304","710058301","710058302","710058305","100","713805831"
"710058403","710000584","710058401","710058404","710058402","710058405","100","713805841"
"710058503","710000585","710058501","710058502","710058504","710058505","100","713805851"
"710058601","710000586","710058603","710058602","710058604","710058605","100","713805861"
"710058701","710000587","710058703","710058704","710058702","710058705","100","713805871"
"710058803","710000588","710058801","710058802","710058804","710058805","100","713805881"
"710058903","710000589","710058901","710058904","710058902","710058905","100","713805891"
"710059001","710000590","710059002","710059004","710059005","0","100","713805901"
"710059103","710000591","710059101","710059104","710059102","710059105","100","713905911"
"710059203","710000592","710059204","710059205","710059201","710059202","100","713905921"
"710059303","710000593","710059301","710059304","710059302","710059305","100","713905931"
"710059403","710000594","710059401","710059404","710059402","710059405","100","713905941"
"710059501","710000595","710059503","710059502","710059504","710059505","100","713905951"
"710059603","710000596","710059601","710059604","710059602","710059605","100","713905961"
"710059703","710000597","710059704","710059701","710059702","710059705","100","713905971"
"710059803","710000598","710059804","710059801","710059802","710059805","100","713905981"
"710059903","710000599","710059901","710059904","710059902","710059905","100","713905991"
"710060001","710000600","710060005","710060002","710060004","0","100","713906001"
"710060103","710000601","710060101","710060102","710060104","710060105","100","714006011"
"710060203","710000602","710060201","710060202","710060204","710060205","100","714006021"
"710060303","710000603","710060301","710060302","710060304","710060305","100","714006031"
"710060403","710000604","710060401","710060404","710060402","710060405","100","714006041"
"710060503","710000605","710060504","710060501","710060502","710060505","100","714006051"
"710060603","710000606","710060604","710060601","710060602","710060605","100","714006061"
"710060703","710000607","710060701","710060702","710060704","710060705","100","714006071"
"710060803","710000608","710060804","710060801","710060802","710060805","100","714006081"
"710060903","710000609","710060901","710060904","710060902","710060905","100","714006091"
"710061001","710000610","710061002","710061005","710061004","0","100","714006101"
"710061103","710000611","710061104","710061101","710061102","710061105","100","714106111"
"710061203","710000612","710061201","710061202","710061204","710061205","100","714106121"
"710061301","710000613","710061303","710061302","710061304","710061305","100","714106131"
"710061403","710000614","710061401","710061404","710061402","710061405","100","714106141"
"710061501","710000615","710061503","710061504","710061502","710061505","100","714106151"
"710061603","710000616","710061604","710061601","710061602","710061605","100","714106161"
"710061701","710000617","710061703","710061702","710061704","710061705","100","714106171"
"710061803","710000618","710061801","710061802","710061804","710061805","100","714106181"
"710061903","710000619","710061901","710061904","710061902","710061905","100","714106191"
"710062005","710000620","710062001","710062002","710062004","0","100","714106201"
"710062101","710000621","710062103","710062104","710062105","710062102","100","714206211"
"710062203","710000622","710062204","710062201","710062205","710062202","100","714206221"
"710062301","710000623","710062303","710062302","710062304","710062305","100","714206231"
"710062403","710000624","710062401","710062402","710062404","710062405","100","714206241"
"710062501","710000625","710062503","710062502","710062504","710062505","100","714206251"
"710062603","710000626","710062604","710062601","710062602","710062605","100","714206261"
"710062703","710000627","710062701","710062704","710062702","710062705","100","714206271"
"710062803","710000628","710062804","710062801","710062802","710062805","100","714206281"
"710062903","710000629","710062901","710062902","710062904","710062905","100","714206291"
"710063001","710000630","710063005","710063002","710063004","0","100","714206301"
"710063103","710000631","710063104","710063101","710063102","710063105","100","714306311"
"710063203","710000632","710063201","710063204","710063202","710063205","100","714306321"
"710063303","710000633","710063301","710063302","710063304","710063305","100","714306331"
"710063403","710000634","710063401","710063404","710063402","710063405","100","714306341"
"710063503","710000635","710063504","710063505","710063501","710063502","100","714306351"
"710063603","710000636","710063601","710063604","710063602","710063605","100","714306361"
"710063701","710000637","710063703","710063702","710063704","710063705","100","714306371"
"710063803","710000638","710063801","710063804","710063802","710063805","100","714306381"
"710063903","710000639","710063904","710063905","710063901","710063902","100","714306391"
"710064001","710000640","710064005","710064002","710064004","0","100","714306401"
"710064105","710000641","710064101","710064102","710064103","710064104","100","714406411"
"710064203","710000642","710064201","710064204","710064202","710064205","100","714406421"
"710064303","710000643","710064304","710064301","710064302","710064305","100","714406431"
"710064401","710000644","710064403","710064402","710064404","710064405","100","714406441"
"710064503","710000645","710064501","710064504","710064502","710064505","100","714406451"
"710064603","710000646","710064604","710064601","710064602","710064605","100","714406461"
"710064701","710000647","710064703","710064702","710064704","710064705","100","714406471"
"710064803","710000648","710064804","710064801","710064805","710064802","100","714406481"
"710064903","710000649","710064901","710064904","710064902","710064905","100","714406491"
"710065005","710000650","710065001","710065002","710065004","0","100","714406501"
"710065103","710000651","710065101","710065104","710065102","710065105","100","714506511"
"710065203","710000652","710065201","710065204","710065202","710065205","100","714506521"
"710065303","710000653","710065301","710065304","710065302","710065305","100","714506531"
"710065403","710000654","710065401","710065404","710065402","710065405","100","714506541"
"710065503","710000655","710065501","710065504","710065502","710065505","100","714506551"
"710065601","710000656","710065603","710065602","710065604","710065605","100","714506561"
"710065703","710000657","710065701","710065704","710065702","710065705","100","714506571"
"710065801","710000658","710065803","710065802","710065804","710065805","100","714506581"
"710065903","710000659","710065904","710065901","710065902","710065905","100","714506591"
"710066001","710000660","710066005","710066002","710066004","0","100","714506601"
"710066103","710000661","710066101","710066102","710066104","710066105","100","714606611"
"710066203","710000662","710066201","710066202","710066204","710066205","100","714606621"
"710066303","710000663","710066301","710066304","710066302","710066305","100","714606631"
"710066401","710000664","710066403","710066404","710066402","710066405","100","714606641"
"710066503","710000665","710066504","710066501","710066502","710066505","100","714606651"
"710066601","710000666","710066603","710066602","710066604","710066605","100","714606661"
"710066703","710000667","710066701","710066702","710066704","710066705","100","714606671"
"710066803","710000668","710066801","710066804","710066802","710066805","100","714606681"
"710066901","710000669","710066903","710066904","710066905","710066902","100","714606691"
"710067001","710000670","710067004","710067002","710067005","0","100","714606701"
"710067101","710000671","710067103","710067104","710067102","710067105","100","714706711"
"710067201","710000672","710067203","710067202","710067204","710067205","100","714706721"
"710067303","710000673","710067304","710067301","710067302","710067305","100","714706731"
"710067403","710000674","710067401","710067402","710067404","710067405","100","714706741"
"710067503","710000675","710067501","710067502","710067504","710067505","100","714706751"
"710067603","710000676","710067604","710067601","710067602","710067605","100","714706761"
"710067701","710000677","710067703","710067704","710067705","710067702","100","714706771"
"710067803","710000678","710067804","710067801","710067805","710067802","100","714706781"
"710067903","710000679","710067901","710067902","710067904","710067905","100","714706791"
"710068001","710000680","710068004","710068002","710068005","0","100","714706801"
"710068103","710000681","710068104","710068101","710068102","710068105","100","714806811"
"710068203","710000682","710068204","710068201","710068202","710068205","100","714806821"
"710068303","710000683","710068301","710068304","710068302","710068305","100","714806831"
"710068401","710000684","710068402","710068403","710068404","710068405","100","714806841"
"710068503","710000685","710068501","710068504","710068502","710068505","100","714806851"
"710068603","710000686","710068604","710068601","710068602","710068605","100","714806861"
"710068701","710000687","710068703","710068704","710068705","710068702","100","714806871"
"710068803","710000688","710068804","710068801","710068802","710068805","100","714806881"
"710068903","710000689","710068901","710068902","710068904","710068905","100","714806891"
"710069001","710000690","710069002","710069004","710069005","0","100","714806901"
"710069103","710000691","710069104","710069101","710069102","710069105","100","714906911"
"710069203","710000692","710069201","710069204","710069202","710069205","100","714906921"
"710069303","710000693","710069301","710069304","710069302","710069305","100","714906931"
"710069403","710000694","710069401","710069404","710069402","710069405","100","714906941"
"710069503","710000695","710069504","710069501","710069502","710069505","100","714906951"
"710069603","710000696","710069604","710069601","710069602","710069605","100","714906961"
"710069703","710000697","710069704","710069701","710069705","710069702","100","714906971"
"710069803","710000698","710069801","710069804","710069802","710069805","100","714906981"
"710069903","710000699","710069904","710069901","710069902","710069905","100","714906991"
"710070001","710000700","710070004","710070002","710070005","0","100","714907001"
"710070101","710000701","710070102","710070103","710070104","710070105","100","715007011"
"710070203","710000702","710070201","710070202","710070204","710070205","100","715007021"
"710070303","710000703","710070301","710070302","710070304","710070305","100","715007031"
"710070401","710000704","710070403","710070404","710070405","710070402","100","715007041"
"710070503","710000705","710070504","710070501","710070505","710070502","100","715007051"
"710070601","710000706","710070603","710070604","710070602","710070605","100","715007061"
"710070703","710000707","710070701","710070702","710070704","710070705","100","715007071"
"710070801","710000708","710070803","710070802","710070804","710070805","100","715007081"
"710070903","710000709","710070904","710070901","710070902","710070905","100","715007091"
"710071001","710000710","710071004","710071002","710071005","0","100","715007101"
"710071103","710000711","710071101","710071104","710071105","710071102","100","715107111"
"710071204","710000712","710071203","710071201","710071202","710071205","100","715107121"
"710071301","710000713","710071303","710071304","710071302","710071305","100","715107131"
"710071401","710000714","710071402","710071403","710071404","710071405","100","715107141"
"710071501","710000715","710071503","710071502","710071504","710071505","100","715107151"
"710071603","710000716","710071601","710071604","710071602","710071605","100","715107161"
"710071703","710000717","710071704","710071701","710071702","710071705","100","715107171"
"710071801","710000718","710071803","710071802","710071804","710071805","100","715107181"
"710071903","710000719","710071901","710071904","710071905","710071902","100","715107191"
"710072004","710000720","710072001","710072002","710072005","0","100","715107201"
"710072103","710000721","710072101","710072104","710072102","710072105","100","715207211"
"710072203","710000722","710072204","710072201","710072202","710072205","100","715207221"
"710072303","710000723","710072301","710072304","710072305","710072302","100","715207231"
"710072403","710000724","710072401","710072404","710072402","710072405","100","715207241"
"710072503","710000725","710072501","710072504","710072505","710072502","100","715207251"
"710072603","710000726","710072601","710072604","710072602","710072605","100","715207261"
"710072703","710000727","710072704","710072701","710072702","710072705","100","715207271"
"710072803","710000728","710072801","710072804","710072802","710072805","100","715207281"
"710072901","710000729","710072903","710072902","710072904","710072905","100","715207291"
"710073001","710000730","710073004","710073002","710073005","0","100","715207301"
"710073103","710000731","710073101","710073102","710073104","710073105","100","715307311"
"710073201","710000732","710073202","710073203","710073204","710073205","100","715307321"
"710073303","710000733","710073301","710073304","710073302","710073305","100","715307331"
"710073403","710000734","710073401","710073404","710073402","710073405","100","715307341"
"710073501","710000735","710073503","710073502","710073504","710073505","100","715307351"
"710073603","710000736","710073601","710073604","710073605","710073602","100","715307361"
"710073701","710000737","710073703","710073704","710073705","710073702","100","715307371"
"710073803","710000738","710073801","710073804","710073802","710073805","100","715307381"
"710073903","710000739","710073901","710073902","710073904","710073905","100","715307391"
"710074004","710000740","710074001","710074002","710074005","0","100","715307401"
"710074101","710000741","710074103","710074104","710074105","710074102","100","715407411"
"710074203","710000742","710074204","710074205","710074201","710074202","100","715407421"
"710074303","710000743","710074304","710074301","710074305","710074302","100","715407431"
"710074403","710000744","710074401","710074404","710074405","710074402","100","715407441"
"710074501","710000745","710074503","710074502","710074504","710074505","100","715407451"
"710074601","710000746","710074603","710074604","710074602","710074605","100","715407461"
"710074703","710000747","710074701","710074702","710074704","710074705","100","715407471"
"710074803","710000748","710074801","710074802","710074804","710074805","100","715407481"
"710074903","710000749","710074904","710074901","710074902","710074905","100","715407491"
"710075004","710000750","710075001","710075002","710075005","0","100","715407501"
"720007003","720000001","720007004","720007001","720007005","720007002","100","720100701"
"720011003","720000002","720011004","720011001","720011005","720011002","100","720201101"
"720013003","720000003","720013004","720013001","720013005","720013002","100","720301301"
"720015001","720000004","720015002","720015003","720015004","720015005","100","720401501"
"720017001","720000005","720017002","720017003","720017004","720017005","100","720501701"
"720019001","720000006","720019002","720019004","720019003","720019005","100","720601901"
"720021001","720000007","720021002","720021003","720021004","720021005","100","720702101"
"720023002","720000008","720023003","720023001","720023004","0","100","720802301"
"720025001","720000009","720025002","720025003","720025004","0","100","720902501"
"720027001","720000010","720027002","720027003","720027004","720027005","100","721002701"
"720029001","720000011","720029002","720029003","720029004","720029005","100","721102901"
"720031001","720000012","720031003","720031002","720031004","720031005","100","721203101"
"720033001","720000013","720033002","720033003","720033004","720033005","100","721303301"
"720035001","720000014","720035002","720035004","720035003","720035005","100","721403501"
"720036001","720000015","720036002","720036004","720036003","720036005","100","721503601"
"720037001","720000016","720037002","720037004","720037003","720037005","100","721603701"
"720038001","720000017","720038002","720038004","720038003","720038005","100","721703801"
"720039001","720000018","720039002","720039004","720039003","720039005","100","721803901"
"720040001","720000019","720040002","720040004","720040003","720040005","100","721904001"
"720041001","720000020","720041002","720041004","720041003","720041005","100","722004101"
"720042001","720000021","720042002","720042004","720042003","720042005","100","722104201"
"720043001","720000022","720043002","720043004","720043003","720043005","100","722204301"
"720044001","720000023","720044002","720044004","720044003","720044005","100","722304401"
"720045001","720000024","720045002","720045004","720045003","720045005","100","722404501"
"720046001","720000025","720046002","720046004","720046003","720046005","100","722504601"
"720047001","720000026","720047002","720047004","720047003","720047005","100","722604701"
"720048001","720000027","720048002","720048004","720048003","720048005","100","722704801"
"720049001","720000028","720049002","720049004","720049003","720049005","100","722804901"
"720050001","720000029","720050002","720050004","720050003","720050005","100","722905001"
"720051001","720000030","720051002","720051004","720051003","720051005","100","723005101"
"720052001","720000031","720052002","720052004","720052003","720052005","100","723105201"
"720053001","720000032","720053002","720053004","720053003","720053005","100","723205301"
"720054001","720000033","720054002","720054004","720054003","720054005","100","723305401"
"720055001","720000034","720055002","720055004","720055003","720055005","100","723405501"
"720056001","720000035","720056002","720056004","720056003","720056005","100","723505601"
"720057001","720000036","720057002","720057004","720057003","720057005","100","723605701"
"720058001","720000037","720058002","720058004","720058003","720058005","100","723705801"
"720059001","720000038","720059002","720059004","720059005","0","100","723805901"
"720060001","720000039","720060002","720060004","720060005","0","100","723906001"
"720061001","720000040","720061002","720061004","720061005","0","100","724006101"
"720062001","720000041","720062002","720062004","720062005","0","100","724106201"
"720063001","720000042","720063002","720063004","720063005","0","100","724206301"
"720064001","720000043","720064002","720064004","720064005","0","100","724306401"
"720065001","720000044","720065002","720065004","720065005","0","100","724406501"
"720066001","720000045","720066002","720066004","720066005","0","100","724506601"
"720067001","720000046","720067002","720067004","720067005","0","100","724606701"
"720068001","720000047","720068002","720068004","720068005","0","100","724706801"
"720069001","720000048","720069002","720069004","720069005","0","100","724806901"
"720070001","720000049","720070002","720070004","720070005","0","100","724907001"
"720071001","720000050","720071002","720071004","720071005","0","100","725007101"
"720072001","720000051","720072002","720072004","720072005","0","100","725107201"
"720073001","720000052","720073002","720073004","720073005","0","100","725207301"
"720074001","720000053","720074002","720074004","720074005","0","100","725307401"
"720075001","720000054","720075002","720075004","720075005","0","100","725407501"
"730035011","730000001","730035014","730035012","730035015","0","100","731403501"
"730035021","730000002","730035024","730035022","730035025","730035023","100","731403502"
"730035031","730000003","730035032","730035034","730035033","730035035","100","731403503"
"730036015","730000004","730036011","730036014","730036012","0","100","731503601"
"730036021","730000005","730036024","730036022","730036023","730036025","100","731503602"
"730036031","730000006","730036034","730036032","730036033","730036035","100","731503603"
"730037014","730000007","730037011","730037015","730037012","0","100","731603701"
"730037021","730000008","730037022","730037024","730037025","730037023","100","731603702"
"730037034","730000009","730037031","730037032","730037035","730037033","100","731603703"
"730038014","730000010","730038011","730038012","730038015","0","100","731703801"
"730038024","730000011","730038021","730038022","730038025","730038023","100","731703802"
"730038034","730000012","730038031","730038035","730038032","730038033","100","731703803"
"730039014","730000013","730039011","730039012","730039015","0","100","731803901"
"730039024","730000014","730039021","730039022","730039023","730039025","100","731803902"
"730039034","730000015","730039031","730039032","730039035","730039033","100","731803903"
"730040014","730000016","730040015","730040011","730040012","0","100","731904001"
"730040021","730000017","730040024","730040022","730040025","730040023","100","731904002"
"730040031","730000018","730040032","730040034","730040033","730040035","100","731904003"
"730041014","730000019","730041011","730041015","730041012","0","100","732004101"
"730041024","730000020","730041021","730041022","730041023","730041025","100","732004102"
"730041031","730000021","730041034","730041035","730041032","730041033","100","732004103"
"730042014","730000022","730042015","730042011","730042012","0","100","732104201"
"730042024","730000023","730042021","730042022","730042025","730042023","100","732104202"
"730042034","730000024","730042031","730042035","730042032","730042033","100","732104203"
"730043014","730000025","730043011","730043015","730043012","0","100","732204301"
"730043024","730000026","730043021","730043022","730043025","730043023","100","732204302"
"730043034","730000027","730043031","730043032","730043033","730043035","100","732204303"
"730044011","730000028","730044014","730044012","730044015","0","100","732304401"
"730044024","730000029","730044021","730044022","730044025","730044023","100","732304402"
"730044034","730000030","730044031","730044032","730044033","730044035","100","732304403"
"730045014","730000031","730045015","730045011","730045012","0","100","732404501"
"730045024","730000032","730045021","730045022","730045023","730045025","100","732404502"
"730045034","730000033","730045031","730045032","730045035","730045033","100","732404503"
"730046014","730000034","730046011","730046015","730046012","0","100","732504601"
"730046021","730000035","730046022","730046024","730046023","730046025","100","732504602"
"730046034","730000036","730046031","730046032","730046035","730046033","100","732504603"
"730047014","730000037","730047011","730047015","730047012","0","100","732604701"
"730047021","730000038","730047022","730047024","730047025","730047023","100","732604702"
"730047034","730000039","730047031","730047032","730047035","730047033","100","732604703"
"730048014","730000040","730048011","730048012","730048015","0","100","732704801"
"730048024","730000041","730048021","730048022","730048025","730048023","100","732704802"
"730048034","730000042","730048031","730048032","730048035","730048033","100","732704803"
"730049011","730000043","730049014","730049012","730049015","0","100","732804901"
