ae846b222cbd07c2e6cca66c827071bd7a4c9de8241fcdde6020a9f0fc8fb131,5db512b59189972a138371bbae0fce2ba35a3aec4b283d96a02183f0282e961e,9cb21c51c992d502eae0e620d7d99f05594f078b087d1fb31005a17cd97789ef,491d2cefef61f9763f150b267eff0a7cd63d3f520d8d2417f33544389fa74852,50fb73f03914055348a3e195905eb233a2f1e363800d83f4c3ddcb0fb701b756,b571849cc8696021f5a1c7701326ae5d98a4eb71e290cc0d8324e4ff541d90ff,b8c38898c6ed34460e3cce37c74b80e3cbaeed29766a8612119f46164358442d,319bd3979bdf562b2df6f975087e951008c72377b297dcd3c7f91bc30aa7d7fa,c1c02b242056fe3a6e7a2473103deb0c1bc4f56580c323db512d9d3fb7902e86,eecabca0301c7b17d7f3ab6524e9525de22d00d3fa7526f470e38e687c4cb230,69ca6a9a1d47ed0a3d4caabb6a9951d4925e2dcbe8f07934120ea7fd8056196b
"empty","5152063","","63066","3","","1","","1","","0.2"
"doya_in_sad","5152063","0","63067","3","1","0","","132011","doya_talk_sad","0.2"
"vo_rag_5009","5152063","","63068","21","","0","","vo_rag","0",""
"這就是偶像……非常嚴峻。\n話說回來……還有\n其他不同種的體操吧？","5152063","0","63069","11","1","7","0","132011","1","0"
"","5152063","","63070","91","","0","","0","0",""
"doya_talk","5152063","","63071","3","","1","","132011","","0.2"
"vo_rag_5010","5152063","","63072","21","","0","","vo_rag","0",""
"那部分也請務必傳授給我。\n啊啊，我在旁邊看著\n就好了。","5152063","0","63073","11","1","7","0","132011","1","0"
"","5152063","","63074","91","","0","","0","0",""
"doya_idle","5152063","","63075","3","","1","","132011","","0.2"
"sad_talk_anger","5152063","","63076","3","","1","","131711","","0.2"
"vo_rag_5011","5152063","","63077","21","","0","","vo_rag","0",""
"真不愧是「強欲的魔女」。\n即使體力低落到不行，\n但求知慾卻是無限的呢。","5152063","0","63078","11","1","9","0","131711","1","0"
"","5152063","","63079","91","","0","","0","0",""
"doya_to_doya","5152063","0","63080","3","1","0","","132011","doya_idle_normal2","0.2"
"cool_in_joy2","5152063","0","63081","3","1","0","","131711","cool_talk_joy2","0.2"
"se_10058300_emotion_isekai_1","5152063","","63082","23","","0","","se_10058300","",""
"10","5152063","","63083","12","0","0.8","","131711","0",""
"0","5152063","","63084","93","","","","1.5","",""
"sad_idle_surprise1","5152063","","63085","3","","1","","132011","","0.2"
"ames_idol_dance","5152063","","63086","3","","0","","131711","","0.2"
"0","5152063","","63087","93","","","","1.8","",""
"echidna_interest_in","5152063","0","63088","3","1","0","","132011","echidna_interest_talk","0.2"
"se_10058300_emotion_isekai_2","5152063","","63089","23","","0","","se_10058300","",""
"7","5152063","","63090","12","0","2","","132011","0",""
"0","5152063","","63091","93","","","","1.1","",""
"0","5152063","","63092","93","","","","0.5","",""
"","5152063","","63093","101","","","","63094","",""
"bgm_MC173B","5152063","","63094","25","","","","bgm_MC173B","",""
"0","5152063","","63095","22","","","","0","",""
"102611","5152064","1","64001","1","-295","110","idle_normal","1","410","1.55"
"107811","5152064","0","64002","1","-114","105","cool_idle","1","176","1.45"
"102311","5152064","0","64003","1","-179","106","joy_idle_normal","1","12","1.5"
"110311","5152064","0","64004","1","-116","105","idle_normal","1","-177","1.45"
"102111","5152064","0","64005","1","-258","107","wish_idle","1","-226","1.55"
"131911","5152064","0","64006","1","-260","107","idle_normal","1","115","1.55"
"122811","5152064","0","64007","1","-178","106","doya_idle","1","-350","1.5"
"122911","5152064","0","64008","1","-334","108","idle_normal","1","-391","1.6"
"122711","5152064","0","64009","1","-330","108","idle_normal","1","-60","1.6"
"210","5152064","","64010","13","","","","102611","",""
"207","5152064","","64011","13","","","","131911","",""
"205","5152064","","64012","13","","","","110311","",""
"208","5152064","","64013","13","","","","122711","",""
"206","5152064","","64014","13","","","","122811","",""
"208","5152064","","64015","13","","","","122911","",""
"207","5152064","","64016","13","","","","102111","",""
"206","5152064","","64017","13","","","","102311","",""
"205","5152064","","64018","13","","","","107811","",""
"11","5152064","1","64019","5","-295","115","empty","1","410","1.55"
"61","5152064","0","64020","5","-260","131","empty","1","115","1.55"
"62","5152064","0","64021","5","-134","131","empty","1","146","1.55"
"63","5152064","0","64022","5","-295","132","empty","1","410","1.55"
"64","5152064","0","64023","5","-136","132","empty","1","-177","1.55"
"1","5152064","","64024","31","1.3","0","","1","40","1"
"13","5152064","","64025","31","1","385","","13","-235","0"
"2","5152064","","64026","31","1","0","","2","0","0"
"3","5152064","","64027","31","1","0","","3","0","1"
"0","5152064","","64028","91","","","","0","",""
"telop_4","5152064","","64029","37","","","","3","",""
"0","5152064","","64030","102","","0","","0","",""
"0","5152064","","64031","93","","","","1","",""
"sad_talk_dead","5152064","","64032","3","","1","","102611","","0.2"
"vo_rag_3001","5152064","","64033","21","","0","","vo_rag","0",""
"咦咦……騙人，來了一堆人啊……\n這麼早就過來，真是辛苦了啊……","5152064","0","64034","11","1","8","0","102611","1","0"
"","5152064","","64035","91","","0","","0","0",""
"talk_normal_surprise","5152064","","64036","3","","1","","102611","","0.2"
"vo_rag_3002","5152064","","64037","21","","0","","vo_rag","0",""
"雖然我其實並不想做，\n不過要開始做體操囉～","5152064","0","64038","11","1","8","0","102611","1","0"
"","5152064","","64039","91","","0","","0","0",""
"idle_normal","5152064","","64040","3","","1","","102611","","0.2"
"bgm_MC175B","5152064","","64041","25","","","","bgm_MC175B","",""
"1","5152064","","64042","32","","","","2","",""
"vo_rag_3003","5152064","","64043","21","","0","","vo_rag","0",""
"首先是原地跳躍～\n一、二、三……","5152064","0","64044","11","0","9","2.2","102611","1","0"
"","5152064","","64045","93","","0","","3.2","0",""
"gutara_jump3time","5152064","0.2","64046","3","1","0","","11","tired_idle","0.2"
"gutara_jump3time","5152064","0.2","64047","3","1","0","","102611","tired_idle","0.2"
"","5152064","","64048","93","","0","","0.1","0",""
"jump3time","5152064","0.2","64049","3","1","0","","131911","idle_normal","0.2"
"jump3time","5152064","0.2","64050","3","1","0","","122911","idle_normal","0.2"
"jump3time","5152064","0.2","64051","3","1","0","","102311","joy_idle_normal","0.2"
"","5152064","","64052","93","","0","","0.1","0",""
"jump3time","5152064","0.2","64053","3","1","0","","107811","idle_normal","0.2"
"jump3time","5152064","0.2","64054","3","1","0","","110311","idle_normal","0.2"
"jump3time","5152064","0.2","64055","3","1","0","","102111","wish_idle","0.2"
"","5152064","","64056","93","","0","","0.1","0",""
"jump3time","5152064","0.2","64057","3","1","0","","122811","doya_idle","0.2"
"jump3time","5152064","0.2","64058","3","1","0","","122711","idle_normal","0.2"
"0","5152064","","64059","93","","","","2.1","",""
"se_10058300_isekai_breath","5152064","","64060","23","","0","","se_10058300","",""
"0","5152064","","64061","93","","","","1.7","",""
"","5152064","","64062","91","","0","","64044","0",""
"bgm_MC173B","5152064","1","64063","27","0","0.5","","bgm_MC173B","0.5","0"
"out","5152064","","64064","37","","","","2","",""
"vo_rag_3004","5152064","","64065","21","","0","","vo_rag","0",""
"……呼，稍微休息一下吧。","5152064","","64066","11","1","8","0","102611","1","0"
"","5152064","","64067","91","","0","","0","0",""
"talk_normal_shy","5152064","","64068","3","","1","","107811","","0.2"
"vo_rag_3005","5152064","","64069","21","","0","","vo_rag","0",""
"再怎麼說也太快了吧！？","5152064","","64070","11","1","7","0","107811","1","0"
"","5152064","","64071","91","","0","","0","0",""
"idle_normal_shy","5152064","","64072","3","","1","","107811","","0.2"
"0.3","5152064","","64073","24","","","","se_10058300_isekai_breath","",""
"empty","5152064","","64074","3","","1","","11","","0.2"
"talk_normal_joy","5152064","","64075","3","","1","","102611","","0.2"
"vo_rag_3006","5152064","","64076","21","","0","","vo_rag","0",""
"那麼接著就躺下來深呼吸～","5152064","","64077","11","1","7","0","102611","1","0"
"","5152064","","64078","91","","0","","0","0",""
"idle_to_layLongHair","5152064","0","64079","3","1","0","","102611","gutara_sleepy_idle","0.2"
"","5152064","","64080","93","","0","","0.2","0",""
"idle_to_layLongHair","5152064","0","64081","3","1","0","","131911","gutara_breathLongHair_idle","0.2"
"idle_to_layShortHair","5152064","0","64082","3","1","0","","122911","gutara_breathShortHair_idle","0.2"
"idle_to_layShortHair","5152064","0","64083","3","1","0","","102311","gutara_breathShortHair_idle","0.2"
"","5152064","","64084","93","","0","","0.2","0",""
"idle_to_layLongHair","5152064","0","64085","3","1","0","","110311","gutara_breathLongHair_idle","0.2"
"idle_to_layShortHair","5152064","0","64086","3","1","0","","122711","gutara_breathShortHair_idle","0.2"
"idle_to_layLongHair","5152064","0","64087","3","1","0","","107811","gutara_breathLongHair_idle","0.2"
"","5152064","","64088","93","","0","","0.1","0",""
"idle_to_layShortHair","5152064","0","64089","3","1","0","","102111","gutara_breathShortHair_idle","0.2"
"idle_to_layShortHair","5152064","0","64090","3","1","0","","122811","gutara_breathShortHair_idle","0.2"
"105","5152064","","64091","121","2.8","1","","0","1","12"
"","5152064","","64092","93","","0","","2","0",""
"12","5152064","-120","64093","12","0","1.5","","102611","0","50"
"","5152064","","64094","93","","0","","1.5","0",""
"gutara_sleep2_in","5152064","0","64095","3","1","0","","102611","gutara_sleep2_idle","0.2"
"","5152064","","64096","93","","0","","1.5","0",""
"1","5152064","","64097","32","","","","13","",""
"vo_rag_3007","5152064","","64098","21","","0","","vo_rag","0",""
"呼……唔嗯唔嗯……","5152064","-100","64099","11","1","9","0","102611","1","15"
"","5152064","","64100","91","","0","","0","0",""
"se_10058300_gutara_sleep","5152064","","64101","23","","0","","se_10058300","",""
"0","5152064","","64102","4","","","","11","",""
"460","5152064","","64103","2","0","-310","","11","0",""
"gutara_sleep","5152064","","64104","3","","0","","11","",""
"gutara_surprise","5152064","0","64105","3","1","0","","107811","gutara_sleep1_idle","0.2"
"vo_rag_3008","5152064","","64106","21","","0","","vo_rag","0",""
"騙人的吧？睡著了！？\n討厭，連我都變得想睡了……","5152064","-40","64107","11","0","8","1.5","107811","1","-15"
"0","5152064","","64108","93","","","","6.8","",""
"0","5152064","","64109","93","","","","0.5","",""
"se_10058300_gutara_sleep","5152064","","64110","23","","0","","se_10058300","",""
"gutara_sleep2","5152064","","64111","3","","0","","62","",""
"","5152064","","64112","91","","0","","64107","0",""
"gutara_sleep1ShortHair_in","5152064","0","64113","3","1","0","","122911","gutara_sleep1_idle","0.2"
"","5152064","","64114","93","","0","","0.2","0",""
"gutara_sleep1ShortHair_in","5152064","0","64115","3","1","0","","102311","gutara_sleep1_idle","0.2"
"","5152064","","64116","93","","0","","0.2","0",""
"gutara_sleep1ShortHair_in","5152064","0","64117","3","1","0","","122811","gutara_sleep1_idle","0.2"
"","5152064","","64118","93","","0","","1.5","0",""
"gutara_sleepy_in","5152064","0","64119","3","1","0","","110311","gutara_sleep1_idle","0.2"
"vo_rag_3009","5152064","","64120","21","","0","","vo_rag","0",""
"畢竟今天起得早……\n我也……呼啊……","5152064","-110","64121","11","0","8","1.5","110311","1","-40"
"0","5152064","","64122","93","","","","7.4","",""
"se_10058300_gutara_sleep","5152064","","64123","23","","0","","se_10058300","",""
"gutara_sleep","5152064","","64124","3","","0","","64","",""
"","5152064","","64125","91","","0","","64121","0",""
"gutara_sleep1ShortHair_in","5152064","0","64126","3","1","0","","102111","gutara_sleep1_idle","0.2"
"","5152064","","64127","93","","0","","0.2","0",""
"gutara_sleep1ShortHair_in","5152064","0","64128","3","1","0","","122711","gutara_sleep1_idle","0.2"
"","5152064","","64129","93","","0","","4","0",""
"gutara_notice_in","5152064","0","64130","3","1","0","","131911","gutara_notice_talk_shy","0.2"
"vo_rag_3010","5152064","","64131","21","","0","","vo_rag","0",""
"咦，大家都睡著了！？\n太讓人吃驚了。\n得把大家叫醒才行……","5152064","-50","64132","11","1","8","0","131911","1","-15"
"","5152064","","64133","91","","0","","0","0",""
"gutara_notice_to_notice","5152064","0","64134","3","1","0","","131911","gutara_notice_talk_dead","0.2"
"vo_rag_3011","5152064","","64135","21","","0","","vo_rag","0",""
"呼哈……\n咦，這是怎麼回事，\n連我都突然想睡了……呼","5152064","-50","64136","11","1","8","0","131911","1","-15"
"","5152064","","64137","91","","0","","0","0",""
"gutara_notice_out","5152064","0","64138","3","1","0","","131911","gutara_sleep1_idle","0.2"
"","5152064","","64139","93","","0","","0.5","0",""
"se_10058300_gutara_sleep","5152064","","64140","23","","0","","se_10058300","",""
"gutara_sleep","5152064","","64141","3","","0","","61","",""
"","5152064","","64142","93","","0","","1.3","0",""
"se_10058300_gutara_sleep","5152064","","64143","23","","0","","se_10058300","",""
"-205","5152064","","64144","2","0","-305","","64","0",""
"gutara_sleep2","5152064","","64145","3","","0","","64","",""
"","5152064","","64146","93","","0","","1.3","0",""
"se_10058300_gutara_sleep","5152064","","64147","23","","0","","se_10058300","",""
"-300","5152064","","64148","2","0","-190","","62","0",""
"gutara_sleep","5152064","","64149","3","","0","","62","",""
"","5152064","","64150","93","","0","","2","0",""
"0","5152064","","64151","93","","","","0.5","",""
"","5152064","","64152","101","","","","64153","",""
"bgm_MC173B","5152064","","64153","25","","","","bgm_MC173B","",""
"0","5152064","","64154","22","","","","0","",""
"127111","5152065","1","65001","1","-280","109","idle_normal","1","335","1.55"
"132111","5152065","0","65002","1","-179","105","wish_idle_normal","1","-252","1.5"
"4","5152065","0","65003","5","-163","104","doya_idle","4","-74","1.5"
"131911","5152065","0","65004","1","-264","107","idle_normal","1","29","1.55"
"126911","5152065","0","65005","1","-304","109","wish_idle_normal","1","-346","1.55"
"113111","5152065","0","65006","1","-285","108","idle_normal","1","-150","1.55"
"6","5152065","1","65007","5","-280","110","ghost_dokuro_idle","6","1000","1.5"
"1","5152065","0","65008","6","0","1","","6","1","0"
"7","5152065","0","65009","5","-178","106","idle_normal","7","-507","1.5"
"1","5152065","0","65010","6","0","1","","7","1","0"
"209","5152065","","65011","13","","","","127111","",""
"205","5152065","","65012","13","","","","132111","",""
"204","5152065","","65013","13","","","","4","",""
"207","5152065","","65014","13","","","","131911","",""
"209","5152065","","65015","13","","","","126911","",""
"208","5152065","","65016","13","","","","113111","",""
"1","5152065","","65017","31","1.03","0","","1","0","1"
"14","5152065","","65018","31","1","-507","","14","-178","0"
"16","5152065","","65019","31","1.03","0","","16","0","0"
"2","5152065","","65020","31","1","0","","2","0","0"
"3","5152065","","65021","31","1","0","","3","0","1"
"15","5152065","","65022","31","1","1000","","15","-130","0"
"0","5152065","","65023","91","","","","0","",""
"telop_5","5152065","","65024","37","","","","3","",""
"0","5152065","","65025","102","","0","","0","",""
"0","5152065","","65026","93","","","","1","",""
"talk_normal","5152065","","65027","3","","1","","127111","","0.2"
"vo_rag_4001","5152065","","65028","21","","0","","vo_rag","0",""
"我是今天負責\n示範體操的忍。","5152065","0","65029","11","1","5","0","127111","1","0"
"","5152065","","65030","91","","0","","0","0",""
"talk_normal","5152065","","65031","3","","1","","127111","","0.2"
"vo_rag_4002","5152065","","65032","21","","0","","vo_rag","0",""
"那邊的妳也請一起做吧。\n那麼就開始吧。一二、一……","5152065","0","65033","11","1","7","0","127111","1","0"
"","5152065","","65034","91","","0","","0","0",""
"1","5152065","","65035","32","","","","2","",""
"bgm_MC175C","5152065","","65036","25","","","","bgm_MC175C","",""
"0","5152065","","65037","93","","","","0.5","",""
"radio_stretch1_loop","5152065","","65038","3","","1","","127111","","0.3"
"0","5152065","","65039","93","","","","0.1","",""
"radio_stretch1_loop","5152065","","65040","3","","1","","132111","","0.2"
"radio_stretch1_loop","5152065","","65041","3","","1","","4","","0.2"
"radio_stretch1_loop","5152065","","65042","3","","1","","131911","","0.2"
"radio_stretch1_loop","5152065","","65043","3","","1","","126911","","0.2"
"radio_stretch1_loop","5152065","","65044","3","","1","","113111","","0.2"
"radio_stretch1_loop","5152065","","65045","3","","1","","7","","0.2"
"0","5152065","","65046","93","","","","1","",""
"1","5152065","","65047","32","","","","16","",""
"1","5152065","","65048","32","","","","14","",""
"0","5152065","","65049","93","","","","0.7","",""
"0","5152065","","65050","121","2.8","1","","65","1","12"
"0","5152065","","65051","93","","","","1","",""
"1","5152065","0","65052","6","1","1","","7","1","1"
"0","5152065","","65053","93","","","","2.2","",""
"ghost_stretch1_turn","5152065","0","65054","3","1","0","","131911","sad_talkR","0.2"
"vo_rag_4003","5152065","","65055","21","","0","","vo_rag","0",""
"那個，那邊沒有任何人……\n呀啊！","5152065","50","65056","11","0","6","0.5","131911","1","0"
"0","5152065","","65057","93","","","","2.5","",""
"shock_inR","5152065","0","65058","3","1","0","","131911","shock_loopR","0.2"
"0","5152065","","65059","93","","","","2.1","",""
"","5152065","","65060","91","","0","","65056","0",""
"ghost_stretch2_turn","5152065","","65061","3","","0","","131911","","0.2"
"0","5152065","","65062","93","","","","0.4","",""
"radio_stretch2R_loop","5152065","","65063","3","","1","","127111","","0.2"
"0","5152065","","65064","93","","","","0.1","",""
"radio_stretch2_loop","5152065","","65065","3","","1","","132111","","0.2"
"radio_stretch2_loop","5152065","","65066","3","","1","","4","","0.2"
"radio_stretch2_loop_faceBlue","5152065","","65067","3","","1","","131911","","0.2"
"radio_stretch2_loop","5152065","","65068","3","","1","","126911","","0.2"
"radio_stretch2_loop_faceBlue","5152065","","65069","3","","1","","113111","","0.2"
"radio_stretch2_loop","5152065","","65070","3","","1","","7","","0.2"
"vo_rag_4004","5152065","","65071","21","","0","","vo_rag","0",""
"喂、喂喂，饒了我吧……","5152065","50","65072","11","0","7","0.5","113111","1","0"
"0","5152065","","65073","93","","","","6.6","",""
"vo_rag_4005","5152065","","65074","21","","0","","vo_rag","0",""
"沒錯，就是這樣。","5152065","0","65075","11","0","8","0.5","127111","1","0"
"0","5152065","","65076","93","","","","3.4","",""
"spread","5152065","","65077","37","","","","14","",""
"0","5152065","","65078","93","","","","0.3","",""
"radio_stretch1_loop_surprise1","5152065","","65079","3","","1","","127111","","0.2"
"0","5152065","","65080","93","","","","0.1","",""
"radio_stretch1_loop_faceBlue","5152065","","65081","3","","1","","132111","","0.2"
"radio_stretch1_loop","5152065","","65082","3","","1","","4","","0.2"
"radio_stretch1_loop_faceBlue","5152065","","65083","3","","1","","131911","","0.2"
"radio_stretch1_loop","5152065","","65084","3","","1","","126911","","0.2"
"radio_stretch1_loop_faceBlue","5152065","","65085","3","","1","","113111","","0.2"
"radio_stretch1_loop","5152065","","65086","3","","1","","7","","0.2"
"se_10058300_ghost_cold","5152065","","65087","23","","0","","se_10058300","",""
"0","5152065","","65088","93","","","","1","",""
"vo_rag_4006","5152065","","65089","21","","0","","vo_rag","0",""
"呀！姊、姊姊……","5152065","0","65090","11","0","8","0.5","132111","1","0"
"0","5152065","","65091","93","","","","4.6","",""
"vo_rag_4007","5152065","","65092","21","","0","","vo_rag","0",""
"二二、三四……","5152065","0","65093","11","0","8","0.5","127111","1","0"
"0","5152065","","65094","93","","","","3.7","",""
"0","5152065","","65095","93","","","","1.1","",""
"","5152065","","65096","91","","0","","0","0",""
"radio_stretch2R_loop","5152065","","65097","3","","1","","127111","","0.2"
"0","5152065","","65098","93","","","","0.1","",""
"radio_stretch2_loop_faceBlue","5152065","","65099","3","","1","","132111","","0.2"
"radio_stretch2_loop","5152065","","65100","3","","1","","4","","0.2"
"radio_stretch2_loop_faceBlue","5152065","","65101","3","","1","","131911","","0.2"
"radio_stretch2_loop","5152065","","65102","3","","1","","126911","","0.2"
"radio_stretch2_loop_faceBlue","5152065","","65103","3","","1","","113111","","0.2"
"radio_stretch2_loop","5152065","","65104","3","","1","","7","","0.2"
"vo_rag_4008","5152065","","65105","21","","0","","vo_rag","0",""
"是風。\n絕對是風造成的。\n集中精神在體操上，雷姆。","5152065","0","65106","11","0","8","0.5","4","1","0"
"0","5152065","","65107","93","","","","5.1","",""
"0","5152065","","65108","93","","","","0","",""
"1","5152065","","65109","32","","","","15","",""
"197","5152065","","65110","33","11","-130","","15","0.8",""
"197","5152065","","65111","2","11","-280","","6","0.8",""
"se_10058300_ghost_soul","5152065","","65112","23","","0","","se_10058300","",""
"0","5152065","","65113","93","","","","0.5","",""
"shock_jump","5152065","0","65114","3","1","0","","131911","escape","0.2"
"shock_jump","5152065","0","65115","3","1","0","","113111","escape","0.2"
"vo_rag_4010","5152065","","65116","21","","0","","vo_rag","0",""
"呀啊啊啊──！","5152065","80","65117","11","0","20","0.8","131911","0","20"
"vo_rag_4011","5152065","","65118","21","","1","","vo_rag","0",""
"咿、咿咿咿咿──！？","5152065","80","65119","11","0","18","0","113111","0","-20"
"0","5152065","","65120","93","","","","0.3","",""
"0","5152065","","65121","4","","","","6","",""
"0","5152065","","65122","93","","","","0.7","",""
"-1050","5152065","","65123","2","0","-264","","131911","2",""
"-1229","5152065","","65124","2","0","-285","","113111","2",""
"out","5152065","","65125","37","","","","2","",""
"out","5152065","","65126","37","","","","16","",""
"out","5152065","","65127","37","","","","14","",""
"bgm_MC173B","5152065","1","65128","27","0","0.5","","bgm_MC173B","0.5","0"
"idle_normal","5152065","","65129","3","","1","","7","","0.2"
"1","5152065","0","65130","6","0","1","","7","1","1.2"
"sad_idle_normal","5152065","","65131","3","","1","","127111","","0.2"
"0","5152065","","65132","93","","","","0.1","",""
"idle_normal_surprise1","5152065","","65133","3","","1","","132111","","0.2"
"idle_normal_surprise1","5152065","","65134","3","","1","","4","","0.2"
"idle_normal","5152065","","65135","3","","1","","126911","","0.2"
"0","5152065","","65136","93","","","","0.1","",""
"1","5152065","0","65137","6","1","1","","6","1","1"
"0","5152065","","65138","93","","","","2","",""
"vo_rag_4009","5152065","","65139","21","","0","","vo_rag","0",""
"喂──忍……\n我可找到妳了。","5152065","20","65140","11","1","8","0","6","1","0"
"","5152065","","65141","91","","","","0","",""
"sad_talk_talk2","5152065","","65142","3","","1","","127111","","0.2"
"ghost_dokuro_turn","5152065","0","65143","3","1","0","","6","ghost_dokuro_idleR","0.2"
"vo_rag_4012","5152065","","65144","21","","0","","vo_rag","0",""
"那麼，大家打起精神，\n繼續做體操吧。","5152065","0","65145","11","1","8","0","127111","1","0"
"","5152065","","65146","91","","0","","65145","0",""
"radio_stretch1_loop_surprise1","5152065","","65147","3","","1","","127111","","0.2"
"0","5152065","","65148","93","","","","0.1","",""
"radio_stretch1_loop","5152065","","65149","3","","1","","132111","","0.2"
"radio_stretch1_loop","5152065","","65150","3","","1","","4","","0.2"
"radio_stretch1_loop","5152065","","65151","3","","1","","126911","","0.2"
"0","5152065","","65152","93","","","","2.5","",""
"0","5152065","","65153","93","","","","0.5","",""
"","5152065","","65154","101","","","","65155","",""
"bgm_MC173B","5152065","","65155","25","","","","bgm_MC173B","",""
"0","5152065","","65156","22","","","","0","",""
"0","5152065","","65157","22","","","","1","",""
"131911","5152066","0","66001","1","-259","108","idle_normal","1","-151","1.55"
"132111","5152066","0","66002","1","-295","110","wish_idle_normal","1","-460","1.55"
"4","5152066","0","66003","5","-277","109","doya_idle","4","-305","1.55"
"107511","5152066","1","66004","1","-258","105","idle_normal","1","89","1.55"
"107611","5152066","1","66005","1","-297","107","wish_idle_normal","1","407","1.55"
"107811","5152066","1","66006","1","-278","106","cool_idle","1","245","1.55"
"126911","5152066","1","66007","1","-142","103","wish_idle_normal","1","329","1.45"
"110311","5152066","1","66008","1","-158","104","idle_normal","1","479","1.45"
"113511","5152066","1","66009","1","-132","102","sad_idle_normal","1","178","1.45"
"5","5152066","0","66010","5","-259","107","empty","5","-151","1.55"
"2","5152066","0","66011","5","120","210","empty","2","15","0.75"
"208","5152066","","66012","13","","","","131911","",""
"210","5152066","","66013","13","","","","132111","",""
"209","5152066","","66014","13","","","","4","",""
"205","5152066","","66015","13","","","","107511","",""
"207","5152066","","66016","13","","","","107611","",""
"206","5152066","","66017","13","","","","107811","",""
"203","5152066","","66018","13","","","","126911","",""
"204","5152066","","66019","13","","","","110311","",""
"202","5152066","","66020","13","","","","113511","",""
"1","5152066","","66021","31","1","0","","1","0","1"
"4","5152066","","66022","31","1","0","","4","0","0"
"2","5152066","","66023","31","1","0","","2","0","0"
"3","5152066","","66024","31","1","0","","3","0","1"
"17","5152066","","66025","31","1","0","","17","0","0"
"0","5152066","","66026","91","","","","0","",""
"telop_6","5152066","","66027","37","","","","3","",""
"0","5152066","","66028","102","","0","","0","",""
"0","5152066","","66029","93","","","","1","",""
"talk_normal_joy","5152066","","66030","3","","1","","131911","","0.2"
"vo_rag_1001","5152066","","66031","21","","0","","vo_rag","0",""
"那麼各位，\n廣播體操要開始囉！","5152066","5","66032","11","1","6","0","131911","1","-10"
"","5152066","","66033","91","","0","","66032","0",""
"idle_normal_joy","5152066","","66034","3","","1","","131911","","0.2"
"gutsB_in","5152066","0","66035","3","1","0","","132111","gutsB_idle","0.2"
"cool_in_talk2","5152066","0","66036","3","1","0","","4","cool_talk_talk2","0.2"
"handsup_in","5152066","0","66037","3","1","0","","107511","handsup_loop","0.2"
"wish_talk","5152066","","66038","3","","1","","107611","","0.2"
"wish2_idle","5152066","","66039","3","","1","","126911","","0.2"
"joy_idle","5152066","","66040","3","","1","","110311","","0.2"
"doya_in","5152066","0","66041","3","1","0","","107811","doya_idle_normal2","0.2"
"wish_talk_joy_shy","5152066","","66042","3","","1","","113511","","0.2"
"","5152066","","66043","93","","0","","2.5","0",""
"bgm_MC175A","5152066","","66044","25","","","","bgm_MC175A","",""
"1","5152066","","66045","32","","","","2","",""
"wish_idle_normal","5152066","","66046","3","","1","","132111","","0.2"
"doya_idle","5152066","","66047","3","","1","","4","","0.2"
"idle_normal","5152066","","66048","3","","1","","107511","","0.2"
"wish_idle_normal","5152066","","66049","3","","1","","107611","","0.2"
"cool_idle","5152066","","66050","3","","1","","126911","","0.2"
"wish_idle_normal","5152066","","66051","3","","1","","110311","","0.2"
"idle_normal","5152066","","66052","3","","1","","107811","","0.2"
"sad_idle_normal","5152066","","66053","3","","1","","113511","","0.2"
"vo_rag_1002","5152066","","66054","21","","0","","vo_rag","0",""
"首先先蹦蹦地跳起來，\n放鬆全身。","5152066","5","66055","11","0","4","0.5","131911","1","-10"
"0","5152066","","66056","93","","","","0.5","",""
"radio_jump_loop_normal2","5152066","","66057","3","","1","","131911","","0.2"
"","5152066","","66058","93","","0","","1.6","0",""
"radio_jump_loop","5152066","","66059","3","","1","","132111","","0.2"
"radio_jump_loop_talk2","5152066","","66060","3","","1","","4","","0.2"
"","5152066","","66061","93","","0","","0.1","0",""
"radio_jump_loop","5152066","","66062","3","","1","","107511","","0.2"
"radio_jump_loop","5152066","","66063","3","","1","","107611","","0.2"
"radio_jump_loop","5152066","","66064","3","","1","","126911","","0.2"
"radio_jump_loop","5152066","","66065","3","","1","","110311","","0.2"
"radio_jump_loop","5152066","","66066","3","","1","","107811","","0.2"
"radio_jump_loop","5152066","","66067","3","","1","","113511","","0.2"
"0","5152066","","66068","93","","","","3","",""
"","5152066","","66069","91","","0","","66055","0",""
"vo_rag_1003","5152066","","66070","21","","0","","vo_rag","0",""
"即便只是跳躍\n也意外地累人呢。","5152066","5","66071","11","0","7","0.5","4","1","-10"
"0","5152066","","66072","93","","","","3.2","",""
"","5152066","","66073","91","","0","","66071","0",""
"0","5152066","","66074","93","","","","1.5","",""
"idle_normal","5152066","","66075","3","","1","","131911","","0.3"
"wish_talk","5152066","","66076","3","","1","","132111","","0.3"
"cool_idle","5152066","","66077","3","","1","","4","","0.3"
"0","5152066","","66078","93","","","","0.1","",""
"idle_normal","5152066","","66079","3","","1","","107511","","0.3"
"wish_idle","5152066","","66080","3","","1","","107611","","0.3"
"wish_idle_normal","5152066","","66081","3","","1","","126911","","0.3"
"idle_normal","5152066","","66082","3","","1","","110311","","0.3"
"cool_idle","5152066","","66083","3","","1","","107811","","0.3"
"sad_idle_normal","5152066","","66084","3","","1","","113511","","0.3"
"vo_rag_1004","5152066","","66085","21","","0","","vo_rag","0",""
