9bd4f1730fdaa08980990ab97cf1d01407aa1a12dfe76bc8b049674b4215d2c7,80251b073b8c2e0927283a9a3a1b29782667aeade3c0f83c4159fb9c312c0336,7f123b6ad968ce9bc50d7488952afdb880f292eb6560795026587ba768823fc9,0369ea0e9dab59823d211601a0b2001999e35744c14b54895d62be6f5f9e8124,f8800210b1bbf68950c344485881c9cc5a1b81488900ecea24260ff37bd1c11d,30ab9c4db48aa48c62455de6b6382306885979bfa2218e91e197537999621105,5c659bd773993cf3d819a17e7ebc832b492fab511386b1de51e59b16c0103eae,c6731fa300ead48e2aaabef576edb3f09bfd6818a88e0a5865bb1503e0a35ed9,29a5d732cc035abe2e09ce781690f020fb10e679ed599f4b9f6e1efb1658388d,7ab75dedb27811f988eef62371dd56288901e36d2b88b300f499aae240126fb4,5c96ec7fe8e1c8220e17058897bc0c2fa5cd0d91f23109b38d5b01a19b30aa1a
"0.2","3","7009","1","","","","7","psy_fairy_idle","","1"
"0.2","3","7010","1","","","","7","psy_miyako_talk3","","119931"
"","21","7011","0","","","","7","vo_minigame_1008_drama_0702","0","vo_minigame_1008"
"0","11","7012","5","1","0","0","7","吵死了！別來妨礙人家！\n宮子正在思考究極的布丁，\n很忙的喲！","1","119931"
"","93","7013","","","","","7","1","","3"
"0.2","3","7014","0","","0","1","7","psy_miyako_arm_crossed_in","psy_miyako_arm_crossed_loop","119931"
"","91","7015","","","","","7","","","7012"
"","22","7016","","","","","7","0","","0"
"0.2","3","7017","1","","","","7","psy_fairy_talk","","1"
"","21","7018","0","","","","7","vo_minigame_1008_drama_9903","0","vo_minigame_1008"
"0","11","7019","4","0.5","0","0","7","啾～啾～！","1","1"
"","91","7020","","","","","7","","","0"
"0.2","3","7021","1","","","","7","psy_fairy_idle","","1"
"0.2","3","7022","1","","","","7","psy_miyako_anger2","","119931"
"","21","7023","0","","","","7","vo_minigame_1008_drama_0704","0","vo_minigame_1008"
"0","11","7024","5","0.5","0","0","7","就算你這麼說，人家也不管喲！","1","119931"
"","91","7025","","","","","7","","","0"
"","22","7026","","","","","7","0","","0"
"0.2","3","7027","1","","","","7","psy_miyako_thinking3","","119931"
"","21","7028","0","","","","7","vo_minigame_1008_drama_0705","0","vo_minigame_1008"
"0","11","7029","3","0.5","0","0","7","嗯～～\n不過，好像可以嘗試看看。\n因為宮子很溫柔\n才聽你的意見的喲！","1","119931"
"","93","7030","","","","","7","1","","5"
"0.2","3","7031","0","","0","1","7","psy_miyako_doya_in","psy_miyako_doya_loop","119931"
"","91","7032","","","","","7","","","7029"
"","22","7033","","","","","7","0","","0"
"","93","7034","","","","","7","","","1"
"","91","7035","","","","","7","","","0"
"1.7","1","8001","100","psy_miyako_start","0","-200","8","119931","-300","1"
"1.7","1","8002","100","psy_walk2","1","-210","8","100411","225","1"
"1.7","1","8003","105","psy_walk3","1","-220","8","103631","480","1"
"1.7","1","8004","110","psy_walk_glad","1","-235","8","102011","340","1"
"1","31","8005","0","","","1","8","11","0","1"
"1.7","5","8006","101","psy_smoke_start","0","-200","8","1","-300","1"
"","2","8007","-210","","","0","8","110","2","100411"
"","2","8008","-220","","","0","8","365","2.2","103631"
"","2","8009","-235","","","0","8","225","2.3","102011"
"","93","8010","","","","","8","","","2"
"0.2","3","8011","1","","","","8","psy_idle_normal","","100411"
"","93","8012","","","","","8","","","0.2"
"0.2","3","8013","1","","","","8","psy_idle_normal","","103631"
"","93","8014","","","","","8","","","0.1"
"0.2","3","8015","1","","","","8","psy_talk_joy1","","102011"
"","21","8016","0","","","","8","vo_minigame_1008_drama_0806","0","vo_minigame_1008"
"0","11","8017","5","0.5","0","0","8","哥哥，我們來玩了～\n咦～？沒人在嗎？","1","102011"
"","91","8018","","","","","8","","","0"
"0.2","3","8019","1","","","","8","psy_idle_joy1","","102011"
"0","3","8020","0","","0.2","1","8","psy_miyako_appear","psy_miyako_talk1","119931"
"0","3","8021","0","","0","0","8","psy_smoke_appear","psy_smoke_start","1"
"","21","8022","0","","","","8","vo_minigame_1008_drama_0801","0","vo_minigame_1008"
"0","11","8023","4","0.5","0","0","8","嗯？妳們找他幹嘛？","1","119931"
"","91","8024","","","","","8","","","0"
"","22","8025","","","","","8","0","","0"
"0.2","3","8026","1","","","","8","psy_miyako_idle","","119931"
"0.2","3","8027","1","","","","8","psy_talk_surprise2","","103631"
"","21","8028","0","","","","8","vo_minigame_1008_drama_0807","0","vo_minigame_1008"
"0","11","8029","6","0.5","0","0","8","呀～！？幽靈！！","1","103631"
"","91","8030","","","","","8","","","0"
"0.2","3","8031","1","","","","8","psy_idle_surprise2","","103631"
"0.2","3","8032","1","","","","8","psy_talk_joy2","","100411"
"","21","8033","0","","","","8","vo_minigame_1008_drama_0808","0","vo_minigame_1008"
"0","11","8034","6","0.5","0","0","8","好厲害～！\n是哥哥設下的惡作劇嗎？\n哥哥，不要躲了，趕快出來～","1","100411"
"","91","8035","","","","","8","","","0"
"0.2","3","8036","1","","","","8","psy_idle_joy2","","100411"
"0.2","3","8037","1","","","","8","psy_miyako_panic2","","119931"
"","21","8038","0","","","","8","vo_minigame_1008_drama_0802","0","vo_minigame_1008"
"0","11","8039","5","1","0","0","8","宮子才不惡作劇喲，\n是幽靈喲。\n然後那傢伙現在不在喲。","1","119931"
"","93","8040","","","","","8","1","","3"
"0.2","3","8041","1","","","","8","psy_miyako_talk2","","119931"
"","91","8042","","","","","8","","","8039"
"","22","8043","","","","","8","0","","0"
"0.2","3","8044","1","","","","8","psy_miyako_idle","","119931"
"0.2","3","8045","1","","","","8","psy_talk_wish","","100411"
"","21","8046","0","","","","8","vo_minigame_1008_drama_0809","0","vo_minigame_1008"
"0","11","8047","6","0.5","0","0","8","不在嗎？\n那就趁現在來惡作劇……","1","100411"
"","91","8048","","","","","8","","","0"
"0.2","3","8049","1","","","","8","psy_idle_wish","","100411"
"0.2","3","8050","1","","","","8","psy_talk_anger","","103631"
"","21","8051","0","","","","8","vo_minigame_1008_drama_0810","0","vo_minigame_1008"
"0","11","8052","6","0.5","0","0","8","不能在店裡惡作劇吧！\n話說為什麼禊一點都不害怕？\n幽靈出現了唷？","1","103631"
"","91","8053","","","","","8","","","0"
"0.2","3","8054","1","","","","8","psy_idle_anger","","103631"
"0.2","3","8055","1","","","","8","psy_talk_normal","","100411"
"","4","8056","","","","","8","0","","100411"
"","21","8057","0","","","","8","vo_minigame_1008_drama_0811","0","vo_minigame_1008"
"0","11","8058","6","0.5","0","0","8","因為她就像哥哥的朋友嘛，\n而且一點都不可怕。","1","100411"
"","91","8059","","","","","8","","","0"
"","4","8060","","","","","8","1","","100411"
"0.2","3","8061","1","","","","8","psy_idle_normal","","100411"
"0.2","3","8062","1","","","","8","psy_talk_joy1","","102011"
"","21","8063","0","","","","8","vo_minigame_1008_drama_0812","0","vo_minigame_1008"
"0","11","8064","5","0.5","0","0","8","到哥哥回來之前\n一起玩吧～","1","102011"
"","91","8065","","","","","8","","","0"
"0.2","3","8066","1","","","","8","psy_idle_joy1","","102011"
"0.2","3","8067","1","","","","8","psy_miyako_anger3","","119931"
"","21","8068","0","","","","8","vo_minigame_1008_drama_0803","0","vo_minigame_1008"
"0","11","8069","4","0.5","0","0","8","不玩。\n宮子要做布丁，很忙的！","1","119931"
"","91","8070","","","","","8","","","0"
"","22","8071","","","","","8","0","","0"
"0.2","3","8072","1","","","","8","psy_miyako_idle_anger","","119931"
"0.2","3","8073","1","","","","8","psy_talk_joy2","","102011"
"","21","8074","0","","","","8","vo_minigame_1008_drama_0813","0","vo_minigame_1008"
"0","11","8075","7","0.5","0","0","8","做布丁？哇，感覺很好玩～\n美美也可以一起做嗎？","1","102011"
"","91","8076","","","","","8","","","0"
"0.2","3","8077","1","","","","8","psy_idle_joy2","","102011"
"0.2","3","8078","0","","0","1","8","psy_miyako_doya_in","psy_miyako_doya_loop","119931"
"","21","8079","0","","","","8","vo_minigame_1008_drama_0804","0","vo_minigame_1008"
"0","11","8080","5","0.5","0","0","8","如果會聽宮子的話，\n讓妳們幫忙也可以喲。","1","119931"
"","91","8081","","","","","8","","","0"
"","22","8082","","","","","8","0","","0"
"0.2","3","8083","1","","","","8","psy_miyako_doya_idle","","119931"
"0.2","3","8084","0","","0.4","1","8","psy_jump","psy_idle_joy1","102011"
"","21","8085","0","","","","8","vo_minigame_1008_drama_0814","0","vo_minigame_1008"
"0","11","8086","6","0.5","0","0","8","哇～！太好了～！","1","102011"
"","91","8087","","","","","8","","","0"
"0.2","3","8088","1","","","","8","psy_talk_joy2","","100411"
"","21","8089","0","","","","8","vo_minigame_1008_drama_0815","0","vo_minigame_1008"
"0","11","8090","5","0.5","0","0","8","來做對哥哥惡作劇用的\n布丁吧～！","1","100411"
"","91","8091","","","","","8","","","0"
"0.2","3","8092","1","","","","8","psy_idle_joy2","","100411"
"0.2","3","8093","1","","","","8","psy_talk_sad","","103631"
"","21","8094","0","","","","8","vo_minigame_1008_drama_0816","0","vo_minigame_1008"
"0","11","8095","8","0.5","0","0","8","怎、怎麼這樣……\n竟然要與幽靈一起做布丁……","1","103631"
"","91","8096","","","","","8","","","0"
"0.2","3","8097","1","","","","8","psy_idle_sad","","103631"
"0.2","3","8098","1","","","","8","psy_talk_normal","","100411"
"","4","8099","","","","","8","0","","100411"
"","4","8100","","","","","8","0","","102011"
"","21","8101","0","","","","8","vo_minigame_1008_drama_0817","0","vo_minigame_1008"
"0","11","8102","4","0.5","0","0","8","鏡華不做嗎？","1","100411"
"","91","8103","","","","","8","","","0"
"0.2","3","8104","1","","","","8","psy_idle_normal","","100411"
"0.2","3","8105","1","","","","8","psy_talk_joy2","","102011"
"","21","8106","0","","","","8","vo_minigame_1008_drama_0818","0","vo_minigame_1008"
"0","11","8107","5","0.5","0","0","8","美美想跟鏡華\n一起做布丁呢～","1","102011"
"","91","8108","","","","","8","","","0"
"0.2","3","8109","1","","","","8","psy_idle_joy2","","102011"
"0.2","3","8110","1","","","","8","psy_talk_sad","","103631"
"","21","8111","0","","","","8","vo_minigame_1008_drama_0819","0","vo_minigame_1008"
"0","11","8112","6","0.5","0","0","8","嗚嗚……知道了啦，\n我也一起做。","1","103631"
"","91","8113","","","","","8","","","0"
"0.2","3","8114","1","","","","8","psy_idle_sad","","103631"
"0.2","3","8115","1","","","","8","psy_miyako_joy1","","119931"
"","21","8116","0","","","","8","vo_minigame_1008_drama_0805","0","vo_minigame_1008"
"0","11","8117","5","0.5","0","0","8","太好了！\n一口氣增加了三個手下喲！","1","119931"
"","91","8118","","","","","8","","","0"
"","22","8119","","","","","8","0","","0"
"","93","8120","","","","","8","","","1"
"","91","8121","","","","","8","","","0"
"1.7","1","9001","100","psy_miyako_idle","0","-200","9","119931","-300","1"
"1.7","5","9002","100","psy_idle_normal","1","-220","9","1","185","1"
"1","31","9003","0","","","1","9","11","0","1"
"","93","9004","","","","","9","","","1"
"0.2","3","9005","1","","","","9","psy_miyako_thinking4","","119931"
"","21","9006","0","","","","9","vo_minigame_1008_drama_0901","0","vo_minigame_1008"
"0","11","9007","3","1","0","0","9","嗯……要做出美味的布丁\n還真是難呢。\n宮子的靈感快用完了喲！","1","119931"
"","93","9008","","","","","9","1","","6"
"0.2","3","9009","1","","","","9","psy_miyako_sad2","","119931"
"","91","9010","","","","","9","","","9007"
"","22","9011","","","","","9","0","","0"
"0.2","3","9012","1","","","","9","psy_miyako_talk_joy1","","119931"
"","21","9013","0","","","","9","vo_minigame_1008_drama_0902","0","vo_minigame_1008"
"0","11","9014","4","0.5","0","0","9","你有很多認識的人，\n拿些也許可以成為布丁靈感的\n東西過來吧！","1","119931"
"","93","9015","","","","","9","1","","6"
"0.2","3","9016","0","","0","1","9","psy_miyako_guts2_in","psy_miyako_guts2_loop","119931"
"","91","9017","","","","","9","","","9014"
"","22","9018","","","","","9","0","","0"
"0","12","9019","1","0","0","0","9","11","0","1"
"0.2","3","9020","0","","0","1","9","psy_talk_guts2","psy_idle_guts2","1"
"","93","9021","","","","","9","","","2"
"","4","9022","","","","","9","0","","1"
"0.2","3","9023","1","","","","9","psy_run","","1"
"","2","9024","-220","","","0","9","1000","3","1"
"","93","9025","","","","","9","","","4"
"","4","9026","","","","","9","1","","1"
"0.2","3","9027","1","","","","9","psy_item01_run","","1"
"","2","9028","-220","","","0","9","185","3","1"
"","93","9029","","","","","9","","","3"
"0.2","3","9030","0","","0","1","9","psy_item01_up","psy_item01_up_loop","1"
"","93","9031","","","","","9","","","0.5"
"","103","9032","0","","","","9","9033","","我拿手銬和鞭子來了。"
"0.2","3","9033","1","","","","9","psy_miyako_anger2","","119931"
"","21","9034","0","","","","9","vo_minigame_1008_drama_0903","0","vo_minigame_1008"
"0","11","9035","5","0.5","0","0","9","你、你突然拿什麼東西過來呀！\n你是變態嗎！？\n宮子看錯你了喲！","1","119931"
"","91","9036","","","","","9","","","0"
"","22","9037","","","","","9","0","","0"
"0","12","9038","2","0","0","0","9","10","0","1"
"0.2","3","9039","1","","","","9","psy_item01_up_loop_talk","","1"
"","93","9040","","","","","9","","","3"
"0.2","3","9041","1","","","","9","psy_item01_up_loop","","1"
"0.2","3","9042","1","","","","9","psy_miyako_thinking4","","119931"
"","21","9043","0","","","","9","vo_minigame_1008_drama_0904","0","vo_minigame_1008"
"0","11","9044","4","0.5","0","0","9","…………咦？\n你有認識帶著手銬\n和鞭子的人？\n你真的沒問題嗎？","1","119931"
"","93","9045","","","","","9","1","","6"
"0.2","3","9046","1","","","","9","psy_miyako_talk4","","119931"
"","91","9047","","","","","9","","","9044"
"","22","9048","","","","","9","0","","0"
"","93","9049","","","","","9","","","1"
"","91","9050","","","","","9","","","0"
"1.7","1","10001","100","psy_miyako_idle","0","-200","10","119931","-300","1"
"1.7","5","10002","100","psy_idle_normal","1","-220","10","1","1000","1"
"1","31","10003","0","","","1","10","11","0","1"
"","93","10004","","","","","10","","","2"
"0.2","3","10005","1","","","","10","psy_item02_run","","1"
"","2","10006","-220","","","0","10","185","3","1"
"","93","10007","","","","","10","","","3"
"0.2","3","10008","0","","0","1","10","psy_item02_up","psy_item02_up_loop","1"
"","93","10009","","","","","10","","","0.5"
"","103","10010","0","","","","10","10011","","感覺這個可以給妳靈感唷。"
"0.2","3","10011","1","","","","10","psy_miyako_anger3","","119931"
"","21","10012","0","","","","10","vo_minigame_1008_drama_1001","0","vo_minigame_1008"
"0","11","10013","4","0.5","0","0","10","不准再拿怪東西過來！\n……嗯？樹果？\n你拿了正常的東西過來呢！\n宮子要誇獎你喲！","1","119931"
"","93","10014","","","","","10","1","","4"
"0.2","3","10015","1","","","","10","psy_miyako_talk2","","119931"
"","93","10016","","","","","10","1","","2.5"
"0.2","3","10017","1","","","","10","psy_miyako_talk_joy1","","119931"
"","91","10018","","","","","10","","","10013"
"","22","10019","","","","","10","0","","0"
"0.2","3","10020","1","","","","10","psy_miyako_thinking1","","119931"
"","21","10021","0","","","","10","vo_minigame_1008_drama_1002","0","vo_minigame_1008"
"0","11","10022","5","0.5","0","0","10","不過這是什麼果實來的？\n橡子還認得出來，\n但這個紅色的果實就不認得了。","1","119931"
"","91","10023","","","","","10","","","0"
"","22","10024","","","","","10","0","","0"
"0","12","10025","3","0","0","0","10","6","0","1"
"0.2","3","10026","1","","","","10","psy_item02_up_loop_talk","","1"
"","93","10027","","","","","10","","","3"
"0.2","3","10028","1","","","","10","psy_item02_up_loop","","1"
"0.2","3","10029","1","","","","10","psy_miyako_sad1","","119931"
"","21","10030","0","","","","10","vo_minigame_1008_drama_1003","0","vo_minigame_1008"
"0","11","10031","6","0.5","0","0","10","一吃下去就會噴火的果實？\n為什麼要帶這麼危險的東西過來！\n果然你還是派不上用場～！","1","119931"
"","93","10032","","","","","10","1","","3"
"0.2","3","10033","1","","","","10","psy_miyako_anger2","","119931"
"","91","10034","","","","","10","","","10031"
"","22","10035","","","","","10","0","","0"
"","93","10036","","","","","10","","","1"
"","91","10037","","","","","10","","","0"
"1.7","1","11001","100","psy_miyako_idle","0","-200","11","119931","-300","1"
"1.7","5","11002","100","psy_idle_normal","1","-220","11","1","1000","1"
"1","31","11003","0","","","1","11","11","0","1"
"","93","11004","","","","","11","","","2"
"0.2","3","11005","1","","","","11","psy_item03_run","","1"
"","2","11006","-220","","","0","11","185","3","1"
"","93","11007","","","","","11","","","3"
"0.2","3","11008","0","","0","1","11","psy_item03_up","psy_item03_up_loop","1"
"","93","11009","","","","","11","","","0.5"
"","103","11010","0","","","","11","11011","","感覺這個可以給妳靈感唷。"
"0.2","3","11011","1","","","","11","psy_miyako_talk3","","119931"
"","21","11012","0","","","","11","vo_minigame_1008_drama_1101","0","vo_minigame_1008"
"0","11","11013","5","1","0","0","11","三局定勝負的意思嗎？\n如果這次再不帶正常的東西過來，\n人家就把你變成布丁喲。","1","119931"
"","93","11014","","","","","11","1","","4"
"0.2","3","11015","1","","","","11","psy_miyako_panic3","","119931"
"","91","11016","","","","","11","","","11013"
"","22","11017","","","","","11","0","","0"
"0.2","3","11018","1","","","","11","psy_miyako_thinking1","","119931"
"","21","11019","0","","","","11","vo_minigame_1008_drama_1102","0","vo_minigame_1008"
"0","11","11020","4","0.5","0","0","11","然後呢，你手上拿的紙\n是什麼？\n是美味布丁的食譜嗎？","1","119931"
"","91","11021","","","","","11","","","0"
"","22","11022","","","","","11","0","","0"
"","103","11023","0","","","","11","11024","","劇本和班表"
"0.2","3","11024","1","","","","11","psy_miyako_talk4","","119931"
"","21","11025","0","","","","11","vo_minigame_1008_drama_1103","0","vo_minigame_1008"
"0","11","11026","4","0.5","0","0","11","……在製作布丁上\n完全派不上用場喲。\n宮子不該拜託你的。","1","119931"
"","91","11027","","","","","11","","","0"
"","22","11028","","","","","11","0","","0"
"0.2","3","11029","1","","","","11","psy_miyako_sad1","","119931"
"","21","11030","0","","","","11","vo_minigame_1008_drama_1104","0","vo_minigame_1008"
"0","11","11031","4","0.5","0","0","11","這也跟你認識的人有關係嗎？\n你認識的人\n都是一群怪咖來的！","1","119931"
"","91","11032","","","","","11","","","0"
"","22","11033","","","","","11","0","","0"
"0.2","3","11034","1","","","","11","psy_miyako_talk_joy1","","119931"
"","21","11035","0","","","","11","vo_minigame_1008_drama_1105","0","vo_minigame_1008"
"0","11","11036","5","0.5","0","0","11","不過因為宮子很溫柔，\n就算是你那派不上用場的線索，\n人家也可以做出好吃的布丁喲！\n感恩戴德吧！","1","119931"
"","93","11037","","","","","11","1","","5"
"0.2","3","11038","0","","0","1","11","psy_miyako_doya_in","psy_miyako_doya_loop","119931"
"","91","11039","","","","","11","","","11036"
"","22","11040","","","","","11","0","","0"
"","93","11041","","","","","11","","","1.5"
"","91","11042","","","","","11","","","0"
