85266909c8537c3554e34426ac3617043392f20202e45bb41e0a99f7fbf7ac05,116d5ea5ea445880de6b35b26873bd8a6c056821366d288166f789f4a3193408,78d52cdd3ef12ea62ec679bf9095ffbc05127fc0e7141834f4b96f917035625b,bc7db4bd7d3a9756698656e6865a55c0616b4f0d61a5ac0ccedb60bf5991fbd5,7be111bfb0001cf7092d724ee304f37449837a03b649a034653fbe539c114b2c,ace72ba46386a5e935010300825a09d401e72957fb1d35088d9f37b0905b8406,3bdc8ffb4943e542bcef44e72f72c1d3b9fc68aff1f344c8fe56d576539a5e87,d023f3fc52cff825bc01d1041e48a029b0e2fc85fdb6b8e3b4230776f29caed3,fcd86ad69260a48b22e060c7aa13664ddf34359d15020e48631b341e093852a1,e0d271ec8a77ac72c9c27f0ae724c76967130f047c57e63bbfd9967015182d5f,3d54afdc6f93945df40ef8e6bdfcedb5de393a128f6998fc8576e95df64d4ebc
"3","11","1","0","0","mhp_receive_yuni_in","0.2","","1007405","1007405097","mhp_receive_yuni_loop"
"3","12","1","0","0","mhp_item_EX0001_receive_in","0.2","","1007405","1007405098","mhp_item_EX0001_receive_loop"
"93","0.6","","","","0","","","1007405","1007405099",""
"6","22","1","0","1","1","0.4","","1007405","1007405100","1"
"93","0.4","","","","0","","","1007405","1007405101",""
"3","117531","1","0","0","mhp_handover_out","0.2","","1007405","1007405102","mhp_idle_normal"
"3","21","1","0","0","mhp_handover_out","0.2","","1007405","1007405103","NoItem_idle"
"3","22","1","0","0","mhp_item_EX0001_handover_out","0.2","","1007405","1007405104","NoItem_idle"
"93","0.4","","","","0","","","1007405","1007405105",""
"3","111011","1","0","0","mhp_handover_receive_out","0.2","","1007405","1007405106","mhp_idle_normal"
"3","11","1","0","0","mhp_receive_yuni_out","0.2","","1007405","1007405107","NoItem_idle"
"3","12","1","0","0","mhp_item_EX0001_receive_out","0.2","","1007405","1007405108","NoItem_idle"
"93","2","","","","","","","1007405","1007405109",""
"3","111011","","","1","mhp_talk_joy2","0.2","","1007405","1007405110",""
"21","vo_mhp_1007405","","","0","vo_mhp_1111","","","1007405","1007405111","0"
"11","111011","0","0","7","哇～是和平常一樣的藥水耶～！","0","0.5","1007405","1007405112","1"
"91","0","","","","","","","1007405","1007405113",""
"3","111011","","","1","mhp_idle_joy2","0.2","","1007405","1007405114",""
"3","117531","","","1","mhp_talk_worry","0.2","","1007405","1007405115",""
"21","vo_mhp_1007405","","","0","vo_mhp_1112","","","1007405","1007405116","0"
"11","117531","0","0","5","妳這孩子真的懂嗎……\n我話先說在前頭，這算緊急處置喔？\n因為這樣只是在預支自己的體力喔？","0","0.5","1007405","1007405117","1"
"91","0","","","","","","","1007405","1007405118",""
"3","117531","","","1","mhp_talk_wish2","0.2","","1007405","1007405119",""
"21","vo_mhp_1007405","","","0","vo_mhp_1113","","","1007405","1007405120","0"
"11","117531","0","0","4","舉例來說，\n如果能充滿活力地行動一小時，\n之後就會連本帶利地確實躺平三小時。\n所以妳要小心遵守用藥處方喔？","0","0.5","1007405","1007405121","1"
"91","0","","","","","","","1007405","1007405122",""
"101","1007405213","","","","","","","1007405","1007405123",""
"3","117531","1","0","0","mhp_sit_out","0.2","","1007405","1007405124","mhp_idle_normal"
"93","0.6","","","","0","","","1007405","1007405125",""
"3","111011","1","0","0","mhp_sit_out","0.2","","1007405","1007405126","mhp_idle_normal"
"93","0.2","","","","0","","","1007405","1007405127",""
"3","111011","0","","1","mhp_walk","0.2","","1007405","1007405128",""
"2","111011","0","","-220","35","","","1007405","1007405129","1.5"
"2","31","0","","-220","35","","","1007405","1007405130","1.5"
"2","11","0","","-220","35","","","1007405","1007405131","1.5"
"2","12","0","","-220","35","","","1007405","1007405132","1.5"
"93","0.3","","","","0","","","1007405","1007405133",""
"3","117531","1","0","0","mhp_handover_in","0.2","","1007405","1007405134","mhp_handover_loop"
"6","21","1","0","1","1","0","","1007405","1007405135","1"
"6","22","1","0","1","1","0","","1007405","1007405136","1"
"3","21","1","0","0","mhp_handover_in","0.2","","1007405","1007405137","mhp_handover_loop"
"3","22","1","0","0","mhp_item_EX0002_handover_in","0.2","","1007405","1007405138","mhp_item_EX0002_handover_loop"
"93","1.2","","","","0","","","1007405","1007405139",""
"3","111011","1","0","0","mhp_handover_receive_in","0.2","","1007405","1007405140","mhp_handover_receive_loop"
"6","11","1","0","1","1","0","","1007405","1007405141","1"
"6","12","1","0","1","1","0","","1007405","1007405142","1"
"3","11","1","0","0","mhp_receive_yuni_in","0.2","","1007405","1007405143","mhp_receive_yuni_loop"
"3","12","1","0","0","mhp_item_EX0002_receive_in","0.2","","1007405","1007405144","mhp_item_EX0002_receive_loop"
"93","0.6","","","","0","","","1007405","1007405145",""
"6","22","1","0","1","1","0.4","","1007405","1007405146","1"
"93","0.4","","","","0","","","1007405","1007405147",""
"3","117531","1","0","0","mhp_handover_out","0.2","","1007405","1007405148","mhp_idle_normal"
"3","21","1","0","0","mhp_handover_out","0.2","","1007405","1007405149","NoItem_idle"
"3","22","1","0","0","mhp_item_EX0002_handover_out","0.2","","1007405","1007405150","NoItem_idle"
"93","0.4","","","","0","","","1007405","1007405151",""
"3","111011","1","0","0","mhp_handover_receive_out","0.2","","1007405","1007405152","mhp_idle_normal"
"3","11","1","0","0","mhp_receive_yuni_out","0.2","","1007405","1007405153","NoItem_idle"
"3","12","1","0","0","mhp_item_EX0002_receive_out","0.2","","1007405","1007405154","NoItem_idle"
"93","2","","","","","","","1007405","1007405155",""
"3","111011","","","1","mhp_talk_anger2","0.2","","1007405","1007405156",""
"21","vo_mhp_1007405","","","0","vo_mhp_1114","","","1007405","1007405157","0"
"11","111011","0","0","6","安眠藥水……？\n喂，給我慢著，主治醫師。\n居然讓苦惱於睡太多的患者睡得更多，\n妳這傢伙的腦子是切嚕了嗎？","0","0.5","1007405","1007405158","1"
"91","0","","","","","","","1007405","1007405159",""
"3","111011","","","1","mhp_idle_sad","0.2","","1007405","1007405160",""
"3","117531","","","1","mhp_talk_worry","0.2","","1007405","1007405161",""
"21","vo_mhp_1007405","","","0","vo_mhp_1115","","","1007405","1007405162","0"
"11","117531","0","0","6","如果得到了足夠的睡眠時間，\n卻還是沒有睡夠，原因就是出在睡得太淺。\n所以就反過來提升睡眠的品質吧。","0","0.5","1007405","1007405163","1"
"91","0","","","","","","","1007405","1007405164",""
"101","1007405213","","","","","","","1007405","1007405165",""
"3","117531","1","0","0","mhp_sit_out","0.2","","1007405","1007405166","mhp_idle_normal"
"93","0.6","","","","0","","","1007405","1007405167",""
"3","111011","1","0","0","mhp_sit_out","0.2","","1007405","1007405168","mhp_idle_normal"
"93","0.2","","","","0","","","1007405","1007405169",""
"3","111011","0","","1","mhp_walk","0.2","","1007405","1007405170",""
"2","111011","0","","-220","35","","","1007405","1007405171","1.5"
"2","31","0","","-220","35","","","1007405","1007405172","1.5"
"2","11","0","","-220","35","","","1007405","1007405173","1.5"
"2","12","0","","-220","35","","","1007405","1007405174","1.5"
"93","0.3","","","","0","","","1007405","1007405175",""
"3","117531","1","0","0","mhp_handover_in","0.2","","1007405","1007405176","mhp_handover_loop"
"6","21","1","0","1","1","0","","1007405","1007405177","1"
"6","22","1","0","1","1","0","","1007405","1007405178","1"
"3","21","1","0","0","mhp_handover_in","0.2","","1007405","1007405179","mhp_handover_loop"
"3","22","1","0","0","mhp_item_EX0003_handover_in","0.2","","1007405","1007405180","mhp_item_EX0003_handover_loop"
"93","1.2","","","","0","","","1007405","1007405181",""
"3","111011","1","0","0","mhp_handover_receive_in","0.2","","1007405","1007405182","mhp_handover_receive_loop"
"6","11","1","0","1","1","0","","1007405","1007405183","1"
"6","12","1","0","1","1","0","","1007405","1007405184","1"
"3","11","1","0","0","mhp_receive_yuni_in","0.2","","1007405","1007405185","mhp_receive_yuni_loop"
"3","12","1","0","0","mhp_item_EX0003_receive_in","0.2","","1007405","1007405186","mhp_item_EX0003_receive_loop"
"93","0.6","","","","0","","","1007405","1007405187",""
"6","22","1","0","1","1","0.4","","1007405","1007405188","1"
"93","0.4","","","","0","","","1007405","1007405189",""
"3","117531","1","0","0","mhp_handover_out","0.2","","1007405","1007405190","mhp_idle_normal"
"3","21","1","0","0","mhp_handover_out","0.2","","1007405","1007405191","NoItem_idle"
"3","22","1","0","0","mhp_item_EX0003_handover_out","0.2","","1007405","1007405192","NoItem_idle"
"93","0.4","","","","0","","","1007405","1007405193",""
"3","111011","1","0","0","mhp_handover_receive_out","0.2","","1007405","1007405194","mhp_idle_normal"
"3","11","1","0","0","mhp_receive_yuni_out","0.2","","1007405","1007405195","NoItem_idle"
"3","12","1","0","0","mhp_item_EX0003_receive_out","0.2","","1007405","1007405196","NoItem_idle"
"93","2","","","","0","","","1007405","1007405197",""
"3","117531","","","1","mhp_anna_ahahaStand_loop","0.2","","1007405","1007405198",""
"21","vo_mhp_1007405","","","0","vo_mhp_1116","","","1007405","1007405199","0"
"11","117531","0","0","3","呵～呵呵，妳就把這個喝下去吧！\n這是本藥學王深月開發的萬靈藥！\n能夠發揮出所有妳想要的效果！","0","0.5","1007405","1007405200","1"
"93","2.5","","","","1","","","1007405","1007405201",""
"3","117531","","","1","mhp_talk_joy1","0.2","","1007405","1007405202",""
"91","1007405200","","","","","","","1007405","1007405203",""
"3","117531","","","1","mhp_idle_joy1","0.2","","1007405","1007405204",""
"3","111011","","","1","mhp_talk_surprise2","0.2","","1007405","1007405205",""
"21","vo_mhp_1007405","","","0","vo_mhp_1117","","","1007405","1007405206","0"
"11","111011","0","0","5","真假！深月王好強！","0","0.5","1007405","1007405207","1"
"91","0","","","","0","","","1007405","1007405208",""
"3","111011","","","1","mhp_idle_surprise2","0.2","","1007405","1007405209",""
"3","117531","","","1","mhp_idle_thinking","0.2","","1007405","1007405210",""
"21","vo_mhp_1007405","","","0","vo_mhp_1118","","","1007405","1007405211","0"
"11","117531","0","0","5","（話雖這麼說但那只是虛張聲勢的假藥。\n優妮的病名不是嗜睡症，\n單純是生性懶惰。沒辦法用藥治好的。）","0","0.5","1007405","1007405212","1"
"91","0","","","","","","","1007405","1007405213",""
"3","117531","","","1","mhp_idle_normal","0.2","","1007405","1007405214",""
"3","111011","","","1","mhp_talk_wish","0.2","","1007405","1007405215",""
"21","vo_mhp_1007405","","","0","vo_mhp_1119","","","1007405","1007405216","0"
"11","111011","0","0","6","喔喔，深月老師，感激不盡！\n好，這樣就能免去因為不自覺地\n耍廢發懶而白白浪費的時間了！","","0.5","1007405","1007405217","1"
"91","0","","","","","","","1007405","1007405218",""
"3","111011","","","1","mhp_idle_joy1","0.2","","1007405","1007405219",""
"3","117531","","","1","mhp_talk_sad","0.2","","1007405","1007405220",""
"21","vo_mhp_1007405","","","0","vo_mhp_1120","","","1007405","1007405221","0"
"11","117531","0","0","5","這不好說呢。\n我只能說這全看妳自己。\n我會為妳打氣的，請多保重。","","0.5","1007405","1007405222","1"
"91","0","","","","","","","1007405","1007405223",""
"22","0","","","","0","","","1007405","1007405224",""
"3","117531","","","1","mhp_idle_normal","0.2","","1007405","1007405225",""
"3","111011","0","","1","mhp_walk_glad","0.2","","1007405","1007405226",""
"4","111011","","","","1","","","1007405","1007405227",""
"2","111011","0","","-220","-1000","","","1007405","1007405228","5"
"91","0","","","","","","","1007405","1007405229",""
"1","1","-240","0","100","111011","1.7","mhp_idle_normal","1007406","1007406001","-1000"
"1","1","-220","1","100","117531","1.7","mhp_sit_idle","1007406","1007406002","185"
"1","1","-200","1","100","117631","1.7","mhp_sit_idle","1007406","1007406003","365"
"31","1","0.85","","-240","1","1","","1007406","1007406004","-154"
"31","30","1","","0","130","0","","1007406","1007406005","0"
"31","12","1","","0","112","0","","1007406","1007406006","0"
"5","1","-220","0","110","11","1.7","NoItem","1007406","1007406007","-200"
"5","1","-220","0","105","12","1.7","NoItem","1007406","1007406008","-200"
"5","1","-220","1","110","21","1.7","NoItem","1007406","1007406009","185"
"5","1","-220","1","105","22","1.7","NoItem","1007406","1007406010","185"
"6","11","0","0","1","1","0","","1007406","1007406011","1"
"6","12","0","0","1","1","0","","1007406","1007406012","1"
"6","21","0","0","1","1","0","","1007406","1007406013","1"
"6","22","0","0","1","1","0","","1007406","1007406014","1"
"91","0","","","","","","","1007406","1007406015",""
"3","117531","","","1","mhp_sit_talk_normal","0.2","","1007406","1007406016",""
"21","vo_mhp_1007406","","","0","vo_mhp_1201","","","1007406","1007406017","0"
"11","117531","0","0","5","優妮，請進～","0","0.5","1007406","1007406018","0"
"91","0","","","","","","","1007406","1007406019",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007406","1007406020",""
"3","111011","","","1","mhp_walk","0.2","","1007406","1007406021",""
"2","111011","0","","-220","-200","","","1007406","1007406022","4"
"91","0","","","","","","","1007406","1007406023",""
"3","111011","1","0.2","0","mhp_sit_in_2","0.2","","1007406","1007406024","mhp_sit_idle_2"
"93","1","","","","0","","","1007406","1007406025",""
"3","111011","","","1","mhp_sit_talk_normal","0.2","","1007406","1007406026",""
"21","vo_mhp_1007406","","","0","vo_mhp_1202","","","1007406","1007406027","0"
"11","111011","0","0","6","嗨，深月老師，讓妳久等了啊。\n公會長優妮來了喔。","0","0.5","1007406","1007406028","1"
"91","0","","","","","","","1007406","1007406029",""
"3","111011","","","1","mhp_sit_idle_2","0.2","","1007406","1007406030",""
"3","117531","","","1","mhp_sit_talk_thinking","0.2","","1007406","1007406031",""
"21","vo_mhp_1007406","","","0","vo_mhp_1203","","","1007406","1007406032","0"
"11","117531","0","0","6","我不記得自己有特別在等妳，\n但也沒關係，歡迎來到我的診療室。","0","0.5","1007406","1007406033","1"
"91","0","","","","","","","1007406","1007406034",""
"3","117531","","","1","mhp_sit_talk_normal","0.2","","1007406","1007406035",""
"21","vo_mhp_1007406","","","0","vo_mhp_1204","","","1007406","1007406036","0"
"11","117531","0","0","4","好了，優妮──啊，失禮了，\n妳現在是有學位的啊。\n我該稱呼妳為優妮博士嗎？","0","0.5","1007406","1007406037","1"
"91","0","","","","","","","1007406","1007406038",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007406","1007406039",""
"3","111011","","","1","mhp_sit_talk_thinking2","0.2","","1007406","1007406040",""
"21","vo_mhp_1007406","","","0","vo_mhp_1205","","","1007406","1007406041","0"
"11","111011","0","0","5","不，不必。\n學院為了自己的方便\n硬塞給我的名譽學位無異於暱稱。","0","0.5","1007406","1007406042","1"
"91","0","","","","","","","1007406","1007406043",""
"3","111011","","","1","mhp_sit_idle_2","0.2","","1007406","1007406044",""
"3","117531","","","1","mhp_sit_talk_normal","0.2","","1007406","1007406045",""
"21","vo_mhp_1007406","","","0","vo_mhp_1206","","","1007406","1007406046","0"
"11","117531","0","0","6","呵呵……是叫聖德蕾莎女子學院嗎？\n原本對村子外頭完全沒興趣的妳，\n如今已經是堂堂傳統名校的一分子了啊。","0","0.5","1007406","1007406047","1"
"91","0","","","","","","","1007406","1007406048",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007406","1007406049",""
"3","111011","","","1","mhp_sit_talk_joy1","0.2","","1007406","1007406050",""
"21","vo_mhp_1007406","","","0","vo_mhp_1207","","","1007406","1007406051","0"
"11","111011","0","0","4","那也沒辦法。\n這副脆弱的軀體\n之所以能順利地融入社會，\n全是因為有深月老師的幫助。","0","0.5","1007406","1007406052","1"
"91","0","","","","","","","1007406","1007406053",""
"3","111011","","","1","mhp_sit_talk_worry","0.2","","1007406","1007406054",""
"21","vo_mhp_1007406","","","0","vo_mhp_1208","","","1007406","1007406055","0"
"11","111011","0","0","4","我一直想著總有一天要說出來。\n我非常感謝妳。鞠躬。","0","0.5","1007406","1007406056","1"
"93","5.5","","","","1","","","1007406","1007406057",""
"3","111011","1","0","0","mhp_yuni_pekori","0.2","","1007406","1007406058","mhp_sit_idle_2"
"93","1","","","","0","","","1007406","1007406059",""
"91","1007406056","","","","","","","1007406","1007406060",""
"3","111011","","","1","mhp_sit_idle_2","0.2","","1007406","1007406061",""
"3","117531","","","1","mhp_sit_talk_memory","0.2","","1007406","1007406062",""
"21","vo_mhp_1007406","","","0","vo_mhp_1209","","","1007406","1007406063","0"
"11","117531","0","0","5","討、討厭啦，妳怎麼突然這麼說！\n我只是在做自己的工作而已啊。","0","0.5","1007406","1007406064","1"
"91","0","","","","","","","1007406","1007406065",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007406","1007406066",""
"3","111011","","","1","mhp_sit_talk_sad","0.2","","1007406","1007406067",""
"21","vo_mhp_1007406","","","0","vo_mhp_1210","","","1007406","1007406068","0"
"11","111011","0","0","4","並非如此。\n深月老師總會找個名目關照\n離開村子後孤身一人的我。","0","0.5","1007406","1007406069","1"
"91","0","","","","","","","1007406","1007406070",""
"3","111011","","","1","mhp_sit_talk_wish","0.2","","1007406","1007406071",""
"21","vo_mhp_1007406","","","0","vo_mhp_1211","","","1007406","1007406072","0"
"11","111011","0","0","5","這可能不符合「獨眼惡魔」的作風，\n但我還是想特地說出來。\n我甚至覺得，\n妳是我在蘭德索爾的新家人。","0","0.5","1007406","1007406073","1"
"91","0","","","","","","","1007406","1007406074",""
"3","111011","","","1","mhp_sit_idle_wish","0.2","","1007406","1007406075",""
"3","117531","","","1","mhp_sit_talk_sad","0.2","","1007406","1007406076",""
"21","vo_mhp_1007406","","","0","vo_mhp_1212","","","1007406","1007406077","0"
"11","117531","0","0","5","優妮……","0","0.5","1007406","1007406078","1"
"91","0","","","","","","","1007406","1007406079",""
"3","117531","","","1","mhp_sit_idle_sad","0.2","","1007406","1007406080",""
"3","111011","","","1","mhp_sit_talk_thinking2","0.2","","1007406","1007406081",""
"21","vo_mhp_1007406","","","0","vo_mhp_1213","","","1007406","1007406082","0"
"11","111011","0","0","4","講白一點，就是母親。","0","1","1007406","1007406083","1"
"91","0","","","","","","","1007406","1007406084",""
"3","111011","","","1","mhp_sit_idle_thinking2","0.2","","1007406","1007406085",""
"3","117531","","","1","mhp_sit_talk_wish2","0.2","","1007406","1007406086",""
"21","vo_mhp_1007406","","","0","vo_mhp_1214","","","1007406","1007406087","0"
"11","117531","0","0","6","優……妮……？","0","0.5","1007406","1007406088","1"
"91","0","","","","","","","1007406","1007406089",""
"3","117531","","","1","mhp_sit_idle_wish2","0.2","","1007406","1007406090",""
"3","111011","","","1","mhp_sit_talk_normal","0.2","","1007406","1007406091",""
"21","vo_mhp_1007406","","","0","vo_mhp_1215","","","1007406","1007406092","0"
"11","111011","0","0","5","所以我有件事情要找妳商量，\n以後我就叫妳媽媽，\n這樣如何呢？","0","0.5","1007406","1007406093","1"
"91","0","","","","","","","1007406","1007406094",""
"3","111011","","","1","mhp_sit_idle_wish","0.2","","1007406","1007406095",""
"3","117531","","","1","mhp_sit_talk_anger2","0.2","","1007406","1007406096",""
"21","vo_mhp_1007406","","","0","vo_mhp_1216","","","1007406","1007406097","0"
"11","117531","0","0","5","什、什麼如何不如何的！？\n我說妳啊，\n至少叫我姐姐吧！","0","0.5","1007406","1007406098","1"
"91","0","","","","","","","1007406","1007406099",""
"3","117531","","","1","mhp_sit_idle_anger2","0.2","","1007406","1007406100",""
"3","111011","","","1","mhp_sit_talk_memory","0.2","","1007406","1007406101",""
"21","vo_mhp_1007406","","","0","vo_mhp_1217","","","1007406","1007406102","0"
"11","111011","0","0","5","媽媽，給我藥水。","0","0.5","1007406","1007406103","1"
"91","0","","","","","","","1007406","1007406104",""
"3","111011","","","1","mhp_sit_idle_joy1","0.2","","1007406","1007406105",""
"3","117531","","","1","mhp_sit_talk_anger2","0.2","","1007406","1007406106",""
"21","vo_mhp_1007406","","","0","vo_mhp_1218","","","1007406","1007406107","0"
"11","117531","0","0","5","吵死了！\n妳就回村子去吧！\n雪，把客人攆出去！\n下一位～！下一位請進～！","0","0.5","1007406","1007406108","1"
"93","3.5","","","","1","","","1007406","1007406109",""
"3","117631","","","1","mhp_sit_idle_surprise2","0.2","","1007406","1007406110",""
"91","1007406108","","","","","","","1007406","1007406111",""
"22","0","","","","0","","","1007406","1007406112",""
"93","1","","","","","","","1007406","1007406113",""
"32","112","1","","","1","1","","1007406","1007406114",""
"93","1","","","","","","","1007406","1007406115",""
"32","130","1","","","1","1","","1007406","1007406116",""
"93","4","","","","","","","1007406","1007406117",""
"32","130","1","","","0","1","","1007406","1007406118",""
"1","1","-200","0","100","102511","1.7","mhp_idle_normal","1007407","1007407001","-1000"
"1","1","-220","1","100","117531","1.7","mhp_sit_idle","1007407","1007407002","185"
"1","1","-200","1","100","117631","1.7","mhp_sit_idle","1007407","1007407003","365"
"31","1","0.85","","-240","1","1","","1007407","1007407004","-154"
"5","1","-220","0","110","11","1.7","NoItem","1007407","1007407005","-200"
"5","1","-220","0","105","12","1.7","NoItem","1007407","1007407006","-200"
"5","1","-220","1","110","21","1.7","NoItem","1007407","1007407007","185"
"5","1","-220","1","105","22","1.7","NoItem","1007407","1007407008","185"
"6","11","0","0","1","1","0","","1007407","1007407009","1"
"6","12","0","0","1","1","0","","1007407","1007407010","1"
"6","21","0","0","1","1","0","","1007407","1007407011","1"
"6","22","0","0","1","1","0","","1007407","1007407012","1"
"5","1","-220","0","110","31","1.7","NoItem","1007407","1007407013","-1000"
"91","0","","","","","","","1007407","1007407014",""
"3","117531","","","1","mhp_sit_talk_normal","0.2","","1007407","1007407015",""
"21","vo_mhp_1007407","","","0","vo_mhp_2001","","","1007407","1007407016","0"
"11","117531","0","0","7","下一位請進～","0","0.5","1007407","1007407017","0"
"91","0","","","","","","","1007407","1007407018",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007407","1007407019",""
"3","102511","","","1","mhp_walk","0.2","","1007407","1007407020",""
"2","102511","0","","-220","-400","","","1007407","1007407021","3"
"93","3","","","","","","","1007407","1007407022",""
"3","102511","","","1","mhp_talk_sad","0.2","","1007407","1007407023",""
"21","vo_mhp_1007407","","","0","vo_mhp_2002","","","1007407","1007407024","0"
"11","102511","0","10","3","好、好的，打擾……哇啊！\n痛痛痛，對、對不起……！","0","0.5","1007407","1007407025","1"
"93","2","","","","1","","","1007407","1007407026",""
"23","se_10031400","","","","se_10031400_panic","","","1007407","1007407027",""
"3","102511","","","0","mhp_suzume_fall_in","0.2","","1007407","1007407028",""
"93","3","","","","","","","1007407","1007407029",""
"3","102511","1","0.2","0","mhp_suzume_fall_out","0.2","","1007407","1007407030","mhp_idle_sad"
"93","2","","","","","","","1007407","1007407031",""
"91","1007407025","","","","","","","1007407","1007407032",""
"3","102511","","","1","mhp_suzume_walk_sad","0.2","","1007407","1007407033",""
"2","102511","0","","-220","-200","","","1007407","1007407034","2"
"91","0","","","","","","","1007407","1007407035",""
"3","102511","1","0.2","0","mhp_suzume_sit_in_sad","0.2","","1007407","1007407036","mhp_suzume_sit_idle_sad2"
"93","1","","","","0","","","1007407","1007407037",""
"3","117631","","","1","mhp_sit_idle_sad","0.2","","1007407","1007407038",""
"21","vo_mhp_1007407","","","0","vo_mhp_2003","","","1007407","1007407039","0"
"11","117631","0","0","8","（……那個人是不是\n在空無一物的地方跌倒了？）","0","0.5","1007407","1007407040","1"
"91","0","","","","","","","1007407","1007407041",""
"3","117631","","","1","mhp_sit_idle","0.2","","1007407","1007407042",""
"3","117531","","","1","mhp_sit_talk_normal","0.2","","1007407","1007407043",""
"21","vo_mhp_1007407","","","0","vo_mhp_2004","","","1007407","1007407044","0"
"11","117531","0","0","5","呃，妳是叫鈴莓吧？\n妳今天怎麼了？\n是腳因為跌倒而受傷之類的問題嗎？","0","0.5","1007407","1007407045","1"
"91","0","","","","","","","1007407","1007407046",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007407","1007407047",""
"3","102511","","","1","mhp_sit_talk_wish","0.2","","1007407","1007407048",""
"21","vo_mhp_1007407","","","0","vo_mhp_2005","","","1007407","1007407049","0"
"11","102511","0","0","4","不、不是的，其實……\n我、我是想治好我的冒失！","0","0.5","1007407","1007407050","1"
"91","0","","","","","","","1007407","1007407051",""
"93","2","","","","0","","","1007407","1007407052",""
"3","102511","","","1","mhp_sit_idle_wish","0.2","","1007407","1007407053",""
"3","117531","","","1","mhp_sit_talk_surprise2","0.2","","1007407","1007407054",""
"21","vo_mhp_1007407","","","0","vo_mhp_2006","","","1007407","1007407055","0"
"11","117531","0","0","6","…………啊，抱歉。\n因為實在遠超乎我的預料，\n讓我停止思考了……","0","0.5","1007407","1007407056","1"
"93","2","","","","1","","","1007407","1007407057",""
"3","117531","","","1","mhp_sit_talk_sad","0.2","","1007407","1007407058",""
"91","1007407056","","","","","","","1007407","1007407059",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007407","1007407060",""
"3","102511","","","1","mhp_sit_talk_sad","0.2","","1007407","1007407061",""
"21","vo_mhp_1007407","","","0","vo_mhp_2007","","","1007407","1007407062","0"
"11","102511","0","0","4","這、這麼沒常識的事情，\n果然是不能靠醫生的吧……","0","0.5","1007407","1007407063","1"
"91","0","","","","","","","1007407","1007407064",""
"3","102511","","","1","mhp_sit_idle_sad","0.2","","1007407","1007407065",""
"3","117531","","","1","mhp_sit_talk_thinking","0.2","","1007407","1007407066",""
"21","vo_mhp_1007407","","","0","vo_mhp_2008","","","1007407","1007407067","0"
"11","117531","0","0","4","……雖然是密醫，\n但我也需要顧及顏面，\n所以會盡力而為。\n我想想，就給妳──","0","0.5","1007407","1007407068","1"
"91","0","","","","","","","1007407","1007407069",""
"103","我開冒失治癒藥水給妳吧。","","","0","1007407073","","","1007407","1007407070",""
"103","我開個退冒失魔丸給妳吧。","","","0","1007407115","","","1007407","1007407071",""
"103","快穿上這件冒失矯正帶。","","","0","1007407157","","","1007407","1007407072",""
"3","117531","0","","1","mhp_sit_idle","0.2","","1007407","1007407073",""
"3","102511","0","","1","mhp_sit_talk_surprise2","0.2","","1007407","1007407074",""
"21","vo_mhp_1007407","","","0","vo_mhp_2009","","","1007407","1007407075","0"
"11","102511","0","0","6","原、原來有這種藥嗎！","0","0.5","1007407","1007407076","1"
"91","0","","","","","","","1007407","1007407077",""
"3","117531","1","0","0","mhp_sit_out","0.2","","1007407","1007407078","mhp_idle_normal"
"93","0.6","","","","0","","","1007407","1007407079",""
"3","102511","1","0","0","mhp_sit_out","0.2","","1007407","1007407080","mhp_idle_normal"
"93","0.2","","","","0","","","1007407","1007407081",""
"3","102511","0","","1","mhp_walk","0.2","","1007407","1007407082",""
"2","102511","0","","-220","35","","","1007407","1007407083","1.5"
"2","31","0","","-220","35","","","1007407","1007407084","1.5"
"2","11","0","","-220","35","","","1007407","1007407085","1.5"
"2","12","0","","-220","35","","","1007407","1007407086","1.5"
"93","0.3","","","","0","","","1007407","1007407087",""
"3","117531","1","0","0","mhp_handover_in","0.2","","1007407","1007407088","mhp_handover_loop"
"6","21","1","0","1","1","0","","1007407","1007407089","1"
"6","22","1","0","1","1","0","","1007407","1007407090","1"
"3","21","1","0","0","mhp_handover_in","0.2","","1007407","1007407091","mhp_handover_loop"
"3","22","1","0","0","mhp_item_EX0004_handover_in","0.2","","1007407","1007407092","mhp_item_EX0004_handover_loop"
"93","1.2","","","","0","","","1007407","1007407093",""
"3","102511","1","0","0","mhp_handover_receive_in","0.2","","1007407","1007407094","mhp_handover_receive_loop"
"6","11","1","0","1","1","0","","1007407","1007407095","1"
"6","12","1","0","1","1","0","","1007407","1007407096","1"
"3","11","1","0","0","mhp_receive_suzume_in","0.2","","1007407","1007407097","mhp_receive_suzume_loop"
"3","12","1","0","0","mhp_item_EX0004_receive_in","0.2","","1007407","1007407098","mhp_item_EX0004_receive_loop"
"93","0.6","","","","0","","","1007407","1007407099",""
"6","22","1","0","1","1","0.4","","1007407","1007407100","1"
"93","0.4","","","","0","","","1007407","1007407101",""
"3","117531","1","0","0","mhp_handover_out","0.2","","1007407","1007407102","mhp_idle_normal"
