1cec05db4346251cd24056a68b2235da3d61c999bb2d898ca8c10cc2254c5d10,ee8046e5a756ee93b9d6734af590ce678bacd779a81599257930a30eb2976205,e2a29441d2add4ef27f49760e1f17f86338b5e13b5db28d4e4ced912b7c6d714,aef375f74db4b69c2c089919678ee7ead40299d60966d45aa6abf2a0a88eee67,e28ae48e17bc88b79166f25a9e7f90595c0a77c42d0ed4d8ed276e46eaea2359,77f4604f6871ca05f2cee144cab4606025f306d0ba083a98054843c428816442,2c3cc830608d8391ab312e1005b65c039008b5e8439af5902cded218d49e9874,d825c09861290c7ecfc39a3b2869493824390abb71c4ce69470487ea8fcf2944,6593a037e99b8b4e5882e3d09a09afe74a9116b7c7da4a29b3d62279bc18095c,7c8293a787c65425c2d5353e4805f047936a4f8ab5dc594a309f7ba9235d4eef,662326148720d7c0da751571cfbcd28fabd6e12864b4bce2a581b4b44357d38f,e7d040d96d98160b42a0b583d6a1c77be914306ddbb446598dae42cccea028c9,f3d36ff251c94104645a553a0707e8c57b92a9a9b7672853047ad247817c7045,47b0abed9f990121ee0d87f86587e1b3ac9b24a4369c81eb049af8605f0e40bf,9ea60b69cddaeb788ffe717a0be17a14979557b96275c525c7be362097d14be6,42ebec93f840e4877273e89b6a66afedbfea89cf3034709030bf493fb88c70cf,ba474095b4792a8f22fb35114baa9854e1f5d2916c615aa24269f3f2745330b3,8e0085a27136e80234faf3581ce028ab07543a6339b0355d79fdb2c4a19c093d,30943dca50e913fb5383b911367b769d5136de86e961844ce0f4c2d2bac6ac49,008f3563305b85ac221df2f5eb48db7c112c8846dc70e46aa5ea78afc3d096ab,b4f512ed6497cb08e6010666bdc795c83d3859bba478697ae8a693ff8c81fa7c
"240","90","0","1","0","15","魔法攻擊力提升+{0}","124151101","0","1","0","0","1","0","4","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"45","1","3","45","0","3.6","物理傷害+{0}","124200101","0","0","0","0","1","0","1","2160","1","1","1","0","對敵方單體造成{0}的物理傷害"
"1","10","3","1","0","1","物理防禦力降低+{0}","124200102","0","18","1","0","1","0","21","2160","1","1","1","0","降低敵方單體{0}的物理防禦力"
"14.4","4","7","1","0","14.4","HP回復量+{0}","124200103","0","1.2","0","0","1","0","1","2160","3","2","1","0","回復自身{0}的HP"
"0","7","9","0","0","0","","124200201","0","0","0","0","1","0","1","2160","3","2","1","0",""
"20","10","3","1","0","20","物理攻擊力提升+{0}","124200202","0","12","1","0","1","0","10","150","1","2","99","0","提升範圍內的我方{0}的物理攻擊力"
"50","10","3","1","0","0","","124200203","0","12","1","0","1","0","60","150","1","2","99","0","使範圍內我方的物理暴擊提升50"
"0","16","3","80","0","1","","124200204","0","0","0","0","1","0","1","150","1","2","99","0","使範圍內我方的TP恢復80"
"15","1","3","15","0","1.2","物理傷害+{0}","124200301","0","0","0","0","1","0","1","2160","1","1","1","0","對敵方單體造成{0}的物理傷害"
"72","6","7","72","0","12","吸收傷害量+{0}","124200302","0","0","0","0","1","0","6","-1","1","2","1","0","展開可吸收{0}傷害量的物理魔法吸收護盾"
"0","7","9","0","0","0","","124200303","0","0","0","0","1","0","1","2160","3","2","1","0",""
"8","10","3","1","0","0","","124200304","0","12","1","0","1","0","110","150","1","2","99","0","提升範圍內我方物理攻擊暴擊時的傷害{0}%"
"0","7","9","0","0","0","","124201201","0","0","0","0","1","0","1","2160","3","2","1","0",""
"30","10","3","1","0","30","物理攻擊力提升+{0}","124201202","0","12","1","0","1","0","10","150","1","2","99","0","提升範圍內的我方{0}的物理攻擊力"
"100","10","3","1","0","0","","124201203","0","12","1","0","1","0","60","150","1","2","99","0","使範圍內我方的物理暴擊率提升100"
"0","16","3","100","0","1","","124201204","0","0","0","0","1","0","1","150","1","2","99","0","使範圍內我方的TP恢復100"
"15","90","0","1","0","15","物理攻擊力提升+{0}","124250101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"240","90","0","1","0","15","物理攻擊力提升+{0}","124251101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"28.125","1","3","28.125","0","1.6","魔法傷害+{0}","124500101","0","0","0","0","1","0","2","2160","3","1","99","0","對敵方全體造成{0}的魔法傷害"
"0.2","10","3","1","0","0.2","魔法防禦力降低+{0}","124500102","0","18","1","0","1","0","41","2160","3","1","99","0","使全體敵人的魔法防禦力下降{0}"
"0.65","26","3","4","0","0","","124500103","0","0","3","0","1","0","124500101","2160","3","1","99","0",""
"0.225","26","3","4","0","0.225","","124500104","0","0","2","0","1","0","124500102","2160","3","1","99","0",""
"40","10","7","1","0","40","魔法攻擊力提升+{0}","124500201","0","12","1","0","1","0","30","-1","3","2","1","0","提升自身{0}的魔法攻擊力"
"200","10","7","1","0","0","","124500202","0","12","1","0","1","0","70","-1","3","2","1","0","提升自己{0}的魔法暴擊"
"10","10","7","1","0","0","","124500203","0","12","1","0","1","0","120","-1","3","2","1","0","使自身魔法攻擊暴擊時造成的傷害提升10%"
"0","16","7","225","0","1","","124500204","0","0","0","0","1","0","1","-1","3","2","1","0","回復自身{0}的TP"
"22.5","1","3","22.5","0","1.8","魔法傷害+{0}","124500301","0","0","0","0","1","0","2","2160","3","1","99","0","對敵方全體造成{0}的魔法傷害"
"0.7","10","3","1","0","0.7","魔法防禦力降低+{0}","124500302","0","12","1","0","1","0","41","2160","3","1","99","0","使全體敵人的魔法防禦力下降{0}"
"8","26","3","4","0","8","","124501201","0","0","2","0","1","0","124501204","2160","3","1","99","0",""
"20","26","3","4","0","0","","124501202","0","0","2","0","1","0","124501205","2160","3","1","99","0",""
"1","26","3","4","0","0","","124501203","0","0","2","0","1","0","124501206","2160","3","1","99","0",""
"40","10","7","1","0","40","魔法攻擊力提升+{0}","124501204","0","12","1","0","1","0","30","-1","3","2","1","0","提升自身{0}的魔法攻擊力"
"200","10","7","1","0","0","","124501205","0","12","1","0","1","0","70","-1","3","2","1","0","提升自己{0}的魔法暴擊"
"10","10","7","1","0","0","","124501206","0","12","1","0","1","0","120","-1","3","2","1","0","使自身魔法攻擊暴擊時造成的傷害提升10%"
"0","16","7","225","0","1","","124501207","0","0","0","0","1","0","1","-1","3","2","1","0","回復自身{0}的TP"
"15","90","0","1","0","15","魔法攻擊力提升+{0}","124550101","0","1","0","0","1","0","4","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"240","90","0","1","0","15","魔法攻擊力提升+{0}","124551101","0","1","0","0","1","0","4","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"1.6","48","3","1.6","0","0.08","回復量+{0}","124600101","0","0","1","0","1","10.5","2","2160","3","2","99","0","使全體我方的每秒HP恢復{0}"
"32","10","20","1","0","32","物理攻擊力提升+{0}","124600102","0","18","1","0","1","0","10","2160","3","2","99","0","讓目標夥伴的物理攻擊力提升{0}"
"80","10","20","1","0","0","","124600103","0","18","1","0","1","0","60","2160","3","2","99","0","提升該目標夥伴{0}的物理暴擊"
"10","10","20","1","0","0","","124600104","0","18","1","0","1","0","80","2160","3","2","99","0","使目標我方的TP上升提升{0}"
"18","10","3","1","0","18","物理攻擊力提升+{0}","124600201","0","12","1","0","1","0","10","2160","3","2","99","0","提升我方全體{0}的物理攻擊力"
"50","10","3","1","0","0","","124600202","0","12","1","0","1","0","60","2160","3","2","99","0","使全體夥伴的物理暴擊提升{0}"
"0","16","3","100","0","1","","124600203","0","0","0","0","1","0","1","2160","3","2","99","0","回復我方全體{0}的TP"
"0","7","5","0","0","0","","124600301","0","0","0","0","1","0","1","2160","2","2","1","0",""
"8","4","5","1","0","8","HP回復量+{0}","124600302","0","0.6","0","0","1","0","2","2160","2","2","1","0","回復我方單體{0}的HP"
"16","10","3","1","0","0","","124600303","0","12","1","0","1","0","110","200","2","2","99","0","提升範圍內我方物理攻擊暴擊時的傷害{0}%"
"20","10","3","1","0","20","物理攻擊力提升+{0}","124600304","0","12","1","0","1","0","10","200","2","2","99","0","提升範圍內的我方{0}的物理攻擊力"
"1.2","10","3","1","0","1.2","魔法防禦力提升+{0}","124600305","0","12","1","0","1","0","40","200","2","2","99","0","提升範圍內的我方{0}的魔法防禦力"
"20","10","3","1","0","20","物理攻擊力提升+{0}","124601201","0","12","1","0","1","0","10","2160","3","2","99","0","提升我方全體{0}的物理攻擊力"
"80","10","3","1","0","0","","124601202","0","12","1","0","1","0","60","2160","3","2","99","0","使全體夥伴的物理暴擊提升{0}"
"0","16","3","100","0","1","","124601203","0","0","0","0","1","0","1","2160","3","2","99","0","回復我方全體{0}的TP"
"30","6","3","30","0","12","無效傷害量+{0}","124601204","0","0","0","0","1","0","2","2160","3","2","99","0","展開{0}傷害量的魔法無效護盾"
"15","90","0","1","0","15","魔法攻擊力提升+{0}","124650101","0","1","0","0","1","0","4","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"240","90","0","1","0","15","魔法攻擊力提升+{0}","124651101","0","1","0","0","1","0","4","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"60","1","3","60","0","4.8","物理傷害+{0}","124700101","0","0","0","0","1","0","1","2160","3","1","1","0","對敵方單體造成{0}的物理傷害"
"6","10","3","1","0","0","","124700102","0","12","1","0","1","0","141","2160","3","1","1","0","提升敵方單體受到暴擊時的傷害6％"
"0","28","3","1","0","1","","124700103","0","0","124700105","0","1","0","6127","2160","3","1","1","0",""
"0","28","3","1","0","1","","124700104","0","0","124700106","0","1","0","6127","2160","3","1","1","0",""
"18","10","7","1","0","18","物理攻擊力提升+{0}","124700105","0","180","1","0","1","0","10","2160","3","2","1","0","當敵人處於朦朧狀態時，使自身的物理攻擊力提升{0}"
"75","10","7","1","0","0","","124700106","0","180","1","0","1","0","60","2160","3","2","1","0","當敵人處於朦朧狀態時，使自身的物理暴擊提升{0}"
"23.75","1","3","23.75","0","1.9","物理傷害+{0}","124700201","0","0","0","0","1","0","1","2160","3","1","1","0","對敵方單體造成{0}的物理傷害"
"127","35","3","1","0","12","","124700202","0","1","1","0","1","0","0","2160","3","1","1","0",""
"6","10","3","1","0","0","","124700203","0","12","1","0","1","0","141","2160","3","1","1","0","提升敵方單體受到暴擊時的傷害6％"
"0","28","3","1","124700303","1","","124700301","0","0","124700305","0","1","0","6127","2160","3","1","1","0",""
"0","28","3","1","124700304","1","","124700302","0","0","124700306","0","1","0","6127","2160","3","1","1","0",""
"18.75","1","3","18.75","0","1.5","物理傷害+{0}","124700303","0","0","0","0","1","0","1","2160","3","1","1","0","當敵人並非朦朧狀態時，對敵方單體造成{0}的物理傷害"
"0.5","10","3","1","0","0.5","物理防禦力降低+{0}","124700304","0","18","1","0","1","0","21","2160","3","1","1","0","當敵人並非朦朧狀態時，使敵方單體的物理防禦力降低{0}"
"37.5","1","3","37.5","0","3","物理傷害+{0}","124700305","0","0","0","0","1","0","1","2160","3","1","1","0","當敵人處於朦朧狀態時，對敵方單體造成{0}的物理傷害"
"0.7","10","3","1","0","0.7","物理防禦力降低+{0}","124700306","0","18","1","0","1","0","21","2160","3","1","1","0","當敵人處於朦朧狀態時，使敵方單體的物理防禦力降低{0}"
"23.75","1","3","23.75","0","1.9","物理傷害+{0}","124701201","0","0","0","0","1","0","1","2160","3","1","1","0","對敵方單體造成{0}的物理傷害"
"127","35","3","1","0","12","","124701202","0","1","1","0","1","0","0","2160","3","1","1","0",""
"0.2","10","3","1","0","0.2","物理防禦力降低+{0}","124701203","0","12","1","0","1","0","21","2160","3","1","1","0","降低敵方單體{0}的物理防禦力"
"6","10","3","1","0","0","","124701204","0","12","1","0","1","0","141","2160","3","1","1","0","提升敵方單體受到暴擊時的傷害6％"
"15","90","0","1","0","15","物理攻擊力提升+{0}","124750101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"240","90","0","1","0","15","物理攻擊力提升+{0}","124751101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"37.5","1","3","37.5","0","3","物理傷害+{0}","124800101","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"0.4","10","3","1","0","0.4","物理防禦力降低+{0}","124800102","0","18","1","0","1","0","21","-1","1","1","1","0","降低敵方單體{0}的物理防禦力"
"22","10","20","1","0","22","物理攻擊力提升+{0}","124800103","0","18","1","0","1","0","10","2160","3","2","99","0","讓目標夥伴的物理攻擊力提升{0}"
"19","10","20","1","0","19","物理攻擊力提升+{0}","124800201","0","12","1","0","1","0","10","2160","3","2","99","0","讓目標夥伴的物理攻擊力提升{0}"
"125","10","20","1","0","0","","124800202","0","12","1","0","1","0","60","2160","3","2","99","0","提升該目標夥伴{0}的物理暴擊"
"10","10","20","1","0","0","","124800203","0","12","1","0","1","0","110","2160","3","2","99","0","使目標我方進行物理攻擊暴擊時造成的傷害提升{0}％"
"17","10","20","1","0","17","物理攻擊力提升+{0}","124800301","0","12","1","0","1","0","10","2160","3","2","99","0","讓目標夥伴的物理攻擊力提升{0}"
"0","28","7","0","124800304","0","","124800302","0","0","124800303","0","1","0","1211","0","1","2","1","0",""
"0","16","20","65","0","1","","124800303","0","0","0","0","1","0","1","2160","3","2","99","0","使目標我方恢復{0}的TP"
"0","16","20","520","0","1","","124800304","0","0","0","0","1","0","1","2160","3","2","99","0","初次使用時，使目標我方的TP恢復{0}"
"0","28","7","0","124800306","0","","124800305","0","0","0","0","1","0","1211","0","1","2","1","0",""
"0.3","10","3","1","0","0.3","物理防禦力降低+{0}","124800306","0","180","1","0","1","0","21","2160","3","1","99","0","初次使用時，使敵方全體的物理防禦力降低{0}"
"0","45","7","1","0","0","","124800307","0","0","0","0","1","0","1","0","1","2","1","0",""
"30","10","20","1","0","30","物理攻擊力提升+{0}","124801201","0","12","1","0","1","0","10","2160","3","2","99","0","讓目標夥伴的物理攻擊力提升{0}"
"150","10","20","1","0","0","","124801202","0","12","1","0","1","0","60","2160","3","2","99","0","提升該目標夥伴{0}的物理暴擊"
"12","10","20","1","0","0","","124801203","0","12","1","0","1","0","110","2160","3","2","99","0","使目標我方進行物理攻擊暴擊時造成的傷害提升{0}％"
"5","10","20","1","0","0","","124801204","0","12","1","0","1","0","80","2160","3","2","99","0","使目標我方的TP上升提升{0}"
"15","90","0","1","0","15","物理攻擊力提升+{0}","124850101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"240","90","0","1","0","15","物理攻擊力提升+{0}","124851101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"0","28","7","0","124900103","0","","124900101","0","0","124900102","0","1","0","1211","0","1","2","1","0",""
"37.5","1","3","37.5","0","3","物理傷害+{0}","124900102","0","0","0","0","1","0","1","600","1","1","99","0","對範圍內的敵人造成{0}的物理傷害"
"75","1","3","75","0","6","初次使用時的物理傷害+{0}","124900103","0","0","0","0","1","0","1","600","1","1","99","0","初次使用時，對範圍內的敵人造成{0}的物理傷害"
"0","3","3","300","0","500","","124900104","0","0","0","0","1","0","3","600","1","1","99","0",""
"32","10","7","1","0","32","物理攻擊力提升+{0}","124900105","0","7.5","1","0","1","0","10","-1","2","2","1","0","提升自身{0}的物理攻擊力"
"0","45","7","1","0","0","","124900106","0","0","0","0","1","0","1","0","1","2","1","0",""
"22.5","1","3","22.5","0","1.8","物理傷害+{0}","124900201","0","0","0","0","1","0","1","450","1","1","99","0","對範圍內的敵人造成{0}的物理傷害"
"0","28","7","0","124900204","0","","124900202","0","0","124900203","0","1","0","1221","0","1","2","1","0",""
"100","10","7","1","0","0","","124900203","0","12","1","0","1","0","60","-1","2","2","1","0","自身物理暴擊提升{0}"
"250","10","7","1","0","0","","124900204","0","12","1","0","1","0","60","-1","2","2","1","0","初次使用時，使自身物理暴擊提升{0}"
"0","45","7","1","0","0","","124900205","0","0","0","0","1","0","2","0","1","2","1","0",""
"0","28","7","0","124900303","0","","124900301","0","0","124900302","0","1","0","1231","0","1","2","1","0",""
"20","10","7","1","0","20","物理攻擊力提升+{0}","124900302","0","12","1","0","1","0","10","-1","2","2","1","0","提升自身{0}的物理攻擊力"
"40","10","7","1","0","40","初次使用時，物理攻擊力提升+{0}","124900303","0","12","1","0","1","0","10","-1","2","2","1","0","初次使用時，提升自身{0}的物理攻擊力"
"0","28","7","0","124900306","0","","124900304","0","0","124900305","0","1","0","1231","0","1","2","1","0",""
"0","16","7","200","0","1","","124900305","0","0","0","0","1","0","1","-1","2","2","1","0","回復自身{0}的TP"
"0","16","7","1000","0","1","","124900306","0","0","0","0","1","0","1","-1","2","2","1","0","初次使用時，使自身的TP恢復{0}"
"0","45","7","1","0","0","","124900307","0","0","0","0","1","0","3","0","1","2","1","0",""
"30","1","3","30","0","2.4","物理傷害+{0}","124901201","0","0","0","0","1","0","1","450","1","1","99","0","對範圍內的敵人造成{0}的物理傷害"
"0","28","7","0","124901204","0","","124901202","0","0","124901203","0","1","0","1221","0","1","2","1","0",""
"100","10","7","1","0","0","","124901203","0","12","1","0","1","0","60","-1","2","2","1","0","自身物理暴擊提升{0}"
"250","10","7","1","0","0","","124901204","0","12","1","0","1","0","60","-1","2","2","1","0","初次使用時，使自身物理暴擊提升{0}"
"0","28","7","0","124901206","0","","124901205","0","0","0","0","1","0","1221","0","1","2","1","0",""
"0","16","7","1000","0","1","","124901206","0","0","0","0","1","0","1","-1","2","2","1","0","初次使用時，使自身的TP恢復{0}"
"0","45","7","1","0","0","","124901207","0","0","0","0","1","0","2","0","1","2","1","0",""
"15","90","0","1","0","15","物理攻擊力提升+{0}","124950101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"240","90","0","1","0","15","物理攻擊力提升+{0}","124951101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"0","14","7","15","0","0","","125000101","0","0","12500102","0","1","0","1","0","1","2","1","0",""
"0","14","7","0","0","0","","125000102","0","0","12500101","0","1","0","3","0","1","2","1","0",""
"0","83","7","0.8","0","15","","125000103","0","0","0","0","1","0","2","0","1","2","1","0","自己的行動速度上升"
"130","35","7","1","0","15","","125000104","0","1","0","0","1","0","0","0","1","2","1","0",""
"93.75","1","3","93.75","0","7.5","物理傷害+{0}","125000105","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"7","10","7","1","0","0","","125000106","0","15","1","0","1","0","110","0","1","2","1","0","提升自己物理攻擊暴擊時的傷害{0}%"
"31.25","1","3","31.25","0","2.5","物理傷害+{0}","125000201","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"0.4","10","3","1","0","0.4","物理防禦力降低+{0}","125000202","0","12","1","0","1","0","21","-1","1","1","1","0","降低敵方單體{0}的物理防禦力"
"31.25","1","3","31.25","0","2.5","物理傷害+{0}","125000301","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"25","10","7","1","0","25","物理攻擊力提升+{0}","125000302","0","12","1","0","1","0","10","-1","2","2","1","0","提升自身{0}的物理攻擊力"
"100","10","7","1","0","0","","125000303","0","12","1","0","1","0","60","-1","2","2","1","0","自身物理暴擊提升{0}"
"50","1","3","50","0","4","物理傷害+{0}","125001201","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"0.5","10","3","1","0","0.5","物理防禦力降低+{0}","125001202","0","12","1","0","1","0","21","-1","1","1","1","0","降低敵方單體{0}的物理防禦力"
"31.25","1","3","31.25","0","2.5","物理傷害+{0}","125010101","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"0.8","10","3","1","0","0.8","物理防禦力降低+{0}","125010102","0","12","1","0","1","0","21","-1","1","1","1","0","降低敵方單體{0}的物理防禦力"
"62.5","1","3","62.5","0","5","物理傷害+{0}","125010103","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"31.25","1","3","31.25","0","2.5","物理傷害+{0}","125010201","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"50","10","7","1","0","50","物理攻擊力提升+{0}","125010202","0","12","1","0","1","0","10","-1","2","2","1","0","提升自身{0}的物理攻擊力"
"200","10","7","1","0","0","","125010203","0","12","1","0","1","0","60","-1","2","2","1","0","自身物理暴擊提升{0}"
"62.5","1","3","62.5","0","5","物理傷害+{0}","125010204","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"50","1","3","50","0","4","物理傷害+{0}","125011101","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"0.8","10","3","1","0","0.8","物理防禦力降低+{0}","125011102","0","12","1","0","1","0","21","-1","1","1","1","0","降低敵方單體{0}的物理防禦力"
"62.5","1","3","62.5","0","5","物理傷害+{0}","125011103","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"0.1","10","3","1","0","0.1","物理防禦力降低+{0}","125011104","0","12","1","0","1","0","21","-1","1","1","1","0","降低敵方單體{0}的物理防禦力"
"15","90","0","1","0","15","物理攻擊力提升+{0}","125050101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"240","90","0","1","0","15","物理攻擊力提升+{0}","125051101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"0.48","26","3","4","0","0","","125100101","0","0","3","0","1","0","125100102","150","2","2","99","0",""
"30","1","3","30","0","2.4","物理傷害+{0}","125100102","0","0","0","0","1","0","1","2160","3","1","99","0","對敵方全體造成{0}的物理傷害"
"2.5","4","3","1","0","2.5","HP回復量+{0}","125100103","0","0.25","0","0","1","0","1","150","2","2","99","0","回復範圍內的我方{0}的HP"
"3","26","3","4","0","3","","125100104","0","0","2","0","1","0","125100105","150","2","2","99","0",""
"15","10","7","1","0","15","物理攻擊力提升+{0}","125100105","0","18","1","0","1","0","10","-1","2","2","1","0","提升自身{0}的物理攻擊力"
"0.48","26","3","4","0","0","","125100201","0","0","3","0","1","0","125100202","150","2","2","99","0",""
"15","1","3","15","0","1.2","物理傷害+{0}","125100202","0","0","0","0","1","0","1","2160","1","1","99","0","對範圍內的敵人造成{0}的物理傷害"
"0","16","3","75","0","1","","125100203","0","0","0","0","1","0","1","150","2","2","99","0","使範圍內我方的TP恢復75"
"10","26","3","4","0","0","","125100204","0","0","1","0","1","0","125100205","150","2","2","99","0",""
"0","16","7","100","0","1","","125100205","0","0","0","0","1","0","1","-1","2","2","1","0","使自身的TP恢復100"
"2200","2","43","5","0","0","","125100301","0","0","0","0","1","0","3","2160","3","2","1","0",""
"2","28","3","1","125100305","0","","125100302","0","0","125100303","0","1","0","701","0","3","2","99","0",""
"21","38","7","21","3","12","物理攻擊力提升+{0}","125100303","0","0","1","0","1","150","10","0","3","2","1","0","展開領域使物理攻擊力提升{0}"
"0.5","37","7","0.5","0","0.05","每１秒的HP回復量+{0}","125100304","0","0","0","150","1","7.5","3","0","3","2","1","0","展開每秒回復{0}HP的結界"
"21","38","43","21","3","12","","125100305","0","0","1","0","1","150","10","0","3","2","1","0",""
"0.5","37","43","0.5","0","0.05","","125100306","0","0","0","150","1","7.5","3","0","3","2","1","0",""
"0.48","26","3","4","0","0","","125101201","0","0","3","0","1","0","125101202","150","2","2","99","0",""
"15","1","3","15","0","1.2","物理傷害+{0}","125101202","0","0","0","0","1","0","1","2160","1","1","99","0","對範圍內的敵人造成{0}的物理傷害"
"0","16","3","75","0","1","","125101203","0","0","0","0","1","0","1","150","2","2","99","0","使範圍內我方的TP恢復75"
"10","26","3","4","0","0","","125101204","0","0","1","0","1","0","125101205","150","2","2","99","0",""
"0","16","7","100","0","1","","125101205","0","0","0","0","1","0","1","-1","2","2","1","0","使自身的TP恢復100"
"2.5","26","3","4","0","2.5","","125101206","0","0","2","0","1","0","125101207","150","2","2","99","0",""
"12.5","10","3","1","0","12.5","物理攻擊力提升+{0}","125101207","0","12","1","0","1","0","10","150","2","2","99","0","提升範圍內的我方{0}的物理攻擊力"
"15","90","0","1","0","15","物理攻擊力提升+{0}","125150101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"240","90","0","1","0","15","物理攻擊力提升+{0}","125151101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"56.25","1","3","56.25","0","4.5","物理傷害+{0}","125200101","0","0","0","0","1","0","1","-1","3","1","1","0","對敵方單體造成{0}的物理傷害"
"0.85","10","3","1","0","0.85","物理防禦力降低+{0}","125200102","0","18","1","0","1","0","21","-1","3","1","1","0","降低敵方單體{0}的物理防禦力"
"22.5","1","3","22.5","0","1.8","物理傷害+{0}","125200201","0","0","0","0","1","0","1","-1","3","1","1","0","對敵方單體造成{0}的物理傷害"
"0.65","10","3","1","0","0.65","物理防禦力降低+{0}","125200202","0","12","1","0","1","0","21","-1","3","1","1","0","降低敵方單體{0}的物理防禦力"
"150","50","3","1","3","150","物理攻擊力提升+{0}","125200301","0","24","1","0","1","0","10","2160","2","2","99","0","撒糖果期間，提升我方全體{0}的物理攻擊力"
"0.75","10","3","1","0","0.75","物理防禦力提升+{0}","125200302","0","24","1","0","1","0","20","2160","2","2","99","0","提升我方全體{0}的物理防禦力"
"0","48","7","15","0","0","","125200303","0","0","2","0","1","24.5","1","0","1","2","1","0","每秒恢復 15 TP"
"30","1","3","30","0","2.4","物理傷害+{0}","125201201","0","0","0","0","1","0","1","-1","3","1","1","0","對敵方單體造成{0}的物理傷害"
"0.65","10","3","1","0","0.65","物理防禦力降低+{0}","125201202","0","12","1","0","1","0","21","-1","3","1","1","0","降低敵方單體{0}的物理防禦力"
"2","28","7","1","125201204","0","","125201203","0","0","0","0","1","0","1211","0","3","2","1","0",""
"1.2","10","3","1","0","1.2","物理防禦力降低+{0}","125201204","0","30","1","0","1","0","21","-1","3","1","1","0","初次使用時，降低敵方單體{0}的物理防禦力"
"0","45","7","1","0","0","","125201205","0","0","0","0","1","0","1","0","3","2","1","0",""
"15","90","0","1","0","15","物理攻擊力提升+{0}","125250101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"240","90","0","1","0","15","物理攻擊力提升+{0}","125251101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"0.29","26","7","7","0","0","","125300101","0","120","2","0","1","120","125300102","0","3","2","1","0",""
"30","10","3","1","0","30","物理攻擊力提升+{0}","125300102","0","18","1","1","1","0","10","100","2","2","99","0","提升範圍內的我方{0}的物理攻擊力"
"0.002","26","7","7","0","0","","125300103","0","220","2","0","1","0","125300104","0","3","2","1","0",""
"55","10","3","1","0","0","","125300104","0","18","1","1","1","0","60","100","2","2","99","0","使範圍內所有夥伴提升{0}的物理暴擊"
"0.145","26","7","7","0","0","","125300201","0","60","2","0","1","60","125300202","0","3","2","1","0",""
"15","10","3","1","0","15","物理攻擊力提升+{0}","125300202","0","12","1","0","1","0","10","100","2","2","99","0","提升範圍內的我方{0}的物理攻擊力"
"5","10","3","1","0","0","","125300203","0","12","1","0","1","0","110","100","2","2","99","0","提升範圍內我方物理攻擊暴擊時的傷害{0}%"
"1.2","48","3","1.2","0","0.05","回復量+{0}","125300301","0","0","1","0","1","12.5","1","100","2","2","99","0","每秒回復{0}的HP"
"45","6","3","45","0","12","吸收傷害量+{0}","125300302","0","0","0","0","1","0","6","100","2","2","99","0","展開可吸收{0}傷害量的物理魔法吸收護盾"
"0.145","26","7","7","0","0","","125301201","0","60","2","0","1","60","125301202","0","3","2","1","0",""
"15","10","3","1","0","15","物理攻擊力提升+{0}","125301202","0","12","1","0","1","0","10","100","2","2","99","0","提升範圍內的我方{0}的物理攻擊力"
"5","10","3","1","0","0","","125301203","0","12","1","0","1","0","110","100","2","2","99","0","提升範圍內我方物理攻擊暴擊時的傷害{0}%"
