9a124796ffcbf0ddf3293e0a4c7b8ccdc044c055952463b2342e37cc2e5db34e,89b1a75d220c8a2ecc0c1566d46a8544ec7f0cfbf22293c4b5efca79bdaf7bd0,ee6ca56de259870cc4f7b838b55314e7dec6b8a4c7666629a512ae48da8b1882,fe66d5b93a8eed30cffb75849ff9c5022c98e002693e6ab50ea14b70577533d9,6793ea7b6e6d4809077aba9567b8b20713ac63f7e1a66617f1d19d8cf067bdaf,d7bc55ff153aeea42925ecb04d17c9b885febd8f42a7467a32f43a8f321f9cc5,67e8bc4b47d3995b2a5cfab24e225e929bf26ff23aa95c8358f6f58da9ca04a8,520b1d6069a61b9b11dd3e2c00dee9ea3b9bedad2b3bef26517a8ab737529566,6c180144a2bb0fb276616b369dacb8e612fd9b4d82bc2354e31ac7cf25e7c396,97f424932234e7a541cd187d9bcaab7fb15473893860dbf01af2c58697b3a391,a07645275814c889b6a4528665429282f744b7650a457a3d887b4888ed7723b1,60ad415449a9c83c6c61ceb1458c129844b468d2be0af54552b087938c990c2a,2d24070d731e5724e1bf753a21eafdad60c96560bafc24a1eb8f9d8a49ff2de5,64eda3c086a491aad52227dc9c8c40cccc1d5ab47a1c0adaf44fb33889115439,263f2d5b2edf6e361a52e194cc3635e33215245ca0a9f0bc25d59d16f7e9657a,ef9462b66318da19f7e18496afdd638dbcc83e922f6c540ad2087323bb6a2c21,38f0d1202fd977774973d12f54f27dcbaf4d3ccad2773f9e4f0efbc38c99dd9a,4266011291a9bcb4b2d2bfcf6e7266fa5a7710eb9eadf0962f6853afdae70f9e,6d65ef8d0e2847a4a297e62cac2d97c2665862667b36e1db9324b8a2f4ad8c0d,f759319ed0ec9f74cdcf120f531287a89ecc433a6feb1a14cbad1ab3bafe619a
"6","這個的名稱是什麼？","36275","6","0","30693","2","24120","知足者常樂","6","比喻為人知道滿足，不做過分的要求，心情自然常保愉快。","6","27138","6","","2238","32773","1","2","知足者常樂"
"2","這個的唸法是什麼？","73","2","0","84","2","75","TICKET","2","「票券」的英文。","2","69","2","TICKET","2240","67","1","2","TICKE"
"6","這個的名稱是什麼？","21315","6","0","19968","2","19968","一千零一夜","6","一本童話的故事集。「阿拉丁與神燈」也收錄於其中。","6","22812","6","","2241","38646","2","2","一千零一夜"
"6","這個的名稱是什麼？","26421","6","0","28504","2","30418","潘朵拉的盒子","6","在神話中登場，裝滿所有災厄的箱子。在現代則是「不可碰觸之物」的代名詞。","6","23376","6","潘朵拉的盒子","2242","25289","1","2","潘朵拉盒子"
"6","這個的名稱是什麼？","20301","6","0","21508","2","33287","各位先生與女士","6","在表演等活動開始前，作為問候，主持人慣例會講的台詞。","6","22763","6","各位先生與女士","2243","29983","1","2","各位生與士"
"2","這個的名稱是什麼？","101","3","0","77","2","114","Merry christmas","3","在聖誕節時，會對他人說的祝福話。(請用英文作答)","3","121","3","Merry christmas","2244","114","1","2","Merry"
"2","這個的名稱是什麼？","101","3","0","82","2","100","Ready steady go！","3","「各就各位，預備，跑！」與此意思相近的英文台詞。","3","121","3","Ready steady go！","2245","97","2","2","Ready"
"6","空格裡該填入的是？","19978","6","0","20170","2","38525","今上岳陽樓","6","唐詩的五言律詩之一。杜甫的「登岳陽樓」裡其中一句為「昔聞洞庭水，□□□□□。」","6","27155","6","","2246","23731","3","2","今上岳陽樓"
"6","這個的唸法是什麼？","38634","6","0","30333","2","20027","白雪公主與七個小矮人","6","經典童話之一。描述公主的母后因為忌妒公主的美麗，而製作毒蘋果讓公主吃下。","6","19971","6","白雪公主與七個小矮人","2247","20844","1","2","白雪公主七"
"1","這個的名稱是什麼？","50","1","2248","49","2","48","1200盧幣","6","在「鈴奈」的個人劇情裡，請主角幫忙計算的盧幣是多少？","1","24163","1","1200盧幣","2248","48","2","1","1200幣"
"6","這個的名稱是什麼？","25289","6","0","38463","2","31070","阿拉丁神燈","6","經典童話之一。故事中有一盞神燈，只要搓一搓神燈便能出現精靈來達成三個願望。","6","29128","6","","2249","19969","1","2","阿拉丁神燈"
"6","這個的名稱是什麼？","20998","6","0","20882","2","31680","冒號、分號、刪節號","6","請問這三個讀法為：「：」「；」「……」","6","34399","6","冒號、分號、刪節號","2250","21034","1","2","冒分刪節號"
"2","這個的名稱是什麼？","111","3","0","82","2","101","Roger that","3","以無線電交談時的規則。對方問「You copy?」的時候要回答什麼？(請用英文作答)","3","114","3","Roger that","2251","103","3","2","Roger"
"2","這個的名稱是什麼？","105","3","0","87","2","99","Wilco","3","軍用術語。「Will comply」代表將會遵循指示進行，其縮寫為？","3","111","3","","2252","108","3","2","Wilco"
"6","空格裡該填入的是？","21040","6","0","34892","2","31406","行到水窮處","6","唐詩的五言律詩之一。王維的「終南別業」裡其中一句為「□□□□□，坐看雲起時。」","6","34389","6","","2253","27700","2","2","行到水窮處"
"6","這個的名稱是什麼？","24859","6","0","24515","2","23401","讓心愛的孩子出去外面磨練","6","表達「不過度保護，讓孩子在世上經歷各式各樣的事才是為他們好」的諺語。","6","23376","6","讓心愛的孩子出去外面磨練","2254","30340","1","2","心愛的孩子"
"6","空格裡該填入的是？","24093","6","0","30333","2","38642","白帝彩雲間","6","唐詩的七言絕句之一。李白的「下江陵」裡其中一句為「朝辭□□□□□，千里江陵一日還。」","6","38291","6","","2255","24425","2","2","白帝彩雲間"
"3","這個的名稱是什麼？","110","3","0","101","2","97","精神⇒Mental　身體⇒Physical","3","","3","108","3","精神⇒Mental　身體⇒Physical","2256","116","3","2","ental"
"6","這個的名稱是什麼？","20497","6","0","25105","2","25105","別人是別人，我們是我們","6","「不應拿自己和別人比較並感到嫉妒」一語。常會被拿來對鬧脾氣的孩子說。","6","20497","6","","2257","26159","2","2","我們是我們"
"6","空格裡該填入的是？","40636","6","0","20160","2","20108","什麼在二壘","6","有名的相聲段子。「誰在一壘，□□□□□，三壘我不知道。」","6","22744","6","","2258","22312","2","2","什麼在二壘"
"6","這句諺語是什麼？","35211","6","0","19981","2","26448","不見棺材不落淚","6","比喻不到徹底失敗的時候不肯罷休","6","19981","6","不見棺材不落淚","2259","26874","2","2","不見棺材不"
"6","這個的名稱是什麼？","19981","6","0","32862","2","19968","百聞不如一見","6","表示多聽不如親眼看見的可靠。","6","35211","6","百聞不如一見","2260","22914","2","2","聞不如一見"
"6","這個的名稱是什麼？","32000","6","0","19990","2","39080","世紀末風格","6","虛構作品中很受歡迎的類別。描述遙遠的未來中荒無又無秩序的世界。是甚麼樣的風格？","6","26684","6","","2261","26411","2","2","世紀末風格"
"6","這個的名稱是什麼？","19990","6","0","30064","2","36681","異世界轉生風格","6","近年在虛構作品中很受歡迎的類別。會以主角從現代社會被帶往異世界為開端。","6","29983","6","異世界轉生風格","2262","30028","2","2","異世界轉生"
"3","這個的名稱是什麼？","101","3","0","104","2","114","Cheers","3","外國人乾杯都會說的話。","3","115","3","Cheers","2263","101","1","2","heers"
"6","空格裡該填入的是？","20154","6","0","20182","2","19981","他人看不穿","6","港片「唐伯虎點秋香」中，有句經典台詞為「世人笑我太瘋癲，我笑□□□□□。」","6","31359","6","","2264","30475","2","2","他人看不穿"
"6","空格裡該填入的是？","24456","6","0","26159","2","38570","是很危險的","6","港片「少林足球」中，有句經典台詞為「你快點回火星吧，地球□□□□□。」","6","30340","6","","2265","21361","2","2","是很危險的"
"6","空格裡該填入的是？","24515","6","0","20320","2","30332","你心裡發寒","6","港片「賭神」中，有句經典台詞為「他好像永遠對著你笑，笑得□□□□□。」","6","23506","6","","2266","35041","2","2","你心裡發寒"
"6","空格裡該填入的是？","20102","6","0","27578","2","20491","殺了一個我","6","港片「功夫」中，有句經典台詞為「我不怕，就算□□□□□，還有千千萬萬個我。」","6","25105","6","","2267","19968","2","2","殺了一個我"
"6","這是什麼？","24859","6","2268","25088","2","39764","戀愛的魔法","6","","6","27861","6","","2268","30340","3","1","戀愛的魔法"
"6","這是什麼？","19990","6","2269","30064","2","39764","異世界的魔法","6","","6","27861","6","異世界的魔法","2269","30028","3","1","異世界魔法"
"6","這是什麼？","39080","6","2270","30142","2","20901","疾風之冥姬","6","","6","23020","6","","2270","20043","1","1","疾風之冥姬"
"6","這是什麼？","25105","6","2271","30001","2","24449","由我來征服","6","","6","26381","6","","2271","20358","3","1","由我來征服"
"6","這是什麼？","32147","6","2272","24050","2","26202","已經傍晚了","6","","6","20102","6","","2272","20621","3","1","已經傍晚了"
"6","這是什麼？","25153","6","2273","25549","2","34507","揍扁壞蛋們","6","","6","20497","6","","2273","22750","3","1","揍扁壞蛋們"
"6","這個的名稱是什麼？","38291","6","0","26178","2","22280","時間迴圈類型","6","虛構作品中頗受歡迎的類別。故事主軸是處於相同時間不停重複的世界中，查明其真相。","6","22411","6","時間迴圈類型","2274","36852","2","2","時間迴圈型"
"6","這是什麼？","32114","6","2275","23588","2","20126","尤絲蒂亞娜","6","","6","23068","6","","2275","33922","1","1","尤絲蒂亞娜"
"6","空格裡該填入的是？","26399","6","0","27512","2","26377","歸期未有期","6","唐詩的七言絕句之一。李商隱的「夜雨寄北」裡其中一句為「君問□□□□□，巴山夜語漲秋池。」","6","26399","6","","2276","26410","2","2","歸期未有期"
"6","這個活動名稱的「？」裡填入的是？","33310","6","2277","39131","2","23569","飛舞的少女","6","","6","22899","6","","2277","30340","1","1","飛舞的少女"
"6","這個活動名稱的「？」裡填入的是？","32854","6","2278","33836","2","20043","萬聖節之夜","6","","6","22812","6","","2278","31680","1","1","萬聖節之夜"
"6","這個角色是誰？","32654","6","2279","31114","2","37857","禊、美美、鏡華","6","身處此活動中心\n地位的三位角色","6","33775","6","禊、美美、鏡華","2279","32654","2","1","禊美美鏡華"
"6","這個角色是誰？","22958","6","2280","33707","2","26234","莫妮卡、智、栞、霞","6","身處此活動中心地位的\n四位角色。","6","26654","6","莫妮卡、智、栞、霞","2280","21345","2","1","莫妮卡智栞"
"6","這個角色是誰？","20234","6","2281","27969","2","31354","靜流、伊緒、空花","6","身處此活動中心地位的\n三位角色。","6","33457","6","靜流、伊緒、空花","2281","32210","2","1","流伊緒空花"
"6","這是什麼？","22025","6","2282","31232","2","31048","帆稀、嘉夜、祈梨","6","身處此活動中心地位的\n三位角色。","6","26792","6","帆稀、嘉夜、祈梨","2282","22812","2","1","稀嘉夜祈梨"
"6","這是什麼？","23470","6","2283","29579","2","22763","王宮騎士團","6","身處此活動中心地位的\n公會名稱。","6","22296","6","","2283","39438","2","1","王宮騎士團"
"6","這是什麼？","38899","6","2284","32190","2","26691","綾音、胡桃、千歌","6","身處此活動中心地位的\n三位角色。","6","21315","6","綾音、胡桃、千歌","2284","32993","2","1","綾音胡桃千"
"6","這個的名稱是什麼？","19992","6","2285","22696","2","36001","墨丘利財團","6","身處此活動中心地位的\n公會名稱。","6","22296","6","","2285","21033","1","1","墨丘利財團"
"6","這個的名稱是什麼？","24859","6","2286","21487","2","33673","可愛的莉瑪","6","","6","29802","6","","2286","30340","3","1","可愛的莉瑪"
"6","這個的名稱是什麼？","39340","6","2287","30333","2","22825","騎著白馬的天才棋士","6","在初次見面時，「碧」太過緊張而亂說出口的謎之話語。","6","25165","6","騎著白馬的天才棋士","2287","30340","3","1","白馬的天才"
"6","這個的名稱是什麼？","35686","6","2019","38911","2","39764","我要按響警報魔石囉！","6","在初次見面時，保持警戒的「鏡華」所說的話。","6","30707","6","我要按響警報魔石囉！","2288","22577","3","1","響警報魔石"
"6","這個的名稱是什麼？","35222","6","2289","36817","2","33267","也成近視者至友","6","教給「胡桃」的咒語，該咒語能夠消除緊張。","6","21451","6","也成近視者至友","2289","32773","3","1","近視者至友"
"6","這個的名稱是什麼？","24535","6","0","26377","2","20107","有志者事竟成也","6","交給「胡桃」的咒語：「也成近視者至友」，實際上是從哪一句話變成的？","6","31455","6","有志者事竟成也","2290","32773","3","1","有志者事竟"
"6","這個的名稱是什麼？","26178","6","0","33256","2","38477","臨時升降記號","6","在整首曲子中加入額外的升降號，這些升降號稱為？","6","35352","6","臨時升降記號","2291","21319","3","2","臨時升降記"
"2","這個的名稱是什麼？","69","2","0","84","2","80","TEMPO","2","「節奏」的英文。","2","79","2","","2292","77","1","2","TEMPO"
"6","這句諺語是什麼？","32218","6","0","38263","2","22823","放長線釣大魚","6","比喻做事會以長遠來打算，雖然不會立即成效，但未來能獲得更大的好處。","6","39770","6","放長線釣大魚","2293","37347","2","2","長線釣大魚"
"2","這個的名稱是什麼？","71","2","0","65","2","69","MAGNET","2","「磁鐵」的英文。","2","84","2","MAGNET","2294","78","2","2","AGNET"
"6","這個的名稱是什麼？","22522","6","0","38463","2","26031","阿基里斯腱","6","全身最大的肌腱，位於小腿肌肉至腳跟處。","6","33137","6","","2295","37324","1","2","阿基里斯腱"
"6","這個的名稱是什麼？","26159","6","0","26412","2","26681","本是同根生","6","曹植的「七步詩」：「□□□□□，相煎何太急。」","6","29983","6","","2296","21516","1","2","本是同根生"
"2","這個的名稱是什麼？","79","2","0","72","2","80","HOSPITAL","2","「醫院」的英文。","2","73","2","HOSPITAL","2297","83","1","2","HOSPI"
"2","這個的名稱是什麼？","71","2","0","65","2","73","AGAIN","2","「再一次」的英文。","2","78","2","","2298","65","1","2","AGAIN"
"2","這個的名稱是什麼？","71","2","0","65","2","69","AGREE","2","「同意」的英文。","2","69","2","","2299","82","1","2","AGREE"
"2","這個的唸法是什麼？","82","2","0","73","2","79","AIRPORT","2","「機場」的英文。","2","82","2","AIRPORT","2300","80","1","2","IRPOR"
"2","這個的唸法是什麼？","77","2","0","76","2","83","ALMOST","2","「幾乎」的英文。","2","84","2","ALMOST","2301","79","1","2","LMOST"
"2","這個的唸法是什麼？","87","2","0","76","2","89","ALWAYS","2","「總是、經常」的英文。","2","83","2","ALWAYS","2302","65","1","2","LWAYS"
"2","這個的唸法是什麼？","78","2","0","65","2","82","開心=HAPPY  生氣=ANGRY","2","","2","89","2","開心=HAPPY  生氣=ANGRY","2303","71","1","2","ANGRY"
"2","這個的唸法是什麼？","78","2","0","65","2","78","BANANA","2","「香蕉」的英文。","2","65","2","BANANA","2304","65","1","2","ANANA"
"2","這個的唸法是什麼？","79","2","0","66","2","84","BOTTLE","2","「瓶子」的英文。","2","76","2","BOTTLE","2305","84","1","2","BOTTL"
"2","這個的唸法是什麼？","79","2","0","72","2","83","HOUSE","2","「房子」的英文。","2","69","2","","2306","85","1","2","HOUSE"
"2","這個的唸法是什麼？","69","2","0","76","2","79","LEMON","2","「檸檬」的英文。","2","78","2","","2307","77","1","2","LEMON"
"2","這個的唸法是什麼？","85","2","0","76","2","67","LUNCH","2","「午餐」的英文。","2","72","2","","2308","78","1","2","LUNCH"
"2","這個的唸法是什麼？","65","2","0","77","2","67","MARCH","2","「三月」的英文。","2","72","2","","2309","82","1","2","MARCH"
"2","這個的唸法是什麼？","78","2","0","79","2","69","CONCERT","2","「演唱會」的英文。","2","82","2","CONCERT","2310","67","2","2","ONCER"
"2","這個的唸法是什麼？","85","2","0","77","2","73","MUSIC","2","「音樂」的英文。","2","67","2","","2311","83","1","2","MUSIC"
"2","這個的唸法是什麼？","65","2","0","68","2","67","DANCE","2","「跳舞」的英文。","2","69","2","","2312","78","1","2","DANCE"
"2","這個的唸法是什麼？","69","2","0","78","2","69","NEVER","2","「從未、永不」的英文。","2","82","2","","2313","86","2","2","NEVER"
"2","這個的唸法是什麼？","69","2","0","80","2","67","PENCIL","2","「鉛筆」的英文。","2","73","2","PENCIL","2314","78","1","2","PENCI"
"2","這個的唸法是什麼？","75","2","0","83","2","82","SKIRT","2","「裙子」的英文。","2","84","2","","2315","73","1","2","SKIRT"
"2","這個的唸法是什麼？","79","2","0","89","2","78","YOUNG","2","「年輕的」的英文。","2","71","2","","2316","85","2","2","YOUNG"
"6","這個的名稱是什麼？","32645","6","0","27801","3","36948","沙羅曼達之血","6","此為居住於火山的魔物「沙羅曼達」的血液，有著很高的融解能力。","6","34880","6","沙羅曼達之血","3001","26364","1","1","沙羅曼達血"
"6","這個的唸法是什麼？","30431","6","3002","34880","3","40657","熾炎戰鬼煉獄血盟暗黑團\n＝The‧Order‧Of‧Gehenna‧Immortals","6","「修特帕魯」前世所隸屬的暗黑騎士團。","6","22296","6","熾炎戰鬼煉獄血盟暗黑團＝The‧Order‧Of‧Gehenna‧Immortals","3002","26263","2","1","血盟暗黑團"
"6","這個的名稱是什麼？","19968","6","0","31532","3","29986","第一級產業","6","農業、林業這類生產原料或食材的產業。","6","26989","6","","3003","32026","2","2","第一級產業"
"6","這個的名稱是什麼？","20108","6","0","31532","3","29986","第二級產業","6","工業這類擔任原料加工的產業。","6","26989","6","","3005","32026","2","2","第二級產業"
"6","這個的名稱是什麼？","19977","6","0","31532","3","29986","第三級產業","6","擔任物流、分銷、中介等工作的產業，又稱為服務業。","6","26989","6","","3006","32026","2","2","第三級產業"
"6","這個的名稱是什麼？","32724","6","0","32736","3","31354","深淵悠久=翠翔裂空斬（Eternal Abyss=Divider）","6","揮舞寄宿在劍上的魔力，將其釋放的魔法。","6","26028","6","深淵悠久=翠翔裂空斬（Eternal Abyss=Divider）","3007","35010","3","2","翠翔裂空斬"
"6","這個的名稱是什麼？","20998","6","0","20116","3","35222","五分制視力表","6","關於視力表，數值在4.0-5.3之間稱為？","6","21147","6","五分制視力表","3008","21046","3","2","五分制視力"
"6","這個的名稱是什麼？","29992","6","0","36890","3","21147","國際通用視力表","6","關於視力表，數值在0.1-2.0之間稱為？","6","34920","6","國際通用視力表","3009","35222","3","2","通用視力表"
"6","這個的名稱是什麼？","26126","6","0","19981","3","34892","不明飛行物體","6","「UFO（Unidentified Flying Object）」的中文。","6","29289","6","不明飛行物體","3010","39131","1","2","不明飛行物"
"6","這個的名稱是什麼？","40599","6","0","20234","3","30333","伊麗莎白圈","6","貓狗在受傷時用以防止牠們舔舐自己的項圈。","6","22280","6","","3011","33678","2","2","伊麗莎白圈"
"6","這個的名稱是什麼？","24503","6","0","24801","3","21830","惡德伊商會","6","在蘭德索爾活動的邪惡商會。商會的名字同樣也是會長的名字。","6","26371","6","","3012","20234","3","1","惡德伊商會"
"6","這個問題的答案是？","32946","6","0","39178","3","26893","冥想、養育動植物","6","【美食殿堂】中的「可可蘿」的興趣是什麼？","6","29289","6","冥想、養育動植物","3016","21205","2","1","養育動植物"
"6","這個問題的答案是？","35987","6","0","21644","3","29609","和貓咪玩耍","6","【美食殿堂】中的「凱留」的興趣是什麼？","6","32781","6","","3020","21674","2","1","和貓咪玩耍"
"6","這個問題的答案是？","24859","6","0","21487","3","26481","蒐集可愛的東西","6","【小小甜心】中的「美美」的興趣是什麼？","6","35199","6","蒐集可愛的東西","3026","30340","2","1","可愛的東西"
"6","這個問題的答案是？","22969","6","0","21644","3","19968","和妹妹一起玩","6","【森林守衛】中的「初音」的興趣，除了午睡、早睡、回籠覺之外，另一個是什麼？","6","36215","6","和妹妹一起玩","3029","22969","2","1","和妹妹一起"
"6","這個的名稱是什麼？","36335","6","0","36947","3","36890","道路交通法","6","為防止道路的危險與障礙、實現安全且順暢的交通環境而制定的法律。","6","27861","6","","3050","20132","2","2","道路交通法"
"6","這個的名稱是什麼？","21205","6","0","21214","3","28310","勞動基準法","6","為保護勞動者而針對契約和報酬等方面訂定最低基準的法律。","6","27861","6","","3051","22522","2","2","勞動基準法"
"6","這個的名稱是什麼？","31461","6","0","20818","3","21033","兒童福利法","6","為實現所有兒童的福祉而制定必要之兒童援助的法律。","6","27861","6","","3053","31119","2","2","兒童福利法"
"6","這個的名稱是什麼？","31689","6","0","24314","3","28310","建築基準法","6","針對建築物的設備及構造等項目制定必須達到之最低基準的法律。","6","27861","6","","3054","22522","2","2","建築基準法"
"3","這個謎語的答案是？","101","3","0","112","3","112","A-people","3","腦筋急轉彎：「阿匹婆的英文名字？」","3","108","3","A-people","3063","111","3","2","peopl"
"6","這個謎語的答案是？","38748","6","0","24515","3","28982","心靜自然涼","6","冷笑話：「人死後為什麼變得冰涼？」","6","28092","6","","3064","33258","3","2","心靜自然涼"
"6","這個的名稱是什麼？","37096","6","0","32920","3","39592","肘部尺骨端","6","一般人對撞到手肘時會麻痺的那個部位的稱呼。","6","31471","6","","3065","23610","3","2","肘部尺骨端"
"6","這個問題的答案是？","26379","6","0","20132","3","24819","交朋友的想像訓練","6","【森林守衛】中的「碧」的興趣是什麼？","6","20687","6","交朋友的想像訓練","3066","21451","2","1","交朋友想像"
"6","這個問題的答案是？","20491","6","0","20841","3","19968","兩個人一起去野餐","6","【森林守衛】與【伊麗莎白牧場】中的「初音&栞」，兩人的興趣是什麼？","6","36215","6","兩個人一起去野餐","3067","20154","2","1","兩個人一起"
"6","這個問題的答案是？","38291","6","0","20043","3","31478","和強敵之間的競爭","6","【王宮騎士團】中的「克莉絲提娜」的興趣是什麼？","6","29229","6","和強敵之間的競爭","3068","30340","2","1","之間的競爭"
"6","這個問題的答案是？","38596","6","0","33521","3","36938","英雄扮演遊戲","6","【王宮騎士團】中的「茉莉」的興趣是什麼？","6","25138","6","英雄扮演遊戲","3069","25198","3","1","英雄扮遊戲"
"6","這個問題的答案是？","38291","6","0","25151","3","29609","能在房間裡玩的遊戲","6","【咲戀育幼院】中的「綾音」的興趣是什麼？","6","30340","6","能在房間裡玩的遊戲","3070","35041","3","1","房間裡玩的"
"6","這個問題的答案是？","20853","6","0","20653","3","25171","傭兵等等的打工","6","【墨丘利財團】中的「美冬」的興趣是什麼？","6","24037","6","傭兵等等的打工","3073","30340","3","1","傭兵的打工"
"6","這個問題的答案是？","35987","6","0","21644","3","29609","和貓咪玩耍","6","【墨丘利財團】中的「珠希」的興趣是什麼？","6","32781","6","","3074","21674","2","1","和貓咪玩耍"
"6","這個問題的答案是？","25088","6","0","30475","3","23567","看戀愛小說","6","【月光學院】中的「伊緒」，興趣除了戀愛漫畫、戀愛劇之外，另一個是什麼？","6","35498","6","","3075","24859","2","1","看戀愛小說"
"6","這個問題的答案是？","38598","6","0","33936","3","22941","蒐集化妝品","6","【月光學院】中的「美咲」，興趣除了閱讀流行雜誌之外，另一個是什麼？","6","21697","6","","3076","21270","3","1","蒐集化妝品"
"6","這個問題的答案是？","20013","6","0","37857","3","33258","欣賞鏡中的自己","6","【純白之翼 蘭德索爾分部】中的「雪」的興趣是什麼？","6","24049","6","欣賞鏡中的自己","3077","30340","1","1","鏡中的自己"
"3","這個的名稱是什麼？","110","3","0","97","3","101","The Hanged Man=倒吊人","3","塔羅牌大阿爾克那的其中一張。也叫作「死刑犯」。","3","100","3","The Hanged Man=倒吊人","3078","103","3","2","anged"
"6","這個的名稱是什麼？","22899","6","0","28113","3","34892","淑女自行車","6","市面上流通最廣的腳踏車的俗稱。源於彎形把手等設計讓婦女也便於騎乘的特色。","6","36554","6","","3079","33258","3","2","淑女自行車"
"6","這個問題的答案是？","20142","6","0","28418","3","33865","蒐集漂亮的葉子","6","「亞里莎」的興趣是什麼？","6","23376","6","蒐集漂亮的葉子","3080","30340","3","1","漂亮的葉子"
"6","這個的名稱是什麼？","31680","6","0","20809","3","26178","日光節約時間制","6","在部分地區會採用的「夏季的時間提前一小時」的制度。也叫作「夏令時間」。","6","38291","6","日光節約時間制","3081","32004","2","2","光節約時間"
"2","這個的名稱是什麼？","105","3","0","80","3","110","Piano","3","「古蕾婭」的興趣是「鋼琴」，其英文為？","3","111","3","","3082","97","1","1","Piano"
"3","這個的名稱是什麼？","99","3","0","115","3","105","Subscription","3","近年很熱門的「Sub」制，未經省略的全稱是？","3","112","3","Subscription","3083","114","3","2","scrip"
"6","這個的寫法是什麼？","30906","6","0","26410","3","29983","UMA=未確認生物體","6","意指槌之子和雪男這類存在的「UMA」，用漢字怎麼寫？","6","29289","6","UMA=未確認生物體","3084","35469","3","2","未確認生物"
"6","這個問題的答案是？","26379","6","0","25214","3","20043","找「朋友」之事","6","「露娜」的興趣是什麼？","6","20107","6","找「朋友」之事","3085","21451","1","1","找朋友之事"
"6","這個小遊戲的「？」裡填入的是？","20570","6","3086","35504","3","20811","誰做的巧克力","6","","6","21147","6","誰做的巧克力","3086","24039","2","1","誰做巧克力"
"6","這個小遊戲的「？」裡填入的是？","33457","6","3087","31354","3","36852","空花大迴轉","6","","6","36681","6","","3087","22823","2","1","空花大迴轉"
"6","這個小遊戲的「？」裡填入的是？","32340","6","3088","39321","3","39746","香織的靈魂式","6","","6","24335","6","香織的靈魂式","3088","38728","2","1","香織靈魂式"
"6","這個小遊戲的「？」裡填入的是？","20154","6","3089","40845","3","25509","龍人們的接龍競賽","6","","6","40845","6","龍人們的接龍競賽","3089","20497","2","1","龍人們接龍"
"6","這個小遊戲的「？」裡填入的是？","21496","6","3090","36215","3","20316","保衛起司大作戰","6","","6","25136","6","保衛起司大作戰","3090","22823","2","1","起司大作戰"
"6","這個小遊戲的「？」裡填入的是？","35347","6","3091","29467","3","25802","美里的猛訓打擊道！","6","","6","36947","6","美里的猛訓打擊道！","3091","25171","2","1","猛訓打擊道"
"6","這個小遊戲的「？」裡填入的是？","26085","6","3093","22799","3","21809","夏日演唱會","6","","6","26371","6","","3093","28436","2","1","夏日演唱會"
"6","這個的名稱是什麼？","26519","6","0","26684","3","27161","格林威治標準時間","6","在採用世界協調時間之前，作為國際基準時間被採用的時間名稱。","6","28310","6","格林威治標準時間","3094","27835","3","2","格林治標準"
"6","這個「？」裡填入的是？","30064","6","3095","36229","3","20844","超異域公主連結","6","遊戲標題。","6","20027","6","超異域公主連結","3095","22495","1","1","超異域公主"
"6","這個小遊戲的「？」裡填入的是？","24448","6","3103","36890","3","26997","通往究極之路","6","","6","36335","6","通往究極之路","3103","31350","1","1","通往究極路"
"6","這個的名稱是什麼？","20154","6","0","40845","3","20154","龍人族、人族","6","存在於阿斯特朗的種族，獸人族、精靈族、魔族，還剩下兩種是？","6","26063","6","龍人族、人族","3106","26063","2","1","龍人族人族"
"6","這個的名稱是什麼？","23610","6","0","20843","3","21246","八尺瓊勾玉","6","有著「三神器」之稱的為：「草薙劍」、「八咫鏡」與哪一種？","6","29577","6","","3115","29898","3","2","八尺瓊勾玉"
"6","正在唱的曲子名稱是？","28858","6","3124","22240","3","30475","因為想看到你的笑容","6","「望」是在「聖學祭」\n中所唱的歌曲。","6","21040","6","因為想看到你的笑容","3124","24819","3","1","因為想看到"
"6","這個謎語的答案是？","20856","6","0","23383","3","27861","因為他的字典是法文","6","為什麼拿破崙的字典裡沒有一個「難」字？","6","25991","6","因為他的字典是法文","3125","26159","3","2","字典是法文"
"6","這個的名稱是什麼？","40441","6","0","20108","3","33540","一富士二鷹 三茄子","6","在日本，據說在新年第一個夢境中夢到就會有好兆頭的3個東西。","6","23376","6","一富士 二鷹 三茄子","3126","19977","1","2","二鷹三茄子"
"6","這個謎語的答案是？","38587","6","0","19968","3","29312","其中一隻是犀牛","6","農夫養了10頭牛，為什麼只有19隻角？","6","29275","6","其中一隻是犀牛","3127","26159","2","2","一隻是犀牛"
"6","這個謎語的答案是？","20491","6","0","19968","3","27794","一個也沒有","6","猴子每分鐘能掰一個玉米，在果園裡，一隻猴子5分鐘能掰幾個玉米？","6","26377","6","一個也沒有","3128","20063","3","2","一個也沒有"
"6","這個謎語的答案是？","33879","6","0","31359","3","29983","穿著救生衣","6","一個不會游泳的人掉進了水裡卻沒有淹死，為什麼？","6","34915","6","","3129","25937","1","2","穿著救生衣"
"6","這個謎語的答案是？","20839","6","0","23460","3","36523","因為是室內健身車","6","小明騎自行車騎了十公里，但周圍景色都沒有改變，為什麼？","6","36554","6","因為是室內健身車","3133","20581","1","2","室內健身車"
"3","這個的名稱是什麼？","104","3","3134","112","3","110","Saxophone","3","「茜里」喜歡的樂器：\n「薩克斯風」的英文為？","3","101","3","Saxophone","3134","111","3","1","phone"
