262a1ba2490d14af0921a09e88398b5eaf6439bf2cd7cb7a26fd86f41a8b4387,befdc7d5e930b26124600f3cd2a3450d0502937f03dc9bcc57b8e3817b424922,35fe879f1424f7e2c89991203290adbb1f36e255e323c65559821d8ece03e84e,6bb1ebf0b578d9f5fd7023e44afb9f233abbaad6bb8e2dc5ca13094d0d876bf5,13cadd27b587fad601d6ca3c7e7b0a9f510c8571de92203a0de56e8d15249c75,388b5e5db63c7992f66e53d50e3da9a5677dbd405c281e21305d55ff8feca23c,e3711f4577ba8c563549f8f9eeb75fc8b8a5beaafc1de9f359d4f6f9dcf3b604,4096736470d41d45bd8f402f70e1fb8bb5d2a7254c61c19f7b097e48811a61e0,e846ebc9277b358ae6ed893c86b1f1f126265634d9dc0d17f2f7e3a9f870bb05
"320120206","-74","520","40","2","0","502012201","1","0.7"
"320120206","10","521","67","3","0","502012203","2","1"
"320120206","43.5","522","11","1","0","0","3","0.65"
"320120207","-98","523","50","2","0","502012206","1","0.7"
"320120207","0","524","72","3","0","502012208","2","1"
"320120207","49","525","13","1","0","0","3","0.65"
"320120208","10","526","30","1","0","0","1","1.2"
"320120209","40","527","40","1","0","0","1","0.9"
"320120210","-20","528","-35","1","0","0","1","1.1"
"320120306","-74","529","40","2","0","502012301","1","0.7"
"320120306","10","530","67","3","0","502012303","2","1"
"320120306","43.5","531","11","1","0","0","3","0.65"
"320120307","-98","532","50","2","0","502012306","1","0.7"
"320120307","0","533","72","3","0","502012308","2","1"
"320120307","49","534","13","1","0","0","3","0.65"
"320120308","10","535","30","1","0","0","1","1.2"
"320120309","40","536","40","1","0","0","1","0.9"
"320120310","-20","537","-35","1","0","0","1","1.1"
"320120406","-74","538","40","2","0","502012401","1","0.7"
"320120406","10","539","67","3","0","502012403","2","1"
"320120406","43.5","540","11","1","0","0","3","0.65"
"320120407","-98","541","50","2","0","502012406","1","0.7"
"320120407","0","542","72","3","0","502012408","2","1"
"320120407","49","543","13","1","0","0","3","0.65"
"320120408","10","544","30","1","0","0","1","1.2"
"320120409","40","545","40","1","0","0","1","0.9"
"320120410","-20","546","-35","1","0","0","1","1.1"
"320120506","-74","547","40","2","0","502012501","1","0.7"
"320120506","10","548","67","3","0","502012503","2","1"
"320120506","43.5","549","11","1","0","0","3","0.65"
"320120507","-98","550","50","2","0","502012506","1","0.7"
"320120507","0","551","72","3","0","502012508","2","1"
"320120507","49","552","13","1","0","0","3","0.65"
"320120508","10","553","30","1","0","0","1","1.2"
"320120509","40","554","40","1","0","0","1","0.9"
"320120510","-20","555","-35","1","0","0","1","1.1"
