4138af59d7badeb865e5bcb94092c7f9d0122f20669a65bd63c10f9e8e8a15e4,9c8d705e4d06f65427e1e14e26162ee82e911c2a2325e71a38ac4c10ce0e6fbb,4a7676e7741f0d53803ca1de448526790187cab84f6094706bd0c41892e9ebf4,066ae74d555f7a311cc4c7678ca037c3f4d7b6ac787c6281bac5fc603b568026,7b3abed053604f0a6e313419b41d58a0375a2431a3b83a33c2e14f305dd231ce,ff6a24d305e3c799d99868aec3ef8736b9e4560257e40942c956d31967a74e7b,06194a8f8c171062dae6f96d31640105d37f7e88bde17ea296cc0fa6d516a285,0fdae240239147f1e25de167d64512d3c528a13592dbe7f4d950017d3d8e98d5,33cbccd19305c9e2ae3bb5de45d1b8bfda86b4520b443c73d929c726362f0bdf,63a5058001c9f3a337f74996151ba49b540d98ad99081d769ea1657b5e71b8f0,1c6c16b23200ca6b51ee3e843570e65df97cf086bd14990a91f650c078d93603,ddf892491fe30e7a93d449fe9e065d16f3f0c6decf5978efbee809cc8f578aef,3098a71d11cd24dc5a6e103d52ea70272304c6b53dd69ec3a48f5d63928cbe00,39fcaf00a00230eb91ee6ac471035082ff040f4f77b293cd7897e3e34b328c5c,9858cf94bd05c6080abd9c724aa6dacaff6c1393d1ef71da5ba4c58c0058ef78,d4ee17c683f99f909153748837b325f101c10bf1e2219dd1277b55a53308d784,9cc3aade1544d57cbc58f1e447b232674986813972cd6054e8f8b5dbd3403912,f04fd7e1d04ca22d96804a35b6ee93269292ce9901e93d43274d5b6e8b3743e6,4ebf2fb6fb0698f57c267620bf833cb6b6d75e36f2e2ee6eb5728778f678996a,20ff79ef5660e3f045e27ca44c3772ee9e93453737c3772476df0433c8124b6f,aff445f2e64def5f5978e987ec0be3a96a999a6cecffc51b8132b26c1e62c94c
"3000","3000","0","16","2","0","0","31022","701","242","0","0","1018","8","2","1300","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31022","1301","243","0","0","1018","8","2","2500","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31022","2501","244","0","0","1018","8","2","4000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31022","4001","245","0","0","1018","8","2","6000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31022","6001","246","0","0","1018","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31022","10001","247","0","0","1018","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31018","1","248","0","0","1019","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31018","2","249","0","0","1019","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31018","3","250","0","0","1019","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31018","4","251","0","0","1019","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31018","21","252","0","0","1019","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31018","51","253","0","0","1019","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31018","151","254","0","0","1019","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31018","301","255","0","0","1019","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31018","701","256","0","0","1019","8","2","1300","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31018","1301","257","0","0","1019","8","2","2500","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31018","2501","258","0","0","1019","8","2","4000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31018","4001","259","0","0","1019","8","2","6000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31018","6001","260","0","0","1019","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31018","10001","261","0","0","1019","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31042","1","262","0","0","1020","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31042","2","263","0","0","1020","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31042","3","264","0","0","1020","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31042","4","265","0","0","1020","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31042","21","266","0","0","1020","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31042","51","267","0","0","1020","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31042","151","268","0","0","1020","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31042","301","269","0","0","1020","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31042","701","270","0","0","1020","8","2","1300","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31042","1301","271","0","0","1020","8","2","2500","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31042","2501","272","0","0","1020","8","2","4000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31042","4001","273","0","0","1020","8","2","6000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31042","6001","274","0","0","1020","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31042","10001","275","0","0","1020","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31025","1","276","0","0","1021","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31025","2","277","0","0","1021","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31025","3","278","0","0","1021","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31025","4","279","0","0","1021","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31025","21","280","0","0","1021","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31025","51","281","0","0","1021","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31025","151","282","0","0","1021","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31025","301","283","0","0","1021","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31025","701","284","0","0","1021","8","2","1300","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31025","1301","285","0","0","1021","8","2","2500","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31025","2501","286","0","0","1021","8","2","4000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31025","4001","287","0","0","1021","8","2","6000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31025","6001","288","0","0","1021","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31025","10001","289","0","0","1021","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31018","1","290","0","0","1022","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31018","2","291","0","0","1022","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31018","3","292","0","0","1022","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31018","4","293","0","0","1022","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31018","21","294","0","0","1022","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31018","51","295","0","0","1022","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31018","151","296","0","0","1022","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31018","301","297","0","0","1022","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31018","701","298","0","0","1022","8","2","1300","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31018","1301","299","0","0","1022","8","2","2500","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31018","2501","300","0","0","1022","8","2","4000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31018","4001","301","0","0","1022","8","2","6000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31018","6001","302","0","0","1022","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31018","10001","303","0","0","1022","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31042","1","304","0","0","1023","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31042","2","305","0","0","1023","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31042","3","306","0","0","1023","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31042","4","307","0","0","1023","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31042","21","308","0","0","1023","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31042","51","309","0","0","1023","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31042","151","310","0","0","1023","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31042","301","311","0","0","1023","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31042","701","312","0","0","1023","8","2","1300","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31042","1301","313","0","0","1023","8","2","2500","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31042","2501","314","0","0","1023","8","2","4000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31042","4001","315","0","0","1023","8","2","6000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31042","6001","316","0","0","1023","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31042","10001","317","0","0","1023","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31043","1","318","0","0","1024","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31043","2","319","0","0","1024","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31043","3","320","0","0","1024","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31043","4","321","0","0","1024","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31043","21","322","0","0","1024","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31043","51","323","0","0","1024","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31043","151","324","0","0","1024","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31043","301","325","0","0","1024","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31043","701","326","0","0","1024","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31043","1501","327","0","0","1024","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31043","3001","328","0","0","1024","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31043","5001","329","0","0","1024","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31043","7001","330","0","0","1024","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31043","10001","331","0","0","1024","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31022","1","332","0","0","1025","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31022","2","333","0","0","1025","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31022","3","334","0","0","1025","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31022","4","335","0","0","1025","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31022","21","336","0","0","1025","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31022","51","337","0","0","1025","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31022","151","338","0","0","1025","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31022","301","339","0","0","1025","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31022","701","340","0","0","1025","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31022","1501","341","0","0","1025","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31022","3001","342","0","0","1025","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31022","5001","343","0","0","1025","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31022","7001","344","0","0","1025","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31022","10001","345","0","0","1025","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31025","1","346","0","0","1026","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31025","2","347","0","0","1026","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31025","3","348","0","0","1026","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31025","4","349","0","0","1026","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31025","21","350","0","0","1026","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31025","51","351","0","0","1026","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31025","151","352","0","0","1026","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31025","301","353","0","0","1026","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31025","701","354","0","0","1026","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31025","1501","355","0","0","1026","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31025","3001","356","0","0","1026","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31025","5001","357","0","0","1026","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31025","7001","358","0","0","1026","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31025","10001","359","0","0","1026","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31018","1","360","0","0","1027","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31018","2","361","0","0","1027","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31018","3","362","0","0","1027","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31018","4","363","0","0","1027","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31018","21","364","0","0","1027","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31018","51","365","0","0","1027","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31018","151","366","0","0","1027","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31018","301","367","0","0","1027","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31018","701","368","0","0","1027","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31018","1501","369","0","0","1027","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31018","3001","370","0","0","1027","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31018","5001","371","0","0","1027","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31018","7001","372","0","0","1027","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31018","10001","373","0","0","1027","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31042","1","374","0","0","1028","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31042","2","375","0","0","1028","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31042","3","376","0","0","1028","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31042","4","377","0","0","1028","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31042","21","378","0","0","1028","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31042","51","379","0","0","1028","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31042","151","380","0","0","1028","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31042","301","381","0","0","1028","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31042","701","382","0","0","1028","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31042","1501","383","0","0","1028","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31042","3001","384","0","0","1028","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31042","5001","385","0","0","1028","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31042","7001","386","0","0","1028","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31042","10001","387","0","0","1028","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31043","1","388","0","0","1029","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31043","2","389","0","0","1029","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31043","3","390","0","0","1029","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31043","4","391","0","0","1029","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31043","21","392","0","0","1029","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31043","51","393","0","0","1029","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31043","151","394","0","0","1029","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31043","301","395","0","0","1029","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31043","701","396","0","0","1029","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31043","1501","397","0","0","1029","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31043","3001","398","0","0","1029","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31043","5001","399","0","0","1029","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31043","7001","400","0","0","1029","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31043","10001","401","0","0","1029","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31025","1","402","0","0","1030","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31025","2","403","0","0","1030","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31025","3","404","0","0","1030","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31025","4","405","0","0","1030","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31025","21","406","0","0","1030","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31025","51","407","0","0","1030","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31025","151","408","0","0","1030","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31025","301","409","0","0","1030","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31025","701","410","0","0","1030","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31025","1501","411","0","0","1030","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31025","3001","412","0","0","1030","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31025","5001","413","0","0","1030","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31025","7001","414","0","0","1030","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31025","10001","415","0","0","1030","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31022","1","416","0","0","1031","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31022","2","417","0","0","1031","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31022","3","418","0","0","1031","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31022","4","419","0","0","1031","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31022","21","420","0","0","1031","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31022","51","421","0","0","1031","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31022","151","422","0","0","1031","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31022","301","423","0","0","1031","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31022","701","424","0","0","1031","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31022","1501","425","0","0","1031","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31022","3001","426","0","0","1031","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31022","5001","427","0","0","1031","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31022","7001","428","0","0","1031","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31022","10001","429","0","0","1031","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31018","1","430","0","0","1032","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31018","2","431","0","0","1032","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31018","3","432","0","0","1032","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31018","4","433","0","0","1032","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31018","21","434","0","0","1032","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31018","51","435","0","0","1032","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31018","151","436","0","0","1032","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31018","301","437","0","0","1032","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31018","701","438","0","0","1032","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31018","1501","439","0","0","1032","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31018","3001","440","0","0","1032","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31018","5001","441","0","0","1032","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31018","7001","442","0","0","1032","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31018","10001","443","0","0","1032","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31042","1","444","0","0","1033","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31042","2","445","0","0","1033","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31042","3","446","0","0","1033","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31042","4","447","0","0","1033","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31042","21","448","0","0","1033","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31042","51","449","0","0","1033","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31042","151","450","0","0","1033","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31042","301","451","0","0","1033","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31042","701","452","0","0","1033","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31042","1501","453","0","0","1033","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31042","3001","454","0","0","1033","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31042","5001","455","0","0","1033","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31042","7001","456","0","0","1033","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31042","10001","457","0","0","1033","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31043","1","458","0","0","1034","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31043","2","459","0","0","1034","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31043","3","460","0","0","1034","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31043","4","461","0","0","1034","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31043","21","462","0","0","1034","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31043","51","463","0","0","1034","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31043","151","464","0","0","1034","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31043","301","465","0","0","1034","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31043","701","466","0","0","1034","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31043","1501","467","0","0","1034","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31043","3001","468","0","0","1034","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31043","5001","469","0","0","1034","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31043","7001","470","0","0","1034","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31043","10001","471","0","0","1034","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31025","1","472","0","0","1035","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31025","2","473","0","0","1035","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31025","3","474","0","0","1035","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31025","4","475","0","0","1035","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31025","21","476","0","0","1035","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31025","51","477","0","0","1035","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31025","151","478","0","0","1035","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31025","301","479","0","0","1035","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31025","701","480","0","0","1035","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31025","1501","481","0","0","1035","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31025","3001","482","0","0","1035","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31025","5001","483","0","0","1035","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31025","7001","484","0","0","1035","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31025","10001","485","0","0","1035","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31022","1","486","0","0","1036","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31022","2","487","0","0","1036","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31022","3","488","0","0","1036","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31022","4","489","0","0","1036","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31022","21","490","0","0","1036","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31022","51","491","0","0","1036","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31022","151","492","0","0","1036","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31022","301","493","0","0","1036","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31022","701","494","0","0","1036","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31022","1501","495","0","0","1036","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31022","3001","496","0","0","1036","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31022","5001","497","0","0","1036","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31022","7001","498","0","0","1036","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31022","10001","499","0","0","1036","8","2","-1","0","1","91002","0","90006"
