6f8ba5fe2a2bc5ef0e181fd7847e058ac20e201bc3242120da22f46b36f61a1b,d6124aec2ce43b9d3dd468c3441cee2fde1275cf9b9a6dde94e605e47908091f,b229557f137b66c2e8c7667110a5eff2d3391cfef54b090529cdc11b0bb69236,8c98b46d25e5843c8298f0213d3a4144c8ded2b7440887a5f2e3ca46f9db61b8,b9c25b00fa3b5fab65a65fc0e978556744884b38f47820f3dc95a2e45259b983,c4556493138005bec0a1c1a93adc2bfb41de38dae696e227b5091dd2c8e40f2f,7c39b22e9794ea174c7a611de77f96bedf6405abd0747ce143f0fb6ac6e5ef4d,ff158c5d7e6ed5aa22ad53d98c0bfa6a86eca8c028d0e7f120c27d8d8fe02989,a703f3a8e3508d9c4ec17135c0bc8a55ee18d899e891f744bd39ae1ab1219734,dbe456c3743813550ebc0b2c733d031e7a747706146d89e2d593214f7eb5ecd1,eb211ac931f89fb0d1802b2087c21615c6fdbc708e56e6b99269c8946969fa6c,377d339253ee4562e2987b1d49b0d89e1d313fe824cfdb15b0976baeb98e491b
"0","0","1009813","10","0","300","0","26","0","1.633","100981326","1"
"0","0","1009814","0","0.8","0","0","1","1","0","100981401","4"
"0","vo_lsv_1401","1009814","0","0","0","vo_lsv","2","0","0","100981402","2"
"0","0","1009814","1","0","84","0","3","0","0.677","100981403","1"
"0","0","1009814","0","0.7","0","0","4","1","0","100981404","4"
"84","0","1009814","1","0","300","0","5","0","1.677","100981405","1"
"0","0","1009814","0","3.5","0","0","6","1","0","100981406","4"
"0","vo_lsv_1402","1009814","0","0","0","vo_lsv","7","0","0","100981407","2"
"0","0","1009814","3","0","300","0","8","0","1.099","100981408","1"
"0","0","1009814","0","1.13","0","0","9","1","0","100981409","4"
"0","0","1009814","4","0","158","0","10","0","1.234","100981410","1"
"0","0","1009814","0","2.2","0","0","11","1","0","100981411","4"
"0","vo_lsv_1403","1009814","0","0","0","vo_lsv","12","0","0","100981412","2"
"158","0","1009814","4","0","300","0","13","0","1.37","100981413","1"
"0","0","1009814","0","2.5","0","0","14","1","0","100981414","4"
"0","vo_lsv_1404","1009814","0","0","0","vo_lsv","15","0","0","100981415","2"
"0","0","1009814","6","0","300","0","16","0","1","100981416","1"
"0","0","1009814","0","1.3","0","0","17","1","0","100981417","4"
"0","0","1009814","7","0","350","0","18","0","1.661","100981418","1"
"0","0","1009814","0","1.7","0","0","19","1","0","100981419","4"
"0","0","1009814","8","0","180","0","20","0","1.344","100981420","1"
"0","0","1009814","0","2.5","0","0","21","1","0","100981421","4"
"0","vo_lsv_1405","1009814","0","0","0","vo_lsv","22","0","0","100981422","2"
"0","0","1009814","10","0","80","0","23","0","0.82","100981423","1"
"0","0","1009814","0","1.4","0","0","24","1","0","100981424","4"
"80","0","1009814","10","0","300","0","25","0","1.83","100981425","1"
"0","0","1009815","0","0.8","0","0","1","1","0","100981501","4"
"0","vo_lsv_1501","1009815","0","0","0","vo_lsv","2","0","0","100981502","2"
"0","0","1009815","1","0","300","0","3","0","2.384","100981503","1"
"0","0","1009815","0","2.41","0","0","4","1","0","100981504","4"
"0","0","1009815","2","0","250","0","5","0","1","100981505","1"
"0","0","1009815","0","2","0","0","6","1","0","100981506","4"
"0","vo_lsv_1502","1009815","0","0","0","vo_lsv","7","0","0","100981507","2"
"0","0","1009815","3","0","300","0","8","0","1.71","100981508","1"
"0","0","1009815","0","2","0","0","9","1","0","100981509","4"
"0","0","1009815","4","0","300","0","10","0","1.369","100981510","1"
"0","0","1009815","0","1.39","0","0","11","1","0","100981511","4"
"0","0","1009815","5","0","327","0","12","0","2.431","100981512","1"
"0","0","1009815","0","2.432","0","0","13","1","0","100981513","4"
"0","0","1009815","6","0","327","0","14","0","1.164","100981514","1"
"0","0","1009815","0","2.5","0","0","15","1","0","100981515","4"
"0","vo_lsv_1503","1009815","0","0","0","vo_lsv","16","0","0","100981516","2"
"0","0","1009815","7","0","327","0","17","0","3.101","100981517","1"
"0","0","1009815","0","4.5","0","0","18","1","0","100981518","4"
"0","vo_lsv_1504","1009815","0","0","0","vo_lsv","19","0","0","100981519","2"
"0","0","1009815","8","0","327","0","20","0","2.454","100981520","1"
"0","0","1009815","0","2.484","0","0","21","1","0","100981521","4"
"0","0","1009815","9","0","300","0","22","0","0.727","100981522","1"
"0","0","1009815","0","2","0","0","23","1","0","100981523","4"
"0","vo_lsv_1505","1009815","0","0","0","vo_lsv","24","0","0","100981524","2"
"0","0","1009815","10","0","300","0","25","0","1.984","100981525","1"
"0","0","1009815","0","3","0","0","26","1","0","100981526","4"
"0","vo_lsv_1506","1009815","0","0","0","vo_lsv","27","0","0","100981527","2"
"0","0","1009815","12","0","327","0","28","0","2.1","100981528","1"
