6fbeba51a2c49bfb6335d3fa33847cff3945768271c92318dca2cb2b846a8b59,d243709216e0a59514803281760c093e987735a534a691f44eba9de24886f680,ebf3f74bb8c3ac24985718f015d75385d336639cb3518d830f0994d7832a54c0,51b1e98b6f147624fe6da22bdb8974045862a025d710e16eef270bdfadf5a79b,9e6ea9eca0de681a54e0b6c86657c84fe4404ce615b8ea4c8ef19a7903490e97,c39eee9027ec489a26bbb71028634f9b1ad84f07d10e7ee6a68cf38274ae7f37,8a82b3892b7324224d3326373ceb51c923cdd20fcc5a03bd5380aca1dfcfb1b4,8e91a87a1a1d82c79d2681c3d0b8391069a46db22bf19ea3d9314c9a9473a50b,6e922c964a75880aa637db2487fabb30dabf570ec0410f6396c8063dd057e245,62dbfcfb0c47bc377038837d8ad801280bfd0a3fb5c8c9a0fd87e2d1751b6b92,9e2cad641468be5d97e6d3f1a4c916632e5a382ba13828dbd3fc4bc00efc6cba,84436b7fd0edeb40a5b7bee2030d2b48aab5ccbff69c900c6bdd5ac4945b4c89,565b5405fba1ecd9a5828f5a16a364d2b91cc57876bac4a7309b50092720578a,9cf1efbbae7b85276eb5880bc3d1faf2397199464dcb197db68e18fc484d96fd,bbde58fdd9e7230933d5cdeeec0b26779bbb34bd2a2dbe088067c9f906397921,49d937554070ab797516c6e4b6b181f73019a61ab1a6f6b214d3ba138bb57fca,dfdd1b461c0e2c06822571f1fd4c08b387300401000d0e8024c337d8f862615a,c64addefc6f3d7f41203637b8a7fe90e9e141c00fd4c2a5fe84c5ba3c6b08b59,95bf5d522fe764c60cc57742ca348c324c57224676c6d73400641783e2980254,6d78a6955c486145487325f883fa9d996527985c40a963c20832946f14e6e64f,38fde828cfb6a032bd3b7f7d87bba8772950b9d30a3332734dd8e0fbd7fa4c62,1c091a376d0b95b5db656cccf5dba73ad4fee8053efef32e48dde90c404feaf5,c5756ee5518f1ed203f4e586c0cd0fe0097114afb5cbc4de6f5267aaa2916037,c1b81928792396aa2b06d97f0120dba2aa298d98ef8128b9296e371e3a514143,8d915c8bc0bd17d5a842ca12994dc8c5cda7b9c6e15e3b9314af77721a9fc01c,2fe73a03f7a34ddce65c8cd87ea7207cc3f1c4c137f4956a915717d7ce5b7b5b,6980ea90dbdf1f2ab2108e37544c3a43878c368164562dd3ba453e4dffeba2fa,a493131c63ffbb31d28255e96089f3e1c8c4826ced512e4fb6c0338d0c2ae02b,cc80513c71a4d47855d43d40a8afc2879d77ec82b2bd1ac081d343e9c94bd0b0,f8e2842ce70ae1fec3b29de81a6badb9e7a118e2cf85af2c9064992e29924160,45cff0a665121b26125c4d5e24b81dc86d45855fe2d60cc89f2357a0a22652d0,c7ab439bd78f0ff47081cc41599d822aa99df8d413fcd2522977e7726b812a83,468ba187f2cc810f665b225620b26f7cad6edaaae596fdfb70024ec834eccef7,6f120b2864ae6eedb3012f227bccb86c0e45d0285e547e6ba558173c75fd2777,37000ca58a01df3a34bd80a0a57572c7b2c18f0c7849a9b3dcb9630024966d9e,aa4dd8febee4c917ec73644b7653f3d3de427a0a8739098a6280230bc4ffced5,4fe9340ae602eb97a3020b3713da1709dc572ae2032a27f44e35f04ab69895c4,ee1754c2af5036f24449e3b991db7fec000c6a8dce43771ab9b5fe8ce0777931,ff5563d02407d664bc16088dde8ba803c22e307682e3023659aff350798b8721,7da46c37f7b9e38bb99e75d3939310da64a3b744a3afdc5b5b956758b785ff1a
"1","1","0","1","1","1","0","10","1","0","30","200801","1","62","1","0","1","0","1","10","789","1","0","5","0","0","620080101","200000006","0","1","1","1","1","1","0","1","1","8","1","1"
"2","2","0","2","2","2","0","10","2","0","30","200801","2","73","2","0","2","0","1","10","811","2","0","5","0","0","620080102","200000006","0","2","2","2","1","1","0","2","2","19","2","2"
"3","3","0","3","3","3","0","10","3","0","30","200801","3","83","3","0","3","0","1","10","833","3","0","7","0","0","620080103","200000006","0","3","3","3","1","1","0","3","3","10","3","3"
"4","4","0","4","4","4","0","10","4","0","30","200801","4","83","4","0","4","0","1","10","833","4","0","7","0","0","620080104","200000006","0","4","4","4","1","1","0","4","4","10","4","4"
"5","5","0","5","5","5","0","10","5","0","30","200801","5","91","5","0","5","0","1","10","837","5","0","7","0","0","620080105","200000006","0","5","5","5","1","1","0","5","5","10","5","5"
"6","6","0","6","6","6","0","10","6","0","30","200801","6","125","6","0","6","0","1","10","881","6","0","10","0","0","620080106","200000006","0","6","6","6","1","1","0","6","6","15","6","6"
"7","7","0","7","7","7","0","10","7","0","30","200801","7","143","7","0","7","0","1","10","991","7","0","11","0","0","620080107","200000006","0","7","7","7","1","1","0","7","7","17","7","7"
"8","8","0","8","8","8","0","10","8","0","30","200801","8","160","8","0","8","0","1","10","1102","8","0","13","0","0","620080108","200000006","0","8","8","8","1","1","0","8","8","18","8","8"
"9","9","0","9","9","9","0","10","9","0","30","200801","9","177","9","0","9","0","1","10","1212","9","0","14","0","0","620080109","200000006","0","9","9","9","1","1","0","9","9","19","9","9"
"10","10","0","10","10","10","0","10","10","0","30","200801","10","195","10","0","10","0","1","10","1323","10","0","15","0","0","620080110","200000006","0","10","10","10","1","1","0","10","10","21","10","10"
"11","11","0","11","11","11","0","10","11","0","30","200801","11","213","11","0","11","0","1","10","1434","11","0","16","0","0","620080111","200000006","0","11","11","11","1","1","0","11","11","23","11","11"
"12","12","0","12","12","12","0","10","12","0","30","200801","12","231","12","0","12","0","1","10","1545","12","0","17","0","0","620080112","200000006","0","12","12","12","1","1","0","12","12","25","12","12"
"13","13","0","13","13","13","0","10","13","0","30","200801","13","247","13","0","13","0","1","10","1656","13","0","19","0","0","620080113","200000006","0","13","13","13","1","1","0","13","13","25","13","13"
"14","14","0","14","14","14","0","10","14","0","30","200801","14","265","14","0","14","0","1","10","1766","14","0","19","0","0","620080114","200000006","0","14","14","14","1","1","0","14","14","28","14","14"
"15","15","0","15","15","15","0","10","15","0","30","200801","15","283","15","0","15","0","1","10","1876","15","0","20","0","0","620080115","200000006","0","15","15","15","1","1","0","15","15","29","15","15"
"16","16","0","16","16","16","0","10","16","0","30","200801","16","318","16","0","16","0","1","10","2041","16","0","20","0","0","620080116","200000006","0","16","16","16","1","1","0","16","16","30","16","16"
"17","17","0","17","17","17","0","10","17","0","30","200801","17","353","17","0","17","0","1","10","2205","17","0","20","0","0","620080117","200000006","0","17","17","17","1","1","0","17","17","31","17","17"
"18","18","0","18","18","18","0","10","18","0","30","200801","18","426","18","0","18","0","1","10","3110","18","0","22","0","0","620080118","200000006","0","18","18","18","1","1","0","18","18","31","18","18"
"19","19","0","19","19","19","0","10","19","0","30","200801","19","459","19","0","19","0","1","10","3556","19","0","22","0","0","620080119","200000006","0","19","19","19","1","1","0","19","19","31","19","19"
"20","20","0","20","20","20","0","10","20","0","30","200801","20","483","20","0","20","0","1","10","3750","20","0","22","0","0","620080120","200000006","0","20","20","20","1","1","0","20","20","33","20","20"
"21","21","0","21","21","21","0","10","21","0","30","200801","21","535","21","0","21","0","1","10","4280","21","0","26","0","0","620080121","200000006","0","21","21","21","1","1","0","21","21","38","21","21"
"22","22","0","22","22","22","0","10","22","0","30","200801","22","584","22","0","22","0","1","10","4809","22","0","28","0","0","620080122","200000006","0","22","22","22","1","1","0","22","22","41","22","22"
"23","23","0","23","23","23","0","10","23","0","30","200801","23","635","23","0","23","0","1","10","5339","23","0","31","0","0","620080123","200000006","0","23","23","23","1","1","0","23","23","44","23","23"
"24","24","0","24","24","24","0","10","24","0","30","200801","24","685","24","0","24","0","1","10","5869","24","0","34","0","0","620080124","200000006","0","24","24","24","1","1","0","24","24","48","24","24"
"25","25","0","25","25","25","0","10","25","0","30","200801","25","692","25","0","25","0","1","10","6481","25","0","35","0","0","620080125","200000006","0","25","25","25","1","1","0","25","25","49","25","25"
"26","26","0","26","26","26","0","10","26","0","30","200801","26","698","26","0","26","0","1","10","7093","26","0","36","0","0","620080126","200000006","0","26","26","26","1","1","0","26","26","50","26","26"
"27","27","0","27","27","27","0","10","27","0","30","200801","27","751","27","0","27","0","1","10","7705","27","0","36","0","0","620080127","200000006","0","27","27","27","1","1","0","27","27","51","27","27"
"28","28","0","28","28","28","0","10","28","0","30","200801","28","803","28","0","28","0","1","10","8317","28","0","36","0","0","620080128","200000006","0","28","28","28","1","1","0","28","28","51","28","28"
"29","29","0","29","29","29","0","10","29","0","30","200801","29","856","29","0","29","0","1","10","8929","29","0","37","0","0","620080129","200000006","0","29","29","29","1","1","0","29","29","52","29","29"
"30","30","0","30","30","30","0","10","30","0","30","200801","30","908","30","0","30","0","1","10","9541","30","0","37","0","0","620080130","200000006","0","30","30","30","1","1","0","30","30","53","30","30"
"31","31","0","31","31","31","0","10","31","0","30","200801","31","960","31","0","31","0","1","10","10153","31","0","38","0","0","620080131","200000006","0","31","31","31","1","1","0","31","31","53","31","31"
"32","32","0","32","32","32","0","10","32","0","30","200801","32","1013","32","0","32","0","1","10","10765","32","0","38","0","0","620080132","200000006","0","32","32","32","1","1","0","32","32","54","32","32"
"33","33","0","33","33","33","0","10","33","0","30","200801","33","1064","33","0","33","0","1","10","11378","33","0","38","0","0","620080133","200000006","0","33","33","33","1","1","0","33","33","54","33","33"
"34","34","0","34","34","34","0","10","34","0","30","200801","34","1118","34","0","34","0","1","10","11989","34","0","39","0","0","620080134","200000006","0","34","34","34","1","1","0","34","34","55","34","34"
"35","35","0","35","35","35","0","10","35","0","30","200801","35","1170","35","0","35","0","1","10","12601","35","0","39","0","0","620080135","200000006","0","35","35","35","1","1","0","35","35","56","35","35"
"36","36","0","36","36","36","0","10","36","0","30","200801","36","1223","36","0","36","0","1","10","13213","36","0","39","0","0","620080136","200000006","0","36","36","36","1","1","0","36","36","56","36","36"
"37","37","0","37","37","37","0","10","37","0","30","200801","37","1339","37","0","37","0","1","10","13597","37","0","46","0","0","620080137","200000006","0","37","37","37","1","1","0","37","37","65","37","37"
"38","38","0","38","38","38","0","10","38","0","30","200801","38","1458","38","0","38","0","1","10","13979","38","0","53","0","0","620080138","200000006","0","38","38","38","1","1","0","38","38","73","38","38"
"39","39","0","39","39","39","0","10","39","0","30","200801","39","1576","39","0","39","0","1","10","14362","39","0","60","0","0","620080139","200000006","0","39","39","39","1","1","0","39","39","81","39","39"
"40","40","0","40","40","40","0","10","40","0","30","200801","40","1847","40","0","40","0","1","10","17844","40","0","61","0","0","620080140","200000006","0","40","40","40","1","1","0","40","40","82","40","40"
"41","41","0","41","41","41","0","10","41","0","30","200801","41","2118","41","0","41","0","1","10","21325","41","0","61","0","0","620080141","200000006","0","41","41","41","1","1","0","41","41","83","41","41"
"42","42","0","42","42","42","0","10","42","0","30","200801","42","2042","42","0","42","0","1","10","21826","42","0","61","0","0","620080142","200000006","0","42","42","42","1","1","0","42","42","85","42","42"
"43","43","0","43","43","43","0","10","43","0","30","200801","43","2069","43","0","43","0","1","10","23039","43","0","63","0","0","620080143","200000006","0","43","43","43","1","1","0","43","43","88","43","43"
"44","44","0","44","44","44","0","10","44","0","30","200801","44","2097","44","0","44","0","1","10","24252","44","0","65","0","0","620080144","200000006","0","44","44","44","1","1","0","44","44","90","44","44"
"45","45","0","45","45","45","0","10","45","0","30","200801","45","2124","45","0","45","0","1","10","24346","45","0","65","0","0","620080145","200000006","0","45","45","45","1","1","0","45","45","90","45","45"
"46","46","0","46","46","46","0","10","46","0","30","200801","46","2171","46","0","46","0","1","10","26140","46","0","73","0","0","620080146","200000006","0","46","46","46","1","1","0","46","46","97","46","46"
"47","47","0","47","47","47","0","10","47","0","30","200801","47","2215","47","0","47","0","1","10","30599","47","0","89","0","0","620080147","200000006","0","47","47","47","1","1","0","47","47","105","47","47"
"48","48","0","48","48","48","0","10","48","0","30","200801","48","2652","48","0","48","0","1","10","35057","48","0","104","0","0","620080148","200000006","0","48","48","48","1","1","0","48","48","114","48","48"
"49","49","0","49","49","49","0","10","49","0","30","200801","49","2671","49","0","49","0","1","10","35464","49","0","104","0","0","620080149","200000006","0","49","49","49","1","1","0","49","49","114","49","49"
"50","50","0","50","50","50","0","10","50","0","30","200801","50","2800","50","0","50","0","1","10","36264","50","0","109","0","0","620080150","200000006","0","50","50","50","1","1","0","50","50","121","50","50"
"51","51","0","51","51","51","0","10","51","0","30","200801","51","2930","51","0","51","0","1","10","37063","51","0","114","0","0","620080151","200000006","0","51","51","51","1","1","0","51","51","128","51","51"
"52","52","0","52","52","52","0","10","52","0","30","200801","52","3061","52","0","52","0","1","10","37863","52","0","119","0","0","620080152","200000006","0","52","52","52","1","1","0","52","52","135","52","52"
"53","53","0","53","53","53","0","10","53","0","30","200801","53","3191","53","0","53","0","1","10","38662","53","0","123","0","0","620080153","200000006","0","53","53","53","1","1","0","53","53","142","53","53"
"54","54","0","54","54","54","0","10","54","0","30","200801","54","3320","54","0","54","0","1","10","39462","54","0","128","0","0","620080154","200000006","0","54","54","54","1","1","0","54","54","149","54","54"
"55","55","0","55","55","55","0","10","55","0","30","200801","55","3449","55","0","55","0","1","10","40262","55","0","133","0","0","620080155","200000006","0","55","55","55","1","1","0","55","55","156","55","55"
"56","56","0","56","56","56","0","10","56","0","30","200801","56","3579","56","0","56","0","1","10","41061","56","0","138","0","0","620080156","200000006","0","56","56","56","1","1","0","56","56","163","56","56"
"57","57","0","57","57","57","0","10","57","0","30","200801","57","3708","57","0","57","0","1","10","41861","57","0","143","0","0","620080157","200000006","0","57","57","57","1","1","0","57","57","170","57","57"
"58","58","0","58","58","58","0","10","58","0","30","200801","58","3838","58","0","58","0","1","10","42661","58","0","148","0","0","620080158","200000006","0","58","58","58","1","1","0","58","58","177","58","58"
"59","59","0","59","59","59","0","10","59","0","30","200801","59","4014","59","0","59","0","1","10","46202","59","0","155","0","0","620080159","200000006","0","59","59","59","1","1","0","59","59","185","59","59"
"60","60","0","60","60","60","0","10","60","0","30","200801","60","4191","60","0","60","0","1","10","49743","60","0","162","0","0","620080160","200000006","0","60","60","60","1","1","0","60","60","192","60","60"
"61","61","0","61","61","61","0","10","61","0","30","200801","61","4367","61","0","61","0","1","10","53285","61","0","170","0","0","620080161","200000006","0","61","61","61","1","1","0","61","61","200","61","61"
"62","62","0","62","62","62","0","10","62","0","30","200801","62","4414","62","0","62","0","1","10","54085","62","0","172","0","0","620080162","200000006","0","62","62","62","1","1","0","62","62","202","62","62"
"63","63","0","63","63","63","0","10","63","0","30","200801","63","4461","63","0","63","0","1","10","54885","63","0","174","0","0","620080163","200000006","0","63","63","63","1","1","0","63","63","204","63","63"
"64","64","0","64","64","64","0","10","64","0","30","200801","64","4508","64","0","64","0","1","10","55685","64","0","176","0","0","620080164","200000006","0","64","64","64","1","1","0","64","64","206","64","64"
"65","65","0","65","65","65","0","10","65","0","30","200801","65","4555","65","0","65","0","1","10","56485","65","0","178","0","0","620080165","200000006","0","65","65","65","1","1","0","65","65","208","65","65"
"66","66","0","66","66","66","0","10","66","0","30","200801","66","4603","66","0","66","0","1","10","57285","66","0","180","0","0","620080166","200000006","0","66","66","66","1","1","0","66","66","210","66","66"
"67","67","0","67","67","67","0","10","67","0","30","200801","67","4650","67","0","67","0","1","10","58085","67","0","182","0","0","620080167","200000006","0","67","67","67","1","1","0","67","67","212","67","67"
"68","68","0","68","68","68","0","10","68","0","30","200801","68","4697","68","0","68","0","1","10","58885","68","0","184","0","0","620080168","200000006","0","68","68","68","1","1","0","68","68","214","68","68"
"69","69","0","69","69","69","0","10","69","0","30","200801","69","4744","69","0","69","0","1","10","59685","69","0","186","0","0","620080169","200000006","0","69","69","69","1","1","0","69","69","216","69","69"
"70","70","0","70","70","70","0","10","70","0","30","200801","70","4791","70","0","70","0","1","10","60485","70","0","188","0","0","620080170","200000006","0","70","70","70","1","1","0","70","70","218","70","70"
"71","71","0","71","71","71","0","10","71","0","30","200801","71","4838","71","0","71","0","1","10","61285","71","0","190","0","0","620080171","200000006","0","71","71","71","1","1","0","71","71","220","71","71"
"1","1","0","1","1","1","0","10","1","0","30","200900","1","28","1","0","1","0","1","10","301","1","0","2","0","0","620090001","200000001","0","1","1","1","1","1","0","1","1","3","1","1"
"2","2","0","2","2","2","0","10","2","0","30","200900","2","43","2","0","2","0","1","10","464","2","0","3","0","0","620090002","200000001","0","2","2","2","1","1","0","2","2","9","2","2"
"3","3","0","3","3","3","0","10","3","0","30","200900","3","51","3","0","3","0","1","10","496","3","0","4","0","0","620090003","200000001","0","3","3","3","1","1","0","3","3","9","3","3"
"4","4","0","4","4","4","0","10","4","0","30","200900","4","59","4","0","4","0","1","10","527","4","0","5","0","0","620090004","200000001","0","4","4","4","1","1","0","4","4","8","4","4"
"5","5","0","5","5","5","0","10","5","0","30","200900","5","78","5","0","5","0","1","10","527","5","0","5","0","0","620090005","200000001","0","5","5","5","1","1","0","5","5","8","5","5"
"6","6","0","6","6","6","0","10","6","0","30","200900","6","96","6","0","6","0","1","10","617","6","0","7","0","0","620090006","200000001","0","6","6","6","1","1","0","6","6","8","6","6"
"7","7","0","7","7","7","0","10","7","0","30","200900","7","137","7","0","7","0","1","10","861","7","0","8","0","0","620090007","200000001","0","7","7","7","1","1","0","7","7","9","7","7"
"8","8","0","8","8","8","0","10","8","0","30","200900","8","157","8","0","8","0","1","10","1054","8","0","9","0","0","620090008","200000001","0","8","8","8","1","1","0","8","8","9","8","8"
"9","9","0","9","9","9","0","10","9","0","30","200900","9","168","9","0","9","0","1","10","1080","9","0","9","0","0","620090009","200000001","0","9","9","9","1","1","0","9","9","10","9","9"
"10","10","0","10","10","10","0","10","10","0","30","200900","10","169","10","0","10","0","1","10","1106","10","0","10","0","0","620090010","200000001","0","10","10","10","1","1","0","10","10","11","10","10"
"11","11","0","11","11","11","0","10","11","0","30","200900","11","169","11","0","11","0","1","10","1132","11","0","10","0","0","620090011","200000001","0","11","11","11","1","1","0","11","11","11","11","11"
"12","12","0","12","12","12","0","10","12","0","30","200900","12","170","12","0","12","0","1","10","1158","12","0","12","0","0","620090012","200000001","0","12","12","12","1","1","0","12","12","13","12","12"
"13","13","0","13","13","13","0","10","13","0","30","200900","13","170","13","0","13","0","1","10","1182","13","0","14","0","0","620090013","200000001","0","13","13","13","1","1","0","13","13","15","13","13"
"14","14","0","14","14","14","0","10","14","0","30","200900","14","186","14","0","14","0","1","10","1366","14","0","15","0","0","620090014","200000001","0","14","14","14","1","1","0","14","14","16","14","14"
"15","15","0","15","15","15","0","10","15","0","30","200900","15","202","15","0","15","0","1","10","1551","15","0","15","0","0","620090015","200000001","0","15","15","15","1","1","0","15","15","16","15","15"
"16","16","0","16","16","16","0","10","16","0","30","200900","16","218","16","0","16","0","1","10","1735","16","0","17","0","0","620090016","200000001","0","16","16","16","1","1","0","16","16","16","16","16"
"17","17","0","17","17","17","0","10","17","0","30","200900","17","233","17","0","17","0","1","10","1919","17","0","18","0","0","620090017","200000001","0","17","17","17","1","1","0","17","17","19","17","17"
"18","18","0","18","18","18","0","10","18","0","30","200900","18","249","18","0","18","0","1","10","2104","18","0","20","0","0","620090018","200000001","0","18","18","18","1","1","0","18","18","20","18","18"
"19","19","0","19","19","19","0","10","19","0","30","200900","19","265","19","0","19","0","1","10","2288","19","0","20","0","0","620090019","200000001","0","19","19","19","1","1","0","19","19","20","19","19"
"20","20","0","20","20","20","0","10","20","0","30","200900","20","281","20","0","20","0","1","10","2472","20","0","21","0","0","620090020","200000001","0","20","20","20","1","1","0","20","20","22","20","20"
"21","21","0","21","21","21","0","10","21","0","30","200900","21","289","21","0","21","0","1","10","2608","21","0","21","0","0","620090021","200000001","0","21","21","21","1","1","0","21","21","22","21","21"
"22","22","0","22","22","22","0","10","22","0","30","200900","22","298","22","0","22","0","1","10","2743","22","0","21","0","0","620090022","200000001","0","22","22","22","1","1","0","22","22","22","22","22"
"23","23","0","23","23","23","0","10","23","0","30","200900","23","307","23","0","23","0","1","10","2878","23","0","21","0","0","620090023","200000001","0","23","23","23","1","1","0","23","23","22","23","23"
"24","24","0","24","24","24","0","10","24","0","30","200900","24","355","24","0","24","0","1","10","2859","24","0","34","0","0","620090024","200000001","0","24","24","24","1","1","0","24","24","33","24","24"
"25","25","0","25","25","25","0","10","25","0","30","200900","25","373","25","0","25","0","1","10","3103","25","0","34","0","0","620090025","200000001","0","25","25","25","1","1","0","25","25","33","25","25"
"26","26","0","26","26","26","0","10","26","0","30","200900","26","391","26","0","26","0","1","10","3345","26","0","34","0","0","620090026","200000001","0","26","26","26","1","1","0","26","26","34","26","26"
"27","27","0","27","27","27","0","10","27","0","30","200900","27","410","27","0","27","0","1","10","3588","27","0","35","0","0","620090027","200000001","0","27","27","27","1","1","0","27","27","34","27","27"
"28","28","0","28","28","28","0","10","28","0","30","200900","28","427","28","0","28","0","1","10","3832","28","0","35","0","0","620090028","200000001","0","28","28","28","1","1","0","28","28","34","28","28"
"29","29","0","29","29","29","0","10","29","0","30","200900","29","446","29","0","29","0","1","10","4074","29","0","35","0","0","620090029","200000001","0","29","29","29","1","1","0","29","29","35","29","29"
"30","30","0","30","30","30","0","10","30","0","30","200900","30","463","30","0","30","0","1","10","4317","30","0","35","0","0","620090030","200000001","0","30","30","30","1","1","0","30","30","35","30","30"
"31","31","0","31","31","31","0","10","31","0","30","200900","31","501","31","0","31","0","1","10","5144","31","0","36","0","0","620090031","200000001","0","31","31","31","1","1","0","31","31","37","31","31"
"32","32","0","32","32","32","0","10","32","0","30","200900","32","538","32","0","32","0","1","10","5969","32","0","39","0","0","620090032","200000001","0","32","32","32","1","1","0","32","32","40","32","32"
"33","33","0","33","33","33","0","10","33","0","30","200900","33","575","33","0","33","0","1","10","6796","33","0","41","0","0","620090033","200000001","0","33","33","33","1","1","0","33","33","41","33","33"
"34","34","0","34","34","34","0","10","34","0","30","200900","34","613","34","0","34","0","1","10","7623","34","0","42","0","0","620090034","200000001","0","34","34","34","1","1","0","34","34","42","34","34"
"35","35","0","35","35","35","0","10","35","0","30","200900","35","651","35","0","35","0","1","10","8448","35","0","45","0","0","620090035","200000001","0","35","35","35","1","1","0","35","35","44","35","35"
"36","36","0","36","36","36","0","10","36","0","30","200900","36","688","36","0","36","0","1","10","9275","36","0","46","0","0","620090036","200000001","0","36","36","36","1","1","0","36","36","46","36","36"
"37","37","0","37","37","37","0","10","37","0","30","200900","37","726","37","0","37","0","1","10","10100","37","0","49","0","0","620090037","200000001","0","37","37","37","1","1","0","37","37","48","37","37"
"38","38","0","38","38","38","0","10","38","0","30","200900","38","764","38","0","38","0","1","10","10927","38","0","50","0","0","620090038","200000001","0","38","38","38","1","1","0","38","38","49","38","38"
"39","39","0","39","39","39","0","10","39","0","30","200900","39","801","39","0","39","0","1","10","11754","39","0","52","0","0","620090039","200000001","0","39","39","39","1","1","0","39","39","50","39","39"
"40","40","0","40","40","40","0","10","40","0","30","200900","40","838","40","0","40","0","1","10","12579","40","0","55","0","0","620090040","200000001","0","40","40","40","1","1","0","40","40","53","40","40"
"41","41","0","41","41","41","0","10","41","0","30","200900","41","876","41","0","41","0","1","10","13406","41","0","56","0","0","620090041","200000001","0","41","41","41","1","1","0","41","41","55","41","41"
"42","42","0","42","42","42","0","10","42","0","30","200900","42","925","42","0","42","0","1","10","14465","42","0","60","0","0","620090042","200000001","0","42","42","42","1","1","0","42","42","60","42","42"
"43","43","0","43","43","43","0","10","43","0","30","200900","43","971","43","0","43","0","1","10","15523","43","0","66","0","0","620090043","200000001","0","43","43","43","1","1","0","43","43","64","43","43"
"44","44","0","44","44","44","0","10","44","0","30","200900","44","1020","44","0","44","0","1","10","16582","44","0","70","0","0","620090044","200000001","0","44","44","44","1","1","0","44","44","68","44","44"
"45","45","0","45","45","45","0","10","45","0","30","200900","45","1067","45","0","45","0","1","10","17640","45","0","76","0","0","620090045","200000001","0","45","45","45","1","1","0","45","45","72","45","45"
"46","46","0","46","46","46","0","10","46","0","30","200900","46","1120","46","0","46","0","1","10","19566","46","0","80","0","0","620090046","200000001","0","46","46","46","1","1","0","46","46","76","46","46"
"47","47","0","47","47","47","0","10","47","0","30","200900","47","1175","47","0","47","0","1","10","21491","47","0","85","0","0","620090047","200000001","0","47","47","47","1","1","0","47","47","82","47","47"
"48","48","0","48","48","48","0","10","48","0","30","200900","48","1229","48","0","48","0","1","10","23417","48","0","91","0","0","620090048","200000001","0","48","48","48","1","1","0","48","48","86","48","48"
"49","49","0","49","49","49","0","10","49","0","30","200900","49","1283","49","0","49","0","1","10","25343","49","0","97","0","0","620090049","200000001","0","49","49","49","1","1","0","49","49","90","49","49"
"50","50","0","50","50","50","0","10","50","0","30","200900","50","1337","50","0","50","0","1","10","27269","50","0","101","0","0","620090050","200000001","0","50","50","50","1","1","0","50","50","95","50","50"
"51","51","0","51","51","51","0","10","51","0","30","200900","51","1390","51","0","51","0","1","10","29193","51","0","105","0","0","620090051","200000001","0","51","51","51","1","1","0","51","51","100","51","51"
"52","52","0","52","52","52","0","10","52","0","30","200900","52","1444","52","0","52","0","1","10","31119","52","0","111","0","0","620090052","200000001","0","52","52","52","1","1","0","52","52","105","52","52"
"53","53","0","53","53","53","0","10","53","0","30","200900","53","1497","53","0","53","0","1","10","33045","53","0","115","0","0","620090053","200000001","0","53","53","53","1","1","0","53","53","109","53","53"
"54","54","0","54","54","54","0","10","54","0","30","200900","54","1552","54","0","54","0","1","10","34971","54","0","122","0","0","620090054","200000001","0","54","54","54","1","1","0","54","54","113","54","54"
"55","55","0","55","55","55","0","10","55","0","30","200900","55","1606","55","0","55","0","1","10","36896","55","0","126","0","0","620090055","200000001","0","55","55","55","1","1","0","55","55","119","55","55"
"56","56","0","56","56","56","0","10","56","0","30","200900","56","1660","56","0","56","0","1","10","38822","56","0","132","0","0","620090056","200000001","0","56","56","56","1","1","0","56","56","123","56","56"
"57","57","0","57","57","57","0","10","57","0","30","200900","57","1731","57","0","57","0","1","10","40766","57","0","136","0","0","620090057","200000001","0","57","57","57","1","1","0","57","57","128","57","57"
"58","58","0","58","58","58","0","10","58","0","30","200900","58","1802","58","0","58","0","1","10","42711","58","0","141","0","0","620090058","200000001","0","58","58","58","1","1","0","58","58","132","58","58"
"59","59","0","59","59","59","0","10","59","0","30","200900","59","1874","59","0","59","0","1","10","44657","59","0","147","0","0","620090059","200000001","0","59","59","59","1","1","0","59","59","138","59","59"
"60","60","0","60","60","60","0","10","60","0","30","200900","60","1945","60","0","60","0","1","10","46602","60","0","153","0","0","620090060","200000001","0","60","60","60","1","1","0","60","60","142","60","60"
"61","61","0","61","61","61","0","10","61","0","30","200900","61","2017","61","0","61","0","1","10","48547","61","0","157","0","0","620090061","200000001","0","61","61","61","1","1","0","61","61","147","61","61"
"62","62","0","62","62","62","0","10","62","0","30","200900","62","2075","62","0","62","0","1","10","50382","62","0","162","0","0","620090062","200000001","0","62","62","62","1","1","0","62","62","152","62","62"
"63","63","0","63","63","63","0","10","63","0","30","200900","63","2133","63","0","63","0","1","10","52216","63","0","167","0","0","620090063","200000001","0","63","63","63","1","1","0","63","63","156","63","63"
"64","64","0","64","64","64","0","10","64","0","30","200900","64","2191","64","0","64","0","1","10","54051","64","0","172","0","0","620090064","200000001","0","64","64","64","1","1","0","64","64","161","64","64"
"65","65","0","65","65","65","0","10","65","0","30","200900","65","2249","65","0","65","0","1","10","55886","65","0","177","0","0","620090065","200000001","0","65","65","65","1","1","0","65","65","165","65","65"
"66","66","0","66","66","66","0","10","66","0","30","200900","66","2308","66","0","66","0","1","10","57720","66","0","182","0","0","620090066","200000001","0","66","66","66","1","1","0","66","66","170","66","66"
"67","67","0","67","67","67","0","10","67","0","30","200900","67","2366","67","0","67","0","1","10","59555","67","0","187","0","0","620090067","200000001","0","67","67","67","1","1","0","67","67","175","67","67"
