a50b68f676f42c79b72ddf3a3c0a90c62aeecad93d5fee6b4e628d4b54ab728d,d259048abe7754326f6868e8a44ab32796e8d8b0dee09511d0364b54b695be2f,e000b79c106feb741ee534bd65b8b5815387721bcab59986590f185295dc337a,6352288cef90253608b31ce135c99460f0e1b5f597b1813ed3e4f3e8310b6037,c1be4650687e4c9c22da28e4a30f0412a72a491a5c4cae45fa317b7328a9b62a,7bfcb3ea7cf7e6398956b1d52fb63c78c253ccce8ee90fc6b741cd4b5a41fab6,a63f51bd42e451e09e246f7566382f86405b3749ebf2d41fde709d809295e8bf,4683dc52c6b6ddcec1a9cc7b1d5d3d51c8128ef46d1d9f099e7cdcf9c8f8e0cc,f5a54587fd338b1b17313cc2344db5d2bfcde80ce2e72af7ccad3e7fc346f4cb,48db5331b235ed78d15722423084931cb957f3f8e61c8dcc152dc0001c9f2513,86a3e723074b3c20dd786dc85590dd780b4be442a7a21faf7a2314b7743aa813
"","0","","","","","91","","20211","1202110010",""
"","101411","","","","","13","103","20212","1202120001",""
"","104311","","","","","13","104","20212","1202120002",""
"","101411","","","","1","3","travel_topdrama_r_2000_talk_sad_loop","20212","1202120003","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20021_00","20212","1202120004",""
"1","101411","1","0","0","10","11","接下來該前進的方向是左還右……\n即使看地圖也開始搞不懂了。\n剛才還走到了死路……","20212","1202120005","0"
"","0","","","","","91","","20212","1202120006",""
"","101411","","","","1","3","travel_topdrama_r_2000_idle_sad","20212","1202120007","0.2"
"1","104311","travel_topdrama_r_2000_talk_cool_loop_normal2","","0","0","3","travel_topdrama_r_2000_talk_cool_in_normal2","20212","1202120008","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20021_01","20212","1202120009",""
"1","104311","1","0","0","10","11","我在這種時候會往前進！\n但不知道怎麼判斷就表示妳累了吧。\n來，吃點甜食休息一下吧。","20212","1202120010","0"
"","0","","","","","91","","20212","1202120011",""
"1","104311","travel_topdrama_r_2000_eat_idle","","0","0","3","travel_topdrama_r_2000_eat_in","20212","1202120012","0.2"
"1","3","travel_topdrama_r_2000_eat_idle","","0","0","3","travel_topdrama_r_2000_eat_in","20212","1202120013","0.2"
"","101411","","","","0","3","travel_topdrama_r_2000_eat_in","20212","1202120014","0.2"
"","4","","","","0","3","travel_topdrama_r_2000_eat_in","20212","1202120015","0.2"
"","0","","","","","91","","20212","1202120016",""
"","101411","","","","1","3","travel_topdrama_r_2000_eat_talk","20212","1202120017","0"
"","4","","","","1","3","travel_topdrama_r_2000_eat_talk","20212","1202120018","0"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20021_02","20212","1202120019",""
"1","101411","1","0","0","10","11","呼，糖分確實滲入疲憊的腦子裡了。\n重振精神後推理的結果……\n我們該前進的方向是，直走！","20212","1202120020","0"
"","0","","","","","91","","20212","1202120021",""
"","101411","","","","1","3","travel_topdrama_r_2000_eat_idle","20212","1202120022","0.2"
"","4","","","","1","3","travel_topdrama_r_2000_eat_idle","20212","1202120023","0.2"
"","","","","","","112","","20212","1202120024",""
"","0","","","","","91","","20212","1202120025",""
"-68","1","42","travel_topdrama_r_2000_idle_smile","1","101","1","102111","20221","1202210001","0.8"
"-68","1","-42","travel_topdrama_r_2000_idle_smile_normal","0","102","1","102311","20221","1202210002","0.8"
"-68","3","-100","travel_topdrama_r_2022_pukici","0","103","5","3","20221","1202210003","0.8"
"-75","0","0","mana","0","110","5","0","20221","1202210004","1"
"","0","","","","","91","","20221","1202210005",""
"","10","","","","","93","0","20221","1202210006",""
"","1202210006","","","","","101","","20221","1202210007",""
"","0","","","","0","3","none","20221","1202210008","0"
"","0","","","","","91","","20221","1202210009",""
"","102111","","","","","13","103","20222","1202220001",""
"","102311","","","","","13","104","20222","1202220002",""
"","3","","","","","13","105","20222","1202220003",""
"1","102111","travel_topdrama_r_2000_talk_sad_loop_dere","","","0","3","travel_topdrama_r_2000_talk_sad_in_dere","20222","1202220004","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20022_00","20222","1202220005",""
"1","102111","1","0","0","10","11","今天的冒險，\n未來想透過演戲的方式讓大家看看呢……♪\n名字就叫「綾音與胡桃的大冒險」怎麼樣？","20222","1202220006","0"
"","0","","","","","91","","20222","1202220007",""
"","102111","","","","1","3","travel_topdrama_r_2000_idle_sad_joy","20222","1202220008","0.2"
"1","102311","travel_topdrama_r_2000_talk_kyapi_loop","","0.2","0","3","travel_topdrama_r_2000_talk_kyapi_in","20222","1202220009","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20022_01","20222","1202220010",""
"1","102311","1","0","0","10","11","我也贊成！冒險冒險♪\n會不會有寶物呢～會不會有魔物出現呢♪\n來吧，靠近我們，現身吧！","20222","1202220011","0"
"","0","","","","","91","","20222","1202220012",""
"","102311","","","","1","3","travel_topdrama_r_2000_talk_smile_loop","20222","1202220013","0.2"
"","102111","","","","1","3","travel_topdrama_r_2000_talk_sad_loop_dere","20222","1202220014","0.2"
"","3","","","","1","3","travel_topdrama_r_2022_laugh","20222","1202220015","0"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20022_02","20222","1202220016",""
"1","3","1","0","0","10","11","「喂，別隨便叫魔物接近我們！\n我們要找的只有寶箱！別突然暴衝！\n唉唉……真是的，當領隊還真辛苦。」","20222","1202220017","0"
"","0","","","","","91","","20222","1202220018",""
"","","","","","","112","","20222","1202220019",""
"","0","","","","","91","","20222","1202220020",""
"-68","1","42","travel_topdrama_r_2000_idle_doya","1","101","1","104811","20231","1202310001","0.8"
"-68","1","-42","travel_topdrama_r_2000_idle_sad_surprise","0","102","1","104611","20231","1202310002","0.8"
"-75","0","0","mana","0","110","5","0","20231","1202310003","1"
"","0","","","","","91","","20231","1202310004",""
"","10","","","","","93","0","20231","1202310005",""
"","1202310005","","","","","101","","20231","1202310006",""
"","0","","","","0","3","none","20231","1202310007","0"
"","0","","","","","91","","20231","1202310008",""
"","104811","","","","","13","103","20232","1202320001",""
"","104611","","","","","13","104","20232","1202320002",""
"1","104811","travel_topdrama_r_2000_talk_doya_loop_faceAnger","","0","0","3","travel_topdrama_r_2000_talk_doya_in_faceAnger","20232","1202320003","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20023_00","20232","1202320004",""
"1","104811","1","0","0","10","11","我們是承接了很多工作才出發的，\n沒時間悠悠哉哉的了。\n調查後採集，挖掘後販賣，冒險也要有效率地進行喔！","20232","1202320005","0"
"","0","","","","","91","","20232","1202320006",""
"","104811","","","","1","3","travel_topdrama_r_2000_idle_doya_anger","20232","1202320007","0.2"
"1","104611","travel_topdrama_r_2000_talk_kyapi_loop_dere2","","0","0","3","travel_topdrama_r_2000_talk_kyapi_in_dere2","20232","1202320008","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20023_01","20232","1202320009",""
"1","104611","1","0","0","10","11","美冬總是太拚了喵。\n休息就是要慢慢地、悠悠哉哉地喵。\n我們在這裡曬一整天的太陽吧喵～♪","20232","1202320010","0"
"","0","","","","","91","","20232","1202320011",""
"","104611","","","","1","3","travel_topdrama_r_2000_idle_sleep","20232","1202320012","0.2"
"","104811","","","0","1","3","travel_topdrama_r_2000_talk_normal_surprise","20232","1202320013","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20023_02","20232","1202320014",""
"1","104811","1","0","0","10","11","的確，在這裡的話，就能有高品質的休息了♪\n那就設定好碼表……\n開始有效率地休息吧！","20232","1202320015","0"
"","0","","","","","91","","20232","1202320016",""
"1","104811","","","","0","3","travel_topdrama_r_2000_talk_guts_in","20232","1202320017","0.2"
"","0","","","","","91","","20232","1202320018",""
"","104811","","","","1","3","travel_topdrama_r_2000_talk_guts_loop","20232","1202320019","0"
"","1","","","","","93","0","20232","1202320020",""
"","","","","","","112","","20232","1202320021",""
"","0","","","","","91","","20232","1202320022",""
"-68","1","42","travel_topdrama_r_2000_idle_memory_blink","1","101","1","102711","20241","1202410001","0.8"
"-68","1","-42","travel_topdrama_r_2000_idle_normal","0","102","1","105111","20241","1202410002","0.8"
"-75","0","0","mana","0","110","5","0","20241","1202410003","1"
"","0","","","","","91","","20241","1202410004",""
"","10","","","","","93","0","20241","1202410005",""
"","1202410005","","","","","101","","20241","1202410006",""
"","0","","","","0","3","none","20241","1202410007","0"
"","0","","","","","91","","20241","1202410008",""
"","102711","","","","","13","103","20242","1202420001",""
"","105111","","","","","13","104","20242","1202420002",""
"","102711","","","","1","3","travel_topdrama_r_2000_talk_wish_loop","20242","1202420003","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20024_00","20242","1202420004",""
"1","102711","1","0","0","10","11","我會毫不留情地破壞\n阻礙我前進的一切，嘻嘻。\n這全都是為了那位大人和我的未來……","20242","1202420005","0"
"","0","","","","","91","","20242","1202420006",""
"","102711","","","","1","3","travel_topdrama_r_2000_idle_wish_joy","20242","1202420007","0.2"
"1","105111","travel_topdrama_r_2000_humu_loop","","0","0","3","travel_topdrama_r_2000_humu_in","20242","1202420008","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20024_01","20242","1202420009",""
"1","105111","1","0","0","10","11","不愧是破壞者，來路上的瓦礫都堆成山了，\n甚至還想繼續破壞，\n真是令人惶恐呢，呵呵……♪","20242","1202420010","0"
"","0","","","","","91","","20242","1202420011",""
"","105111","","","","1","3","travel_topdrama_r_2000_humu_loop_shy","20242","1202420012","0.2"
"","102711","","","","1","3","travel_topdrama_r_2000_talk_sad_loop_doya","20242","1202420013","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20024_02","20242","1202420014",""
"1","102711","1","0","0","10","11","來尋找實驗材料的你也一樣，獨眼惡魔。\n讓我們獲得能讓彼此滿意的成果吧……\n嘻嘻嘻。","20242","1202420015","0"
"","0","","","","","91","","20242","1202420016",""
"","102711","","","","1","3","travel_topdrama_r_2000_idle_sad_nervous","20242","1202420017","0.2"
"","","","","","","112","","20242","1202420018",""
"","0","","","","","91","","20242","1202420019",""
"-68","1","42","travel_topdrama_r_2000_hop_loop","1","101","1","100511","20251","1202510001","0.8"
"-68","1","-42","travel_topdrama_r_2000_idle_doya_talkJoy1R","0","102","1","103711","20251","1202510002","0.8"
"-75","0","0","mana","0","110","5","0","20251","1202510003","1"
"","0","","","","","91","","20251","1202510004",""
"","10","","","","","93","0","20251","1202510005",""
"","1202510005","","","","","101","","20251","1202510006",""
"","0","","","","0","3","none","20251","1202510007","0"
"","0","","","","","91","","20251","1202510008",""
"","100511","","","","","13","103","20252","1202520001",""
"","103711","","","","","13","104","20252","1202520002",""
"1","100511","travel_topdrama_r_2000_hop_loop","","","0","3","travel_topdrama_r_2000_hop_in","20252","1202520003","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20025_00","20252","1202520004",""
"1","100511","1","0","0","10","11","哇啊～！好厲害！真是絕景！\n太帥啦～！\n就像虎虎修行的地方一樣～！","20252","1202520005","0"
"","0","","","","","91","","20252","1202520006",""
"","100511","","","","1","3","travel_topdrama_r_2000_hop_idle","20252","1202520007","0.2"
"1","103711","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","","","0","3","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","20252","1202520008","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20025_01","20252","1202520009",""
"1","103711","1","0","0","10","11","置身在惡劣環境中鑽研自己，\n這也是冒險的醍醐味呢。\n而且在這裡就能盡情地變身──","20252","1202520010","0"
"","0","","","","","91","","20252","1202520011",""
"1","103711","travel_topdrama_r_2000_tomo_henshin_loop","","0","0","3","travel_topdrama_r_2000_tomo_henshin_in","20252","1202520012","0.1"
"1","100511","travel_topdrama_r_2000_matsuri_eieio_loop","","0.2","0","3","travel_topdrama_r_2000_matsuri_eieio_in","20252","1202520013","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20025_02","20252","1202520014",""
"1","100511","1","0","0","10","11","變身成正義英雄！\n沒有啦，開玩笑的……\n奇怪？小智姐也想擺出變身姿勢嗎？","20252","1202520015","0"
"","0","","","","","91","","20252","1202520016",""
"","","","","","","112","","20252","1202520017",""
"","0","","","","","91","","20252","1202520018",""
"-68","1","0","travel_topdrama_r_2000_idle_wish_joy","1","101","1","105911","20261","1202610001","0.8"
"-75","0","0","mana","0","110","5","0","20261","1202610002","1"
"","0","","","","","91","","20261","1202610003",""
"","10","","","","","93","0","20261","1202610004",""
"","1202610004","","","","","101","","20261","1202610005",""
"","0","","","","0","3","none","20261","1202610006","0"
"","0","","","","","91","","20261","1202610007",""
"","105911","","","","","13","103","20262","1202620001",""
"1","105911","travel_topdrama_r_2000_talk_surprise_loop","","0","0","3","travel_topdrama_r_2000_wishToSurprise","20262","1202620002","0.1"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20026_00","20262","1202620003",""
"1","105911","1","0","0","10","11","呼，看來我們走到很遠的地方了呢。\n不過，所謂的冒險，\n不管是在什麼時候進行都很有趣呢……♪","20262","1202620004","0"
"","0","","","","","91","","20262","1202620005",""
"","105911","","","","1","3","travel_topdrama_r_2000_talk_wish_loop","20262","1202620006","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20026_01","20262","1202620007",""
"1","105911","1","0","0","10","11","為了不輸給各位，\n在下也會繼續調查。\n請好好看著吧，主人。","20262","1202620008","0"
"","0","","","","","91","","20262","1202620009",""
"","","","","","","112","","20262","1202620010",""
"","0","","","","","91","","20262","1202620011",""
"-68","1","0","travel_topdrama_r_2000_ames_idle_normal","1","101","1","123011","20271","1202710001","0.8"
"-75","0","0","mana","0","110","5","0","20271","1202710002","1"
"","0","","","","","91","","20271","1202710003",""
"","10","","","","","93","0","20271","1202710004",""
"","1202710004","","","","","101","","20271","1202710005",""
"","0","","","","0","3","none","20271","1202710006","0"
"","0","","","","","91","","20271","1202710007",""
"","123011","","","","","13","103","20272","1202720001",""
"1","123011","travel_topdrama_r_2000_ames_talk_wish_loop","","0","0","3","travel_topdrama_r_2000_ames_talk_wish_in","20272","1202720002","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20027_00","20272","1202720003",""
"1","123011","1","0","0","10","11","呼，呼……冒險遠比想像中還要求體力呢……\n嗯，不過，實際來了一趟後，\n發現景色真美♪","20272","1202720004","0"
"","0","","","","","91","","20272","1202720005",""
"","123011","","","","1","3","travel_topdrama_r_2000_ames_talk_yareyare","20272","1202720006","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20027_01","20272","1202720007",""
"1","123011","1","0","0","10","11","下次要和那傢伙一起……\n去哪才好呢？\n得請他當我的護衛才行呢。","20272","1202720008","0"
"","0","","","","","91","","20272","1202720009",""
"","123011","","","","1","3","travel_topdrama_r_2000_ames_idle_yareyare","20272","1202720010","0.2"
"","","","","","","112","","20272","1202720011",""
"","0","","","","","91","","20272","1202720012",""
"-68","1","42","travel_topdrama_r_2000_idle_cool","1","101","1","106811","20281","1202810001","0.8"
"-68","1","-42","travel_topdrama_r_2000_kaiser_idle_arm_crossed","0","102","1","106911","20281","1202810002","0.8"
"-75","0","0","mana","0","110","5","0","20281","1202810003","1"
"","0","","","","","91","","20281","1202810004",""
"","10","","","","","93","0","20281","1202810005",""
"","1202810005","","","","","101","","20281","1202810006",""
"","0","","","","0","3","none","20281","1202810007","0"
"","0","","","","","91","","20281","1202810008",""
"","106811","","","","","13","103","20282","1202820001",""
"","106911","","","","","13","104","20282","1202820002",""
"1","106811","travel_topdrama_r_2000_talk_cool_loop","","0","0","3","travel_topdrama_r_2000_talk_cool_in","20282","1202820003","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20028_00","20282","1202820004",""
"1","106811","1","0","0","10","11","啊哈哈，瞧你一張臭臉。\n也對，突然被拉出來當然會有所不滿了。\n好了好了，這可是冒險喔，得好好享受才行！","20282","1202820005","0"
"","0","","","","","91","","20282","1202820006",""
"","106811","","","","1","3","travel_topdrama_r_2000_idle_cool","20282","1202820007","0.2"
"1","106911","travel_topdrama_r_2000_kaiser_talk_arm_crossed_loop","","0","0","3","travel_topdrama_r_2000_kaiser_talk_arm_crossed_in","20282","1202820008","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20028_01","20282","1202820009",""
"1","106911","1","0","0","10","11","你那漫不經心的口氣，真是讓人怒火中燒。\n事到如今你還在問我是要冒險嗎……？\n別開玩笑了。","20282","1202820010","0"
"","0","","","","","91","","20282","1202820011",""
"","106911","","","","1","3","travel_topdrama_r_2000_kaiser_idle_arm_crossed","20282","1202820012","0.2"
"1","106811","travel_topdrama_r_2000_talk_arm_crossed_loop_normal2","","","0","3","travel_topdrama_r_2000_talk_arm_crossed_in_normal2","20282","1202820013","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20028_02","20282","1202820014",""
"1","106811","1","0","0","10","11","我可是認真的喔。\n要從山頂到谷底，海洋到草原，踏遍廣闊的世界！\n我還帶了飯糰，準備齊全了。來吧，出發囉！","20282","1202820015","0"
"","0","","","","","91","","20282","1202820016",""
"","106811","","","","1","3","travel_topdrama_r_2000_idle_arm_crossed","20282","1202820017","0.2"
"","","","","","","112","","20282","1202820018",""
"","0","","","","","91","","20282","1202820019",""
"-75.6","1","-17.5","travel_topdrama_r_3001_idle_B","0","51","1","1000001","30011","1300110001","0.8"
"-75.6","1","-17.5","travel_topdrama_r_3001_idle_B","0","50","5","12","30011","1300110002","0.8"
"-56.1","1","31.4","travel_topdrama_r_3001_idle_A","0","49","1","1000002","30011","1300110003","0.8"
"-56.1","1","31.4","travel_topdrama_r_3001_idle_A","0","48","5","11","30011","1300110004","0.8"
"-56.1","2","31.4","travel_topdrama_r_3001_idle_A","0","49","5","13","30011","1300110005","0.8"
"-88","0","0","normal","","110","5","0","30011","1300110006","1"
"0.5","300101","-43.7","","","-30.3","31","300101","30011","1300110007","1"
"1","300103","-110","","","260","31","300103","30011","1300110008","1"
"1","300111","-127","","","215","31","300111","30011","1300110009","1"
"","0","","","","","91","0","30011","1300110010",""
"","1000001","","","0","0","3","travel_topdrama_r_3001_idle_B","30011","1300110011","0"
"","12","","","0","0","3","travel_topdrama_r_3001_idle_B","30011","1300110012","0"
"","1000002","","","0","0","3","travel_topdrama_r_3001_idle_A","30011","1300110013","0"
"","11","","","0","0","3","travel_topdrama_r_3001_idle_A","30011","1300110014","0"
"","1.7","","","","","93","0","30011","1300110015",""
"","1300110011","","","","","101","0","30011","1300110016",""
"","0","","","","0","3","none","30011","1300110017","0"
"","0","","","","","91","0","30011","1300110018",""
"1","300106","-110","","","260","31","300106","30012","1300120001","0"
"1","300108","-110","","","260","31","300108","30012","1300120002","0"
"0.4","300100","92.6","","","17.3","31","300100","30012","1300120003","0"
"0.4","300104","92.6","","","0","31","300104","30012","1300120004","0"
"","0","","","","","91","","30012","1300120005",""
"","1000002","","","","1","3","travel_topdrama_r_3001_idle_A","30012","1300120006","0.5"
"","11","","","","1","3","travel_topdrama_r_3001_idle_A","30012","1300120007","0.5"
"","1000001","","","","1","3","travel_topdrama_r_3001_idle_B","30012","1300120008","0.5"
"","12","","","","1","3","travel_topdrama_r_3001_idle_B","30012","1300120009","0.5"
"","0.2","","","","","93","0","30012","1300120010",""
"","300100","","","","","32","1","30012","1300120011",""
"","2","","","","","93","0","30012","1300120012",""
"","300103","","","","","32","0","30012","1300120013",""
"","300108","","","","","32","1","30012","1300120014",""
"","300106","","","","","32","1","30012","1300120015",""
"","se_travel_top","","","","0","23","se_travel_top_fishing_hit","30012","1300120016",""
"","1000002","","","","0","3","travel_topdrama_r_3001_1_01_A","30012","1300120017","0"
"","11","","","","0","3","travel_topdrama_r_3001_1_01_A","30012","1300120018","0"
"","1000001","","","","0","3","travel_topdrama_r_3001_1_01_B","30012","1300120019","0.5"
"","12","","","","0","3","travel_topdrama_r_3001_1_01_B","30012","1300120020","0.5"
"","0","","","","","91","","30012","1300120021",""
"","300108","","","","","32","0","30012","1300120022",""
"","1000002","","","","0","3","travel_topdrama_r_3001_1_02_A","30012","1300120023","0"
"","11","","","","0","3","travel_topdrama_r_3001_1_02_A","30012","1300120024","0"
"","1000001","","","","0","3","travel_topdrama_r_3001_1_02_B","30012","1300120025","0.2"
"","12","","","","0","3","travel_topdrama_r_3001_1_02_B","30012","1300120026","0.2"
"","1","","","","","93","0","30012","1300120027",""
"","300100","","","","","32","0","30012","1300120028",""
"","0","","","","","91","","30012","1300120029",""
"1","300107","-110","","","260","31","300107","30012","1300120030","1"
"","se_travel_top","","","","0","23","se_travel_top_fishing_appear_box","30012","1300120031",""
"","1000002","","","","0","3","travel_topdrama_r_3001_1_03_A","30012","1300120032",""
"","11","","","","0","3","travel_topdrama_r_3001_1_03_A","30012","1300120033",""
"","13","","","","0","3","travel_topdrama_r_3001_1_03_A","30012","1300120034",""
"","1000001","","","","0","3","travel_topdrama_r_3001_1_03_B","30012","1300120035",""
"1","12","travel_topdrama_r_3001_1_03_B_loop","","","0","3","travel_topdrama_r_3001_1_03_B","30012","1300120036","0.2"
"","0.8","","","","","93","0","30012","1300120037",""
"","300106","","","","","32","0","30012","1300120038",""
"","","","","","","111","","30012","1300120039",""
"","0","","","","","91","","30012","1300120040",""
"-75.6","1","-17.5","travel_topdrama_r_3001_idle_B","0","51","1","1000001","30021","1300210001","0.8"
"-75.6","1","-17.5","travel_topdrama_r_3001_idle_B","0","50","5","12","30021","1300210002","0.8"
"-56.1","1","31.4","travel_topdrama_r_3001_idle_A","0","49","1","1000002","30021","1300210003","0.8"
"-56.1","1","31.4","travel_topdrama_r_3001_idle_A","0","48","5","11","30021","1300210004","0.8"
"-56.1","2","31.4","travel_topdrama_r_3001_idle_A","0","49","5","13","30021","1300210005","0.8"
"-88","0","0","normal","","110","5","0","30021","1300210006","1"
"0.5","300201","-43.7","","","-30.3","31","300201","30021","1300210007","1"
"1","300203","-110","","","260","31","300203","30021","1300210008","1"
"1","300211","-127","","","215","31","300211","30021","1300210009","1"
"","0","","","","","91","0","30021","1300210010",""
"","1000001","","","0","0","3","travel_topdrama_r_3001_idle_B","30021","1300210011","0"
"","12","","","0","0","3","travel_topdrama_r_3001_idle_B","30021","1300210012","0"
"","1000002","","","0","0","3","travel_topdrama_r_3001_idle_A","30021","1300210013","0"
"","11","","","0","0","3","travel_topdrama_r_3001_idle_A","30021","1300210014","0"
"","1.7","","","","","93","0","30021","1300210015",""
"","1300210011","","","","","101","0","30021","1300210016",""
"","0","","","","0","3","none","30021","1300210017","0"
"","0","","","","","91","0","30021","1300210018",""
"1","300206","-110","","","260","31","300206","30022","1300220001","0"
"1","300208","-110","","","260","31","300208","30022","1300220002","0"
"0.4","300200","92.6","","","17.3","31","300200","30022","1300220003","0"
"0.4","300204","92.6","","","0","31","300204","30022","1300220004","0"
"","0","","","","","91","","30022","1300220005",""
"","1000002","","","","1","3","travel_topdrama_r_3001_idle_A","30022","1300220006","0.5"
"","11","","","","1","3","travel_topdrama_r_3001_idle_A","30022","1300220007","0.5"
"","1000001","","","","1","3","travel_topdrama_r_3001_idle_B","30022","1300220008","0.5"
"","12","","","","1","3","travel_topdrama_r_3001_idle_B","30022","1300220009","0.5"
"","0.2","","","","","93","0","30022","1300220010",""
"","300200","","","","","32","1","30022","1300220011",""
"","2","","","","","93","0","30022","1300220012",""
"","300203","","","","","32","0","30022","1300220013",""
"","300208","","","","","32","1","30022","1300220014",""
"","300206","","","","","32","1","30022","1300220015",""
"","se_travel_top","","","","0","23","se_travel_top_fishing_hit","30022","1300220016",""
"","1000002","","","","0","3","travel_topdrama_r_3001_1_01_A","30022","1300220017","0"
"","11","","","","0","3","travel_topdrama_r_3001_1_01_A","30022","1300220018","0"
"","1000001","","","","0","3","travel_topdrama_r_3001_1_01_B","30022","1300220019","0.5"
"","12","","","","0","3","travel_topdrama_r_3001_1_01_B","30022","1300220020","0.5"
"","0","","","","","91","","30022","1300220021",""
"","300208","","","","","32","0","30022","1300220022",""
"","1000002","","","","0","3","travel_topdrama_r_3001_1_02_A","30022","1300220023","0"
"","11","","","","0","3","travel_topdrama_r_3001_1_02_A","30022","1300220024","0"
"","1000001","","","","0","3","travel_topdrama_r_3001_1_02_B","30022","1300220025","0.2"
"","12","","","","0","3","travel_topdrama_r_3001_1_02_B","30022","1300220026","0.2"
"","1","","","","","93","0","30022","1300220027",""
"","300200","","","","","32","0","30022","1300220028",""
"","0","","","","","91","","30022","1300220029",""
"1","300207","-110","","","260","31","300107","30022","1300220030","1"
"","se_travel_top","","","","0","23","se_travel_top_fishing_appear_silverbox","30022","1300220031",""
"","1000002","","","","0","3","travel_topdrama_r_3001_1_03_A","30022","1300220032",""
"","11","","","","0","3","travel_topdrama_r_3002_03_A","30022","1300220033",""
"","13","","","","0","3","travel_topdrama_r_3002_03_A","30022","1300220034",""
"","1000001","","","","0","3","travel_topdrama_r_3001_1_03_B","30022","1300220035",""
"1","12","travel_topdrama_r_3001_1_03_B_loop","","","0","3","travel_topdrama_r_3001_1_03_B","30022","1300220036","0.2"
"","0.8","","","","","93","0","30022","1300220037",""
"","300206","","","","","32","0","30022","1300220038",""
"","","","","","","111","","30022","1300220039",""
"","0","","","","","91","","30022","1300220040",""
"-75.6","1","-17.5","travel_topdrama_r_3001_idle_B","0","51","1","1000001","30031","1300310001","0.8"
"-75.6","1","-17.5","travel_topdrama_r_3001_idle_B","0","50","5","12","30031","1300310002","0.8"
"-56.1","1","31.4","travel_topdrama_r_3001_idle_A","0","49","1","1000002","30031","1300310003","0.8"
"-56.1","1","31.4","travel_topdrama_r_3001_idle_A","0","48","5","11","30031","1300310004","0.8"
"-20","4","-170","travel_topdrama_r_3001_none","0","52","5","15","30031","1300310005","0.85"
"-88","0","0","normal","","110","5","0","30031","1300310006","1"
"0.5","300301","-43.7","","","-30.3","31","300301","30031","1300310007","1"
"1","300303","-110","","","260","31","300303","30031","1300310008","1"
"1","300311","-127","","","215","31","300311","30031","1300310009","1"
"","0","","","","","91","0","30031","1300310010",""
"","1000001","","","0","0","3","travel_topdrama_r_3001_idle_B","30031","1300310011","0"
"","12","","","0","0","3","travel_topdrama_r_3001_idle_B","30031","1300310012","0"
"","1000002","","","0","0","3","travel_topdrama_r_3001_idle_A","30031","1300310013","0"
"","11","","","0","0","3","travel_topdrama_r_3001_idle_A","30031","1300310014","0"
"","1.7","","","","","93","0","30031","1300310015",""
"","1300310011","","","","","101","0","30031","1300310016",""
"","0","","","","0","3","none","30031","1300310017","0"
"","0","","","","","91","0","30031","1300310018",""
"1","300306","-110","","","260","31","300306","30032","1300320001","0"
"1","300308","-110","","","260","31","300308","30032","1300320002","0"
"0.4","300300","92.6","","","17.3","31","300300","30032","1300320003","0"
"0.4","300304","92.6","","","0","31","300304","30032","1300320004","0"
"","0","","","","","91","","30032","1300320005",""
"","1000002","","","","1","3","travel_topdrama_r_3001_idle_A","30032","1300320006","0.5"
"","11","","","","1","3","travel_topdrama_r_3001_idle_A","30032","1300320007","0.5"
"","1000001","","","","1","3","travel_topdrama_r_3001_idle_B","30032","1300320008","0.5"
"","12","","","","1","3","travel_topdrama_r_3001_idle_B","30032","1300320009","0.5"
"","0.2","","","","","93","0","30032","1300320010",""
"","300300","","","","","32","1","30032","1300320011",""
"","2","","","","","93","0","30032","1300320012",""
"","300303","","","","","32","0","30032","1300320013",""
"","300308","","","","","32","1","30032","1300320014",""
"","300306","","","","","32","1","30032","1300320015",""
"","se_travel_top","","","","0","23","se_travel_top_fishing_hit","30032","1300320016",""
"","1000002","","","","0","3","travel_topdrama_r_3001_1_01_A","30032","1300320017","0"
"","11","","","","0","3","travel_topdrama_r_3001_1_01_A","30032","1300320018","0"
"","1000001","","","","0","3","travel_topdrama_r_3001_1_01_B","30032","1300320019","0.5"
