e92a69c0c42d5d966eec8d2089449285ec62af2f930fff6f14b0b7e3f24d3df2,d5491bea43dc3c9c9ba21a03a02522ef4e3cc1d09ebf56c17257a4bdc71d5b18,72dae6caca0b290806e0ed48b92bcaf0cc2f2b1d4e8d5b19f8a4b71a865e92b0,1264edab606585c11d1f798412f6484277b286072bc2cd2522b0863a6fadf711,6d22011eb63e4b174ab1a692e9250f47fff0d2936fd61adb24b43ee32d65dda5,e22327a30ec533a725a45a326775e54e052381cf93defd3209f17bfebc7011e4,e8bc51416cd9e0d174aedc5f0b3b7bb8f5f7ed92fc727910775b97f49f2ba05d,a994abbb39eeef001dcb7612fb6f201d5b09e436e0a04e4a537b9ddf3ac05c82,1f6c471e86ba6b20167070bc264210b8f5e73f46e7a02d5583c917bdd58d3666,f83976771bf5b605bc6a142377ba24269c1c4dd453ec1ba7acc45b06840a71c4,477c6e1632f84c121cba447b8c227f326e15baa7f996928b971ad3e65bde6027,b5d0f3c6415638b868e96a8036dd44a55904c84df911968eea90ba9aad5cf9ce,172d751da7afe2fe51ec8b8fbb54ed51139cfd3f4e82d91510fad865bd649af5,bc75ef05c8c4b99468a152ca37496c7f652605d0e75521264b7075c414a5fbc3,300ef55de3d0b15eb4ae095a4ab08906f1f0d7709ae390de6b67f36b2807f794,0fa64e1aaa6c2317357a87b2c24a6f443550791dde4f9f9d63d78cc3265d3d35,4077bc916191f81d8210d588d4298564be9b28b541b8277a752051eb35f68817,b4939b11d07849ee8d90f3658944738e7ff3c1cfe59b51604983abd1abe6d146,6e069dd5df04ddaed06412243f816a7a0e9df768d67aeaa1edea2a24e03d4dad,5e802ec002767b1b4cec80edd969b05c458262af63216c62af6b2b2bdf1557b7,a85b6ef27d9ec8e40a6640de4c498e16274f855418c34fbe558a313ffb43de72,4784bddbe1de9ec734767a4a7bbb4fcba88d0d36d8f1e11106ae2d1f3574b11c
"101021","4","1","1","1038","4","0","1.3","190","-70","0","0","-30","200","200","1","1","-30","0.9","10380104","101021","bgm_M64"
"101031","5","1.6","1","1038","5","0","1.8","440","0","0","0","-30","220","200","1","1","0","1.4","10380105","101031","bgm_M55"
"101041","1","0.7","1","1039","1","0","0.8","-470","-125","10","-30","-30","210","250","1","1","0","0.6","10390101","101041","bgm_M64"
"101041","2","0.7","1","1039","2","0","1","-210","-95","10","0","-30","200","200","1","1","0","0.65","10390102","101041","bgm_M64"
"101041","3","1","1","1039","3","-15","1.3","50","-120","0","-10","-30","200","100","1","1","0","0.9","10390103","101041","bgm_M64"
"101041","4","1.3","1","1039","4","0","1.35","195","35","0","0","-30","200","100","1","1","0","0.9","10390104","101041","bgm_M64"
"101042","5","1.35","1.3","1039","5","0","1.8","450","-55","0","0","-30","210","150","1","1","-50","1.1","10390105","101042","bgm_M55"
"101161","1","0.85","1","1040","1","0","0.8","-480","-120","10","0","-30","210","250","1","1","0","0.6","10400101","101161","bgm_M64"
"101161","2","1.1","1","1040","2","0","1.2","-260","-100","0","0","-30","240","100","1","1","0","0.75","10400102","101161","bgm_M64"
"101161","3","1","1","1040","3","-5","1.1","-10","65","5","-10","-30","200","100","1","1","0","0.65","10400103","101161","bgm_M64"
"101161","4","1","1","1040","4","0","1","190","-110","0","0","-30","200","150","1","1","43","0.9","10400104","101161","bgm_M64"
"101162","5","1","1.3","1040","5","-40","1.15","485","-70","-10","-45","-30","280","270","1","1","-50","0.9","10400105","101162","bgm_M55"
"101171","1","0.85","1","1041","1","0","0.8","-480","-120","10","0","-30","210","120","1","1","0","0.6","10410101","101171","bgm_M64"
"101171","2","1","1","1041","2","0","1.2","-260","-120","10","0","-30","200","120","1","1","0","0.75","10410102","101171","bgm_M64"
"101171","3","0.55","1","1041","3","-13","0.9","-10","0","0","-60","-30","200","150","1.4","1","-50","0.6","10410103","101171","bgm_M64"
"101171","4","1","1","1041","4","0","1.2","190","-110","0","0","-30","200","100","1","1","0","0.9","10410104","101171","bgm_M64"
"101172","5","1","1","1041","5","-20","1.45","475","-30","10","0","-30","250","200","1","1","-50","1","10410105","101172","bgm_M55"
"101191","1","0.7","1","1042","1","0","0.8","-480","-120","10","-30","-30","210","100","1","1","0","0.6","10420101","101191","bgm_M64"
"101191","2","1","1","1042","2","0","1.2","-260","-100","10","0","-30","200","100","1","1","0","0.8","10420102","101191","bgm_M64"
"101451","3","1","1","1042","3","-15","1.4","-10","65","0","-10","-30","200","100","1","1","-30","0.9","10420103","101191","bgm_M64"
"101191","4","1","1","1042","4","0","1.1","190","-110","0","0","-30","200","100","1","1","0","0.65","10420104","101191","bgm_M64"
"101192","5","1","1","1042","5","0","1.3","485","-70","-10","-45","-30","280","200","1.2","1","-50","1.1","10420105","101192","bgm_M55"
"101201","1","0.85","1","1043","1","0","0.8","-480","-120","10","0","-30","210","100","1","1","0","0.6","10430101","101201","bgm_M64"
"101201","2","1.1","1","1043","2","0","1.2","-260","-120","10","0","-30","240","100","1","1","0","0.75","10430102","101201","bgm_M64"
"101201","3","1","1","1043","3","-15","1.1","-10","65","0","-10","-30","200","100","1","1","0","0.8","10430103","101201","bgm_M64"
"101201","4","1","1","1043","4","0","1","190","-110","0","0","-30","200","100","1","1","43","0.7","10430104","101201","bgm_M64"
"101202","5","1","1","1043","5","-20","1.45","475","-30","10","-45","-30","250","100","1","1","-50","1","10430105","101202","bgm_M55"
"101291","1","0.85","1","1044","1","0","0.8","-480","-120","10","0","-30","210","100","1","1","0","0.6","10440101","101291","bgm_M64"
"101291","2","1.1","1","1044","2","0","1.2","-260","-120","10","0","-30","240","100","1","1","0","0.75","10440102","101291","bgm_M64"
"101291","3","2.2","1","1044","3","-15","2.3","-40","65","0","-10","-30","200","100","1","1","0","1.55","10440103","101291","bgm_M64"
"101291","4","1","1","1044","4","0","1.2","150","-110","0","0","-30","200","100","1","1","0","1.1","10440104","101291","bgm_M64"
"101292","5","1","1","1044","5","-20","1.45","490","-15","30","30","-30","230","100","1","1","15","1.1","10440105","101292","bgm_M55"
"101301","1","0.7","1","1045","1","0","0.8","-480","-120","10","-30","-30","210","100","1","1","0","0.58","10450101","101301","bgm_M64"
"101301","2","1","1","1045","2","0","1.2","-260","-120","10","0","-30","200","100","1","1","0","0.9","10450102","101301","bgm_M64"
"101301","3","1","1","1045","3","0","1.4","-50","100","-10","-10","-30","200","200","1","1","-30","0.93","10450103","101301","bgm_M64"
"101301","4","1","1","1045","4","0","1.3","100","-100","0","0","-30","200","100","1","1","15","0.9","10450104","101301","bgm_M64"
"101302","5","1.1","1","1045","5","-20","1.2","470","-55","10","-30","-30","270","100","1","1","-15","1","10450105","101302","bgm_M55"
"101161","1","0.85","1","1046","1","0","0.8","-450","-130","10","0","-30","210","100","1","1","0","0.575","10460101","101441","bgm_M64"
"101161","2","0.7","1","1046","2","0","1","-250","-120","10","0","-30","200","200","1","1","0","0.75","10460102","101441","bgm_M64"
"101161","3","1.1","1","1046","3","-15","1.2","-10","50","0","-10","-30","200","100","1","1","0","0.8","10460103","101441","bgm_M64"
"101161","4","1","1","1046","4","0","1","210","-100","0","0","-30","200","150","1","1","43","0.8","10460104","101441","bgm_M64"
"101162","5","1.1","1","1046","5","-20","1.2","470","-70","10","-30","-30","230","100","1","1","-35","0.95","10460105","101442","bgm_M55"
"101451","1","0.7","1","1047","1","0","0.8","-450","-130","10","-30","-30","210","100","1","1","0","0.58","10470101","101451","bgm_M64"
"101451","2","1","1","1047","2","0","1.2","-250","-120","10","0","-30","200","100","1","1","0","0.9","10470102","101451","bgm_M64"
"101451","3","1","1","1047","3","-15","1.4","-20","50","0","-10","-30","200","100","1","1","-30","0.9","10470103","101451","bgm_M64"
"101451","4","0.85","1","1047","4","0","1","200","-100","0","0","-30","200","100","1","1","0","0.8","10470104","101451","bgm_M64"
"101452","5","1.4","1","1047","5","0","1.55","510","-70","0","-50","-30","290","100","1.2","1","-35","1.25","10470105","101452","bgm_M55"
"101451","1","0.7","1","1048","1","0","0.8","-450","-130","10","-30","-30","210","100","1","1","0","0.58","10480101","101561","bgm_M64"
"101451","2","1.1","1","1048","2","0","1.2","-240","-120","0","0","-30","240","100","1","1","0","0.75","10480102","101561","bgm_M64"
"101451","3","0.55","1","1048","3","-13","0.9","-10","0","0","-60","-30","200","150","1.4","1","-50","0.6","10480103","101561","bgm_M64"
"101451","4","1","1","1048","4","0","1.1","195","-100","0","0","-30","200","100","1","1","20","0.7","10480104","101561","bgm_M64"
"101452","5","1.35","1","1048","5","0","1.55","460","-70","0","-50","-30","290","400","1.4","1","-60","1.25","10480105","101562","bgm_M55"
"101001","1","0.7","1","1049","1","0","0.8","-480","-120","10","-30","-30","210","100","1","1","0","0.58","10490101","101001","bgm_M64"
"101001","2","1.1","1","1049","2","0","1.2","-270","-120","10","0","-30","200","100","1","1","0","0.75","10490102","101001","bgm_M64"
"101001","3","1","1","1049","3","-15","1.4","-25","65","0","-10","-30","200","200","1","1","-30","0.9","10490103","101001","bgm_M64"
"101001","4","1","1","1049","4","0","1.1","200","-120","0","0","-30","200","150","1","1","-30","0.9","10490104","101001","bgm_M64"
"101011","5","1","1","1049","5","0","1.3","480","-40","0","0","-30","250","200","1.2","1","0","1.2","10490105","101011","bgm_M55"
"101021","1","0.9","1","1050","1","0","1","-450","-110","10","-30","-30","210","170","1","1","-25","0.575","10500101","101021","bgm_M64"
"101021","2","1.1","1","1050","2","0","1.2","-240","-120","0","0","-30","240","100","1","1","0","0.75","10500102","101021","bgm_M64"
"101021","3","0.8","1","1050","3","-5","0.9","-10","65","5","-10","-30","200","100","1","1","0","0.6","10500103","101021","bgm_M64"
"101021","4","1","1","1050","4","0","1.1","190","-110","0","0","-30","200","100","1","1","0","0.65","10500104","101021","bgm_M64"
"101031","5","1.6","1","1050","5","0","1.8","440","0","0","0","-30","220","200","1","1","0","1.4","10500105","101031","bgm_M55"
"101041","1","0.7","1","1051","1","0","0.8","-450","-130","10","-30","-30","210","100","1","1","0","0.58","10510101","101041","bgm_M64"
"101041","2","0.7","1","1051","2","0","1","-250","-120","10","0","-30","200","200","1","1","0","0.65","10510102","101041","bgm_M64"
"101041","3","1","1","1051","3","-15","1.3","-35","70","10","-10","-30","200","100","1","1","-10","0.75","10510103","101041","bgm_M64"
"101041","4","1","1","1051","4","0","1.4","150","-110","0","0","-30","200","100","1","1","0","1","10510104","101041","bgm_M64"
"101042","5","1.35","1.3","1051","5","0","1.8","450","-55","0","0","-30","210","150","1","1","-50","1.1","10510105","101042","bgm_M55"
"101161","1","0.7","1","1052","1","0","0.8","-480","-120","10","-30","-30","210","250","1","1","0","0.6","10520101","101161","bgm_M64"
"101161","2","1.1","1","1052","2","0","1.2","-260","-100","0","0","-30","240","100","1","1","0","0.75","10520102","101161","bgm_M64"
"101161","3","1","1","1052","3","-5","1.1","-10","65","5","-10","-30","200","100","1","1","0","0.65","10520103","101161","bgm_M64"
"101161","4","1","1","1052","4","0","1.3","240","-50","0","0","-30","200","100","1","1","-30","0.8","10520104","101161","bgm_M64"
"101162","5","1","1.3","1052","5","-40","1.15","485","-70","-10","-45","-30","280","270","1","1","-50","0.9","10520105","101162","bgm_M55"
"101171","1","0.85","1","1053","1","0","0.8","-480","-120","10","0","-30","210","120","1","1","0","0.5","10530101","101171","bgm_M64"
"101171","2","1.1","1","1053","2","0","1.2","-270","-120","10","0","-30","200","100","1","1","0","0.75","10530102","101171","bgm_M64"
"101171","3","2.2","1","1053","3","-15","2.3","-25","65","0","-10","-30","200","100","1","1","0","1.55","10530103","101171","bgm_M64"
"101171","4","1","1","1053","4","0","1.5","200","-100","0","0","-30","200","100","1","1","-30","0.9","10530104","101171","bgm_M64"
"101172","5","1","1","1053","5","-20","1.45","475","-30","10","0","-30","250","200","1","1","-50","1","10530105","101172","bgm_M55"
"101191","1","0.9","1","1054","1","0","1","-450","-110","10","-30","-30","210","170","1","1","-25","0.575","10540101","101191","bgm_M64"
"101191","2","0.7","1","1054","2","0","1","-250","-120","10","0","-30","200","200","1","1","0","0.65","10540102","101191","bgm_M64"
"101191","3","1.1","1","1054","3","-15","1.2","-10","50","0","-10","-30","200","100","1","1","0","0.8","10540103","101191","bgm_M64"
"101191","4","1","1","1054","4","0","1.5","190","-90","0","0","-30","200","200","1","1","0","1","10540104","101191","bgm_M64"
"101192","5","1","1","1054","5","0","1.3","485","-70","-10","-45","-30","280","200","1.2","1","-50","1.1","10540105","101192","bgm_M55"
"101201","1","0.85","1","1055","1","0","0.8","-480","-120","10","0","-30","210","120","1","1","0","0.5","10550101","101201","bgm_M64"
"101201","2","1","1","1055","2","0","1","-250","-120","0","-30","-30","240","250","1","1","-30","0.7","10550102","101201","bgm_M64"
"101201","3","1","1","1055","3","-15","1.1","-10","65","0","-10","-30","200","100","1","1","0","0.8","10550103","101201","bgm_M64"
"101201","4","1","1","1055","4","0","1","190","-110","0","0","-30","200","100","1","1","43","0.7","10550104","101201","bgm_M64"
"101202","5","1","1","1055","5","-20","1.45","475","-30","10","-45","-30","250","100","1","1","-50","1","10550105","101202","bgm_M55"
"101291","1","0.7","1","1056","1","0","0.8","-480","-120","10","-30","-30","210","250","1","1","0","0.6","10560101","101291","bgm_M64"
"101291","2","1.1","1","1056","2","0","1.2","-260","-100","0","0","-30","240","100","1","1","0","0.75","10560102","101291","bgm_M64"
"101291","3","1","1","1056","3","-15","1.4","-35","50","0","-10","-30","200","100","1","1","-30","0.9","10560103","101291","bgm_M64"
"101291","4","1","1","1056","4","0","1.1","190","-120","0","0","-30","200","150","1","1","-30","0.9","10560104","101291","bgm_M64"
"101292","5","1","1","1056","5","-20","1.45","490","-15","30","30","-30","230","100","1","1","15","1.1","10560105","101292","bgm_M55"
"101301","1","0.9","1","1057","1","0","1","-450","-110","10","-30","-30","210","170","1","1","-25","0.575","10570101","101301","bgm_M64"
"101301","2","1.1","1","1057","2","0","1.2","-270","-120","10","0","-30","200","100","1","1","0","0.75","10570102","101301","bgm_M64"
"101301","3","1","1","1057","3","0","1.4","-50","100","-10","-10","-30","200","200","1","1","-30","0.93","10570103","101301","bgm_M64"
"101301","4","1","1","1057","4","0","1.2","190","-110","0","0","-30","200","100","1","1","0","0.9","10570104","101301","bgm_M64"
"101302","5","1.1","1","1057","5","-20","1.2","470","-55","10","-30","-30","270","100","1","1","-15","1","10570105","101302","bgm_M55"
"101441","1","0.7","1","1058","1","0","0.8","-480","-120","10","-30","-30","210","250","1","1","0","0.6","10580101","101441","bgm_M64"
"101441","2","1","1","1058","2","0","1","-250","-120","0","-30","-30","240","250","1","1","-30","0.7","10580102","101441","bgm_M64"
"101441","3","1","1","1058","3","-15","1.3","-5","70","10","-10","-30","200","100","1","1","-10","0.75","10580103","101441","bgm_M64"
"101441","4","1","1","1058","4","0","1.1","210","-100","10","0","-30","200","100","1","1","20","0.8","10580104","101441","bgm_M64"
"101442","5","1.1","1","1058","5","-20","1.2","470","-70","10","-30","-30","230","100","1","1","-35","0.95","10580105","101442","bgm_M55"
"101451","1","0.9","1","1059","1","0","1","-450","-110","10","-30","-30","210","170","1","1","-25","0.575","10590101","101451","bgm_M64"
"101451","2","0.7","1","1059","2","0","1","-250","-120","10","0","-30","200","200","1","1","0","0.65","10590102","101451","bgm_M64"
"101451","3","0.55","1","1059","3","-13","0.9","-10","0","0","-60","-30","200","150","1.4","1","-50","0.6","10590103","101451","bgm_M64"
"101451","4","0.7","1","1059","4","0","1","200","-120","0","0","-30","200","100","1","1","0","0.7","10590104","101451","bgm_M64"
"101452","5","1.4","1","1059","5","0","1.55","510","-70","0","-50","-30","290","100","1.2","1","-35","1.25","10590105","101452","bgm_M55"
"101561","1","0.85","1","1060","1","0","0.8","-480","-120","10","0","-30","210","120","1","1","0","0.5","10600101","101561","bgm_M64"
"101561","2","1.1","1","1060","2","0","1.2","-270","-120","10","0","-30","200","100","1","1","0","0.75","10600102","101561","bgm_M64"
"101561","3","1","1","1060","3","-15","1.4","-25","65","0","-10","-30","200","200","1","1","-30","0.9","10600103","101561","bgm_M64"
"101561","4","1","1","1060","4","0","1.1","190","-110","0","0","-30","200","100","1","1","0","0.65","10600104","101561","bgm_M64"
"101562","5","1.35","1","1060","5","0","1.55","460","-70","0","-50","-30","290","400","1.4","1","-60","1.25","10600105","101562","bgm_M55"
"101001","1","0.7","1","1061","1","0","0.8","-480","-120","10","-30","-30","210","250","1","1","0","0.6","10610101","101001","bgm_M64"
"101001","2","1.1","1","1061","2","0","1.2","-260","-100","0","0","-30","240","100","1","1","0","0.75","10610102","101001","bgm_M64"
"101001","3","1","1","1061","3","-15","1.4","-10","65","0","-10","-30","200","100","1","1","-30","1","10610103","101001","bgm_M64"
"101001","4","1","1","1061","4","0","1.4","200","-110","0","0","-30","200","100","1","1","0","1","10610104","101001","bgm_M64"
"101011","5","1","1","1061","5","0","1.3","480","-40","0","0","-30","250","200","1.2","1","0","1.2","10610105","101011","bgm_M55"
"101021","1","0.85","1","1063","1","0","0.8","-480","-120","10","0","-30","210","120","1","1","0","0.5","10630101","101021","bgm_M64"
"101021","2","1","1","1063","2","0","1","-250","-120","0","-30","-30","240","250","1","1","-30","0.7","10630102","101021","bgm_M64"
"101021","3","1","1","1063","3","0","1.3","-10","70","0","0","-30","200","100","1","1","0","0.9","10630103","101021","bgm_M64"
"101021","4","1","1","1063","4","0","1.2","240","-70","0","0","-30","200","100","1","1","-30","0.8","10630104","101021","bgm_M64"
"101031","5","1.6","1","1063","5","0","1.8","470","0","0","0","-30","220","200","1","1","0","1.4","10630105","101031","bgm_M55"
"101041","1","0.9","1","1064","1","0","1","-450","-110","10","-30","-30","210","170","1","1","-25","0.575","10640101","101041","bgm_M64"
"101041","2","0.7","1","1064","2","0","1","-250","-120","10","0","-30","200","200","1","1","0","0.65","10640102","101041","bgm_M64"
"101041","3","1","1","1064","3","-15","1.1","-10","65","0","-10","-30","200","100","1","1","0","0.8","10640103","101041","bgm_M64"
"101041","4","1","1","1064","4","0","1.5","200","-100","0","0","-30","200","100","1","1","-30","0.9","10640104","101041","bgm_M64"
"101042","5","1.35","1.3","1064","5","0","1.8","450","-55","0","0","-30","210","150","1","1","-50","1.1","10640105","101042","bgm_M55"
"101161","1","0.7","1","1065","1","0","0.8","-480","-120","10","-30","-30","210","250","1","1","0","0.6","10650101","101161","bgm_M64"
"101161","2","1.1","1","1065","2","0","1.2","-260","-100","0","0","-30","240","100","1","1","0","0.75","10650102","101161","bgm_M64"
"101161","3","1","1","1065","3","-5","1.1","-10","65","5","-10","-30","200","100","1","1","0","0.65","10650103","101161","bgm_M64"
"101161","4","0.85","1","1065","4","0","1","200","-100","0","0","-30","200","100","1","1","0","0.8","10650104","101161","bgm_M64"
"101162","5","1","1.3","1065","5","-40","1.15","485","-70","-10","-45","-30","280","270","1","1","-50","0.9","10650105","101162","bgm_M55"
"101171","1","0.85","1","1066","1","0","0.8","-480","-120","10","0","-30","210","120","1","1","0","0.5","10660101","101171","bgm_M64"
"101171","2","1","1","1066","2","0","1","-250","-120","0","-30","-30","240","250","1","1","-30","0.7","10660102","101171","bgm_M64"
"101171","3","1.1","1","1066","3","-10","1.15","0","65","0","-10","-30","200","100","1","1","0","0.8","10660103","101171","bgm_M64"
"101171","4","1.3","1","1066","4","0","1.35","230","5","0","-10","-30","200","100","1","1","0","0.9","10660104","101171","bgm_M64"
"101172","5","1","1","1066","5","-20","1.45","475","-30","10","0","-30","250","200","1","1","-50","1","10660105","101172","bgm_M55"
"101191","1","0.7","1","1067","1","0","0.8","-480","-50","10","-30","-30","210","250","1","1","0","0.6","10670101","101191","bgm_M64"
"101191","2","1.1","1","1067","2","0","1.2","-270","-120","10","0","-30","200","100","1","1","0","0.75","10670102","101191","bgm_M64"
"101191","3","1","1","1067","3","-15","1.4","-20","50","0","-10","-30","200","100","1","1","-30","0.9","10670103","101191","bgm_M64"
"101191","4","1","1","1067","4","0","1.5","200","-90","0","0","-30","200","200","1","1","0","1","10670104","101191","bgm_M64"
"101192","5","1","1","1067","5","0","1.3","485","-70","-10","-45","-30","280","200","1.2","1","-50","1.1","10670105","101192","bgm_M55"
"101201","1","1.1","1","1068","1","0","1.45","-470","0","10","0","-30","210","100","1","1","20","0.8","10680101","101201","bgm_M64"
"101201","2","0.7","1","1068","2","0","1","-250","-120","10","0","-30","200","200","1","1","0","0.65","10680102","101201","bgm_M64"
"101201","3","1","1","1068","3","-15","1.3","-5","70","10","-10","-30","200","100","1","1","-10","0.75","10680103","101201","bgm_M64"
"101201","4","1","1","1068","4","0","1","190","-110","0","0","-30","200","100","1","1","43","0.7","10680104","101201","bgm_M64"
"101202","5","1","1","1068","5","-20","1.45","475","-30","10","-45","-30","250","100","1","1","-50","1","10680105","101202","bgm_M55"
"101291","1","0.9","1","1069","1","0","1","-450","-110","10","-30","-30","210","170","1","1","-25","0.575","10690101","101291","bgm_M64"
"101291","2","1.1","1","1069","2","0","1.2","-225","-25","0","0","-30","240","100","1","1","0","0.75","10690102","101291","bgm_M64"
"101291","3","2.2","1","1069","3","-15","2.3","0","65","0","-10","-30","200","100","1","1","0","1.55","10690103","101291","bgm_M64"
"101291","4","1","1","1069","4","0","1.1","190","-110","0","0","-30","200","100","1","1","0","0.65","10690104","101291","bgm_M64"
"101292","5","1","1","1069","5","-20","1.45","490","-15","30","30","-30","230","100","1","1","15","1.1","10690105","101292","bgm_M55"
"101301","1","0.7","1","1070","1","0","0.8","-480","-50","10","-30","-30","210","250","1","1","0","0.6","10700101","101301","bgm_M64"
"101301","2","0.7","1","1070","2","0","1","-250","-120","10","0","-30","200","200","1","1","0","0.65","10700102","101301","bgm_M64"
"101301","3","1","1","1070","3","0","1.4","-50","100","-10","-10","-30","200","200","1","1","-30","0.93","10700103","101301","bgm_M64"
"101301","4","1","1","1070","4","0","1.1","190","-120","0","0","-30","200","150","1","1","-30","0.9","10700104","101301","bgm_M64"
"101302","5","1.1","1","1070","5","-20","1.2","470","-55","10","-30","-30","270","100","1","1","-15","1","10700105","101302","bgm_M55"
"101441","1","1.1","1","1071","1","0","1.45","-470","0","10","0","-30","210","100","1","1","20","0.8","10710101","101441","bgm_M64"
"101441","2","1","1","1071","2","0","1","-250","-120","0","-30","-30","240","250","1","1","-30","0.7","10710102","101441","bgm_M64"
"101441","3","1","1","1071","3","-15","1.1","-10","65","0","-10","-30","200","100","1","1","0","0.8","10710103","101441","bgm_M64"
"101441","4","0.7","1","1071","4","0","1","200","-120","0","0","-30","200","100","1","1","0","0.7","10710104","101441","bgm_M64"
"101442","5","1.1","1","1071","5","-20","1.2","470","-70","10","-30","-30","230","100","1","1","-35","0.95","10710105","101442","bgm_M55"
"101451","1","0.9","1","1072","1","0","1","-450","-110","10","-30","-30","210","170","1","1","-25","0.575","10720101","101451","bgm_M64"
"101451","2","1.1","1","1072","2","0","1.2","-225","-25","0","0","-30","240","100","1","1","0","0.75","10720102","101451","bgm_M64"
"101451","3","1","1","1072","3","-15","1.4","-10","65","0","-10","-30","200","100","1","1","-30","1","10720103","101451","bgm_M64"
"101451","4","1","1","1072","4","0","1.1","210","-100","10","0","-30","200","100","1","1","20","0.8","10720104","101451","bgm_M64"
"101452","5","1.4","1","1072","5","0","1.55","510","-70","0","-50","-30","290","100","1.2","1","-35","1.25","10720105","101452","bgm_M55"
"101561","1","0.9","1","1073","1","0","1","-450","0","10","-30","-30","210","170","1","1","-25","0.575","10730101","101561","bgm_M64"
"101561","2","1.1","1","1073","2","0","1.2","-270","-120","10","0","-30","200","100","1","1","0","0.75","10730102","101561","bgm_M64"
"101561","3","1","1","1073","3","-5","1.1","-10","65","5","-10","-30","200","100","1","1","0","0.65","10730103","101561","bgm_M64"
"101561","4","1","1","1073","4","0","1.4","200","-110","0","0","-30","200","100","1","1","0","1","10730104","101561","bgm_M64"
"101562","5","1.35","1","1073","5","0","1.55","460","-70","0","-50","-30","290","400","1.4","1","-60","1.25","10730105","101562","bgm_M55"
"101001","1","0.7","1","1074","1","0","0.8","-480","-50","10","-30","-30","210","250","1","1","0","0.6","10740101","101001","bgm_M64"
"101001","2","1.1","1","1074","2","0","1.35","-260","-110","0","10","-30","240","200","1","1","10","0.9","10740102","101001","bgm_M64"
"101001","3","1","1","1074","3","-15","1.15","-5","70","10","-10","-30","200","100","1","1","-10","0.75","10740103","101001","bgm_M64"
"101001","4","1","1","1074","4","0","1.2","190","-110","0","0","-30","200","100","1","1","0","0.9","10740104","101001","bgm_M64"
"101011","5","1","1","1074","5","0","1.3","480","-40","0","0","-30","250","200","1.2","1","0","1.2","10740105","101011","bgm_M55"
"101021","1","1.1","1","1075","1","0","1.45","-470","0","10","0","-30","210","100","1","1","20","0.8","10750101","101021","bgm_M64"
"101021","2","0.7","1","1075","2","0","1","-250","-120","10","0","-30","200","200","1","1","0","0.65","10750102","101021","bgm_M64"
"101021","3","0.55","1","1075","3","-13","0.9","-10","0","0","-60","-30","200","150","1.4","1","-50","0.6","10750103","101021","bgm_M64"
"101021","4","1","1","1075","4","0","1.5","200","-100","0","0","-30","200","100","1","1","-30","0.9","10750104","101021","bgm_M64"
"101031","5","1.6","1","1075","5","0","1.8","470","0","0","0","-30","220","200","1","1","0","1.4","10750105","101031","bgm_M55"
"101041","1","0.9","1","1076","1","0","1","-480","-110","10","-30","-30","210","170","1","1","-25","0.575","10760101","101041","bgm_M64"
"101041","2","1","1","1076","2","0","1","-230","-20","0","-30","-30","240","250","1","1","-30","0.7","10760102","101041","bgm_M64"
"101041","3","1","1","1076","3","-15","1.4","15","-120","0","-10","-30","200","100","1","1","-30","0.9","10760103","101041","bgm_M64"
"101041","4","1","1","1076","4","0","1.3","200","40","0","-50","-30","200","300","1","1","-60","0.8","10760104","101041","bgm_M64"
"101042","5","1.35","1.3","1076","5","0","1.8","450","-55","0","0","-30","210","150","1","1","-50","1.1","10760105","101042","bgm_M55"
"101161","1","0.7","1","1077","1","0","0.8","-480","-50","10","-30","-30","210","250","1","1","0","0.6","10770101","101161","bgm_M64"
"101161","2","1.1","1","1077","2","0","1.2","-270","-120","10","0","-30","200","100","1","1","0","0.75","10770102","101161","bgm_M64"
"101161","3","1","1","1077","3","0","1.3","-10","70","0","0","-30","200","100","1","1","0","0.9","10770103","101161","bgm_M64"
"101161","4","1","1","1077","4","0","1.5","200","-90","0","0","-30","200","200","1","1","0","1","10770104","101161","bgm_M64"
"101162","5","1","1.3","1077","5","-40","1.15","485","-70","-10","-45","-30","280","270","1","1","-50","0.9","10770105","101162","bgm_M55"
"101171","1","0.9","1","1078","1","0","1","-450","-90","10","-30","-30","210","170","1","1","-25","0.575","10780101","101171","bgm_M64"
"101171","2","1.1","1","1078","2","0","1.2","-225","20","0","0","-30","240","100","1","1","0","0.75","10780102","101171","bgm_M64"
"101171","3","1.1","1","1078","3","-10","1.15","0","-65","0","-10","-30","200","100","1","1","0","0.8","10780103","101171","bgm_M64"
"101171","4","0.9","1","1078","4","0","1","230","0","0","-10","-30","200","100","1","1","0","0.65","10780104","101171","bgm_M64"
"101172","5","1","1","1078","5","-20","1.45","475","-30","10","0","-30","250","200","1","1","-50","1","10780105","101172","bgm_M55"
"101191","1","0.7","1","1079","1","0","0.8","-480","-50","10","-30","-30","210","250","1","1","0","0.6","10790101","101191","bgm_M64"
"101191","2","1.1","1","1079","2","0","1.35","-260","-110","0","10","-30","240","200","1","1","10","0.9","10790102","101191","bgm_M64"
"101191","3","1","1","1079","3","-15","1.1","-10","65","0","-10","-30","200","100","1","1","0","0.8","10790103","101191","bgm_M64"
"101191","4","1.3","1","1079","4","0","1.35","230","5","0","-10","-30","200","100","1","1","0","0.9","10790104","101191","bgm_M64"
"101192","5","1","1","1079","5","0","1.3","485","-70","-10","-45","-30","280","200","1.2","1","-50","1.1","10790105","101192","bgm_M55"
