3d6c289276eb1535347180515704e6606cf9397dbcfc45ab1e4da40cab260d0b,521a636d3c19cf37367390989f1df1fdee257b2216eaa489ccf5f42de6bb36c2,65c4b71f28e1825eafe4392facfe161b78ce0a1d1ce71de4c94db2e6753bd2e1,9e4383e854d4eea1266a6eeaf62966d9153f229ecc83fa9d3789098737384f67,07869d0935580bb62f504cfe3b1b1246abf7934ec975969edf375b626467d09b,30a371d2563833ea04479858b3f904000c5ef8a36c011dc473788b09ca9cbd9b,f8fd60edee475eae08c584d945ef60641c4eef0d1f6d1c43d4914087ba863756,80a77cbe2d6b9048ee9357a8fde1c6d27c17f7031cda19479ec56b89081b531a,8404e73c22e342ca396467cfb5dfa3ecdbb60bced42d197604fbefd16ccafd46,01bec91c3d5e392da12d7ce7f680bf39eabfb631f4e6ed93869788ce24008605,e4522dbb549162e8ea98d20e8376ead0db794935f62b32161a97341aacf07546,b1c74539ca15ae0b6891c17d4935668ff3b4c8374bfbb9e06d10a263064aee4b
"0","1009814","2","2","100981402","0","0","vo_lsv_1401","vo_lsv","0","0","0"
"84","1009814","1","3","100981403","1","0.677","0","0","0","0","0"
"0","1009814","4","4","100981404","0","0","0","0","0","0.7","1"
"300","1009814","1","5","100981405","1","1.677","0","0","84","0","0"
"0","1009814","4","6","100981406","0","0","0","0","0","3.5","1"
"0","1009814","2","7","100981407","0","0","vo_lsv_1402","vo_lsv","0","0","0"
"300","1009814","1","8","100981408","3","1.099","0","0","0","0","0"
"0","1009814","4","9","100981409","0","0","0","0","0","1.13","1"
"158","1009814","1","10","100981410","4","1.234","0","0","0","0","0"
"0","1009814","4","11","100981411","0","0","0","0","0","2.2","1"
"0","1009814","2","12","100981412","0","0","vo_lsv_1403","vo_lsv","0","0","0"
"300","1009814","1","13","100981413","4","1.37","0","0","158","0","0"
"0","1009814","4","14","100981414","0","0","0","0","0","2.5","1"
"0","1009814","2","15","100981415","0","0","vo_lsv_1404","vo_lsv","0","0","0"
"300","1009814","1","16","100981416","6","1","0","0","0","0","0"
"0","1009814","4","17","100981417","0","0","0","0","0","1.3","1"
"350","1009814","1","18","100981418","7","1.661","0","0","0","0","0"
"0","1009814","4","19","100981419","0","0","0","0","0","1.7","1"
"180","1009814","1","20","100981420","8","1.344","0","0","0","0","0"
"0","1009814","4","21","100981421","0","0","0","0","0","2.5","1"
"0","1009814","2","22","100981422","0","0","vo_lsv_1405","vo_lsv","0","0","0"
"80","1009814","1","23","100981423","10","0.82","0","0","0","0","0"
"0","1009814","4","24","100981424","0","0","0","0","0","1.4","1"
"300","1009814","1","25","100981425","10","1.83","0","0","80","0","0"
"0","1009815","4","1","100981501","0","0","0","0","0","0.8","1"
"0","1009815","2","2","100981502","0","0","vo_lsv_1501","vo_lsv","0","0","0"
"300","1009815","1","3","100981503","1","2.384","0","0","0","0","0"
"0","1009815","4","4","100981504","0","0","0","0","0","2.41","1"
"250","1009815","1","5","100981505","2","1","0","0","0","0","0"
"0","1009815","4","6","100981506","0","0","0","0","0","2","1"
"0","1009815","2","7","100981507","0","0","vo_lsv_1502","vo_lsv","0","0","0"
"300","1009815","1","8","100981508","3","1.71","0","0","0","0","0"
"0","1009815","4","9","100981509","0","0","0","0","0","2","1"
"300","1009815","1","10","100981510","4","1.369","0","0","0","0","0"
"0","1009815","4","11","100981511","0","0","0","0","0","1.39","1"
"327","1009815","1","12","100981512","5","2.431","0","0","0","0","0"
"0","1009815","4","13","100981513","0","0","0","0","0","2.432","1"
"327","1009815","1","14","100981514","6","1.164","0","0","0","0","0"
"0","1009815","4","15","100981515","0","0","0","0","0","2.5","1"
"0","1009815","2","16","100981516","0","0","vo_lsv_1503","vo_lsv","0","0","0"
"327","1009815","1","17","100981517","7","3.101","0","0","0","0","0"
"0","1009815","4","18","100981518","0","0","0","0","0","4.5","1"
"0","1009815","2","19","100981519","0","0","vo_lsv_1504","vo_lsv","0","0","0"
"327","1009815","1","20","100981520","8","2.454","0","0","0","0","0"
"0","1009815","4","21","100981521","0","0","0","0","0","2.484","1"
"300","1009815","1","22","100981522","9","0.727","0","0","0","0","0"
"0","1009815","4","23","100981523","0","0","0","0","0","2","1"
"0","1009815","2","24","100981524","0","0","vo_lsv_1505","vo_lsv","0","0","0"
"300","1009815","1","25","100981525","10","1.984","0","0","0","0","0"
"0","1009815","4","26","100981526","0","0","0","0","0","3","1"
"0","1009815","2","27","100981527","0","0","vo_lsv_1506","vo_lsv","0","0","0"
"327","1009815","1","28","100981528","12","2.1","0","0","0","0","0"
