c6d8735998e300c1c14c73ed7799f4bd3e666bfbb6408b853aeaa351ddd3799e,f650db0d72f30f5ef92e57bcff218fcdbd44c952979df406dd049e6fa27b1dc0,7669e5d67fabcffa203944244c6a005761bde23c856f9705112e0d65077f84cc,da2f3c3fe3779c9bb0efaa4062ff2b5687c22853f09abeb72c3952f6537f15fb,2e9b6137ec4c0c05144994949426381a2a35c3b14119e44e278cfd3b158f9634,cd89bbbe2f39bb9b70a05de8c0a41a7491607d6e1024d56dce35e54e2f23f955,8a0710d5b4b61559bf226c76b96fca1f83381613c020bbe8068d5ade9af24ca5,0512aa0835dd6914e701bb5a78f733f35839cfd3bc429070def0a7f46593810f,3df362efd8f116c4e770e58549cf15b83523e9f1522e656ea59bcc75eafa6a47,3876aaf07a69e33003e1485ed85c167b382b728453c2dcb54e20fa20c4cd05a7,0ce46bbf52657497c897a8ff849d9ada4bc9f795fca14432aa81b83836fb2619,5c29d7850dd675c4f467d7c67db09427889a6e5ef3a308d1aaffb94c672b7278,7186d21af7568aeb6c8b073e2927ed3c5a6a098164eaaa1742d17b43d4f3bb04,4ac75e37565c12d82a0d2d4fc857b9fbde9d2803191582abde764fe041b92a55,dbf8fe5a57b206adf013bd1ae94d7c752fbea028eea84dd8fc5446b0e02cb5c0,bb1195240eb47f0002f5037cad43f95ecc6f5b02b53d8f98f9432dc4b64751e1
"32201","0","32205","32202","10074","0","7","32204","322","319","0","0","38","8","32203","3"
"32301","0","0","0","11015","0","101","0","323","320","0","0","39","2","0","3"
"32401","0","32405","32402","10072","0","7","32404","324","321","0","0","39","5","32403","3"
"32501","0","32505","32502","10045","0","4","32504","325","322","0","0","39","8","32503","3"
"32601","0","32605","32602","10056","0","5","32604","326","323","324","325","40","5","32603","3"
"32701","0","0","0","11002","0","100","0","327","0","0","0","1","2","0","4"
"32801","0","32805","32802","10023","0","2","32804","328","0","0","0","1","5","32803","4"
"32901","0","0","0","11015","0","101","0","329","0","0","0","1","8","0","4"
"33001","0","33005","33002","10041","0","4","33004","330","327","0","0","2","2","33003","4"
"33101","0","33105","33102","10024","0","2","33104","331","328","0","0","2","5","33103","4"
"33201","0","0","0","11012","0","101","0","332","329","0","0","2","8","0","4"
"33301","0","33305","33302","10063","0","6","33304","333","330","0","0","3","2","33303","4"
"33401","0","33405","33402","10064","0","6","33404","334","331","0","0","3","5","33403","4"
"33501","0","33505","33502","10075","0","7","33504","335","332","0","0","3","8","33503","4"
"33601","0","33605","33602","10044","0","4","33604","336","333","0","0","4","2","33603","4"
"33701","0","33705","33702","10021","0","2","33704","337","334","0","0","4","5","33703","4"
"33801","0","0","0","11003","0","100","0","338","335","0","0","4","8","0","4"
"33901","0","33905","33902","10016","0","1","33904","339","336","337","338","5","5","33903","4"
"34001","0","34005","34002","10023","0","2","34004","340","339","0","0","6","2","34003","4"
"34101","0","34105","34102","10042","0","4","34104","341","339","0","0","6","5","34103","4"
"34201","0","34205","34202","10045","0","4","34204","342","339","0","0","6","8","34203","4"
"34301","0","0","0","11014","0","101","0","343","340","0","0","7","2","0","4"
"34401","0","34405","34402","10071","0","7","34404","344","341","0","0","7","5","34403","4"
"34501","0","0","0","11005","0","100","0","345","342","0","0","7","8","0","4"
"34601","0","34605","34602","10042","0","4","34604","346","343","0","0","8","2","34603","4"
"34701","0","0","0","11013","0","101","0","347","344","0","0","8","5","0","4"
"34801","0","34805","34802","10074","0","7","34804","348","345","0","0","8","8","34803","4"
"34901","0","34905","34902","10022","0","2","34904","349","346","0","0","9","2","34903","4"
"35001","0","35005","35002","10024","0","2","35004","350","347","0","0","9","5","35003","4"
"35101","0","35105","35102","10061","0","6","35104","351","348","0","0","9","8","35103","4"
"35201","0","35205","35202","10056","0","5","35204","352","349","350","351","10","5","35203","4"
"35301","0","35305","35302","10025","0","2","35304","353","352","0","0","11","2","35303","4"
"35401","0","0","0","11011","0","101","0","354","352","0","0","11","5","0","4"
"35501","0","35505","35502","10064","0","6","35504","355","352","0","0","11","8","35503","4"
"35601","0","35605","35602","10042","0","4","35604","356","353","0","0","12","2","35603","4"
"35701","0","35705","35702","10041","0","4","35704","357","354","0","0","12","5","35703","4"
"35801","0","35805","35802","10045","0","4","35804","358","355","0","0","12","8","35803","4"
"35901","0","35905","35902","10043","0","4","35904","359","356","0","0","13","2","35903","4"
"36001","0","36005","36002","10073","0","7","36004","360","357","0","0","13","5","36003","4"
"36101","0","36105","36102","10065","0","6","36104","361","358","0","0","13","8","36103","4"
"36201","0","0","0","11014","0","101","0","362","359","0","0","14","2","0","4"
"36301","0","36305","36302","10022","0","2","36304","363","360","0","0","14","5","36303","4"
"36401","0","36405","36402","10072","0","7","36404","364","361","0","0","14","8","36403","4"
"36501","0","36505","36502","10016","0","1","36504","365","362","363","364","15","5","36503","4"
"36601","0","36605","36602","10071","0","7","36604","366","365","0","0","16","2","36603","4"
"36701","0","0","0","11013","0","101","0","367","365","0","0","16","5","0","4"
"36801","0","36805","36802","10025","0","2","36804","368","365","0","0","16","8","36803","4"
"36901","0","0","0","11004","0","100","0","369","366","0","0","17","2","0","4"
"37001","0","0","0","11012","0","101","0","370","367","0","0","17","5","0","4"
"37101","0","37105","37102","10044","0","4","37104","371","368","0","0","17","8","37103","4"
"37201","0","0","0","11015","0","101","0","372","369","0","0","18","2","0","4"
"37301","0","37305","37302","10061","0","6","37304","373","370","0","0","18","5","37303","4"
"37401","0","37405","37402","10041","0","4","37404","374","371","0","0","18","8","37403","4"
"37501","0","37505","37502","10062","0","6","37504","375","372","0","0","19","2","37503","4"
"37601","0","0","0","11002","0","100","0","376","373","0","0","19","5","0","4"
"37701","0","37705","37702","10024","0","2","37704","377","374","0","0","19","8","37703","4"
"37801","0","37805","37802","10056","0","5","37804","378","375","376","377","20","5","37803","4"
"37901","0","37905","37902","10072","0","7","37904","379","378","0","0","21","2","37903","4"
"38001","0","0","0","11001","0","100","0","380","378","0","0","21","5","0","4"
"38101","0","0","0","11005","0","100","0","381","378","0","0","21","8","0","4"
"38201","0","0","0","11003","0","100","0","382","379","0","0","22","2","0","4"
"38301","0","38305","38302","10062","0","6","38304","383","380","0","0","22","5","38303","4"
"38401","0","38405","38402","10043","0","4","38404","384","381","0","0","22","8","38403","4"
"38501","0","0","0","11004","0","100","0","385","382","0","0","23","2","0","4"
"38601","0","38605","38602","10021","0","2","38604","386","383","0","0","23","5","38603","4"
"38701","0","38705","38702","10022","0","2","38704","387","384","0","0","23","8","38703","4"
"38801","0","38805","38802","10065","0","6","38804","388","385","0","0","24","2","38803","4"
"38901","0","38905","38902","10074","0","7","38904","389","386","0","0","24","5","38903","4"
"39001","0","39005","39002","10063","0","6","39004","390","387","0","0","24","8","39003","4"
"39101","0","39105","39102","10036","0","3","39104","391","388","389","390","25","5","39103","4"
"39201","0","0","0","11011","0","101","0","392","391","0","0","26","2","0","4"
"39301","0","39305","39302","10075","0","7","39304","393","391","0","0","26","5","39303","4"
"39401","0","39405","39402","10044","0","4","39404","394","391","0","0","26","8","39403","4"
"39501","0","39505","39502","10073","0","7","39504","395","392","0","0","27","2","39503","4"
"39601","0","39605","39602","10042","0","4","39604","396","393","0","0","27","5","39603","4"
"39701","0","39705","39702","10062","0","6","39704","397","394","0","0","27","8","39703","4"
"39801","0","0","0","11005","0","100","0","398","395","0","0","28","2","0","4"
"39901","0","0","0","11011","0","101","0","399","396","0","0","28","5","0","4"
"40001","0","40005","40002","10063","0","6","40004","400","397","0","0","28","8","40003","4"
"40101","0","0","0","11001","0","100","0","401","398","0","0","29","2","0","4"
"40201","0","0","0","11004","0","100","0","402","399","0","0","29","5","0","4"
"40301","0","0","0","11003","0","100","0","403","400","0","0","29","8","0","4"
"40401","0","40405","40402","10016","0","1","40404","404","401","402","403","30","5","40403","4"
"40501","0","40505","40502","10041","0","4","40504","405","404","0","0","31","2","40503","4"
"40601","0","40605","40602","10025","0","2","40604","406","404","0","0","31","5","40603","4"
"40701","0","40705","40702","10064","0","6","40704","407","404","0","0","31","8","40703","4"
"40801","0","40805","40802","10023","0","2","40804","408","405","0","0","32","2","40803","4"
"40901","0","40905","40902","10021","0","2","40904","409","406","0","0","32","5","40903","4"
"41001","0","41005","41002","10065","0","6","41004","410","407","0","0","32","8","41003","4"
"41101","0","41105","41102","10022","0","2","41104","411","408","0","0","33","2","41103","4"
"41201","0","41205","41202","10024","0","2","41204","412","409","0","0","33","5","41203","4"
"41301","0","0","0","11013","0","101","0","413","410","0","0","33","8","0","4"
"41401","0","0","0","11012","0","101","0","414","411","0","0","34","2","0","4"
"41501","0","41505","41502","10075","0","7","41504","415","412","0","0","34","5","41503","4"
"41601","0","41605","41602","10044","0","4","41604","416","413","0","0","34","8","41603","4"
"41701","0","41705","41702","10036","0","3","41704","417","414","415","416","35","5","41703","4"
"41801","0","0","0","11014","0","101","0","418","417","0","0","36","2","0","4"
"41901","0","41905","41902","10073","0","7","41904","419","417","0","0","36","5","41903","4"
"42001","0","42005","42002","10025","0","2","42004","420","417","0","0","36","8","42003","4"
"42101","0","42105","42102","10071","0","7","42104","421","418","0","0","37","2","42103","4"
"42201","0","0","0","11015","0","101","0","422","419","0","0","37","5","0","4"
"42301","0","0","0","11001","0","100","0","423","420","0","0","37","8","0","4"
"42401","0","42405","42402","10043","0","4","42404","424","421","0","0","38","2","42403","4"
"42501","0","42505","42502","10074","0","7","42504","425","422","0","0","38","5","42503","4"
"42601","0","42605","42602","10061","0","6","42604","426","423","0","0","38","8","42603","4"
"42701","0","0","0","11002","0","100","0","427","424","0","0","39","2","0","4"
"42801","0","42805","42802","10072","0","7","42804","428","425","0","0","39","5","42803","4"
"42901","0","42905","42902","10045","0","4","42904","429","426","0","0","39","8","42903","4"
"43001","0","43005","43002","10016","0","1","43004","430","427","428","429","40","5","43003","4"
"43101","0","43105","43102","10061","0","6","43104","431","0","0","0","1","2","43103","5"
"43201","0","0","0","11005","0","100","0","432","0","0","0","1","5","0","5"
"43301","0","43305","43302","10043","0","4","43304","433","0","0","0","1","8","43303","5"
"43401","0","43405","43402","10072","0","7","43404","434","431","0","0","2","2","43403","5"
"43501","0","43505","43502","10074","0","7","43504","435","432","0","0","2","5","43503","5"
"43601","0","43605","43602","10021","0","2","43604","436","433","0","0","2","8","43603","5"
"43701","0","43705","43702","10025","0","2","43704","437","434","0","0","3","2","43703","5"
"43801","0","43805","43802","10042","0","4","43804","438","435","0","0","3","5","43803","5"
"43901","0","0","0","11011","0","101","0","439","436","0","0","3","8","0","5"
"44001","0","0","0","11013","0","101","0","440","437","0","0","4","2","0","5"
"44101","0","44105","44102","10045","0","4","44104","441","438","0","0","4","5","44103","5"
"44201","0","44205","44202","10024","0","2","44204","442","439","0","0","4","8","44203","5"
"44301","0","44305","44302","10036","0","3","44304","443","440","441","442","5","5","44303","5"
"44401","0","44405","44402","10022","0","2","44404","444","443","0","0","6","2","44403","5"
"44501","0","44505","44502","10041","0","4","44504","445","443","0","0","6","5","44503","5"
"44601","0","44605","44602","10023","0","2","44604","446","443","0","0","6","8","44603","5"
"44701","0","0","0","11004","0","100","0","447","444","0","0","7","2","0","5"
"44801","0","44805","44802","10065","0","6","44804","448","445","0","0","7","5","44803","5"
"44901","0","0","0","11014","0","101","0","449","446","0","0","7","8","0","5"
"45001","0","45005","45002","10021","0","2","45004","450","447","0","0","8","2","45003","5"
"45101","0","45105","45102","10062","0","6","45104","451","448","0","0","8","5","45103","5"
"45201","0","0","0","11003","0","100","0","452","449","0","0","8","8","0","5"
"45301","0","45305","45302","10044","0","4","45304","453","450","0","0","9","2","45303","5"
"45401","0","45405","45402","10063","0","6","45404","454","451","0","0","9","5","45403","5"
"45501","0","0","0","11005","0","100","0","455","452","0","0","9","8","0","5"
"45601","0","45605","45602","10056","0","5","45604","456","453","454","455","10","5","45603","5"
"45701","0","45705","45702","10064","0","6","45704","457","456","0","0","11","2","45703","5"
"45801","0","45805","45802","10022","0","2","45804","458","456","0","0","11","5","45803","5"
"45901","0","0","0","11015","0","101","0","459","456","0","0","11","8","0","5"
"46001","0","46005","46002","10075","0","7","46004","460","457","0","0","12","2","46003","5"
"46101","0","46105","46102","10071","0","7","46104","461","458","0","0","12","5","46103","5"
"46201","0","0","0","11002","0","100","0","462","459","0","0","12","8","0","5"
"46301","0","46305","46302","10043","0","4","46304","463","460","0","0","13","2","46303","5"
"46401","0","0","0","11015","0","101","0","464","461","0","0","13","5","0","5"
"46501","0","0","0","11001","0","100","0","465","462","0","0","13","8","0","5"
"46601","0","0","0","11014","0","101","0","466","463","0","0","14","2","0","5"
"46701","0","46705","46702","10022","0","2","46704","467","464","0","0","14","5","46703","5"
"46801","0","0","0","11013","0","101","0","468","465","0","0","14","8","0","5"
"46901","0","46905","46902","10016","0","1","46904","469","466","467","468","15","5","46903","5"
"47001","0","47005","47002","10041","0","4","47004","470","469","0","0","16","2","47003","5"
"47101","0","47105","47102","10072","0","7","47104","471","469","0","0","16","5","47103","5"
"47201","0","47205","47202","10025","0","2","47204","472","469","0","0","16","8","47203","5"
"47301","0","47305","47302","10024","0","2","47304","473","470","0","0","17","2","47303","5"
"47401","0","47405","47402","10073","0","7","47404","474","471","0","0","17","5","47403","5"
"47501","0","47505","47502","10062","0","6","47504","475","472","0","0","17","8","47503","5"
"47601","0","47605","47602","10063","0","6","47604","476","473","0","0","18","2","47603","5"
"47701","0","47705","47702","10044","0","4","47704","477","474","0","0","18","5","47703","5"
"47801","0","47805","47802","10061","0","6","47804","478","475","0","0","18","8","47803","5"
"47901","0","0","0","11003","0","100","0","479","476","0","0","19","2","0","5"
"48001","0","48005","48002","10065","0","6","48004","480","477","0","0","19","5","48003","5"
"48101","0","48105","48102","10042","0","4","48104","481","478","0","0","19","8","48103","5"
"48201","0","48205","48202","10016","0","1","48204","482","479","480","481","20","5","48203","5"
"48301","0","48305","48302","10063","0","6","48304","483","482","0","0","21","2","48303","5"
"48401","0","0","0","11002","0","100","0","484","482","0","0","21","5","0","5"
"48501","0","48505","48502","10045","0","4","48504","485","482","0","0","21","8","48503","5"
"48601","0","0","0","11011","0","101","0","486","483","0","0","22","2","0","5"
"48701","0","48705","48702","10074","0","7","48704","487","484","0","0","22","5","48703","5"
"48801","0","48805","48802","10075","0","7","48804","488","485","0","0","22","8","48803","5"
"48901","0","48905","48902","10044","0","4","48904","489","486","0","0","23","2","48903","5"
"49001","0","49005","49002","10023","0","2","49004","490","487","0","0","23","5","49003","5"
"49101","0","49105","49102","10064","0","6","49104","491","488","0","0","23","8","49103","5"
"49201","0","49205","49202","10021","0","2","49204","492","489","0","0","24","2","49203","5"
"49301","0","49305","49302","10022","0","2","49304","493","490","0","0","24","5","49303","5"
"49401","0","0","0","11012","0","101","0","494","491","0","0","24","8","0","5"
"49501","0","49505","49502","10056","0","5","49504","495","492","493","494","25","5","49503","5"
"49601","0","49605","49602","10025","0","2","49604","496","495","0","0","26","2","49603","5"
"49701","0","0","0","11001","0","100","0","497","495","0","0","26","5","0","5"
"49801","0","0","0","11003","0","100","0","498","495","0","0","26","8","0","5"
"49901","0","49905","49902","10024","0","2","49904","499","496","0","0","27","2","49903","5"
"50001","0","50005","50002","10023","0","2","50004","500","497","0","0","27","5","50003","5"
"50101","0","50105","50102","10072","0","7","50104","501","498","0","0","27","8","50103","5"
"50201","0","0","0","11014","0","101","0","502","499","0","0","28","2","0","5"
"50301","0","50305","50302","10065","0","6","50304","503","500","0","0","28","5","50303","5"
"50401","0","50405","50402","10042","0","4","50404","504","501","0","0","28","8","50403","5"
"50501","0","50505","50502","10043","0","4","50504","505","502","0","0","29","2","50503","5"
"50601","0","0","0","11004","0","100","0","506","503","0","0","29","5","0","5"
"50701","0","50705","50702","10071","0","7","50704","507","504","0","0","29","8","50703","5"
"50801","0","50805","50802","10016","0","1","50804","508","505","506","507","30","5","50803","5"
"50901","0","0","0","11014","0","101","0","509","508","0","0","31","2","0","5"
"51001","0","51005","51002","10062","0","6","51004","510","508","0","0","31","5","51003","5"
"51101","0","51105","51102","10041","0","4","51104","511","508","0","0","31","8","51103","5"
"51201","0","0","0","11013","0","101","0","512","509","0","0","32","2","0","5"
"51301","0","51305","51302","10074","0","7","51304","513","510","0","0","32","5","51303","5"
"51401","0","51405","51402","10061","0","6","51404","514","511","0","0","32","8","51403","5"
"51501","0","51505","51502","10045","0","4","51504","515","512","0","0","33","2","51503","5"
"51601","0","51605","51602","10024","0","2","51604","516","513","0","0","33","5","51603","5"
"51701","0","51705","51702","10063","0","6","51704","517","514","0","0","33","8","51703","5"
"51801","0","0","0","11005","0","100","0","518","515","0","0","34","2","0","5"
"51901","0","0","0","11012","0","101","0","519","516","0","0","34","5","0","5"
"52001","0","0","0","11011","0","101","0","520","517","0","0","34","8","0","5"
"52101","0","52105","52102","10036","0","3","52104","521","518","519","520","35","5","52103","5"
"52201","0","0","0","11013","0","101","0","522","521","0","0","36","2","0","5"
"52301","0","52305","52302","10041","0","4","52304","523","521","0","0","36","5","52303","5"
"52401","0","0","0","11015","0","101","0","524","521","0","0","36","8","0","5"
"52501","0","52505","52502","10073","0","7","52504","525","522","0","0","37","2","52503","5"
"52601","0","52605","52602","10025","0","2","52604","526","523","0","0","37","5","52603","5"
"52701","0","52705","52702","10072","0","7","52704","527","524","0","0","37","8","52703","5"
"52801","0","0","0","11001","0","100","0","528","525","0","0","38","2","0","5"
"52901","0","52905","52902","10064","0","6","52904","529","526","0","0","38","5","52903","5"
"53001","0","53005","53002","10075","0","7","53004","530","527","0","0","38","8","53003","5"
"53101","0","53105","53102","10022","0","2","53104","531","528","0","0","39","2","53103","5"
"53201","0","0","0","11004","0","100","0","532","529","0","0","39","5","0","5"
"53301","0","53305","53302","10023","0","2","53304","533","530","0","0","39","8","53303","5"
"53401","0","53405","53402","10056","0","5","53404","534","531","532","533","40","5","53403","5"
"53501","0","0","0","11004","0","100","0","535","0","0","0","1","2","0","6"
"53601","0","0","0","11015","0","101","0","536","0","0","0","1","5","0","6"
"53701","0","0","0","11013","0","101","0","537","0","0","0","1","8","0","6"
"53801","0","0","0","11014","0","101","0","538","535","0","0","2","2","0","6"
"53901","0","0","0","11011","0","101","0","539","536","0","0","2","5","0","6"
"54001","0","0","0","11002","0","100","0","540","537","0","0","2","8","0","6"
"54101","0","54105","54102","10041","0","4","54104","541","538","0","0","3","2","54103","6"
"54201","0","54205","54202","10063","0","6","54204","542","539","0","0","3","5","54203","6"
"54301","0","54305","54302","10072","0","7","54304","543","540","0","0","3","8","54303","6"
"54401","0","54405","54402","10065","0","6","54404","544","541","0","0","4","2","54403","6"
"54501","0","0","0","11001","0","100","0","545","542","0","0","4","5","0","6"
"54601","0","0","0","11012","0","101","0","546","543","0","0","4","8","0","6"
"54701","0","54705","54702","10016","0","1","54704","547","544","545","546","5","5","54703","6"
"54801","0","0","0","11005","0","100","0","548","547","0","0","6","2","0","6"
"54901","0","54905","54902","10071","0","7","54904","549","547","0","0","6","5","54903","6"
"55001","0","55005","55002","10073","0","7","55004","550","547","0","0","6","8","55003","6"
"55101","0","55105","55102","10064","0","6","55104","551","548","0","0","7","2","55103","6"
"55201","0","55205","55202","10044","0","4","55204","552","549","0","0","7","5","55203","6"
"55301","0","55305","55302","10021","0","2","55304","553","550","0","0","7","8","55303","6"
"55401","0","55405","55402","10075","0","7","55404","554","551","0","0","8","2","55403","6"
"55501","0","55505","55502","10042","0","4","55504","555","552","0","0","8","5","55503","6"
"55601","0","55605","55602","10043","0","4","55604","556","553","0","0","8","8","55603","6"
"55701","0","55705","55702","10025","0","2","55704","557","554","0","0","9","2","55703","6"
"55801","0","0","0","11004","0","100","0","558","555","0","0","9","5","0","6"
"55901","0","0","0","11012","0","101","0","559","556","0","0","9","8","0","6"
"56001","0","56005","56002","10036","0","3","56004","560","557","558","559","10","5","56003","6"
"56101","0","0","0","11011","0","101","0","561","560","0","0","11","2","0","6"
"56201","0","0","0","11003","0","100","0","562","560","0","0","11","5","0","6"
"56301","0","56305","56302","10072","0","7","56304","563","560","0","0","11","8","56303","6"
"56401","0","56405","56402","10045","0","4","56404","564","561","0","0","12","2","56403","6"
"56501","0","56505","56502","10022","0","2","56504","565","562","0","0","12","5","56503","6"
"56601","0","56605","56602","10044","0","4","56604","566","563","0","0","12","8","56603","6"
"56701","0","56705","56702","10061","0","6","56704","567","564","0","0","13","2","56703","6"
"56801","0","0","0","11002","0","100","0","568","565","0","0","13","5","0","6"
"56901","0","56905","56902","10023","0","2","56904","569","566","0","0","13","8","56903","6"
"57001","0","57005","57002","10065","0","6","57004","570","567","0","0","14","2","57003","6"
"57101","0","57105","57102","10041","0","4","57104","571","568","0","0","14","5","57103","6"
"57201","0","57205","57202","10074","0","7","57204","572","569","0","0","14","8","57203","6"
"57301","0","57305","57302","10016","0","1","57304","573","570","571","572","15","5","57303","6"
"57401","0","0","0","11005","0","100","0","574","573","0","0","16","2","0","6"
"57501","0","57505","57502","10042","0","4","57504","575","573","0","0","16","5","57503","6"
"57601","0","0","0","11001","0","100","0","576","573","0","0","16","8","0","6"
"57701","0","57705","57702","10061","0","6","57704","577","574","0","0","17","2","57703","6"
"57801","0","57805","57802","10024","0","2","57804","578","575","0","0","17","5","57803","6"
"57901","0","57905","57902","10025","0","2","57904","579","576","0","0","17","8","57903","6"
"58001","0","0","0","11013","0","101","0","580","577","0","0","18","2","0","6"
"58101","0","0","0","11014","0","101","0","581","578","0","0","18","5","0","6"
"58201","0","0","0","11012","0","101","0","582","579","0","0","18","8","0","6"
"58301","0","0","0","11015","0","101","0","583","580","0","0","19","2","0","6"
"58401","0","58405","58402","10063","0","6","58404","584","581","0","0","19","5","58403","6"
"58501","0","0","0","11011","0","101","0","585","582","0","0","19","8","0","6"
"58601","0","58605","58602","10036","0","3","58604","586","583","584","585","20","5","58603","6"
"58701","0","0","0","11012","0","101","0","587","586","0","0","21","2","0","6"
"58801","0","58805","58802","10071","0","7","58804","588","586","0","0","21","5","58803","6"
"58901","0","58905","58902","10075","0","7","58904","589","586","0","0","21","8","58903","6"
"59001","0","59005","59002","10044","0","4","59004","590","587","0","0","22","2","59003","6"
"59101","0","59105","59102","10022","0","2","59104","591","588","0","0","22","5","59103","6"
"59201","0","59205","59202","10045","0","4","59204","592","589","0","0","22","8","59203","6"
"59301","0","0","0","11003","0","100","0","593","590","0","0","23","2","0","6"
"59401","0","59405","59402","10021","0","2","59404","594","591","0","0","23","5","59403","6"
"59501","0","59505","59502","10074","0","7","59504","595","592","0","0","23","8","59503","6"
"59601","0","59605","59602","10062","0","6","59604","596","593","0","0","24","2","59603","6"
"59701","0","59705","59702","10073","0","7","59704","597","594","0","0","24","5","59703","6"
"59801","0","59805","59802","10065","0","6","59804","598","595","0","0","24","8","59803","6"
"59901","0","59905","59902","10016","0","1","59904","599","596","597","598","25","5","59903","6"
"60001","0","60005","60002","10041","0","4","60004","600","599","0","0","26","2","60003","6"
"60101","0","60105","60102","10043","0","4","60104","601","599","0","0","26","5","60103","6"
"60201","0","60205","60202","10064","0","6","60204","602","599","0","0","26","8","60203","6"
"60301","0","60305","60302","10023","0","2","60304","603","600","0","0","27","2","60303","6"
"60401","0","60405","60402","10021","0","2","60404","604","601","0","0","27","5","60403","6"
"60501","0","0","0","11015","0","101","0","605","602","0","0","27","8","0","6"
"60601","0","0","0","11002","0","100","0","606","603","0","0","28","2","0","6"
"60701","0","0","0","11004","0","100","0","607","604","0","0","28","5","0","6"
"60801","0","60805","60802","10071","0","7","60804","608","605","0","0","28","8","60803","6"
"60901","0","60905","60902","10073","0","7","60904","609","606","0","0","29","2","60903","6"
"61001","0","61005","61002","10042","0","4","61004","610","607","0","0","29","5","61003","6"
"61101","0","61105","61102","10045","0","4","61104","611","608","0","0","29","8","61103","6"
"61201","0","61205","61202","10056","0","5","61204","612","609","610","611","30","5","61203","6"
"61301","0","61305","61302","10024","0","2","61304","613","612","0","0","31","2","61303","6"
"61401","0","61405","61402","10062","0","6","61404","614","612","0","0","31","5","61403","6"
"61501","0","61505","61502","10025","0","2","61504","615","612","0","0","31","8","61503","6"
"61601","0","61605","61602","10043","0","4","61604","616","613","0","0","32","2","61603","6"
"61701","0","61705","61702","10064","0","6","61704","617","614","0","0","32","5","61703","6"
"61801","0","61805","61802","10022","0","2","61804","618","615","0","0","32","8","61803","6"
"61901","0","0","0","11001","0","100","0","619","616","0","0","33","2","0","6"
"62001","0","62005","62002","10075","0","7","62004","620","617","0","0","33","5","62003","6"
"62101","0","0","0","11003","0","100","0","621","618","0","0","33","8","0","6"
"62201","0","62205","62202","10074","0","7","62204","622","619","0","0","34","2","62203","6"
"62301","0","62305","62302","10023","0","2","62304","623","620","0","0","34","5","62303","6"
"62401","0","62405","62402","10061","0","6","62404","624","621","0","0","34","8","62403","6"
"62501","0","62505","62502","10036","0","3","62504","625","622","623","624","35","5","62503","6"
"62601","0","62605","62602","10044","0","4","62604","626","625","0","0","36","2","62603","6"
"62701","0","62705","62702","10071","0","7","62704","627","625","0","0","36","5","62703","6"
"62801","0","0","0","11002","0","100","0","628","625","0","0","36","8","0","6"
"62901","0","0","0","11005","0","100","0","629","626","0","0","37","2","0","6"
"63001","0","63005","63002","10042","0","4","63004","630","627","0","0","37","5","63003","6"
"63101","0","0","0","11014","0","101","0","631","628","0","0","37","8","0","6"
"63201","0","63205","63202","10021","0","2","63204","632","629","0","0","38","2","63203","6"
"63301","0","63305","63302","10073","0","7","63304","633","630","0","0","38","5","63303","6"
"63401","0","63405","63402","10045","0","4","63404","634","631","0","0","38","8","63403","6"
"63501","0","63505","63502","10024","0","2","63504","635","632","0","0","39","2","63503","6"
"63601","0","63605","63602","10062","0","6","63604","636","633","0","0","39","5","63603","6"
"63701","0","63705","63702","10043","0","4","63704","637","634","0","0","39","8","63703","6"
"63801","0","63805","63802","10056","0","5","63804","638","635","636","637","40","5","63803","6"
"63901","0","63905","63902","10023","0","2","63904","639","0","0","0","1","2","63903","7"
"64001","0","64005","64002","10021","0","2","64004","640","0","0","0","1","5","64003","7"
"64101","0","64105","64102","10063","0","6","64104","641","0","0","0","1","8","64103","7"
"64201","0","64205","64202","10074","0","7","64204","642","639","0","0","2","2","64203","7"
"64301","0","64305","64302","10022","0","2","64304","643","640","0","0","2","5","64303","7"
"64401","0","64405","64402","10065","0","6","64404","644","641","0","0","2","8","64403","7"
"64501","0","0","0","11005","0","100","0","645","642","0","0","3","2","0","7"
"64601","0","64605","64602","10063","0","6","64604","646","643","0","0","3","5","64603","7"
"64701","0","64705","64702","10041","0","4","64704","647","644","0","0","3","8","64703","7"
"64801","0","0","0","11004","0","100","0","648","645","0","0","4","2","0","7"
"64901","0","64905","64902","10062","0","6","64904","649","646","0","0","4","5","64903","7"
"65001","0","65005","65002","10044","0","4","65004","650","647","0","0","4","8","65003","7"
"65101","0","65105","65102","10036","0","3","65104","651","648","649","650","5","5","65103","7"
"65201","0","65205","65202","10025","0","2","65204","652","651","0","0","6","2","65203","7"
"65301","0","65305","65302","10062","0","6","65304","653","651","0","0","6","5","65303","7"
"65401","0","65405","65402","10024","0","2","65404","654","651","0","0","6","8","65403","7"
"65501","0","0","0","11003","0","100","0","655","652","0","0","7","2","0","7"
"65601","0","65605","65602","10061","0","6","65604","656","653","0","0","7","5","65603","7"
"65701","0","65705","65702","10044","0","4","65704","657","654","0","0","7","8","65703","7"
"65801","0","65805","65802","10041","0","4","65804","658","655","0","0","8","2","65803","7"
"65901","0","65905","65902","10073","0","7","65904","659","656","0","0","8","5","65903","7"
"66001","0","66005","66002","10063","0","6","66004","660","657","0","0","8","8","66003","7"
"66101","0","66105","66102","10072","0","7","66104","661","658","0","0","9","2","66103","7"
"66201","0","66205","66202","10065","0","6","66204","662","659","0","0","9","5","66203","7"
"66301","0","66305","66302","10042","0","4","66304","663","660","0","0","9","8","66303","7"
