ee23bac5e06770a8507242329e9750cd7236504a2da8f32171a0b51ae95bcd56,79d4f04f3dafc5bf59b9a48aea6e55681e75ac170ef912855b95464aea1f883d,37c5ab60c8da8e7d7b3ab1c4b6b901342c193b89b5e1503519dccd5125d7e0d6,c8dd35f9639f1d498a1b7b6ee0500757b3d7fa3fc8469ab99dfc4f55afdb9d07,1c08794c386e887b1784b323f9c1886363f11a938aad7b5cd99b94a03a9da1cb,b091d2efb05407fcccf2575e27321b33ee9373116a48d2531070ce351fca7958,0372c42f3527c53bc2e57695225d38e39a009463f6c65b2573d139c131f64cac,491a6465637771ab82c3801020a69e6b7d293ea4d448dd3a7429ec8c57f4e393,679cf81ad567f86e9bbef5ed0b9840286bdd24d9884dc86ca417685352a1fe2f,07bc9d4c19e39be8df4c9f30fbe67e0903f906e495655091806d2498da39f56f,74da89f737e1b779fc43318da788e053da6975ea542336520732b8418ebc022d
"","1","","1","0.2","","7","3","7009","psy_fairy_idle",""
"","1","","119931","0.2","","7","3","7010","psy_miyako_talk3",""
"","0","0","vo_minigame_1008","","","7","21","7011","vo_minigame_1008_drama_0702",""
"1","5","1","119931","0","0","7","11","7012","吵死了！別來妨礙人家！\n宮子正在思考究極的布丁，\n很忙的喲！","0"
"","","","3","","","7","93","7013","1",""
"","0","psy_miyako_arm_crossed_loop","119931","0.2","0","7","3","7014","psy_miyako_arm_crossed_in","1"
"","","","7012","","","7","91","7015","",""
"","","","0","","","7","22","7016","0",""
"","1","","1","0.2","","7","3","7017","psy_fairy_talk",""
"","0","0","vo_minigame_1008","","","7","21","7018","vo_minigame_1008_drama_9903",""
"0.5","4","1","1","0","0","7","11","7019","啾～啾～！","0"
"","","","0","","","7","91","7020","",""
"","1","","1","0.2","","7","3","7021","psy_fairy_idle",""
"","1","","119931","0.2","","7","3","7022","psy_miyako_anger2",""
"","0","0","vo_minigame_1008","","","7","21","7023","vo_minigame_1008_drama_0704",""
"0.5","5","1","119931","0","0","7","11","7024","就算你這麼說，人家也不管喲！","0"
"","","","0","","","7","91","7025","",""
"","","","0","","","7","22","7026","0",""
"","1","","119931","0.2","","7","3","7027","psy_miyako_thinking3",""
"","0","0","vo_minigame_1008","","","7","21","7028","vo_minigame_1008_drama_0705",""
"0.5","3","1","119931","0","0","7","11","7029","嗯～～\n不過，好像可以嘗試看看。\n因為宮子很溫柔\n才聽你的意見的喲！","0"
"","","","5","","","7","93","7030","1",""
"","0","psy_miyako_doya_loop","119931","0.2","0","7","3","7031","psy_miyako_doya_in","1"
"","","","7029","","","7","91","7032","",""
"","","","0","","","7","22","7033","0",""
"","","","1","","","7","93","7034","",""
"","","","0","","","7","91","7035","",""
"psy_miyako_start","100","-300","1","1.7","0","8","1","8001","119931","-200"
"psy_walk2","100","225","1","1.7","1","8","1","8002","100411","-210"
"psy_walk3","105","480","1","1.7","1","8","1","8003","103631","-220"
"psy_walk_glad","110","340","1","1.7","1","8","1","8004","102011","-235"
"","0","0","1","1","","8","31","8005","11","1"
"psy_smoke_start","101","-300","1","1.7","0","8","5","8006","1","-200"
"","-210","2","100411","","","8","2","8007","110","0"
"","-220","2.2","103631","","","8","2","8008","365","0"
"","-235","2.3","102011","","","8","2","8009","225","0"
"","","","2","","","8","93","8010","",""
"","1","","100411","0.2","","8","3","8011","psy_idle_normal",""
"","","","0.2","","","8","93","8012","",""
"","1","","103631","0.2","","8","3","8013","psy_idle_normal",""
"","","","0.1","","","8","93","8014","",""
"","1","","102011","0.2","","8","3","8015","psy_talk_joy1",""
"","0","0","vo_minigame_1008","","","8","21","8016","vo_minigame_1008_drama_0806",""
"0.5","5","1","102011","0","0","8","11","8017","哥哥，我們來玩了～\n咦～？沒人在嗎？","0"
"","","","0","","","8","91","8018","",""
"","1","","102011","0.2","","8","3","8019","psy_idle_joy1",""
"","0","psy_miyako_talk1","119931","0","0.2","8","3","8020","psy_miyako_appear","1"
"","0","psy_smoke_start","1","0","0","8","3","8021","psy_smoke_appear","0"
"","0","0","vo_minigame_1008","","","8","21","8022","vo_minigame_1008_drama_0801",""
"0.5","4","1","119931","0","0","8","11","8023","嗯？妳們找他幹嘛？","0"
"","","","0","","","8","91","8024","",""
"","","","0","","","8","22","8025","0",""
"","1","","119931","0.2","","8","3","8026","psy_miyako_idle",""
"","1","","103631","0.2","","8","3","8027","psy_talk_surprise2",""
"","0","0","vo_minigame_1008","","","8","21","8028","vo_minigame_1008_drama_0807",""
"0.5","6","1","103631","0","0","8","11","8029","呀～！？幽靈！！","0"
"","","","0","","","8","91","8030","",""
"","1","","103631","0.2","","8","3","8031","psy_idle_surprise2",""
"","1","","100411","0.2","","8","3","8032","psy_talk_joy2",""
"","0","0","vo_minigame_1008","","","8","21","8033","vo_minigame_1008_drama_0808",""
"0.5","6","1","100411","0","0","8","11","8034","好厲害～！\n是哥哥設下的惡作劇嗎？\n哥哥，不要躲了，趕快出來～","0"
"","","","0","","","8","91","8035","",""
"","1","","100411","0.2","","8","3","8036","psy_idle_joy2",""
"","1","","119931","0.2","","8","3","8037","psy_miyako_panic2",""
"","0","0","vo_minigame_1008","","","8","21","8038","vo_minigame_1008_drama_0802",""
"1","5","1","119931","0","0","8","11","8039","宮子才不惡作劇喲，\n是幽靈喲。\n然後那傢伙現在不在喲。","0"
"","","","3","","","8","93","8040","1",""
"","1","","119931","0.2","","8","3","8041","psy_miyako_talk2",""
"","","","8039","","","8","91","8042","",""
"","","","0","","","8","22","8043","0",""
"","1","","119931","0.2","","8","3","8044","psy_miyako_idle",""
"","1","","100411","0.2","","8","3","8045","psy_talk_wish",""
"","0","0","vo_minigame_1008","","","8","21","8046","vo_minigame_1008_drama_0809",""
"0.5","6","1","100411","0","0","8","11","8047","不在嗎？\n那就趁現在來惡作劇……","0"
"","","","0","","","8","91","8048","",""
"","1","","100411","0.2","","8","3","8049","psy_idle_wish",""
"","1","","103631","0.2","","8","3","8050","psy_talk_anger",""
"","0","0","vo_minigame_1008","","","8","21","8051","vo_minigame_1008_drama_0810",""
"0.5","6","1","103631","0","0","8","11","8052","不能在店裡惡作劇吧！\n話說為什麼禊一點都不害怕？\n幽靈出現了唷？","0"
"","","","0","","","8","91","8053","",""
"","1","","103631","0.2","","8","3","8054","psy_idle_anger",""
"","1","","100411","0.2","","8","3","8055","psy_talk_normal",""
"","","","100411","","","8","4","8056","0",""
"","0","0","vo_minigame_1008","","","8","21","8057","vo_minigame_1008_drama_0811",""
"0.5","6","1","100411","0","0","8","11","8058","因為她就像哥哥的朋友嘛，\n而且一點都不可怕。","0"
"","","","0","","","8","91","8059","",""
"","","","100411","","","8","4","8060","1",""
"","1","","100411","0.2","","8","3","8061","psy_idle_normal",""
"","1","","102011","0.2","","8","3","8062","psy_talk_joy1",""
"","0","0","vo_minigame_1008","","","8","21","8063","vo_minigame_1008_drama_0812",""
"0.5","5","1","102011","0","0","8","11","8064","到哥哥回來之前\n一起玩吧～","0"
"","","","0","","","8","91","8065","",""
"","1","","102011","0.2","","8","3","8066","psy_idle_joy1",""
"","1","","119931","0.2","","8","3","8067","psy_miyako_anger3",""
"","0","0","vo_minigame_1008","","","8","21","8068","vo_minigame_1008_drama_0803",""
"0.5","4","1","119931","0","0","8","11","8069","不玩。\n宮子要做布丁，很忙的！","0"
"","","","0","","","8","91","8070","",""
"","","","0","","","8","22","8071","0",""
"","1","","119931","0.2","","8","3","8072","psy_miyako_idle_anger",""
"","1","","102011","0.2","","8","3","8073","psy_talk_joy2",""
"","0","0","vo_minigame_1008","","","8","21","8074","vo_minigame_1008_drama_0813",""
"0.5","7","1","102011","0","0","8","11","8075","做布丁？哇，感覺很好玩～\n美美也可以一起做嗎？","0"
"","","","0","","","8","91","8076","",""
"","1","","102011","0.2","","8","3","8077","psy_idle_joy2",""
"","0","psy_miyako_doya_loop","119931","0.2","0","8","3","8078","psy_miyako_doya_in","1"
"","0","0","vo_minigame_1008","","","8","21","8079","vo_minigame_1008_drama_0804",""
"0.5","5","1","119931","0","0","8","11","8080","如果會聽宮子的話，\n讓妳們幫忙也可以喲。","0"
"","","","0","","","8","91","8081","",""
"","","","0","","","8","22","8082","0",""
"","1","","119931","0.2","","8","3","8083","psy_miyako_doya_idle",""
"","0","psy_idle_joy1","102011","0.2","0.4","8","3","8084","psy_jump","1"
"","0","0","vo_minigame_1008","","","8","21","8085","vo_minigame_1008_drama_0814",""
"0.5","6","1","102011","0","0","8","11","8086","哇～！太好了～！","0"
"","","","0","","","8","91","8087","",""
"","1","","100411","0.2","","8","3","8088","psy_talk_joy2",""
"","0","0","vo_minigame_1008","","","8","21","8089","vo_minigame_1008_drama_0815",""
"0.5","5","1","100411","0","0","8","11","8090","來做對哥哥惡作劇用的\n布丁吧～！","0"
"","","","0","","","8","91","8091","",""
"","1","","100411","0.2","","8","3","8092","psy_idle_joy2",""
"","1","","103631","0.2","","8","3","8093","psy_talk_sad",""
"","0","0","vo_minigame_1008","","","8","21","8094","vo_minigame_1008_drama_0816",""
"0.5","8","1","103631","0","0","8","11","8095","怎、怎麼這樣……\n竟然要與幽靈一起做布丁……","0"
"","","","0","","","8","91","8096","",""
"","1","","103631","0.2","","8","3","8097","psy_idle_sad",""
"","1","","100411","0.2","","8","3","8098","psy_talk_normal",""
"","","","100411","","","8","4","8099","0",""
"","","","102011","","","8","4","8100","0",""
"","0","0","vo_minigame_1008","","","8","21","8101","vo_minigame_1008_drama_0817",""
"0.5","4","1","100411","0","0","8","11","8102","鏡華不做嗎？","0"
"","","","0","","","8","91","8103","",""
"","1","","100411","0.2","","8","3","8104","psy_idle_normal",""
"","1","","102011","0.2","","8","3","8105","psy_talk_joy2",""
"","0","0","vo_minigame_1008","","","8","21","8106","vo_minigame_1008_drama_0818",""
"0.5","5","1","102011","0","0","8","11","8107","美美想跟鏡華\n一起做布丁呢～","0"
"","","","0","","","8","91","8108","",""
"","1","","102011","0.2","","8","3","8109","psy_idle_joy2",""
"","1","","103631","0.2","","8","3","8110","psy_talk_sad",""
"","0","0","vo_minigame_1008","","","8","21","8111","vo_minigame_1008_drama_0819",""
"0.5","6","1","103631","0","0","8","11","8112","嗚嗚……知道了啦，\n我也一起做。","0"
"","","","0","","","8","91","8113","",""
"","1","","103631","0.2","","8","3","8114","psy_idle_sad",""
"","1","","119931","0.2","","8","3","8115","psy_miyako_joy1",""
"","0","0","vo_minigame_1008","","","8","21","8116","vo_minigame_1008_drama_0805",""
"0.5","5","1","119931","0","0","8","11","8117","太好了！\n一口氣增加了三個手下喲！","0"
"","","","0","","","8","91","8118","",""
"","","","0","","","8","22","8119","0",""
"","","","1","","","8","93","8120","",""
"","","","0","","","8","91","8121","",""
"psy_miyako_idle","100","-300","1","1.7","0","9","1","9001","119931","-200"
"psy_idle_normal","100","185","1","1.7","1","9","5","9002","1","-220"
"","0","0","1","1","","9","31","9003","11","1"
"","","","1","","","9","93","9004","",""
"","1","","119931","0.2","","9","3","9005","psy_miyako_thinking4",""
"","0","0","vo_minigame_1008","","","9","21","9006","vo_minigame_1008_drama_0901",""
"1","3","1","119931","0","0","9","11","9007","嗯……要做出美味的布丁\n還真是難呢。\n宮子的靈感快用完了喲！","0"
"","","","6","","","9","93","9008","1",""
"","1","","119931","0.2","","9","3","9009","psy_miyako_sad2",""
"","","","9007","","","9","91","9010","",""
"","","","0","","","9","22","9011","0",""
"","1","","119931","0.2","","9","3","9012","psy_miyako_talk_joy1",""
"","0","0","vo_minigame_1008","","","9","21","9013","vo_minigame_1008_drama_0902",""
"0.5","4","1","119931","0","0","9","11","9014","你有很多認識的人，\n拿些也許可以成為布丁靈感的\n東西過來吧！","0"
"","","","6","","","9","93","9015","1",""
"","0","psy_miyako_guts2_loop","119931","0.2","0","9","3","9016","psy_miyako_guts2_in","1"
"","","","9014","","","9","91","9017","",""
"","","","0","","","9","22","9018","0",""
"0","1","0","1","0","0","9","12","9019","11","0"
"","0","psy_idle_guts2","1","0.2","0","9","3","9020","psy_talk_guts2","1"
"","","","2","","","9","93","9021","",""
"","","","1","","","9","4","9022","0",""
"","1","","1","0.2","","9","3","9023","psy_run",""
"","-220","3","1","","","9","2","9024","1000","0"
"","","","4","","","9","93","9025","",""
"","","","1","","","9","4","9026","1",""
"","1","","1","0.2","","9","3","9027","psy_item01_run",""
"","-220","3","1","","","9","2","9028","185","0"
"","","","3","","","9","93","9029","",""
"","0","psy_item01_up_loop","1","0.2","0","9","3","9030","psy_item01_up","1"
"","","","0.5","","","9","93","9031","",""
"","0","","我拿手銬和鞭子來了。","","","9","103","9032","9033",""
"","1","","119931","0.2","","9","3","9033","psy_miyako_anger2",""
"","0","0","vo_minigame_1008","","","9","21","9034","vo_minigame_1008_drama_0903",""
"0.5","5","1","119931","0","0","9","11","9035","你、你突然拿什麼東西過來呀！\n你是變態嗎！？\n宮子看錯你了喲！","0"
"","","","0","","","9","91","9036","",""
"","","","0","","","9","22","9037","0",""
"0","2","0","1","0","0","9","12","9038","10","0"
"","1","","1","0.2","","9","3","9039","psy_item01_up_loop_talk",""
"","","","3","","","9","93","9040","",""
"","1","","1","0.2","","9","3","9041","psy_item01_up_loop",""
"","1","","119931","0.2","","9","3","9042","psy_miyako_thinking4",""
"","0","0","vo_minigame_1008","","","9","21","9043","vo_minigame_1008_drama_0904",""
"0.5","4","1","119931","0","0","9","11","9044","…………咦？\n你有認識帶著手銬\n和鞭子的人？\n你真的沒問題嗎？","0"
"","","","6","","","9","93","9045","1",""
"","1","","119931","0.2","","9","3","9046","psy_miyako_talk4",""
"","","","9044","","","9","91","9047","",""
"","","","0","","","9","22","9048","0",""
"","","","1","","","9","93","9049","",""
"","","","0","","","9","91","9050","",""
"psy_miyako_idle","100","-300","1","1.7","0","10","1","10001","119931","-200"
"psy_idle_normal","100","1000","1","1.7","1","10","5","10002","1","-220"
"","0","0","1","1","","10","31","10003","11","1"
"","","","2","","","10","93","10004","",""
"","1","","1","0.2","","10","3","10005","psy_item02_run",""
"","-220","3","1","","","10","2","10006","185","0"
"","","","3","","","10","93","10007","",""
"","0","psy_item02_up_loop","1","0.2","0","10","3","10008","psy_item02_up","1"
"","","","0.5","","","10","93","10009","",""
"","0","","感覺這個可以給妳靈感唷。","","","10","103","10010","10011",""
"","1","","119931","0.2","","10","3","10011","psy_miyako_anger3",""
"","0","0","vo_minigame_1008","","","10","21","10012","vo_minigame_1008_drama_1001",""
"0.5","4","1","119931","0","0","10","11","10013","不准再拿怪東西過來！\n……嗯？樹果？\n你拿了正常的東西過來呢！\n宮子要誇獎你喲！","0"
"","","","4","","","10","93","10014","1",""
"","1","","119931","0.2","","10","3","10015","psy_miyako_talk2",""
"","","","2.5","","","10","93","10016","1",""
"","1","","119931","0.2","","10","3","10017","psy_miyako_talk_joy1",""
"","","","10013","","","10","91","10018","",""
"","","","0","","","10","22","10019","0",""
"","1","","119931","0.2","","10","3","10020","psy_miyako_thinking1",""
"","0","0","vo_minigame_1008","","","10","21","10021","vo_minigame_1008_drama_1002",""
"0.5","5","1","119931","0","0","10","11","10022","不過這是什麼果實來的？\n橡子還認得出來，\n但這個紅色的果實就不認得了。","0"
"","","","0","","","10","91","10023","",""
"","","","0","","","10","22","10024","0",""
"0","3","0","1","0","0","10","12","10025","6","0"
"","1","","1","0.2","","10","3","10026","psy_item02_up_loop_talk",""
"","","","3","","","10","93","10027","",""
"","1","","1","0.2","","10","3","10028","psy_item02_up_loop",""
"","1","","119931","0.2","","10","3","10029","psy_miyako_sad1",""
"","0","0","vo_minigame_1008","","","10","21","10030","vo_minigame_1008_drama_1003",""
"0.5","6","1","119931","0","0","10","11","10031","一吃下去就會噴火的果實？\n為什麼要帶這麼危險的東西過來！\n果然你還是派不上用場～！","0"
"","","","3","","","10","93","10032","1",""
"","1","","119931","0.2","","10","3","10033","psy_miyako_anger2",""
"","","","10031","","","10","91","10034","",""
"","","","0","","","10","22","10035","0",""
"","","","1","","","10","93","10036","",""
"","","","0","","","10","91","10037","",""
"psy_miyako_idle","100","-300","1","1.7","0","11","1","11001","119931","-200"
"psy_idle_normal","100","1000","1","1.7","1","11","5","11002","1","-220"
"","0","0","1","1","","11","31","11003","11","1"
"","","","2","","","11","93","11004","",""
"","1","","1","0.2","","11","3","11005","psy_item03_run",""
"","-220","3","1","","","11","2","11006","185","0"
"","","","3","","","11","93","11007","",""
"","0","psy_item03_up_loop","1","0.2","0","11","3","11008","psy_item03_up","1"
"","","","0.5","","","11","93","11009","",""
"","0","","感覺這個可以給妳靈感唷。","","","11","103","11010","11011",""
"","1","","119931","0.2","","11","3","11011","psy_miyako_talk3",""
"","0","0","vo_minigame_1008","","","11","21","11012","vo_minigame_1008_drama_1101",""
"1","5","1","119931","0","0","11","11","11013","三局定勝負的意思嗎？\n如果這次再不帶正常的東西過來，\n人家就把你變成布丁喲。","0"
"","","","4","","","11","93","11014","1",""
"","1","","119931","0.2","","11","3","11015","psy_miyako_panic3",""
"","","","11013","","","11","91","11016","",""
"","","","0","","","11","22","11017","0",""
"","1","","119931","0.2","","11","3","11018","psy_miyako_thinking1",""
"","0","0","vo_minigame_1008","","","11","21","11019","vo_minigame_1008_drama_1102",""
"0.5","4","1","119931","0","0","11","11","11020","然後呢，你手上拿的紙\n是什麼？\n是美味布丁的食譜嗎？","0"
"","","","0","","","11","91","11021","",""
"","","","0","","","11","22","11022","0",""
"","0","","劇本和班表","","","11","103","11023","11024",""
"","1","","119931","0.2","","11","3","11024","psy_miyako_talk4",""
"","0","0","vo_minigame_1008","","","11","21","11025","vo_minigame_1008_drama_1103",""
"0.5","4","1","119931","0","0","11","11","11026","……在製作布丁上\n完全派不上用場喲。\n宮子不該拜託你的。","0"
"","","","0","","","11","91","11027","",""
"","","","0","","","11","22","11028","0",""
"","1","","119931","0.2","","11","3","11029","psy_miyako_sad1",""
"","0","0","vo_minigame_1008","","","11","21","11030","vo_minigame_1008_drama_1104",""
"0.5","4","1","119931","0","0","11","11","11031","這也跟你認識的人有關係嗎？\n你認識的人\n都是一群怪咖來的！","0"
"","","","0","","","11","91","11032","",""
"","","","0","","","11","22","11033","0",""
"","1","","119931","0.2","","11","3","11034","psy_miyako_talk_joy1",""
"","0","0","vo_minigame_1008","","","11","21","11035","vo_minigame_1008_drama_1105",""
"0.5","5","1","119931","0","0","11","11","11036","不過因為宮子很溫柔，\n就算是你那派不上用場的線索，\n人家也可以做出好吃的布丁喲！\n感恩戴德吧！","0"
"","","","5","","","11","93","11037","1",""
"","0","psy_miyako_doya_loop","119931","0.2","0","11","3","11038","psy_miyako_doya_in","1"
"","","","11036","","","11","91","11039","",""
"","","","0","","","11","22","11040","0",""
"","","","1.5","","","11","93","11041","",""
"","","","0","","","11","91","11042","",""
