69b766ec2a9ef09226725314ddbb5af6d518d736d087b6c35aa4bd99a8e898b5,cdc9446587f70065ee05c6c5edbb8bb4a6ef14cf8c233e80bd2e796d100a4bb9,61663f3a1bdc52ffcdfdf9cff1ace2ee6ed3d08a7ce212848ef65cef6e305a8e,98db879795f82b9a010455c37c07d1f344b3c34f806d6c9e084bd6065a9875e2,af9030988d52cbec4f96552755558fa09f16c7609218e2ec3b95357e25b676bc,6ee05798400f63f56af54143f95d9adb4011c13fc597a9c336baec707901ac92,bec1ec6fe763a42ba9401399baa7b2ab807f0d1fedab0adb269c50437102bd82,bd85e5d3c15db16e4ba8b9ff99a8a917f67be5e6e99872a07a9c2ff671778134,1b924a285cc32f630b2389c63623f0d7fd2467b3ed18f1788e98ffac38852689,1c5206577c6056412d86482b14177016950dd4963325b33b7084e7864db0abb2,be60ed278755951f0cfdbc6e85fdc97d3cf16422c8c8bc1035e9f97801091aa7
"","0.6","93","","0","131120044","","","","3112",""
"","3","3","","round_monster_idle","131120045","","0.2","","3112","1"
"","0.4","93","","0","131120046","","","","3112",""
"0","1000001","2","","0","131120047","0","","","3112","-250"
"","1000001","3","","escape","131120048","","","","3112","1"
"1","1000001","2","","-600","131120049","0","","","3112","-250"
"","1","93","","0","131120050","","","","3112",""
"1","1000001","6","","1","131120051","0","0.2","","3112","1"
"","0.4","93","","0","131120052","","","","3112",""
"","2","113","","0","131120053","","","","3112",""
"0","311300","31","","311300","131130001","1","0","","3113","345.4"
"","0","91","","","131130002","","","","3113",""
"","1000001","3","","wait_gradeUp","131130003","","0.2","","3113","0"
"","311300","32","","1","131130004","","","","3113",""
"","0.1","93","","0","131130005","","","","3113",""
"","3","32","","0","131130006","","","","3113",""
"","0.8","93","","0","131130007","","","","3113",""
"1.05","1.05","123","","1.05","131130008","0","0","","3113","1.05"
"","5","122","","5","131130009","","","","3113","0.5"
"","1.1","93","","0","131130010","","","","3113",""
"1.05","1.05","123","","1.05","131130011","0","0","","3113","1.05"
"","10","122","","10","131130012","","","","3113","0.5"
"","0.8","93","","0","131130013","","","","3113",""
"","1000001","3","","glad_dot_light","131130014","","0.2","","3113","0"
"","0.1","93","","0","131130015","","","","3113",""
"0.907","0.907","123","","0.907","131130016","0.4","5","","3113","0.907"
"","1","93","","0","131130017","","","","3113",""
"","1000001","3","","disappoint","131130018","","0.2","","3113","0"
"","1","93","","0","131130019","","","","3113",""
"","2","113","","","131130020","","","","3113",""
"0","311400","31","","311400","131140001","1","0","","3114","345.4"
"","0","91","","","131140002","","","","3114",""
"1.05","1.05","123","","1.05","131140003","7.4","0","","3114","1.05"
"","1000001","3","","wait","131140004","","0.2","","3114","0"
"","311400","32","","1","131140005","","","","3114",""
"","0.1","93","","0","131140006","","","","3114",""
"","2","32","","0","131140007","","","","3114",""
"","3.4","93","","0","131140008","","","","3114",""
"0.95","0.95","123","","0.95","131140009","3.2","5","","3114","0.95"
"shock_short_loop","1000001","3","","shock_short_in","131140010","1","0.1","0","3114","0"
"","1.4","93","","0","131140011","","","","3114",""
"","1000001","3","","disappoint","131140012","","0.2","","3114","0"
"","0.7","93","","0","131140013","","","","3114",""
"","2","113","","","131140014","","","","3114",""
"0","312100","31","","312100","131210001","1","0","","3121","345.4"
"","0","91","","","131210002","","","","3121",""
"1.05","1.05","123","","1.05","131210003","7.4","0","","3121","1.05"
"","1000001","3","","wait","131210004","","0.2","","3121","0"
"","2","35","","1","131210005","","","","3121",""
"","se_travel","23","","se_travel_treasure_big_rock","131210006","","","","3121","0"
"","3.7","93","","0","131210007","","","","3121",""
"","312100","32","","1","131210008","","","","3121",""
"","15","122","","15","131210009","","","","3121","0.65"
"","0.5","93","","0","131210010","","","","3121",""
"","20","122","","20","131210011","","","","3121","3.2"
"","1000001","3","","shock_jump_short","131210012","","0.2","","3121","0"
"","0","91","","0","131210013","","","","3121",""
"","1000001","3","","escape","131210014","","0","","3121","1"
"2","1000001","2","","-880","131210015","0","","","3121","-240"
"","0.8","93","","0","131210016","","","","3121",""
"","2","113","","","131210017","","","","3121",""
"","1000001","3","","idle","131220001","","0.2","","3122","1"
"-65","312200","31","","11","131220002","1","0","","3122","345"
"-65","312201","31","","12","131220003","1","0","","3122","345"
"","0","91","","","131220004","","","","3122",""
"1.05","1.05","123","","1.05","131220005","6.8","0","0","3122","1.05"
"","1000001","3","","wait","131220006","","0.2","","3122","0"
"","2","35","","1","131220007","","","","3122",""
"","4","93","","0","131220008","","","","3122",""
"0.95","0.95","123","","0.95","131220009","0.4","0","","3122","0.95"
"","11","32","","1","131220010","","","","3122",""
"","12","32","","1","131220011","","","","3122",""
"","1000001","3","","arrow_panic","131220012","","","","3122","0"
"","2.7","93","","0","131220013","","","","3122",""
"","2","113","","0","131220014","","","","3122",""
"0","6","31","","6","131230001","1","0","","3123","345.4"
"0","7","31","","7","131230002","1","0","","3123","345.4"
"0","310000","31","","310000","131230003","1","0","","3123","345.4"
"0","312300","31","","312300","131230004","1","0","","3123","345.4"
"0","990001","31","","990001","131230005","1","1","","3123","345.4"
"345","4","5","reward_loop","14","131230006","-180","1.1","0","3123","14"
"","0","91","","","131230007","","","","3123",""
"1.05","1.05","123","","1.05","131230008","7.4","0","","3123","1.05"
"","1000001","3","","wait","131230009","","0.2","","3123","0"
"","2","35","","1","131230010","","","","3123",""
"","4.9","93","","0","131230011","","","","3123",""
"","30","122","","30","131230012","","","","3123","0.4"
"","312300","32","","1","131230013","","","","3123",""
"","6","32","","1","131230014","","","","3123",""
"","0.1","93","","0","131230015","","","","3123",""
"","2","32","","0","131230016","","","","3123",""
"","3","32","","0","131230017","","","","3123",""
"","1000001","3","","dotEyes_noEmotion","131230018","","","","3123","0"
"0","vo_travel_round_event","21","","vo_travel_round_event_3123","131230019","","","","3123","0"
"","2.5","93","","0","131230020","","","","3123",""
"","7","32","","1","131230021","","","","3123",""
"","0.1","93","","0","131230022","","","","3123",""
"","6","32","","0","131230023","","","","3123",""
"","0.2","93","","0","131230024","","","","3123",""
"0.95","0.95","123","","0.95","131230025","0.3","0","","3123","0.95"
"","310000","32","","1","131230026","","","","3123",""
"","0.2","93","","0","131230027","","","","3123",""
"","50","122","","50","131230028","","","","3123","0.6"
"","1.6","93","","0","131230029","","","","3123",""
"","2","113","","","131230030","","","","3123",""
"0","312400","31","","312400","131240001","1","0","","3124","345.4"
"0","8","31","","8","131240002","1","0","","3124","345.4"
"","8","35","","0","131240003","","","","3124",""
"","8","32","","1","131240004","","","","3124",""
"0","990002","31","","990002","131240005","1","1","","3124","345.4"
"345.4","2","5","empty","3124","131240006","-240","0.5","0","3124","56"
"","0","91","","","131240007","","","","3124",""
"1.05","1.05","123","","1.05","131240008","7.4","0","","3124","1.05"
"","1000001","3","","wait","131240009","","0.2","","3124","0"
"","2","35","","1","131240010","","","","3124",""
"","5.4","93","","0","131240011","","","","3124",""
"","312400","32","","1","131240012","","","","3124",""
"","0.1","93","","0","131240013","","","","3124",""
"","2","32","","0","131240014","","","","3124",""
"0.95","0.95","123","","0.95","131240015","0.4","0","","3124","0.95"
"","1000001","3","","glad","131240016","","0.2","","3124","0"
"","3124","3","","drop","131240017","","0","","3124","0"
"","0.7","93","","0","131240018","","","","3124",""
"","1000001","3","","joy_short","131240019","","0.2","","3124","0"
"","0.7","93","","0","131240020","","","","3124",""
"","3124","3","","shock","131240021","","0","","3124","0"
"","0.8","93","","0","131240022","","","","3124",""
"","1000001","3","","shock_jump_mimic","131240023","0","0.2","","3124","0"
"","2.4","93","","0","131240024","","","","3124",""
"","2","113","","","131240025","","","","3124",""
"0","320000","31","","320000","132000001","1","0","","3200","345.4"
"0","110","31","","110","132000002","1","0","","3200","345.4"
"0","111","31","","111","132000003","1","0","","3200","345.4"
"0","990001","31","","990001","132000004","1","1","","3200","345.4"
"","0","91","","","132000005","","","","3200",""
"1.05","1.05","123","","1.05","132000006","7.4","0","","3200","1.05"
"","1000001","3","","wait","132000007","","0.2","","3200","0"
"","2","35","","1","132000008","","","","3200",""
"","5.4","93","","0","132000009","","","","3200",""
"","1000001","3","","glad","132000010","","0.2","","3200","0"
"","320000","32","","1","132000011","","","","3200",""
"","1","93","","0","132000012","","","","3200",""
"0.95","0.95","123","","0.95","132000013","0.8","5","","3200","0.95"
"","110","32","","1","132000014","","","","3200",""
"","111","32","","1","132000015","","","","3200",""
"","0.1","93","","0","132000016","","","","3200",""
"","2","32","","0","132000017","","","","3200",""
"","3","32","","0","132000018","","","","3200",""
"","1.1","93","","0","132000019","","","","3200",""
"joy_round3_loop","1000001","3","","joy_round3_in","132000020","1","0.2","0","3200","0"
"","0.5","93","","0","132000021","","","","3200",""
"","998","32","","1","132000022","","","","3200",""
"","5.2","93","","0","132000023","","","","3200",""
"","1","113","","","132000024","","","","3200",""
"0","320000","31","","320000","132010001","1","0","","3201","345.4"
"0","110","31","","110","132010002","1","0","","3201","345.4"
"0","111","31","","111","132010003","1","0","","3201","345.4"
"0","990002","31","","990002","132010004","1","1","","3201","345.4"
"","0","91","","","132010005","","","","3201",""
"1.05","1.05","123","","1.05","132010006","7.4","0","","3201","1.05"
"","1000001","3","","wait","132010007","","0.2","","3201","0"
"","2","35","","1","132010008","","","","3201",""
"","5.4","93","","0","132010009","","","","3201",""
"","1000001","3","","glad","132010010","","0.2","","3201","0"
"","320000","32","","1","132010011","","","","3201",""
"","1","93","","0","132010012","","","","3201",""
"0.95","0.95","123","","0.95","132010013","0.8","5","","3201","0.95"
"","110","32","","1","132010014","","","","3201",""
"","111","32","","1","132010015","","","","3201",""
"","0.1","93","","0","132010016","","","","3201",""
"","2","32","","0","132010017","","","","3201",""
"","3","32","","0","132010018","","","","3201",""
"","1.1","93","","0","132010019","","","","3201",""
"joy_round3_loop","1000001","3","","joy_round3_in","132010020","1","0.2","0","3201","0"
"","0.5","93","","0","132010021","","","","3201",""
"","998","32","","1","132010022","","","","3201",""
"","5.2","93","","0","132010023","","","","3201",""
"","1","113","","","132010024","","","","3201",""
"0","320000","31","","320000","132020001","1","0","","3202","345.4"
"0","320001","31","","320001","132020002","1","0","","3202","345.4"
"0","110","31","","110","132020003","1","0","","3202","345.4"
"0","111","31","","111","132020004","1","0","","3202","345.4"
"0","990003","31","","990003","132020005","1","1","","3202","345.4"
"","0","91","","","132020006","","","","3202",""
"1.05","1.05","123","","1.05","132020007","7.4","0","","3202","1.05"
"","1000001","3","","wait","132020008","","0.2","","3202","0"
"","320001","32","","1","132020009","","","","3202",""
"","0.1","93","","0","132020010","","","","3202",""
"","2","32","","0","132020011","","","","3202",""
"","5.3","93","","0","132020012","","","","3202",""
"","1000001","3","","glad","132020013","","0.2","","3202","0"
"","320000","32","","1","132020014","","","","3202",""
"","1","93","","0","132020015","","","","3202",""
"0.95","0.95","123","","0.95","132020016","0.8","5","","3202","0.95"
"","110","32","","1","132020017","","","","3202",""
"","111","32","","1","132020018","","","","3202",""
"","0.1","93","","0","132020019","","","","3202",""
"","320001","32","","0","132020020","","","","3202",""
"","3","32","","0","132020021","","","","3202",""
"","1.1","93","","0","132020022","","","","3202",""
"joy_round3_loop","1000001","3","","joy_round3_in","132020023","1","0.2","0","3202","0"
"","0.5","93","","0","132020024","","","","3202",""
"","998","32","","1","132020025","","","","3202",""
"","5.2","93","","0","132020026","","","","3202",""
"","1","113","","","132020027","","","","3202",""
"0","6","31","","6","132110001","1","0","","3211","345.4"
"0","7","31","","7","132110002","1","0","","3211","345.4"
"0","8","31","","8","132110003","1","0","","3211","345.4"
"0","111","31","","111","132110004","1","0","","3211","345.4"
"0","110","31","","110","132110005","1","0","","3211","345.4"
"0","321100","31","","321100","132110006","1","0","","3211","345.4"
"0","321101","31","","321101","132110007","1","0","","3211","345.4"
"0","321102","31","","321102","132110008","1","0","","3211","345.4"
"8000","3","5","appear","13","132110009","0","1.3","0","3211","55"
"8000","2","1","03_run","100711","132110010","-250","0.89","1","3211","56"
"","0","91","","","132110011","","","","3211",""
"1","13","6","","1","132110012","0","0","0","3211","1"
"0","13","2","","95","132110013","0","","","3211","-250"
"0","100711","2","","1100","132110014","0","","","3211","-250"
"1.05","1.05","123","","1.05","132110015","7.4","0","","3211","1.05"
"","1000001","3","","wait","132110016","","0.2","","3211","0"
"","2","35","","1","132110017","","","","3211",""
"","4.9","93","","0","132110018","","","","3211",""
"0.95","0.95","123","","0.95","132110019","0.3","0","","3211","0.95"
"","se_travel","23","","se_travel_treasure_ghost_special_success","132110020","","","","3211","0"
"","8","32","","1","132110021","","","","3211",""
"","8","35","","0","132110022","","","","3211",""
"","6","32","","1","132110023","","","","3211",""
"","0.1","93","","0","132110024","","","","3211",""
"","2","32","","0","132110025","","","","3211",""
"","3","32","","0","132110026","","","","3211",""
"","1000001","3","","dotEyes","132110027","","0.2","","3211","0"
"","0.3","93","","0","132110028","","","","3211",""
"","13","3","","appear","132110029","","","","3211","0"
"1","13","6","","1","132110030","1","0","0","3211","1"
"","0.67","93","","0","132110031","","","","3211",""
"","1000001","3","","shock_jump","132110032","","","","3211","0"
"1","1000001","2","","70","132110033","0","","","3211","-250"
"","1.1","93","","0","132110034","","","","3211",""
"","1000001","3","","escape","132110035","","","","3211","1"
"1.2","1000001","2","","-350","132110036","0","","","3211","-250"
"","13","3","","march_pudding","132110037","","","","3211","0"
"","7","32","","1","132110038","","","","3211",""
"","0.1","93","","0","132110039","","","","3211",""
"","6","32","","0","132110040","","","","3211",""
"","0.3","93","","0","132110041","","","","3211",""
"","321100","32","","1","132110042","","","","3211",""
"","0.4","93","","0","132110043","","","","3211",""
"1.1","100711","2","","630","132110044","0","","","3211","-250"
"","0.9","93","","0","132110045","","","","3211",""
"0","vo_travel_round_event","21","","vo_travel_round_event_3211","132110046","","","","3211","1"
"","0.2","93","","0","132110047","","","","3211",""
"","100711","3","","03_idle","132110048","","","0","3211","1"
"","0.3","93","","0","132110049","","","","3211",""
"03_idle","100711","3","","03_attack","132110050","","0.2","0.2","3211","0"
"","321101","32","","1","132110051","","","","3211",""
"","1000001","3","","run","132110052","","","","3211","1"
"","1000001","4","","0","132110053","","","","3211",""
"2","1000001","2","","70","132110054","0","","","3211","-250"
"","0.6","93","","0","132110055","","","","3211",""
"","321102","32","","1","132110056","","","","3211",""
"","110","32","","1","132110057","","","","3211",""
"","111","32","","1","132110058","","","","3211",""
"","0.1","93","","0","132110059","","","","3211",""
"","7","32","","0","132110060","","","","3211",""
"","1.2","93","","0","132110061","","","","3211",""
"","8","32","","0","132110062","","","","3211",""
"","0.1","93","","0","132110063","","","","3211",""
"","100711","3","","03_joy_short","132110064","","0.2","","3211","0"
"joy_round3_loop","1000001","3","","joy_round3_in","132110065","1","0.2","0.2","3211","0"
"","998","32","","1","132110066","","","","3211",""
"","0.7","93","","0","132110067","","","","3211",""
"","13","3","","pudding_loop","132110068","","","","3211","1"
"","4.5","93","","0","132110069","","","","3211",""
"","1","113","","","132110070","","","","3211",""
"","1000001","3","","idle","132120001","","0.2","","3212","1"
"0","301200","31","","13","132120002","1","0","","3212","0"
"0","101","31","","14","132120003","1","0","","3212","0"
"-150","301204","31","","16","132120004","1","0","","3212","260"
"-120","301204","31","","19","132120005","1","0","","3212","320"
"0","301205","31","","17","132120006","1","0","","3212","0"
"0","6","31","","18","132120007","1","0","","3212","345.4"
"0","301201","31","","20","132120008","1","0","","3212","345.4"
"0","301202","31","","21","132120009","1","0","","3212","345.4"
"0","111","31","","111","132120010","1","0","","3212","345.4"
"","111","35","","0","132120011","","","","3212",""
"0","110","31","","110","132120012","1","0","","3212","345.4"
"9340","1","5","round_monster_walk","3","132120013","-234","1","0","3212","55"
"","0","91","","","132120014","","","","3212",""
"1","3","6","","1","132120015","0","0","0","3212","1"
"0","3","2","","345","132120016","0","0","0","3212","-234"
"1.05","1.05","123","","1.05","132120017","7.4","0","0","3212","1.05"
"","1000001","3","","wait","132120018","","0.2","","3212","0"
"","2","35","","1","132120019","","","","3212",""
"0","301203","31","","15","132120020","1","0","","3212","0"
"9340","2","1","<weapon>_run","1000003","132120021","-250","0.89","0","3212","57"
"9340","2","1","<weapon>_run","1000004","132120022","-290","0.89","0","3212","58"
"","4.3","93","","0","132120023","","","","3212",""
"0.95","0.95","123","","0.95","132120024","0.4","0","","3212","0.95"
"","21","32","","1","132120025","","","","3212",""
"","21","35","","0","132120026","","","","3212",""
"","se_travel","23","","se_travel_treasure_success_monster_helper_2","132120027","","","","3212",""
"","18","32","","1","132120028","","","","3212",""
"","0.1","93","","0","132120029","","","","3212",""
"","2","32","","0","132120030","","","","3212",""
"1","3","6","","1","132120031","1","0.3","0","3212","1"
"","13","32","","1","132120032","","","","3212",""
"","3","3","","round_monster_appear","132120033","","","","3212","0"
"","1000001","3","","back","132120034","","","","3212","0"
"","0.67","93","","0","132120035","","","","3212",""
"","3","3","","round_monster_walk","132120036","","0.1","","3212","0"
"1.4","3","2","","220","132120037","0","","","3212","-234"
"","20","32","","1","132120038","","","","3212",""
"","0.1","93","","0","132120039","","","","3212",""
"","18","32","","0","132120040","","","","3212",""
"","0.5","93","","0","132120041","","","","3212",""
"","1000003","4","","1","132120042","","","","3212",""
"0","1000003","2","","1545","132120043","0","","","3212","-240"
"","1000004","4","","1","132120044","","","","3212",""
"0","1000004","2","","1635","132120045","0","","","3212","-280"
"","0.5","93","","0","132120046","","","","3212",""
"","3","3","","round_monster_attack","132120047","","0.3","","3212","0"
"","0.5","93","","0","132120048","","","","3212",""
"","17","32","","1","132120049","","","","3212",""
"","1000001","3","","back_loop","132120050","","0.1","","3212","0"
"","0.5","93","","0","132120051","","","","3212",""
"0","1000003","2","","920","132120052","0","","","3212","-240"
"0.16","1000003","2","","620","132120053","0","","","3212","-240"
"","1000003","3","","<weapon>_run","132120054","","0.2","","3212","0"
"","0.16","93","","0","132120055","","","","3212",""
"","1000003","3","","<weapon>_attack_skipQuest","132120056","","0.2","","3212","0"
"","0.1","93","","0","132120057","","","","3212",""
"0","3","2","","280","132120058","0","","","3212","-234"
"","3","4","","1","132120059","","","","3212",""
"","3","3","","round_monster_die","132120060","","0","","3212","0"
"","16","32","","1","132120061","","","","3212",""
"","0.15","93","","0","132120062","","","","3212",""
"0","1000004","2","","910","132120063","0","","","3212","-280"
"0.16","1000004","2","","710","132120064","0","","","3212","-280"
"","1000004","3","","<weapon>_run","132120065","","0.2","","3212","0"
"","0.16","93","","0","132120066","","","","3212",""
"","1000004","3","","<weapon>_attack_skipQuest","132120067","","0.2","","3212","0"
"","0.1","93","","0","132120068","","","","3212",""
"","0.1","93","","0","132120069","","","","3212",""
"","3","3","","round_monster_die","132120070","","0","","3212","0"
"","19","32","","1","132120071","","","","3212",""
"","0.4","93","","0","132120072","","","","3212",""
"0","1000001","2","","20","132120073","0","","","3212","-240"
"","1000001","3","","back_origin","132120074","","0","","3212","0"
"","1000001","3","","surprise","132120075","","0.2","","3212","0"
"","1000003","3","","<weapon>_idle","132120076","","0.2","","3212","1"
"","0.2","93","","0","132120077","","","","3212",""
"","110","32","","1","132120078","","","","3212",""
"","111","32","","1","132120079","","","","3212",""
"","0.2","93","","0","132120080","","","","3212",""
"","1000004","3","","<weapon>_idle","132120081","","0.2","","3212","1"
"","0.46","93","","0","132120082","","","","3212",""
"1","3","6","","1","132120083","0","0.6","","3212","1"
"","18","32","","1","132120084","","","","3212",""
"","0.02","93","","0","132120085","","","","3212",""
"","20","32","","0","132120086","","","","3212",""
"","21","32","","0","132120087","","","","3212",""
"joy_round3_loop","1000001","3","","joy_round3_in","132120088","1","0.2","","3212","0"
"","0.1","93","","0","132120089","","","","3212",""
"","1000003","3","","<weapon>_joy_short","132120090","","0","","3212","0"
"","0.1","93","","0","132120091","","","","3212",""
"","1000004","3","","<weapon>_joy_short","132120092","","0","","3212","0"
"","0.9","93","","0","132120093","","","","3212",""
"","998","32","","1","132120094","","","","3212",""
"","3.8","93","","0","132120095","","","","3212",""
"","1","113","","0","132120096","","","","3212",""
"0","321300","31","","321300","132130001","1","0","","3213","345.4"
"0","111","31","","111","132130002","1","0","","3213","345.4"
"","111","35","","0","132130003","","","","3213",""
"0","110","31","","110","132130004","1","0","","3213","345.4"
"","0","91","","","132130005","","","","3213",""
"","1000001","3","","wait_gradeUp","132130006","","0.2","","3213","0"
"","321300","32","","1","132130007","","","","3213",""
"","0.1","93","","0","132130008","","","","3213",""
"","2","32","","0","132130009","","","","3213",""
"","0.8","93","","0","132130010","","","","3213",""
"1.05","1.05","123","","1.05","132130011","0","0","","3213","1.05"
"","5","122","","5","132130012","","","","3213","0.5"
"","1.1","93","","0","132130013","","","","3213",""
"1.05","1.05","123","","1.05","132130014","0","0","","3213","1.05"
"","10","122","","10","132130015","","","","3213","0.5"
"","0.8","93","","0","132130016","","","","3213",""
"","1000001","3","","glad_dot_light","132130017","","0.2","","3213","0"
"","0.1","93","","0","132130018","","","","3213",""
"0.907","0.907","123","","0.907","132130019","0.4","5","","3213","0.907"
"","1.5","93","","0","132130020","","","","3213",""
"","20","122","","20","132130021","","","","3213","0.7"
"","1.4","93","","0","132130022","","","","3213",""
"","110","32","","1","132130023","","","","3213",""
"","111","32","","1","132130024","","","","3213",""
"","1.2","93","","0","132130025","","","","3213",""
"joy_round3_loop","1000001","3","","joy_round3_in","132130026","1","0.2","0","3213","0"
"","0.3","93","","0","132130027","","","","3213",""
"","998","32","","1","132130028","","","","3213",""
"","3.8","93","","0","132130029","","","","3213",""
"","1","113","","","132130030","","","","3213",""
"0","321400","31","","321400","132140001","1","0","","3214","345.4"
"1088","2","1","05_idle","103111","132140002","-240","0.89","1","3214","57"
"0","110","31","","110","132140003","1","0","","3214","345.4"
"0","111","31","","111","132140004","1","0","","3214","345.4"
"","0","91","","","132140005","","","","3214",""
"1.05","1.05","123","","1.05","132140006","7.4","0","","3214","1.05"
"","1000001","3","","wait","132140007","","0.2","","3214","0"
"","321400","32","","1","132140008","","","","3214",""
"","0.1","93","","0","132140009","","","","3214",""
"","2","32","","0","132140010","","","","3214",""
"","3.4","93","","0","132140011","","","","3214",""
"0.95","0.95","123","","0.95","132140012","3.2","5","","3214","0.95"
"","1000001","3","","shock_jump_aura","132140013","","0.2","","3214","0"
"","0.1","93","","0","132140014","","","","3214",""
"0.6","1000001","2","","70","132140015","2","","","3214","-240"
"","0.5","93","","0","132140016","","","","3214",""
"","103111","3","","05_run_gamestart","132140017","","0","","3214","1"
"0.5","103111","2","","586","132140018","0","","","3214","-240"
"","0.5","93","","0","132140019","","","","3214",""
"","103111","3","","05_idle","132140020","","0.2","","3214","1"
"","0.5","93","","0","132140021","","","","3214",""
"05_idle","103111","3","","shinobu_exorcise","132140022","1","0.2","0","3214","0"
"0","vo_travel_round_event","21","","vo_travel_round_event_3214","132140023","","","","3214","0"
"","1","93","","0","132140024","","","","3214",""
"","110","32","","1","132140025","","","","3214",""
"","111","32","","1","132140026","","","","3214",""
"","0.1","93","","0","132140027","","","","3214",""
"","3","32","","0","132140028","","","","3214",""
"","1.1","93","","0","132140029","","","","3214",""
"joy_round3_loop","1000001","3","","joy_round3_in","132140030","1","0.2","0","3214","0"
"","103111","3","","05_joy_short","132140031","","0.2","","3214","0"
"","0.5","93","","0","132140032","","","","3214",""
"","998","32","","1","132140033","","","","3214",""
"","3.8","93","","0","132140034","","","","3214",""
"","1","113","","","132140035","","","","3214",""
"0","321500","31","","321500","132150001","1","1","","3215","345.4"
"0","321501","31","","321501","132150002","1","1","","3215","345.4"
"0","120","31","","120","132150003","1","0","","3215","345.4"
"0","121","31","","121","132150004","1","0","","3215","345.4"
"0","990001","31","","990001","132150005","1","1","","3215","345.4"
"","0","91","","","132150006","","","","3215",""
"1.05","1.05","123","","1.05","132150007","7.4","0","","3215","1.05"
"","1000001","3","","wait_wakuwaku","132150008","","0.2","","3215","0"
"","2","35","","1","132150009","","","","3215",""
"","5.2","93","","0","132150010","","","","3215",""
"0.95","0.95","123","","0.95","132150011","0.8","5","","3215","0.95"
"","120","32","","1","132150012","","","","3215",""
"","121","32","","1","132150013","","","","3215",""
"","0.1","93","","0","132150014","","","","3215",""
"","321501","32","","0","132150015","","","","3215",""
"","2","32","","0","132150016","","","","3215",""
"","3","32","","0","132150017","","","","3215",""
"","998","32","","1","132150018","","","","3215",""
"","0.4","93","","0","132150019","","","","3215",""
"","1000001","3","","dance","132150020","","0.2","","3215","1"
"","4.8","93","","0","132150021","","","","3215",""
"","1","113","","","132150022","","","","3215",""
"0","6","31","","6","132160001","1","0","","3216","345.4"
"0","8","31","","8","132160002","1","0","","3216","345.4"
"0","110","31","","110","132160003","1","0","","3216","345.4"
"0","111","31","","111","132160004","1","0","","3216","345.4"
"-80","301600","31","","301600","132160005","1","0","","3216","345.4"
"0","990002","31","","990002","132160006","1","1","","3216","345.4"
"","0","91","","","132160007","","","","3216",""
"1.05","1.05","123","","1.05","132160008","7.4","0","","3216","1.05"
"","1000001","3","","wait","132160009","","0.2","","3216","0"
"","2","35","","1","132160010","","","","3216",""
"","5.4","93","","0","132160011","","","","3216",""
"0.95","0.95","123","","0.95","132160012","0.4","0","","3216","0.95"
"","8","32","","1","132160013","","","","3216",""
"","8","35","","0","132160014","","","","3216",""
"","301600","32","","1","132160015","","","","3216",""
"","6","32","","1","132160016","","","","3216",""
"","111","32","","1","132160017","","","","3216",""
"","111","35","","0","132160018","","","","3216",""
"","0.1","93","","0","132160019","","","","3216",""
"","2","32","","0","132160020","","","","3216",""
"","3","32","","0","132160021","","","","3216",""
"","1000001","3","","glad","132160022","","0.1","","3216","0"
"","0.1","93","","0","132160023","","","","3216",""
"","8","35","","1","132160024","","","","3216",""
"","110","32","","1","132160025","","","","3216",""
"","se_travel","23","","se_travel_treasure_special_success_butterfly","132160026","","","","3216","0"
"","1.5","93","","0","132160027","","","","3216",""
"","998","32","","1","132160028","","","","3216",""
"joy_round3_loop","1000001","3","","joy_round3_in","132160029","1","0.2","","3216","0"
"","5.2","93","","0","132160030","","","","3216",""
"","1","113","","","132160031","","","","3216",""
"0","310000","31","","310000","132170001","1","0","","3217","345.4"
"0","310001","31","","310001","132170002","1","0","","3217","0"
"0","301700","31","","301700","132170003","1","0","","3217","345.4"
"-115","301701","31","","301701","132170004","1","0","","3217","740"
"0","301702","31","","301702","132170005","1","0","","3217","345.4"
"0","120","31","","120","132170006","1","0","","3217","345.4"
"0","321700","31","","321700","132170007","1","0","","3217","345.4"
"610","5","5","empty","15","132170008","-235","0.44","0","3217","100"
"610","5","5","empty","16","132170009","-235","0.44","0","3217","55"
"","0","91","","","132170010","","","","3217",""
"1.05","1.05","123","","1.05","132170011","7.4","0","","3217","1.05"
"","1000001","3","","wait","132170012","","0.2","","3217","0"
"","2","35","","1","132170013","","","","3217",""
"","5.4","93","","0","132170014","","","","3217",""
"0.95","0.95","123","","0.95","132170015","0.3","0","","3217","0.95"
"","310000","32","","1","132170016","","","","3217",""
"","310001","32","","1","132170017","","","","3217",""
"","0.2","93","","0","132170018","","","","3217",""
"","50","122","","50","132170019","","","","3217","0.6"
"","1000001","3","","shock","132170020","","0.2","","3217","0"
"","1.6","93","","0","132170021","","","","3217",""
"","301700","32","","1","132170022","","","","3217",""
"","1.2","93","","0","132170023","","","","3217",""
"","se_travel","23","","se_travel_treasure_croce_ui","132170024","","","","3217","0"
"","15","3","","punch","132170025","","","","3217","0"
"","16","3","","punch_B","132170026","","","","3217","0"
"","0.2","93","","0","132170027","","","","3217",""
"1.05","1.05","123","","1.05","132170028","0.1","11","","3217","1.05"
"","0.1","93","","0","132170029","","","","3217",""
"0.95","0.95","123","","0.95","132170030","0.3","0","","3217","0.95"
"","1","93","","0","132170031","","","","3217",""
"","se_travel","23","","se_travel_treasure_croce_door","132170032","","","","3217","0"
"","0.4","93","","0","132170033","","","","3217",""
"","301701","32","","1","132170034","","","","3217",""
