53fc16a865574eebd3463be80e8f1f45f8f680faa049adc71a14b98ca8cc3888,013346b0eab5f02789d972c51c6d0a9a258b869f791ff08d17ec74fca1c250d0,e770821e96be317d23fa9318d869737f8468fa6a6f6b61e5e9e9cc4132904271,41bd8fc1064e87984b9b3c52d821dc01f60d82b807e823ac0102c80f6874e692,5310f636ca0be867a90e5ecf1139073df63203a5a5aeb4314db6d66fe9144b86,7ed195e26814dca070f26ce063e58d1b7213053281c39d658f062316298eca0e,96678c8e825a8cc3052bbc55003295149db564deb019a3cc1d47c0bc79db6cb4,230c6459c39b131a8b20228fbdc18d172da36ead62faf1e493bcbf57abe816f5,4119c1c000462085a637737c6a70bba9ad90a0c2e1ce8ccd3afccf34b5335cab,1d04f217f67b944de0e563f27f07474f02bc8956e49040af9c48a46d8d106e90,db1263d2263686082b5faf9728b938ee438be6e3b00c34c7755fd7ef583b86fa
"2411","2","-108","103411","0","1","wac_default_01","2411001","202","-212.75","1"
"2411","2","-108","111","0","1","wac_default_01","2411002","201","-212.75","5"
"2411","1","0","1","","1","","2411003","0","1","31"
"2411","0","0","2","","2","","2411004","0","1","31"
"2411","0","0","11","","11","","2411005","0","1","31"
"2411","0.2","","wac_paint_01","","103411","","2411006","0","0","3"
"2411","0.2","","wac_paint_01","","111","","2411007","0","0","3"
"2411","","","0","","0","","2411008","","","93"
"2411","","","1","","11","","2411009","","","32"
"2411","","","se_10035700_brush","","se_10035700","","2411010","0","","23"
"2411","","","","","1","","2411011","","","131"
"2412","0.2","wac_talk_wish_loop","wac_talk_wish_in","","103411","","2412001","0","1","3"
"2412","0.2","","wac_no_items","","111","","2412002","1","","3"
"2412","","0","200","","103411","","2412003","-340","","2"
"2412","","0","200","","111","","2412004","-340","","2"
"2412","","","0","","1","","2412005","","","32"
"2412","","","1","","2","","2412006","","","32"
"2412","","","0","","11","","2412007","","","32"
"2412","","0","vo_wac_220310_000","","vo_wac_220310","","2412008","0","","21"
"2412","0","1","好了，應該這樣就行了吧？\n雖然沒有什麼自信，\n但這也是我拚命畫出來的。","0","103411","0.5","2412009","10","1","11"
"2412","","","","","0","","2412010","","","91"
"2412","","0","vo_wac_220310_001","","vo_wac_220310","","2412011","0","","21"
"2412","0","1","大家看到這幅畫後會不會喜歡呢？\n呵呵，工作做好後的感覺真好。\n……那麼，做好工作之後就該～♪","0","103411","0.5","2412012","10","1","11"
"2412","","","","","0","","2412013","","","91"
"2412","","","0","","0","","2412014","","","22"
"2413","0.2","","wac_idle_wish","","103411","","2413001","1","","3"
"2413","0.2","","wac_no_items","","111","","2413002","1","","3"
"2413","","0","200","","103411","","2413003","-340","","2"
"2413","","0","200","","111","","2413004","-340","","2"
"2413","","","0","","1","","2413005","","","32"
"2413","","","1","","2","","2413006","","","32"
"2413","","","0","","11","","2413007","","","32"
"2413","","","","","0","","2413008","","","91"
"2511","2","-108","104611","0","1","wac_default_11","2511001","202","-212.75","1"
"2511","2","-108","111","0","1","wac_default_12","2511002","201","-212.75","5"
"2511","1","0","1","","1","","2511003","0","1","31"
"2511","0","0","2","","2","","2511004","0","1","31"
"2511","0","0","11","","11","","2511005","0","1","31"
"2511","0.2","","wac_paint_11","","104611","","2511006","0","0","3"
"2511","0.2","","wac_paint_12","","111","","2511007","0","0","3"
"2511","","","0","","0.3","","2511008","","","93"
"2511","","","1","","11","","2511009","","","32"
"2511","","","se_10035700_roller","","se_10035700","","2511010","0","","23"
"2511","","","","","1","","2511011","","","131"
"2512","0.2","wac_talk_kyapi_loop","wac_talk_kyapi_in","","104611","","2512001","0","1","3"
"2512","0.2","","wac_no_items","","111","","2512002","1","","3"
"2512","","0","200","","104611","","2512003","-340","","2"
"2512","","0","200","","111","","2512004","-340","","2"
"2512","","","0","","1","","2512005","","","32"
"2512","","","1","","2","","2512006","","","32"
"2512","","","0","","11","","2512007","","","32"
"2512","","0","vo_wac_220311_000","","vo_wac_220311","","2512008","0","","21"
"2512","0","1","哼哼哼～哼♪\n這點程度根本輕輕鬆鬆喵♪\n貓對畫畫也很擅長的喵！","0","104611","0.5","2512009","10","1","11"
"2512","","","","","0","","2512010","","","91"
"2512","","0","vo_wac_220311_001","","vo_wac_220311","","2512011","0","","21"
"2512","0","1","照這個樣子，\n總有一天想把蘭德索爾的牆壁\n都畫上滿滿的鯛魚燒喵～♪\n夢想越來越大了喵！","0","104611","0.5","2512012","10","1","11"
"2512","","","","","0","","2512013","","","91"
"2512","","","0","","0","","2512014","","","22"
"2513","0.2","","wac_idle_kyapi","","104611","","2513001","1","","3"
"2513","0.2","","wac_no_items","","111","","2513002","1","","3"
"2513","","0","200","","104611","","2513003","-340","","2"
"2513","","0","200","","111","","2513004","-340","","2"
"2513","","","0","","1","","2513005","","","32"
"2513","","","1","","2","","2513006","","","32"
"2513","","","0","","11","","2513007","","","32"
"2513","","","","","0","","2513008","","","91"
"2611","2","-108","104011","0","1","wac_default_01","2611001","202","-212.75","1"
"2611","2","-108","111","0","1","wac_default_01","2611002","201","-212.75","5"
"2611","1","0","1","","1","","2611003","0","1","31"
"2611","0","0","2","","2","","2611004","0","1","31"
"2611","0","0","11","","11","","2611005","0","1","31"
"2611","0.2","","wac_paint_01","","104011","","2611006","0","0","3"
"2611","0.2","","wac_paint_01","","111","","2611007","0","0","3"
"2611","","","0","","0","","2611008","","","93"
"2611","","","1","","11","","2611009","","","32"
"2611","","","se_10035700_brush","","se_10035700","","2611010","0","","23"
"2611","","","","","1","","2611011","","","131"
"2612","0.2","wac_talk_sad_loop","wac_talk_sad_in","","104011","","2612001","0","1","3"
"2612","0.2","","wac_no_items","","111","","2612002","1","","3"
"2612","","0","200","","104011","","2612003","-340","","2"
"2612","","0","200","","111","","2612004","-340","","2"
"2612","","","0","","1","","2612005","","","32"
"2612","","","1","","2","","2612006","","","32"
"2612","","","0","","11","","2612007","","","32"
"2612","","0","vo_wac_220312_000","","vo_wac_220312","","2612008","0","","21"
"2612","0","1","嘿嘿，確實有好好地畫好了。\n我不討厭這樣默默地做事。\n只是……我這種人的畫，\n真的有人會喜歡嗎？","0","104011","0.5","2612009","10","1","11"
"2612","","","","","0","","2612010","","","91"
"2612","","0","vo_wac_220312_001","","vo_wac_220312","","2612011","0","","21"
"2612","0","1","……啊！一想到其他人的看法，\n就突然擔心起來了！\n但、但是一定沒問題……沒問題……\n沒問題，的吧？","0","104011","0.5","2612012","10","1","11"
"2612","","","","","0","","2612013","","","91"
"2612","","","0","","0","","2612014","","","22"
"2613","0.2","","wac_idle_sad","","104011","","2613001","1","","3"
"2613","0.2","","wac_no_items","","111","","2613002","1","","3"
"2613","","0","200","","104011","","2613003","-340","","2"
"2613","","0","200","","111","","2613004","-340","","2"
"2613","","","0","","1","","2613005","","","32"
"2613","","","1","","2","","2613006","","","32"
"2613","","","0","","11","","2613007","","","32"
"2613","","","","","0","","2613008","","","91"
"2711","2","-108","101211","0","1","wac_default_bot_01","2711001","202","-325","1"
"2711","2","-108","111","0","1","wac_default_08","2711002","201","-325","5"
"2711","1","0","3","","3","","2711003","0","1","31"
"2711","0","0","2","","2","","2711004","0","1","31"
"2711","0","0","13","","13","","2711005","0","1","31"
"2711","0.2","","wac_paint_bot_01","","101211","","2711006","0","0","3"
"2711","0.2","","wac_paint_08","","111","","2711007","0","0","3"
"2711","","","0","","0","","2711008","","","93"
"2711","","","1","","13","","2711009","","","32"
"2711","","","se_10035700_brush","","se_10035700","","2711010","0","","23"
"2711","","","","","1","","2711011","","","131"
"2712","0.2","wac_talk_kyapi_loop","wac_talk_kyapi_in","","101211","","2712001","0","1","3"
"2712","0.2","","wac_no_items","","111","","2712002","1","","3"
"2712","","0","200","","101211","","2712003","-340","","2"
"2712","","0","200","","111","","2712004","-340","","2"
"2712","","","0","","3","","2712005","","","32"
"2712","","","1","","2","","2712006","","","32"
"2712","","","0","","13","","2712007","","","32"
"2712","","0","vo_wac_220313_000","","vo_wac_220313","","2712008","0","","21"
"2712","0","1","嘿～咿！\n看我的！\n閃亮亮☆\n完！成！啦！","0","101211","0.5","2712009","10","1","11"
"2712","","","","","0","","2712010","","","91"
"2712","","0","vo_wac_220313_001","","vo_wac_220313","","2712011","0","","21"
"2712","0","1","很好，給小栞看……\n啊，有點努力過頭了……\n好想睡……\n呼嚕呼嚕……呼嚕呼嚕……","0","101211","0.5","2712012","10","1","11"
"2712","","","","","0","","2712013","","","91"
"2712","","","0","","0","","2712014","","","22"
"2713","0.2","","wac_idle_sleep","","101211","","2713001","1","","3"
"2713","0.2","","wac_no_items","","111","","2713002","1","","3"
"2713","","0","200","","101211","","2713003","-340","","2"
"2713","","0","200","","111","","2713004","-340","","2"
"2713","","","0","","3","","2713005","","","32"
"2713","","","1","","2","","2713006","","","32"
"2713","","","0","","13","","2713007","","","32"
"2713","","","","","0","","2713008","","","91"
"2811","2","-108","101511","0","1","wac_default_bot_01","2811001","202","-325","1"
"2811","2","-108","111","0","1","wac_default_08","2811002","201","-325","5"
"2811","1","0","3","","3","","2811003","0","1","31"
"2811","0","0","2","","2","","2811004","0","1","31"
"2811","0","0","13","","13","","2811005","0","1","31"
"2811","0.2","","wac_paint_bot_01","","101511","","2811006","0","0","3"
"2811","0.2","","wac_paint_08","","111","","2811007","0","0","3"
"2811","","","0","","0","","2811008","","","93"
"2811","","","1","","13","","2811009","","","32"
"2811","","","se_10035700_brush","","se_10035700","","2811010","0","","23"
"2811","","","","","1","","2811011","","","131"
"2812","0.2","wac_talk_wish_loop","wac_talk_wish_in","","101511","","2812001","0","1","3"
"2812","0.2","","wac_no_items","","111","","2812002","1","","3"
"2812","","0","200","","101511","","2812003","-340","","2"
"2812","","0","200","","111","","2812004","-340","","2"
"2812","","","0","","3","","2812005","","","32"
"2812","","","1","","2","","2812006","","","32"
"2812","","","0","","13","","2812007","","","32"
"2812","","0","vo_wac_220314_000","","vo_wac_220314","","2812008","0","","21"
"2812","0","1","好～轉眼間就完成了～♪\n哎呀？不小心就像在和孩子們玩一樣，\n邊唱著繪畫歌邊畫出來了。","0","101511","0.5","2812009","10","1","11"
"2812","","","","","0","","2812010","","","91"
"2812","","0","vo_wac_220314_001","","vo_wac_220314","","2812011","0","","21"
"2812","0","1","如果能把這份快樂傳達給\n更多的孩子們就好了～\n希望有一天能和很多的\n孩子們一起畫畫呢♪","0","101511","0.5","2812012","10","1","11"
"2812","","","","","0","","2812013","","","91"
"2812","","","0","","0","","2812014","","","22"
"2813","0.2","","wac_idle_wish","","101511","","2813001","1","","3"
"2813","0.2","","wac_no_items","","111","","2813002","1","","3"
"2813","","0","200","","101511","","2813003","-340","","2"
"2813","","0","200","","111","","2813004","-340","","2"
"2813","","","0","","3","","2813005","","","32"
"2813","","","1","","2","","2813006","","","32"
"2813","","","0","","13","","2813007","","","32"
"2813","","","","","0","","2813008","","","91"
"2911","2","-108","102811","0","1","wac_default_bot_01","2911001","202","-325","1"
"2911","2","-108","111","0","1","wac_default_08","2911002","201","-325","5"
"2911","1","0","3","","3","","2911003","0","1","31"
"2911","0","0","2","","2","","2911004","0","1","31"
"2911","0","0","13","","13","","2911005","0","1","31"
"2911","0.2","","wac_paint_bot_01","","102811","","2911006","0","0","3"
"2911","0.2","","wac_paint_08","","111","","2911007","0","0","3"
"2911","","","0","","0","","2911008","","","93"
"2911","","","1","","13","","2911009","","","32"
"2911","","","se_10035700_brush","","se_10035700","","2911010","0","","23"
"2911","","","","","1","","2911011","","","131"
"2912","0.2","wac_talk_smile_loop","wac_talk_smile_in","","102811","","2912001","0","1","3"
"2912","0.2","","wac_no_items","","111","","2912002","1","","3"
"2912","","0","200","","102811","","2912003","-340","","2"
"2912","","0","200","","111","","2912004","-340","","2"
"2912","","","0","","3","","2912005","","","32"
"2912","","","1","","2","","2912006","","","32"
"2912","","","0","","13","","2912007","","","32"
"2912","","0","vo_wac_220315_000","","vo_wac_220315","","2912008","0","","21"
"2912","0","1","應該這樣就行了吧？\n而且孩子們也很喜歡。\n如果是這樣的委託，我非常歡迎呢。","0","102811","0.5","2912009","10","1","11"
"2912","","","","","0","","2912010","","","91"
"2912","","0","vo_wac_220315_001","","vo_wac_220315","","2912011","0","","21"
"2912","0","1","長大以後再回來看\n這幅畫會很懷念的……\n呵呵，這會成為美好的回憶呢。","0","102811","0.5","2912012","10","1","11"
"2912","","","","","0","","2912013","","","91"
"2912","","","0","","0","","2912014","","","22"
"2913","0.2","","wac_idle_smile","","102811","","2913001","1","","3"
"2913","0.2","","wac_no_items","","111","","2913002","1","","3"
"2913","","0","200","","102811","","2913003","-340","","2"
"2913","","0","200","","111","","2913004","-340","","2"
"2913","","","0","","3","","2913005","","","32"
"2913","","","1","","2","","2913006","","","32"
"2913","","","0","","13","","2913007","","","32"
"2913","","","","","0","","2913008","","","91"
"3011","2","-108","102511","0","1","wac_default_01","3011001","202","-212.75","1"
"3011","2","-108","111","0","1","wac_default_03","3011002","201","-212.75","5"
"3011","1","0","1","","1","","3011003","0","1","31"
"3011","0","0","2","","2","","3011004","0","1","31"
"3011","0","0","11","","11","","3011005","0","1","31"
"3011","0.2","","wac_paint_01","","102511","","3011006","0","0","3"
"3011","0.2","","wac_paint_03","","111","","3011007","0","0","3"
"3011","","","0","","0","","3011008","","","93"
"3011","","","1","","11","","3011009","","","32"
"3011","","","se_10035700_brush","","se_10035700","","3011010","0","","23"
"3011","","","","","1","","3011011","","","131"
"3012","0.2","wac_talk_wish_loop","wac_talk_wish_in","","102511","","3012001","0","1","3"
"3012","0.2","","wac_no_items","","111","","3012002","1","","3"
"3012","","0","200","","102511","","3012003","-340","","2"
"3012","","0","200","","111","","3012004","-340","","2"
"3012","","","0","","1","","3012005","","","32"
"3012","","","1","","2","","3012006","","","32"
"3012","","","0","","11","","3012007","","","32"
"3012","","0","vo_wac_220316_000","","vo_wac_220316","","3012008","0","","21"
"3012","0","1","雖然過程中又是打翻顏料、\n又是跌倒的……\n但總算是完成了～！","0","102511","0.5","3012009","10","1","11"
"3012","","","","","0","","3012010","","","91"
"3012","","0","vo_wac_220316_001","","vo_wac_220316","","3012011","0","","21"
"3012","0","1","因為我可不能糟蹋大小姐的畫。\n大小姐，我很努力了喔……♪","0","102511","0.5","3012012","10","1","11"
"3012","","","","","0","","3012013","","","91"
"3012","","","0","","0","","3012014","","","22"
"3013","0.2","","wac_idle_wish","","102511","","3013001","1","","3"
"3013","0.2","","wac_no_items","","111","","3013002","1","","3"
"3013","","0","200","","102511","","3013003","-340","","2"
"3013","","0","200","","111","","3013004","-340","","2"
"3013","","","0","","1","","3013005","","","32"
"3013","","","1","","2","","3013006","","","32"
"3013","","","0","","11","","3013007","","","32"
"3013","","","","","0","","3013008","","","91"
"3111","2","-108","102311","0","1","wac_default_11","3111001","202","-212.75","1"
"3111","2","-108","111","0","1","wac_default_12","3111002","201","-212.75","5"
"3111","1","0","1","","1","","3111003","0","1","31"
"3111","0","0","2","","2","","3111004","0","1","31"
"3111","0","0","11","","11","","3111005","0","1","31"
"3111","0.2","","wac_paint_11","","102311","","3111006","0","0","3"
"3111","0.2","","wac_paint_12","","111","","3111007","0","0","3"
"3111","","","0","","0.3","","3111008","","","93"
"3111","","","1","","11","","3111009","","","32"
"3111","","","se_10035700_roller","","se_10035700","","3111010","0","","23"
"3111","","","","","1","","3111011","","","131"
"3112","0.2","wac_talk_smile_loop","wac_talk_smile_in","","102311","","3112001","0","1","3"
"3112","0.2","","wac_no_items","","111","","3112002","1","","3"
"3112","","0","200","","102311","","3112003","-340","","2"
"3112","","0","200","","111","","3112004","-340","","2"
"3112","","","0","","1","","3112005","","","32"
"3112","","","1","","2","","3112006","","","32"
"3112","","","0","","11","","3112007","","","32"
"3112","","0","vo_wac_220317_000","","vo_wac_220317","","3112008","0","","21"
"3112","0","1","雖然畫這麼大的畫有點困難，\n不過能畫得這麼可愛真是太好了～","0","102311","0.5","3112009","10","1","11"
"3112","","","","","0","","3112010","","","91"
"3112","","0","vo_wac_220317_001","","vo_wac_220317","","3112011","0","","21"
"3112","0","1","這也多虧了有哥哥給的建議\n和噗吉氣勢十足地\n全力揮毫的功勞喔。\n謝謝你們了♪","0","102311","0.5","3112012","10","1","11"
"3112","","","","","0","","3112013","","","91"
"3112","","","0","","0","","3112014","","","22"
"3113","0.2","","wac_idle_smile","","102311","","3113001","1","","3"
"3113","0.2","","wac_no_items","","111","","3113002","1","","3"
"3113","","0","200","","102311","","3113003","-340","","2"
"3113","","0","200","","111","","3113004","-340","","2"
"3113","","","0","","1","","3113005","","","32"
"3113","","","1","","2","","3113006","","","32"
"3113","","","0","","11","","3113007","","","32"
"3113","","","","","0","","3113008","","","91"
"3211","2","-108","102111","0","1","wac_default_01","3211001","202","-212.75","1"
"3211","2","-108","111","0","1","wac_default_03","3211002","201","-212.75","5"
"3211","1","0","1","","1","","3211003","0","1","31"
"3211","0","0","2","","2","","3211004","0","1","31"
"3211","0","0","11","","11","","3211005","0","1","31"
"3211","0.2","","wac_paint_01","","102111","","3211006","0","0","3"
"3211","0.2","","wac_paint_03","","111","","3211007","0","0","3"
"3211","","","0","","0","","3211008","","","93"
"3211","","","1","","11","","3211009","","","32"
"3211","","","se_10035700_brush","","se_10035700","","3211010","0","","23"
"3211","","","","","1","","3211011","","","131"
"3212","0.2","wac_talk_wish_loop","wac_talk_wish_in","","102111","","3212001","0","1","3"
"3212","0.2","","wac_no_items","","111","","3212002","1","","3"
"3212","","0","200","","102111","","3212003","-340","","2"
"3212","","0","200","","111","","3212004","-340","","2"
"3212","","","0","","1","","3212005","","","32"
"3212","","","1","","2","","3212006","","","32"
"3212","","","0","","11","","3212007","","","32"
"3212","","0","vo_wac_220318_000","","vo_wac_220318","","3212008","0","","21"
"3212","0","1","嘿咻。\n嗯，畫得很好……應該是吧。\n負責大型道具的人一直都在\n做這種事對吧。真是厲害呢。","0","102111","0.5","3212009","10","1","11"
"3212","","","","","0","","3212010","","","91"
"3212","","0","vo_wac_220318_001","","vo_wac_220318","","3212011","0","","21"
"3212","0","1","雖然一直都很感謝他們，\n但為了讓大型道具在舞台上能更好地\n發揮作用，人家也要好好努力。\n哥哥，請你好好期待喔♪","0","102111","0.5","3212012","10","1","11"
"3212","","","","","0","","3212013","","","91"
"3212","","","0","","0","","3212014","","","22"
"3213","0.2","","wac_idle_wish","","102111","","3213001","1","","3"
"3213","0.2","","wac_no_items","","111","","3213002","1","","3"
"3213","","0","200","","102111","","3213003","-340","","2"
"3213","","0","200","","111","","3213004","-340","","2"
"3213","","","0","","1","","3213005","","","32"
"3213","","","1","","2","","3213006","","","32"
"3213","","","0","","11","","3213007","","","32"
"3213","","","","","0","","3213008","","","91"
"3311","2","-108","101011","0","1","wac_default_01","3311001","202","-175","1"
"3311","2","-108","111","0","1","wac_default_07","3311002","201","-175","5"
"3311","1","0","4","","4","","3311003","0","1","31"
"3311","0","0","2","","2","","3311004","0","1","31"
"3311","0","0","12","","12","","3311005","0","1","31"
"3311","0.2","","wac_paint_01","","101011","","3311006","0","0","3"
"3311","0.2","","wac_paint_07","","111","","3311007","0","0","3"
"3311","","","0","","0","","3311008","","","93"
"3311","","","1","","12","","3311009","","","32"
"3311","","","se_10035700_brush","","se_10035700","","3311010","0","","23"
"3311","","","","","1","","3311011","","","131"
"3312","0.2","wac_talk_smile_loop","wac_talk_smile_in","","101011","","3312001","0","1","3"
"3312","0.2","","wac_no_items","","111","","3312002","1","","3"
"3312","","0","200","","101011","","3312003","-340","","2"
"3312","","0","200","","111","","3312004","-340","","2"
"3312","","","0","","4","","3312005","","","32"
"3312","","","1","","2","","3312006","","","32"
"3312","","","0","","12","","3312007","","","32"
"3312","","0","vo_wac_220319_000","","vo_wac_220319","","3312008","0","","21"
"3312","0","1","神奇～\n真步魔法靈～\n咕嚕靈波～♪\n很好，畫出很棒的畫呢～♪","0","101011","0.5","3312009","10","1","11"
"3312","","","","","0","","3312010","","","91"
"3312","","0","vo_wac_220319_001","","vo_wac_220319","","3312011","0","","21"
"3312","0","1","雖然尾巴的尖端沾到\n顏料的時候很慌張，\n不過靠著人家的尾巴畫法，\n讓畫更有深度了♪","0","101011","0.5","3312012","10","1","11"
"3312","","","","","0","","3312013","","","91"
"3312","","","0","","0","","3312014","","","22"
"3313","0.2","","wac_idle_smile","","101011","","3313001","1","","3"
"3313","0.2","","wac_no_items","","111","","3313002","1","","3"
"3313","","0","200","","101011","","3313003","-340","","2"
"3313","","0","200","","111","","3313004","-340","","2"
"3313","","","0","","4","","3313005","","","32"
"3313","","","1","","2","","3313006","","","32"
"3313","","","0","","12","","3313007","","","32"
"3313","","","","","0","","3313008","","","91"
"3411","2","-108","104311","0","1","wac_default_01","3411001","202","-175","1"
"3411","2","-108","111","0","1","wac_default_08","3411002","201","-175","5"
"3411","1","0","4","","4","","3411003","0","1","31"
"3411","0","0","2","","2","","3411004","0","1","31"
"3411","0","0","12","","12","","3411005","0","1","31"
"3411","0.2","","wac_paint_01","","104311","","3411006","0","0","3"
"3411","0.2","","wac_paint_08","","111","","3411007","0","0","3"
"3411","","","0","","0","","3411008","","","93"
"3411","","","1","","12","","3411009","","","32"
"3411","","","se_10035700_brush","","se_10035700","","3411010","0","","23"
"3411","","","","","1","","3411011","","","131"
"3412","0.2","wac_talk_doya_loop","wac_talk_doya_in","","104311","","3412001","0","1","3"
"3412","0.2","","wac_no_items","","111","","3412002","1","","3"
"3412","","0","200","","104311","","3412003","-340","","2"
"3412","","0","200","","111","","3412004","-340","","2"
"3412","","","0","","4","","3412005","","","32"
"3412","","","1","","2","","3412006","","","32"
"3412","","","0","","12","","3412007","","","32"
"3412","","0","vo_wac_220320_000","","vo_wac_220320","","3412008","0","","21"
"3412","0","1","這種感覺怎麼樣啊！\n我畫得相當可愛……\n不對，畫得很漂亮吧。","0","104311","0.5","3412009","10","1","11"
"3412","","","","","0","","3412010","","","91"
"3412","","0","vo_wac_220320_001","","vo_wac_220320","","3412011","0","","21"
"3412","0","1","這也關係到維護這街道的和平呢。\n不過，我還是更擅長用拳頭就是了！","0","104311","0.5","3412012","10","1","11"
"3412","","","","","0","","3412013","","","91"
"3412","","","0","","0","","3412014","","","22"
"3413","0.2","","wac_idle_doya","","104311","","3413001","1","","3"
"3413","0.2","","wac_no_items","","111","","3413002","1","","3"
"3413","","0","200","","104311","","3413003","-340","","2"
"3413","","0","200","","111","","3413004","-340","","2"
"3413","","","0","","4","","3413005","","","32"
"3413","","","1","","2","","3413006","","","32"
"3413","","","0","","12","","3413007","","","32"
"3413","","","","","0","","3413008","","","91"
"3511","2","-108","101711","0","1","wac_default_01","3511001","202","-175","1"
"3511","2","-108","111","0","1","wac_default_03","3511002","201","-175","5"
"3511","1","0","4","","4","","3511003","0","1","31"
"3511","0","0","2","","2","","3511004","0","1","31"
"3511","0","0","12","","12","","3511005","0","1","31"
"3511","0.2","","wac_paint_01","","101711","","3511006","0","0","3"
"3511","0.2","","wac_paint_03","","111","","3511007","0","0","3"
"3511","","","0","","0","","3511008","","","93"
"3511","","","1","","12","","3511009","","","32"
"3511","","","se_10035700_brush","","se_10035700","","3511010","0","","23"
"3511","","","","","1","","3511011","","","131"
"3512","0.2","wac_talk_kyapi_loop","wac_talk_kyapi_in","","101711","","3512001","0","1","3"
"3512","0.2","","wac_no_items","","111","","3512002","1","","3"
"3512","","0","200","","101711","","3512003","-340","","2"
"3512","","0","200","","111","","3512004","-340","","2"
"3512","","","0","","4","","3512005","","","32"
"3512","","","1","","2","","3512006","","","32"
"3512","","","0","","12","","3512007","","","32"
"3512","","0","vo_wac_220321_000","","vo_wac_220321","","3512008","0","","21"
"3512","0","1","一邊跳舞一邊畫畫～♪\n一邊唱歌一邊畫畫～♪\n唱唱跳跳就完成啦～♪","0","101711","0.5","3512009","10","1","11"
"3512","","","","","0","","3512010","","","91"
"3512","","0","vo_wac_220321_001","","vo_wac_220321","","3512011","0","","21"
"3512","0","1","跟著節奏畫出來的畫充滿了樂趣呢～♪\n大家看著這幅畫一起唱唱跳跳的話，\n會很開心呢～♪","0","101711","0.5","3512012","10","1","11"
"3512","","","","","0","","3512013","","","91"
"3512","","","0","","0","","3512014","","","22"
"3513","0.2","","wac_idle_kyapi","","101711","","3513001","1","","3"
"3513","0.2","","wac_no_items","","111","","3513002","1","","3"
"3513","","0","200","","101711","","3513003","-340","","2"
"3513","","0","200","","111","","3513004","-340","","2"
"3513","","","0","","4","","3513005","","","32"
"3513","","","1","","2","","3513006","","","32"
"3513","","","0","","12","","3513007","","","32"
"3513","","","","","0","","3513008","","","91"
"3611","2","-108","101411","0","1","wac_default_01","3611001","202","-212.75","1"
"3611","2","-108","111","0","1","wac_default_02","3611002","201","-212.75","5"
"3611","1","0","1","","1","","3611003","0","1","31"
"3611","0","0","2","","2","","3611004","0","1","31"
"3611","0","0","11","","11","","3611005","0","1","31"
"3611","0.2","","wac_paint_01","","101411","","3611006","0","0","3"
"3611","0.2","","wac_paint_02","","111","","3611007","0","0","3"
"3611","","","0","","0","","3611008","","","93"
"3611","","","1","","11","","3611009","","","32"
"3611","","","se_10035700_brush","","se_10035700","","3611010","0","","23"
"3611","","","","","1","","3611011","","","131"
"3612","0.2","wac_talk_doya_loop","wac_talk_doya_in","","101411","","3612001","0","1","3"
"3612","0.2","","wac_no_items","","111","","3612002","1","","3"
"3612","","0","200","","101411","","3612003","-340","","2"
"3612","","0","200","","111","","3612004","-340","","2"
"3612","","","0","","1","","3612005","","","32"
"3612","","","1","","2","","3612006","","","32"
"3612","","","0","","11","","3612007","","","32"
"3612","","0","vo_wac_220322_000","","vo_wac_220322","","3612008","0","","21"
"3612","0","1","營造美感跟處理棘手的\n事件很像呢。\n我在作畫時一直煩惱著\n這樣畫好不好。","0","101411","0.5","3612009","10","1","11"
"3612","","","","","0","","3612010","","","91"
"3612","","0","vo_wac_220322_001","","vo_wac_220322","","3612011","0","","21"
"3612","0","1","不過正因為花了很多時間，\n所以才能畫出好作品呢。\n這樣事件就圓滿解決了！\n……雖然這不是事件啦。","0","101411","0.5","3612012","10","1","11"
"3612","","","","","0","","3612013","","","91"
"3612","","","0","","0","","3612014","","","22"
"3613","0.2","","wac_idle_doya","","101411","","3613001","1","","3"
"3613","0.2","","wac_no_items","","111","","3613002","1","","3"
"3613","","0","200","","101411","","3613003","-340","","2"
"3613","","0","200","","111","","3613004","-340","","2"
"3613","","","0","","1","","3613005","","","32"
"3613","","","1","","2","","3613006","","","32"
"3613","","","0","","11","","3613007","","","32"
"3613","","","","","0","","3613008","","","91"
"3711","2","-108","106111","0","1","wac_default_11","3711001","202","-212.75","1"
"3711","2","-108","111","0","1","wac_default_11","3711002","201","-212.75","5"
"3711","1","0","1","","1","","3711003","0","1","31"
"3711","0","0","2","","2","","3711004","0","1","31"
"3711","0","0","11","","11","","3711005","0","1","31"
"3711","0.2","","wac_paint_11","","106111","","3711006","0","0","3"
"3711","0.2","","wac_paint_11","","111","","3711007","0","0","3"
"3711","","","0","","0.3","","3711008","","","93"
"3711","","","1","","11","","3711009","","","32"
"3711","","","se_10035700_roller","","se_10035700","","3711010","0","","23"
"3711","","","","","1","","3711011","","","131"
"3712","0.2","wac_talk_kyapi_loop","wac_talk_kyapi_in","","106111","","3712001","0","1","3"
"3712","0.2","","wac_no_items","","111","","3712002","1","","3"
"3712","","0","200","","106111","","3712003","-340","","2"
"3712","","0","200","","111","","3712004","-340","","2"
"3712","","","0","","1","","3712005","","","32"
"3712","","","1","","2","","3712006","","","32"
"3712","","","0","","11","","3712007","","","32"
"3712","","0","vo_wac_220323_000","","vo_wac_220323","","3712008","0","","21"
"3712","0","1","很好！\n在牆壁上畫了個大大的畫囉！\n會做出這種大壞事的人\n就只有我了吧！","0","106111","0.5","3712009","10","1","11"
"3712","","","","","0","","3712010","","","91"
